#name (cmd = mergePeaks -d given ./ENCODE_processed_files/GATA1_idr_cutoff.tsv ./ENCODE_processed_files/TAL1_idr_cutoff.tsv)	chr	start	end	strand	Stat	Parent files	Total subpeaks	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	./ENCODE_processed_files/TAL1_idr_cutoff.tsv
Merged-chr17-76266572-1	chr17	76266372	76266772	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9381	
Merged-chr17-81057326-1	chr17	81057126	81057526	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9384	
Merged-chr18-2337171-1	chr18	2336971	2337371	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9385	
Merged-chr18-49109824-1	chr18	49109624	49110024	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9387	
Merged-chr19-4417848-1	chr19	4417648	4418048	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9388	
Merged-chr19-6602833-1	chr19	6602633	6603033	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9390	
Merged-chr19-34218441-1	chr19	34218241	34218641	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_9395	
Merged-chr6-34197804-1	chr6	34197604	34198004	+	952.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16803	
Merged-chr6-13916520-1	chr6	13916320	13916720	+	652.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15200	
Merged-chr6-14861815-1	chr6	14861615	14862015	+	905.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15201	
Merged-chr6-28684392-1	chr6	28684192	28684592	+	893.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15207	
Merged-chr6-88519541-1	chr6	88519341	88519741	+	803.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16815	
Merged-chr6-99515604-1	chr6	99515404	99515804	+	922.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16817	
Merged-chr6-35158633-1	chr6	35158433	35158833	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15217	
Merged-chr6-116511540-1	chr6	116511340	116511740	+	909.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16820	
Merged-chr6-118631142-1	chr6	118630942	118631342	+	666.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16821	
Merged-chr6-129921405-1	chr6	129921205	129921605	+	919.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16825	
Merged-chr6-130200189-1	chr6	130199989	130200389	+	561.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16826	
Merged-chr6-137954445-1	chr6	137954245	137954645	+	828.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16827	
Merged-chr6-139508339-1	chr6	139508139	139508539	+	886.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16828	
Merged-chr6-37177828-1	chr6	37177628	37178028	+	913.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15221	
Merged-chr6-37638933-1	chr6	37638733	37639133	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15222	
Merged-chr6-52612537-1	chr6	52612337	52612737	+	700.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15227	
Merged-chr6-53314016-1	chr6	53313816	53314216	+	937.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15228	
Merged-chr6-144560405-1	chr6	144560205	144560605	+	771.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16833	
Merged-chr6-155642912-1	chr6	155642712	155643112	+	800.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16835	
Merged-chr6-157230635-1	chr6	157230435	157230835	+	631.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16837	
Merged-chr6-157386611-1	chr6	157386411	157386811	+	978.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16838	
Merged-chr6-87408684-1	chr6	87408484	87408884	+	815.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15231	
Merged-chr6-108736198-1	chr6	108735998	108736398	+	866.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15235	
Merged-chr6-161027601-1	chr6	161027401	161027801	+	887.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16840	
Merged-chr7-4891746-1	chr7	4891546	4891946	+	619.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16843	
Merged-chr19-3699047-1	chr19	3698847	3699247	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6900	
Merged-chr19-18764256-1	chr19	18764056	18764456	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6902	
Merged-chr2-11753673-1	chr2	11753473	11753873	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6905	
Merged-chr2-25054940-1	chr2	25054740	25055140	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6907	
Merged-chr2-97711176-1	chr2	97710976	97711376	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6908	
Merged-chr6-136673163-1	chr6	136672963	136673363	+	979.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15243	
Merged-chr6-143498627-1	chr6	143498427	143498827	+	976.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15246	
Merged-chr6-147222451-1	chr6	147222251	147222651	+	871.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15247	
Merged-chr6-147453242-1	chr6	147453042	147453442	+	920.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15248	
Merged-chr6-151229532-1	chr6	151229332	151229732	+	795.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15249	
Merged-chr5-67149436-1	chr5	67149236	67149636	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5300	
Merged-chr5-79697486-1	chr5	79697286	79697686	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5301	
Merged-chr5-132788678-1	chr5	132788478	132788878	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5306	
Merged-chr5-159204326-1	chr5	159204126	159204526	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5307	
Merged-chr2-171248357-1	chr2	171248157	171248557	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6912	
Merged-chr21-39149168-1	chr21	39148968	39149368	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6915	
Merged-chr6-151616187-1	chr6	151615987	151616387	+	784.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15250	
Merged-chr6-163731570-1	chr6	163731370	163731770	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15254	
Merged-chr7-8391554-1	chr7	8391354	8391754	+	960.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15258	
Merged-chr7-16265356-1	chr7	16265156	16265556	+	934.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15259	
Merged-chr6-28566364-1	chr6	28566164	28566564	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5314	
Merged-chr6-30769404-1	chr6	30769204	30769604	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5315	
Merged-chr6-32857695-1	chr6	32857495	32857895	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5317	
Merged-chr7-95609014-1	chr7	95608814	95609214	+	883.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16864	
Merged-chr3-24156704-1	chr3	24156504	24156904	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6923	
Merged-chr3-72163971-1	chr3	72163771	72164171	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6925	
Merged-chr3-126882040-1	chr3	126881840	126882240	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6927	
Merged-chr3-128533159-1	chr3	128532959	128533359	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6928	
Merged-chr3-130433465-1	chr3	130433265	130433665	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6929	
Merged-chr7-21422929-1	chr7	21422729	21423129	+	566.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15260	
Merged-chr7-43105102-1	chr7	43104902	43105302	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15262	
Merged-chr7-43824688-1	chr7	43824488	43824888	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15263	
Merged-chr7-47594572-1	chr7	47594372	47594772	+	723.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15264	
Merged-chr7-76380421-1	chr7	76380221	76380621	+	718.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15268	
Merged-chr6-53134902-1	chr6	53134702	53135102	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5320	
Merged-chr7-8233144-1	chr7	8232944	8233344	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5325	
Merged-chr7-22667767-1	chr7	22667567	22667967	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5326	
Merged-chr7-106859462-1	chr7	106859262	106859662	+	953.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16875	
Merged-chr7-116489870-1	chr7	116489670	116490070	+	926.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16878	
Merged-chr3-152330635-1	chr3	152330435	152330835	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6930	
Merged-chr3-186871548-1	chr3	186871348	186871748	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6934	
Merged-chr4-78780236-1	chr4	78780036	78780436	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6939	
Merged-chr7-107833807-1	chr7	107833607	107834007	+	958.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15278	
Merged-chr7-106849061-1	chr7	106848861	106849261	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5330	
Merged-chr7-111492495-1	chr7	111492295	111492695	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5332	
Merged-chr8-58801617-1	chr8	58801417	58801817	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5338	
Merged-chr8-61076448-1	chr8	61076248	61076648	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5339	
Merged-chr7-127894854-1	chr7	127894654	127895054	+	894.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16882	
Merged-chr7-131328919-1	chr7	131328719	131329119	+	940.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16884	
Merged-chr4-80125379-1	chr4	80125179	80125579	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6940	
Merged-chr5-91219014-1	chr5	91218814	91219214	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6948	
Merged-chr5-128016212-1	chr5	128016012	128016412	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6949	
Merged-chr7-112505724-1	chr7	112505524	112505924	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15280	
Merged-chr7-129675950-1	chr7	129675750	129676150	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15286	
Merged-chr7-129903288-1	chr7	129903088	129903488	+	752.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15287	
Merged-chr7-130069511-1	chr7	130069311	130069711	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15288	
Merged-chr9-69180869-1	chr9	69180669	69181069	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5343	
Merged-chr9-120985925-1	chr9	120985725	120986125	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5344	
Merged-chr9-125689002-1	chr9	125688802	125689202	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5345	
Merged-chr7-151244418-1	chr7	151244218	151244618	+	836.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16892	
Merged-chr8-9291922-1	chr8	9291722	9292122	+	553.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16896	
Merged-chr8-21017876-1	chr8	21017676	21018076	+	896.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_16898	
Merged-chr6-2183467-1	chr6	2183267	2183667	+	856.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6953	
Merged-chr7-143892765-1	chr7	143892565	143892965	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_15291	
Merged-chrX-30944138-1	chrX	30943938	30944338	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5351	
Merged-chr1-70751880-1	chr1	70751680	70752080	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5356	
Merged-chr1-117660048-1	chr1	117659848	117660248	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5358	
Merged-chr1-146013134-1	chr1	146012934	146013334	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5359	
Merged-chr6-52483117-1	chr6	52482917	52483317	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6962	
Merged-chr6-52620168-1	chr6	52619968	52620368	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6963	
Merged-chr6-135617425-1	chr6	135617225	135617625	+	657.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6969	
Merged-chr1-154384859-1	chr1	154384659	154385059	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5360	
Merged-chr1-156797447-1	chr1	156797247	156797647	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5362	
Merged-chr1-165846524-1	chr1	165846324	165846724	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5363	
Merged-chr1-205238371-1	chr1	205238171	205238571	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5364	
Merged-chr1-225445105-1	chr1	225444905	225445305	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5365	
Merged-chr1-229004407-1	chr1	229004207	229004607	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5366	
Merged-chr1-236510067-1	chr1	236509867	236510267	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5368	
Merged-chr1-246170826-1	chr1	246170626	246171026	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5369	
Merged-chr6-137982743-1	chr6	137982543	137982943	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6970	
Merged-chr7-29748647-1	chr7	29748447	29748847	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6973	
Merged-chr7-75796023-1	chr7	75795823	75796223	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6974	
Merged-chr7-106615993-1	chr7	106615793	106616193	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6978	
Merged-chr11-47948328-1	chr11	47948128	47948528	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5373	
Merged-chr11-57390764-1	chr11	57390564	57390964	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5374	
Merged-chr11-69288312-1	chr11	69288112	69288512	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5375	
Merged-chr12-23887621-1	chr12	23887421	23887821	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5376	
Merged-chr12-31733922-1	chr12	31733722	31734122	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5377	
Merged-chr12-46430530-1	chr12	46430330	46430730	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5379	
Merged-chr7-121160325-1	chr7	121160125	121160525	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6981	
Merged-chr7-139422229-1	chr7	139422029	139422429	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6988	
Merged-chr12-116282515-1	chr12	116282315	116282715	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5382	
Merged-chr12-131592526-1	chr12	131592326	131592726	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5383	
Merged-chr14-33966482-1	chr14	33966282	33966682	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5385	
Merged-chr14-74888669-1	chr14	74888469	74888869	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5387	
Merged-chr14-92733257-1	chr14	92733057	92733457	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5388	
Merged-chr7-142957327-1	chr7	142957127	142957527	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6991	
Merged-chr7-153385672-1	chr7	153385472	153385872	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6992	
Merged-chr8-97217444-1	chr8	97217244	97217644	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_6997	
Merged-chr15-65619829-1	chr15	65619629	65620029	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5390	
Merged-chr16-69477343-1	chr16	69477143	69477543	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_5396	
Merged-chr14-22825033-1	chr14	22824833	22825233	+	595.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23202	
Merged-chr14-100441104-1	chr14	100440904	100441304	+	606.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23206	
Merged-chr14-103363006-1	chr14	103362806	103363206	+	618.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23207	
Merged-chrX-134810424-1	chrX	134810224	134810624	+	871.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12801	
Merged-chr1-26012642-1	chr1	26012442	26012842	+	994.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12806	
Merged-chr1-26308422-1	chr1	26308222	26308622	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12807	
Merged-chr21-39484188-1	chr21	39483988	39484388	+	947.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11200	
Merged-chr22-19960337-1	chr22	19960137	19960537	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11204	
Merged-chr15-63073948-1	chr15	63073748	63074148	+	586.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23223	
Merged-chr22-22460908-1	chr22	22460708	22461108	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11208	
Merged-chr15-63398790-1	chr15	63398590	63398990	+	611.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23226	
Merged-chr1-32360910-1	chr1	32360710	32361110	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12812	
Merged-chr1-35391409-1	chr1	35391209	35391609	+	818.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12813	
Merged-chr1-46505967-1	chr1	46505767	46506167	+	729.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12817	
Merged-chr22-36396082-1	chr22	36395882	36396282	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11213	
Merged-chr15-72199894-1	chr15	72199694	72200094	+	612.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23230	
Merged-chr3-10186330-1	chr3	10186130	10186530	+	941.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11216	
Merged-chr3-11270970-1	chr3	11270770	11271170	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11217	
Merged-chr15-73485497-1	chr15	73485297	73485697	+	590.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23234	
Merged-chr15-74291285-1	chr15	74291085	74291485	+	548.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23235	
Merged-chr15-77600065-1	chr15	77599865	77600265	+	595.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23237	
Merged-chr15-78873760-1	chr15	78873560	78873960	+	635.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23238	
Merged-chr15-81145937-1	chr15	81145737	81146137	+	575.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23239	
Merged-chr1-89608189-1	chr1	89607989	89608389	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12825	
Merged-chr1-108357967-1	chr1	108357767	108358167	+	927.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12829	
Merged-chr3-33723459-1	chr3	33723259	33723659	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11220	
Merged-chr3-44349201-1	chr3	44349001	44349401	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11225	
Merged-chr3-46355180-1	chr3	46354980	46355380	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11229	
Merged-chr15-91408961-1	chr15	91408761	91409161	+	544.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23246	
Merged-chr15-94912854-1	chr15	94912654	94913054	+	656.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23247	
Merged-chr1-151783589-1	chr1	151783389	151783789	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12836	
Merged-chr3-47962063-1	chr3	47961863	47962263	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11230	
Merged-chr3-50354510-1	chr3	50354310	50354710	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11231	
Merged-chr3-66395083-1	chr3	66394883	66395283	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11233	
Merged-chr3-72072759-1	chr3	72072559	72072959	+	952.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11235	
Merged-chr16-1708959-1	chr16	1708759	1709159	+	618.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23250	
Merged-chr16-4526976-1	chr16	4526776	4527176	+	598.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23253	
Merged-chr3-118447535-1	chr3	118447335	118447735	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11239	
Merged-chr16-15943338-1	chr16	15943138	15943538	+	607.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23254	
Merged-chr16-21235452-1	chr16	21235252	21235652	+	583.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23257	
Merged-chr16-22291648-1	chr16	22291448	22291848	+	565.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23259	
Merged-chr1-162447161-1	chr1	162446961	162447361	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12844	
Merged-chr1-167617107-1	chr1	167616907	167617307	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12845	
Merged-chr1-173714872-1	chr1	173714672	173715072	+	922.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12848	
Merged-chr7-133051905-1	chr7	133051705	133052105	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2901	
Merged-chr9-98886959-1	chr9	98886759	98887159	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2905	
Merged-chr9-135984943-1	chr9	135984743	135985143	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2907	
Merged-chr3-129182011-1	chr3	129181811	129182211	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11241	
Merged-chr3-152436933-1	chr3	152436733	152437133	+	923.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11244	
Merged-chr3-157279517-1	chr3	157279317	157279717	+	737.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11246	
Merged-chr16-23150910-1	chr16	23150710	23151110	+	629.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23261	
Merged-chr3-170179932-1	chr3	170179732	170180132	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11248	
Merged-chr3-171443342-1	chr3	171443142	171443542	+	974.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11249	
Merged-chr16-53434342-1	chr16	53434142	53434542	+	633.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_23268	
Merged-chr11-124115045-1	chr11	124114845	124115245	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_1302	
Merged-chr2-30254125-1	chr2	30253925	30254325	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_1308	
Merged-chr1-182330424-1	chr1	182330224	182330624	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12851	
Merged-chr1-203926274-1	chr1	203926074	203926474	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12854	
Merged-chr1-211557370-1	chr1	211557170	211557570	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_12858	
Merged-chr1-150977255-1	chr1	150977055	150977455	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2912	
Merged-chr10-17509284-1	chr10	17509084	17509484	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2916	
Merged-chr10-80662797-1	chr10	80662597	80662997	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_2918	
Merged-chr3-183536808-1	chr3	183536608	183537008	+	1000.000000	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	1	156_11251	
