#PeakID(python scan_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_7307	chr10	17003103	17003503	+	1000	52.0	[8.880239]	[90]	[]	[]	[17003283]	[]
503_731	chr6	27020141	27020541	+	1000	138.0	[11.354753, 14.901949]	[52, 86]	[]	[]	[27020292, 27020326]	[]
503_7312	chr10	73879615	73880015	+	1000	52.0	[8.631947]	[150]	[]	[]	[73879865]	[]
503_7314	chr10	97334468	97334868	+	1000	52.0	[6.924771]	[116]	[]	[]	[97334669]	[]
503_7316	chr11	406815	407215	+	1000	52.0	[13.471976]	[212]	[]	[]	[407060]	[]
503_7317	chr11	3797115	3797515	+	1000	52.0	[7.7103596]	[153]	[]	[]	[3797341]	[]
503_7318	chr11	3854954	3855354	+	1000	52.0	[6.406941]	[197]	[]	[]	[3855157]	[]
503_7321	chr11	33257210	33257610	+	1000	52.0	[]	[]	[6.406941]	[105]	[]	[33257403]
503_7323	chr11	36510065	36510465	+	1000	52.0	[]	[]	[8.404206]	[105]	[]	[36510255]
503_7325	chr11	57335706	57336106	+	1000	52.0	[13.471976]	[83]	[]	[]	[57335864]	[]
503_7327	chr11	62124347	62124747	+	1000	52.0	[]	[]	[11.072505]	[141]	[]	[62124578]
503_7329	chr11	63986196	63986596	+	1000	52.0	[9.975595]	[127]	[9.975595]	[101]	[63986422]	[63986396]
503_7337	chr11	102452476	102452876	+	1000	52.0	[7.349987]	[66]	[]	[]	[102452634]	[]
503_7338	chr11	118316601	118317001	+	1000	52.0	[8.77996]	[106]	[]	[]	[118316797]	[]
503_734	chr11	119087703	119088103	+	1000	137.0	[]	[]	[8.631947]	[86]	[]	[119087886]
503_7343	chr12	6867402	6867802	+	1000	52.0	[8.830775, 8.404206]	[80, 119]	[]	[]	[6867577, 6867616]	[]
503_7344	chr12	47215448	47215848	+	1000	52.0	[]	[]	[10.389162]	[164]	[]	[47215691]
503_7346	chr12	54390560	54390960	+	1000	52.0	[]	[]	[7.259386]	[130]	[]	[54390780]
503_7348	chr12	55829373	55829773	+	1000	52.0	[]	[]	[8.404206]	[152]	[]	[55829588]
503_7349	chr12	57280221	57280621	+	1000	52.0	[10.310211]	[99]	[]	[]	[57280413]	[]
503_735	chr15	74461003	74461403	+	1000	137.0	[10.947011, 14.393928]	[67, 74]	[]	[]	[74461170, 74461177]	[]
503_7351	chr12	122974515	122974915	+	1000	52.0	[14.901949, 13.471976]	[78, 162]	[]	[]	[122974671, 122974755]	[]
503_7355	chr13	27424376	27424776	+	1000	52.0	[11.405568]	[220]	[]	[]	[27424614]	[]
503_7359	chr14	39170185	39170585	+	1000	52.0	[]	[]	[14.901949]	[121]	[]	[39170403]
503_7378	chr16	66549597	66549997	+	1000	52.0	[6.751365]	[168]	[]	[]	[66549818]	[]
503_7380	chr16	67246161	67246561	+	1000	52.0	[9.467575, 8.681774]	[100, 114]	[]	[]	[67246357, 67246371]	[]
503_7381	chr16	67660047	67660447	+	1000	52.0	[8.8909, 7.8463583]	[90, 147]	[]	[]	[67660237, 67660294]	[]
503_7383	chr16	85607355	85607755	+	1000	52.0	[10.310211]	[126]	[8.123926]	[194]	[85607528]	[85607596]
503_7384	chr16	86929127	86929527	+	1000	52.0	[]	[]	[10.310211]	[123]	[]	[86929333]
503_7388	chr17	7315247	7315647	+	1000	52.0	[8.404206]	[137]	[7.885317]	[94]	[7315448]	[7315405]
503_739	chr3	41199272	41199672	+	1000	137.0	[6.8419666]	[110]	[]	[]	[41199449]	[]
503_7392	chr17	38898703	38899103	+	1000	52.0	[]	[]	[9.326159]	[122]	[]	[38898921]
503_7393	chr17	42387682	42388082	+	1000	52.0	[7.259386]	[96]	[]	[]	[42387836]	[]
503_7394	chr17	58692394	58692794	+	1000	52.0	[]	[]	[8.155915]	[76]	[]	[58692556]
503_740	chr3	157159995	157160395	+	1000	137.0	[7.1580825]	[79]	[8.404206]	[129]	[157160166]	[157160216]
503_7401	chr18	11947152	11947552	+	1000	52.0	[]	[]	[6.406941]	[95]	[]	[11947331]
503_7402	chr18	63422375	63422775	+	1000	52.0	[9.834179]	[178]	[]	[]	[63422616]	[]
503_7404	chr19	1503374	1503774	+	1000	52.0	[8.354743]	[117]	[]	[]	[1503562]	[]
503_7405	chr19	1941933	1942333	+	1000	52.0	[9.642532]	[175]	[6.406941, 8.155915, 7.0065327]	[118, 147, 172]	[1942175]	[1942118, 1942147, 1942172]
503_7408	chr19	12610558	12610958	+	1000	52.0	[8.404206]	[187]	[7.716919]	[107]	[12610794]	[12610714]
503_7409	chr19	16584276	16584676	+	1000	52.0	[11.819135]	[78]	[]	[]	[16584447]	[]
503_741	chr5	34915406	34915806	+	1000	137.0	[11.206739]	[133]	[]	[]	[34915605]	[]
503_7415	chr19	44553752	44554152	+	1000	52.0	[12.327155]	[120]	[]	[]	[44553971]	[]
503_7419	chr19	51468030	51468430	+	1000	52.0	[6.7925034]	[175]	[6.751365, 8.631947]	[90, 146]	[51468278]	[51468193, 51468249]
503_7424	chr2	28895189	28895589	+	1000	52.0	[]	[]	[10.150553]	[112]	[]	[28895374]
503_7429	chr2	68062790	68063190	+	1000	52.0	[7.2023387]	[111]	[]	[]	[68062981]	[]
503_7430	chr2	84905567	84905967	+	1000	52.0	[7.367616]	[160]	[6.973274]	[107]	[84905815]	[84905762]
503_7434	chr20	44910093	44910493	+	1000	52.0	[]	[]	[7.1016955, 6.406941]	[85, 151]	[]	[44910250, 44910316]
503_7435	chr20	50958799	50959199	+	1000	52.0	[]	[]	[8.503526]	[154]	[]	[50958971]
503_7438	chr22	36454932	36455332	+	1000	52.0	[]	[]	[7.4008026]	[87]	[]	[36455111]
503_744	chr12	124988875	124989275	+	1000	136.0	[]	[]	[11.405568]	[161]	[]	[124989121]
503_7440	chr3	38137303	38137703	+	1000	52.0	[7.5180907]	[89]	[]	[]	[38137465]	[]
503_7442	chr3	46488664	46489064	+	1000	52.0	[]	[]	[7.915865]	[134]	[]	[46488891]
503_7447	chr3	179451206	179451606	+	1000	52.0	[]	[]	[6.993913]	[127]	[]	[179451378]
503_7450	chr4	40311701	40312101	+	1000	52.0	[10.897183]	[114]	[]	[]	[40311897]	[]
503_7452	chr4	78599869	78600269	+	1000	52.0	[10.389162]	[70]	[]	[]	[78600030]	[]
503_7454	chr4	118278685	118279085	+	1000	52.0	[6.9674606]	[149]	[]	[]	[118278867]	[]
503_7456	chr4	154550160	154550560	+	1000	52.0	[]	[]	[7.4201775, 7.885317]	[67, 129]	[]	[154550327, 154550389]
503_7465	chr6	6749947	6750347	+	1000	52.0	[]	[]	[8.354743]	[154]	[]	[6750161]
503_7468	chr6	28161604	28162004	+	1000	52.0	[]	[]	[9.834179]	[63]	[]	[28161763]
503_7471	chr6	31560341	31560741	+	1000	52.0	[]	[]	[7.8463583, 9.366932]	[92, 123]	[]	[31560519, 31560550]
503_7483	chr7	12715537	12715937	+	1000	52.0	[]	[]	[8.631947]	[112]	[]	[12715742]
503_7486	chr7	30134833	30135233	+	1000	52.0	[6.8936343]	[73]	[]	[]	[30134993]	[]
503_7487	chr7	76191820	76192220	+	674	52.0	[8.830775]	[151]	[]	[]	[76191992]	[]
503_7489	chr7	100148767	100149167	+	1000	52.0	[11.455031]	[67]	[]	[]	[100148923]	[]
503_7491	chr7	116210392	116210792	+	1000	52.0	[9.834179]	[69]	[6.7845144]	[129]	[116210556]	[116210616]
503_7495	chr7	150962932	150963332	+	1000	52.0	[]	[]	[6.882673]	[114]	[]	[150963131]
503_7497	chr8	27837663	27838063	+	1000	52.0	[]	[]	[8.423885]	[161]	[]	[27837913]
503_7498	chr8	38231119	38231519	+	1000	52.0	[]	[]	[7.367616]	[151]	[]	[38231279]
503_7505	chr8	98045482	98045882	+	1000	52.0	[]	[]	[6.993913]	[105]	[]	[98045650]
503_7509	chr8	144413321	144413721	+	1000	52.0	[]	[]	[7.7103596]	[88]	[]	[144413486]
503_751	chr2	74454851	74455251	+	1000	136.0	[14.901949]	[116]	[]	[]	[74455010]	[]
503_7512	chr9	97960812	97961212	+	1000	52.0	[6.973274]	[125]	[]	[]	[97961035]	[]
503_7514	chr9	122332102	122332502	+	1000	52.0	[9.276331]	[124]	[]	[]	[122332313]	[]
503_7517	chr9	130823379	130823779	+	1000	52.0	[]	[]	[6.862329]	[113]	[]	[130823541]
503_7518	chr9	130913184	130913584	+	1000	52.0	[8.445345]	[178]	[]	[]	[130913414]	[]
503_7519	chr9	131059470	131059870	+	1000	52.0	[]	[]	[8.880239]	[112]	[]	[131059660]
503_7526	chr1	2227402	2227802	+	1000	51.0	[8.880239, 9.1897955]	[171, 187]	[6.4858923]	[99]	[2227631, 2227647]	[2227559]
503_7530	chr1	15417463	15417863	+	1000	51.0	[9.276331]	[106]	[]	[]	[15417652]	[]
503_7531	chr1	23403871	23404271	+	1000	51.0	[9.875317]	[94]	[]	[]	[23404024]	[]
503_7533	chr1	39026105	39026505	+	1000	51.0	[]	[]	[11.455031]	[118]	[]	[39026281]
503_7534	chr1	67686588	67686988	+	1000	51.0	[7.7851515]	[154]	[]	[]	[67686807]	[]
503_7538	chr1	149927663	149928063	+	1000	51.0	[]	[]	[11.405568]	[77]	[]	[149927822]
503_754	chr8	22244960	22245360	+	1000	136.0	[]	[]	[9.834179]	[76]	[]	[22245135]
503_7540	chr1	152036817	152037217	+	1000	51.0	[]	[]	[6.924771]	[142]	[]	[152037052]
503_7544	chr1	165698133	165698533	+	1000	51.0	[10.389162]	[107]	[9.92478, 6.4858923]	[138, 180]	[165698300]	[165698331, 165698373]
503_7547	chr1	207021132	207021532	+	1000	51.0	[]	[]	[8.8589115]	[123]	[]	[207021343]
503_7552	chr1	228421056	228421456	+	1000	51.0	[8.77996]	[89]	[]	[]	[228421238]	[]
503_7562	chr10	79445147	79445547	+	1000	51.0	[9.1897955]	[104]	[]	[]	[79445317]	[]
503_7567	chr11	3165118	3165518	+	1000	51.0	[9.80219]	[85]	[]	[]	[3165292]	[]
503_7568	chr11	18012807	18013207	+	1000	51.0	[]	[]	[9.975595]	[180]	[]	[18013030]
503_7572	chr11	64357846	64358246	+	1000	51.0	[8.77996]	[90]	[]	[]	[64358024]	[]
503_7574	chr11	75406233	75406633	+	1000	51.0	[]	[]	[7.4008026]	[112]	[]	[75406433]
503_7578	chr12	32755070	32755470	+	1000	51.0	[8.5297, 8.830775]	[124, 148]	[]	[]	[32755292, 32755316]	[]
503_7580	chr12	42144669	42145069	+	1000	51.0	[9.975595]	[137]	[]	[]	[42144851]	[]
503_7587	chr12	110354055	110354455	+	1000	51.0	[7.8463583]	[130]	[]	[]	[110354282]	[]
503_759	chr12	55715870	55716270	+	1000	135.0	[]	[]	[10.150553]	[128]	[]	[55716083]
503_7594	chr15	34583476	34583876	+	1000	51.0	[9.975595, 6.993913]	[74, 102]	[]	[]	[34583638, 34583666]	[]
503_7595	chr15	43824451	43824851	+	1000	51.0	[]	[]	[6.886412]	[204]	[]	[43824700]
503_7596	chr15	63503186	63503586	+	1000	51.0	[]	[]	[8.497711]	[91]	[]	[63503364]
503_7598	chr15	74433623	74434023	+	1000	51.0	[10.421151]	[186]	[]	[]	[74433833]	[]
503_760	chr15	64387601	64388001	+	1000	135.0	[]	[]	[6.486581]	[160]	[]	[64387847]
503_7601	chr15	76311187	76311587	+	1000	51.0	[]	[]	[8.404206]	[148]	[]	[76311396]
503_7602	chr16	569808	570208	+	1000	51.0	[9.834179]	[91]	[]	[]	[569965]	[]
503_7604	chr16	11233098	11233498	+	1000	51.0	[6.8936343]	[112]	[6.892782]	[76]	[11233298]	[11233262]
503_761	chr16	57462439	57462839	+	1000	135.0	[7.099728]	[92]	[14.901949]	[121]	[57462624]	[57462653]
503_7612	chr16	75075158	75075558	+	1000	51.0	[8.880239]	[165]	[]	[]	[75075381]	[]
503_7614	chr17	34961292	34961692	+	1000	51.0	[12.327155, 7.2583613]	[131, 160]	[]	[]	[34961501, 34961530]	[]
503_7622	chr17	79728627	79729027	+	1000	51.0	[7.277131]	[195]	[]	[]	[79728876]	[]
503_7623	chr17	80036404	80036804	+	1000	51.0	[11.354753]	[129]	[]	[]	[80036629]	[]
503_7628	chr19	2056328	2056728	+	1000	51.0	[11.819135]	[82]	[]	[]	[2056510]	[]
503_7629	chr19	4638923	4639323	+	1000	51.0	[]	[]	[8.261184]	[172]	[]	[4639127]
503_763	chr2	201451399	201451799	+	1000	135.0	[]	[]	[8.372218]	[150]	[]	[201451637]
503_7630	chr19	6603987	6604387	+	1000	51.0	[]	[]	[6.6052003]	[83]	[]	[6604154]
503_7632	chr19	12790089	12790489	+	1000	51.0	[]	[]	[10.310211]	[199]	[]	[12790333]
503_7633	chr19	13396587	13396987	+	1000	51.0	[]	[]	[12.963955]	[153]	[]	[13396825]
503_7636	chr19	14689863	14690263	+	1000	51.0	[13.471976, 11.851124]	[113, 119]	[11.2133]	[89]	[14690043, 14690049]	[14690019]
503_7639	chr19	36054823	36055223	+	1000	51.0	[]	[]	[7.916553]	[188]	[]	[36055043]
503_7640	chr19	37594617	37595017	+	1000	51.0	[6.4858923]	[125]	[]	[]	[37594838]	[]
503_7643	chr19	52786520	52786920	+	1000	51.0	[]	[]	[9.975595]	[186]	[]	[52786764]
503_7644	chr19	52962640	52963040	+	1000	51.0	[]	[]	[6.6256638, 9.975595]	[125, 131]	[]	[52962862, 52962868]
503_7645	chr19	53103249	53103649	+	1000	51.0	[10.327956]	[138]	[11.405568]	[65]	[53103484]	[53103411]
503_7647	chr19	55257395	55257795	+	1000	51.0	[7.7103596]	[106]	[]	[]	[55257577]	[]
503_765	chr4	78691983	78692383	+	1000	135.0	[7.8463583]	[203]	[]	[]	[78692224]	[]
503_7656	chr2	101253054	101253454	+	1000	51.0	[]	[]	[9.834179]	[189]	[]	[101253266]
503_766	chr5	892620	893020	+	1000	135.0	[10.947011, 10.310211]	[163, 191]	[9.975595]	[219]	[892793, 892821]	[892849]
503_7661	chr2	148874883	148875283	+	1000	51.0	[]	[]	[9.366932]	[107]	[]	[148875072]
503_7664	chr2	174395601	174396001	+	1000	51.0	[]	[]	[9.180829]	[185]	[]	[174395795]
503_7668	chr20	4015495	4015895	+	1000	51.0	[8.445345]	[89]	[]	[]	[4015647]	[]
503_7669	chr20	5750138	5750538	+	1000	51.0	[]	[]	[6.6215615]	[119]	[]	[5750348]
503_767	chr6	151452077	151452477	+	1000	135.0	[]	[]	[7.7851515, 11.455031, 9.812852]	[160, 202, 225]	[]	[151452245, 151452287, 151452310]
503_7671	chr20	20017098	20017498	+	1000	51.0	[9.975595]	[90]	[12.885004]	[143]	[20017284]	[20017337]
503_7673	chr20	32475280	32475680	+	1000	51.0	[7.659544]	[86]	[]	[]	[32475451]	[]
503_7678	chr20	62794419	62794819	+	1000	51.0	[6.406941]	[77]	[]	[]	[62794587]	[]
503_7681	chr22	20961703	20962103	+	1000	51.0	[]	[]	[6.892782]	[156]	[]	[20961920]
503_7683	chr22	22594580	22594980	+	1000	51.0	[]	[]	[8.76831]	[162]	[]	[22594764]
503_7686	chr22	39961380	39961780	+	1000	51.0	[6.633814]	[101]	[]	[]	[39961572]	[]
503_7689	chr3	14371755	14372155	+	1000	51.0	[]	[]	[10.835977]	[133]	[]	[14371979]
503_769	chr7	149624568	149624968	+	1000	135.0	[]	[]	[7.4008026]	[141]	[]	[149624802]
503_7691	chr3	38019591	38019991	+	1000	51.0	[11.405568]	[115]	[]	[]	[38019796]	[]
503_7692	chr3	49688964	49689364	+	1000	51.0	[6.406941]	[128]	[]	[]	[49689162]	[]
503_7693	chr3	52287560	52287960	+	1000	51.0	[]	[]	[12.885004, 10.421151]	[194, 201]	[]	[52287799, 52287806]
503_7694	chr3	101561670	101562070	+	1000	51.0	[]	[]	[12.885004]	[78]	[]	[101561839]
503_77	chr19	16496103	16496503	+	1000	289.0	[6.4371176]	[88]	[]	[]	[16496288]	[]
503_7710	chr4	163166673	163167073	+	1000	51.0	[]	[]	[6.7055626]	[86]	[]	[163166843]
503_7711	chr5	73498276	73498676	+	1000	51.0	[]	[]	[12.885004]	[70]	[]	[73498431]
503_7717	chr5	178153713	178154113	+	1000	51.0	[8.638506]	[187]	[]	[]	[178153935]	[]
503_772	chr1	146035499	146035899	+	1000	134.0	[]	[]	[7.915865]	[163]	[]	[146035748]
503_7722	chr6	27830830	27831230	+	1000	51.0	[6.4858923]	[145]	[]	[]	[27831002]	[]
503_7723	chr6	31399752	31400152	+	1000	51.0	[8.880239]	[146]	[]	[]	[31399981]	[]
503_7724	chr6	31498095	31498495	+	1000	51.0	[]	[]	[9.467575]	[188]	[]	[31498311]
503_7738	chr7	22854012	22854412	+	1000	51.0	[]	[]	[9.1897955]	[96]	[]	[22854184]
503_774	chr15	50908463	50908863	+	1000	134.0	[12.327155]	[121]	[]	[]	[50908677]	[]
503_7744	chr7	102973217	102973617	+	1000	51.0	[]	[]	[7.081232]	[150]	[]	[102973440]
503_7753	chr8	102238701	102239101	+	1000	51.0	[]	[]	[7.2023387]	[91]	[]	[102238858]
503_7756	chr8	141402524	141402924	+	1000	51.0	[]	[]	[10.421151]	[180]	[]	[141402742]
503_7758	chr9	7799635	7800035	+	1000	51.0	[11.206739, 8.681774]	[63, 78]	[]	[]	[7799793, 7799808]	[]
503_7759	chr9	19049154	19049554	+	1000	51.0	[12.885004]	[121]	[]	[]	[19049375]	[]
503_7763	chr9	94165616	94166016	+	1000	51.0	[]	[]	[7.7103596]	[144]	[]	[94165857]
503_7766	chr9	98410205	98410605	+	1000	51.0	[6.993913]	[94]	[]	[]	[98410395]	[]
503_7769	chr9	130834555	130834955	+	1000	51.0	[]	[]	[7.259386]	[164]	[]	[130834765]
503_7774	chr9	134164665	134165065	+	1000	51.0	[9.467575]	[91]	[]	[]	[134164847]	[]
503_7775	chrX	1591398	1591798	+	1000	51.0	[12.885004]	[112]	[]	[]	[1591587]	[]
503_7776	chrX	15675526	15675926	+	1000	51.0	[6.993913]	[132]	[]	[]	[15675748]	[]
503_7777	chrX	41333981	41334381	+	1000	51.0	[7.7851515]	[148]	[]	[]	[41334218]	[]
503_7778	chrX	70133271	70133671	+	1000	51.0	[8.403247]	[149]	[]	[]	[70133465]	[]
503_7780	chrX	72572922	72573322	+	1000	51.0	[7.1473274]	[167]	[9.642532]	[149]	[72573164]	[72573146]
503_7782	chr1	1201359	1201759	+	1000	50.0	[]	[]	[6.4167504, 6.4167504]	[126, 165]	[]	[1201535, 1201574]
503_7783	chr1	16167606	16168006	+	1000	50.0	[7.8463583]	[99]	[11.455031]	[175]	[16167757]	[16167833]
503_7788	chr1	27603213	27603613	+	1000	50.0	[]	[]	[8.819032]	[240]	[]	[27603459]
503_779	chr22	41286061	41286461	+	1000	134.0	[6.406941]	[138]	[]	[]	[41286218]	[]
503_7796	chr1	153566441	153566841	+	1000	50.0	[]	[]	[8.631947]	[93]	[]	[153566609]
503_7798	chr1	155193472	155193872	+	1000	50.0	[6.993913]	[96]	[]	[]	[155193659]	[]
503_78	chr16	30922420	30922820	+	1000	288.0	[]	[]	[8.02168]	[153]	[]	[30922669]
503_780	chr3	9362845	9363245	+	1000	134.0	[]	[]	[11.2133, 9.467575, 11.455031]	[102, 108, 121]	[]	[9363036, 9363042, 9363055]
503_7802	chr1	181105120	181105520	+	1000	50.0	[]	[]	[8.880239]	[54]	[]	[181105272]
503_7813	chr10	70170285	70170685	+	1000	50.0	[11.354753]	[123]	[11.405568]	[152]	[70170504]	[70170533]
503_7814	chr10	70364473	70364873	+	1000	50.0	[]	[]	[13.471976]	[89]	[]	[70364650]
503_7815	chr10	86959105	86959505	+	1000	50.0	[]	[]	[7.1016955]	[121]	[]	[86959324]
503_782	chr7	103149399	103149799	+	1000	134.0	[7.208534]	[159]	[]	[]	[103149628]	[]
503_7823	chr11	62601454	62601854	+	1000	50.0	[]	[]	[7.5145535]	[189]	[]	[62601690]
503_7826	chr11	64887867	64888267	+	1000	50.0	[8.423885, 7.8463583]	[145, 166]	[]	[]	[64888075, 64888096]	[]
503_7830	chr11	75562601	75563001	+	1000	50.0	[]	[]	[11.2133, 13.471976]	[73, 153]	[]	[75562760, 75562840]
503_7833	chr11	124622654	124623054	+	1000	50.0	[11.405568, 7.716919]	[66, 131]	[11.405568]	[100]	[124622813, 124622878]	[124622847]
503_7837	chr12	54279440	54279840	+	1000	50.0	[]	[]	[8.880239]	[162]	[]	[54279680]
503_7838	chr12	54391237	54391637	+	1000	50.0	[]	[]	[6.9653635]	[152]	[]	[54391486]
503_7844	chr13	25301385	25301785	+	1000	50.0	[]	[]	[12.885004]	[99]	[]	[25301558]
503_7846	chr14	24242509	24242909	+	1000	50.0	[]	[]	[8.880239]	[149]	[]	[24242751]
503_7848	chr14	35826027	35826427	+	1000	50.0	[]	[]	[6.406941]	[112]	[]	[35826231]
503_7850	chr14	73741487	73741887	+	1000	50.0	[]	[]	[7.099728]	[89]	[]	[73741655]
503_7851	chr14	76956574	76956974	+	1000	50.0	[10.897548]	[160]	[]	[]	[76956825]	[]
503_7853	chr15	35545797	35546197	+	1000	50.0	[]	[]	[8.261184]	[106]	[]	[35545980]
503_7855	chr15	51971396	51971796	+	1000	50.0	[8.155915]	[214]	[]	[]	[51971640]	[]
503_7859	chr15	90201054	90201454	+	1000	50.0	[]	[]	[7.259386]	[158]	[]	[90201302]
503_7862	chr16	720269	720669	+	1000	50.0	[]	[]	[11.354753]	[71]	[]	[720435]
503_7869	chr16	78099190	78099590	+	1000	50.0	[8.354743]	[178]	[]	[]	[78099376]	[]
503_7876	chr17	3974205	3974605	+	1000	50.0	[7.8463583]	[133]	[12.327155]	[91]	[3974430]	[3974388]
503_7877	chr17	6575239	6575639	+	1000	50.0	[9.276331]	[147]	[]	[]	[6575478]	[]
503_7878	chr17	17305436	17305836	+	1000	50.0	[]	[]	[12.327155]	[134]	[]	[17305663]
503_7879	chr17	29617900	29618300	+	1000	50.0	[]	[]	[7.2925353]	[127]	[]	[29618104]
503_788	chr12	133080030	133080430	+	1000	133.0	[]	[]	[8.819032]	[119]	[]	[133080234]
503_7880	chr17	42423011	42423411	+	1000	50.0	[8.155915, 7.3383374]	[90, 129]	[]	[]	[42423169, 42423208]	[]
503_7882	chr17	50944574	50944974	+	1000	50.0	[8.880239, 8.77996]	[112, 119]	[]	[]	[50944786, 50944793]	[]
503_7885	chr17	74873272	74873672	+	1000	50.0	[8.5297]	[112]	[]	[]	[74873475]	[]
503_7890	chr19	1251345	1251745	+	1000	50.0	[]	[]	[6.924771]	[104]	[]	[1251504]
503_7892	chr19	3423426	3423826	+	1000	50.0	[8.303927]	[127]	[]	[]	[3423610]	[]
503_7893	chr19	7394909	7395309	+	1000	50.0	[]	[]	[11.455031]	[124]	[]	[7395128]
503_7894	chr19	14381197	14381597	+	1000	50.0	[]	[]	[6.4371176]	[130]	[]	[14381368]
503_7895	chr19	14472121	14472521	+	1000	50.0	[6.4371176]	[153]	[]	[]	[14472361]	[]
503_7896	chr19	15379114	15379514	+	1000	50.0	[7.8463583, 6.406941]	[190, 197]	[]	[]	[15379350, 15379357]	[]
503_7899	chr19	44071889	44072289	+	1000	50.0	[]	[]	[7.937324, 11.851124]	[102, 154]	[]	[44072079, 44072131]
503_79	chr1_KI270713v1_random	21571	21971	+	1000	286.0	[]	[]	[6.633814]	[96]	[]	[21740]
503_7901	chr19	45398090	45398490	+	1000	50.0	[8.423885]	[127]	[]	[]	[45398264]	[]
503_7903	chr19	49997646	49998046	+	1000	50.0	[]	[]	[7.208534]	[99]	[]	[49997838]
503_7905	chr19	55634846	55635246	+	1000	50.0	[]	[]	[10.150553]	[140]	[]	[55635012]
503_7906	chr19	57819547	57819947	+	1000	50.0	[]	[]	[11.405568]	[81]	[]	[57819714]
503_791	chr2	71882964	71883364	+	1000	133.0	[10.897183, 7.896186]	[129, 169]	[]	[]	[71883170, 71883210]	[]
503_7916	chr2	95121642	95122042	+	1000	50.0	[6.6052003]	[205]	[]	[]	[95121887]	[]
503_7919	chr2	134118426	134118826	+	1000	50.0	[9.005733]	[153]	[]	[]	[134118670]	[]
503_7920	chr2	199455597	199455997	+	1000	50.0	[]	[]	[12.327155]	[83]	[]	[199455761]
503_7922	chr2	216498607	216499007	+	1000	50.0	[]	[]	[11.851124]	[96]	[]	[216498797]
503_7923	chr2	219176814	219177214	+	1000	50.0	[]	[]	[8.261184]	[162]	[]	[219177018]
503_7932	chr22	19974015	19974415	+	1000	50.0	[]	[]	[7.916553]	[125]	[]	[19974171]
503_7935	chr22	20803908	20804308	+	1000	50.0	[]	[]	[7.349987]	[172]	[]	[20804111]
503_7939	chr22	37244076	37244476	+	1000	50.0	[7.5180907]	[116]	[]	[]	[37244272]	[]
503_7944	chr3	13546815	13547215	+	1000	50.0	[]	[]	[6.9121566]	[92]	[]	[13546982]
503_7946	chr3	45167511	45167911	+	1000	50.0	[6.7005134]	[161]	[]	[]	[45167731]	[]
503_7948	chr3	48301333	48301733	+	1000	50.0	[7.916553]	[184]	[]	[]	[48301570]	[]
503_7949	chr3	69999544	69999944	+	1000	50.0	[]	[]	[9.875317]	[129]	[]	[69999770]
503_795	chr3	8963289	8963689	+	1000	133.0	[12.885004]	[137]	[]	[]	[8963513]	[]
503_7953	chr3	128680551	128680951	+	1000	50.0	[7.4008026]	[205]	[]	[]	[128680762]	[]
503_7954	chr3	131026648	131027048	+	1000	50.0	[]	[]	[9.834179]	[97]	[]	[131026815]
503_7955	chr3	138915399	138915799	+	1000	50.0	[]	[]	[6.751365]	[162]	[]	[138915647]
503_7958	chr4	7031984	7032384	+	1000	50.0	[]	[]	[8.497711]	[113]	[]	[7032189]
503_7959	chr4	70902161	70902561	+	1000	50.0	[]	[]	[9.834179]	[133]	[]	[70902347]
503_7963	chr5	34699750	34700150	+	1000	50.0	[]	[]	[6.993913]	[122]	[]	[34699971]
503_7964	chr5	39424686	39425086	+	1000	50.0	[8.8909]	[121]	[6.406941]	[182]	[39424871]	[39424932]
503_7965	chr5	82357218	82357618	+	1000	50.0	[6.6215615]	[123]	[]	[]	[82357430]	[]
503_7969	chr5	141605665	141606065	+	1000	50.0	[10.389162, 6.8739552]	[104, 155]	[]	[]	[141605861, 141605912]	[]
503_797	chr3	47802906	47803306	+	1000	133.0	[]	[]	[9.834179]	[112]	[]	[47803089]
503_7970	chr5	149430241	149430641	+	1000	50.0	[]	[]	[12.963955]	[161]	[]	[149430466]
503_7974	chr5	176647401	176647801	+	1000	50.0	[]	[]	[9.467575]	[100]	[]	[176647587]
503_7976	chr6	26956796	26957196	+	1000	50.0	[]	[]	[6.486581]	[60]	[]	[26956951]
503_798	chr6	8064355	8064755	+	1000	133.0	[7.377296, 6.8739552]	[65, 134]	[]	[]	[8064514, 8064583]	[]
503_7981	chr6	27831397	27831797	+	1000	50.0	[6.7055626]	[167]	[]	[]	[27831632]	[]
503_7985	chr6	116680770	116681170	+	1000	50.0	[6.993913]	[148]	[]	[]	[116680990]	[]
503_7986	chr6	143060226	143060626	+	1000	50.0	[7.4008026]	[121]	[]	[]	[143060401]	[]
503_799	chr6	143450513	143450913	+	1000	133.0	[]	[]	[9.467575]	[130]	[]	[143450736]
503_7992	chr7	65006470	65006870	+	1000	50.0	[6.993913, 9.975595]	[114, 157]	[]	[]	[65006660, 65006703]	[]
503_7997	chr7	157403099	157403499	+	1000	50.0	[7.8463583]	[84]	[]	[]	[157403270]	[]
503_7998	chr8	1763664	1764064	+	1000	50.0	[6.406941]	[95]	[]	[]	[1763822]	[]
503_800	chr7	5529561	5529961	+	1000	133.0	[7.208534]	[133]	[12.885004]	[71]	[5529777]	[5529715]
