#PeakID(python identify_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_4799	chr5	149703197	149703597	+	1000	46.5	[7.408826]	[153]	[]	[]	[149703443]	[]
28_4807	chr6	28141812	28142212	+	1000	46.5	[]	[]	[7.408826]	[202]	[]	[28142056]
28_4808	chr6	28955283	28955683	+	1000	46.5	[7.408826]	[145]	[]	[]	[28955490]	[]
28_4812	chr6	42569761	42570161	+	1000	46.5	[]	[]	[10.276439]	[193]	[]	[42570006]
28_4823	chr7	12729090	12729490	+	1000	46.5	[7.0441737, 7.657809]	[119, 127]	[]	[]	[12729308, 12729316]	[]
28_4834	chr7	111562581	111562981	+	1000	46.5	[]	[]	[7.408826]	[160]	[]	[111562781]
28_4840	chr7	143901983	143902383	+	1000	46.5	[]	[]	[10.276439]	[152]	[]	[143902162]
28_4844	chr8	128044891	128045291	+	1000	46.5	[7.0441737]	[126]	[]	[]	[128045096]	[]
28_4856	chr1	25247179	25247579	+	1000	46.0	[7.657809]	[177]	[]	[]	[25247417]	[]
28_4865	chr1	75786185	75786585	+	1000	46.0	[7.408826]	[110]	[]	[]	[75786363]	[]
28_4872	chr1	150363327	150363727	+	1000	46.0	[7.408826, 7.408826, 7.408826]	[124, 146, 152]	[7.408826]	[117]	[150363543, 150363565, 150363571]	[150363536]
28_4880	chr1	234604933	234605333	+	1000	46.0	[7.657809]	[165]	[]	[]	[234605167]	[]
28_4882	chr10	17029463	17029863	+	1000	46.0	[7.0441737]	[174]	[]	[]	[17029690]	[]
28_4885	chr10	49165957	49166357	+	1000	46.0	[]	[]	[10.276439]	[108]	[]	[49166164]
28_4889	chr10	69086114	69086514	+	1000	46.0	[]	[]	[7.408826]	[104]	[]	[69086300]
28_4894	chr11	36594222	36594622	+	1000	46.0	[9.601446]	[136]	[]	[]	[36594444]	[]
28_4897	chr11	66678148	66678548	+	1000	46.0	[]	[]	[9.601446]	[168]	[]	[66678362]
28_4916	chr17	42832991	42833391	+	1000	46.0	[9.601446]	[155]	[]	[]	[42833210]	[]
28_494	chr4	128635241	128635641	+	1000	92.0	[10.276439, 10.276439]	[73, 132]	[]	[]	[128635399, 128635458]	[]
28_4940	chr2	171878494	171878894	+	1000	46.0	[7.0441737]	[86]	[]	[]	[171878658]	[]
28_4948	chr21	43646510	43646910	+	1000	46.0	[7.657809]	[143]	[]	[]	[43646749]	[]
28_4963	chr22	35376915	35377315	+	1000	46.0	[]	[]	[9.601446]	[137]	[]	[35377121]
28_4970	chr3	155854319	155854719	+	1000	46.0	[]	[]	[9.601446]	[167]	[]	[155854531]
28_4973	chr4	140524143	140524543	+	1000	46.0	[7.408826]	[62]	[]	[]	[140524296]	[]
28_4975	chr5	62403997	62404397	+	1000	46.0	[7.408826]	[149]	[]	[]	[62404237]	[]
28_4976	chr5	64768486	64768886	+	1000	46.0	[9.601446]	[133]	[]	[]	[64768702]	[]
28_4983	chr5	148383538	148383938	+	1000	46.0	[]	[]	[10.276439]	[121]	[]	[148383699]
28_4992	chr6	28727540	28727940	+	1000	46.0	[]	[]	[7.408826]	[172]	[]	[28727789]
28_4993	chr6	31814590	31814990	+	1000	46.0	[10.276439]	[172]	[]	[]	[31814815]	[]
28_4999	chr6	126112283	126112683	+	1000	46.0	[7.0441737]	[99]	[]	[]	[126112456]	[]
28_50	chr9	122402373	122402773	+	1000	290.0	[7.408826, 10.276439]	[79, 102]	[]	[]	[122402547, 122402570]	[]
28_5007	chr7	76380109	76380509	+	1000	46.0	[]	[]	[9.601446]	[79]	[]	[76380277]
28_5008	chr7	99558273	99558673	+	1000	46.0	[]	[]	[9.601446, 10.276439]	[89, 101]	[]	[99558451, 99558463]
28_5017	chr8	54166070	54166470	+	1000	46.0	[]	[]	[10.276439]	[157]	[]	[54166292]
28_5019	chr9	37200130	37200530	+	1000	46.0	[10.276439, 7.408826]	[118, 126]	[]	[]	[37200342, 37200350]	[]
28_5023	chr9	130859992	130860392	+	1000	46.0	[]	[]	[7.0441737]	[110]	[]	[130860190]
28_5030	chr1	15835961	15836361	+	1000	45.5	[7.408826]	[138]	[9.601446]	[157]	[15836178]	[15836197]
28_5051	chr1	225766993	225767393	+	1000	45.5	[]	[]	[10.276439]	[95]	[]	[225767168]
28_5058	chr10	61779797	61780197	+	1000	45.5	[]	[]	[10.276439]	[187]	[]	[61780037]
28_5059	chr10	70221466	70221866	+	1000	45.5	[10.276439]	[148]	[]	[]	[70221678]	[]
28_5061	chr10	70880063	70880463	+	1000	45.5	[10.276439]	[200]	[]	[]	[70880290]	[]
28_5073	chr11	100863178	100863578	+	1000	45.5	[]	[]	[10.276439]	[123]	[]	[100863400]
28_5080	chr12	118345318	118345718	+	1000	45.5	[]	[]	[7.408826]	[116]	[]	[118345515]
28_5082	chr12	121802495	121802895	+	1000	45.5	[7.657809]	[158]	[7.408826]	[171]	[121802711]	[121802724]
28_5096	chr16	18790090	18790490	+	1000	45.5	[]	[]	[9.601446, 9.601446]	[203, 214]	[]	[18790315, 18790326]
28_5099	chr16	30922856	30923256	+	1000	45.5	[7.408826, 10.276439]	[150, 163]	[]	[]	[30923073, 30923086]	[]
28_5107	chr17	59786431	59786831	+	1000	45.5	[10.276439]	[136]	[]	[]	[59786647]	[]
28_5124	chr2	68849670	68850070	+	1000	45.5	[]	[]	[7.657809]	[99]	[]	[68849831]
28_5128	chr2	157899412	157899812	+	1000	45.5	[10.276439]	[127]	[10.276439]	[151]	[157899588]	[157899612]
28_5138	chr22	21690449	21690849	+	1000	45.5	[7.408826]	[130]	[]	[]	[21690672]	[]
28_5146	chr3	15630368	15630768	+	1000	45.5	[7.408826]	[126]	[]	[]	[15630575]	[]
28_5152	chr4	56410267	56410667	+	1000	45.5	[7.408826, 10.276439]	[103, 143]	[7.408826, 10.276439]	[109, 127]	[56410457, 56410497]	[56410463, 56410481]
28_5157	chr5	37412930	37413330	+	1000	45.5	[7.0441737]	[126]	[]	[]	[37413137]	[]
28_5176	chr6	31137497	31137897	+	1000	45.5	[]	[]	[7.408826]	[164]	[]	[31137736]
28_5184	chr6	99425851	99426251	+	1000	45.5	[9.601446, 7.408826]	[144, 159]	[]	[]	[99426085, 99426100]	[]
28_5193	chr7	99408645	99409045	+	1000	45.5	[]	[]	[7.657809]	[167]	[]	[99408851]
28_5194	chr7	105010737	105011137	+	1000	45.5	[10.276439, 7.408826]	[197, 224]	[7.408826, 10.276439]	[186, 209]	[105010941, 105010968]	[105010930, 105010953]
28_521	chr21	34908348	34908748	+	1000	90.5	[7.408826]	[118]	[]	[]	[34908557]	[]
28_5213	chr8	17362980	17363380	+	1000	45.5	[10.276439]	[158]	[]	[]	[17363217]	[]
28_5223	chr9	127903504	127903904	+	1000	45.5	[]	[]	[10.276439]	[117]	[]	[127903717]
28_5230	chr9	131016591	131016991	+	1000	45.5	[]	[]	[7.657809]	[147]	[]	[131016745]
28_5241	chr1	25858921	25859321	+	1000	45.0	[7.408826]	[106]	[]	[]	[25859072]	[]
28_5244	chr1	26690578	26690978	+	1000	45.0	[7.408826, 10.276439, 7.657809, 7.657809]	[74, 84, 127, 138]	[7.657809]	[111]	[26690748, 26690758, 26690801, 26690812]	[26690785]
28_5248	chr1	31644929	31645329	+	1000	45.0	[7.408826]	[94]	[]	[]	[31645112]	[]
28_5256	chr1	156212888	156213288	+	1000	45.0	[]	[]	[7.408826]	[96]	[]	[156213056]
28_5264	chr1	212488593	212488993	+	1000	45.0	[]	[]	[7.0441737]	[209]	[]	[212488842]
28_527	chr3	39639757	39640157	+	1000	90.5	[]	[]	[10.276439]	[106]	[]	[39639941]
28_5271	chr1	233598901	233599301	+	1000	45.0	[10.276439]	[117]	[]	[]	[233599089]	[]
28_5273	chr10	38529227	38529627	+	1000	45.0	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 7.0441737, 7.657809, 7.657809, 7.0441737, 7.657809, 7.657809, 7.657809]	[90, 110, 115, 120, 125, 145, 150, 155, 170, 175, 180]	[]	[38529386, 38529406, 38529411, 38529416, 38529421, 38529441, 38529446, 38529451, 38529466, 38529471, 38529476]
28_5275	chr10	50624173	50624573	+	1000	45.0	[]	[]	[7.408826]	[204]	[]	[50624420]
28_5280	chr11	9534998	9535398	+	1000	45.0	[]	[]	[10.276439, 7.0441737]	[173, 184]	[]	[9535180, 9535191]
28_5287	chr12	12442539	12442939	+	1000	45.0	[10.276439]	[96]	[]	[]	[12442723]	[]
28_5288	chr12	23559293	23559693	+	1000	45.0	[]	[]	[7.408826]	[97]	[]	[23559466]
28_5294	chr12	54324373	54324773	+	1000	45.0	[]	[]	[7.0441737]	[107]	[]	[54324535]
28_5300	chr14	23071068	23071468	+	1000	45.0	[7.0441737]	[96]	[]	[]	[23071263]	[]
28_5302	chr15	50876831	50877231	+	1000	45.0	[7.408826]	[138]	[]	[]	[50877066]	[]
28_5315	chr17	49788273	49788673	+	1000	45.0	[7.0441737]	[190]	[]	[]	[49788521]	[]
28_5321	chr17	82885731	82886131	+	999	45.0	[]	[]	[10.276439]	[120]	[]	[82885894]
28_5323	chr18	1002556	1002956	+	1000	45.0	[10.276439]	[179]	[]	[]	[1002780]	[]
28_5324	chr18	3262754	3263154	+	1000	45.0	[9.601446]	[144]	[10.276439]	[82]	[3262998]	[3262936]
28_5329	chr19	44025257	44025657	+	1000	45.0	[7.408826, 7.0441737]	[78, 173]	[]	[]	[44025412, 44025507]	[]
28_5333	chr2	46315114	46315514	+	1000	45.0	[]	[]	[9.601446]	[115]	[]	[46315269]
28_5335	chr2	70247852	70248252	+	1000	45.0	[]	[]	[7.408826]	[128]	[]	[70248056]
28_5342	chr2	170409172	170409572	+	1000	45.0	[7.408826]	[122]	[]	[]	[170409363]	[]
28_5345	chr2	177758730	177759130	+	1000	45.0	[7.657809, 7.408826]	[139, 218]	[]	[]	[177758891, 177758970]	[]
28_5350	chr21	28903468	28903868	+	1000	45.0	[]	[]	[7.408826]	[174]	[]	[28903715]
28_5367	chr3	46987167	46987567	+	1000	45.0	[10.276439]	[86]	[7.408826]	[124]	[46987343]	[46987381]
28_5369	chr3	130850156	130850556	+	1000	45.0	[]	[]	[7.408826]	[113]	[]	[130850366]
28_5372	chr3	182920302	182920702	+	1000	45.0	[]	[]	[7.408826, 10.276439]	[106, 148]	[]	[182920474, 182920516]
28_5378	chr4	139082830	139083230	+	1000	45.0	[7.657809]	[165]	[]	[]	[139082996]	[]
28_5383	chr5	81778552	81778952	+	1000	45.0	[7.657809]	[141]	[]	[]	[81778723]	[]
28_539	chr11	124079630	124080030	+	1000	89.0	[]	[]	[10.276439]	[88]	[]	[124079815]
28_5402	chr6	135306773	135307173	+	1000	45.0	[7.408826]	[150]	[]	[]	[135306982]	[]
28_5418	chr7	139360665	139361065	+	1000	45.0	[]	[]	[10.276439]	[116]	[]	[139360851]
28_5424	chr8	11284160	11284560	+	1000	45.0	[9.601446, 10.276439]	[119, 131]	[]	[]	[11284358, 11284370]	[]
28_5434	chr9	131194948	131195348	+	1000	45.0	[]	[]	[7.657809]	[179]	[]	[131195164]
28_544	chr6	30907988	30908388	+	1000	89.0	[10.276439]	[118]	[]	[]	[30908202]	[]
28_5450	chr1	84479065	84479465	+	1000	44.5	[9.601446, 9.601446]	[125, 131]	[]	[]	[84479246, 84479252]	[]
28_5463	chr1	246567101	246567501	+	1000	44.5	[]	[]	[7.657809, 10.276439]	[111, 164]	[]	[246567284, 246567337]
28_5465	chr10	5479458	5479858	+	1000	44.5	[10.276439]	[116]	[]	[]	[5479672]	[]
28_5469	chr10	73644134	73644534	+	1000	44.5	[7.408826]	[195]	[]	[]	[73644366]	[]
28_5474	chr11	59615958	59616358	+	1000	44.5	[9.601446]	[125]	[]	[]	[59616154]	[]
28_548	chr1	207626250	207626650	+	1000	88.5	[7.408826]	[147]	[]	[]	[207626457]	[]
28_5482	chr12	42422217	42422617	+	1000	44.5	[10.276439]	[108]	[]	[]	[42422408]	[]
28_549	chr13	91346887	91347287	+	1000	88.5	[]	[]	[7.408826]	[142]	[]	[91347082]
28_551	chr2	121530840	121531240	+	1000	88.5	[]	[]	[10.276439]	[80]	[]	[121531001]
28_5519	chr17	63431837	63432237	+	1000	44.5	[]	[]	[7.408826]	[202]	[]	[63432067]
28_553	chr7	121081338	121081738	+	1000	88.5	[10.276439]	[141]	[7.0441737]	[177]	[121081494]	[121081530]
28_5530	chr19	6060992	6061392	+	1000	44.5	[]	[]	[7.0441737]	[157]	[]	[6061190]
28_5531	chr19	12737117	12737517	+	1000	44.5	[]	[]	[10.276439]	[164]	[]	[12737307]
28_5562	chr22	21699761	21700161	+	1000	44.5	[7.0441737]	[233]	[]	[]	[21700000]	[]
28_5571	chr3	4825453	4825853	+	1000	44.5	[]	[]	[10.276439]	[195]	[]	[4825683]
28_5578	chr3	43670548	43670948	+	1000	44.5	[7.0441737]	[120]	[]	[]	[43670756]	[]
28_558	chr2	172046121	172046521	+	1000	88.0	[]	[]	[7.408826]	[89]	[]	[172046309]
28_5585	chr3	170870058	170870458	+	1000	44.5	[]	[]	[9.601446]	[181]	[]	[170870273]
28_5590	chr4	83639680	83640080	+	1000	44.5	[7.408826]	[93]	[]	[]	[83639831]	[]
28_5604	chr6	3406823	3407223	+	1000	44.5	[10.276439]	[153]	[]	[]	[3407074]	[]
28_5608	chr6	14452685	14453085	+	1000	44.5	[]	[]	[10.276439]	[164]	[]	[14452922]
28_5621	chr6	37183257	37183657	+	1000	44.5	[7.408826]	[122]	[]	[]	[37183454]	[]
28_5626	chr6	118896372	118896772	+	1000	44.5	[10.276439]	[178]	[]	[]	[118896590]	[]
28_5630	chr6	156780226	156780626	+	1000	44.5	[]	[]	[7.657809]	[192]	[]	[156780474]
28_5631	chr6	159789927	159790327	+	1000	44.5	[10.276439]	[162]	[]	[]	[159790101]	[]
28_5638	chr7	107879342	107879742	+	1000	44.5	[7.408826]	[104]	[]	[]	[107879503]	[]
28_5655	chr9	98886647	98887047	+	1000	44.5	[10.276439]	[167]	[]	[]	[98886879]	[]
28_5660	chr1	1013099	1013499	+	1000	44.0	[10.276439]	[143]	[]	[]	[1013260]	[]
28_5667	chr1	20787586	20787986	+	1000	44.0	[9.601446]	[124]	[]	[]	[20787780]	[]
28_567	chr22	22508756	22509156	+	1000	87.5	[7.0441737, 7.0441737]	[169, 185]	[]	[]	[22508977, 22508993]	[]
28_5672	chr1	44986456	44986856	+	1000	44.0	[]	[]	[7.0441737]	[141]	[]	[44986642]
28_5679	chr1	112938060	112938460	+	1000	44.0	[7.408826]	[117]	[10.276439]	[89]	[112938271]	[112938243]
28_5680	chr1	112955035	112955435	+	1000	44.0	[7.0441737]	[88]	[10.276439, 7.0441737]	[137, 159]	[112955206]	[112955255, 112955277]
28_5685	chr1	154627903	154628303	+	1000	44.0	[]	[]	[7.408826]	[93]	[]	[154628057]
28_5696	chr1	224182605	224183005	+	1000	44.0	[10.276439]	[154]	[]	[]	[224182793]	[]
28_57	chr2	30253021	30253421	+	1000	264.5	[]	[]	[10.276439]	[121]	[]	[30253227]
28_570	chr5	72597601	72598001	+	1000	87.5	[]	[]	[7.408826]	[118]	[]	[72597778]
28_5714	chr11	5810238	5810638	+	1000	44.0	[]	[]	[7.657809, 10.276439]	[186, 197]	[]	[5810443, 5810454]
28_5734	chr12	49056256	49056656	+	1000	44.0	[7.408826]	[81]	[7.408826]	[152]	[49056420]	[49056491]
28_5737	chr12	64672925	64673325	+	1000	44.0	[7.0441737]	[137]	[]	[]	[64673094]	[]
28_574	chr22	22422484	22422884	+	1000	87.0	[]	[]	[7.408826]	[199]	[]	[22422735]
28_5743	chr14	76256909	76257309	+	1000	44.0	[10.276439]	[137]	[]	[]	[76257133]	[]
28_5745	chr15	51878965	51879365	+	1000	44.0	[7.408826]	[202]	[7.0441737]	[126]	[51879215]	[51879139]
28_576	chr11	62591427	62591827	+	1000	86.5	[]	[]	[9.601446]	[120]	[]	[62591631]
28_5767	chr17	43125510	43125910	+	1000	44.0	[9.601446]	[134]	[]	[]	[43125741]	[]
28_5770	chr17	65173319	65173719	+	1000	44.0	[7.408826]	[77]	[]	[]	[65173479]	[]
28_5785	chr2	24490015	24490415	+	1000	44.0	[]	[]	[7.408826]	[131]	[]	[24490173]
28_5786	chr2	26785443	26785843	+	1000	44.0	[7.408826]	[107]	[7.408826]	[163]	[26785618]	[26785674]
28_5787	chr2	42968436	42968836	+	1000	44.0	[]	[]	[9.601446]	[104]	[]	[42968639]
28_5795	chr20	35742547	35742947	+	1000	44.0	[]	[]	[10.276439]	[104]	[]	[35742748]
28_5811	chr22	23119635	23120035	+	1000	44.0	[7.408826]	[85]	[7.408826]	[129]	[23119788]	[23119832]
28_5813	chr3	4290302	4290702	+	1000	44.0	[]	[]	[7.0441737]	[165]	[]	[4290535]
28_5814	chr3	4533678	4534078	+	1000	44.0	[7.657809]	[175]	[]	[]	[4533924]	[]
28_5823	chr3	38149542	38149942	+	1000	44.0	[]	[]	[7.0441737]	[188]	[]	[38149783]
28_584	chr9	69215930	69216330	+	1000	86.5	[10.276439]	[90]	[]	[]	[69216112]	[]
28_5843	chr6	11232741	11233141	+	1000	44.0	[]	[]	[7.408826]	[135]	[]	[11232923]
28_5878	chr7	101953026	101953426	+	1000	44.0	[]	[]	[10.276439, 7.408826, 7.408826]	[84, 112, 118]	[]	[101953208, 101953236, 101953242]
28_5889	chr7	148700058	148700458	+	1000	44.0	[]	[]	[7.657809]	[107]	[]	[148700253]
28_5890	chr8	9082077	9082477	+	1000	44.0	[7.408826]	[116]	[]	[]	[9082247]	[]
28_5896	chr8	91069640	91070040	+	1000	44.0	[7.657809]	[127]	[]	[]	[91069847]	[]
28_5900	chr8	130343042	130343442	+	1000	44.0	[10.276439]	[96]	[]	[]	[130343207]	[]
28_5903	chr9	123835095	123835495	+	1000	44.0	[10.276439]	[138]	[]	[]	[123835330]	[]
28_5920	chr1	28369163	28369563	+	1000	43.5	[7.408826]	[168]	[]	[]	[28369341]	[]
28_5923	chr1	43978826	43979226	+	847	43.5	[7.408826]	[181]	[]	[]	[43979065]	[]
28_5928	chr1	93878934	93879334	+	1000	43.5	[9.601446]	[166]	[]	[]	[93879150]	[]
28_5934	chr1	154936912	154937312	+	1000	43.5	[7.408826]	[155]	[7.408826]	[203]	[154937074]	[154937122]
28_594	chr4	70903204	70903604	+	1000	86.0	[7.0441737]	[94]	[]	[]	[70903371]	[]
28_5962	chr12	56688599	56688999	+	1000	43.5	[]	[]	[9.601446]	[165]	[]	[56688820]
28_5964	chr12	102474451	102474851	+	1000	43.5	[7.408826]	[175]	[7.0441737]	[180]	[102474694]	[102474699]
28_5972	chr13	93321170	93321570	+	1000	43.5	[7.408826]	[97]	[]	[]	[93321349]	[]
28_5973	chr14	24213468	24213868	+	1000	43.5	[]	[]	[7.408826]	[336]	[]	[24213714]
28_5974	chr14	33917168	33917568	+	1000	43.5	[]	[]	[10.276439]	[110]	[]	[33917359]
28_5978	chr15	72232202	72232602	+	1000	43.5	[7.408826]	[178]	[]	[]	[72232449]	[]
28_5984	chr16	56462385	56462785	+	1000	43.5	[9.601446]	[89]	[7.657809]	[127]	[56462552]	[56462590]
28_5993	chr17	29711141	29711541	+	1000	43.5	[7.657809]	[92]	[]	[]	[29711310]	[]
28_6007	chr19	5828314	5828714	+	1000	43.5	[]	[]	[7.408826]	[95]	[]	[5828495]
28_6014	chr19	49453576	49453976	+	1000	43.5	[10.276439]	[182]	[]	[]	[49453800]	[]
28_6021	chr2	86105802	86106202	+	1000	43.5	[]	[]	[7.408826]	[163]	[]	[86106031]
28_6029	chr2	175167909	175168309	+	1000	43.5	[]	[]	[7.408826]	[132]	[]	[175168128]
28_6030	chr2	189506577	189506977	+	1000	43.5	[10.276439]	[155]	[]	[]	[189506792]	[]
28_6034	chr21	31735751	31736151	+	1000	43.5	[]	[]	[7.408826]	[129]	[]	[31735948]
28_6060	chr4	73832643	73833043	+	1000	43.5	[7.657809]	[200]	[]	[]	[73832885]	[]
28_6063	chr4	102828125	102828525	+	1000	43.5	[9.601446]	[150]	[]	[]	[102828303]	[]
28_6076	chr6	14110107	14110507	+	1000	43.5	[10.276439]	[191]	[]	[]	[14110317]	[]
28_6083	chr6	27810422	27810822	+	1000	43.5	[10.276439]	[119]	[]	[]	[27810612]	[]
28_6088	chr6	30914658	30915058	+	1000	43.5	[10.276439]	[105]	[]	[]	[30914821]	[]
28_6090	chr6	31836864	31837264	+	1000	43.5	[10.276439]	[113]	[]	[]	[31837037]	[]
28_6097	chr6	163777858	163778258	+	1000	43.5	[]	[]	[10.276439]	[156]	[]	[163778066]
28_6099	chr7	26185599	26185999	+	1000	43.5	[]	[]	[7.408826]	[88]	[]	[26185755]
28_61	chr16	46391159	46391559	+	1000	256.5	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[103, 119, 129, 165, 175]	[]	[46391333, 46391349, 46391359, 46391395, 46391405]
28_6100	chr7	32879379	32879779	+	1000	43.5	[7.0441737, 7.657809]	[71, 135]	[]	[]	[32879547, 32879611]	[]
28_6106	chr7	107564233	107564633	+	1000	43.5	[]	[]	[7.408826]	[155]	[]	[107564419]
28_6115	chr7	140923698	140924098	+	1000	43.5	[]	[]	[10.276439]	[117]	[]	[140923853]
28_6123	chr8	55851758	55852158	+	1000	43.5	[7.0441737]	[182]	[]	[]	[55851977]	[]
28_613	chr2	170013798	170014198	+	1000	85.0	[]	[]	[10.276439]	[128]	[]	[170014018]
28_6134	chr9	128845691	128846091	+	1000	43.5	[]	[]	[10.276439]	[134]	[]	[128845914]
28_6144	chr1	12496454	12496854	+	1000	43.0	[10.276439]	[136]	[7.408826]	[166]	[12496664]	[12496694]
28_6147	chr1	23960301	23960701	+	1000	43.0	[7.0441737]	[119]	[7.408826, 10.276439, 10.276439]	[94, 152, 161]	[23960499]	[23960474, 23960532, 23960541]
28_615	chr22	19760125	19760525	+	1000	85.0	[]	[]	[7.408826, 9.601446]	[140, 157]	[]	[19760336, 19760353]
28_6156	chr1	61141631	61142031	+	1000	43.0	[7.408826]	[114]	[]	[]	[61141844]	[]
28_6165	chr1	154974969	154975369	+	1000	43.0	[7.408826]	[210]	[]	[]	[154975190]	[]
28_617	chr22	22848380	22848780	+	1000	85.0	[10.276439]	[77]	[]	[]	[22848552]	[]
28_6171	chr1	200154127	200154527	+	1000	43.0	[7.408826]	[134]	[]	[]	[200154293]	[]
28_6183	chr10	15313845	15314245	+	1000	43.0	[7.408826, 7.408826, 10.276439]	[141, 175, 206]	[]	[]	[15314009, 15314043, 15314074]	[]
28_6185	chr10	42070365	42070765	+	847	43.0	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809]	[73, 99, 135, 151]	[]	[42070528, 42070554, 42070590, 42070606]
28_6187	chr10	71772152	71772552	+	1000	43.0	[7.657809]	[56]	[]	[]	[71772306]	[]
28_6189	chr10	73586621	73587021	+	1000	43.0	[7.408826]	[190]	[]	[]	[73586849]	[]
28_6190	chr10	73909037	73909437	+	1000	43.0	[7.408826]	[205]	[]	[]	[73909265]	[]
28_6192	chr11	5234424	5234824	+	1000	43.0	[7.657809]	[141]	[]	[]	[5234603]	[]
28_6196	chr11	45983097	45983497	+	1000	43.0	[]	[]	[7.408826]	[153]	[]	[45983314]
28_6206	chr11	117095255	117095655	+	1000	43.0	[10.276439]	[123]	[]	[]	[117095440]	[]
28_6214	chr12	57751715	57752115	+	1000	43.0	[7.408826]	[148]	[]	[]	[57751951]	[]
28_6216	chr12	64452672	64453072	+	1000	43.0	[10.276439]	[187]	[]	[]	[64452903]	[]
28_6223	chr12	123106853	123107253	+	1000	43.0	[]	[]	[10.276439]	[149]	[]	[123107079]
28_6225	chr14	22930305	22930705	+	1000	43.0	[]	[]	[9.601446]	[120]	[]	[22930486]
28_6227	chr14	58427389	58427789	+	1000	43.0	[10.276439]	[87]	[]	[]	[58427574]	[]
28_6229	chr15	55403541	55403941	+	1000	43.0	[]	[]	[7.0441737, 7.408826]	[137, 151]	[]	[55403703, 55403717]
28_6230	chr15	74100037	74100437	+	1000	43.0	[9.601446]	[118]	[]	[]	[74100241]	[]
28_6232	chr15	90929757	90930157	+	1000	43.0	[7.408826, 10.276439]	[118, 143]	[]	[]	[90929931, 90929956]	[]
28_6235	chr16	19118757	19119157	+	1000	43.0	[7.0441737]	[221]	[]	[]	[19118989]	[]
28_6238	chr16	85557720	85558120	+	1000	43.0	[10.276439, 10.276439, 7.657809]	[180, 189, 194]	[]	[]	[85557935, 85557944, 85557949]	[]
28_624	chr1	151070414	151070814	+	1000	84.5	[10.276439]	[121]	[]	[]	[151070609]	[]
28_6241	chr17	16216954	16217354	+	1000	43.0	[10.276439, 7.408826]	[177, 208]	[]	[]	[16217160, 16217191]	[]
28_6243	chr17	43483800	43484200	+	1000	43.0	[]	[]	[7.0441737]	[101]	[]	[43483972]
28_6246	chr17	75785443	75785843	+	1000	43.0	[7.0441737]	[62]	[]	[]	[75785602]	[]
28_6249	chr18	8998910	8999310	+	1000	43.0	[]	[]	[7.0441737]	[205]	[]	[8999143]
28_6272	chr20	29079879	29080279	+	1000	43.0	[7.0441737]	[57]	[]	[]	[29080032]	[]
28_6275	chr21	21200095	21200495	+	1000	43.0	[]	[]	[7.408826]	[113]	[]	[21200307]
28_6281	chr21	39184259	39184659	+	1000	43.0	[7.408826]	[202]	[]	[]	[39184485]	[]
28_6301	chr3	47162534	47162934	+	1000	43.0	[]	[]	[7.657809]	[56]	[]	[47162688]
28_6303	chr3	171851699	171852099	+	1000	43.0	[10.276439]	[153]	[]	[]	[171851928]	[]
28_6310	chr4	83305216	83305616	+	1000	43.0	[7.0441737]	[75]	[]	[]	[83305377]	[]
28_6311	chr4	94349215	94349615	+	1000	43.0	[10.276439]	[64]	[10.276439]	[81]	[94349371]	[94349388]
28_6315	chr5	10734001	10734401	+	1000	43.0	[7.408826]	[178]	[]	[]	[10734184]	[]
28_6317	chr5	33440474	33440874	+	1000	43.0	[7.0441737]	[205]	[7.408826]	[227]	[33440702]	[33440724]
28_6339	chr6	30690542	30690942	+	1000	43.0	[10.276439]	[137]	[]	[]	[30690763]	[]
28_6365	chr8	101198479	101198879	+	1000	43.0	[7.657809]	[74]	[7.408826]	[90]	[101198647]	[101198663]
28_6370	chr9	124659282	124659682	+	1000	43.0	[]	[]	[7.657809, 10.276439]	[123, 176]	[]	[124659466, 124659519]
28_6374	chr9	130859029	130859429	+	1000	43.0	[7.408826]	[127]	[]	[]	[130859248]	[]
28_6393	chr1	75723941	75724341	+	1000	42.5	[]	[]	[9.601446, 7.408826]	[94, 142]	[]	[75724116, 75724164]
28_6416	chr10	68562059	68562459	+	1000	42.5	[]	[]	[10.276439]	[112]	[]	[68562270]
28_6419	chr10	70673351	70673751	+	1000	42.5	[10.276439]	[141]	[]	[]	[70673522]	[]
28_642	chr1	244834587	244834987	+	1000	83.5	[]	[]	[7.0441737]	[128]	[]	[244834812]
28_643	chr12	56041801	56042201	+	1000	83.5	[7.0441737, 10.276439]	[119, 150]	[]	[]	[56041961, 56041992]	[]
28_6453	chr15	89074658	89075058	+	1000	42.5	[7.408826]	[154]	[]	[]	[89074876]	[]
28_6454	chr16	1964590	1964990	+	1000	42.5	[]	[]	[9.601446]	[155]	[]	[1964816]
28_6459	chr16	20918850	20919250	+	1000	42.5	[7.408826]	[177]	[]	[]	[20919073]	[]
28_647	chr4	6916543	6916943	+	1000	83.5	[]	[]	[7.657809, 10.276439]	[106, 111]	[]	[6916730, 6916735]
