#PeakID(python scan_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_7925	chr20	38091318	38091718	+	1000	160.0	[]	[]	[8.668286]	[103]	[]	[38091518]
36_7926	chr20	41116183	41116583	+	1000	160.0	[8.122609]	[100]	[]	[]	[41116380]	[]
36_7927	chr3	5149291	5149691	+	1000	160.0	[7.1136417]	[77]	[]	[]	[5149468]	[]
36_7928	chr3	9911887	9912287	+	1000	160.0	[]	[]	[11.903602]	[121]	[]	[9912095]
36_793	chr10	78406964	78407364	+	1000	761.5	[12.638885]	[90]	[]	[]	[78407151]	[]
36_7930	chr6	50925639	50926039	+	1000	160.0	[12.638885]	[102]	[]	[]	[50925835]	[]
36_7932	chr7	16645651	16646051	+	1000	160.0	[]	[]	[8.9806795]	[87]	[]	[16645805]
36_7933	chr7	87238446	87238846	+	1000	160.0	[9.28826]	[94]	[]	[]	[87238640]	[]
36_7935	chr8	141530774	141531174	+	1000	160.0	[13.296596]	[116]	[]	[]	[141530979]	[]
36_7936	chr9	92208706	92209106	+	1000	160.0	[7.2228217]	[129]	[]	[]	[92208913]	[]
36_7937	chr9	127741747	127742147	+	1000	160.0	[9.68468]	[96]	[]	[]	[127741940]	[]
36_7938	chrX	30653041	30653441	+	1000	160.0	[]	[]	[7.712342]	[99]	[]	[30653235]
36_7939	chr1	28580828	28581228	+	1000	159.5	[]	[]	[12.799472]	[58]	[]	[28580985]
36_794	chr12	48682188	48682588	+	1000	761.5	[7.9133544]	[121]	[12.082027]	[128]	[48682396]	[48682403]
36_7941	chr1	47239324	47239724	+	1000	159.5	[]	[]	[9.256888, 10.301564, 9.909346]	[73, 98, 145]	[]	[47239475, 47239500, 47239547]
36_7944	chr1	207670982	207671382	+	1000	159.5	[11.865117]	[107]	[]	[]	[207671156]	[]
36_7945	chr10	28839628	28840028	+	1000	159.5	[8.527198]	[141]	[]	[]	[28839857]	[]
36_7946	chr11	33015665	33016065	+	1000	159.5	[7.9505005, 8.095773]	[91, 102]	[]	[]	[33015824, 33015835]	[]
36_7947	chr11	65510645	65511045	+	1000	159.5	[]	[]	[9.136437]	[135]	[]	[65510862]
36_7949	chr12	46431928	46432328	+	1000	159.5	[]	[]	[10.510103]	[73]	[]	[46432094]
36_795	chr7	73792594	73792994	+	1000	760.5	[9.794609]	[88]	[]	[]	[73792782]	[]
36_7950	chr12	107736866	107737266	+	1000	159.5	[10.364809]	[55]	[]	[]	[107737017]	[]
36_7952	chr16	89004132	89004532	+	1000	159.5	[7.1649985]	[178]	[]	[]	[89004375]	[]
36_7953	chr17	32348647	32349047	+	1000	159.5	[10.479597]	[112]	[]	[]	[32348850]	[]
36_7954	chr17	46832931	46833331	+	1000	159.5	[9.039978]	[139]	[10.589416]	[112]	[46833167]	[46833140]
36_7957	chr2	217370366	217370766	+	1000	159.5	[7.6974354]	[91]	[]	[]	[217370546]	[]
36_7958	chr22	21755009	21755409	+	1000	159.5	[]	[]	[7.5943837]	[115]	[]	[21755210]
36_7960	chr6	88248720	88249120	+	1000	159.5	[12.172607]	[90]	[]	[]	[88248906]	[]
36_7961	chr7	66105813	66106213	+	1000	159.5	[10.838625]	[144]	[]	[]	[66106046]	[]
36_7962	chr7	92485941	92486341	+	1000	159.5	[8.215993]	[109]	[]	[]	[92486148]	[]
36_7964	chr9	15293747	15294147	+	1000	159.5	[]	[]	[8.355804, 7.38059]	[66, 107]	[]	[15293907, 15293948]
36_7965	chr1	11802991	11803391	+	1000	159.0	[12.830319]	[132]	[]	[]	[11803195]	[]
36_7966	chr1	152071017	152071417	+	1000	159.0	[]	[]	[7.267793]	[132]	[]	[152071218]
36_7968	chr14	34648287	34648687	+	1000	159.0	[7.7705655]	[149]	[]	[]	[34648526]	[]
36_7969	chr15	90929959	90930359	+	1000	159.0	[]	[]	[10.711831]	[135]	[]	[90930175]
36_7971	chr17	57157421	57157821	+	1000	159.0	[10.838625]	[159]	[9.640319]	[220]	[57157608]	[57157669]
36_7973	chr19	35038979	35039379	+	1000	159.0	[8.875516]	[129]	[]	[]	[35039201]	[]
36_7974	chr19	45646061	45646461	+	1000	159.0	[]	[]	[7.2725053]	[150]	[]	[45646255]
36_7977	chr2	195322337	195322737	+	1000	159.0	[]	[]	[7.2228217]	[115]	[]	[195322542]
36_7978	chr20	406227	406627	+	1000	159.0	[13.265748, 13.265748]	[66, 120]	[]	[]	[406390, 406444]	[]
36_798	chr7	112939677	112940077	+	1000	760.0	[9.168581]	[136]	[]	[]	[112939912]	[]
36_7980	chr20	36951606	36952006	+	1000	159.0	[10.479597]	[96]	[]	[]	[36951772]	[]
36_7981	chr21	38112906	38113306	+	1000	159.0	[9.167285, 7.9228125]	[59, 110]	[7.2236195]	[94]	[38113061, 38113112]	[38113096]
36_7982	chr22	26404892	26405292	+	1000	159.0	[9.7657]	[141]	[]	[]	[26405121]	[]
36_7984	chr4	108135497	108135897	+	1000	159.0	[12.172607]	[100]	[]	[]	[108135693]	[]
36_7985	chr6	20575147	20575547	+	1000	159.0	[]	[]	[8.875516]	[57]	[]	[20575303]
36_7988	chr7	100895968	100896368	+	1000	159.0	[12.082027, 8.949832, 10.388675, 8.068459, 7.654458, 8.099306]	[110, 114, 118, 138, 168, 172]	[]	[]	[100896141, 100896145, 100896149, 100896169, 100896199, 100896203]	[]
36_7989	chr7	135074077	135074477	+	1000	159.0	[8.489747, 7.2478447, 10.55093]	[140, 149, 162]	[7.2228217]	[123]	[135074298, 135074307, 135074320]	[135074281]
36_799	chr8	27311179	27311579	+	1000	760.0	[11.964068]	[74]	[]	[]	[27311353]	[]
36_7990	chr8	124970810	124971210	+	1000	159.0	[]	[]	[8.51087]	[98]	[]	[124970985]
36_7991	chr9	89310850	89311250	+	1000	159.0	[10.821276, 7.6007266]	[171, 218]	[]	[]	[89311045, 89311092]	[]
36_7992	chr9	98833175	98833575	+	1000	159.0	[7.6356454]	[157]	[]	[]	[98833407]	[]
36_7994	chr1	46406423	46406823	+	1000	158.5	[]	[]	[11.964068]	[110]	[]	[46406617]
36_7995	chr1	180513532	180513932	+	1000	158.5	[]	[]	[13.296596, 14.959101]	[95, 113]	[]	[180513722, 180513740]
36_7996	chr1	223819806	223820206	+	1000	158.5	[11.360628]	[91]	[]	[]	[223819984]	[]
36_7997	chr10	22454936	22455336	+	1000	158.5	[]	[]	[14.492824]	[138]	[]	[22455151]
36_7998	chr10	89651186	89651586	+	1000	158.5	[13.296596]	[99]	[]	[]	[89651377]	[]
36_80	chr20	45857297	45857697	+	1000	926.5	[7.099119]	[144]	[11.903602, 8.857578]	[70, 124]	[45857541]	[45857467, 45857521]
36_800	chr17	33942421	33942821	+	1000	759.5	[7.978272]	[122]	[]	[]	[33942641]	[]
36_8000	chr12	108672034	108672434	+	1000	158.5	[10.945533, 10.831086, 7.0650244]	[101, 113, 117]	[]	[]	[108672214, 108672226, 108672230]	[]
36_8001	chr13	29754372	29754772	+	1000	158.5	[]	[]	[8.099306, 9.136437]	[114, 118]	[]	[29754580, 29754584]
36_8003	chr16	53135291	53135691	+	1000	158.5	[7.265854]	[129]	[]	[]	[53135511]	[]
36_8005	chr17	40854264	40854664	+	1000	158.5	[7.871874]	[92]	[]	[]	[40854425]	[]
36_8006	chr18	35104693	35105093	+	1000	158.5	[8.916972, 9.741174]	[128, 132]	[]	[]	[35104898, 35104902]	[]
36_8007	chr19	2266169	2266569	+	1000	158.5	[]	[]	[9.955025, 10.831086, 9.794609, 9.794609]	[113, 117, 121, 125]	[]	[2266344, 2266348, 2266352, 2266356]
36_801	chr10	48470093	48470493	+	1000	759.0	[]	[]	[11.350836]	[112]	[]	[48470302]
36_8011	chr2	101252608	101253008	+	1000	158.5	[]	[]	[10.270717]	[135]	[]	[101252820]
36_8013	chr3	40292613	40293013	+	1000	158.5	[]	[]	[11.964068]	[82]	[]	[40292789]
36_8014	chr3	49349789	49350189	+	1000	158.5	[]	[]	[7.931275, 9.446291]	[117, 121]	[]	[49349998, 49350002]
36_8015	chr3	171159072	171159472	+	1000	158.5	[9.3400135, 9.399782]	[109, 135]	[]	[]	[171159278, 171159304]	[]
36_8016	chr4	26346310	26346710	+	1000	158.5	[7.9228125, 10.97638]	[65, 108]	[]	[]	[26346471, 26346514]	[]
36_8018	chr5	131170776	131171176	+	1000	158.5	[8.132104, 8.8627205, 7.712342]	[155, 166, 224]	[]	[]	[131170955, 131170966, 131171024]	[]
36_8019	chr5	135491618	135492018	+	1000	158.5	[14.959101]	[92]	[]	[]	[135491810]	[]
36_8021	chr6	137076800	137077200	+	1000	158.5	[]	[]	[14.492824]	[100]	[]	[137077000]
36_8022	chr6	149254362	149254762	+	1000	158.5	[14.959101]	[100]	[]	[]	[149254552]	[]
36_8023	chr6	157317124	157317524	+	1000	158.5	[]	[]	[7.8810873, 12.135462]	[78, 146]	[]	[157317294, 157317362]
36_8025	chr9	127937648	127938048	+	1000	158.5	[]	[]	[9.283028]	[81]	[]	[127937805]
36_8026	chrX	134454484	134454884	+	1000	158.5	[]	[]	[10.354999, 7.615973]	[98, 120]	[]	[134454680, 134454702]
36_8027	chr10	43430904	43431304	+	1000	158.0	[]	[]	[11.865117]	[94]	[]	[43431079]
36_803	chr11	9244520	9244920	+	1000	758.5	[]	[]	[14.492824]	[91]	[]	[9244710]
36_8030	chr11	10920251	10920651	+	1000	158.0	[7.6966376]	[126]	[7.9469666]	[193]	[10920402]	[10920469]
36_8031	chr12	10214783	10215183	+	1000	158.0	[]	[]	[14.492824]	[119]	[]	[10214996]
36_8032	chr12	106986941	106987341	+	1000	158.0	[]	[]	[7.7755876]	[115]	[]	[106987139]
36_8036	chr15	52227415	52227815	+	1000	158.0	[10.44211, 11.865117]	[184, 188]	[]	[]	[52227656, 52227660]	[]
36_8037	chr16	1832767	1833167	+	1000	158.0	[10.138168]	[121]	[]	[]	[1832963]	[]
36_8038	chr17	64506724	64507124	+	1000	158.0	[]	[]	[7.3840356]	[166]	[]	[64506957]
36_8040	chr19	38313119	38313519	+	1000	158.0	[]	[]	[10.838625]	[109]	[]	[38313293]
36_8041	chr19	41549258	41549658	+	1000	158.0	[]	[]	[12.082027]	[99]	[]	[41549455]
36_8042	chr19	52688934	52689334	+	978	158.0	[]	[]	[8.668286]	[105]	[]	[52689134]
36_8043	chr2	10274967	10275367	+	1000	158.0	[]	[]	[12.638885]	[104]	[]	[10275164]
36_8044	chr2	70806609	70807009	+	1000	158.0	[]	[]	[14.959101]	[108]	[]	[70806816]
36_8045	chr2	101340004	101340404	+	1000	158.0	[12.430346]	[92]	[]	[]	[101340195]	[]
36_8046	chr2	136434344	136434744	+	1000	158.0	[]	[]	[13.265748]	[120]	[]	[136434552]
36_8047	chr2	157971585	157971985	+	1000	158.0	[]	[]	[14.610782]	[97]	[]	[157971781]
36_8048	chr22	20659278	20659678	+	1000	158.0	[]	[]	[8.068459, 12.082027, 7.643009, 10.270717, 9.256888]	[97, 101, 118, 122, 130]	[]	[20659468, 20659472, 20659489, 20659493, 20659501]
36_8049	chr22	29270487	29270887	+	1000	158.0	[8.317065]	[110]	[]	[]	[29270694]	[]
36_8050	chr22	41381487	41381887	+	1000	158.0	[]	[]	[9.537537]	[319]	[]	[41381685]
36_8052	chr3	183517633	183518033	+	1000	158.0	[8.51087]	[132]	[]	[]	[183517859]	[]
36_8055	chr5	95646480	95646880	+	1000	158.0	[]	[]	[8.61573]	[145]	[]	[95646650]
36_8058	chr8	13206751	13207151	+	1000	158.0	[]	[]	[7.7497163, 7.9661655]	[117, 185]	[]	[13206919, 13206987]
36_8059	chr8	30098441	30098841	+	1000	158.0	[]	[]	[7.5706415]	[106]	[]	[30098638]
36_8060	chr8	57992961	57993361	+	1000	158.0	[7.040283]	[147]	[14.610782]	[99]	[57993191]	[57993143]
36_8064	chrX	14064920	14065320	+	1000	158.0	[7.9090195]	[87]	[7.569844]	[123]	[14065081]	[14065117]
36_8065	chrX	154496763	154497163	+	1000	158.0	[11.925329]	[97]	[]	[]	[154496955]	[]
36_8067	chr1	54376641	54377041	+	1000	157.5	[9.761811]	[133]	[8.06066, 7.9540124, 9.145273]	[151, 201, 205]	[54376809]	[54376827, 54376877, 54376881]
36_8069	chr1	90831925	90832325	+	1000	157.5	[]	[]	[9.911993, 7.304035]	[67, 143]	[]	[90832088, 90832164]
36_807	chrX	283227	283627	+	1000	758.5	[]	[]	[13.044986]	[103]	[]	[283427]
36_8070	chr1	207746235	207746635	+	1000	157.5	[8.939942]	[122]	[]	[]	[207746436]	[]
36_8072	chr10	98323217	98323617	+	1000	157.5	[9.761811]	[110]	[]	[]	[98323404]	[]
36_8073	chr12	93316132	93316532	+	1000	157.5	[9.245461]	[188]	[]	[]	[93316361]	[]
36_8074	chr12	111828603	111829003	+	801	157.5	[14.492824]	[99]	[]	[]	[111828790]	[]
36_8075	chr12	112352947	112353347	+	1000	157.5	[14.610782, 12.948277]	[119, 134]	[]	[]	[112353141, 112353156]	[]
36_8076	chr14	69746253	69746653	+	1000	157.5	[10.520082]	[99]	[7.286491]	[133]	[69746442]	[69746476]
36_8079	chr16	10553197	10553597	+	1000	157.5	[]	[]	[8.8627205, 7.6886597]	[91, 95]	[]	[10553379, 10553383]
36_808	chr17	79797199	79797599	+	1000	758.0	[]	[]	[12.91743]	[138]	[]	[79797418]
36_8080	chr17	50583617	50584017	+	1000	157.5	[8.085421]	[104]	[]	[]	[50583808]	[]
36_8083	chr2	9759998	9760398	+	1000	157.5	[8.668286, 10.419522]	[106, 110]	[]	[]	[9760200, 9760204]	[]
36_8085	chr2	68135405	68135805	+	1000	157.5	[10.569666]	[81]	[]	[]	[68135584]	[]
36_8086	chr2	166366060	166366460	+	1000	157.5	[]	[]	[11.254926, 8.668286]	[86, 111]	[]	[166366236, 166366261]
36_8087	chr3	141243296	141243696	+	1000	157.5	[7.871874]	[78]	[9.390787]	[96]	[141243450]	[141243468]
36_8088	chr6	15398596	15398996	+	1000	157.5	[14.492824]	[114]	[]	[]	[15398807]	[]
36_8089	chr6	126118081	126118481	+	1000	157.5	[]	[]	[11.903602, 7.5358953]	[111, 132]	[]	[126118288, 126118309]
36_809	chr19	55280323	55280723	+	1000	757.5	[]	[]	[7.4649982, 14.610782]	[87, 100]	[]	[55280508, 55280521]
36_8090	chr7	130059767	130060167	+	1000	157.5	[]	[]	[7.9990454, 12.082027]	[89, 160]	[]	[130059936, 130060007]
36_8091	chr1	51284415	51284815	+	1000	157.0	[7.322044]	[124]	[]	[]	[51284629]	[]
36_8092	chr10	6151360	6151760	+	1000	157.0	[11.577011]	[69]	[]	[]	[6151523]	[]
36_8095	chr10	99141014	99141414	+	1000	157.0	[11.747158]	[95]	[]	[]	[99141209]	[]
36_8096	chr10	132962111	132962511	+	1000	157.0	[]	[]	[8.099306, 9.136437]	[97, 101]	[]	[132962302, 132962306]
36_8098	chr14	34982496	34982896	+	1000	157.0	[]	[]	[7.501099, 9.274898]	[89, 104]	[]	[34982677, 34982692]
36_8099	chr14	81303238	81303638	+	1000	157.0	[10.419522]	[123]	[7.6208234]	[106]	[81303454]	[81303437]
36_81	chr17	42154860	42155260	+	1000	921.5	[14.959101]	[90]	[8.8627205]	[69]	[42155050]	[42155029]
36_8101	chr18	54805973	54806373	+	1000	157.0	[8.535883]	[115]	[]	[]	[54806167]	[]
36_8102	chr2	38115174	38115574	+	1000	157.0	[]	[]	[10.482768, 9.218403]	[97, 135]	[]	[38115360, 38115398]
36_8104	chr20	60000588	60000988	+	1000	157.0	[7.2228217]	[165]	[11.382482, 9.272988]	[125, 155]	[60000826]	[60000786, 60000816]
36_8106	chr3	112562229	112562629	+	1000	157.0	[]	[]	[7.867675]	[122]	[]	[112562440]
36_8108	chr4	10200792	10201192	+	1000	157.0	[7.950842]	[89]	[]	[]	[10200957]	[]
36_811	chr8	129692302	129692702	+	1000	757.5	[]	[]	[14.610782]	[112]	[]	[129692512]
36_8110	chr4	140359859	140360259	+	1000	157.0	[12.91743]	[94]	[]	[]	[140360049]	[]
36_8111	chr5	54313168	54313568	+	1000	157.0	[]	[]	[10.479597]	[129]	[]	[54313383]
36_8112	chr5	150511503	150511903	+	1000	157.0	[14.610782, 8.9806795]	[87, 91]	[]	[]	[150511688, 150511692]	[]
36_8113	chr5	173761921	173762321	+	1000	157.0	[13.265748, 7.6738567]	[121, 125]	[]	[]	[173762131, 173762135]	[]
36_8114	chr7	29647001	29647401	+	1000	157.0	[]	[]	[11.136967]	[187]	[]	[29647233]
36_8115	chr8	55533380	55533780	+	1000	157.0	[]	[]	[14.492824]	[95]	[]	[55533575]
36_8116	chr1	28581186	28581586	+	1000	156.5	[]	[]	[7.3840356]	[118]	[]	[28581345]
36_8118	chr1	156963683	156964083	+	1000	156.5	[]	[]	[14.610782]	[118]	[]	[156963894]
36_8120	chr10	125045729	125046129	+	1000	156.5	[10.053806]	[122]	[]	[]	[125045894]	[]
36_8121	chr11	6555252	6555652	+	1000	156.5	[]	[]	[12.430346]	[119]	[]	[6555459]
36_8122	chr14	100424747	100425147	+	1000	156.5	[]	[]	[14.610782, 7.099119]	[101, 105]	[]	[100424944, 100424948]
36_8127	chr19	6652706	6653106	+	1000	156.5	[7.48246]	[142]	[]	[]	[6652943]	[]
36_8128	chr2	195486959	195487359	+	1000	156.5	[]	[]	[10.516231]	[102]	[]	[195487134]
36_8129	chr20	56392103	56392503	+	1000	156.5	[8.132104, 8.271131]	[127, 131]	[]	[]	[56392295, 56392299]	[]
36_8130	chr3	87564443	87564843	+	1000	156.5	[10.510103]	[104]	[]	[]	[87564644]	[]
36_8131	chr4	6331050	6331450	+	1000	156.5	[]	[]	[13.265748]	[119]	[]	[6331263]
36_8132	chr4	123397288	123397688	+	1000	156.5	[]	[]	[14.959101]	[96]	[]	[123397475]
36_8134	chr6	119308252	119308652	+	1000	156.5	[7.48357, 10.229236]	[150, 169]	[]	[]	[119308468, 119308487]	[]
36_8135	chr7	158702991	158703391	+	1000	156.5	[10.628061, 7.445826]	[124, 139]	[]	[]	[158703196, 158703211]	[]
36_8136	chr8	52961827	52962227	+	1000	156.5	[]	[]	[8.51087]	[85]	[]	[52962002]
36_8138	chr9	98057153	98057553	+	1000	156.5	[10.337806]	[133]	[7.9442024]	[80]	[98057371]	[98057318]
36_8139	chr9	129895369	129895769	+	1000	156.5	[10.29932]	[124]	[]	[]	[129895572]	[]
36_814	chr13	100674756	100675156	+	1000	756.5	[7.7265677]	[136]	[7.5796356]	[99]	[100674992]	[100674955]
36_8140	chrX	123800143	123800543	+	1000	156.5	[]	[]	[9.336362, 10.361639]	[96, 100]	[]	[123800330, 123800334]
36_8141	chr1	26159644	26160044	+	1000	156.0	[8.317065]	[142]	[]	[]	[26159851]	[]
36_8142	chr1	151825984	151826384	+	1000	156.0	[7.6974354, 7.5943837]	[94, 146]	[]	[]	[151826172, 151826224]	[]
36_8144	chr1	181174038	181174438	+	1000	156.0	[8.026925]	[116]	[]	[]	[181174229]	[]
36_8145	chr1	227169321	227169721	+	1000	156.0	[]	[]	[11.803653]	[103]	[]	[227169510]
36_8146	chr1	246699095	246699495	+	1000	156.0	[]	[]	[8.07561]	[118]	[]	[246699298]
36_8149	chr11	16607482	16607882	+	1000	156.0	[]	[]	[13.265748]	[123]	[]	[16607682]
36_815	chr19	12484693	12485093	+	1000	756.5	[14.492824]	[98]	[]	[]	[12484891]	[]
36_8150	chr11	33723561	33723961	+	726	156.0	[8.661665]	[110]	[]	[]	[33723764]	[]
36_8153	chr12	133130236	133130636	+	1000	156.0	[7.9442024]	[169]	[]	[]	[133130443]	[]
36_8155	chr15	90868321	90868721	+	1000	156.0	[]	[]	[7.3857517]	[133]	[]	[90868550]
36_8156	chr16	10918714	10919114	+	1000	156.0	[]	[]	[7.67806]	[103]	[]	[10918897]
36_8157	chr17	28643907	28644307	+	1000	156.0	[10.171764]	[95]	[]	[]	[28644086]	[]
36_8158	chr17	49067161	49067561	+	1000	156.0	[]	[]	[8.416778]	[107]	[]	[49067365]
36_8159	chr19	35628782	35629182	+	1000	156.0	[]	[]	[7.43415]	[66]	[]	[35628940]
36_816	chr10	102918055	102918455	+	1000	756.0	[10.821276]	[98]	[]	[]	[102918246]	[]
36_8160	chr19	45677266	45677666	+	987	156.0	[9.488749, 9.68468]	[71, 91]	[]	[]	[45677430, 45677450]	[]
36_8163	chr20	37160586	37160986	+	1000	156.0	[]	[]	[12.830319]	[107]	[]	[37160784]
36_8164	chr20	44832771	44833171	+	1000	156.0	[]	[]	[14.959101]	[134]	[]	[44832991]
36_8165	chr22	43100156	43100556	+	1000	156.0	[]	[]	[9.074489]	[91]	[]	[43100331]
36_8167	chr5	139690439	139690839	+	1000	156.0	[7.8184385]	[117]	[]	[]	[139690592]	[]
36_817	chr4	82284736	82285136	+	1000	756.0	[]	[]	[7.1693687, 13.296596, 7.7953963]	[77, 89, 97]	[]	[82284912, 82284924, 82284932]
36_8171	chr7	123597046	123597446	+	1000	156.0	[9.461956]	[132]	[]	[]	[123597277]	[]
36_8174	chr9	77959811	77960211	+	1000	156.0	[7.6974354]	[78]	[]	[]	[77959985]	[]
36_8175	chr9	128082338	128082738	+	1000	156.0	[]	[]	[7.547842]	[138]	[]	[128082489]
36_8176	chr9	129110871	129111271	+	1000	156.0	[10.1103]	[217]	[]	[]	[129111085]	[]
36_8177	chrX	152197483	152197883	+	1000	156.0	[11.351634]	[114]	[]	[]	[152197689]	[]
36_818	chr17	17280561	17280961	+	1000	755.5	[10.270717]	[124]	[9.537537]	[105]	[17280785]	[17280766]
36_8180	chr11	86956516	86956916	+	1000	155.5	[7.372182]	[99]	[11.350836]	[81]	[86956699]	[86956681]
36_8181	chr11	91905370	91905770	+	1000	155.5	[]	[]	[8.817093, 8.084124]	[94, 111]	[]	[91905532, 91905549]
36_8182	chr16	71430760	71431160	+	1000	155.5	[]	[]	[11.351634]	[163]	[]	[71430992]
36_8183	chr17	77875971	77876371	+	1000	155.5	[9.483437]	[139]	[]	[]	[77876174]	[]
36_8184	chr18	306588	306988	+	1000	155.5	[10.576577, 8.483703]	[114, 149]	[10.324151, 8.029893]	[140, 152]	[306786, 306821]	[306812, 306824]
36_8186	chr2	119759520	119759920	+	1000	155.5	[11.509435]	[178]	[]	[]	[119759749]	[]
36_8189	chr3	39639285	39639685	+	1000	155.5	[10.229236]	[90]	[7.871874]	[128]	[39639469]	[39639507]
36_819	chr3	194323836	194324236	+	1000	755.5	[]	[]	[9.137733]	[140]	[]	[194324062]
36_8190	chr3	50532291	50532691	+	1000	155.5	[8.29916, 12.430346]	[62, 123]	[]	[]	[50532443, 50532504]	[]
36_8191	chr4	77156561	77156961	+	1000	155.5	[7.1944876]	[223]	[8.07561]	[203]	[77156785]	[77156765]
36_8192	chr5	38445257	38445657	+	1000	155.5	[]	[]	[10.97638]	[125]	[]	[38445472]
36_8195	chr8	122724995	122725395	+	1000	155.5	[14.959101]	[119]	[]	[]	[122725207]	[]
36_8196	chr9	124757979	124758379	+	1000	155.5	[7.797315]	[247]	[]	[]	[124758217]	[]
36_8197	chr9	128786763	128787163	+	1000	155.5	[9.145273]	[77]	[]	[]	[128786939]	[]
36_8198	chr9	134316683	134317083	+	1000	155.5	[9.031418]	[114]	[]	[]	[134316895]	[]
36_8199	chr1	26396284	26396684	+	1000	155.0	[]	[]	[10.829789]	[131]	[]	[26396498]
36_82	chr19	49766687	49767087	+	1000	920.5	[7.977814]	[110]	[]	[]	[49766896]	[]
36_8200	chr1	100325478	100325878	+	1000	155.0	[8.140618]	[96]	[8.822879]	[153]	[100325662]	[100325719]
36_8202	chr1	161638328	161638728	+	1000	155.0	[7.445826]	[214]	[10.301564]	[173]	[161638563]	[161638522]
36_8203	chr1	166585004	166585404	+	1000	155.0	[8.378211]	[117]	[8.261673]	[100]	[166585198]	[166585181]
36_8204	chr1	168445537	168445937	+	1000	155.0	[11.803653]	[186]	[]	[]	[168445742]	[]
36_8208	chr10	101367610	101368010	+	1000	155.0	[10.110129]	[143]	[]	[]	[101367845]	[]
36_821	chr14	90454304	90454704	+	1000	755.0	[10.123138]	[81]	[]	[]	[90454483]	[]
36_8210	chr11	133078583	133078983	+	1000	155.0	[]	[]	[11.785644]	[112]	[]	[133078794]
36_8211	chr12	92208586	92208986	+	1000	155.0	[8.781398]	[110]	[11.577011]	[93]	[92208789]	[92208772]
36_8212	chr14	101596223	101596623	+	1000	155.0	[12.830319, 12.830319]	[91, 126]	[]	[]	[101596412, 101596447]	[]
36_8213	chr17	27385614	27386014	+	1000	155.0	[10.163565]	[122]	[]	[]	[27385830]	[]
36_8214	chr17	81732247	81732647	+	1000	155.0	[10.821276]	[83]	[8.040911]	[98]	[81732424]	[81732439]
36_8215	chr19	12784449	12784849	+	1000	155.0	[8.068459, 9.256888]	[96, 153]	[]	[]	[12784627, 12784684]	[]
36_8216	chr22	24175140	24175540	+	1000	155.0	[]	[]	[11.785644]	[93]	[]	[24175326]
36_8218	chr22	29733349	29733749	+	1000	155.0	[7.2228217]	[110]	[]	[]	[29733556]	[]
36_8219	chr3	4304682	4305082	+	1000	155.0	[]	[]	[10.774591]	[151]	[]	[4304907]
36_822	chr1	17119335	17119735	+	1000	754.5	[]	[]	[12.082027]	[102]	[]	[17119537]
36_8220	chr6	167998182	167998582	+	1000	155.0	[]	[]	[11.350836]	[103]	[]	[167998381]
36_8221	chr7	76392577	76392977	+	1000	155.0	[14.492824]	[110]	[]	[]	[76392767]	[]
36_8223	chrX	118948232	118948632	+	1000	155.0	[]	[]	[10.851724]	[94]	[]	[118948425]
36_8227	chr1	219152955	219153355	+	1000	154.5	[]	[]	[14.492824]	[106]	[]	[219153156]
36_823	chr19	48584173	48584573	+	1000	754.5	[]	[]	[12.430346]	[109]	[]	[48584379]
36_8234	chr3	10855862	10856262	+	1000	154.5	[9.794609]	[122]	[7.6738567, 12.017504]	[96, 157]	[10856068]	[10856042, 10856103]
36_8235	chr3	101512560	101512960	+	1000	154.5	[9.7657]	[146]	[]	[]	[101512784]	[]
36_8236	chr3	129412559	129412959	+	1000	154.5	[]	[]	[14.959101, 9.328332]	[100, 104]	[]	[129412748, 129412752]
36_8237	chr4	53313464	53313864	+	1000	154.5	[13.296596]	[92]	[]	[]	[53313648]	[]
36_8239	chr5	148713731	148714131	+	1000	154.5	[7.0576324]	[57]	[10.945533, 10.945533]	[99, 113]	[148713886]	[148713928, 148713942]
36_824	chr3	172106939	172107339	+	1000	754.0	[]	[]	[14.959101]	[102]	[]	[172107141]
36_8240	chr6	24799542	24799942	+	1000	154.5	[]	[]	[7.3857517, 9.883659]	[97, 118]	[]	[24799730, 24799751]
36_8241	chr6	28807797	28808197	+	1000	154.5	[]	[]	[11.606143]	[125]	[]	[28808009]
36_8242	chr6	122484869	122485269	+	1000	154.5	[]	[]	[8.355804, 7.0880456]	[58, 149]	[]	[122485020, 122485111]
36_8243	chr7	5628158	5628558	+	1000	154.5	[]	[]	[10.829789]	[134]	[]	[5628351]
36_8244	chr9	130159822	130160222	+	1000	154.5	[14.959101]	[99]	[]	[]	[130160017]	[]
36_8246	chr10	35700579	35700979	+	1000	154.0	[10.29932]	[88]	[]	[]	[35700754]	[]
36_8248	chr12	31109777	31110177	+	1000	154.0	[]	[]	[14.610782]	[100]	[]	[31109970]
36_8249	chr12	98533572	98533972	+	1000	154.0	[9.68913, 10.419522]	[116, 131]	[]	[]	[98533769, 98533784]	[]
36_825	chr5	56251918	56252318	+	1000	754.0	[12.172607]	[119]	[]	[]	[56252128]	[]
36_8251	chr16	85010612	85011012	+	1000	154.0	[10.426273, 9.074489]	[92, 127]	[]	[]	[85010795, 85010830]	[]
