#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_40865	chr6	30954979	30955379	+	625	22.0	[7.2151175]	[195]	[]	[]	[30955217]	[]
39_40872	chr6	33875270	33875670	+	605	22.0	[8.329008]	[118]	[]	[]	[33875480]	[]
39_40893	chr6	36959181	36959581	+	566	22.0	[8.260495]	[124]	[]	[]	[36959368]	[]
39_40894	chr6	36963244	36963644	+	617	22.0	[]	[]	[8.892592]	[248]	[]	[36963494]
39_40905	chr6	43521075	43521475	+	604	22.0	[8.502309]	[181]	[]	[]	[43521282]	[]
39_40916	chr6	47656142	47656542	+	595	22.0	[]	[]	[8.329008]	[123]	[]	[47656323]
39_40924	chr6	85660105	85660505	+	593	22.0	[]	[]	[10.370103]	[161]	[]	[85660304]
39_4093	chr19	46347298	46347698	+	1000	51.0	[8.329008]	[141]	[]	[]	[46347538]	[]
39_40932	chr6	119148197	119148597	+	562	22.0	[]	[]	[10.370103]	[148]	[]	[119148380]
39_40933	chr6	119479409	119479809	+	540	22.0	[]	[]	[7.748347, 7.748347]	[130, 160]	[]	[119479610, 119479640]
39_4094	chr19	47273351	47273751	+	1000	51.0	[]	[]	[7.2151175]	[133]	[]	[47273534]
39_40952	chr6	146859737	146860137	+	564	22.0	[8.329008]	[215]	[]	[]	[146859955]	[]
39_40963	chr6	156829150	156829550	+	582	22.0	[]	[]	[8.260495]	[108]	[]	[156829345]
39_40987	chr6	161259847	161260247	+	566	22.0	[]	[]	[7.151105]	[201]	[]	[161260075]
39_41	chr2	121530729	121531129	+	1000	224.0	[7.7944894]	[73]	[]	[]	[121530894]	[]
39_41000	chr7	5677904	5678304	+	572	22.0	[8.044104]	[78]	[]	[]	[5678058]	[]
39_41002	chr7	6636883	6637283	+	632	22.0	[7.7944894, 8.260495]	[155, 243]	[]	[]	[6637045, 6637133]	[]
39_41006	chr7	21430056	21430456	+	570	22.0	[]	[]	[7.151105]	[115]	[]	[21430209]
39_41014	chr7	25855099	25855499	+	611	22.0	[7.2151175]	[151]	[]	[]	[25855332]	[]
39_41024	chr7	66557154	66557554	+	595	22.0	[]	[]	[7.7944894]	[234]	[]	[66557389]
39_41043	chr7	98916699	98917099	+	579	22.0	[]	[]	[7.2151175]	[179]	[]	[98916927]
39_41044	chr7	99525792	99526192	+	569	22.0	[]	[]	[7.7944894]	[164]	[]	[99525974]
39_41057	chr7	102431799	102432199	+	605	22.0	[]	[]	[8.502309]	[88]	[]	[102431986]
39_4106	chr2	84905090	84905490	+	1000	51.0	[]	[]	[12.064187]	[172]	[]	[84905318]
39_41064	chr7	104979370	104979770	+	562	22.0	[12.064187]	[102]	[]	[]	[104979529]	[]
39_41068	chr7	105108942	105109342	+	591	22.0	[]	[]	[10.586677]	[70]	[]	[105109101]
39_4108	chr2	86440660	86441060	+	1000	51.0	[]	[]	[8.502309]	[87]	[]	[86440835]
39_41083	chr7	108055627	108056027	+	551	22.0	[10.586677]	[118]	[7.151105]	[135]	[108055834]	[108055851]
39_41089	chr7	111677809	111678209	+	566	22.0	[7.2151175]	[178]	[]	[]	[111678042]	[]
39_4109	chr2	121596339	121596739	+	1000	51.0	[]	[]	[8.017088]	[123]	[]	[121596560]
39_41093	chr7	112421766	112422166	+	593	22.0	[9.738007]	[201]	[]	[]	[112421986]	[]
39_411	chr6	31737923	31738323	+	1000	103.0	[7.151105, 9.738007]	[122, 136]	[]	[]	[31738128, 31738142]	[]
39_4111	chr2	135052352	135052752	+	1000	51.0	[]	[]	[8.329008]	[175]	[]	[135052561]
39_41115	chr7	129703034	129703434	+	549	22.0	[10.370103]	[90]	[]	[]	[129703205]	[]
39_41122	chr7	130288944	130289344	+	542	22.0	[]	[]	[8.329008]	[109]	[]	[130289115]
39_41138	chr7	135784336	135784736	+	574	22.0	[8.260495]	[146]	[]	[]	[135784527]	[]
39_41148	chr7	139187267	139187667	+	626	22.0	[8.260495]	[140]	[]	[]	[139187498]	[]
39_4115	chr2	183124147	183124547	+	1000	51.0	[]	[]	[7.7944894]	[114]	[]	[183124359]
39_41160	chr7	139913232	139913632	+	591	22.0	[]	[]	[10.370103]	[137]	[]	[139913388]
39_41161	chr7	140016642	140017042	+	546	22.0	[8.017088]	[89]	[]	[]	[140016798]	[]
39_41165	chr7	140694573	140694973	+	556	22.0	[8.260495]	[208]	[]	[]	[140694819]	[]
39_41171	chr7	144830654	144831054	+	589	22.0	[]	[]	[8.892592]	[91]	[]	[144830837]
39_41172	chr7	148711740	148712140	+	597	22.0	[12.064187]	[93]	[]	[]	[148711902]	[]
39_41177	chr7	149782119	149782519	+	607	22.0	[]	[]	[9.738007]	[115]	[]	[149782275]
39_41184	chr7	150899834	150900234	+	586	22.0	[]	[]	[8.260495]	[149]	[]	[150900075]
39_41188	chr7	151204306	151204706	+	581	22.0	[7.397283]	[200]	[]	[]	[151204547]	[]
39_41208	chr7	156498659	156499059	+	549	22.0	[]	[]	[8.017088, 8.017088]	[133, 161]	[]	[156498827, 156498855]
39_41217	chr7	158341155	158341555	+	575	22.0	[]	[]	[9.738007, 9.738007, 9.738007]	[155, 174, 220]	[]	[158341314, 158341333, 158341379]
39_41222	chr7	158926447	158926847	+	564	22.0	[]	[]	[8.892592]	[92]	[]	[158926621]
39_41228	chr8	2024008	2024408	+	589	22.0	[]	[]	[8.502309]	[75]	[]	[2024175]
39_41232	chr8	23171656	23172056	+	586	22.0	[]	[]	[8.329008]	[173]	[]	[23171903]
39_41242	chr8	48514034	48514434	+	548	22.0	[]	[]	[8.260495, 7.2151175]	[143, 196]	[]	[48514227, 48514280]
39_41244	chr8	53895076	53895476	+	544	22.0	[8.329008]	[228]	[]	[]	[53895313]	[]
39_41246	chr8	60237419	60237819	+	602	22.0	[]	[]	[8.017088]	[181]	[]	[60237611]
39_41251	chr8	85903065	85903465	+	633	22.0	[]	[]	[10.370103]	[108]	[]	[85903248]
39_41257	chr8	95087902	95088302	+	641	22.0	[8.044104]	[156]	[]	[]	[95088094]	[]
39_41260	chr8	96164310	96164710	+	631	22.0	[]	[]	[7.3683157]	[147]	[]	[96164547]
39_41274	chr8	124781366	124781766	+	594	22.0	[]	[]	[7.397283]	[95]	[]	[124781531]
39_41276	chr8	124896772	124897172	+	594	22.0	[7.151105]	[143]	[]	[]	[124896981]	[]
39_41279	chr8	127906288	127906688	+	548	22.0	[10.370103]	[175]	[]	[]	[127906509]	[]
39_41283	chr8	130324043	130324443	+	613	22.0	[]	[]	[7.7944894]	[96]	[]	[130324210]
39_41286	chr8	140467212	140467612	+	627	22.0	[]	[]	[10.370103]	[137]	[]	[140467390]
39_41294	chr8	144272740	144273140	+	556	22.0	[]	[]	[9.738007]	[55]	[]	[144272892]
39_41300	chr9	33452849	33453249	+	611	22.0	[7.151105]	[186]	[]	[]	[33453065]	[]
39_41306	chr9	37927975	37928375	+	615	22.0	[9.738007]	[175]	[8.329008]	[187]	[37928195]	[37928207]
39_41309	chr9	87812984	87813384	+	556	22.0	[8.044104]	[189]	[]	[]	[87813197]	[]
39_41325	chr9	99109544	99109944	+	582	22.0	[12.064187]	[126]	[]	[]	[99109740]	[]
39_41358	chr9	129962886	129963286	+	589	22.0	[]	[]	[7.7944894]	[187]	[]	[129963113]
39_41363	chr9	133256692	133257092	+	597	22.0	[8.502309, 9.738007]	[173, 225]	[]	[]	[133256871, 133256923]	[]
39_4137	chr22	21675745	21676145	+	1000	51.0	[8.892592]	[71]	[]	[]	[21675912]	[]
39_41370	chr9	136589062	136589462	+	572	22.0	[7.748347]	[130]	[]	[]	[136589276]	[]
39_41383	chrX	20141143	20141543	+	610	22.0	[]	[]	[8.260495]	[153]	[]	[20141374]
39_41401	chrX	119693141	119693541	+	583	22.0	[]	[]	[7.7944894]	[164]	[]	[119693375]
39_41415	chr1	9349148	9349548	+	568	21.0	[7.2151175]	[141]	[]	[]	[9349370]	[]
39_41422	chr1	20209439	20209839	+	542	21.0	[]	[]	[9.738007, 8.909202]	[170, 189]	[]	[20209661, 20209680]
39_41428	chr1	25952955	25953355	+	560	21.0	[]	[]	[7.3683157]	[142]	[]	[25953159]
39_41437	chr1	32169948	32170348	+	569	21.0	[9.738007]	[167]	[]	[]	[32170143]	[]
39_41441	chr1	42927472	42927872	+	558	21.0	[]	[]	[8.260495]	[55]	[]	[42927626]
39_41450	chr1	55071341	55071741	+	576	21.0	[]	[]	[10.370103]	[226]	[]	[55071581]
39_41462	chr1	161710577	161710977	+	544	21.0	[7.748347]	[81]	[7.2151175]	[168]	[161710729]	[161710816]
39_41495	chr10	103053770	103054170	+	550	21.0	[7.151105, 9.738007]	[177, 185]	[]	[]	[103054000, 103054008]	[]
39_415	chr11	2303611	2304011	+	1000	102.0	[10.370103]	[146]	[]	[]	[2303850]	[]
39_41504	chr11	57681115	57681515	+	540	21.0	[12.064187]	[108]	[]	[]	[57681267]	[]
39_41518	chr12	56361550	56361950	+	565	21.0	[7.151105, 7.151105]	[105, 174]	[]	[]	[56361729, 56361798]	[]
39_41521	chr12	108850851	108851251	+	542	21.0	[]	[]	[7.7944894]	[170]	[]	[108851093]
39_41540	chr15	60393070	60393470	+	542	21.0	[7.7944894]	[140]	[]	[]	[60393288]	[]
39_41546	chr16	1331787	1332187	+	574	21.0	[8.017088]	[85]	[]	[]	[1331950]	[]
39_4156	chr22	23717218	23717618	+	1000	51.0	[10.370103]	[161]	[]	[]	[23717459]	[]
39_41568	chr17	28416720	28417120	+	561	21.0	[8.909202]	[212]	[]	[]	[28416946]	[]
39_4158	chr22	31895801	31896201	+	1000	51.0	[]	[]	[10.586677]	[146]	[]	[31896035]
39_41587	chr17	81090732	81091132	+	544	21.0	[8.892592]	[85]	[]	[]	[81090915]	[]
39_41594	chr18	36132745	36133145	+	546	21.0	[8.260495]	[144]	[]	[]	[36132943]	[]
39_41600	chr19	6476079	6476479	+	550	21.0	[]	[]	[7.7944894]	[182]	[]	[6476313]
39_41619	chr2	18387616	18388016	+	552	21.0	[]	[]	[9.738007]	[138]	[]	[18387795]
39_41641	chr2	219514973	219515373	+	551	21.0	[]	[]	[8.502309]	[160]	[]	[219515223]
39_4165	chr3	15267916	15268316	+	1000	51.0	[]	[]	[8.892592]	[131]	[]	[15268138]
39_41666	chr21	45550006	45550406	+	544	21.0	[12.064187]	[209]	[]	[]	[45550217]	[]
39_41675	chr3	15043434	15043834	+	544	21.0	[8.909202]	[157]	[]	[]	[15043672]	[]
39_41681	chr3	46538819	46539219	+	568	21.0	[7.3683157]	[190]	[]	[]	[46539069]	[]
39_41698	chr4	56757717	56758117	+	555	21.0	[]	[]	[7.748347]	[119]	[]	[56757915]
39_417	chr11	61869767	61870167	+	1000	102.0	[9.738007]	[149]	[]	[]	[61870016]	[]
39_4171	chr3	171960912	171961312	+	1000	51.0	[]	[]	[10.586677]	[134]	[]	[171961137]
39_41710	chr5	36441626	36442026	+	552	21.0	[10.586677]	[175]	[]	[]	[36441860]	[]
39_41716	chr5	119323527	119323927	+	563	21.0	[]	[]	[7.3683157]	[143]	[]	[119323748]
39_41725	chr6	298253	298653	+	564	21.0	[7.7944894]	[105]	[]	[]	[298456]	[]
39_41730	chr6	16148524	16148924	+	570	21.0	[8.892592]	[82]	[]	[]	[16148689]	[]
39_41734	chr6	25152969	25153369	+	545	21.0	[]	[]	[10.586677]	[123]	[]	[25153136]
39_41744	chr6	43051965	43052365	+	564	21.0	[]	[]	[7.2151175]	[85]	[]	[43052132]
39_41746	chr6	43481043	43481443	+	543	21.0	[8.329008]	[79]	[]	[]	[43481208]	[]
39_4176	chr5	10307439	10307839	+	1000	51.0	[8.260495]	[88]	[]	[]	[10307591]	[]
39_41767	chr7	26364998	26365398	+	541	21.0	[8.892592]	[124]	[]	[]	[26365165]	[]
39_41769	chr7	67163203	67163603	+	549	21.0	[12.064187]	[155]	[]	[]	[67163419]	[]
39_41776	chr7	93442634	93443034	+	570	21.0	[8.017088]	[183]	[]	[]	[93442858]	[]
39_41788	chr7	121525267	121525667	+	540	21.0	[7.397283]	[99]	[]	[]	[121525461]	[]
39_41799	chr7	142941067	142941467	+	548	21.0	[7.2151175]	[91]	[]	[]	[142941230]	[]
39_41801	chr7	150417664	150418064	+	552	21.0	[7.748347]	[151]	[]	[]	[150417845]	[]
39_41803	chr7	151101433	151101833	+	543	21.0	[8.260495]	[70]	[8.329008]	[94]	[151101596]	[151101620]
39_41809	chr8	72018614	72019014	+	583	21.0	[]	[]	[8.260495]	[137]	[]	[72018847]
39_4181	chr5	133240411	133240811	+	1000	51.0	[10.586677]	[72]	[]	[]	[133240577]	[]
39_41810	chr8	94357049	94357449	+	546	21.0	[]	[]	[10.586677]	[90]	[]	[94357212]
39_41812	chr8	105523223	105523623	+	540	21.0	[]	[]	[7.397283, 10.370103]	[114, 154]	[]	[105523388, 105523428]
39_4184	chr5	178204320	178204720	+	1000	51.0	[7.2151175]	[83]	[]	[]	[178204483]	[]
39_419	chr12	92403764	92404164	+	1000	102.0	[7.397283]	[126]	[]	[]	[92403975]	[]
39_4191	chr6	32195857	32196257	+	1000	51.0	[7.397283]	[114]	[]	[]	[32196012]	[]
39_4195	chr6	36442665	36443065	+	1000	51.0	[8.044104]	[82]	[]	[]	[36442832]	[]
39_4200	chr6	43014015	43014415	+	1000	51.0	[8.017088]	[143]	[]	[]	[43014246]	[]
39_4205	chr6	111843625	111844025	+	1000	51.0	[]	[]	[12.064187, 7.7944894]	[120, 160]	[]	[111843828, 111843868]
39_4206	chr6	139375225	139375625	+	1000	51.0	[7.151105]	[119]	[]	[]	[139375442]	[]
39_4216	chr7	76178098	76178498	+	1000	51.0	[]	[]	[8.892592]	[76]	[]	[76178261]
39_4222	chr7	107168488	107168888	+	1000	51.0	[]	[]	[9.738007]	[144]	[]	[107168725]
39_4224	chr7	131106190	131106590	+	1000	51.0	[]	[]	[9.738007]	[188]	[]	[131106435]
39_4225	chr7	142804658	142805058	+	1000	51.0	[7.397283, 8.260495]	[104, 113]	[]	[]	[142804832, 142804841]	[]
39_4226	chr7	143288257	143288657	+	1000	51.0	[8.260495]	[108]	[]	[]	[143288416]	[]
39_4230	chr7	151000899	151001299	+	1000	51.0	[12.064187, 12.064187, 12.064187]	[77, 101, 153]	[]	[]	[151001066, 151001090, 151001142]	[]
39_4240	chr9	127937675	127938075	+	1000	51.0	[]	[]	[10.370103]	[103]	[]	[127937851]
39_4254	chrX	48487434	48487834	+	1000	51.0	[]	[]	[10.586677, 8.260495, 10.586677]	[95, 107, 179]	[]	[48487595, 48487607, 48487679]
39_4279	chr1	43994768	43995168	+	1000	50.0	[8.260495]	[129]	[]	[]	[43994982]	[]
39_4283	chr1	110619373	110619773	+	1000	50.0	[10.370103]	[128]	[]	[]	[110619550]	[]
39_4290	chr1	155061495	155061895	+	1000	50.0	[8.502309]	[145]	[]	[]	[155061715]	[]
39_4291	chr1	155135009	155135409	+	1000	50.0	[]	[]	[10.370103]	[144]	[]	[155135225]
39_4292	chr1	155308534	155308934	+	1000	50.0	[]	[]	[7.2151175]	[87]	[]	[155308708]
39_4295	chr1	229148125	229148525	+	1000	50.0	[]	[]	[7.151105]	[97]	[]	[229148303]
39_4296	chr1	230143559	230143959	+	1000	50.0	[7.151105]	[75]	[7.2151175, 7.748347]	[91, 123]	[230143733]	[230143749, 230143781]
39_4297	chr1	234780682	234781082	+	1000	50.0	[10.370103]	[108]	[]	[]	[234780870]	[]
39_430	chr12	113649246	113649646	+	1000	101.0	[]	[]	[7.151105]	[143]	[]	[113649483]
39_4301	chr10	61780331	61780731	+	1000	50.0	[10.586677]	[78]	[]	[]	[61780487]	[]
39_4303	chr10	68901113	68901513	+	1000	50.0	[8.892592]	[164]	[]	[]	[68901345]	[]
39_4306	chr10	73956488	73956888	+	1000	50.0	[12.064187]	[177]	[]	[]	[73956735]	[]
39_4315	chr11	67317576	67317976	+	1000	50.0	[]	[]	[12.064187]	[139]	[]	[67317784]
39_4320	chr11	114147925	114148325	+	1000	50.0	[8.017088]	[141]	[]	[]	[114148150]	[]
39_4330	chr12	126998690	126999090	+	1000	50.0	[10.370103]	[141]	[]	[]	[126998919]	[]
39_4331	chr12	131627086	131627486	+	1000	50.0	[]	[]	[10.586677, 10.586677, 10.586677]	[100, 134, 168]	[]	[131627261, 131627295, 131627329]
39_4339	chr15	72375866	72376266	+	1000	50.0	[]	[]	[9.738007]	[175]	[]	[72376099]
39_4342	chr16	579056	579456	+	1000	50.0	[]	[]	[8.329008]	[107]	[]	[579256]
39_4350	chr16	75111205	75111605	+	1000	50.0	[8.260495]	[157]	[]	[]	[75111418]	[]
39_4353	chr16	85086706	85087106	+	1000	50.0	[]	[]	[8.892592, 7.2151175]	[118, 126]	[]	[85086900, 85086908]
39_4368	chr17	58335818	58336218	+	1000	50.0	[]	[]	[10.370103, 7.397283]	[146, 158]	[]	[58336045, 58336057]
39_4371	chr17	77958232	77958632	+	1000	50.0	[]	[]	[12.064187]	[176]	[]	[77958449]
39_4372	chr17	81101678	81102078	+	1000	50.0	[]	[]	[7.2151175]	[106]	[]	[81101853]
39_4381	chr19	10748911	10749311	+	1000	50.0	[]	[]	[8.892592]	[212]	[]	[10749140]
39_4383	chr19	13880086	13880486	+	1000	50.0	[7.151105]	[74]	[]	[]	[13880247]	[]
39_4385	chr19	15418797	15419197	+	1000	50.0	[]	[]	[12.064187]	[102]	[]	[15418999]
39_4389	chr19	29893600	29894000	+	1000	50.0	[]	[]	[7.2151175]	[106]	[]	[29893804]
39_4390	chr19	33101128	33101528	+	1000	50.0	[8.260495]	[78]	[]	[]	[33101290]	[]
39_4393	chr19	46600660	46601060	+	1000	50.0	[]	[]	[8.892592]	[143]	[]	[46600862]
39_4399	chr2	16413267	16413667	+	1000	50.0	[10.370103]	[137]	[]	[]	[16413494]	[]
39_4403	chr2	120291745	120292145	+	1000	50.0	[8.892592, 12.064187]	[90, 108]	[]	[]	[120291920, 120291938]	[]
39_441	chr4	126850305	126850705	+	1000	100.0	[]	[]	[12.064187]	[112]	[]	[126850511]
39_4425	chr22	20114239	20114639	+	1000	50.0	[10.370103]	[193]	[]	[]	[20114449]	[]
39_443	chr6	3023761	3024161	+	1000	100.0	[]	[]	[8.892592]	[135]	[]	[3023988]
39_4434	chr22	21700809	21701209	+	1000	50.0	[]	[]	[9.738007]	[71]	[]	[21700974]
39_4448	chr22	23066927	23067327	+	1000	50.0	[7.397283]	[133]	[]	[]	[23067128]	[]
39_4450	chr22	23107707	23108107	+	1000	50.0	[]	[]	[10.370103]	[74]	[]	[23107876]
39_446	chr10	5551647	5552047	+	1000	99.0	[]	[]	[8.329008, 10.586677, 10.586677]	[86, 106, 126]	[]	[5551818, 5551838, 5551858]
39_4466	chr3	37242948	37243348	+	1000	50.0	[7.151105]	[178]	[]	[]	[37243195]	[]
39_448	chr13	99053563	99053963	+	1000	99.0	[8.892592]	[127]	[8.044104]	[87]	[99053769]	[99053729]
39_4491	chr5	139293408	139293808	+	1000	50.0	[]	[]	[7.748347]	[214]	[]	[139293633]
39_4510	chr6	37059272	37059672	+	1000	50.0	[]	[]	[8.260495]	[123]	[]	[37059489]
39_4512	chr6	37691987	37692387	+	1000	50.0	[]	[]	[8.260495, 8.892592]	[62, 120]	[]	[37692138, 37692196]
39_4525	chr6	90368984	90369384	+	1000	50.0	[8.502309]	[130]	[]	[]	[90369205]	[]
39_4527	chr6	139534068	139534468	+	1000	50.0	[]	[]	[10.586677]	[172]	[]	[139534315]
39_4532	chr7	75937939	75938339	+	1000	50.0	[8.017088]	[156]	[]	[]	[75938179]	[]
39_4544	chr7	127585278	127585678	+	1000	50.0	[]	[]	[8.892592]	[160]	[]	[127585494]
39_4548	chr7	134986616	134987016	+	1000	50.0	[8.892592]	[131]	[]	[]	[134986821]	[]
39_4554	chr7	151404135	151404535	+	1000	50.0	[7.2151175]	[74]	[8.260495, 8.260495, 9.738007]	[95, 105, 165]	[151404290]	[151404311, 151404321, 151404381]
39_4555	chr7	158861498	158861898	+	1000	50.0	[10.586677]	[193]	[8.017088]	[130]	[158861744]	[158861681]
39_4556	chr8	8346145	8346545	+	1000	50.0	[7.151105]	[142]	[8.044104]	[149]	[8346358]	[8346365]
39_4557	chr8	22715649	22716049	+	1000	50.0	[]	[]	[7.2151175]	[81]	[]	[22715809]
39_4559	chr8	30722900	30723300	+	1000	50.0	[]	[]	[12.064187]	[66]	[]	[30723053]
39_456	chr6	37667489	37667889	+	1000	99.0	[10.370103]	[151]	[]	[]	[37667733]	[]
39_4561	chr8	60911687	60912087	+	1000	50.0	[12.064187, 12.064187]	[73, 115]	[10.370103]	[103]	[60911853, 60911895]	[60911883]
39_4570	chr9	127561820	127562220	+	1000	50.0	[]	[]	[8.502309]	[95]	[]	[127561987]
39_4585	chrX	11367613	11368013	+	1000	50.0	[]	[]	[7.748347]	[159]	[]	[11367844]
39_460	chr1	231160129	231160529	+	1000	98.0	[10.370103, 10.370103]	[96, 150]	[]	[]	[231160320, 231160374]	[]
39_4606	chr1	112707261	112707661	+	1000	49.0	[8.892592]	[140]	[]	[]	[112707480]	[]
39_4613	chr1	159910425	159910825	+	1000	49.0	[]	[]	[10.370103]	[144]	[]	[159910644]
39_4617	chr1	201154377	201154777	+	1000	49.0	[]	[]	[7.748347]	[164]	[]	[201154623]
39_4641	chr10	71746393	71746793	+	1000	49.0	[7.397283]	[160]	[]	[]	[71746584]	[]
39_4646	chr11	10455763	10456163	+	1000	49.0	[10.370103]	[156]	[]	[]	[10455988]	[]
39_4647	chr11	10750996	10751396	+	1000	49.0	[]	[]	[10.370103]	[102]	[]	[10751149]
39_4648	chr11	46243148	46243548	+	1000	49.0	[]	[]	[10.586677]	[92]	[]	[46243308]
39_4649	chr11	46541619	46542019	+	1000	49.0	[]	[]	[10.370103]	[195]	[]	[46541864]
39_4650	chr11	47355171	47355571	+	1000	49.0	[8.502309]	[158]	[]	[]	[47355379]	[]
39_4656	chr11	62545530	62545930	+	1000	49.0	[7.748347]	[151]	[]	[]	[62545759]	[]
39_4662	chr12	46268866	46269266	+	1000	49.0	[]	[]	[7.3683157]	[64]	[]	[46269024]
39_4665	chr12	55715838	55716238	+	1000	49.0	[]	[]	[8.044104]	[90]	[]	[55716023]
39_4669	chr12	57935944	57936344	+	1000	49.0	[]	[]	[12.064187]	[162]	[]	[57936136]
39_4676	chr12	131104658	131105058	+	1000	49.0	[8.260495]	[124]	[]	[]	[131104872]	[]
39_4679	chr14	20477584	20477984	+	1000	49.0	[]	[]	[12.064187]	[146]	[]	[20477812]
39_4681	chr15	35546188	35546588	+	1000	49.0	[8.044104]	[79]	[]	[]	[35546366]	[]
39_4697	chr16	67465740	67466140	+	1000	49.0	[]	[]	[10.370103]	[105]	[]	[67465934]
39_4713	chr17	59786483	59786883	+	1000	49.0	[]	[]	[12.064187]	[135]	[]	[59786701]
39_4719	chr17	80689232	80689632	+	1000	49.0	[8.260495, 10.586677, 10.370103]	[106, 134, 152]	[]	[]	[80689431, 80689459, 80689477]	[]
39_4721	chr18	3261980	3262380	+	1000	49.0	[10.586677]	[125]	[8.892592]	[95]	[3262193]	[3262163]
39_4731	chr19	13847576	13847976	+	1000	49.0	[10.370103]	[92]	[]	[]	[13847748]	[]
39_4732	chr19	34359213	34359613	+	1000	49.0	[]	[]	[8.260495]	[157]	[]	[34359444]
39_4738	chr19	45178198	45178598	+	1000	49.0	[7.2151175]	[150]	[8.892592]	[143]	[45178431]	[45178424]
39_4741	chr19	49430770	49431170	+	1000	49.0	[7.151105]	[196]	[7.151105]	[149]	[49431017]	[49430970]
39_4775	chr22	20110021	20110421	+	1000	49.0	[8.892592, 8.260495]	[146, 157]	[8.329008]	[109]	[20110218, 20110229]	[20110181]
39_478	chr16	88978960	88979360	+	1000	97.0	[10.370103]	[103]	[]	[]	[88979155]	[]
39_4788	chr22	21976388	21976788	+	1000	49.0	[]	[]	[8.260495]	[153]	[]	[21976596]
39_4796	chr22	22712306	22712706	+	1000	49.0	[8.329008]	[220]	[]	[]	[22712553]	[]
39_4799	chr22	22911497	22911897	+	1000	49.0	[7.151105, 10.370103]	[156, 167]	[]	[]	[22911686, 22911697]	[]
39_48	chr6	133701569	133701969	+	1000	209.0	[8.329008]	[71]	[7.2151175, 10.586677]	[78, 123]	[133701735]	[133701742, 133701787]
39_4800	chr22	22921539	22921939	+	1000	49.0	[]	[]	[8.329008]	[159]	[]	[22921767]
39_4808	chr22	23245243	23245643	+	1000	49.0	[]	[]	[8.892592, 8.329008]	[107, 144]	[]	[23245446, 23245483]
39_481	chr22	19806419	19806819	+	1000	97.0	[8.892592]	[125]	[7.2151175]	[166]	[19806619]	[19806660]
39_4810	chr22	26632546	26632946	+	1000	49.0	[]	[]	[8.260495]	[76]	[]	[26632713]
39_4811	chr22	39236431	39236831	+	1000	49.0	[]	[]	[8.502309]	[118]	[]	[39236634]
39_4829	chr4	173252196	173252596	+	1000	49.0	[12.064187]	[133]	[]	[]	[173252424]	[]
39_4832	chr5	65925030	65925430	+	1000	49.0	[12.064187]	[93]	[]	[]	[65925217]	[]
39_4835	chr5	139637571	139637971	+	1000	49.0	[]	[]	[8.329008]	[143]	[]	[139637759]
39_4845	chr6	4942179	4942579	+	1000	49.0	[12.064187]	[172]	[]	[]	[4942427]	[]
39_4849	chr6	15299485	15299885	+	1000	49.0	[10.370103]	[66]	[]	[]	[15299636]	[]
39_4851	chr6	17705912	17706312	+	1000	49.0	[]	[]	[12.064187]	[67]	[]	[17706069]
39_4853	chr6	30722487	30722887	+	1000	49.0	[]	[]	[10.370103]	[133]	[]	[30722638]
39_4855	chr6	32048152	32048552	+	1000	49.0	[]	[]	[7.2151175]	[79]	[]	[32048310]
39_486	chr6	41936223	41936623	+	1000	97.0	[7.7944894]	[157]	[10.370103]	[112]	[41936470]	[41936425]
39_4861	chr6	43477401	43477801	+	1000	49.0	[7.7944894]	[156]	[]	[]	[43477637]	[]
39_4862	chr6	49636651	49637051	+	1000	49.0	[7.2151175]	[72]	[8.044104]	[61]	[49636816]	[49636805]
39_4864	chr6	84270023	84270423	+	1000	49.0	[]	[]	[7.748347]	[115]	[]	[84270229]
39_4871	chr6	166850607	166851007	+	1000	49.0	[9.738007]	[78]	[]	[]	[166850774]	[]
39_4879	chr7	100119560	100119960	+	1000	49.0	[8.502309]	[188]	[]	[]	[100119755]	[]
39_4896	chr8	11284269	11284669	+	1000	49.0	[8.260495]	[116]	[]	[]	[11284458]	[]
39_4897	chr8	11862417	11862817	+	1000	49.0	[12.064187]	[137]	[]	[]	[11862637]	[]
39_4906	chr9	35730145	35730545	+	1000	49.0	[10.586677, 10.586677]	[72, 112]	[]	[]	[35730308, 35730348]	[]
39_4908	chr9	92669965	92670365	+	1000	49.0	[8.892592]	[163]	[]	[]	[92670139]	[]
39_4913	chr9	129743025	129743425	+	1000	49.0	[]	[]	[8.502309]	[129]	[]	[129743234]
39_4914	chr9	130740019	130740419	+	1000	49.0	[12.064187]	[179]	[12.064187]	[214]	[130740218]	[130740253]
39_493	chr21	44854713	44855113	+	1000	96.0	[]	[]	[8.260495]	[102]	[]	[44854894]
39_4938	chr1	2585721	2586121	+	1000	48.0	[7.151105]	[136]	[]	[]	[2585945]	[]
39_4945	chr1	11663956	11664356	+	1000	48.0	[9.738007]	[111]	[]	[]	[11664167]	[]
39_4962	chr1	37690326	37690726	+	1000	48.0	[]	[]	[8.260495]	[93]	[]	[37690509]
39_4975	chr1	150236345	150236745	+	1000	48.0	[]	[]	[8.329008]	[98]	[]	[150236510]
