#PeakID(python scan_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_621	chr16	24844518	24844918	+	1000	168.0	[]	[]	[6.672127]	[99]	[]	[24844704]
466_6211	chr8	30925042	30925442	+	1000	66.0	[11.465191]	[97]	[]	[]	[30925216]	[]
466_6213	chr8	66954636	66955036	+	1000	66.0	[]	[]	[6.672127, 11.465191]	[111, 134]	[]	[66954835, 66954858]
466_6215	chr8	89756943	89757343	+	1000	66.0	[11.465191]	[164]	[]	[]	[89757160]	[]
466_6217	chr9	98374521	98374921	+	1000	66.0	[11.465191]	[203]	[]	[]	[98374757]	[]
466_6219	chr1	15847041	15847441	+	1000	65.5	[]	[]	[11.465191]	[154]	[]	[15847281]
466_6222	chr1	41881997	41882397	+	1000	65.5	[]	[]	[11.465191]	[120]	[]	[41882185]
466_6227	chr1	167757691	167758091	+	1000	65.5	[]	[]	[11.465191]	[130]	[]	[167757920]
466_6231	chr1	213605703	213606103	+	1000	65.5	[]	[]	[11.465191]	[95]	[]	[213605883]
466_6234	chr1	231211341	231211741	+	1000	65.5	[6.672127, 11.465191]	[59, 115]	[]	[]	[231211499, 231211555]	[]
466_6240	chr10	86752335	86752735	+	1000	65.5	[]	[]	[11.465191]	[156]	[]	[86752553]
466_6241	chr10	131900312	131900712	+	1000	65.5	[]	[]	[6.975399, 11.465191]	[117, 132]	[]	[131900525, 131900540]
466_6242	chr11	18322078	18322478	+	1000	65.5	[6.9489045]	[80]	[6.9489045]	[80]	[18322250]	[18322250]
466_6244	chr11	83156399	83156799	+	1000	65.5	[11.465191]	[171]	[]	[]	[83156630]	[]
466_6247	chr11	129930306	129930706	+	1000	65.5	[6.975399]	[132]	[11.465191]	[117]	[129930531]	[129930516]
466_6248	chr12	9685278	9685678	+	1000	65.5	[]	[]	[11.465191]	[76]	[]	[9685454]
466_6256	chr17	15999443	15999843	+	1000	65.5	[6.975399]	[121]	[]	[]	[15999657]	[]
466_6257	chr17	41528140	41528540	+	1000	65.5	[11.465191]	[93]	[]	[]	[41528320]	[]
466_6259	chr17	42518966	42519366	+	1000	65.5	[11.465191]	[63]	[]	[]	[42519126]	[]
466_626	chr2	10369802	10370202	+	1000	168.0	[6.975399]	[98]	[]	[]	[10369989]	[]
466_6260	chr17	75204827	75205227	+	1000	65.5	[]	[]	[11.465191]	[143]	[]	[75204989]
466_6261	chr17	82289938	82290338	+	1000	65.5	[]	[]	[6.53501]	[131]	[]	[82290160]
466_6263	chr18	35934022	35934422	+	1000	65.5	[6.975399]	[152]	[]	[]	[35934273]	[]
466_6268	chr19	17545437	17545837	+	1000	65.5	[6.9489045]	[87]	[6.9489045]	[87]	[17545593]	[17545593]
466_627	chr2	46439562	46439962	+	1000	168.0	[11.465191]	[114]	[]	[]	[46439769]	[]
466_6277	chr2	170143014	170143414	+	1000	65.5	[]	[]	[6.672127]	[171]	[]	[170143256]
466_6280	chr20	36951339	36951739	+	1000	65.5	[11.465191]	[108]	[]	[]	[36951494]	[]
466_6281	chr20	62237991	62238391	+	1000	65.5	[11.465191, 11.465191]	[79, 110]	[]	[]	[62238160, 62238191]	[]
466_6285	chr21	46143785	46144185	+	1000	65.5	[11.465191]	[118]	[]	[]	[46143957]	[]
466_6288	chr22	36479977	36480377	+	1000	65.5	[6.672127]	[115]	[]	[]	[36480174]	[]
466_629	chr20	62874049	62874449	+	1000	168.0	[6.9489045, 6.9489045]	[146, 155]	[6.9489045, 6.9489045]	[146, 155]	[62874285, 62874294]	[62874285, 62874294]
466_6290	chr3	141487678	141488078	+	1000	65.5	[11.465191]	[80]	[]	[]	[141487857]	[]
466_6293	chr5	32369501	32369901	+	1000	65.5	[6.53501]	[111]	[]	[]	[32369684]	[]
466_63	chr5	135134035	135134435	+	1000	414.0	[6.9489045]	[152]	[6.9489045]	[152]	[135134280]	[135134280]
466_6301	chr6	7389665	7390065	+	1000	65.5	[6.9489045]	[174]	[6.9489045]	[174]	[7389863]	[7389863]
466_6305	chr6	24400509	24400909	+	1000	65.5	[6.975399]	[157]	[]	[]	[24400688]	[]
466_6306	chr6	26025642	26026042	+	1000	65.5	[6.672127]	[163]	[]	[]	[26025864]	[]
466_631	chr7	128860362	128860762	+	1000	168.0	[11.465191]	[130]	[]	[]	[128860586]	[]
466_6311	chr6	37207972	37208372	+	1000	65.5	[]	[]	[11.465191]	[89]	[]	[37208140]
466_6316	chr6	144063877	144064277	+	1000	65.5	[]	[]	[6.53501]	[167]	[]	[144064127]
466_6318	chr7	87866526	87866926	+	1000	65.5	[11.465191]	[117]	[]	[]	[87866739]	[]
466_6319	chr7	107891124	107891524	+	1000	65.5	[]	[]	[6.53501]	[84]	[]	[107891302]
466_632	chr1	22260878	22261278	+	1000	167.5	[]	[]	[6.672127, 11.465191, 6.672127, 11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[66, 78, 89, 101, 113, 124, 136, 147]	[]	[22261037, 22261049, 22261060, 22261072, 22261084, 22261095, 22261107, 22261118]
466_6323	chr8	18083761	18084161	+	1000	65.5	[11.465191, 11.465191]	[87, 111]	[]	[]	[18083914, 18083938]	[]
466_6325	chr9	97793074	97793474	+	1000	65.5	[]	[]	[6.975399]	[56]	[]	[97793228]
466_6326	chr9	129762342	129762742	+	1000	65.5	[]	[]	[11.465191]	[92]	[]	[129762504]
466_6329	chr1	9428769	9429169	+	1000	65.0	[]	[]	[6.672127]	[118]	[]	[9428976]
466_633	chr10	3810109	3810509	+	1000	167.5	[]	[]	[11.465191]	[102]	[]	[3810291]
466_6332	chr1	39799146	39799546	+	1000	65.0	[6.9489045]	[135]	[6.9489045]	[135]	[39799372]	[39799372]
466_6333	chr1	45521883	45522283	+	1000	65.0	[]	[]	[6.672127]	[78]	[]	[45522043]
466_6335	chr1	53838355	53838755	+	1000	65.0	[]	[]	[11.465191]	[101]	[]	[53838550]
466_6336	chr1	54355918	54356318	+	1000	65.0	[6.53501]	[74]	[]	[]	[54356088]	[]
466_634	chr11	119030606	119031006	+	1000	167.5	[6.975399]	[153]	[11.465191]	[121]	[119030846]	[119030814]
466_6340	chr1	116336163	116336563	+	1000	65.0	[]	[]	[6.975399]	[126]	[]	[116336371]
466_6349	chr11	3169220	3169620	+	1000	65.0	[6.9489045]	[80]	[6.9489045]	[80]	[3169378]	[3169378]
466_635	chr12	94100240	94100640	+	1000	167.5	[11.465191]	[130]	[]	[]	[94100447]	[]
466_6359	chr12	46383632	46384032	+	1000	65.0	[]	[]	[6.672127]	[126]	[]	[46383806]
466_6364	chr15	41972651	41973051	+	1000	65.0	[]	[]	[6.672127, 11.465191]	[55, 117]	[]	[41972802, 41972864]
466_6368	chr15	75694601	75695001	+	1000	65.0	[]	[]	[11.465191]	[194]	[]	[75694843]
466_6370	chr16	84013668	84014068	+	1000	65.0	[11.465191]	[119]	[]	[]	[84013872]	[]
466_6373	chr17	30824808	30825208	+	1000	65.0	[6.975399]	[129]	[]	[]	[30824991]	[]
466_6374	chr17	37489143	37489543	+	1000	65.0	[6.975399]	[142]	[]	[]	[37489348]	[]
466_6379	chr19	924496	924896	+	1000	65.0	[]	[]	[6.53501]	[135]	[]	[924726]
466_6383	chr19	43620530	43620930	+	1000	65.0	[11.465191, 6.53501]	[142, 175]	[]	[]	[43620731, 43620764]	[]
466_6387	chr19	51224091	51224491	+	1000	65.0	[11.465191]	[141]	[]	[]	[51224304]	[]
466_639	chr5	10734080	10734480	+	1000	167.5	[11.465191]	[157]	[]	[]	[10734319]	[]
466_6392	chr2	47250791	47251191	+	1000	65.0	[]	[]	[11.465191]	[136]	[]	[47250967]
466_6399	chr20	31741704	31742104	+	1000	65.0	[11.465191]	[57]	[11.465191]	[90]	[31741857]	[31741890]
466_6402	chr21	34722707	34723107	+	1000	65.0	[]	[]	[6.53501, 11.465191, 6.975399]	[91, 121, 140]	[]	[34722883, 34722913, 34722932]
466_6403	chr21	34888047	34888447	+	1000	65.0	[]	[]	[11.465191]	[202]	[]	[34888250]
466_6406	chr22	21753601	21754001	+	1000	65.0	[]	[]	[11.465191]	[85]	[]	[21753785]
466_6408	chr22	22178999	22179399	+	1000	65.0	[11.465191]	[130]	[]	[]	[22179223]	[]
466_6414	chr3	178859962	178860362	+	1000	65.0	[11.465191, 11.465191]	[135, 198]	[]	[]	[178860143, 178860206]	[]
466_6417	chr4	53366030	53366430	+	1000	65.0	[]	[]	[11.465191]	[107]	[]	[53366210]
466_6419	chr5	53942656	53943056	+	1000	65.0	[]	[]	[6.53501]	[53]	[]	[53942807]
466_642	chr15	91033069	91033469	+	1000	167.0	[11.465191]	[163]	[11.465191, 6.975399]	[100, 109]	[91033314]	[91033251, 91033260]
466_6422	chr5	95962059	95962459	+	1000	65.0	[]	[]	[6.672127]	[126]	[]	[95962250]
466_6424	chr5	108548964	108549364	+	1000	65.0	[]	[]	[11.465191]	[146]	[]	[108549167]
466_6427	chr5	149930672	149931072	+	1000	65.0	[11.465191]	[152]	[]	[]	[149930833]	[]
466_6429	chr6	15248801	15249201	+	1000	65.0	[]	[]	[11.465191]	[105]	[]	[15248962]
466_643	chr19	44553729	44554129	+	1000	167.0	[]	[]	[11.465191]	[137]	[]	[44553931]
466_6431	chr6	28807809	28808209	+	1000	65.0	[6.672127]	[158]	[]	[]	[28808006]	[]
466_6434	chr6	110981710	110982110	+	1000	65.0	[11.465191]	[133]	[]	[]	[110981889]	[]
466_644	chr19	55160428	55160828	+	1000	167.0	[11.465191, 6.975399, 6.975399]	[79, 104, 125]	[]	[]	[55160591, 55160616, 55160637]	[]
466_6445	chr7	20217373	20217773	+	1000	65.0	[6.672127]	[78]	[11.465191, 11.465191]	[136, 163]	[20217535]	[20217593, 20217620]
466_6449	chr8	27363635	27364035	+	1000	65.0	[6.9489045]	[143]	[6.9489045]	[143]	[27363868]	[27363868]
466_645	chr20	53638046	53638446	+	1000	167.0	[]	[]	[11.465191]	[89]	[]	[53638210]
466_6451	chr8	89759302	89759702	+	1000	65.0	[11.465191]	[156]	[]	[]	[89759507]	[]
466_6454	chr9	137268652	137269052	+	1000	65.0	[]	[]	[6.975399]	[93]	[]	[137268833]
466_6455	chr1	25549642	25550042	+	1000	64.5	[]	[]	[11.465191]	[79]	[]	[25549803]
466_6456	chr1	32650257	32650657	+	1000	64.5	[6.53501]	[128]	[]	[]	[32650422]	[]
466_6462	chr1	109478840	109479240	+	1000	64.5	[6.53501, 6.975399]	[92, 96]	[]	[]	[109479008, 109479012]	[]
466_6464	chr1	116791745	116792145	+	1000	64.5	[11.465191]	[87]	[]	[]	[116791925]	[]
466_6466	chr1	156178200	156178600	+	1000	64.5	[6.53501]	[163]	[11.465191]	[169]	[156178437]	[156178443]
466_6470	chr1	206635454	206635854	+	1000	64.5	[]	[]	[6.53501]	[160]	[]	[206635639]
466_6477	chr10	49190693	49191093	+	1000	64.5	[]	[]	[6.53501]	[156]	[]	[49190862]
466_6482	chr11	66744363	66744763	+	1000	64.5	[11.465191, 6.672127]	[127, 145]	[]	[]	[66744590, 66744608]	[]
466_6488	chr14	19372797	19373197	+	1000	64.5	[11.465191]	[143]	[]	[]	[19372985]	[]
466_6490	chr15	75043032	75043432	+	1000	64.5	[11.465191]	[113]	[]	[]	[75043240]	[]
466_6491	chr15	92811489	92811889	+	1000	64.5	[]	[]	[11.465191]	[142]	[]	[92811712]
466_6494	chr16	66695863	66696263	+	1000	64.5	[]	[]	[6.975399, 11.465191, 6.975399]	[122, 138, 146]	[]	[66696081, 66696097, 66696105]
466_6503	chr17	64662649	64663049	+	1000	64.5	[11.465191, 6.975399]	[80, 102]	[11.465191]	[125]	[64662808, 64662830]	[64662853]
466_6506	chr19	8240327	8240727	+	1000	64.5	[6.9489045]	[78]	[6.9489045, 11.465191, 6.672127]	[78, 113, 148]	[8240491]	[8240491, 8240526, 8240561]
466_6507	chr19	19444572	19444972	+	1000	64.5	[]	[]	[11.465191]	[61]	[]	[19444727]
466_6509	chr19	48835676	48836076	+	1000	64.5	[11.465191]	[176]	[]	[]	[48835911]	[]
466_6511	chr19	51800398	51800798	+	1000	64.5	[]	[]	[11.465191]	[142]	[]	[51800627]
466_6512	chr2	25853226	25853626	+	1000	64.5	[6.975399]	[69]	[]	[]	[25853385]	[]
466_6515	chr2	168802411	168802811	+	1000	64.5	[]	[]	[6.53501]	[107]	[]	[168802613]
466_6520	chr20	38160016	38160416	+	1000	64.5	[]	[]	[11.465191]	[191]	[]	[38160263]
466_6524	chr22	21593806	21594206	+	1000	64.5	[11.465191]	[81]	[]	[]	[21593976]	[]
466_6525	chr22	22270072	22270472	+	1000	64.5	[11.465191, 11.465191]	[91, 136]	[11.465191, 11.465191]	[116, 148]	[22270259, 22270304]	[22270284, 22270316]
466_653	chrX	47712726	47713126	+	1000	166.0	[]	[]	[11.465191]	[117]	[]	[47712941]
466_6534	chr4	102342705	102343105	+	1000	64.5	[6.9489045, 6.975399]	[154, 168]	[6.9489045]	[154]	[102342940, 102342954]	[102342940]
466_6535	chr4	153493684	153494084	+	1000	64.5	[6.975399]	[97]	[]	[]	[153493881]	[]
466_6539	chr5	95884558	95884958	+	1000	64.5	[11.465191]	[164]	[]	[]	[95884803]	[]
466_654	chr10	35414335	35414735	+	1000	165.5	[11.465191]	[91]	[]	[]	[35414510]	[]
466_6544	chr6	15901249	15901649	+	1000	64.5	[]	[]	[6.975399]	[117]	[]	[15901437]
466_6547	chr6	30877683	30878083	+	1000	64.5	[11.465191]	[121]	[]	[]	[30877874]	[]
466_6549	chr6	32154538	32154938	+	1000	64.5	[11.465191]	[123]	[]	[]	[32154754]	[]
466_655	chr11	65507006	65507406	+	1000	165.5	[]	[]	[11.465191]	[174]	[]	[65507256]
466_6552	chr6	43738716	43739116	+	1000	64.5	[]	[]	[6.975399]	[95]	[]	[43738904]
466_656	chr12	122751176	122751576	+	1000	165.5	[]	[]	[11.465191]	[145]	[]	[122751417]
466_6560	chr7	44712103	44712503	+	1000	64.5	[]	[]	[11.465191]	[100]	[]	[44712291]
466_6571	chr9	113401081	113401481	+	1000	64.5	[6.672127]	[133]	[]	[]	[113401301]	[]
466_6573	chr9	124913350	124913750	+	1000	64.5	[]	[]	[11.465191]	[190]	[]	[124913590]
466_6575	chrX	11386234	11386634	+	1000	64.5	[]	[]	[11.465191]	[126]	[]	[11386446]
466_6577	chr1	827238	827638	+	1000	64.0	[6.672127]	[151]	[6.672127]	[83]	[827481]	[827413]
466_6579	chr1	3747339	3747739	+	1000	64.0	[11.465191]	[100]	[11.465191]	[110]	[3747533]	[3747543]
466_658	chr17	32342008	32342408	+	1000	165.5	[11.465191]	[134]	[]	[]	[32342238]	[]
466_6580	chr1	21906890	21907290	+	1000	64.0	[11.465191, 11.465191]	[153, 160]	[]	[]	[21907045, 21907052]	[]
466_6584	chr1	38265608	38266008	+	1000	64.0	[6.53501]	[158]	[]	[]	[38265839]	[]
466_6587	chr1	44896338	44896738	+	1000	64.0	[6.53501]	[149]	[]	[]	[44896560]	[]
466_6589	chr1	77683217	77683617	+	1000	64.0	[]	[]	[11.465191]	[86]	[]	[77683394]
466_6591	chr1	159924297	159924697	+	1000	64.0	[]	[]	[6.975399]	[171]	[]	[159924516]
466_6592	chr1	169312166	169312566	+	1000	64.0	[6.9489045]	[125]	[6.9489045]	[125]	[169312350]	[169312350]
466_6597	chr10	22003698	22004098	+	1000	64.0	[6.975399]	[138]	[]	[]	[22003898]	[]
466_660	chr13	107912624	107913024	+	1000	165.0	[]	[]	[11.465191]	[97]	[]	[107912811]
466_6600	chr10	69334162	69334562	+	1000	64.0	[]	[]	[11.465191]	[120]	[]	[69334376]
466_6604	chr10	84118659	84119059	+	1000	64.0	[]	[]	[6.975399]	[92]	[]	[84118849]
466_6605	chr10	102132470	102132870	+	1000	64.0	[]	[]	[6.975399]	[180]	[]	[102132704]
466_661	chr16	12803425	12803825	+	1000	165.0	[11.465191]	[106]	[]	[]	[12803630]	[]
466_6610	chr11	12124858	12125258	+	1000	64.0	[6.672127]	[227]	[]	[]	[12125101]	[]
466_6611	chr11	117143929	117144329	+	1000	64.0	[11.465191]	[162]	[]	[]	[117144160]	[]
466_6614	chr12	64221871	64222271	+	1000	64.0	[]	[]	[11.465191]	[116]	[]	[64222055]
466_6615	chr12	68675999	68676399	+	1000	64.0	[]	[]	[6.672127, 6.975399]	[80, 108]	[]	[68676152, 68676180]
466_6617	chr12	111741371	111741771	+	1000	64.0	[11.465191]	[75]	[]	[]	[111741537]	[]
466_662	chr20	33401374	33401774	+	1000	165.0	[]	[]	[6.672127]	[125]	[]	[33401588]
466_6620	chr14	24271503	24271903	+	1000	64.0	[6.975399, 11.465191]	[94, 105]	[]	[]	[24271684, 24271695]	[]
466_6621	chr15	56040504	56040904	+	1000	64.0	[6.9489045]	[59]	[6.9489045]	[59]	[56040660]	[56040660]
466_6622	chr15	63048652	63049052	+	1000	64.0	[11.465191, 11.465191]	[95, 104]	[]	[]	[63048829, 63048838]	[]
466_6624	chr16	1941899	1942299	+	1000	64.0	[11.465191]	[107]	[]	[]	[1942105]	[]
466_6628	chr16	85047943	85048343	+	1000	64.0	[]	[]	[6.53501]	[90]	[]	[85048129]
466_6629	chr16	85348035	85348435	+	1000	64.0	[11.465191, 11.465191]	[128, 162]	[]	[]	[85348228, 85348262]	[]
466_663	chr1	42963028	42963428	+	1000	164.5	[11.465191]	[131]	[]	[]	[42963253]	[]
466_6634	chr19	2552901	2553301	+	1000	64.0	[]	[]	[6.53501]	[137]	[]	[2553081]
466_6637	chr2	15561871	15562271	+	1000	64.0	[]	[]	[6.975399]	[123]	[]	[15562085]
466_6638	chr2	64641657	64642057	+	1000	64.0	[11.465191]	[148]	[]	[]	[64641874]	[]
466_6643	chr2	96260745	96261145	+	1000	64.0	[6.53501]	[212]	[]	[]	[96260972]	[]
466_6645	chr2	159130284	159130684	+	1000	64.0	[]	[]	[6.53501]	[148]	[]	[159130528]
466_6652	chr21	36210098	36210498	+	1000	64.0	[]	[]	[11.465191]	[108]	[]	[36210279]
466_6654	chr22	21569109	21569509	+	1000	64.0	[]	[]	[11.465191]	[126]	[]	[21569323]
466_6655	chr22	22579000	22579400	+	1000	64.0	[11.465191]	[84]	[]	[]	[22579174]	[]
466_6656	chr22	26644902	26645302	+	1000	64.0	[11.465191]	[140]	[]	[]	[26645128]	[]
466_666	chr18	2659326	2659726	+	1000	164.5	[11.465191]	[102]	[]	[]	[2659525]	[]
466_6663	chr3	183361076	183361476	+	1000	64.0	[]	[]	[6.53501]	[148]	[]	[183361234]
466_6667	chr3	196078862	196079262	+	1000	64.0	[11.465191]	[130]	[]	[]	[196079020]	[]
466_6669	chr5	119452610	119453010	+	1000	64.0	[11.465191]	[163]	[6.975399]	[179]	[119452803]	[119452819]
466_667	chr19	14217363	14217763	+	1000	164.5	[]	[]	[11.465191, 11.465191]	[118, 146]	[]	[14217571, 14217599]
466_6675	chr6	28489356	28489756	+	1000	64.0	[6.9489045]	[149]	[6.9489045]	[149]	[28489529]	[28489529]
466_6676	chr6	28711734	28712134	+	1000	64.0	[11.465191]	[126]	[]	[]	[28711958]	[]
466_6680	chr6	43723830	43724230	+	1000	64.0	[6.975399]	[148]	[]	[]	[43724077]	[]
466_6685	chr7	1412717	1413117	+	1000	64.0	[11.465191]	[95]	[]	[]	[1412910]	[]
466_6687	chr7	67100989	67101389	+	1000	64.0	[11.465191]	[88]	[]	[]	[67101156]	[]
466_6688	chr7	100642473	100642873	+	1000	64.0	[11.465191]	[153]	[]	[]	[100642688]	[]
466_6689	chr7	101252393	101252793	+	1000	64.0	[6.975399]	[124]	[]	[]	[101252609]	[]
466_6691	chr7	107039189	107039589	+	1000	64.0	[6.975399]	[118]	[]	[]	[107039381]	[]
466_6693	chr7	128697356	128697756	+	1000	64.0	[]	[]	[6.672127]	[92]	[]	[128697542]
466_6694	chr7	129865401	129865801	+	1000	64.0	[]	[]	[6.672127]	[73]	[]	[129865563]
466_6697	chr7	155003818	155004218	+	1000	64.0	[11.465191, 11.465191]	[96, 109]	[]	[]	[155004014, 155004027]	[]
466_6699	chr8	37916238	37916638	+	1000	64.0	[11.465191]	[151]	[]	[]	[37916488]	[]
466_67	chr8	2733757	2734157	+	1000	410.5	[6.975399]	[115]	[]	[]	[2733971]	[]
466_670	chr5	181173437	181173837	+	1000	164.5	[]	[]	[6.975399]	[100]	[]	[181173634]
466_6701	chr8	96253821	96254221	+	1000	64.0	[11.465191]	[154]	[]	[]	[96254063]	[]
466_6702	chr8	141287149	141287549	+	1000	64.0	[11.465191]	[122]	[6.53501, 11.465191]	[112, 135]	[141287367]	[141287357, 141287380]
466_6704	chr9	37784865	37785265	+	1000	64.0	[6.672127]	[194]	[]	[]	[37785104]	[]
466_6705	chr9	96253069	96253469	+	1000	64.0	[11.465191]	[131]	[]	[]	[96253285]	[]
466_6706	chr9	128655720	128656120	+	1000	64.0	[11.465191]	[140]	[]	[]	[128655945]	[]
466_6707	chr1	3775904	3776304	+	1000	63.5	[11.465191]	[134]	[11.465191]	[92]	[3776121]	[3776079]
466_6708	chr1	21368437	21368837	+	1000	63.5	[11.465191]	[117]	[]	[]	[21368645]	[]
466_6709	chr1	24744781	24745181	+	1000	63.5	[11.465191]	[127]	[]	[]	[24744986]	[]
466_6710	chr1	26432168	26432568	+	1000	63.5	[]	[]	[11.465191]	[145]	[]	[26432374]
466_6713	chr1	27556303	27556703	+	1000	63.5	[6.975399, 11.465191]	[130, 148]	[]	[]	[27556524, 27556542]	[]
466_6714	chr1	28925380	28925780	+	1000	63.5	[]	[]	[6.975399]	[136]	[]	[28925615]
466_6717	chr1	37946753	37947153	+	1000	63.5	[6.53501]	[172]	[]	[]	[37946983]	[]
466_672	chr10	73648999	73649399	+	1000	164.0	[11.465191]	[108]	[]	[]	[73649194]	[]
466_6721	chr1	112674507	112674907	+	1000	63.5	[]	[]	[6.975399]	[152]	[]	[112674727]
466_6722	chr1	148334546	148334946	+	1000	63.5	[]	[]	[6.975399]	[161]	[]	[148334757]
466_6725	chr1	151190009	151190409	+	1000	63.5	[6.975399]	[93]	[6.672127]	[99]	[151190197]	[151190203]
466_6727	chr1	201309459	201309859	+	1000	63.5	[11.465191, 6.9489045]	[123, 138]	[6.9489045]	[138]	[201309673, 201309688]	[201309688]
466_6730	chr1	211579735	211580135	+	1000	63.5	[]	[]	[11.465191]	[105]	[]	[211579907]
466_6731	chr1	225881503	225881903	+	1000	63.5	[11.465191]	[90]	[6.975399, 11.465191]	[131, 148]	[225881676]	[225881717, 225881734]
466_6737	chr10	50331449	50331849	+	1000	63.5	[11.465191, 6.975399]	[114, 143]	[]	[]	[50331628, 50331657]	[]
466_674	chr13	113449140	113449540	+	1000	164.0	[6.672127, 6.672127, 6.672127]	[54, 88, 122]	[]	[]	[113449293, 113449327, 113449361]	[]
466_6740	chr11	2846141	2846541	+	1000	63.5	[]	[]	[6.975399]	[156]	[]	[2846386]
466_6743	chr11	57711784	57712184	+	1000	63.5	[11.465191]	[84]	[]	[]	[57711960]	[]
466_6745	chr11	75334425	75334825	+	1000	63.5	[6.53501]	[85]	[]	[]	[75334599]	[]
466_6748	chr11	118907051	118907451	+	1000	63.5	[6.53501]	[179]	[6.975399, 11.465191]	[127, 139]	[118907271]	[118907219, 118907231]
466_6749	chr12	53200505	53200905	+	1000	63.5	[11.465191]	[108]	[]	[]	[53200708]	[]
466_675	chr16	12612582	12612982	+	1000	164.0	[6.53501, 6.975399]	[97, 126]	[]	[]	[12612776, 12612805]	[]
466_6751	chr12	56124231	56124631	+	1000	63.5	[11.465191]	[115]	[]	[]	[56124444]	[]
466_6754	chr12	98656797	98657197	+	1000	63.5	[6.975399]	[111]	[]	[]	[98656999]	[]
466_676	chr1	58885255	58885655	+	1000	163.5	[11.465191, 11.465191]	[73, 96]	[]	[]	[58885415, 58885438]	[]
466_6762	chr16	10497680	10498080	+	1000	63.5	[11.465191, 11.465191]	[160, 173]	[]	[]	[10497914, 10497927]	[]
466_6763	chr16	67488865	67489265	+	1000	63.5	[]	[]	[6.975399]	[161]	[]	[67489099]
466_6767	chr17	7004678	7005078	+	1000	63.5	[6.53501]	[82]	[6.53501]	[166]	[7004845]	[7004929]
466_6768	chr17	28842312	28842712	+	1000	63.5	[6.672127]	[201]	[]	[]	[28842525]	[]
466_677	chr1	184806333	184806733	+	1000	163.5	[]	[]	[6.975399]	[110]	[]	[184806529]
466_6770	chr17	59695924	59696324	+	1000	63.5	[6.975399]	[118]	[]	[]	[59696116]	[]
466_6771	chr17	75034243	75034643	+	1000	63.5	[]	[]	[11.465191]	[97]	[]	[75034436]
466_6773	chr19	6677459	6677859	+	1000	63.5	[6.9489045]	[115]	[11.465191, 11.465191, 6.9489045, 11.465191]	[82, 104, 115, 121]	[6677658]	[6677625, 6677647, 6677658, 6677664]
466_6774	chr19	11197508	11197908	+	1000	63.5	[11.465191]	[97]	[11.465191]	[108]	[11197704]	[11197715]
466_6780	chr2	156341363	156341763	+	1000	63.5	[6.9489045]	[99]	[6.9489045]	[99]	[156341555]	[156341555]
466_6781	chr2	159516494	159516894	+	1000	63.5	[6.9489045]	[128]	[11.465191, 6.9489045, 6.975399]	[90, 128, 146]	[159516709]	[159516671, 159516709, 159516727]
466_6782	chr2	196239684	196240084	+	1000	63.5	[]	[]	[6.53501]	[156]	[]	[196239916]
466_6783	chr20	34085590	34085990	+	1000	63.5	[6.9489045]	[88]	[6.9489045]	[88]	[34085760]	[34085760]
466_6784	chr20	49037957	49038357	+	1000	63.5	[6.9489045]	[64]	[6.9489045]	[64]	[49038118]	[49038118]
466_6790	chr22	35212017	35212417	+	1000	63.5	[6.53501]	[68]	[]	[]	[35212175]	[]
466_6792	chr3	36920855	36921255	+	1000	63.5	[11.465191, 6.975399]	[109, 137]	[]	[]	[36921043, 36921071]	[]
466_6798	chr4	128288112	128288512	+	1000	63.5	[6.9489045]	[111]	[6.9489045]	[111]	[128288308]	[128288308]
466_6801	chr5	76369650	76370050	+	1000	63.5	[6.975399]	[129]	[]	[]	[76369876]	[]
466_6802	chr5	81852671	81853071	+	1000	63.5	[]	[]	[11.465191]	[128]	[]	[81852884]
466_6805	chr5	171953865	171954265	+	1000	63.5	[6.9489045]	[61]	[6.9489045]	[61]	[171954018]	[171954018]
466_6808	chr6	14944613	14945013	+	1000	63.5	[11.465191]	[146]	[]	[]	[14944849]	[]
466_6809	chr6	24645756	24646156	+	1000	63.5	[11.465191]	[76]	[]	[]	[24645908]	[]
466_681	chr3	37986923	37987323	+	1000	163.5	[11.465191]	[78]	[]	[]	[37987097]	[]
466_6812	chr6	30767559	30767959	+	1000	63.5	[6.975399]	[195]	[]	[]	[30767808]	[]
466_6816	chr6	105991716	105992116	+	1000	63.5	[]	[]	[6.975399]	[139]	[]	[105991938]
466_682	chr6	15555202	15555602	+	1000	163.5	[]	[]	[6.975399]	[155]	[]	[15555450]
466_6824	chr7	149529100	149529500	+	1000	63.5	[6.53501]	[148]	[]	[]	[149529345]	[]
466_6825	chr8	8288429	8288829	+	1000	63.5	[]	[]	[11.465191]	[117]	[]	[8288626]
466_6826	chr8	37867174	37867574	+	1000	63.5	[11.465191]	[152]	[]	[]	[37867384]	[]
466_6827	chr8	58411154	58411554	+	1000	63.5	[]	[]	[11.465191]	[100]	[]	[58411348]
466_6829	chr8	122694238	122694638	+	1000	63.5	[11.465191]	[148]	[]	[]	[122694481]	[]
466_683	chr1	31938442	31938842	+	1000	163.0	[11.465191]	[158]	[]	[]	[31938662]	[]
466_6833	chr9	137482204	137482604	+	1000	63.5	[6.9489045]	[148]	[6.9489045]	[148]	[137482450]	[137482450]
