#PeakID(python identify_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_6859	chr5	139661085	139661485	+	1000	166.0	[6.7174425]	[96]	[6.719887]	[96]	[139661257]	[139661257]
978_6862	chr6	161922792	161923192	+	1000	166.0	[7.4311666]	[76]	[7.429672]	[76]	[161922966]	[161922966]
978_6866	chr7	100585010	100585410	+	1000	166.0	[11.647239, 14.014247]	[97, 117]	[11.652889, 14.011984]	[97, 117]	[100585193, 100585213]	[100585193, 100585213]
978_6867	chr7	102464788	102465188	+	1000	166.0	[8.012584]	[145]	[8.009113]	[145]	[102465022]	[102465022]
978_688	chr16	1705904	1706304	+	1000	535.0	[14.884504]	[82]	[14.878884]	[82]	[1706084]	[1706084]
978_6885	chr12	6891006	6891406	+	1000	165.0	[8.436899]	[149]	[8.439014]	[149]	[6891236]	[6891236]
978_6893	chr15	89655242	89655642	+	1000	165.0	[8.96028]	[126]	[8.963536]	[126]	[89655463]	[89655463]
978_69	chr19	4791253	4791653	+	1000	737.0	[6.630588]	[88]	[6.6374636]	[88]	[4791440]	[4791440]
978_690	chr2	171922220	171922620	+	1000	535.0	[9.014481, 8.783276]	[62, 104]	[9.009451, 8.788935]	[62, 104]	[171922382, 171922424]	[171922382, 171922424]
978_6908	chr19	40090476	40090876	+	1000	165.0	[6.9534483]	[134]	[6.95166]	[134]	[40090704]	[40090704]
978_6910	chr19	53571268	53571668	+	1000	165.0	[8.6463995, 6.990905]	[91, 113]	[8.643445, 6.987513]	[91, 113]	[53571456, 53571478]	[53571456, 53571478]
978_6917	chr20	34558370	34558770	+	1000	165.0	[14.676816, 16.810722]	[74, 151]	[14.67656, 16.810722]	[74, 151]	[34558542, 34558619]	[34558542, 34558619]
978_6927	chr6	35490004	35490404	+	1000	165.0	[11.642199]	[97]	[11.644464]	[97]	[35490201]	[35490201]
978_6937	chr9	99819342	99819742	+	1000	165.0	[9.458284]	[95]	[9.455764]	[95]	[99819536]	[99819536]
978_6939	chrX	37847446	37847846	+	1000	165.0	[13.58753]	[98]	[13.595873]	[98]	[37847642]	[37847642]
978_6947	chr1	110872895	110873295	+	1000	164.0	[9.336961]	[109]	[9.335185]	[109]	[110873095]	[110873095]
978_6953	chr10	104333267	104333667	+	1000	164.0	[14.503981, 12.0695505]	[81, 112]	[14.506727, 12.0688]	[81, 112]	[104333446, 104333477]	[104333446, 104333477]
978_6964	chr14	94026106	94026506	+	1000	164.0	[7.362938, 9.913603, 9.446358]	[65, 86, 122]	[7.3637166, 9.905726, 9.445592]	[65, 86, 122]	[94026266, 94026287, 94026323]	[94026266, 94026287, 94026323]
978_698	chr6	33410167	33410567	+	1000	534.0	[13.518665]	[80]	[13.524775]	[80]	[33410346]	[33410346]
978_6982	chr3	57756042	57756442	+	1000	164.0	[6.46637]	[74]	[6.471661]	[74]	[57756204]	[57756204]
978_6996	chrX	40172676	40173076	+	1000	164.0	[7.104764]	[145]	[7.1059337]	[145]	[40172911]	[40172911]
978_70	chr1	228109107	228109507	+	1000	735.0	[11.555785]	[80]	[11.555412]	[80]	[228109286]	[228109286]
978_7005	chr1	202034758	202035158	+	1000	163.0	[15.124834]	[102]	[15.126748]	[102]	[202034953]	[202034953]
978_7025	chr19	4343336	4343736	+	1000	163.0	[7.9351583]	[104]	[7.929172]	[104]	[4343538]	[4343538]
978_7036	chr2	224401821	224402221	+	1000	163.0	[11.415959]	[100]	[11.417045]	[100]	[224402009]	[224402009]
978_7043	chr3	160565919	160566319	+	1000	163.0	[9.669412]	[93]	[9.669035]	[93]	[160566109]	[160566109]
978_7063	chr1	177032373	177032773	+	1000	162.0	[12.245717]	[108]	[12.251357]	[108]	[177032578]	[177032578]
978_7071	chr12	9340429	9340829	+	1000	162.0	[6.504865, 10.567256, 6.596629]	[78, 98, 101]	[6.500218, 10.569924, 6.5936112]	[78, 98, 101]	[9340607, 9340627, 9340630]	[9340607, 9340627, 9340630]
978_7073	chr13	21061399	21061799	+	1000	162.0	[9.466911]	[83]	[9.46816]	[83]	[21061581]	[21061581]
978_708	chr22	19397043	19397443	+	1000	532.0	[7.8004117, 7.094561]	[83, 98]	[7.795289, 7.093931]	[83, 98]	[19397224, 19397239]	[19397224, 19397239]
978_7084	chr17	78356430	78356830	+	1000	162.0	[7.4923296]	[99]	[7.490321]	[99]	[78356629]	[78356629]
978_7098	chr22	20010586	20010986	+	1000	162.0	[9.062458]	[114]	[9.058396]	[114]	[20010791]	[20010791]
978_7103	chr4	1593395	1593795	+	1000	162.0	[9.395327]	[80]	[9.40003]	[80]	[1593575]	[1593575]
978_7108	chr5	169803538	169803938	+	1000	162.0	[8.65092, 6.9227552]	[82, 103]	[8.65578, 6.9257274]	[82, 103]	[169803716, 169803737]	[169803716, 169803737]
978_7115	chr7	4973814	4974214	+	1000	162.0	[6.510705]	[124]	[6.504595]	[124]	[4974028]	[4974028]
978_712	chr7	139341543	139341943	+	1000	531.0	[9.74584]	[95]	[9.751829]	[95]	[139341738]	[139341738]
978_7130	chr1	24744794	24745194	+	1000	161.0	[10.878707]	[94]	[10.886303]	[94]	[24744976]	[24744976]
978_7133	chr1	46477403	46477803	+	1000	161.0	[9.121374]	[119]	[9.118216]	[119]	[46477615]	[46477615]
978_7135	chr1	112700744	112701144	+	1000	161.0	[8.89139]	[183]	[8.887091]	[183]	[112700982]	[112700982]
978_714	chr1	154627796	154628196	+	1000	530.0	[12.478716]	[91]	[12.47581]	[91]	[154627986]	[154627986]
978_7145	chr10	62051085	62051485	+	1000	161.0	[6.732419]	[92]	[6.7317643]	[92]	[62051273]	[62051273]
978_7150	chr11	65014147	65014547	+	1000	161.0	[10.192]	[135]	[10.198155]	[135]	[65014381]	[65014381]
978_7152	chr11	86069721	86070121	+	1000	161.0	[8.092858]	[100]	[8.092622]	[100]	[86069913]	[86069913]
978_716	chr17	43125368	43125768	+	1000	530.0	[7.436737]	[91]	[7.4373336]	[91]	[43125556]	[43125556]
978_7162	chr16	88856926	88857326	+	1000	161.0	[8.930123]	[86]	[8.928876]	[86]	[88857111]	[88857111]
978_717	chr19	42242473	42242873	+	1000	530.0	[6.8515134]	[91]	[6.853029]	[91]	[42242647]	[42242647]
978_718	chr2	2573967	2574367	+	1000	530.0	[12.526941, 10.827389, 11.794685, 10.323196, 10.717141, 13.659828]	[58, 69, 93, 104, 123, 142]	[12.530786, 10.826166, 11.7932825, 10.320554, 10.714856, 13.658171]	[58, 69, 93, 104, 123, 142]	[2574122, 2574133, 2574157, 2574168, 2574187, 2574206]	[2574122, 2574133, 2574157, 2574168, 2574187, 2574206]
978_7192	chr6	37302076	37302476	+	1000	161.0	[8.957446]	[145]	[8.966867]	[145]	[37302305]	[37302305]
978_7197	chr7	73572817	73573217	+	1000	161.0	[10.262452]	[123]	[10.258007]	[123]	[73573002]	[73573002]
978_7205	chr1	27099155	27099555	+	1000	160.0	[11.221731]	[103]	[11.219207]	[103]	[27099357]	[27099357]
978_721	chr3	36993253	36993653	+	1000	530.0	[7.2442226]	[124]	[7.2470746]	[124]	[36993477]	[36993477]
978_7213	chr1	236524377	236524777	+	1000	160.0	[7.544101]	[105]	[7.544609]	[105]	[236524571]	[236524571]
978_7216	chr10	44788853	44789253	+	1000	160.0	[6.636649, 6.8402786]	[81, 92]	[6.6373777, 6.8446813]	[81, 92]	[44789030, 44789041]	[44789030, 44789041]
978_7223	chr11	124535835	124536235	+	1000	160.0	[11.829637]	[90]	[11.829541]	[90]	[124536021]	[124536021]
978_7226	chr15	31870584	31870984	+	1000	160.0	[15.207571]	[106]	[15.2031975]	[106]	[31870785]	[31870785]
978_7228	chr15	82262548	82262948	+	1000	160.0	[6.639577]	[115]	[6.6294465]	[115]	[82262759]	[82262759]
978_723	chr4	4248031	4248431	+	1000	530.0	[14.781521]	[97]	[14.786572]	[97]	[4248228]	[4248228]
978_724	chr4	41990292	41990692	+	1000	530.0	[13.05547, 6.7725625]	[77, 117]	[13.05217, 6.775928]	[77, 117]	[41990461, 41990501]	[41990461, 41990501]
978_7255	chr4	151015629	151016029	+	1000	160.0	[8.045999]	[82]	[8.046788]	[82]	[151015810]	[151015810]
978_7264	chr8	38153839	38154239	+	1000	160.0	[9.292014]	[221]	[9.294987]	[221]	[38154089]	[38154089]
978_7267	chr9	114587512	114587912	+	1000	160.0	[7.9325914, 10.145118]	[93, 98]	[7.939101, 10.148652]	[93, 98]	[114587701, 114587706]	[114587701, 114587706]
978_7286	chr11	65477318	65477718	+	1000	159.0	[9.420192]	[206]	[9.423855]	[206]	[65477563]	[65477563]
978_729	chr9	37465256	37465656	+	1000	529.0	[10.688565]	[87]	[10.688251]	[87]	[37465443]	[37465443]
978_73	chr7	45768864	45769264	+	1000	735.0	[8.179015, 16.142324, 8.323805]	[64, 89, 139]	[8.183271, 16.14747, 8.322304]	[64, 89, 139]	[45769027, 45769052, 45769102]	[45769027, 45769052, 45769102]
978_7310	chr2	46315156	46315556	+	1000	159.0	[8.218964]	[89]	[8.223481]	[89]	[46315311]	[46315311]
978_7313	chr20	34876173	34876573	+	1000	159.0	[7.476592]	[113]	[7.4812384]	[113]	[34876378]	[34876378]
978_7328	chr5	95858838	95859238	+	1000	159.0	[10.956068]	[130]	[10.956586]	[130]	[95859060]	[95859060]
978_736	chr4	105708552	105708952	+	1000	528.0	[13.467644]	[124]	[13.470033]	[124]	[105708776]	[105708776]
978_7376	chr2	176002189	176002589	+	1000	158.0	[9.731573]	[60]	[9.733178]	[60]	[176002348]	[176002348]
978_7382	chr4	26857341	26857741	+	1000	158.0	[11.615365]	[102]	[11.610729]	[102]	[26857542]	[26857542]
978_7390	chr5	139517897	139518297	+	1000	158.0	[11.031514]	[75]	[11.029321]	[75]	[139518061]	[139518061]
978_741	chr1	108746390	108746790	+	1000	526.0	[16.669876]	[105]	[16.670967]	[105]	[108746592]	[108746592]
978_7412	chr1	151327994	151328394	+	1000	157.0	[6.627421]	[149]	[6.63024]	[149]	[151328243]	[151328243]
978_7416	chr1	235050889	235051289	+	1000	157.0	[12.425748]	[109]	[12.425134]	[109]	[235051094]	[235051094]
978_7422	chr11	8913998	8914398	+	1000	157.0	[12.654949]	[89]	[12.652988]	[89]	[8914181]	[8914181]
978_7424	chr11	124079652	124080052	+	1000	157.0	[8.325397]	[109]	[8.330657]	[109]	[124079847]	[124079847]
978_7427	chr13	96052589	96052989	+	1000	157.0	[9.817337]	[90]	[9.817062]	[90]	[96052779]	[96052779]
978_743	chr16	75623102	75623502	+	1000	526.0	[15.951286]	[90]	[15.954849]	[90]	[75623288]	[75623288]
978_7439	chr19	2035062	2035462	+	1000	157.0	[11.304915]	[104]	[11.304689]	[104]	[2035252]	[2035252]
978_744	chr2	233251375	233251775	+	1000	526.0	[10.311002]	[86]	[10.313654]	[86]	[233251560]	[233251560]
978_7444	chr2	23757673	23758073	+	1000	157.0	[11.860208]	[86]	[11.86433]	[86]	[23757855]	[23757855]
978_746	chr4	185425806	185426206	+	1000	526.0	[14.33393]	[95]	[14.333154]	[95]	[185426001]	[185426001]
978_7469	chr7	131111223	131111623	+	1000	157.0	[6.5606966]	[125]	[6.5660453]	[125]	[131111436]	[131111436]
978_748	chr9	32572976	32573376	+	1000	526.0	[10.6981535]	[102]	[10.697478]	[102]	[32573177]	[32573177]
978_7480	chr1	59361778	59362178	+	1000	156.0	[12.465341, 9.077847]	[84, 96]	[12.468481, 9.074542]	[84, 96]	[59361961, 59361973]	[59361961, 59361973]
978_7484	chr10	683345	683745	+	1000	156.0	[7.377043]	[96]	[7.3792686]	[96]	[683538]	[683538]
978_7485	chr11	64181510	64181910	+	1000	156.0	[11.776649, 7.013176]	[101, 106]	[11.778997, 7.0127325]	[101, 106]	[64181709, 64181714]	[64181709, 64181714]
978_7489	chr12	62260185	62260585	+	1000	156.0	[6.5144114]	[58]	[6.5095563]	[58]	[62260337]	[62260337]
978_749	chr9	120842902	120843302	+	1000	526.0	[7.815202]	[87]	[7.8168077]	[87]	[120843084]	[120843084]
978_7491	chr14	20454962	20455362	+	1000	156.0	[7.3835893]	[117]	[7.383334]	[117]	[20455177]	[20455177]
978_7497	chr15	90955068	90955468	+	1000	156.0	[14.168515]	[97]	[14.16889]	[97]	[90955254]	[90955254]
978_7518	chr2	201182880	201183280	+	1000	156.0	[8.094845, 9.629015]	[107, 110]	[8.100879, 9.630366]	[107, 110]	[201183087, 201183090]	[201183087, 201183090]
978_7522	chr20	56362866	56363266	+	1000	156.0	[7.602128]	[117]	[7.6158166]	[117]	[56363076]	[56363076]
978_7531	chr5	69217554	69217954	+	1000	156.0	[11.888584]	[85]	[11.884313]	[85]	[69217733]	[69217733]
978_7538	chr6	135052891	135053291	+	1000	156.0	[11.523468]	[81]	[11.521099]	[81]	[135053069]	[135053069]
978_7552	chrX	153972502	153972902	+	1000	156.0	[6.586712]	[90]	[6.5892787]	[90]	[153972691]	[153972691]
978_7553	chr1	25875528	25875928	+	1000	155.0	[8.568765, 12.304971]	[111, 131]	[8.5715885, 12.310511]	[111, 131]	[25875732, 25875752]	[25875732, 25875752]
978_7554	chr1	27391536	27391936	+	1000	155.0	[6.5491757, 16.884579]	[90, 99]	[6.545213, 16.886318]	[90, 99]	[27391724, 27391733]	[27391724, 27391733]
978_7555	chr1	45913313	45913713	+	1000	155.0	[9.1265745]	[152]	[9.129435]	[152]	[45913556]	[45913556]
978_756	chr2	24971929	24972329	+	1000	525.0	[12.520289]	[92]	[12.51801]	[92]	[24972121]	[24972121]
978_7562	chr11	326956	327356	+	1000	155.0	[7.498945, 17.919245]	[97, 102]	[7.5042353, 17.916649]	[97, 102]	[327152, 327157]	[327152, 327157]
978_7567	chr12	132529919	132530319	+	1000	155.0	[7.4060693]	[77]	[7.404221]	[77]	[132530093]	[132530093]
978_7570	chr15	29821313	29821713	+	1000	155.0	[12.179617]	[118]	[12.185921]	[118]	[29821525]	[29821525]
978_758	chr4	108620278	108620678	+	1000	525.0	[6.767462]	[132]	[6.7568216]	[132]	[108620509]	[108620509]
978_759	chr7	140696458	140696858	+	1000	525.0	[16.747326]	[95]	[16.744183]	[95]	[140696651]	[140696651]
978_7591	chr19	39412654	39413054	+	1000	155.0	[10.418161]	[113]	[10.422087]	[113]	[39412862]	[39412862]
978_7595	chr2	43996168	43996568	+	1000	155.0	[8.149755]	[141]	[8.143005]	[141]	[43996405]	[43996405]
978_760	chr19	54448972	54449372	+	1000	524.0	[13.463008]	[100]	[13.46624]	[100]	[54449170]	[54449170]
978_7603	chr3	112561799	112562199	+	1000	155.0	[9.762092]	[135]	[9.766575]	[135]	[112561975]	[112561975]
978_7606	chr4	1855212	1855612	+	1000	155.0	[7.576135]	[101]	[7.5788393]	[101]	[1855405]	[1855405]
978_7612	chr6	33418997	33419397	+	1000	155.0	[9.797037, 11.858411]	[64, 110]	[9.7969265, 11.857005]	[64, 110]	[33419155, 33419201]	[33419155, 33419201]
978_762	chr5	140401389	140401789	+	1000	524.0	[6.609305]	[102]	[6.6052084]	[102]	[140401582]	[140401582]
978_763	chr1	6579801	6580201	+	1000	523.0	[13.410872]	[97]	[13.409472]	[97]	[6579996]	[6579996]
978_7644	chr17	4790241	4790641	+	1000	154.0	[13.158185]	[68]	[13.159421]	[68]	[4790408]	[4790408]
978_7654	chr19	32971974	32972374	+	1000	154.0	[10.163029]	[109]	[10.154256]	[109]	[32972164]	[32972164]
978_7655	chr19	48726576	48726976	+	1000	154.0	[8.931765]	[153]	[8.92402]	[153]	[48726822]	[48726822]
978_7656	chr2	118803036	118803436	+	1000	154.0	[6.780924]	[115]	[6.773582]	[115]	[118803232]	[118803232]
978_7658	chr21	42415017	42415417	+	1000	154.0	[12.050851]	[104]	[12.049147]	[104]	[42415216]	[42415216]
978_7667	chr7	1115724	1116124	+	1000	154.0	[11.889219, 12.771417]	[181, 236]	[11.887113, 12.76728]	[181, 236]	[1115909, 1115964]	[1115909, 1115964]
978_767	chr19	9621038	9621438	+	1000	523.0	[15.907213]	[107]	[15.904214]	[107]	[9621244]	[9621244]
978_7674	chr7	107167804	107168204	+	1000	154.0	[6.826663]	[79]	[6.829365]	[79]	[107167966]	[107167966]
978_7679	chr1	35506493	35506893	+	1000	153.0	[8.040052]	[96]	[8.038897]	[96]	[35506688]	[35506688]
978_7688	chr10	124418729	124419129	+	1000	153.0	[6.8924265]	[102]	[6.8916984]	[102]	[124418922]	[124418922]
978_771	chr22	20917108	20917508	+	1000	522.0	[12.123762]	[146]	[12.120462]	[146]	[20917350]	[20917350]
978_7729	chr3	39485562	39485962	+	1000	153.0	[12.570945]	[113]	[12.568956]	[113]	[39485770]	[39485770]
978_7736	chr4	105146616	105147016	+	1000	153.0	[6.845478]	[113]	[6.850098]	[113]	[105146823]	[105146823]
978_7738	chr5	76608883	76609283	+	1000	153.0	[10.510475, 8.886029]	[91, 106]	[10.506778, 8.880644]	[91, 106]	[76609069, 76609084]	[76609069, 76609084]
978_7746	chr6	170024042	170024442	+	1000	153.0	[17.009752, 16.760004, 16.409533]	[54, 87, 122]	[17.008862, 16.761343, 16.407368]	[54, 87, 122]	[170024195, 170024228, 170024263]	[170024195, 170024228, 170024263]
978_7757	chr9	133406782	133407182	+	1000	153.0	[8.878784]	[83]	[8.874671]	[83]	[133406954]	[133406954]
978_7758	chrX	101617806	101618206	+	1000	153.0	[9.378551, 9.264997]	[90, 101]	[9.37639, 9.267483]	[90, 101]	[101617991, 101618002]	[101617991, 101618002]
978_7761	chr1	3349169	3349569	+	1000	152.0	[6.9449253, 10.165297]	[77, 97]	[6.942383, 10.1720295]	[77, 97]	[3349344, 3349364]	[3349344, 3349364]
978_7769	chr1	167556101	167556501	+	1000	152.0	[6.869997, 11.9112]	[82, 109]	[6.8712354, 11.91439]	[82, 109]	[167556281, 167556308]	[167556281, 167556308]
978_7772	chr1	244918774	244919174	+	1000	152.0	[6.722393]	[120]	[6.720478]	[120]	[244918992]	[244918992]
978_778	chr12	71663692	71664092	+	1000	521.0	[8.285771]	[101]	[8.288071]	[101]	[71663886]	[71663886]
978_7785	chr15	72375837	72376237	+	1000	152.0	[7.901681]	[116]	[7.904285]	[116]	[72376053]	[72376053]
978_7796	chr19	45938666	45939066	+	1000	152.0	[12.38397, 6.468953, 8.482476]	[77, 87, 127]	[12.385931, 6.4733877, 8.484382]	[77, 87, 127]	[45938839, 45938849, 45938889]	[45938839, 45938849, 45938889]
978_78	chr1	229508161	229508561	+	1000	727.0	[10.871085]	[91]	[10.870363]	[91]	[229508352]	[229508352]
978_7823	chr6	119349603	119350003	+	1000	152.0	[8.067182]	[120]	[8.06353]	[120]	[119349815]	[119349815]
978_783	chr9	132079713	132080113	+	1000	521.0	[6.894618]	[95]	[6.8871784]	[95]	[132079904]	[132079904]
978_7830	chr8	37864350	37864750	+	1000	152.0	[9.19771]	[80]	[9.200626]	[80]	[37864527]	[37864527]
978_7839	chr1	46156573	46156973	+	1000	151.0	[7.631096]	[103]	[7.63795]	[103]	[46156767]	[46156767]
978_7841	chr1	113659015	113659415	+	1000	151.0	[7.248656]	[113]	[7.25152]	[113]	[113659224]	[113659224]
978_786	chr6	30326969	30327369	+	1000	520.0	[11.617189]	[100]	[11.619678]	[100]	[30327154]	[30327154]
978_7878	chr2	168803242	168803642	+	1000	151.0	[11.252081]	[76]	[11.25445]	[76]	[168803417]	[168803417]
978_7881	chr2	241315038	241315438	+	1000	151.0	[6.5174446]	[128]	[6.5141225]	[128]	[241315250]	[241315250]
978_7888	chr4	159048143	159048543	+	1000	151.0	[9.408907]	[96]	[9.411664]	[96]	[159048339]	[159048339]
978_789	chr19	39391064	39391464	+	1000	519.0	[12.181772]	[111]	[12.182963]	[111]	[39391267]	[39391267]
978_7892	chr6	2448984	2449384	+	1000	151.0	[16.160658]	[107]	[16.158653]	[107]	[2449182]	[2449182]
978_7900	chr7	1117166	1117566	+	1000	151.0	[12.771417, 12.907722]	[85, 138]	[12.76728, 12.904704]	[85, 138]	[1117347, 1117400]	[1117347, 1117400]
978_7901	chr7	25855055	25855455	+	1000	151.0	[8.681785]	[95]	[8.677739]	[95]	[25855244]	[25855244]
978_7912	chr1	26723598	26723998	+	1000	150.0	[8.31365]	[116]	[8.311829]	[116]	[26723807]	[26723807]
978_7917	chr1	119645873	119646273	+	1000	150.0	[13.219088]	[107]	[13.221771]	[107]	[119646074]	[119646074]
978_793	chr4	118685134	118685534	+	1000	519.0	[12.468486]	[83]	[12.477867]	[83]	[118685316]	[118685316]
978_7937	chr16	89828308	89828708	+	1000	150.0	[6.8619504]	[138]	[6.8538055]	[138]	[89828534]	[89828534]
978_7938	chr17	17028064	17028464	+	1000	150.0	[8.349497]	[109]	[8.348798]	[109]	[17028263]	[17028263]
978_7941	chr19	7611540	7611940	+	1000	150.0	[7.9972725]	[103]	[7.993976]	[103]	[7611743]	[7611743]
978_7950	chr2	45786199	45786599	+	1000	150.0	[12.29785]	[96]	[12.294736]	[96]	[45786385]	[45786385]
978_796	chr14	55026958	55027358	+	1000	518.0	[10.323217]	[97]	[10.330658]	[97]	[55027153]	[55027153]
978_7974	chr6	3063704	3064104	+	1000	150.0	[11.813207]	[120]	[11.824098]	[120]	[3063915]	[3063915]
978_798	chr2	127700557	127700957	+	1000	518.0	[10.008526]	[69]	[10.009608]	[69]	[127700721]	[127700721]
978_8	chrM	9602	10002	+	1000	806.0	[7.5333614]	[125]	[7.5363445]	[125]	[9820]	[9820]
978_8003	chr10	102478988	102479388	+	1000	149.0	[6.6091657]	[177]	[6.6005692]	[177]	[102479225]	[102479225]
978_8004	chr11	460575	460975	+	1000	149.0	[7.670918]	[156]	[7.660054]	[156]	[460821]	[460821]
978_8006	chr11	113587413	113587813	+	1000	149.0	[6.8071012]	[100]	[6.809879]	[100]	[113587596]	[113587596]
978_8012	chr15	66505080	66505480	+	1000	149.0	[10.757328]	[93]	[10.756086]	[93]	[66505269]	[66505269]
978_8021	chr17	79835930	79836330	+	1000	149.0	[9.68458]	[118]	[9.678311]	[118]	[79836146]	[79836146]
978_8031	chr19	55197519	55197919	+	1000	149.0	[8.465449]	[111]	[8.463273]	[111]	[55197726]	[55197726]
978_8037	chr20	25195495	25195895	+	1000	149.0	[12.111032]	[98]	[12.102635]	[98]	[25195690]	[25195690]
978_8041	chr3	49007040	49007440	+	1000	149.0	[7.131023]	[149]	[7.1328025]	[149]	[49007273]	[49007273]
978_8044	chr4	6693541	6693941	+	1000	149.0	[6.872001]	[91]	[6.8772087]	[91]	[6693730]	[6693730]
978_8047	chr4	86934657	86935057	+	1000	149.0	[8.723651]	[102]	[8.719753]	[102]	[86934855]	[86934855]
978_8048	chr4	88823588	88823988	+	1000	149.0	[13.496626]	[104]	[13.494637]	[104]	[88823791]	[88823791]
978_8049	chr5	132070701	132071101	+	1000	149.0	[9.652186]	[110]	[9.6532955]	[110]	[132070911]	[132070911]
978_8051	chr6	27250890	27251290	+	1000	149.0	[7.758052]	[137]	[7.760404]	[137]	[27251112]	[27251112]
978_807	chr20	32109518	32109918	+	1000	517.0	[13.632834]	[90]	[13.63051]	[90]	[32109706]	[32109706]
978_8072	chr1	149928136	149928536	+	1000	148.0	[11.110557]	[74]	[11.109571]	[74]	[149928309]	[149928309]
978_8074	chr1	208184305	208184705	+	1000	148.0	[8.130937]	[84]	[8.134564]	[84]	[208184474]	[208184474]
978_8084	chr12	49741945	49742345	+	1000	148.0	[13.413516]	[95]	[13.41664]	[95]	[49742131]	[49742131]
978_8090	chr15	64835734	64836134	+	1000	148.0	[11.180648]	[107]	[11.188689]	[107]	[64835939]	[64835939]
978_8096	chr16	88617309	88617709	+	1000	148.0	[7.6824393]	[89]	[7.6896415]	[89]	[88617498]	[88617498]
978_81	chr11	4094584	4094984	+	1000	725.0	[11.060568]	[86]	[11.058434]	[86]	[4094770]	[4094770]
978_8113	chr19	51340287	51340687	+	1000	148.0	[8.943425]	[58]	[8.942693]	[58]	[51340438]	[51340438]
978_812	chrM	9123	9523	+	1000	517.0	[9.833496]	[79]	[9.8274]	[79]	[9302]	[9302]
978_8126	chr4	102826757	102827157	+	1000	148.0	[6.4598403]	[98]	[6.4634895]	[98]	[102826954]	[102826954]
978_813	chr17	7252312	7252712	+	1000	516.0	[8.14769]	[90]	[8.143192]	[90]	[7252500]	[7252500]
978_8134	chr6	73134508	73134908	+	1000	148.0	[8.552071]	[105]	[8.548545]	[105]	[73134710]	[73134710]
978_814	chr20	23357932	23358332	+	1000	516.0	[9.07228]	[90]	[9.070173]	[90]	[23358121]	[23358121]
978_8159	chr1	244299413	244299813	+	1000	147.0	[6.649931]	[105]	[6.6516685]	[105]	[244299613]	[244299613]
978_8175	chr16	14974908	14975308	+	1000	147.0	[10.740519]	[104]	[10.74711]	[104]	[14975103]	[14975103]
978_8192	chr2	223725553	223725953	+	1000	147.0	[10.856768]	[95]	[10.856753]	[95]	[223725747]	[223725747]
978_82	chr7	66493392	66493792	+	1000	724.0	[13.118579, 14.744181]	[62, 112]	[13.115225, 14.744892]	[62, 112]	[66493552, 66493602]	[66493552, 66493602]
978_820	chr1	36464225	36464625	+	1000	514.0	[8.945531]	[102]	[8.948365]	[102]	[36464425]	[36464425]
978_821	chr11	62622000	62622400	+	1000	514.0	[16.962048]	[101]	[16.963886]	[101]	[62622201]	[62622201]
978_822	chr17	15999515	15999915	+	1000	514.0	[11.212371]	[87]	[11.214446]	[87]	[15999700]	[15999700]
978_8231	chr1	244047584	244047984	+	1000	146.0	[7.688001, 8.121038]	[81, 89]	[7.6878304, 8.124799]	[81, 89]	[244047763, 244047771]	[244047763, 244047771]
978_8238	chr11	8029967	8030367	+	1000	146.0	[7.8525057]	[99]	[7.8520045]	[99]	[8030159]	[8030159]
978_8247	chr12	109715236	109715636	+	1000	146.0	[11.080514, 12.572374]	[105, 125]	[11.081817, 12.566769]	[105, 125]	[109715441, 109715461]	[109715441, 109715461]
978_8256	chr17	18625444	18625844	+	1000	146.0	[16.747688, 13.773915]	[113, 130]	[16.743818, 13.767311]	[113, 130]	[18625655, 18625672]	[18625655, 18625672]
978_8267	chr2	68849596	68849996	+	1000	146.0	[11.611637]	[84]	[11.6193905]	[84]	[68849776]	[68849776]
978_8268	chr2	74147733	74148133	+	1000	146.0	[6.81726]	[73]	[6.821133]	[73]	[74147895]	[74147895]
978_8276	chr22	32475003	32475403	+	1000	146.0	[7.3151207]	[89]	[7.32307]	[89]	[32475189]	[32475189]
978_8282	chr4	145179487	145179887	+	1000	146.0	[10.064693]	[99]	[10.066599]	[99]	[145179683]	[145179683]
978_8285	chr5	181160474	181160874	+	1000	146.0	[10.920003]	[60]	[10.929556]	[60]	[181160631]	[181160631]
978_829	chr1	112619499	112619899	+	1000	513.0	[12.906274]	[95]	[12.9085245]	[95]	[112619690]	[112619690]
978_8299	chr7	138000328	138000728	+	1000	146.0	[8.125562]	[107]	[8.125353]	[107]	[138000533]	[138000533]
978_8303	chr8	6406380	6406780	+	1000	146.0	[6.853029]	[93]	[6.8515134]	[93]	[6406565]	[6406565]
978_8306	chr8	141265437	141265837	+	1000	146.0	[14.243037, 8.07527]	[80, 105]	[14.246646, 8.086326]	[80, 105]	[141265616, 141265641]	[141265616, 141265641]
978_833	chr11	95790213	95790613	+	1000	512.0	[16.286053]	[87]	[16.283794]	[87]	[95790399]	[95790399]
978_8331	chr12	45991879	45992279	+	1000	145.0	[6.4533134]	[122]	[6.455516]	[122]	[45992093]	[45992093]
