#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_1	chr7	4775392	4775792	+	1000	1223.0	[11.787619, 12.827876, 12.827922]	[83, 95, 127]	[6.3357368, 12.086817, 12.367886]	[83, 95, 127]	[4775572, 4775584, 4775616]	[4775572, 4775584, 4775616]
77_38558	chr19	10389003	10389403	+	794	31.0	[10.614421]	[153]	[]	[]	[10389233]	[]
77_3857	chr11	69448888	69449288	+	1000	182.0	[13.541038]	[94]	[13.783291]	[94]	[69449078]	[69449078]
77_38581	chr19	18486383	18486783	+	711	31.0	[7.0585303]	[156]	[7.464764]	[156]	[18486616]	[18486616]
77_38588	chr19	34733385	34733785	+	601	31.0	[6.539664]	[99]	[]	[]	[34733571]	[]
77_3859	chr15	35306711	35307111	+	1000	182.0	[12.61677]	[105]	[13.817017]	[105]	[35306911]	[35306911]
77_38593	chr19	38418150	38418550	+	547	31.0	[6.4237375, 9.838144]	[128, 183]	[9.018112]	[183]	[38418340, 38418395]	[38418395]
77_3860	chr16	71845625	71846025	+	1000	182.0	[12.1433525]	[87]	[11.763137]	[87]	[71845810]	[71845810]
77_38602	chr19	47048522	47048922	+	797	31.0	[6.754243]	[127]	[]	[]	[47048673]	[]
77_38607	chr19	49339546	49339946	+	637	31.0	[6.258595]	[133]	[]	[]	[49339719]	[]
77_38613	chr19	51481286	51481686	+	656	31.0	[8.457079]	[117]	[9.657327]	[117]	[51481488]	[51481488]
77_38614	chr19	51509092	51509492	+	736	31.0	[13.432689]	[85]	[6.9946923, 10.807047]	[78, 85]	[51509255]	[51509248, 51509255]
77_38623	chr2	2120123	2120523	+	774	31.0	[8.312523, 9.885845, 7.099898]	[110, 141, 164]	[6.229783, 6.445126, 10.869158]	[69, 110, 141]	[2120320, 2120351, 2120374]	[2120279, 2120320, 2120351]
77_38628	chr2	11600707	11601107	+	767	31.0	[12.1433525]	[106]	[11.763137]	[106]	[11600904]	[11600904]
77_38631	chr2	12037293	12037693	+	641	31.0	[16.90268]	[104]	[11.66858]	[104]	[12037495]	[12037495]
77_38634	chr2	13104092	13104492	+	713	31.0	[13.541038]	[123]	[13.783291]	[123]	[13104299]	[13104299]
77_38635	chr2	19786680	19787080	+	591	31.0	[6.7957277]	[116]	[11.0465145]	[116]	[19786880]	[19786880]
77_38639	chr2	28274972	28275372	+	810	31.0	[9.018112]	[143]	[9.838144]	[143]	[28275186]	[28275186]
77_38643	chr2	42827652	42828052	+	788	31.0	[]	[]	[8.448225]	[118]	[]	[42827846]
77_38645	chr2	46460349	46460749	+	710	31.0	[6.5320864, 9.651474]	[79, 139]	[6.5320864]	[79]	[46460523, 46460583]	[46460523]
77_38649	chr2	58734304	58734704	+	584	31.0	[10.403315]	[97]	[6.829499]	[97]	[58734464]	[58734464]
77_38662	chr2	75089487	75089887	+	670	31.0	[7.8735733, 6.342368]	[75, 96]	[13.018968]	[96]	[75089658, 75089679]	[75089679]
77_38678	chr2	100274044	100274444	+	835	31.0	[8.754492]	[129]	[13.528555]	[129]	[100274237]	[100274237]
77_38679	chr2	101831799	101832199	+	766	31.0	[9.709861]	[176]	[14.701707]	[176]	[101832038]	[101832038]
77_38688	chr2	157789131	157789531	+	797	31.0	[6.9501348]	[200]	[8.259226]	[200]	[157789370]	[157789370]
77_38689	chr2	165832917	165833317	+	790	31.0	[12.776714]	[108]	[6.5846214]	[108]	[165833122]	[165833122]
77_3869	chr2	96164758	96165158	+	1000	182.0	[14.977686]	[115]	[8.54334]	[115]	[96164967]	[96164967]
77_38697	chr2	176961769	176962169	+	809	31.0	[11.616045]	[114]	[10.658051]	[114]	[176961973]	[176961973]
77_38703	chr2	178603885	178604285	+	823	31.0	[10.719419]	[65]	[9.502248]	[65]	[178604039]	[178604039]
77_38707	chr2	201880573	201880973	+	561	31.0	[9.617748, 7.1788588]	[103, 123]	[]	[]	[201880769, 201880789]	[]
77_38711	chr2	219207178	219207578	+	822	31.0	[9.893727]	[102]	[]	[]	[219207375]	[]
77_38714	chr2	236939715	236940115	+	759	31.0	[13.541038]	[111]	[13.783291]	[111]	[236939904]	[236939904]
77_3872	chr4	163473609	163474009	+	1000	182.0	[12.827922]	[103]	[12.367886]	[103]	[163473802]	[163473802]
77_38728	chr20	32473134	32473534	+	725	31.0	[7.7439175]	[143]	[7.960852]	[143]	[32473349]	[32473349]
77_38734	chr20	37527402	37527802	+	717	31.0	[]	[]	[7.63306]	[152]	[]	[37527626]
77_38742	chr20	45919857	45920257	+	748	31.0	[13.838806]	[130]	[7.6297903]	[130]	[45920062]	[45920062]
77_3875	chr8	26383609	26384009	+	1000	182.0	[8.329096]	[105]	[9.76405]	[105]	[26383812]	[26383812]
77_38757	chr20	61640096	61640496	+	770	31.0	[12.086817]	[91]	[12.827876]	[91]	[61640283]	[61640283]
77_3876	chr8	140337492	140337892	+	1000	182.0	[10.6269045]	[114]	[7.128635, 10.128098]	[106, 114]	[140337706]	[140337698, 140337706]
77_38772	chr21	32757766	32758166	+	759	31.0	[7.348006]	[143]	[]	[]	[32757992]	[]
77_38774	chr21	33880148	33880548	+	858	31.0	[7.777689]	[134]	[7.3176527]	[134]	[33880374]	[33880374]
77_3878	chr1	39574618	39575018	+	1000	181.0	[8.107944]	[99]	[9.2292185]	[99]	[39574813]	[39574813]
77_3879	chr1	172717715	172718115	+	1000	181.0	[6.2301664, 6.679178, 10.477165]	[60, 106, 116]	[8.017387, 9.744501, 9.178057]	[106, 116, 143]	[172717868, 172717914, 172717924]	[172717914, 172717924, 172717951]
77_38796	chr22	16391423	16391823	+	747	31.0	[]	[]	[8.382457]	[128]	[]	[16391647]
77_3881	chr10	63521921	63522321	+	1000	181.0	[8.329096]	[93]	[9.76405]	[93]	[63522113]	[63522113]
77_3882	chr10	77405638	77406038	+	1000	181.0	[6.328512]	[110]	[7.2477355]	[110]	[77405842]	[77405842]
77_38829	chr22	20689702	20690102	+	770	31.0	[6.906407]	[70]	[7.670561]	[70]	[20689855]	[20689855]
77_3883	chr12	6612245	6612645	+	1000	181.0	[7.283927]	[102]	[8.701957, 8.679191]	[102, 120]	[6612445]	[6612445, 6612463]
77_38832	chr22	22406446	22406846	+	824	31.0	[]	[]	[8.113792]	[105]	[]	[22406627]
77_38834	chr22	24651543	24651943	+	762	31.0	[7.4547286]	[65]	[]	[]	[24651700]	[]
77_38846	chr22	42769264	42769664	+	703	31.0	[8.637897]	[92]	[10.218359]	[92]	[42769449]	[42769449]
77_3885	chr12	116559416	116559816	+	1000	181.0	[9.178057]	[113]	[]	[]	[116559621]	[]
77_38850	chr22	50206542	50206942	+	739	31.0	[7.2477355]	[135]	[6.328512]	[135]	[50206767]	[50206767]
77_38853	chr22_KI270733v1_random	24827	25227	+	766	31.0	[7.2477355]	[152]	[6.328512]	[152]	[25057]	[25057]
77_38864	chr3	11581719	11582119	+	641	31.0	[11.66858]	[148]	[16.90268, 7.63306]	[148, 162]	[11581911]	[11581911, 11581925]
77_38871	chr3	14430096	14430496	+	762	31.0	[]	[]	[6.2942066]	[77]	[]	[14430259]
77_38877	chr3	33658577	33658977	+	584	31.0	[7.635921]	[130]	[11.130949]	[130]	[33658800]	[33658800]
77_38879	chr3	38109293	38109693	+	813	31.0	[11.70322]	[78]	[12.678137]	[78]	[38109460]	[38109460]
77_3888	chr15	64105342	64105742	+	1000	181.0	[8.637897]	[112]	[10.218359]	[112]	[64105546]	[64105546]
77_38880	chr3	38656893	38657293	+	760	31.0	[11.637835]	[125]	[]	[]	[38657113]	[]
77_38881	chr3	38834227	38834627	+	800	31.0	[7.345294]	[155]	[6.58816]	[155]	[38834453]	[38834453]
77_38885	chr3	43264168	43264568	+	802	31.0	[12.063598]	[152]	[]	[]	[43264405]	[]
77_38889	chr3	45088611	45089011	+	644	31.0	[8.329096]	[133]	[9.76405]	[133]	[45088844]	[45088844]
77_38898	chr3	52088392	52088792	+	814	31.0	[]	[]	[6.5290837]	[96]	[]	[52088578]
77_38912	chr3	125125877	125126277	+	781	31.0	[13.018968]	[131]	[6.342368]	[131]	[125126089]	[125126089]
77_38913	chr3	126679318	126679718	+	811	31.0	[9.172683]	[124]	[9.172683]	[124]	[126679517]	[126679517]
77_38914	chr3	128603878	128604278	+	646	31.0	[7.128635, 6.923335]	[58, 89]	[8.106478]	[89]	[128604035, 128604066]	[128604066]
77_38917	chr3	139121158	139121558	+	572	31.0	[9.272999]	[126]	[8.317584, 6.647356]	[113, 126]	[139121383]	[139121370, 139121383]
77_38919	chr3	155334759	155335159	+	762	31.0	[7.9826417]	[117]	[9.668331]	[74]	[155334968]	[155334925]
77_3892	chr17	63967981	63968381	+	1000	181.0	[8.980178, 7.8195086, 6.5320864]	[65, 83, 101]	[7.3519254, 6.5320864]	[83, 101]	[63968140, 63968158, 63968176]	[63968158, 63968176]
77_38920	chr3	156643237	156643637	+	698	31.0	[]	[]	[7.9748073]	[86]	[]	[156643397]
77_38925	chr3	193130558	193130958	+	790	31.0	[13.541038]	[135]	[13.783291]	[135]	[193130771]	[193130771]
77_38927	chr3	195550164	195550564	+	759	31.0	[7.3176527]	[119]	[7.777689]	[119]	[195550371]	[195550371]
77_3893	chr19	17717383	17717783	+	1000	181.0	[9.702637]	[126]	[10.161823]	[126]	[17717588]	[17717588]
77_38931	chr3	196279389	196279789	+	746	31.0	[]	[]	[7.748784]	[133]	[]	[196279605]
77_3894	chr19	38899998	38900398	+	1000	181.0	[9.304013]	[123]	[8.789132]	[123]	[38900207]	[38900207]
77_38943	chr4	8199121	8199521	+	574	31.0	[]	[]	[6.4237375]	[209]	[]	[8199340]
77_3895	chr2	42361324	42361724	+	1000	181.0	[6.3285766]	[106]	[]	[]	[42361529]	[]
77_38952	chr4	71198954	71199354	+	790	31.0	[9.3939]	[89]	[7.743174, 9.873362]	[89, 133]	[71199138]	[71199138, 71199182]
77_38956	chr4	98674144	98674544	+	749	31.0	[14.701707]	[152]	[9.709861]	[152]	[98674366]	[98674366]
77_3896	chr2	112176145	112176545	+	1000	181.0	[10.415798]	[98]	[11.858298]	[98]	[112176342]	[112176342]
77_38963	chr4	127400730	127401130	+	601	31.0	[10.691777]	[102]	[10.691777]	[102]	[127400915]	[127400915]
77_38971	chr4	169079984	169080384	+	829	31.0	[]	[]	[6.5290837, 8.625433]	[132, 160]	[]	[169080195, 169080223]
77_38974	chr4	184097169	184097569	+	707	31.0	[8.604708]	[153]	[12.863889]	[153]	[184097387]	[184097387]
77_38976	chr5	1089708	1090108	+	667	31.0	[9.702637]	[133]	[10.161823]	[133]	[1089928]	[1089928]
77_38977	chr5	1271469	1271869	+	792	31.0	[6.712904, 6.712904]	[114, 151]	[6.523232, 7.0931196, 6.523232, 7.0931196]	[106, 114, 143, 151]	[1271665, 1271702]	[1271657, 1271665, 1271694, 1271702]
77_38980	chr5	3048178	3048578	+	628	31.0	[7.9271264]	[74]	[8.668185]	[74]	[3048347]	[3048347]
77_38981	chr5	5390137	5390537	+	723	31.0	[]	[]	[10.389888]	[90]	[]	[5390309]
77_38982	chr5	6759336	6759736	+	647	31.0	[10.691777]	[120]	[10.691777]	[120]	[6759520]	[6759520]
77_38988	chr5	14292986	14293386	+	752	31.0	[13.988545]	[95]	[8.013387]	[95]	[14293162]	[14293162]
77_39002	chr5	93277146	93277546	+	771	31.0	[9.242645]	[119]	[7.7994785, 10.902928]	[90, 119]	[93277351]	[93277322, 93277351]
77_39007	chr5	126963806	126964206	+	702	31.0	[9.617748]	[120]	[]	[]	[126964013]	[]
77_3901	chr22	23219823	23220223	+	1000	181.0	[9.489765]	[115]	[7.393316]	[151]	[23220033]	[23220069]
77_39012	chr5	135330892	135331292	+	661	31.0	[10.807047]	[109]	[13.432689]	[109]	[135331092]	[135331092]
77_39035	chr5	173324374	173324774	+	750	31.0	[9.893727]	[59]	[]	[]	[173324532]	[]
77_3905	chr3	113746510	113746910	+	1000	181.0	[11.582319]	[88]	[11.582319]	[88]	[113746696]	[113746696]
77_39059	chr6	11942073	11942473	+	805	31.0	[]	[]	[6.863408]	[150]	[]	[11942285]
77_3906	chr3	131072838	131073238	+	1000	181.0	[11.379028]	[101]	[]	[]	[131073036]	[]
77_39068	chr6	15949223	15949623	+	815	31.0	[7.670561]	[89]	[6.906407]	[89]	[15949410]	[15949410]
77_3907	chr3	160565575	160565975	+	1000	181.0	[8.203105]	[96]	[7.5016646]	[96]	[160565771]	[160565771]
77_39072	chr6	20069129	20069529	+	647	31.0	[6.708792]	[143]	[]	[]	[20069329]	[]
77_39089	chr6	31658146	31658546	+	816	31.0	[7.940864]	[165]	[]	[]	[31658361]	[]
77_39123	chr6	37691979	37692379	+	807	31.0	[6.2093554]	[102]	[]	[]	[37692166]	[]
77_3913	chr7	100177585	100177985	+	1000	181.0	[7.5288043]	[64]	[6.3285575]	[64]	[100177745]	[100177745]
77_39136	chr6	56955816	56956216	+	634	31.0	[]	[]	[8.382457]	[97]	[]	[56956012]
77_3914	chr7	151078054	151078454	+	1000	181.0	[9.2292185]	[100]	[8.107944]	[100]	[151078253]	[151078253]
77_39144	chr6	108002867	108003267	+	819	31.0	[]	[]	[11.236044, 10.464683]	[77, 117]	[]	[108003025, 108003065]
77_39149	chr6	139219347	139219747	+	747	31.0	[8.345455, 7.352332]	[126, 134]	[]	[]	[139219570, 139219578]	[]
77_3915	chr8	30722797	30723197	+	1000	181.0	[9.467608]	[105]	[14.94396]	[105]	[30722999]	[30722999]
77_39154	chr6	149150221	149150621	+	810	31.0	[8.294456]	[134]	[13.988591]	[134]	[149150431]	[149150431]
77_39165	chr6	157182516	157182916	+	721	31.0	[8.509592, 8.988303]	[67, 123]	[]	[]	[157182683, 157182739]	[]
77_39166	chr6	157287973	157288373	+	802	31.0	[11.0465145]	[173]	[9.828855, 6.7957277]	[122, 173]	[157288222]	[157288171, 157288222]
77_39176	chr6	161141140	161141540	+	789	31.0	[]	[]	[9.580803]	[156]	[]	[161141311]
77_39178	chr6	161669706	161670106	+	758	31.0	[12.367886]	[81]	[12.827922]	[81]	[161669884]	[161669884]
77_3918	chr1	88891479	88891879	+	1000	180.0	[9.885845]	[99]	[10.869158]	[99]	[88891673]	[88891673]
77_39190	chr7	16756309	16756709	+	755	31.0	[6.720472]	[184]	[]	[]	[16756553]	[]
77_392	chr5	177303546	177303946	+	1000	694.0	[12.61677]	[96]	[13.817017]	[96]	[177303742]	[177303742]
77_3921	chr1	155910781	155911181	+	1000	180.0	[11.66858]	[133]	[16.90268, 7.5007315]	[133, 140]	[155910999]	[155910999, 155911006]
77_39212	chr7	73438831	73439231	+	796	31.0	[7.7096124]	[83]	[]	[]	[73438997]	[]
77_39219	chr7	95527930	95528330	+	639	31.0	[]	[]	[7.309894]	[105]	[]	[95528128]
77_39233	chr7	101817421	101817821	+	606	31.0	[6.258595]	[78]	[]	[]	[101817582]	[]
77_39238	chr7	104982802	104983202	+	807	31.0	[]	[]	[6.5727334]	[164]	[]	[104983037]
77_39256	chr7	116437845	116438245	+	595	31.0	[6.2599683]	[181]	[9.859934, 7.8892593, 6.5409913]	[161, 168, 181]	[116438070]	[116438050, 116438057, 116438070]
77_39281	chr7	132497492	132497892	+	765	31.0	[12.678137]	[91]	[11.70322, 7.534675]	[91, 106]	[132497678]	[132497678, 132497693]
77_3930	chr20	50292533	50292933	+	1000	180.0	[9.743587]	[106]	[13.777439]	[106]	[50292734]	[50292734]
77_39301	chr7	142491492	142491892	+	602	31.0	[9.178057]	[99]	[]	[]	[142491690]	[]
77_39317	chr7	150944429	150944829	+	666	31.0	[]	[]	[11.322493]	[146]	[]	[150944645]
77_39319	chr7	151233807	151234207	+	668	31.0	[7.0029073]	[128]	[]	[]	[151234009]	[]
77_39322	chr7	151395782	151396182	+	630	31.0	[]	[]	[7.393316]	[164]	[]	[151395960]
77_39332	chr7	155213377	155213777	+	649	31.0	[10.368816]	[215]	[6.768257]	[215]	[155213602]	[155213602]
77_39337	chr7	158782713	158783113	+	821	31.0	[]	[]	[6.884478]	[115]	[]	[158782927]
77_39342	chr7	159033460	159033860	+	747	31.0	[7.283927]	[101]	[8.701957]	[101]	[159033646]	[159033646]
77_39345	chr8	964808	965208	+	660	31.0	[]	[]	[11.603561, 7.3436203]	[93, 124]	[]	[964995, 965026]
77_39358	chr8	37963909	37964309	+	761	31.0	[8.54334, 6.6488357]	[105, 159]	[14.977686]	[105]	[37964082, 37964136]	[37964082]
77_39360	chr8	38450751	38451151	+	804	31.0	[10.442892]	[77]	[9.702682]	[77]	[38450905]	[38450905]
77_39364	chr8	61212420	61212820	+	827	31.0	[10.415798]	[116]	[11.858298]	[116]	[61212621]	[61212621]
77_39368	chr8	87872825	87873225	+	580	31.0	[8.069922]	[132]	[6.411015, 12.923806]	[102, 132]	[87873034]	[87873004, 87873034]
77_3937	chr6	158817201	158817601	+	1000	180.0	[6.5390077]	[118]	[6.2967544]	[118]	[158817411]	[158817411]
77_39370	chr8	98890950	98891350	+	663	31.0	[7.960852]	[123]	[7.7439175]	[123]	[98891156]	[98891156]
77_39374	chr8	115944336	115944736	+	738	31.0	[11.858298]	[98]	[10.415798]	[98]	[115944517]	[115944517]
77_39378	chr8	143572226	143572626	+	722	31.0	[]	[]	[9.548978]	[98]	[]	[143572416]
77_39379	chr8	143910433	143910833	+	805	31.0	[8.203105]	[87]	[7.5016646]	[87]	[143910606]	[143910606]
77_39384	chr9	4924121	4924521	+	784	31.0	[11.487917]	[109]	[6.3393655]	[109]	[4924322]	[4924322]
77_39386	chr9	33427003	33427403	+	819	31.0	[]	[]	[11.236044]	[102]	[]	[33427196]
77_39390	chr9	37955948	37956348	+	722	31.0	[]	[]	[7.091684]	[185]	[]	[37956189]
77_39407	chr9	120865622	120866022	+	811	31.0	[7.5288234, 6.1748533]	[95, 141]	[]	[]	[120865810, 120865856]	[]
77_39433	chr9	132942486	132942886	+	667	31.0	[6.353804]	[153]	[]	[]	[132942721]	[]
77_39437	chr9	134359522	134359922	+	813	31.0	[6.404103]	[95]	[6.638809]	[95]	[134359716]	[134359716]
77_3944	chr10	26637514	26637914	+	1000	179.0	[]	[]	[6.5631666]	[105]	[]	[26637708]
77_39440	chr9	136578843	136579243	+	664	31.0	[7.3394423]	[104]	[]	[]	[136579023]	[]
77_39445	chr9	137115580	137115980	+	603	31.0	[8.473936]	[107]	[8.17788]	[107]	[137115758]	[137115758]
77_39447	chr9	137310668	137311068	+	798	31.0	[8.54334]	[125]	[14.977686]	[125]	[137310889]	[137310889]
77_39448	chr9	137439185	137439585	+	649	31.0	[12.063598]	[145]	[6.1788387]	[134]	[137439418]	[137439407]
77_39451	chrUn_KI270742v1	49426	49826	+	752	31.0	[]	[]	[6.5529537]	[103]	[]	[49626]
77_39454	chrX	402897	403297	+	724	31.0	[10.869158, 6.7006125]	[77, 129]	[9.885845]	[77]	[403071, 403123]	[403071]
77_39456	chrX	7157040	7157440	+	803	31.0	[13.988591]	[115]	[8.294456]	[115]	[7157250]	[7157250]
77_39463	chrX	101383674	101384074	+	691	31.0	[6.638809]	[96]	[6.404103]	[96]	[101383858]	[101383858]
77_39464	chrX	101663850	101664250	+	586	31.0	[7.253612, 12.1433525]	[110, 120]	[8.507662, 11.763137]	[110, 120]	[101664040, 101664050]	[101664040, 101664050]
77_39466	chrX	115562561	115562961	+	787	31.0	[10.128098, 11.66858]	[82, 106]	[10.6269045, 16.90268]	[82, 106]	[115562736, 115562760]	[115562736, 115562760]
77_39473	chrX	140710743	140711143	+	746	31.0	[13.838806]	[142]	[7.6297903]	[142]	[140710953]	[140710953]
77_39481	chr1	2908444	2908844	+	784	30.0	[10.691777]	[133]	[10.691777]	[133]	[2908620]	[2908620]
77_395	chr1	173867988	173868388	+	1000	691.0	[8.017387]	[99]	[7.5545344, 6.679178]	[87, 99]	[173868186]	[173868174, 173868186]
77_39507	chr1	12552045	12552445	+	700	30.0	[7.7439175]	[169]	[7.960852]	[169]	[12552277]	[12552277]
77_39510	chr1	14770806	14771206	+	781	30.0	[9.178057]	[148]	[]	[]	[14771036]	[]
77_39515	chr1	16231921	16232321	+	660	30.0	[]	[]	[6.4237375]	[141]	[]	[16232091]
77_39534	chr1	24765336	24765736	+	713	30.0	[8.904587]	[237]	[]	[]	[24765580]	[]
77_39539	chr1	26374347	26374747	+	700	30.0	[7.3060985, 7.4475, 6.2301664, 6.2301664]	[104, 120, 125, 145]	[8.659331, 7.4891815]	[130, 160]	[26374541, 26374557, 26374562, 26374582]	[26374567, 26374597]
77_3954	chr3	31456362	31456762	+	1000	179.0	[7.283927, 9.172729]	[95, 122]	[8.701957, 9.453752]	[95, 122]	[31456553, 31456580]	[31456553, 31456580]
77_39555	chr1	30872732	30873132	+	749	30.0	[6.4440656]	[152]	[]	[]	[30872934]	[]
77_39556	chr1	30891072	30891472	+	764	30.0	[6.7136235]	[142]	[7.5288234]	[185]	[30891271]	[30891314]
77_39571	chr1	39262745	39263145	+	649	30.0	[7.8398476]	[143]	[]	[]	[39262956]	[]
77_39591	chr1	50977037	50977437	+	710	30.0	[]	[]	[7.8892593]	[153]	[]	[50977223]
77_39603	chr1	61403818	61404218	+	711	30.0	[8.294456]	[93]	[13.988591]	[93]	[61403983]	[61403983]
77_39622	chr1	119721905	119722305	+	706	30.0	[10.807047]	[122]	[13.432689]	[122]	[119722095]	[119722095]
77_39625	chr1	151056587	151056987	+	610	30.0	[6.584956]	[139]	[8.573829]	[160]	[151056805]	[151056826]
77_3963	chr1	212284624	212285024	+	1000	178.0	[8.882053]	[98]	[10.307449]	[98]	[212284821]	[212284821]
77_39650	chr1	172973393	172973793	+	656	30.0	[8.507662, 9.018112]	[74, 109]	[7.253612, 9.838144]	[74, 109]	[172973564, 172973599]	[172973564, 172973599]
77_39654	chr1	177939735	177940135	+	682	30.0	[8.637897]	[94]	[10.218359]	[94]	[177939927]	[177939927]
77_39657	chr1	179002770	179003170	+	752	30.0	[]	[]	[7.3660154]	[113]	[]	[179002982]
77_3966	chr16	86905297	86905697	+	1000	178.0	[7.283927, 8.457079]	[75, 105]	[8.701957, 12.063598, 9.657327]	[75, 90, 105]	[86905469, 86905499]	[86905469, 86905484, 86905499]
77_39666	chr1	203496880	203497280	+	741	30.0	[6.342368]	[188]	[13.018968]	[188]	[203497127]	[203497127]
77_39669	chr1	203693185	203693585	+	747	30.0	[8.045286]	[127]	[8.58411]	[127]	[203693405]	[203693405]
77_39678	chr1	207019097	207019497	+	658	30.0	[7.393316]	[150]	[]	[]	[207019312]	[]
77_39691	chr1	221839768	221840168	+	621	30.0	[]	[]	[6.372857]	[146]	[]	[221839920]
77_39699	chr1	224456723	224457123	+	574	30.0	[8.6623335]	[197]	[]	[]	[224456945]	[]
77_39701	chr1	225489122	225489522	+	777	30.0	[7.7439175]	[164]	[7.960852]	[164]	[225489344]	[225489344]
77_39723	chr10	135742	136142	+	722	30.0	[6.6544814]	[75]	[6.8118615]	[75]	[135894]	[135894]
77_39724	chr10	1189767	1190167	+	720	30.0	[7.5941787]	[93]	[7.5772552]	[93]	[1189935]	[1189935]
77_39725	chr10	1228428	1228828	+	743	30.0	[11.66858]	[147]	[16.90268]	[147]	[1228669]	[1228669]
77_39727	chr10	3630185	3630585	+	733	30.0	[6.342368]	[108]	[13.018968]	[108]	[3630393]	[3630393]
77_39736	chr10	28019774	28020174	+	692	30.0	[9.657327]	[103]	[8.457079]	[103]	[28019975]	[28019975]
77_3974	chr22	23197853	23198253	+	1000	178.0	[12.367886]	[110]	[12.827922]	[110]	[23198057]	[23198057]
77_39743	chr10	43197967	43198367	+	699	30.0	[9.178057]	[158]	[]	[]	[43198185]	[]
77_3977	chr3	184185740	184186140	+	1000	178.0	[7.7994785]	[121]	[]	[]	[184185959]	[]
77_39770	chr10	71817480	71817880	+	775	30.0	[7.5941787]	[130]	[7.5772552]	[130]	[71817644]	[71817644]
77_39778	chr10	77480188	77480588	+	603	30.0	[11.616045]	[126]	[10.658051]	[126]	[77480396]	[77480396]
77_39779	chr10	78908040	78908440	+	771	30.0	[8.637897]	[157]	[10.218359]	[157]	[78908268]	[78908268]
77_39784	chr10	95479445	95479845	+	745	30.0	[7.1582875]	[113]	[10.008997]	[113]	[95479656]	[95479656]
77_3979	chr5	71932943	71933343	+	1000	178.0	[13.018968]	[87]	[6.342368]	[87]	[71933123]	[71933123]
77_39793	chr10	121363234	121363634	+	695	30.0	[10.218359]	[115]	[8.637897]	[115]	[121363431]	[121363431]
77_39795	chr10	132375275	132375675	+	578	30.0	[14.977686]	[128]	[8.54334]	[128]	[132375501]	[132375501]
77_39796	chr10	133455628	133456028	+	654	30.0	[9.242645]	[133]	[10.902928]	[133]	[133455841]	[133455841]
77_39799	chr11	1299642	1300042	+	685	30.0	[]	[]	[7.4547286]	[67]	[]	[1299805]
77_398	chr1	45011936	45012336	+	1000	690.0	[12.742989]	[107]	[7.5088897]	[107]	[45012141]	[45012141]
77_3980	chr5	177312073	177312473	+	1000	178.0	[]	[]	[7.9483685]	[150]	[]	[177312323]
77_39800	chr11	1460987	1461387	+	566	30.0	[10.807047]	[142]	[13.432689]	[142]	[1461200]	[1461200]
77_39803	chr11	2415909	2416309	+	713	30.0	[]	[]	[7.4192643]	[169]	[]	[2416152]
77_39804	chr11	3049867	3050267	+	583	30.0	[11.616045]	[141]	[10.658051]	[141]	[3050070]	[3050070]
77_39810	chr11	12281815	12282215	+	613	30.0	[]	[]	[6.4237375, 6.4237375]	[129, 155]	[]	[12282025, 12282051]
77_39827	chr11	60952026	60952426	+	729	30.0	[6.5846214]	[108]	[12.776714, 9.648472]	[108, 151]	[60952229]	[60952229, 60952272]
77_39828	chr11	61585151	61585551	+	700	30.0	[12.827922, 8.253789]	[78, 118]	[12.367886]	[78]	[61585318, 61585358]	[61585318]
77_39836	chr11	65489222	65489622	+	586	30.0	[7.4891815]	[166]	[]	[]	[65489467]	[]
77_39847	chr11	76163211	76163611	+	750	30.0	[9.172683]	[186]	[9.172683]	[186]	[76163461]	[76163461]
77_39854	chr11	114219751	114220151	+	549	30.0	[]	[]	[8.448225]	[130]	[]	[114219913]
77_39859	chr11	123407345	123407745	+	671	30.0	[7.348006]	[175]	[]	[]	[123407589]	[]
77_39863	chr11	131614680	131615080	+	713	30.0	[12.827922]	[92]	[12.367886]	[92]	[131614859]	[131614859]
77_39864	chr11	133200044	133200444	+	722	30.0	[9.242645]	[107]	[10.902928]	[107]	[133200246]	[133200246]
77_39873	chr12	21773167	21773567	+	590	30.0	[]	[]	[9.617748]	[92]	[]	[21773343]
77_39889	chr12	72466189	72466589	+	793	30.0	[]	[]	[6.7006125, 11.880088]	[123, 156]	[]	[72466396, 72466429]
77_39890	chr12	96398724	96399124	+	730	30.0	[14.977686]	[169]	[8.54334]	[169]	[96398954]	[96398954]
77_39897	chr12	110073204	110073604	+	787	30.0	[6.679178]	[188]	[8.017387]	[188]	[110073440]	[110073440]
77_399	chr16	70800962	70801362	+	1000	690.0	[7.1612864, 9.292656, 11.66858]	[70, 84, 98]	[6.810095, 16.90268]	[70, 98]	[70801128, 70801142, 70801156]	[70801128, 70801156]
77_39900	chr12	115338211	115338611	+	738	30.0	[11.66858]	[80]	[16.90268]	[80]	[115338375]	[115338375]
77_39906	chr12	122423625	122424025	+	628	30.0	[8.106478]	[117]	[6.923335]	[117]	[122423812]	[122423812]
77_3992	chr14	23146554	23146954	+	1000	177.0	[13.018968]	[111]	[6.342368]	[111]	[23146763]	[23146763]
77_39947	chr13	91196250	91196650	+	617	30.0	[]	[]	[9.644843]	[119]	[]	[91196455]
