#PeakID(python scan_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_6295	chr12	96907008	96907408	+	1000	42.0	[]	[]	[9.875818]	[117]	[]	[96907209]
686_6296	chr12	121089370	121089770	+	809	42.0	[]	[]	[6.893543, 7.453959]	[68, 125]	[]	[121089529, 121089586]
686_6298	chr12	122757585	122757985	+	833	42.0	[7.1053114, 13.15916]	[96, 151]	[]	[]	[122757768, 122757823]	[]
686_63	chr1	231240974	231241374	+	1000	404.0	[]	[]	[8.716876]	[94]	[]	[231241160]
686_630	chr10	96090054	96090454	+	1000	171.0	[12.777884, 8.716876]	[100, 163]	[]	[]	[96090238, 96090301]	[]
686_6300	chr13	60395913	60396313	+	1000	42.0	[]	[]	[8.537822, 6.6380315]	[80, 100]	[]	[60396066, 60396086]
686_6301	chr14	39170193	39170593	+	1000	42.0	[]	[]	[9.473548]	[114]	[]	[39170402]
686_6302	chr14	60980943	60981343	+	797	42.0	[8.725028]	[160]	[]	[]	[60981172]	[]
686_6303	chr14	69101229	69101629	+	981	42.0	[7.080435]	[149]	[]	[]	[69101455]	[]
686_6304	chr14	77377110	77377510	+	1000	42.0	[9.550997, 6.659025]	[138, 151]	[7.590616]	[146]	[77377327, 77377340]	[77377335]
686_6305	chr14	90803598	90803998	+	960	42.0	[]	[]	[6.4345636]	[196]	[]	[90803835]
686_6309	chr16	15563536	15563936	+	1000	42.0	[6.401559]	[162]	[]	[]	[15563763]	[]
686_6312	chr16	71896103	71896503	+	1000	42.0	[6.466288]	[178]	[]	[]	[71896304]	[]
686_6314	chr16	83939416	83939816	+	1000	42.0	[9.595095, 8.347088, 6.591644, 13.115062]	[66, 94, 126, 137]	[]	[]	[83939569, 83939597, 83939629, 83939640]	[]
686_6319	chr17	27602811	27603211	+	878	42.0	[]	[]	[16.017126]	[191]	[]	[27603025]
686_632	chr15	72783566	72783966	+	1000	171.0	[]	[]	[9.213819]	[81]	[]	[72783743]
686_6320	chr17	31313913	31314313	+	1000	42.0	[9.854824, 12.777884]	[140, 164]	[]	[]	[31314122, 31314146]	[]
686_6323	chr17	60356206	60356606	+	684	42.0	[16.017126]	[252]	[]	[]	[60356428]	[]
686_6325	chr17	65173344	65173744	+	912	42.0	[]	[]	[8.793456]	[213]	[]	[65173577]
686_6326	chr17	75096333	75096733	+	999	42.0	[]	[]	[7.0279646]	[150]	[]	[75096519]
686_6329	chr18	70205572	70205972	+	884	42.0	[]	[]	[10.744435]	[69]	[]	[70205740]
686_633	chr16	84186872	84187272	+	1000	171.0	[12.777884, 13.115062]	[116, 138]	[]	[]	[84187056, 84187078]	[]
686_6330	chr19	4633102	4633502	+	1000	42.0	[9.449611]	[132]	[]	[]	[4633291]	[]
686_6331	chr19	13921392	13921792	+	614	42.0	[12.590676]	[172]	[]	[]	[13921613]	[]
686_6332	chr19	40221899	40222299	+	695	42.0	[12.590676]	[115]	[]	[]	[40222105]	[]
686_6335	chr2	28594089	28594489	+	1000	42.0	[9.351434]	[125]	[]	[]	[28594309]	[]
686_6336	chr2	58731438	58731838	+	1000	42.0	[9.919916]	[191]	[]	[]	[58731680]	[]
686_6337	chr2	159226140	159226540	+	1000	42.0	[]	[]	[13.115062]	[135]	[]	[159226324]
686_6339	chr2	168796605	168797005	+	1000	42.0	[]	[]	[8.749358, 9.441459]	[111, 163]	[]	[168796790, 168796842]
686_634	chr17	75979397	75979797	+	1000	171.0	[]	[]	[8.716876]	[122]	[]	[75979604]
686_6340	chr2	170862541	170862941	+	1000	42.0	[9.106304]	[151]	[6.5834923]	[121]	[170862783]	[170862753]
686_6341	chr2	170930281	170930681	+	923	42.0	[]	[]	[16.017126, 12.800334]	[138, 157]	[]	[170930459, 170930478]
686_6342	chr20	31951734	31952134	+	690	42.0	[]	[]	[7.9740243]	[128]	[]	[31951893]
686_6344	chr20	50478207	50478607	+	1000	42.0	[]	[]	[13.15916]	[107]	[]	[50478401]
686_6345	chr21	37564025	37564425	+	1000	42.0	[]	[]	[7.3179855]	[108]	[]	[37564220]
686_635	chr20	62937758	62938158	+	1000	171.0	[]	[]	[8.716876]	[142]	[]	[62937969]
686_6350	chr22	22881325	22881725	+	1000	42.0	[]	[]	[8.347088]	[152]	[]	[22881563]
686_6352	chr22	24635099	24635499	+	1000	42.0	[8.24912]	[93]	[16.017126]	[135]	[24635274]	[24635316]
686_6353	chr22	46035840	46036240	+	1000	42.0	[]	[]	[7.1803703, 9.875818]	[176, 184]	[]	[46036066, 46036074]
686_6354	chr3	28241452	28241852	+	827	42.0	[7.405256, 9.026612]	[91, 110]	[]	[]	[28241608, 28241627]	[]
686_6355	chr3	39321507	39321907	+	963	42.0	[12.712791]	[191]	[]	[]	[39321739]	[]
686_6357	chr3	121660758	121661158	+	1000	42.0	[]	[]	[12.800334, 13.502466, 8.224974]	[92, 119, 138]	[]	[121660947, 121660974, 121660993]
686_6358	chr3	121834834	121835234	+	1000	42.0	[7.0454664]	[133]	[]	[]	[121835060]	[]
686_636	chr11	64317437	64317837	+	1000	170.5	[12.777884]	[146]	[7.1500793]	[158]	[64317630]	[64317642]
686_6361	chr5	95631976	95632376	+	583	42.0	[7.8902936]	[115]	[]	[]	[95632181]	[]
686_6363	chr5	173878623	173879023	+	1000	42.0	[13.115062, 8.793456]	[72, 124]	[]	[]	[173878785, 173878837]	[]
686_6364	chr6	10518877	10519277	+	1000	42.0	[9.854824]	[125]	[]	[]	[10519084]	[]
686_6366	chr6	26382490	26382890	+	1000	42.0	[9.026612, 9.026612]	[178, 196]	[]	[]	[26382714, 26382732]	[]
686_6369	chr6	36820744	36821144	+	1000	42.0	[6.69303]	[113]	[]	[]	[36820930]	[]
686_6370	chr6	43391097	43391497	+	1000	42.0	[6.770984, 6.615581]	[130, 136]	[]	[]	[43391282, 43391288]	[]
686_6371	chr6	43575896	43576296	+	1000	42.0	[9.919916]	[99]	[]	[]	[43576068]	[]
686_6372	chr6	52352080	52352480	+	1000	42.0	[8.537822, 9.595095, 7.080435]	[119, 146, 152]	[]	[]	[52352238, 52352265, 52352271]	[]
686_6375	chr7	30771427	30771827	+	1000	42.0	[16.017126]	[146]	[8.3152]	[229]	[30771582]	[30771665]
686_6377	chr7	75627926	75628326	+	1000	42.0	[]	[]	[12.800334]	[74]	[]	[75628097]
686_6378	chr7	102978268	102978668	+	701	42.0	[12.453062]	[74]	[]	[]	[102978442]	[]
686_638	chr17	28357410	28357810	+	1000	170.5	[7.0178514]	[121]	[9.473548, 10.263223]	[81, 102]	[28357626]	[28357586, 28357607]
686_6380	chr7	131327927	131328327	+	1000	42.0	[7.0454664]	[240]	[]	[]	[131328169]	[]
686_6381	chr7	158508280	158508680	+	1000	42.0	[7.1803703]	[109]	[]	[]	[158508469]	[]
686_6385	chr8	144373518	144373918	+	1000	42.0	[9.054054]	[212]	[]	[]	[144373749]	[]
686_6387	chr9	94166644	94167044	+	682	42.0	[]	[]	[9.919916]	[131]	[]	[94166843]
686_6389	chrX	2325149	2325549	+	1000	42.0	[9.136763, 9.136763]	[102, 151]	[]	[]	[2325335, 2325384]	[]
686_6391	chrX	135051963	135052363	+	952	42.0	[8.716876]	[201]	[]	[]	[135052170]	[]
686_6392	chr1	1422894	1423294	+	1000	41.5	[7.7939863]	[111]	[12.777884]	[152]	[1423068]	[1423109]
686_6393	chr1	10474568	10474968	+	1000	41.5	[]	[]	[9.148726]	[162]	[]	[10474775]
686_6394	chr1	31954671	31955071	+	1000	41.5	[6.765284]	[196]	[13.15916]	[146]	[31954921]	[31954871]
686_6396	chr1	36321232	36321632	+	1000	41.5	[6.779136]	[150]	[]	[]	[36321445]	[]
686_6397	chr1	43274257	43274657	+	1000	41.5	[]	[]	[16.017126]	[140]	[]	[43274479]
686_6399	chr1	52330231	52330631	+	1000	41.5	[]	[]	[10.285673]	[198]	[]	[52330443]
686_640	chr21	32727806	32728206	+	1000	170.5	[]	[]	[9.919916, 6.3558517]	[105, 128]	[]	[32728007, 32728030]
686_6402	chr1	109307553	109307953	+	716	41.5	[]	[]	[8.240355]	[157]	[]	[109307777]
686_6403	chr1	155050392	155050792	+	1000	41.5	[8.7393265]	[65]	[]	[]	[155050544]	[]
686_6405	chr1	179953647	179954047	+	1000	41.5	[]	[]	[7.431055]	[159]	[]	[179953857]
686_6407	chr1	193104428	193104828	+	813	41.5	[9.919916]	[71]	[]	[]	[193104587]	[]
686_6408	chr1	207020946	207021346	+	1000	41.5	[9.938401]	[139]	[]	[]	[207021158]	[]
686_6409	chr1	211630145	211630545	+	1000	41.5	[]	[]	[7.971893]	[75]	[]	[211630320]
686_641	chr9	92115212	92115612	+	1000	170.5	[]	[]	[8.52967]	[71]	[]	[92115378]
686_6410	chr10	15434233	15434633	+	1000	41.5	[]	[]	[9.595095]	[135]	[]	[15434441]
686_6411	chr10	42552775	42553175	+	1000	41.5	[7.793728]	[127]	[6.6260953]	[119]	[42552948]	[42552940]
686_6412	chr10	70170304	70170704	+	1000	41.5	[]	[]	[9.875818]	[158]	[]	[70170532]
686_6413	chr10	73956561	73956961	+	1000	41.5	[]	[]	[8.224974]	[203]	[]	[73956799]
686_6418	chr11	93661468	93661868	+	1000	41.5	[9.351434]	[76]	[]	[]	[93661642]	[]
686_642	chr17	73092496	73092896	+	1000	170.0	[]	[]	[16.017126]	[100]	[]	[73092688]
686_6422	chr12	93184298	93184698	+	794	41.5	[16.017126]	[194]	[]	[]	[93184532]	[]
686_6423	chr12	93441883	93442283	+	1000	41.5	[9.919916]	[209]	[]	[]	[93442120]	[]
686_6424	chr12	116359171	116359571	+	1000	41.5	[]	[]	[12.800334]	[169]	[]	[116359381]
686_6426	chr13	39655476	39655876	+	984	41.5	[]	[]	[6.7770047]	[175]	[]	[39655682]
686_6427	chr13	93318531	93318931	+	1000	41.5	[9.441459, 13.15916]	[86, 139]	[]	[]	[93318699, 93318752]	[]
686_6429	chr14	65243846	65244246	+	691	41.5	[10.687102]	[138]	[]	[]	[65244020]	[]
686_6430	chr15	28968592	28968992	+	1000	41.5	[6.568722, 9.942367]	[126, 132]	[]	[]	[28968795, 28968801]	[]
686_6433	chr15	100602125	100602525	+	1000	41.5	[8.240355]	[109]	[]	[]	[100602331]	[]
686_6435	chr16	3187819	3188219	+	980	41.5	[7.3179855]	[149]	[]	[]	[3188025]	[]
686_6436	chr16	3189304	3189704	+	861	41.5	[]	[]	[6.705439]	[154]	[]	[3189519]
686_6438	chr16	81624738	81625138	+	691	41.5	[]	[]	[10.6445]	[226]	[]	[81624981]
686_6439	chr16	85570759	85571159	+	967	41.5	[10.831991]	[105]	[13.115062]	[96]	[85570963]	[85570954]
686_6442	chr17	34988606	34989006	+	1000	41.5	[12.590676, 13.115062, 7.0837836]	[103, 115, 155]	[]	[]	[34988796, 34988808, 34988848]	[]
686_6443	chr17	64448916	64449316	+	793	41.5	[9.854824]	[83]	[6.4718184]	[57]	[64449093]	[64449067]
686_6444	chr18	3604450	3604850	+	1000	41.5	[]	[]	[7.680637]	[183]	[]	[3604660]
686_6449	chr19	4470951	4471351	+	1000	41.5	[]	[]	[8.651784]	[133]	[]	[4471136]
686_645	chr17_GL000205v2_random	87770	88170	+	1000	169.5	[]	[]	[6.69303]	[94]	[]	[87939]
686_6451	chr19	12440877	12441277	+	1000	41.5	[]	[]	[6.4641566]	[163]	[]	[12441094]
686_6452	chr19	17969911	17970311	+	1000	41.5	[7.9299264, 7.1053114]	[76, 137]	[]	[]	[17970076, 17970137]	[]
686_6453	chr19	18417490	18417890	+	1000	41.5	[16.017126]	[184]	[]	[]	[18417728]	[]
686_6456	chr19	55467278	55467678	+	1000	41.5	[]	[]	[6.5834923, 7.5276423]	[87, 106]	[]	[55467439, 55467458]
686_6457	chr19	58408311	58408711	+	1000	41.5	[]	[]	[7.598568]	[165]	[]	[58408541]
686_6458	chr2	75710537	75710937	+	1000	41.5	[9.473548]	[117]	[9.595095]	[94]	[75710747]	[75710724]
686_6459	chr2	126308267	126308667	+	1000	41.5	[12.800334]	[57]	[7.6718717]	[130]	[126308423]	[126308496]
686_646	chr2	48440591	48440991	+	1000	169.5	[12.777884]	[109]	[]	[]	[48440793]	[]
686_6462	chr2	240136165	240136565	+	1000	41.5	[]	[]	[8.716876]	[123]	[]	[240136327]
686_6466	chr21	33541657	33542057	+	1000	41.5	[9.236269, 6.461404]	[201, 239]	[]	[]	[33541866, 33541904]	[]
686_6467	chr21	35102995	35103395	+	972	41.5	[]	[]	[13.15916]	[122]	[]	[35103207]
686_6468	chr21	37370326	37370726	+	1000	41.5	[]	[]	[8.7393265]	[152]	[]	[37370571]
686_647	chr6	41967406	41967806	+	1000	169.5	[]	[]	[8.716876]	[93]	[]	[41967587]
686_6470	chr21	43893812	43894212	+	1000	41.5	[10.758294]	[150]	[7.552349]	[97]	[43894036]	[43893983]
686_6474	chr22	21649927	21650327	+	1000	41.5	[7.0178514]	[200]	[]	[]	[21650104]	[]
686_6477	chr22	22911173	22911573	+	1000	41.5	[8.347088]	[140]	[]	[]	[22911342]	[]
686_648	chr1	31889434	31889834	+	1000	169.0	[]	[]	[16.017126]	[103]	[]	[31889620]
686_6480	chr3	44518221	44518621	+	1000	41.5	[6.511952]	[69]	[]	[]	[44518378]	[]
686_6481	chr3	44966970	44967370	+	1000	41.5	[16.017126]	[102]	[]	[]	[44967163]	[]
686_6482	chr3	46949043	46949443	+	879	41.5	[12.590676]	[173]	[]	[]	[46949232]	[]
686_6485	chr4	473921	474321	+	1000	41.5	[7.6718717]	[128]	[]	[]	[474104]	[]
686_6489	chr4	86936464	86936864	+	1000	41.5	[10.263223]	[171]	[10.6445, 6.8592234]	[98, 116]	[86936703]	[86936630, 86936648]
686_649	chr17	74776172	74776572	+	1000	169.0	[]	[]	[9.919916]	[124]	[]	[74776384]
686_6490	chr4	172998393	172998793	+	1000	41.5	[]	[]	[9.688612]	[162]	[]	[172998633]
686_6492	chr5	54310374	54310774	+	1000	41.5	[]	[]	[6.466288]	[118]	[]	[54310551]
686_6493	chr5	72366315	72366715	+	952	41.5	[]	[]	[12.712791]	[92]	[]	[72366507]
686_6494	chr5	78483704	78484104	+	1000	41.5	[]	[]	[10.6445]	[120]	[]	[78483891]
686_6495	chr5	95554793	95555193	+	1000	41.5	[10.758294]	[151]	[]	[]	[95555016]	[]
686_6497	chr5	139482203	139482603	+	1000	41.5	[11.964272]	[160]	[10.285673]	[146]	[139482412]	[139482398]
686_6498	chr5	139517978	139518378	+	1000	41.5	[]	[]	[6.3787317]	[193]	[]	[139518212]
686_6499	chr6	4647527	4647927	+	1000	41.5	[9.054054]	[145]	[]	[]	[4647738]	[]
686_65	chr3	196942272	196942672	+	1000	403.5	[12.777884]	[90]	[]	[]	[196942426]	[]
686_650	chr19	17317387	17317787	+	1000	169.0	[8.41218]	[103]	[7.5255246]	[107]	[17317580]	[17317584]
686_6501	chr6	16183347	16183747	+	862	41.5	[]	[]	[8.537822, 16.017126]	[89, 111]	[]	[16183518, 16183540]
686_6502	chr6	16206616	16207016	+	818	41.5	[11.107086]	[167]	[]	[]	[16206835]	[]
686_6506	chr6	63574228	63574628	+	1000	41.5	[]	[]	[6.7216086]	[159]	[]	[63574392]
686_6507	chr6	99520824	99521224	+	1000	41.5	[7.2679267, 13.15916]	[114, 132]	[]	[]	[99521019, 99521037]	[]
686_6509	chr7	102974832	102975232	+	1000	41.5	[]	[]	[6.8368497, 6.511952]	[113, 174]	[]	[102975020, 102975081]
686_6512	chr7	158864278	158864678	+	1000	41.5	[9.026612]	[166]	[]	[]	[158864447]	[]
686_6513	chr8	60517280	60517680	+	1000	41.5	[16.017126, 6.779136]	[209, 223]	[]	[]	[60517511, 60517525]	[]
686_652	chr11	62839394	62839794	+	1000	168.5	[]	[]	[12.777884]	[105]	[]	[62839597]
686_6521	chr1	36307166	36307566	+	1000	41.0	[7.1053114]	[169]	[]	[]	[36307352]	[]
686_6522	chr1	51429926	51430326	+	1000	41.0	[6.5834923, 7.658413]	[80, 161]	[]	[]	[51430078, 51430159]	[]
686_6523	chr1	65067612	65068012	+	977	41.0	[7.0454664]	[109]	[9.473548]	[90]	[65067819]	[65067800]
686_6524	chr1	112700458	112700858	+	1000	41.0	[6.511952]	[180]	[]	[]	[112700698]	[]
686_6525	chr1	155084730	155085130	+	1000	41.0	[6.378302]	[148]	[]	[]	[155084978]	[]
686_6528	chr1	212152067	212152467	+	1000	41.0	[7.541501]	[186]	[]	[]	[212152257]	[]
686_6529	chr1	226333330	226333730	+	1000	41.0	[7.40341]	[178]	[]	[]	[226333563]	[]
686_6531	chr10	11684615	11685015	+	1000	41.0	[7.447859]	[80]	[6.7770047, 6.699158]	[90, 156]	[11684785]	[11684795, 11684861]
686_6533	chr10	60282814	60283214	+	1000	41.0	[]	[]	[13.15916]	[132]	[]	[60282987]
686_6534	chr10	60778046	60778446	+	980	41.0	[]	[]	[8.651784]	[85]	[]	[60778226]
686_6537	chr10	114458895	114459295	+	711	41.0	[16.017126]	[127]	[]	[]	[114459122]	[]
686_6539	chr11	19240838	19241238	+	1000	41.0	[8.716876]	[156]	[6.7326183]	[97]	[19241070]	[19241011]
686_654	chr19	33080967	33081367	+	1000	168.5	[9.213819]	[119]	[]	[]	[33081181]	[]
686_6540	chr11	33941553	33941953	+	1000	41.0	[13.15916]	[177]	[6.69303]	[206]	[33941750]	[33941779]
686_6542	chr11	62706078	62706478	+	1000	41.0	[]	[]	[9.875818]	[150]	[]	[62706294]
686_6545	chr11	118572222	118572622	+	1000	41.0	[]	[]	[8.716876, 7.590416]	[76, 134]	[]	[118572376, 118572434]
686_6546	chr12	33427105	33427505	+	968	41.0	[12.800334]	[160]	[]	[]	[33427311]	[]
686_6549	chr12	74170743	74171143	+	1000	41.0	[]	[]	[6.779136]	[121]	[]	[74170920]
686_6551	chr12	112116644	112117044	+	1000	41.0	[]	[]	[9.106304]	[111]	[]	[112116835]
686_6552	chr13	97975726	97976126	+	823	41.0	[9.106304]	[132]	[9.213819]	[86]	[97975923]	[97975877]
686_6553	chr14	54396475	54396875	+	1000	41.0	[]	[]	[8.205022]	[218]	[]	[54396673]
686_6556	chr15	52569097	52569497	+	1000	41.0	[]	[]	[8.7474785]	[149]	[]	[52569262]
686_6557	chr15	58987985	58988385	+	1000	41.0	[9.106304]	[141]	[]	[]	[58988151]	[]
686_6558	chr15	73240872	73241272	+	1000	41.0	[]	[]	[16.017126]	[76]	[]	[73241042]
686_6559	chr15	89334724	89335124	+	1000	41.0	[]	[]	[7.123038]	[211]	[]	[89334943]
686_656	chr10	27241987	27242387	+	1000	168.0	[]	[]	[8.716876, 9.213819]	[88, 130]	[]	[27242158, 27242200]
686_6561	chr16	2795813	2796213	+	1000	41.0	[7.0178514]	[67]	[]	[]	[2795972]	[]
686_6562	chr16	3008072	3008472	+	1000	41.0	[]	[]	[8.240355]	[156]	[]	[3008231]
686_6564	chr16	11160648	11161048	+	682	41.0	[9.441459]	[173]	[]	[]	[11160881]	[]
686_6567	chr16	87464313	87464713	+	1000	41.0	[13.115062, 12.453062, 6.705439]	[139, 163, 206]	[]	[]	[87464481, 87464505, 87464548]	[]
686_6569	chr17	29706970	29707370	+	1000	41.0	[]	[]	[12.712791]	[97]	[]	[29707167]
686_657	chr10	49941815	49942215	+	1000	168.0	[9.919916]	[132]	[8.716876]	[98]	[49942036]	[49942002]
686_6577	chr18	22194109	22194509	+	802	41.0	[16.017126]	[100]	[]	[]	[22194300]	[]
686_6580	chr19	8033530	8033930	+	1000	41.0	[]	[]	[13.502466]	[121]	[]	[8033746]
686_6581	chr19	16142178	16142578	+	625	41.0	[]	[]	[8.537822, 16.017126]	[113, 167]	[]	[16142333, 16142387]
686_6582	chr19	16897310	16897710	+	877	41.0	[7.265795]	[148]	[]	[]	[16897534]	[]
686_6585	chr19	42270455	42270855	+	1000	41.0	[6.568722]	[179]	[]	[]	[42270704]	[]
686_6586	chr19	45075558	45075958	+	1000	41.0	[7.40341, 6.7688527]	[206, 238]	[]	[]	[45075775, 45075807]	[]
686_6587	chr19	55605335	55605735	+	900	41.0	[]	[]	[6.779136, 7.0178514, 8.716876]	[100, 167, 173]	[]	[55605512, 55605579, 55605585]
686_6588	chr2	47512556	47512956	+	1000	41.0	[12.453062, 9.106304]	[147, 164]	[16.017126]	[176]	[47512776, 47512793]	[47512805]
686_6589	chr2	58571162	58571562	+	1000	41.0	[8.7474785, 8.537822]	[183, 188]	[7.0178514]	[137]	[58571380, 58571385]	[58571334]
686_659	chr18	35240802	35241202	+	1000	168.0	[]	[]	[12.777884]	[182]	[]	[35241041]
686_6591	chr2	178275578	178275978	+	1000	41.0	[]	[]	[9.351434]	[178]	[]	[178275818]
686_6592	chr2	179898815	179899215	+	697	41.0	[]	[]	[12.453062]	[102]	[]	[179899009]
686_6593	chr2	208254151	208254551	+	1000	41.0	[8.41218]	[166]	[]	[]	[208254361]	[]
686_6594	chr2	232550524	232550924	+	1000	41.0	[7.0178514, 7.971893]	[91, 107]	[10.687102]	[99]	[232550680, 232550696]	[232550688]
686_6596	chr20	35539685	35540085	+	954	41.0	[]	[]	[9.919916]	[99]	[]	[35539870]
686_6597	chr20	59011639	59012039	+	1000	41.0	[]	[]	[12.712791]	[124]	[]	[59011815]
686_6598	chr22	19036862	19037262	+	1000	41.0	[]	[]	[9.441459]	[155]	[]	[19037100]
686_660	chr19	6863456	6863856	+	1000	168.0	[]	[]	[9.919916]	[102]	[]	[6863657]
686_6602	chr22	23265851	23266251	+	836	41.0	[]	[]	[8.224974]	[123]	[]	[23266044]
686_6603	chr22	29995006	29995406	+	1000	41.0	[12.712791]	[136]	[]	[]	[29995227]	[]
686_6604	chr22	41204992	41205392	+	1000	41.0	[7.123038]	[163]	[6.378302, 9.449611]	[198, 205]	[41205197]	[41205232, 41205239]
686_6607	chr3	15339894	15340294	+	1000	41.0	[6.8592234]	[151]	[12.590676]	[110]	[15340137]	[15340096]
686_6608	chr3	31532288	31532688	+	1000	41.0	[]	[]	[11.651423]	[177]	[]	[31532521]
686_6610	chr3	38960931	38961331	+	1000	41.0	[10.076016, 7.054231, 9.495998]	[155, 180, 192]	[]	[]	[38961120, 38961145, 38961157]	[]
686_6611	chr3	119463528	119463928	+	1000	41.0	[]	[]	[8.725028]	[196]	[]	[119463769]
686_6612	chr3	186209736	186210136	+	1000	41.0	[16.017126]	[158]	[]	[]	[186209955]	[]
686_6613	chr3	186806434	186806834	+	1000	41.0	[6.838981]	[137]	[]	[]	[186806645]	[]
686_6614	chr4	38857584	38857984	+	1000	41.0	[9.595095, 13.115062]	[65, 117]	[]	[]	[38857742, 38857794]	[]
686_6617	chr4	123599907	123600307	+	929	41.0	[]	[]	[7.618126]	[228]	[]	[123600139]
686_6619	chr5	135134158	135134558	+	1000	41.0	[7.1942296]	[109]	[]	[]	[135134356]	[]
686_6622	chr5	163437201	163437601	+	1000	41.0	[11.098322]	[163]	[]	[]	[163437430]	[]
686_6624	chr6	26421079	26421479	+	1000	41.0	[6.8592234]	[157]	[7.939754]	[191]	[26421245]	[26421279]
686_663	chr8	125091570	125091970	+	1000	168.0	[6.6342473]	[134]	[7.0178514]	[83]	[125091802]	[125091751]
686_6630	chr6	139374084	139374484	+	1000	41.0	[]	[]	[7.5430217, 11.107086]	[140, 155]	[]	[139374286, 139374301]
686_6631	chr6	159969862	159970262	+	1000	41.0	[]	[]	[12.712791]	[99]	[]	[159970055]
686_6634	chr7	30284207	30284607	+	953	41.0	[6.69303]	[188]	[]	[]	[30284384]	[]
686_6636	chr7	66592251	66592651	+	1000	41.0	[6.69158, 7.9740243]	[81, 89]	[9.351434]	[61]	[66592431, 66592439]	[66592411]
686_6637	chr7	76428787	76429187	+	1000	41.0	[]	[]	[16.017126, 9.441459]	[139, 150]	[]	[76429009, 76429020]
686_6638	chr7	97937358	97937758	+	1000	41.0	[]	[]	[12.453062]	[179]	[]	[97937562]
686_6639	chr7	151677559	151677959	+	646	41.0	[]	[]	[7.405256, 6.5906878]	[143, 149]	[]	[151677789, 151677795]
686_664	chr1	203626499	203626899	+	1000	167.5	[13.502466]	[92]	[]	[]	[203626686]	[]
686_6643	chr9	111631044	111631444	+	1000	41.0	[10.076016]	[178]	[]	[]	[111631261]	[]
686_6644	chr9	113056581	113056981	+	1000	41.0	[9.919916]	[125]	[]	[]	[113056795]	[]
686_6646	chr9	130991677	130992077	+	1000	41.0	[9.054054]	[166]	[7.680637, 9.449611]	[133, 137]	[130991920]	[130991887, 130991891]
686_6647	chr9	131136452	131136852	+	1000	41.0	[]	[]	[8.137034]	[207]	[]	[131136677]
686_6649	chr9	131189565	131189965	+	1000	41.0	[]	[]	[6.69303]	[163]	[]	[131189772]
686_6651	chrX	20266839	20267239	+	1000	41.0	[]	[]	[9.919916]	[92]	[]	[20267005]
686_6652	chrX	21839384	21839784	+	1000	41.0	[7.1942296]	[136]	[9.56109]	[99]	[21839572]	[21839535]
686_6653	chrX	119791409	119791809	+	1000	41.0	[9.026612]	[117]	[]	[]	[119791617]	[]
686_6656	chr1	19533470	19533870	+	794	40.5	[7.971893]	[153]	[]	[]	[19533685]	[]
686_6658	chr1	23539707	23540107	+	1000	40.5	[7.431055]	[99]	[]	[]	[23539882]	[]
686_6663	chr1	146037036	146037436	+	1000	40.5	[9.236269]	[161]	[]	[]	[146037198]	[]
686_6664	chr1	156591351	156591751	+	1000	40.5	[7.541501]	[215]	[]	[]	[156591569]	[]
686_6668	chr1	223776121	223776521	+	1000	40.5	[]	[]	[10.285673]	[137]	[]	[223776276]
686_667	chr19	3505874	3506274	+	1000	167.5	[]	[]	[9.213819, 11.95612, 7.8864684]	[57, 97, 131]	[]	[3506030, 3506070, 3506104]
686_6671	chr10	11612320	11612720	+	1000	40.5	[9.136763]	[156]	[9.054054]	[137]	[11612561]	[11612542]
686_6672	chr10	17425408	17425808	+	1000	40.5	[6.511952, 7.080435, 9.106304]	[144, 164, 187]	[]	[]	[17425615, 17425635, 17425658]	[]
686_6674	chr10	73908798	73909198	+	1000	40.5	[9.286342]	[220]	[]	[]	[73909037]	[]
686_6676	chr11	340797	341197	+	1000	40.5	[8.537822]	[149]	[]	[]	[341000]	[]
686_6677	chr12	31749153	31749553	+	1000	40.5	[]	[]	[12.800334, 8.224974]	[162, 200]	[]	[31749334, 31749372]
686_6679	chr12	74537609	74538009	+	797	40.5	[6.3558517]	[117]	[]	[]	[74537822]	[]
686_668	chr22	23893872	23894272	+	1000	167.5	[6.705439]	[82]	[6.770984]	[140]	[23894047]	[23894105]
686_6680	chr12	75511433	75511833	+	753	40.5	[9.56109]	[111]	[]	[]	[75511620]	[]
686_6681	chr12	110501381	110501781	+	888	40.5	[]	[]	[13.502466]	[142]	[]	[110501599]
686_6682	chr13	22926085	22926485	+	1000	40.5	[13.502466, 6.378302]	[89, 137]	[]	[]	[22926268, 22926316]	[]
686_6684	chr14	49691647	49692047	+	939	40.5	[]	[]	[9.106304]	[141]	[]	[49691809]
686_6685	chr14	50061694	50062094	+	1000	40.5	[]	[]	[16.017126, 11.107086]	[106, 181]	[]	[50061851, 50061926]
686_6686	chr14	64387910	64388310	+	1000	40.5	[]	[]	[6.703123]	[218]	[]	[64388142]
686_6688	chr15	55403561	55403961	+	1000	40.5	[9.449611]	[126]	[9.854824]	[175]	[55403712]	[55403761]
686_6689	chr16	88494329	88494729	+	654	40.5	[11.95612, 6.6342473, 6.779136]	[178, 196, 214]	[]	[]	[88494535, 88494553, 88494571]	[]
686_669	chr3	184811919	184812319	+	1000	167.5	[6.779136]	[81]	[]	[]	[184812092]	[]
