#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_52049	chr6	119428618	119429018	+	561	27.0	[3.825743]	[166]	[]	[]	[119428846]	[]
314_52051	chr6	125963727	125964127	+	768	27.0	[7.587974]	[122]	[5.033093]	[122]	[125963933]	[125963933]
314_52054	chr6	132819610	132820010	+	738	27.0	[6.659749]	[146]	[5.9540496]	[146]	[132819773]	[132819773]
314_52056	chr6	135178264	135178664	+	774	27.0	[4.392465]	[92]	[4.268303]	[92]	[135178452]	[135178452]
314_52066	chr6	143632919	143633319	+	795	27.0	[4.392465]	[130]	[4.268303]	[130]	[143633138]	[143633138]
314_52067	chr6	144122843	144123243	+	792	27.0	[3.7885947]	[150]	[]	[]	[144123047]	[]
314_5207	chr3	120839145	120839545	+	1000	151.0	[10.383591]	[105]	[8.735081]	[105]	[120839343]	[120839343]
314_52070	chr6	148803984	148804384	+	704	27.0	[8.735081]	[94]	[10.383591, 3.8469152]	[94, 112]	[148804177]	[148804177, 148804195]
314_52071	chr6	149043415	149043815	+	591	27.0	[]	[]	[3.8033974]	[181]	[]	[149043614]
314_52073	chr6	149941834	149942234	+	720	27.0	[7.153209]	[81]	[8.227603]	[81]	[149942011]	[149942011]
314_52076	chr6	150327204	150327604	+	808	27.0	[4.326686]	[206]	[4.2894754]	[206]	[150327449]	[150327449]
314_52077	chr6	151025995	151026395	+	793	27.0	[6.7177763]	[99]	[6.01237]	[99]	[151026184]	[151026184]
314_52078	chr6	151143902	151144302	+	777	27.0	[6.01237]	[100]	[6.7177763]	[100]	[151144097]	[151144097]
314_5208	chr3	150168719	150169119	+	1000	151.0	[6.64487]	[99]	[5.946591]	[99]	[150168910]	[150168910]
314_52086	chr6	158029831	158030231	+	800	27.0	[6.01237]	[83]	[6.7177763]	[83]	[158030007]	[158030007]
314_5209	chr4	48947701	48948101	+	1000	151.0	[4.399592]	[94]	[4.261176]	[94]	[48947895]	[48947895]
314_52099	chr6	170551114	170551514	+	823	27.0	[6.64487, 8.669301]	[77, 132]	[6.0406694, 10.34029]	[77, 132]	[170551274, 170551329]	[170551274, 170551329]
314_521	chr1	58883287	58883687	+	1000	386.0	[5.076393]	[98]	[7.6537538]	[98]	[58883471]	[58883471]
314_52101	chr7	1721980	1722380	+	662	27.0	[15.292928]	[192]	[16.93431]	[192]	[1722228]	[1722228]
314_52103	chr7	2300748	2301148	+	756	27.0	[8.904404]	[85]	[10.545787]	[85]	[2300923]	[2300923]
314_52109	chr7	12494539	12494939	+	760	27.0	[3.832835]	[138]	[]	[]	[12494769]	[]
314_5211	chr5	78328746	78329146	+	1000	151.0	[10.376464]	[80]	[8.742208]	[80]	[78328926]	[78328926]
314_52110	chr7	12594140	12594540	+	777	27.0	[8.669301, 8.742208]	[71, 110]	[10.404763, 10.376464]	[71, 110]	[12594297, 12594336]	[12594297, 12594336]
314_52114	chr7	22485145	22485545	+	733	27.0	[14.211601]	[129]	[11.627113]	[129]	[22485363]	[22485363]
314_52115	chr7	24715849	24716249	+	756	27.0	[13.2684965]	[120]	[12.570218]	[120]	[24716044]	[24716044]
314_52116	chr7	26323528	26323928	+	762	27.0	[]	[]	[3.7968774]	[106]	[]	[26323733]
314_52117	chr7	28408872	28409272	+	702	27.0	[7.6537538]	[104]	[5.076393]	[104]	[28409070]	[28409070]
314_52118	chr7	29622600	29623000	+	771	27.0	[10.950313, 5.076393]	[88, 129]	[10.819023, 7.6537538]	[88, 129]	[29622783, 29622824]	[29622783, 29622824]
314_52119	chr7	29842222	29842622	+	770	27.0	[4.225003]	[93]	[4.326686]	[93]	[29842412]	[29842412]
314_5212	chr5	79346495	79346895	+	1000	151.0	[7.6537538, 10.310684]	[74, 141]	[5.076393, 8.698907]	[74, 141]	[79346665, 79346732]	[79346665, 79346732]
314_52123	chr7	38107497	38107897	+	758	27.0	[7.730279]	[198]	[5.0034866]	[198]	[38107729]	[38107729]
314_52124	chr7	40207634	40208034	+	733	27.0	[4.268303]	[105]	[4.392465]	[105]	[40207826]	[40207826]
314_52128	chr7	44870309	44870709	+	826	27.0	[10.347598]	[165]	[8.68418]	[165]	[44870523]	[44870523]
314_5213	chr5	179766276	179766676	+	1000	151.0	[6.01237]	[103]	[6.7177763]	[103]	[179766478]	[179766478]
314_52131	chr7	45027027	45027427	+	775	27.0	[]	[]	[3.832835, 3.8442411]	[203, 217]	[]	[45027262, 45027276]
314_52132	chr7	50347780	50348180	+	701	27.0	[3.8114533]	[126]	[]	[]	[50347957]	[]
314_52133	chr7	55157394	55157794	+	798	27.0	[10.34029]	[132]	[8.669301]	[132]	[55157599]	[55157599]
314_52134	chr7	65750286	65750686	+	783	27.0	[10.310684]	[128]	[8.706215]	[128]	[65750510]	[65750510]
314_52136	chr7	67913553	67913953	+	812	27.0	[10.376464]	[98]	[8.742208, 3.825743]	[98, 125]	[67913747]	[67913747, 67913774]
314_52138	chr7	73636305	73636705	+	780	27.0	[15.292928]	[117]	[16.93431]	[117]	[73636518]	[73636518]
314_52140	chr7	77407545	77407945	+	805	27.0	[10.383591]	[122]	[8.735081]	[122]	[77407738]	[77407738]
314_52141	chr7	77561096	77561496	+	597	27.0	[4.3635993]	[111]	[3.7822251, 4.195397]	[79, 111]	[77561304]	[77561272, 77561304]
314_52142	chr7	81244242	81244642	+	626	27.0	[3.9022686]	[104]	[]	[]	[81244445]	[]
314_52148	chr7	99109762	99110162	+	788	27.0	[10.310684]	[164]	[8.706215]	[164]	[99109999]	[99109999]
314_52149	chr7	99642078	99642478	+	748	27.0	[10.545787]	[75]	[8.904404]	[75]	[99642252]	[99642252]
314_52150	chr7	100338079	100338479	+	812	27.0	[5.076393]	[91]	[7.6537538]	[91]	[100338265]	[100338265]
314_52153	chr7	100693271	100693671	+	746	27.0	[3.9022686]	[113]	[]	[]	[100693460]	[]
314_52158	chr7	102252738	102253138	+	788	27.0	[3.92216]	[200]	[3.832835]	[108]	[102252983]	[102252891]
314_5216	chr6	150247807	150248207	+	1000	151.0	[]	[]	[3.7822251]	[119]	[]	[150248025]
314_52162	chr7	105136187	105136587	+	686	27.0	[6.01237]	[116]	[6.7177763]	[116]	[105136375]	[105136375]
314_52171	chr7	111987053	111987453	+	765	27.0	[8.735081, 4.268303]	[102, 109]	[10.383591, 4.392465]	[102, 109]	[111987249, 111987256]	[111987249, 111987256]
314_52172	chr7	116561985	116562385	+	661	27.0	[5.076393]	[109]	[7.6537538]	[109]	[116562177]	[116562177]
314_52177	chr7	119943831	119944231	+	776	27.0	[7.6537538]	[82]	[5.076393]	[82]	[119944012]	[119944012]
314_52179	chr7	121395362	121395762	+	766	27.0	[3.92216]	[121]	[]	[]	[121395549]	[]
314_52183	chr7	129085164	129085564	+	667	27.0	[5.0621037]	[61]	[7.646591]	[61]	[129085325]	[129085325]
314_52184	chr7	129825532	129825932	+	780	27.0	[]	[]	[3.7819347]	[214]	[]	[129825747]
314_52189	chr7	135744908	135745308	+	768	27.0	[6.01237]	[108]	[6.7177763]	[108]	[135745113]	[135745113]
314_5219	chr8	98612914	98613314	+	1000	151.0	[3.825743]	[92]	[]	[]	[98613104]	[]
314_52192	chr7	137889485	137889885	+	802	27.0	[]	[]	[3.839962]	[114]	[]	[137889689]
314_522	chr1	161721934	161722334	+	1000	386.0	[11.627113]	[74]	[14.211601]	[74]	[161722105]	[161722105]
314_52201	chr7	148744907	148745307	+	793	27.0	[10.369301, 8.67676]	[110, 145]	[8.727918, 10.325563]	[110, 145]	[148745112, 148745147]	[148745112, 148745147]
314_52209	chr7	151514473	151514873	+	731	27.0	[3.9022686]	[89]	[]	[]	[151514643]	[]
314_5221	chr9	37255955	37256355	+	1000	151.0	[8.742208]	[99]	[10.376464, 3.8516235]	[99, 126]	[37256152]	[37256152, 37256179]
314_52213	chr7	156522465	156522865	+	822	27.0	[8.669301]	[72]	[10.34029]	[72]	[156522632]	[156522632]
314_52216	chr8	818051	818451	+	568	27.0	[6.01237]	[111]	[6.7177763]	[111]	[818250]	[818250]
314_52217	chr8	8736981	8737381	+	763	27.0	[10.347598]	[93]	[8.669301]	[93]	[8737136]	[8737136]
314_52218	chr8	10468057	10468457	+	812	27.0	[13.2684965]	[119]	[12.570218]	[119]	[10468263]	[10468263]
314_52222	chr8	17373887	17374287	+	745	27.0	[10.376464]	[137]	[8.742208]	[137]	[17374107]	[17374107]
314_52226	chr8	26565262	26565662	+	819	27.0	[10.347598]	[109]	[8.669301]	[109]	[26565463]	[26565463]
314_52234	chr8	38943735	38944135	+	694	27.0	[5.946591]	[160]	[6.64487]	[160]	[38943941]	[38943941]
314_52239	chr8	61068397	61068797	+	729	27.0	[3.8442411, 15.292928]	[60, 113]	[16.93431]	[113]	[61068555, 61068608]	[61068608]
314_5224	chr1	26378054	26378454	+	1000	150.0	[10.376464]	[108]	[8.742208]	[108]	[26378257]	[26378257]
314_52245	chr8	94089771	94090171	+	712	27.0	[10.383591]	[104]	[8.735081]	[104]	[94089956]	[94089956]
314_52246	chr8	94115452	94115852	+	689	27.0	[16.93431]	[217]	[15.292928]	[217]	[94115692]	[94115692]
314_52258	chr8	116706577	116706977	+	716	27.0	[6.088896]	[194]	[6.64487]	[194]	[116706825]	[116706825]
314_5226	chr1	67684016	67684416	+	1000	150.0	[4.268303]	[95]	[4.392465]	[95]	[67684204]	[67684204]
314_52261	chr8	123172442	123172842	+	738	27.0	[3.92216]	[178]	[]	[]	[123172689]	[]
314_52262	chr8	124287985	124288385	+	569	27.0	[10.950313, 4.348947]	[104, 126]	[10.819023, 4.195397]	[104, 126]	[124288173, 124288195]	[124288173, 124288195]
314_52263	chr8	124351857	124352257	+	758	27.0	[]	[]	[3.8368208]	[141]	[]	[124352096]
314_52264	chr8	124425288	124425688	+	808	27.0	[3.8293622]	[181]	[]	[]	[124425507]	[]
314_52268	chr8	124888236	124888636	+	766	27.0	[8.735081]	[104]	[10.383591]	[104]	[124888428]	[124888428]
314_52271	chr8	125480714	125481114	+	755	27.0	[3.825743]	[131]	[3.92216]	[77]	[125480933]	[125480879]
314_52274	chr8	128998954	128999354	+	648	27.0	[6.64487, 10.819023]	[108, 158]	[5.946591, 10.950313]	[108, 158]	[128999143, 128999193]	[128999143, 128999193]
314_52277	chr8	129575498	129575898	+	794	27.0	[8.691563]	[113]	[10.310684]	[113]	[129575689]	[129575689]
314_5228	chr10	15809478	15809878	+	1000	150.0	[3.7968774]	[98]	[]	[]	[15809676]	[]
314_52280	chr8	134830689	134831089	+	660	27.0	[4.195397]	[128]	[4.348947]	[128]	[134830876]	[134830876]
314_52281	chr8	138836419	138836819	+	719	27.0	[8.735081]	[143]	[3.7893171, 10.383591]	[88, 143]	[138836638]	[138836583, 138836638]
314_52288	chr9	3475256	3475656	+	691	27.0	[11.627113, 12.570218]	[73, 104]	[14.211601, 13.2684965]	[73, 104]	[3475427, 3475458]	[3475427, 3475458]
314_52293	chr9	18708455	18708855	+	809	27.0	[10.383591]	[89]	[8.735081]	[89]	[18708638]	[18708638]
314_52294	chr9	33117567	33117967	+	593	27.0	[8.735081]	[131]	[10.383591]	[131]	[33117774]	[33117774]
314_52296	chr9	37761534	37761934	+	707	27.0	[4.392465]	[136]	[4.268303]	[136]	[37761736]	[37761736]
314_52298	chr9	38035815	38036215	+	744	27.0	[3.9807768, 5.0034866]	[150, 172]	[7.624888]	[172]	[38036030, 38036052]	[38036052]
314_523	chr1	172907240	172907640	+	1000	386.0	[6.7177763, 6.7177763]	[78, 101]	[6.01237, 6.01237]	[78, 101]	[172907417, 172907440]	[172907417, 172907440]
314_5230	chr10	61931780	61932180	+	1000	150.0	[10.383591]	[105]	[8.735081]	[105]	[61931978]	[61931978]
314_52301	chr9	89052609	89053009	+	756	27.0	[10.310684]	[74]	[8.698907]	[74]	[89052760]	[89052760]
314_52302	chr9	91807681	91808081	+	750	27.0	[3.8039694]	[179]	[]	[]	[91807928]	[]
314_52306	chr9	94299127	94299527	+	741	27.0	[5.983505]	[142]	[6.64487]	[142]	[94299342]	[94299342]
314_52307	chr9	95261948	95262348	+	790	27.0	[6.01237]	[100]	[6.7177763]	[100]	[95262125]	[95262125]
314_52309	chr9	96884447	96884847	+	725	27.0	[5.076393]	[108]	[7.6537538]	[108]	[96884634]	[96884634]
314_5231	chr10	78973483	78973883	+	1000	150.0	[16.93431]	[128]	[15.292928]	[128]	[78973709]	[78973709]
314_52314	chr9	99044841	99045241	+	717	27.0	[6.7177763]	[97]	[6.01237]	[97]	[99045025]	[99045025]
314_52317	chr9	101445027	101445427	+	645	27.0	[8.68418]	[98]	[10.318143]	[98]	[101445222]	[101445222]
314_52318	chr9	107210751	107211151	+	674	27.0	[10.383591]	[196]	[8.735081]	[196]	[107210995]	[107210995]
314_52319	chr9	109110691	109111091	+	781	27.0	[8.742208]	[119]	[10.376464]	[119]	[109110904]	[109110904]
314_5232	chr11	34371408	34371808	+	1000	150.0	[10.383591, 3.7897503, 13.2684965]	[86, 119, 149]	[8.735081, 12.570218]	[86, 149]	[34371580, 34371613, 34371643]	[34371580, 34371643]
314_52320	chr9	109156624	109157024	+	728	27.0	[6.088896]	[174]	[6.64487]	[174]	[109156816]	[109156816]
314_52321	chr9	112166085	112166485	+	721	27.0	[3.9296186]	[164]	[]	[]	[112166288]	[]
314_5233	chr11	47268826	47269226	+	1000	150.0	[3.839962]	[136]	[]	[]	[47269053]	[]
314_52332	chr9	127968722	127969122	+	780	27.0	[7.6028533]	[135]	[5.0404005]	[135]	[127968907]	[127968907]
314_52333	chr9	127993687	127994087	+	748	27.0	[8.691563, 3.8589683]	[66, 73]	[10.310684, 3.839962]	[66, 98]	[127993852, 127993859]	[127993852, 127993884]
314_52339	chr9	130715715	130716115	+	555	27.0	[4.268303]	[122]	[4.392465]	[122]	[130715936]	[130715936]
314_5234	chr12	101865953	101866353	+	1000	150.0	[]	[]	[3.825743]	[102]	[]	[101866152]
314_52347	chr9	130992288	130992688	+	746	27.0	[6.6671314]	[149]	[5.946591]	[149]	[130992455]	[130992455]
314_52348	chr9	131020386	131020786	+	779	27.0	[]	[]	[3.7895699]	[142]	[]	[131020602]
314_52349	chr9	131088599	131088999	+	778	27.0	[6.64487]	[114]	[6.088896]	[114]	[131088811]	[131088811]
314_5235	chr14	92786161	92786561	+	1000	150.0	[10.383591]	[110]	[8.735081]	[110]	[92786358]	[92786358]
314_52352	chr9	133115615	133116015	+	695	27.0	[6.01237]	[119]	[6.7177763]	[119]	[133115829]	[133115829]
314_52365	chrX	5474108	5474508	+	677	27.0	[]	[]	[3.8185804, 3.825743]	[128, 159]	[]	[5474304, 5474335]
314_52371	chrX	14936560	14936960	+	691	27.0	[10.318143]	[117]	[8.68418]	[117]	[14936758]	[14936758]
314_52375	chrX	39755612	39756012	+	583	27.0	[6.7177763]	[83]	[6.01237]	[83]	[39755794]	[39755794]
314_5238	chr15	100866542	100866942	+	1000	150.0	[10.383591]	[91]	[8.735081]	[91]	[100866730]	[100866730]
314_52382	chrX	70168583	70168983	+	713	27.0	[7.6537538]	[60]	[5.076393]	[60]	[70168742]	[70168742]
314_52384	chrX	77442757	77443157	+	594	27.0	[6.7177763]	[99]	[6.01237]	[99]	[77442951]	[77442951]
314_52385	chrX	85004293	85004693	+	729	27.0	[6.7177763]	[114]	[3.92216, 6.01237]	[110, 114]	[85004497]	[85004493, 85004497]
314_52388	chrX	106213769	106214169	+	789	27.0	[10.383591]	[109]	[8.735081]	[109]	[106213969]	[106213969]
314_52392	chrX	124518890	124519290	+	779	27.0	[6.01237]	[102]	[6.7177763]	[102]	[124519089]	[124519089]
314_52394	chrX	131564865	131565265	+	741	27.0	[5.076393, 10.318143]	[104, 153]	[7.6537538, 8.68418]	[104, 153]	[131565053, 131565102]	[131565053, 131565102]
314_52398	chrX	142168529	142168929	+	795	27.0	[10.383591]	[111]	[8.735081]	[111]	[142168725]	[142168725]
314_524	chr12	1500173	1500573	+	1000	386.0	[3.8185804]	[94]	[]	[]	[1500365]	[]
314_52401	chrX	152601881	152602281	+	620	27.0	[10.383591]	[82]	[8.735081]	[82]	[152602051]	[152602051]
314_52407	chrX	154821458	154821858	+	703	27.0	[5.96147]	[121]	[6.6817837]	[121]	[154821673]	[154821673]
314_52415	chr1	9905043	9905443	+	782	26.0	[4.261176]	[100]	[4.399592]	[100]	[9905224]	[9905224]
314_52416	chr1	10117833	10118233	+	552	26.0	[7.624888]	[152]	[5.018366]	[152]	[10118059]	[10118059]
314_52417	chr1	10528352	10528752	+	638	26.0	[8.735081]	[143]	[10.383591]	[143]	[10528546]	[10528546]
314_5242	chr17	83073467	83073867	+	1000	150.0	[8.735081]	[106]	[10.383591]	[106]	[83073672]	[83073672]
314_52421	chr1	14743410	14743810	+	543	26.0	[15.292928]	[95]	[16.93431, 3.8516235]	[95, 104]	[14743589]	[14743589, 14743598]
314_52423	chr1	14835694	14836094	+	656	26.0	[10.376464]	[106]	[8.742208]	[106]	[14835900]	[14835900]
314_52424	chr1	15027433	15027833	+	741	26.0	[]	[]	[3.8951416]	[161]	[]	[15027642]
314_52427	chr1	21042237	21042637	+	741	26.0	[6.01237]	[140]	[6.7177763]	[140]	[21042457]	[21042457]
314_5243	chr19	10423968	10424368	+	1000	150.0	[6.01237]	[99]	[6.7177763]	[99]	[10424165]	[10424165]
314_52436	chr1	24656040	24656440	+	617	26.0	[8.691563]	[140]	[10.390682]	[140]	[24656276]	[24656276]
314_52439	chr1	25256542	25256942	+	683	26.0	[8.904404]	[119]	[10.545787]	[119]	[25256745]	[25256745]
314_5244	chr2	73036735	73037135	+	1000	150.0	[10.383591]	[92]	[8.735081]	[92]	[73036927]	[73036927]
314_52443	chr1	26396244	26396644	+	703	26.0	[5.946591]	[151]	[6.7871747]	[151]	[26396486]	[26396486]
314_5245	chr20	23419939	23420339	+	1000	150.0	[4.392465]	[111]	[4.268303]	[111]	[23420144]	[23420144]
314_52450	chr1	31111294	31111694	+	664	26.0	[3.7968774]	[205]	[]	[]	[31111543]	[]
314_52451	chr1	32492388	32492788	+	761	26.0	[8.904404]	[91]	[10.545787]	[91]	[32492576]	[32492576]
314_52453	chr1	35267359	35267759	+	638	26.0	[]	[]	[3.8611343]	[157]	[]	[35267602]
314_52457	chr1	38516085	38516485	+	712	26.0	[3.92216]	[169]	[]	[]	[38516315]	[]
314_52462	chr1	41034052	41034452	+	674	26.0	[4.268303]	[131]	[4.392465]	[131]	[41034275]	[41034275]
314_52463	chr1	41152728	41153128	+	616	26.0	[4.2028556]	[118]	[4.3415647]	[118]	[41152929]	[41152929]
314_5247	chr20	58407446	58407846	+	1000	150.0	[4.261176]	[93]	[4.399592]	[93]	[58407635]	[58407635]
314_52470	chr1	46422311	46422711	+	587	26.0	[]	[]	[3.92216, 3.92216]	[85, 152]	[]	[46422483, 46422550]
314_52471	chr1	47244414	47244814	+	685	26.0	[3.8469152]	[177]	[]	[]	[47244658]	[]
314_52476	chr1	52903525	52903925	+	752	26.0	[5.1457915]	[85]	[7.587974]	[85]	[52903707]	[52903707]
314_52477	chr1	53542045	53542445	+	753	26.0	[3.7822251]	[136]	[]	[]	[53542262]	[]
314_5248	chr21	34640216	34640616	+	1000	150.0	[8.735081]	[124]	[10.383591]	[124]	[34640434]	[34640434]
314_52482	chr1	58999723	59000123	+	574	26.0	[5.0034866]	[90]	[7.587974]	[90]	[58999903]	[58999903]
314_52487	chr1	64080904	64081304	+	649	26.0	[10.383591]	[125]	[8.735081]	[125]	[64081113]	[64081113]
314_52488	chr1	64832609	64833009	+	660	26.0	[10.318143]	[94]	[8.68418]	[94]	[64832787]	[64832787]
314_52491	chr1	65284767	65285167	+	738	26.0	[6.088896, 7.6537538]	[120, 138]	[6.64487, 5.076393]	[120, 138]	[65284968, 65284986]	[65284968, 65284986]
314_52494	chr1	68443159	68443559	+	639	26.0	[12.570218]	[140]	[13.2684965]	[140]	[68443391]	[68443391]
314_52495	chr1	70940792	70941192	+	641	26.0	[4.268303]	[103]	[4.392465]	[103]	[70940982]	[70940982]
314_52498	chr1	76607668	76608068	+	554	26.0	[3.825743]	[99]	[]	[]	[76607851]	[]
314_5250	chr3	48090214	48090614	+	1000	150.0	[10.383591]	[106]	[8.735081]	[106]	[48090418]	[48090418]
314_52504	chr1	93177996	93178396	+	729	26.0	[10.819023]	[98]	[10.950313]	[98]	[93178170]	[93178170]
314_52505	chr1	93845730	93846130	+	762	26.0	[3.825743]	[169]	[]	[]	[93845923]	[]
314_52507	chr1	94640100	94640500	+	750	26.0	[4.399592]	[116]	[4.261176]	[116]	[94640314]	[94640314]
314_52511	chr1	101235415	101235815	+	789	26.0	[8.735081]	[239]	[10.383591]	[239]	[101235665]	[101235665]
314_52518	chr1	113802627	113803027	+	567	26.0	[4.406684]	[128]	[4.217658]	[128]	[113802841]	[113802841]
314_5252	chr3	196123050	196123450	+	1000	150.0	[10.376464]	[100]	[8.742208]	[100]	[196123246]	[196123246]
314_52525	chr1	116921287	116921687	+	769	26.0	[3.92216, 6.01237]	[147, 177]	[6.7177763]	[177]	[116921493, 116921523]	[116921523]
314_52526	chr1	117638131	117638531	+	628	26.0	[6.64487, 7.587974]	[128, 148]	[5.983505, 5.097565]	[128, 148]	[117638353, 117638373]	[117638353, 117638373]
314_5253	chr3	196443891	196444291	+	1000	150.0	[]	[]	[3.825743]	[99]	[]	[196444088]
314_52539	chr1	153610297	153610697	+	758	26.0	[10.310684, 3.7968774]	[86, 151]	[8.706215]	[86]	[153610481, 153610546]	[153610481]
314_5255	chr4	24965637	24966037	+	1000	150.0	[10.383591]	[92]	[8.735081]	[92]	[24965829]	[24965829]
314_52557	chr1	160944979	160945379	+	716	26.0	[3.7824428]	[63]	[]	[]	[160945135]	[]
314_5256	chr4	174193481	174193881	+	1000	150.0	[10.383591]	[96]	[8.735081]	[96]	[174193676]	[174193676]
314_52564	chr1	167233944	167234344	+	714	26.0	[4.348947]	[96]	[4.275395]	[96]	[167234122]	[167234122]
314_52565	chr1	167701629	167702029	+	678	26.0	[6.01237]	[111]	[6.7177763]	[111]	[167701830]	[167701830]
314_5257	chr5	137960821	137961221	+	1000	150.0	[]	[]	[3.8107421]	[96]	[]	[137961004]
314_52573	chr1	178867331	178867731	+	731	26.0	[]	[]	[3.796015]	[200]	[]	[178867582]
314_52575	chr1	181784232	181784632	+	692	26.0	[6.01237]	[155]	[6.7177763]	[155]	[181784457]	[181784457]
314_52578	chr1	183328336	183328736	+	733	26.0	[8.742208]	[108]	[10.376464]	[108]	[183328540]	[183328540]
314_5258	chr5	142362734	142363134	+	1000	150.0	[15.292928]	[103]	[16.93431]	[103]	[142362933]	[142362933]
314_52580	chr1	185273700	185274100	+	675	26.0	[6.7177763, 5.1457915]	[91, 148]	[6.01237, 7.587974]	[91, 148]	[185273890, 185273947]	[185273890, 185273947]
314_52583	chr1	192984047	192984447	+	695	26.0	[]	[]	[3.7822251]	[164]	[]	[192984253]
314_52586	chr1	200510105	200510505	+	725	26.0	[5.0034866]	[84]	[7.730279, 3.951766]	[84, 102]	[200510284]	[200510284, 200510302]
314_52589	chr1	201535068	201535468	+	743	26.0	[3.9807768]	[142]	[]	[]	[201535293]	[]
314_52593	chr1	203633205	203633605	+	685	26.0	[]	[]	[3.8293622]	[140]	[]	[203633433]
314_52594	chr1	204662541	204662941	+	697	26.0	[5.9540496]	[189]	[6.659749]	[189]	[204662754]	[204662754]
314_52599	chr1	207903768	207904168	+	683	26.0	[4.195397, 8.735081]	[106, 115]	[4.356292, 10.383591]	[106, 115]	[207903963, 207903972]	[207903963, 207903972]
314_526	chr20	22411839	22412239	+	1000	386.0	[4.392465]	[107]	[4.268303]	[107]	[22412046]	[22412046]
314_52604	chr1	212289188	212289588	+	644	26.0	[]	[]	[3.8293622]	[80]	[]	[212289366]
314_52605	chr1	212362486	212362886	+	747	26.0	[]	[]	[3.7968774]	[118]	[]	[212362686]
314_52607	chr1	219926482	219926882	+	731	26.0	[4.217658]	[181]	[4.326686]	[181]	[219926721]	[219926721]
314_52609	chr1	221014640	221015040	+	710	26.0	[4.3415647]	[145]	[4.2323103]	[145]	[221014883]	[221014883]
314_52617	chr1	224528910	224529310	+	775	26.0	[11.627113]	[110]	[14.211601]	[110]	[224529119]	[224529119]
314_5262	chr6	142478098	142478498	+	1000	150.0	[6.6671314]	[115]	[5.946591]	[115]	[142478312]	[142478312]
314_52622	chr1	230983814	230984214	+	574	26.0	[8.096313]	[62]	[7.284498]	[62]	[230983966]	[230983966]
314_52623	chr1	233114259	233114659	+	719	26.0	[11.627113]	[133]	[14.211601]	[133]	[233114481]	[233114481]
314_52624	chr1	234437414	234437814	+	749	26.0	[3.7822251]	[135]	[]	[]	[234437636]	[]
314_52625	chr1	235415275	235415675	+	739	26.0	[]	[]	[3.92216, 3.8256726]	[109, 122]	[]	[235415477, 235415490]
314_52629	chr1	244497808	244498208	+	569	26.0	[10.310684]	[104]	[8.706215]	[104]	[244498010]	[244498010]
314_5263	chr7	50262856	50263256	+	1000	150.0	[8.735081]	[121]	[10.383591]	[121]	[50263065]	[50263065]
314_52630	chr1	244815496	244815896	+	732	26.0	[4.3341446]	[149]	[4.2102757]	[149]	[244815726]	[244815726]
314_52631	chr1	244835943	244836343	+	571	26.0	[]	[]	[3.796015]	[116]	[]	[244836158]
314_52634	chr1	246836045	246836445	+	636	26.0	[5.96147]	[166]	[6.6523285]	[166]	[246836262]	[246836262]
314_52638	chr10	3539054	3539454	+	706	26.0	[12.570218]	[117]	[13.2684965]	[117]	[3539260]	[3539260]
314_5264	chr7	130135644	130136044	+	1000	150.0	[11.627113]	[82]	[14.211601]	[82]	[130135825]	[130135825]
314_52641	chr10	6619649	6620049	+	557	26.0	[8.742208]	[107]	[10.376464]	[107]	[6619840]	[6619840]
314_52643	chr10	11035259	11035659	+	572	26.0	[10.383591]	[119]	[8.735081]	[119]	[11035470]	[11035470]
314_52647	chr10	16248531	16248931	+	686	26.0	[]	[]	[3.7824428]	[111]	[]	[16248733]
314_5265	chr8	8376256	8376656	+	1000	150.0	[6.7177763]	[99]	[6.01237]	[99]	[8376453]	[8376453]
314_52652	chr10	17860396	17860796	+	728	26.0	[4.392465]	[123]	[4.268303]	[123]	[17860618]	[17860618]
314_52653	chr10	21052059	21052459	+	746	26.0	[8.669301]	[130]	[10.347598]	[130]	[21052261]	[21052261]
314_52654	chr10	21166861	21167261	+	549	26.0	[6.703487]	[147]	[6.005208]	[147]	[21167099]	[21167099]
314_52659	chr10	26830078	26830478	+	563	26.0	[6.01237]	[133]	[6.7177763]	[133]	[26830290]	[26830290]
314_52662	chr10	34971378	34971778	+	587	26.0	[7.153209]	[128]	[8.227603]	[128]	[34971597]	[34971597]
314_52669	chr10	50315769	50316169	+	665	26.0	[5.946591]	[133]	[6.674476]	[133]	[50315969]	[50315969]
314_5267	chr8	41489637	41490037	+	1000	150.0	[]	[]	[3.7968774]	[102]	[]	[41489837]
314_52672	chr10	58439595	58439995	+	787	26.0	[7.6537538]	[138]	[5.076393]	[138]	[58439826]	[58439826]
314_52678	chr10	62735854	62736254	+	754	26.0	[16.93431]	[144]	[15.292928]	[144]	[62736080]	[62736080]
314_52679	chr10	63110891	63111291	+	676	26.0	[11.627113]	[177]	[14.211601]	[177]	[63111135]	[63111135]
314_5268	chr8	91038672	91039072	+	1000	150.0	[]	[]	[3.7822251]	[101]	[]	[91038871]
314_52680	chr10	68722490	68722890	+	751	26.0	[3.92216]	[91]	[]	[]	[68722654]	[]
