#PeakID(python scan_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_36181	chrX	11312928	11313328	+	615	23.0	[18.789831]	[95]	[11.160138]	[80]	[11313105]	[11313090]
685_36182	chrX	13678033	13678433	+	645	23.0	[9.028212, 18.345798]	[124, 132]	[]	[]	[13678249, 13678257]	[]
685_36183	chrX	16931306	16931706	+	642	23.0	[12.55526]	[101]	[]	[]	[16931500]	[]
685_36184	chrX	37573129	37573529	+	639	23.0	[16.847603]	[130]	[]	[]	[37573352]	[]
685_36185	chrX	40383425	40383825	+	561	23.0	[12.880268, 11.436448, 6.9531054]	[102, 108, 151]	[]	[]	[40383627, 40383633, 40383676]	[]
685_36186	chrX	43279358	43279758	+	671	23.0	[10.763685]	[91]	[]	[]	[43279548]	[]
685_36187	chrX	46865235	46865635	+	609	23.0	[16.822435]	[87]	[]	[]	[46865413]	[]
685_36188	chrX	68511271	68511671	+	674	23.0	[6.330416]	[112]	[]	[]	[68511481]	[]
685_36189	chrX	78106619	78107019	+	690	23.0	[]	[]	[10.021126, 6.7728763, 15.761773]	[79, 87, 133]	[]	[78106790, 78106798, 78106844]
685_3619	chr20	237478	237878	+	1000	129.0	[11.412622, 9.00165, 13.820653]	[63, 69, 98]	[]	[]	[237637, 237643, 237672]	[]
685_36190	chrX	100888759	100889159	+	640	23.0	[7.75534]	[88]	[]	[]	[100888946]	[]
685_36191	chrX	102599001	102599401	+	551	23.0	[]	[]	[8.250983]	[87]	[]	[102599186]
685_36192	chrX	102976242	102976642	+	639	23.0	[7.9276824]	[144]	[6.475697]	[113]	[102976486]	[102976455]
685_36193	chrX	104135011	104135411	+	564	23.0	[]	[]	[16.122425]	[117]	[]	[104135219]
685_36194	chrX	109839877	109840277	+	591	23.0	[6.9538608]	[155]	[]	[]	[109840100]	[]
685_36195	chrX	110410730	110411130	+	644	23.0	[]	[]	[14.603234]	[139]	[]	[110410947]
685_36196	chrX	114150364	114150764	+	591	23.0	[7.3106136]	[163]	[12.566154]	[126]	[114150597]	[114150560]
685_36197	chrX	120136777	120137177	+	643	23.0	[8.992465]	[88]	[]	[]	[120136965]	[]
685_36198	chrX	121513098	121513498	+	678	23.0	[7.399255, 18.345798]	[72, 80]	[6.4345584, 11.630765]	[98, 150]	[121513269, 121513277]	[121513295, 121513347]
685_36199	chrX	130975972	130976372	+	666	23.0	[7.744833]	[97]	[]	[]	[130976162]	[]
685_362	chr2	47300615	47301015	+	1000	343.0	[15.360103, 10.398035]	[91, 135]	[]	[]	[47300806, 47300850]	[]
685_3620	chr20	625286	625686	+	1000	129.0	[7.1080985]	[128]	[16.093534]	[100]	[625507]	[625479]
685_36200	chrX	134554331	134554731	+	541	23.0	[14.535532]	[78]	[7.9910307]	[95]	[134554498]	[134554515]
685_36201	chrX	134806855	134807255	+	689	23.0	[12.414815]	[101]	[]	[]	[134807044]	[]
685_36202	chrX	138858353	138858753	+	641	23.0	[7.7091146]	[94]	[]	[]	[138858542]	[]
685_36203	chrX	138925538	138925938	+	625	23.0	[]	[]	[11.128558, 6.0426493]	[106, 146]	[]	[138925736, 138925776]
685_36206	chr1	1307938	1308338	+	627	22.0	[7.9595203]	[100]	[]	[]	[1308119]	[]
685_36207	chr1	3102374	3102774	+	628	22.0	[8.261812]	[102]	[]	[]	[3102571]	[]
685_36208	chr1	6493021	6493421	+	636	22.0	[]	[]	[12.397899, 10.550217, 7.960515]	[128, 133, 137]	[]	[6493238, 6493243, 6493247]
685_36209	chr1	6765584	6765984	+	623	22.0	[]	[]	[5.9014916, 5.644008, 12.97993]	[61, 132, 138]	[]	[6765736, 6765807, 6765813]
685_3621	chr20	34135848	34136248	+	1000	129.0	[11.800333]	[90]	[]	[]	[34136038]	[]
685_36210	chr1	7860140	7860540	+	627	22.0	[6.9902487]	[86]	[]	[]	[7860306]	[]
685_36211	chr1	8133262	8133662	+	603	22.0	[]	[]	[13.946217, 6.296513]	[121, 125]	[]	[8133472, 8133476]
685_36212	chr1	8204330	8204730	+	547	22.0	[]	[]	[11.44761]	[100]	[]	[8204527]
685_36213	chr1	8874023	8874423	+	547	22.0	[]	[]	[11.458089]	[132]	[]	[8874228]
685_36214	chr1	9992881	9993281	+	629	22.0	[13.326939, 5.7833734]	[95, 116]	[]	[]	[9993067, 9993088]	[]
685_36215	chr1	11946753	11947153	+	614	22.0	[6.0065746, 14.05181]	[97, 100]	[]	[]	[11946945, 11946948]	[]
685_36216	chr1	12001558	12001958	+	658	22.0	[]	[]	[6.120358]	[95]	[]	[12001715]
685_36218	chr1	14877878	14878278	+	642	22.0	[]	[]	[19.618229]	[150]	[]	[14878114]
685_36219	chr1	15352453	15352853	+	631	22.0	[]	[]	[11.683235, 8.1101055]	[85, 125]	[]	[15352613, 15352653]
685_3622	chr20	57461060	57461460	+	1000	129.0	[9.132759]	[152]	[8.435023, 6.2757616, 8.143477]	[79, 89, 135]	[57461304]	[57461231, 57461241, 57461287]
685_36220	chr1	16032844	16033244	+	662	22.0	[]	[]	[7.0754857]	[186]	[]	[16033078]
685_36221	chr1	16296631	16297031	+	565	22.0	[9.57857]	[96]	[]	[]	[16296823]	[]
685_36222	chr1	16506611	16507011	+	570	22.0	[6.6447697, 6.166958, 5.6882906]	[108, 110, 116]	[10.054403]	[144]	[16506814, 16506816, 16506822]	[16506850]
685_36224	chr1	16625446	16625846	+	585	22.0	[6.713932]	[105]	[]	[]	[16625638]	[]
685_36225	chr1	16626335	16626735	+	559	22.0	[10.686361, 8.582713, 9.443188]	[90, 111, 128]	[]	[]	[16626521, 16626542, 16626559]	[]
685_36227	chr1	19669797	19670197	+	601	22.0	[]	[]	[11.135984, 6.600194]	[107, 160]	[]	[19669952, 19670005]
685_36228	chr1	21091752	21092152	+	626	22.0	[]	[]	[5.7609606, 18.345798, 9.028212]	[71, 98, 106]	[]	[21091923, 21091950, 21091958]
685_36229	chr1	21342721	21343121	+	617	22.0	[]	[]	[8.8502035, 11.540669]	[96, 141]	[]	[21342907, 21342952]
685_3623	chr21	38797419	38797819	+	1000	129.0	[11.985877]	[91]	[]	[]	[38797607]	[]
685_36230	chr1	21897310	21897710	+	623	22.0	[]	[]	[13.0727625]	[127]	[]	[21897513]
685_36232	chr1	22636358	22636758	+	624	22.0	[6.4270377, 11.491872, 11.020635, 7.5691376]	[118, 147, 154, 159]	[]	[]	[22636552, 22636581, 22636588, 22636593]	[]
685_36233	chr1	22741713	22742113	+	565	22.0	[13.67664]	[91]	[]	[]	[22741901]	[]
685_36234	chr1	23019047	23019447	+	592	22.0	[8.122364]	[98]	[]	[]	[23019241]	[]
685_36235	chr1	23913228	23913628	+	595	22.0	[]	[]	[12.947034]	[135]	[]	[23913444]
685_36236	chr1	24688579	24688979	+	549	22.0	[]	[]	[12.274534, 9.7407255, 5.7804914]	[154, 161, 168]	[]	[24688804, 24688811, 24688818]
685_36237	chr1	24754171	24754571	+	558	22.0	[]	[]	[7.047114, 11.681591]	[118, 124]	[]	[24754387, 24754393]
685_36239	chr1	25710985	25711385	+	628	22.0	[7.048679]	[170]	[17.07569]	[147]	[25711229]	[25711206]
685_3624	chr22	20836298	20836698	+	1000	129.0	[15.006159]	[92]	[]	[]	[20836485]	[]
685_36241	chr1	26127797	26128197	+	641	22.0	[]	[]	[7.924733]	[204]	[]	[26128034]
685_36242	chr1	26259555	26259955	+	568	22.0	[14.05209, 12.262966]	[148, 163]	[]	[]	[26259773, 26259788]	[]
685_36243	chr1	27934844	27935244	+	567	22.0	[12.764941]	[111]	[]	[]	[27935015]	[]
685_36244	chr1	28860234	28860634	+	632	22.0	[10.302203]	[99]	[6.6180496]	[57]	[28860430]	[28860388]
685_36245	chr1	30483858	30484258	+	596	22.0	[]	[]	[11.321421]	[147]	[]	[30484077]
685_36247	chr1	32965356	32965756	+	565	22.0	[]	[]	[7.256301, 7.289887, 5.781853]	[65, 78, 85]	[]	[32965514, 32965527, 32965534]
685_36248	chr1	39117212	39117612	+	558	22.0	[7.6061463]	[138]	[]	[]	[39117435]	[]
685_36249	chr1	39152357	39152757	+	627	22.0	[]	[]	[11.871717]	[108]	[]	[39152554]
685_3625	chr22	21730464	21730864	+	1000	129.0	[6.9736414]	[119]	[7.490461, 14.778071]	[90, 96]	[21730678]	[21730649, 21730655]
685_36250	chr1	39739970	39740370	+	645	22.0	[15.006159]	[108]	[]	[]	[39740173]	[]
685_36251	chr1	39980465	39980865	+	596	22.0	[5.7939124]	[122]	[]	[]	[39980671]	[]
685_36252	chr1	39996678	39997078	+	567	22.0	[]	[]	[8.678069, 16.03811, 7.0012746]	[106, 113, 156]	[]	[39996872, 39996879, 39996922]
685_36253	chr1	40036506	40036906	+	585	22.0	[9.087574]	[72]	[]	[]	[40036658]	[]
685_36254	chr1	40057431	40057831	+	622	22.0	[]	[]	[8.795951, 6.2954464]	[104, 136]	[]	[40057616, 40057648]
685_36255	chr1	40664947	40665347	+	646	22.0	[]	[]	[9.997919]	[125]	[]	[40665162]
685_36257	chr1	41518530	41518930	+	576	22.0	[18.789831]	[119]	[]	[]	[41518748]	[]
685_36258	chr1	42323254	42323654	+	548	22.0	[]	[]	[8.805361, 8.39813]	[131, 152]	[]	[42323469, 42323490]
685_36259	chr1	44200879	44201279	+	606	22.0	[]	[]	[12.447203, 6.735424, 7.37958]	[124, 147, 153]	[]	[44201077, 44201100, 44201106]
685_3626	chr22	42437397	42437797	+	1000	129.0	[]	[]	[12.947034]	[104]	[]	[42437600]
685_36260	chr1	44611930	44612330	+	567	22.0	[]	[]	[9.521467]	[86]	[]	[44612115]
685_36261	chr1	45065541	45065941	+	586	22.0	[18.62852]	[83]	[]	[]	[45065721]	[]
685_36262	chr1	45303418	45303818	+	589	22.0	[6.8109593]	[185]	[]	[]	[45303668]	[]
685_36265	chr1	50959551	50959951	+	630	22.0	[6.616604, 10.102161]	[85, 97]	[]	[]	[50959728, 50959740]	[]
685_36266	chr1	51877018	51877418	+	572	22.0	[12.587591, 6.7770014]	[80, 88]	[]	[]	[51877193, 51877201]	[]
685_36267	chr1	52573084	52573484	+	572	22.0	[5.6305013]	[125]	[]	[]	[52573287]	[]
685_36268	chr1	52693848	52694248	+	584	22.0	[18.191957, 7.0184274]	[68, 133]	[]	[]	[52694010, 52694075]	[]
685_36269	chr1	52723166	52723566	+	623	22.0	[10.790777]	[165]	[]	[]	[52723335]	[]
685_3627	chr3	38651210	38651610	+	1000	129.0	[13.778775]	[92]	[]	[]	[38651400]	[]
685_36270	chr1	53290105	53290505	+	591	22.0	[]	[]	[14.849025, 6.3910217, 6.3910217, 6.3910217, 5.824776]	[102, 108, 111, 114, 117]	[]	[53290290, 53290296, 53290299, 53290302, 53290305]
685_36271	chr1	54409520	54409920	+	639	22.0	[]	[]	[6.8578115, 6.370634, 14.9498, 9.87348]	[104, 112, 150, 164]	[]	[54409702, 54409710, 54409748, 54409762]
685_36272	chr1	54529351	54529751	+	634	22.0	[9.351189]	[170]	[8.725488]	[146]	[54529580]	[54529556]
685_36273	chr1	54882229	54882629	+	588	22.0	[]	[]	[8.686807]	[112]	[]	[54882432]
685_36274	chr1	61052837	61053237	+	626	22.0	[8.236474]	[94]	[]	[]	[61053020]	[]
685_36275	chr1	77413669	77414069	+	637	22.0	[]	[]	[14.575991]	[113]	[]	[77413864]
685_36276	chr1	78054959	78055359	+	633	22.0	[7.7577276, 6.9620667]	[143, 144]	[11.5493145]	[95]	[78055186, 78055187]	[78055138]
685_36277	chr1	89545606	89546006	+	597	22.0	[5.9749575, 5.8360972]	[192, 233]	[]	[]	[89545814, 89545855]	[]
685_36278	chr1	91631583	91631983	+	618	22.0	[5.7710943]	[71]	[]	[]	[91631749]	[]
685_36279	chr1	95116696	95117096	+	638	22.0	[11.60008]	[139]	[]	[]	[95116897]	[]
685_3628	chr3	101117466	101117866	+	1000	129.0	[]	[]	[12.879424]	[105]	[]	[101117669]
685_36280	chr1	99725959	99726359	+	621	22.0	[]	[]	[11.225551, 9.251775]	[141, 153]	[]	[99726169, 99726181]
685_36281	chr1	106564212	106564612	+	627	22.0	[6.4946647, 16.720299, 6.404951]	[74, 82, 152]	[]	[]	[106564382, 106564390, 106564460]	[]
685_36282	chr1	109396106	109396506	+	605	22.0	[12.159406]	[108]	[]	[]	[109396307]	[]
685_36283	chr1	109864334	109864734	+	575	22.0	[]	[]	[10.571688]	[132]	[]	[109864543]
685_36285	chr1	110426911	110427311	+	608	22.0	[12.281415]	[72]	[10.508018, 6.544357]	[84, 123]	[110427070]	[110427082, 110427121]
685_36286	chr1	111221652	111222052	+	567	22.0	[12.555577]	[94]	[6.029675]	[120]	[111221846]	[111221872]
685_36287	chr1	118392601	118393001	+	626	22.0	[15.290571]	[73]	[]	[]	[118392767]	[]
685_36288	chr1	125179340	125179740	+	623	22.0	[]	[]	[6.6720395]	[98]	[]	[125179535]
685_3629	chr3	155984083	155984483	+	1000	129.0	[12.102688]	[95]	[5.7793207, 6.0189815]	[76, 117]	[155984276]	[155984257, 155984298]
685_36291	chr1	146017959	146018359	+	625	22.0	[7.7355843, 11.605448]	[88, 107]	[]	[]	[146018142, 146018161]	[]
685_36292	chr1	150789503	150789903	+	626	22.0	[9.033403, 6.829257]	[98, 154]	[]	[]	[150789686, 150789742]	[]
685_36293	chr1	150909656	150910056	+	615	22.0	[7.399815, 6.497461, 8.07638]	[85, 143, 146]	[]	[]	[150909822, 150909880, 150909883]	[]
685_36294	chr1	151108682	151109082	+	649	22.0	[11.038218]	[83]	[]	[]	[151108847]	[]
685_36295	chr1	152096183	152096583	+	595	22.0	[13.021699]	[110]	[]	[]	[152096383]	[]
685_36296	chr1	152858626	152859026	+	599	22.0	[12.677079, 7.789524, 12.234314]	[112, 165, 171]	[]	[]	[152858800, 152858853, 152858859]	[]
685_36297	chr1	155034055	155034455	+	629	22.0	[]	[]	[11.4550495, 7.1753917]	[121, 137]	[]	[155034273, 155034289]
685_36298	chr1	156114183	156114583	+	591	22.0	[]	[]	[9.186699, 7.6526146, 7.07165]	[95, 104, 134]	[]	[156114376, 156114385, 156114415]
685_363	chr2	55050506	55050906	+	1000	343.0	[7.0693665]	[53]	[16.751482]	[93]	[55050659]	[55050699]
685_3630	chr3	184119124	184119524	+	1000	129.0	[]	[]	[15.804134]	[110]	[]	[184119326]
685_36300	chr1	156626044	156626444	+	542	22.0	[7.4603143, 10.374005]	[70, 132]	[]	[]	[156626204, 156626266]	[]
685_36301	chr1	156749446	156749846	+	619	22.0	[8.059038, 5.7367754]	[140, 146]	[6.423621]	[208]	[156749623, 156749629]	[156749691]
685_36302	chr1	159055847	159056247	+	616	22.0	[6.3785653, 9.859088]	[86, 98]	[]	[]	[159056018, 159056030]	[]
685_36303	chr1	159937418	159937818	+	602	22.0	[]	[]	[7.4092, 13.289122, 6.3415437]	[84, 90, 121]	[]	[159937596, 159937602, 159937633]
685_36304	chr1	161020237	161020637	+	630	22.0	[]	[]	[15.240896]	[96]	[]	[161020426]
685_36305	chr1	161195123	161195523	+	618	22.0	[14.723354, 6.683989]	[92, 148]	[]	[]	[161195290, 161195346]	[]
685_36307	chr1	162386933	162387333	+	668	22.0	[12.653823]	[103]	[]	[]	[162387124]	[]
685_36308	chr1	162411955	162412355	+	615	22.0	[10.101696]	[129]	[11.187661]	[86]	[162412169]	[162412126]
685_36309	chr1	165802585	165802985	+	597	22.0	[11.485566, 15.043165]	[84, 92]	[]	[]	[165802760, 165802768]	[]
685_3631	chr4	40205374	40205774	+	1000	129.0	[7.8259244]	[111]	[11.865454]	[154]	[40205575]	[40205618]
685_36310	chr1	165883080	165883480	+	606	22.0	[8.77736, 9.968694]	[76, 116]	[]	[]	[165883248, 165883288]	[]
685_36311	chr1	166643635	166644035	+	590	22.0	[15.302139]	[114]	[7.718027]	[128]	[166643847]	[166643861]
685_36312	chr1	167695074	167695474	+	580	22.0	[6.313541, 14.756533]	[122, 190]	[]	[]	[167695255, 167695323]	[]
685_36313	chr1	172340531	172340931	+	621	22.0	[]	[]	[16.787796, 12.555577]	[188, 194]	[]	[172340762, 172340768]
685_36314	chr1	172450045	172450445	+	593	22.0	[]	[]	[8.394075]	[166]	[]	[172450238]
685_36315	chr1	176000889	176001289	+	619	22.0	[15.761773]	[112]	[]	[]	[176001088]	[]
685_36316	chr1	179293339	179293739	+	600	22.0	[7.9196396]	[113]	[]	[]	[179293550]	[]
685_36318	chr1	180543779	180544179	+	649	22.0	[]	[]	[12.034145, 8.246312]	[94, 119]	[]	[180543971, 180543996]
685_36319	chr1	183470845	183471245	+	610	22.0	[7.636543]	[122]	[]	[]	[183471050]	[]
685_3632	chr4	98995503	98995903	+	1000	129.0	[]	[]	[5.724713, 10.678223, 9.146179]	[80, 98, 121]	[]	[98995673, 98995691, 98995714]
685_36321	chr1	184947509	184947909	+	549	22.0	[16.525896]	[95]	[]	[]	[184947701]	[]
685_36322	chr1	185457737	185458137	+	575	22.0	[]	[]	[16.093534]	[118]	[]	[185457936]
685_36323	chr1	195733789	195734189	+	544	22.0	[6.666728]	[126]	[8.134489]	[71]	[195734014]	[195733959]
685_36324	chr1	200154849	200155249	+	549	22.0	[9.596594]	[171]	[]	[]	[200155038]	[]
685_36325	chr1	200713582	200713982	+	586	22.0	[]	[]	[5.7141323, 17.568464]	[122, 127]	[]	[200713769, 200713774]
685_36327	chr1	201715644	201716044	+	568	22.0	[14.920682]	[138]	[6.701982, 7.1482353]	[74, 97]	[201715867]	[201715803, 201715826]
685_36328	chr1	203263451	203263851	+	615	22.0	[]	[]	[10.625951, 9.815691]	[67, 74]	[]	[203263603, 203263610]
685_36329	chr1	204410733	204411133	+	653	22.0	[]	[]	[7.452863, 6.810212]	[122, 180]	[]	[204410915, 204410973]
685_3633	chr4	122623622	122624022	+	1000	129.0	[6.143395, 11.06122, 16.53411]	[74, 82, 100]	[]	[]	[122623796, 122623804, 122623822]	[]
685_36330	chr1	205335607	205336007	+	545	22.0	[10.196176, 6.39161]	[100, 105]	[]	[]	[205335807, 205335812]	[]
685_36331	chr1	206921868	206922268	+	638	22.0	[11.144185]	[92]	[]	[]	[206922056]	[]
685_36332	chr1	207240668	207241068	+	625	22.0	[]	[]	[6.6889944]	[144]	[]	[207240890]
685_36333	chr1	207625695	207626095	+	560	22.0	[7.732755]	[107]	[]	[]	[207625895]	[]
685_36335	chr1	209354278	209354678	+	623	22.0	[6.2462106, 5.693493]	[61, 102]	[]	[]	[209354434, 209354475]	[]
685_36336	chr1	211633094	211633494	+	586	22.0	[5.806539]	[90]	[]	[]	[211633255]	[]
685_36337	chr1	213993852	213994252	+	612	22.0	[14.6272335]	[145]	[]	[]	[213994070]	[]
685_36338	chr1	219715723	219716123	+	626	22.0	[]	[]	[15.87502]	[102]	[]	[219715921]
685_36339	chr1	219843331	219843731	+	592	22.0	[8.076229, 9.028212, 18.345798]	[62, 84, 92]	[]	[]	[219843491, 219843513, 219843521]	[]
685_3634	chr5	176693317	176693717	+	1000	129.0	[]	[]	[9.201302]	[102]	[]	[176693518]
685_36340	chr1	219900614	219901014	+	541	22.0	[8.957667, 5.970338]	[97, 120]	[]	[]	[219900803, 219900826]	[]
685_36341	chr1	223443011	223443411	+	620	22.0	[6.9453154]	[121]	[9.625399, 13.778775, 6.065339]	[75, 95, 134]	[223443225]	[223443179, 223443199, 223443238]
685_36342	chr1	225772803	225773203	+	548	22.0	[8.721073, 15.016564]	[102, 117]	[7.053305]	[59]	[225773000, 225773015]	[225772957]
685_36345	chr1	228508980	228509380	+	595	22.0	[10.7521]	[95]	[]	[]	[228509170]	[]
685_36346	chr1	229573667	229574067	+	652	22.0	[]	[]	[7.6166334]	[146]	[]	[229573872]
685_36348	chr1	244292451	244292851	+	651	22.0	[6.3910217]	[124]	[8.3055525, 7.3273516]	[88, 97]	[244292657]	[244292621, 244292630]
685_36349	chr1	245359264	245359664	+	624	22.0	[11.363299]	[95]	[]	[]	[245359455]	[]
685_3635	chr6	28462494	28462894	+	1000	129.0	[11.886372]	[95]	[10.870947]	[154]	[28462685]	[28462744]
685_36350	chr1	246178905	246179305	+	624	22.0	[10.625796, 14.774778, 9.161647, 6.3910217, 8.460552, 8.282174]	[106, 112, 118, 121, 124, 151]	[]	[]	[246179098, 246179104, 246179110, 246179113, 246179116, 246179143]	[]
685_36351	chr10	5933329	5933729	+	612	22.0	[7.152736]	[151]	[9.676354]	[101]	[5933555]	[5933505]
685_36352	chr10	6053833	6054233	+	623	22.0	[6.290314]	[70]	[10.638297, 9.808951]	[115, 121]	[6053995]	[6054040, 6054046]
685_36354	chr10	10869533	10869933	+	563	22.0	[]	[]	[11.922039]	[98]	[]	[10869730]
685_36355	chr10	11894770	11895170	+	556	22.0	[6.13938, 6.638635]	[123, 127]	[]	[]	[11894949, 11894953]	[]
685_36356	chr10	13938916	13939316	+	562	22.0	[17.053406]	[95]	[]	[]	[13939093]	[]
685_36357	chr10	17392438	17392838	+	572	22.0	[19.618229]	[131]	[]	[]	[17392654]	[]
685_36358	chr10	17435149	17435549	+	585	22.0	[7.0891814]	[199]	[7.5231657]	[125]	[17435399]	[17435325]
685_36359	chr10	17851644	17852044	+	560	22.0	[12.97993]	[155]	[]	[]	[17851877]	[]
685_3636	chr6	31547350	31547750	+	1000	129.0	[]	[]	[9.640815, 8.122364]	[98, 132]	[]	[31547545, 31547579]
685_36360	chr10	21519737	21520137	+	560	22.0	[7.790719]	[92]	[]	[]	[21519918]	[]
685_36361	chr10	21963376	21963776	+	641	22.0	[13.637525]	[93]	[]	[]	[21963569]	[]
685_36362	chr10	22217815	22218215	+	550	22.0	[5.799541, 7.7534304]	[108, 120]	[]	[]	[22218009, 22218021]	[]
685_36363	chr10	22707977	22708377	+	620	22.0	[13.401099]	[100]	[7.9560666]	[115]	[22708169]	[22708184]
685_36365	chr10	22738480	22738880	+	562	22.0	[]	[]	[6.958125]	[118]	[]	[22738690]
685_36366	chr10	27948945	27949345	+	653	22.0	[6.211284, 18.191957]	[60, 91]	[6.9593296]	[151]	[27949104, 27949135]	[27949195]
685_36369	chr10	41883913	41884313	+	616	22.0	[6.0779567]	[157]	[]	[]	[41884141]	[]
685_3637	chr6	52641809	52642209	+	1000	129.0	[]	[]	[9.809362, 13.977564]	[88, 107]	[]	[52641987, 52642006]
685_36370	chr10	50309573	50309973	+	540	22.0	[]	[]	[9.553027, 12.019874, 10.479591]	[107, 112, 171]	[]	[50309748, 50309753, 50309812]
685_36372	chr10	70533297	70533697	+	615	22.0	[]	[]	[15.173925]	[146]	[]	[70533533]
685_36373	chr10	70672133	70672533	+	557	22.0	[]	[]	[6.8281517]	[107]	[]	[70672336]
685_36374	chr10	70883219	70883619	+	615	22.0	[15.766947, 15.766947]	[99, 117]	[]	[]	[70883411, 70883429]	[]
685_36375	chr10	72258692	72259092	+	623	22.0	[7.1599913, 6.190958, 7.01844]	[145, 158, 164]	[]	[]	[72258906, 72258919, 72258925]	[]
685_36376	chr10	72310750	72311150	+	614	22.0	[]	[]	[9.29585]	[104]	[]	[72310921]
685_36377	chr10	73166946	73167346	+	593	22.0	[]	[]	[12.044452]	[123]	[]	[73167154]
685_36378	chr10	73562245	73562645	+	633	22.0	[]	[]	[15.761773]	[100]	[]	[73562441]
685_36379	chr10	73650683	73651083	+	564	22.0	[6.1909423]	[241]	[6.263267]	[166]	[73650929]	[73650854]
685_3638	chr6	96545869	96546269	+	1000	129.0	[18.345798]	[96]	[]	[]	[96546062]	[]
685_36381	chr10	75063310	75063710	+	582	22.0	[]	[]	[12.668933]	[130]	[]	[75063529]
685_36385	chr10	81361418	81361818	+	552	22.0	[19.177654]	[168]	[]	[]	[81361656]	[]
685_36386	chr10	86733294	86733694	+	651	22.0	[15.642823]	[84]	[]	[]	[86733475]	[]
685_36387	chr10	89301339	89301739	+	628	22.0	[14.541544]	[91]	[]	[]	[89301511]	[]
685_36389	chr10	97227422	97227822	+	609	22.0	[18.753822, 6.064521]	[91, 116]	[]	[]	[97227599, 97227624]	[]
685_3639	chr7	18144180	18144580	+	1000	129.0	[]	[]	[12.435392]	[115]	[]	[18144387]
685_36390	chr10	97685599	97685999	+	618	22.0	[11.627398]	[167]	[]	[]	[97685813]	[]
685_36391	chr10	98919898	98920298	+	570	22.0	[]	[]	[9.149076]	[99]	[]	[98920091]
685_36392	chr10	100998750	100999150	+	613	22.0	[11.4550495]	[177]	[]	[]	[100998997]	[]
685_36394	chr10	112957693	112958093	+	633	22.0	[18.476559]	[112]	[]	[]	[112957894]	[]
685_36395	chr10	113683280	113683680	+	635	22.0	[]	[]	[15.746171, 7.434542, 9.116126]	[101, 109, 112]	[]	[113683477, 113683485, 113683488]
685_36396	chr10	132030991	132031391	+	606	22.0	[]	[]	[6.1614423, 11.597277]	[65, 102]	[]	[132031143, 132031180]
685_36397	chr10	132515289	132515689	+	569	22.0	[15.360103]	[87]	[]	[]	[132515475]	[]
685_36398	chr10	132551421	132551821	+	641	22.0	[]	[]	[12.283531]	[106]	[]	[132551624]
685_36399	chr11	324610	325010	+	574	22.0	[]	[]	[9.810332]	[110]	[]	[324812]
685_364	chr5	150058758	150059158	+	1000	342.0	[]	[]	[17.548697]	[96]	[]	[150058951]
685_3640	chr7	24763595	24763995	+	1000	129.0	[13.256354]	[98]	[]	[]	[24763789]	[]
685_36400	chr11	994925	995325	+	600	22.0	[11.516381]	[130]	[10.819235]	[106]	[995136]	[995112]
685_36401	chr11	5495866	5496266	+	626	22.0	[]	[]	[10.478122]	[99]	[]	[5496061]
685_36402	chr11	5854302	5854702	+	628	22.0	[6.1433597]	[142]	[18.345798, 7.101303, 7.874324]	[61, 69, 94]	[5854540]	[5854459, 5854467, 5854492]
685_36403	chr11	8735689	8736089	+	607	22.0	[]	[]	[16.315594, 5.7159348]	[134, 160]	[]	[8735907, 8735933]
685_36404	chr11	11901477	11901877	+	594	22.0	[10.43121]	[100]	[]	[]	[11901665]	[]
685_36405	chr11	12174540	12174940	+	577	22.0	[5.829876]	[62]	[]	[]	[12174701]	[]
685_36407	chr11	20013722	20014122	+	631	22.0	[14.105646]	[93]	[]	[]	[20013912]	[]
685_36408	chr11	20112520	20112920	+	601	22.0	[6.92216]	[75]	[]	[]	[20112695]	[]
685_36409	chr11	32893633	32894033	+	619	22.0	[12.229656]	[68]	[]	[]	[32893785]	[]
685_3641	chr7	103163069	103163469	+	1000	129.0	[19.177654, 10.635171, 10.574084]	[109, 136, 139]	[]	[]	[103163278, 103163305, 103163308]	[]
685_36410	chr11	44611694	44612094	+	595	22.0	[]	[]	[8.384586]	[123]	[]	[44611882]
685_36411	chr11	58746081	58746481	+	566	22.0	[]	[]	[11.491872, 6.1639533]	[108, 114]	[]	[58746278, 58746284]
685_36413	chr11	61805125	61805525	+	608	22.0	[]	[]	[11.553553]	[93]	[]	[61805300]
685_36414	chr11	63038098	63038498	+	588	22.0	[]	[]	[18.345798, 6.414719, 5.781147]	[90, 98, 115]	[]	[63038275, 63038283, 63038300]
685_36415	chr11	63838487	63838887	+	548	22.0	[6.0591044]	[137]	[]	[]	[63838658]	[]
685_36416	chr11	64448166	64448566	+	600	22.0	[11.4712305]	[89]	[7.346162]	[117]	[64448346]	[64448374]
685_36417	chr11	64893247	64893647	+	623	22.0	[16.407028]	[92]	[]	[]	[64893439]	[]
685_36419	chr11	65816718	65817118	+	616	22.0	[7.6582594, 14.317017]	[74, 80]	[]	[]	[65816891, 65816897]	[]
685_3642	chr8	100720765	100721165	+	1000	129.0	[]	[]	[12.422853]	[101]	[]	[100720964]
