#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_5275	chr18	58025216	58025616	+	972	69.5	[15.210169]	[101]	[11.192318]	[100]	[58025414]	[58025413]
582_5277	chr19	15843767	15844167	+	1000	69.5	[8.601925]	[150]	[11.390118]	[149]	[15844016]	[15844015]
582_5278	chr2	11863879	11864279	+	1000	69.5	[]	[]	[5.9220176]	[109]	[]	[11864080]
582_5279	chr2	86000183	86000583	+	1000	69.5	[5.9220176]	[93]	[]	[]	[86000375]	[]
582_528	chr6	69624938	69625338	+	1000	185.5	[15.210169]	[93]	[15.617505]	[92]	[69625131]	[69625130]
582_5281	chr2	119760685	119761085	+	1000	69.5	[]	[]	[5.846348]	[194]	[]	[119760864]
582_5282	chr2	166653174	166653574	+	1000	69.5	[10.636991]	[111]	[11.910557]	[110]	[166653379]	[166653378]
582_5284	chr2	234388593	234388993	+	1000	69.5	[5.1364346, 15.12992]	[60, 123]	[7.540198, 11.654483]	[59, 122]	[234388752, 234388815]	[234388751, 234388814]
582_5286	chr20	41001487	41001887	+	1000	69.5	[11.910557]	[126]	[10.636991]	[125]	[41001704]	[41001703]
582_5287	chr21	38112969	38113369	+	1000	69.5	[11.503221]	[95]	[6.2118034]	[94]	[38113161]	[38113160]
582_5289	chr22	21582612	21583012	+	1000	69.5	[5.17492]	[200]	[]	[]	[21582856]	[]
582_529	chr18	57666854	57667254	+	1000	185.0	[11.166897]	[116]	[11.166897]	[115]	[57667059]	[57667058]
582_5292	chr3	14526113	14526513	+	1000	69.5	[10.636991]	[96]	[11.503221]	[95]	[14526309]	[14526308]
582_5294	chr3	57634302	57634702	+	1000	69.5	[11.247147]	[98]	[15.12992]	[97]	[57634492]	[57634491]
582_5295	chr3	189494625	189495025	+	978	69.5	[7.947534]	[80]	[9.742069]	[79]	[189494805]	[189494804]
582_5297	chr4	75848343	75848743	+	1000	69.5	[11.390118]	[93]	[9.009261]	[92]	[75848535]	[75848534]
582_530	chr22	22845958	22846358	+	1000	185.0	[5.9220176]	[106]	[9.58615]	[62]	[22846162]	[22846118]
582_5301	chr5	79556156	79556556	+	1000	69.5	[]	[]	[5.5711503]	[177]	[]	[79556383]
582_5302	chr5	79561150	79561550	+	764	69.5	[]	[]	[5.9220176]	[132]	[]	[79561367]
582_5303	chr5	154311348	154311748	+	1000	69.5	[]	[]	[5.9220176]	[98]	[]	[154311545]
582_5307	chr6	73562567	73562967	+	1000	69.5	[10.636991]	[98]	[11.910557]	[97]	[73562763]	[73562762]
582_5308	chr6	88302428	88302828	+	1000	69.5	[11.192318]	[128]	[15.617505]	[127]	[88302644]	[88302643]
582_5309	chr6	97049238	97049638	+	1000	69.5	[]	[]	[5.9220176]	[117]	[]	[97049446]
582_5310	chr6	136756312	136756712	+	1000	69.5	[11.390118]	[105]	[8.601925]	[104]	[136756506]	[136756505]
582_5312	chr7	156576184	156576584	+	1000	69.5	[5.9220176]	[159]	[]	[]	[156576413]	[]
582_5314	chr8	28107823	28108223	+	1000	69.5	[]	[]	[5.5146813]	[88]	[]	[28108009]
582_5316	chr8	70088175	70088575	+	1000	69.5	[10.1494055]	[100]	[7.947534]	[99]	[70088368]	[70088367]
582_5317	chr8	93894155	93894555	+	1000	69.5	[10.636991, 7.947534]	[84, 105]	[11.910557, 5.7242174]	[83, 104]	[93894336, 93894357]	[93894335, 93894356]
582_5318	chr8	100600733	100601133	+	1000	69.5	[]	[]	[5.9220176]	[91]	[]	[100600915]
582_532	chr10	42431091	42431491	+	1000	184.5	[6.055884, 10.1494055]	[56, 101]	[7.947534]	[100]	[42431247, 42431292]	[42431291]
582_5324	chrX	84956298	84956698	+	1000	69.5	[]	[]	[5.5146813]	[101]	[]	[84956498]
582_5325	chrY	56838706	56839106	+	1000	69.5	[5.830307]	[85]	[7.3027105]	[84]	[56838869]	[56838868]
582_533	chr12	50825298	50825698	+	1000	184.5	[]	[]	[10.902532]	[96]	[]	[50825491]
582_5331	chr1	112172264	112172664	+	1000	69.0	[]	[]	[10.495195]	[107]	[]	[112172468]
582_5333	chr1	116934831	116935231	+	1000	69.0	[5.830307, 5.6231275]	[112, 132]	[7.3027105]	[111]	[116935022, 116935042]	[116935021]
582_5336	chr1	186449655	186450055	+	1000	69.0	[6.9395094]	[105]	[]	[]	[186449846]	[]
582_5339	chr1	236354723	236355123	+	1000	69.0	[6.6739683]	[160]	[6.191345, 11.422971]	[90, 159]	[236354960]	[236354890, 236354959]
582_5340	chr10	8728028	8728428	+	1000	69.0	[11.654483]	[101]	[15.12992, 6.616287]	[100, 108]	[8728223]	[8728222, 8728230]
582_5341	chr10	13236097	13236497	+	1000	69.0	[15.210169]	[96]	[15.617505]	[95]	[13236289]	[13236288]
582_5342	chr10	23291919	23292319	+	1000	69.0	[15.12992]	[116]	[7.229295]	[115]	[23292124]	[23292123]
582_5343	chr10	43310876	43311276	+	1000	69.0	[11.166897]	[92]	[10.759561]	[91]	[43311065]	[43311064]
582_5344	chr11	46127106	46127506	+	1000	69.0	[5.095232]	[163]	[]	[]	[46127355]	[]
582_5345	chr11	47912854	47913254	+	1000	69.0	[7.947534]	[126]	[10.1494055]	[125]	[47913071]	[47913070]
582_5346	chr11	48054953	48055353	+	1000	69.0	[8.601925]	[88]	[11.390118]	[87]	[48055139]	[48055138]
582_5351	chr12	53576718	53577118	+	1000	69.0	[11.192318]	[105]	[15.210169, 9.1358795]	[104, 152]	[53576921]	[53576920, 53576968]
582_5355	chr12	131114867	131115267	+	1000	69.0	[11.654483]	[113]	[15.12992]	[112]	[131115067]	[131115066]
582_5356	chr13	47188752	47189152	+	1000	69.0	[9.623465]	[128]	[10.073735]	[127]	[47188970]	[47188969]
582_5358	chr15	29260822	29261222	+	1000	69.0	[15.12992, 5.50918]	[113, 142]	[11.654483]	[112]	[29261030, 29261059]	[29261029]
582_5359	chr15	39347484	39347884	+	1000	69.0	[11.009659]	[98]	[10.810822]	[97]	[39347650]	[39347649]
582_536	chr5	5598589	5598989	+	1000	184.5	[5.9220176]	[111]	[]	[]	[5598799]	[]
582_5360	chr15	41190259	41190659	+	1000	69.0	[8.601925]	[77]	[11.390118]	[76]	[41190434]	[41190433]
582_5363	chr16	65683932	65684332	+	1000	69.0	[5.9220176]	[92]	[]	[]	[65684092]	[]
582_5365	chr17	5845944	5846344	+	872	69.0	[15.617505]	[160]	[15.210169]	[159]	[5846187]	[5846186]
582_5369	chr18	35086705	35087105	+	1000	69.0	[11.654483]	[97]	[10.704732]	[96]	[35086902]	[35086901]
582_537	chr5	39016851	39017251	+	1000	184.5	[14.722584]	[109]	[11.654483]	[108]	[39017056]	[39017055]
582_5377	chr2	37911518	37911918	+	1000	69.0	[10.636991, 8.710281]	[115, 137]	[11.910557, 5.9388933]	[114, 136]	[37911722, 37911744]	[37911721, 37911743]
582_5378	chr2	69581746	69582146	+	1000	69.0	[]	[]	[10.902532]	[104]	[]	[69581934]
582_5379	chr2	85485811	85486211	+	1000	69.0	[5.9220176]	[105]	[]	[]	[85485997]	[]
582_5383	chr3	14295059	14295459	+	1000	69.0	[10.604535]	[143]	[15.617505]	[142]	[14295277]	[14295276]
582_5384	chr3	85922347	85922747	+	1000	69.0	[15.617505]	[108]	[15.617505]	[107]	[85922554]	[85922553]
582_5385	chr3	131007771	131008171	+	1000	69.0	[11.654483]	[111]	[14.722584, 6.616287]	[110, 133]	[131007982]	[131007981, 131008004]
582_5388	chr4	15676015	15676415	+	1000	69.0	[5.9220176]	[135]	[]	[]	[15676228]	[]
582_539	chr20	17682533	17682933	+	1000	183.5	[15.210169]	[105]	[15.210169]	[104]	[17682729]	[17682728]
582_5392	chr4	96171040	96171440	+	1000	69.0	[]	[]	[5.9220176]	[116]	[]	[96171242]
582_5393	chr4	126794430	126794830	+	1000	69.0	[6.6965365, 5.5146813]	[80, 109]	[]	[]	[126794598, 126794627]	[]
582_5396	chr5	141682157	141682557	+	1000	69.0	[6.2118034, 9.494579]	[103, 139]	[7.485369]	[102]	[141682326, 141682362]	[141682325]
582_5399	chr6	19608559	19608959	+	1000	69.0	[5.9220176]	[88]	[]	[]	[19608741]	[]
582_540	chr16	30568136	30568536	+	1000	183.0	[11.910557]	[106]	[10.636991]	[105]	[30568335]	[30568334]
582_5403	chr7	5531734	5532134	+	1000	69.0	[6.410001]	[145]	[]	[]	[5531915]	[]
582_5404	chr7	10593061	10593461	+	1000	69.0	[15.12992]	[125]	[11.654483]	[124]	[10593272]	[10593271]
582_5405	chr7	35526601	35527001	+	1000	69.0	[6.002267]	[115]	[]	[]	[35526813]	[]
582_5407	chr7	91796126	91796526	+	1000	69.0	[10.636991]	[101]	[11.910557]	[100]	[91796322]	[91796321]
582_5409	chr7	108526112	108526512	+	1000	69.0	[9.8982935]	[97]	[]	[]	[108526300]	[]
582_5412	chr7	138875653	138876053	+	1000	69.0	[5.9220176]	[107]	[]	[]	[138875853]	[]
582_5413	chr7	143415204	143415604	+	1000	69.0	[5.9220176]	[103]	[]	[]	[143415406]	[]
582_5414	chr8	25065546	25065946	+	1000	69.0	[11.503221]	[129]	[5.9220176, 6.2118034]	[97, 128]	[25065773]	[25065741, 25065772]
582_5417	chr9	599925	600325	+	1000	69.0	[11.910557, 15.210169]	[68, 104]	[10.636991, 15.617505]	[67, 103]	[600090, 600126]	[600089, 600125]
582_5418	chr9	94805446	94805846	+	1000	69.0	[6.9977837, 10.636991]	[81, 111]	[6.6739683, 11.910557]	[80, 110]	[94805624, 94805654]	[94805623, 94805653]
582_5419	chr9	121072183	121072583	+	1000	69.0	[15.12992]	[99]	[11.247147]	[98]	[121072380]	[121072379]
582_542	chr2	127498485	127498885	+	1000	183.0	[10.810822]	[93]	[11.009659]	[92]	[127498676]	[127498675]
582_5420	chr1	47674168	47674568	+	1000	68.5	[11.910557]	[132]	[10.636991]	[131]	[47674390]	[47674389]
582_5422	chr1	101055625	101056025	+	1000	68.5	[5.5146813]	[92]	[]	[]	[101055814]	[]
582_5424	chr1	161439583	161439983	+	1000	68.5	[5.674528]	[65]	[]	[]	[161439744]	[]
582_5427	chr1	203625619	203626019	+	1000	68.5	[11.910557]	[105]	[10.229654]	[104]	[203625821]	[203625820]
582_5430	chr1	244833363	244833763	+	1000	68.5	[8.601925]	[146]	[11.390118]	[145]	[244833569]	[244833568]
582_5431	chr10	185566	185966	+	1000	68.5	[15.617505]	[104]	[15.617505]	[103]	[185768]	[185767]
582_5434	chr10	24720168	24720568	+	1000	68.5	[5.7790465, 9.1358795]	[106, 126]	[7.4599485, 6.5180492]	[105, 125]	[24720373, 24720393]	[24720372, 24720392]
582_5437	chr10	56749580	56749980	+	1000	68.5	[5.9220176]	[96]	[]	[]	[56749775]	[]
582_5438	chr10	70234988	70235388	+	1000	68.5	[5.9220176]	[160]	[]	[]	[70235216]	[]
582_544	chr22	22521514	22521914	+	1000	182.5	[]	[]	[5.9220176]	[101]	[]	[22521715]
582_5440	chr10	99119246	99119646	+	1000	68.5	[5.9220176]	[105]	[]	[]	[99119443]	[]
582_5441	chr11	62054450	62054850	+	1000	68.5	[]	[]	[9.8982935]	[114]	[]	[62054646]
582_5445	chr12	1812955	1813355	+	1000	68.5	[]	[]	[9.742069]	[96]	[]	[1813148]
582_5448	chr13	99468945	99469345	+	1000	68.5	[6.2118034]	[86]	[11.910557]	[85]	[99469127]	[99469126]
582_5449	chr14	65211300	65211700	+	1000	68.5	[]	[]	[6.296237]	[106]	[]	[65211485]
582_5451	chr14	91750615	91751015	+	1000	68.5	[10.636991]	[117]	[11.910557]	[116]	[91750819]	[91750818]
582_5454	chr16	56964869	56965269	+	1000	68.5	[]	[]	[5.9220176]	[89]	[]	[56965043]
582_5456	chr17	66246217	66246617	+	1000	68.5	[14.722584]	[165]	[11.247147]	[164]	[66246454]	[66246453]
582_5458	chr18	8995332	8995732	+	937	68.5	[5.9220176]	[207]	[5.7037597]	[214]	[8995561]	[8995568]
582_5459	chr18	76720705	76721105	+	1000	68.5	[15.210169]	[98]	[15.210169]	[97]	[76720901]	[76720900]
582_546	chr8	37905541	37905941	+	1000	182.5	[5.9220176]	[72]	[]	[]	[37905713]	[]
582_5465	chr2	139122571	139122971	+	1000	68.5	[15.210169]	[112]	[15.617505]	[111]	[139122774]	[139122773]
582_5466	chr2	176933976	176934376	+	1000	68.5	[]	[]	[5.784009]	[228]	[]	[176934219]
582_5468	chr20	44442742	44443142	+	1000	68.5	[9.623465]	[102]	[10.073735]	[101]	[44442939]	[44442938]
582_5469	chr20	48143391	48143791	+	1000	68.5	[]	[]	[5.5146813]	[116]	[]	[48143594]
582_5473	chr22	21089905	21090305	+	1000	68.5	[11.422971]	[180]	[6.266632]	[179]	[21090147]	[21090146]
582_5474	chr22	22262659	22263059	+	1000	68.5	[11.422971]	[84]	[6.6739683]	[83]	[22262829]	[22262828]
582_5477	chr3	7029599	7029999	+	1000	68.5	[15.12992]	[97]	[11.247147]	[96]	[7029794]	[7029793]
582_5478	chr3	14664145	14664545	+	1000	68.5	[]	[]	[10.495195]	[104]	[]	[14664341]
582_5480	chr3	72953532	72953932	+	1000	68.5	[5.9388933]	[165]	[8.710281]	[164]	[72953769]	[72953768]
582_5481	chr3	189898525	189898925	+	1000	68.5	[9.197866, 6.6739683]	[88, 160]	[9.901916, 11.422971]	[87, 159]	[189898695, 189898767]	[189898694, 189898766]
582_5483	chr5	38823500	38823900	+	1000	68.5	[]	[]	[5.6703434, 5.9220176]	[87, 105]	[]	[38823680, 38823698]
582_5484	chr5	80905429	80905829	+	1000	68.5	[15.210169]	[98]	[6.6965365, 11.192318]	[65, 97]	[80905621]	[80905588, 80905620]
582_5485	chr5	136082860	136083260	+	1000	68.5	[5.095232]	[141]	[5.5146813]	[91]	[136083082]	[136083032]
582_5486	chr5	146962832	146963232	+	1000	68.5	[5.9220176]	[96]	[]	[]	[146963025]	[]
582_5488	chr5	172361512	172361912	+	1000	68.5	[]	[]	[5.5146813]	[130]	[]	[172361735]
582_5489	chr6	2886395	2886795	+	1000	68.5	[7.947534]	[100]	[5.1452413, 10.1494055]	[70, 99]	[2886592]	[2886562, 2886591]
582_549	chr17	46108805	46109205	+	1000	182.0	[5.9220176]	[102]	[]	[]	[46109006]	[]
582_5490	chr6	4018539	4018939	+	1000	68.5	[6.4773445]	[90]	[]	[]	[4018711]	[]
582_5491	chr6	26200820	26201220	+	1000	68.5	[11.390118]	[84]	[9.009261]	[83]	[26200980]	[26200979]
582_5493	chr6	48240233	48240633	+	1000	68.5	[10.902532]	[207]	[]	[]	[48240482]	[]
582_5494	chr6	52063475	52063875	+	855	68.5	[11.910557]	[89]	[10.636991]	[88]	[52063658]	[52063657]
582_5498	chr6	154355036	154355436	+	965	68.5	[6.110713]	[217]	[]	[]	[154355275]	[]
582_5500	chr7	36749333	36749733	+	1000	68.5	[11.503221]	[129]	[10.229654]	[128]	[36749521]	[36749520]
582_5502	chr7	106418093	106418493	+	1000	68.5	[6.208951]	[103]	[]	[]	[106418246]	[]
582_5504	chr7	137544429	137544829	+	1000	68.5	[10.636991]	[134]	[11.910557]	[133]	[137544648]	[137544647]
582_5508	chr8	41858103	41858503	+	1000	68.5	[]	[]	[5.9220176]	[105]	[]	[41858300]
582_5511	chrX	12865320	12865720	+	1000	68.5	[5.5146813]	[91]	[]	[]	[12865510]	[]
582_5512	chrX	136850495	136850895	+	1000	68.5	[10.636991]	[100]	[11.910557]	[99]	[136850693]	[136850692]
582_5513	chr1	12555713	12556113	+	754	68.0	[10.602323]	[55]	[10.810822]	[54]	[12555867]	[12555866]
582_5514	chr1	30756718	30757118	+	1000	68.0	[5.476728]	[179]	[]	[]	[30756947]	[]
582_5515	chr1	31866135	31866535	+	1000	68.0	[10.229654]	[95]	[11.910557]	[94]	[31866327]	[31866326]
582_5517	chr1	191504987	191505387	+	1000	68.0	[10.636991]	[118]	[11.910557]	[117]	[191505190]	[191505189]
582_5518	chr1	194298027	194298427	+	1000	68.0	[5.9220176]	[110]	[5.9220176, 5.9220176, 5.7037597]	[95, 130, 141]	[194298227]	[194298212, 194298247, 194298258]
582_5519	chr1	212140400	212140800	+	1000	68.0	[11.910557]	[104]	[10.636991]	[103]	[212140598]	[212140597]
582_5524	chr11	3178266	3178666	+	1000	68.0	[11.009659]	[102]	[10.810822]	[101]	[3178466]	[3178465]
582_5525	chr11	108085691	108086091	+	1000	68.0	[14.722584]	[95]	[11.654483]	[94]	[108085884]	[108085883]
582_5528	chr12	95187423	95187823	+	1000	68.0	[8.601925]	[117]	[11.390118]	[116]	[95187606]	[95187605]
582_553	chr2	198214031	198214431	+	1000	181.0	[]	[]	[5.5146813, 5.5146813]	[101, 115]	[]	[198214228, 198214242]
582_5530	chr13	50626036	50626436	+	1000	68.0	[6.4773445]	[123]	[]	[]	[50626246]	[]
582_5532	chr14	24332168	24332568	+	1000	68.0	[]	[]	[5.9220176]	[105]	[]	[24332359]
582_5534	chr15	67507311	67507711	+	1000	68.0	[7.103873]	[100]	[5.621808, 5.9220176]	[99, 109]	[67507508]	[67507507, 67507517]
582_5535	chr16	31382523	31382923	+	1000	68.0	[8.79053]	[97]	[9.494579]	[96]	[31382719]	[31382718]
582_5536	chr16	56198041	56198441	+	1000	68.0	[]	[]	[5.9220176]	[92]	[]	[56198226]
582_5537	chr16	88812529	88812929	+	1000	68.0	[10.602323]	[107]	[10.810822]	[106]	[88812727]	[88812726]
582_5540	chr19	11093254	11093654	+	1000	68.0	[5.9388933]	[106]	[8.710281]	[105]	[11093454]	[11093453]
582_5541	chr19	16486374	16486774	+	1000	68.0	[5.3023133]	[111]	[6.409603]	[110]	[16486573]	[16486572]
582_5544	chr2	161278626	161279026	+	1000	68.0	[5.5822563]	[80]	[]	[]	[161278800]	[]
582_5545	chr2	200728544	200728944	+	1000	68.0	[5.9220176]	[127]	[5.9220176]	[103]	[200728761]	[200728737]
582_5547	chr20	32672342	32672742	+	1000	68.0	[]	[]	[5.9220176]	[95]	[]	[32672525]
582_555	chr1	25997078	25997478	+	1000	180.5	[9.216128]	[131]	[10.481071]	[130]	[25997290]	[25997289]
582_5550	chr22	23042666	23043066	+	1000	68.0	[9.1358795]	[131]	[]	[]	[23042817]	[]
582_5551	chr3	13037718	13038118	+	1000	68.0	[11.910557]	[124]	[10.636991]	[123]	[13037936]	[13037935]
582_5552	chr3	17103568	17103968	+	823	68.0	[5.9220176]	[90]	[]	[]	[17103756]	[]
582_5556	chr3	106018137	106018537	+	1000	68.0	[11.910557]	[104]	[10.636991]	[103]	[106018340]	[106018339]
582_5557	chr3	173336262	173336662	+	1000	68.0	[10.902532]	[102]	[]	[]	[173336455]	[]
582_5559	chr4	979018	979418	+	1000	68.0	[5.830307]	[103]	[6.8953743]	[102]	[979216]	[979215]
582_5564	chr4	176482972	176483372	+	1000	68.0	[10.636991]	[97]	[11.910557]	[96]	[176483166]	[176483165]
582_5565	chr5	12645584	12645984	+	1000	68.0	[]	[]	[5.5711503, 5.9220176]	[63, 122]	[]	[12645738, 12645797]
582_5566	chr5	60542006	60542406	+	1000	68.0	[10.481071]	[114]	[9.216128]	[113]	[60542215]	[60542214]
582_5567	chr5	111077669	111078069	+	1000	68.0	[]	[]	[5.9220176, 5.1868024]	[98, 112]	[]	[111077861, 111077875]
582_5569	chr5	142990103	142990503	+	1000	68.0	[]	[]	[10.902532]	[72]	[]	[142990264]
582_5570	chr5	144877030	144877430	+	1000	68.0	[11.910557]	[90]	[]	[]	[144877181]	[]
582_5572	chr6	20201943	20202343	+	1000	68.0	[]	[]	[5.2670517]	[71]	[]	[20202104]
582_5574	chr6	43856088	43856488	+	1000	68.0	[6.2118034]	[99]	[11.503221]	[98]	[43856281]	[43856280]
582_5577	chr6	147794256	147794656	+	1000	68.0	[5.6231275]	[69]	[5.172857, 5.9220176]	[68, 101]	[147794420]	[147794419, 147794452]
582_5579	chr7	76082450	76082850	+	1000	68.0	[7.947534]	[142]	[5.7242174]	[141]	[76082667]	[76082666]
582_558	chr6	36649827	36650227	+	1000	180.5	[5.5146813]	[91]	[]	[]	[36650015]	[]
582_5581	chr7	99729421	99729821	+	1000	68.0	[9.623465]	[88]	[10.481071]	[87]	[99729608]	[99729607]
582_5582	chr7	105250244	105250644	+	1000	68.0	[]	[]	[5.5146813]	[97]	[]	[105250432]
582_5586	chr8	122699385	122699785	+	1000	68.0	[]	[]	[5.9220176]	[188]	[]	[122699617]
582_559	chr11	71947549	71947949	+	1000	180.0	[5.9220176]	[107]	[]	[]	[71947750]	[]
582_5592	chrX	119155603	119156003	+	1000	68.0	[15.617505]	[106]	[15.617505]	[105]	[119155806]	[119155805]
582_5593	chr1	15846638	15847038	+	1000	67.5	[6.584471]	[77]	[10.403485]	[76]	[15846800]	[15846799]
582_5594	chr1	22990725	22991125	+	1000	67.5	[]	[]	[5.9220176]	[112]	[]	[22990877]
582_5595	chr1	33085338	33085738	+	1000	67.5	[11.654483]	[122]	[14.722584]	[121]	[33085550]	[33085549]
582_5597	chr1	44031220	44031620	+	1000	67.5	[]	[]	[5.5146813]	[102]	[]	[44031379]
582_5599	chr1	167011600	167012000	+	1000	67.5	[8.710281, 10.636991]	[73, 112]	[5.531557, 11.910557]	[72, 111]	[167011761, 167011800]	[167011760, 167011799]
582_560	chr18	55830476	55830876	+	1000	180.0	[15.617505]	[98]	[15.617505]	[97]	[55830667]	[55830666]
582_5601	chr1	222385268	222385668	+	1000	67.5	[5.9220176]	[98]	[]	[]	[222385442]	[]
582_5604	chr10	32948527	32948927	+	1000	67.5	[5.5146813]	[101]	[]	[]	[32948726]	[]
582_5605	chr10	42523113	42523513	+	1000	67.5	[5.9220176]	[122]	[]	[]	[42523313]	[]
582_5606	chr10	68385731	68386131	+	1000	67.5	[]	[]	[5.9220176]	[109]	[]	[68385938]
582_5608	chr11	1771819	1772219	+	1000	67.5	[]	[]	[6.409603]	[153]	[]	[1772002]
582_561	chr19	19402994	19403394	+	1000	180.0	[]	[]	[5.9220176, 5.3427215]	[106, 116]	[]	[19403194, 19403204]
582_5612	chr15	90584844	90585244	+	1000	67.5	[]	[]	[5.9220176]	[98]	[]	[90585037]
582_5613	chr16	48479954	48480354	+	1000	67.5	[]	[]	[5.9220176]	[94]	[]	[48480146]
582_5615	chr17	15920690	15921090	+	791	67.5	[11.503221]	[109]	[10.636991]	[108]	[15920894]	[15920893]
582_5616	chr17	27576479	27576879	+	1000	67.5	[6.96493]	[138]	[9.009261]	[137]	[27576675]	[27576674]
582_5617	chr17	75046210	75046610	+	1000	67.5	[6.5180492]	[102]	[9.1358795]	[101]	[75046409]	[75046408]
582_5618	chr18	9828238	9828638	+	1000	67.5	[]	[]	[5.5682983]	[191]	[]	[9828439]
582_562	chr6	28939558	28939958	+	1000	180.0	[]	[]	[5.9220176]	[142]	[]	[28939794]
582_5620	chr19	14356305	14356705	+	1000	67.5	[8.79053]	[106]	[9.494579]	[105]	[14356486]	[14356485]
582_5621	chr2	17759785	17760185	+	1000	67.5	[8.728543, 11.654483]	[98, 115]	[6.110713, 10.704732]	[97, 114]	[17759981, 17759998]	[17759980, 17759997]
582_5624	chr2	68733362	68733762	+	1000	67.5	[5.9220176]	[107]	[]	[]	[68733561]	[]
582_5625	chr2	101038543	101038943	+	1000	67.5	[5.9220176]	[155]	[]	[]	[101038771]	[]
582_5626	chr2	149486691	149487091	+	1000	67.5	[9.009261]	[101]	[11.390118]	[100]	[149486878]	[149486877]
582_5627	chr22	16747249	16747649	+	1000	67.5	[10.636991]	[107]	[11.910557]	[106]	[16747450]	[16747449]
582_5628	chr22	19629920	19630320	+	1000	67.5	[6.055884]	[130]	[5.198277]	[129]	[19630133]	[19630132]
582_563	chr6	30781796	30782196	+	1000	180.0	[9.197866]	[120]	[9.494579]	[119]	[30782004]	[30782003]
582_5633	chr22	29458488	29458888	+	1000	67.5	[11.910557]	[104]	[10.636991]	[103]	[29458680]	[29458679]
582_5634	chr3	36918823	36919223	+	1000	67.5	[10.1494055]	[118]	[7.947534, 5.4490643]	[117, 178]	[36919013]	[36919012, 36919073]
582_5635	chr3	42683786	42684186	+	1000	67.5	[9.009261]	[100]	[11.390118]	[99]	[42683986]	[42683985]
582_5638	chr4	2429852	2430252	+	1000	67.5	[15.12992]	[107]	[11.654483]	[106]	[2430051]	[2430050]
582_564	chr9	98429634	98430034	+	1000	180.0	[5.9220176]	[96]	[]	[]	[98429827]	[]
582_5640	chr4	39941830	39942230	+	859	67.5	[]	[]	[5.9220176]	[122]	[]	[39942017]
582_5646	chr5	143186689	143187089	+	1000	67.5	[5.9220176]	[89]	[]	[]	[143186877]	[]
582_5647	chr5	149588950	149589350	+	902	67.5	[]	[]	[5.9220176]	[115]	[]	[149589144]
582_5648	chr5	151873666	151874066	+	1000	67.5	[11.654483]	[217]	[15.12992]	[216]	[151873880]	[151873879]
582_5649	chr5	159230670	159231070	+	1000	67.5	[5.4418163, 5.9220176, 5.094671, 5.4289308]	[69, 110, 135, 154]	[6.002267]	[83]	[159230825, 159230866, 159230891, 159230910]	[159230839]
582_5650	chr6	6577768	6578168	+	929	67.5	[9.623465]	[103]	[10.073735]	[102]	[6577967]	[6577966]
582_5652	chr6	21987645	21988045	+	1000	67.5	[10.1494055]	[144]	[7.540198]	[143]	[21987876]	[21987875]
582_5653	chr6	23243893	23244293	+	1000	67.5	[15.210169]	[99]	[15.210169]	[98]	[23244091]	[23244090]
582_5659	chr6	108714007	108714407	+	1000	67.5	[10.073735]	[103]	[9.623465]	[102]	[108714205]	[108714204]
582_5660	chr6	149311267	149311667	+	1000	67.5	[15.617505]	[132]	[11.192318]	[131]	[149311485]	[149311484]
582_5663	chr7	141296014	141296414	+	838	67.5	[]	[]	[9.108264]	[98]	[]	[141296210]
582_5664	chr8	8363132	8363532	+	709	67.5	[7.3027105]	[121]	[5.830307]	[120]	[8363336]	[8363335]
582_5666	chr8	70160605	70161005	+	1000	67.5	[11.910557]	[141]	[10.229654]	[140]	[70160825]	[70160824]
582_5667	chr8	85862055	85862455	+	1000	67.5	[11.910557]	[109]	[10.636991]	[108]	[85862256]	[85862255]
582_5668	chr8	90194199	90194599	+	1000	67.5	[]	[]	[5.5822563]	[92]	[]	[90194388]
582_5670	chr8	125696744	125697144	+	1000	67.5	[8.728543]	[126]	[]	[]	[125696936]	[]
582_5672	chrY	56839924	56840324	+	1000	67.5	[5.7790465]	[118]	[7.0526123]	[117]	[56840129]	[56840128]
582_5673	chr1	19436661	19437061	+	1000	67.0	[6.8953743]	[113]	[5.830307]	[112]	[19436847]	[19436846]
582_5678	chr1	148388347	148388747	+	1000	67.0	[10.1494055]	[102]	[7.947534]	[101]	[148388526]	[148388525]
582_5680	chr1	169309335	169309735	+	1000	67.0	[5.422971]	[139]	[7.3027105]	[138]	[169309528]	[169309527]
582_5681	chr1	185610956	185611356	+	1000	67.0	[]	[]	[5.9220176]	[105]	[]	[185611156]
582_5685	chr10	35335841	35336241	+	1000	67.0	[8.601925]	[115]	[11.390118]	[114]	[35336031]	[35336030]
582_5686	chr10	48332135	48332535	+	1000	67.0	[14.722584]	[100]	[11.247147]	[99]	[48332333]	[48332332]
582_5687	chr10	73132936	73133336	+	1000	67.0	[11.910557]	[109]	[10.229654, 5.094671]	[108, 142]	[73133142]	[73133141, 73133175]
582_5688	chr10	75192188	75192588	+	1000	67.0	[5.396077]	[87]	[5.873225]	[119]	[75192360]	[75192392]
582_569	chr3	169971513	169971913	+	1000	179.5	[11.654483]	[96]	[15.12992]	[95]	[169971707]	[169971706]
