#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID2_idr.fa ARID2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
652_31212	chr10	15325539	15325939	+	550	28.0	[]	[]	[13.202995, 6.5447836]	[74, 93]	[]	[15325710, 15325729]
652_31227	chr12	65171030	65171430	+	546	28.0	[]	[]	[6.5447836]	[115]	[]	[65171206]
652_31228	chr12	74365592	74365992	+	540	28.0	[6.5447836]	[57]	[13.202995]	[98]	[74365744]	[74365785]
652_31229	chr12	111740636	111741036	+	541	28.0	[6.5447836]	[75]	[]	[]	[111740802]	[]
652_31232	chr12	126898523	126898923	+	554	28.0	[6.5447836, 6.5447836]	[170, 246]	[]	[]	[126898696, 126898772]	[]
652_31234	chr13	90332293	90332693	+	544	28.0	[]	[]	[11.127059]	[148]	[]	[90332517]
652_31236	chr14	95523043	95523443	+	553	28.0	[8.236117]	[128]	[]	[]	[95523231]	[]
652_31239	chr15	74905523	74905923	+	551	28.0	[]	[]	[6.5447836]	[176]	[]	[74905763]
652_31243	chr16	4506372	4506772	+	555	28.0	[6.5447836]	[71]	[]	[]	[4506526]	[]
652_31246	chr16	31714464	31714864	+	544	28.0	[]	[]	[6.5447836]	[86]	[]	[31714639]
652_31250	chr16	89557382	89557782	+	544	28.0	[]	[]	[6.5447836]	[102]	[]	[89557538]
652_31254	chr17	28613185	28613585	+	540	28.0	[]	[]	[6.5447836]	[186]	[]	[28613435]
652_3126	chr6	2738408	2738808	+	1000	63.0	[6.5447836]	[114]	[]	[]	[2738605]	[]
652_31265	chr19	13079255	13079655	+	545	28.0	[6.5447836]	[96]	[]	[]	[13079408]	[]
652_31266	chr19	15418030	15418430	+	557	28.0	[]	[]	[6.5447836, 6.5447836]	[68, 114]	[]	[15418198, 15418244]
652_31267	chr19	40614625	40615025	+	547	28.0	[]	[]	[6.5447836]	[65]	[]	[40614787]
652_31269	chr19	51442444	51442844	+	540	28.0	[]	[]	[6.5447836]	[160]	[]	[51442686]
652_31270	chr2	97910494	97910894	+	541	28.0	[]	[]	[6.5447836]	[197]	[]	[97910736]
652_31271	chr2	158460822	158461222	+	551	28.0	[6.5447836, 8.236117]	[87, 164]	[]	[]	[158460980, 158461057]	[]
652_31272	chr2	197929294	197929694	+	541	28.0	[13.202995]	[127]	[]	[]	[197929474]	[]
652_31273	chr2	218876600	218877000	+	541	28.0	[]	[]	[6.5447836, 6.5447836]	[86, 124]	[]	[218876779, 218876817]
652_31278	chr20	50513202	50513602	+	543	28.0	[6.5447836]	[67]	[]	[]	[50513357]	[]
652_3128	chr6	16031232	16031632	+	1000	63.0	[13.202995]	[134]	[]	[]	[16031461]	[]
652_31283	chr3	28243687	28244087	+	548	28.0	[6.5447836]	[130]	[]	[]	[28243909]	[]
652_31288	chr3	159260034	159260434	+	547	28.0	[]	[]	[6.5447836]	[101]	[]	[159260202]
652_31290	chr4	118686187	118686587	+	544	28.0	[6.5447836]	[150]	[]	[]	[118686419]	[]
652_31296	chr5	94613572	94613972	+	543	28.0	[]	[]	[6.5447836]	[127]	[]	[94613778]
652_31298	chr5	140699932	140700332	+	555	28.0	[6.5447836]	[132]	[]	[]	[140700137]	[]
652_31301	chr5	181203997	181204397	+	542	28.0	[13.202995]	[153]	[]	[]	[181204205]	[]
652_31302	chr6	13290398	13290798	+	560	28.0	[]	[]	[6.5447836]	[152]	[]	[13290581]
652_31303	chr6	28956995	28957395	+	546	28.0	[8.236117]	[98]	[]	[]	[28957173]	[]
652_31308	chr6	125002355	125002755	+	542	28.0	[]	[]	[6.5447836, 6.9436774]	[126, 189]	[]	[125002513, 125002576]
652_31310	chr6	148530602	148531002	+	545	28.0	[6.5447836]	[87]	[6.5447836]	[141]	[148530763]	[148530817]
652_31312	chr6	161271405	161271805	+	549	28.0	[]	[]	[6.5447836]	[190]	[]	[161271600]
652_31314	chr7	18176133	18176533	+	543	28.0	[8.236117]	[137]	[9.98438]	[103]	[18176358]	[18176324]
652_31315	chr7	23804766	23805166	+	541	28.0	[]	[]	[6.5447836]	[158]	[]	[23804964]
652_31316	chr7	27764103	27764503	+	561	28.0	[]	[]	[13.202995]	[129]	[]	[27764295]
652_31322	chr7	118080860	118081260	+	542	28.0	[6.5447836]	[80]	[]	[]	[118081036]	[]
652_31323	chr7	135955702	135956102	+	549	28.0	[6.6472974]	[140]	[]	[]	[135955891]	[]
652_31325	chr7	149496666	149497066	+	540	28.0	[6.5447836]	[223]	[]	[]	[149496913]	[]
652_31328	chr8	37997527	37997927	+	545	28.0	[]	[]	[6.5447836]	[119]	[]	[37997691]
652_31329	chr8	52707244	52707644	+	551	28.0	[]	[]	[6.5447836]	[158]	[]	[52707413]
652_31330	chr8	61705501	61705901	+	543	28.0	[6.5447836]	[210]	[]	[]	[61705725]	[]
652_31331	chr8	94960172	94960572	+	543	28.0	[6.5447836]	[190]	[9.98438]	[171]	[94960388]	[94960369]
652_31332	chr8	102394927	102395327	+	549	28.0	[6.5447836]	[192]	[]	[]	[102395177]	[]
652_31333	chr8	102756089	102756489	+	542	28.0	[]	[]	[6.5447836]	[167]	[]	[102756292]
652_31334	chr8	124814984	124815384	+	545	28.0	[6.5447836]	[159]	[]	[]	[124815207]	[]
652_31337	chr9	99059357	99059757	+	543	28.0	[6.5447836]	[102]	[6.5447836]	[87]	[99059539]	[99059524]
652_31338	chr9	122402417	122402817	+	540	28.0	[]	[]	[6.5447836, 9.98438]	[86, 139]	[]	[122402593, 122402646]
652_31341	chrX	65998506	65998906	+	542	28.0	[6.5447836]	[163]	[6.5447836]	[91]	[65998739]	[65998667]
652_31342	chrX	66020989	66021389	+	543	28.0	[]	[]	[6.5447836]	[79]	[]	[66021149]
652_3137	chr6	108630000	108630400	+	1000	63.0	[6.6472974]	[87]	[]	[]	[108630162]	[]
652_3140	chr7	99040366	99040766	+	1000	63.0	[6.5447836, 6.5447836]	[91, 96]	[]	[]	[99040540, 99040545]	[]
652_3153	chr9	137268627	137269027	+	1000	63.0	[6.5447836, 6.5447836, 6.5447836, 6.5447836, 6.5447836]	[95, 116, 131, 142, 182]	[]	[]	[137268787, 137268808, 137268823, 137268834, 137268874]	[]
652_3167	chr1	201923743	201924143	+	1000	62.5	[6.5447836, 6.5447836, 6.5447836]	[115, 151, 166]	[]	[]	[201923938, 201923974, 201923989]	[]
652_3168	chr1	203327754	203328154	+	1000	62.5	[]	[]	[6.5447836]	[91]	[]	[203327916]
652_3175	chr12	116359688	116360088	+	1000	62.5	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[165, 174, 179]	[]	[116359906, 116359915, 116359920]
652_3188	chr17	46194643	46195043	+	1000	62.5	[]	[]	[8.236117]	[94]	[]	[46194795]
652_3190	chr19	7568383	7568783	+	1000	62.5	[]	[]	[6.5447836]	[68]	[]	[7568542]
652_3193	chr2	26745694	26746094	+	1000	62.5	[]	[]	[6.5447836]	[100]	[]	[26745885]
652_3196	chr2	108583884	108584284	+	1000	62.5	[9.98438, 6.5447836]	[122, 154]	[6.5447836]	[92]	[108584098, 108584130]	[108584068]
652_3201	chr3	17771166	17771566	+	1000	62.5	[9.98438]	[94]	[]	[]	[17771358]	[]
652_3206	chr4	78691848	78692248	+	1000	62.5	[6.5447836]	[148]	[13.202995]	[156]	[78692076]	[78692084]
652_3207	chr5	40835029	40835429	+	1000	62.5	[6.5447836]	[184]	[]	[]	[40835219]	[]
652_3208	chr5	69093584	69093984	+	1000	62.5	[6.5447836]	[168]	[]	[]	[69093833]	[]
652_3215	chr6	27837024	27837424	+	1000	62.5	[6.5447836]	[74]	[6.5447836]	[155]	[27837187]	[27837268]
652_3220	chr6	85642950	85643350	+	1000	62.5	[]	[]	[6.5447836]	[115]	[]	[85643125]
652_3224	chr7	76383063	76383463	+	1000	62.5	[]	[]	[6.5447836]	[178]	[]	[76383295]
652_3225	chr7	107501578	107501978	+	1000	62.5	[]	[]	[6.5447836]	[77]	[]	[107501729]
652_3229	chr8	123823395	123823795	+	1000	62.5	[]	[]	[6.5447836]	[104]	[]	[123823573]
652_3236	chr1	12407449	12407849	+	1000	62.0	[6.5447836]	[165]	[]	[]	[12407696]	[]
652_3237	chr1	12448800	12449200	+	1000	62.0	[6.9436774, 9.98438]	[98, 118]	[6.5447836]	[132]	[12448996, 12449016]	[12449030]
652_324	chr22	23187285	23187685	+	1000	118.0	[]	[]	[6.5447836]	[184]	[]	[23187478]
652_3240	chr1	31955962	31956362	+	1000	62.0	[6.9436774]	[131]	[]	[]	[31956156]	[]
652_3244	chr1	75672811	75673211	+	1000	62.0	[6.5447836]	[148]	[]	[]	[75673043]	[]
652_3245	chr1	123692029	123692429	+	1000	62.0	[6.5447836]	[133]	[]	[]	[123692246]	[]
652_3249	chr1	175154866	175155266	+	1000	62.0	[6.9436774]	[153]	[6.5447836]	[90]	[175155101]	[175155038]
652_325	chr6	100107449	100107849	+	1000	118.0	[]	[]	[6.5447836]	[60]	[]	[100107605]
652_3250	chr1	181129791	181130191	+	1000	62.0	[]	[]	[8.236117]	[107]	[]	[181129991]
652_3253	chr1	224513695	224514095	+	1000	62.0	[6.5447836]	[137]	[]	[]	[224513878]	[]
652_3256	chr10	60964129	60964529	+	1000	62.0	[6.5447836]	[161]	[]	[]	[60964365]	[]
652_3261	chr11	46537774	46538174	+	1000	62.0	[]	[]	[6.5447836]	[111]	[]	[46537969]
652_3262	chr11	65499479	65499879	+	1000	62.0	[6.5447836, 6.5447836, 6.5447836, 11.127059]	[137, 147, 152, 168]	[]	[]	[65499693, 65499703, 65499708, 65499724]	[]
652_3273	chr16	75621069	75621469	+	1000	62.0	[]	[]	[13.202995]	[93]	[]	[75621236]
652_3276	chr17	62968421	62968821	+	1000	62.0	[]	[]	[6.5447836]	[146]	[]	[62968650]
652_3279	chr19	16182705	16183105	+	1000	62.0	[6.5447836]	[115]	[]	[]	[16182910]	[]
652_3285	chr2	70124356	70124756	+	1000	62.0	[6.5447836, 6.5447836]	[109, 124]	[]	[]	[70124552, 70124567]	[]
652_3286	chr20	62777026	62777426	+	1000	62.0	[6.5447836, 6.5447836, 6.5447836, 6.5447836]	[119, 138, 154, 173]	[]	[]	[62777213, 62777232, 62777248, 62777267]	[]
652_3288	chr21	33605767	33606167	+	1000	62.0	[6.5447836]	[182]	[]	[]	[33606017]	[]
652_3291	chr22	19477262	19477662	+	1000	62.0	[]	[]	[6.5447836]	[82]	[]	[19477444]
652_3292	chr22	22499639	22500039	+	1000	62.0	[6.5447836]	[120]	[]	[]	[22499853]	[]
652_3297	chr3	173007163	173007563	+	1000	62.0	[8.236117]	[107]	[]	[]	[173007351]	[]
652_3300	chr5	119321546	119321946	+	1000	62.0	[]	[]	[6.5447836, 9.212816]	[54, 143]	[]	[119321700, 119321789]
652_3302	chr6	26537983	26538383	+	1000	62.0	[]	[]	[6.5447836, 6.5447836]	[64, 138]	[]	[26538139, 26538213]
652_3305	chr6	43702540	43702940	+	1000	62.0	[]	[]	[6.5447836]	[152]	[]	[43702790]
652_3306	chr6	47631275	47631675	+	1000	62.0	[]	[]	[6.5447836]	[138]	[]	[47631508]
652_3309	chr6	135144996	135145396	+	1000	62.0	[6.5447836]	[121]	[6.5447836]	[167]	[135145176]	[135145222]
652_3310	chr7	5665320	5665720	+	1000	62.0	[6.5447836]	[61]	[]	[]	[5665477]	[]
652_3313	chr7	121076429	121076829	+	1000	62.0	[6.5447836]	[162]	[6.6472974]	[224]	[121076607]	[121076669]
652_3314	chr7	129879774	129880174	+	1000	62.0	[]	[]	[6.5447836]	[132]	[]	[129879933]
652_3315	chr7	137992207	137992607	+	1000	62.0	[11.127059, 9.212816]	[135, 151]	[]	[]	[137992430, 137992446]	[]
652_3318	chr8	140457809	140458209	+	1000	62.0	[6.5447836]	[111]	[]	[]	[140457984]	[]
652_3323	chr1	15027438	15027838	+	1000	61.5	[]	[]	[6.5447836]	[66]	[]	[15027594]
652_3326	chr1	28395429	28395829	+	1000	61.5	[]	[]	[6.5447836]	[230]	[]	[28395622]
652_3329	chr1	84442222	84442622	+	1000	61.5	[6.5447836]	[137]	[6.5447836]	[134]	[84442433]	[84442430]
652_3332	chr1	117655272	117655672	+	1000	61.5	[]	[]	[6.5447836]	[86]	[]	[117655449]
652_3335	chr1	172744928	172745328	+	1000	61.5	[6.5447836]	[144]	[]	[]	[172745167]	[]
652_3338	chr1	241806890	241807290	+	1000	61.5	[]	[]	[6.9436774]	[118]	[]	[241807081]
652_3339	chr1	244350874	244351274	+	1000	61.5	[]	[]	[7.1368794]	[138]	[]	[244351082]
652_334	chr22	21588193	21588593	+	1000	116.5	[]	[]	[6.5447836]	[142]	[]	[21588430]
652_3340	chr10	60130182	60130582	+	1000	61.5	[6.5447836]	[195]	[]	[]	[60130405]	[]
652_3346	chr11	111931770	111932170	+	1000	61.5	[9.98438]	[164]	[]	[]	[111932020]	[]
652_3349	chr12	56988190	56988590	+	1000	61.5	[6.5447836, 6.5447836]	[125, 168]	[]	[]	[56988393, 56988436]	[]
652_3352	chr13	107890869	107891269	+	1000	61.5	[6.5447836]	[162]	[]	[]	[107891081]	[]
652_3355	chr15	40593911	40594311	+	1000	61.5	[11.127059]	[130]	[]	[]	[40594104]	[]
652_3356	chr15	65638584	65638984	+	1000	61.5	[6.5447836, 6.5447836]	[115, 154]	[]	[]	[65638795, 65638834]	[]
652_3360	chr17	45218895	45219295	+	1000	61.5	[]	[]	[6.5447836]	[52]	[]	[45219046]
652_3364	chr19	48325175	48325575	+	1000	61.5	[6.5447836, 6.5447836]	[124, 158]	[]	[]	[48325382, 48325416]	[]
652_3368	chr20	62822767	62823167	+	1000	61.5	[]	[]	[11.127059]	[143]	[]	[62823004]
652_3372	chr22	20926430	20926830	+	1000	61.5	[6.5447836]	[94]	[]	[]	[20926608]	[]
652_3374	chr22	22027737	22028137	+	1000	61.5	[6.5447836]	[163]	[]	[]	[22027971]	[]
652_3376	chr22	22777345	22777745	+	1000	61.5	[6.5447836]	[195]	[6.6472974]	[145]	[22777560]	[22777510]
652_3377	chr22	23189297	23189697	+	1000	61.5	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[109, 131, 155]	[]	[23189486, 23189508, 23189532]
652_338	chr11	75248644	75249044	+	1000	116.0	[]	[]	[6.5447836]	[112]	[]	[75248840]
652_3387	chr5	132419595	132419995	+	1000	61.5	[]	[]	[6.5447836]	[102]	[]	[132419794]
652_3390	chr5	148443938	148444338	+	1000	61.5	[6.5447836]	[134]	[]	[]	[148444166]	[]
652_3392	chr6	7119387	7119787	+	1000	61.5	[6.5447836, 6.5447836]	[205, 228]	[]	[]	[7119603, 7119626]	[]
652_3399	chr7	75780566	75780966	+	1000	61.5	[]	[]	[6.5447836]	[170]	[]	[75780752]
652_340	chr22	20697489	20697889	+	1000	116.0	[6.5447836]	[91]	[]	[]	[20697641]	[]
652_3401	chr7	101192476	101192876	+	1000	61.5	[6.5447836]	[157]	[]	[]	[101192718]	[]
652_3403	chr7	131069239	131069639	+	1000	61.5	[6.5447836]	[104]	[]	[]	[131069435]	[]
652_3408	chr8	141169025	141169425	+	1000	61.5	[6.5447836]	[90]	[]	[]	[141169208]	[]
652_3416	chr9	131165665	131166065	+	1000	61.5	[]	[]	[6.5447836]	[132]	[]	[131165880]
652_3418	chr9	131195155	131195555	+	1000	61.5	[6.5447836]	[98]	[]	[]	[131195338]	[]
652_3420	chr1	12496430	12496830	+	1000	61.0	[]	[]	[8.236117]	[202]	[]	[12496635]
652_3421	chr1	15791988	15792388	+	1000	61.0	[6.5447836]	[70]	[]	[]	[15792142]	[]
652_3423	chr1	33295480	33295880	+	1000	61.0	[]	[]	[6.5447836]	[125]	[]	[33295696]
652_3424	chr1	38523577	38523977	+	1000	61.0	[13.202995]	[62]	[6.5447836]	[85]	[38523736]	[38523759]
652_3429	chr1	51768894	51769294	+	1000	61.0	[]	[]	[6.5447836]	[158]	[]	[51769102]
652_343	chr9	129783715	129784115	+	1000	116.0	[6.5447836]	[141]	[]	[]	[129783948]	[]
652_3430	chr1	95043396	95043796	+	1000	61.0	[6.5447836]	[170]	[]	[]	[95043642]	[]
652_3433	chr1	165592924	165593324	+	1000	61.0	[6.5447836]	[81]	[]	[]	[165593104]	[]
652_3434	chr1	167267833	167268233	+	1000	61.0	[]	[]	[6.5447836]	[69]	[]	[167267993]
652_3435	chr1	202009529	202009929	+	1000	61.0	[6.5447836]	[142]	[]	[]	[202009763]	[]
652_3436	chr1	223788940	223789340	+	1000	61.0	[6.5447836]	[174]	[]	[]	[223789185]	[]
652_3448	chr12	53065927	53066327	+	1000	61.0	[6.5447836]	[67]	[]	[]	[53066087]	[]
652_3456	chr14	21104447	21104847	+	1000	61.0	[]	[]	[6.5447836]	[151]	[]	[21104692]
652_3458	chr15	38627884	38628284	+	1000	61.0	[6.5447836, 13.202995]	[59, 91]	[]	[]	[38628038, 38628070]	[]
652_3468	chr19	6529371	6529771	+	1000	61.0	[9.98438, 6.5447836]	[162, 177]	[]	[]	[6529597, 6529612]	[]
652_3470	chr19	13093769	13094169	+	1000	61.0	[6.5447836, 6.5447836]	[60, 65]	[]	[]	[13093925, 13093930]	[]
652_3471	chr19	18410516	18410916	+	1000	61.0	[]	[]	[6.5447836]	[158]	[]	[18410700]
652_3474	chr2	32772615	32773015	+	1000	61.0	[]	[]	[6.5447836]	[74]	[]	[32772789]
652_3477	chr2	97112297	97112697	+	1000	61.0	[]	[]	[6.5447836]	[156]	[]	[97112527]
652_3479	chr2	169868977	169869377	+	1000	61.0	[8.236117]	[176]	[]	[]	[169869209]	[]
652_3480	chr2	173091320	173091720	+	1000	61.0	[]	[]	[6.5447836]	[82]	[]	[173091499]
652_3488	chr22	22861092	22861492	+	1000	61.0	[]	[]	[6.5447836]	[203]	[]	[22861302]
652_3492	chr3	49449046	49449446	+	1000	61.0	[]	[]	[6.5447836]	[79]	[]	[49449218]
652_3494	chr5	10307673	10308073	+	1000	61.0	[6.5447836]	[130]	[]	[]	[10307899]	[]
652_3505	chr6	32967424	32967824	+	1000	61.0	[6.5447836]	[150]	[]	[]	[32967585]	[]
652_3507	chr6	43263450	43263850	+	1000	61.0	[6.5447836]	[140]	[]	[]	[43263689]	[]
652_3510	chr6	134063833	134064233	+	1000	61.0	[]	[]	[6.5447836]	[71]	[]	[134064003]
652_3518	chr7	107892029	107892429	+	1000	61.0	[6.5447836]	[161]	[]	[]	[107892277]	[]
652_3521	chr7	150322712	150323112	+	1000	61.0	[6.5447836]	[103]	[9.212816]	[134]	[150322870]	[150322901]
652_3522	chr9	40939287	40939687	+	1000	61.0	[]	[]	[6.5447836, 6.5447836]	[121, 164]	[]	[40939467, 40939510]
652_3535	chr1	26408525	26408925	+	1000	60.5	[6.5447836]	[144]	[]	[]	[26408742]	[]
652_3538	chr1	47424274	47424674	+	1000	60.5	[]	[]	[6.5447836]	[177]	[]	[47424509]
652_3539	chr1	75203679	75204079	+	1000	60.5	[6.5447836]	[104]	[]	[]	[75203879]	[]
652_3548	chr10	48470167	48470567	+	1000	60.5	[13.202995]	[89]	[]	[]	[48470339]	[]
652_355	chr1	11893914	11894314	+	1000	115.0	[6.5447836]	[85]	[]	[]	[11894096]	[]
652_3552	chr10	72222810	72223210	+	1000	60.5	[8.236117]	[137]	[]	[]	[72223045]	[]
652_3561	chr12	49580488	49580888	+	1000	60.5	[6.5447836]	[106]	[]	[]	[49580680]	[]
652_3562	chr12	110060154	110060554	+	1000	60.5	[]	[]	[6.5447836]	[167]	[]	[110060380]
652_3567	chr15	41774430	41774830	+	1000	60.5	[11.127059]	[149]	[6.5447836]	[72]	[41774670]	[41774593]
652_357	chr3	32947709	32948109	+	1000	115.0	[6.5447836]	[64]	[]	[]	[32947871]	[]
652_3574	chr17	4215363	4215763	+	1000	60.5	[6.9436774]	[166]	[]	[]	[4215612]	[]
652_3575	chr17	22384383	22384783	+	1000	60.5	[]	[]	[6.5447836]	[76]	[]	[22384551]
652_3576	chr17	27088779	27089179	+	1000	60.5	[]	[]	[6.5447836]	[152]	[]	[27089021]
652_3579	chr17	76397956	76398356	+	1000	60.5	[]	[]	[6.5447836]	[132]	[]	[76398160]
652_3586	chr19	38676180	38676580	+	1000	60.5	[6.6472974]	[200]	[6.9436774]	[135]	[38676420]	[38676355]
652_3593	chr20	47432833	47433233	+	1000	60.5	[6.5447836]	[113]	[]	[]	[47433036]	[]
652_3596	chr22	21037784	21038184	+	1000	60.5	[]	[]	[13.202995]	[84]	[]	[21037966]
652_3611	chr6	42879832	42880232	+	1000	60.5	[6.5447836]	[133]	[]	[]	[42880054]	[]
652_3613	chr6	149546156	149546556	+	1000	60.5	[]	[]	[6.5447836]	[130]	[]	[149546382]
652_3614	chr6	158220873	158221273	+	1000	60.5	[]	[]	[8.236117]	[151]	[]	[158221116]
652_3621	chr8	38081915	38082315	+	1000	60.5	[]	[]	[8.236117]	[71]	[]	[38082086]
652_3622	chr8	38091697	38092097	+	1000	60.5	[13.202995]	[162]	[]	[]	[38091922]	[]
652_3623	chr8	95248656	95249056	+	1000	60.5	[6.5447836]	[89]	[]	[]	[95248816]	[]
652_3630	chr1	26126178	26126578	+	1000	60.0	[]	[]	[6.5447836]	[138]	[]	[26126405]
652_3636	chr1	89545634	89546034	+	1000	60.0	[8.236117, 6.5447836]	[91, 96]	[]	[]	[89545824, 89545829]	[]
652_3637	chr1	108561709	108562109	+	1000	60.0	[]	[]	[6.5447836]	[141]	[]	[108561949]
652_3639	chr1	156693301	156693701	+	1000	60.0	[]	[]	[6.5447836]	[131]	[]	[156693510]
652_3646	chr1	234491053	234491453	+	1000	60.0	[13.202995]	[148]	[13.202995]	[135]	[234491284]	[234491271]
652_3655	chr11	1693978	1694378	+	1000	60.0	[]	[]	[6.5447836]	[104]	[]	[1694180]
652_3662	chr13	93290530	93290930	+	1000	60.0	[]	[]	[6.5447836, 11.127059]	[158, 174]	[]	[93290759, 93290775]
652_3664	chr13	107943343	107943743	+	1000	60.0	[6.5447836]	[187]	[]	[]	[107943551]	[]
652_3665	chr14	23094316	23094716	+	1000	60.0	[]	[]	[6.5447836]	[98]	[]	[23094496]
652_3666	chr15	58077451	58077851	+	1000	60.0	[9.98438, 6.5447836]	[74, 82]	[]	[]	[58077604, 58077612]	[]
652_367	chr1	92858861	92859261	+	1000	114.0	[]	[]	[6.5447836]	[130]	[]	[92859056]
652_3671	chr16	2501166	2501566	+	1000	60.0	[6.5447836]	[88]	[]	[]	[2501348]	[]
652_3683	chr19	10000181	10000581	+	1000	60.0	[]	[]	[6.5447836]	[59]	[]	[10000335]
652_3687	chr2	169767260	169767660	+	1000	60.0	[6.5447836]	[81]	[]	[]	[169767441]	[]
652_3688	chr2	170235955	170236355	+	1000	60.0	[6.5447836]	[89]	[]	[]	[170236135]	[]
652_3692	chr22	20593989	20594389	+	1000	60.0	[6.5447836, 6.5447836, 6.5447836]	[67, 72, 120]	[]	[]	[20594145, 20594150, 20594198]	[]
652_3693	chr22	21714755	21715155	+	1000	60.0	[8.236117]	[231]	[]	[]	[21714993]	[]
652_3694	chr22	21731412	21731812	+	1000	60.0	[6.5447836]	[109]	[]	[]	[21731577]	[]
652_3697	chr22	22859162	22859562	+	1000	60.0	[6.5447836]	[161]	[]	[]	[22859411]	[]
652_3698	chr22	23171759	23172159	+	1000	60.0	[]	[]	[6.5447836, 6.5447836]	[115, 133]	[]	[23171920, 23171938]
652_3701	chr3	5021116	5021516	+	1000	60.0	[6.5447836]	[93]	[]	[]	[5021292]	[]
652_3707	chr3	195802783	195803183	+	1000	60.0	[]	[]	[6.5447836, 6.5447836]	[77, 137]	[]	[195802946, 195803006]
652_371	chr2	169824811	169825211	+	1000	114.0	[]	[]	[11.127059]	[63]	[]	[169824964]
652_3710	chr4	81467371	81467771	+	1000	60.0	[]	[]	[6.5447836]	[130]	[]	[81467593]
652_3713	chr4	183472230	183472630	+	1000	60.0	[]	[]	[6.5447836]	[118]	[]	[183472435]
652_3718	chr5	181163668	181164068	+	1000	60.0	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[150, 159, 188]	[]	[181163851, 181163860, 181163889]
652_3721	chr6	14066802	14067202	+	1000	60.0	[11.127059]	[132]	[]	[]	[14067027]	[]
652_3722	chr6	27777658	27778058	+	1000	60.0	[6.5447836]	[118]	[]	[]	[27777854]	[]
652_3729	chr6	52399762	52400162	+	1000	60.0	[]	[]	[6.5447836, 6.5447836]	[149, 160]	[]	[52399998, 52400009]
652_3736	chr7	128783296	128783696	+	1000	60.0	[]	[]	[6.5447836]	[182]	[]	[128783536]
652_3738	chr7	154927520	154927920	+	1000	60.0	[6.5447836]	[91]	[]	[]	[154927688]	[]
652_374	chr22	23183254	23183654	+	1000	114.0	[]	[]	[6.5447836]	[185]	[]	[23183462]
652_3746	chr9	130814146	130814546	+	1000	60.0	[6.5447836]	[126]	[]	[]	[130814313]	[]
652_3752	chr1	32063362	32063762	+	1000	59.5	[6.5447836]	[150]	[]	[]	[32063610]	[]
652_3754	chr1	36285433	36285833	+	1000	59.5	[6.5447836]	[130]	[]	[]	[36285657]	[]
652_3757	chr1	65231104	65231504	+	1000	59.5	[]	[]	[6.9436774]	[98]	[]	[65231294]
652_3758	chr1	109931081	109931481	+	1000	59.5	[6.6472974]	[148]	[]	[]	[109931315]	[]
652_3761	chr1	173714901	173715301	+	1000	59.5	[6.5447836, 6.5447836]	[123, 206]	[]	[]	[173715057, 173715140]	[]
652_3762	chr1	201578388	201578788	+	1000	59.5	[]	[]	[6.5447836]	[143]	[]	[201578630]
652_3763	chr1	202343582	202343982	+	1000	59.5	[6.5447836]	[176]	[]	[]	[202343800]	[]
652_3764	chr1	203504672	203505072	+	1000	59.5	[11.127059]	[132]	[]	[]	[203504875]	[]
652_3765	chr1	207520134	207520534	+	1000	59.5	[11.127059, 6.5447836]	[57, 112]	[]	[]	[207520288, 207520343]	[]
652_3770	chr10	70221537	70221937	+	1000	59.5	[6.5447836]	[123]	[]	[]	[70221753]	[]
652_3777	chr11	68632803	68633203	+	1000	59.5	[]	[]	[6.5447836]	[88]	[]	[68632983]
652_3783	chr14	69584988	69585388	+	1000	59.5	[6.5447836]	[123]	[]	[]	[69585205]	[]
652_3784	chr15	65385561	65385961	+	1000	59.5	[6.5447836]	[142]	[]	[]	[65385798]	[]
652_3794	chr17	47978343	47978743	+	1000	59.5	[6.5447836]	[69]	[]	[]	[47978505]	[]
652_3795	chr17	48011386	48011786	+	1000	59.5	[6.5447836, 6.5447836]	[118, 123]	[]	[]	[48011604, 48011609]	[]
652_3796	chr17	62143595	62143995	+	1000	59.5	[13.202995, 13.202995]	[81, 134]	[]	[]	[62143756, 62143809]	[]
652_38	chr17	26619852	26620252	+	1000	332.5	[6.5447836, 6.5447836]	[64, 145]	[]	[]	[26620006, 26620087]	[]
652_3800	chr19	7341069	7341469	+	1000	59.5	[6.5447836]	[137]	[]	[]	[7341294]	[]
652_3807	chr2	168936086	168936486	+	1000	59.5	[]	[]	[13.202995]	[127]	[]	[168936254]
652_3811	chr20	47196336	47196736	+	1000	59.5	[]	[]	[6.5447836]	[89]	[]	[47196519]
652_3812	chr22	19700787	19701187	+	1000	59.5	[6.5447836, 6.5447836, 6.5447836]	[165, 170, 175]	[]	[]	[19701026, 19701031, 19701036]	[]
652_3813	chr22	20661423	20661823	+	1000	59.5	[]	[]	[6.5447836]	[151]	[]	[20661600]
652_3823	chr3	42025842	42026242	+	1000	59.5	[]	[]	[11.127059]	[110]	[]	[42026035]
652_3832	chr6	17804140	17804540	+	1000	59.5	[]	[]	[6.5447836]	[131]	[]	[17804356]
652_3833	chr6	26097264	26097664	+	1000	59.5	[6.5447836]	[96]	[]	[]	[26097454]	[]
