#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1000	chr10	73246885	73247285	+	1000	67.5	[8.786449, 10.0477295, 8.836867]	[59, 63, 140]	[7.797938]	[76]	[73247042, 73247046, 73247123]	[73247059]
293_6839	chr15	26629010	26629410	+	822	35.0	[]	[]	[10.534392]	[179]	[]	[26629213]
293_6845	chr16	2003886	2004286	+	574	35.0	[9.495462]	[60]	[]	[]	[2004042]	[]
293_6849	chr16	23901249	23901649	+	616	35.0	[]	[]	[7.1046667, 7.2199736]	[116, 156]	[]	[23901447, 23901487]
293_6851	chr16	85027393	85027793	+	772	35.0	[7.5088573]	[190]	[]	[]	[85027635]	[]
293_6852	chr16	85436845	85437245	+	724	35.0	[7.662525, 8.956747, 14.252311]	[76, 81, 160]	[10.534392]	[120]	[85437009, 85437014, 85437093]	[85437053]
293_6855	chr17	42313997	42314397	+	859	35.0	[8.753508]	[145]	[]	[]	[42314179]	[]
293_6858	chr17	58692381	58692781	+	837	35.0	[8.836867]	[130]	[8.836867]	[144]	[58692584]	[58692598]
293_6861	chr17	75261275	75261675	+	806	35.0	[]	[]	[12.265705, 8.956747]	[64, 101]	[]	[75261436, 75261473]
293_6865	chr18	12308405	12308805	+	861	35.0	[]	[]	[9.09216]	[183]	[]	[12308615]
293_6867	chr19	574707	575107	+	807	35.0	[]	[]	[8.786449]	[86]	[]	[574867]
293_6870	chr19	8592139	8592539	+	750	35.0	[]	[]	[7.801938, 8.956747, 11.226776, 8.057231, 12.265705, 8.956747]	[81, 111, 116, 150, 155, 173]	[]	[8592296, 8592326, 8592331, 8592365, 8592370, 8592388]
293_6878	chr19	32674852	32675252	+	842	35.0	[]	[]	[8.956747]	[134]	[]	[32675029]
293_6884	chr19	47227570	47227970	+	704	35.0	[8.956747]	[140]	[]	[]	[47227774]	[]
293_6887	chr19	54696170	54696570	+	809	35.0	[14.252311]	[93]	[]	[]	[54696346]	[]
293_689	chr19	14091450	14091850	+	1000	77.5	[]	[]	[11.779043, 7.5940995, 10.0477295]	[99, 101, 107]	[]	[14091645, 14091647, 14091653]
293_6892	chr2	85602493	85602893	+	768	35.0	[10.534392]	[202]	[]	[]	[85602713]	[]
293_6893	chr2	95207043	95207443	+	780	35.0	[]	[]	[10.534392]	[151]	[]	[95207293]
293_6895	chr2	143321991	143322391	+	652	35.0	[10.68806, 12.265705]	[65, 75]	[]	[]	[143322151, 143322161]	[]
293_6903	chr21	29196254	29196654	+	808	35.0	[12.520998]	[138]	[]	[]	[29196490]	[]
293_6908	chr21	46228401	46228801	+	814	35.0	[10.534392]	[203]	[]	[]	[46228630]	[]
293_691	chr22	22770060	22770460	+	1000	77.5	[6.763009]	[184]	[]	[]	[22770309]	[]
293_6912	chr22	19748418	19748818	+	832	35.0	[7.5940995, 8.214792]	[221, 223]	[]	[]	[19748652, 19748654]	[]
293_6914	chr22	20107980	20108380	+	688	35.0	[]	[]	[6.483479, 8.786449]	[170, 174]	[]	[20108162, 20108166]
293_6915	chr22	20112718	20113118	+	812	35.0	[12.520998]	[99]	[]	[]	[20112883]	[]
293_6916	chr22	20120178	20120578	+	830	35.0	[]	[]	[7.662525, 9.052912]	[75, 132]	[]	[20120339, 20120396]
293_6920	chr22	20582872	20583272	+	848	35.0	[12.520998, 8.786449]	[112, 138]	[10.823473, 7.5940995]	[76, 130]	[20583064, 20583090]	[20583028, 20583082]
293_693	chr4	82891039	82891439	+	1000	77.5	[12.265705, 10.534392, 9.09216]	[180, 219, 223]	[]	[]	[82891223, 82891262, 82891266]	[]
293_6933	chr22	22203622	22204022	+	839	35.0	[]	[]	[12.265705]	[94]	[]	[22203779]
293_6939	chr3	53269947	53270347	+	802	35.0	[6.313181]	[145]	[]	[]	[53270133]	[]
293_694	chr7	99408690	99409090	+	1000	77.5	[]	[]	[10.534392]	[176]	[]	[99408910]
293_6942	chr3	156554950	156555350	+	663	35.0	[7.5088573]	[141]	[]	[]	[156555154]	[]
293_6944	chr3	169764761	169765161	+	653	35.0	[9.2401705]	[191]	[]	[]	[169764991]	[]
293_6947	chr4	6909288	6909688	+	815	35.0	[8.956747]	[74]	[9.495462]	[110]	[6909454]	[6909490]
293_6948	chr4	52712251	52712651	+	761	35.0	[10.534392]	[104]	[]	[]	[52712453]	[]
293_6949	chr5	69234569	69234969	+	831	35.0	[]	[]	[12.520998]	[134]	[]	[69234789]
293_6951	chr5	97183500	97183900	+	845	35.0	[8.836867]	[106]	[12.265705]	[150]	[97183694]	[97183738]
293_6952	chr5	126971514	126971914	+	804	35.0	[]	[]	[11.226776]	[121]	[]	[126971735]
293_6958	chr6	11143742	11144142	+	765	35.0	[12.520998]	[171]	[]	[]	[11143958]	[]
293_6970	chr6	84763356	84763756	+	846	35.0	[10.534392]	[101]	[]	[]	[84763532]	[]
293_6972	chr6	145735363	145735763	+	548	35.0	[]	[]	[7.643828]	[161]	[]	[145735590]
293_6974	chr6	149473248	149473648	+	725	35.0	[7.591329]	[124]	[9.577935]	[146]	[149473466]	[149473488]
293_6977	chr7	76359235	76359635	+	828	35.0	[]	[]	[6.253357, 6.253357]	[86, 87]	[]	[76359411, 76359412]
293_698	chr11	83157635	83158035	+	1000	77.0	[]	[]	[10.68806, 9.495462]	[123, 141]	[]	[83157813, 83157831]
293_6980	chr7	100801928	100802328	+	811	35.0	[7.5940995]	[134]	[]	[]	[100802099]	[]
293_6987	chr8	38030657	38031057	+	659	35.0	[7.5940995]	[197]	[]	[]	[38030900]	[]
293_6988	chr8	74350301	74350701	+	745	35.0	[7.1055546]	[158]	[]	[]	[74350493]	[]
293_6989	chr8	91070004	91070404	+	785	35.0	[10.534392]	[79]	[]	[]	[91070166]	[]
293_6993	chr9	116156773	116157173	+	795	35.0	[]	[]	[7.591329]	[121]	[]	[116156984]
293_6995	chr9	128127821	128128221	+	809	35.0	[6.7998433, 8.057231]	[83, 88]	[]	[]	[128128002, 128128007]	[]
293_6998	chrX	154368809	154369209	+	557	35.0	[12.520998]	[128]	[]	[]	[154368988]	[]
293_6999	chr1	1398166	1398566	+	757	34.5	[9.792437]	[104]	[]	[]	[1398362]	[]
293_7002	chr1	3678892	3679292	+	620	34.5	[]	[]	[7.5940995]	[141]	[]	[3679113]
293_7012	chr1	100894694	100895094	+	621	34.5	[8.956747]	[76]	[]	[]	[100894848]	[]
293_7016	chr1	155085377	155085777	+	812	34.5	[]	[]	[7.801938]	[111]	[]	[155085535]
293_7023	chr1	182337964	182338364	+	765	34.5	[]	[]	[7.662525]	[129]	[]	[182338169]
293_7029	chr1	229342908	229343308	+	726	34.5	[7.5088573]	[200]	[]	[]	[229343113]	[]
293_7033	chr10	58269248	58269648	+	799	34.5	[]	[]	[6.7998433]	[158]	[]	[58269477]
293_7039	chr10	79149902	79150302	+	621	34.5	[]	[]	[12.520998, 10.534392]	[61, 88]	[]	[79150062, 79150089]
293_704	chr5	53560714	53561114	+	1000	77.0	[]	[]	[7.591329, 8.797619]	[107, 128]	[]	[53560919, 53560940]
293_7043	chr11	18394389	18394789	+	783	34.5	[8.956747]	[108]	[]	[]	[18394541]	[]
293_7044	chr11	34236614	34237014	+	777	34.5	[]	[]	[10.823473]	[179]	[]	[34236845]
293_7050	chr11	77994757	77995157	+	802	34.5	[]	[]	[9.09216]	[78]	[]	[77994911]
293_7056	chr12	71839544	71839944	+	691	34.5	[]	[]	[9.577935]	[166]	[]	[71839793]
293_7072	chr15	40806900	40807300	+	791	34.5	[6.7998433]	[119]	[]	[]	[40807100]	[]
293_7074	chr15	89243825	89244225	+	801	34.5	[]	[]	[7.5940995]	[210]	[]	[89244075]
293_7076	chr16	19718078	19718478	+	708	34.5	[9.09216]	[78]	[]	[]	[19718232]	[]
293_7077	chr16	21525364	21525764	+	723	34.5	[]	[]	[14.252311, 8.956747]	[205, 214]	[]	[21525571, 21525580]
293_7078	chr16	23452610	23453010	+	725	34.5	[]	[]	[6.483479]	[167]	[]	[23452790]
293_7082	chr16	74743605	74744005	+	756	34.5	[14.252311, 7.315276]	[155, 201]	[]	[]	[74743795, 74743841]	[]
293_7084	chr16	81752354	81752754	+	824	34.5	[6.483479]	[64]	[]	[]	[81752506]	[]
293_7085	chr16	88634462	88634862	+	711	34.5	[10.534392]	[110]	[9.792437]	[144]	[88634670]	[88634704]
293_7087	chr16	89167180	89167580	+	683	34.5	[6.253357]	[116]	[7.846622]	[88]	[89167377]	[89167349]
293_7098	chr17	59565255	59565655	+	659	34.5	[]	[]	[7.9846697, 9.495462]	[231, 233]	[]	[59565487, 59565489]
293_7099	chr17	75855446	75855846	+	802	34.5	[12.520998, 6.0706253]	[155, 160]	[]	[]	[75855641, 75855646]	[]
293_7109	chr19	3177113	3177513	+	590	34.5	[7.5940995]	[140]	[11.779043]	[119]	[3177343]	[3177322]
293_7111	chr19	16659986	16660386	+	678	34.5	[]	[]	[8.956747, 6.483479]	[151, 227]	[]	[16660159, 16660235]
293_7117	chr2	10028984	10029384	+	705	34.5	[9.577935, 7.5940995]	[98, 144]	[]	[]	[10029157, 10029203]	[]
293_712	chr10	43408747	43409147	+	1000	76.5	[]	[]	[10.534392]	[65]	[]	[43408902]
293_7121	chr2	54330544	54330944	+	775	34.5	[7.5940995, 10.534392]	[75, 103]	[]	[]	[54330714, 54330742]	[]
293_7125	chr2	112055422	112055822	+	759	34.5	[7.0663056]	[146]	[]	[]	[112055648]	[]
293_7126	chr2	127064727	127065127	+	662	34.5	[6.0706253]	[166]	[]	[]	[127064972]	[]
293_7127	chr2	169479518	169479918	+	773	34.5	[]	[]	[7.5088573, 9.052912]	[102, 141]	[]	[169479683, 169479722]
293_713	chr11	9364319	9364719	+	1000	76.5	[]	[]	[8.956747]	[188]	[]	[9364565]
293_7132	chr20	37527519	37527919	+	814	34.5	[7.0663056]	[166]	[]	[]	[37527762]	[]
293_7134	chr20	50510103	50510503	+	663	34.5	[]	[]	[7.5088573]	[141]	[]	[50510334]
293_7140	chr22	19572064	19572464	+	642	34.5	[]	[]	[10.7842245]	[139]	[]	[19572244]
293_7144	chr22	19765053	19765453	+	805	34.5	[10.68806, 8.956747]	[162, 186]	[7.5940995]	[125]	[19765253, 19765277]	[19765216]
293_7145	chr22	19842558	19842958	+	803	34.5	[6.483479]	[117]	[]	[]	[19842717]	[]
293_7175	chr3	15269447	15269847	+	788	34.5	[10.823473, 10.823473]	[134, 147]	[7.1046667]	[60]	[15269677, 15269690]	[15269603]
293_7176	chr3	45842054	45842454	+	645	34.5	[]	[]	[6.483479]	[162]	[]	[45842305]
293_7178	chr3	150603409	150603809	+	563	34.5	[7.5940995]	[217]	[]	[]	[150603631]	[]
293_7183	chr4	88158720	88159120	+	800	34.5	[8.956747]	[95]	[7.5940995, 10.534392, 8.786449, 7.801938]	[64, 136, 142, 147]	[88158915]	[88158884, 88158956, 88158962, 88158967]
293_7187	chr5	850599	850999	+	793	34.5	[10.534392]	[174]	[]	[]	[850792]	[]
293_7190	chr5	81751480	81751880	+	793	34.5	[7.662525, 10.534392]	[119, 138]	[7.782383]	[129]	[81751692, 81751711]	[81751702]
293_7191	chr5	91280524	91280924	+	751	34.5	[6.483479]	[159]	[8.956747]	[176]	[91280718]	[91280735]
293_7192	chr5	96657061	96657461	+	799	34.5	[]	[]	[14.252311, 6.313181]	[104, 125]	[]	[96657245, 96657266]
293_7194	chr5	134411755	134412155	+	829	34.5	[6.7998433]	[211]	[]	[]	[134411977]	[]
293_7197	chr5	149632383	149632783	+	733	34.5	[]	[]	[12.265705]	[73]	[]	[149632536]
293_7208	chr6	27133928	27134328	+	730	34.5	[10.0477295]	[100]	[]	[]	[27134099]	[]
293_7209	chr6	31711239	31711639	+	660	34.5	[10.7842245]	[64]	[8.214792]	[89]	[31711391]	[31711416]
293_7215	chr6	53539556	53539956	+	821	34.5	[14.252311, 7.5940995]	[119, 138]	[]	[]	[53539767, 53539786]	[]
293_7216	chr6	116571132	116571532	+	703	34.5	[]	[]	[7.5940995]	[192]	[]	[116571326]
293_7218	chr6	158849799	158850199	+	552	34.5	[10.823473]	[206]	[]	[]	[158850026]	[]
293_7221	chr7	65006451	65006851	+	803	34.5	[7.5940995]	[209]	[]	[]	[65006698]	[]
293_7223	chr7	116953891	116954291	+	740	34.5	[8.797619]	[136]	[7.5940995]	[148]	[116954094]	[116954106]
293_7228	chr7	149861392	149861792	+	549	34.5	[7.1055546]	[151]	[]	[]	[149861572]	[]
293_723	chr6	28141556	28141956	+	1000	76.0	[]	[]	[12.265705]	[125]	[]	[28141773]
293_7231	chr8	18084289	18084689	+	791	34.5	[9.052912]	[225]	[]	[]	[18084519]	[]
293_7233	chr8	37591365	37591765	+	692	34.5	[6.1098485]	[146]	[]	[]	[37591609]	[]
293_724	chr8	56074443	56074843	+	1000	76.0	[]	[]	[12.520998]	[170]	[]	[56074693]
293_7242	chr9	129482792	129483192	+	817	34.5	[]	[]	[10.534392]	[154]	[]	[129483013]
293_7244	chr9	131230459	131230859	+	663	34.5	[7.5940995]	[177]	[]	[]	[131230650]	[]
293_7247	chrX	23782955	23783355	+	788	34.5	[]	[]	[6.0706253]	[73]	[]	[23783124]
293_7250	chrX	135344641	135345041	+	589	34.5	[]	[]	[12.265705]	[127]	[]	[135344857]
293_7252	chr1	11882903	11883303	+	783	34.0	[9.788544, 10.68806]	[128, 170]	[]	[]	[11883067, 11883109]	[]
293_7260	chr1	32716602	32717002	+	760	34.0	[8.956747]	[145]	[10.534392]	[200]	[32716790]	[32716845]
293_7264	chr1	47213374	47213774	+	540	34.0	[8.057231, 8.786449, 12.520998]	[68, 73, 78]	[]	[]	[47213541, 47213546, 47213551]	[]
293_7268	chr1	109090416	109090816	+	747	34.0	[9.2401705]	[131]	[]	[]	[109090585]	[]
293_7270	chr1	110060066	110060466	+	777	34.0	[7.7586894, 9.495462]	[75, 140]	[8.956747]	[120]	[110060227, 110060292]	[110060272]
293_7280	chr1	168342715	168343115	+	668	34.0	[12.520998]	[147]	[]	[]	[168342908]	[]
293_7284	chr1	205227419	205227819	+	767	34.0	[]	[]	[9.495462]	[138]	[]	[205227645]
293_7293	chr10	31031488	31031888	+	676	34.0	[7.9705]	[77]	[]	[]	[31031649]	[]
293_7297	chr11	9384814	9385214	+	683	34.0	[]	[]	[7.643828, 7.643828]	[170, 175]	[]	[9385006, 9385011]
293_730	chr1	206635311	206635711	+	1000	75.5	[8.956747, 7.0663056]	[143, 147]	[8.836867]	[108]	[206635506, 206635510]	[206635471]
293_7306	chr12	57744502	57744902	+	748	34.0	[8.061124, 8.956747]	[202, 207]	[12.520998, 7.5088573]	[137, 162]	[57744719, 57744724]	[57744654, 57744679]
293_732	chr11	72103320	72103720	+	1000	75.5	[]	[]	[10.534392]	[96]	[]	[72103474]
293_7322	chr14	22982638	22983038	+	685	34.0	[]	[]	[7.5940995]	[108]	[]	[22982831]
293_7323	chr14	55103100	55103500	+	752	34.0	[]	[]	[10.534392]	[103]	[]	[55103286]
293_7327	chr15	28095960	28096360	+	770	34.0	[]	[]	[12.265705, 12.265705, 7.801938]	[119, 156, 174]	[]	[28096128, 28096165, 28096183]
293_7328	chr15	63051327	63051727	+	758	34.0	[]	[]	[7.2592225]	[160]	[]	[63051511]
293_7330	chr15	75347306	75347706	+	755	34.0	[12.520998]	[209]	[]	[]	[75347525]	[]
293_7331	chr15	77620278	77620678	+	732	34.0	[14.252311]	[177]	[]	[]	[77620462]	[]
293_7334	chr16	1782739	1783139	+	747	34.0	[]	[]	[7.1055546]	[164]	[]	[1782913]
293_7338	chr16	88332844	88333244	+	636	34.0	[11.779043]	[170]	[]	[]	[88333023]	[]
293_7339	chr16	89217406	89217806	+	632	34.0	[7.9705]	[135]	[]	[]	[89217577]	[]
293_734	chr17	17206229	17206629	+	1000	75.5	[12.265705, 12.265705, 12.265705]	[104, 136, 175]	[]	[]	[17206401, 17206433, 17206472]	[]
293_7344	chr17	40341106	40341506	+	701	34.0	[]	[]	[10.534392]	[106]	[]	[40341273]
293_7345	chr17	41496759	41497159	+	545	34.0	[]	[]	[9.495462, 8.786449]	[117, 155]	[]	[41496969, 41497007]
293_7354	chr19	200151	200551	+	762	34.0	[]	[]	[8.956747, 8.956747]	[60, 109]	[]	[200305, 200354]
293_7360	chr19	17391004	17391404	+	734	34.0	[10.534392]	[125]	[]	[]	[17391182]	[]
293_7364	chr19	38975247	38975647	+	561	34.0	[8.061124]	[137]	[]	[]	[38975467]	[]
293_737	chr2	96305415	96305815	+	1000	75.5	[7.9705]	[145]	[10.534392, 9.792437, 9.792437]	[98, 103, 114]	[96305650]	[96305603, 96305608, 96305619]
293_7380	chr2	178194064	178194464	+	782	34.0	[]	[]	[7.5940995]	[119]	[]	[178194255]
293_7382	chr2	178414584	178414984	+	787	34.0	[]	[]	[14.252311]	[116]	[]	[178414767]
293_7383	chr2	218270070	218270470	+	776	34.0	[7.5088573]	[168]	[12.265705]	[145]	[218270318]	[218270295]
293_7384	chr20	1325129	1325529	+	638	34.0	[9.09216]	[166]	[]	[]	[1325366]	[]
293_7388	chr20	45878313	45878713	+	628	34.0	[9.495462, 8.956747]	[94, 130]	[]	[]	[45878484, 45878520]	[]
293_7389	chr20	62735359	62735759	+	756	34.0	[]	[]	[10.534392]	[150]	[]	[62735582]
293_7396	chr22	19611595	19611995	+	743	34.0	[10.68806]	[151]	[]	[]	[19611820]	[]
293_74	chr11	62025496	62025896	+	1000	218.0	[14.252311]	[158]	[7.5940995]	[136]	[62025734]	[62025712]
293_7400	chr22	19959061	19959461	+	752	34.0	[8.061124]	[198]	[]	[]	[19959283]	[]
293_7425	chr3	177284361	177284761	+	748	34.0	[]	[]	[12.265705]	[111]	[]	[177284535]
293_7432	chr4	83484660	83485060	+	763	34.0	[]	[]	[10.534392]	[147]	[]	[83484897]
293_7434	chr4	139301158	139301558	+	756	34.0	[6.483479]	[186]	[10.534392]	[169]	[139301362]	[139301345]
293_7441	chr5	138032568	138032968	+	548	34.0	[8.061124]	[152]	[]	[]	[138032764]	[]
293_7444	chr5	176155854	176156254	+	787	34.0	[10.534392]	[110]	[]	[]	[176156011]	[]
293_7446	chr6	14743925	14744325	+	778	34.0	[10.68806]	[125]	[]	[]	[14744128]	[]
293_745	chr17	28952097	28952497	+	1000	75.0	[7.591329]	[135]	[]	[]	[28952315]	[]
293_7454	chr6	31399588	31399988	+	749	34.0	[]	[]	[7.7586894]	[191]	[]	[31399833]
293_7455	chr6	31548094	31548494	+	765	34.0	[7.782383]	[122]	[]	[]	[31548268]	[]
293_7458	chr6	34237872	34238272	+	675	34.0	[]	[]	[8.956747, 8.956747]	[169, 182]	[]	[34238072, 34238085]
293_746	chr2	71068426	71068826	+	1000	75.0	[]	[]	[6.0706253]	[123]	[]	[71068634]
293_7461	chr6	37353794	37354194	+	801	34.0	[]	[]	[7.1055546, 7.5940995]	[133, 171]	[]	[37354007, 37354045]
293_7467	chr6	133952890	133953290	+	694	34.0	[]	[]	[12.520998, 10.534392]	[109, 115]	[]	[133953057, 133953063]
293_7469	chr7	5781534	5781934	+	744	34.0	[8.956747]	[68]	[]	[]	[5781692]	[]
293_747	chr22	21624185	21624585	+	1000	75.0	[]	[]	[8.214792, 10.823473, 9.495462]	[75, 142, 154]	[]	[21624348, 21624415, 21624427]
293_748	chr3	41962076	41962476	+	1000	75.0	[8.956747, 9.495462]	[146, 153]	[]	[]	[41962315, 41962322]	[]
293_7480	chr8	73877829	73878229	+	736	34.0	[]	[]	[12.520998]	[134]	[]	[73878037]
293_7482	chr8	143368494	143368894	+	741	34.0	[]	[]	[7.1055546, 7.5088573]	[155, 159]	[]	[143368690, 143368694]
293_7484	chr9	73151645	73152045	+	771	34.0	[]	[]	[9.788544]	[67]	[]	[73151811]
293_7487	chr9	112180496	112180896	+	703	34.0	[7.1046667]	[160]	[]	[]	[112180735]	[]
293_7488	chr9	121201794	121202194	+	705	34.0	[12.265705, 7.1055546]	[191, 242]	[]	[]	[121201994, 121202045]	[]
293_749	chr3	47380821	47381221	+	1000	75.0	[]	[]	[10.534392, 10.68806]	[137, 182]	[]	[47381017, 47381062]
293_7490	chr9	128771902	128772302	+	723	34.0	[6.253357]	[175]	[]	[]	[128772091]	[]
293_7496	chrX	40735716	40736116	+	754	34.0	[10.534392]	[174]	[8.786449]	[129]	[40735954]	[40735909]
293_7499	chr1	10646353	10646753	+	574	33.5	[9.788544]	[167]	[]	[]	[10646604]	[]
293_750	chr3	155854454	155854854	+	1000	75.0	[]	[]	[10.534392]	[77]	[]	[155854613]
293_7505	chr1	44227139	44227539	+	693	33.5	[]	[]	[9.788544, 11.779043]	[103, 167]	[]	[44227326, 44227390]
293_7515	chr1	116825285	116825685	+	709	33.5	[10.68806]	[154]	[14.252311]	[180]	[116825506]	[116825532]
293_7517	chr1	155063445	155063845	+	718	33.5	[]	[]	[9.495462, 10.534392]	[140, 186]	[]	[155063647, 155063693]
293_7518	chr1	156130161	156130561	+	666	33.5	[]	[]	[9.495462]	[149]	[]	[156130400]
293_752	chr7	100119364	100119764	+	1000	75.0	[12.520998]	[164]	[]	[]	[100119596]	[]
293_7526	chr1	236604305	236604705	+	742	33.5	[8.786449]	[171]	[]	[]	[236604501]	[]
293_7530	chr10	38526698	38527098	+	689	33.5	[]	[]	[7.643828]	[106]	[]	[38526873]
293_7534	chr11	65386286	65386686	+	631	33.5	[]	[]	[8.797619]	[176]	[]	[65386501]
293_7535	chr12	9647989	9648389	+	648	33.5	[]	[]	[9.09216]	[166]	[]	[9648178]
293_7537	chr12	55926665	55927065	+	629	33.5	[]	[]	[7.5940995]	[114]	[]	[55926867]
293_754	chr9	105447838	105448238	+	1000	75.0	[8.956747]	[128]	[12.520998]	[204]	[105448012]	[105448088]
293_755	chr9	110256705	110257105	+	1000	75.0	[12.265705]	[144]	[]	[]	[110256906]	[]
293_7555	chr14	39170154	39170554	+	656	33.5	[]	[]	[10.534392]	[129]	[]	[39170383]
293_7556	chr14	49868234	49868634	+	717	33.5	[12.520998]	[140]	[14.252311]	[89]	[49868449]	[49868398]
293_7558	chr14	55026971	55027371	+	764	33.5	[]	[]	[7.846622]	[84]	[]	[55027151]
293_756	chr9	131085306	131085706	+	1000	75.0	[]	[]	[6.3204575]	[149]	[]	[131085478]
293_7561	chr15	40382810	40383210	+	737	33.5	[]	[]	[6.7998433]	[209]	[]	[40383059]
293_7564	chr15	49046247	49046647	+	682	33.5	[7.5088573]	[115]	[]	[]	[49046400]	[]
293_7565	chr15	55408071	55408471	+	714	33.5	[7.5088573]	[72]	[]	[]	[55408239]	[]
293_7568	chr15	76905219	76905619	+	744	33.5	[]	[]	[6.0706253]	[80]	[]	[76905385]
293_7569	chr16	589061	589461	+	746	33.5	[7.0663056]	[217]	[]	[]	[589285]	[]
293_7574	chr16	68023111	68023511	+	729	33.5	[]	[]	[7.5940995]	[106]	[]	[68023290]
293_7575	chr16	87869020	87869420	+	655	33.5	[8.836867]	[118]	[]	[]	[87869197]	[]
293_7576	chr16	88882185	88882585	+	747	33.5	[]	[]	[14.252311, 7.5940995, 7.5940995, 14.252311, 7.5940995, 14.252311]	[78, 113, 125, 131, 155, 161]	[]	[88882350, 88882385, 88882397, 88882403, 88882427, 88882433]
293_7579	chr17	38351563	38351963	+	732	33.5	[8.836867]	[195]	[]	[]	[38351795]	[]
293_7580	chr17	38749663	38750063	+	700	33.5	[7.643828]	[80]	[10.534392, 7.5088573, 10.68806]	[97, 116, 139]	[38749814]	[38749831, 38749850, 38749873]
293_7584	chr17	42577597	42577997	+	644	33.5	[8.956747]	[182]	[7.1055546]	[125]	[42577817]	[42577760]
293_7590	chr18	5296469	5296869	+	684	33.5	[]	[]	[10.68806]	[95]	[]	[5296636]
293_7595	chr19	10503168	10503568	+	700	33.5	[7.0663056]	[196]	[6.0706253]	[148]	[10503406]	[10503358]
293_7600	chr19	12985185	12985585	+	702	33.5	[]	[]	[12.520998]	[157]	[]	[12985405]
293_7602	chr19	15125407	15125807	+	756	33.5	[7.643828]	[156]	[7.5940995]	[143]	[15125625]	[15125612]
293_7604	chr19	17226358	17226758	+	751	33.5	[]	[]	[10.534392, 7.5940995]	[83, 88]	[]	[17226519, 17226524]
293_7607	chr19	34733964	34734364	+	668	33.5	[]	[]	[7.5940995]	[159]	[]	[34734214]
293_7608	chr19	35545129	35545529	+	715	33.5	[7.1055546, 12.520998]	[198, 203]	[8.061124]	[173]	[35545373, 35545378]	[35545348]
293_7609	chr19	36214399	36214799	+	678	33.5	[9.792437, 10.534392, 7.5940995]	[90, 101, 116]	[]	[]	[36214583, 36214594, 36214609]	[]
293_7610	chr19	37594346	37594746	+	729	33.5	[14.252311, 7.782383]	[116, 154]	[]	[]	[37594523, 37594561]	[]
293_7612	chr19	49590424	49590824	+	721	33.5	[7.5940995]	[95]	[]	[]	[49590613]	[]
293_7616	chr2	3519334	3519734	+	775	33.5	[]	[]	[7.801938]	[132]	[]	[3519564]
293_7623	chr2	168976213	168976613	+	616	33.5	[9.577935]	[163]	[]	[]	[168976426]	[]
293_7624	chr2	200963356	200963756	+	753	33.5	[7.782383]	[93]	[]	[]	[200963538]	[]
293_7628	chr20	48921663	48922063	+	661	33.5	[7.1055546]	[123]	[]	[]	[48921850]	[]
293_7644	chr22	19771005	19771405	+	751	33.5	[10.534392]	[92]	[8.057231]	[134]	[19771164]	[19771206]
293_7646	chr22	20114537	20114937	+	641	33.5	[10.534392]	[176]	[]	[]	[20114737]	[]
293_7649	chr22	20248322	20248722	+	731	33.5	[8.786449, 7.643828]	[78, 106]	[]	[]	[20248493, 20248521]	[]
293_7660	chr22	20883195	20883595	+	636	33.5	[]	[]	[11.779043]	[132]	[]	[20883403]
293_7668	chr22	22369117	22369517	+	741	33.5	[]	[]	[7.9846697]	[148]	[]	[22369321]
293_7669	chr22	22440458	22440858	+	540	33.5	[10.823473]	[70]	[]	[]	[22440622]	[]
293_767	chr5	134226053	134226453	+	1000	74.5	[]	[]	[12.265705, 10.534392, 7.846622]	[135, 151, 156]	[]	[134226273, 134226289, 134226294]
293_7671	chr22	26632517	26632917	+	679	33.5	[]	[]	[12.520998]	[144]	[]	[26632753]
293_7675	chr3	44729292	44729692	+	749	33.5	[]	[]	[8.057231]	[138]	[]	[44729453]
293_7676	chr3	45631472	45631872	+	542	33.5	[]	[]	[14.252311]	[127]	[]	[45631681]
293_7677	chr3	49412019	49412419	+	725	33.5	[]	[]	[12.520998]	[140]	[]	[49412239]
293_768	chr7	6023915	6024315	+	1000	74.5	[]	[]	[14.252311]	[119]	[]	[6024089]
293_7681	chr4	8820463	8820863	+	677	33.5	[]	[]	[7.591329]	[137]	[]	[8820654]
293_769	chr9	120875985	120876385	+	1000	74.5	[9.495462, 7.9846697, 10.68806]	[120, 122, 128]	[]	[]	[120876192, 120876194, 120876200]	[]
293_7692	chr6	10838098	10838498	+	754	33.5	[10.68806, 7.0663056, 7.5088573]	[156, 160, 169]	[]	[]	[10838285, 10838289, 10838298]	[]
293_7697	chr6	34273276	34273676	+	670	33.5	[8.786449]	[166]	[]	[]	[34273523]	[]
293_770	chr1	21852970	21853370	+	1000	74.0	[14.252311]	[147]	[]	[]	[21853200]	[]
293_7701	chr6	56955186	56955586	+	658	33.5	[10.534392]	[197]	[]	[]	[56955423]	[]
293_7702	chr6	73654057	73654457	+	761	33.5	[]	[]	[7.1055546]	[220]	[]	[73654279]
293_7705	chr6	109094598	109094998	+	763	33.5	[6.7998433]	[126]	[]	[]	[109094771]	[]
