#PeakID(python scan_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_6680	chr1	175188873	175189273	+	1000	42.0	[10.276439]	[138]	[]	[]	[175189097]	[]
28_6681	chr1	179031945	179032345	+	1000	42.0	[7.657809]	[203]	[]	[]	[179032173]	[]
28_6684	chr1	193121046	193121446	+	1000	42.0	[]	[]	[10.276439]	[178]	[]	[193121225]
28_6686	chr1	202531594	202531994	+	1000	42.0	[10.276439]	[167]	[]	[]	[202531803]	[]
28_6694	chr1	227315926	227316326	+	1000	42.0	[7.657809]	[104]	[]	[]	[227316079]	[]
28_6695	chr1	227335663	227336063	+	1000	42.0	[10.276439]	[173]	[]	[]	[227335874]	[]
28_6697	chr1	228198987	228199387	+	1000	42.0	[10.276439]	[92]	[]	[]	[228199164]	[]
28_67	chr16	46387731	46388131	+	1000	246.5	[]	[]	[7.657809, 7.657809, 7.657809]	[115, 131, 141]	[]	[46387943, 46387959, 46387969]
28_6701	chr1	244833627	244834027	+	1000	42.0	[]	[]	[7.657809]	[110]	[]	[244833828]
28_6703	chr10	11685663	11686063	+	1000	42.0	[]	[]	[10.276439]	[84]	[]	[11685843]
28_6706	chr10	50556693	50557093	+	1000	42.0	[9.601446]	[158]	[7.408826]	[118]	[50556888]	[50556848]
28_6709	chr10	63438704	63439104	+	1000	42.0	[7.408826]	[97]	[]	[]	[63438885]	[]
28_671	chr17	69857374	69857774	+	1000	82.5	[10.276439]	[110]	[]	[]	[69857562]	[]
28_6712	chr10	70618113	70618513	+	1000	42.0	[]	[]	[10.276439]	[140]	[]	[70618326]
28_6725	chr11	95100223	95100623	+	1000	42.0	[10.276439]	[141]	[]	[]	[95100418]	[]
28_6727	chr12	4538390	4538790	+	1000	42.0	[7.408826]	[121]	[]	[]	[4538547]	[]
28_6729	chr12	39441836	39442236	+	1000	42.0	[10.276439, 7.408826]	[86, 109]	[]	[]	[39442013, 39442036]	[]
28_673	chr19	12669378	12669778	+	1000	82.5	[7.0441737]	[199]	[]	[]	[12669627]	[]
28_6730	chr12	54323529	54323929	+	1000	42.0	[]	[]	[7.657809]	[174]	[]	[54323770]
28_6731	chr12	70695450	70695850	+	1000	42.0	[10.276439]	[182]	[]	[]	[70695634]	[]
28_6732	chr12	98593057	98593457	+	1000	42.0	[]	[]	[7.0441737]	[54]	[]	[98593210]
28_6738	chr13	50082352	50082752	+	1000	42.0	[]	[]	[7.408826]	[176]	[]	[50082591]
28_6741	chr14	50320993	50321393	+	1000	42.0	[]	[]	[7.0441737]	[189]	[]	[50321243]
28_6743	chr15	50593799	50594199	+	1000	42.0	[7.408826, 7.408826]	[169, 175]	[]	[]	[50593975, 50593981]	[]
28_6745	chr15	67882459	67882859	+	1000	42.0	[]	[]	[7.408826]	[203]	[]	[67882672]
28_6748	chr16	81314427	81314827	+	1000	42.0	[]	[]	[7.0441737]	[169]	[]	[81314676]
28_6749	chr16	84961800	84962200	+	1000	42.0	[]	[]	[7.0441737]	[177]	[]	[84962014]
28_675	chr22	23177218	23177618	+	1000	82.5	[7.657809]	[90]	[]	[]	[23177398]	[]
28_6757	chr17	33931156	33931556	+	1000	42.0	[10.276439]	[174]	[7.657809]	[189]	[33931357]	[33931372]
28_6760	chr17	62179595	62179995	+	1000	42.0	[]	[]	[10.276439]	[154]	[]	[62179790]
28_6761	chr17	64599011	64599411	+	1000	42.0	[]	[]	[7.408826]	[122]	[]	[64599212]
28_6763	chr17	72890772	72891172	+	656	42.0	[10.276439]	[88]	[10.276439]	[133]	[72890957]	[72891002]
28_6764	chr17	75191631	75192031	+	1000	42.0	[]	[]	[7.408826]	[55]	[]	[75191785]
28_6768	chr18	2894287	2894687	+	1000	42.0	[]	[]	[7.657809]	[73]	[]	[2894438]
28_677	chr6	33271669	33272069	+	1000	82.5	[]	[]	[10.276439]	[102]	[]	[33271848]
28_6778	chr19	14537327	14537727	+	1000	42.0	[]	[]	[10.276439]	[67]	[]	[14537488]
28_6779	chr19	19388578	19388978	+	1000	42.0	[]	[]	[7.408826]	[137]	[]	[19388806]
28_678	chr7	107836358	107836758	+	1000	82.5	[]	[]	[7.0441737]	[176]	[]	[107836593]
28_6780	chr19	38557341	38557741	+	1000	42.0	[]	[]	[10.276439]	[152]	[]	[38557564]
28_6783	chr2	42196549	42196949	+	547	42.0	[]	[]	[7.408826]	[89]	[]	[42196724]
28_6784	chr2	46913600	46914000	+	1000	42.0	[7.0441737]	[196]	[]	[]	[46913850]	[]
28_6786	chr2	68870181	68870581	+	1000	42.0	[]	[]	[9.601446]	[154]	[]	[68870391]
28_6789	chr2	84925773	84926173	+	1000	42.0	[7.657809]	[185]	[]	[]	[84926014]	[]
28_6791	chr2	88021993	88022393	+	1000	42.0	[10.276439]	[136]	[]	[]	[88022193]	[]
28_6792	chr2	102634750	102635150	+	1000	42.0	[]	[]	[10.276439]	[109]	[]	[102634927]
28_6798	chr2	168920445	168920845	+	1000	42.0	[]	[]	[7.408826]	[90]	[]	[168920625]
28_6811	chr21	14263898	14264298	+	961	42.0	[]	[]	[7.408826]	[69]	[]	[14264064]
28_6812	chr21	29090015	29090415	+	1000	42.0	[7.408826, 10.276439]	[106, 124]	[]	[]	[29090189, 29090207]	[]
28_6813	chr21	33976627	33977027	+	1000	42.0	[7.657809]	[220]	[]	[]	[33976863]	[]
28_6814	chr21	36065542	36065942	+	1000	42.0	[10.276439]	[113]	[]	[]	[36065701]	[]
28_6816	chr21	45073508	45073908	+	1000	42.0	[]	[]	[7.0441737]	[111]	[]	[45073665]
28_6821	chr22	20544119	20544519	+	1000	42.0	[7.408826]	[114]	[]	[]	[20544323]	[]
28_6822	chr22	20892454	20892854	+	1000	42.0	[7.657809]	[114]	[]	[]	[20892626]	[]
28_6823	chr22	21589893	21590293	+	1000	42.0	[7.0441737]	[146]	[]	[]	[21590127]	[]
28_6824	chr22	21807534	21807934	+	1000	42.0	[7.657809]	[110]	[]	[]	[21807709]	[]
28_6825	chr22	22658923	22659323	+	1000	42.0	[7.657809]	[145]	[7.657809]	[105]	[22659117]	[22659077]
28_6827	chr22	22833208	22833608	+	1000	42.0	[]	[]	[7.408826]	[52]	[]	[22833360]
28_6829	chr22	23194162	23194562	+	1000	42.0	[7.657809]	[128]	[]	[]	[23194353]	[]
28_6831	chr22	29195604	29196004	+	1000	42.0	[]	[]	[10.276439]	[84]	[]	[29195761]
28_6836	chr3	12664398	12664798	+	1000	42.0	[7.408826]	[107]	[]	[]	[12664592]	[]
28_6837	chr3	12868115	12868515	+	1000	42.0	[7.0441737]	[101]	[]	[]	[12868312]	[]
28_6838	chr3	13421005	13421405	+	1000	42.0	[]	[]	[7.408826]	[132]	[]	[13421202]
28_6840	chr3	42780779	42781179	+	1000	42.0	[7.657809]	[139]	[]	[]	[42780992]	[]
28_6842	chr3	43689771	43690171	+	1000	42.0	[7.657809]	[140]	[]	[]	[43689949]	[]
28_6845	chr3	101573674	101574074	+	1000	42.0	[10.276439]	[177]	[]	[]	[101573913]	[]
28_6848	chr3	168157916	168158316	+	1000	42.0	[7.408826, 7.408826, 7.408826]	[140, 151, 170]	[]	[]	[168158114, 168158125, 168158144]	[]
28_6850	chr3	184133832	184134232	+	1000	42.0	[7.408826]	[183]	[10.276439]	[153]	[184134056]	[184134026]
28_6851	chr3	186949519	186949919	+	1000	42.0	[7.657809]	[151]	[9.601446]	[105]	[186949757]	[186949711]
28_6860	chr4	95289177	95289577	+	1000	42.0	[]	[]	[10.276439]	[161]	[]	[95289367]
28_6862	chr4	165348612	165349012	+	1000	42.0	[7.0441737]	[147]	[]	[]	[165348858]	[]
28_6864	chr5	49661282	49661682	+	1000	42.0	[7.657809, 10.276439, 7.657809, 7.657809, 10.276439, 7.657809, 7.657809, 7.657809, 7.657809]	[67, 77, 87, 102, 117, 122, 127, 142, 157]	[]	[]	[49661434, 49661444, 49661454, 49661469, 49661484, 49661489, 49661494, 49661509, 49661524]	[]
28_6866	chr5	72561572	72561972	+	1000	42.0	[]	[]	[7.657809]	[92]	[]	[72561758]
28_6867	chr5	78659593	78659993	+	1000	42.0	[]	[]	[10.276439]	[121]	[]	[78659776]
28_6868	chr5	90530094	90530494	+	1000	42.0	[]	[]	[7.408826]	[93]	[]	[90530254]
28_6869	chr5	97089147	97089547	+	1000	42.0	[]	[]	[7.408826]	[173]	[]	[97089330]
28_6871	chr5	124652069	124652469	+	1000	42.0	[]	[]	[10.276439]	[136]	[]	[124652300]
28_6872	chr5	126780191	126780591	+	1000	42.0	[10.276439]	[185]	[]	[]	[126780390]	[]
28_6877	chr6	13672923	13673323	+	1000	42.0	[]	[]	[7.408826]	[158]	[]	[13673144]
28_6878	chr6	13920572	13920972	+	1000	42.0	[7.408826, 7.0441737]	[144, 157]	[]	[]	[13920808, 13920821]	[]
28_688	chr4	10181160	10181560	+	1000	82.0	[7.657809]	[94]	[]	[]	[10181318]	[]
28_6881	chr6	17705674	17706074	+	1000	42.0	[7.408826]	[170]	[]	[]	[17705909]	[]
28_6885	chr6	26051987	26052387	+	1000	42.0	[10.276439]	[234]	[]	[]	[26052222]	[]
28_6886	chr6	26121334	26121734	+	1000	42.0	[]	[]	[10.276439]	[155]	[]	[26121499]
28_6889	chr6	27143177	27143577	+	1000	42.0	[7.408826, 7.408826]	[184, 189]	[]	[]	[27143366, 27143371]	[]
28_6891	chr6	28719643	28720043	+	1000	42.0	[7.408826]	[176]	[]	[]	[28719844]	[]
28_6893	chr6	33272802	33273202	+	1000	42.0	[7.408826]	[193]	[]	[]	[33273005]	[]
28_6896	chr6	49637307	49637707	+	1000	42.0	[]	[]	[10.276439, 7.657809]	[81, 108]	[]	[49637462, 49637489]
28_6898	chr6	83884425	83884825	+	1000	42.0	[7.408826]	[108]	[]	[]	[83884585]	[]
28_690	chr6	27592557	27592957	+	1000	82.0	[]	[]	[7.408826]	[155]	[]	[27592803]
28_6902	chr6	99394031	99394431	+	1000	42.0	[9.601446]	[91]	[]	[]	[99394202]	[]
28_6906	chr6	157891976	157892376	+	1000	42.0	[]	[]	[7.408826, 10.276439]	[61, 88]	[]	[157892129, 157892156]
28_6913	chr7	73451718	73452118	+	1000	42.0	[]	[]	[7.657809]	[108]	[]	[73451891]
28_6915	chr7	99458993	99459393	+	1000	42.0	[]	[]	[7.408826]	[73]	[]	[99459159]
28_6917	chr7	99919534	99919934	+	1000	42.0	[]	[]	[10.276439]	[110]	[]	[99919718]
28_6919	chr7	105402460	105402860	+	1000	42.0	[]	[]	[7.657809]	[171]	[]	[105402638]
28_692	chr6	42199412	42199812	+	1000	82.0	[10.276439]	[121]	[7.0441737]	[155]	[42199586]	[42199620]
28_6923	chr7	111476793	111477193	+	1000	42.0	[]	[]	[7.657809, 10.276439]	[143, 154]	[]	[111477029, 111477040]
28_6927	chr7	127820520	127820920	+	1000	42.0	[7.408826, 7.408826, 7.408826]	[104, 119, 137]	[]	[]	[127820688, 127820703, 127820721]	[]
28_6935	chr8	17922236	17922636	+	1000	42.0	[10.276439]	[231]	[7.0441737]	[171]	[17922476]	[17922416]
28_6941	chr8	73346614	73347014	+	1000	42.0	[7.657809, 7.657809]	[126, 168]	[]	[]	[73346821, 73346863]	[]
28_6943	chr8	94749449	94749849	+	1000	42.0	[10.276439]	[96]	[]	[]	[94749637]	[]
28_6944	chr8	97777772	97778172	+	1000	42.0	[]	[]	[7.408826]	[203]	[]	[97777995]
28_6947	chr8	127914249	127914649	+	1000	42.0	[7.657809]	[192]	[]	[]	[127914448]	[]
28_6949	chr8	129689328	129689728	+	1000	42.0	[]	[]	[7.408826]	[95]	[]	[129689513]
28_6950	chr8	140831058	140831458	+	1000	42.0	[7.408826]	[116]	[10.276439]	[96]	[140831231]	[140831211]
28_6955	chr9	131201544	131201944	+	1000	42.0	[]	[]	[7.657809]	[82]	[]	[131201699]
28_6956	chrUn_KI270744v1	124923	125323	+	1000	42.0	[]	[]	[7.408826, 7.408826]	[66, 122]	[]	[125089, 125145]
28_6957	chrX	74346095	74346495	+	1000	42.0	[]	[]	[10.276439]	[114]	[]	[74346286]
28_6965	chr1	12437311	12437711	+	1000	41.5	[7.0441737]	[96]	[]	[]	[12437497]	[]
28_6968	chr1	22022920	22023320	+	1000	41.5	[]	[]	[7.0441737]	[204]	[]	[22023167]
28_6971	chr1	25239389	25239789	+	1000	41.5	[]	[]	[7.408826, 7.408826]	[101, 153]	[]	[25239561, 25239613]
28_6972	chr1	26128639	26129039	+	1000	41.5	[]	[]	[7.408826]	[153]	[]	[26128885]
28_6976	chr1	31159812	31160212	+	1000	41.5	[]	[]	[7.408826]	[160]	[]	[31160057]
28_6983	chr1	51237569	51237969	+	1000	41.5	[7.408826, 10.276439, 10.276439]	[167, 179, 210]	[]	[]	[51237757, 51237769, 51237800]	[]
28_6986	chr1	65277777	65278177	+	1000	41.5	[]	[]	[7.408826, 7.408826]	[120, 187]	[]	[65277941, 65278008]
28_6988	chr1	108643511	108643911	+	1000	41.5	[]	[]	[7.408826]	[120]	[]	[108643716]
28_699	chr6	28838184	28838584	+	1000	81.5	[]	[]	[7.0441737, 7.408826]	[102, 164]	[]	[28838335, 28838397]
28_6994	chr1	151062854	151063254	+	1000	41.5	[]	[]	[7.0441737]	[207]	[]	[151063079]
28_6995	chr1	151196231	151196631	+	1000	41.5	[7.657809]	[128]	[7.657809]	[140]	[151196405]	[151196417]
28_6999	chr1	162396866	162397266	+	1000	41.5	[7.657809]	[158]	[]	[]	[162397039]	[]
28_70	chr19	42397003	42397403	+	1000	237.0	[10.276439]	[133]	[]	[]	[42397233]	[]
28_700	chr6	31399480	31399880	+	1000	81.5	[7.657809]	[124]	[]	[]	[31399671]	[]
28_7002	chr1	167219639	167220039	+	1000	41.5	[7.0441737]	[168]	[]	[]	[167219885]	[]
28_7009	chr1	209645845	209646245	+	1000	41.5	[10.276439]	[83]	[]	[]	[209645999]	[]
28_7011	chr1	212030973	212031373	+	1000	41.5	[10.276439]	[170]	[]	[]	[212031168]	[]
28_7016	chr1	234499238	234499638	+	1000	41.5	[10.276439]	[135]	[]	[]	[234499458]	[]
28_7017	chr1	234527490	234527890	+	1000	41.5	[7.408826]	[129]	[]	[]	[234527702]	[]
28_7018	chr1	234671281	234671681	+	1000	41.5	[10.276439]	[175]	[]	[]	[234671473]	[]
28_7021	chr1	244652237	244652637	+	1000	41.5	[7.657809]	[130]	[]	[]	[244652447]	[]
28_7023	chr1	248905667	248906067	+	1000	41.5	[10.276439]	[177]	[]	[]	[248905906]	[]
28_7024	chr10	6581772	6582172	+	1000	41.5	[]	[]	[10.276439, 7.408826, 10.276439]	[115, 127, 146]	[]	[6581984, 6581996, 6582015]
28_7025	chr10	21130086	21130486	+	1000	41.5	[]	[]	[10.276439]	[186]	[]	[21130304]
28_7026	chr10	21527669	21528069	+	1000	41.5	[]	[]	[7.408826]	[175]	[]	[21527849]
28_7028	chr10	34994632	34995032	+	1000	41.5	[]	[]	[7.657809]	[71]	[]	[34994798]
28_7029	chr10	46284166	46284566	+	1000	41.5	[]	[]	[9.601446]	[168]	[]	[46284385]
28_7031	chr10	72626324	72626724	+	1000	41.5	[10.276439]	[111]	[]	[]	[72626484]	[]
28_7034	chr11	10322952	10323352	+	1000	41.5	[7.657809]	[111]	[]	[]	[10323155]	[]
28_7035	chr11	18526806	18527206	+	1000	41.5	[7.0441737]	[164]	[]	[]	[18527035]	[]
28_7036	chr11	34809573	34809973	+	1000	41.5	[7.408826]	[181]	[]	[]	[34809817]	[]
28_7038	chr11	62860474	62860874	+	1000	41.5	[10.276439]	[147]	[]	[]	[62860691]	[]
28_7040	chr11	75105625	75106025	+	1000	41.5	[7.657809]	[192]	[7.0441737]	[222]	[75105842]	[75105872]
28_7043	chr11	113773858	113774258	+	1000	41.5	[7.408826]	[107]	[]	[]	[113774058]	[]
28_7046	chr12	26271058	26271458	+	1000	41.5	[7.657809]	[163]	[7.657809]	[159]	[26271292]	[26271288]
28_7048	chr12	49088360	49088760	+	1000	41.5	[7.408826]	[152]	[]	[]	[49088528]	[]
28_705	chr8	73312291	73312691	+	1000	81.5	[10.276439]	[106]	[]	[]	[73312466]	[]
28_7051	chr12	95173802	95174202	+	1000	41.5	[10.276439]	[171]	[]	[]	[95174038]	[]
28_7053	chr12	108664792	108665192	+	1000	41.5	[7.408826]	[137]	[]	[]	[108665025]	[]
28_7054	chr12	108803415	108803815	+	1000	41.5	[]	[]	[10.276439]	[101]	[]	[108803610]
28_7056	chr12	111451767	111452167	+	1000	41.5	[]	[]	[7.657809]	[189]	[]	[111451971]
28_7057	chr12	121399529	121399929	+	1000	41.5	[]	[]	[9.601446]	[145]	[]	[121399768]
28_707	chr9	92325222	92325622	+	1000	81.5	[10.276439, 7.408826, 9.601446]	[113, 171, 177]	[]	[]	[92325395, 92325453, 92325459]	[]
28_7070	chr16	66617855	66618255	+	1000	41.5	[]	[]	[10.276439]	[225]	[]	[66618104]
28_7071	chr16	79972211	79972611	+	1000	41.5	[]	[]	[7.657809]	[150]	[]	[79972425]
28_7077	chr17	32909901	32910301	+	1000	41.5	[10.276439]	[152]	[]	[]	[32910150]	[]
28_7086	chr18	3622904	3623304	+	1000	41.5	[]	[]	[7.657809]	[133]	[]	[3623116]
28_7087	chr18	70025608	70026008	+	1000	41.5	[7.0441737]	[121]	[]	[]	[70025822]	[]
28_7089	chr19	11766642	11767042	+	1000	41.5	[]	[]	[7.657809]	[151]	[]	[11766880]
28_7094	chr19	41308472	41308872	+	1000	41.5	[]	[]	[10.276439]	[128]	[]	[41308645]
28_7098	chr19	51362822	51363222	+	1000	41.5	[7.408826]	[162]	[]	[]	[51363057]	[]
28_7099	chr19	51393831	51394231	+	1000	41.5	[7.408826]	[139]	[]	[]	[51394000]	[]
28_71	chr9	131125099	131125499	+	1000	236.5	[7.0441737]	[80]	[]	[]	[131125260]	[]
28_7100	chr2	27752881	27753281	+	1000	41.5	[]	[]	[10.276439]	[141]	[]	[27753109]
28_7104	chr2	112049179	112049579	+	1000	41.5	[]	[]	[7.408826]	[82]	[]	[112049337]
28_7105	chr2	112056202	112056602	+	1000	41.5	[10.276439]	[138]	[10.276439]	[126]	[112056435]	[112056423]
28_7107	chr2	183037123	183037523	+	1000	41.5	[7.657809]	[172]	[10.276439]	[122]	[183037328]	[183037278]
28_7109	chr20	5763274	5763674	+	1000	41.5	[7.408826]	[143]	[]	[]	[5763432]	[]
28_711	chr10	58269085	58269485	+	1000	81.0	[7.0441737]	[114]	[]	[]	[58269290]	[]
28_7111	chr20	45415694	45416094	+	1000	41.5	[7.408826]	[126]	[7.657809]	[138]	[45415892]	[45415904]
28_7113	chr20	48833849	48834249	+	1000	41.5	[7.657809]	[118]	[]	[]	[48834054]	[]
28_7114	chr20	49676722	49677122	+	1000	41.5	[7.657809, 7.657809]	[141, 158]	[7.0441737]	[176]	[49676924, 49676941]	[49676959]
28_7116	chr20	53589610	53590010	+	1000	41.5	[7.408826]	[173]	[]	[]	[53589835]	[]
28_7117	chr20	55103203	55103603	+	1000	41.5	[10.276439]	[70]	[9.601446]	[90]	[55103354]	[55103374]
28_7118	chr20	62873524	62873924	+	1000	41.5	[]	[]	[7.408826]	[207]	[]	[62873737]
28_7122	chr21	42879599	42879999	+	1000	41.5	[7.408826, 9.601446]	[85, 121]	[]	[]	[42879777, 42879813]	[]
28_7124	chr22	19949299	19949699	+	1000	41.5	[]	[]	[7.408826]	[124]	[]	[19949518]
28_7127	chr22	20663084	20663484	+	1000	41.5	[7.408826]	[113]	[]	[]	[20663250]	[]
28_7128	chr22	21452055	21452455	+	1000	41.5	[7.657809]	[155]	[]	[]	[21452305]	[]
28_7129	chr22	21844380	21844780	+	1000	41.5	[7.0441737]	[159]	[]	[]	[21844619]	[]
28_713	chr10	132571915	132572315	+	1000	81.0	[]	[]	[7.408826, 9.601446]	[108, 138]	[]	[132572120, 132572150]
28_7131	chr22	22065416	22065816	+	1000	41.5	[]	[]	[10.276439, 10.276439]	[150, 200]	[]	[22065586, 22065636]
28_7132	chr22	22500869	22501269	+	1000	41.5	[]	[]	[7.408826]	[142]	[]	[22501103]
28_7137	chr3	11289179	11289579	+	1000	41.5	[10.276439]	[168]	[]	[]	[11289419]	[]
28_7148	chr3	150605897	150606297	+	1000	41.5	[7.408826, 7.408826]	[123, 144]	[]	[]	[150606113, 150606134]	[]
28_7149	chr3	170726416	170726816	+	1000	41.5	[7.408826]	[155]	[]	[]	[170726657]	[]
28_715	chr22	20080683	20081083	+	1000	81.0	[]	[]	[9.601446]	[89]	[]	[20080842]
28_7150	chr3	186790385	186790785	+	1000	41.5	[]	[]	[9.601446]	[115]	[]	[186790544]
28_7157	chr4	73707844	73708244	+	1000	41.5	[]	[]	[10.276439]	[123]	[]	[73708002]
28_7158	chr4	74682667	74683067	+	1000	41.5	[10.276439, 7.408826]	[79, 98]	[]	[]	[74682822, 74682841]	[]
28_7161	chr4	89000774	89001174	+	1000	41.5	[10.276439]	[188]	[7.657809]	[159]	[89001023]	[89000994]
28_7162	chr4	184843989	184844389	+	1000	41.5	[]	[]	[9.601446]	[180]	[]	[184844209]
28_7163	chr5	16465616	16466016	+	1000	41.5	[]	[]	[7.408826, 7.408826]	[100, 142]	[]	[16465802, 16465844]
28_7168	chr5	49658734	49659134	+	1000	41.5	[7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.0441737, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[73, 78, 83, 88, 93, 98, 103, 123, 128, 133, 138, 153, 158]	[]	[]	[49658888, 49658893, 49658898, 49658903, 49658908, 49658913, 49658918, 49658938, 49658943, 49658948, 49658953, 49658968, 49658973]	[]
28_7171	chr5	69300642	69301042	+	1000	41.5	[7.408826, 7.408826]	[135, 156]	[]	[]	[69300866, 69300887]	[]
28_7172	chr5	95664216	95664616	+	1000	41.5	[7.408826]	[154]	[10.276439]	[178]	[95664443]	[95664467]
28_7181	chr6	2925844	2926244	+	1000	41.5	[]	[]	[7.408826]	[104]	[]	[2926011]
28_7183	chr6	13681431	13681831	+	1000	41.5	[7.408826]	[176]	[]	[]	[13681650]	[]
28_7184	chr6	15893470	15893870	+	1000	41.5	[]	[]	[7.408826]	[96]	[]	[15893651]
28_7188	chr6	20417709	20418109	+	1000	41.5	[7.408826]	[171]	[]	[]	[20417890]	[]
28_7189	chr6	25962641	25963041	+	1000	41.5	[]	[]	[9.601446]	[146]	[]	[25962881]
28_719	chr1	27603071	27603471	+	1000	80.5	[]	[]	[10.276439]	[85]	[]	[27603244]
28_7191	chr6	28269438	28269838	+	605	41.5	[7.0441737]	[177]	[]	[]	[28269627]	[]
28_7195	chr6	30818406	30818806	+	1000	41.5	[7.408826]	[88]	[]	[]	[30818579]	[]
28_7196	chr6	33380598	33380998	+	1000	41.5	[7.408826]	[84]	[]	[]	[33380761]	[]
28_72	chr16	34585826	34586226	+	1000	234.5	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809]	[149, 165, 175, 198]	[]	[34586006, 34586022, 34586032, 34586055]
28_7202	chr6	43938123	43938523	+	1000	41.5	[]	[]	[7.408826]	[182]	[]	[43938353]
28_7203	chr6	52303897	52304297	+	1000	41.5	[]	[]	[7.657809]	[155]	[]	[52304136]
28_7204	chr6	70412977	70413377	+	1000	41.5	[7.0441737]	[104]	[]	[]	[70413167]	[]
28_7205	chr6	108629984	108630384	+	1000	41.5	[]	[]	[10.276439, 7.0441737]	[79, 145]	[]	[108630142, 108630208]
28_7206	chr6	132798804	132799204	+	1000	41.5	[]	[]	[9.601446]	[191]	[]	[132799033]
28_7207	chr6	136427068	136427468	+	1000	41.5	[]	[]	[9.601446, 7.408826]	[132, 190]	[]	[136427219, 136427277]
28_7209	chr6	156688161	156688561	+	1000	41.5	[]	[]	[7.408826]	[169]	[]	[156688352]
28_7210	chr6	158762771	158763171	+	1000	41.5	[7.408826]	[133]	[]	[]	[158762994]	[]
28_7213	chr7	12647694	12648094	+	1000	41.5	[10.276439]	[111]	[]	[]	[12647879]	[]
28_7216	chr7	65762883	65763283	+	1000	41.5	[]	[]	[10.276439]	[158]	[]	[65763134]
28_7217	chr7	66493271	66493671	+	1000	41.5	[]	[]	[7.408826]	[151]	[]	[66493516]
28_7218	chr7	75624069	75624469	+	1000	41.5	[]	[]	[10.276439]	[117]	[]	[75624284]
28_7226	chr7	108569570	108569970	+	1000	41.5	[10.276439]	[134]	[]	[]	[108569797]	[]
28_7228	chr7	116809670	116810070	+	1000	41.5	[]	[]	[7.0441737]	[74]	[]	[116809841]
28_7229	chr7	131108900	131109300	+	1000	41.5	[]	[]	[10.276439, 10.276439]	[188, 218]	[]	[131109089, 131109119]
28_723	chr11	62041980	62042380	+	1000	80.5	[]	[]	[7.408826, 7.0441737, 7.408826]	[93, 104, 176]	[]	[62042144, 62042155, 62042227]
28_7230	chr7	131110869	131111269	+	1000	41.5	[]	[]	[10.276439]	[211]	[]	[131111100]
28_7231	chr7	131255233	131255633	+	1000	41.5	[]	[]	[7.408826]	[111]	[]	[131255435]
28_7235	chr7	150355169	150355569	+	1000	41.5	[]	[]	[7.408826]	[174]	[]	[150355376]
28_724	chr13	25394550	25394950	+	1000	80.5	[10.276439]	[162]	[7.408826]	[107]	[25394762]	[25394707]
28_7241	chr8	70148053	70148453	+	1000	41.5	[]	[]	[10.276439]	[92]	[]	[70148233]
28_7242	chr8	109428517	109428917	+	1000	41.5	[7.0441737]	[123]	[]	[]	[109428711]	[]
28_7243	chr8	129573473	129573873	+	1000	41.5	[]	[]	[7.657809, 7.408826]	[132, 146]	[]	[129573652, 129573666]
28_7247	chr9	98848387	98848787	+	1000	41.5	[10.276439]	[84]	[]	[]	[98848559]	[]
28_7248	chr9	128733152	128733552	+	1000	41.5	[7.0441737]	[223]	[]	[]	[128733393]	[]
28_7249	chr9	129862309	129862709	+	1000	41.5	[7.657809]	[189]	[]	[]	[129862518]	[]
28_7251	chr9	130868120	130868520	+	1000	41.5	[]	[]	[10.276439]	[168]	[]	[130868316]
28_7254	chrUn_GL000219v1	93721	94121	+	1000	41.5	[]	[]	[7.408826, 7.657809]	[131, 155]	[]	[93912, 93936]
28_7258	chrX	119690631	119691031	+	1000	41.5	[]	[]	[7.408826]	[119]	[]	[119690822]
28_7264	chr1	15523662	15524062	+	1000	41.0	[7.408826]	[153]	[7.657809]	[208]	[15523853]	[15523908]
28_7266	chr1	17439307	17439707	+	1000	41.0	[]	[]	[7.408826]	[82]	[]	[17439482]
28_7268	chr1	23965088	23965488	+	1000	41.0	[]	[]	[10.276439]	[227]	[]	[23965332]
28_7272	chr1	27725358	27725758	+	1000	41.0	[7.0441737, 7.0441737]	[113, 139]	[]	[]	[27725544, 27725570]	[]
28_7279	chr1	36188211	36188611	+	1000	41.0	[]	[]	[7.0441737]	[135]	[]	[36188382]
28_7282	chr1	39387538	39387938	+	1000	41.0	[]	[]	[10.276439, 7.657809]	[137, 195]	[]	[39387718, 39387776]
28_7286	chr1	44673856	44674256	+	1000	41.0	[]	[]	[7.408826]	[119]	[]	[44674072]
28_7290	chr1	46725303	46725703	+	1000	41.0	[10.276439]	[79]	[]	[]	[46725469]	[]
28_7292	chr1	75677430	75677830	+	1000	41.0	[]	[]	[10.276439, 7.0441737]	[138, 197]	[]	[75677592, 75677651]
28_7293	chr1	89538324	89538724	+	1000	41.0	[7.408826]	[114]	[]	[]	[89538482]	[]
28_7294	chr1	92960391	92960791	+	1000	41.0	[7.0441737]	[147]	[7.0441737]	[181]	[92960570]	[92960604]
28_7295	chr1	108521904	108522304	+	1000	41.0	[]	[]	[7.408826]	[139]	[]	[108522119]
