#PeakID(python identify_motif.py ./ENCODE_processed_files/EGR1_idr.fa EGR1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
124_10003	chr22	31084698	31085098	+	1000	64.5	[9.087717]	[114]	[11.022005, 8.912237]	[140, 170]	[31084885]	[31084911, 31084941]
124_8666	chr9	128067209	128067609	+	1000	72.0	[9.654271]	[73]	[]	[]	[128067362]	[]
124_867	chr12	48957446	48957846	+	1000	255.5	[]	[]	[9.142367, 8.44363, 6.864414, 10.3937025, 8.874801]	[88, 98, 100, 107, 116]	[]	[48957633, 48957643, 48957645, 48957652, 48957661]
124_8673	chr1	166876246	166876646	+	1000	71.5	[6.646445]	[93]	[]	[]	[166876437]	[]
124_8676	chr1	205812864	205813264	+	1000	71.5	[]	[]	[10.628352, 8.522187]	[103, 149]	[]	[205813032, 205813078]
124_8678	chr1	220094414	220094814	+	1000	71.5	[]	[]	[8.489766, 13.081168, 12.268681]	[109, 113, 119]	[]	[220094580, 220094584, 220094590]
124_8679	chr1	223872845	223873245	+	1000	71.5	[]	[]	[9.280008]	[121]	[]	[223873028]
124_868	chr12	57089790	57090190	+	1000	255.5	[]	[]	[7.9887404, 7.5624747, 7.6593366, 7.3986516, 7.7244816, 13.765835]	[65, 79, 111, 117, 119, 123]	[]	[57089945, 57089959, 57089991, 57089997, 57089999, 57090003]
124_8684	chr11	61775539	61775939	+	1000	71.5	[]	[]	[6.6161695, 7.3986516, 8.206155, 8.206155, 8.206155, 7.0475, 8.351447, 12.190124, 6.905146, 12.190124]	[62, 78, 80, 82, 84, 96, 129, 131, 144, 150]	[]	[61775692, 61775708, 61775710, 61775712, 61775714, 61775726, 61775759, 61775761, 61775774, 61775780]
124_8685	chr11	62694626	62695026	+	1000	71.5	[6.679517, 7.9445267]	[85, 96]	[]	[]	[62694787, 62694798]	[]
124_8688	chr12	6606260	6606660	+	1000	71.5	[8.568877, 7.549896]	[149, 151]	[10.628352]	[100]	[6606505, 6606507]	[6606456]
124_8693	chr14	68695310	68695710	+	1000	71.5	[10.945539]	[105]	[]	[]	[68695511]	[]
124_8694	chr15	40763690	40764090	+	1000	71.5	[10.977412]	[101]	[]	[]	[40763862]	[]
124_8695	chr15	75640190	75640590	+	1000	71.5	[]	[]	[8.201655, 7.7197247]	[103, 128]	[]	[75640376, 75640401]
124_8697	chr15	84500162	84500562	+	1000	71.5	[7.761374, 12.609271]	[55, 64]	[]	[]	[84500316, 84500325]	[]
124_870	chr19	45717341	45717741	+	1000	255.5	[]	[]	[10.900947]	[89]	[]	[45717528]
124_8700	chr16	25257278	25257678	+	1000	71.5	[]	[]	[8.190466, 8.874801, 9.401702]	[109, 115, 138]	[]	[25257459, 25257465, 25257488]
124_8705	chr17	47727297	47727697	+	1000	71.5	[]	[]	[14.2495985, 7.43345]	[85, 104]	[]	[47727460, 47727479]
124_8706	chr17	82302200	82302600	+	1000	71.5	[13.765835]	[96]	[]	[]	[82302394]	[]
124_871	chr8	144313709	144314109	+	1000	255.5	[]	[]	[10.855719, 6.558424]	[110, 114]	[]	[144313914, 144313918]
124_8710	chr19	1862820	1863220	+	1000	71.5	[13.844391]	[93]	[10.628352, 6.8914065]	[71, 130]	[1863004]	[1862982, 1863041]
124_8711	chr19	13155751	13156151	+	1000	71.5	[]	[]	[8.549684, 7.199046]	[143, 208]	[]	[13155923, 13155988]
124_8714	chr19	48812204	48812604	+	1000	71.5	[13.844391, 11.581923]	[99, 134]	[]	[]	[48812399, 48812434]	[]
124_8715	chr19	51108136	51108536	+	1000	71.5	[9.545485]	[255]	[]	[]	[51108369]	[]
124_8716	chr2	9972732	9973132	+	1000	71.5	[]	[]	[10.461775]	[124]	[]	[9972947]
124_8720	chr20	13638590	13638990	+	1000	71.5	[10.977412, 7.6585236]	[102, 146]	[]	[]	[13638779, 13638823]	[]
124_8722	chr21	5128274	5128674	+	1000	71.5	[10.540331]	[115]	[9.709036, 9.087717]	[149, 155]	[5128474]	[5128508, 5128514]
124_8724	chr21	34613880	34614280	+	1000	71.5	[]	[]	[11.787007, 9.109602]	[105, 109]	[]	[34614078, 34614082]
124_8725	chr21	36319802	36320202	+	1000	71.5	[7.674471]	[190]	[]	[]	[36320000]	[]
124_8726	chr21	44082675	44083075	+	1000	71.5	[]	[]	[12.52125]	[107]	[]	[44082866]
124_8727	chr22	19708493	19708893	+	1000	71.5	[13.844391]	[117]	[]	[]	[19708688]	[]
124_8729	chr22	22380333	22380733	+	1000	71.5	[]	[]	[8.635058, 7.728117, 11.787007]	[154, 157, 163]	[]	[22380571, 22380574, 22380580]
124_873	chr1	236523769	236524169	+	1000	255.0	[12.4531765]	[108]	[]	[]	[236523970]	[]
124_8730	chr3	4980296	4980696	+	1000	71.5	[]	[]	[9.862483]	[134]	[]	[4980454]
124_8731	chr3	48609473	48609873	+	1000	71.5	[]	[]	[6.7169914, 10.264548]	[89, 97]	[]	[48609661, 48609669]
124_8737	chr6	311782	312182	+	1000	71.5	[]	[]	[9.783957, 12.190124, 9.718811]	[130, 134, 157]	[]	[311981, 311985, 312008]
124_874	chr3	52536347	52536747	+	1000	255.0	[14.326064]	[126]	[]	[]	[52536540]	[]
124_8743	chr6	167788167	167788567	+	1000	71.5	[12.93485]	[128]	[]	[]	[167788374]	[]
124_8746	chr7	30146225	30146625	+	1000	71.5	[]	[]	[8.045562, 6.646445]	[138, 142]	[]	[30146456, 30146460]
124_875	chr4	674210	674610	+	1000	255.0	[7.128622, 12.493753, 7.284421, 7.5786815, 7.2720184]	[70, 101, 103, 130, 132]	[]	[]	[674379, 674410, 674412, 674439, 674441]	[]
124_8751	chr9	121545883	121546283	+	1000	71.5	[11.787007]	[87]	[]	[]	[121546051]	[]
124_8753	chr1	1165896	1166296	+	1000	71.0	[]	[]	[8.336318]	[183]	[]	[1166099]
124_8754	chr1	1433195	1433595	+	1000	71.0	[7.6593366]	[228]	[]	[]	[1433435]	[]
124_8755	chr1	15942936	15943336	+	1000	71.0	[7.139317]	[92]	[13.765835]	[109]	[15943117]	[15943134]
124_8756	chr1	23577356	23577756	+	1000	71.0	[7.528815]	[93]	[]	[]	[23577537]	[]
124_8759	chr1	31789041	31789441	+	1000	71.0	[6.6443834, 13.844391]	[119, 148]	[]	[]	[31789242, 31789271]	[]
124_876	chr6	26330910	26331310	+	1000	255.0	[]	[]	[9.716166, 7.8153796, 13.090944]	[133, 135, 139]	[]	[26331124, 26331126, 26331130]
124_8763	chr1	151822368	151822768	+	1000	71.0	[9.727532, 6.903809]	[83, 85]	[]	[]	[151822536, 151822538]	[]
124_8765	chr1	156813737	156814137	+	1000	71.0	[]	[]	[8.509785, 9.109541, 14.474671]	[60, 62, 101]	[]	[156813892, 156813894, 156813933]
124_8772	chr12	122266283	122266683	+	1000	71.0	[7.5440335, 6.9331803, 8.002081]	[137, 158, 164]	[]	[]	[122266493, 122266514, 122266520]	[]
124_8775	chr14	24316552	24316952	+	1000	71.0	[]	[]	[8.55247]	[167]	[]	[24316784]
124_878	chr7	150955824	150956224	+	1000	255.0	[12.268681, 8.190466]	[103, 109]	[]	[]	[150956012, 150956018]	[]
124_8780	chr14	103207325	103207725	+	1000	71.0	[]	[]	[7.3779783, 7.8192263, 15.82531]	[68, 94, 155]	[]	[103207481, 103207507, 103207568]
124_8781	chr15	38129502	38129902	+	1000	71.0	[7.4831595]	[97]	[10.855719]	[150]	[38129676]	[38129729]
124_8785	chr16	30065906	30066306	+	1000	71.0	[]	[]	[10.628352]	[139]	[]	[30066128]
124_8786	chr16	75432926	75433326	+	1000	71.0	[7.4032626, 10.275881, 10.490703]	[151, 157, 159]	[]	[]	[75433102, 75433108, 75433110]	[]
124_8788	chr17	44095525	44095925	+	1000	71.0	[]	[]	[6.963041, 7.3075743, 6.56107]	[103, 126, 152]	[]	[44095699, 44095722, 44095748]
124_8789	chr17	45165347	45165747	+	1000	71.0	[8.305424, 10.346803]	[109, 124]	[]	[]	[45165526, 45165541]	[]
124_8791	chr19	3500475	3500875	+	1000	71.0	[7.6566906, 10.276877, 6.8565273]	[67, 101, 125]	[]	[]	[3500639, 3500673, 3500697]	[]
124_8792	chr19	3762629	3763029	+	1000	71.0	[]	[]	[7.6370344]	[193]	[]	[3762877]
124_8793	chr19	29893684	29894084	+	1000	71.0	[7.764576]	[67]	[]	[]	[29893846]	[]
124_88	chr17	42017396	42017796	+	1000	454.5	[6.646445, 10.472259]	[87, 91]	[8.953689, 10.855719]	[121, 152]	[42017564, 42017568]	[42017598, 42017629]
124_880	chr1	178726219	178726619	+	1000	254.5	[]	[]	[13.002923]	[85]	[]	[178726392]
124_8800	chr20	35454938	35455338	+	1000	71.0	[10.540331]	[135]	[7.128118, 11.100249, 6.810029]	[85, 97, 126]	[35455150]	[35455100, 35455112, 35455141]
124_8802	chr22	41589497	41589897	+	1000	71.0	[7.0623603]	[145]	[7.9466176, 7.0078487]	[68, 134]	[41589741]	[41589664, 41589730]
124_8806	chr5	140690858	140691258	+	1000	71.0	[7.1517196, 8.037829]	[211, 220]	[]	[]	[140691081, 140691090]	[]
124_8807	chr5	151672003	151672403	+	1000	71.0	[]	[]	[10.258781, 6.8153253]	[116, 124]	[]	[151672207, 151672215]
124_881	chr7	102464731	102465131	+	1000	254.5	[12.93485]	[117]	[7.79173]	[75]	[102464947]	[102464905]
124_8811	chr6	37615622	37616022	+	1000	71.0	[10.977412]	[100]	[7.0849833]	[137]	[37615818]	[37615855]
124_8812	chr6	83193138	83193538	+	1000	71.0	[8.086953, 6.854853, 13.844391]	[79, 114, 120]	[]	[]	[83193300, 83193335, 83193341]	[]
124_8814	chr6	166382280	166382680	+	1000	71.0	[8.235561, 8.010488, 9.542635, 8.235561, 8.010488]	[106, 134, 144, 162, 190]	[]	[]	[166382441, 166382469, 166382479, 166382497, 166382525]	[]
124_8815	chr7	5562680	5563080	+	1000	71.0	[10.713959, 8.875133]	[133, 157]	[11.459085]	[77]	[5562894, 5562918]	[5562838]
124_8821	chr8	23246420	23246820	+	1000	71.0	[]	[]	[8.113635]	[125]	[]	[23246633]
124_8825	chr9	101791956	101792356	+	1000	71.0	[]	[]	[10.900947]	[130]	[]	[101792184]
124_8826	chr9	129102214	129102614	+	1000	71.0	[7.7197247]	[86]	[11.70845, 7.758964, 12.609271]	[73, 77, 120]	[129102392]	[129102379, 129102383, 129102426]
124_8829	chrX	53082153	53082553	+	1000	71.0	[]	[]	[8.389009, 7.1776633]	[173, 182]	[]	[53082341, 53082350]
124_883	chr2	70142704	70143104	+	1000	254.0	[]	[]	[7.62843, 10.362252, 7.138398, 9.356474, 10.503105, 11.784916, 6.8091106]	[68, 74, 76, 110, 116, 118, 153]	[]	[70142866, 70142872, 70142874, 70142908, 70142914, 70142916, 70142951]
124_8830	chrX	54044602	54045002	+	1000	71.0	[]	[]	[6.9195924, 13.844391]	[133, 139]	[]	[54044828, 54044834]
124_8833	chrX	152907023	152907423	+	1000	71.0	[13.844391]	[113]	[]	[]	[152907214]	[]
124_8835	chr1	30765839	30766239	+	1000	70.5	[]	[]	[6.971882, 10.209206]	[111, 113]	[]	[30766049, 30766051]
124_884	chr8	39978336	39978736	+	1000	254.0	[]	[]	[11.787007, 9.401702]	[115, 124]	[]	[39978544, 39978553]
124_8846	chr10	63265113	63265513	+	1000	70.5	[8.070797]	[81]	[]	[]	[63265269]	[]
124_8851	chr12	54351976	54352376	+	1000	70.5	[9.742292]	[148]	[10.503105]	[109]	[54352210]	[54352171]
124_8852	chr12	118016412	118016812	+	1000	70.5	[7.8499513]	[102]	[10.977412]	[147]	[118016608]	[118016653]
124_886	chr11	46380389	46380789	+	1000	253.5	[]	[]	[10.628352, 8.923889, 6.865229]	[83, 104, 128]	[]	[46380572, 46380593, 46380617]
124_8864	chr19	8390087	8390487	+	1000	70.5	[11.730531]	[67]	[]	[]	[8390240]	[]
124_8867	chr2	12675354	12675754	+	1000	70.5	[8.52855, 12.958331]	[168, 174]	[]	[]	[12675585, 12675591]	[]
124_887	chr19	14784767	14785167	+	1000	253.5	[8.336318, 12.266589, 8.44363]	[95, 109, 111]	[]	[]	[14784961, 14784975, 14784977]	[]
124_8875	chr3	49673967	49674367	+	1000	70.5	[7.5326753, 9.39391, 6.778187, 8.779411]	[111, 117, 123, 167]	[]	[]	[49674128, 49674134, 49674140, 49674184]	[]
124_8876	chr3	105869148	105869548	+	1000	70.5	[]	[]	[10.258781, 10.979415]	[105, 111]	[]	[105869351, 105869357]
124_8879	chr4	687463	687863	+	1000	70.5	[]	[]	[7.8821154, 9.305211]	[87, 99]	[]	[687650, 687662]
124_8880	chr4	87823021	87823421	+	1000	70.5	[]	[]	[11.70845]	[98]	[]	[87823208]
124_8884	chr5	139660923	139661323	+	1000	70.5	[7.904601]	[157]	[]	[]	[139661168]	[]
124_8887	chr6	34246441	34246841	+	1000	70.5	[7.868061]	[65]	[11.023784]	[136]	[34246602]	[34246673]
124_8889	chr6	158042461	158042861	+	1000	70.5	[]	[]	[11.70845]	[91]	[]	[158042642]
124_8894	chr7	101133784	101134184	+	1000	70.5	[8.412784]	[70]	[10.549796]	[120]	[101133954]	[101134004]
124_8899	chr8	124620905	124621305	+	1000	70.5	[7.907247]	[107]	[]	[]	[124621091]	[]
124_890	chr1	225823950	225824350	+	1000	252.5	[13.081168, 11.787007, 13.844391]	[90, 94, 103]	[7.0978427]	[147]	[225824136, 225824140, 225824149]	[225824193]
124_8902	chr1	36463925	36464325	+	1000	70.0	[6.9720244]	[110]	[]	[]	[36464115]	[]
124_8906	chr1	46527895	46528295	+	1000	70.0	[8.243047]	[160]	[]	[]	[46528091]	[]
124_8909	chr1	155860390	155860790	+	1000	70.0	[]	[]	[12.493753, 7.761374, 7.25622]	[118, 139, 166]	[]	[155860588, 155860609, 155860636]
124_891	chr10	92848981	92849381	+	1000	252.5	[11.110025]	[101]	[7.341826, 10.904808, 10.904808]	[118, 135, 154]	[92849165]	[92849182, 92849199, 92849218]
124_8913	chr1	200154145	200154545	+	1000	70.0	[]	[]	[10.549796]	[193]	[]	[200154387]
124_8916	chr10	43210969	43211369	+	1000	70.0	[12.609271]	[105]	[]	[]	[43211173]	[]
124_8917	chr10	50623232	50623632	+	1000	70.0	[10.977412]	[197]	[]	[]	[50623464]	[]
124_8918	chr10	102152103	102152503	+	1000	70.0	[6.810029, 11.255987, 9.586199]	[165, 185, 217]	[]	[]	[102152287, 102152307, 102152339]	[]
124_892	chr19	1266387	1266787	+	1000	252.5	[8.113635]	[189]	[8.673553, 12.958331, 6.8510184]	[152, 161, 178]	[1266635]	[1266598, 1266607, 1266624]
124_8920	chr11	64842840	64843240	+	1000	70.0	[]	[]	[9.718811]	[150]	[]	[64843029]
124_8922	chr11	78420770	78421170	+	1000	70.0	[13.767925]	[139]	[]	[]	[78420988]	[]
124_8923	chr11	123073224	123073624	+	1000	70.0	[]	[]	[6.7762966, 13.090944]	[90, 152]	[]	[123073387, 123073449]
124_893	chr5	149466548	149466948	+	1000	252.5	[]	[]	[8.207165, 15.82531, 6.646445]	[132, 181, 185]	[]	[149466742, 149466791, 149466795]
124_8930	chr16	11371744	11372144	+	1000	70.0	[11.123285, 6.6123323, 7.761374]	[115, 121, 124]	[]	[]	[11371954, 11371960, 11371963]	[]
124_8931	chr16	29961762	29962162	+	1000	70.0	[12.266589, 7.758964, 7.9519277]	[93, 95, 126]	[]	[]	[29961945, 29961947, 29961978]	[]
124_8932	chr16	53054660	53055060	+	1000	70.0	[12.52125]	[124]	[]	[]	[53054872]	[]
124_8934	chr17	1398023	1398423	+	1000	70.0	[]	[]	[10.977412]	[113]	[]	[1398227]
124_8935	chr17	45784825	45785225	+	1000	70.0	[14.326064]	[104]	[]	[]	[45785004]	[]
124_8937	chr17	57135919	57136319	+	1000	70.0	[]	[]	[8.73304, 13.002923, 7.1517196]	[82, 116, 122]	[]	[57136100, 57136134, 57136140]
124_8939	chr18	55732148	55732548	+	1000	70.0	[]	[]	[7.6593366]	[99]	[]	[55732337]
124_8940	chr18	62526327	62526727	+	1000	70.0	[]	[]	[8.404391, 8.160666]	[170, 174]	[]	[62526553, 62526557]
124_8942	chr19	7506606	7507006	+	1000	70.0	[8.568877]	[107]	[]	[]	[7506797]	[]
124_8944	chr19	34773054	34773454	+	1000	70.0	[15.82531]	[71]	[]	[]	[34773222]	[]
124_8950	chr2	19347903	19348303	+	1000	70.0	[]	[]	[7.5615997, 8.235561, 7.8132887, 7.2856307, 7.5968876]	[106, 115, 117, 130, 142]	[]	[19348079, 19348088, 19348090, 19348103, 19348115]
124_8952	chr2	73177117	73177517	+	1000	70.0	[10.472259]	[75]	[]	[]	[73177289]	[]
124_8955	chr20	5911473	5911873	+	1000	70.0	[]	[]	[7.1260567, 11.607694, 7.8132887]	[130, 136, 138]	[]	[5911679, 5911685, 5911687]
124_8956	chr20	32018466	32018866	+	1000	70.0	[]	[]	[8.118708]	[189]	[]	[32018689]
124_8958	chr22	20138194	20138594	+	1000	70.0	[]	[]	[10.900947]	[92]	[]	[20138356]
124_896	chr8	10839755	10840155	+	1000	252.0	[]	[]	[6.734695, 10.977412, 10.977412]	[88, 96, 151]	[]	[10839925, 10839933, 10839988]
124_8961	chr22	23181218	23181618	+	1000	70.0	[]	[]	[6.9884195]	[70]	[]	[23181372]
124_8963	chr22	38506312	38506712	+	1000	70.0	[]	[]	[6.56107]	[164]	[]	[38506532]
124_8964	chr22	43014962	43015362	+	1000	70.0	[13.844391, 8.516824]	[123, 132]	[]	[]	[43015169, 43015178]	[]
124_8966	chr3	133410479	133410879	+	1000	70.0	[]	[]	[12.4531765, 12.4531765]	[125, 143]	[]	[133410677, 133410695]
124_8969	chr4	146520997	146521397	+	1000	70.0	[]	[]	[7.4628534, 7.29909, 11.784916]	[77, 83, 129]	[]	[146521170, 146521176, 146521222]
124_8971	chr5	1881209	1881609	+	1000	70.0	[]	[]	[8.73304]	[61]	[]	[1881368]
124_8972	chr5	55440079	55440479	+	1000	70.0	[14.247508]	[97]	[]	[]	[55440274]	[]
124_8973	chr5	150700366	150700766	+	1000	70.0	[]	[]	[10.977412, 9.360311]	[174, 187]	[]	[150700571, 150700584]
124_8974	chr5	154858044	154858444	+	1000	70.0	[]	[]	[9.109602, 7.8133497, 9.749612]	[152, 154, 158]	[]	[154858198, 154858200, 154858204]
124_8976	chr5	176388847	176389247	+	1000	70.0	[]	[]	[10.977412]	[172]	[]	[176389090]
124_8978	chr6	30156146	30156546	+	1000	70.0	[]	[]	[8.336318]	[66]	[]	[30156300]
124_8980	chr7	33129041	33129441	+	1000	70.0	[6.6912208, 11.784916, 11.70845, 8.351447]	[138, 143, 159, 161]	[8.550716, 11.581923]	[179, 199]	[33129224, 33129229, 33129245, 33129247]	[33129265, 33129285]
124_8982	chr7	152760006	152760406	+	1000	70.0	[6.90567, 10.628352, 12.52125]	[57, 89, 95]	[7.589096, 6.896305]	[101, 143]	[152760162, 152760194, 152760200]	[152760206, 152760248]
124_8985	chr8	28701771	28702171	+	1000	70.0	[7.5693913, 11.784916, 8.44363, 7.869774, 9.03239, 6.8153253]	[84, 95, 97, 99, 105, 141]	[]	[]	[28701925, 28701936, 28701938, 28701940, 28701946, 28701982]	[]
124_8987	chr9	37753645	37754045	+	1000	70.0	[]	[]	[7.6284523, 12.335416, 7.4831595]	[76, 108, 110]	[]	[37753800, 37753832, 37753834]
124_8988	chr9	126722348	126722748	+	1000	70.0	[13.081168]	[191]	[]	[]	[126722562]	[]
124_899	chr22	19576853	19577253	+	1000	251.5	[]	[]	[13.090944, 9.401702]	[99, 164]	[]	[19577038, 19577103]
124_8993	chrX	152941428	152941828	+	1000	70.0	[7.0503774]	[113]	[10.503044]	[85]	[152941609]	[152941581]
124_8995	chr1	1780013	1780413	+	1000	69.5	[]	[]	[10.977412]	[82]	[]	[1780189]
124_90	chr1	112700681	112701081	+	1000	454.0	[6.864414, 8.44363, 8.336318]	[85, 87, 133]	[]	[]	[112700861, 112700863, 112700909]	[]
124_900	chr3	4977536	4977936	+	1000	251.5	[]	[]	[7.25622, 7.7197247]	[137, 144]	[]	[4977751, 4977758]
124_9003	chr1	160574966	160575366	+	1000	69.5	[7.528815]	[89]	[9.727532]	[116]	[160575154]	[160575181]
124_9005	chr1	201451051	201451451	+	1000	69.5	[12.609271]	[92]	[]	[]	[201451209]	[]
124_9006	chr1	202341786	202342186	+	1000	69.5	[7.60528]	[146]	[]	[]	[202341979]	[]
124_901	chrX	118823501	118823901	+	1000	251.5	[12.493753, 10.977412, 13.844391]	[69, 75, 124]	[]	[]	[118823670, 118823676, 118823725]	[]
124_9011	chr11	44781065	44781465	+	1000	69.5	[]	[]	[6.701721]	[97]	[]	[44781235]
124_9014	chr11	65013696	65014096	+	1000	69.5	[]	[]	[6.865229, 9.05055]	[219, 221]	[]	[65013940, 65013942]
124_9016	chr11	111601903	111602303	+	1000	69.5	[]	[]	[13.081168, 8.953689]	[90, 105]	[]	[111602060, 111602075]
124_9018	chr12	56007677	56008077	+	1000	69.5	[]	[]	[12.52125, 7.737893]	[55, 127]	[]	[56007832, 56007904]
124_9019	chr12	120317327	120317727	+	1000	69.5	[7.4700317]	[139]	[]	[]	[120317543]	[]
124_9022	chr13	109787353	109787753	+	1000	69.5	[8.923889]	[125]	[8.550716, 13.088298, 8.55247]	[66, 110, 155]	[109787566]	[109787507, 109787551, 109787596]
124_9025	chr14	100240390	100240790	+	1000	69.5	[13.081168]	[77]	[]	[]	[100240554]	[]
124_9026	chr14_KI270726v1_random	14124	14524	+	1000	69.5	[]	[]	[7.284421, 8.923889, 9.654271, 12.52125]	[69, 71, 86, 120]	[]	[14293, 14295, 14310, 14344]
124_9027	chr16	119879	120279	+	1000	69.5	[]	[]	[8.336318]	[113]	[]	[120073]
124_903	chr3	44761487	44761887	+	1000	251.0	[10.004002]	[101]	[7.724764]	[140]	[44761687]	[44761726]
124_9031	chr17	30363769	30364169	+	1000	69.5	[11.70845]	[100]	[]	[]	[30363969]	[]
124_9032	chr17	35731429	35731829	+	1000	69.5	[7.1162806, 10.43637, 7.0572567, 7.1162806, 7.5693913]	[95, 97, 99, 103, 105]	[]	[]	[35731616, 35731618, 35731620, 35731624, 35731626]	[]
124_9036	chr17	50641085	50641485	+	1000	69.5	[]	[]	[9.464078, 8.568877]	[102, 114]	[]	[50641281, 50641293]
124_9038	chr17	56987255	56987655	+	1000	69.5	[]	[]	[6.8934975, 8.979067, 13.844391]	[131, 178, 184]	[]	[56987434, 56987481, 56987487]
124_9039	chr17	64496991	64497391	+	1000	69.5	[8.759106]	[81]	[]	[]	[64497145]	[]
124_9040	chr17	74431890	74432290	+	1000	69.5	[6.787949, 8.351447]	[127, 129]	[14.326064, 8.158791]	[102, 108]	[74432066, 74432068]	[74432041, 74432047]
124_9045	chr19	5978142	5978542	+	1000	69.5	[]	[]	[8.550716]	[154]	[]	[5978333]
124_905	chr1	93909564	93909964	+	1000	250.5	[8.874801, 12.4531765]	[89, 132]	[8.64234]	[150]	[93909728, 93909771]	[93909789]
124_9052	chr2	25361911	25362311	+	1000	69.5	[]	[]	[13.844391]	[125]	[]	[25362121]
124_9054	chr2	33726371	33726771	+	1000	69.5	[]	[]	[13.844391]	[109]	[]	[33726579]
124_9055	chr2	64859694	64860094	+	1000	69.5	[10.43637]	[87]	[13.844391]	[106]	[64859880]	[64859899]
124_9067	chr22	22100254	22100654	+	1000	69.5	[8.514492]	[263]	[]	[]	[22100479]	[]
124_907	chr10	68900799	68901199	+	1000	250.5	[]	[]	[6.742392]	[153]	[]	[68901048]
124_9072	chr3	128497133	128497533	+	1000	69.5	[8.516824]	[111]	[]	[]	[128497338]	[]
124_9073	chr4	81836687	81837087	+	1000	69.5	[]	[]	[10.275942, 9.727532]	[99, 101]	[]	[81836886, 81836888]
124_9079	chr6	30885624	30886024	+	1000	69.5	[]	[]	[6.8934975, 8.206155, 8.206155, 12.190124]	[123, 125, 127, 145]	[]	[30885830, 30885832, 30885834, 30885852]
124_908	chr11	74171060	74171460	+	1000	250.5	[]	[]	[10.900947, 9.709036]	[113, 135]	[]	[74171249, 74171271]
124_909	chr15	68054392	68054792	+	1000	250.5	[]	[]	[8.093134, 11.787007]	[88, 103]	[]	[68054579, 68054594]
124_9094	chr1	9539131	9539531	+	1000	69.0	[10.461775, 8.964621]	[168, 215]	[]	[]	[9539331, 9539378]	[]
124_9100	chr1	54403832	54404232	+	1000	69.0	[]	[]	[8.568877, 7.79619]	[118, 125]	[]	[54404015, 54404022]
124_9101	chr1	85048353	85048753	+	1000	69.0	[12.606625, 6.646445, 13.844391]	[87, 99, 103]	[]	[]	[85048526, 85048538, 85048542]	[]
124_9102	chr1	156750101	156750501	+	1000	69.0	[7.1973443, 9.142367]	[98, 154]	[]	[]	[156750271, 156750327]	[]
124_9114	chr11	131033167	131033567	+	619	69.0	[11.70845, 7.039815]	[106, 110]	[]	[]	[131033368, 131033372]	[]
124_9119	chr14	23285910	23286310	+	1000	69.0	[7.8133497]	[84]	[13.562841]	[160]	[23286062]	[23286138]
124_9124	chr15	73686735	73687135	+	1000	69.0	[]	[]	[10.900947]	[154]	[]	[73686935]
124_9129	chr17	47982293	47982693	+	1000	69.0	[8.920029]	[138]	[]	[]	[47982485]	[]
124_9131	chr17	78127206	78127606	+	1000	69.0	[8.568877, 7.549896]	[180, 182]	[]	[]	[78127407, 78127409]	[]
124_9134	chr18	48540420	48540820	+	1000	69.0	[]	[]	[9.097199]	[259]	[]	[48540613]
124_9137	chr19	41264052	41264452	+	1000	69.0	[6.5687037]	[184]	[7.0527663]	[134]	[41264284]	[41264234]
124_9139	chr19	48741468	48741868	+	1000	69.0	[10.953932, 8.96253, 14.326064]	[118, 174, 194]	[]	[]	[48741642, 48741698, 48741718]	[]
124_9140	chr2	28870231	28870631	+	1000	69.0	[]	[]	[10.977412, 8.039948]	[124, 153]	[]	[28870421, 28870450]
124_9142	chr2	63588462	63588862	+	1000	69.0	[]	[]	[7.4831595]	[123]	[]	[63588613]
124_9144	chr2	134120910	134121310	+	1000	69.0	[]	[]	[7.4628534, 11.170612]	[96, 119]	[]	[134121085, 134121108]
124_9147	chr20	64063584	64063984	+	1000	69.0	[]	[]	[6.7142572]	[230]	[]	[64063823]
124_9148	chr21	38800960	38801360	+	1000	69.0	[]	[]	[10.463866]	[115]	[]	[38801171]
124_915	chr19	55027132	55027532	+	1000	250.0	[8.070797]	[65]	[]	[]	[55027293]	[]
124_9155	chr3	51975854	51976254	+	1000	69.0	[]	[]	[7.284421, 12.493753, 8.256308]	[171, 173, 186]	[]	[51976067, 51976069, 51976082]
124_9157	chr4	53937878	53938278	+	1000	69.0	[]	[]	[12.958331]	[119]	[]	[53938087]
124_9159	chr4	169612416	169612816	+	1000	69.0	[]	[]	[7.5275373, 7.150381, 8.874801]	[102, 123, 142]	[]	[169612615, 169612636, 169612655]
124_917	chr10	11713161	11713561	+	1000	249.5	[16.306982, 8.388921, 6.92932, 7.3173504]	[90, 102, 106, 112]	[]	[]	[11713349, 11713361, 11713365, 11713371]	[]
124_9172	chr8	144513675	144514075	+	867	69.0	[7.5214887, 8.201398]	[141, 145]	[8.697517, 15.82531, 8.697517, 11.123285]	[62, 68, 92, 98]	[144513916, 144513920]	[144513837, 144513843, 144513867, 144513873]
124_9173	chr9	35103040	35103440	+	1000	69.0	[10.628352]	[76]	[]	[]	[35103213]	[]
124_9177	chr9	112487451	112487851	+	1000	69.0	[]	[]	[7.539584]	[156]	[]	[112487632]
124_9181	chrX	53374117	53374517	+	1000	69.0	[6.6756563]	[83]	[]	[]	[53374285]	[]
