#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_6456	chr19	46347093	46347493	+	880	36.0	[]	[]	[12.265705]	[165]	[]	[46347337]
293_6457	chr19	48713933	48714333	+	729	36.0	[12.520998, 9.495462, 6.7998433]	[141, 164, 212]	[]	[]	[48714097, 48714120, 48714168]	[]
293_6459	chr19	50358450	50358850	+	810	36.0	[9.09216]	[111]	[]	[]	[50358625]	[]
293_646	chr6	692956	693356	+	1000	79.5	[]	[]	[7.5088573, 6.483479]	[123, 138]	[]	[693175, 693190]
293_6461	chr19	57435109	57435509	+	825	36.0	[]	[]	[7.0663056]	[112]	[]	[57435318]
293_6464	chr2	65436437	65436837	+	875	36.0	[]	[]	[8.836867, 7.1055546]	[122, 197]	[]	[65436595, 65436670]
293_6465	chr2	74421546	74421946	+	824	36.0	[10.534392]	[122]	[]	[]	[74421715]	[]
293_6468	chr2	112764704	112765104	+	836	36.0	[]	[]	[12.265705]	[170]	[]	[112764887]
293_647	chr6	44058580	44058980	+	1000	79.5	[12.520998]	[101]	[]	[]	[44058762]	[]
293_6470	chr2	135985073	135985473	+	836	36.0	[12.265705, 10.68806]	[154, 202]	[7.5940995]	[109]	[135985276, 135985324]	[135985231]
293_6474	chr20	45857446	45857846	+	788	36.0	[8.753508]	[141]	[]	[]	[45857626]	[]
293_6475	chr21	29404125	29404525	+	895	36.0	[]	[]	[14.252311, 8.956747]	[117, 146]	[]	[29404339, 29404368]
293_6477	chr21	44845818	44846218	+	826	36.0	[7.5940995]	[174]	[9.792437]	[101]	[44846058]	[44845985]
293_6479	chr22	19200363	19200763	+	882	36.0	[]	[]	[7.022195]	[162]	[]	[19200612]
293_648	chr6	150151150	150151550	+	1000	79.5	[10.7842245]	[156]	[]	[]	[150151385]	[]
293_6480	chr22	19232374	19232774	+	901	36.0	[7.7586894]	[163]	[7.797938]	[193]	[19232556]	[19232586]
293_649	chr7	76379830	76380230	+	1000	79.5	[9.2401705, 6.0706253]	[148, 160]	[8.061124, 14.252311]	[117, 139]	[76380053, 76380065]	[76380022, 76380044]
293_6496	chr22	21893830	21894230	+	867	36.0	[7.801938]	[151]	[7.801938, 7.022195]	[139, 188]	[21894016]	[21894004, 21894053]
293_6497	chr22	21970365	21970765	+	807	36.0	[7.5940995, 7.5940995, 9.577935]	[150, 183, 232]	[]	[]	[21970532, 21970565, 21970614]	[]
293_6498	chr22	22149923	22150323	+	886	36.0	[]	[]	[7.5940995]	[112]	[]	[22150092]
293_65	chr22	20117116	20117516	+	1000	238.0	[]	[]	[7.782383, 7.2592225, 7.1055546]	[165, 175, 200]	[]	[20117327, 20117337, 20117362]
293_6501	chr22	22378576	22378976	+	855	36.0	[]	[]	[7.643828, 9.788544]	[150, 162]	[]	[22378730, 22378742]
293_6503	chr22	22450356	22450756	+	887	36.0	[]	[]	[10.823473]	[152]	[]	[22450591]
293_6506	chr22	50327181	50327581	+	881	36.0	[6.7998433]	[131]	[]	[]	[50327387]	[]
293_6507	chr3	5002567	5002967	+	891	36.0	[]	[]	[7.5940995]	[163]	[]	[5002736]
293_651	chr9	130946811	130947211	+	1000	79.5	[]	[]	[9.052912]	[172]	[]	[130947045]
293_6511	chr3	45104282	45104682	+	904	36.0	[]	[]	[7.1046667]	[152]	[]	[45104479]
293_6512	chr3	47788767	47789167	+	891	36.0	[]	[]	[14.252311]	[135]	[]	[47788989]
293_6514	chr3	152834791	152835191	+	890	36.0	[8.836867]	[189]	[]	[]	[152835036]	[]
293_6515	chr3	179347463	179347863	+	888	36.0	[10.68806]	[184]	[]	[]	[179347707]	[]
293_6518	chr4	38065154	38065554	+	782	36.0	[]	[]	[9.495462]	[128]	[]	[38065372]
293_652	chr9	137086565	137086965	+	1000	79.5	[12.265705, 7.1055546, 6.3597064]	[85, 106, 136]	[]	[]	[137086741, 137086762, 137086792]	[]
293_6520	chr4	185203853	185204253	+	904	36.0	[]	[]	[6.0706253]	[154]	[]	[185204048]
293_6527	chr6	7261951	7262351	+	796	36.0	[12.265705, 12.265705]	[89, 105]	[]	[]	[7262126, 7262142]	[]
293_6528	chr6	7468456	7468856	+	893	36.0	[]	[]	[9.2401705, 6.7998433]	[176, 183]	[]	[7468682, 7468689]
293_653	chr1	160989898	160990298	+	1000	79.0	[]	[]	[12.265705]	[148]	[]	[160990105]
293_6531	chr6	17843218	17843618	+	739	36.0	[]	[]	[12.520998]	[124]	[]	[17843428]
293_6534	chr6	33843587	33843987	+	796	36.0	[14.252311, 12.520998]	[185, 214]	[7.022195]	[126]	[33843801, 33843830]	[33843742]
293_6535	chr6	35688944	35689344	+	823	36.0	[10.534392]	[95]	[]	[]	[35689095]	[]
293_6541	chr6	153002592	153002992	+	800	36.0	[9.577935, 10.534392]	[150, 191]	[]	[]	[153002749, 153002790]	[]
293_6543	chr7	42932227	42932627	+	881	36.0	[]	[]	[7.2592225]	[129]	[]	[42932437]
293_6545	chr7	100656188	100656588	+	916	36.0	[]	[]	[7.0663056]	[157]	[]	[100656438]
293_6546	chr7	105521469	105521869	+	908	36.0	[]	[]	[6.224293]	[167]	[]	[105521713]
293_6547	chr7	106858986	106859386	+	782	36.0	[9.577935]	[151]	[]	[]	[106859180]	[]
293_6551	chr7	142962171	142962571	+	848	36.0	[]	[]	[9.495462]	[111]	[]	[142962371]
293_6553	chr7	148698982	148699382	+	541	36.0	[]	[]	[7.5088573]	[220]	[]	[148699209]
293_6555	chr7	151206921	151207321	+	729	36.0	[9.052912]	[193]	[]	[]	[151207141]	[]
293_6556	chr8	630930	631330	+	904	36.0	[10.7842245]	[85]	[]	[]	[631107]	[]
293_6558	chr8	22227621	22228021	+	707	36.0	[12.520998]	[170]	[]	[]	[22227856]	[]
293_656	chr2	169584157	169584557	+	1000	79.0	[6.224293]	[87]	[]	[]	[169584329]	[]
293_6561	chr8	102810807	102811207	+	874	36.0	[10.534392]	[135]	[8.061124, 9.577935, 7.643828]	[100, 104, 170]	[102811009]	[102810974, 102810978, 102811044]
293_6562	chr8	141022317	141022717	+	804	36.0	[]	[]	[14.252311, 8.956747]	[165, 233]	[]	[141022490, 141022558]
293_6564	chr9	90801498	90801898	+	885	36.0	[7.0663056]	[81]	[7.1055546]	[117]	[90801669]	[90801705]
293_6568	chr9	125406586	125406986	+	884	36.0	[12.265705]	[138]	[10.0477295]	[153]	[125406759]	[125406774]
293_6569	chr9	130754094	130754494	+	866	36.0	[]	[]	[7.022195]	[141]	[]	[130754280]
293_6571	chr9	131208593	131208993	+	647	36.0	[6.3204575]	[139]	[]	[]	[131208752]	[]
293_6573	chrX	1392206	1392606	+	901	36.0	[10.534392]	[75]	[7.0663056]	[159]	[1392359]	[1392443]
293_6574	chr1	6204904	6205304	+	866	35.5	[9.052912, 7.5940995]	[110, 116]	[]	[]	[6205092, 6205098]	[]
293_6575	chr1	15424107	15424507	+	877	35.5	[6.7998433]	[181]	[]	[]	[15424326]	[]
293_6576	chr1	16216226	16216626	+	843	35.5	[]	[]	[12.265705, 12.520998]	[168, 197]	[]	[16216417, 16216446]
293_6577	chr1	22416630	22417030	+	858	35.5	[]	[]	[7.9846697, 12.520998]	[81, 83]	[]	[22416807, 22416809]
293_6578	chr1	26789133	26789533	+	850	35.5	[8.956747]	[100]	[]	[]	[26789294]	[]
293_6580	chr1	36306911	36307311	+	861	35.5	[]	[]	[10.534392]	[105]	[]	[36307062]
293_6583	chr1	42456314	42456714	+	751	35.5	[]	[]	[12.265705]	[154]	[]	[42456512]
293_6584	chr1	84479330	84479730	+	787	35.5	[]	[]	[6.0706253]	[145]	[]	[84479519]
293_6586	chr1	109656038	109656438	+	843	35.5	[]	[]	[8.061124, 7.5940995]	[186, 190]	[]	[109656284, 109656288]
293_6587	chr1	116679843	116680243	+	854	35.5	[]	[]	[14.252311]	[182]	[]	[116680093]
293_6588	chr1	119737261	119737661	+	857	35.5	[]	[]	[7.0663056]	[65]	[]	[119737423]
293_659	chr4	78629330	78629730	+	1000	79.0	[12.520998]	[122]	[6.3204575, 12.520998]	[83, 103]	[78629531]	[78629492, 78629512]
293_6592	chr1	150268850	150269250	+	882	35.5	[12.520998, 7.9846697]	[131, 133]	[7.5088573]	[165]	[150269061, 150269063]	[150269095]
293_6596	chr1	156813768	156814168	+	850	35.5	[6.7998433]	[118]	[]	[]	[156813946]	[]
293_6597	chr1	161117713	161118113	+	855	35.5	[7.5940995, 6.224293]	[131, 164]	[]	[]	[161117908, 161117941]	[]
293_66	chr1	167628001	167628401	+	1000	226.0	[]	[]	[12.265705]	[106]	[]	[167628201]
293_6602	chr1	208179444	208179844	+	876	35.5	[]	[]	[12.520998]	[133]	[]	[208179617]
293_6603	chr1	224356714	224357114	+	891	35.5	[]	[]	[10.0477295]	[137]	[]	[224356865]
293_6609	chr10	3762891	3763291	+	764	35.5	[14.252311, 8.214792]	[139, 162]	[]	[]	[3763115, 3763138]	[]
293_6610	chr10	4941594	4941994	+	788	35.5	[9.495462]	[190]	[12.520998]	[142]	[4941838]	[4941790]
293_6612	chr10	44311029	44311429	+	828	35.5	[8.836867]	[166]	[]	[]	[44311263]	[]
293_6613	chr10	69334513	69334913	+	853	35.5	[]	[]	[7.643828]	[191]	[]	[69334755]
293_6616	chr11	61161365	61161765	+	870	35.5	[6.0706253, 7.5940995, 7.5940995]	[144, 182, 211]	[]	[]	[61161547, 61161585, 61161614]	[]
293_6617	chr11	64269004	64269404	+	862	35.5	[6.224293]	[85]	[]	[]	[64269187]	[]
293_6619	chr11	66592629	66593029	+	875	35.5	[7.2592225]	[149]	[]	[]	[66592790]	[]
293_662	chr5	140564504	140564904	+	1000	79.0	[]	[]	[8.956747]	[131]	[]	[140564675]
293_6620	chr11	83009960	83010360	+	849	35.5	[]	[]	[12.265705]	[120]	[]	[83010173]
293_6622	chr12	49868996	49869396	+	704	35.5	[10.823473]	[152]	[]	[]	[49869204]	[]
293_6625	chr12	109900214	109900614	+	875	35.5	[]	[]	[10.534392]	[161]	[]	[109900465]
293_6626	chr12	123458207	123458607	+	820	35.5	[]	[]	[10.68806, 10.534392]	[54, 122]	[]	[123458358, 123458426]
293_663	chr6	10694496	10694896	+	1000	79.0	[7.0663056]	[119]	[9.2401705]	[140]	[10694667]	[10694688]
293_6632	chr13	107890015	107890415	+	882	35.5	[]	[]	[7.5940995]	[138]	[]	[107890194]
293_6634	chr14	55051611	55052011	+	814	35.5	[]	[]	[8.786449]	[109]	[]	[55051802]
293_6636	chr15	41477048	41477448	+	860	35.5	[]	[]	[7.315276]	[153]	[]	[41477285]
293_6639	chr15	58833650	58834050	+	652	35.5	[]	[]	[7.782383]	[137]	[]	[58833881]
293_664	chr9	97984692	97985092	+	1000	79.0	[]	[]	[7.1055546]	[71]	[]	[97984860]
293_6640	chr15	65792235	65792635	+	791	35.5	[]	[]	[7.0663056]	[97]	[]	[65792427]
293_6642	chr15	72231305	72231705	+	813	35.5	[7.1055546, 7.5940995]	[81, 106]	[]	[]	[72231469, 72231494]	[]
293_6644	chr16	3149719	3150119	+	838	35.5	[7.022195, 7.9846697]	[82, 84]	[7.801938, 7.9846697]	[121, 135]	[3149873, 3149875]	[3149912, 3149926]
293_6646	chr16	56964609	56965009	+	835	35.5	[12.265705]	[102]	[]	[]	[56964797]	[]
293_6648	chr16	71895372	71895772	+	766	35.5	[]	[]	[7.5940995]	[122]	[]	[71895592]
293_6649	chr16	74480108	74480508	+	834	35.5	[]	[]	[14.252311]	[139]	[]	[74480336]
293_6650	chr16	88780880	88781280	+	871	35.5	[]	[]	[6.224293]	[161]	[]	[88781124]
293_6654	chr17	49968885	49969285	+	880	35.5	[]	[]	[10.534392]	[193]	[]	[49969110]
293_6655	chr17	64393073	64393473	+	865	35.5	[8.956747]	[73]	[]	[]	[64393244]	[]
293_6656	chr17	75271226	75271626	+	790	35.5	[7.9705]	[244]	[]	[]	[75271474]	[]
293_6660	chr18	3625094	3625494	+	802	35.5	[9.052912]	[132]	[]	[]	[3625304]	[]
293_6661	chr18	12288007	12288407	+	833	35.5	[]	[]	[12.520998, 10.68806, 10.534392]	[65, 109, 153]	[]	[12288169, 12288213, 12288257]
293_6662	chr18	12407641	12408041	+	842	35.5	[7.5940995, 10.534392]	[140, 220]	[9.09216]	[198]	[12407800, 12407880]	[12407858]
293_6663	chr18	22933100	22933500	+	809	35.5	[]	[]	[8.797619, 10.534392]	[105, 151]	[]	[22933304, 22933350]
293_6664	chr19	7522328	7522728	+	864	35.5	[]	[]	[7.0663056]	[217]	[]	[7522564]
293_6666	chr19	10299460	10299860	+	560	35.5	[10.7842245]	[90]	[12.520998, 8.057231]	[106, 180]	[10299611]	[10299627, 10299701]
293_6667	chr19	12866470	12866870	+	711	35.5	[7.5940995]	[77]	[]	[]	[12866636]	[]
293_6669	chr19	32671978	32672378	+	731	35.5	[7.0663056]	[62]	[]	[]	[32672140]	[]
293_667	chr14	24188664	24189064	+	1000	78.5	[8.836867]	[134]	[8.956747, 7.591329]	[72, 124]	[24188885]	[24188823, 24188875]
293_6670	chr19	34134316	34134716	+	626	35.5	[10.534392]	[178]	[12.520998]	[131]	[34134525]	[34134478]
293_6671	chr19	35748302	35748702	+	686	35.5	[7.1055546]	[152]	[]	[]	[35748551]	[]
293_6672	chr19	55207092	55207492	+	838	35.5	[7.5088573, 10.534392]	[55, 96]	[]	[]	[55207244, 55207285]	[]
293_6675	chr2	10497808	10498208	+	857	35.5	[]	[]	[7.591329, 10.0477295]	[160, 171]	[]	[10498035, 10498046]
293_6677	chr2	27085623	27086023	+	779	35.5	[]	[]	[12.265705]	[107]	[]	[27085778]
293_6680	chr2	168797160	168797560	+	873	35.5	[14.252311]	[176]	[]	[]	[168797385]	[]
293_6681	chr20	5126719	5127119	+	870	35.5	[]	[]	[12.520998]	[125]	[]	[5126912]
293_6682	chr20	36951676	36952076	+	739	35.5	[]	[]	[12.265705]	[176]	[]	[36951900]
293_6683	chr20	52191529	52191929	+	806	35.5	[14.252311, 12.520998]	[173, 180]	[6.0706253]	[208]	[52191726, 52191733]	[52191761]
293_6684	chr20	62302457	62302857	+	770	35.5	[7.1055546, 8.057231]	[113, 150]	[7.1055546, 9.09216]	[121, 138]	[62302637, 62302674]	[62302645, 62302662]
293_6685	chr20	63980857	63981257	+	638	35.5	[]	[]	[10.534392, 9.792437]	[175, 180]	[]	[63981078, 63981083]
293_6688	chr22	19446567	19446967	+	892	35.5	[8.786449]	[165]	[]	[]	[19446816]	[]
293_6689	chr22	19610620	19611020	+	709	35.5	[10.7842245]	[94]	[]	[]	[19610771]	[]
293_669	chr2	10302392	10302792	+	1000	78.5	[8.956747, 7.5088573]	[118, 200]	[]	[]	[10302551, 10302633]	[]
293_6693	chr22	19852183	19852583	+	696	35.5	[]	[]	[12.265705]	[145]	[]	[19852365]
293_6694	chr22	19913641	19914041	+	814	35.5	[]	[]	[7.5940995]	[102]	[]	[19913807]
293_6695	chr22	20262867	20263267	+	840	35.5	[8.786449]	[99]	[]	[]	[20263044]	[]
293_6696	chr22	20410326	20410726	+	826	35.5	[10.68806]	[118]	[]	[]	[20410503]	[]
293_6699	chr22	20764197	20764597	+	844	35.5	[12.520998]	[209]	[]	[]	[20764415]	[]
293_67	chr10	46001313	46001713	+	1000	224.0	[]	[]	[10.68806]	[94]	[]	[46001494]
293_670	chr2	24792946	24793346	+	1000	78.5	[7.5088573]	[113]	[]	[]	[24793107]	[]
293_6702	chr22	21032798	21033198	+	861	35.5	[]	[]	[7.5940995]	[94]	[]	[21032967]
293_6719	chr3	13485099	13485499	+	719	35.5	[]	[]	[10.7842245]	[125]	[]	[13485297]
293_6721	chr3	48663871	48664271	+	812	35.5	[7.1055546]	[160]	[7.9705, 7.022195]	[92, 111]	[48664117]	[48664049, 48664068]
293_6723	chr3	170181664	170182064	+	857	35.5	[10.534392, 7.5940995]	[123, 198]	[]	[]	[170181834, 170181909]	[]
293_6724	chr3	183428271	183428671	+	802	35.5	[12.265705]	[108]	[]	[]	[183428427]	[]
293_6726	chr4	56436059	56436459	+	892	35.5	[6.0706253, 10.534392]	[76, 88]	[]	[]	[56436210, 56436222]	[]
293_6729	chr5	112860896	112861296	+	636	35.5	[]	[]	[6.483479]	[72]	[]	[112861057]
293_6731	chr5	130897748	130898148	+	838	35.5	[9.2401705]	[63]	[8.956747]	[136]	[130897902]	[130897975]
293_6732	chr5	148383651	148384051	+	598	35.5	[9.495462]	[100]	[]	[]	[148383809]	[]
293_6736	chr6	27251074	27251474	+	811	35.5	[]	[]	[8.057231]	[120]	[]	[27251270]
293_6737	chr6	29633141	29633541	+	888	35.5	[]	[]	[8.057231]	[122]	[]	[29633305]
293_6738	chr6	31664185	31664585	+	872	35.5	[]	[]	[7.5940995]	[124]	[]	[31664396]
293_674	chr3	19946709	19947109	+	1000	78.5	[]	[]	[12.265705, 12.520998]	[140, 161]	[]	[19946901, 19946922]
293_6743	chr6	107459671	107460071	+	841	35.5	[]	[]	[7.5088573]	[138]	[]	[107459890]
293_6744	chr6	135498367	135498767	+	865	35.5	[9.788544]	[187]	[]	[]	[135498586]	[]
293_6748	chr6	137955301	137955701	+	871	35.5	[]	[]	[7.9846697, 7.0663056]	[102, 151]	[]	[137955453, 137955502]
293_6749	chr6	146879520	146879920	+	856	35.5	[7.5940995]	[151]	[]	[]	[146879732]	[]
293_6751	chr6	150865383	150865783	+	872	35.5	[7.9705, 12.520998]	[109, 114]	[]	[]	[150865560, 150865565]	[]
293_6755	chr7	602475	602875	+	877	35.5	[]	[]	[12.265705, 7.846622, 10.534392]	[105, 111, 179]	[]	[602644, 602650, 602718]
293_6757	chr7	44635236	44635636	+	785	35.5	[12.520998]	[138]	[14.252311]	[102]	[44635435]	[44635399]
293_6758	chr7	73572798	73573198	+	842	35.5	[]	[]	[7.2199736]	[134]	[]	[73572982]
293_6760	chr7	91365096	91365496	+	821	35.5	[8.214792]	[149]	[]	[]	[91365312]	[]
293_6767	chr7	133081685	133082085	+	713	35.5	[6.313181, 9.052912]	[119, 196]	[]	[]	[133081851, 133081928]	[]
293_6768	chr7	150988440	150988840	+	755	35.5	[8.956747]	[148]	[]	[]	[150988609]	[]
293_6769	chr8	11866654	11867054	+	597	35.5	[7.591329]	[117]	[]	[]	[11866851]	[]
293_677	chr11	95789777	95790177	+	1000	78.0	[10.534392]	[86]	[]	[]	[95789957]	[]
293_6773	chr8	127898541	127898941	+	856	35.5	[7.5940995]	[203]	[8.786449]	[137]	[127898783]	[127898717]
293_6774	chr8	141265169	141265569	+	869	35.5	[]	[]	[8.956747, 9.792437]	[180, 203]	[]	[141265393, 141265416]
293_6777	chr9	123304707	123305107	+	851	35.5	[]	[]	[8.786449]	[114]	[]	[123304878]
293_6779	chr9	128204116	128204516	+	738	35.5	[]	[]	[12.520998]	[111]	[]	[128204326]
293_678	chr12	131592111	131592511	+	1000	78.0	[12.520998]	[163]	[]	[]	[131592352]	[]
293_6782	chrX	318734	319134	+	751	35.5	[]	[]	[8.836867]	[162]	[]	[318958]
293_6783	chrX	41442270	41442670	+	711	35.5	[]	[]	[12.520998, 7.846622]	[152, 163]	[]	[41442426, 41442437]
293_6786	chrX	154123788	154124188	+	890	35.5	[7.643828, 14.252311]	[109, 128]	[]	[]	[154123941, 154123960]	[]
293_6787	chrX	155026844	155027244	+	701	35.5	[]	[]	[7.1055546]	[133]	[]	[155027076]
293_6792	chr1	40531596	40531996	+	839	35.0	[]	[]	[6.0706253]	[177]	[]	[40531823]
293_6794	chr1	95169565	95169965	+	717	35.0	[14.252311]	[103]	[]	[]	[95169754]	[]
293_6795	chr1	109089418	109089818	+	819	35.0	[9.495462, 12.520998, 7.9846697]	[101, 106, 108]	[]	[]	[109089591, 109089596, 109089598]	[]
293_68	chr19	44695315	44695715	+	1000	223.0	[14.252311]	[148]	[]	[]	[44695536]	[]
293_680	chr17	36535163	36535563	+	1000	78.0	[]	[]	[6.224293]	[191]	[]	[36535379]
293_6800	chr1	154157436	154157836	+	777	35.0	[]	[]	[9.052912, 7.5940995]	[178, 219]	[]	[154157621, 154157662]
293_6802	chr1	155135042	155135442	+	827	35.0	[10.534392, 7.5940995]	[135, 142]	[]	[]	[155135214, 155135221]	[]
293_6804	chr1	161439969	161440369	+	845	35.0	[]	[]	[7.0663056]	[145]	[]	[161440177]
293_6807	chr1	207053154	207053554	+	826	35.0	[]	[]	[7.0663056]	[156]	[]	[207053405]
293_6808	chr1	212595812	212596212	+	656	35.0	[]	[]	[14.252311]	[161]	[]	[212596056]
293_6817	chr10	69315637	69316037	+	729	35.0	[7.5940995]	[144]	[7.9846697, 9.052912]	[77, 79]	[69315871]	[69315804, 69315806]
293_6819	chr10	86960375	86960775	+	629	35.0	[]	[]	[10.534392]	[97]	[]	[86960551]
293_682	chr21	39313673	39314073	+	1000	78.0	[]	[]	[8.956747]	[73]	[]	[39313841]
293_6820	chr11	406622	407022	+	830	35.0	[6.483479]	[123]	[]	[]	[406820]	[]
293_6823	chr11	61509299	61509699	+	812	35.0	[7.0663056]	[160]	[]	[]	[61509519]	[]
293_6825	chr11	64241471	64241871	+	816	35.0	[]	[]	[7.9846697]	[153]	[]	[64241685]
293_6827	chr11	67420761	67421161	+	793	35.0	[7.0663056]	[83]	[7.801938]	[96]	[67420924]	[67420937]
293_6830	chr11	85664717	85665117	+	798	35.0	[]	[]	[8.061124]	[138]	[]	[85664952]
293_6831	chr12	52280901	52281301	+	666	35.0	[]	[]	[9.052912]	[134]	[]	[52281130]
293_6838	chr14	24271248	24271648	+	823	35.0	[8.061124, 10.534392]	[109, 137]	[]	[]	[24271434, 24271462]	[]
293_6839	chr15	26629010	26629410	+	822	35.0	[]	[]	[10.534392]	[179]	[]	[26629213]
293_6840	chr15	43826760	43827160	+	824	35.0	[7.5088573, 6.0706253, 8.061124, 8.956747]	[104, 109, 120, 125]	[]	[]	[43826951, 43826956, 43826967, 43826972]	[]
293_6841	chr15	58352261	58352661	+	840	35.0	[10.0477295]	[190]	[]	[]	[58352501]	[]
293_6844	chr16	1378946	1379346	+	790	35.0	[]	[]	[10.534392]	[167]	[]	[1379192]
293_6845	chr16	2003886	2004286	+	574	35.0	[9.495462]	[60]	[]	[]	[2004042]	[]
293_6846	chr16	4271501	4271901	+	555	35.0	[10.0477295]	[89]	[8.956747, 7.591329]	[133, 138]	[4271652]	[4271696, 4271701]
293_6847	chr16	8112681	8113081	+	778	35.0	[]	[]	[11.226776]	[208]	[]	[8112926]
293_6848	chr16	11201834	11202234	+	771	35.0	[6.3597064, 7.2199736]	[159, 183]	[]	[]	[11202006, 11202030]	[]
293_6849	chr16	23901249	23901649	+	616	35.0	[]	[]	[7.1046667, 7.2199736]	[116, 156]	[]	[23901447, 23901487]
293_6851	chr16	85027393	85027793	+	772	35.0	[7.5088573]	[190]	[]	[]	[85027635]	[]
293_6852	chr16	85436845	85437245	+	724	35.0	[7.662525, 8.956747, 14.252311]	[76, 81, 160]	[10.534392]	[120]	[85437009, 85437014, 85437093]	[85437053]
293_6854	chr17	37828559	37828959	+	813	35.0	[14.252311]	[100]	[]	[]	[37828756]	[]
293_6855	chr17	42313997	42314397	+	859	35.0	[8.753508]	[145]	[]	[]	[42314179]	[]
293_6856	chr17	43556178	43556578	+	799	35.0	[]	[]	[8.836867]	[167]	[]	[43556409]
293_6858	chr17	58692381	58692781	+	837	35.0	[8.836867]	[130]	[8.836867]	[144]	[58692584]	[58692598]
293_6860	chr17	73288850	73289250	+	840	35.0	[12.520998, 8.057231]	[117, 130]	[]	[]	[73289044, 73289057]	[]
293_6861	chr17	75261275	75261675	+	806	35.0	[]	[]	[12.265705, 8.956747]	[64, 101]	[]	[75261436, 75261473]
293_6864	chr18	8882492	8882892	+	792	35.0	[]	[]	[10.534392]	[126]	[]	[8882715]
293_6865	chr18	12308405	12308805	+	861	35.0	[]	[]	[9.09216]	[183]	[]	[12308615]
293_6866	chr18	79678909	79679309	+	761	35.0	[7.1055546]	[119]	[]	[]	[79679104]	[]
293_6867	chr19	574707	575107	+	807	35.0	[]	[]	[8.786449]	[86]	[]	[574867]
293_6869	chr19	2151783	2152183	+	824	35.0	[7.5940995]	[185]	[10.0477295, 12.520998]	[200, 204]	[2151977]	[2151992, 2151996]
293_687	chr9	132878117	132878517	+	1000	78.0	[10.534392]	[122]	[]	[]	[132878337]	[]
293_6870	chr19	8592139	8592539	+	750	35.0	[]	[]	[7.801938, 8.956747, 11.226776, 8.057231, 12.265705, 8.956747]	[81, 111, 116, 150, 155, 173]	[]	[8592296, 8592326, 8592331, 8592365, 8592370, 8592388]
293_6871	chr19	10738851	10739251	+	841	35.0	[]	[]	[12.265705]	[79]	[]	[10739025]
293_6872	chr19	12762626	12763026	+	798	35.0	[7.022195]	[151]	[]	[]	[12762861]	[]
293_6878	chr19	32674852	32675252	+	842	35.0	[]	[]	[8.956747]	[134]	[]	[32675029]
293_6879	chr19	35533215	35533615	+	823	35.0	[7.5940995]	[183]	[]	[]	[35533452]	[]
293_6884	chr19	47227570	47227970	+	704	35.0	[8.956747]	[140]	[]	[]	[47227774]	[]
293_6886	chr19	50725015	50725415	+	735	35.0	[]	[]	[8.836867]	[137]	[]	[50725215]
293_6887	chr19	54696170	54696570	+	809	35.0	[14.252311]	[93]	[]	[]	[54696346]	[]
293_6888	chr2	9169434	9169834	+	624	35.0	[7.5940995]	[162]	[10.0477295]	[127]	[9169670]	[9169635]
293_6889	chr2	12083669	12084069	+	562	35.0	[]	[]	[7.2199736]	[148]	[]	[12083833]
293_689	chr19	14091450	14091850	+	1000	77.5	[]	[]	[11.779043, 7.5940995, 10.0477295]	[99, 101, 107]	[]	[14091645, 14091647, 14091653]
293_6892	chr2	85602493	85602893	+	768	35.0	[10.534392]	[202]	[]	[]	[85602713]	[]
293_6893	chr2	95207043	95207443	+	780	35.0	[]	[]	[10.534392]	[151]	[]	[95207293]
293_6894	chr2	118706396	118706796	+	589	35.0	[14.252311]	[136]	[]	[]	[118706580]	[]
293_6895	chr2	143321991	143322391	+	652	35.0	[10.68806, 12.265705]	[65, 75]	[]	[]	[143322151, 143322161]	[]
293_6899	chr20	5610879	5611279	+	767	35.0	[8.797619]	[110]	[10.534392, 7.1055546, 7.9705]	[74, 95, 153]	[5611079]	[5611043, 5611064, 5611122]
293_6901	chr21	5220517	5220917	+	686	35.0	[7.5088573]	[74]	[]	[]	[5220668]	[]
293_6903	chr21	29196254	29196654	+	808	35.0	[12.520998]	[138]	[]	[]	[29196490]	[]
293_6904	chr21	33931125	33931525	+	807	35.0	[]	[]	[9.052912, 7.2199736]	[183, 187]	[]	[33931328, 33931332]
293_6907	chr21	43775867	43776267	+	814	35.0	[7.5940995]	[165]	[]	[]	[43776077]	[]
293_6908	chr21	46228401	46228801	+	814	35.0	[10.534392]	[203]	[]	[]	[46228630]	[]
293_6909	chr22	16758180	16758580	+	825	35.0	[9.577935]	[162]	[]	[]	[16758379]	[]
293_691	chr22	22770060	22770460	+	1000	77.5	[6.763009]	[184]	[]	[]	[22770309]	[]
293_6910	chr22	19455809	19456209	+	722	35.0	[]	[]	[9.09216]	[168]	[]	[19456057]
293_6912	chr22	19748418	19748818	+	832	35.0	[7.5940995, 8.214792]	[221, 223]	[]	[]	[19748652, 19748654]	[]
293_6914	chr22	20107980	20108380	+	688	35.0	[]	[]	[6.483479, 8.786449]	[170, 174]	[]	[20108162, 20108166]
293_6915	chr22	20112718	20113118	+	812	35.0	[12.520998]	[99]	[]	[]	[20112883]	[]
293_6916	chr22	20120178	20120578	+	830	35.0	[]	[]	[7.662525, 9.052912]	[75, 132]	[]	[20120339, 20120396]
