#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIX_idr.fa NFIX --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_6362	chr10	77971356	77971756	+	909	31.0	[]	[]	[7.4974093]	[221]	[]	[77971586]
642_6363	chr10	100998090	100998490	+	815	31.0	[7.4974093]	[145]	[]	[]	[100998293]	[]
642_6364	chr11	12945169	12945569	+	899	31.0	[8.844542]	[67]	[]	[]	[12945329]	[]
642_6365	chr11	86490648	86491048	+	907	31.0	[8.844542]	[126]	[]	[]	[86490799]	[]
642_6366	chr11	96330398	96330798	+	763	31.0	[]	[]	[8.844542]	[181]	[]	[96330584]
642_6367	chr12	107657076	107657476	+	876	31.0	[8.844542]	[161]	[8.844542]	[151]	[107657306]	[107657296]
642_6369	chr13	50366461	50366861	+	868	31.0	[7.4974093]	[181]	[8.844542]	[171]	[50366679]	[50366669]
642_637	chr21	14977857	14978257	+	1000	128.0	[8.844542]	[102]	[8.844542, 8.844542]	[92, 131]	[14978049]	[14978039, 14978078]
642_6371	chr13	80581615	80582015	+	849	31.0	[7.4974093]	[78]	[]	[]	[80581779]	[]
642_6378	chr13	91287478	91287878	+	613	31.0	[]	[]	[7.4974093]	[125]	[]	[91287650]
642_6386	chr13	92377135	92377535	+	647	31.0	[]	[]	[8.844542]	[198]	[]	[92377355]
642_6388	chr13	93233932	93234332	+	876	31.0	[]	[]	[7.4974093]	[157]	[]	[93234131]
642_6392	chr13	107990626	107991026	+	705	31.0	[7.4974093]	[132]	[]	[]	[107990829]	[]
642_6393	chr14	59654161	59654561	+	546	31.0	[8.844542]	[131]	[8.844542]	[121]	[59654375]	[59654365]
642_6394	chr14	83025991	83026391	+	609	31.0	[7.4974093]	[107]	[8.844542]	[97]	[83026184]	[83026174]
642_6395	chr14	96917500	96917900	+	807	31.0	[8.844542]	[145]	[]	[]	[96917716]	[]
642_6396	chr15	69002478	69002878	+	735	31.0	[8.844542, 8.844542]	[58, 131]	[8.844542]	[55]	[69002635, 69002708]	[69002632]
642_6397	chr15	74100005	74100405	+	740	31.0	[7.4974093, 7.4974093]	[172, 204]	[]	[]	[74100220, 74100252]	[]
642_6398	chr15	92107524	92107924	+	810	31.0	[7.4974093]	[122]	[7.4974093]	[112]	[92107733]	[92107723]
642_6399	chr16	2323217	2323617	+	802	31.0	[8.844542]	[121]	[]	[]	[2323403]	[]
642_64	chr9	128007507	128007907	+	1000	384.0	[7.4974093]	[111]	[8.844542, 8.844542]	[101, 129]	[128007710]	[128007700, 128007728]
642_640	chr12	27982415	27982815	+	1000	127.5	[8.844542]	[170]	[8.844542, 7.4974093]	[81, 160]	[27982656]	[27982567, 27982646]
642_6400	chr16	56763230	56763630	+	872	31.0	[]	[]	[8.844542]	[127]	[]	[56763452]
642_6402	chr17	8420375	8420775	+	643	31.0	[]	[]	[7.4974093]	[92]	[]	[8420545]
642_6403	chr17	41930219	41930619	+	890	31.0	[7.4974093]	[217]	[8.844542]	[167]	[41930462]	[41930412]
642_6404	chr18	3659581	3659981	+	784	31.0	[7.4974093]	[186]	[8.844542]	[183]	[3659772]	[3659769]
642_6405	chr18	13930906	13931306	+	603	31.0	[7.4974093]	[146]	[8.844542]	[136]	[13931151]	[13931141]
642_6407	chr19	11189631	11190031	+	859	31.0	[7.4974093]	[200]	[]	[]	[11189870]	[]
642_6408	chr19	45336048	45336448	+	611	31.0	[7.4974093]	[152]	[8.844542, 8.844542]	[142, 188]	[45336249]	[45336239, 45336285]
642_641	chr14	69008287	69008687	+	1000	127.5	[7.4974093]	[118]	[8.844542]	[108]	[69008485]	[69008475]
642_6411	chr2	47250573	47250973	+	574	31.0	[7.4974093]	[111]	[7.4974093]	[101]	[47250782]	[47250772]
642_6412	chr2	111523067	111523467	+	835	31.0	[8.844542]	[118]	[7.4974093]	[108]	[111523238]	[111523228]
642_6413	chr2	117928635	117929035	+	814	31.0	[8.844542]	[128]	[]	[]	[117928858]	[]
642_6414	chr2	153809231	153809631	+	904	31.0	[]	[]	[8.844542, 8.844542]	[93, 108]	[]	[153809411, 153809426]
642_6417	chr20	371619	372019	+	761	31.0	[]	[]	[7.4974093, 7.4974093]	[118, 172]	[]	[371795, 371849]
642_6418	chr20	3911988	3912388	+	772	31.0	[7.4974093]	[172]	[8.844542]	[162]	[3912220]	[3912210]
642_642	chr15	74546128	74546528	+	1000	127.5	[]	[]	[8.844542, 7.4974093]	[167, 174]	[]	[74546371, 74546378]
642_6420	chr20	36467532	36467932	+	646	31.0	[7.4974093, 7.4974093]	[111, 127]	[8.844542]	[108]	[36467715, 36467731]	[36467712]
642_6421	chr20	55319268	55319668	+	811	31.0	[7.4974093]	[109]	[8.844542, 7.4974093]	[99, 178]	[55319448]	[55319438, 55319517]
642_6424	chr21	29642558	29642958	+	894	31.0	[7.4974093]	[96]	[]	[]	[29642735]	[]
642_6425	chr21	38261365	38261765	+	704	31.0	[]	[]	[8.844542]	[159]	[]	[38261602]
642_6426	chr21	42684335	42684735	+	826	31.0	[8.844542, 7.4974093]	[86, 142]	[7.4974093]	[76]	[42684511, 42684567]	[42684501]
642_643	chr7	93629306	93629706	+	1000	127.5	[8.844542]	[96]	[7.4974093]	[86]	[93629494]	[93629484]
642_6430	chr22	19281414	19281814	+	919	31.0	[]	[]	[7.4974093]	[83]	[]	[19281573]
642_6431	chr22	19341496	19341896	+	712	31.0	[8.844542]	[91]	[7.4974093]	[170]	[19341657]	[19341736]
642_6435	chr22	19729308	19729708	+	802	31.0	[8.844542]	[151]	[]	[]	[19729507]	[]
642_6436	chr22	20412759	20413159	+	878	31.0	[8.844542]	[154]	[7.4974093]	[151]	[20412976]	[20412973]
642_6437	chr22	20437080	20437480	+	711	31.0	[]	[]	[8.844542]	[108]	[]	[20437235]
642_6439	chr22	20590537	20590937	+	919	31.0	[7.4974093, 7.4974093]	[177, 186]	[8.844542]	[164]	[20590774, 20590783]	[20590761]
642_644	chr8	97942233	97942633	+	1000	127.5	[8.844542]	[141]	[8.844542]	[131]	[97942458]	[97942448]
642_6445	chr22	20934033	20934433	+	900	31.0	[]	[]	[8.844542]	[148]	[]	[20934233]
642_6446	chr22	20996364	20996764	+	912	31.0	[]	[]	[7.4974093]	[200]	[]	[20996593]
642_6447	chr22	21565930	21566330	+	741	31.0	[]	[]	[7.4974093]	[192]	[]	[21566132]
642_6449	chr22	21667936	21668336	+	723	31.0	[]	[]	[7.4974093]	[220]	[]	[21668177]
642_645	chr1	163959631	163960031	+	1000	127.0	[8.844542, 8.844542, 8.844542]	[67, 98, 130]	[7.4974093]	[88]	[163959793, 163959824, 163959856]	[163959814]
642_6450	chr22	21746401	21746801	+	874	31.0	[]	[]	[8.844542]	[120]	[]	[21746593]
642_6451	chr22	21840564	21840964	+	867	31.0	[]	[]	[7.4974093]	[113]	[]	[21840717]
642_6452	chr22	21907594	21907994	+	890	31.0	[]	[]	[8.844542]	[120]	[]	[21907814]
642_6453	chr22	22010248	22010648	+	737	31.0	[7.4974093]	[190]	[]	[]	[22010445]	[]
642_6454	chr22	22183653	22184053	+	892	31.0	[7.4974093]	[169]	[]	[]	[22183893]	[]
642_6457	chr22	23058290	23058690	+	844	31.0	[7.4974093]	[244]	[]	[]	[23058538]	[]
642_6458	chr22	23095341	23095741	+	920	31.0	[]	[]	[7.4974093]	[195]	[]	[23095576]
642_646	chr17	59620930	59621330	+	1000	127.0	[7.4974093]	[157]	[7.4974093, 7.4974093]	[77, 147]	[59621170]	[59621090, 59621160]
642_6462	chr22	36659719	36660119	+	916	31.0	[]	[]	[7.4974093, 8.844542]	[74, 122]	[]	[36659875, 36659923]
642_6463	chr3	5015782	5016182	+	665	31.0	[7.4974093]	[109]	[8.844542]	[106]	[5015963]	[5015960]
642_6464	chr3	8972500	8972900	+	918	31.0	[7.4974093]	[111]	[]	[]	[8972708]	[]
642_6465	chr3	20186013	20186413	+	874	31.0	[]	[]	[8.844542]	[217]	[]	[20186235]
642_6467	chr3	84006992	84007392	+	673	31.0	[]	[]	[7.4974093]	[153]	[]	[84007242]
642_6468	chr3	156334427	156334827	+	892	31.0	[]	[]	[7.4974093]	[86]	[]	[156334610]
642_6469	chr3	185631508	185631908	+	788	31.0	[8.844542, 7.4974093]	[86, 95]	[7.4974093]	[131]	[185631689, 185631698]	[185631734]
642_647	chr21	9796307	9796707	+	1000	127.0	[8.844542]	[101]	[8.844542]	[91]	[9796507]	[9796497]
642_6471	chr4	40020528	40020928	+	882	31.0	[7.4974093]	[158]	[7.4974093]	[148]	[40020763]	[40020753]
642_6472	chr4	94225446	94225846	+	905	31.0	[8.844542]	[124]	[7.4974093]	[114]	[94225651]	[94225641]
642_6473	chr5	30572243	30572643	+	776	31.0	[8.844542, 8.844542]	[136, 143]	[7.4974093]	[133]	[30572435, 30572442]	[30572432]
642_6474	chr5	33505662	33506062	+	905	31.0	[7.4974093]	[152]	[]	[]	[33505888]	[]
642_6475	chr5	47027037	47027437	+	828	31.0	[]	[]	[8.844542]	[174]	[]	[47027240]
642_6476	chr5	66666730	66667130	+	604	31.0	[8.844542, 7.4974093]	[90, 170]	[7.4974093]	[160]	[66666891, 66666971]	[66666961]
642_6477	chr5	73796424	73796824	+	908	31.0	[7.4974093]	[149]	[8.844542]	[139]	[73796632]	[73796622]
642_6478	chr5	74345340	74345740	+	924	31.0	[]	[]	[8.844542]	[120]	[]	[74345536]
642_6479	chr5	126992340	126992740	+	584	31.0	[7.4974093]	[135]	[]	[]	[126992557]	[]
642_648	chr7	23700087	23700487	+	1000	127.0	[8.844542]	[86]	[8.844542]	[76]	[23700260]	[23700250]
642_6481	chr5	167524872	167525272	+	865	31.0	[7.4974093, 8.844542]	[151, 158]	[8.844542]	[148]	[167525099, 167525106]	[167525096]
642_6482	chr5	173670966	173671366	+	892	31.0	[7.4974093]	[143]	[8.844542]	[105]	[173671201]	[173671163]
642_6484	chr6	5125068	5125468	+	713	31.0	[7.4974093]	[121]	[7.4974093]	[111]	[5125283]	[5125273]
642_6485	chr6	13074396	13074796	+	882	31.0	[7.4974093]	[133]	[]	[]	[13074619]	[]
642_6486	chr6	31832238	31832638	+	911	31.0	[8.844542, 7.4974093]	[147, 192]	[]	[]	[31832433, 31832478]	[]
642_6488	chr6	37188095	37188495	+	898	31.0	[8.844542]	[220]	[7.4974093]	[217]	[37188337]	[37188334]
642_6489	chr6	37190940	37191340	+	869	31.0	[8.844542]	[137]	[]	[]	[37191124]	[]
642_649	chr11	78069501	78069901	+	1000	126.5	[7.4974093]	[145]	[8.844542]	[135]	[78069722]	[78069712]
642_6490	chr6	43630928	43631328	+	927	31.0	[8.844542]	[211]	[]	[]	[43631178]	[]
642_6492	chr6	82550305	82550705	+	893	31.0	[7.4974093]	[72]	[]	[]	[82550459]	[]
642_6493	chr6	125410887	125411287	+	864	31.0	[8.844542]	[195]	[]	[]	[125411099]	[]
642_6494	chr6	126054251	126054651	+	902	31.0	[8.844542]	[149]	[8.844542]	[168]	[126054477]	[126054496]
642_6495	chr6	150316952	150317352	+	812	31.0	[]	[]	[8.844542]	[113]	[]	[150317162]
642_6497	chr7	39811247	39811647	+	618	31.0	[7.4974093]	[175]	[]	[]	[39811461]	[]
642_6498	chr7	73772673	73773073	+	763	31.0	[8.844542]	[162]	[8.844542]	[115]	[73772904]	[73772857]
642_6499	chr7	81786998	81787398	+	583	31.0	[7.4974093]	[96]	[8.844542]	[86]	[81787187]	[81787177]
642_65	chr7	76303321	76303721	+	1000	380.5	[7.4974093]	[95]	[7.4974093]	[85]	[76303510]	[76303500]
642_650	chr19	57599639	57600039	+	1000	126.5	[7.4974093, 8.844542]	[78, 97]	[8.844542]	[87]	[57599814, 57599833]	[57599823]
642_6500	chr7	100641435	100641835	+	708	31.0	[]	[]	[7.4974093, 7.4974093]	[75, 134]	[]	[100641601, 100641660]
642_6502	chr8	50474622	50475022	+	654	31.0	[8.844542]	[111]	[]	[]	[50474825]	[]
642_6503	chr8	114930358	114930758	+	636	31.0	[8.844542]	[114]	[7.4974093]	[104]	[114930564]	[114930554]
642_6504	chr8	127565418	127565818	+	897	31.0	[]	[]	[7.4974093]	[117]	[]	[127565625]
642_6506	chr8	133735785	133736185	+	724	31.0	[8.844542, 7.4974093]	[64, 109]	[7.4974093]	[99]	[133735942, 133735987]	[133735977]
642_6507	chr9	37143788	37144188	+	786	31.0	[]	[]	[8.844542]	[139]	[]	[37144005]
642_6508	chr9	130956881	130957281	+	864	31.0	[]	[]	[7.4974093, 7.4974093]	[108, 120]	[]	[130957083, 130957095]
642_651	chr2	195848134	195848534	+	1000	126.5	[7.4974093]	[111]	[7.4974093, 8.844542]	[101, 127]	[195848338]	[195848328, 195848354]
642_6519	chr1	23403772	23404172	+	874	30.5	[8.844542]	[140]	[]	[]	[23403955]	[]
642_652	chr20	46255440	46255840	+	1000	126.5	[8.844542]	[120]	[8.844542, 7.4974093]	[97, 110]	[46255651]	[46255628, 46255641]
642_6520	chr1	23959199	23959599	+	711	30.5	[]	[]	[7.4974093]	[129]	[]	[23959387]
642_6523	chr1	106261343	106261743	+	659	30.5	[8.844542]	[105]	[8.844542, 8.844542]	[95, 102]	[106261547]	[106261537, 106261544]
642_6525	chr1	116919781	116920181	+	880	30.5	[]	[]	[8.844542, 8.844542]	[201, 217]	[]	[116920013, 116920029]
642_6527	chr1	167220183	167220583	+	723	30.5	[]	[]	[7.4974093]	[117]	[]	[167220391]
642_6532	chr1	212284675	212285075	+	882	30.5	[7.4974093]	[232]	[7.4974093, 8.844542]	[172, 229]	[212284923]	[212284863, 212284920]
642_6533	chr1	213051435	213051835	+	792	30.5	[]	[]	[7.4974093, 7.4974093]	[91, 130]	[]	[213051595, 213051634]
642_6534	chr1	223174805	223175205	+	787	30.5	[8.844542]	[86]	[7.4974093]	[94]	[223174978]	[223174986]
642_6537	chr1	234728320	234728720	+	794	30.5	[8.844542]	[101]	[]	[]	[234728491]	[]
642_6538	chr1	235208007	235208407	+	830	30.5	[8.844542]	[73]	[]	[]	[235208171]	[]
642_6540	chr10	11757429	11757829	+	877	30.5	[7.4974093]	[86]	[]	[]	[11757607]	[]
642_6543	chr10	68901059	68901459	+	792	30.5	[8.844542]	[189]	[]	[]	[68901283]	[]
642_6547	chr10	98461121	98461521	+	842	30.5	[7.4974093]	[96]	[]	[]	[98461300]	[]
642_6548	chr11	62880450	62880850	+	807	30.5	[7.4974093]	[134]	[]	[]	[62880680]	[]
642_6549	chr11	72759020	72759420	+	742	30.5	[8.844542]	[108]	[]	[]	[72759196]	[]
642_655	chr10	45640952	45641352	+	1000	126.0	[8.844542]	[108]	[8.844542]	[98]	[45641151]	[45641141]
642_6550	chr11	93984964	93985364	+	735	30.5	[7.4974093, 8.844542]	[118, 143]	[]	[]	[93985133, 93985158]	[]
642_6551	chr11	129718052	129718452	+	732	30.5	[8.844542]	[143]	[]	[]	[129718257]	[]
642_6552	chr12	26721821	26722221	+	543	30.5	[7.4974093]	[86]	[7.4974093]	[76]	[26721988]	[26721978]
642_6553	chr12	28190246	28190646	+	580	30.5	[]	[]	[8.844542]	[90]	[]	[28190431]
642_6554	chr12	31676437	31676837	+	815	30.5	[8.844542]	[89]	[7.4974093, 8.844542]	[86, 135]	[31676619]	[31676616, 31676665]
642_6555	chr12	104302842	104303242	+	660	30.5	[]	[]	[8.844542]	[98]	[]	[104303035]
642_6556	chr12	106685728	106686128	+	841	30.5	[8.844542]	[114]	[7.4974093]	[104]	[106685903]	[106685893]
642_656	chr19	7618402	7618802	+	1000	126.0	[8.844542, 7.4974093]	[106, 137]	[7.4974093, 8.844542, 7.4974093]	[79, 96, 134]	[7618603, 7618634]	[7618576, 7618593, 7618631]
642_6561	chr13	89957600	89958000	+	859	30.5	[8.844542]	[146]	[]	[]	[89957790]	[]
642_6564	chr13	90165845	90166245	+	571	30.5	[7.4974093]	[173]	[]	[]	[90166071]	[]
642_6568	chr13	90549470	90549870	+	673	30.5	[8.844542]	[115]	[]	[]	[90549639]	[]
642_6569	chr13	90599563	90599963	+	897	30.5	[8.844542]	[110]	[]	[]	[90599762]	[]
642_6574	chr13	91144489	91144889	+	851	30.5	[]	[]	[8.844542, 7.4974093]	[130, 178]	[]	[91144677, 91144725]
642_6579	chr13	91691214	91691614	+	600	30.5	[]	[]	[7.4974093, 7.4974093]	[180, 192]	[]	[91691405, 91691417]
642_658	chr11	16843320	16843720	+	1000	125.5	[8.844542, 8.844542]	[81, 112]	[7.4974093, 8.844542]	[71, 102]	[16843495, 16843526]	[16843485, 16843516]
642_6585	chr13	93356817	93357217	+	840	30.5	[8.844542]	[136]	[]	[]	[93356991]	[]
642_6587	chr13	108008369	108008769	+	870	30.5	[]	[]	[8.844542]	[101]	[]	[108008535]
642_6588	chr13	113821732	113822132	+	884	30.5	[7.4974093]	[165]	[7.4974093]	[155]	[113821968]	[113821958]
642_6589	chr14	22766453	22766853	+	839	30.5	[]	[]	[7.4974093]	[78]	[]	[22766611]
642_659	chr11	87291435	87291835	+	1000	125.5	[8.844542]	[76]	[8.844542]	[66]	[87291609]	[87291599]
642_6590	chr14	75249270	75249670	+	565	30.5	[7.4974093]	[127]	[7.4974093]	[117]	[75249484]	[75249474]
642_6591	chr14	90573733	90574133	+	744	30.5	[]	[]	[8.844542]	[72]	[]	[90573904]
642_6593	chr15	75140473	75140873	+	879	30.5	[8.844542]	[108]	[]	[]	[75140663]	[]
642_6594	chr15	85133742	85134142	+	797	30.5	[7.4974093]	[88]	[7.4974093]	[78]	[85133923]	[85133913]
642_6595	chr16	50457831	50458231	+	830	30.5	[]	[]	[8.844542]	[134]	[]	[50458022]
642_6597	chr16	65784060	65784460	+	594	30.5	[7.4974093]	[157]	[7.4974093]	[147]	[65784271]	[65784261]
642_6598	chr16	66603453	66603853	+	894	30.5	[]	[]	[8.844542]	[79]	[]	[66603622]
642_6599	chr16	88649285	88649685	+	728	30.5	[]	[]	[7.4974093]	[115]	[]	[88649478]
642_66	chr2	169647499	169647899	+	1000	379.5	[8.844542]	[113]	[8.844542, 7.4974093]	[103, 110]	[169647704]	[169647694, 169647701]
642_660	chr15	38512911	38513311	+	1000	125.5	[8.844542]	[109]	[8.844542]	[99]	[38513114]	[38513104]
642_6601	chr17	28335254	28335654	+	663	30.5	[7.4974093]	[94]	[]	[]	[28335425]	[]
642_6602	chr17	30495575	30495975	+	651	30.5	[7.4974093]	[160]	[7.4974093]	[150]	[30495795]	[30495785]
642_6603	chr17	35160557	35160957	+	600	30.5	[8.844542]	[85]	[]	[]	[35160735]	[]
642_6605	chr17	73623221	73623621	+	714	30.5	[8.844542]	[146]	[7.4974093]	[136]	[73623447]	[73623437]
642_6606	chr17	76716450	76716850	+	812	30.5	[8.844542]	[90]	[]	[]	[76716638]	[]
642_661	chr2	148789057	148789457	+	1000	125.5	[]	[]	[8.844542]	[98]	[]	[148789247]
642_6611	chr19	43754963	43755363	+	835	30.5	[]	[]	[8.844542]	[156]	[]	[43755186]
642_6612	chr19	57576732	57577132	+	832	30.5	[7.4974093]	[88]	[8.844542]	[78]	[57576919]	[57576909]
642_6613	chr2	22842450	22842850	+	872	30.5	[7.4974093]	[94]	[]	[]	[22842634]	[]
642_6614	chr2	150166354	150166754	+	808	30.5	[8.844542, 7.4974093]	[96, 118]	[8.844542]	[144]	[150166518, 150166540]	[150166566]
642_6616	chr2	178112228	178112628	+	612	30.5	[]	[]	[7.4974093]	[167]	[]	[178112417]
642_6618	chr20	33672523	33672923	+	785	30.5	[7.4974093]	[127]	[7.4974093, 7.4974093]	[124, 195]	[33672680]	[33672677, 33672748]
642_6619	chr20	36575175	36575575	+	879	30.5	[7.4974093]	[196]	[8.844542, 7.4974093]	[186, 190]	[36575416]	[36575406, 36575410]
642_662	chr3	101641317	101641717	+	1000	125.5	[7.4974093]	[148]	[]	[]	[101641561]	[]
642_6620	chr21	10432067	10432467	+	848	30.5	[7.4974093]	[95]	[8.844542]	[139]	[10432220]	[10432264]
642_6621	chr21	14253955	14254355	+	589	30.5	[8.844542]	[152]	[]	[]	[14254175]	[]
642_6622	chr21	25625029	25625429	+	713	30.5	[8.844542, 8.844542]	[106, 113]	[]	[]	[25625231, 25625238]	[]
642_6623	chr21	28885053	28885453	+	548	30.5	[7.4974093]	[65]	[]	[]	[28885215]	[]
642_6624	chr21	34134714	34135114	+	821	30.5	[]	[]	[8.844542]	[95]	[]	[34134901]
642_6627	chr21	46166956	46167356	+	832	30.5	[7.4974093]	[149]	[]	[]	[46167170]	[]
642_6629	chr22	19169756	19170156	+	905	30.5	[8.844542]	[183]	[7.4974093]	[102]	[19169995]	[19169914]
642_663	chr9	37372834	37373234	+	1000	125.5	[7.4974093]	[116]	[7.4974093]	[106]	[37373039]	[37373029]
642_6630	chr22	19174333	19174733	+	893	30.5	[]	[]	[8.844542]	[202]	[]	[19174560]
642_6633	chr22	19379234	19379634	+	830	30.5	[8.844542]	[140]	[7.4974093]	[137]	[19379435]	[19379432]
642_6634	chr22	19410290	19410690	+	573	30.5	[8.844542]	[176]	[]	[]	[19410509]	[]
642_6635	chr22	19450058	19450458	+	873	30.5	[8.844542]	[119]	[]	[]	[19450248]	[]
642_6637	chr22	19578066	19578466	+	797	30.5	[]	[]	[8.844542, 7.4974093]	[86, 117]	[]	[19578251, 19578282]
642_6641	chr22	19971903	19972303	+	855	30.5	[7.4974093, 8.844542]	[152, 173]	[]	[]	[19972122, 19972143]	[]
642_6642	chr22	20238710	20239110	+	601	30.5	[7.4974093, 7.4974093]	[106, 150]	[]	[]	[20238879, 20238923]	[]
642_6643	chr22	20245918	20246318	+	654	30.5	[]	[]	[7.4974093, 7.4974093]	[113, 163]	[]	[20246106, 20246156]
642_6644	chr22	20298668	20299068	+	677	30.5	[]	[]	[7.4974093, 7.4974093]	[144, 148]	[]	[20298887, 20298891]
642_6648	chr22	20688507	20688907	+	573	30.5	[]	[]	[7.4974093]	[151]	[]	[20688702]
642_6649	chr22	20773942	20774342	+	619	30.5	[]	[]	[8.844542]	[107]	[]	[20774101]
642_665	chr2	20353466	20353866	+	1000	125.0	[7.4974093]	[111]	[8.844542]	[101]	[20353675]	[20353665]
642_6650	chr22	20775309	20775709	+	791	30.5	[]	[]	[7.4974093]	[198]	[]	[20775538]
642_6651	chr22	20840006	20840406	+	874	30.5	[]	[]	[8.844542]	[149]	[]	[20840164]
642_6652	chr22	20864316	20864716	+	884	30.5	[8.844542]	[79]	[]	[]	[20864480]	[]
642_6654	chr22	21697795	21698195	+	779	30.5	[8.844542]	[164]	[]	[]	[21697991]	[]
642_6657	chr22	21914883	21915283	+	867	30.5	[]	[]	[8.844542]	[98]	[]	[21915066]
642_666	chr22	21574471	21574871	+	1000	125.0	[7.4974093]	[118]	[8.844542]	[108]	[21574686]	[21574676]
642_6662	chr22	22192781	22193181	+	880	30.5	[8.844542]	[159]	[]	[]	[22192951]	[]
642_6664	chr22	22402516	22402916	+	877	30.5	[]	[]	[8.844542]	[159]	[]	[22402693]
642_6666	chr22	22483198	22483598	+	869	30.5	[]	[]	[7.4974093]	[160]	[]	[22483431]
642_6668	chr22	22814532	22814932	+	846	30.5	[8.844542]	[218]	[]	[]	[22814782]	[]
642_6669	chr22	23037606	23038006	+	784	30.5	[8.844542]	[172]	[]	[]	[23037816]	[]
642_667	chr17	40486711	40487111	+	1000	124.5	[7.4974093]	[120]	[7.4974093, 7.4974093]	[110, 156]	[40486921]	[40486911, 40486957]
642_6670	chr22	35727438	35727838	+	560	30.5	[7.4974093]	[169]	[]	[]	[35727630]	[]
642_6671	chr22	42399637	42400037	+	761	30.5	[8.844542]	[139]	[7.4974093]	[129]	[42399839]	[42399829]
642_6673	chr3	4986700	4987100	+	881	30.5	[8.844542]	[147]	[7.4974093]	[191]	[4986860]	[4986904]
642_6675	chr3	31462178	31462578	+	844	30.5	[8.844542]	[113]	[]	[]	[31462358]	[]
642_6676	chr3	47197322	47197722	+	567	30.5	[]	[]	[8.844542, 8.844542]	[99, 145]	[]	[47197511, 47197557]
642_6677	chr3	103200385	103200785	+	888	30.5	[8.844542, 7.4974093]	[117, 124]	[8.844542, 8.844542]	[71, 114]	[103200602, 103200609]	[103200556, 103200599]
642_6678	chr3	140293654	140294054	+	825	30.5	[8.844542]	[112]	[7.4974093, 7.4974093]	[91, 102]	[140293834]	[140293813, 140293824]
642_6679	chr3	140570581	140570981	+	548	30.5	[7.4974093, 8.844542]	[93, 114]	[8.844542, 8.844542]	[104, 122]	[140570772, 140570793]	[140570783, 140570801]
642_668	chr22	20960049	20960449	+	1000	124.5	[8.844542]	[150]	[8.844542, 7.4974093]	[97, 140]	[20960274]	[20960221, 20960264]
642_6680	chr3	170142566	170142966	+	606	30.5	[8.844542]	[159]	[]	[]	[170142783]	[]
642_6681	chr4	10180908	10181308	+	703	30.5	[]	[]	[7.4974093]	[109]	[]	[10181106]
642_6682	chr4	48374347	48374747	+	870	30.5	[8.844542]	[106]	[7.4974093]	[96]	[48374544]	[48374534]
642_6683	chr4	87633247	87633647	+	862	30.5	[8.844542]	[153]	[8.844542, 7.4974093]	[123, 143]	[87633468]	[87633438, 87633458]
642_6685	chr5	43771609	43772009	+	890	30.5	[8.844542]	[118]	[]	[]	[43771788]	[]
642_6686	chr5	91385329	91385729	+	847	30.5	[]	[]	[7.4974093]	[171]	[]	[91385572]
642_6687	chr5	108549243	108549643	+	629	30.5	[7.4974093]	[107]	[]	[]	[108549446]	[]
642_6688	chr5	149222910	149223310	+	765	30.5	[]	[]	[8.844542]	[157]	[]	[149223109]
642_669	chr7	70131796	70132196	+	1000	124.5	[8.844542]	[134]	[8.844542]	[124]	[70132015]	[70132005]
642_6691	chr6	26054614	26055014	+	609	30.5	[8.844542]	[155]	[]	[]	[26054862]	[]
642_6695	chr6	31738281	31738681	+	678	30.5	[]	[]	[8.844542, 7.4974093, 7.4974093]	[154, 158, 162]	[]	[31738506, 31738510, 31738514]
642_6698	chr6	38404230	38404630	+	732	30.5	[]	[]	[7.4974093]	[148]	[]	[38404444]
642_6699	chr6	39229068	39229468	+	880	30.5	[8.844542]	[143]	[8.844542, 8.844542]	[140, 149]	[39229277]	[39229274, 39229283]
642_67	chr9	87816038	87816438	+	1000	377.0	[8.844542, 8.844542]	[90, 112]	[8.844542]	[102]	[87816222, 87816244]	[87816234]
642_670	chr14	31758932	31759332	+	1000	124.0	[7.4974093]	[124]	[8.844542]	[114]	[31759151]	[31759141]
642_6700	chr6	47745353	47745753	+	615	30.5	[]	[]	[8.844542]	[86]	[]	[47745534]
642_6701	chr6	80366715	80367115	+	751	30.5	[7.4974093]	[115]	[7.4974093, 7.4974093]	[68, 105]	[80366928]	[80366881, 80366918]
642_6704	chr6	117938324	117938724	+	882	30.5	[7.4974093]	[126]	[8.844542]	[116]	[117938550]	[117938540]
642_6707	chr6	135324008	135324408	+	875	30.5	[]	[]	[8.844542]	[112]	[]	[135324183]
642_6708	chr6	146582914	146583314	+	881	30.5	[7.4974093]	[108]	[7.4974093]	[141]	[146583084]	[146583117]
642_671	chr15	67794817	67795217	+	1000	124.0	[7.4974093]	[98]	[8.844542]	[88]	[67795007]	[67794997]
642_6710	chr6	156730674	156731074	+	731	30.5	[8.844542]	[155]	[]	[]	[156730915]	[]
642_6712	chr7	5453009	5453409	+	798	30.5	[8.844542, 7.4974093]	[61, 75]	[]	[]	[5453168, 5453182]	[]
642_6714	chr7	76302231	76302631	+	739	30.5	[7.4974093]	[91]	[]	[]	[76302397]	[]
642_6716	chr7	103025437	103025837	+	801	30.5	[8.844542]	[168]	[]	[]	[103025626]	[]
