#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_516	chr1	150619671	150620071	+	1000	301.0	[]	[]	[6.9286323]	[122]	[]	[150619880]
133_5185	chr1	203681692	203682092	+	1000	90.0	[8.255085]	[155]	[]	[]	[203681929]	[]
133_5205	chr12	98671461	98671861	+	1000	90.0	[7.43074]	[146]	[9.122182]	[146]	[98671706]	[98671706]
133_5206	chr13	37923191	37923591	+	1000	90.0	[]	[]	[10.7095785]	[94]	[]	[37923383]
133_5214	chr19	6060966	6061366	+	1000	90.0	[7.43074]	[166]	[9.122182]	[166]	[6061186]	[6061186]
133_5217	chr19	48867060	48867460	+	1000	90.0	[10.243763]	[87]	[8.446286]	[87]	[48867246]	[48867246]
133_5221	chr2	68849640	68850040	+	1000	90.0	[7.1081047]	[120]	[9.839595]	[106]	[68849841]	[68849827]
133_5226	chr20	37526382	37526782	+	1000	90.0	[]	[]	[11.489884]	[75]	[]	[37526549]
133_5228	chr21	37157891	37158291	+	1000	90.0	[10.266372]	[114]	[12.597441]	[114]	[37158084]	[37158084]
133_5234	chr22	23179997	23180397	+	1000	90.0	[8.893384]	[120]	[7.9806437]	[120]	[23180210]	[23180210]
133_5237	chr3	172036525	172036925	+	1000	90.0	[13.548076]	[120]	[6.7182117]	[120]	[172036734]	[172036734]
133_5247	chr6	18264671	18265071	+	1000	90.0	[11.842608]	[115]	[14.173678]	[115]	[18264871]	[18264871]
133_5249	chr6	43627128	43627528	+	1000	90.0	[13.548076, 7.007401]	[106, 164]	[6.7182117, 8.29039]	[106, 164]	[43627285, 43627343]	[43627285, 43627343]
133_525	chr2	238422231	238422631	+	1000	299.0	[]	[]	[11.139472]	[76]	[]	[238422405]
133_5260	chr7	108086974	108087374	+	1000	90.0	[]	[]	[6.612033]	[65]	[]	[108087133]
133_528	chr1	85225089	85225489	+	1000	298.0	[]	[]	[11.016432]	[129]	[]	[85225311]
133_5280	chr1	233112934	233113334	+	1000	89.0	[]	[]	[6.410166]	[148]	[]	[233113181]
133_5282	chr10	73110242	73110642	+	1000	89.0	[8.662755, 6.7182117]	[75, 100]	[13.548076]	[100]	[73110414, 73110439]	[73110439]
133_5295	chr19	36127740	36128140	+	1000	89.0	[8.490965, 13.548076]	[158, 179]	[8.9815035, 6.7182117]	[158, 179]	[36127965, 36127986]	[36127965, 36127986]
133_5326	chr6	151040851	151041251	+	1000	89.0	[8.70695]	[141]	[9.288357]	[141]	[151041091]	[151041091]
133_5328	chr7	12731798	12732198	+	1000	89.0	[]	[]	[7.5900965]	[163]	[]	[12732022]
133_5336	chr8	22604433	22604833	+	1000	89.0	[6.6708803]	[91]	[6.6278257]	[91]	[22604620]	[22604620]
133_5361	chr11	65501479	65501879	+	1000	88.0	[]	[]	[10.36107]	[116]	[]	[65501684]
133_5379	chr17	77834544	77834944	+	1000	88.0	[10.243763]	[118]	[8.446286]	[118]	[77834749]	[77834749]
133_5380	chr18	62664037	62664437	+	1000	88.0	[]	[]	[7.6374273]	[152]	[]	[62664282]
133_5381	chr19	39403743	39404143	+	1000	88.0	[14.173678]	[113]	[11.842608]	[113]	[39403951]	[39403951]
133_5385	chr2	47176287	47176687	+	1000	88.0	[6.470305]	[85]	[]	[]	[47176462]	[]
133_5394	chr20	45071296	45071696	+	1000	88.0	[]	[]	[7.6374273]	[142]	[]	[45071512]
133_5397	chr20	62686072	62686472	+	1000	88.0	[7.097286]	[100]	[]	[]	[62686260]	[]
133_5409	chr3	118436866	118437266	+	1000	88.0	[]	[]	[9.6861105]	[105]	[]	[118437070]
133_541	chr11	78292105	78292505	+	1000	296.0	[9.288357, 10.850257]	[81, 105]	[8.70695]	[81]	[78292274, 78292298]	[78292274]
133_5414	chr4	48334872	48335272	+	1000	88.0	[14.173678]	[99]	[11.842608]	[99]	[48335065]	[48335065]
133_5418	chr5	43040187	43040587	+	1000	88.0	[7.57549, 10.022524]	[101, 118]	[11.820001]	[118]	[43040360, 43040377]	[43040377]
133_5419	chr5	68279858	68280258	+	1000	88.0	[10.850257, 9.035112]	[62, 82]	[9.051821]	[82]	[68280014, 68280034]	[68280034]
133_542	chr20	23132953	23133353	+	1000	296.0	[6.5352826, 11.842608]	[60, 69]	[14.173678]	[69]	[23133109, 23133118]	[23133118]
133_5421	chr5	111530355	111530755	+	1000	88.0	[8.446286]	[104]	[10.243763]	[104]	[111530553]	[111530553]
133_5436	chr7	32879508	32879908	+	1000	88.0	[6.2095904]	[122]	[]	[]	[32879724]	[]
133_5441	chr7	106679516	106679916	+	1000	88.0	[13.548076]	[151]	[6.7182117]	[151]	[106679747]	[106679747]
133_5459	chr1	203007005	203007405	+	1000	87.0	[]	[]	[6.3817983]	[94]	[]	[203007177]
133_5462	chr10	24951612	24952012	+	1000	87.0	[6.7182117]	[139]	[13.548076]	[139]	[24951830]	[24951830]
133_5465	chr10	110501249	110501649	+	1000	87.0	[10.869366]	[114]	[13.5706835, 10.412417]	[114, 134]	[110501458]	[110501458, 110501478]
133_5480	chr14	99606401	99606801	+	1000	87.0	[15.901753]	[135]	[8.538297]	[135]	[99606617]	[99606617]
133_5481	chr15	60615181	60615581	+	1000	87.0	[]	[]	[8.355901]	[93]	[]	[60615335]
133_5487	chr16	20918697	20919097	+	1000	87.0	[11.842608, 7.880774]	[115, 134]	[14.173678]	[115]	[20918900, 20918919]	[20918900]
133_5491	chr18	70462008	70462408	+	1000	87.0	[11.842608, 7.7337074]	[96, 116]	[14.173678, 8.685363]	[96, 116]	[70462200, 70462220]	[70462200, 70462220]
133_5498	chr2	178498113	178498513	+	1000	87.0	[8.267781]	[87]	[]	[]	[178498298]	[]
133_5500	chr20	2664095	2664495	+	1000	87.0	[6.7911124]	[89]	[9.761809]	[89]	[2664268]	[2664268]
133_5504	chr22	22553740	22554140	+	1000	87.0	[7.082873]	[137]	[]	[]	[22553954]	[]
133_5506	chr3	20065233	20065633	+	1000	87.0	[6.9603963]	[114]	[]	[]	[20065440]	[]
133_5522	chr6	68740750	68741150	+	1000	87.0	[12.597441]	[144]	[6.612033, 10.266372]	[104, 144]	[68740988]	[68740948, 68740988]
133_5524	chr6	104973369	104973769	+	1000	87.0	[9.761809]	[136]	[6.7911124]	[136]	[104973582]	[104973582]
133_5546	chr1	44048230	44048630	+	1000	86.0	[]	[]	[7.686224]	[113]	[]	[44048438]
133_5549	chr1	70354589	70354989	+	1000	86.0	[13.548076]	[123]	[6.7182117]	[123]	[70354806]	[70354806]
133_5558	chr10	102119602	102120002	+	1000	86.0	[8.446286]	[96]	[10.243763]	[96]	[102119798]	[102119798]
133_5559	chr10	119161631	119162031	+	1000	86.0	[10.266372]	[114]	[12.597441]	[114]	[119161837]	[119161837]
133_5561	chr11	12167044	12167444	+	1000	86.0	[]	[]	[6.469334]	[153]	[]	[12167285]
133_557	chr2	168774061	168774461	+	1000	293.0	[9.083777]	[64]	[6.152699]	[135]	[168774219]	[168774290]
133_5591	chr20	53422040	53422440	+	1000	86.0	[8.538297]	[153]	[15.901753]	[153]	[53422288]	[53422288]
133_5598	chr3	124586185	124586585	+	1000	86.0	[]	[]	[10.94174]	[68]	[]	[124586336]
133_5605	chr5	14326478	14326878	+	1000	86.0	[]	[]	[8.267781]	[122]	[]	[14326688]
133_5623	chr7	131586232	131586632	+	1000	86.0	[7.0094256]	[116]	[]	[]	[131586447]	[]
133_5653	chr12	101793397	101793797	+	1000	85.0	[]	[]	[7.5739202]	[177]	[]	[101793642]
133_5658	chr13	91346906	91347306	+	1000	85.0	[6.6751738]	[90]	[]	[]	[91347093]	[]
133_5691	chr3	143001255	143001655	+	1000	85.0	[9.213665]	[81]	[6.301925]	[81]	[143001426]	[143001426]
133_5696	chr4	139177865	139178265	+	1000	85.0	[13.548076]	[103]	[6.7182117]	[103]	[139178065]	[139178065]
133_5702	chr5	139637734	139638134	+	1000	85.0	[]	[]	[8.684342]	[98]	[]	[139637910]
133_5712	chr6	134315215	134315615	+	1000	85.0	[]	[]	[6.2977095]	[79]	[]	[134315386]
133_5729	chr9	128255132	128255532	+	1000	85.0	[11.842608]	[142]	[14.173678]	[142]	[128255359]	[128255359]
133_5732	chr9	131193099	131193499	+	1000	85.0	[]	[]	[7.056757]	[125]	[]	[131193318]
133_5744	chr1	151165801	151166201	+	1000	84.0	[6.8599873]	[159]	[]	[]	[151166021]	[]
133_5747	chr1	168466198	168466598	+	1000	84.0	[]	[]	[8.185572]	[136]	[]	[168466422]
133_5759	chr10	91630084	91630484	+	1000	84.0	[15.901753]	[131]	[8.538297]	[131]	[91630300]	[91630300]
133_5761	chr11	78079665	78080065	+	1000	84.0	[6.768504]	[171]	[]	[]	[78079899]	[]
133_5782	chr17	45394980	45395380	+	1000	84.0	[8.045571]	[67]	[6.159387]	[67]	[45395132]	[45395132]
133_5797	chr2	215787823	215788223	+	1000	84.0	[]	[]	[6.8476133, 7.887462]	[110, 150]	[]	[215788029, 215788069]
133_58	chr6	47420470	47420870	+	1000	512.0	[11.842608]	[151]	[14.173678]	[151]	[47420710]	[47420710]
133_5803	chr3	14204853	14205253	+	1000	84.0	[13.5706835]	[92]	[10.869366]	[92]	[14205036]	[14205036]
133_5824	chr6	34969588	34969988	+	1000	84.0	[11.489884]	[108]	[]	[]	[34969762]	[]
133_5849	chr1	99808820	99809220	+	1000	83.0	[13.5706835]	[156]	[10.869366]	[156]	[99809061]	[99809061]
133_5869	chr12	70756112	70756512	+	1000	83.0	[10.435025]	[89]	[11.489884]	[113]	[70756297]	[70756321]
133_5870	chr12	75837733	75838133	+	1000	83.0	[9.942509]	[161]	[]	[]	[75837979]	[]
133_5879	chr15	30999764	31000164	+	1000	83.0	[8.446286]	[112]	[10.243763, 10.21904]	[112, 128]	[30999976]	[30999976, 30999992]
133_5880	chr15	43514105	43514505	+	1000	83.0	[11.842608]	[85]	[14.173678]	[85]	[43514288]	[43514288]
133_5886	chr16	11734093	11734493	+	1000	83.0	[9.773646]	[152]	[]	[]	[11734343]	[]
133_5891	chr16	84116144	84116544	+	1000	83.0	[9.773646]	[91]	[7.1081047]	[59]	[84116329]	[84116297]
133_5893	chr17	32819051	32819451	+	1000	83.0	[9.942509]	[148]	[]	[]	[32819239]	[]
133_59	chr9	107784447	107784847	+	1000	511.0	[11.842608]	[75]	[14.173678]	[75]	[107784622]	[107784622]
133_5904	chr19	33101170	33101570	+	1000	83.0	[]	[]	[9.461782]	[141]	[]	[33101404]
133_591	chr1	246170613	246171013	+	1000	285.0	[10.850257]	[115]	[]	[]	[246170824]	[]
133_5916	chr2	191961520	191961920	+	1000	83.0	[10.763187]	[65]	[]	[]	[191961681]	[]
133_5924	chr3	184347732	184348132	+	1000	83.0	[11.842608]	[133]	[7.806082, 14.173678]	[88, 133]	[184347952]	[184347907, 184347952]
133_5937	chr6	28252085	28252485	+	1000	83.0	[7.7337074]	[144]	[8.685363]	[144]	[28252315]	[28252315]
133_5939	chr6	37038632	37039032	+	1000	83.0	[8.515688, 14.173678]	[72, 134]	[11.750599, 11.842608]	[72, 134]	[37038794, 37038856]	[37038794, 37038856]
133_5940	chr6	41957155	41957555	+	1000	83.0	[7.082873]	[101]	[]	[]	[41957338]	[]
133_5945	chr7	76373230	76373630	+	1000	83.0	[9.288357]	[156]	[6.612033, 8.70695]	[91, 156]	[76373471]	[76373406, 76373471]
133_5948	chr7	113118380	113118780	+	1000	83.0	[8.858079, 7.485917]	[130, 170]	[]	[]	[113118545, 113118585]	[]
133_5957	chr9	35338081	35338481	+	1000	83.0	[15.901753]	[65]	[8.538297]	[65]	[35338241]	[35338241]
133_596	chr2	19901924	19902324	+	1000	284.0	[13.5706835]	[85]	[10.869366]	[85]	[19902096]	[19902096]
133_5965	chr9	131185503	131185903	+	1000	83.0	[]	[]	[7.2698154, 6.6882577]	[164, 186]	[]	[131185685, 131185707]
133_5966	chrX	10119417	10119817	+	1000	83.0	[]	[]	[7.2345104, 7.2345104]	[135, 190]	[]	[10119586, 10119641]
133_5972	chr1	21783131	21783531	+	1000	82.0	[]	[]	[7.864854]	[111]	[]	[21783329]
133_599	chr6	143164480	143164880	+	1000	284.0	[9.035112]	[90]	[9.051821]	[90]	[143164663]	[143164663]
133_5990	chr1	214002524	214002924	+	1000	82.0	[8.490965, 8.538297]	[118, 139]	[8.9815035, 15.901753]	[118, 139]	[214002724, 214002745]	[214002724, 214002745]
133_5997	chr11	78339954	78340354	+	1000	82.0	[13.5706835]	[107]	[10.869366]	[107]	[78340160]	[78340160]
133_6	chrM	11685	12085	+	1000	729.0	[]	[]	[7.6114397]	[79]	[]	[11838]
133_600	chr7	103657515	103657915	+	1000	284.0	[]	[]	[8.684342, 8.40951]	[124, 143]	[]	[103657717, 103657736]
133_6000	chr12	10750093	10750493	+	1000	82.0	[]	[]	[7.5900965]	[149]	[]	[10750294]
133_6015	chr17	9520586	9520986	+	1000	82.0	[15.901753]	[118]	[8.538297]	[118]	[9520803]	[9520803]
133_6018	chr17	64082226	64082626	+	1000	82.0	[8.085812]	[209]	[]	[]	[64082449]	[]
133_602	chr1	231160119	231160519	+	1000	283.0	[6.159387]	[62]	[8.045571]	[62]	[231160275]	[231160275]
133_6028	chr2	112021755	112022155	+	1000	82.0	[]	[]	[11.016432]	[88]	[]	[112021909]
133_603	chr10	6920341	6920741	+	1000	283.0	[7.879267]	[65]	[]	[]	[6920495]	[]
133_6030	chr2	168802639	168803039	+	1000	82.0	[10.869366]	[138]	[13.5706835]	[138]	[168802851]	[168802851]
133_6044	chr3	186888470	186888870	+	1000	82.0	[]	[]	[10.36107]	[122]	[]	[186888688]
133_6045	chr4	15526917	15527317	+	1000	82.0	[15.901753]	[124]	[8.538297]	[124]	[15527135]	[15527135]
133_6048	chr4	138773287	138773687	+	1000	82.0	[8.11152]	[154]	[]	[]	[138773530]	[]
133_6058	chr6	36099810	36100210	+	1000	82.0	[8.40951]	[123]	[]	[]	[36100021]	[]
133_6060	chr6	111484049	111484449	+	1000	82.0	[11.750599]	[87]	[8.515688]	[87]	[111484224]	[111484224]
133_6081	chr9	6896532	6896932	+	1000	82.0	[8.078578]	[134]	[8.432117]	[134]	[6896760]	[6896760]
133_6090	chr1	23115066	23115466	+	1000	81.0	[]	[]	[6.3817983, 7.4425774]	[130, 141]	[]	[23115289, 23115300]
133_6091	chr1	28449907	28450307	+	1000	81.0	[6.6379886]	[129]	[]	[]	[28450131]	[]
133_6110	chr11	61749476	61749876	+	1000	81.0	[10.243763]	[67]	[8.446286]	[67]	[61749637]	[61749637]
133_6118	chr12	57552813	57553213	+	1000	81.0	[14.173678]	[84]	[11.842608]	[84]	[57552993]	[57552993]
133_612	chr11	5151687	5152087	+	1000	281.0	[7.4504957]	[123]	[]	[]	[5151895]	[]
133_6134	chr19	4769454	4769854	+	1000	81.0	[7.8886337]	[122]	[]	[]	[4769661]	[]
133_6144	chr20	41028398	41028798	+	1000	81.0	[11.750599]	[98]	[8.515688]	[98]	[41028582]	[41028582]
133_6146	chr22	17920285	17920685	+	1000	81.0	[11.842608]	[147]	[14.173678]	[147]	[17920514]	[17920514]
133_616	chr1	21687720	21688120	+	1000	280.0	[8.40951, 14.173678]	[62, 78]	[11.842608]	[78]	[21687878, 21687894]	[21687894]
133_6160	chr4	102343881	102344281	+	1000	81.0	[]	[]	[7.5085254, 7.5888314]	[88, 115]	[]	[102344061, 102344088]
133_6170	chr6	4020914	4021314	+	1000	81.0	[8.538297]	[142]	[15.901753]	[142]	[4021072]	[4021072]
133_6233	chr12	108629876	108630276	+	1000	80.0	[11.842608]	[152]	[14.173678]	[152]	[108630060]	[108630060]
133_6241	chr15	23565404	23565804	+	1000	80.0	[7.3557024]	[127]	[]	[]	[23565606]	[]
133_6245	chr15	85188024	85188424	+	1000	80.0	[11.016432, 11.842608]	[72, 87]	[14.173678]	[87]	[85188194, 85188209]	[85188209]
133_6274	chr2	216188467	216188867	+	1000	80.0	[]	[]	[8.355901]	[64]	[]	[216188629]
133_6281	chr22	50117071	50117471	+	1000	80.0	[8.538297]	[106]	[15.901753]	[106]	[50117277]	[50117277]
133_630	chr10	17029510	17029910	+	1000	278.0	[14.173678]	[87]	[11.842608]	[87]	[17029691]	[17029691]
133_6303	chr6	134034448	134034848	+	1000	80.0	[12.597441]	[81]	[10.266372]	[81]	[134034628]	[134034628]
133_6304	chr6	157906429	157906829	+	1000	80.0	[8.311827]	[141]	[6.52701]	[141]	[157906640]	[157906640]
133_6306	chr7	12647653	12648053	+	1000	80.0	[9.70938]	[124]	[6.1738005]	[124]	[12647825]	[12647825]
133_631	chr15	50260991	50261391	+	1000	278.0	[7.864854, 8.045571]	[133, 134]	[10.586154, 6.159387]	[71, 134]	[50261213, 50261214]	[50261151, 50261214]
133_6310	chr7	137992185	137992585	+	1000	80.0	[9.213665]	[135]	[6.301925]	[135]	[137992360]	[137992360]
133_6314	chr8	33473039	33473439	+	1000	80.0	[12.597441]	[152]	[10.266372]	[152]	[33473269]	[33473269]
133_6335	chr1	150363418	150363818	+	1000	79.0	[]	[]	[8.858079]	[60]	[]	[150363572]
133_6341	chr10	72625827	72626227	+	1000	79.0	[6.7594943]	[140]	[]	[]	[72625997]	[]
133_6355	chr13	59494626	59495026	+	1000	79.0	[13.5706835]	[102]	[10.869366]	[102]	[59494815]	[59494815]
133_6356	chr13	60220057	60220457	+	1000	79.0	[6.881301]	[123]	[]	[]	[60220275]	[]
133_6372	chr17	44014812	44015212	+	1000	79.0	[8.684342]	[152]	[]	[]	[44015050]	[]
133_6374	chr17	62653328	62653728	+	1000	79.0	[13.5706835]	[107]	[10.869366]	[107]	[62653518]	[62653518]
133_6375	chr17	81094802	81095202	+	1000	79.0	[6.159387]	[106]	[8.045571]	[106]	[81094969]	[81094969]
133_6384	chr2	144519926	144520326	+	1000	79.0	[11.03802]	[132]	[6.957288]	[132]	[144520135]	[144520135]
133_6395	chr22	22422551	22422951	+	1000	79.0	[10.311713]	[187]	[6.562315]	[187]	[22422797]	[22422797]
133_6415	chr6	31660002	31660402	+	1000	79.0	[15.901753]	[128]	[8.538297]	[128]	[31660218]	[31660218]
133_6418	chr6	84050469	84050869	+	1000	79.0	[11.842608]	[125]	[14.173678]	[125]	[84050685]	[84050685]
133_6426	chr7	92809700	92810100	+	1000	79.0	[6.410166]	[115]	[]	[]	[92809867]	[]
133_6438	chr8	123014847	123015247	+	1000	79.0	[]	[]	[7.419969]	[152]	[]	[123015094]
133_6469	chr10	73648949	73649349	+	1000	78.0	[11.016432]	[116]	[]	[]	[73649154]	[]
133_6471	chr11	16094402	16094802	+	1000	78.0	[8.504869]	[66]	[7.3783107]	[66]	[16094559]	[16094559]
133_6473	chr11	65497330	65497730	+	1000	78.0	[6.8868656]	[201]	[6.9346795]	[201]	[65497538]	[65497538]
133_6474	chr12	4272609	4273009	+	1000	78.0	[13.5706835]	[137]	[10.869366]	[137]	[4272839]	[4272839]
133_6476	chr12	56041883	56042283	+	1000	78.0	[]	[]	[7.082873]	[154]	[]	[56042057]
133_6488	chr16	85557065	85557465	+	1000	78.0	[10.869366]	[171]	[13.5706835]	[171]	[85557315]	[85557315]
133_6491	chr17	46194676	46195076	+	1000	78.0	[7.485917]	[92]	[7.7423773]	[144]	[46194840]	[46194892]
133_6494	chr18	31101080	31101480	+	1000	78.0	[13.548076]	[164]	[6.7182117]	[164]	[31101315]	[31101315]
133_65	chr5	173839218	173839618	+	1000	506.0	[6.7911124]	[105]	[9.761809]	[105]	[173839421]	[173839421]
133_6503	chr2	11923918	11924318	+	1000	78.0	[]	[]	[8.40951]	[174]	[]	[11924159]
133_6505	chr2	30438192	30438592	+	1000	78.0	[11.842608, 8.446286]	[97, 148]	[14.173678, 10.243763]	[97, 148]	[30438376, 30438427]	[30438376, 30438427]
133_6507	chr2	144454930	144455330	+	1000	78.0	[9.029213, 7.6114397]	[96, 149]	[]	[]	[144455124, 144455177]	[]
133_651	chr6	37667500	37667900	+	1000	275.0	[]	[]	[6.8476133]	[129]	[]	[37667722]
133_6518	chr22	20035285	20035685	+	1000	78.0	[]	[]	[9.029213]	[78]	[]	[20035461]
133_6524	chr3	72938466	72938866	+	1000	78.0	[6.8921194]	[150]	[]	[]	[72938705]	[]
133_6526	chr3	101325724	101326124	+	1000	78.0	[8.311827]	[96]	[6.52701]	[96]	[101325897]	[101325897]
133_6530	chr3	171956710	171957110	+	1000	78.0	[7.545944]	[62]	[]	[]	[171956862]	[]
133_6532	chr4	36785922	36786322	+	1000	78.0	[11.842608]	[107]	[14.173678]	[107]	[36786127]	[36786127]
133_6537	chr5	43214996	43215396	+	1000	78.0	[10.243763]	[108]	[8.446286]	[108]	[43215200]	[43215200]
133_6541	chr5	146203020	146203420	+	1000	78.0	[15.901753]	[115]	[8.538297]	[115]	[146203235]	[146203235]
133_6557	chr7	1882948	1883348	+	1000	78.0	[14.173678, 11.03802]	[104, 149]	[11.842608, 6.957288]	[104, 149]	[1883143, 1883188]	[1883143, 1883188]
133_6568	chr8	124287942	124288342	+	1000	78.0	[10.243763]	[111]	[8.446286]	[111]	[124288135]	[124288135]
133_6577	chrX	71532782	71533182	+	1000	78.0	[]	[]	[6.331394]	[86]	[]	[71532968]
133_6584	chr1	39184381	39184781	+	1000	77.0	[]	[]	[7.6275287]	[66]	[]	[39184538]
133_6592	chr1	150162964	150163364	+	1000	77.0	[9.213665, 9.461782]	[85, 100]	[6.301925]	[85]	[150163135, 150163150]	[150163135]
133_6593	chr1	156601281	156601681	+	1000	77.0	[11.820001]	[104]	[10.022524]	[104]	[156601469]	[156601469]
133_6618	chr12	104510189	104510589	+	1000	77.0	[10.266372]	[143]	[12.597441]	[143]	[104510428]	[104510428]
133_6620	chr13	51803477	51803877	+	1000	77.0	[6.254151]	[164]	[]	[]	[51803712]	[]
133_6621	chr13	113220260	113220660	+	1000	77.0	[14.173678]	[184]	[11.842608]	[184]	[113220503]	[113220503]
133_6631	chr15	91470042	91470442	+	1000	77.0	[6.7182117, 8.446286]	[120, 155]	[13.548076, 10.243763]	[120, 155]	[91470256, 91470291]	[91470256, 91470291]
133_6646	chr17	42929107	42929507	+	1000	77.0	[7.1081047]	[144]	[]	[]	[42929344]	[]
133_6649	chr17	60077953	60078353	+	1000	77.0	[6.612033]	[89]	[]	[]	[60078137]	[]
133_6651	chr17_KI270729v1_random	160849	161249	+	1000	77.0	[]	[]	[7.4115434]	[98]	[]	[161047]
133_6653	chr18	58118035	58118435	+	1000	77.0	[]	[]	[8.232476]	[139]	[]	[58118256]
133_6662	chr21	37564287	37564687	+	1000	77.0	[6.1738005]	[82]	[9.70938]	[82]	[37564459]	[37564459]
133_6667	chr22	23152436	23152836	+	1000	77.0	[14.173678]	[109]	[11.842608]	[109]	[23152631]	[23152631]
133_6670	chr3	17151653	17152053	+	1000	77.0	[10.243763]	[108]	[6.612033, 8.446286]	[83, 108]	[17151845]	[17151820, 17151845]
133_6686	chr5	135476630	135477030	+	1000	77.0	[6.8825955]	[71]	[8.632995]	[71]	[135476791]	[135476791]
133_6690	chr5	173056135	173056535	+	1000	77.0	[10.022524]	[145]	[11.820001]	[145]	[173056364]	[173056364]
133_6708	chr7	26188509	26188909	+	1000	77.0	[]	[]	[6.331394]	[168]	[]	[26188694]
133_671	chr2	121530753	121531153	+	1000	273.0	[]	[]	[9.773646]	[166]	[]	[121530997]
133_6717	chr7	143980024	143980424	+	1000	77.0	[6.8825955]	[127]	[8.632995]	[127]	[143980226]	[143980226]
133_6722	chr8	41746786	41747186	+	1000	77.0	[15.901753]	[156]	[8.538297]	[156]	[41747037]	[41747037]
133_6724	chr8	97214652	97215052	+	1000	77.0	[8.632995]	[133]	[6.8825955]	[133]	[97214882]	[97214882]
133_6732	chr9	129995875	129996275	+	1000	77.0	[11.820001]	[109]	[10.022524]	[109]	[129996083]	[129996083]
133_6734	chr9	137218824	137219224	+	1000	77.0	[]	[]	[7.225411]	[131]	[]	[137219029]
133_6741	chr1	52552566	52552966	+	1000	76.0	[14.173678]	[95]	[11.842608]	[95]	[52552759]	[52552759]
133_6747	chr1	162421284	162421684	+	1000	76.0	[10.586154]	[148]	[]	[]	[162421521]	[]
133_6751	chr1	235011924	235012324	+	1000	76.0	[9.122182]	[119]	[7.43074]	[119]	[235012127]	[235012127]
133_6753	chr10	7233417	7233817	+	1000	76.0	[12.597441, 8.446286]	[128, 152]	[10.266372, 10.243763]	[128, 152]	[7233633, 7233657]	[7233633, 7233657]
133_6770	chr12	96489303	96489703	+	1000	76.0	[8.515688]	[116]	[11.750599]	[116]	[96489517]	[96489517]
133_6779	chr16	26598154	26598554	+	1000	76.0	[9.122182]	[126]	[7.43074]	[126]	[26598355]	[26598355]
133_6783	chr17	40554097	40554497	+	1000	76.0	[8.085812]	[79]	[7.4858007]	[106]	[40554276]	[40554303]
133_6790	chr17	82868565	82868965	+	1000	76.0	[]	[]	[10.412417]	[103]	[]	[82868755]
133_68	chrM	7925	8325	+	1000	502.0	[6.5397067]	[92]	[6.1605587]	[92]	[8109]	[8109]
133_6800	chr2	177758769	177759169	+	1000	76.0	[13.5706835]	[126]	[10.869366]	[126]	[177758971]	[177758971]
133_6802	chr20	38113481	38113881	+	1000	76.0	[]	[]	[7.7423773]	[158]	[]	[38113710]
133_6807	chr22	19179347	19179747	+	1000	76.0	[6.552134]	[120]	[]	[]	[19179507]	[]
133_6821	chr3	195460347	195460747	+	1000	76.0	[10.586154, 8.255085, 8.255085]	[92, 123, 154]	[]	[]	[195460504, 195460535, 195460566]	[]
133_684	chr3	50611813	50612213	+	1000	271.0	[15.901753, 14.173678]	[88, 99]	[8.538297, 11.842608]	[88, 99]	[50611996, 50612007]	[50611996, 50612007]
133_6840	chr6	31769819	31770219	+	1000	76.0	[7.5888314]	[230]	[]	[]	[31770067]	[]
133_6842	chr6	40378185	40378585	+	1000	76.0	[11.842608, 7.806082]	[85, 142]	[14.173678]	[85]	[40378360, 40378417]	[40378360]
133_6849	chr6	154675567	154675967	+	1000	76.0	[7.57549]	[115]	[]	[]	[154675765]	[]
133_685	chr6	15922489	15922889	+	1000	271.0	[6.2977095, 7.3557024]	[139, 158]	[]	[]	[15922720, 15922739]	[]
133_6857	chr7	99504994	99505394	+	1000	76.0	[8.685363]	[83]	[7.7337074]	[83]	[99505177]	[99505177]
133_6860	chr7	106600921	106601321	+	885	76.0	[8.490965]	[109]	[8.9815035]	[109]	[106601120]	[106601120]
133_687	chr8	17530892	17531292	+	1000	271.0	[11.842608]	[111]	[14.173678]	[111]	[17531101]	[17531101]
133_6873	chr9	124767833	124768233	+	1000	76.0	[11.842608]	[120]	[14.173678]	[120]	[124768053]	[124768053]
133_6874	chr9	130043642	130044042	+	1000	76.0	[8.085812]	[65]	[]	[]	[130043801]	[]
133_689	chr8	47659707	47660107	+	1000	271.0	[10.022524, 8.133142]	[85, 106]	[11.820001, 8.354226]	[85, 94]	[47659888, 47659909]	[47659888, 47659897]
133_6894	chr1	116388106	116388506	+	1000	75.0	[10.850257]	[134]	[]	[]	[116388328]	[]
133_6904	chr1	222643965	222644365	+	1000	75.0	[]	[]	[6.573722]	[75]	[]	[222644132]
133_6911	chr11	16223551	16223951	+	1000	75.0	[6.7911124, 14.173678]	[106, 130]	[9.761809, 11.842608]	[106, 130]	[16223748, 16223772]	[16223748, 16223772]
133_6912	chr11	36594176	36594576	+	1000	75.0	[7.0094256, 6.7182117]	[110, 161]	[13.548076]	[161]	[36594374, 36594425]	[36594425]
133_6926	chr12	57935928	57936328	+	1000	75.0	[10.412417]	[136]	[]	[]	[57936161]	[]
