#PeakID(python identify_motif.py ./ENCODE_processed_files/JUN_idr.fa JUN --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_416	chr8	79793594	79793994	+	1000	171.0	[12.347575]	[56]	[]	[]	[79793748]	[]
92_4162	chr6	36908798	36909198	+	1000	73.0	[10.704721]	[117]	[10.557858, 15.729881]	[74, 117]	[36908998]	[36908955, 36908998]
92_4165	chr6	72561115	72561515	+	1000	73.0	[]	[]	[5.309057]	[145]	[]	[72561315]
92_4167	chr6	107275254	107275654	+	1000	73.0	[]	[]	[6.912513]	[61]	[]	[107275408]
92_4169	chr7	620059	620459	+	1000	73.0	[8.741374]	[95]	[17.21607]	[95]	[620249]	[620249]
92_417	chr11	33912759	33913159	+	1000	170.0	[7.26324]	[95]	[7.402073, 8.270968]	[90, 136]	[33912946]	[33912941, 33912987]
92_4173	chr7	44615143	44615543	+	1000	73.0	[]	[]	[13.068796]	[121]	[]	[44615355]
92_4174	chr7	65438553	65438953	+	1000	73.0	[]	[]	[6.3525047]	[123]	[]	[65438763]
92_4181	chr9	108903760	108904160	+	1000	73.0	[6.582149, 9.1438265]	[78, 122]	[10.557926, 6.6871166, 6.6940527]	[78, 122, 125]	[108903933, 108903977]	[108903933, 108903977, 108903980]
92_4188	chrX	53263491	53263891	+	1000	73.0	[8.984027]	[71]	[9.022785]	[71]	[53263655]	[53263655]
92_4190	chr1	6157684	6158084	+	1000	72.0	[]	[]	[8.506867]	[122]	[]	[6157896]
92_4195	chr1	45191134	45191534	+	1000	72.0	[6.9755206]	[65]	[11.573731]	[65]	[45191296]	[45191296]
92_420	chr19	11535971	11536371	+	1000	170.0	[11.210287]	[110]	[11.210287]	[110]	[11536178]	[11536178]
92_421	chr7	138350702	138351102	+	1000	170.0	[12.5632305]	[115]	[9.113695]	[115]	[138350913]	[138350913]
92_4211	chr11	96361779	96362179	+	1000	72.0	[]	[]	[5.350599]	[101]	[]	[96361979]
92_4213	chr12	31733713	31734113	+	1000	72.0	[]	[]	[10.599883]	[70]	[]	[31733864]
92_4217	chr12	98439996	98440396	+	1000	72.0	[5.57746]	[88]	[]	[]	[98440171]	[]
92_4219	chr13	25401957	25402357	+	1000	72.0	[6.3525047]	[160]	[12.347575]	[155]	[25402206]	[25402201]
92_4225	chr16	2267952	2268352	+	1000	72.0	[7.47221, 9.053184]	[72, 122]	[7.47221]	[72]	[2268113, 2268163]	[2268113]
92_4228	chr16	85403005	85403405	+	1000	72.0	[]	[]	[5.254826]	[70]	[]	[85403166]
92_4230	chr17	27340004	27340404	+	1000	72.0	[]	[]	[4.9575453]	[64]	[]	[27340160]
92_4232	chr17	46279745	46280145	+	1000	72.0	[5.5569534]	[64]	[]	[]	[46279909]	[]
92_4239	chr18	967037	967437	+	1000	72.0	[]	[]	[7.7335606, 14.052155]	[89, 131]	[]	[967208, 967250]
92_4240	chr19	16076168	16076568	+	1000	72.0	[8.611706]	[148]	[13.675624]	[148]	[16076399]	[16076399]
92_4243	chr2	36646204	36646604	+	1000	72.0	[17.21607]	[73]	[8.741374]	[73]	[36646368]	[36646368]
92_4245	chr2	113756546	113756946	+	1000	72.0	[13.2645445]	[100]	[13.303303]	[100]	[113756724]	[113756724]
92_4246	chr2	138060144	138060544	+	1000	72.0	[]	[]	[10.209792]	[105]	[]	[138060315]
92_4247	chr2	170345606	170346006	+	1000	72.0	[5.9078236]	[118]	[6.474206]	[146]	[170345813]	[170345841]
92_4248	chr2	232988486	232988886	+	1000	72.0	[]	[]	[8.398701]	[131]	[]	[232988705]
92_4249	chr20	23132453	23132853	+	1000	72.0	[14.725192, 14.725192]	[99, 148]	[]	[]	[23132635, 23132684]	[]
92_4257	chr3	45388383	45388783	+	1000	72.0	[]	[]	[5.2651024]	[116]	[]	[45388582]
92_4263	chr4	8547398	8547798	+	1000	72.0	[6.6871166]	[99]	[9.1438265]	[99]	[8547574]	[8547574]
92_4281	chr6	135147645	135148045	+	1000	72.0	[]	[]	[14.052155]	[102]	[]	[135147830]
92_4283	chr7	30594594	30594994	+	1000	72.0	[]	[]	[12.347575]	[168]	[]	[30594844]
92_4285	chr7	127383305	127383705	+	1000	72.0	[7.6070166]	[72]	[7.6740365]	[72]	[127383462]	[127383462]
92_4288	chr8	102331148	102331548	+	1000	72.0	[]	[]	[7.507642]	[114]	[]	[102331355]
92_429	chr22	46934891	46935291	+	1000	169.0	[]	[]	[5.2089825]	[75]	[]	[46935055]
92_4294	chr9	127965452	127965852	+	1000	72.0	[11.959139, 6.1371675]	[102, 124]	[]	[]	[127965654, 127965676]	[]
92_4298	chrX	47563779	47564179	+	1000	72.0	[]	[]	[10.2545595]	[152]	[]	[47564004]
92_4299	chr1	2176008	2176408	+	1000	71.0	[12.000681]	[84]	[6.5485716]	[84]	[2176175]	[2176175]
92_4305	chr1	28391993	28392393	+	1000	71.0	[10.2545595]	[88]	[]	[]	[28392178]	[]
92_4308	chr1	40076849	40077249	+	1000	71.0	[8.109006]	[148]	[]	[]	[40077093]	[]
92_431	chr7	100444407	100444807	+	1000	169.0	[9.113695]	[90]	[12.5632305]	[90]	[100444594]	[100444594]
92_432	chr8	127898799	127899199	+	1000	169.0	[10.899805]	[144]	[]	[]	[127899034]	[]
92_4321	chr10	122980445	122980845	+	1000	71.0	[6.6940527, 15.35756]	[99, 102]	[15.35756]	[102]	[122980643, 122980646]	[122980646]
92_4324	chr11	35579682	35580082	+	1000	71.0	[5.4865494]	[103]	[]	[]	[35579866]	[]
92_4334	chr12	43789982	43790382	+	1000	71.0	[15.729881]	[79]	[10.704721]	[79]	[43790161]	[43790161]
92_4337	chr12	56047061	56047461	+	1000	71.0	[17.21607]	[94]	[8.741374]	[94]	[56047232]	[56047232]
92_4339	chr12	121660006	121660406	+	1000	71.0	[8.699349, 15.35756]	[84, 108]	[8.699349, 15.35756]	[84, 108]	[121660186, 121660210]	[121660186, 121660210]
92_434	chr10	78458999	78459399	+	1000	168.0	[11.236842]	[125]	[8.741374]	[125]	[78459216]	[78459216]
92_4342	chr13	98484853	98485253	+	1000	71.0	[]	[]	[9.896005]	[126]	[]	[98485053]
92_4343	chr14	31937711	31938111	+	1000	71.0	[5.823968]	[106]	[]	[]	[31937907]	[]
92_4344	chr15	42158339	42158739	+	1000	71.0	[]	[]	[6.9855866]	[110]	[]	[42158539]
92_435	chr15	90994497	90994897	+	1000	168.0	[13.303303]	[128]	[13.2645445]	[128]	[90994704]	[90994704]
92_4350	chr16	525542	525942	+	1000	71.0	[6.401708]	[78]	[7.74844]	[118]	[525711]	[525751]
92_4353	chr17	13420879	13421279	+	1000	71.0	[10.599883]	[114]	[12.347575]	[117]	[13421079]	[13421082]
92_4354	chr17	34171223	34171623	+	1000	71.0	[12.5632305]	[112]	[9.113695]	[112]	[34171433]	[34171433]
92_436	chr19	55038300	55038700	+	1000	168.0	[11.005662]	[120]	[]	[]	[55038519]	[]
92_4364	chr19	17249305	17249705	+	1000	71.0	[6.741014]	[154]	[]	[]	[17249550]	[]
92_4365	chr19	28606432	28606832	+	1000	71.0	[6.3683476]	[88]	[]	[]	[28606597]	[]
92_4369	chr19	50607963	50608363	+	1000	71.0	[11.210287]	[108]	[11.210287]	[108]	[50608145]	[50608145]
92_4373	chr2	30511093	30511493	+	1000	71.0	[]	[]	[7.132186]	[143]	[]	[30511332]
92_4376	chr2	65819160	65819560	+	1000	71.0	[]	[]	[7.26324]	[80]	[]	[65819315]
92_4378	chr2	131104390	131104790	+	1000	71.0	[9.519474]	[94]	[]	[]	[131104573]	[]
92_4383	chr20	5654663	5655063	+	1000	71.0	[]	[]	[10.995992]	[81]	[]	[5654833]
92_4386	chr21	45645794	45646194	+	1000	71.0	[]	[]	[6.540124]	[121]	[]	[45646005]
92_4387	chr22	16781440	16781840	+	1000	71.0	[5.252043]	[85]	[]	[]	[16781610]	[]
92_4395	chr3	32145497	32145897	+	1000	71.0	[5.823968, 11.997897]	[69, 106]	[]	[]	[32145665, 32145702]	[]
92_4396	chr3	43736524	43736924	+	1000	71.0	[9.053184]	[134]	[]	[]	[43736746]	[]
92_4398	chr3	50601926	50602326	+	1000	71.0	[13.068796]	[93]	[]	[]	[50602116]	[]
92_4399	chr3	56132185	56132585	+	1000	71.0	[6.3444433]	[151]	[]	[]	[56132427]	[]
92_440	chr6	13992614	13993014	+	1000	168.0	[]	[]	[10.322954]	[57]	[]	[13992770]
92_4406	chr5	5351353	5351753	+	1000	71.0	[]	[]	[8.037496]	[129]	[]	[5351576]
92_441	chr6	16322655	16323055	+	1000	168.0	[13.486869]	[80]	[5.9832387]	[131]	[16322830]	[16322881]
92_4411	chr5	138543024	138543424	+	1000	71.0	[5.30786]	[103]	[13.068796]	[130]	[138543205]	[138543232]
92_4417	chr6	43904624	43905024	+	1000	71.0	[]	[]	[5.6853056]	[108]	[]	[43904825]
92_4423	chr7	20230166	20230566	+	1000	71.0	[]	[]	[12.064107]	[146]	[]	[20230409]
92_4431	chr8	23551332	23551732	+	1000	71.0	[15.35756, 8.699349]	[110, 128]	[15.35756, 8.699349]	[110, 128]	[23551535, 23551553]	[23551535, 23551553]
92_4441	chr1	15788576	15788976	+	1000	70.0	[]	[]	[5.3484163]	[176]	[]	[15788819]
92_4442	chr1	19003341	19003741	+	1000	70.0	[6.6594515]	[111]	[]	[]	[19003536]	[]
92_445	chr1	220300414	220300814	+	1000	167.0	[16.21138, 5.342469, 6.3444433]	[62, 100, 139]	[13.486869]	[107]	[220300576, 220300614, 220300653]	[220300621]
92_4450	chr1	67850644	67851044	+	1000	70.0	[11.558541]	[78]	[]	[]	[67850808]	[]
92_4453	chr1	156505261	156505661	+	1000	70.0	[6.984709]	[98]	[7.964857]	[98]	[156505442]	[156505442]
92_4464	chr10	117762653	117763053	+	1000	70.0	[14.157123]	[95]	[]	[]	[117762832]	[]
92_4466	chr11	2898708	2899108	+	1000	70.0	[10.322954]	[146]	[]	[]	[2898938]	[]
92_447	chr3	33791626	33792026	+	1000	167.0	[7.82934]	[63]	[]	[]	[33791778]	[]
92_4473	chr12	52662204	52662604	+	1000	70.0	[6.076003]	[117]	[6.076003, 6.0547485]	[67, 137]	[52662418]	[52662368, 52662438]
92_4474	chr12	53390587	53390987	+	1000	70.0	[15.35756, 6.912513]	[111, 145]	[15.35756, 5.447921]	[111, 122]	[53390796, 53390830]	[53390796, 53390807]
92_4479	chr14	59361165	59361565	+	1000	70.0	[5.30786]	[87]	[]	[]	[59361351]	[]
92_448	chr3	172129889	172130289	+	1000	167.0	[8.2299385]	[115]	[]	[]	[172130097]	[]
92_4485	chr16	12002332	12002732	+	1000	70.0	[6.614463]	[139]	[7.2142787]	[139]	[12002552]	[12002552]
92_4491	chr17	4143471	4143871	+	1000	70.0	[13.303303]	[112]	[13.2645445]	[112]	[4143671]	[4143671]
92_4495	chr17	68019769	68020169	+	1000	70.0	[5.5148115, 6.305617]	[131, 182]	[10.899805]	[185]	[68019954, 68020005]	[68020008]
92_450	chr6	163585826	163586226	+	1000	167.0	[]	[]	[10.2545595]	[150]	[]	[163586064]
92_4501	chr19	46428741	46429141	+	1000	70.0	[11.210287]	[92]	[11.210287]	[92]	[46428929]	[46428929]
92_4505	chr2	38364180	38364580	+	1000	70.0	[5.915885]	[152]	[]	[]	[38364429]	[]
92_451	chr1	200639942	200640342	+	1000	166.0	[7.5300474]	[117]	[6.4017763]	[120]	[200640154]	[200640157]
92_4515	chr2	131641518	131641918	+	1000	70.0	[]	[]	[10.293317]	[140]	[]	[131641726]
92_452	chr10	23512397	23512797	+	1000	166.0	[12.347575]	[61]	[8.464445]	[71]	[23512558]	[23512568]
92_4522	chr20	47610461	47610861	+	1000	70.0	[6.6940527]	[92]	[]	[]	[47610639]	[]
92_4523	chr21	38839581	38839981	+	1000	70.0	[11.997897]	[93]	[]	[]	[38839750]	[]
92_4529	chr3	10173888	10174288	+	1000	70.0	[9.355973]	[82]	[14.352871]	[82]	[10174059]	[10174059]
92_454	chr13	107942027	107942427	+	1000	166.0	[13.486869]	[66]	[]	[]	[107942184]	[]
92_4547	chr5	174355132	174355532	+	1000	70.0	[10.472951]	[105]	[5.5393353]	[77]	[174355330]	[174355302]
92_4551	chr6	47135696	47136096	+	1000	70.0	[8.80713]	[61]	[]	[]	[47135855]	[]
92_4552	chr6	49888805	49889205	+	1000	70.0	[5.012173]	[166]	[13.059919]	[166]	[49889032]	[49889032]
92_4554	chr6	135094540	135094940	+	1000	70.0	[]	[]	[5.3494015]	[96]	[]	[135094719]
92_4561	chr7	99330532	99330932	+	1000	70.0	[]	[]	[6.166804]	[105]	[]	[99330736]
92_4562	chr7	106345383	106345783	+	1000	70.0	[]	[]	[6.4098377]	[147]	[]	[106345597]
92_4565	chr7	136037014	136037414	+	1000	70.0	[6.305685]	[65]	[]	[]	[136037177]	[]
92_4568	chr8	30743354	30743754	+	1000	70.0	[15.729881, 5.937155]	[105, 121]	[10.704721]	[105]	[30743545, 30743561]	[30743545]
92_4573	chr8	125362733	125363133	+	1000	70.0	[5.905087, 17.21607]	[72, 97]	[8.741374, 9.196115]	[97, 100]	[125362897, 125362922]	[125362922, 125362925]
92_4577	chr9	129330881	129331281	+	1000	70.0	[8.2299385]	[94]	[]	[]	[129331072]	[]
92_4581	chrX	44314185	44314585	+	1000	70.0	[8.398633]	[84]	[8.06698]	[119]	[44314340]	[44314375]
92_4589	chr1	22052478	22052878	+	1000	69.0	[7.47221]	[86]	[7.47221]	[86]	[22052663]	[22052663]
92_4593	chr1	40161100	40161500	+	1000	69.0	[5.9435906]	[78]	[]	[]	[40161277]	[]
92_4597	chr1	91556128	91556528	+	1000	69.0	[4.970148]	[60]	[]	[]	[91556286]	[]
92_4600	chr1	151710206	151710606	+	1000	69.0	[13.2645445]	[131]	[13.303303]	[131]	[151710425]	[151710425]
92_4605	chr1	202063101	202063501	+	1000	69.0	[]	[]	[5.342469]	[86]	[]	[202063271]
92_4612	chr11	66843222	66843622	+	1000	69.0	[9.147153]	[92]	[9.535344]	[92]	[66843395]	[66843395]
92_4618	chr12	24937468	24937868	+	1000	69.0	[6.9708953]	[147]	[6.606409]	[150]	[24937712]	[24937715]
92_4624	chr12	95204444	95204844	+	1000	69.0	[]	[]	[8.2299385]	[231]	[]	[95204678]
92_4628	chr14	93354875	93355275	+	1000	69.0	[15.35756]	[113]	[15.35756]	[113]	[93355086]	[93355086]
92_4631	chr15	41409663	41410063	+	1000	69.0	[9.519474]	[81]	[]	[]	[41409838]	[]
92_4638	chr17	7014668	7015068	+	1000	69.0	[11.62836]	[91]	[11.20141]	[91]	[7014858]	[7014858]
92_4648	chr18	2996151	2996551	+	1000	69.0	[]	[]	[16.21138]	[138]	[]	[2996381]
92_4653	chr19	7373862	7374262	+	1000	69.0	[6.3444433]	[130]	[]	[]	[7374080]	[]
92_4656	chr19	16313017	16313417	+	1000	69.0	[]	[]	[7.764554]	[133]	[]	[16313221]
92_4657	chr19	21625194	21625594	+	1000	69.0	[14.052155, 13.059919]	[100, 129]	[5.012173]	[129]	[21625384, 21625413]	[21625413]
92_4659	chr19	40872232	40872632	+	1000	69.0	[7.0594378, 9.03403]	[77, 135]	[10.470215]	[77]	[40872401, 40872459]	[40872401]
92_4660	chr19	50082302	50082702	+	1000	69.0	[]	[]	[7.35703]	[88]	[]	[50082474]
92_4661	chr19	51395381	51395781	+	1000	69.0	[11.005662]	[96]	[]	[]	[51395568]	[]
92_467	chr10	110221790	110222190	+	1000	165.0	[9.355973]	[69]	[14.352871]	[69]	[110221953]	[110221953]
92_4677	chr22	35211995	35212395	+	1000	69.0	[]	[]	[7.709926]	[113]	[]	[35212192]
92_4681	chr3	13579064	13579464	+	1000	69.0	[11.259249, 8.741374]	[147, 150]	[17.21607]	[150]	[13579305, 13579308]	[13579308]
92_4684	chr3	129461819	129462219	+	1000	69.0	[9.182585]	[82]	[6.648359]	[82]	[129461993]	[129461993]
92_4685	chr3	141737973	141738373	+	1000	69.0	[11.210287]	[103]	[5.3129845, 11.210287]	[93, 103]	[141738173]	[141738163, 141738173]
92_4688	chr4	2536126	2536526	+	1000	69.0	[]	[]	[13.068796]	[121]	[]	[2536342]
92_4689	chr4	38937313	38937713	+	1000	69.0	[10.704721, 7.0255423]	[94, 140]	[15.729881]	[94]	[38937504, 38937550]	[38937504]
92_4692	chr4	83284576	83284976	+	1000	69.0	[9.038966]	[144]	[10.057873]	[144]	[83284794]	[83284794]
92_4694	chr4	128349823	128350223	+	1000	69.0	[10.623671]	[75]	[5.199823]	[75]	[128349990]	[128349990]
92_4696	chr5	14809615	14810015	+	1000	69.0	[5.57746]	[94]	[]	[]	[14809808]	[]
92_4699	chr5	172807171	172807571	+	1000	69.0	[]	[]	[9.907665]	[91]	[]	[172807353]
92_47	chr7	155291035	155291435	+	1000	293.0	[]	[]	[5.342469]	[107]	[]	[155291241]
92_470	chr11	68267354	68267754	+	1000	165.0	[]	[]	[5.543564]	[69]	[]	[68267507]
92_4702	chr6	18242364	18242764	+	1000	69.0	[10.2545595, 6.4098377]	[72, 82]	[6.6940527]	[85]	[18242525, 18242535]	[18242538]
92_4707	chr6	108661408	108661808	+	1000	69.0	[]	[]	[7.507642, 12.48218]	[82, 128]	[]	[108661583, 108661629]
92_4709	chr6	152095158	152095558	+	1000	69.0	[]	[]	[7.8445306]	[152]	[]	[152095396]
92_471	chr16	34572859	34573259	+	1000	165.0	[]	[]	[8.440658, 6.582149]	[88, 134]	[]	[34573043, 34573089]
92_4715	chr7	134362909	134363309	+	1000	69.0	[8.037496]	[122]	[6.166804]	[105]	[134363106]	[134363089]
92_4717	chr8	38891987	38892387	+	1000	69.0	[12.347575]	[107]	[]	[]	[38892157]	[]
92_4718	chr8	91187093	91187493	+	1000	69.0	[5.57746, 9.182585]	[85, 98]	[6.648359]	[98]	[91187265, 91187278]	[91187278]
92_472	chr17	78737349	78737749	+	1000	165.0	[8.109006, 13.675624]	[61, 122]	[6.5616426, 9.553237, 8.611706]	[61, 109, 122]	[78737501, 78737562]	[78737501, 78737549, 78737562]
92_4727	chrX	47619776	47620176	+	1000	69.0	[9.535344]	[160]	[9.147153]	[160]	[47620008]	[47620008]
92_4735	chr1	52574584	52574984	+	1000	68.0	[]	[]	[5.3886166]	[136]	[]	[52574817]
92_4737	chr1	66758211	66758611	+	1000	68.0	[5.25817, 7.74844]	[82, 104]	[8.51173]	[77]	[66758390, 66758412]	[66758385]
92_4740	chr1	112544008	112544408	+	1000	68.0	[12.05523]	[96]	[]	[]	[112544201]	[]
92_4745	chr1	161491400	161491800	+	1000	68.0	[]	[]	[14.725192]	[82]	[]	[161491573]
92_4746	chr1	184031309	184031709	+	1000	68.0	[]	[]	[10.322954]	[65]	[]	[184031466]
92_4751	chr1	228103176	228103576	+	1000	68.0	[11.210287]	[72]	[11.210287]	[72]	[228103344]	[228103344]
92_4753	chr10	21366021	21366421	+	1000	68.0	[6.653221]	[101]	[7.1755204]	[101]	[21366221]	[21366221]
92_4756	chr10	37976514	37976914	+	1000	68.0	[8.699349]	[116]	[8.699349]	[116]	[37976728]	[37976728]
92_4763	chr11	57761586	57761986	+	1000	68.0	[]	[]	[11.393853]	[98]	[]	[57761764]
92_477	chr1	27074169	27074569	+	1000	164.0	[5.7313886]	[96]	[]	[]	[27074363]	[]
92_4770	chr12	24900974	24901374	+	1000	68.0	[7.02068]	[94]	[10.508973]	[94]	[24901168]	[24901168]
92_4780	chr14	22824853	22825253	+	1000	68.0	[11.236842]	[112]	[8.741374]	[112]	[22825064]	[22825064]
92_4781	chr14	65211347	65211747	+	1000	68.0	[12.347575]	[67]	[]	[]	[65211507]	[]
92_4782	chr15	35696678	35697078	+	1000	68.0	[12.632176]	[105]	[]	[]	[35696864]	[]
92_4785	chr16	2047706	2048106	+	1000	68.0	[8.2299385]	[72]	[]	[]	[2047874]	[]
92_4789	chr16	56540212	56540612	+	1000	68.0	[7.47221]	[64]	[7.47221, 9.330719]	[64, 92]	[56540370]	[56540370, 56540398]
92_479	chr16	46401226	46401626	+	1000	164.0	[]	[]	[6.95447, 8.440658]	[93, 116]	[]	[46401419, 46401442]
92_4791	chr16	67311694	67312094	+	1000	68.0	[]	[]	[6.6940527]	[125]	[]	[67311914]
92_4792	chr17	13415994	13416394	+	1000	68.0	[15.161812]	[147]	[6.648359]	[147]	[13416240]	[13416240]
92_4796	chr17	75035108	75035508	+	1000	68.0	[8.699417]	[155]	[13.198336]	[155]	[75035336]	[75035336]
92_4798	chr18	3593865	3594265	+	1000	68.0	[13.486869]	[90]	[]	[]	[3594051]	[]
92_480	chr17	74981847	74982247	+	1000	164.0	[8.650464]	[102]	[13.636866, 7.8445306]	[102, 145]	[74982043]	[74982043, 74982086]
92_4803	chr19	1542658	1543058	+	1000	68.0	[13.2645445]	[109]	[13.303303]	[109]	[1542860]	[1542860]
92_4809	chr2	28711676	28712076	+	1000	68.0	[]	[]	[5.342469]	[147]	[]	[28711909]
92_4813	chr2	102094971	102095371	+	1000	68.0	[]	[]	[5.9146876]	[106]	[]	[102095137]
92_4816	chr2	241965820	241966220	+	1000	68.0	[5.2078648]	[57]	[]	[]	[241965973]	[]
92_4820	chr22	19217874	19218274	+	1000	68.0	[]	[]	[5.3970866]	[151]	[]	[19218125]
92_4824	chr3	4421161	4421561	+	1000	68.0	[]	[]	[6.912513]	[152]	[]	[4421403]
92_4825	chr3	9642705	9643105	+	1000	68.0	[6.5840034]	[105]	[9.113695]	[105]	[9642884]	[9642884]
92_4828	chr3	42635074	42635474	+	1000	68.0	[9.623063]	[104]	[6.4017763]	[107]	[42635267]	[42635270]
92_4829	chr3	81743345	81743745	+	1000	68.0	[]	[]	[5.493584]	[114]	[]	[81743552]
92_483	chr19	32373751	32374151	+	1000	164.0	[5.339686]	[146]	[]	[]	[32373980]	[]
92_4835	chr4	129093429	129093829	+	1000	68.0	[]	[]	[8.464445]	[76]	[]	[129093605]
92_4841	chr5	82357247	82357647	+	1000	68.0	[]	[]	[6.4017763]	[175]	[]	[82357491]
92_4843	chr5	137833466	137833866	+	1000	68.0	[8.699425]	[97]	[9.03403]	[100]	[137833649]	[137833652]
92_4847	chr6	3383483	3383883	+	1000	68.0	[9.204991]	[163]	[]	[]	[3383712]	[]
92_4848	chr6	20534257	20534657	+	1000	68.0	[16.21138]	[73]	[]	[]	[20534412]	[]
92_485	chr5	141658055	141658455	+	1000	164.0	[9.182585]	[136]	[6.648359]	[136]	[141658283]	[141658283]
92_4854	chr6	119311565	119311965	+	1000	68.0	[13.068796]	[80]	[]	[]	[119311740]	[]
92_487	chr8	127899324	127899724	+	1000	164.0	[]	[]	[8.4649105]	[152]	[]	[127899574]
92_4872	chr1	32448748	32449148	+	1000	67.0	[]	[]	[6.986784]	[119]	[]	[32448957]
92_4875	chr1	64949168	64949568	+	1000	67.0	[6.7555423]	[81]	[8.191424]	[151]	[64949333]	[64949403]
92_488	chr1	43522744	43523144	+	1000	163.0	[]	[]	[7.067209]	[70]	[]	[43522912]
92_4880	chr1	167524628	167525028	+	1000	67.0	[]	[]	[12.48218]	[117]	[]	[167524835]
92_4882	chr1	182430656	182431056	+	1000	67.0	[12.670935]	[80]	[]	[]	[182430826]	[]
92_4883	chr1	201461106	201461506	+	1000	67.0	[]	[]	[6.305685]	[119]	[]	[201461317]
92_489	chr11	77474161	77474561	+	1000	163.0	[9.355973, 7.3761187, 13.2645445]	[90, 106, 142]	[14.352871, 13.303303]	[90, 142]	[77474349, 77474365, 77474401]	[77474349, 77474401]
92_4892	chr10	60426352	60426752	+	1000	67.0	[12.347575]	[124]	[5.381711]	[110]	[60426575]	[60426561]
92_4895	chr10	73167898	73168298	+	1000	67.0	[]	[]	[7.346482]	[72]	[]	[73168061]
92_4900	chr11	64331684	64332084	+	1000	67.0	[12.000681]	[117]	[6.5485716]	[117]	[64331855]	[64331855]
92_4902	chr11	75468717	75469117	+	1000	67.0	[6.6871166]	[114]	[7.8445306, 15.123054]	[84, 114]	[75468919]	[75468889, 75468919]
92_4904	chr12	51905664	51906064	+	1000	67.0	[9.907665]	[168]	[]	[]	[51905914]	[]
92_4906	chr12	123033611	123034011	+	1000	67.0	[9.113695]	[102]	[12.5632305]	[102]	[123033791]	[123033791]
92_4909	chr13	45235994	45236394	+	1000	67.0	[]	[]	[7.460153]	[56]	[]	[45236150]
92_4910	chr13	110471786	110472186	+	1000	67.0	[9.414506, 9.113695]	[129, 175]	[7.0255423, 12.5632305]	[167, 175]	[110471976, 110472022]	[110472014, 110472022]
92_4911	chr15	52013341	52013741	+	1000	67.0	[8.06698]	[78]	[]	[]	[52013504]	[]
92_4915	chr15	92848785	92849185	+	1000	67.0	[15.729881]	[96]	[10.704721]	[96]	[92848981]	[92848981]
92_4916	chr15	95684790	95685190	+	1000	67.0	[]	[]	[11.558541]	[102]	[]	[95684984]
92_4929	chr17	39018813	39019213	+	1000	67.0	[]	[]	[10.861387]	[71]	[]	[39018979]
92_493	chr15	56040486	56040886	+	1000	163.0	[9.896005]	[130]	[6.8748045, 12.670935]	[76, 116]	[56040707]	[56040653, 56040693]
92_4936	chr17	81119641	81120041	+	1000	67.0	[15.161812]	[108]	[6.648359]	[108]	[81119845]	[81119845]
92_4937	chr17	81926764	81927164	+	1000	67.0	[6.5574484]	[97]	[11.582608]	[97]	[81926952]	[81926952]
92_4938	chr17	82297298	82297698	+	1000	67.0	[7.3761187]	[157]	[]	[]	[82297533]	[]
92_494	chr15	96273653	96274053	+	1000	163.0	[]	[]	[10.430194]	[64]	[]	[96273815]
92_4940	chr19	1075456	1075856	+	1000	67.0	[10.10063]	[118]	[]	[]	[1075670]	[]
92_4965	chr3	196022498	196022898	+	1000	67.0	[]	[]	[7.0255423]	[110]	[]	[196022698]
92_4970	chr4	78764689	78765089	+	1000	67.0	[]	[]	[6.256732, 8.191424]	[105, 120]	[]	[78764894, 78764909]
92_4974	chr5	159539699	159540099	+	1000	67.0	[6.9208927]	[98]	[7.3478417, 5.5354342]	[98, 122]	[159539887]	[159539887, 159539911]
92_4975	chr5	173766384	173766784	+	1000	67.0	[17.21607]	[117]	[8.741374]	[117]	[173766598]	[173766598]
92_4977	chr6	3913034	3913434	+	1000	67.0	[]	[]	[8.06698]	[90]	[]	[3913199]
92_4978	chr6	15569264	15569664	+	1000	67.0	[8.650464]	[54]	[13.636866]	[54]	[15569418]	[15569418]
92_4979	chr6	28264823	28265223	+	1000	67.0	[6.694121]	[108]	[6.4187145]	[111]	[28265024]	[28265027]
92_4990	chr7	67226330	67226730	+	1000	67.0	[5.2078648, 15.123054]	[72, 94]	[6.6871166]	[94]	[67226499, 67226521]	[67226521]
92_4992	chr7	76108491	76108891	+	1000	67.0	[9.553168]	[125]	[]	[]	[76108711]	[]
92_4995	chr7	100450683	100451083	+	1000	67.0	[9.147153]	[122]	[9.535344]	[122]	[100450881]	[100450881]
92_500	chr11	117946839	117947239	+	1000	162.0	[11.236842]	[60]	[8.741374]	[60]	[117946995]	[117946995]
92_5000	chr7	138030672	138031072	+	1000	67.0	[10.430194, 6.6451674]	[115, 139]	[]	[]	[138030881, 138030905]	[]
92_5002	chr7	140165418	140165818	+	1000	67.0	[12.347575]	[79]	[]	[]	[140165587]	[]
92_5004	chr8	81858745	81859145	+	1000	67.0	[8.4649105]	[58]	[]	[]	[81858902]	[]
92_5011	chrX	153971689	153972089	+	1000	67.0	[11.210287]	[100]	[11.210287]	[100]	[153971882]	[153971882]
92_5014	chr1	12218476	12218876	+	1000	66.0	[5.2078648]	[119]	[11.997897]	[51]	[12218695]	[12218627]
