#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_6713	chr8	140341778	140342178	+	1000	188.0	[12.754859]	[99]	[]	[]	[140341973]	[]
203_67133	chr6	47481281	47481681	+	577	24.0	[]	[]	[8.52607]	[164]	[]	[47481485]
203_67134	chr6	52619989	52620389	+	543	24.0	[8.332749]	[136]	[]	[]	[52620185]	[]
203_67138	chr6	75496270	75496670	+	554	24.0	[8.643063]	[140]	[]	[]	[75496444]	[]
203_67139	chr6	89281756	89282156	+	543	24.0	[9.166563]	[83]	[]	[]	[89281925]	[]
203_6714	chr9	124322720	124323120	+	1000	188.0	[12.754859]	[81]	[]	[]	[124322892]	[]
203_67142	chr6	91052848	91053248	+	566	24.0	[7.8923073]	[99]	[]	[]	[91053025]	[]
203_67143	chr6	109295475	109295875	+	574	24.0	[7.5855]	[207]	[]	[]	[109295718]	[]
203_6715	chr9	131627531	131627931	+	1000	188.0	[]	[]	[8.235647]	[132]	[]	[131627763]
203_67150	chr6	139529270	139529670	+	568	24.0	[8.235647]	[169]	[]	[]	[139529441]	[]
203_67154	chr6	153000792	153001192	+	562	24.0	[8.332749]	[139]	[]	[]	[153000959]	[]
203_6716	chr1	31471535	31471935	+	1000	187.0	[]	[]	[12.754859, 12.754859, 12.754859]	[60, 88, 117]	[]	[31471692, 31471720, 31471749]
203_67162	chr6	167872560	167872960	+	563	24.0	[]	[]	[7.5073967]	[132]	[]	[167872782]
203_67167	chr7	12985304	12985704	+	545	24.0	[12.754859]	[204]	[]	[]	[12985535]	[]
203_67174	chr7	76626982	76627382	+	577	24.0	[8.801346]	[137]	[]	[]	[76627219]	[]
203_67180	chr7	101101169	101101569	+	557	24.0	[8.498569]	[187]	[]	[]	[101101384]	[]
203_67182	chr7	105020280	105020680	+	563	24.0	[]	[]	[9.166563]	[80]	[]	[105020452]
203_67183	chr7	106064927	106065327	+	541	24.0	[]	[]	[8.498569]	[169]	[]	[106065168]
203_67190	chr7	129421831	129422231	+	553	24.0	[]	[]	[7.5855]	[169]	[]	[129422063]
203_67193	chr7	130101550	130101950	+	556	24.0	[8.52607]	[58]	[]	[]	[130101708]	[]
203_67194	chr7	130907406	130907806	+	554	24.0	[8.498569]	[111]	[]	[]	[130907616]	[]
203_67201	chr7	151491844	151492244	+	545	24.0	[8.332749]	[160]	[]	[]	[151492066]	[]
203_67203	chr7	152469329	152469729	+	562	24.0	[8.272243]	[137]	[]	[]	[152469515]	[]
203_67206	chr8	28704178	28704578	+	547	24.0	[8.643063]	[205]	[8.643063]	[204]	[28704420]	[28704419]
203_67208	chr8	41466999	41467399	+	544	24.0	[8.643063]	[153]	[]	[]	[41467220]	[]
203_67209	chr8	52596185	52596585	+	570	24.0	[8.498569]	[138]	[]	[]	[52596411]	[]
203_67210	chr8	55102826	55103226	+	557	24.0	[8.643063]	[132]	[]	[]	[55103037]	[]
203_67211	chr8	122638873	122639273	+	559	24.0	[]	[]	[8.498569]	[163]	[]	[122639097]
203_67218	chr9	33466626	33467026	+	563	24.0	[8.801346]	[167]	[]	[]	[33466806]	[]
203_6722	chr1	235074306	235074706	+	1000	187.0	[]	[]	[12.754859]	[156]	[]	[235074546]
203_67220	chr9	38007833	38008233	+	542	24.0	[7.5855]	[231]	[]	[]	[38008077]	[]
203_67223	chr9	72292997	72293397	+	559	24.0	[]	[]	[7.8923073]	[159]	[]	[72293239]
203_67224	chr9	94985657	94986057	+	553	24.0	[8.272243]	[136]	[]	[]	[94985891]	[]
203_67227	chr9	97166489	97166889	+	543	24.0	[]	[]	[8.272243]	[144]	[]	[97166714]
203_67235	chr9	129419379	129419779	+	560	24.0	[]	[]	[8.52607]	[116]	[]	[129419595]
203_67236	chr9	135504667	135505067	+	568	24.0	[8.643063]	[79]	[]	[]	[135504819]	[]
203_67237	chr9	135945855	135946255	+	550	24.0	[12.754859]	[151]	[]	[]	[135946092]	[]
203_67240	chr9	137222854	137223254	+	546	24.0	[8.272243, 12.754859]	[79, 140]	[]	[]	[137223014, 137223075]	[]
203_67248	chrX	103119694	103120094	+	545	24.0	[]	[]	[8.52607]	[73]	[]	[103119858]
203_67252	chrX	155888106	155888506	+	554	24.0	[12.754859]	[144]	[]	[]	[155888294]	[]
203_67256	chr10	21798341	21798741	+	544	23.0	[]	[]	[8.386223]	[138]	[]	[21798543]
203_67257	chr11	7571526	7571926	+	543	23.0	[]	[]	[8.52607, 8.386223]	[88, 122]	[]	[7571703, 7571737]
203_67259	chr19	17576642	17577042	+	543	23.0	[]	[]	[7.5073967]	[117]	[]	[17576805]
203_67264	chr6	42505859	42506259	+	548	23.0	[8.272243]	[199]	[]	[]	[42506093]	[]
203_67268	chrX	16869284	16869684	+	540	23.0	[8.52607]	[170]	[]	[]	[16869491]	[]
203_6728	chr10	119520343	119520743	+	1000	187.0	[7.5855]	[59]	[]	[]	[119520499]	[]
203_6732	chr13	44368950	44369350	+	1000	187.0	[8.52607]	[109]	[]	[]	[44369147]	[]
203_6735	chr14	103360568	103360968	+	1000	187.0	[8.235647]	[109]	[]	[]	[103360771]	[]
203_6737	chr15	96162383	96162783	+	1000	187.0	[]	[]	[8.643063]	[118]	[]	[96162600]
203_6738	chr15	96290679	96291079	+	1000	187.0	[]	[]	[8.332749]	[99]	[]	[96290866]
203_6739	chr16	18989005	18989405	+	1000	187.0	[]	[]	[7.8923073]	[147]	[]	[18989238]
203_674	chr8	142934442	142934842	+	1000	577.0	[8.643063]	[52]	[]	[]	[142934593]	[]
203_6750	chr5	54786210	54786610	+	1000	187.0	[]	[]	[8.643063, 8.498569]	[95, 118]	[]	[54786397, 54786420]
203_6751	chr5	55997753	55998153	+	1000	187.0	[7.5855]	[136]	[]	[]	[55997976]	[]
203_6752	chr5	159393972	159394372	+	1000	187.0	[8.272243]	[95]	[]	[]	[159394160]	[]
203_6753	chr5	172144319	172144719	+	1000	187.0	[8.643063]	[94]	[]	[]	[172144513]	[]
203_676	chr3	156460228	156460628	+	1000	576.0	[8.235647, 8.332749]	[66, 119]	[]	[]	[156460394, 156460447]	[]
203_6760	chr7	157404933	157405333	+	1000	187.0	[9.540733]	[87]	[7.5855]	[151]	[157405104]	[157405168]
203_6764	chr9	38170923	38171323	+	1000	187.0	[]	[]	[12.754859, 12.754859]	[85, 114]	[]	[38171106, 38171135]
203_677	chr8	49110333	49110733	+	1000	576.0	[8.643063]	[140]	[]	[]	[49110573]	[]
203_6773	chr10	5987664	5988064	+	1000	186.0	[]	[]	[9.166563]	[132]	[]	[5987886]
203_6777	chr13	20993545	20993945	+	1000	186.0	[8.272243]	[88]	[]	[]	[20993730]	[]
203_6778	chr14	64280140	64280540	+	1000	186.0	[]	[]	[8.386223]	[137]	[]	[64280373]
203_6779	chr16	27470769	27471169	+	1000	186.0	[8.386223]	[145]	[]	[]	[27471001]	[]
203_6781	chr17	66348553	66348953	+	1000	186.0	[]	[]	[7.5073967, 8.643063]	[106, 131]	[]	[66348758, 66348783]
203_6782	chr2	8347031	8347431	+	1000	186.0	[]	[]	[8.498569]	[96]	[]	[8347218]
203_6783	chr2	70085171	70085571	+	1000	186.0	[]	[]	[8.52607]	[105]	[]	[70085372]
203_6784	chr2	100921589	100921989	+	1000	186.0	[]	[]	[8.235647]	[118]	[]	[100921798]
203_6786	chr21	44852937	44853337	+	1000	186.0	[]	[]	[8.52607]	[115]	[]	[44853142]
203_679	chr12	113932839	113933239	+	1000	575.0	[]	[]	[8.332749]	[150]	[]	[113933085]
203_6790	chr3	20890065	20890465	+	1000	186.0	[]	[]	[8.643063]	[80]	[]	[20890236]
203_6792	chr4	6355080	6355480	+	1000	186.0	[]	[]	[8.643063]	[108]	[]	[6355286]
203_6796	chr4	94407058	94407458	+	1000	186.0	[8.643063]	[115]	[8.643063]	[114]	[94407270]	[94407269]
203_68	chr3	143085014	143085414	+	1000	795.0	[]	[]	[8.498569]	[54]	[]	[143085168]
203_6809	chrX	77938064	77938464	+	1000	186.0	[8.386223]	[135]	[]	[]	[77938292]	[]
203_6813	chr11	126159852	126160252	+	1000	185.0	[7.8923073]	[86]	[]	[]	[126160037]	[]
203_6819	chr16	9135766	9136166	+	1000	185.0	[]	[]	[8.52607]	[150]	[]	[9136006]
203_682	chr19	38122743	38123143	+	1000	575.0	[8.235647, 8.272243]	[109, 155]	[]	[]	[38122947, 38122993]	[]
203_6823	chr2	197969363	197969763	+	1000	185.0	[8.332749]	[91]	[]	[]	[197969533]	[]
203_6825	chr20	31670685	31671085	+	1000	185.0	[]	[]	[8.801346]	[111]	[]	[31670861]
203_6828	chr22	30675451	30675851	+	1000	185.0	[]	[]	[8.52607]	[68]	[]	[30675614]
203_6830	chr3	72280922	72281322	+	1000	185.0	[7.8880606]	[75]	[7.5855]	[57]	[72281095]	[72281077]
203_6837	chr6	31777086	31777486	+	1000	185.0	[]	[]	[8.332749]	[133]	[]	[31777319]
203_6842	chr7	121047027	121047427	+	1000	185.0	[8.643063]	[63]	[]	[]	[121047190]	[]
203_6844	chr8	105575192	105575592	+	1000	185.0	[]	[]	[7.8923073]	[99]	[]	[105575383]
203_685	chr21	29649351	29649751	+	1000	575.0	[8.643063]	[102]	[]	[]	[29649550]	[]
203_6864	chr14	75832893	75833293	+	1000	184.0	[]	[]	[8.272243]	[81]	[]	[75833066]
203_6866	chr15	42025361	42025761	+	1000	184.0	[]	[]	[8.801346]	[161]	[]	[42025595]
203_6867	chr15	58014068	58014468	+	1000	184.0	[]	[]	[8.52607]	[148]	[]	[58014316]
203_6868	chr16	23952420	23952820	+	1000	184.0	[8.498569]	[102]	[]	[]	[23952613]	[]
203_687	chr6	26297038	26297438	+	1000	575.0	[]	[]	[8.643063]	[104]	[]	[26297232]
203_6871	chr19	10839159	10839559	+	1000	184.0	[8.643063, 9.540733]	[59, 75]	[8.643063]	[58]	[10839311, 10839327]	[10839310]
203_6873	chr2	193199285	193199685	+	1000	184.0	[]	[]	[7.8923073]	[55]	[]	[193199439]
203_6879	chr5	65488283	65488683	+	1000	184.0	[8.643063]	[85]	[]	[]	[65488457]	[]
203_6883	chr6	30516388	30516788	+	1000	184.0	[7.5855]	[99]	[]	[]	[30516582]	[]
203_6884	chr6	72703152	72703552	+	1000	184.0	[8.332749]	[81]	[]	[]	[72703329]	[]
203_6886	chr6	130993463	130993863	+	1000	184.0	[8.679044]	[119]	[]	[]	[130993675]	[]
203_6896	chr10	75138124	75138524	+	1000	183.0	[]	[]	[8.643063]	[136]	[]	[75138348]
203_690	chr1	201153738	201154138	+	1000	574.0	[8.272243]	[120]	[]	[]	[201153957]	[]
203_6902	chr12	716525	716925	+	1000	183.0	[8.643063]	[91]	[8.643063]	[90]	[716711]	[716710]
203_6903	chr12	107914450	107914850	+	1000	183.0	[]	[]	[8.235647]	[83]	[]	[107914630]
203_691	chr2	173891324	173891724	+	1000	574.0	[8.235647]	[127]	[8.52607]	[73]	[173891548]	[173891494]
203_6910	chr18	59918391	59918791	+	1000	183.0	[]	[]	[8.643063]	[146]	[]	[59918628]
203_6913	chr2	102654073	102654473	+	1000	183.0	[]	[]	[12.754859]	[90]	[]	[102654259]
203_6914	chr2	171022041	171022441	+	1000	183.0	[]	[]	[7.8923073]	[101]	[]	[171022242]
203_6915	chr2	215619022	215619422	+	1000	183.0	[]	[]	[7.8923073]	[119]	[]	[215619231]
203_6918	chr20	58373979	58374379	+	1000	183.0	[]	[]	[8.643063]	[155]	[]	[58374222]
203_6921	chr3	110521000	110521400	+	1000	183.0	[8.498569]	[64]	[]	[]	[110521161]	[]
203_6923	chr3	186908969	186909369	+	1000	183.0	[8.643063]	[80]	[]	[]	[186909135]	[]
203_693	chr3	141805165	141805565	+	1000	574.0	[]	[]	[8.272243]	[110]	[]	[141805371]
203_6932	chr7	151272969	151273369	+	1000	183.0	[]	[]	[8.498569]	[64]	[]	[151273128]
203_6933	chr8	109362960	109363360	+	1000	183.0	[8.643063]	[59]	[8.643063]	[58]	[109363115]	[109363114]
203_6934	chr9	100076249	100076649	+	1000	183.0	[8.643063]	[134]	[]	[]	[100076481]	[]
203_6937	chrX	136898739	136899139	+	1000	183.0	[8.52607]	[102]	[]	[]	[136898940]	[]
203_6938	chr1	16613250	16613650	+	1000	182.0	[8.386223]	[194]	[]	[]	[16613497]	[]
203_6940	chr1	39269789	39270189	+	1000	182.0	[]	[]	[7.8923073]	[135]	[]	[39270020]
203_6942	chr1	99503388	99503788	+	1000	182.0	[]	[]	[8.679044]	[89]	[]	[99503577]
203_6943	chr1	99943495	99943895	+	1000	182.0	[7.5073967]	[68]	[8.235647]	[98]	[99943647]	[99943677]
203_6946	chr1	186122815	186123215	+	1000	182.0	[]	[]	[8.235647]	[118]	[]	[186123025]
203_6949	chr11	78207944	78208344	+	1000	182.0	[7.5073967]	[63]	[]	[]	[78208105]	[]
203_695	chr11	71995612	71996012	+	1000	573.0	[]	[]	[7.5855]	[128]	[]	[71995837]
203_6951	chr15	44393583	44393983	+	1000	182.0	[]	[]	[8.52607]	[153]	[]	[44393831]
203_6954	chr18	59958000	59958400	+	1000	182.0	[]	[]	[12.754859]	[137]	[]	[59958224]
203_6956	chr19	49149080	49149480	+	1000	182.0	[8.332749]	[77]	[]	[]	[49149241]	[]
203_6959	chr2	55120587	55120987	+	1000	182.0	[]	[]	[8.643063]	[104]	[]	[55120785]
203_696	chr16	142986	143386	+	1000	573.0	[8.235647]	[130]	[]	[]	[143209]	[]
203_6966	chr5	88884496	88884896	+	1000	182.0	[8.643063]	[121]	[]	[]	[88884717]	[]
203_6967	chr5	108212768	108213168	+	1000	182.0	[]	[]	[8.272243]	[69]	[]	[108212928]
203_6969	chr6	7693822	7694222	+	1000	182.0	[]	[]	[7.5855]	[131]	[]	[7694053]
203_697	chr16	21261477	21261877	+	1000	573.0	[]	[]	[7.5855]	[126]	[]	[21261698]
203_6974	chr7	391984	392384	+	1000	182.0	[8.643063]	[99]	[]	[]	[392180]	[]
203_6978	chr8	109642959	109643359	+	1000	182.0	[8.332749]	[135]	[]	[]	[109643180]	[]
203_6983	chr1	212261476	212261876	+	1000	181.0	[8.332749]	[83]	[]	[]	[212261658]	[]
203_6984	chr1	228340962	228341362	+	1000	181.0	[8.272243]	[135]	[]	[]	[228341179]	[]
203_6985	chr11	12578089	12578489	+	1000	181.0	[]	[]	[7.8880606]	[117]	[]	[12578292]
203_6987	chr11	65023486	65023886	+	1000	181.0	[]	[]	[8.272243]	[104]	[]	[65023687]
203_6988	chr11	70483064	70483464	+	1000	181.0	[7.8880606]	[88]	[]	[]	[70483244]	[]
203_699	chr12	121649876	121650276	+	1000	572.0	[]	[]	[8.272243]	[122]	[]	[121650092]
203_6994	chr16	579103	579503	+	1000	181.0	[]	[]	[8.643063, 9.540733]	[87, 140]	[]	[579286, 579339]
203_6997	chr18	62485585	62485985	+	1000	181.0	[]	[]	[12.754859]	[58]	[]	[62485737]
203_6999	chr19	55443826	55444226	+	1000	181.0	[8.643063]	[82]	[]	[]	[55444001]	[]
203_700	chr18	22093961	22094361	+	1000	572.0	[]	[]	[7.5855]	[86]	[]	[22094140]
203_7002	chr2	124027205	124027605	+	1000	181.0	[8.643063]	[77]	[]	[]	[124027382]	[]
203_7005	chr22	20469183	20469583	+	1000	181.0	[]	[]	[12.754859]	[131]	[]	[20469396]
203_7009	chr3	128483118	128483518	+	1000	181.0	[]	[]	[8.235647]	[113]	[]	[128483324]
203_7012	chr4	1415581	1415981	+	1000	181.0	[]	[]	[8.235647]	[74]	[]	[1415747]
203_7015	chr5	126998059	126998459	+	1000	181.0	[8.235647]	[114]	[]	[]	[126998271]	[]
203_7017	chr7	55554048	55554448	+	1000	181.0	[8.272243]	[95]	[7.8923073]	[142]	[55554241]	[55554288]
203_7019	chr8	6570367	6570767	+	1000	181.0	[]	[]	[8.643063]	[121]	[]	[6570583]
203_702	chr2	54589540	54589940	+	1000	572.0	[8.643063]	[132]	[]	[]	[54589769]	[]
203_7020	chr9	120877379	120877779	+	1000	181.0	[8.679044]	[133]	[]	[]	[120877607]	[]
203_7021	chrX	49921089	49921489	+	1000	181.0	[]	[]	[8.272243]	[100]	[]	[49921281]
203_7024	chr1	10045674	10046074	+	1000	180.0	[8.643063]	[152]	[8.498569, 8.643063]	[61, 151]	[10045925]	[10045834, 10045924]
203_7025	chr1	20197501	20197901	+	1000	180.0	[]	[]	[8.643063]	[91]	[]	[20197681]
203_7030	chr10	49173118	49173518	+	1000	180.0	[8.235647]	[65]	[]	[]	[49173278]	[]
203_7038	chr17	49191775	49192175	+	1000	180.0	[8.272243]	[70]	[8.498569]	[99]	[49191942]	[49191971]
203_7040	chr18	79258398	79258798	+	1000	180.0	[]	[]	[8.272243]	[94]	[]	[79258581]
203_7041	chr2	15302157	15302557	+	1000	180.0	[]	[]	[8.643063]	[124]	[]	[15302376]
203_7045	chr3	39353503	39353903	+	1000	180.0	[8.643063]	[118]	[8.643063]	[117]	[39353712]	[39353711]
203_7048	chr4	150572601	150573001	+	1000	180.0	[7.8880606]	[153]	[]	[]	[150572831]	[]
203_7050	chr7	10940452	10940852	+	1000	180.0	[8.643063]	[123]	[7.8923073, 8.643063]	[71, 122]	[10940667]	[10940615, 10940666]
203_7054	chr8	48873649	48874049	+	1000	180.0	[8.386223]	[94]	[]	[]	[48873840]	[]
203_706	chr2	139864791	139865191	+	1000	571.0	[8.643063]	[122]	[]	[]	[139865008]	[]
203_707	chr4	40290738	40291138	+	1000	571.0	[]	[]	[8.643063]	[69]	[]	[40290900]
203_7070	chr11	30364162	30364562	+	1000	179.0	[7.5073967]	[85]	[]	[]	[30364345]	[]
203_7072	chr11	119319663	119320063	+	1000	179.0	[8.643063]	[92]	[8.643063]	[91]	[119319854]	[119319853]
203_7078	chr14	35365635	35366035	+	1000	179.0	[7.8923073]	[67]	[]	[]	[35365796]	[]
203_7079	chr15	28914698	28915098	+	1000	179.0	[]	[]	[8.52607, 8.498569]	[109, 117]	[]	[28914903, 28914911]
203_7084	chr16	85302284	85302684	+	1000	179.0	[]	[]	[8.801346]	[156]	[]	[85302534]
203_7086	chr17	57554447	57554847	+	1000	179.0	[7.5855]	[139]	[]	[]	[57554681]	[]
203_7093	chr19	39846904	39847304	+	1000	179.0	[]	[]	[8.235647]	[91]	[]	[39847091]
203_7096	chr2	21228504	21228904	+	1000	179.0	[8.643063]	[128]	[8.643063]	[127]	[21228724]	[21228723]
203_7097	chr2	47179344	47179744	+	1000	179.0	[]	[]	[7.8923073]	[66]	[]	[47179503]
203_7099	chr2	62177628	62178028	+	1000	179.0	[]	[]	[7.5855]	[64]	[]	[62177792]
203_710	chrX	44314258	44314658	+	1000	571.0	[8.643063]	[110]	[]	[]	[44314461]	[]
203_7101	chr2	169840084	169840484	+	1000	179.0	[8.332749]	[86]	[]	[]	[169840247]	[]
203_711	chr15	40826108	40826508	+	1000	570.0	[12.754859]	[66]	[]	[]	[40826274]	[]
203_7119	chr7	22317661	22318061	+	1000	179.0	[]	[]	[8.272243]	[76]	[]	[22317837]
203_712	chr16	75043076	75043476	+	1000	570.0	[8.52607]	[94]	[]	[]	[75043264]	[]
203_7124	chr8	126289789	126290189	+	1000	179.0	[7.5855]	[123]	[]	[]	[126290010]	[]
203_713	chr19	29893659	29894059	+	1000	570.0	[9.540733]	[93]	[]	[]	[29893851]	[]
203_7131	chr1	1758784	1759184	+	1000	178.0	[]	[]	[12.754859]	[122]	[]	[1759006]
203_7132	chr1	64898365	64898765	+	1000	178.0	[]	[]	[8.235647]	[139]	[]	[64898585]
203_7134	chr1	119859622	119860022	+	1000	178.0	[]	[]	[8.643063]	[149]	[]	[119859864]
203_7138	chr10	25766711	25767111	+	1000	178.0	[8.52607]	[138]	[]	[]	[25766940]	[]
203_714	chr2	157261314	157261714	+	1000	570.0	[]	[]	[8.498569]	[92]	[]	[157261503]
203_7143	chr13	113419761	113420161	+	1000	178.0	[]	[]	[12.754859]	[109]	[]	[113419964]
203_7147	chr15	63341908	63342308	+	1000	178.0	[8.643063]	[93]	[8.643063]	[92]	[63342095]	[63342094]
203_7163	chr5	39117372	39117772	+	1000	178.0	[8.332749]	[143]	[]	[]	[39117597]	[]
203_7167	chr6	3212693	3213093	+	1000	178.0	[]	[]	[8.643063]	[136]	[]	[3212927]
203_7168	chr6	13702785	13703185	+	1000	178.0	[]	[]	[7.5855]	[127]	[]	[13703012]
203_7177	chr7	158856334	158856734	+	1000	178.0	[]	[]	[8.272243, 8.801346]	[108, 134]	[]	[158856521, 158856547]
203_7190	chr12	31896640	31897040	+	1000	177.0	[8.272243]	[78]	[]	[]	[31896809]	[]
203_7192	chr14	71461595	71461995	+	1000	177.0	[]	[]	[8.643063]	[109]	[]	[71461803]
203_7194	chr16	85199915	85200315	+	1000	177.0	[9.166563, 7.5855]	[113, 148]	[]	[]	[85200115, 85200150]	[]
203_7195	chr17	27491902	27492302	+	1000	177.0	[]	[]	[8.332749]	[116]	[]	[27492117]
203_72	chr11	95153374	95153774	+	1000	789.0	[8.235647]	[66]	[8.498569]	[97]	[95153538]	[95153569]
203_720	chr12	32031067	32031467	+	1000	569.0	[8.643063]	[139]	[]	[]	[32031300]	[]
203_7203	chr21	42467246	42467646	+	1000	177.0	[]	[]	[8.643063]	[111]	[]	[42467447]
203_7206	chr3	169939324	169939724	+	1000	177.0	[]	[]	[7.5073967]	[99]	[]	[169939504]
203_7208	chr4	77905863	77906263	+	1000	177.0	[]	[]	[8.332749]	[107]	[]	[77906065]
203_7210	chr6	119035447	119035847	+	1000	177.0	[8.272243, 8.235647]	[105, 118]	[]	[]	[119035648, 119035661]	[]
203_7211	chr6	163572535	163572935	+	1000	177.0	[7.5855]	[83]	[]	[]	[163572712]	[]
203_7212	chr7	1423146	1423546	+	1000	177.0	[8.272243]	[73]	[]	[]	[1423313]	[]
203_7214	chr7	131336007	131336407	+	1000	177.0	[12.754859]	[182]	[]	[]	[131336252]	[]
203_7226	chr1	44801819	44802219	+	1000	176.0	[]	[]	[8.498569]	[151]	[]	[44802067]
203_7227	chr1	78084658	78085058	+	1000	176.0	[8.235647]	[118]	[]	[]	[78084874]	[]
203_7228	chr1	119840750	119841150	+	1000	176.0	[]	[]	[12.754859]	[75]	[]	[119840907]
203_7229	chr1	202166036	202166436	+	1000	176.0	[]	[]	[8.272243]	[143]	[]	[202166279]
203_7233	chr10	70321945	70322345	+	1000	176.0	[7.5855, 7.5855]	[95, 113]	[]	[]	[70322135, 70322153]	[]
203_7234	chr10	96831692	96832092	+	1000	176.0	[]	[]	[7.5073967]	[123]	[]	[96831904]
203_7235	chr10	98006182	98006582	+	1000	176.0	[12.754859]	[92]	[]	[]	[98006372]	[]
203_7240	chr14	76768372	76768772	+	1000	176.0	[]	[]	[8.332749]	[58]	[]	[76768526]
203_7242	chr17	5942745	5943145	+	1000	176.0	[]	[]	[12.754859]	[69]	[]	[5942904]
203_7245	chr19	32373686	32374086	+	1000	176.0	[]	[]	[7.5073967]	[98]	[]	[32373862]
203_7246	chr19	38664791	38665191	+	1000	176.0	[12.754859]	[87]	[]	[]	[38664975]	[]
203_7248	chr2	225456621	225457021	+	1000	176.0	[8.643063]	[62]	[8.643063]	[61]	[225456782]	[225456781]
203_725	chr1	230127051	230127451	+	1000	567.0	[8.801346, 8.332749]	[55, 85]	[]	[]	[230127205, 230127235]	[]
203_7251	chr22	23145209	23145609	+	1000	176.0	[]	[]	[8.679044, 7.8923073]	[80, 162]	[]	[23145375, 23145457]
203_7254	chr4	39558208	39558608	+	1000	176.0	[8.643063, 8.643063]	[91, 100]	[8.643063]	[99]	[39558399, 39558408]	[39558407]
203_7255	chr4	54588346	54588746	+	1000	176.0	[8.498569]	[72]	[]	[]	[54588515]	[]
203_7258	chr6	25991861	25992261	+	1000	176.0	[]	[]	[8.643063]	[73]	[]	[25992026]
203_7261	chr6	166842569	166842969	+	1000	176.0	[]	[]	[8.498569]	[151]	[]	[166842820]
203_7267	chr1	59278787	59279187	+	1000	175.0	[8.643063]	[88]	[]	[]	[59278967]	[]
203_7268	chr1	211800950	211801350	+	1000	175.0	[]	[]	[8.235647]	[93]	[]	[211801127]
203_7273	chr10	27503780	27504180	+	1000	175.0	[8.643063]	[120]	[8.643063, 8.643063]	[106, 119]	[27503996]	[27503982, 27503995]
203_7275	chr10	69334218	69334618	+	1000	175.0	[]	[]	[12.754859]	[58]	[]	[69334375]
203_728	chr3	173007135	173007535	+	1000	567.0	[]	[]	[8.52607, 8.643063]	[103, 132]	[]	[173007337, 173007366]
203_7280	chr16	8868252	8868652	+	1000	175.0	[8.332749]	[152]	[]	[]	[8868498]	[]
203_7285	chr18	47999742	48000142	+	1000	175.0	[8.332749]	[65]	[]	[]	[47999893]	[]
203_7287	chr19	50264494	50264894	+	1000	175.0	[]	[]	[8.235647]	[76]	[]	[50264669]
203_7288	chr2	28508428	28508828	+	1000	175.0	[7.8923073]	[116]	[]	[]	[28508626]	[]
203_7291	chr20	25310291	25310691	+	1000	175.0	[]	[]	[7.5073967]	[125]	[]	[25310510]
203_7292	chr20	34872772	34873172	+	1000	175.0	[]	[]	[8.643063, 8.52607]	[116, 127]	[]	[34872987, 34872998]
203_7294	chr20	57412674	57413074	+	1000	175.0	[]	[]	[8.643063]	[130]	[]	[57412900]
203_7297	chr3	151504613	151505013	+	1000	175.0	[]	[]	[8.643063]	[111]	[]	[151504821]
203_7299	chr4	13496608	13497008	+	1000	175.0	[8.332749]	[88]	[]	[]	[13496786]	[]
203_730	chrX	135914418	135914818	+	1000	567.0	[]	[]	[12.754859]	[74]	[]	[135914592]
203_7301	chr4	126735342	126735742	+	1000	175.0	[7.5073967]	[65]	[]	[]	[126735506]	[]
203_7306	chr6	119216264	119216664	+	1000	175.0	[]	[]	[8.643063]	[116]	[]	[119216478]
203_7308	chr7	135941827	135942227	+	1000	175.0	[12.754859]	[108]	[]	[]	[135942028]	[]
203_7313	chr9	123428442	123428842	+	1000	175.0	[]	[]	[8.235647]	[85]	[]	[123428622]
203_7316	chr1	12266106	12266506	+	1000	174.0	[12.754859]	[113]	[]	[]	[12266314]	[]
203_7320	chr1	111229604	111230004	+	1000	174.0	[]	[]	[12.754859]	[150]	[]	[111229848]
203_7329	chr11	7547701	7548101	+	1000	174.0	[8.386223]	[157]	[]	[]	[7547948]	[]
203_7335	chr15	101008061	101008461	+	1000	174.0	[]	[]	[7.8923073]	[91]	[]	[101008246]
203_7336	chr16	10485737	10486137	+	1000	174.0	[12.754859, 8.52607]	[114, 143]	[]	[]	[10485935, 10485964]	[]
203_734	chr19	12544365	12544765	+	1000	565.0	[8.332749]	[113]	[]	[]	[12544570]	[]
203_7343	chr2	170740581	170740981	+	1000	174.0	[]	[]	[8.52607]	[63]	[]	[170740742]
203_7344	chr2	203086371	203086771	+	1000	174.0	[8.643063]	[94]	[]	[]	[203086560]	[]
203_7345	chr2	241489755	241490155	+	1000	174.0	[]	[]	[8.52607]	[106]	[]	[241489958]
203_7346	chr21	45235505	45235905	+	1000	174.0	[8.52607]	[111]	[]	[]	[45235713]	[]
203_7347	chr22	19756545	19756945	+	1000	174.0	[]	[]	[8.272243]	[113]	[]	[19756742]
203_735	chr1	8197762	8198162	+	1000	564.0	[12.754859]	[125]	[]	[]	[8197987]	[]
203_7362	chr1	161505174	161505574	+	1000	173.0	[8.643063]	[109]	[]	[]	[161505383]	[]
203_7363	chr1	226350169	226350569	+	1000	173.0	[]	[]	[7.5073967]	[102]	[]	[226350366]
203_7365	chr11	128626904	128627304	+	1000	173.0	[8.643063]	[95]	[]	[]	[128627099]	[]
