#PeakID(python scan_motif.py ./ENCODE_processed_files/GATA1_idr.fa GATA1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
156_5291	chr4	1179073	1179473	+	1000	65.0	[8.230114]	[85]	[]	[]	[1179255]	[]
156_5293	chr4	95255375	95255775	+	1000	65.0	[8.230114]	[122]	[]	[]	[95255584]	[]
156_5294	chr4	185202463	185202863	+	1000	65.0	[]	[]	[8.230114]	[111]	[]	[185202669]
156_5295	chr4	185357715	185358115	+	1000	65.0	[]	[]	[11.148683]	[135]	[]	[185357938]
156_5296	chr4	186845348	186845748	+	1000	65.0	[8.230114]	[154]	[]	[]	[186845568]	[]
156_5297	chr5	56111047	56111447	+	1000	65.0	[8.230114]	[62]	[9.473773]	[105]	[56111206]	[56111249]
156_5299	chr5	65967251	65967651	+	1000	65.0	[8.230114]	[141]	[]	[]	[65967467]	[]
156_53	chr8	102590899	102591299	+	1000	421.0	[8.230114]	[87]	[11.148683]	[131]	[102591080]	[102591124]
156_530	chr6	146876499	146876899	+	1000	229.0	[11.148683]	[141]	[]	[]	[146876727]	[]
156_5300	chr5	67149236	67149636	+	1000	65.0	[]	[]	[7.392081]	[125]	[]	[67149450]
156_5301	chr5	79697286	79697686	+	1000	65.0	[12.392342]	[144]	[11.148683]	[105]	[79697521]	[79697482]
156_5302	chr5	96741898	96742298	+	1000	65.0	[]	[]	[7.392081]	[76]	[]	[96742061]
156_5303	chr5	112371005	112371405	+	1000	65.0	[8.230114]	[81]	[]	[]	[112371182]	[]
156_5306	chr5	132788478	132788878	+	1000	65.0	[11.148683]	[159]	[]	[]	[132788723]	[]
156_5307	chr5	159204126	159204526	+	1000	65.0	[]	[]	[11.148683, 8.230114]	[96, 160]	[]	[159204312, 159204376]
156_5308	chr5	173885515	173885915	+	1000	65.0	[11.148683]	[121]	[]	[]	[173885708]	[]
156_5309	chr6	2725907	2726307	+	1000	65.0	[8.635739]	[159]	[]	[]	[2726156]	[]
156_5310	chr6	4124386	4124786	+	1000	65.0	[]	[]	[11.148683, 11.148683]	[96, 144]	[]	[4124573, 4124621]
156_5311	chr6	15036651	15037051	+	1000	65.0	[]	[]	[7.3913875, 11.148683]	[87, 107]	[]	[15036834, 15036854]
156_5313	chr6	27519178	27519578	+	1000	65.0	[11.148683]	[77]	[7.286461, 7.464151]	[96, 173]	[27519330]	[27519349, 27519426]
156_5314	chr6	28566164	28566564	+	1000	65.0	[]	[]	[8.203644]	[97]	[]	[28566354]
156_5315	chr6	30769204	30769604	+	1000	65.0	[]	[]	[7.3913875]	[118]	[]	[30769415]
156_5317	chr6	32857495	32857895	+	1000	65.0	[11.148683]	[160]	[]	[]	[32857740]	[]
156_5319	chr6	43926637	43927037	+	1000	65.0	[]	[]	[8.230114]	[116]	[]	[43926840]
156_532	chr2	148543057	148543457	+	1000	228.0	[8.230114]	[110]	[7.3913875]	[135]	[148543256]	[148543281]
156_5320	chr6	53134702	53135102	+	1000	65.0	[]	[]	[11.148683]	[118]	[]	[53134915]
156_5322	chr6	137978187	137978587	+	1000	65.0	[]	[]	[11.148683]	[144]	[]	[137978408]
156_5325	chr7	8232944	8233344	+	1000	65.0	[]	[]	[11.148683]	[168]	[]	[8233183]
156_5326	chr7	22667567	22667967	+	1000	65.0	[12.392342]	[126]	[]	[]	[22667793]	[]
156_5328	chr7	23426855	23427255	+	1000	65.0	[8.230114]	[76]	[]	[]	[23427022]	[]
156_533	chr22	39920092	39920492	+	1000	228.0	[8.230114]	[91]	[]	[]	[39920277]	[]
156_5330	chr7	106848861	106849261	+	1000	65.0	[]	[]	[11.148683]	[114]	[]	[106849033]
156_5331	chr7	107743664	107744064	+	1000	65.0	[11.148683]	[54]	[]	[]	[107743816]	[]
156_5332	chr7	111492295	111492695	+	1000	65.0	[11.148683]	[107]	[]	[]	[111492486]	[]
156_5333	chr7	127838782	127839182	+	1000	65.0	[11.148683]	[148]	[]	[]	[127839024]	[]
156_5336	chr8	11682968	11683368	+	1000	65.0	[12.392342]	[116]	[7.392081]	[94]	[11683169]	[11683147]
156_5337	chr8	47998900	47999300	+	1000	65.0	[]	[]	[8.230114, 8.230114]	[92, 128]	[]	[47999089, 47999125]
156_5338	chr8	58801417	58801817	+	1000	65.0	[8.230114]	[102]	[]	[]	[58801614]	[]
156_5339	chr8	61076248	61076648	+	1000	65.0	[8.190248]	[97]	[]	[]	[61076444]	[]
156_5341	chr8	130356069	130356469	+	1000	65.0	[8.230114]	[73]	[]	[]	[130356224]	[]
156_5343	chr9	69180669	69181069	+	1000	65.0	[8.230114]	[115]	[]	[]	[69180880]	[]
156_5344	chr9	120985725	120986125	+	1000	65.0	[8.203644]	[106]	[7.392081]	[159]	[120985913]	[120985966]
156_5345	chr9	125688802	125689202	+	1000	65.0	[8.230114]	[117]	[]	[]	[125689005]	[]
156_5348	chr9	136511783	136512183	+	1000	65.0	[7.392081]	[103]	[]	[]	[136511980]	[]
156_535	chr9	69215898	69216298	+	1000	228.0	[]	[]	[11.148683]	[146]	[]	[69216140]
156_5351	chrX	30943938	30944338	+	1000	65.0	[7.3913875, 8.230114]	[90, 97]	[]	[]	[30944125, 30944132]	[]
156_5352	chrX	71000193	71000593	+	1000	65.0	[11.148683]	[97]	[]	[]	[71000378]	[]
156_5354	chr1	43330266	43330666	+	1000	64.0	[11.148683]	[99]	[]	[]	[43330451]	[]
156_5356	chr1	70751680	70752080	+	1000	64.0	[]	[]	[11.148683]	[152]	[]	[70751905]
156_5357	chr1	108563820	108564220	+	1000	64.0	[]	[]	[7.3913875, 11.148683]	[115, 158]	[]	[108564025, 108564068]
156_5358	chr1	117659848	117660248	+	1000	64.0	[]	[]	[11.148683]	[148]	[]	[117660073]
156_5359	chr1	146012934	146013334	+	1000	64.0	[8.635739]	[92]	[7.392081]	[90]	[146013104]	[146013102]
156_536	chrUn_KI270438v1	111944	112344	+	1000	228.0	[]	[]	[7.74083]	[126]	[]	[112169]
156_5360	chr1	154384659	154385059	+	1000	64.0	[11.148683]	[73]	[]	[]	[154384830]	[]
156_5361	chr1	156257083	156257483	+	1000	64.0	[11.148683]	[55]	[]	[]	[156257235]	[]
156_5362	chr1	156797247	156797647	+	1000	64.0	[11.148683, 7.74083]	[100, 140]	[]	[]	[156797430, 156797470]	[]
156_5363	chr1	165846324	165846724	+	1000	64.0	[11.148683]	[83]	[12.392342]	[147]	[165846490]	[165846554]
156_5364	chr1	205238171	205238571	+	1000	64.0	[8.230114, 8.190248]	[89, 121]	[]	[]	[205238357, 205238389]	[]
156_5365	chr1	225444905	225445305	+	1000	64.0	[11.148683]	[122]	[]	[]	[225445118]	[]
156_5366	chr1	229004207	229004607	+	1000	64.0	[]	[]	[7.392081, 11.148683]	[94, 136]	[]	[229004395, 229004437]
156_5367	chr1	230106968	230107368	+	1000	64.0	[]	[]	[11.148683]	[105]	[]	[230107163]
156_5368	chr1	236509867	236510267	+	1000	64.0	[]	[]	[11.148683]	[100]	[]	[236510054]
156_5369	chr1	246170626	246171026	+	1000	64.0	[8.230114, 8.190248]	[72, 105]	[]	[]	[246170797, 246170830]	[]
156_537	chr1	83918843	83919243	+	1000	227.0	[11.148683]	[96]	[]	[]	[83919037]	[]
156_5371	chr10	49212798	49213198	+	1000	64.0	[]	[]	[8.230114]	[145]	[]	[49213034]
156_5373	chr11	47948128	47948528	+	1000	64.0	[]	[]	[11.148683]	[139]	[]	[47948366]
156_5374	chr11	57390564	57390964	+	1000	64.0	[]	[]	[8.230114]	[110]	[]	[57390744]
156_5375	chr11	69288112	69288512	+	1000	64.0	[11.148683]	[82]	[11.148683]	[121]	[69288290]	[69288329]
156_5376	chr12	23887421	23887821	+	1000	64.0	[]	[]	[11.148683]	[135]	[]	[23887646]
156_5377	chr12	31733722	31734122	+	1000	64.0	[]	[]	[7.3913875, 12.392342]	[113, 118]	[]	[31733927, 31733932]
156_5378	chr12	32644444	32644844	+	1000	64.0	[]	[]	[11.148683, 11.148683]	[71, 153]	[]	[32644612, 32644694]
156_5379	chr12	46430330	46430730	+	1000	64.0	[7.3913875]	[117]	[]	[]	[46430541]	[]
156_538	chr1	176879823	176880223	+	1000	227.0	[]	[]	[11.148683]	[144]	[]	[176880056]
156_5382	chr12	116282315	116282715	+	1000	64.0	[]	[]	[11.148683, 8.203644]	[125, 130]	[]	[116282531, 116282536]
156_5383	chr12	131592326	131592726	+	1000	64.0	[]	[]	[8.230114]	[125]	[]	[131592540]
156_5385	chr14	33966282	33966682	+	1000	64.0	[]	[]	[11.148683]	[149]	[]	[33966511]
156_5386	chr14	70886596	70886996	+	1000	64.0	[11.148683]	[96]	[]	[]	[70886790]	[]
156_5387	chr14	74888469	74888869	+	1000	64.0	[11.148683]	[147]	[]	[]	[74888700]	[]
156_5388	chr14	92733057	92733457	+	1000	64.0	[]	[]	[11.148683]	[67]	[]	[92733221]
156_5389	chr15	56972378	56972778	+	1000	64.0	[]	[]	[11.148683, 7.392081, 11.148683]	[94, 99, 136]	[]	[56972560, 56972565, 56972602]
156_539	chr11	36104900	36105300	+	1000	227.0	[]	[]	[8.230114, 7.286461]	[108, 145]	[]	[36105108, 36105145]
156_5390	chr15	65619629	65620029	+	1000	64.0	[11.148683]	[83]	[]	[]	[65619804]	[]
156_5391	chr15	82231793	82232193	+	1000	64.0	[11.148683]	[128]	[]	[]	[82232007]	[]
156_5396	chr16	69477143	69477543	+	1000	64.0	[7.392081]	[140]	[7.392081]	[135]	[69477379]	[69477374]
156_5398	chr17	45320963	45321363	+	1000	64.0	[]	[]	[11.148683]	[109]	[]	[45321166]
156_5399	chr17	53662560	53662960	+	1000	64.0	[9.473773]	[122]	[12.392342]	[99]	[53662770]	[53662747]
156_54	chr16	89004098	89004498	+	1000	420.0	[]	[]	[8.230114]	[91]	[]	[89004289]
156_540	chr12	32000325	32000725	+	1000	227.0	[11.148683]	[100]	[]	[]	[32000519]	[]
156_5400	chr17	83131374	83131774	+	1000	64.0	[11.148683]	[91]	[]	[]	[83131556]	[]
156_5401	chr18	49350845	49351245	+	1000	64.0	[]	[]	[11.148683]	[122]	[]	[49351061]
156_5402	chr19	3089400	3089800	+	1000	64.0	[12.392342, 11.148683]	[80, 140]	[]	[]	[3089570, 3089630]	[]
156_5403	chr19	3183669	3184069	+	1000	64.0	[11.148683]	[107]	[8.230114]	[89]	[3183875]	[3183857]
156_5406	chr19	29967530	29967930	+	1000	64.0	[]	[]	[8.357435]	[129]	[]	[29967750]
156_5407	chr19	54959824	54960224	+	1000	64.0	[8.230114]	[95]	[]	[]	[54960012]	[]
156_5409	chr2	8581466	8581866	+	1000	64.0	[8.230114]	[92]	[8.230114]	[137]	[8581644]	[8581689]
156_541	chr17	44266536	44266936	+	1000	227.0	[]	[]	[8.230114]	[87]	[]	[44266719]
156_5411	chr2	36973345	36973745	+	1000	64.0	[7.392081]	[81]	[]	[]	[36973512]	[]
156_5413	chr2	54227756	54228156	+	1000	64.0	[]	[]	[11.148683, 7.3065944]	[150, 167]	[]	[54227979, 54227996]
156_5414	chr2	76188339	76188739	+	1000	64.0	[]	[]	[11.148683, 12.392342]	[111, 116]	[]	[76188533, 76188538]
156_5416	chr2	166376081	166376481	+	1000	64.0	[11.148683]	[102]	[]	[]	[166376276]	[]
156_5419	chr20	36873536	36873936	+	1000	64.0	[11.148683]	[79]	[]	[]	[36873710]	[]
156_5420	chr20	47487208	47487608	+	1000	64.0	[12.392342]	[162]	[]	[]	[47487445]	[]
156_5421	chr20	57560733	57561133	+	1000	64.0	[7.392081]	[124]	[]	[]	[57560941]	[]
156_5425	chr21	42930048	42930448	+	1000	64.0	[]	[]	[11.148683]	[62]	[]	[42930206]
156_5427	chr22	17628753	17629153	+	1000	64.0	[7.842722]	[79]	[11.148683, 7.696181]	[110, 132]	[17628918]	[17628949, 17628971]
156_5429	chr3	13613716	13614116	+	1000	64.0	[]	[]	[11.148683, 7.392081]	[86, 91]	[]	[13613880, 13613885]
156_543	chr22	25726206	25726606	+	1000	227.0	[]	[]	[11.148683]	[95]	[]	[25726390]
156_5430	chr3	50539477	50539877	+	1000	64.0	[]	[]	[11.148683, 8.357435]	[100, 144]	[]	[50539668, 50539712]
156_5431	chr3	101868689	101869089	+	1000	64.0	[]	[]	[11.148683]	[152]	[]	[101868907]
156_5434	chr3	152197936	152198336	+	1000	64.0	[7.392081]	[85]	[]	[]	[152198121]	[]
156_5435	chr3	185734720	185735120	+	1000	64.0	[]	[]	[11.148683]	[134]	[]	[185734930]
156_5438	chr5	37672175	37672575	+	1000	64.0	[]	[]	[8.357435, 11.148683]	[87, 120]	[]	[37672331, 37672364]
156_5439	chr5	43352145	43352545	+	1000	64.0	[7.392081]	[82]	[8.230114]	[91]	[43352311]	[43352320]
156_5440	chr5	68304321	68304721	+	1000	64.0	[7.392081]	[87]	[8.635739]	[85]	[68304487]	[68304485]
156_5441	chr5	68316407	68316807	+	1000	64.0	[11.148683]	[94]	[]	[]	[68316597]	[]
156_5442	chr5	120510272	120510672	+	1000	64.0	[8.230114]	[86]	[8.635739]	[121]	[120510447]	[120510482]
156_5443	chr5	132872996	132873396	+	1000	64.0	[]	[]	[11.148683]	[122]	[]	[132873217]
156_5444	chr5	134923703	134924103	+	1000	64.0	[]	[]	[8.357435]	[121]	[]	[134923923]
156_5445	chr5	135158930	135159330	+	1000	64.0	[9.473773]	[90]	[]	[]	[135159112]	[]
156_5447	chr6	2925931	2926331	+	1000	64.0	[11.148683]	[83]	[]	[]	[2926114]	[]
156_5448	chr6	2984636	2985036	+	1000	64.0	[11.148683]	[101]	[]	[]	[2984825]	[]
156_5449	chr6	4274387	4274787	+	1000	64.0	[]	[]	[11.148683]	[137]	[]	[4274612]
156_545	chr1	89878923	89879323	+	1000	226.0	[11.148683]	[122]	[]	[]	[89879144]	[]
156_5451	chr6	26350435	26350835	+	1000	64.0	[8.230114, 11.148683]	[81, 111]	[]	[]	[26350615, 26350645]	[]
156_5455	chr6	39993226	39993626	+	1000	64.0	[11.148683]	[113]	[]	[]	[39993424]	[]
156_5456	chr6	43739510	43739910	+	1000	64.0	[8.230114]	[148]	[]	[]	[43739740]	[]
156_5459	chr6	129507847	129508247	+	1000	64.0	[8.635739]	[78]	[]	[]	[129508019]	[]
156_546	chr14	68719699	68720099	+	1000	226.0	[12.392342]	[104]	[7.464151]	[112]	[68719899]	[68719907]
156_5460	chr6	143804790	143805190	+	1000	64.0	[]	[]	[11.148683]	[110]	[]	[143804990]
156_5461	chr6	145871096	145871496	+	1000	64.0	[]	[]	[8.230114]	[167]	[]	[145871336]
156_5462	chr6	154432789	154433189	+	1000	64.0	[8.230114]	[132]	[]	[]	[154432997]	[]
156_5463	chr7	6022668	6023068	+	1000	64.0	[]	[]	[11.148683]	[137]	[]	[6022894]
156_5465	chr7	21980930	21981330	+	1000	64.0	[11.148683]	[104]	[]	[]	[21981131]	[]
156_5466	chr7	93945766	93946166	+	1000	64.0	[11.148683]	[102]	[]	[]	[93945952]	[]
156_5467	chr7	118218265	118218665	+	1000	64.0	[7.392081, 7.392081]	[67, 143]	[11.148683]	[115]	[118218424, 118218500]	[118218472]
156_5468	chr7	123643788	123644188	+	1000	64.0	[]	[]	[8.230114]	[114]	[]	[123643999]
156_5469	chr7	134209593	134209993	+	1000	64.0	[7.286461, 8.230114]	[53, 127]	[]	[]	[134209745, 134209819]	[]
156_547	chr18	968217	968617	+	1000	226.0	[11.148683]	[93]	[]	[]	[968409]	[]
156_5470	chr7	139361512	139361912	+	1000	64.0	[]	[]	[11.148683]	[124]	[]	[139361713]
156_5473	chr8	47305152	47305552	+	1000	64.0	[]	[]	[11.148683]	[119]	[]	[47305360]
156_5474	chr8	95317475	95317875	+	1000	64.0	[8.230114]	[55]	[]	[]	[95317630]	[]
156_5478	chrX	15515904	15516304	+	1000	64.0	[]	[]	[11.148683]	[139]	[]	[15516112]
156_5479	chrX	125219766	125220166	+	1000	64.0	[]	[]	[11.148683]	[132]	[]	[125219989]
156_548	chr5	135271787	135272187	+	1000	226.0	[]	[]	[8.230114]	[118]	[]	[135272002]
156_5480	chr1	21634207	21634607	+	1000	63.0	[]	[]	[11.148683]	[149]	[]	[21634443]
156_5481	chr1	23115071	23115471	+	1000	63.0	[11.148683]	[83]	[]	[]	[23115254]	[]
156_5482	chr1	39117188	39117588	+	1000	63.0	[8.230114]	[129]	[]	[]	[39117402]	[]
156_5483	chr1	84103262	84103662	+	1000	63.0	[]	[]	[11.148683]	[126]	[]	[84103472]
156_5487	chr1	169060978	169061378	+	1000	63.0	[]	[]	[11.148683]	[89]	[]	[169061166]
156_5488	chr1	196517181	196517581	+	1000	63.0	[11.148683]	[91]	[]	[]	[196517367]	[]
156_5490	chr1	225428149	225428549	+	1000	63.0	[11.148683]	[79]	[]	[]	[225428321]	[]
156_5491	chr1	233707113	233707513	+	1000	63.0	[11.148683]	[84]	[]	[]	[233707286]	[]
156_5492	chr1	234523611	234524011	+	1000	63.0	[8.357435]	[108]	[]	[]	[234523815]	[]
156_5494	chr1	246577729	246578129	+	1000	63.0	[8.203644]	[75]	[7.392081]	[135]	[246577897]	[246577957]
156_5496	chr10	50555256	50555656	+	1000	63.0	[11.148683]	[92]	[]	[]	[50555444]	[]
156_5497	chr10	68959617	68960017	+	1000	63.0	[]	[]	[8.230114]	[137]	[]	[68959832]
156_5498	chr10	70843341	70843741	+	1000	63.0	[8.230114]	[138]	[11.148683, 8.230114]	[82, 119]	[70843571]	[70843515, 70843552]
156_55	chr7	16268969	16269369	+	1000	418.0	[]	[]	[8.230114]	[132]	[]	[16269201]
156_550	chr2	11941340	11941740	+	1000	225.0	[]	[]	[8.230114]	[152]	[]	[11941584]
156_5500	chr10	86721216	86721616	+	754	63.0	[]	[]	[11.148683]	[105]	[]	[86721416]
156_5501	chr10	100373911	100374311	+	1000	63.0	[]	[]	[7.842722, 8.230114]	[107, 129]	[]	[100374118, 100374140]
156_5502	chr10	124946895	124947295	+	1000	63.0	[7.392081]	[151]	[]	[]	[124947142]	[]
156_5504	chr11	12193089	12193489	+	1000	63.0	[]	[]	[7.74083]	[113]	[]	[12193275]
156_5508	chr11	58727033	58727433	+	1000	63.0	[11.148683]	[134]	[]	[]	[58727267]	[]
156_551	chr22	26632563	26632963	+	1000	225.0	[7.392081]	[139]	[]	[]	[26632789]	[]
156_5512	chr12	69416290	69416690	+	1000	63.0	[8.230114, 8.230114]	[140, 160]	[]	[]	[69416504, 69416524]	[]
156_5513	chr12	93021176	93021576	+	1000	63.0	[7.392081]	[77]	[]	[]	[93021329]	[]
156_5514	chr12	123387548	123387948	+	1000	63.0	[11.148683]	[137]	[]	[]	[123387773]	[]
156_5516	chr13	18824643	18825043	+	1000	63.0	[]	[]	[11.148683]	[113]	[]	[18824852]
156_5517	chr13	21987815	21988215	+	1000	63.0	[12.392342]	[138]	[]	[]	[21988042]	[]
156_5518	chr13	25371034	25371434	+	1000	63.0	[11.148683]	[101]	[]	[]	[25371224]	[]
156_5519	chr14	20478886	20479286	+	1000	63.0	[8.203644]	[53]	[]	[]	[20479039]	[]
156_552	chr7	22350787	22351187	+	1000	225.0	[7.3913875]	[76]	[]	[]	[22350955]	[]
156_5520	chr14	81023079	81023479	+	1000	63.0	[]	[]	[11.148683]	[126]	[]	[81023297]
156_5521	chr14	88024656	88025056	+	1000	63.0	[]	[]	[11.148683]	[58]	[]	[88024813]
156_5522	chr14	102504342	102504742	+	1000	63.0	[11.148683]	[126]	[8.230114]	[94]	[102504560]	[102504528]
156_5527	chr17	4587857	4588257	+	646	63.0	[11.148683]	[103]	[]	[]	[4588049]	[]
156_5528	chr17	17304453	17304853	+	1000	63.0	[7.392081]	[132]	[]	[]	[17304680]	[]
156_553	chr8	96644333	96644733	+	1000	225.0	[8.230114]	[94]	[8.230114]	[61]	[96644518]	[96644485]
156_5530	chr17	37609202	37609602	+	1000	63.0	[8.230114]	[93]	[]	[]	[37609393]	[]
156_5532	chr18	3593564	3593964	+	1000	63.0	[9.473773]	[153]	[]	[]	[3593805]	[]
156_5535	chr19	39381831	39382231	+	1000	63.0	[]	[]	[11.148683]	[131]	[]	[39382055]
156_5537	chr19	56321211	56321611	+	1000	63.0	[8.230114]	[93]	[]	[]	[56321399]	[]
156_5539	chr2	168685923	168686323	+	1000	63.0	[]	[]	[11.148683]	[117]	[]	[168686137]
156_5540	chr2	171154339	171154739	+	1000	63.0	[]	[]	[11.148683]	[159]	[]	[171154586]
156_5541	chr2	173290506	173290906	+	1000	63.0	[11.148683, 11.148683]	[89, 94]	[]	[]	[173290690, 173290695]	[]
156_5545	chr21	43884155	43884555	+	1000	63.0	[]	[]	[11.148683]	[73]	[]	[43884322]
156_5548	chr22	23183278	23183678	+	1000	63.0	[7.3913875]	[104]	[]	[]	[23183462]	[]
156_5549	chr22	31585141	31585541	+	1000	63.0	[8.04971, 11.148683, 8.230114]	[83, 115, 160]	[]	[]	[31585297, 31585329, 31585374]	[]
156_555	chr1	209645800	209646200	+	1000	224.0	[]	[]	[7.392081]	[134]	[]	[209646033]
156_5550	chr22	42615132	42615532	+	1000	63.0	[7.464151]	[112]	[]	[]	[42615304]	[]
156_5551	chr22	46180327	46180727	+	1000	63.0	[]	[]	[11.148683]	[104]	[]	[46180530]
156_5553	chr3	171183051	171183451	+	1000	63.0	[]	[]	[8.230114]	[112]	[]	[171183259]
156_5555	chr4	112153275	112153675	+	1000	63.0	[8.635739, 11.148683]	[74, 79]	[]	[]	[112153447, 112153452]	[]
156_5556	chr4	158671996	158672396	+	1000	63.0	[11.148683]	[124]	[]	[]	[158672199]	[]
156_5558	chr4	183580376	183580776	+	1000	63.0	[8.230114, 8.635739]	[119, 125]	[8.230114]	[104]	[183580585, 183580591]	[183580570]
156_5559	chr5	10762787	10763187	+	1000	63.0	[7.286461]	[143]	[]	[]	[10763021]	[]
156_556	chr1	212636725	212637125	+	1000	224.0	[8.230114]	[98]	[]	[]	[212636921]	[]
156_5560	chr5	34697369	34697769	+	1000	63.0	[7.3913875, 8.635739]	[89, 149]	[8.230114]	[95]	[34697553, 34697613]	[34697559]
156_5563	chr6	14047353	14047753	+	1000	63.0	[8.635739, 11.148683]	[85, 123]	[12.392342]	[160]	[14047516, 14047554]	[14047591]
156_5564	chr6	14240415	14240815	+	1000	63.0	[11.148683, 11.148683]	[97, 118]	[]	[]	[14240597, 14240618]	[]
156_5568	chr6	69758196	69758596	+	1000	63.0	[7.392081]	[71]	[]	[]	[69758360]	[]
156_5569	chr6	140018566	140018966	+	1000	63.0	[8.04971, 7.392081]	[69, 96]	[8.230114]	[133]	[140018729, 140018756]	[140018793]
156_557	chr1	228369109	228369509	+	1000	224.0	[]	[]	[8.230114]	[117]	[]	[228369322]
156_5571	chr6	159278591	159278991	+	1000	63.0	[12.392342, 11.148683, 12.392342, 7.3065944, 11.148683]	[130, 139, 148, 164, 211]	[]	[]	[159278754, 159278763, 159278772, 159278788, 159278835]	[]
156_5573	chr6	169454564	169454964	+	1000	63.0	[8.230114]	[86]	[]	[]	[169454745]	[]
156_5574	chr7	859026	859426	+	1000	63.0	[]	[]	[8.190248]	[114]	[]	[859229]
156_5575	chr7	21413503	21413903	+	1000	63.0	[]	[]	[9.473773, 11.148683]	[120, 135]	[]	[21413720, 21413735]
156_5576	chr7	38806924	38807324	+	1000	63.0	[]	[]	[11.148683]	[82]	[]	[38807104]
156_5577	chr7	84675655	84676055	+	1000	63.0	[8.635739, 8.230114]	[72, 77]	[7.3913875]	[96]	[84675820, 84675825]	[84675844]
156_5579	chr7	107010152	107010552	+	1000	63.0	[7.3065944]	[99]	[]	[]	[107010336]	[]
156_558	chr11	63582539	63582939	+	1000	224.0	[]	[]	[11.148683]	[117]	[]	[63582754]
156_5580	chr7	107039197	107039597	+	1000	63.0	[8.230114, 11.148683]	[87, 119]	[]	[]	[107039363, 107039395]	[]
156_5582	chr7	150994557	150994957	+	1000	63.0	[]	[]	[8.230114]	[95]	[]	[150994749]
156_5583	chr7	156886457	156886857	+	1000	63.0	[11.148683]	[124]	[]	[]	[156886674]	[]
156_5584	chr8	47372099	47372499	+	1000	63.0	[11.148683]	[114]	[]	[]	[47372310]	[]
156_5585	chr8	66101212	66101612	+	1000	63.0	[12.392342]	[81]	[]	[]	[66101378]	[]
156_5586	chr8	117172330	117172730	+	1000	63.0	[12.392342]	[80]	[]	[]	[117172507]	[]
156_5587	chr9	73962816	73963216	+	1000	63.0	[8.203644]	[127]	[7.392081]	[118]	[73963043]	[73963034]
156_5588	chr9	98316509	98316909	+	1000	63.0	[8.230114]	[115]	[]	[]	[98316723]	[]
156_559	chr12	92404896	92405296	+	1000	224.0	[11.148683]	[107]	[]	[]	[92405098]	[]
156_5590	chr9	100413141	100413541	+	1000	63.0	[]	[]	[11.148683]	[120]	[]	[100413359]
156_5591	chr9	105681754	105682154	+	1000	63.0	[9.473773]	[169]	[]	[]	[105682001]	[]
156_5592	chr9	116437602	116438002	+	1000	63.0	[]	[]	[8.230114]	[159]	[]	[116437846]
156_5593	chrX	7132288	7132688	+	1000	63.0	[]	[]	[11.148683]	[137]	[]	[7132522]
156_5594	chrX	49190837	49191237	+	1000	63.0	[8.230114, 8.230114]	[87, 102]	[]	[]	[49191023, 49191038]	[]
156_5596	chr1	12005473	12005873	+	1000	62.0	[]	[]	[8.230114]	[111]	[]	[12005677]
156_5598	chr1	16643906	16644306	+	1000	62.0	[7.3065944, 11.148683]	[116, 135]	[]	[]	[16644106, 16644125]	[]
156_5599	chr1	18903057	18903457	+	1000	62.0	[]	[]	[8.190248]	[93]	[]	[18903241]
156_56	chr11	62396665	62397065	+	1000	412.0	[]	[]	[11.148683]	[98]	[]	[62396860]
156_560	chr16	87854444	87854844	+	1000	224.0	[]	[]	[11.148683]	[104]	[]	[87854641]
156_5600	chr1	38569923	38570323	+	1000	62.0	[12.392342, 12.392342]	[93, 120]	[]	[]	[38570114, 38570141]	[]
156_5601	chr1	54355917	54356317	+	1000	62.0	[]	[]	[12.392342]	[83]	[]	[54356096]
156_5602	chr1	58783842	58784242	+	1000	62.0	[11.148683]	[137]	[]	[]	[58784071]	[]
156_5603	chr1	167548372	167548772	+	1000	62.0	[]	[]	[7.464151]	[109]	[]	[167548576]
156_5604	chr1	167924094	167924494	+	1000	62.0	[11.148683]	[109]	[]	[]	[167924295]	[]
156_5606	chr1	181036056	181036456	+	1000	62.0	[7.74083, 11.148683]	[71, 76]	[]	[]	[181036226, 181036231]	[]
156_5608	chr10	11450420	11450820	+	1000	62.0	[]	[]	[11.148683]	[99]	[]	[11450612]
156_5609	chr10	13091846	13092246	+	1000	62.0	[]	[]	[11.148683]	[97]	[]	[13092033]
156_5610	chr10	17196601	17197001	+	1000	62.0	[]	[]	[8.230114, 7.842722]	[111, 123]	[]	[17196812, 17196824]
156_5613	chr10	46217437	46217837	+	1000	62.0	[]	[]	[12.392342]	[143]	[]	[46217665]
156_5614	chr10	56370209	56370609	+	1000	62.0	[7.392081]	[110]	[]	[]	[56370415]	[]
156_5615	chr10	60354496	60354896	+	1000	62.0	[]	[]	[8.230114, 11.148683]	[109, 124]	[]	[60354697, 60354712]
156_5616	chr10	92430158	92430558	+	1000	62.0	[]	[]	[12.392342]	[118]	[]	[92430374]
156_5617	chr11	2846109	2846509	+	1000	62.0	[7.3913875]	[134]	[]	[]	[2846338]	[]
156_5618	chr11	10351365	10351765	+	1000	62.0	[9.473773]	[117]	[11.148683]	[72]	[10351575]	[10351530]
156_5619	chr11	36565027	36565427	+	1000	62.0	[]	[]	[8.230114]	[74]	[]	[36565197]
156_562	chr7	50496962	50497362	+	1000	224.0	[11.148683, 11.148683]	[88, 130]	[]	[]	[50497135, 50497177]	[]
