#PeakID(python scan_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_6488	chr1	1013399	1013799	+	927	43.0	[5.1635814, 5.1635814, 4.053875]	[57, 64, 139]	[5.7231493, 2.7661552]	[99, 101]	[1013552, 1013559, 1013634]	[1013594, 1013596]
874_6489	chr1	3796186	3796586	+	1000	43.0	[4.0856524]	[78]	[]	[]	[3796358]	[]
874_6492	chr1	12452168	12452568	+	1000	43.0	[]	[]	[2.288842]	[128]	[]	[12452354]
874_6493	chr1	12620591	12620991	+	1000	43.0	[]	[]	[1.6342067, 2.2469904, 1.6776278, 5.3697925, 16.355913, 2.3129523, 3.7043526]	[164, 166, 170, 172, 174, 176, 177]	[]	[12620777, 12620779, 12620783, 12620785, 12620787, 12620789, 12620790]
874_6495	chr1	14779038	14779438	+	1000	43.0	[2.3530145, 10.403188, 2.889765]	[167, 171, 176]	[]	[]	[14779234, 14779238, 14779243]	[]
874_6497	chr1	23389940	23390340	+	1000	43.0	[]	[]	[4.3252954, 18.025816]	[115, 120]	[]	[23390141, 23390146]
874_6498	chr1	26337711	26338111	+	1000	43.0	[2.8907597]	[162]	[]	[]	[26337950]	[]
874_6504	chr1	65420590	65420990	+	1000	43.0	[]	[]	[4.706187, 3.78837, 9.612149, 8.463479]	[108, 109, 111, 113]	[]	[65420762, 65420763, 65420765, 65420767]
874_6512	chr1	114379967	114380367	+	1000	43.0	[2.3207867, 2.9424663]	[71, 111]	[]	[]	[114380120, 114380160]	[]
874_6513	chr1	114511222	114511622	+	1000	43.0	[]	[]	[2.6720827, 3.461799, 1.6583169]	[195, 199, 200]	[]	[114511435, 114511439, 114511440]
874_6514	chr1	115978234	115978634	+	1000	43.0	[]	[]	[4.4941816]	[139]	[]	[115978432]
874_6515	chr1	117059663	117060063	+	1000	43.0	[1.9445491]	[183]	[]	[]	[117059890]	[]
874_6516	chr1	119648315	119648715	+	1000	43.0	[2.1976278]	[101]	[]	[]	[119648481]	[]
874_6519	chr1	165828228	165828628	+	1000	43.0	[]	[]	[2.1343372]	[122]	[]	[165828410]
874_6522	chr1	182616069	182616469	+	1000	43.0	[2.2351296, 3.5494356]	[72, 96]	[]	[]	[182616221, 182616245]	[]
874_6530	chr1	213045473	213045873	+	975	43.0	[3.936808]	[71]	[]	[]	[213045643]	[]
874_6531	chr1	223776150	223776550	+	1000	43.0	[]	[]	[2.2845972]	[173]	[]	[223776367]
874_6534	chr1	247390044	247390444	+	1000	43.0	[1.728607]	[153]	[]	[]	[247390265]	[]
874_6535	chr10	3668347	3668747	+	1000	43.0	[]	[]	[5.03175, 2.0796788]	[68, 70]	[]	[3668503, 3668505]
874_6536	chr10	7251914	7252314	+	1000	43.0	[4.495064]	[178]	[]	[]	[7252144]	[]
874_6543	chr10	70693665	70694065	+	1000	43.0	[]	[]	[2.9732485, 9.923372]	[156, 181]	[]	[70693878, 70693903]
874_6544	chr10	71229838	71230238	+	1000	43.0	[2.2845972]	[134]	[]	[]	[71230071]	[]
874_6550	chr12	55743417	55743817	+	1000	43.0	[3.9883902]	[88]	[]	[]	[55743593]	[]
874_6557	chr15	20356252	20356652	+	1000	43.0	[1.7521555]	[175]	[]	[]	[20356500]	[]
874_6560	chr15	51621993	51622393	+	1000	43.0	[]	[]	[2.912863, 3.6820893, 2.9762006]	[150, 154, 162]	[]	[51622207, 51622211, 51622219]
874_6561	chr15	56040614	56041014	+	834	43.0	[3.5689857]	[180]	[]	[]	[56040801]	[]
874_6574	chr16	85173502	85173902	+	1000	43.0	[]	[]	[1.9446619]	[109]	[]	[85173701]
874_6575	chr16	85328008	85328408	+	1000	43.0	[1.9515219]	[166]	[]	[]	[85328227]	[]
874_6578	chr16	89508117	89508517	+	1000	43.0	[7.3922725]	[140]	[]	[]	[89508346]	[]
874_6588	chr18	9771484	9771884	+	1000	43.0	[]	[]	[3.493576]	[88]	[]	[9771652]
874_6590	chr19	3500466	3500866	+	1000	43.0	[4.8518867]	[140]	[]	[]	[3500698]	[]
874_6594	chr19	18365154	18365554	+	1000	43.0	[]	[]	[5.7207217, 5.1687303, 6.225631, 4.4413095, 6.225631, 3.058522, 3.482827]	[171, 172, 175, 176, 179, 180, 203]	[]	[18365336, 18365337, 18365340, 18365341, 18365344, 18365345, 18365368]
874_6598	chr19	47743309	47743709	+	1000	43.0	[]	[]	[3.6324492, 5.541225]	[170, 171]	[]	[47743559, 47743560]
874_660	chr16	113474	113874	+	1000	79.5	[]	[]	[2.5991845, 3.1956089, 7.9290524, 4.0856524]	[125, 126, 128, 129]	[]	[113665, 113666, 113668, 113669]
874_6608	chr2	170363348	170363748	+	1000	43.0	[8.314915]	[51]	[]	[]	[170363499]	[]
874_661	chr19	35205044	35205444	+	1000	79.5	[]	[]	[5.9418263, 3.208075]	[166, 168]	[]	[35205285, 35205287]
874_6613	chr21	36141549	36141949	+	1000	43.0	[]	[]	[4.3403616, 2.9539375, 14.403717, 3.9388273]	[87, 89, 91, 92]	[]	[36141710, 36141712, 36141714, 36141715]
874_6618	chr22	19980629	19981029	+	1000	43.0	[2.2669067]	[120]	[]	[]	[19980827]	[]
874_6619	chr22	20124442	20124842	+	1000	43.0	[]	[]	[2.9754221, 8.263785, 6.6823406]	[94, 96, 99]	[]	[20124607, 20124609, 20124612]
874_662	chr19	48954557	48954957	+	1000	79.5	[3.0719993]	[96]	[]	[]	[48954747]	[]
874_6624	chr22	20580098	20580498	+	1000	43.0	[]	[]	[7.1778398]	[213]	[]	[20580317]
874_6629	chr22	21095129	21095529	+	1000	43.0	[6.924012, 10.004963]	[110, 188]	[]	[]	[21095289, 21095367]	[]
874_6631	chr22	21711703	21712103	+	1000	43.0	[]	[]	[4.546043, 3.3591135]	[131, 133]	[]	[21711934, 21711936]
874_664	chr3	48465540	48465940	+	1000	79.5	[]	[]	[6.446933]	[54]	[]	[48465692]
874_6641	chr22	22777938	22778338	+	1000	43.0	[2.5032744]	[156]	[]	[]	[22778183]	[]
874_6642	chr22	22781161	22781561	+	1000	43.0	[]	[]	[6.518836]	[154]	[]	[22781380]
874_6643	chr22	31227865	31228265	+	1000	43.0	[]	[]	[4.007244, 5.45365, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 2.624457]	[82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]	[]	[31228018, 31228020, 31228022, 31228024, 31228026, 31228028, 31228030, 31228032, 31228034, 31228036, 31228038, 31228040]
874_6645	chr22	44676607	44677007	+	1000	43.0	[]	[]	[3.7701738]	[173]	[]	[44676813]
874_6649	chr3	45545452	45545852	+	1000	43.0	[2.0692317, 7.395101]	[215, 216]	[]	[]	[45545677, 45545678]	[]
874_6663	chr5	1799432	1799832	+	1000	43.0	[4.8445864, 6.2475667, 2.7670372, 4.659102, 3.1149008]	[168, 169, 170, 172, 177]	[]	[]	[1799616, 1799617, 1799618, 1799620, 1799625]	[]
874_6672	chr5	159209583	159209983	+	1000	43.0	[8.052766]	[192]	[]	[]	[159209810]	[]
874_6685	chr6	41735015	41735415	+	1000	43.0	[14.288566, 5.5001035]	[210, 211]	[12.854072]	[161]	[41735244, 41735245]	[41735195]
874_6687	chr6	96837077	96837477	+	1000	43.0	[3.2202404]	[111]	[]	[]	[96837257]	[]
874_6688	chr6	109094569	109094969	+	1000	43.0	[7.1059365, 2.1790106]	[134, 137]	[]	[]	[109094770, 109094773]	[]
874_6695	chr7	2353672	2354072	+	1000	43.0	[]	[]	[5.656222]	[155]	[]	[2353899]
874_6699	chr7	66114724	66115124	+	1000	43.0	[]	[]	[3.294941]	[65]	[]	[66114883]
874_6701	chr7	73725773	73726173	+	1000	43.0	[]	[]	[1.9964719]	[145]	[]	[73725954]
874_6708	chr7	112422899	112423299	+	1000	43.0	[7.8657618, 7.1692266]	[82, 83]	[]	[]	[112423056, 112423057]	[]
874_6709	chr7	112449903	112450303	+	1000	43.0	[]	[]	[1.7312315]	[157]	[]	[112450148]
874_6711	chr7	128353250	128353650	+	1000	43.0	[7.3422284, 4.007244, 7.3422284, 7.3422284]	[108, 110, 112, 114]	[]	[]	[128353454, 128353456, 128353458, 128353460]	[]
874_6718	chr8	43055980	43056380	+	1000	43.0	[2.6421988, 3.0604153, 4.865614, 7.05832, 5.7952495]	[163, 170, 174, 176, 184]	[]	[]	[43056183, 43056190, 43056194, 43056196, 43056204]	[]
874_6720	chr8	90165596	90165996	+	1000	43.0	[2.027254, 10.934598]	[158, 162]	[]	[]	[90165841, 90165845]	[]
874_6728	chr9	96450170	96450570	+	1000	43.0	[]	[]	[3.7553318]	[126]	[]	[96450338]
874_6730	chr9	110256575	110256975	+	1000	43.0	[3.5978327]	[139]	[]	[]	[110256784]	[]
874_6731	chr9	114504204	114504604	+	1000	43.0	[]	[]	[3.462681, 14.133179]	[171, 175]	[]	[114504435, 114504439]
874_6733	chr9	127699113	127699513	+	1000	43.0	[5.888123, 1.8991064, 2.8766735]	[103, 106, 107]	[]	[]	[127699304, 127699307, 127699308]	[]
874_6736	chr9	130928757	130929157	+	1000	43.0	[]	[]	[4.7911377, 7.274417, 7.5268283]	[58, 141, 152]	[]	[130928913, 130928996, 130929007]
874_6738	chr9	131160391	131160791	+	1000	43.0	[6.361707]	[232]	[]	[]	[131160625]	[]
874_6742	chr1	1324304	1324704	+	1000	42.5	[2.3215652, 4.6039095, 5.0676317, 2.6061573]	[162, 163, 165, 168]	[]	[]	[1324544, 1324545, 1324547, 1324550]	[]
874_6745	chr1	12076485	12076885	+	1000	42.5	[]	[]	[1.6583169]	[171]	[]	[12076728]
874_6747	chr1	15543583	15543983	+	1000	42.5	[]	[]	[2.5531387]	[135]	[]	[15543803]
874_6748	chr1	16055982	16056382	+	1000	42.5	[]	[]	[2.9762006]	[152]	[]	[16056193]
874_6751	chr1	23019192	23019592	+	1000	42.5	[]	[]	[1.6250395, 7.5268283, 5.3533297]	[163, 165, 176]	[]	[23019401, 23019403, 23019414]
874_6756	chr1	30732479	30732879	+	1000	42.5	[2.1976278]	[104]	[2.2169385]	[91]	[30732676]	[30732663]
874_6758	chr1	39025695	39026095	+	1000	42.5	[]	[]	[5.656222, 5.7207217]	[144, 149]	[]	[39025862, 39025867]
874_6759	chr1	42824744	42825144	+	1000	42.5	[]	[]	[7.0512776]	[150]	[]	[42824948]
874_6761	chr1	47228504	47228904	+	1000	42.5	[5.870705, 2.1825373, 10.004963, 4.0532475]	[96, 98, 101, 143]	[]	[]	[47228662, 47228664, 47228667, 47228709]	[]
874_677	chr6	43926769	43927169	+	1000	79.0	[]	[]	[4.697748]	[114]	[]	[43926980]
874_6775	chr1	161726569	161726969	+	1000	42.5	[]	[]	[7.917623, 10.068253, 4.3727665, 2.1950033]	[156, 160, 161, 163]	[]	[161726758, 161726762, 161726763, 161726765]
874_6776	chr1	167722102	167722502	+	1000	42.5	[2.9969518]	[105]	[1.9024156, 2.3848555]	[159, 161]	[167722291]	[167722345, 167722347]
874_6777	chr1	173303053	173303453	+	1000	42.5	[]	[]	[4.629526, 5.0641456]	[77, 79]	[]	[173303208, 173303210]
874_6780	chr1	202165522	202165922	+	979	42.5	[2.2845972, 1.7249256]	[201, 204]	[]	[]	[202165733, 202165736]	[]
874_6781	chr1	204461492	204461892	+	1000	42.5	[]	[]	[3.6834283, 2.744988]	[143, 149]	[]	[204461717, 204461723]
874_6783	chr1	205679483	205679883	+	1000	42.5	[1.9288132, 5.959441, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[188, 192, 194, 196, 198, 200, 202, 204, 206, 208, 210, 212, 214, 216, 218]	[]	[]	[205679681, 205679685, 205679687, 205679689, 205679691, 205679693, 205679695, 205679697, 205679699, 205679701, 205679703, 205679705, 205679707, 205679709, 205679711]	[]
874_6785	chr1	206924069	206924469	+	1000	42.5	[]	[]	[5.45365, 2.5991845, 6.265693, 1.8646828, 10.236002, 2.4690702, 3.9230297, 14.422017, 13.10252, 16.440128, 1.8583771, 2.1826408, 6.382864, 2.4690702, 3.9230297]	[67, 68, 71, 73, 75, 112, 114, 116, 118, 120, 123, 143, 145, 157, 159]	[]	[206924226, 206924227, 206924230, 206924232, 206924234, 206924271, 206924273, 206924275, 206924277, 206924279, 206924282, 206924302, 206924304, 206924316, 206924318]
874_6787	chr1	225962339	225962739	+	1000	42.5	[]	[]	[1.914778]	[93]	[]	[225962513]
874_679	chr7	87330851	87331251	+	1000	79.0	[]	[]	[1.9708328]	[141]	[]	[87331091]
874_6791	chr10	49177490	49177890	+	1000	42.5	[]	[]	[2.8927171]	[153]	[]	[49177715]
874_6793	chr10	63630624	63631024	+	1000	42.5	[3.0127492]	[184]	[]	[]	[63630817]	[]
874_6798	chr11	62665221	62665621	+	1000	42.5	[]	[]	[12.886467, 1.9963683, 7.4088793]	[95, 96, 104]	[]	[62665373, 62665374, 62665382]
874_6802	chr11	111878929	111879329	+	1000	42.5	[10.712087, 4.1373587, 5.691485, 1.6892118]	[148, 149, 152, 153]	[]	[]	[111879097, 111879098, 111879101, 111879102]	[]
874_6804	chr11	130069790	130070190	+	1000	42.5	[]	[]	[3.0287929]	[164]	[]	[130070031]
874_6809	chr12	51238779	51239179	+	1000	42.5	[]	[]	[3.6454492]	[149]	[]	[51239007]
874_6818	chr13	30617256	30617656	+	1000	42.5	[2.2845972]	[132]	[]	[]	[30617479]	[]
874_6819	chr13	91134449	91134849	+	1000	42.5	[2.034451, 1.8646828]	[114, 125]	[]	[]	[91134651, 91134662]	[]
874_682	chr1	201567100	201567500	+	1000	78.5	[]	[]	[4.2755046, 2.2468867]	[103, 107]	[]	[201567264, 201567268]
874_6822	chr13	107940066	107940466	+	1000	42.5	[3.9906883]	[230]	[]	[]	[107940316]	[]
874_6833	chr15	81950923	81951323	+	1000	42.5	[5.3195953]	[111]	[]	[]	[81951128]	[]
874_6834	chr15	82305134	82305534	+	1000	42.5	[13.108096, 2.7352602]	[151, 154]	[]	[]	[82305305, 82305308]	[]
874_6839	chr16	18801182	18801582	+	1000	42.5	[1.9502363]	[190]	[]	[]	[18801420]	[]
874_6846	chr16	87391576	87391976	+	1000	42.5	[4.053811, 4.7294345]	[74, 81]	[]	[]	[87391744, 87391751]	[]
874_6861	chr18	8882883	8883283	+	1000	42.5	[]	[]	[7.965242, 2.9050283, 4.761254, 4.5792785, 3.0532694, 8.907873, 2.9050283, 3.8511264, 9.8219795]	[101, 103, 104, 105, 106, 109, 110, 111, 113]	[]	[8883043, 8883045, 8883046, 8883047, 8883048, 8883051, 8883052, 8883053, 8883055]
874_6864	chr18	35377038	35377438	+	1000	42.5	[8.942809]	[116]	[]	[]	[35377206]	[]
874_6866	chr19	10286810	10287210	+	1000	42.5	[]	[]	[1.9963683]	[199]	[]	[10287041]
874_6867	chr19	10332932	10333332	+	1000	42.5	[5.0143547]	[124]	[]	[]	[10333124]	[]
874_687	chr5	40835128	40835528	+	1000	78.5	[]	[]	[2.3848555]	[122]	[]	[40835315]
874_6871	chr19	46784487	46784887	+	1000	42.5	[]	[]	[4.6521926]	[112]	[]	[46784650]
874_6878	chr19	54159277	54159677	+	1000	42.5	[3.294941]	[158]	[]	[]	[54159497]	[]
874_688	chr6	31971779	31972179	+	1000	78.5	[1.9982615]	[102]	[]	[]	[31971937]	[]
874_6884	chr2	44168819	44169219	+	1000	42.5	[]	[]	[3.128074, 2.1143172]	[90, 91]	[]	[44168995, 44168996]
874_6895	chr20	370902	371302	+	1000	42.5	[2.6710877, 3.2432256]	[67, 72]	[]	[]	[371054, 371059]	[]
874_6898	chr20	63263955	63264355	+	1000	42.5	[]	[]	[2.723789, 1.6229693]	[128, 130]	[]	[63264138, 63264140]
874_690	chr9	128203025	128203425	+	1000	78.5	[1.8991064]	[167]	[]	[]	[128203219]	[]
874_6902	chr21	35475007	35475407	+	1000	42.5	[2.7416787]	[109]	[]	[]	[35475195]	[]
874_6905	chr21	46184753	46185153	+	1000	42.5	[11.809326]	[146]	[]	[]	[46184927]	[]
874_6907	chr22	19140482	19140882	+	1000	42.5	[]	[]	[2.9740832]	[157]	[]	[19140660]
874_6908	chr22	19195664	19196064	+	1000	42.5	[]	[]	[4.6302576]	[139]	[]	[19195832]
874_6910	chr22	19877286	19877686	+	1000	42.5	[8.410367, 6.9881845]	[85, 89]	[]	[]	[19877440, 19877444]	[]
874_6914	chr22	20125353	20125753	+	1000	42.5	[]	[]	[3.1237056, 1.9630817, 4.960578, 2.0999358, 6.100014]	[77, 85, 113, 114, 136]	[]	[20125516, 20125524, 20125552, 20125553, 20125575]
874_6916	chr22	20211405	20211805	+	1000	42.5	[]	[]	[1.9788569]	[178]	[]	[20211595]
874_6919	chr22	20577666	20578066	+	1000	42.5	[]	[]	[1.8799462, 5.1478057]	[133, 147]	[]	[20577884, 20577898]
874_692	chr1	10430211	10430611	+	1000	78.0	[3.1595743]	[220]	[]	[]	[10430460]	[]
874_6922	chr22	20742160	20742560	+	1000	42.5	[2.722907, 5.106278]	[218, 237]	[]	[]	[20742383, 20742402]	[]
874_6923	chr22	20861241	20861641	+	1000	42.5	[1.6925211]	[75]	[1.896305, 4.86299]	[102, 113]	[20861403]	[20861430, 20861441]
874_6924	chr22	20881020	20881420	+	1000	42.5	[]	[]	[8.492969, 3.42998, 3.7192457]	[89, 90, 123]	[]	[20881197, 20881198, 20881231]
874_6929	chr22	21749528	21749928	+	1000	42.5	[3.2920926]	[158]	[]	[]	[21749766]	[]
874_6931	chr22	21811898	21812298	+	1000	42.5	[6.9547944, 9.043067]	[121, 216]	[]	[]	[21812052, 21812147]	[]
874_6932	chr22	21916653	21917053	+	1000	42.5	[]	[]	[2.6316926, 6.646993, 5.0282364]	[74, 77, 79]	[]	[21916816, 21916819, 21916821]
874_694	chr1	27321882	27322282	+	1000	78.0	[]	[]	[7.6629043]	[85]	[]	[27322049]
874_6940	chr22	22542969	22543369	+	1000	42.5	[]	[]	[7.3940897, 3.7650185, 2.311059, 3.5433893]	[169, 172, 174, 177]	[]	[22543188, 22543191, 22543193, 22543196]
874_695	chr1	167627748	167628148	+	1000	78.0	[9.2575, 10.085545, 2.6316926]	[148, 150, 153]	[]	[]	[167627980, 167627982, 167627985]	[]
874_6954	chr4	56435230	56435630	+	1000	42.5	[4.1381936, 4.9280696]	[183, 185]	[]	[]	[56435428, 56435430]	[]
874_6955	chr4	72567966	72568366	+	1000	42.5	[2.1308308]	[63]	[]	[]	[72568121]	[]
874_696	chr15	77953837	77954237	+	1000	78.0	[2.8928208]	[156]	[]	[]	[77954070]	[]
874_6962	chr5	66144381	66144781	+	672	42.5	[]	[]	[2.1652963]	[86]	[]	[66144552]
874_6969	chr5	141849331	141849731	+	1000	42.5	[1.9982615]	[104]	[]	[]	[141849533]	[]
874_697	chr22	21656480	21656880	+	1000	78.0	[]	[]	[3.620138, 2.9250484]	[150, 157]	[]	[21656672, 21656679]
874_6982	chr6	36840151	36840551	+	1000	42.5	[]	[]	[5.5237355, 5.151115, 6.144041, 9.5479765, 2.112402]	[169, 189, 224, 229, 231]	[]	[36840327, 36840347, 36840382, 36840387, 36840389]
874_6987	chr6	42039453	42039853	+	1000	42.5	[]	[]	[2.8389406, 6.5462646, 3.767643, 6.3827605, 5.605397, 3.800836]	[190, 195, 196, 199, 201, 205]	[]	[42039666, 42039671, 42039672, 42039675, 42039677, 42039681]
874_6988	chr6	96897506	96897906	+	1000	42.5	[]	[]	[5.2374, 2.7870793, 4.051251, 3.2314265]	[142, 145, 146, 153]	[]	[96897688, 96897691, 96897692, 96897699]
874_699	chr22	22882179	22882579	+	1000	78.0	[4.8445864, 2.2180395]	[231, 236]	[]	[]	[22882416, 22882421]	[]
874_6995	chr6	163413400	163413800	+	1000	42.5	[3.3634617]	[114]	[]	[]	[163413611]	[]
874_7	chrM	13681	14081	+	1000	839.5	[3.4310167, 2.468339]	[100, 101]	[]	[]	[13852, 13853]	[]
874_7006	chr7	116951568	116951968	+	1000	42.5	[]	[]	[5.402197]	[179]	[]	[116951785]
874_7007	chr7	128398524	128398924	+	1000	42.5	[6.2677636]	[132]	[]	[]	[128398723]	[]
874_7008	chr7	129218580	129218980	+	1000	42.5	[5.518253, 4.8655105]	[122, 126]	[]	[]	[129218780, 129218784]	[]
874_7017	chr8	141001386	141001786	+	1000	42.5	[]	[]	[8.942809]	[75]	[]	[141001543]
874_7019	chr9	35646807	35647207	+	1000	42.5	[]	[]	[4.948112, 9.923372, 8.93054, 5.2795334]	[83, 129, 130, 134]	[]	[35646981, 35647027, 35647028, 35647032]
874_7023	chr9	127159261	127159661	+	1000	42.5	[5.254111]	[105]	[]	[]	[127159424]	[]
874_7025	chr9	128428817	128429217	+	1000	42.5	[]	[]	[6.5339026, 2.5242498, 2.9892006]	[95, 115, 135]	[]	[128429006, 128429026, 128429046]
874_7027	chr9	133137622	133138022	+	1000	42.5	[2.301308]	[190]	[]	[]	[133137871]	[]
874_7031	chrUn_GL000219v1	92325	92725	+	1000	42.5	[3.059533]	[132]	[]	[]	[92507]	[]
874_7035	chr1	6613687	6614087	+	1000	42.0	[12.126651]	[137]	[]	[]	[6613924]	[]
874_7037	chr1	9823007	9823407	+	1000	42.0	[2.262662]	[129]	[]	[]	[9823161]	[]
874_7040	chr1	16610608	16611008	+	1000	42.0	[1.9630817]	[158]	[]	[]	[16610856]	[]
874_7045	chr1	26126774	26127174	+	1000	42.0	[]	[]	[6.161235, 10.946027, 3.3985085, 3.5073545]	[209, 211, 212, 214]	[]	[26126995, 26126997, 26126998, 26127000]
874_7048	chr1	33361601	33362001	+	1000	42.0	[]	[]	[3.767643]	[161]	[]	[33361825]
874_7053	chr1	47213396	47213796	+	1000	42.0	[7.917623, 4.7266374]	[76, 150]	[]	[]	[47213550, 47213624]	[]
874_7059	chr1	113390410	113390810	+	1000	42.0	[4.339677]	[147]	[]	[]	[113390650]	[]
874_7063	chr1	203287430	203287830	+	1000	42.0	[]	[]	[2.5518265]	[94]	[]	[203287614]
874_707	chr15	20341267	20341667	+	1000	77.5	[2.6393502, 4.1584377, 4.053875, 10.828078]	[123, 127, 130, 131]	[]	[]	[20341488, 20341492, 20341495, 20341496]	[]
874_7071	chr1	226579135	226579535	+	1000	42.0	[2.8222299]	[185]	[]	[]	[226579323]	[]
874_7073	chr1	234755283	234755683	+	1000	42.0	[4.6618795]	[164]	[]	[]	[234755496]	[]
874_7081	chr10	69087877	69088277	+	714	42.0	[]	[]	[2.5326884]	[88]	[]	[69088053]
874_7084	chr10	75108758	75109158	+	986	42.0	[4.339677]	[177]	[]	[]	[75108968]	[]
874_7087	chr10	80504083	80504483	+	1000	42.0	[]	[]	[2.9754221, 6.1103067, 4.033833]	[76, 86, 133]	[]	[80504239, 80504249, 80504296]
874_7088	chr10	102713893	102714293	+	1000	42.0	[2.2845972]	[177]	[]	[]	[102714117]	[]
874_7092	chr11	4607926	4608326	+	1000	42.0	[4.086534]	[157]	[]	[]	[4608165]	[]
874_7095	chr11	47270613	47271013	+	1000	42.0	[3.294941, 2.693127]	[105, 116]	[]	[]	[47270786, 47270797]	[]
874_7098	chr11	77995003	77995403	+	1000	42.0	[]	[]	[9.853821]	[88]	[]	[77995190]
874_7100	chr11	117143986	117144386	+	955	42.0	[]	[]	[3.4529521]	[210]	[]	[117144225]
874_7103	chr12	52280365	52280765	+	1000	42.0	[]	[]	[4.4236946]	[80]	[]	[52280532]
874_7104	chr12	57456086	57456486	+	1000	42.0	[13.979516]	[163]	[]	[]	[57456276]	[]
874_7110	chr13	93314288	93314688	+	1000	42.0	[4.539737]	[200]	[]	[]	[93314497]	[]
874_7112	chr14	23286300	23286700	+	1000	42.0	[5.18352, 3.5171247]	[70, 71]	[]	[]	[23286456, 23286457]	[]
874_7113	chr14	49586336	49586736	+	1000	42.0	[]	[]	[3.8007324]	[73]	[]	[49586505]
874_7115	chr15	55407966	55408366	+	1000	42.0	[3.2430575]	[180]	[]	[]	[55408178]	[]
874_7121	chr15	74545951	74546351	+	1000	42.0	[1.6767458]	[156]	[]	[]	[74546187]	[]
874_7124	chr15	92804115	92804515	+	1000	42.0	[]	[]	[3.395303]	[104]	[]	[92804291]
874_7127	chr16	4615931	4616331	+	1000	42.0	[]	[]	[5.92883]	[181]	[]	[4616145]
874_7131	chr16	66900195	66900595	+	1000	42.0	[]	[]	[4.5914435]	[172]	[]	[66900406]
874_7133	chr16	74296717	74297117	+	1000	42.0	[]	[]	[1.7927794]	[91]	[]	[74296896]
874_7135	chr16	84647850	84648250	+	1000	42.0	[]	[]	[4.4432025]	[178]	[]	[84648040]
874_7136	chr16	85462116	85462516	+	1000	42.0	[]	[]	[2.9573596]	[101]	[]	[85462301]
874_7139	chr17	36601258	36601658	+	1000	42.0	[]	[]	[2.9241664]	[156]	[]	[36601503]
874_7145	chr18	1002571	1002971	+	1000	42.0	[6.160146]	[172]	[]	[]	[1002783]	[]
874_7149	chr19	1269189	1269589	+	1000	42.0	[]	[]	[3.6315672, 4.0021176]	[79, 80]	[]	[1269353, 1269354]
874_7160	chr19	47607968	47608368	+	1000	42.0	[4.430891, 2.3478878]	[136, 137]	[]	[]	[47608151, 47608152]	[]
874_7162	chr19	55258660	55259060	+	1000	42.0	[4.371988]	[60]	[]	[]	[55258817]	[]
874_7171	chr2	74421903	74422303	+	1000	42.0	[1.6873188]	[137]	[]	[]	[74422140]	[]
874_7173	chr2	144331767	144332167	+	1000	42.0	[6.2096386]	[149]	[]	[]	[144331981]	[]
874_7177	chr2	215870027	215870427	+	1000	42.0	[]	[]	[4.5249476]	[111]	[]	[215870223]
874_7178	chr2	235460660	235461060	+	1000	42.0	[]	[]	[1.9122573]	[171]	[]	[235460900]
874_7189	chr22	19888107	19888507	+	1000	42.0	[6.383642, 6.902933, 15.079276, 5.435024, 4.6511817]	[182, 184, 185, 189, 193]	[]	[]	[19888347, 19888349, 19888350, 19888354, 19888358]	[]
874_7197	chr22	20419075	20419475	+	1000	42.0	[3.5048132]	[179]	[]	[]	[20419300]	[]
874_7201	chr22	20881756	20882156	+	1000	42.0	[]	[]	[2.4041665]	[165]	[]	[20881944]
874_7202	chr22	21450348	21450748	+	1000	42.0	[]	[]	[4.890142]	[103]	[]	[21450515]
874_7204	chr22	21668086	21668486	+	1000	42.0	[4.777359]	[175]	[]	[]	[21668303]	[]
874_7210	chr22	22132300	22132700	+	1000	42.0	[]	[]	[4.2535048]	[216]	[]	[22132531]
874_7213	chr22	22540040	22540440	+	1000	42.0	[]	[]	[3.5821588, 2.3848555]	[126, 130]	[]	[22540223, 22540227]
874_7217	chr22	22900519	22900919	+	1000	42.0	[]	[]	[7.239069]	[121]	[]	[22900734]
874_7219	chr3	5187565	5187965	+	1000	42.0	[]	[]	[2.0112615]	[122]	[]	[5187745]
874_722	chr1	30778162	30778562	+	1000	77.0	[2.9231553, 13.832011]	[80, 84]	[]	[]	[30778326, 30778330]	[]
874_7223	chr3	157115216	157115616	+	1000	42.0	[]	[]	[2.605603]	[154]	[]	[157115394]
874_7227	chr4	54064277	54064677	+	1000	42.0	[]	[]	[6.144041]	[105]	[]	[54064457]
874_7228	chr4	70704678	70705078	+	1000	42.0	[2.6105254]	[115]	[]	[]	[70704883]	[]
874_7238	chr5	7869116	7869516	+	1000	42.0	[]	[]	[2.7572992]	[191]	[]	[7869357]
874_7246	chr5	127030767	127031167	+	1000	42.0	[2.693127]	[160]	[]	[]	[127030987]	[]
874_7247	chr5	131797095	131797495	+	1000	42.0	[]	[]	[2.991825]	[155]	[]	[131797312]
