#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_6866	chr18	79678909	79679309	+	761	35.0	[7.1055546]	[119]	[]	[]	[79679104]	[]
293_6869	chr19	2151783	2152183	+	824	35.0	[7.5940995]	[185]	[10.0477295, 12.520998]	[200, 204]	[2151977]	[2151992, 2151996]
293_687	chr9	132878117	132878517	+	1000	78.0	[10.534392]	[122]	[]	[]	[132878337]	[]
293_6871	chr19	10738851	10739251	+	841	35.0	[]	[]	[12.265705]	[79]	[]	[10739025]
293_6872	chr19	12762626	12763026	+	798	35.0	[7.022195]	[151]	[]	[]	[12762861]	[]
293_6879	chr19	35533215	35533615	+	823	35.0	[7.5940995]	[183]	[]	[]	[35533452]	[]
293_6886	chr19	50725015	50725415	+	735	35.0	[]	[]	[8.836867]	[137]	[]	[50725215]
293_6888	chr2	9169434	9169834	+	624	35.0	[7.5940995]	[162]	[10.0477295]	[127]	[9169670]	[9169635]
293_6889	chr2	12083669	12084069	+	562	35.0	[]	[]	[7.2199736]	[148]	[]	[12083833]
293_6894	chr2	118706396	118706796	+	589	35.0	[14.252311]	[136]	[]	[]	[118706580]	[]
293_6899	chr20	5610879	5611279	+	767	35.0	[8.797619]	[110]	[10.534392, 7.1055546, 7.9705]	[74, 95, 153]	[5611079]	[5611043, 5611064, 5611122]
293_6901	chr21	5220517	5220917	+	686	35.0	[7.5088573]	[74]	[]	[]	[5220668]	[]
293_6904	chr21	33931125	33931525	+	807	35.0	[]	[]	[9.052912, 7.2199736]	[183, 187]	[]	[33931328, 33931332]
293_6907	chr21	43775867	43776267	+	814	35.0	[7.5940995]	[165]	[]	[]	[43776077]	[]
293_6909	chr22	16758180	16758580	+	825	35.0	[9.577935]	[162]	[]	[]	[16758379]	[]
293_6910	chr22	19455809	19456209	+	722	35.0	[]	[]	[9.09216]	[168]	[]	[19456057]
293_692	chr3	171446851	171447251	+	1000	77.5	[]	[]	[12.265705]	[147]	[]	[171447048]
293_6923	chr22	20935175	20935575	+	801	35.0	[12.265705]	[137]	[]	[]	[20935401]	[]
293_6924	chr22	20939885	20940285	+	540	35.0	[12.265705]	[147]	[]	[]	[20940078]	[]
293_6931	chr22	22004769	22005169	+	821	35.0	[]	[]	[7.801938]	[98]	[]	[22004937]
293_6936	chr22	22998965	22999365	+	815	35.0	[]	[]	[7.5940995]	[163]	[]	[22999212]
293_6943	chr3	158642124	158642524	+	847	35.0	[9.788544]	[101]	[]	[]	[158642316]	[]
293_695	chr9	131076363	131076763	+	1000	77.5	[10.0477295, 9.495462]	[157, 223]	[]	[]	[131076542, 131076608]	[]
293_6954	chr5	138488453	138488853	+	718	35.0	[]	[]	[7.5940995, 9.788544]	[119, 143]	[]	[138488636, 138488660]
293_6956	chr5	173056004	173056404	+	728	35.0	[7.5088573, 8.061124]	[132, 163]	[]	[]	[173056175, 173056206]	[]
293_6962	chr6	34671784	34672184	+	832	35.0	[12.520998]	[216]	[]	[]	[34672027]	[]
293_6966	chr6	42894021	42894421	+	661	35.0	[]	[]	[7.782383]	[152]	[]	[42894253]
293_6969	chr6	83867509	83867909	+	848	35.0	[]	[]	[7.5940995]	[238]	[]	[83867753]
293_6971	chr6	138981467	138981867	+	712	35.0	[]	[]	[14.252311]	[127]	[]	[138981646]
293_6984	chr7	138350221	138350621	+	686	35.0	[6.3204575]	[134]	[]	[]	[138350438]	[]
293_6985	chr7	148983669	148984069	+	850	35.0	[10.68806]	[138]	[9.052912]	[182]	[148983825]	[148983869]
293_6986	chr8	1701251	1701651	+	849	35.0	[]	[]	[7.5088573]	[107]	[]	[1701407]
293_699	chr19	44913887	44914287	+	1000	77.0	[14.252311]	[104]	[]	[]	[44914082]	[]
293_6990	chr9	38069639	38070039	+	807	35.0	[]	[]	[7.5940995]	[143]	[]	[38069859]
293_6994	chr9	126985711	126986111	+	801	35.0	[]	[]	[9.792437]	[155]	[]	[126985959]
293_6997	chr9	136693778	136694178	+	820	35.0	[9.052912, 6.483479, 10.534392, 7.9705]	[124, 128, 133, 143]	[9.788544]	[190]	[136693929, 136693933, 136693938, 136693948]	[136693995]
293_70	chr1_KI270713v1_random	21795	22195	+	1000	220.5	[6.7998433]	[104]	[]	[]	[21968]	[]
293_700	chr2	26412337	26412737	+	1000	77.0	[7.2199736]	[121]	[]	[]	[26412523]	[]
293_7005	chr1	16143769	16144169	+	585	34.5	[11.779043]	[108]	[]	[]	[16143974]	[]
293_701	chr22	19447543	19447943	+	1000	77.0	[7.1055546]	[90]	[]	[]	[19447711]	[]
293_7010	chr1	46180220	46180620	+	696	34.5	[]	[]	[7.5940995, 12.520998]	[111, 175]	[]	[46180406, 46180470]
293_7013	chr1	110916843	110917243	+	778	34.5	[]	[]	[14.252311]	[145]	[]	[110917062]
293_7027	chr1	223628154	223628554	+	798	34.5	[9.788544]	[178]	[]	[]	[223628398]	[]
293_7030	chr1	231422506	231422906	+	722	34.5	[]	[]	[10.823473]	[121]	[]	[231422686]
293_7041	chr10	104232120	104232520	+	744	34.5	[7.797938]	[138]	[8.061124]	[80]	[104232353]	[104232295]
293_7042	chr10	125045729	125046129	+	771	34.5	[10.7842245, 12.520998]	[129, 167]	[]	[]	[125045906, 125045944]	[]
293_7045	chr11	61287409	61287809	+	771	34.5	[11.779043]	[156]	[]	[]	[61287604]	[]
293_7046	chr11	64074213	64074613	+	789	34.5	[]	[]	[14.252311]	[107]	[]	[64074411]
293_7048	chr11	67629457	67629857	+	557	34.5	[]	[]	[6.7998433]	[139]	[]	[67629692]
293_705	chr6	36848584	36848984	+	1000	77.0	[7.5088573, 8.956747]	[224, 229]	[]	[]	[36848827, 36848832]	[]
293_7051	chr11	96212387	96212787	+	616	34.5	[7.846622]	[169]	[]	[]	[96212626]	[]
293_7061	chr13	49792614	49793014	+	766	34.5	[7.5940995]	[207]	[]	[]	[49792841]	[]
293_7071	chr15	34224744	34225144	+	796	34.5	[7.5940995]	[189]	[]	[]	[34224940]	[]
293_708	chr9	131082782	131083182	+	1000	77.0	[]	[]	[7.801938]	[193]	[]	[131083029]
293_7081	chr16	46831068	46831468	+	799	34.5	[7.1055546]	[120]	[10.534392, 7.5088573]	[209, 214]	[46831222]	[46831311, 46831316]
293_7083	chr16	81452252	81452652	+	763	34.5	[]	[]	[10.68806]	[206]	[]	[81452465]
293_709	chr9	131099015	131099415	+	1000	77.0	[7.5088573]	[104]	[10.68806]	[90]	[131099219]	[131099205]
293_7091	chr17	27602870	27603270	+	796	34.5	[]	[]	[7.2199736]	[160]	[]	[27603058]
293_7097	chr17	41678623	41679023	+	762	34.5	[7.5940995]	[158]	[]	[]	[41678784]	[]
293_71	chr22	19479115	19479515	+	1000	220.0	[7.1046667]	[142]	[]	[]	[19479302]	[]
293_710	chr1	1307961	1308361	+	1000	76.5	[7.1055546]	[153]	[6.0706253]	[75]	[1308209]	[1308131]
293_7100	chr17	75979193	75979593	+	561	34.5	[7.0663056, 8.956747]	[177, 182]	[10.68806]	[148]	[75979438, 75979443]	[75979409]
293_7106	chr18	6729513	6729913	+	577	34.5	[]	[]	[7.1055546]	[68]	[]	[6729665]
293_7112	chr19	46202999	46203399	+	769	34.5	[]	[]	[12.520998]	[130]	[]	[46203191]
293_7113	chr19	46845992	46846392	+	808	34.5	[12.520998, 7.022195]	[148, 156]	[8.061124]	[123]	[46846212, 46846220]	[46846187]
293_7115	chr19	48993202	48993602	+	714	34.5	[6.253357, 12.265705]	[126, 150]	[10.534392]	[160]	[48993365, 48993389]	[48993399]
293_7119	chr2	28583854	28584254	+	819	34.5	[12.520998]	[139]	[]	[]	[28584084]	[]
293_7128	chr2	169733601	169734001	+	726	34.5	[8.836867, 10.534392]	[173, 178]	[8.956747]	[146]	[169733823, 169733828]	[169733796]
293_7143	chr22	19751527	19751927	+	768	34.5	[7.022195]	[186]	[]	[]	[19751720]	[]
293_7146	chr22	19880355	19880755	+	780	34.5	[8.786449]	[122]	[]	[]	[19880549]	[]
293_715	chr16	28211949	28212349	+	1000	76.5	[6.0706253, 12.265705, 10.534392]	[56, 69, 84]	[]	[]	[28212102, 28212115, 28212130]	[]
293_7153	chr22	20459277	20459677	+	698	34.5	[]	[]	[10.823473]	[125]	[]	[20459454]
293_7156	chr22	20818315	20818715	+	580	34.5	[]	[]	[8.956747]	[184]	[]	[20818520]
293_7158	chr22	20847828	20848228	+	797	34.5	[]	[]	[10.0477295, 7.022195]	[138, 142]	[]	[20848005, 20848009]
293_7159	chr22	20855841	20856241	+	813	34.5	[]	[]	[7.022195]	[116]	[]	[20856053]
293_7160	chr22	20870597	20870997	+	765	34.5	[]	[]	[6.149097]	[158]	[]	[20870783]
293_7161	chr22	20914004	20914404	+	618	34.5	[6.3204575]	[173]	[12.265705]	[161]	[20914187]	[20914175]
293_7162	chr22	21063417	21063817	+	786	34.5	[7.315276]	[146]	[]	[]	[21063577]	[]
293_7166	chr22	21983533	21983933	+	770	34.5	[]	[]	[6.3204575]	[160]	[]	[21983777]
293_7168	chr22	22151892	22152292	+	772	34.5	[]	[]	[9.052912]	[144]	[]	[22152111]
293_717	chr9	131373554	131373954	+	1000	76.5	[]	[]	[12.265705]	[166]	[]	[131373782]
293_7173	chr22	22635421	22635821	+	619	34.5	[]	[]	[9.788544]	[92]	[]	[22635577]
293_7177	chr3	101868815	101869215	+	779	34.5	[10.534392]	[119]	[7.846622]	[161]	[101868975]	[101869017]
293_7179	chr3	170132280	170132680	+	760	34.5	[]	[]	[12.520998]	[174]	[]	[170132506]
293_718	chr1	42736162	42736562	+	1000	76.0	[]	[]	[6.224293]	[131]	[]	[42736359]
293_7181	chr4	49286787	49287187	+	610	34.5	[7.5940995]	[92]	[8.956747, 8.786449]	[134, 155]	[49286946]	[49286988, 49287009]
293_7182	chr4	55841939	55842339	+	772	34.5	[]	[]	[8.956747]	[186]	[]	[55842172]
293_7185	chr4	173369623	173370023	+	725	34.5	[12.265705, 7.5088573]	[83, 99]	[]	[]	[173369797, 173369813]	[]
293_7188	chr5	21479158	21479558	+	763	34.5	[7.022195]	[127]	[]	[]	[21479356]	[]
293_719	chr1	52366002	52366402	+	1000	76.0	[]	[]	[10.534392]	[169]	[]	[52366243]
293_7195	chr5	139661152	139661552	+	784	34.5	[7.5940995, 10.823473]	[119, 128]	[]	[]	[139661336, 139661345]	[]
293_7200	chr5	180860892	180861292	+	775	34.5	[7.5940995, 7.0663056]	[189, 194]	[8.956747]	[169]	[180861111, 180861116]	[180861091]
293_7219	chr7	25856918	25857318	+	788	34.5	[9.2401705]	[167]	[]	[]	[25857142]	[]
293_722	chr6	17962435	17962835	+	1000	76.0	[]	[]	[7.643828]	[152]	[]	[17962613]
293_7220	chr7	25862606	25863006	+	772	34.5	[]	[]	[7.1055546, 7.5940995, 8.061124]	[59, 119, 125]	[]	[25862764, 25862824, 25862830]
293_7222	chr7	74566717	74567117	+	804	34.5	[12.265705, 7.846622]	[85, 100]	[]	[]	[74566882, 74566897]	[]
293_7224	chr7	128887373	128887773	+	740	34.5	[8.956747, 9.788544, 11.226776, 7.5940995]	[111, 140, 146, 156]	[]	[]	[128887572, 128887601, 128887607, 128887617]	[]
293_7232	chr8	28889996	28890396	+	785	34.5	[9.495462]	[61]	[]	[]	[28890151]	[]
293_7235	chr8	48896783	48897183	+	788	34.5	[]	[]	[12.265705, 14.252311, 14.252311]	[154, 166, 178]	[]	[48897004, 48897016, 48897028]
293_7237	chr8	127895732	127896132	+	770	34.5	[]	[]	[14.252311]	[130]	[]	[127895903]
293_7240	chr9	112174576	112174976	+	824	34.5	[10.534392]	[151]	[]	[]	[112174784]	[]
293_7243	chr9	129802947	129803347	+	773	34.5	[]	[]	[10.68806, 8.061124]	[91, 97]	[]	[129803104, 129803110]
293_725	chr9	120793165	120793565	+	1000	76.0	[8.956747, 6.0706253]	[80, 95]	[]	[]	[120793320, 120793335]	[]
293_7253	chr1	12510505	12510905	+	541	34.0	[]	[]	[6.313181, 7.9846697, 7.846622]	[177, 208, 210]	[]	[12510714, 12510745, 12510747]
293_7258	chr1	24666741	24667141	+	753	34.0	[7.643828, 10.534392]	[90, 154]	[]	[]	[24666904, 24666968]	[]
293_7259	chr1	32311099	32311499	+	658	34.0	[]	[]	[12.265705]	[164]	[]	[32311325]
293_7265	chr1	54503092	54503492	+	727	34.0	[7.022195]	[176]	[]	[]	[54503342]	[]
293_7267	chr1	92852167	92852567	+	776	34.0	[6.0706253]	[109]	[12.265705]	[140]	[92852324]	[92852355]
293_727	chr9	131097170	131097570	+	1000	76.0	[7.801938]	[165]	[]	[]	[131097373]	[]
293_7278	chr1	161132586	161132986	+	752	34.0	[]	[]	[10.68806]	[199]	[]	[161132815]
293_7281	chr1	182292437	182292837	+	732	34.0	[6.3204575]	[125]	[14.252311]	[101]	[182292662]	[182292638]
293_7288	chr1	235113671	235114071	+	736	34.0	[7.5940995, 9.2401705]	[91, 122]	[]	[]	[235113859, 235113890]	[]
293_729	chr1	155609811	155610211	+	1000	75.5	[9.09216, 10.534392]	[87, 136]	[]	[]	[155609984, 155610033]	[]
293_7290	chr10	4826443	4826843	+	739	34.0	[]	[]	[10.534392]	[109]	[]	[4826646]
293_7299	chr11	18011072	18011472	+	742	34.0	[]	[]	[12.520998]	[216]	[]	[18011308]
293_7301	chr11	48061200	48061600	+	588	34.0	[]	[]	[14.252311]	[207]	[]	[48061427]
293_7303	chr11	94235849	94236249	+	716	34.0	[]	[]	[9.495462]	[102]	[]	[94236002]
293_7304	chr12	6961757	6962157	+	744	34.0	[8.836867]	[159]	[]	[]	[6961963]	[]
293_7305	chr12	56468324	56468724	+	765	34.0	[]	[]	[7.1055546]	[136]	[]	[56468532]
293_7307	chr12	96489267	96489667	+	737	34.0	[7.591329]	[90]	[]	[]	[96489445]	[]
293_7310	chr12	121748686	121749086	+	608	34.0	[7.643828]	[171]	[]	[]	[121748878]	[]
293_7311	chr12	126953468	126953868	+	714	34.0	[8.214792]	[171]	[]	[]	[126953704]	[]
293_7314	chr13	91286341	91286741	+	714	34.0	[]	[]	[7.315276]	[165]	[]	[91286537]
293_7321	chr13	107948992	107949392	+	769	34.0	[7.315276]	[194]	[]	[]	[107949214]	[]
293_7324	chr14	91202327	91202727	+	587	34.0	[]	[]	[7.5940995, 14.252311]	[127, 133]	[]	[91202520, 91202526]
293_7325	chr14	105167465	105167865	+	709	34.0	[10.534392, 6.0706253]	[93, 98]	[]	[]	[105167627, 105167632]	[]
293_7342	chr17	38701999	38702399	+	744	34.0	[9.577935]	[115]	[]	[]	[38702176]	[]
293_7346	chr17	45225898	45226298	+	684	34.0	[7.2592225]	[100]	[]	[]	[45226086]	[]
293_735	chr19	12872340	12872740	+	1000	75.5	[]	[]	[9.09216]	[157]	[]	[12872581]
293_7355	chr19	1542597	1542997	+	760	34.0	[]	[]	[7.801938, 7.0663056]	[178, 184]	[]	[1542789, 1542795]
293_7356	chr19	3249436	3249836	+	784	34.0	[10.534392, 14.252311]	[183, 229]	[]	[]	[3249635, 3249681]	[]
293_7358	chr19	12797692	12798092	+	609	34.0	[7.022195]	[187]	[]	[]	[12797899]	[]
293_7363	chr19	36489044	36489444	+	775	34.0	[7.5940995]	[133]	[]	[]	[36489219]	[]
293_7366	chr19	45076330	45076730	+	779	34.0	[]	[]	[10.534392, 8.956747]	[120, 133]	[]	[45076537, 45076550]
293_7367	chr19	46403900	46404300	+	773	34.0	[]	[]	[12.265705]	[115]	[]	[46404108]
293_7369	chr19	48882019	48882419	+	767	34.0	[]	[]	[7.5940995]	[128]	[]	[48882221]
293_7375	chr2	32357103	32357503	+	735	34.0	[]	[]	[10.534392]	[99]	[]	[32357298]
293_7379	chr2	170822970	170823370	+	761	34.0	[]	[]	[6.0706253]	[155]	[]	[170823144]
293_7392	chr21	36298192	36298592	+	702	34.0	[12.520998]	[88]	[]	[]	[36298370]	[]
293_7394	chr22	19188977	19189377	+	732	34.0	[7.5940995]	[140]	[]	[]	[19189144]	[]
293_7401	chr22	20099750	20100150	+	565	34.0	[9.788544]	[87]	[]	[]	[20099923]	[]
293_7402	chr22	20235472	20235872	+	784	34.0	[14.252311]	[193]	[]	[]	[20235676]	[]
293_7403	chr22	20323094	20323494	+	781	34.0	[]	[]	[7.5940995]	[114]	[]	[20323277]
293_7406	chr22	20435580	20435980	+	758	34.0	[7.2592225]	[58]	[]	[]	[20435732]	[]
293_7411	chr22	20830518	20830918	+	681	34.0	[]	[]	[7.315276]	[200]	[]	[20830751]
293_7413	chr22	21557561	21557961	+	742	34.0	[7.022195]	[132]	[6.3204575]	[169]	[21557760]	[21557797]
293_7419	chr22	22629173	22629573	+	550	34.0	[]	[]	[12.520998, 6.1098485]	[108, 142]	[]	[22629365, 22629399]
293_742	chr1	186112300	186112700	+	1000	75.0	[10.823473, 8.214792]	[163, 179]	[]	[]	[186112496, 186112512]	[]
293_7421	chr3	16536085	16536485	+	694	34.0	[]	[]	[8.797619]	[124]	[]	[16536277]
293_7422	chr3	46558241	46558641	+	705	34.0	[7.846622]	[175]	[10.7842245]	[110]	[46558474]	[46558409]
293_7424	chr3	50299591	50299991	+	773	34.0	[12.520998]	[95]	[8.057231]	[68]	[50299773]	[50299746]
293_7428	chr4	8547279	8547679	+	651	34.0	[12.520998]	[185]	[]	[]	[8547527]	[]
293_7431	chr4	82411003	82411403	+	750	34.0	[12.520998]	[154]	[]	[]	[82411158]	[]
293_7438	chr5	127752526	127752926	+	775	34.0	[8.956747]	[127]	[9.2401705]	[200]	[127752699]	[127752772]
293_744	chr11	13668103	13668503	+	1000	75.0	[8.956747]	[57]	[12.265705]	[80]	[13668260]	[13668283]
293_7445	chr6	14270859	14271259	+	746	34.0	[]	[]	[14.252311]	[75]	[]	[14271025]
293_7462	chr6	39195748	39196148	+	753	34.0	[14.252311]	[147]	[]	[]	[39195957]	[]
293_7470	chr7	21355310	21355710	+	758	34.0	[]	[]	[14.252311, 14.252311]	[135, 150]	[]	[21355492, 21355507]
293_7473	chr7	126667845	126668245	+	671	34.0	[]	[]	[9.495462]	[170]	[]	[126668051]
293_7474	chr7	134127043	134127443	+	774	34.0	[6.0706253]	[146]	[]	[]	[134127262]	[]
293_7485	chr9	97411666	97412066	+	794	34.0	[7.9705, 8.061124]	[179, 183]	[]	[]	[97411883, 97411887]	[]
293_7486	chr9	98575525	98575925	+	618	34.0	[]	[]	[7.315276, 7.5940995]	[194, 196]	[]	[98575742, 98575744]
293_7491	chr9	129570590	129570990	+	779	34.0	[8.836867]	[118]	[]	[]	[129570800]	[]
293_7492	chr9	129607475	129607875	+	674	34.0	[12.265705, 8.057231]	[151, 157]	[]	[]	[129607684, 129607690]	[]
293_7494	chrUn_GL000224v1	57818	58218	+	753	34.0	[6.3204575]	[114]	[11.226776, 7.022195]	[102, 151]	[58010]	[57998, 58047]
293_7504	chr1	38785943	38786343	+	587	33.5	[]	[]	[6.3597064]	[135]	[]	[38786128]
293_7506	chr1	47436420	47436820	+	582	33.5	[8.836867]	[114]	[]	[]	[47436604]	[]
293_7509	chr1	55215052	55215452	+	590	33.5	[]	[]	[7.9705]	[129]	[]	[55215266]
293_7520	chr1	161389579	161389979	+	623	33.5	[10.68806]	[121]	[]	[]	[161389756]	[]
293_7521	chr1	165817092	165817492	+	698	33.5	[8.057231]	[78]	[]	[]	[165817247]	[]
293_7525	chr1	211578771	211579171	+	716	33.5	[]	[]	[6.7998433]	[170]	[]	[211578985]
293_7529	chr10	12129307	12129707	+	717	33.5	[7.1055546, 6.0706253, 7.1055546]	[98, 130, 163]	[]	[]	[12129467, 12129499, 12129532]	[]
293_753	chr7	156402221	156402621	+	1000	75.0	[]	[]	[14.252311]	[140]	[]	[156402433]
293_7539	chr12	57539133	57539533	+	655	33.5	[6.313181]	[111]	[]	[]	[57539286]	[]
293_7542	chr12	131642216	131642616	+	747	33.5	[]	[]	[10.7842245]	[104]	[]	[131642403]
293_7543	chr13	23866420	23866820	+	569	33.5	[14.252311]	[91]	[]	[]	[23866590]	[]
293_7554	chr13	113490855	113491255	+	607	33.5	[]	[]	[7.0663056]	[102]	[]	[113491017]
293_7567	chr15	64162970	64163370	+	723	33.5	[]	[]	[7.1055546]	[158]	[]	[64163169]
293_7570	chr16	3611537	3611937	+	717	33.5	[]	[]	[6.0706253, 6.7998433]	[117, 122]	[]	[3611751, 3611756]
293_7578	chr17	34980692	34981092	+	692	33.5	[]	[]	[9.052912]	[155]	[]	[34980942]
293_7587	chr17	76736362	76736762	+	753	33.5	[10.534392, 7.0663056, 7.5088573, 14.252311]	[141, 155, 217, 233]	[6.0706253]	[207]	[76736518, 76736532, 76736594, 76736610]	[76736584]
293_7591	chr18	9804206	9804606	+	699	33.5	[]	[]	[9.495462]	[165]	[]	[9804396]
293_7593	chr19	4124072	4124472	+	736	33.5	[]	[]	[7.5088573]	[113]	[]	[4124257]
293_7601	chr19	13846491	13846891	+	731	33.5	[7.5940995]	[134]	[]	[]	[13846643]	[]
293_7605	chr19	17317402	17317802	+	734	33.5	[10.7842245]	[82]	[14.252311]	[70]	[17317574]	[17317562]
293_7606	chr19	32542675	32543075	+	742	33.5	[]	[]	[8.057231, 9.495462]	[110, 133]	[]	[32542852, 32542875]
293_761	chr19	4870032	4870432	+	1000	74.5	[14.252311]	[104]	[]	[]	[4870232]	[]
293_762	chr19	12779155	12779555	+	1000	74.5	[10.68806, 7.5940995]	[115, 131]	[]	[]	[12779356, 12779372]	[]
293_7621	chr2	151704540	151704940	+	676	33.5	[6.7998433]	[119]	[]	[]	[151704701]	[]
293_7626	chr20	38373370	38373770	+	657	33.5	[]	[]	[10.68806]	[157]	[]	[38373601]
293_763	chr2	84905535	84905935	+	1000	74.5	[9.09216]	[123]	[10.534392, 14.252311, 7.1055546]	[114, 132, 156]	[84905743]	[84905734, 84905752, 84905776]
293_7647	chr22	20180953	20181353	+	726	33.5	[]	[]	[6.3204575]	[161]	[]	[20181202]
293_7648	chr22	20219689	20220089	+	702	33.5	[8.214792]	[179]	[]	[]	[20219915]	[]
293_7652	chr22	20543535	20543935	+	654	33.5	[12.265705]	[102]	[]	[]	[20543711]	[]
293_7654	chr22	20594452	20594852	+	580	33.5	[]	[]	[7.022195]	[138]	[]	[20594651]
293_7657	chr22	20721696	20722096	+	741	33.5	[12.520998]	[117]	[]	[]	[20721871]	[]
293_7658	chr22	20841716	20842116	+	738	33.5	[]	[]	[7.9705]	[156]	[]	[20841938]
293_766	chr22	23035088	23035488	+	1000	74.5	[]	[]	[8.836867]	[121]	[]	[23035308]
293_7683	chr4	78775441	78775841	+	738	33.5	[]	[]	[9.09216]	[151]	[]	[78775648]
293_7684	chr4	94485503	94485903	+	711	33.5	[]	[]	[12.265705]	[186]	[]	[94485707]
293_7689	chr5	154189854	154190254	+	583	33.5	[6.3204575]	[143]	[]	[]	[154190068]	[]
293_7691	chr5	173782212	173782612	+	730	33.5	[8.956747]	[210]	[]	[]	[173782448]	[]
293_7696	chr6	31852590	31852990	+	545	33.5	[]	[]	[7.5940995, 12.520998]	[119, 125]	[]	[31852777, 31852783]
293_7698	chr6	34747020	34747420	+	740	33.5	[12.265705]	[85]	[]	[]	[34747173]	[]
293_7699	chr6	37170223	37170623	+	721	33.5	[7.5940995, 7.5940995, 7.5940995]	[187, 211, 217]	[]	[]	[37170443, 37170467, 37170473]	[]
293_77	chr19	12790023	12790423	+	1000	214.0	[8.836867]	[90]	[7.1055546, 10.534392]	[53, 136]	[12790212]	[12790175, 12790258]
293_7700	chr6	44041499	44041899	+	739	33.5	[9.495462, 7.9846697]	[212, 214]	[]	[]	[44041723, 44041725]	[]
293_7708	chr6	146854762	146855162	+	721	33.5	[6.313181]	[62]	[]	[]	[146854922]	[]
293_7711	chr6	157221225	157221625	+	715	33.5	[]	[]	[7.1055546, 8.836867]	[174, 178]	[]	[157221471, 157221475]
293_7712	chr6	157635950	157636350	+	643	33.5	[]	[]	[9.2401705]	[122]	[]	[157636140]
293_7716	chr7	73850737	73851137	+	746	33.5	[11.779043]	[168]	[]	[]	[73850933]	[]
293_7722	chr7	144846921	144847321	+	734	33.5	[]	[]	[7.315276]	[155]	[]	[144847118]
293_7728	chr8	66118510	66118910	+	734	33.5	[14.252311]	[142]	[]	[]	[66118692]	[]
293_7729	chr8	89729079	89729479	+	611	33.5	[7.1055546]	[106]	[]	[]	[89729271]	[]
293_7731	chr8	127911709	127912109	+	745	33.5	[]	[]	[7.846622, 14.252311]	[140, 172]	[]	[127911926, 127911958]
293_7732	chr8	141001480	141001880	+	579	33.5	[10.534392]	[152]	[]	[]	[141001712]	[]
293_7733	chr8	143289495	143289895	+	666	33.5	[]	[]	[7.2199736, 6.7998433]	[122, 196]	[]	[143289658, 143289732]
293_7735	chr9	98781974	98782374	+	743	33.5	[]	[]	[11.779043, 7.5940995]	[102, 106]	[]	[98782173, 98782177]
293_7742	chrUn_GL000219v1	90289	90689	+	603	33.5	[10.7842245]	[110]	[]	[]	[90491]	[]
293_7743	chrX	542216	542616	+	702	33.5	[14.252311, 14.252311]	[146, 192]	[]	[]	[542379, 542425]	[]
293_7750	chr1	9687228	9687628	+	673	33.0	[10.534392, 6.313181]	[114, 155]	[7.643828]	[132]	[9687435, 9687476]	[9687453]
293_7753	chr1	28914739	28915139	+	690	33.0	[]	[]	[7.1055546]	[150]	[]	[28914974]
293_7754	chr1	32500660	32501060	+	726	33.0	[]	[]	[9.792437]	[201]	[]	[32500874]
293_776	chr2	8312949	8313349	+	1000	74.0	[12.520998]	[98]	[]	[]	[8313120]	[]
293_7760	chr1	151057306	151057706	+	624	33.0	[]	[]	[14.252311]	[235]	[]	[151057546]
293_7761	chr1	153568588	153568988	+	722	33.0	[7.5940995]	[106]	[]	[]	[153568771]	[]
293_7766	chr1	202144502	202144902	+	582	33.0	[]	[]	[7.5088573, 14.252311]	[87, 145]	[]	[202144686, 202144744]
293_7772	chr1	228178737	228179137	+	630	33.0	[]	[]	[6.224293]	[167]	[]	[228178937]
293_7773	chr1	248859077	248859477	+	586	33.0	[9.09216]	[230]	[]	[]	[248859326]	[]
293_7779	chr11	34242063	34242463	+	731	33.0	[14.252311]	[83]	[9.052912]	[131]	[34242245]	[34242293]
293_778	chr3	5019576	5019976	+	1000	74.0	[]	[]	[8.786449]	[123]	[]	[5019741]
293_7784	chr11	64847190	64847590	+	704	33.0	[7.2199736]	[200]	[9.052912]	[131]	[64847432]	[64847363]
293_7786	chr12	28760266	28760666	+	580	33.0	[7.2199736, 9.052912]	[233, 237]	[]	[]	[28760501, 28760505]	[]
293_7789	chr12	53005964	53006364	+	711	33.0	[10.534392]	[151]	[]	[]	[53006140]	[]
293_7805	chr13	92363432	92363832	+	679	33.0	[7.5940995]	[171]	[7.5940995]	[158]	[92363652]	[92363639]
293_7811	chr15	26082252	26082652	+	697	33.0	[]	[]	[6.3597064]	[98]	[]	[26082449]
293_7815	chr15	44784387	44784787	+	725	33.0	[]	[]	[7.5088573]	[128]	[]	[44784581]
293_7817	chr16	11613550	11613950	+	624	33.0	[]	[]	[14.252311]	[160]	[]	[11613718]
293_7818	chr16	11798512	11798912	+	647	33.0	[12.520998]	[84]	[]	[]	[11798676]	[]
293_7823	chr17	8222488	8222888	+	684	33.0	[]	[]	[8.836867, 7.5940995]	[146, 179]	[]	[8222655, 8222688]
293_7824	chr17	29148852	29149252	+	672	33.0	[6.483479]	[136]	[]	[]	[29149057]	[]
293_7826	chr17	63741588	63741988	+	580	33.0	[]	[]	[8.956747]	[170]	[]	[63741826]
