#PeakID(python scan_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_7606	chr17	73305011	73305411	+	1000	71.0	[11.842608, 6.9346795]	[114, 131]	[14.173678, 6.8868656]	[114, 131]	[73305200, 73305217]	[73305200, 73305217]
133_7608	chr18	3448224	3448624	+	1000	71.0	[6.1605587]	[128]	[6.5397067]	[128]	[3448448]	[3448448]
133_761	chr1	11908064	11908464	+	1000	260.0	[]	[]	[8.133142]	[137]	[]	[11908258]
133_7612	chr19	11578216	11578616	+	1000	71.0	[14.173678]	[84]	[11.842608]	[84]	[11578374]	[11578374]
133_7613	chr19	34733400	34733800	+	1000	71.0	[14.173678]	[122]	[11.842608]	[122]	[34733619]	[34733619]
133_7615	chr19	41367769	41368169	+	1000	71.0	[8.858079]	[134]	[]	[]	[41367990]	[]
133_7620	chr2	54227785	54228185	+	1000	71.0	[10.243763]	[71]	[8.446286]	[71]	[54227947]	[54227947]
133_7623	chr2	69777663	69778063	+	1000	71.0	[6.7911124]	[90]	[9.761809, 8.40951]	[90, 141]	[69777835]	[69777835, 69777886]
133_7626	chr2	149587456	149587856	+	1000	71.0	[9.6861105]	[215]	[]	[]	[149587688]	[]
133_7627	chr2	152573241	152573641	+	1000	71.0	[]	[]	[6.254151]	[114]	[]	[152573430]
133_763	chr2	237964149	237964549	+	1000	260.0	[14.173678, 11.842608]	[89, 110]	[11.842608, 14.173678]	[89, 110]	[237964334, 237964355]	[237964334, 237964355]
133_7631	chr2	176020374	176020774	+	1000	71.0	[12.55011]	[124]	[]	[]	[176020578]	[]
133_7632	chr2	177251968	177252368	+	1000	71.0	[10.869366]	[82]	[13.5706835]	[82]	[177252120]	[177252120]
133_7637	chr22	19143965	19144365	+	1000	71.0	[14.173678]	[121]	[11.842608]	[121]	[19144152]	[19144152]
133_7644	chr3	5563684	5564084	+	1000	71.0	[11.842608]	[165]	[14.173678]	[165]	[5563920]	[5563920]
133_765	chr1	160665771	160666171	+	1000	259.0	[14.173678]	[82]	[11.842608, 8.785794]	[82, 123]	[160665949]	[160665949, 160665990]
133_7651	chr3	100534646	100535046	+	1000	71.0	[6.7182117, 8.085812]	[104, 117]	[7.5888314, 13.548076]	[64, 104]	[100534847, 100534860]	[100534807, 100534847]
133_7655	chr4	10183038	10183438	+	1000	71.0	[14.173678]	[127]	[11.842608]	[127]	[10183237]	[10183237]
133_7657	chr4	48698289	48698689	+	1000	71.0	[]	[]	[6.2977095]	[126]	[]	[48698498]
133_767	chr16	11233069	11233469	+	1000	259.0	[11.842608, 8.785794]	[100, 124]	[14.173678]	[100]	[11233264, 11233288]	[11233264]
133_7672	chr5	173324052	173324452	+	1000	71.0	[10.21904]	[100]	[]	[]	[173324230]	[]
133_7674	chr6	10314225	10314625	+	1000	71.0	[]	[]	[11.139472]	[164]	[]	[10314473]
133_7681	chr6	27545614	27546014	+	1000	71.0	[]	[]	[6.7241893]	[158]	[]	[27545816]
133_7684	chr6	30877683	30878083	+	1000	71.0	[8.311827]	[76]	[6.52701]	[76]	[30877854]	[30877854]
133_7685	chr6	34816637	34817037	+	1000	71.0	[7.317147]	[144]	[6.4044065]	[144]	[34816865]	[34816865]
133_7687	chr6	52929277	52929677	+	1000	71.0	[6.3577366]	[112]	[]	[]	[52929442]	[]
133_769	chr5	140639063	140639463	+	1000	259.0	[13.5706835]	[94]	[10.869366]	[94]	[140639254]	[140639254]
133_7691	chr6	143200461	143200861	+	1000	71.0	[11.382891, 8.538297]	[68, 142]	[6.704043, 15.901753]	[68, 142]	[143200627, 143200701]	[143200627, 143200701]
133_7706	chr8	140341139	140341539	+	1000	71.0	[11.842608]	[108]	[14.173678]	[108]	[140341342]	[140341342]
133_7711	chr9	130774992	130775392	+	1000	71.0	[]	[]	[7.154467]	[102]	[]	[130775155]
133_7714	chr9	133505801	133506201	+	1000	71.0	[6.9346795]	[56]	[6.8868656]	[56]	[133505954]	[133505954]
133_7717	chrX	45165000	45165400	+	1000	71.0	[]	[]	[6.1742854]	[66]	[]	[45165151]
133_7727	chr1	59076505	59076905	+	1000	70.0	[]	[]	[8.662755]	[118]	[]	[59076710]
133_7729	chr1	64898373	64898773	+	1000	70.0	[]	[]	[6.735589]	[156]	[]	[64898601]
133_773	chr1	179971875	179972275	+	1000	258.0	[]	[]	[7.880774]	[138]	[]	[179972108]
133_7730	chr1	87754195	87754595	+	1000	70.0	[8.538297]	[109]	[15.901753]	[109]	[87754402]	[87754402]
133_7732	chr1	92924481	92924881	+	1000	70.0	[]	[]	[10.096055]	[101]	[]	[92924671]
133_7739	chr1	167549097	167549497	+	1000	70.0	[12.597441]	[99]	[10.266372]	[99]	[167549289]	[167549289]
133_7745	chr1	244299300	244299700	+	1000	70.0	[]	[]	[6.2452803]	[193]	[]	[244299545]
133_7747	chr10	15627937	15628337	+	1000	70.0	[8.515688, 7.7423773]	[91, 112]	[11.750599]	[91]	[15628123, 15628144]	[15628123]
133_7755	chr10	78938083	78938483	+	1000	70.0	[6.4574966]	[161]	[8.519188]	[161]	[78938326]	[78938326]
133_7758	chr10	117376385	117376785	+	1000	70.0	[7.097286]	[147]	[]	[]	[117376610]	[]
133_776	chr15	74546190	74546590	+	1000	258.0	[13.5706835]	[131]	[10.869366]	[131]	[74546406]	[74546406]
133_7760	chr11	46593868	46594268	+	1000	70.0	[7.2345104, 9.035112]	[78, 124]	[9.051821]	[124]	[46594044, 46594090]	[46594090]
133_7763	chr11	73850938	73851338	+	1000	70.0	[11.842608]	[121]	[14.173678]	[121]	[73851154]	[73851154]
133_7767	chr11	120641296	120641696	+	715	70.0	[6.7182117, 13.548076]	[146, 167]	[13.548076, 6.7182117]	[146, 167]	[120641501, 120641522]	[120641501, 120641522]
133_7769	chr12	28190707	28191107	+	1000	70.0	[9.6861105]	[103]	[]	[]	[28190898]	[]
133_777	chr17	13510107	13510507	+	1000	258.0	[6.3577366]	[106]	[]	[]	[13510303]	[]
133_7770	chr12	39937071	39937471	+	1000	70.0	[9.029213]	[122]	[]	[]	[39937288]	[]
133_7784	chr16	23952456	23952856	+	1000	70.0	[]	[]	[8.138241, 12.766095]	[120, 178]	[]	[23952622, 23952680]
133_7785	chr16	27547085	27547485	+	1000	70.0	[6.4050674, 6.179459]	[92, 148]	[7.9018755]	[92]	[27547271, 27547327]	[27547271]
133_7788	chr16	58360049	58360449	+	1000	70.0	[]	[]	[8.355901]	[105]	[]	[58360245]
133_779	chr3	32972748	32973148	+	1000	258.0	[9.051821]	[137]	[9.035112]	[137]	[32972984]	[32972984]
133_7795	chr17	76623294	76623694	+	1000	70.0	[15.901753]	[96]	[8.538297]	[96]	[76623478]	[76623478]
133_7796	chr17	80263353	80263753	+	1000	70.0	[7.7423773]	[124]	[]	[]	[80263567]	[]
133_7797	chr17	81153290	81153690	+	1000	70.0	[]	[]	[9.029213]	[139]	[]	[81153515]
133_78	chr1	47181163	47181563	+	1000	490.0	[6.152699]	[62]	[]	[]	[47181323]	[]
133_780	chr8	31034690	31035090	+	1000	258.0	[]	[]	[8.138241]	[115]	[]	[31034898]
133_7801	chr19	11568265	11568665	+	1000	70.0	[13.5706835]	[147]	[10.869366]	[147]	[11568496]	[11568496]
133_7804	chr19	41884076	41884476	+	1000	70.0	[7.4858007]	[111]	[]	[]	[41884231]	[]
133_7806	chr19	51572390	51572790	+	1000	70.0	[8.078578, 6.159387]	[70, 102]	[8.432117, 8.045571]	[70, 102]	[51572553, 51572585]	[51572553, 51572585]
133_7812	chr2	63588681	63589081	+	1000	70.0	[8.662755]	[147]	[]	[]	[63588902]	[]
133_7813	chr2	68878310	68878710	+	1000	70.0	[]	[]	[12.766095]	[161]	[]	[68878561]
133_7814	chr2	69973246	69973646	+	1000	70.0	[9.083777]	[66]	[]	[]	[69973408]	[]
133_7815	chr2	73234095	73234495	+	1000	70.0	[]	[]	[9.136207]	[172]	[]	[73234282]
133_7816	chr2	103525737	103526137	+	1000	70.0	[7.056757]	[118]	[]	[]	[103525919]	[]
133_7817	chr2	138474099	138474499	+	1000	70.0	[15.901753]	[86]	[8.538297]	[86]	[138474281]	[138474281]
133_7821	chr20	415865	416265	+	1000	70.0	[]	[]	[8.858079]	[148]	[]	[416106]
133_7822	chr20	18256438	18256838	+	1000	70.0	[]	[]	[7.6647887]	[115]	[]	[18256624]
133_7831	chr22	23144192	23144592	+	1000	70.0	[9.761809]	[60]	[6.7911124]	[60]	[23144345]	[23144345]
133_7833	chr22	23242157	23242557	+	1000	70.0	[9.035112]	[164]	[9.051821]	[164]	[23242374]	[23242374]
133_784	chr19	3155095	3155495	+	1000	257.0	[10.243763]	[96]	[8.446286]	[96]	[3155280]	[3155280]
133_7842	chr4	73231092	73231492	+	1000	70.0	[10.850257]	[113]	[]	[]	[73231273]	[]
133_7848	chr5	10505515	10505915	+	1000	70.0	[]	[]	[8.214434]	[107]	[]	[10505713]
133_7849	chr5	39116448	39116848	+	1000	70.0	[8.03]	[75]	[8.03, 6.612033]	[76, 97]	[39116615]	[39116616, 39116637]
133_7855	chr6	658243	658643	+	1000	70.0	[11.842608]	[80]	[14.173678]	[80]	[658394]	[658394]
133_7861	chr6	34324651	34325051	+	1000	70.0	[6.4574966]	[141]	[6.612033, 8.519188]	[114, 141]	[34324878]	[34324851, 34324878]
133_787	chr7	143426551	143426951	+	1000	257.0	[10.243763, 15.901753]	[99, 147]	[8.446286, 8.538297]	[99, 147]	[143426741, 143426789]	[143426741, 143426789]
133_7875	chr7	81327504	81327904	+	1000	70.0	[8.007392, 9.213665]	[136, 137]	[6.301925]	[137]	[81327734, 81327735]	[81327735]
133_7877	chr7	107010636	107011036	+	1000	70.0	[6.4228773]	[153]	[]	[]	[107010879]	[]
133_7881	chr7	140414241	140414641	+	1000	70.0	[14.173678, 6.8921194]	[143, 151]	[11.842608]	[143]	[140414484, 140414492]	[140414484]
133_7882	chr7	140517865	140518265	+	1000	70.0	[7.7121196]	[64]	[7.130713]	[64]	[140518019]	[140518019]
133_7883	chr7	143215056	143215456	+	1000	70.0	[6.865278]	[110]	[]	[]	[143215262]	[]
133_7884	chr7	151057924	151058324	+	1000	70.0	[9.213665]	[188]	[6.301925]	[188]	[151058119]	[151058119]
133_789	chr1	54464664	54465064	+	1000	256.0	[7.9806437]	[112]	[8.893384]	[112]	[54464872]	[54464872]
133_7892	chr9	112072991	112073391	+	1000	70.0	[]	[]	[6.1742854]	[188]	[]	[112073237]
133_7895	chr9	127651669	127652069	+	1000	70.0	[7.43074]	[162]	[9.122182]	[162]	[127651919]	[127651919]
133_79	chr19	51547692	51548092	+	1000	489.0	[9.035112]	[87]	[9.051821]	[87]	[51547876]	[51547876]
133_790	chr1	99599663	99600063	+	1000	256.0	[11.842608]	[110]	[8.03, 14.173678]	[82, 110]	[99599855]	[99599827, 99599855]
133_7905	chrX	109975287	109975687	+	1000	70.0	[14.173678]	[94]	[11.842608, 6.298889]	[94, 121]	[109975474]	[109975474, 109975501]
133_7907	chr1	12496465	12496865	+	1000	69.0	[10.621459, 10.869366]	[110, 135]	[13.5706835]	[135]	[12496665, 12496690]	[12496690]
133_7912	chr1	54489304	54489704	+	1000	69.0	[13.548076]	[119]	[6.7182117]	[119]	[54489493]	[54489493]
133_7913	chr1	109942466	109942866	+	902	69.0	[6.7182117]	[93]	[13.548076]	[93]	[109942656]	[109942656]
133_7917	chr1	154359057	154359457	+	1000	69.0	[14.173678, 11.842608]	[107, 127]	[11.842608, 14.173678]	[107, 127]	[154359264, 154359284]	[154359264, 154359284]
133_7918	chr1	154386613	154387013	+	1000	69.0	[11.842608]	[91]	[14.173678]	[91]	[154386801]	[154386801]
133_7922	chr1	212558877	212559277	+	1000	69.0	[8.301797, 8.785794]	[82, 109]	[]	[]	[212559050, 212559077]	[]
133_7926	chr10	35204952	35205352	+	1000	69.0	[10.869366]	[128]	[13.5706835, 6.8068504]	[128, 144]	[35205174]	[35205174, 35205190]
133_7930	chr10	71359399	71359799	+	1000	69.0	[]	[]	[8.588062]	[112]	[]	[71359590]
133_7932	chr10	100631123	100631523	+	1000	69.0	[9.761809, 8.133142]	[66, 99]	[6.7911124, 6.612033]	[66, 140]	[100631279, 100631312]	[100631279, 100631353]
133_794	chr9	128078954	128079354	+	1000	256.0	[14.173678]	[112]	[11.842608]	[112]	[128079153]	[128079153]
133_7942	chr11	86519241	86519641	+	1000	69.0	[7.4425774]	[105]	[9.942509]	[94]	[86519437]	[86519426]
133_7943	chr11	95706859	95707259	+	1000	69.0	[]	[]	[8.007392]	[121]	[]	[95707046]
133_7948	chr12	56636966	56637366	+	1000	69.0	[]	[]	[8.031247, 6.8068504]	[112, 139]	[]	[56637144, 56637171]
133_7950	chr12	102629262	102629662	+	918	69.0	[10.7095785]	[137]	[]	[]	[102629479]	[]
133_7956	chr13	99202449	99202849	+	1000	69.0	[10.869366]	[116]	[13.5706835]	[116]	[99202662]	[99202662]
133_7957	chr13	112709306	112709706	+	1000	69.0	[]	[]	[6.612033]	[111]	[]	[112709505]
133_7959	chr14	50926897	50927297	+	1000	69.0	[7.806082]	[124]	[]	[]	[50927114]	[]
133_7960	chr14	68620198	68620598	+	1000	69.0	[11.382891]	[147]	[6.704043]	[147]	[68620436]	[68620436]
133_7965	chr15	78306371	78306771	+	1000	69.0	[7.225411, 10.022524, 6.279317]	[95, 151, 172]	[11.820001, 6.279317]	[151, 173]	[78306525, 78306581, 78306602]	[78306581, 78306603]
133_7968	chr16	19118899	19119299	+	1000	69.0	[11.842608]	[127]	[8.588062, 14.173678]	[53, 127]	[19119126]	[19119052, 19119126]
133_7970	chr16	56262761	56263161	+	1000	69.0	[10.763187, 11.842608]	[116, 137]	[14.173678]	[137]	[56262950, 56262971]	[56262971]
133_7973	chr16	81651977	81652377	+	1000	69.0	[]	[]	[7.4115434]	[52]	[]	[81652128]
133_7974	chr17	27544584	27544984	+	1000	69.0	[]	[]	[8.267781]	[172]	[]	[27544828]
133_7978	chr17	67365447	67365847	+	1000	69.0	[8.538297]	[143]	[15.901753]	[143]	[67365665]	[67365665]
133_7979	chr17	76732828	76733228	+	1000	69.0	[14.173678]	[71]	[11.842608]	[71]	[76732997]	[76732997]
133_798	chr19	35165151	35165551	+	1000	255.0	[6.7182117, 13.548076]	[73, 94]	[13.548076, 6.7182117]	[73, 94]	[35165317, 35165338]	[35165317, 35165338]
133_7981	chr18	9320956	9321356	+	1000	69.0	[]	[]	[8.858079]	[143]	[]	[9321189]
133_7982	chr18	36950275	36950675	+	1000	69.0	[6.2977095, 14.173678]	[73, 96]	[11.842608]	[96]	[36950444, 36950467]	[36950467]
133_7983	chr19	12793487	12793887	+	1000	69.0	[10.022524]	[118]	[11.820001]	[118]	[12793691]	[12793691]
133_7989	chr19	50377490	50377890	+	1000	69.0	[14.173678]	[139]	[11.842608]	[139]	[50377727]	[50377727]
133_7990	chr2	38668728	38669128	+	1000	69.0	[6.4975696, 8.267781]	[100, 156]	[]	[]	[38668909, 38668965]	[]
133_7992	chr2	45786168	45786568	+	1000	69.0	[15.901753]	[137]	[8.538297]	[137]	[45786375]	[45786375]
133_7994	chr2	58710961	58711361	+	1000	69.0	[9.051821]	[128]	[9.035112]	[128]	[58711166]	[58711166]
133_7997	chr2	86216538	86216938	+	1000	69.0	[6.469334]	[104]	[]	[]	[86216737]	[]
133_7998	chr2	90381544	90381944	+	1000	69.0	[]	[]	[6.190716]	[208]	[]	[90381770]
133_8	chr6	72561025	72561425	+	1000	680.0	[15.901753, 8.446286, 14.173678]	[59, 102, 123]	[8.538297, 10.243763, 11.842608]	[59, 102, 123]	[72561182, 72561225, 72561246]	[72561182, 72561225, 72561246]
133_800	chr3	196378404	196378804	+	1000	255.0	[14.173678, 11.750599]	[81, 102]	[11.842608, 8.515688]	[81, 102]	[196378581, 196378602]	[196378581, 196378602]
133_8001	chr2	112869494	112869894	+	1000	69.0	[10.266372]	[97]	[12.597441]	[97]	[112869687]	[112869687]
133_8009	chr20	33651462	33651862	+	1000	69.0	[15.901753]	[128]	[8.538297]	[128]	[33651688]	[33651688]
133_8014	chr22	21714776	21715176	+	1000	69.0	[6.52701]	[156]	[8.311827]	[156]	[21715002]	[21715002]
133_8017	chr22	23215274	23215674	+	1000	69.0	[6.159387, 10.266372]	[144, 185]	[8.045571, 12.597441]	[144, 185]	[23215430, 23215471]	[23215430, 23215471]
133_8019	chr22	26500575	26500975	+	1000	69.0	[]	[]	[7.6275287]	[119]	[]	[26500782]
133_802	chr1	182791670	182792070	+	1000	254.0	[]	[]	[7.079775]	[92]	[]	[182791858]
133_8020	chr22	43124819	43125219	+	1000	69.0	[11.820001]	[106]	[7.4081316, 10.022524]	[85, 106]	[43125025]	[43125004, 43125025]
133_8033	chr4	151038785	151039185	+	1000	69.0	[14.173678, 6.159387]	[88, 108]	[11.842608, 8.045571, 7.864854]	[88, 108, 109]	[151038967, 151038987]	[151038967, 151038987, 151038988]
133_804	chr16	34582025	34582425	+	1000	254.0	[]	[]	[6.190716]	[60]	[]	[34582184]
133_8046	chr6	26199008	26199408	+	1000	69.0	[]	[]	[6.914219]	[148]	[]	[26199250]
133_8049	chr6	37525774	37526174	+	1000	69.0	[13.5706835]	[109]	[10.869366]	[109]	[37525978]	[37525978]
133_8053	chr6	123668915	123669315	+	1000	69.0	[14.173678, 11.842608]	[97, 118]	[11.842608, 14.173678]	[97, 118]	[123669102, 123669123]	[123669102, 123669123]
133_8055	chr7	2758200	2758600	+	1000	69.0	[7.317147]	[151]	[6.4044065]	[151]	[2758447]	[2758447]
133_806	chr22	29152827	29153227	+	1000	254.0	[6.7182117, 11.820001]	[93, 114]	[13.548076, 10.022524]	[93, 114]	[29153009, 29153030]	[29153009, 29153030]
133_8060	chr7	106553126	106553526	+	1000	69.0	[]	[]	[6.612033, 10.412417]	[85, 108]	[]	[106553307, 106553330]
133_8068	chr8	21971081	21971481	+	1000	69.0	[7.7649856]	[93]	[7.83516]	[93]	[21971267]	[21971267]
133_8072	chr8	109642857	109643257	+	1000	69.0	[12.597441]	[70]	[10.266372]	[70]	[109643015]	[109643015]
133_8078	chr9	124388686	124389086	+	1000	69.0	[13.5706835]	[82]	[10.869366]	[82]	[124388847]	[124388847]
133_8081	chr9	130988306	130988706	+	1000	69.0	[8.40951]	[132]	[]	[]	[130988491]	[]
133_8083	chr9	131162278	131162678	+	1000	69.0	[8.662755]	[141]	[]	[]	[131162459]	[]
133_8086	chr9	131275362	131275762	+	1000	69.0	[9.70938]	[167]	[6.1738005, 7.2863007]	[167, 201]	[131275551]	[131275551, 131275585]
133_809	chr8	124007378	124007778	+	1000	254.0	[8.538297]	[55]	[15.901753]	[55]	[124007533]	[124007533]
133_8092	chr1	11697124	11697524	+	1000	68.0	[]	[]	[9.6861105]	[145]	[]	[11697364]
133_8098	chr1	32755761	32756161	+	1000	68.0	[8.03]	[77]	[8.03]	[78]	[32755930]	[32755931]
133_810	chr2	85993944	85994344	+	1000	253.0	[6.469334, 8.446286]	[108, 150]	[10.243763]	[150]	[85994148, 85994190]	[85994190]
133_8100	chr1	40862532	40862932	+	1000	68.0	[9.122182, 11.842608]	[97, 134]	[7.43074, 14.173678]	[97, 134]	[40862721, 40862758]	[40862721, 40862758]
133_8104	chr1	84632919	84633319	+	1000	68.0	[10.243763, 14.173678]	[72, 149]	[8.446286, 11.842608]	[72, 149]	[84633076, 84633153]	[84633076, 84633153]
133_8107	chr1	161542292	161542692	+	1000	68.0	[10.869366]	[79]	[13.5706835]	[79]	[161542450]	[161542450]
133_8110	chr1	207520893	207521293	+	1000	68.0	[10.850257]	[119]	[]	[]	[207521098]	[]
133_8118	chr10	72605093	72605493	+	1000	68.0	[14.173678, 8.610671]	[143, 165]	[11.842608]	[143]	[72605316, 72605338]	[72605316]
133_812	chr9	87518757	87519157	+	1000	253.0	[14.173678]	[72]	[11.842608]	[72]	[87518912]	[87518912]
133_8120	chr10	78043495	78043895	+	1000	68.0	[8.085812]	[186]	[8.40951]	[137]	[78043742]	[78043693]
133_8125	chr11	33161483	33161883	+	1000	68.0	[]	[]	[9.773646]	[139]	[]	[33161720]
133_8126	chr11	34758260	34758660	+	1000	68.0	[10.822035, 10.869366]	[102, 121]	[6.650434, 13.5706835]	[102, 121]	[34758460, 34758479]	[34758460, 34758479]
133_8129	chr11	86301928	86302328	+	1000	68.0	[11.820001]	[111]	[10.022524, 9.6861105]	[111, 146]	[86302121]	[86302121, 86302156]
133_813	chr17	78665837	78666237	+	1000	252.0	[]	[]	[6.573722]	[150]	[]	[78666078]
133_8131	chr11	112073960	112074360	+	1000	68.0	[14.173678]	[125]	[11.842608]	[125]	[112074155]	[112074155]
133_8135	chr12	44948650	44949050	+	1000	68.0	[6.301925]	[131]	[9.213665, 8.007392]	[131, 132]	[44948852]	[44948852, 44948853]
133_814	chr4	13368288	13368688	+	1000	252.0	[13.5706835]	[100]	[10.869366]	[100]	[13368487]	[13368487]
133_8144	chr14	73830047	73830447	+	998	68.0	[10.243763]	[94]	[8.446286]	[94]	[73830236]	[73830236]
133_8153	chr15	100601986	100602386	+	1000	68.0	[8.40951]	[115]	[]	[]	[100602197]	[]
133_8156	chr16	10313375	10313775	+	1000	68.0	[10.243763, 8.446286]	[119, 145]	[8.446286, 10.243763]	[119, 145]	[10313591, 10313617]	[10313591, 10313617]
133_8157	chr16	67489056	67489456	+	1000	68.0	[6.298889]	[59]	[]	[]	[67489213]	[]
133_8158	chr16	69619518	69619918	+	1000	68.0	[11.842608]	[122]	[14.173678]	[122]	[69619736]	[69619736]
133_8160	chr17	1763039	1763439	+	1000	68.0	[6.7182117]	[90]	[13.548076]	[90]	[1763226]	[1763226]
133_8166	chr17	78411430	78411830	+	1000	68.0	[11.842608]	[143]	[14.173678]	[143]	[78411661]	[78411661]
133_8167	chr18	3246000	3246400	+	1000	68.0	[11.03802]	[159]	[6.957288]	[159]	[3246247]	[3246247]
133_8169	chr18	54873165	54873565	+	1000	68.0	[]	[]	[8.490457]	[134]	[]	[54873394]
133_817	chr9	130844236	130844636	+	1000	252.0	[8.311827, 8.538297]	[109, 140]	[6.52701, 15.901753]	[109, 140]	[130844442, 130844473]	[130844442, 130844473]
133_8171	chr18	57820058	57820458	+	1000	68.0	[6.410166]	[131]	[]	[]	[57820280]	[]
133_8172	chr19	1204446	1204846	+	1000	68.0	[15.901753]	[110]	[6.612033, 8.538297]	[55, 110]	[1204653]	[1204598, 1204653]
133_8173	chr19	4246699	4247099	+	700	68.0	[8.684342]	[128]	[]	[]	[4246910]	[]
133_8180	chr2	69893728	69894128	+	1000	68.0	[8.684342, 10.022524]	[116, 141]	[11.820001]	[141]	[69893939, 69893964]	[69893964]
133_8183	chr2	109176912	109177312	+	1000	68.0	[]	[]	[8.496579]	[92]	[]	[109177098]
133_8188	chr2	152620933	152621333	+	1000	68.0	[]	[]	[6.604563]	[129]	[]	[152621153]
133_819	chr12	107110065	107110465	+	1000	251.0	[6.7182117, 13.548076]	[97, 118]	[13.548076, 6.7182117]	[97, 118]	[107110258, 107110279]	[107110258, 107110279]
133_8192	chr2	171687224	171687624	+	1000	68.0	[13.548076]	[112]	[6.7182117]	[112]	[171687411]	[171687411]
133_8194	chr2	183124072	183124472	+	1000	68.0	[]	[]	[6.209915]	[146]	[]	[183124267]
133_8195	chr2	197888981	197889381	+	1000	68.0	[11.750599]	[118]	[8.515688]	[118]	[197889163]	[197889163]
133_8199	chr21	23890675	23891075	+	1000	68.0	[8.11152]	[105]	[]	[]	[23890876]	[]
133_821	chr14	49970575	49970975	+	1000	251.0	[8.538297]	[122]	[15.901753]	[122]	[49970788]	[49970788]
133_8213	chr3	9890460	9890860	+	1000	68.0	[]	[]	[9.083777]	[152]	[]	[9890708]
133_8215	chr3	31105442	31105842	+	1000	68.0	[10.243763]	[142]	[8.446286]	[142]	[31105681]	[31105681]
133_8216	chr3	41268037	41268437	+	1000	68.0	[]	[]	[10.763187]	[158]	[]	[41268281]
133_8219	chr3	172079589	172079989	+	1000	68.0	[11.842608]	[116]	[14.173678]	[116]	[172079790]	[172079790]
133_8220	chr3	172705123	172705523	+	1000	68.0	[8.446286]	[106]	[10.243763]	[106]	[172705301]	[172705301]
133_8226	chr4	78630242	78630642	+	1000	68.0	[13.548076]	[112]	[6.7182117]	[112]	[78630443]	[78630443]
133_8228	chr4	127525607	127526007	+	1000	68.0	[9.029213, 7.545944]	[139, 156]	[]	[]	[127525836, 127525853]	[]
133_8229	chr4	128688843	128689243	+	1000	68.0	[]	[]	[8.354226]	[144]	[]	[128689086]
133_823	chr9	125131719	125132119	+	1000	251.0	[]	[]	[6.152699]	[107]	[]	[125131909]
133_8230	chr4	169617292	169617692	+	1000	68.0	[6.8825955]	[136]	[8.632995]	[136]	[169617523]	[169617523]
133_8237	chr5	105238555	105238955	+	1000	68.0	[13.5706835]	[86]	[10.869366]	[86]	[105238733]	[105238733]
133_824	chr1	16266539	16266939	+	1000	250.0	[]	[]	[10.621459]	[66]	[]	[16266703]
133_8240	chr5	140564495	140564895	+	1000	68.0	[9.773646]	[209]	[]	[]	[140564740]	[]
133_8246	chr6	27157906	27158306	+	1000	68.0	[6.7182117]	[68]	[13.548076]	[68]	[27158074]	[27158074]
133_8250	chr6	27684318	27684718	+	1000	68.0	[6.9185925]	[169]	[]	[]	[27684544]	[]
133_8254	chr6	33280011	33280411	+	1000	68.0	[11.03802]	[183]	[6.957288]	[183]	[33280231]	[33280231]
133_826	chr10	84293656	84294056	+	1000	250.0	[]	[]	[9.461782]	[57]	[]	[84293808]
133_8263	chr6	139375281	139375681	+	1000	68.0	[]	[]	[6.604563]	[107]	[]	[139375470]
133_8266	chr6	158854397	158854797	+	1000	68.0	[]	[]	[6.590865]	[147]	[]	[158854638]
133_8267	chr6	159979175	159979575	+	1000	68.0	[13.5706835]	[96]	[10.869366]	[96]	[159979351]	[159979351]
133_8268	chr7	278090	278490	+	1000	68.0	[12.597441]	[130]	[10.266372]	[130]	[278308]	[278308]
133_8270	chr7	55575731	55576131	+	1000	68.0	[6.7182117, 8.538297, 8.538297]	[68, 88, 133]	[13.548076, 15.901753, 15.901753]	[68, 88, 133]	[55575899, 55575919, 55575964]	[55575899, 55575919, 55575964]
133_8274	chr7	103660508	103660908	+	1000	68.0	[6.159387]	[126]	[8.045571]	[126]	[103660726]	[103660726]
133_8281	chr7	148966673	148967073	+	1000	68.0	[7.4425774]	[179]	[]	[]	[148966861]	[]
133_8287	chr8	41828379	41828779	+	1000	68.0	[11.842608]	[140]	[14.173678]	[140]	[41828607]	[41828607]
133_829	chr5	56037439	56037839	+	1000	250.0	[]	[]	[8.355901]	[75]	[]	[56037608]
133_8294	chr9	128295343	128295743	+	1000	68.0	[]	[]	[9.839595]	[143]	[]	[128295574]
133_8295	chr9	128656759	128657159	+	1000	68.0	[8.588062]	[101]	[]	[]	[128656927]	[]
133_8297	chr9	131083322	131083722	+	1000	68.0	[6.552134]	[170]	[]	[]	[131083518]	[]
133_8298	chr9	131150682	131151082	+	1000	68.0	[9.106386]	[128]	[]	[]	[131150901]	[]
133_8305	chr1	21608736	21609136	+	1000	67.0	[11.842608]	[86]	[14.173678]	[86]	[21608919]	[21608919]
133_8306	chr1	23344133	23344533	+	1000	67.0	[11.820001, 8.632995]	[124, 137]	[10.022524, 6.8825955]	[124, 137]	[23344346, 23344359]	[23344346, 23344359]
133_8307	chr1	31964085	31964485	+	1000	67.0	[6.4975696]	[58]	[]	[]	[31964237]	[]
133_8309	chr1	54064853	54065253	+	1000	67.0	[10.869366]	[71]	[13.5706835]	[71]	[54065021]	[54065021]
