#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_65084	chr6	34295616	34296016	+	588	26.0	[]	[]	[6.429603]	[132]	[]	[34295839]
658_6509	chr6	20826422	20826822	+	1000	157.0	[12.340323]	[117]	[13.200696]	[117]	[20826633]	[20826633]
658_65099	chr6	79632583	79632983	+	583	26.0	[7.0539017]	[100]	[8.595078]	[100]	[79632769]	[79632769]
658_65100	chr6	88705539	88705939	+	550	26.0	[]	[]	[6.5323415]	[79]	[]	[88705706]
658_65109	chr6	122580742	122581142	+	558	26.0	[12.340323]	[69]	[13.200696]	[69]	[122580905]	[122580905]
658_6511	chr7	42869375	42869775	+	1000	157.0	[11.393932]	[112]	[12.655612]	[112]	[42869578]	[42869578]
658_65125	chr6	170438459	170438859	+	552	26.0	[7.142337]	[63]	[]	[]	[170438613]	[]
658_65128	chr7	1713832	1714232	+	544	26.0	[7.261956]	[171]	[6.7912354]	[171]	[1714055]	[1714055]
658_65133	chr7	17144324	17144724	+	563	26.0	[14.058652]	[87]	[15.887955]	[87]	[17144504]	[17144504]
658_65160	chr7	92534723	92535123	+	549	26.0	[15.887955]	[115]	[14.058652]	[115]	[92534921]	[92534921]
658_65174	chr7	116971105	116971505	+	557	26.0	[7.592848, 6.231771]	[69, 151]	[6.23582]	[151]	[116971259, 116971341]	[116971341]
658_65185	chr7	142813307	142813707	+	586	26.0	[15.887955]	[156]	[14.058652]	[156]	[142813548]	[142813548]
658_65186	chr7	143938549	143938949	+	579	26.0	[13.200696]	[156]	[12.340323]	[156]	[143938790]	[143938790]
658_65188	chr7	149825287	149825687	+	561	26.0	[]	[]	[6.60213, 8.464041]	[127, 134]	[]	[149825510, 149825517]
658_65189	chr7	151078068	151078468	+	595	26.0	[10.109092]	[116]	[7.031363]	[116]	[151078258]	[151078258]
658_652	chr16	20084610	20085010	+	1000	417.0	[15.887955]	[92]	[14.058652]	[92]	[20084799]	[20084799]
658_65206	chr8	73737934	73738334	+	587	26.0	[10.826309]	[153]	[13.223235]	[153]	[73738179]	[73738179]
658_65226	chr9	225115	225515	+	579	26.0	[11.482367]	[126]	[8.221637, 9.653064]	[98, 126]	[225341]	[225313, 225341]
658_6524	chr1	194873327	194873727	+	1000	156.0	[12.340323]	[95]	[13.200696]	[95]	[194873518]	[194873518]
658_65252	chr9	131229024	131229424	+	573	26.0	[6.1959457]	[148]	[]	[]	[131229215]	[]
658_65258	chrX	11105142	11105542	+	586	26.0	[14.169626]	[103]	[11.371393]	[103]	[11105331]	[11105331]
658_65261	chrX	56813528	56813928	+	564	26.0	[]	[]	[6.60213]	[102]	[]	[56813708]
658_65274	chrX	120365302	120365702	+	570	26.0	[7.284811]	[129]	[]	[]	[120365511]	[]
658_65285	chr1	14392091	14392491	+	548	25.0	[12.655612, 6.850379]	[131, 158]	[11.393932]	[131]	[14392312, 14392339]	[14392312]
658_65286	chr1	14733496	14733896	+	540	25.0	[11.393932]	[111]	[12.655612]	[111]	[14733702]	[14733702]
658_653	chr17	59786474	59786874	+	1000	417.0	[9.653064]	[100]	[11.482367]	[100]	[59786672]	[59786672]
658_65302	chr1	100793656	100794056	+	547	25.0	[12.340323]	[98]	[13.200696]	[98]	[100793848]	[100793848]
658_65315	chr1	173914239	173914639	+	550	25.0	[]	[]	[6.2821555]	[143]	[]	[173914473]
658_65318	chr1	182318430	182318830	+	563	25.0	[13.200696]	[144]	[12.340323]	[144]	[182318658]	[182318658]
658_65319	chr1	185400025	185400425	+	540	25.0	[8.706673, 8.164393]	[118, 128]	[10.9372835]	[118]	[185400233, 185400243]	[185400233]
658_65326	chr1	221032613	221033013	+	552	25.0	[7.218002]	[101]	[]	[]	[221032793]	[]
658_6533	chr10	104391366	104391766	+	1000	156.0	[12.337575]	[136]	[6.850379, 9.608511]	[85, 136]	[104391599]	[104391548, 104391599]
658_65353	chr12	6219800	6220200	+	549	25.0	[12.655612]	[119]	[11.393932]	[119]	[6219999]	[6219999]
658_65354	chr12	10190768	10191168	+	546	25.0	[6.429603]	[72]	[]	[]	[10190939]	[]
658_65355	chr12	19074696	19075096	+	547	25.0	[14.058652]	[105]	[15.887955]	[105]	[19074898]	[19074898]
658_65357	chr12	62931017	62931417	+	555	25.0	[11.482367, 6.23582]	[88, 123]	[9.653064, 6.231771]	[88, 123]	[62931201, 62931236]	[62931201, 62931236]
658_65359	chr12	64730671	64731071	+	568	25.0	[7.421833]	[94]	[]	[]	[64730857]	[]
658_65391	chr15	53197283	53197683	+	551	25.0	[]	[]	[7.106525]	[65]	[]	[53197442]
658_65397	chr16	1193277	1193677	+	560	25.0	[6.4015837]	[150]	[7.6516085]	[150]	[1193520]	[1193520]
658_6540	chr15	27124432	27124832	+	1000	156.0	[7.788804, 6.7168727, 9.990892]	[59, 83, 103]	[8.072349, 8.16159]	[59, 103]	[27124590, 27124614, 27124634]	[27124590, 27124634]
658_65417	chr17	10086080	10086480	+	540	25.0	[14.169626]	[105]	[11.371393]	[105]	[10086274]	[10086274]
658_65423	chr17	38961421	38961821	+	551	25.0	[8.620539]	[94]	[]	[]	[38961580]	[]
658_65437	chr18	8831157	8831557	+	541	25.0	[13.223235]	[107]	[10.826309]	[107]	[8831355]	[8831355]
658_65439	chr18	35122880	35123280	+	544	25.0	[6.2868404]	[75]	[7.195463]	[75]	[35123035]	[35123035]
658_65441	chr18	62717330	62717730	+	549	25.0	[6.776855]	[131]	[7.182211]	[131]	[62717498]	[62717498]
658_6547	chr17	29620270	29620670	+	1000	156.0	[9.653064]	[121]	[11.482367]	[121]	[29620482]	[29620482]
658_65473	chr2	207121840	207122240	+	543	25.0	[14.058652, 7.997545]	[89, 148]	[15.887955]	[89]	[207122029, 207122088]	[207122029]
658_65478	chr2	237744990	237745390	+	545	25.0	[6.429603]	[112]	[]	[]	[237745181]	[]
658_65481	chr20	3647724	3648124	+	545	25.0	[9.758823]	[130]	[8.207925]	[130]	[3647950]	[3647950]
658_6549	chr17	50210334	50210734	+	1000	156.0	[12.340323]	[105]	[13.200696]	[105]	[50210539]	[50210539]
658_6551	chr18	23227172	23227572	+	1000	156.0	[15.887955]	[102]	[14.058652]	[102]	[23227370]	[23227370]
658_65521	chr3	38281871	38282271	+	570	25.0	[8.428265]	[95]	[10.182369]	[95]	[38282048]	[38282048]
658_65549	chr4	52925636	52926036	+	546	25.0	[15.887955]	[147]	[14.058652]	[147]	[52925855]	[52925855]
658_65563	chr5	64977767	64978167	+	554	25.0	[13.200696]	[123]	[12.340323]	[123]	[64977982]	[64977982]
658_65582	chr6	16414082	16414482	+	540	25.0	[]	[]	[7.4997025]	[112]	[]	[16414279]
658_65587	chr6	32212033	32212433	+	550	25.0	[10.508272]	[96]	[11.437814]	[96]	[32212196]	[32212196]
658_65588	chr6	33112139	33112539	+	553	25.0	[15.887955]	[106]	[14.058652]	[106]	[33112340]	[33112340]
658_65597	chr6	139601012	139601412	+	559	25.0	[7.333398]	[136]	[8.315582]	[136]	[139601227]	[139601227]
658_656	chr2	55050368	55050768	+	1000	417.0	[11.482367]	[103]	[9.653064]	[103]	[55050566]	[55050566]
658_65605	chr7	7567354	7567754	+	541	25.0	[9.998118]	[148]	[11.547925]	[148]	[7567507]	[7567507]
658_65619	chr7	111173571	111173971	+	557	25.0	[]	[]	[8.539239]	[112]	[]	[111173778]
658_65627	chr8	22778779	22779179	+	559	25.0	[10.109092]	[150]	[7.031363]	[150]	[22779010]	[22779010]
658_65629	chr8	28118409	28118809	+	554	25.0	[8.706673]	[132]	[10.9372835]	[132]	[28118641]	[28118641]
658_6564	chr3	19947519	19947919	+	1000	156.0	[14.169626]	[90]	[11.371393]	[90]	[19947697]	[19947697]
658_65654	chr9	98426260	98426660	+	547	25.0	[11.371393]	[178]	[14.169626]	[178]	[98426492]	[98426492]
658_65661	chrUn_KI270744v1	57069	57469	+	554	25.0	[7.080119]	[121]	[6.4053016]	[121]	[57256]	[57256]
658_65667	chrX	109472862	109473262	+	551	25.0	[6.650379, 13.223235, 9.949216]	[80, 116, 142]	[10.826309, 8.509564]	[116, 142]	[109473036, 109473072, 109473098]	[109473072, 109473098]
658_65668	chrX	110450089	110450489	+	552	25.0	[7.2759295]	[122]	[8.773093]	[122]	[110450284]	[110450284]
658_6571	chr6	4732916	4733316	+	1000	156.0	[10.9372835]	[110]	[8.706673]	[110]	[4733123]	[4733123]
658_6572	chr6	10418881	10419281	+	1000	156.0	[9.718622]	[100]	[11.827421]	[100]	[10419070]	[10419070]
658_6575	chr6	16769089	16769489	+	1000	156.0	[12.128834]	[137]	[12.132883]	[137]	[16769307]	[16769307]
658_6576	chr6	20458341	20458741	+	1000	156.0	[7.5176497]	[77]	[]	[]	[20458500]	[]
658_6584	chr8	26293002	26293402	+	1000	156.0	[12.128834]	[118]	[12.132883]	[118]	[26293218]	[26293218]
658_6591	chr1	59290220	59290620	+	1000	155.0	[9.882722, 15.887955, 8.595078]	[103, 136, 143]	[8.00517, 14.058652, 7.0539017]	[103, 136, 143]	[59290413, 59290446, 59290453]	[59290413, 59290446, 59290453]
658_6592	chr1	109762926	109763326	+	1000	155.0	[12.655612]	[114]	[11.393932]	[114]	[109763136]	[109763136]
658_6596	chr1	218459908	218460308	+	1000	155.0	[13.200696]	[107]	[12.340323]	[107]	[218460112]	[218460112]
658_6598	chr1	248926844	248927244	+	1000	155.0	[14.169626]	[77]	[11.371393]	[77]	[248927020]	[248927020]
658_660	chr10	30682392	30682792	+	1000	416.0	[8.706673, 9.653064]	[76, 160]	[10.9372835, 11.482367]	[76, 160]	[30682556, 30682640]	[30682556, 30682640]
658_6603	chr10	118531461	118531861	+	1000	155.0	[]	[]	[6.123601]	[142]	[]	[118531703]
658_6605	chr10	124646543	124646943	+	1000	155.0	[7.844876, 10.414554]	[93, 119]	[9.441575]	[119]	[124646730, 124646756]	[124646756]
658_6608	chr11	96213515	96213915	+	1000	155.0	[9.718622]	[135]	[11.827421]	[135]	[96213731]	[96213731]
658_6609	chr12	27975144	27975544	+	1000	155.0	[11.437814]	[83]	[10.508272]	[83]	[27975323]	[27975323]
658_6616	chr14	90970074	90970474	+	1000	155.0	[9.718622]	[69]	[11.827421, 6.12765]	[69, 147]	[90970234]	[90970234, 90970312]
658_6617	chr15	89087769	89088169	+	1000	155.0	[9.107981]	[103]	[10.535975]	[103]	[89087961]	[89087961]
658_6618	chr15	90872902	90873302	+	1000	155.0	[9.107981]	[113]	[10.535975]	[113]	[90873099]	[90873099]
658_662	chr9	130860820	130861220	+	1000	416.0	[14.169626]	[115]	[11.371393]	[115]	[130861032]	[130861032]
658_6625	chr17	75071883	75072283	+	1000	155.0	[6.6167903]	[68]	[8.147932]	[68]	[75072043]	[75072043]
658_6627	chr19	34359397	34359797	+	1000	155.0	[12.655612]	[99]	[11.393932]	[99]	[34359590]	[34359590]
658_6628	chr19	35436620	35437020	+	1000	155.0	[14.058652]	[106]	[15.887955]	[106]	[35436825]	[35436825]
658_6634	chr20	36569812	36570212	+	1000	155.0	[8.706673]	[98]	[10.9372835]	[98]	[36570007]	[36570007]
658_6636	chr20	50321309	50321709	+	1000	155.0	[10.535975]	[106]	[9.107981]	[106]	[50321509]	[50321509]
658_6645	chr3	157115216	157115616	+	1000	155.0	[9.107981, 6.3186293]	[82, 111]	[10.535975, 8.446094]	[82, 111]	[157115398, 157115427]	[157115398, 157115427]
658_6648	chr4	94548478	94548878	+	1000	155.0	[11.482367]	[92]	[9.653064]	[92]	[94548665]	[94548665]
658_6652	chr6	125780915	125781315	+	1000	155.0	[]	[]	[6.486848]	[121]	[]	[125781126]
658_6653	chr6	155085597	155085997	+	1000	155.0	[8.00517, 6.850379]	[110, 131]	[9.882722]	[110]	[155085796, 155085817]	[155085796]
658_6656	chr7	128829440	128829840	+	1000	155.0	[7.2759295, 9.653064]	[75, 108]	[8.773093, 11.482367]	[75, 108]	[128829613, 128829646]	[128829613, 128829646]
658_6665	chrX	13653007	13653407	+	1000	155.0	[12.340323]	[89]	[13.200696]	[89]	[13653189]	[13653189]
658_6674	chr1	172442395	172442795	+	1000	154.0	[]	[]	[7.421833]	[108]	[]	[172442599]
658_6675	chr1	183926979	183927379	+	1000	154.0	[14.169626]	[105]	[11.371393]	[105]	[183927168]	[183927168]
658_6678	chr10	6033934	6034334	+	1000	154.0	[]	[]	[6.850379]	[108]	[]	[6034142]
658_6681	chr10	50393199	50393599	+	1000	154.0	[13.200696]	[92]	[12.340323]	[92]	[50393390]	[50393390]
658_6684	chr11	64245714	64246114	+	1000	154.0	[8.706673, 6.2111917]	[96, 119]	[10.9372835, 7.349969]	[96, 119]	[64245910, 64245933]	[64245910, 64245933]
658_6686	chr11	96263337	96263737	+	1000	154.0	[11.371393]	[73]	[14.169626]	[73]	[96263509]	[96263509]
658_6690	chr13	28744046	28744446	+	1000	154.0	[14.058652]	[119]	[15.887955]	[119]	[28744261]	[28744261]
658_6697	chr17	67431592	67431992	+	1000	154.0	[11.371393]	[122]	[14.169626]	[122]	[67431812]	[67431812]
658_6701	chr2	38462347	38462747	+	1000	154.0	[12.340323]	[106]	[13.200696]	[106]	[38462547]	[38462547]
658_6702	chr2	97662809	97663209	+	1000	154.0	[12.340323]	[113]	[13.200696]	[113]	[97663006]	[97663006]
658_671	chr6	47242508	47242908	+	1000	415.0	[10.535975]	[112]	[9.107981]	[112]	[47242716]	[47242716]
658_6717	chr4	2433136	2433536	+	1000	154.0	[10.535975]	[125]	[9.107981]	[125]	[2433353]	[2433353]
658_672	chr1	46303349	46303749	+	1000	414.0	[8.595078]	[83]	[7.0539017]	[83]	[46303524]	[46303524]
658_6721	chr4	186900517	186900917	+	1000	154.0	[12.340323]	[100]	[13.200696]	[100]	[186900706]	[186900706]
658_6722	chr5	96067994	96068394	+	1000	154.0	[13.223235]	[107]	[10.826309]	[107]	[96068199]	[96068199]
658_6723	chr5	139752879	139753279	+	1000	154.0	[11.437814, 6.5972533]	[91, 133]	[10.508272]	[91]	[139753069, 139753111]	[139753069]
658_6726	chr5	164360619	164361019	+	1000	154.0	[9.653064]	[101]	[11.482367]	[101]	[164360802]	[164360802]
658_673	chr11	123083576	123083976	+	1000	414.0	[13.200696]	[94]	[12.340323]	[94]	[123083770]	[123083770]
658_6730	chr6	149242897	149243297	+	1000	154.0	[13.223235]	[98]	[10.826309]	[98]	[149243091]	[149243091]
658_6731	chr6	169725203	169725603	+	1000	154.0	[10.535975]	[111]	[9.107981]	[111]	[169725408]	[169725408]
658_6733	chr8	97434156	97434556	+	1000	154.0	[12.340323, 7.4951105]	[101, 108]	[13.200696, 6.709936]	[101, 108]	[97434348, 97434355]	[97434348, 97434355]
658_6740	chrX	154409207	154409607	+	1000	154.0	[9.653064]	[115]	[11.482367]	[115]	[154409420]	[154409420]
658_6741	chrX	155334539	155334939	+	1000	154.0	[10.826309]	[122]	[13.223235]	[122]	[155334754]	[155334754]
658_6742	chr1	1724236	1724636	+	1000	153.0	[10.338868]	[99]	[8.119912]	[99]	[1724435]	[1724435]
658_6743	chr1	14479799	14480199	+	1000	153.0	[8.706673]	[107]	[10.9372835]	[107]	[14480002]	[14480002]
658_6759	chr11	69166490	69166890	+	1000	153.0	[11.371393]	[105]	[14.169626]	[105]	[69166695]	[69166695]
658_6764	chr12	44889160	44889560	+	1000	153.0	[14.058652]	[127]	[15.887955]	[127]	[44889375]	[44889375]
658_6765	chr12	49750412	49750812	+	1000	153.0	[10.9372835]	[112]	[8.706673]	[112]	[49750616]	[49750616]
658_6776	chr17	55722897	55723297	+	1000	153.0	[15.887955]	[105]	[14.058652]	[105]	[55723102]	[55723102]
658_6779	chr2	119756747	119757147	+	1000	153.0	[9.107981]	[107]	[10.535975]	[107]	[119756950]	[119756950]
658_678	chr10	3782874	3783274	+	1000	413.0	[14.058652]	[103]	[15.887955]	[103]	[3783073]	[3783073]
658_6780	chr2	191867019	191867419	+	1000	153.0	[14.058652]	[104]	[15.887955]	[104]	[191867207]	[191867207]
658_6791	chr3	191337849	191338249	+	1000	153.0	[14.058652, 7.0539017]	[109, 123]	[15.887955, 8.595078]	[109, 123]	[191338056, 191338070]	[191338056, 191338070]
658_6795	chr4	95289239	95289639	+	1000	153.0	[6.1959457, 9.445623]	[83, 141]	[10.410505]	[141]	[95289418, 95289476]	[95289476]
658_6801	chr5	68419608	68420008	+	1000	153.0	[9.990892]	[91]	[8.16159]	[91]	[68419796]	[68419796]
658_6811	chr7	92634881	92635281	+	1000	153.0	[15.887955]	[93]	[14.058652]	[93]	[92635073]	[92635073]
658_6821	chr9	124218676	124219076	+	1000	153.0	[12.340323]	[111]	[13.200696]	[111]	[124218884]	[124218884]
658_6823	chrX	132046525	132046925	+	1000	153.0	[6.398835]	[79]	[6.486848]	[127]	[132046700]	[132046748]
658_6825	chr1	25549664	25550064	+	1000	152.0	[14.058652]	[101]	[15.887955]	[101]	[25549863]	[25549863]
658_6828	chr1	35894198	35894598	+	1000	152.0	[11.393932]	[136]	[12.655612]	[136]	[35894420]	[35894420]
658_6830	chr1	88891418	88891818	+	1000	152.0	[7.3453693]	[88]	[6.650778]	[88]	[88891598]	[88891598]
658_6834	chr1	235442754	235443154	+	1000	152.0	[9.464114, 10.826309, 6.959216]	[102, 121, 145]	[8.90054, 13.223235]	[102, 121]	[235442945, 235442964, 235442988]	[235442945, 235442964]
658_6865	chr2	15556333	15556733	+	1000	152.0	[6.1941433, 9.005888]	[66, 128]	[6.5797467, 10.164422]	[66, 128]	[15556497, 15556559]	[15556497, 15556559]
658_6867	chr2	27799151	27799551	+	1000	152.0	[11.371393]	[118]	[14.169626]	[118]	[27799362]	[27799362]
658_687	chr11	75143125	75143525	+	1000	412.0	[14.169626]	[120]	[11.371393]	[120]	[75143342]	[75143342]
658_6878	chr3	15768971	15769371	+	1000	152.0	[12.340323, 11.437814]	[90, 126]	[13.200696, 10.508272]	[90, 126]	[15769154, 15769190]	[15769154, 15769190]
658_6883	chr5	62276974	62277374	+	1000	152.0	[]	[]	[6.1378756]	[149]	[]	[62277210]
658_6884	chr5	112914621	112915021	+	1000	152.0	[12.655612, 8.539239]	[101, 111]	[11.393932]	[101]	[112914815, 112914825]	[112914815]
658_6897	chr9	71647145	71647545	+	1000	152.0	[14.058652]	[93]	[15.887955]	[93]	[71647338]	[71647338]
658_69	chr7	129958637	129959037	+	1000	586.0	[10.535975]	[108]	[9.107981]	[108]	[129958845]	[129958845]
658_6900	chr9	137083368	137083768	+	1000	152.0	[9.162701, 10.826309]	[86, 105]	[6.4862795, 13.223235]	[86, 105]	[137083551, 137083570]	[137083551, 137083570]
658_6904	chr1	27012761	27013161	+	1000	151.0	[9.653064]	[118]	[11.482367]	[118]	[27012976]	[27012976]
658_6908	chr1	159015466	159015866	+	1000	151.0	[10.826309]	[102]	[13.223235]	[102]	[159015666]	[159015666]
658_6914	chr10	60073419	60073819	+	1000	151.0	[8.110663]	[76]	[10.082722]	[76]	[60073578]	[60073578]
658_6916	chr10	95485338	95485738	+	1000	151.0	[12.340323]	[100]	[13.200696]	[100]	[95485538]	[95485538]
658_6917	chr10	119737822	119738222	+	1000	151.0	[14.169626]	[93]	[8.464041, 11.371393]	[89, 93]	[119738015]	[119738011, 119738015]
658_6918	chr11	34234022	34234422	+	1000	151.0	[9.653064]	[98]	[11.482367]	[98]	[34234218]	[34234218]
658_6919	chr11	59776469	59776869	+	1000	151.0	[9.441575, 7.0539017]	[91, 102]	[10.414554, 8.595078]	[91, 102]	[59776658, 59776669]	[59776658, 59776669]
658_6925	chr14	101710140	101710540	+	1000	151.0	[10.9372835]	[111]	[8.706673]	[111]	[101710347]	[101710347]
658_6929	chr16	15482390	15482790	+	1000	151.0	[7.821013, 15.887955]	[75, 116]	[9.719484, 14.058652]	[75, 116]	[15482564, 15482605]	[15482564, 15482605]
658_693	chr1	43835125	43835525	+	1000	410.0	[12.655612]	[101]	[11.393932]	[101]	[43835324]	[43835324]
658_6930	chr16	85037027	85037427	+	1000	151.0	[11.482367, 12.655612]	[95, 110]	[9.653064, 11.393932]	[95, 110]	[85037220, 85037235]	[85037220, 85037235]
658_6932	chr16	87806747	87807147	+	1000	151.0	[8.791267, 8.578454]	[81, 99]	[7.6827416]	[99]	[87806916, 87806934]	[87806934]
658_6933	chr17	1715187	1715587	+	1000	151.0	[9.1401615]	[103]	[8.000293]	[103]	[1715388]	[1715388]
658_6934	chr17	28952281	28952681	+	1000	151.0	[8.110663]	[152]	[10.082722]	[152]	[28952494]	[28952494]
658_6935	chr17	44547013	44547413	+	1000	151.0	[15.887955]	[126]	[14.058652]	[126]	[44547226]	[44547226]
658_6936	chr17	63275348	63275748	+	1000	151.0	[8.595078, 8.706673, 7.0539017]	[60, 107, 131]	[7.0539017, 10.9372835, 8.595078]	[60, 107, 131]	[63275504, 63275551, 63275575]	[63275504, 63275551, 63275575]
658_6940	chr19	18522264	18522664	+	1000	151.0	[9.990892]	[72]	[8.16159]	[72]	[18522425]	[18522425]
658_6944	chr19	48795142	48795542	+	1000	151.0	[12.340323]	[113]	[13.200696]	[113]	[48795348]	[48795348]
658_6947	chr20	63273859	63274259	+	1000	151.0	[14.058652, 7.2844954]	[88, 141]	[15.887955]	[88]	[63274046, 63274099]	[63274046]
658_6949	chr21	39452441	39452841	+	1000	151.0	[]	[]	[6.495161]	[85]	[]	[39452625]
658_695	chr11	10490518	10490918	+	1000	410.0	[14.169626, 6.6167903, 11.393932]	[74, 112, 160]	[11.371393, 8.147932, 12.655612]	[74, 112, 160]	[10490677, 10490715, 10490763]	[10490677, 10490715, 10490763]
658_6951	chr22	22855659	22856059	+	1000	151.0	[12.655612]	[66]	[11.393932]	[66]	[22855825]	[22855825]
658_6957	chr4	122285284	122285684	+	1000	151.0	[15.887955]	[119]	[14.058652]	[119]	[122285488]	[122285488]
658_6961	chr5	71385166	71385566	+	1000	151.0	[11.437814]	[70]	[10.508272]	[70]	[71385336]	[71385336]
658_6965	chr6	37242377	37242777	+	1000	151.0	[7.1781626]	[92]	[6.7809033]	[92]	[37242542]	[37242542]
658_6968	chr7	24826141	24826541	+	1000	151.0	[13.200696]	[101]	[12.340323]	[101]	[24826339]	[24826339]
658_697	chr15	41477236	41477636	+	1000	410.0	[13.223235]	[98]	[10.826309]	[98]	[41477433]	[41477433]
658_6972	chr8	630234	630634	+	1000	151.0	[10.535975, 13.200696]	[64, 103]	[9.107981, 12.340323]	[64, 103]	[630398, 630437]	[630398, 630437]
658_6974	chr9	27303204	27303604	+	1000	151.0	[13.223235]	[119]	[10.826309]	[119]	[27303401]	[27303401]
658_6980	chr1	10415357	10415757	+	1000	150.0	[6.398835]	[111]	[7.3430686]	[164]	[10415549]	[10415602]
658_6984	chr1	43321297	43321697	+	1000	150.0	[9.653064]	[96]	[11.482367, 8.464041]	[96, 138]	[43321493]	[43321493, 43321535]
658_6985	chr1	44290830	44291230	+	1000	150.0	[]	[]	[9.116862]	[168]	[]	[44291074]
658_6986	chr1	59020190	59020590	+	1000	150.0	[11.371393]	[107]	[14.169626]	[107]	[59020389]	[59020389]
658_6988	chr1	110890906	110891306	+	1000	150.0	[14.169626]	[107]	[11.371393]	[107]	[110891109]	[110891109]
658_6989	chr1	172451125	172451525	+	1000	150.0	[10.826309]	[86]	[13.223235]	[86]	[172451307]	[172451307]
658_6996	chr11	63506196	63506596	+	1000	150.0	[10.826309]	[99]	[13.223235]	[99]	[63506393]	[63506393]
658_6998	chr11	106022280	106022680	+	1000	150.0	[7.7272944]	[95]	[7.723246]	[95]	[106022458]	[106022458]
658_6999	chr11	111698893	111699293	+	1000	150.0	[8.000293]	[88]	[9.1401615]	[88]	[111699072]	[111699072]
658_700	chr2	157838450	157838850	+	1000	410.0	[12.340323]	[103]	[13.200696]	[103]	[157838647]	[157838647]
658_7000	chr11	125592384	125592784	+	1000	150.0	[6.486848]	[147]	[]	[]	[125592626]	[]
658_7005	chr13	95243055	95243455	+	1000	150.0	[14.169626]	[133]	[11.371393]	[133]	[95243266]	[95243266]
658_7009	chr15	35168383	35168783	+	1000	150.0	[15.887955]	[98]	[14.058652]	[98]	[35168580]	[35168580]
658_7011	chr15	73564328	73564728	+	1000	150.0	[15.887955]	[83]	[14.058652]	[83]	[73564508]	[73564508]
658_7029	chr20	4135553	4135953	+	1000	150.0	[12.655612, 10.9372835]	[62, 106]	[11.393932, 8.706673]	[62, 106]	[4135710, 4135754]	[4135710, 4135754]
658_7032	chr21	35256638	35257038	+	1000	150.0	[9.653064]	[109]	[11.482367]	[109]	[35256839]	[35256839]
658_704	chr1	26276245	26276645	+	1000	409.0	[13.200696]	[98]	[12.340323]	[98]	[26276438]	[26276438]
658_7045	chr6	2246200	2246600	+	1000	150.0	[10.9372835]	[91]	[8.706673]	[91]	[2246385]	[2246385]
658_705	chr1	204623280	204623680	+	1000	409.0	[15.887955]	[93]	[14.058652]	[93]	[204623471]	[204623471]
658_7051	chr7	30761177	30761577	+	1000	150.0	[6.486848]	[155]	[]	[]	[30761386]	[]
658_7055	chr7	138243413	138243813	+	1000	150.0	[8.279789]	[116]	[8.860666]	[116]	[138243620]	[138243620]
658_7062	chr1	831603	832003	+	1000	149.0	[11.393932]	[132]	[12.655612]	[132]	[831819]	[831819]
658_7069	chr10	3775267	3775667	+	1000	149.0	[14.058652]	[92]	[15.887955]	[92]	[3775458]	[3775458]
658_7074	chr11	10657386	10657786	+	1000	149.0	[10.9372835]	[108]	[8.706673]	[108]	[10657593]	[10657593]
658_7085	chr15	66650504	66650904	+	1000	149.0	[13.223235, 6.60213]	[105, 136]	[10.826309]	[105]	[66650695, 66650726]	[66650695]
658_7089	chr16	24748247	24748647	+	1000	149.0	[12.340323]	[102]	[13.200696]	[102]	[24748448]	[24748448]
658_7091	chr17	42929127	42929527	+	1000	149.0	[8.595078]	[84]	[7.0539017]	[84]	[42929304]	[42929304]
658_7102	chr2	144152975	144153375	+	1000	149.0	[11.482367]	[138]	[9.653064]	[138]	[144153209]	[144153209]
658_7104	chr2	201151438	201151838	+	1000	149.0	[11.371393]	[97]	[14.169626]	[97]	[201151610]	[201151610]
658_7109	chr3	63343646	63344046	+	1000	149.0	[10.9372835]	[111]	[8.706673]	[111]	[63343850]	[63343850]
658_711	chr3	141368251	141368651	+	1000	409.0	[12.655612]	[90]	[11.393932]	[90]	[141368437]	[141368437]
658_7111	chr3	141243247	141243647	+	1000	149.0	[13.200696]	[109]	[12.340323]	[109]	[141243449]	[141243449]
658_7113	chr3	153070157	153070557	+	1000	149.0	[9.990892]	[109]	[8.16159, 6.12527]	[109, 122]	[153070361]	[153070361, 153070374]
658_7114	chr3	171806399	171806799	+	1000	149.0	[12.655612]	[118]	[11.393932]	[118]	[171806597]	[171806597]
658_7116	chr4	40316777	40317177	+	1000	149.0	[6.398835, 12.340323]	[93, 108]	[13.200696]	[108]	[40316966, 40316981]	[40316981]
658_712	chr5	138337844	138338244	+	1000	409.0	[8.480081]	[105]	[]	[]	[138338039]	[]
658_7120	chr5	173782038	173782438	+	1000	149.0	[10.9372835]	[130]	[8.706673]	[130]	[173782263]	[173782263]
658_7124	chr6	34281937	34282337	+	1000	149.0	[9.116862]	[134]	[6.5972533]	[94]	[34282153]	[34282113]
658_7126	chr6	46437640	46438040	+	1000	149.0	[11.437814]	[97]	[10.508272]	[97]	[46437833]	[46437833]
658_7129	chr7	35753684	35754084	+	1000	149.0	[10.535975]	[95]	[9.107981]	[95]	[35753876]	[35753876]
658_7130	chr7	43674550	43674950	+	1000	149.0	[12.655612]	[113]	[7.421833, 11.393932]	[87, 113]	[43674758]	[43674732, 43674758]
