#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_546	chr1	40059835	40060235	+	1000	86.0	[]	[]	[3.9974742, 4.1155267, 2.1950033]	[127, 129, 132]	[]	[40060042, 40060044, 40060047]
874_5462	chr4	18020641	18021041	+	1000	45.5	[1.7962657]	[157]	[]	[]	[18020863]	[]
874_547	chr1	124579305	124579705	+	1000	86.0	[]	[]	[2.772698, 4.8420653]	[71, 73]	[]	[124579473, 124579475]
874_5476	chr6	4135875	4136275	+	1000	45.5	[]	[]	[5.2022915]	[79]	[]	[4136054]
874_5490	chr6	149129341	149129741	+	1000	45.5	[10.004963]	[140]	[]	[]	[149129535]	[]
874_5491	chr6	158853149	158853549	+	1000	45.5	[2.1632264, 5.18352, 13.561249, 1.6957546, 3.1323185, 5.8040547, 4.273434, 2.0791154]	[118, 120, 121, 125, 127, 156, 158, 161]	[]	[]	[158853306, 158853308, 158853309, 158853313, 158853315, 158853344, 158853346, 158853349]	[]
874_5496	chr7	88759284	88759684	+	1000	45.5	[4.0856524, 1.8349117]	[143, 155]	[]	[]	[88759462, 88759474]	[]
874_5510	chr9	98342071	98342471	+	1000	45.5	[]	[]	[5.102033, 15.365612, 3.2500947]	[171, 182, 226]	[]	[98342249, 98342260, 98342304]
874_5511	chr9	128552010	128552410	+	1000	45.5	[]	[]	[5.0143547, 1.8610015]	[140, 143]	[]	[128552215, 128552218]
874_5514	chr9	130813001	130813401	+	1000	45.5	[3.058522, 6.225631, 3.2801514]	[146, 147, 150]	[]	[]	[130813216, 130813217, 130813220]	[]
874_5515	chr9	131159516	131159916	+	1000	45.5	[1.8970363, 7.827096]	[106, 108]	[]	[]	[131159691, 131159693]	[]
874_5528	chr1	15431199	15431599	+	1000	45.0	[2.7870793]	[119]	[]	[]	[15431408]	[]
874_554	chr1	124562270	124562670	+	1000	85.5	[]	[]	[2.8898687]	[116]	[]	[124562472]
874_5564	chr11	6234314	6234714	+	1000	45.0	[3.3335779]	[132]	[]	[]	[6234506]	[]
874_5565	chr11	47565559	47565959	+	1000	45.0	[2.4711404]	[102]	[]	[]	[47565737]	[]
874_5587	chr16	8109171	8109571	+	1000	45.0	[]	[]	[8.87515]	[218]	[]	[8109396]
874_5593	chr16	69311274	69311674	+	1000	45.0	[]	[]	[6.2605667]	[190]	[]	[69311483]
874_5598	chr17	45226144	45226544	+	1000	45.0	[]	[]	[6.382864, 5.15043, 4.1373587, 4.4432025, 11.284121, 4.2934766, 10.995264, 4.8445864]	[88, 90, 91, 92, 93, 94, 96, 153]	[]	[45226305, 45226307, 45226308, 45226309, 45226310, 45226311, 45226313, 45226370]
874_560	chr2	204354509	204354909	+	1000	85.0	[2.9450905, 8.9096155, 6.310857]	[167, 168, 169]	[]	[]	[204354752, 204354753, 204354754]	[]
874_5608	chr19	17305327	17305727	+	1000	45.0	[5.139001]	[169]	[]	[]	[17305510]	[]
874_5613	chr19	40598481	40598881	+	1000	45.0	[3.819504]	[115]	[]	[]	[40598688]	[]
874_5633	chr22	19648423	19648823	+	1000	45.0	[4.27081, 11.079478, 4.8753524]	[227, 230, 235]	[]	[]	[19648661, 19648664, 19648669]	[]
874_5641	chr22	21637568	21637968	+	1000	45.0	[4.086534]	[170]	[]	[]	[21637798]	[]
874_5642	chr22	22110032	22110432	+	1000	45.0	[]	[]	[6.382864, 1.7609605, 6.597193, 6.7016516]	[104, 106, 113, 116]	[]	[22110236, 22110238, 22110245, 22110248]
874_5660	chr5	76402895	76403295	+	1000	45.0	[7.2729073]	[118]	[]	[]	[76403084]	[]
874_5667	chr6	4021350	4021750	+	1000	45.0	[]	[]	[7.776702, 3.053373, 5.5929313, 2.0596588]	[178, 180, 181, 182]	[]	[4021590, 4021592, 4021593, 4021594]
874_5677	chr6	36769966	36770366	+	1000	45.0	[]	[]	[2.2458277]	[141]	[]	[36770187]
874_568	chr20	31675931	31676331	+	1000	84.5	[]	[]	[1.8823735, 2.9450905]	[85, 86]	[]	[31676108, 31676109]
874_5684	chr7	5563557	5563957	+	1000	45.0	[]	[]	[4.0532475, 10.597038, 2.9031353, 1.7409183, 17.453781, 3.4971046, 9.781917, 4.292745, 6.8809977, 5.1615844]	[75, 76, 77, 79, 80, 81, 82, 83, 84, 85]	[]	[5563713, 5563714, 5563715, 5563717, 5563718, 5563719, 5563720, 5563721, 5563722, 5563723]
874_570	chr22	20495185	20495585	+	1000	84.5	[12.112872]	[150]	[]	[]	[20495358]	[]
874_5709	chrY	11293640	11294040	+	1000	45.0	[4.4764466]	[123]	[]	[]	[11293862]	[]
874_5719	chr1	22048662	22049062	+	1000	44.5	[]	[]	[2.8251622]	[146]	[]	[22048864]
874_5726	chr1	32133476	32133876	+	1000	44.5	[2.4690702, 9.6966915, 9.124658]	[150, 155, 160]	[]	[]	[32133681, 32133686, 32133691]	[]
874_5737	chr1	114757487	114757887	+	1000	44.5	[2.2150455, 4.8454685, 8.419172, 4.7093925, 3.5978327]	[83, 84, 86, 87, 89]	[]	[]	[114757666, 114757667, 114757669, 114757670, 114757672]	[]
874_5738	chr1	153697249	153697649	+	1000	44.5	[]	[]	[2.184711, 3.1755667]	[75, 77]	[]	[153697405, 153697407]
874_5740	chr1	181114695	181115095	+	1000	44.5	[]	[]	[2.488536]	[122]	[]	[181114897]
874_5741	chr1	194859043	194859443	+	1000	44.5	[]	[]	[3.365889]	[112]	[]	[194859230]
874_5749	chr1	231065511	231065911	+	1000	44.5	[]	[]	[2.3364584]	[133]	[]	[231065713]
874_5750	chr1	236551032	236551432	+	1000	44.5	[11.320091, 2.515637, 3.4310167]	[92, 133, 143]	[]	[]	[236551218, 236551259, 236551269]	[]
874_5753	chr10	79347345	79347745	+	1000	44.5	[]	[]	[2.1826408]	[108]	[]	[79347498]
874_5755	chr11	3839305	3839705	+	1000	44.5	[4.7979555, 2.624457, 5.959441, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[113, 115, 117, 119, 121, 123, 125, 127, 129, 131, 133, 135, 137, 139, 141]	[]	[]	[3839481, 3839483, 3839485, 3839487, 3839489, 3839491, 3839493, 3839495, 3839497, 3839499, 3839501, 3839503, 3839505, 3839507, 3839509]	[]
874_5770	chr12	53424813	53425213	+	1000	44.5	[]	[]	[2.3329945]	[118]	[]	[53425016]
874_5771	chr12	53493075	53493475	+	1000	44.5	[]	[]	[3.4529521]	[156]	[]	[53493263]
874_5786	chr13	107932731	107933131	+	1000	44.5	[2.014943]	[142]	[]	[]	[107932898]	[]
874_5790	chr15	68229127	68229527	+	1000	44.5	[1.847223]	[201]	[]	[]	[68229357]	[]
874_58	chr17	4002490	4002890	+	1000	289.0	[]	[]	[7.813164, 2.8766735]	[139, 140]	[]	[4002723, 4002724]
874_5807	chr16	79863286	79863686	+	1000	44.5	[5.687999, 2.1210928]	[115, 117]	[]	[]	[79863463, 79863465]	[]
874_5812	chr17	15526747	15527147	+	1000	44.5	[]	[]	[1.6259215]	[102]	[]	[15526948]
874_5840	chr19	51224919	51225319	+	1000	44.5	[]	[]	[2.9450905, 3.6096318]	[165, 176]	[]	[51225156, 51225167]
874_5850	chr2	218406494	218406894	+	1000	44.5	[4.4404054, 3.346751, 4.6453238]	[136, 138, 140]	[]	[]	[218406711, 218406713, 218406715]	[]
874_5860	chr21	10417740	10418140	+	1000	44.5	[]	[]	[8.284133, 5.7080827]	[104, 108]	[]	[10417939, 10417943]
874_5870	chr22	20126676	20127076	+	1000	44.5	[]	[]	[2.568506, 1.9121536, 8.084439]	[167, 168, 171]	[]	[20126852, 20126853, 20126856]
874_5880	chr22	20776418	20776818	+	1000	44.5	[]	[]	[9.348029]	[163]	[]	[20776657]
874_5881	chr22	20949371	20949771	+	1000	44.5	[2.9864457, 3.838815]	[115, 117]	[]	[]	[20949558, 20949560]	[]
874_5886	chr22	21051603	21052003	+	1000	44.5	[1.64863]	[129]	[]	[]	[21051774]	[]
874_5887	chr22	21798622	21799022	+	1000	44.5	[]	[]	[2.0273054]	[65]	[]	[21798781]
874_5890	chr22	21962725	21963125	+	1000	44.5	[5.520301]	[138]	[]	[]	[21962880]	[]
874_5891	chr22	22015760	22016160	+	1000	44.5	[5.3691072, 2.889765]	[86, 95]	[]	[]	[22015916, 22015925]	[]
874_5895	chr22	22777215	22777615	+	1000	44.5	[3.6315672]	[66]	[]	[]	[22777368]	[]
874_590	chr22	23214259	23214659	+	1000	83.5	[3.5978749, 2.3565006]	[76, 80]	[]	[]	[23214423, 23214427]	[]
874_5902	chr3	194312918	194313318	+	1000	44.5	[8.000956, 3.4319768]	[202, 203]	[]	[]	[194313162, 194313163]	[]
874_5913	chr5	69091061	69091461	+	1000	44.5	[]	[]	[2.535894]	[160]	[]	[69091308]
874_5919	chr5	138490967	138491367	+	1000	44.5	[]	[]	[3.346751, 3.0057566]	[66, 70]	[]	[138491121, 138491125]
874_5923	chr6	14797370	14797770	+	1000	44.5	[3.7157817, 12.178357]	[123, 124]	[]	[]	[14797545, 14797546]	[]
874_5935	chr6	149963083	149963483	+	1000	44.5	[]	[]	[1.9130356]	[184]	[]	[149963311]
874_5936	chr6	158704272	158704672	+	1000	44.5	[]	[]	[2.8928208]	[162]	[]	[158704474]
874_594	chr22	20429415	20429815	+	1000	83.0	[]	[]	[2.6202633, 6.5339026, 2.9769318, 2.1843832, 2.2812881]	[208, 212, 217, 226, 228]	[]	[20429639, 20429643, 20429648, 20429657, 20429659]
874_5957	chr9	120879255	120879655	+	1000	44.5	[]	[]	[2.6710236]	[116]	[]	[120879450]
874_5983	chr1	123969558	123969958	+	1000	44.0	[]	[]	[2.772698, 4.8420653]	[141, 143]	[]	[123969795, 123969797]
874_5989	chr1	166693214	166693614	+	1000	44.0	[]	[]	[6.331936]	[95]	[]	[166693389]
874_5997	chr1	207363129	207363529	+	1000	44.0	[10.44779]	[102]	[]	[]	[207363323]	[]
874_6006	chr1	234558389	234558789	+	1000	44.0	[8.601251]	[136]	[]	[]	[234558551]	[]
874_6008	chr1	235078137	235078537	+	1000	44.0	[]	[]	[1.6768495, 8.840853, 14.485308, 1.8769941, 2.468339]	[88, 103, 105, 107, 124]	[]	[235078294, 235078309, 235078311, 235078313, 235078330]
874_6023	chr10	78937972	78938372	+	1000	44.0	[1.6290799]	[157]	[]	[]	[78938218]	[]
874_6024	chr10	80771978	80772378	+	1000	44.0	[]	[]	[4.566967]	[139]	[]	[80772201]
874_603	chr1	110031379	110031779	+	1000	82.0	[]	[]	[4.221728]	[148]	[]	[110031602]
874_6048	chr12	123364458	123364858	+	1000	44.0	[2.2514043]	[112]	[2.693127, 2.6906996]	[128, 130]	[123364615]	[123364631, 123364633]
874_605	chr20	51033684	51034084	+	1000	82.0	[]	[]	[3.5654793]	[133]	[]	[51033910]
874_6055	chr14	90331539	90331939	+	1000	44.0	[3.9866478]	[171]	[]	[]	[90331750]	[]
874_6060	chr15	66601498	66601898	+	1000	44.0	[3.2950447]	[163]	[]	[]	[66601718]	[]
874_6063	chr16	29805498	29805898	+	1000	44.0	[5.118035]	[154]	[2.2845972]	[218]	[29805653]	[29805717]
874_6064	chr16	29811713	29812113	+	1000	44.0	[2.5737617]	[171]	[]	[]	[29811946]	[]
874_6065	chr16	30659678	30660078	+	1000	44.0	[]	[]	[1.7249256]	[117]	[]	[30659854]
874_6071	chr16	88628641	88629041	+	1000	44.0	[9.519088, 1.9397303]	[116, 119]	[]	[]	[88628832, 88628835]	[]
874_6075	chr17	49569974	49570374	+	1000	44.0	[4.7937617, 3.5654793]	[163, 165]	[]	[]	[49570211, 49570213]	[]
874_6076	chr17	63460053	63460453	+	1000	44.0	[]	[]	[5.013321]	[82]	[]	[63460219]
874_6081	chr17_GL000205v2_random	61968	62368	+	1000	44.0	[]	[]	[3.346751]	[188]	[]	[62163]
874_6082	chr18	22257158	22257558	+	1000	44.0	[2.5518265]	[130]	[]	[]	[22257352]	[]
874_6090	chr19	47241330	47241730	+	1000	44.0	[]	[]	[5.0635915, 4.430891, 3.0734153, 3.2625363, 5.0871396]	[89, 110, 112, 137, 142]	[]	[47241495, 47241516, 47241518, 47241543, 47241548]
874_6101	chr2	73385964	73386364	+	1000	44.0	[]	[]	[5.7864394, 1.8796185]	[188, 190]	[]	[73386204, 73386206]
874_6105	chr2	170243094	170243494	+	1000	44.0	[]	[]	[10.581242, 2.7870793, 9.330181]	[144, 146, 149]	[]	[170243272, 170243274, 170243277]
874_6118	chr21	46228448	46228848	+	1000	44.0	[7.190202]	[115]	[]	[]	[46228630]	[]
874_6122	chr22	20200382	20200782	+	1000	44.0	[]	[]	[7.157798, 4.4921117]	[123, 143]	[]	[20200596, 20200616]
874_6126	chr22	21578363	21578763	+	1000	44.0	[]	[]	[3.6096318]	[139]	[]	[21578543]
874_6137	chr22	22635353	22635753	+	1000	44.0	[2.1976278]	[139]	[]	[]	[22635555]	[]
874_6145	chr3	171524073	171524473	+	1000	44.0	[]	[]	[4.4361606]	[134]	[]	[171524260]
874_6149	chr4	87006593	87006993	+	1000	44.0	[2.4744496]	[233]	[]	[]	[87006840]	[]
874_6169	chr6	31836036	31836436	+	1000	44.0	[]	[]	[1.8970363]	[226]	[]	[31836266]
874_617	chr1	234491039	234491439	+	1000	81.0	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 6.649054]	[61, 63, 65, 67, 69, 71, 73, 75, 77, 120]	[]	[]	[234491194, 234491196, 234491198, 234491200, 234491202, 234491204, 234491206, 234491208, 234491210, 234491253]	[]
874_6173	chr6	43915431	43915831	+	1000	44.0	[8.846325, 4.772683]	[137, 138]	[]	[]	[43915664, 43915665]	[]
874_6179	chr6	136822513	136822913	+	1000	44.0	[]	[]	[4.8777795]	[75]	[]	[136822671]
874_6186	chr7	39623665	39624065	+	1000	44.0	[]	[]	[2.300641, 9.065002]	[179, 184]	[]	[39623878, 39623883]
874_6193	chr7	128792780	128793180	+	1000	44.0	[9.699316, 12.683371]	[64, 66]	[]	[]	[128792936, 128792938]	[]
874_6195	chr7	137967615	137968015	+	1000	44.0	[2.7782745, 4.0856524]	[132, 135]	[]	[]	[137967821, 137967824]	[]
874_6198	chr8	23457240	23457640	+	1000	44.0	[5.9618683, 1.7639126, 6.272929, 6.804638]	[233, 235, 236, 241]	[]	[]	[23457480, 23457482, 23457483, 23457488]	[]
874_6201	chr8	90167792	90168192	+	1000	44.0	[]	[]	[9.212835]	[113]	[]	[90168003]
874_6224	chr1	18530964	18531364	+	1000	43.5	[8.303116]	[135]	[]	[]	[18531171]	[]
874_6233	chr1	51518953	51519353	+	1000	43.5	[]	[]	[2.1334553, 6.5462646, 4.2755046]	[93, 96, 97]	[]	[51519138, 51519141, 51519142]
874_625	chr22	23137931	23138331	+	1000	81.0	[]	[]	[3.325827, 6.90397]	[140, 145]	[]	[23138170, 23138175]
874_6260	chr10	58334943	58335343	+	1000	43.5	[2.6412656, 1.8681892, 2.5903375]	[106, 110, 131]	[]	[]	[58335128, 58335132, 58335153]	[]
874_6263	chr10	70576203	70576603	+	1000	43.5	[]	[]	[2.921542]	[173]	[]	[70576396]
874_6265	chr10	70673244	70673644	+	1000	43.5	[1.728607]	[144]	[]	[]	[70673450]	[]
874_6274	chr11	3855873	3856273	+	1000	43.5	[]	[]	[4.8646283, 3.749026]	[210, 213]	[]	[3856112, 3856115]
874_6275	chr11	17353467	17353867	+	1000	43.5	[]	[]	[4.0856524]	[115]	[]	[17353627]
874_6276	chr11	57911489	57911889	+	1000	43.5	[]	[]	[4.221728]	[150]	[]	[57911697]
874_6277	chr11	59960669	59961069	+	1000	43.5	[]	[]	[2.0157213]	[157]	[]	[59960852]
874_6285	chr11	111936878	111937278	+	1000	43.5	[4.5792785]	[177]	[4.007244, 2.1186657, 3.917903, 4.8454685, 3.3591135]	[155, 157, 202, 204, 205]	[111937101]	[111937079, 111937081, 111937126, 111937128, 111937129]
874_6286	chr11	116772811	116773211	+	1000	43.5	[4.539737]	[128]	[]	[]	[116773027]	[]
874_629	chr10	71753507	71753907	+	1000	80.5	[2.406791]	[125]	[]	[]	[71753679]	[]
874_6295	chr13	107890767	107891167	+	1000	43.5	[6.730644]	[124]	[]	[]	[107890961]	[]
874_6299	chr16	53231	53631	+	1000	43.5	[]	[]	[6.815513]	[184]	[]	[53479]
874_6303	chr16	2214738	2215138	+	1000	43.5	[4.3078356]	[71]	[]	[]	[2214903]	[]
874_6309	chr17	40533381	40533781	+	1000	43.5	[]	[]	[1.710136, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.142689, 2.7352602]	[85, 89, 91, 93, 95, 97, 99, 101, 103, 105, 107, 109, 111, 113, 115, 117, 119, 127, 132]	[]	[40533541, 40533545, 40533547, 40533549, 40533551, 40533553, 40533555, 40533557, 40533559, 40533561, 40533563, 40533565, 40533567, 40533569, 40533571, 40533573, 40533575, 40533583, 40533588]
874_6313	chr17	82273249	82273649	+	1000	43.5	[1.9024156]	[164]	[]	[]	[82273490]	[]
874_6323	chr19	32909245	32909645	+	1000	43.5	[2.4813392]	[87]	[]	[]	[32909412]	[]
874_6337	chr2	32916348	32916748	+	1000	43.5	[]	[]	[12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 6.5462646, 6.2282557, 6.5462646, 6.09218, 7.5268283, 8.488724, 7.9290524, 10.289779, 6.09218, 12.750391, 6.7361174, 6.2282557, 6.5462646, 6.9547944, 6.3785157, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 12.750391, 6.5462646, 6.2282557, 6.5462646, 6.09218, 7.5268283, 8.488724, 1.7249256, 6.09218, 1.9665881, 1.7249256, 4.4941816, 12.750391, 6.7361174, 4.0856524, 7.5268283, 8.488724, 7.9290524, 10.289779, 6.09218, 12.750391, 6.7361174, 6.2282557, 6.5462646, 6.9547944, 6.3785157]	[57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 134, 136, 137, 138, 140, 141, 144, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156]	[]	[32916499, 32916500, 32916501, 32916502, 32916503, 32916504, 32916505, 32916506, 32916507, 32916508, 32916509, 32916510, 32916511, 32916512, 32916513, 32916514, 32916515, 32916516, 32916517, 32916518, 32916519, 32916520, 32916521, 32916522, 32916523, 32916524, 32916525, 32916526, 32916527, 32916528, 32916529, 32916530, 32916531, 32916532, 32916533, 32916534, 32916535, 32916536, 32916537, 32916538, 32916539, 32916540, 32916541, 32916542, 32916543, 32916544, 32916545, 32916546, 32916547, 32916548, 32916549, 32916550, 32916551, 32916552, 32916553, 32916554, 32916555, 32916556, 32916557, 32916558, 32916559, 32916560, 32916561, 32916562, 32916563, 32916564, 32916565, 32916566, 32916567, 32916568, 32916569, 32916570, 32916571, 32916572, 32916573, 32916576, 32916578, 32916579, 32916580, 32916582, 32916583, 32916586, 32916588, 32916589, 32916590, 32916591, 32916592, 32916593, 32916594, 32916595, 32916596, 32916597, 32916598]
874_6346	chr20	49610957	49611357	+	1000	43.5	[]	[]	[3.346751]	[90]	[]	[49611113]
874_635	chr22	21555904	21556304	+	1000	80.5	[4.841962, 2.6877475, 6.4443083]	[79, 87, 89]	[]	[]	[21556056, 21556064, 21556066]	[]
874_6350	chr22	19393806	19394206	+	1000	43.5	[]	[]	[3.618799]	[157]	[]	[19394039]
874_6353	chr22	19852105	19852505	+	1000	43.5	[]	[]	[9.920748, 7.671709, 6.8196006, 18.836569, 6.0902867, 8.180452, 10.79557]	[120, 122, 123, 124, 125, 127, 128]	[]	[19852297, 19852299, 19852300, 19852301, 19852302, 19852304, 19852305]
874_6359	chr22	20847340	20847740	+	1000	43.5	[5.6535974]	[119]	[]	[]	[20847547]	[]
874_6360	chr22	20852055	20852455	+	1000	43.5	[2.027254]	[124]	[]	[]	[20852234]	[]
874_6361	chr22	20873214	20873614	+	1000	43.5	[2.6202633]	[124]	[]	[]	[20873408]	[]
874_6364	chr22	21066605	21067005	+	1000	43.5	[2.0163882]	[159]	[]	[]	[21066803]	[]
874_6367	chr22	21745865	21746265	+	1000	43.5	[]	[]	[8.540585, 3.6834283]	[103, 165]	[]	[21746036, 21746098]
874_6369	chr22	21804647	21805047	+	1000	43.5	[1.9630817]	[201]	[]	[]	[21804894]	[]
874_6371	chr22	21835983	21836383	+	1000	43.5	[4.4236946]	[125]	[]	[]	[21836170]	[]
874_6384	chr3	10142733	10143133	+	1000	43.5	[]	[]	[5.414663, 3.767643, 2.249662, 1.8280851, 4.999973, 2.0396166, 11.742727, 3.5777905]	[111, 156, 157, 158, 159, 161, 162, 166]	[]	[10142892, 10142937, 10142938, 10142939, 10142940, 10142942, 10142943, 10142947]
874_6407	chr4	176319855	176320255	+	1000	43.5	[]	[]	[2.9424663]	[84]	[]	[176320038]
874_6416	chr5	138338082	138338482	+	1000	43.5	[]	[]	[7.357018]	[176]	[]	[138338308]
874_6422	chr6	15905804	15906204	+	1000	43.5	[]	[]	[6.5463686, 5.405149]	[108, 109]	[]	[15906006, 15906007]
874_6428	chr6	33427581	33427981	+	1000	43.5	[]	[]	[7.0363846, 3.4099379, 15.077383, 3.1912606, 15.077383, 6.2581396, 13.394329, 5.9743347, 3.0929654, 2.6412656, 17.032206, 3.6524913, 7.0363846]	[106, 107, 108, 109, 110, 112, 137, 144, 149, 153, 154, 155, 156]	[]	[33427732, 33427733, 33427734, 33427735, 33427736, 33427738, 33427763, 33427770, 33427775, 33427779, 33427780, 33427781, 33427782]
874_6430	chr6	33454462	33454862	+	1000	43.5	[]	[]	[2.5428667]	[99]	[]	[33454644]
874_6432	chr6	34236479	34236879	+	1000	43.5	[2.515637]	[114]	[]	[]	[34236645]	[]
874_6437	chr6	143806390	143806790	+	1000	43.5	[1.9665881]	[102]	[3.768525]	[150]	[143806567]	[143806615]
874_6446	chr7	75734582	75734982	+	1000	43.5	[2.1652963, 5.728125]	[232, 240]	[]	[]	[75734818, 75734826]	[]
874_6454	chr7	113142302	113142702	+	1000	43.5	[2.5684023, 7.5477524, 2.9560075]	[179, 180, 181]	[]	[]	[113142505, 113142506, 113142507]	[]
874_6459	chr7	137962900	137963300	+	1000	43.5	[7.041961]	[74]	[]	[]	[137963071]	[]
874_6465	chr8	41822618	41823018	+	1000	43.5	[4.591547]	[89]	[7.474967]	[183]	[41822770]	[41822864]
874_6468	chr8	101373926	101374326	+	1000	43.5	[6.9865713, 1.6906279, 6.2456737, 2.5684023]	[88, 95, 97, 98]	[]	[]	[101374110, 101374117, 101374119, 101374120]	[]
874_6484	chr9	131268264	131268664	+	1000	43.5	[7.907117, 14.77154, 2.3329945, 13.845054, 7.411677, 11.586281, 3.0127492]	[102, 104, 105, 107, 108, 109, 148]	[]	[]	[131268459, 131268461, 131268462, 131268464, 131268465, 131268466, 131268505]	[]
874_6495	chr1	14779038	14779438	+	1000	43.0	[2.3530145, 10.403188, 2.889765]	[167, 171, 176]	[]	[]	[14779234, 14779238, 14779243]	[]
874_6497	chr1	23389940	23390340	+	1000	43.0	[]	[]	[4.3252954, 18.025816]	[115, 120]	[]	[23390141, 23390146]
874_6512	chr1	114379967	114380367	+	1000	43.0	[2.3207867, 2.9424663]	[71, 111]	[]	[]	[114380120, 114380160]	[]
874_6513	chr1	114511222	114511622	+	1000	43.0	[]	[]	[2.6720827, 3.461799, 1.6583169]	[195, 199, 200]	[]	[114511435, 114511439, 114511440]
874_6522	chr1	182616069	182616469	+	1000	43.0	[2.2351296, 3.5494356]	[72, 96]	[]	[]	[182616221, 182616245]	[]
874_6530	chr1	213045473	213045873	+	975	43.0	[3.936808]	[71]	[]	[]	[213045643]	[]
874_6531	chr1	223776150	223776550	+	1000	43.0	[]	[]	[2.2845972]	[173]	[]	[223776367]
874_6543	chr10	70693665	70694065	+	1000	43.0	[]	[]	[2.9732485, 9.923372]	[156, 181]	[]	[70693878, 70693903]
874_6544	chr10	71229838	71230238	+	1000	43.0	[2.2845972]	[134]	[]	[]	[71230071]	[]
874_6550	chr12	55743417	55743817	+	1000	43.0	[3.9883902]	[88]	[]	[]	[55743593]	[]
874_6557	chr15	20356252	20356652	+	1000	43.0	[1.7521555]	[175]	[]	[]	[20356500]	[]
874_6561	chr15	56040614	56041014	+	834	43.0	[3.5689857]	[180]	[]	[]	[56040801]	[]
874_6575	chr16	85328008	85328408	+	1000	43.0	[1.9515219]	[166]	[]	[]	[85328227]	[]
874_6594	chr19	18365154	18365554	+	1000	43.0	[]	[]	[5.7207217, 5.1687303, 6.225631, 4.4413095, 6.225631, 3.058522, 3.482827]	[171, 172, 175, 176, 179, 180, 203]	[]	[18365336, 18365337, 18365340, 18365341, 18365344, 18365345, 18365368]
874_6598	chr19	47743309	47743709	+	1000	43.0	[]	[]	[3.6324492, 5.541225]	[170, 171]	[]	[47743559, 47743560]
874_661	chr19	35205044	35205444	+	1000	79.5	[]	[]	[5.9418263, 3.208075]	[166, 168]	[]	[35205285, 35205287]
874_6613	chr21	36141549	36141949	+	1000	43.0	[]	[]	[4.3403616, 2.9539375, 14.403717, 3.9388273]	[87, 89, 91, 92]	[]	[36141710, 36141712, 36141714, 36141715]
874_6618	chr22	19980629	19981029	+	1000	43.0	[2.2669067]	[120]	[]	[]	[19980827]	[]
874_6619	chr22	20124442	20124842	+	1000	43.0	[]	[]	[2.9754221, 8.263785, 6.6823406]	[94, 96, 99]	[]	[20124607, 20124609, 20124612]
874_662	chr19	48954557	48954957	+	1000	79.5	[3.0719993]	[96]	[]	[]	[48954747]	[]
874_6631	chr22	21711703	21712103	+	1000	43.0	[]	[]	[4.546043, 3.3591135]	[131, 133]	[]	[21711934, 21711936]
874_6641	chr22	22777938	22778338	+	1000	43.0	[2.5032744]	[156]	[]	[]	[22778183]	[]
874_6642	chr22	22781161	22781561	+	1000	43.0	[]	[]	[6.518836]	[154]	[]	[22781380]
874_6643	chr22	31227865	31228265	+	1000	43.0	[]	[]	[4.007244, 5.45365, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 2.624457]	[82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104]	[]	[31228018, 31228020, 31228022, 31228024, 31228026, 31228028, 31228030, 31228032, 31228034, 31228036, 31228038, 31228040]
874_6645	chr22	44676607	44677007	+	1000	43.0	[]	[]	[3.7701738]	[173]	[]	[44676813]
