#PeakID(python identify_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_7867	chr2	178396977	178397377	+	1000	100.0	[]	[]	[11.476549, 8.216044]	[104, 107]	[]	[178397162, 178397165]
420_7874	chr20	62887141	62887541	+	1000	100.0	[7.2262077]	[137]	[7.312882]	[104]	[62887373]	[62887340]
420_7880	chr3	6418492	6418892	+	1000	100.0	[]	[]	[11.476549]	[93]	[]	[6418681]
420_7882	chr3	42546808	42547208	+	1000	100.0	[11.476549]	[111]	[11.476549]	[104]	[42547013]	[42547006]
420_789	chr18	62518428	62518828	+	1000	333.0	[11.476549, 11.476549]	[73, 114]	[]	[]	[62518600, 62518641]	[]
420_7894	chr4	33272712	33273112	+	1000	100.0	[]	[]	[7.2262077]	[105]	[]	[33272913]
420_7898	chr4	70299652	70300052	+	1000	100.0	[11.476549]	[93]	[]	[]	[70299844]	[]
420_7901	chr5	80257402	80257802	+	1000	100.0	[8.216044]	[126]	[7.2262077]	[134]	[80257619]	[80257627]
420_7904	chr5	149519643	149520043	+	1000	100.0	[11.476549]	[88]	[]	[]	[149519829]	[]
420_7908	chr6	15365278	15365678	+	1000	100.0	[]	[]	[7.2262077]	[116]	[]	[15365491]
420_791	chr7	87220806	87221206	+	1000	333.0	[7.312882]	[109]	[11.476549]	[102]	[87221014]	[87221007]
420_7911	chr6	163348998	163349398	+	1000	100.0	[]	[]	[11.476549]	[108]	[]	[163349195]
420_7916	chr7	76359287	76359687	+	1000	100.0	[]	[]	[11.476549]	[101]	[]	[76359485]
420_792	chr7	134448634	134449034	+	1000	333.0	[]	[]	[11.476549]	[125]	[]	[134448854]
420_7923	chr8	77406546	77406946	+	1000	100.0	[11.476549]	[106]	[]	[]	[77406752]	[]
420_7924	chr8	81783565	81783965	+	1000	100.0	[]	[]	[11.476549]	[88]	[]	[81783753]
420_7925	chr8	97045999	97046399	+	1000	100.0	[7.312882]	[146]	[11.476549]	[94]	[97046244]	[97046192]
420_7934	chrX	1205911	1206311	+	1000	100.0	[7.2262077]	[65]	[7.2262077, 11.476549]	[67, 91]	[1206065]	[1206067, 1206091]
420_7941	chrX	150456498	150456898	+	1000	100.0	[]	[]	[11.476549]	[100]	[]	[150456692]
420_7946	chr1	111508290	111508690	+	1000	99.0	[]	[]	[7.312882]	[93]	[]	[111508479]
420_795	chr22	47092756	47093156	+	1000	332.0	[8.216044]	[119]	[11.476549]	[112]	[47092970]	[47092963]
420_7952	chr10	3048671	3049071	+	1000	99.0	[]	[]	[11.476549]	[90]	[]	[3048860]
420_7956	chr10	107025700	107026100	+	1000	99.0	[5.659805]	[153]	[11.476549, 11.476549]	[90, 101]	[107025948]	[107025885, 107025896]
420_7957	chr10	124402274	124402674	+	1000	99.0	[11.476549]	[111]	[7.2262077]	[76]	[124402473]	[124402438]
420_7959	chr11	59967972	59968372	+	1000	99.0	[]	[]	[11.476549]	[120]	[]	[59968171]
420_7960	chr11	64990324	64990724	+	1000	99.0	[11.476549]	[146]	[11.476549]	[169]	[64990542]	[64990565]
420_7962	chr11	124424380	124424780	+	1000	99.0	[11.476549]	[150]	[7.2262077]	[98]	[124424625]	[124424573]
420_7963	chr12	5226543	5226943	+	1000	99.0	[]	[]	[11.476549, 11.476549]	[102, 111]	[]	[5226734, 5226743]
420_7967	chr12	111222017	111222417	+	1000	99.0	[]	[]	[7.2262077]	[99]	[]	[111222214]
420_7969	chr13	24911031	24911431	+	1000	99.0	[]	[]	[8.216044]	[92]	[]	[24911209]
420_7971	chr13	103210348	103210748	+	1000	99.0	[11.476549]	[114]	[]	[]	[103210548]	[]
420_7972	chr14	103943723	103944123	+	1000	99.0	[]	[]	[7.312882]	[75]	[]	[103943883]
420_7976	chr17	603766	604166	+	1000	99.0	[7.2262077]	[157]	[7.2262077]	[102]	[604012]	[603957]
420_7977	chr17	4101198	4101598	+	1000	99.0	[11.476549]	[122]	[]	[]	[4101395]	[]
420_7979	chr17	49828284	49828684	+	1000	99.0	[5.659805, 11.476549]	[121, 133]	[]	[]	[49828504, 49828516]	[]
420_798	chr3	174099720	174100120	+	1000	332.0	[]	[]	[11.476549]	[96]	[]	[174099916]
420_7981	chr17	66349503	66349903	+	1000	99.0	[]	[]	[11.476549]	[94]	[]	[66349690]
420_7982	chr17	69013488	69013888	+	1000	99.0	[5.659805]	[98]	[7.2262077, 8.216044]	[121, 162]	[69013659]	[69013682, 69013723]
420_7992	chr2	42068728	42069128	+	1000	99.0	[11.476549]	[111]	[]	[]	[42068937]	[]
420_7993	chr2	72603417	72603817	+	1000	99.0	[]	[]	[11.476549]	[106]	[]	[72603617]
420_7994	chr2	92081121	92081521	+	1000	99.0	[]	[]	[8.216044]	[79]	[]	[92081300]
420_7995	chr2	116696890	116697290	+	1000	99.0	[11.476549]	[117]	[7.312882]	[123]	[116697103]	[116697109]
420_7996	chr2	140600096	140600496	+	1000	99.0	[11.476549]	[101]	[7.2262077]	[94]	[140600293]	[140600286]
420_7999	chr2	215771997	215772397	+	1000	99.0	[]	[]	[11.476549]	[158]	[]	[215772244]
420_8003	chr20	4795367	4795767	+	1000	99.0	[11.476549, 11.476549, 8.216044]	[93, 115, 138]	[]	[]	[4795556, 4795578, 4795601]	[]
420_8009	chr22	21102755	21103155	+	1000	99.0	[]	[]	[11.476549]	[93]	[]	[21102921]
420_802	chr1	225767007	225767407	+	1000	331.0	[7.2262077]	[112]	[8.216044]	[105]	[225767211]	[225767204]
420_8021	chr3	171607451	171607851	+	1000	99.0	[8.216044]	[104]	[7.312882]	[97]	[171607654]	[171607647]
420_8022	chr3	197712247	197712647	+	1000	99.0	[5.659805]	[92]	[8.216044]	[137]	[197712421]	[197712466]
420_8023	chr4	13368225	13368625	+	1000	99.0	[]	[]	[8.216044]	[110]	[]	[13368424]
420_8025	chr4	89173464	89173864	+	1000	99.0	[]	[]	[11.476549]	[103]	[]	[89173656]
420_8028	chr4	168109514	168109914	+	1000	99.0	[]	[]	[11.476549]	[141]	[]	[168109727]
420_803	chr11	65302067	65302467	+	1000	331.0	[11.476549]	[101]	[5.659805, 5.659805, 11.476549]	[64, 79, 94]	[65302266]	[65302229, 65302244, 65302259]
420_8034	chr5	40841370	40841770	+	1000	99.0	[11.476549]	[152]	[]	[]	[40841598]	[]
420_8037	chr5	135230603	135231003	+	1000	99.0	[11.476549]	[120]	[]	[]	[135230814]	[]
420_8039	chr5	159161700	159162100	+	1000	99.0	[8.216044]	[154]	[8.216044]	[96]	[159161949]	[159161891]
420_8044	chr6	53592979	53593379	+	1000	99.0	[]	[]	[7.312882]	[85]	[]	[53593160]
420_8045	chr6	87498056	87498456	+	1000	99.0	[11.476549, 8.216044, 11.476549]	[60, 96, 111]	[]	[]	[87498209, 87498245, 87498260]	[]
420_8047	chr6	147194908	147195308	+	1000	99.0	[8.216044, 7.312882]	[128, 138]	[]	[]	[147195120, 147195130]	[]
420_8049	chr6	158323256	158323656	+	1000	99.0	[11.476549]	[99]	[]	[]	[158323452]	[]
420_8050	chr6	163572583	163572983	+	1000	99.0	[11.476549]	[65]	[7.2262077]	[74]	[163572738]	[163572747]
420_8052	chr7	22718325	22718725	+	1000	99.0	[8.216044, 7.2262077]	[80, 83]	[]	[]	[22718501, 22718504]	[]
420_8057	chr7	107071123	107071523	+	1000	99.0	[11.476549]	[109]	[]	[]	[107071325]	[]
420_8058	chr7	129875818	129876218	+	1000	99.0	[]	[]	[11.476549]	[122]	[]	[129876032]
420_8066	chr8	86183091	86183491	+	1000	99.0	[8.216044, 8.216044]	[173, 176]	[]	[]	[86183322, 86183325]	[]
420_8072	chrX	139759532	139759932	+	1000	99.0	[]	[]	[11.476549]	[108]	[]	[139759736]
420_8082	chr1	206968997	206969397	+	1000	98.0	[]	[]	[11.476549]	[95]	[]	[206969184]
420_8086	chr10	131356448	131356848	+	1000	98.0	[11.476549]	[103]	[]	[]	[131356650]	[]
420_8091	chr11	14519952	14520352	+	1000	98.0	[]	[]	[11.476549]	[105]	[]	[14520147]
420_8094	chr12	2823482	2823882	+	1000	98.0	[]	[]	[11.476549]	[111]	[]	[2823680]
420_8098	chr15	66323257	66323657	+	1000	98.0	[11.476549]	[97]	[]	[]	[66323435]	[]
420_8099	chr15	67779735	67780135	+	1000	98.0	[7.2262077, 5.659805]	[104, 142]	[]	[]	[67779929, 67779967]	[]
420_810	chr11	66892137	66892537	+	1000	330.0	[5.659805, 8.216044]	[92, 134]	[5.659805]	[141]	[66892323, 66892365]	[66892372]
420_8100	chr16	6189197	6189597	+	1000	98.0	[8.216044, 7.2262077]	[91, 105]	[]	[]	[6189387, 6189401]	[]
420_8105	chr16	60811648	60812048	+	1000	98.0	[11.476549, 11.476549]	[84, 107]	[8.216044]	[131]	[60811821, 60811844]	[60811868]
420_8106	chr17	51121775	51122175	+	1000	98.0	[]	[]	[5.659805]	[181]	[]	[51121972]
420_8108	chr18	31857698	31858098	+	1000	98.0	[]	[]	[11.476549]	[128]	[]	[31857904]
420_811	chr15	35557482	35557882	+	1000	330.0	[7.2262077, 7.2262077]	[113, 148]	[]	[]	[35557695, 35557730]	[]
420_8112	chr19	34213288	34213688	+	1000	98.0	[11.476549]	[112]	[]	[]	[34213485]	[]
420_8117	chr2	9699503	9699903	+	1000	98.0	[8.216044]	[109]	[5.659805]	[137]	[9699692]	[9699720]
420_8129	chr20	370930	371330	+	1000	98.0	[11.476549]	[100]	[11.476549]	[160]	[371114]	[371174]
420_813	chr1	92934377	92934777	+	1000	329.0	[11.476549]	[110]	[]	[]	[92934585]	[]
420_8134	chr21	33947717	33948117	+	1000	98.0	[]	[]	[7.2262077, 5.659805]	[89, 117]	[]	[33947883, 33947911]
420_8141	chr3	106247910	106248310	+	1000	98.0	[]	[]	[11.476549]	[85]	[]	[106248094]
420_8144	chr3	121593291	121593691	+	1000	98.0	[5.659805]	[95]	[11.476549]	[88]	[121593485]	[121593478]
420_8158	chr6	18579165	18579565	+	1000	98.0	[7.312882]	[108]	[7.312882, 5.659805]	[100, 121]	[18579368]	[18579360, 18579381]
420_8159	chr6	25613401	25613801	+	1000	98.0	[7.2262077]	[90]	[11.476549]	[129]	[25613573]	[25613612]
420_8162	chr6	106135159	106135559	+	1000	98.0	[8.216044]	[111]	[]	[]	[106135368]	[]
420_8164	chr6	139533586	139533986	+	1000	98.0	[]	[]	[11.476549]	[86]	[]	[139533765]
420_8169	chr7	93354810	93355210	+	1000	98.0	[11.476549]	[120]	[7.2262077]	[55]	[93355026]	[93354961]
420_8173	chr7	148503871	148504271	+	1000	98.0	[11.476549]	[103]	[]	[]	[148504072]	[]
420_8177	chr8	91546078	91546478	+	1000	98.0	[8.216044]	[125]	[11.476549]	[105]	[91546300]	[91546280]
420_818	chr1	169892452	169892852	+	1000	328.0	[]	[]	[11.476549]	[98]	[]	[169892643]
420_8181	chr9	69215981	69216381	+	1000	98.0	[7.2262077]	[89]	[7.2262077]	[91]	[69216168]	[69216170]
420_8182	chr9	93525441	93525841	+	1000	98.0	[11.476549]	[101]	[11.476549]	[81]	[93525639]	[93525619]
420_8184	chr9	114551924	114552324	+	1000	98.0	[7.2262077, 11.476549, 8.216044]	[80, 103, 161]	[]	[]	[114552077, 114552100, 114552158]	[]
420_8186	chrX	13750238	13750638	+	1000	98.0	[11.476549]	[111]	[]	[]	[13750433]	[]
420_8189	chrX	71573581	71573981	+	1000	98.0	[11.476549]	[111]	[]	[]	[71573786]	[]
420_819	chr3	129686965	129687365	+	1000	328.0	[11.476549, 7.312882]	[95, 139]	[]	[]	[129687160, 129687204]	[]
420_8199	chr1	223873166	223873566	+	1000	97.0	[]	[]	[11.476549]	[121]	[]	[223873379]
420_82	chr3	4264025	4264425	+	1000	575.0	[11.476549]	[107]	[]	[]	[4264230]	[]
420_820	chr6	125492217	125492617	+	1000	328.0	[11.476549]	[110]	[5.659805]	[75]	[125492418]	[125492383]
420_8200	chr10	3765028	3765428	+	1000	97.0	[]	[]	[8.216044, 8.216044]	[130, 133]	[]	[3765239, 3765242]
420_8201	chr10	21527606	21528006	+	1000	97.0	[7.2262077]	[125]	[5.659805]	[168]	[21527812]	[21527855]
420_8203	chr10	30542388	30542788	+	1000	97.0	[]	[]	[8.216044]	[142]	[]	[30542617]
420_8211	chr12	7829732	7830132	+	1000	97.0	[11.476549, 7.2262077]	[85, 102]	[]	[]	[7829915, 7829932]	[]
420_8212	chr12	23888672	23889072	+	1000	97.0	[11.476549, 7.312882]	[101, 144]	[]	[]	[23888867, 23888910]	[]
420_8214	chr12	116274446	116274846	+	1000	97.0	[11.476549]	[112]	[]	[]	[116274656]	[]
420_8221	chr14	97705113	97705513	+	1000	97.0	[5.659805]	[78]	[11.476549]	[91]	[97705289]	[97705302]
420_8226	chr17	12348461	12348861	+	1000	97.0	[11.476549, 11.476549]	[101, 141]	[]	[]	[12348660, 12348700]	[]
420_8227	chr17	47670045	47670445	+	1000	97.0	[]	[]	[11.476549]	[92]	[]	[47670236]
420_8229	chr17	65228991	65229391	+	1000	97.0	[]	[]	[11.476549]	[117]	[]	[65229198]
420_823	chr7	17774895	17775295	+	1000	327.0	[11.476549]	[97]	[]	[]	[17775089]	[]
420_8241	chr2	158781498	158781898	+	1000	97.0	[]	[]	[11.476549, 5.659805]	[113, 154]	[]	[158781704, 158781745]
420_8243	chr2	177506510	177506910	+	1000	97.0	[11.476549]	[100]	[8.216044, 8.216044]	[65, 68]	[177506708]	[177506673, 177506676]
420_8249	chr21	41987308	41987708	+	1000	97.0	[11.476549]	[107]	[]	[]	[41987514]	[]
420_8256	chr3	32570963	32571363	+	1000	97.0	[]	[]	[5.659805]	[147]	[]	[32571207]
420_8266	chr4	37533661	37534061	+	1000	97.0	[]	[]	[7.312882]	[107]	[]	[37533861]
420_827	chr10	110083955	110084355	+	1000	326.0	[]	[]	[7.2262077]	[108]	[]	[110084161]
420_8273	chr5	124644150	124644550	+	1000	97.0	[7.312882]	[72]	[11.476549]	[102]	[124644321]	[124644351]
420_8282	chr7	122219240	122219640	+	1000	97.0	[]	[]	[7.312882, 8.216044]	[91, 112]	[]	[122219425, 122219446]
420_8285	chr7	151233062	151233462	+	1000	97.0	[]	[]	[11.476549]	[145]	[]	[151233284]
420_8291	chr9	37239473	37239873	+	1000	97.0	[8.216044]	[116]	[8.216044]	[109]	[37239682]	[37239675]
420_8299	chr1	15008816	15009216	+	1000	96.0	[]	[]	[11.476549]	[110]	[]	[15009023]
420_830	chr18	57997843	57998243	+	1000	326.0	[11.476549]	[104]	[11.476549, 7.2262077]	[97, 122]	[57998045]	[57998038, 57998063]
420_831	chr2	206482106	206482506	+	1000	326.0	[11.476549, 11.476549]	[57, 135]	[]	[]	[206482259, 206482337]	[]
420_8312	chr1	200708782	200709182	+	1000	96.0	[]	[]	[11.476549, 8.216044, 8.216044]	[75, 105, 138]	[]	[200708955, 200708985, 200709018]
420_8314	chr1	204623303	204623703	+	1000	96.0	[]	[]	[8.216044, 11.476549]	[78, 150]	[]	[204623469, 204623541]
420_8317	chr1	224735072	224735472	+	1000	96.0	[]	[]	[11.476549]	[96]	[]	[224735264]
420_832	chr20	49676683	49677083	+	1000	326.0	[8.216044]	[105]	[8.216044, 11.476549]	[98, 121]	[49676883]	[49676876, 49676899]
420_8321	chr10	20073167	20073567	+	1000	96.0	[11.476549]	[111]	[]	[]	[20073368]	[]
420_8323	chr10	68233037	68233437	+	1000	96.0	[11.476549]	[115]	[]	[]	[68233245]	[]
420_8332	chr12	55737132	55737532	+	1000	96.0	[]	[]	[7.2262077]	[90]	[]	[55737318]
420_8333	chr12	76422604	76423004	+	1000	96.0	[11.476549]	[120]	[]	[]	[76422815]	[]
420_8340	chr13	110455924	110456324	+	1000	96.0	[8.216044, 8.216044]	[114, 117]	[]	[]	[110456135, 110456138]	[]
420_8347	chr15	44193596	44193996	+	1000	96.0	[11.476549]	[117]	[]	[]	[44193813]	[]
420_8348	chr15	57734777	57735177	+	1000	96.0	[8.216044]	[68]	[]	[]	[57734941]	[]
420_8349	chr15	64205110	64205510	+	1000	96.0	[11.476549, 7.2262077]	[96, 114]	[]	[]	[64205304, 64205322]	[]
420_8352	chr15	69673475	69673875	+	1000	96.0	[7.2262077, 11.476549]	[104, 113]	[]	[]	[69673677, 69673686]	[]
420_8354	chr16	21188211	21188611	+	1000	96.0	[11.476549]	[100]	[]	[]	[21188411]	[]
420_8357	chr16	82152541	82152941	+	1000	96.0	[]	[]	[11.476549]	[129]	[]	[82152755]
420_8360	chr18	3666096	3666496	+	1000	96.0	[]	[]	[8.216044]	[99]	[]	[3666288]
420_8374	chr20	11497549	11497949	+	1000	96.0	[11.476549]	[98]	[8.216044]	[90]	[11497745]	[11497737]
420_8376	chr21	46188352	46188752	+	1000	96.0	[]	[]	[8.216044]	[112]	[]	[46188561]
420_8380	chr3	12440890	12441290	+	1000	96.0	[]	[]	[11.476549]	[105]	[]	[12441087]
420_8387	chr3	156721687	156722087	+	1000	96.0	[11.476549]	[110]	[]	[]	[156721896]	[]
420_839	chr4	74218202	74218602	+	1000	325.0	[11.476549]	[108]	[]	[]	[74218404]	[]
420_8395	chr5	20128349	20128749	+	1000	96.0	[7.2262077]	[99]	[8.216044]	[92]	[20128543]	[20128536]
420_840	chr8	110916804	110917204	+	1000	325.0	[]	[]	[11.476549]	[103]	[]	[110917006]
420_8404	chr6	8959111	8959511	+	1000	96.0	[8.216044, 7.312882]	[85, 140]	[11.476549]	[113]	[8959292, 8959347]	[8959320]
420_841	chr1	226407407	226407807	+	1000	324.0	[11.476549]	[115]	[]	[]	[226407619]	[]
420_8412	chr6	129683958	129684358	+	1000	96.0	[]	[]	[8.216044]	[90]	[]	[129684119]
420_8414	chr6	165726250	165726650	+	1000	96.0	[7.312882, 11.476549]	[87, 153]	[]	[]	[165726423, 165726489]	[]
420_8422	chr7	137961193	137961593	+	1000	96.0	[]	[]	[5.659805]	[108]	[]	[137961398]
420_8426	chr8	4845771	4846171	+	1000	96.0	[]	[]	[11.476549]	[110]	[]	[4845979]
420_8427	chr8	90168095	90168495	+	1000	96.0	[8.216044]	[89]	[7.2262077]	[129]	[90168277]	[90168317]
420_843	chr5	95379130	95379530	+	1000	324.0	[7.312882]	[108]	[5.659805, 11.476549]	[84, 101]	[95379334]	[95379310, 95379327]
420_8431	chr8	138835191	138835591	+	1000	96.0	[11.476549]	[107]	[]	[]	[138835396]	[]
420_8432	chr9	72557531	72557931	+	1000	96.0	[5.659805]	[96]	[]	[]	[72557703]	[]
420_8434	chr9	96339739	96340139	+	1000	96.0	[8.216044]	[127]	[]	[]	[96339963]	[]
420_844	chr8	99709110	99709510	+	1000	324.0	[11.476549]	[102]	[7.312882]	[95]	[99709308]	[99709301]
420_8442	chr1	100010802	100011202	+	1000	95.0	[]	[]	[7.2262077, 11.476549]	[90, 106]	[]	[100010987, 100011003]
420_8445	chr1	116574540	116574940	+	1000	95.0	[11.476549]	[99]	[]	[]	[116574726]	[]
420_8446	chr1	116574971	116575371	+	1000	95.0	[5.659805, 11.476549]	[100, 119]	[]	[]	[116575153, 116575172]	[]
420_8452	chr1	212485911	212486311	+	1000	95.0	[]	[]	[5.659805]	[119]	[]	[212486122]
420_8453	chr1	223772019	223772419	+	1000	95.0	[7.312882, 11.476549]	[76, 133]	[]	[]	[223772188, 223772245]	[]
420_8455	chr10	3782890	3783290	+	1000	95.0	[8.216044, 8.216044, 11.476549]	[97, 151, 154]	[]	[]	[3783078, 3783132, 3783135]	[]
420_846	chr10	11145196	11145596	+	1000	323.0	[]	[]	[11.476549]	[87]	[]	[11145383]
420_8462	chr11	10666499	10666899	+	1000	95.0	[]	[]	[7.2262077]	[95]	[]	[10666678]
420_8464	chr11	65498882	65499282	+	1000	95.0	[]	[]	[11.476549]	[116]	[]	[65499075]
420_8467	chr11	114397585	114397985	+	1000	95.0	[]	[]	[11.476549]	[91]	[]	[114397762]
420_847	chr10	21926354	21926754	+	1000	323.0	[]	[]	[11.476549]	[95]	[]	[21926549]
420_8470	chr11	125890444	125890844	+	1000	95.0	[]	[]	[11.476549]	[96]	[]	[125890622]
420_8473	chr12	57167053	57167453	+	1000	95.0	[11.476549, 11.476549]	[68, 94]	[11.476549]	[113]	[57167217, 57167243]	[57167262]
420_8474	chr12	65565907	65566307	+	1000	95.0	[7.2262077]	[103]	[]	[]	[65566104]	[]
420_8478	chr14	50061017	50061417	+	1000	95.0	[]	[]	[7.2262077]	[93]	[]	[50061209]
420_848	chr10	75436901	75437301	+	1000	323.0	[11.476549]	[110]	[]	[]	[75437103]	[]
420_8480	chr15	50261068	50261468	+	1000	95.0	[7.2262077]	[125]	[]	[]	[50261279]	[]
420_8482	chr15	65902323	65902723	+	1000	95.0	[]	[]	[7.2262077]	[99]	[]	[65902519]
420_8486	chr15	77898756	77899156	+	1000	95.0	[]	[]	[11.476549, 11.476549, 11.476549]	[78, 109, 124]	[]	[77898932, 77898963, 77898978]
420_8488	chr15	95606525	95606925	+	1000	95.0	[11.476549]	[143]	[]	[]	[95606749]	[]
420_8496	chr18	23575022	23575422	+	1000	95.0	[11.476549]	[112]	[]	[]	[23575223]	[]
420_8502	chr2	68574215	68574615	+	1000	95.0	[11.476549]	[87]	[7.2262077, 7.2262077]	[143, 156]	[68574394]	[68574450, 68574463]
420_8505	chr2	130378552	130378952	+	1000	95.0	[7.312882, 11.476549]	[107, 114]	[]	[]	[130378757, 130378764]	[]
420_8507	chr2	144580721	144581121	+	1000	95.0	[8.216044]	[120]	[7.312882]	[97]	[144580912]	[144580889]
420_8511	chr20	41037163	41037563	+	1000	95.0	[11.476549]	[118]	[]	[]	[41037370]	[]
420_8512	chr20	46350398	46350798	+	1000	95.0	[]	[]	[11.476549]	[98]	[]	[46350595]
420_8517	chr22	21652089	21652489	+	1000	95.0	[7.2262077]	[169]	[]	[]	[21652337]	[]
420_8519	chr22	31295798	31296198	+	1000	95.0	[11.476549, 7.2262077]	[74, 154]	[]	[]	[31295949, 31296029]	[]
420_8521	chr22	43293658	43294058	+	1000	95.0	[]	[]	[11.476549]	[83]	[]	[43293832]
420_8528	chr3	150469621	150470021	+	1000	95.0	[7.2262077, 11.476549]	[67, 91]	[8.216044, 7.2262077]	[111, 118]	[150469783, 150469807]	[150469827, 150469834]
420_853	chr15	92429486	92429886	+	1000	322.0	[]	[]	[11.476549, 11.476549]	[95, 117]	[]	[92429676, 92429698]
420_8536	chr4	165079496	165079896	+	1000	95.0	[11.476549]	[145]	[5.659805]	[99]	[165079717]	[165079671]
420_8537	chr5	19233567	19233967	+	1000	95.0	[]	[]	[11.476549]	[164]	[]	[19233817]
420_8545	chr6	5300147	5300547	+	1000	95.0	[7.312882]	[59]	[11.476549]	[102]	[5300304]	[5300347]
420_8552	chr6	137416737	137417137	+	1000	95.0	[11.476549]	[104]	[]	[]	[137416939]	[]
420_8553	chr6	139375309	139375709	+	1000	95.0	[]	[]	[7.2262077]	[85]	[]	[139375492]
420_8555	chr7	12228030	12228430	+	1000	95.0	[]	[]	[11.476549]	[89]	[]	[12228216]
420_8557	chr7	69818754	69819154	+	1000	95.0	[]	[]	[11.476549]	[114]	[]	[69818961]
420_8560	chr7	112573691	112574091	+	1000	95.0	[11.476549]	[121]	[]	[]	[112573890]	[]
420_8561	chr7	127962059	127962459	+	1000	95.0	[7.312882]	[110]	[]	[]	[127962264]	[]
420_8565	chr8	11790800	11791200	+	1000	95.0	[]	[]	[7.312882]	[99]	[]	[11790998]
420_8566	chr8	28709791	28710191	+	1000	95.0	[5.659805, 11.476549]	[94, 144]	[]	[]	[28709972, 28710022]	[]
420_8568	chr8	55901596	55901996	+	1000	95.0	[7.312882]	[152]	[7.2262077, 11.476549]	[95, 109]	[55901841]	[55901784, 55901798]
420_8569	chr8	60051484	60051884	+	1000	95.0	[]	[]	[11.476549]	[100]	[]	[60051683]
420_8570	chr8	66751283	66751683	+	1000	95.0	[8.216044]	[113]	[]	[]	[66751496]	[]
420_8571	chr8	80420958	80421358	+	1000	95.0	[]	[]	[7.2262077]	[102]	[]	[80421160]
420_8573	chr8	103023686	103024086	+	1000	95.0	[11.476549, 11.476549]	[114, 156]	[]	[]	[103023891, 103023933]	[]
420_8574	chr9	4110572	4110972	+	1000	95.0	[11.476549]	[91]	[]	[]	[4110763]	[]
420_858	chr2	183059530	183059930	+	1000	321.0	[]	[]	[11.476549]	[102]	[]	[183059732]
420_8589	chr1	199639432	199639832	+	1000	94.0	[]	[]	[11.476549]	[101]	[]	[199639632]
420_859	chr2	191950484	191950884	+	1000	321.0	[11.476549]	[106]	[7.312882]	[77]	[191950689]	[191950660]
420_8591	chr1	248592657	248593057	+	1000	94.0	[11.476549]	[97]	[]	[]	[248592853]	[]
420_8592	chr10	3851598	3851998	+	1000	94.0	[]	[]	[11.476549]	[97]	[]	[3851794]
420_8593	chr10	41855796	41856196	+	1000	94.0	[]	[]	[8.216044, 8.216044]	[129, 132]	[]	[41856021, 41856024]
420_8596	chr10	71613386	71613786	+	1000	94.0	[11.476549]	[139]	[11.476549, 5.659805]	[115, 151]	[71613605]	[71613581, 71613617]
420_8597	chr10	96716432	96716832	+	1000	94.0	[11.476549, 11.476549]	[98, 135]	[]	[]	[96716629, 96716666]	[]
420_8599	chr10	122196241	122196641	+	1000	94.0	[8.216044]	[70]	[11.476549]	[98]	[122196407]	[122196435]
420_86	chr10	9331560	9331960	+	1000	570.0	[]	[]	[11.476549]	[104]	[]	[9331761]
420_8608	chr11	108872917	108873317	+	1000	94.0	[11.476549]	[106]	[]	[]	[108873118]	[]
420_8614	chr12	79715310	79715710	+	1000	94.0	[]	[]	[11.476549]	[98]	[]	[79715499]
420_8615	chr12	92698463	92698863	+	1000	94.0	[]	[]	[11.476549]	[96]	[]	[92698659]
420_8619	chr14	103628143	103628543	+	1000	94.0	[11.476549]	[89]	[11.476549]	[111]	[103628301]	[103628323]
420_8624	chr16	78353570	78353970	+	1000	94.0	[11.476549]	[153]	[]	[]	[78353796]	[]
420_8629	chr17	74758783	74759183	+	1000	94.0	[11.476549]	[93]	[5.659805]	[86]	[74758972]	[74758965]
420_863	chr12	103583048	103583448	+	1000	320.0	[11.476549]	[108]	[]	[]	[103583249]	[]
420_8630	chr18	44725583	44725983	+	1000	94.0	[8.216044]	[112]	[8.216044]	[94]	[44725794]	[44725776]
420_8634	chr2	38092432	38092832	+	1000	94.0	[5.659805]	[125]	[5.659805, 11.476549]	[84, 118]	[38092656]	[38092615, 38092649]
420_8638	chr2	86563349	86563749	+	1000	94.0	[]	[]	[5.659805]	[98]	[]	[86563544]
420_8639	chr2	119339571	119339971	+	1000	94.0	[7.2262077]	[103]	[]	[]	[119339774]	[]
420_864	chr16	76038102	76038502	+	1000	320.0	[11.476549]	[96]	[]	[]	[76038297]	[]
420_8640	chr2	142997249	142997649	+	1000	94.0	[11.476549]	[114]	[]	[]	[142997459]	[]
420_8649	chr20	22924350	22924750	+	1000	94.0	[11.476549]	[125]	[]	[]	[22924567]	[]
420_8657	chr3	34012006	34012406	+	1000	94.0	[]	[]	[11.476549]	[134]	[]	[34012229]
420_8674	chr5	9594892	9595292	+	1000	94.0	[]	[]	[7.2262077]	[114]	[]	[9595105]
420_8679	chr5	132070634	132071034	+	1000	94.0	[11.476549]	[104]	[]	[]	[132070834]	[]
420_8680	chr5	137960844	137961244	+	1000	94.0	[]	[]	[11.476549]	[128]	[]	[137961067]
420_8681	chr5	162996054	162996454	+	1000	94.0	[]	[]	[11.476549]	[100]	[]	[162996247]
