#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_6226	chr19	50003943	50004343	+	1000	91.0	[10.715776]	[125]	[8.580954]	[125]	[50004130]	[50004130]
49_6234	chr2	33004167	33004567	+	1000	91.0	[14.892951]	[147]	[17.54071]	[147]	[33004387]	[33004387]
49_6236	chr2	105741579	105741979	+	1000	91.0	[9.68026]	[100]	[13.033171]	[100]	[105741778]	[105741778]
49_624	chr22	26493629	26494029	+	1000	372.0	[7.0321693]	[105]	[7.407259]	[105]	[26493831]	[26493831]
49_6246	chr20	47364968	47365368	+	1000	91.0	[5.9909678]	[170]	[]	[]	[47365203]	[]
49_625	chr20	38357633	38358033	+	1000	371.0	[12.689945]	[103]	[13.47666]	[103]	[38357830]	[38357830]
49_626	chr8	54151159	54151559	+	1000	371.0	[13.47666]	[104]	[12.689945]	[104]	[54151362]	[54151362]
49_6264	chr3	51742346	51742746	+	1000	91.0	[6.2082367]	[103]	[3.3062289]	[103]	[51742549]	[51742549]
49_6268	chr4	54257038	54257438	+	1000	91.0	[13.47666]	[93]	[12.689945]	[93]	[54257228]	[54257228]
49_628	chr1	54503105	54503505	+	1000	369.0	[13.47666]	[108]	[12.689945]	[108]	[54503309]	[54503309]
49_6281	chr6	24756272	24756672	+	1000	91.0	[11.317077]	[104]	[8.239278]	[104]	[24756472]	[24756472]
49_6282	chr6	27837132	27837532	+	1000	91.0	[]	[]	[4.354359]	[147]	[]	[27837290]
49_629	chr2	9830313	9830713	+	1000	369.0	[6.5049605]	[102]	[6.246463]	[102]	[9830504]	[9830504]
49_6294	chr6	160800065	160800465	+	1000	91.0	[14.892951]	[130]	[17.54071]	[130]	[160800284]	[160800284]
49_63	chr1	14777648	14778048	+	1000	1140.0	[12.689945]	[97]	[13.47666]	[97]	[14777843]	[14777843]
49_630	chr9	124141191	124141591	+	1000	369.0	[13.47666]	[105]	[12.689945]	[105]	[124141391]	[124141391]
49_6304	chr7	130135673	130136073	+	1000	91.0	[]	[]	[4.4299593]	[108]	[]	[130135875]
49_631	chr14	33940481	33940881	+	1000	368.0	[14.892951]	[92]	[17.54071]	[92]	[33940673]	[33940673]
49_6318	chrX	155056464	155056864	+	1000	91.0	[18.801544]	[97]	[18.801544]	[97]	[155056656]	[155056656]
49_6321	chr1	16609231	16609631	+	1000	90.0	[8.668092]	[128]	[10.9407625]	[128]	[16609440]	[16609440]
49_633	chr2	151288206	151288606	+	1000	368.0	[13.033171]	[111]	[9.68026]	[111]	[151288412]	[151288412]
49_6346	chr10	69739516	69739916	+	1000	90.0	[7.0321693]	[101]	[7.407259]	[101]	[69739714]	[69739714]
49_635	chr6	110866578	110866978	+	1000	367.0	[18.801544]	[101]	[18.801544]	[101]	[110866775]	[110866775]
49_6350	chr11	47056132	47056532	+	1000	90.0	[2.3744664]	[186]	[5.6204414]	[186]	[47056377]	[47056377]
49_6352	chr11	67312521	67312921	+	1000	90.0	[2.4427254]	[131]	[2.707981]	[131]	[67312737]	[67312737]
49_636	chr10	70742599	70742999	+	1000	366.0	[4.5568156]	[130]	[2.524629, 2.972681]	[109, 130]	[70742819]	[70742798, 70742819]
49_6373	chr16	57422197	57422597	+	1000	90.0	[17.54071]	[92]	[14.892951]	[92]	[57422381]	[57422381]
49_6387	chr19	8227473	8227873	+	1000	90.0	[7.0321693]	[100]	[7.407259]	[100]	[8227650]	[8227650]
49_6389	chr19	18157128	18157528	+	1000	90.0	[7.2155213]	[136]	[7.655416]	[136]	[18157357]	[18157357]
49_639	chr19	16153743	16154143	+	1000	365.0	[8.781351]	[109]	[12.215826]	[109]	[16153949]	[16153949]
49_64	chr1	234554839	234555239	+	1000	1139.0	[13.588854]	[92]	[14.294004]	[92]	[234555031]	[234555031]
49_640	chr1	70985953	70986353	+	1000	364.0	[13.47666]	[107]	[12.689945]	[107]	[70986157]	[70986157]
49_6410	chr22	22081385	22081785	+	1000	90.0	[11.317077]	[120]	[8.239278]	[120]	[22081595]	[22081595]
49_6412	chr22	40043981	40044381	+	1000	90.0	[7.7082863]	[103]	[3.5686607]	[103]	[40044183]	[40044183]
49_642	chr12	9764659	9765059	+	1000	364.0	[8.51892]	[86]	[10.715776]	[86]	[9764844]	[9764844]
49_6420	chr3	123346633	123347033	+	1000	90.0	[2.4444578]	[104]	[4.752501]	[104]	[123346825]	[123346825]
49_6423	chr4	26081874	26082274	+	926	90.0	[10.9407625]	[89]	[8.668092]	[89]	[26082048]	[26082048]
49_6429	chr4	139322124	139322524	+	1000	90.0	[11.844076]	[96]	[8.562728]	[96]	[139322317]	[139322317]
49_6433	chr5	69466531	69466931	+	1000	90.0	[13.033171]	[123]	[9.68026]	[123]	[69466743]	[69466743]
49_6435	chr5	131305268	131305668	+	1000	90.0	[3.368263]	[102]	[6.2082367]	[102]	[131305466]	[131305466]
49_6436	chr5	149464819	149465219	+	1000	90.0	[3.4554012]	[99]	[6.433223]	[99]	[149465009]	[149465009]
49_644	chr16	12041607	12042007	+	1000	364.0	[11.844076]	[104]	[8.562728]	[104]	[12041809]	[12041809]
49_6444	chr6	41204120	41204520	+	1000	90.0	[17.54071]	[170]	[14.892951]	[170]	[41204354]	[41204354]
49_6447	chr6	88421245	88421645	+	1000	90.0	[17.54071]	[140]	[14.892951]	[140]	[88421476]	[88421476]
49_645	chr3	46493146	46493546	+	1000	364.0	[10.9407625]	[101]	[8.668092]	[101]	[46493347]	[46493347]
49_6455	chr7	73750049	73750449	+	1000	90.0	[3.4554012]	[126]	[6.433223]	[126]	[73750261]	[73750261]
49_6458	chr7	77570314	77570714	+	1000	90.0	[12.57791]	[101]	[12.147872]	[101]	[77570513]	[77570513]
49_646	chr4	8243159	8243559	+	1000	364.0	[13.632117]	[99]	[13.632117]	[99]	[8243353]	[8243353]
49_6460	chr7	100126810	100127210	+	1000	90.0	[12.57791]	[80]	[12.613283]	[80]	[100126965]	[100126965]
49_6461	chr7	106811978	106812378	+	1000	90.0	[]	[]	[5.264582]	[128]	[]	[106812160]
49_6462	chr7	123728238	123728638	+	1000	90.0	[6.631385]	[100]	[4.0551877]	[100]	[123728414]	[123728414]
49_6468	chr8	23631602	23632002	+	1000	90.0	[4.527515, 9.68026]	[61, 104]	[13.033171]	[104]	[23631759, 23631802]	[23631802]
49_6469	chr8	61761489	61761889	+	885	90.0	[4.766046]	[150]	[]	[]	[61761691]	[]
49_647	chr8	29617374	29617774	+	1000	364.0	[13.47666]	[98]	[12.689945]	[98]	[29617566]	[29617566]
49_6474	chr9	131128637	131129037	+	1000	90.0	[2.4644153]	[216]	[5.350342]	[216]	[131128854]	[131128854]
49_6475	chr9	133283575	133283975	+	1000	90.0	[6.089997]	[161]	[7.251801]	[161]	[133283819]	[133283819]
49_648	chr9	69307025	69307425	+	1000	364.0	[12.689945]	[97]	[13.47666]	[97]	[69307220]	[69307220]
49_6486	chr1	19870026	19870426	+	1000	89.0	[2.8091698, 6.353051]	[69, 131]	[4.6205497, 6.0133343]	[69, 131]	[19870179, 19870241]	[19870179, 19870241]
49_649	chr3	120469755	120470155	+	1000	363.0	[14.892951, 2.524629]	[92, 102]	[17.54071]	[92]	[120469946, 120469956]	[120469946]
49_6496	chr1	157278578	157278978	+	1000	89.0	[7.3639946]	[117]	[7.694056]	[117]	[157278793]	[157278793]
49_65	chr10	110497639	110498039	+	1000	1137.0	[13.588854, 14.892951]	[91, 101]	[14.294004, 17.54071]	[91, 101]	[110497827, 110497837]	[110497827, 110497837]
49_650	chr1	155847828	155848228	+	1000	362.0	[14.892951, 3.350037]	[80, 161]	[17.54071, 7.3365355]	[80, 161]	[155847980, 155848061]	[155847980, 155848061]
49_6509	chr11	64413690	64414090	+	1000	89.0	[13.47666]	[132]	[12.689945]	[132]	[64413910]	[64413910]
49_651	chr19	44695679	44696079	+	1000	362.0	[6.742007]	[89]	[3.6277652]	[89]	[44695865]	[44695865]
49_6512	chr11	86215952	86216352	+	1000	89.0	[13.033171]	[133]	[9.68026]	[133]	[86216166]	[86216166]
49_6513	chr11	111880410	111880810	+	1000	89.0	[13.707911]	[82]	[13.506685]	[82]	[111880587]	[111880587]
49_6514	chr11	117819072	117819472	+	1000	89.0	[5.128815]	[111]	[]	[]	[117819248]	[]
49_6516	chr12	7995331	7995731	+	1000	89.0	[3.4554012]	[105]	[6.9367356]	[105]	[7995522]	[7995522]
49_6518	chr12	25883513	25883913	+	1000	89.0	[7.1464367]	[119]	[6.99331]	[119]	[25883696]	[25883696]
49_652	chr3	88195886	88196286	+	1000	361.0	[12.689945]	[94]	[13.47666]	[94]	[88196079]	[88196079]
49_6525	chr12	94099576	94099976	+	1000	89.0	[6.388424]	[108]	[5.9779615]	[108]	[94099772]	[94099772]
49_6526	chr14	67268407	67268807	+	1000	89.0	[12.689945]	[87]	[13.47666]	[87]	[67268587]	[67268587]
49_6530	chr16	3063986	3064386	+	1000	89.0	[9.68026]	[113]	[13.033171]	[113]	[3064194]	[3064194]
49_6531	chr16	4768647	4769047	+	1000	89.0	[]	[]	[2.7072823]	[114]	[]	[4768836]
49_6537	chr16	72152279	72152679	+	1000	89.0	[7.0321693]	[96]	[7.407259]	[96]	[72152475]	[72152475]
49_654	chr3	193836863	193837263	+	1000	360.0	[13.632117]	[85]	[13.632117]	[85]	[193837047]	[193837047]
49_6541	chr17	8421137	8421537	+	1000	89.0	[14.892951]	[94]	[17.54071]	[94]	[8421309]	[8421309]
49_655	chr1	200731656	200732056	+	1000	359.0	[3.9836245]	[101]	[6.702948]	[101]	[200731854]	[200731854]
49_6557	chr19	35370571	35370971	+	1000	89.0	[7.0321693]	[109]	[7.407259]	[109]	[35370775]	[35370775]
49_6568	chr2	37574013	37574413	+	1000	89.0	[14.892951]	[97]	[17.54071]	[97]	[37574209]	[37574209]
49_6578	chr20	46551773	46552173	+	1000	89.0	[13.632117]	[117]	[13.632117]	[117]	[46551986]	[46551986]
49_658	chrX	3570941	3571341	+	1000	358.0	[13.47666]	[116]	[12.689945]	[116]	[3571148]	[3571148]
49_6586	chr22	19943584	19943984	+	1000	89.0	[2.8334134]	[88]	[2.366932]	[88]	[19943772]	[19943772]
49_6599	chr4	48907734	48908134	+	1000	89.0	[12.689945]	[101]	[13.47666]	[101]	[48907928]	[48907928]
49_66	chr12	12353795	12354195	+	1000	1126.0	[]	[]	[5.0922184]	[98]	[]	[12353992]
49_660	chr22	23027935	23028335	+	1000	357.0	[12.689945]	[108]	[13.47666, 4.7306733]	[108, 124]	[23028135]	[23028135, 23028151]
49_661	chr1	90763520	90763920	+	1000	356.0	[13.506685]	[88]	[13.707911]	[88]	[90763707]	[90763707]
49_6614	chr6	31337041	31337441	+	1000	89.0	[13.033171]	[115]	[9.68026]	[115]	[31337222]	[31337222]
49_6617	chr6	106290966	106291366	+	1000	89.0	[13.588854]	[96]	[14.294004]	[96]	[106291156]	[106291156]
49_6618	chr6	125153488	125153888	+	1000	89.0	[2.5106053]	[75]	[6.141841]	[75]	[125153651]	[125153651]
49_6619	chr6	167693458	167693858	+	1000	89.0	[13.033171]	[100]	[9.68026]	[100]	[167693658]	[167693658]
49_662	chr21	14734825	14735225	+	1000	356.0	[9.68026]	[102]	[13.033171]	[102]	[14735022]	[14735022]
49_6623	chr7	70879878	70880278	+	1000	89.0	[5.674348, 13.47666]	[113, 129]	[4.1617765, 12.689945]	[113, 129]	[70880067, 70880083]	[70880067, 70880083]
49_6629	chr8	27485570	27485970	+	1000	89.0	[8.668092]	[132]	[4.6634045, 10.9407625]	[111, 132]	[27485784]	[27485763, 27485784]
49_6631	chr8	61055907	61056307	+	1000	89.0	[6.163332]	[103]	[2.4901874]	[103]	[61056110]	[61056110]
49_6632	chr8	103020777	103021177	+	1000	89.0	[2.870148]	[107]	[2.597359]	[107]	[103020929]	[103020929]
49_6633	chr9	32578958	32579358	+	1000	89.0	[13.47666]	[128]	[12.689945]	[128]	[32579169]	[32579169]
49_6636	chr9	120747788	120748188	+	1000	89.0	[9.1245775]	[113]	[8.419427]	[113]	[120747993]	[120747993]
49_664	chr6	25951279	25951679	+	1000	356.0	[17.54071]	[94]	[14.892951]	[94]	[25951468]	[25951468]
49_6659	chr1	201535060	201535460	+	1000	88.0	[6.027565]	[122]	[2.5577173]	[122]	[201535281]	[201535281]
49_666	chr7	5531825	5532225	+	1000	355.0	[17.54071]	[107]	[14.892951]	[107]	[5532026]	[5532026]
49_667	chr1	211556408	211556808	+	1000	354.0	[14.294004]	[96]	[13.588854]	[96]	[211556601]	[211556601]
49_668	chr11	125933747	125934147	+	1000	354.0	[13.47666]	[99]	[12.689945]	[99]	[125933946]	[125933946]
49_6680	chr11	119594743	119595143	+	1000	88.0	[4.527515]	[151]	[]	[]	[119594933]	[]
49_6681	chr12	5391636	5392036	+	1000	88.0	[5.65542, 13.033171]	[78, 118]	[6.026879, 9.68026]	[78, 118]	[5391801, 5391841]	[5391801, 5391841]
49_6684	chr12	65557406	65557806	+	1000	88.0	[14.892951]	[110]	[17.54071]	[110]	[65557608]	[65557608]
49_6688	chr12	126903140	126903540	+	1000	88.0	[12.689945]	[82]	[13.47666]	[82]	[126903315]	[126903315]
49_669	chr14	105027128	105027528	+	1000	354.0	[6.742007]	[97]	[3.6277652]	[97]	[105027321]	[105027321]
49_6692	chr14	100698627	100699027	+	1000	88.0	[9.68026]	[94]	[13.033171]	[94]	[100698818]	[100698818]
49_6697	chr16	25571696	25572096	+	1000	88.0	[8.601787]	[101]	[11.488216]	[101]	[25571896]	[25571896]
49_670	chr19	19900175	19900575	+	1000	354.0	[9.68026]	[101]	[13.033171]	[101]	[19900373]	[19900373]
49_6706	chr17	40499464	40499864	+	1000	88.0	[6.5049605]	[111]	[6.246463]	[111]	[40499668]	[40499668]
49_671	chr3	126197838	126198238	+	1000	354.0	[3.368263]	[93]	[6.2082367]	[93]	[126198023]	[126198023]
49_672	chrX	2901694	2902094	+	1000	354.0	[5.7529755, 9.68026]	[59, 101]	[5.835875, 13.033171]	[59, 101]	[2901849, 2901891]	[2901849, 2901891]
49_6721	chr19	24086827	24087227	+	1000	88.0	[6.027565]	[100]	[2.5577173]	[100]	[24087004]	[24087004]
49_6723	chr19	45515101	45515501	+	1000	88.0	[5.0922184]	[81]	[]	[]	[45515268]	[]
49_6727	chr19	51132296	51132696	+	1000	88.0	[6.203879]	[178]	[5.322937]	[178]	[51132523]	[51132523]
49_673	chr11	65711752	65712152	+	1000	353.0	[2.3991969]	[103]	[]	[]	[65711951]	[]
49_6731	chr2	64524002	64524402	+	1000	88.0	[2.3691711]	[64]	[]	[]	[64524159]	[]
49_674	chr4	140251025	140251425	+	1000	353.0	[2.3769279]	[102]	[4.888268]	[102]	[140251227]	[140251227]
49_6748	chr3	44440643	44441043	+	1000	88.0	[5.767455]	[165]	[6.890256]	[165]	[44440880]	[44440880]
49_675	chr7	38855850	38856250	+	1000	353.0	[14.892951]	[92]	[17.54071]	[92]	[38856041]	[38856041]
49_6756	chr4	80143383	80143783	+	1000	88.0	[6.2082367]	[128]	[3.3062289]	[128]	[80143608]	[80143608]
49_6757	chr4	83522492	83522892	+	1000	88.0	[13.47666]	[145]	[12.689945]	[145]	[83522712]	[83522712]
49_6758	chr4	87281609	87282009	+	1000	88.0	[13.588854]	[137]	[4.7580743, 14.294004]	[73, 137]	[87281828]	[87281764, 87281828]
49_676	chr4	38937340	38937740	+	1000	352.0	[13.033171]	[109]	[9.68026]	[109]	[38937546]	[38937546]
49_6761	chr4	143774008	143774408	+	1000	88.0	[12.57791]	[171]	[12.147872]	[171]	[143774249]	[143774249]
49_6767	chr5	149263058	149263458	+	1000	88.0	[12.576686]	[99]	[12.705109]	[99]	[149263253]	[149263253]
49_677	chr6	167558815	167559215	+	1000	352.0	[10.9407625]	[91]	[8.668092]	[91]	[167558997]	[167558997]
49_6771	chr6	14153789	14154189	+	1000	88.0	[11.315852]	[185]	[8.293002]	[185]	[14154032]	[14154032]
49_6773	chr6	20203703	20204103	+	1000	88.0	[13.632117]	[91]	[13.632117]	[91]	[20203893]	[20203893]
49_6778	chr6	49775053	49775453	+	1000	88.0	[3.9836245]	[97]	[6.702948]	[97]	[49775250]	[49775250]
49_678	chr1	221576286	221576686	+	1000	351.0	[14.892951]	[102]	[17.54071]	[102]	[221576483]	[221576483]
49_679	chr11	77054026	77054426	+	1000	351.0	[13.47666]	[101]	[12.689945]	[101]	[77054227]	[77054227]
49_6790	chr7	129271755	129272155	+	1000	88.0	[8.07037]	[116]	[7.400592]	[116]	[129271966]	[129271966]
49_68	chr1	150579490	150579890	+	1000	1116.0	[10.9407625]	[107]	[8.668092]	[107]	[150579697]	[150579697]
49_6808	chrX	13091158	13091558	+	1000	88.0	[13.588854]	[103]	[14.294004]	[103]	[13091355]	[13091355]
49_6810	chr1	4075160	4075560	+	1000	87.0	[13.033171]	[112]	[9.68026, 4.2224073]	[112, 143]	[4075358]	[4075358, 4075389]
49_683	chr17	41673177	41673577	+	1000	349.0	[7.4772544]	[101]	[8.969119]	[101]	[41673373]	[41673373]
49_6830	chr1	246142315	246142715	+	1000	87.0	[6.2082367]	[89]	[3.368263]	[89]	[246142476]	[246142476]
49_6837	chr10	91909228	91909628	+	1000	87.0	[8.419427]	[114]	[9.1245775]	[114]	[91909422]	[91909422]
49_6838	chr10	95363269	95363669	+	1000	87.0	[12.689945]	[93]	[13.47666]	[93]	[95363462]	[95363462]
49_6842	chr11	61336122	61336522	+	1000	87.0	[]	[]	[2.4949098]	[87]	[]	[61336282]
49_685	chr19	19361027	19361427	+	1000	348.0	[8.668092]	[81]	[10.9407625]	[81]	[19361205]	[19361205]
49_6850	chr12	68584886	68585286	+	1000	87.0	[9.081313]	[75]	[9.081313]	[75]	[68585060]	[68585060]
49_6851	chr12	92561502	92561902	+	1000	87.0	[6.353051]	[106]	[5.5479236]	[106]	[92561704]	[92561704]
49_6853	chr12	112382226	112382626	+	1000	87.0	[]	[]	[2.6779554]	[99]	[]	[112382413]
49_6861	chr16	27872601	27873001	+	1000	87.0	[12.74905]	[107]	[12.51038]	[107]	[27872806]	[27872806]
49_6863	chr16	69171319	69171719	+	1000	87.0	[8.293002]	[94]	[11.315852]	[94]	[69171512]	[69171512]
49_6865	chr16	78415015	78415415	+	1000	87.0	[12.689945]	[106]	[13.47666]	[106]	[78415214]	[78415214]
49_687	chr12	131000007	131000407	+	1000	347.0	[10.9407625]	[97]	[8.668092]	[97]	[131000202]	[131000202]
49_6876	chr18	2999018	2999418	+	1000	87.0	[9.68026]	[90]	[13.033171]	[90]	[2999208]	[2999208]
49_6879	chr18	47184377	47184777	+	1000	87.0	[6.5049605]	[107]	[6.246463]	[107]	[47184580]	[47184580]
49_688	chr4	139214203	139214603	+	1000	347.0	[7.9637814]	[111]	[7.892218]	[111]	[139214407]	[139214407]
49_6896	chr2	18437904	18438304	+	1000	87.0	[9.68026]	[96]	[13.033171]	[96]	[18438098]	[18438098]
49_69	chr1	26636492	26636892	+	1000	1110.0	[13.47666]	[103]	[12.689945]	[103]	[26636694]	[26636694]
49_6904	chr2	157324282	157324682	+	1000	87.0	[7.935482]	[111]	[7.3018947]	[111]	[157324488]	[157324488]
49_6908	chr20	38860317	38860717	+	1000	87.0	[5.8567076]	[89]	[6.5254154]	[89]	[38860477]	[38860477]
49_691	chr10	73930017	73930417	+	1000	345.0	[11.488216]	[101]	[8.601787]	[101]	[73930214]	[73930214]
49_6913	chr21	38088886	38089286	+	1000	87.0	[4.527515]	[123]	[]	[]	[38089096]	[]
49_6914	chr21	44875363	44875763	+	1000	87.0	[7.3639946]	[108]	[8.197569]	[108]	[44875536]	[44875536]
49_692	chr1	207935210	207935610	+	1000	344.0	[7.0321693]	[109]	[7.407259]	[109]	[207935414]	[207935414]
49_6921	chr3	143085035	143085435	+	1000	87.0	[]	[]	[3.272484]	[166]	[]	[143085276]
49_6926	chr4	183030800	183031200	+	1000	87.0	[3.9118865]	[111]	[3.9118865]	[111]	[183031003]	[183031003]
49_693	chr1	211222478	211222878	+	1000	344.0	[8.668092]	[99]	[10.9407625]	[99]	[211222675]	[211222675]
49_6932	chr6	10861202	10861602	+	1000	87.0	[12.471321]	[107]	[13.104909]	[107]	[10861386]	[10861386]
49_694	chr3	196127574	196127974	+	1000	344.0	[10.9407625]	[173]	[8.668092]	[173]	[196127810]	[196127810]
49_6948	chr7	75997290	75997690	+	1000	87.0	[12.489548]	[88]	[11.97661]	[88]	[75997475]	[75997475]
49_6951	chr7	116491879	116492279	+	1000	87.0	[9.1245775]	[101]	[8.419427]	[101]	[116492076]	[116492076]
49_6952	chr7	123709559	123709959	+	1000	87.0	[5.655814]	[135]	[]	[]	[123709756]	[]
49_6954	chr7	138223441	138223841	+	1000	87.0	[4.527515]	[104]	[]	[]	[138223624]	[]
49_6958	chr8	60535022	60535422	+	1000	87.0	[7.892218]	[90]	[7.9637814]	[90]	[60535204]	[60535204]
49_696	chr15	56203570	56203970	+	1000	343.0	[13.47666, 3.350037]	[101, 140]	[12.689945, 7.3365355]	[101, 140]	[56203764, 56203803]	[56203764, 56203803]
49_6968	chrX	110178595	110178995	+	1000	87.0	[3.545597]	[117]	[6.155914]	[117]	[110178807]	[110178807]
49_6973	chr1	21345844	21346244	+	1000	86.0	[7.892218, 7.892218]	[98, 148]	[7.9637814, 7.9637814]	[98, 148]	[21346034, 21346084]	[21346034, 21346084]
49_698	chr9	131100534	131100934	+	1000	343.0	[14.892951]	[95]	[17.54071]	[95]	[131100727]	[131100727]
49_6983	chr1	50985183	50985583	+	1000	86.0	[13.033171]	[111]	[9.68026]	[111]	[50985389]	[50985389]
49_6985	chr1	75690544	75690944	+	1000	86.0	[12.57791]	[103]	[12.613283]	[103]	[75690743]	[75690743]
49_6986	chr1	84103364	84103764	+	1000	86.0	[3.0265872]	[127]	[6.809537]	[127]	[84103580]	[84103580]
49_699	chr6	134194123	134194523	+	1000	342.0	[13.033171, 3.2211668]	[108, 117]	[9.68026]	[108]	[134194324, 134194333]	[134194324]
49_6990	chr1	144551663	144552063	+	1000	86.0	[6.9351807]	[136]	[8.07037]	[136]	[144551834]	[144551834]
49_6997	chr1	200518567	200518967	+	1000	86.0	[17.54071]	[119]	[14.892951]	[119]	[200518773]	[200518773]
49_70	chr8	101003604	101004004	+	1000	1106.0	[13.033171]	[93]	[9.68026]	[93]	[101003797]	[101003797]
49_700	chr2	31558751	31559151	+	1000	341.0	[13.033171]	[106]	[9.68026]	[106]	[31558955]	[31558955]
49_7004	chr1	233665603	233666003	+	1000	86.0	[2.9714565, 8.669316]	[97, 159]	[4.61054, 11.352449]	[97, 159]	[233665781, 233665843]	[233665781, 233665843]
49_701	chr11	34917935	34918335	+	1000	340.0	[12.201596]	[104]	[12.576686]	[104]	[34918134]	[34918134]
49_7018	chr11	35116177	35116577	+	1000	86.0	[]	[]	[2.524629, 2.524629]	[66, 91]	[]	[35116341, 35116366]
49_702	chr2	171578104	171578504	+	1000	340.0	[12.689945]	[94]	[13.47666]	[94]	[171578298]	[171578298]
49_703	chr6	27134343	27134743	+	1000	340.0	[7.3365355]	[101]	[3.350037]	[101]	[27134544]	[27134544]
49_7031	chr12	8246932	8247332	+	1000	86.0	[9.68026]	[58]	[13.033171]	[58]	[8247085]	[8247085]
49_7035	chr12	53090533	53090933	+	1000	86.0	[3.4554012]	[95]	[6.433223]	[95]	[53090719]	[53090719]
49_704	chr16	25817322	25817722	+	1000	339.0	[13.588854]	[99]	[14.294004]	[99]	[25817520]	[25817520]
49_7042	chr13	97712617	97713017	+	1000	86.0	[10.887038]	[110]	[8.669316]	[110]	[97712822]	[97712822]
49_7048	chr15	101958069	101958469	+	1000	86.0	[11.488216]	[102]	[8.601787]	[102]	[101958255]	[101958255]
49_706	chr19	38281712	38282112	+	1000	339.0	[8.668092, 5.655814]	[105, 147]	[10.9407625]	[105]	[38281915, 38281957]	[38281915]
49_7065	chr19	9053707	9054107	+	891	86.0	[13.033171]	[100]	[9.68026]	[100]	[9053905]	[9053905]
49_7068	chr19	17739118	17739518	+	1000	86.0	[8.419427]	[92]	[9.1245775]	[92]	[17739306]	[17739306]
49_7069	chr19	19060116	19060516	+	1000	86.0	[]	[]	[4.527515]	[117]	[]	[19060321]
49_7070	chr19	28614978	28615378	+	1000	86.0	[7.0321693]	[115]	[7.407259]	[115]	[28615135]	[28615135]
49_7071	chr19	32628472	32628872	+	1000	86.0	[]	[]	[5.492303]	[138]	[]	[32628628]
49_708	chr2	207166016	207166416	+	1000	338.0	[11.488216]	[89]	[8.601787]	[89]	[207166189]	[207166189]
49_7087	chr2	68663735	68664135	+	1000	86.0	[14.294004]	[100]	[13.588854]	[100]	[68663915]	[68663915]
49_709	chr3	131091753	131092153	+	1000	338.0	[9.68026]	[100]	[13.033171]	[100]	[131091945]	[131091945]
49_71	chr6	151229247	151229647	+	1000	1099.0	[13.47666]	[91]	[12.689945]	[91]	[151229437]	[151229437]
49_7105	chr3	16543413	16543813	+	1000	86.0	[6.9166474]	[144]	[6.2476873]	[144]	[16543626]	[16543626]
49_7109	chr3	113409756	113410156	+	1000	86.0	[14.892951, 2.524629]	[91, 101]	[17.54071]	[91]	[113409946, 113409956]	[113409946]
49_711	chr12	128995630	128996030	+	1000	337.0	[12.689945]	[94]	[13.47666, 4.7306733]	[94, 120]	[128995822]	[128995822, 128995848]
49_7113	chr4	2395554	2395954	+	1000	86.0	[5.081703]	[136]	[2.595331]	[136]	[2395780]	[2395780]
49_7122	chr5	93582938	93583338	+	1000	86.0	[17.54071]	[91]	[14.892951]	[91]	[93583129]	[93583129]
49_7126	chr6	781427	781827	+	1000	86.0	[6.202655]	[147]	[5.3766613]	[147]	[781631]	[781631]
49_7127	chr6	5026103	5026503	+	1000	86.0	[3.0803115]	[93]	[6.8083124]	[93]	[5026285]	[5026285]
49_7139	chr6	69650700	69651100	+	1000	86.0	[13.033171]	[113]	[9.68026]	[113]	[69650889]	[69650889]
49_714	chr7	65006667	65007067	+	1000	336.0	[7.5796227]	[151]	[7.3409534]	[151]	[65006917]	[65006917]
49_7149	chr7	76087432	76087832	+	1000	86.0	[8.197569]	[90]	[7.3639946]	[90]	[76087621]	[76087621]
49_7153	chr7	106615819	106616219	+	1000	86.0	[8.669316]	[101]	[11.352449]	[101]	[106615986]	[106615986]
49_7158	chr7	137962894	137963294	+	1000	86.0	[5.655814]	[171]	[]	[]	[137963134]	[]
49_7164	chr8	81712748	81713148	+	1000	86.0	[6.2476873]	[109]	[6.9166474]	[109]	[81712956]	[81712956]
49_717	chr8	109379075	109379475	+	1000	335.0	[8.069145]	[97]	[6.988905]	[97]	[109379270]	[109379270]
49_7171	chr9	109287056	109287456	+	1000	86.0	[7.443856]	[98]	[7.408483, 3.0281417]	[98, 165]	[109287237]	[109287237, 109287304]
49_718	chr8	127964807	127965207	+	1000	335.0	[13.033171]	[102]	[9.68026]	[102]	[127964999]	[127964999]
49_7192	chr1	71047660	71048060	+	1000	85.0	[7.935482]	[98]	[7.3018947]	[98]	[71047837]	[71047837]
49_7194	chr1	111835475	111835875	+	1000	85.0	[8.562728]	[106]	[11.844076]	[106]	[111835679]	[111835679]
49_7196	chr1	120942392	120942792	+	1000	85.0	[5.45693]	[132]	[]	[]	[120942556]	[]
49_7199	chr1	153343891	153344291	+	1000	85.0	[4.6205497]	[105]	[2.8091698]	[105]	[153344068]	[153344068]
49_72	chr7	74134229	74134629	+	1000	1092.0	[13.47666]	[101]	[12.689945]	[101]	[74134428]	[74134428]
