#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_1	chr4	8303572	8303972	+	1000	782.0	[16.412586, 16.412586, 16.412586, 16.412586]	[64, 90, 116, 142]	[7.2059402, 7.2059402]	[62, 88]	[8303732, 8303758, 8303784, 8303810]	[8303730, 8303756]
593_6378	chr22	22140088	22140488	+	731	27.0	[6.5575905]	[132]	[]	[]	[22140276]	[]
593_6379	chr22	22147716	22148116	+	788	27.0	[7.407627]	[170]	[]	[]	[22147911]	[]
593_638	chr21	45363927	45364327	+	1000	110.0	[7.0733485]	[123]	[8.062279, 16.412586]	[99, 121]	[45364148]	[45364124, 45364146]
593_6388	chr22	22591943	22592343	+	791	27.0	[12.32841]	[124]	[13.902448]	[122]	[22592138]	[22592136]
593_64	chr10	71860408	71860808	+	1000	392.0	[13.902448]	[77]	[12.32841, 16.412586]	[75, 117]	[71860582]	[71860580, 71860622]
593_640	chr5	139271204	139271604	+	1000	110.0	[7.0733485]	[121]	[16.412586]	[119]	[139271391]	[139271389]
593_6405	chr22	23213248	23213648	+	782	27.0	[]	[]	[10.854122]	[135]	[]	[23213436]
593_6406	chr22	23254038	23254438	+	871	27.0	[]	[]	[7.1146708]	[172]	[]	[23254288]
593_641	chr5	143249158	143249558	+	1000	110.0	[9.716079, 16.412586]	[115, 165]	[9.636316, 10.162996]	[113, 163]	[143249347, 143249397]	[143249345, 143249395]
593_6412	chr22_KI270733v1_random	164995	165395	+	876	27.0	[11.111503]	[74]	[]	[]	[165168]	[]
593_6418	chr3	10419682	10420082	+	610	27.0	[]	[]	[11.999462]	[102]	[]	[10419881]
593_642	chr6	11994826	11995226	+	1000	110.0	[10.162996, 12.540544]	[103, 121]	[16.412586, 7.0733485]	[101, 119]	[11995021, 11995039]	[11995019, 11995037]
593_6421	chr3	12994998	12995398	+	919	27.0	[10.162996]	[185]	[9.716079]	[183]	[12995225]	[12995223]
593_6422	chr3	20322111	20322511	+	940	27.0	[]	[]	[7.6756134]	[195]	[]	[20322348]
593_6424	chr3	33115120	33115520	+	940	27.0	[10.945392]	[151]	[8.588959]	[149]	[33115341]	[33115339]
593_6426	chr3	39152849	39153249	+	876	27.0	[]	[]	[6.8680296]	[187]	[]	[39153088]
593_643	chr6	16342289	16342689	+	1000	110.0	[16.412586]	[113]	[7.2059402]	[111]	[16342498]	[16342496]
593_6430	chr3	45656764	45657164	+	848	27.0	[]	[]	[6.887727]	[74]	[]	[45656918]
593_6433	chr3	150429807	150430207	+	629	27.0	[16.412586]	[113]	[10.162996]	[111]	[150429963]	[150429961]
593_6436	chr3	178195853	178196253	+	898	27.0	[9.189399]	[208]	[6.6792603]	[206]	[178196101]	[178196099]
593_6438	chr3	196110435	196110835	+	784	27.0	[]	[]	[11.300851]	[61]	[]	[196110592]
593_644	chr7	126700981	126701381	+	1000	110.0	[13.902448]	[109]	[9.189399, 7.9979124]	[107, 132]	[126701165]	[126701163, 126701188]
593_6446	chr4	64516156	64516556	+	928	27.0	[7.0733485]	[124]	[16.412586]	[122]	[64516365]	[64516363]
593_6449	chr4	122997473	122997873	+	677	27.0	[7.0733485]	[100]	[16.412586]	[98]	[122997671]	[122997669]
593_645	chr9	95434195	95434595	+	1000	110.0	[16.412586]	[116]	[10.162996]	[114]	[95434409]	[95434407]
593_6450	chr4	128471578	128471978	+	724	27.0	[]	[]	[16.412586]	[180]	[]	[128471775]
593_6452	chr4	159003773	159004173	+	833	27.0	[]	[]	[7.7333307, 8.452113, 10.772233]	[100, 118, 133]	[]	[159003956, 159003974, 159003989]
593_6453	chr4	165254763	165255163	+	579	27.0	[10.030405]	[97]	[16.412586]	[95]	[165254957]	[165254955]
593_6455	chr5	1174341	1174741	+	841	27.0	[8.062279]	[116]	[6.6792603]	[114]	[1174516]	[1174514]
593_6459	chr5	60492931	60493331	+	663	27.0	[]	[]	[12.235088]	[143]	[]	[60493128]
593_6460	chr5	60978988	60979388	+	921	27.0	[11.13416]	[161]	[]	[]	[60979219]	[]
593_6461	chr5	68335049	68335449	+	793	27.0	[13.902448]	[118]	[9.716079]	[116]	[68335261]	[68335259]
593_6463	chr5	71586753	71587153	+	910	27.0	[9.72495]	[158]	[]	[]	[71587000]	[]
593_6464	chr5	76874062	76874462	+	867	27.0	[10.945392]	[118]	[16.412586]	[116]	[76874279]	[76874277]
593_6466	chr5	85452464	85452864	+	919	27.0	[10.945392]	[158]	[9.189399]	[156]	[85452710]	[85452708]
593_6467	chr5	90530115	90530515	+	855	27.0	[6.6792603]	[180]	[8.038696, 12.146455]	[123, 178]	[90530332]	[90530275, 90530330]
593_647	chr11	59537684	59538084	+	1000	109.0	[6.582628]	[109]	[]	[]	[59537881]	[]
593_6473	chr5	177554655	177555055	+	791	27.0	[]	[]	[7.8347774]	[171]	[]	[177554827]
593_6477	chr6	4371405	4371805	+	927	27.0	[7.2059402]	[124]	[12.673135]	[122]	[4371573]	[4371571]
593_648	chr11	77602323	77602723	+	1000	109.0	[7.2059402]	[107]	[16.412586]	[105]	[77602526]	[77602524]
593_6482	chr6	27161806	27162206	+	779	27.0	[11.6737585]	[82]	[]	[]	[27161958]	[]
593_6483	chr6	27235262	27235662	+	869	27.0	[6.4613357]	[156]	[]	[]	[27235498]	[]
593_6484	chr6	27668181	27668581	+	787	27.0	[6.7076573, 6.9820795]	[60, 137]	[]	[]	[27668340, 27668417]	[]
593_649	chr2	241833401	241833801	+	1000	109.0	[16.412586]	[88]	[10.945392]	[86]	[241833588]	[241833586]
593_6494	chr6	31840629	31841029	+	690	27.0	[]	[]	[8.127419]	[188]	[]	[31840868]
593_6495	chr6	32244892	32245292	+	765	27.0	[]	[]	[6.552027]	[161]	[]	[32245122]
593_6498	chr6	43630146	43630546	+	612	27.0	[12.540544]	[129]	[9.72495, 7.2059402]	[120, 127]	[43630372]	[43630363, 43630370]
593_65	chr10	3313785	3314185	+	1000	391.0	[7.0302877, 16.412586, 16.412586]	[62, 107, 136]	[9.818272, 9.818272]	[105, 134]	[3313936, 3313981, 3314010]	[3313979, 3314008]
593_6513	chr7	22174128	22174528	+	852	27.0	[]	[]	[16.412586]	[106]	[]	[22174321]
593_6518	chr7	75866977	75867377	+	813	27.0	[]	[]	[16.412586]	[174]	[]	[75867213]
593_6519	chr7	81135310	81135710	+	806	27.0	[10.030405]	[130]	[16.412586]	[128]	[81135524]	[81135522]
593_652	chr11	12625371	12625771	+	1000	108.0	[16.412586]	[107]	[7.0733485]	[105]	[12625577]	[12625575]
593_6523	chr7	102441551	102441951	+	767	27.0	[6.8832946]	[67]	[]	[]	[102441710]	[]
593_653	chr12	52993058	52993458	+	1000	108.0	[12.673135, 11.296419]	[91, 122]	[6.6792603]	[89]	[52993247, 52993278]	[52993245]
593_6531	chr7	128209808	128210208	+	786	27.0	[]	[]	[10.995752]	[115]	[]	[128210009]
593_6532	chr7	128404021	128404421	+	651	27.0	[11.13416]	[82]	[16.412586]	[124]	[128404191]	[128404233]
593_6534	chr7	130135667	130136067	+	872	27.0	[10.945392]	[101]	[8.4563675]	[99]	[130135826]	[130135824]
593_6536	chr7	132815677	132816077	+	950	27.0	[]	[]	[10.54713]	[149]	[]	[132815918]
593_654	chr14	76956588	76956988	+	1000	108.0	[16.412586]	[97]	[13.902448]	[95]	[76956775]	[76956773]
593_6540	chr7	145989466	145989866	+	572	27.0	[]	[]	[12.235088]	[100]	[]	[145989663]
593_6542	chr7	156677635	156678035	+	695	27.0	[9.57195]	[126]	[]	[]	[156677852]	[]
593_655	chr17	49333808	49334208	+	1000	108.0	[16.412586]	[103]	[7.0733485]	[101]	[49334001]	[49333999]
593_6550	chr8	97325499	97325899	+	906	27.0	[16.412586]	[150]	[7.424376]	[78]	[97325730]	[97325658]
593_6553	chr8	134551372	134551772	+	914	27.0	[16.412586]	[140]	[10.945392]	[138]	[134551565]	[134551563]
593_6554	chr9	36503130	36503530	+	909	27.0	[]	[]	[16.412586]	[135]	[]	[36503355]
593_6557	chr9	68777343	68777743	+	697	27.0	[12.146455]	[114]	[7.711474, 7.2059402, 6.682951]	[101, 112, 116]	[68777556]	[68777543, 68777554, 68777558]
593_6558	chr9	91500422	91500822	+	869	27.0	[9.342972, 7.0733485]	[109, 131]	[9.716079]	[129]	[91500623, 91500645]	[91500643]
593_6559	chr9	100013557	100013957	+	902	27.0	[16.412586]	[124]	[7.0733485]	[122]	[100013768]	[100013766]
593_6560	chr9	123304747	123305147	+	924	27.0	[7.668964]	[175]	[6.3568525]	[169]	[123304963]	[123304957]
593_6567	chr9	130915707	130916107	+	573	27.0	[8.363047]	[204]	[]	[]	[130915950]	[]
593_6572	chr9	131077597	131077997	+	929	27.0	[]	[]	[11.195025, 11.296419]	[113, 149]	[]	[131077789, 131077825]
593_6573	chr9	131081748	131082148	+	616	27.0	[11.13416]	[136]	[]	[]	[131081933]	[]
593_658	chr3	58998495	58998895	+	1000	108.0	[11.6737585]	[110]	[7.2059402]	[108]	[58998695]	[58998693]
593_6583	chrX	124354687	124355087	+	927	27.0	[13.45553]	[81]	[7.2059402]	[79]	[124354843]	[124354841]
593_6588	chr1	12038597	12038997	+	797	26.0	[]	[]	[7.2316713]	[164]	[]	[12038766]
593_6595	chr1	28513416	28513816	+	640	26.0	[8.062279]	[202]	[7.0733485]	[200]	[28513647]	[28513645]
593_6596	chr1	32391087	32391487	+	653	26.0	[6.682951]	[93]	[8.281695, 7.58698]	[91, 95]	[32391263]	[32391261, 32391265]
593_6597	chr1	39103230	39103630	+	829	26.0	[16.412586, 7.9689574]	[214, 225]	[10.945392]	[212]	[39103467, 39103478]	[39103465]
593_660	chr4	84569824	84570224	+	1000	108.0	[16.412586]	[87]	[10.945392]	[85]	[84570002]	[84570000]
593_6601	chr1	44799475	44799875	+	574	26.0	[7.394709]	[140]	[]	[]	[44799626]	[]
593_6603	chr1	52007229	52007629	+	821	26.0	[9.636316]	[130]	[16.412586]	[128]	[52007441]	[52007439]
593_6604	chr1	58783764	58784164	+	822	26.0	[10.995752]	[181]	[6.3696322, 6.887727]	[161, 209]	[58783987]	[58783967, 58784015]
593_6608	chr1	77590616	77591016	+	782	26.0	[12.082088]	[146]	[7.5900736]	[121]	[77590849]	[77590824]
593_6609	chr1	101000506	101000906	+	775	26.0	[]	[]	[7.3432603]	[78]	[]	[101000683]
593_6611	chr1	111669306	111669706	+	717	26.0	[6.7715845]	[159]	[]	[]	[111669517]	[]
593_662	chr8	47665012	47665412	+	1000	108.0	[13.45553]	[95]	[7.2059402]	[93]	[47665199]	[47665197]
593_6620	chr1	157147825	157148225	+	861	26.0	[9.716079]	[68]	[10.945392]	[66]	[157147990]	[157147988]
593_6622	chr1	169312121	169312521	+	820	26.0	[6.6792603]	[109]	[7.934307, 7.424376]	[107, 161]	[169312311]	[169312309, 169312363]
593_663	chr8	110902328	110902728	+	1000	108.0	[7.2059402]	[87]	[16.412586]	[85]	[110902506]	[110902504]
593_6633	chr10	21208722	21209122	+	778	26.0	[11.409169]	[171]	[8.237969]	[122]	[21208961]	[21208912]
593_6634	chr10	22017172	22017572	+	818	26.0	[16.412586]	[136]	[]	[]	[22017360]	[]
593_6635	chr10	25457626	25458026	+	556	26.0	[13.902448]	[86]	[8.062279]	[84]	[25457809]	[25457807]
593_6637	chr10	34981823	34982223	+	862	26.0	[7.0733485]	[116]	[16.412586]	[114]	[34982039]	[34982037]
593_664	chr9	125688851	125689251	+	1000	108.0	[]	[]	[11.195025]	[123]	[]	[125689067]
593_6646	chr10	80498748	80499148	+	829	26.0	[13.902448]	[126]	[16.412586]	[124]	[80498950]	[80498948]
593_6647	chr10	83448011	83448411	+	775	26.0	[16.412586]	[118]	[7.2059402]	[116]	[83448208]	[83448206]
593_6648	chr10	87948559	87948959	+	563	26.0	[12.32841]	[131]	[13.902448]	[129]	[87948759]	[87948757]
593_6649	chr10	96752377	96752777	+	779	26.0	[16.412586]	[109]	[7.0733485]	[107]	[96752574]	[96752572]
593_665	chr10	113788639	113789039	+	1000	107.0	[9.5834875, 16.412586]	[101, 113]	[6.6792603, 6.6792603]	[99, 111]	[113788829, 113788841]	[113788827, 113788839]
593_6655	chr11	59556200	59556600	+	799	26.0	[6.2166324]	[170]	[]	[]	[59556402]	[]
593_6660	chr11	95543207	95543607	+	836	26.0	[6.6792603]	[165]	[16.412586]	[163]	[95543421]	[95543419]
593_6662	chr11	109999925	110000325	+	682	26.0	[12.540544]	[126]	[11.977605]	[113]	[110000146]	[110000133]
593_6663	chr12	7460562	7460962	+	786	26.0	[8.78628]	[126]	[6.6750875]	[124]	[7460765]	[7460763]
593_6664	chr12	19515123	19515523	+	677	26.0	[]	[]	[16.412586]	[120]	[]	[19515336]
593_6666	chr12	50862376	50862776	+	883	26.0	[]	[]	[6.7715845]	[111]	[]	[50862557]
593_667	chr6	34839903	34840303	+	1000	107.0	[7.2059402]	[108]	[16.412586]	[106]	[34840100]	[34840098]
593_6673	chr12	108337393	108337793	+	691	26.0	[6.8680296]	[195]	[]	[]	[108337607]	[]
593_6674	chr12	111635396	111635796	+	815	26.0	[]	[]	[7.209631, 7.6756134]	[121, 175]	[]	[111635573, 111635627]
593_669	chr1	150186738	150187138	+	1000	106.0	[10.030405, 6.5061016]	[97, 122]	[16.412586]	[95]	[150186913, 150186938]	[150186911]
593_6696	chr13	97226773	97227173	+	766	26.0	[11.296419]	[141]	[]	[]	[97226991]	[]
593_6708	chr14	46885550	46885950	+	842	26.0	[9.716079, 16.412586]	[101, 108]	[6.6792603, 7.2059402]	[99, 106]	[46885733, 46885740]	[46885731, 46885738]
593_6709	chr14	54486690	54487090	+	849	26.0	[9.57195]	[121]	[]	[]	[54486904]	[]
593_671	chr14	33997662	33998062	+	1000	106.0	[]	[]	[12.235088]	[86]	[]	[33997839]
593_6711	chr14	81162937	81163337	+	654	26.0	[]	[]	[8.342637]	[105]	[]	[81163105]
593_6712	chr14	81400320	81400720	+	819	26.0	[]	[]	[8.085031, 7.1189213]	[178, 188]	[]	[81400518, 81400528]
593_6713	chr14	102255774	102256174	+	827	26.0	[16.412586]	[102]	[]	[]	[102255970]	[]
593_6714	chr15	40793398	40793798	+	708	26.0	[16.412586]	[100]	[9.818272]	[98]	[40793575]	[40793573]
593_6717	chr15	51647142	51647542	+	730	26.0	[10.162996]	[156]	[12.673135]	[154]	[51647369]	[51647367]
593_6719	chr15	58699701	58700101	+	863	26.0	[16.412586]	[141]	[7.2059402]	[139]	[58699930]	[58699928]
593_6722	chr15	72782694	72783094	+	704	26.0	[]	[]	[7.1189213]	[111]	[]	[72782883]
593_6724	chr15	89148117	89148517	+	730	26.0	[11.999462]	[133]	[]	[]	[89148314]	[]
593_6729	chr16	1678826	1679226	+	848	26.0	[16.412586]	[159]	[10.162996]	[157]	[1679039]	[1679037]
593_673	chr16	85050506	85050906	+	1000	106.0	[12.32841]	[69]	[13.902448, 16.412586]	[67, 134]	[85050674]	[85050672, 85050739]
593_6730	chr16	29943284	29943684	+	856	26.0	[6.8076787]	[133]	[8.78628]	[131]	[29943504]	[29943502]
593_6733	chr16	81310044	81310444	+	849	26.0	[16.412586]	[119]	[10.030405]	[117]	[81310242]	[81310240]
593_6737	chr17	3959172	3959572	+	832	26.0	[10.945392]	[142]	[16.412586, 10.772233]	[140, 162]	[3959391]	[3959389, 3959411]
593_674	chr17	40827963	40828363	+	1000	106.0	[16.412586]	[88]	[]	[]	[40828135]	[]
593_6744	chr17	44014895	44015295	+	832	26.0	[6.8680296]	[130]	[]	[]	[44015093]	[]
593_6745	chr17	45693774	45694174	+	731	26.0	[7.0733485]	[136]	[16.412586]	[134]	[45694001]	[45693999]
593_6748	chr17	63431696	63432096	+	851	26.0	[]	[]	[7.1146708]	[142]	[]	[63431880]
593_675	chr17	43251506	43251906	+	1000	106.0	[]	[]	[6.4561973]	[119]	[]	[43251724]
593_6754	chr17_GL000205v2_random	70544	70944	+	864	26.0	[8.237969, 8.339362]	[162, 195]	[]	[]	[70709, 70742]	[]
593_6757	chr18	11661414	11661814	+	702	26.0	[16.412586, 12.32841]	[88, 122]	[13.902448, 13.902448]	[86, 120]	[11661602, 11661636]	[11661600, 11661634]
593_6761	chr19	7505837	7506237	+	808	26.0	[]	[]	[11.296419]	[79]	[]	[7506014]
593_6762	chr19	7575420	7575820	+	724	26.0	[13.902448]	[121]	[12.673135]	[119]	[7575626]	[7575624]
593_6766	chr19	17334893	17335293	+	839	26.0	[8.342637]	[207]	[]	[]	[17335129]	[]
593_6767	chr19	19139619	19140019	+	775	26.0	[]	[]	[6.3372517]	[83]	[]	[19139787]
593_6768	chr19	34226077	34226477	+	623	26.0	[16.412586]	[142]	[6.6792603]	[140]	[34226299]	[34226297]
593_6769	chr19	38224633	38225033	+	796	26.0	[6.4561973]	[136]	[]	[]	[38224850]	[]
593_677	chr6	25036055	25036455	+	1000	106.0	[9.72495]	[73]	[6.7231274, 7.904591]	[71, 109]	[25036222]	[25036220, 25036258]
593_6772	chr19	45424112	45424512	+	808	26.0	[12.235088]	[143]	[]	[]	[45424287]	[]
593_678	chr1	28471474	28471874	+	1000	105.0	[6.6792603]	[112]	[6.1601887, 16.412586]	[87, 110]	[28471673]	[28471648, 28471671]
593_6785	chr2	15531418	15531818	+	837	26.0	[11.977605]	[106]	[8.363047]	[149]	[15531615]	[15531658]
593_6786	chr2	26352904	26353304	+	748	26.0	[12.673135]	[135]	[10.945392]	[133]	[26353122]	[26353120]
593_6789	chr2	42353782	42354182	+	566	26.0	[]	[]	[16.412586]	[88]	[]	[42353968]
593_679	chr12	6430509	6430909	+	1000	105.0	[16.412586]	[172]	[]	[]	[6430743]	[]
593_6791	chr2	55500021	55500421	+	762	26.0	[]	[]	[12.082088]	[145]	[]	[55500243]
593_6796	chr2	108226559	108226959	+	854	26.0	[16.412586]	[130]	[10.030405]	[128]	[108226762]	[108226760]
593_6797	chr2	121783194	121783594	+	838	26.0	[9.716079]	[110]	[13.902448]	[108]	[121783378]	[121783376]
593_68	chr16	1378903	1379303	+	1000	382.0	[9.818272, 7.067152, 12.235088]	[82, 92, 113]	[16.412586]	[80]	[1379077, 1379087, 1379108]	[1379075]
593_680	chr14_GL000225v1_random	67090	67490	+	1000	105.0	[7.238777]	[141]	[7.915286]	[139]	[67331]	[67329]
593_6800	chr2	168427385	168427785	+	815	26.0	[16.412586]	[102]	[6.3787093, 10.945392]	[93, 100]	[168427564]	[168427555, 168427562]
593_6801	chr2	174570315	174570715	+	688	26.0	[13.45553]	[144]	[13.902448]	[142]	[174570506]	[174570504]
593_6804	chr2	217737076	217737476	+	635	26.0	[13.902448]	[161]	[16.412586]	[159]	[217737298]	[217737296]
593_681	chr16	19264279	19264679	+	1000	105.0	[7.2059402]	[101]	[16.412586]	[99]	[19264476]	[19264474]
593_6811	chr20	50558570	50558970	+	732	26.0	[6.614336, 7.0733485]	[143, 159]	[8.588959]	[157]	[50558757, 50558773]	[50558771]
593_682	chr17	79750731	79751131	+	1000	105.0	[7.0733485, 16.412586]	[61, 101]	[7.801716, 7.0733485]	[59, 99]	[79750891, 79750931]	[79750889, 79750929]
593_6821	chr22	19426562	19426962	+	839	26.0	[8.339362]	[137]	[]	[]	[19426759]	[]
593_6830	chr22	19945838	19946238	+	785	26.0	[7.58698]	[180]	[]	[]	[19946066]	[]
593_6831	chr22	20119760	20120160	+	626	26.0	[6.417672]	[175]	[]	[]	[20119973]	[]
593_6834	chr22	20414022	20414422	+	825	26.0	[6.594735]	[82]	[]	[]	[20414175]	[]
593_6835	chr22	20558096	20558496	+	765	26.0	[]	[]	[7.394709]	[174]	[]	[20558332]
593_6837	chr22	20854377	20854777	+	859	26.0	[]	[]	[6.782292]	[139]	[]	[20854600]
593_684	chr19	16330388	16330788	+	1000	105.0	[16.412586, 13.902448]	[119, 149]	[10.162996, 11.6737585]	[117, 147]	[16330598, 16330628]	[16330596, 16330626]
593_6845	chr22	21685420	21685820	+	885	26.0	[6.264672]	[150]	[]	[]	[21685651]	[]
593_685	chr20	3158896	3159296	+	1000	105.0	[]	[]	[12.673135, 12.235088]	[82, 101]	[]	[3159077, 3159096]
593_6863	chr22	22821351	22821751	+	540	26.0	[7.0302877]	[130]	[]	[]	[22821526]	[]
593_687	chr5	62376080	62376480	+	1000	105.0	[16.412586]	[109]	[7.2059402]	[107]	[62376279]	[62376277]
593_6877	chr22	39574740	39575140	+	668	26.0	[16.412586, 9.818272, 8.062279]	[117, 152, 164]	[10.162996, 12.673135, 10.162996]	[115, 150, 162]	[39574940, 39574975, 39574987]	[39574938, 39574973, 39574985]
593_6879	chr3	5282682	5283082	+	582	26.0	[9.342972]	[121]	[8.210046]	[119]	[5282896]	[5282894]
593_688	chr5	134721725	134722125	+	1000	105.0	[12.082088]	[142]	[12.235088, 6.3859158]	[75, 140]	[134721962]	[134721895, 134721960]
593_6888	chr3	45167562	45167962	+	861	26.0	[7.8159575]	[169]	[6.9288945]	[171]	[45167793]	[45167795]
593_6889	chr3	46378646	46379046	+	848	26.0	[12.082088]	[161]	[]	[]	[46378868]	[]
593_689	chr8	58842014	58842414	+	1000	105.0	[10.162996, 13.902448, 13.902448]	[84, 102, 120]	[12.32841, 12.32841, 12.32841]	[82, 100, 118]	[58842197, 58842215, 58842233]	[58842195, 58842213, 58842231]
593_6890	chr3	110521063	110521463	+	823	26.0	[8.4563675]	[126]	[13.902448]	[124]	[110521259]	[110521257]
593_6891	chr3	120642464	120642864	+	672	26.0	[11.999462]	[121]	[]	[]	[120642672]	[]
593_6898	chr3	196443995	196444395	+	846	26.0	[]	[]	[6.4409976]	[132]	[]	[196444154]
593_6899	chr4	40476659	40477059	+	773	26.0	[10.945392]	[109]	[12.673135, 7.668964]	[107, 134]	[40476865]	[40476863, 40476890]
593_690	chr9	37255973	37256373	+	1000	105.0	[13.902448]	[101]	[9.716079]	[99]	[37256153]	[37256151]
593_6901	chr4	55742645	55743045	+	657	26.0	[16.412586]	[87]	[]	[]	[55742825]	[]
593_6902	chr4	60173103	60173503	+	791	26.0	[16.412586]	[97]	[7.0733485]	[95]	[60173298]	[60173296]
593_6904	chr4	121272487	121272887	+	749	26.0	[6.3859158]	[71]	[12.082088, 6.685174]	[69, 95]	[121272645]	[121272643, 121272669]
593_6908	chr4	151395906	151396306	+	812	26.0	[16.412586]	[79]	[7.0733485]	[77]	[151396069]	[151396067]
593_6909	chr4	154822701	154823101	+	754	26.0	[16.412586]	[105]	[7.0733485]	[103]	[154822900]	[154822898]
593_691	chr9	127628811	127629211	+	1000	105.0	[11.300851]	[104]	[6.6765213]	[146]	[127629010]	[127629052]
593_6919	chr5	97089238	97089638	+	571	26.0	[9.716079]	[203]	[13.902448]	[201]	[97089479]	[97089477]
593_692	chrX	152165030	152165430	+	1000	105.0	[16.412586]	[113]	[9.818272]	[111]	[152165241]	[152165239]
593_6921	chr5	125464838	125465238	+	677	26.0	[16.412586]	[105]	[7.2059402]	[103]	[125465038]	[125465036]
593_6925	chr5	154943527	154943927	+	620	26.0	[]	[]	[12.235088]	[97]	[]	[154943706]
593_6927	chr6	13604092	13604492	+	770	26.0	[12.082088]	[138]	[]	[]	[13604321]	[]
593_6928	chr6	15131270	15131670	+	557	26.0	[10.030405]	[80]	[16.412586]	[78]	[15131423]	[15131421]
593_6929	chr6	17724336	17724736	+	900	26.0	[6.462954, 8.011604, 11.6737585]	[78, 111, 129]	[]	[]	[17724503, 17724536, 17724554]	[]
593_6930	chr6	20403801	20404201	+	788	26.0	[9.57195]	[66]	[]	[]	[20403966]	[]
593_694	chr10	63423471	63423871	+	1000	104.0	[7.0733485]	[108]	[16.412586]	[106]	[63423673]	[63423671]
593_6942	chr6	28480391	28480791	+	771	26.0	[7.017528]	[152]	[]	[]	[28480618]	[]
593_6943	chr6	28795821	28796221	+	746	26.0	[7.0327816]	[128]	[]	[]	[28796039]	[]
593_6948	chr6	36615183	36615583	+	655	26.0	[8.78628]	[143]	[]	[]	[36615403]	[]
593_695	chr12	129659834	129660234	+	1000	104.0	[9.818272]	[104]	[6.255612, 11.13416, 7.801716]	[65, 89, 102]	[129660031]	[129659992, 129660016, 129660029]
593_6950	chr6	41846703	41847103	+	633	26.0	[12.540544]	[144]	[7.0733485]	[142]	[41846877]	[41846875]
593_6952	chr6	44041568	44041968	+	845	26.0	[10.162996]	[80]	[13.45553]	[78]	[44041738]	[44041736]
593_6958	chr6	53437467	53437867	+	694	26.0	[7.5569677, 12.082088]	[141, 192]	[]	[]	[53437663, 53437714]	[]
593_696	chr15	34248156	34248556	+	1000	104.0	[7.0733485]	[126]	[16.412586]	[124]	[34248380]	[34248378]
593_6961	chr6	68108191	68108591	+	848	26.0	[7.238777, 16.412586]	[70, 146]	[7.7333307, 6.6792603]	[68, 144]	[68108352, 68108428]	[68108350, 68108426]
593_6962	chr6	70903645	70904045	+	681	26.0	[12.235088]	[142]	[]	[]	[70903860]	[]
593_6964	chr6	119303470	119303870	+	636	26.0	[9.342972]	[155]	[]	[]	[119303706]	[]
593_6969	chr6	138357947	138358347	+	783	26.0	[7.2059402, 10.949082]	[94, 120]	[16.412586]	[92]	[138358121, 138358147]	[138358119]
593_697	chr16	4787096	4787496	+	1000	104.0	[16.412586]	[127]	[6.6792603]	[125]	[4787313]	[4787311]
593_6976	chr7	23191093	23191493	+	889	26.0	[10.521743]	[89]	[8.684887, 6.614336]	[87, 100]	[23191282]	[23191280, 23191293]
593_698	chr2	23791104	23791504	+	1000	104.0	[7.0733485]	[130]	[16.412586]	[128]	[23791315]	[23791313]
593_6980	chr7	44679301	44679701	+	852	26.0	[16.412586]	[128]	[10.945392]	[126]	[44679507]	[44679505]
593_6981	chr7	99762955	99763355	+	602	26.0	[13.902448]	[78]	[16.412586]	[76]	[99763124]	[99763122]
593_6988	chr7	116501416	116501816	+	868	26.0	[]	[]	[9.57195]	[150]	[]	[116501620]
593_70	chr3	186700262	186700662	+	1000	373.0	[16.412586]	[97]	[6.7715845, 6.6792603]	[60, 95]	[186700459]	[186700422, 186700457]
593_700	chr3	15333646	15334046	+	1000	104.0	[13.902448]	[90]	[13.45553]	[88]	[15333834]	[15333832]
593_7004	chr8	11909066	11909466	+	766	26.0	[]	[]	[6.3568525]	[123]	[]	[11909245]
593_7007	chr8	80505591	80505991	+	724	26.0	[]	[]	[6.7715845, 7.1189213]	[76, 97]	[]	[80505762, 80505783]
593_7009	chr8	102541671	102542071	+	800	26.0	[11.977605]	[171]	[]	[]	[102541919]	[]
593_7011	chr8	103007864	103008264	+	824	26.0	[6.3442454, 9.020549]	[96, 154]	[]	[]	[103008028, 103008086]	[]
593_7012	chr8	104690051	104690451	+	581	26.0	[16.412586]	[113]	[10.945392]	[111]	[104690264]	[104690262]
593_7013	chr8	130318332	130318732	+	885	26.0	[8.899031, 7.8219643, 12.235088]	[106, 118, 142]	[]	[]	[130318531, 130318543, 130318567]	[]
593_7014	chr8	131816353	131816753	+	682	26.0	[13.902448]	[102]	[9.716079]	[100]	[131816548]	[131816546]
593_7017	chr9	79008082	79008482	+	571	26.0	[16.412586]	[97]	[7.2059402]	[95]	[79008274]	[79008272]
593_7018	chr9	83992377	83992777	+	816	26.0	[12.673135]	[126]	[9.818272]	[124]	[83992594]	[83992592]
593_7020	chr9	112493858	112494258	+	869	26.0	[7.0733485]	[118]	[16.412586]	[116]	[112494066]	[112494064]
593_7023	chr9	130908271	130908671	+	790	26.0	[]	[]	[7.3720512]	[120]	[]	[130908472]
593_7025	chr9	130970307	130970707	+	771	26.0	[]	[]	[11.85311]	[177]	[]	[130970542]
