#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1	chrM	12078	12478	+	1000	1345.0	[5.465889, 6.002267]	[92, 147]	[]	[]	[12259, 12314]	[]
582_7415	chr12	102220705	102221105	+	1000	59.0	[5.9220176]	[120]	[]	[]	[102220925]	[]
582_7416	chr12	108664751	108665151	+	1000	59.0	[5.3587623]	[84]	[7.103873]	[102]	[108664913]	[108664931]
582_7422	chr13	91364687	91365087	+	1000	59.0	[10.481071]	[95]	[9.216128]	[94]	[91364845]	[91364844]
582_7425	chr15	24956093	24956493	+	874	59.0	[5.1309133]	[148]	[10.495195, 5.8491526]	[89, 103]	[24956337]	[24956278, 24956292]
582_7426	chr15	33808794	33809194	+	1000	59.0	[5.5146813]	[124]	[]	[]	[33808986]	[]
582_7433	chr17	37483231	37483631	+	1000	59.0	[]	[]	[5.9220176]	[133]	[]	[37483410]
582_7452	chr2	216683869	216684269	+	876	59.0	[5.3023133]	[78]	[6.409603]	[77]	[216684036]	[216684035]
582_7471	chr3	141576391	141576791	+	839	59.0	[7.540198]	[125]	[9.742069]	[124]	[141576560]	[141576559]
582_7477	chr4	38523872	38524272	+	1000	59.0	[]	[]	[5.3587623]	[88]	[]	[38524031]
582_7478	chr4	38666402	38666802	+	1000	59.0	[7.947534]	[108]	[10.1494055]	[107]	[38666599]	[38666598]
582_7481	chr4	105057590	105057990	+	1000	59.0	[7.3027105]	[99]	[5.830307]	[98]	[105057781]	[105057780]
582_7482	chr4	173334191	173334591	+	1000	59.0	[8.80162]	[77]	[]	[]	[173334364]	[]
582_7483	chr5	37412917	37413317	+	1000	59.0	[]	[]	[5.7956386]	[239]	[]	[37413168]
582_7486	chr6	878253	878653	+	1000	59.0	[15.617505]	[124]	[15.617505, 7.103873]	[123, 131]	[878455]	[878454, 878462]
582_7487	chr6	1321681	1322081	+	1000	59.0	[10.636991]	[117]	[11.503221]	[116]	[1321887]	[1321886]
582_749	chr19	47256941	47257341	+	1000	161.0	[]	[]	[5.846348]	[173]	[]	[47257157]
582_7492	chr6	35370263	35370663	+	1000	59.0	[5.5146813]	[170]	[]	[]	[35370508]	[]
582_7502	chr7	106535316	106535716	+	1000	59.0	[6.741709]	[137]	[6.741709]	[136]	[106535544]	[106535543]
582_7503	chr7	130207599	130207999	+	1000	59.0	[]	[]	[8.728543]	[114]	[]	[130207787]
582_7507	chr8	17247604	17248004	+	1000	59.0	[]	[]	[5.422971]	[77]	[]	[17247768]
582_7512	chr9	131143578	131143978	+	1000	59.0	[6.410001]	[116]	[]	[]	[131143779]	[]
582_7513	chr9	131158384	131158784	+	1000	59.0	[]	[]	[7.103873]	[144]	[]	[131158538]
582_7516	chrX	22944934	22945334	+	1000	59.0	[11.654483]	[106]	[15.12992]	[105]	[22945135]	[22945134]
582_7517	chrX	78104805	78105205	+	1000	59.0	[10.759561]	[118]	[6.741709]	[117]	[78104982]	[78104981]
582_7523	chr1	53754705	53755105	+	1000	58.5	[5.198277]	[164]	[10.481071]	[163]	[53754936]	[53754935]
582_7524	chr1	93207188	93207588	+	1000	58.5	[11.166897]	[129]	[11.166897]	[128]	[93207413]	[93207412]
582_7527	chr1	195200901	195201301	+	1000	58.5	[7.3027105]	[138]	[5.422971]	[137]	[195201056]	[195201055]
582_755	chr7	128267025	128267425	+	1000	161.0	[]	[]	[5.5146813]	[112]	[]	[128267230]
582_7561	chr2	23828533	23828933	+	1000	58.5	[11.910557]	[112]	[10.636991]	[111]	[23828741]	[23828740]
582_7563	chr2	30149170	30149570	+	1000	58.5	[5.6703434]	[129]	[]	[]	[30149328]	[]
582_7566	chr2	149543803	149544203	+	800	58.5	[5.095232, 10.902532]	[166, 179]	[]	[]	[149544028, 149544041]	[]
582_7567	chr2	176682189	176682589	+	1000	58.5	[5.9220176]	[104]	[]	[]	[176682390]	[]
582_7569	chr20	30537384	30537784	+	687	58.5	[11.192318]	[140]	[11.192318]	[139]	[30537601]	[30537600]
582_7578	chr22	32920017	32920417	+	1000	58.5	[5.9388933, 11.654483]	[80, 110]	[8.302944, 10.704732]	[79, 109]	[32920185, 32920215]	[32920184, 32920214]
582_7583	chr3	40310701	40311101	+	1000	58.5	[5.5146813]	[106]	[]	[]	[40310903]	[]
582_7586	chr3	152827276	152827676	+	1000	58.5	[5.9220176]	[108]	[]	[]	[152827476]	[]
582_7587	chr3	173755103	173755503	+	1000	58.5	[]	[]	[5.9220176]	[121]	[]	[173755316]
582_7589	chr3	179234295	179234695	+	1000	58.5	[11.910557]	[107]	[10.636991]	[106]	[179234453]	[179234452]
582_7594	chr4	131413150	131413550	+	943	58.5	[10.636991]	[111]	[11.503221]	[110]	[131413360]	[131413359]
582_7595	chr4	152679870	152680270	+	1000	58.5	[]	[]	[6.0291443]	[150]	[]	[152680109]
582_76	chr2	170744231	170744631	+	1000	360.0	[11.910557, 5.7978506, 7.3027105]	[74, 125, 151]	[10.636991, 9.377292, 11.009659, 5.830307]	[73, 109, 124, 150]	[170744396, 170744447, 170744473]	[170744395, 170744431, 170744446, 170744472]
582_7602	chr5	136769967	136770367	+	925	58.5	[5.5146813]	[127]	[]	[]	[136770191]	[]
582_7614	chr6	41937781	41938181	+	1000	58.5	[9.494579]	[84]	[9.197866]	[83]	[41937963]	[41937962]
582_7615	chr6	68559113	68559513	+	1000	58.5	[5.5146813]	[98]	[]	[]	[68559302]	[]
582_7618	chr7	34966778	34967178	+	1000	58.5	[5.9220176]	[117]	[]	[]	[34966963]	[]
582_7629	chr9	12814218	12814618	+	1000	58.5	[5.5822563]	[138]	[5.9220176]	[115]	[12814443]	[12814420]
582_7631	chr9	87713472	87713872	+	1000	58.5	[]	[]	[10.495195]	[186]	[]	[87713702]
582_7654	chr1	231039058	231039458	+	1000	58.0	[9.197866]	[380]	[]	[]	[231039302]	[]
582_7656	chr1	234886429	234886829	+	1000	58.0	[10.403485]	[130]	[10.602323]	[129]	[234886636]	[234886635]
582_7667	chr11	94732049	94732449	+	1000	58.0	[]	[]	[5.3587623]	[162]	[]	[94732272]
582_7677	chr13	105907317	105907717	+	1000	58.0	[15.12992]	[121]	[11.654483]	[120]	[105907516]	[105907515]
582_7679	chr14	19918854	19919254	+	1000	58.0	[5.4289308]	[173]	[]	[]	[19919099]	[]
582_7682	chr14	92724446	92724846	+	1000	58.0	[5.198277]	[111]	[10.481071]	[110]	[92724626]	[92724625]
582_7690	chr17	44186538	44186938	+	1000	58.0	[]	[]	[8.710281]	[149]	[]	[44186778]
582_7695	chr18	3449275	3449675	+	1000	58.0	[5.7956386]	[79]	[6.202975]	[78]	[3449454]	[3449453]
582_7699	chr18	69649683	69650083	+	1000	58.0	[7.947534, 10.1494055, 10.1494055]	[87, 123, 136]	[10.1494055]	[86]	[69649845, 69649881, 69649894]	[69649844]
582_770	chr18	9869871	9870271	+	1000	160.0	[9.58615]	[120]	[5.6604424]	[119]	[9870072]	[9870071]
582_7706	chr2	144645431	144645831	+	1000	58.0	[]	[]	[10.1494055, 5.873225]	[150, 180]	[]	[144645616, 144645646]
582_7708	chr2	166197411	166197811	+	1000	58.0	[5.9220176]	[106]	[]	[]	[166197610]	[]
582_7709	chr2	191679787	191680187	+	1000	58.0	[10.604535]	[145]	[15.210169]	[144]	[191680003]	[191680002]
582_7714	chr21	38388230	38388630	+	1000	58.0	[5.9220176]	[90]	[]	[]	[38388409]	[]
582_7716	chr22	21860086	21860486	+	1000	58.0	[]	[]	[5.9388933]	[172]	[]	[21860295]
582_772	chr4	39458761	39459161	+	1000	160.0	[]	[]	[5.5525775, 8.796077, 10.902532]	[69, 82, 102]	[]	[39458929, 39458942, 39458962]
582_7724	chr3	160935340	160935740	+	1000	58.0	[9.1358795]	[128]	[9.742069]	[148]	[160935552]	[160935572]
582_7737	chr5	120258142	120258542	+	1000	58.0	[10.902532, 10.636991]	[91, 167]	[11.910557]	[166]	[120258295, 120258371]	[120258370]
582_774	chr1	219120646	219121046	+	1000	159.5	[]	[]	[5.451308]	[81]	[]	[219120800]
582_7741	chr6	1597936	1598336	+	1000	58.0	[5.9220176]	[142]	[6.374935]	[83]	[1598151]	[1598092]
582_7747	chr6	72519845	72520245	+	1000	58.0	[]	[]	[5.9220176]	[115]	[]	[72520058]
582_775	chr15	66370129	66370529	+	1000	159.5	[]	[]	[5.9220176]	[99]	[]	[66370323]
582_7750	chr6	128990912	128991312	+	1000	58.0	[11.910557]	[102]	[10.636991]	[101]	[128991111]	[128991110]
582_7751	chr6	151770066	151770466	+	1000	58.0	[6.186383, 10.1494055]	[68, 107]	[7.4599485, 7.947534]	[67, 106]	[151770231, 151770270]	[151770230, 151770269]
582_7752	chr7	27601256	27601656	+	764	58.0	[10.636991]	[84]	[11.910557]	[83]	[27601417]	[27601416]
582_7759	chr8	24293798	24294198	+	1000	58.0	[15.210169]	[101]	[15.210169]	[100]	[24293998]	[24293997]
582_7760	chr9	121335191	121335591	+	1000	58.0	[10.636991]	[122]	[11.503221]	[121]	[121335399]	[121335398]
582_777	chr6	105601523	105601923	+	1000	159.5	[10.902532]	[91]	[]	[]	[105601713]	[]
582_778	chr1	234755410	234755810	+	1000	159.0	[5.9220176]	[101]	[]	[]	[234755601]	[]
582_779	chr17	73308147	73308547	+	1000	159.0	[10.073735]	[103]	[9.623465]	[102]	[73308347]	[73308346]
582_7793	chr10	7233475	7233875	+	1000	57.5	[6.8953743, 6.0291443]	[134, 167]	[5.422971]	[133]	[7233668, 7233701]	[7233667]
582_7796	chr10	22630519	22630919	+	1000	57.5	[9.216128]	[119]	[6.055884]	[118]	[22630714]	[22630713]
582_7798	chr10	50577792	50578192	+	1000	57.5	[5.361567]	[87]	[]	[]	[50577945]	[]
582_7801	chr11	34641449	34641849	+	1000	57.5	[9.901916]	[100]	[9.197866]	[99]	[34641647]	[34641646]
582_7813	chr13	89941591	89941991	+	1000	57.5	[11.422971, 7.195584]	[105, 156]	[6.6739683]	[104]	[89941763, 89941814]	[89941762]
582_7815	chr14	94394581	94394981	+	1000	57.5	[]	[]	[5.5146813]	[180]	[]	[94394815]
582_7820	chr16	29118641	29119041	+	1000	57.5	[5.9388933]	[157]	[8.302944]	[156]	[29118889]	[29118888]
582_7822	chr16	67183774	67184174	+	1000	57.5	[5.898048]	[115]	[]	[]	[67183986]	[]
582_783	chr20	48120154	48120554	+	1000	159.0	[]	[]	[5.9220176]	[89]	[]	[48120340]
582_7830	chr18	40883294	40883694	+	1000	57.5	[5.9220176]	[106]	[]	[]	[40883496]	[]
582_7837	chr2	81670884	81671284	+	821	57.5	[10.636991]	[112]	[11.910557]	[111]	[81671086]	[81671085]
582_7839	chr2	177391793	177392193	+	1000	57.5	[5.7242174]	[97]	[]	[]	[177391990]	[]
582_785	chr3	150375938	150376338	+	1000	159.0	[11.503221]	[107]	[10.636991]	[106]	[150376139]	[150376138]
582_7857	chr3	81760929	81761329	+	1000	57.5	[6.96493]	[162]	[9.009261]	[161]	[81761105]	[81761104]
582_7866	chr4	77021747	77022147	+	1000	57.5	[6.6965365]	[146]	[5.9220176]	[117]	[77021982]	[77021953]
582_7867	chr4	84751708	84752108	+	1000	57.5	[14.722584]	[96]	[11.247147]	[95]	[84751901]	[84751900]
582_7872	chr4	165476943	165477343	+	1000	57.5	[6.2118034]	[192]	[6.8975863]	[191]	[165477141]	[165477140]
582_7874	chr5	1479493	1479893	+	1000	57.5	[11.910557]	[111]	[10.636991]	[110]	[1479688]	[1479687]
582_7875	chr5	5132191	5132591	+	1000	57.5	[14.722584]	[100]	[11.654483]	[99]	[5132388]	[5132387]
582_7878	chr5	173670152	173670552	+	1000	57.5	[5.7242174]	[68]	[]	[]	[173670317]	[]
582_788	chr16	28164173	28164573	+	1000	158.5	[]	[]	[5.093221, 5.9220176]	[74, 103]	[]	[28164345, 28164374]
582_7880	chr6	7166697	7167097	+	1000	57.5	[]	[]	[8.710281]	[114]	[]	[7166910]
582_7885	chr6	15433517	15433917	+	1000	57.5	[]	[]	[5.9220176]	[241]	[]	[15433709]
582_7893	chr6	163580258	163580658	+	1000	57.5	[5.9220176]	[165]	[]	[]	[163580489]	[]
582_7896	chr7	23106193	23106593	+	1000	57.5	[6.266632]	[135]	[11.015635]	[134]	[23106420]	[23106419]
582_7897	chr7	81577615	81578015	+	1000	57.5	[]	[]	[5.9220176]	[106]	[]	[81577812]
582_7898	chr7	106484575	106484975	+	1000	57.5	[7.485369]	[112]	[6.616287, 10.636991]	[59, 111]	[106484783]	[106484730, 106484782]
582_7899	chr7	112199672	112200072	+	1000	57.5	[6.186383, 15.12992]	[88, 149]	[7.4599485, 7.229295]	[87, 148]	[112199831, 112199892]	[112199830, 112199891]
582_7904	chr7	151793569	151793969	+	1000	57.5	[15.617505]	[84]	[11.192318]	[83]	[151793733]	[151793732]
582_7906	chr8	29513293	29513693	+	1000	57.5	[7.947534]	[105]	[5.7242174]	[104]	[29513465]	[29513464]
582_7915	chr1	23585575	23585975	+	1000	57.0	[5.830307]	[99]	[7.3027105]	[98]	[23585762]	[23585761]
582_7921	chr1	61709481	61709881	+	1000	57.0	[11.503221]	[207]	[10.636991]	[206]	[61709730]	[61709729]
582_7926	chr1	161083484	161083884	+	1000	57.0	[11.192318]	[113]	[11.192318]	[112]	[161083689]	[161083688]
582_793	chr5	29508128	29508528	+	1000	158.0	[15.12992, 6.8953743, 6.1539264]	[101, 113, 142]	[11.247147, 5.830307, 6.741709]	[100, 112, 141]	[29508325, 29508337, 29508366]	[29508324, 29508336, 29508365]
582_7936	chr10	5284462	5284862	+	1000	57.0	[]	[]	[5.674388]	[130]	[]	[5284675]
582_7944	chr11	47257388	47257788	+	1000	57.0	[6.7822714]	[113]	[]	[]	[47257595]	[]
582_796	chr17	43125452	43125852	+	1000	157.5	[]	[]	[5.9220176, 5.490918]	[109, 153]	[]	[43125654, 43125698]
582_7970	chr17	61943077	61943477	+	1000	57.0	[5.9220176]	[148]	[]	[]	[61943301]	[]
582_7971	chr17	68378617	68379017	+	1000	57.0	[7.540198]	[181]	[9.742069]	[180]	[68378867]	[68378866]
582_7974	chr18	22410133	22410533	+	1000	57.0	[5.9220176]	[107]	[]	[]	[22410334]	[]
582_7975	chr18	44826881	44827281	+	1000	57.0	[5.9220176]	[84]	[]	[]	[44827063]	[]
582_798	chr20	56412184	56412584	+	1000	157.5	[11.910557]	[107]	[10.636991]	[106]	[56412389]	[56412388]
582_7981	chr2	11716695	11717095	+	1000	57.0	[]	[]	[6.7822714]	[144]	[]	[11716918]
582_7986	chr2	173159798	173160198	+	1000	57.0	[9.623465]	[73]	[10.481071, 8.728543]	[72, 115]	[173159966]	[173159965, 173160008]
582_799	chr6	4320117	4320517	+	1000	157.5	[5.9220176]	[108]	[]	[]	[4320312]	[]
582_7994	chr22	22816017	22816417	+	1000	57.0	[]	[]	[7.103873]	[114]	[]	[22816199]
582_7995	chr22	24482468	24482868	+	1000	57.0	[]	[]	[6.616287]	[119]	[]	[24482678]
582_8003	chr4	18288661	18289061	+	1000	57.0	[11.910557]	[106]	[5.094671, 10.636991]	[59, 105]	[18288866]	[18288819, 18288865]
582_8008	chr4	138263489	138263889	+	1000	57.0	[10.1494055]	[81]	[7.540198]	[80]	[138263660]	[138263659]
582_8022	chr6	387396	387796	+	1000	57.0	[]	[]	[6.9395094]	[148]	[]	[387625]
582_8024	chr6	10314611	10315011	+	815	57.0	[]	[]	[7.103873]	[183]	[]	[10314795]
582_8026	chr6	20474962	20475362	+	1000	57.0	[11.009659]	[98]	[6.3856335]	[97]	[20475159]	[20475158]
582_8041	chr7	101717638	101718038	+	1000	57.0	[6.2118034]	[127]	[7.485369]	[126]	[101717853]	[101717852]
582_8045	chr7	157027809	157028209	+	733	57.0	[5.1364346, 10.495195]	[112, 157]	[7.540198]	[111]	[157028000, 157028045]	[157027999]
582_805	chr4	82125763	82126163	+	1000	157.0	[5.9220176]	[113]	[]	[]	[82125967]	[]
582_8060	chr1	45304063	45304463	+	1000	56.5	[6.3856335]	[110]	[6.584471]	[109]	[45304230]	[45304229]
582_8069	chr1	185396352	185396752	+	929	56.5	[6.616287]	[215]	[]	[]	[185396585]	[]
582_8074	chr10	60206744	60207144	+	1000	56.5	[5.830307]	[112]	[6.8953743]	[111]	[60206953]	[60206952]
582_8076	chr10	77555452	77555852	+	1000	56.5	[5.9220176]	[132]	[]	[]	[77555672]	[]
582_808	chr1	101101354	101101754	+	1000	156.5	[15.210169]	[106]	[11.192318]	[105]	[101101549]	[101101548]
582_8081	chr12	6226426	6226826	+	1000	56.5	[11.247147]	[90]	[14.722584]	[89]	[6226613]	[6226612]
582_8085	chr12	50764895	50765295	+	1000	56.5	[8.79053]	[163]	[9.901916]	[162]	[50765119]	[50765118]
582_8090	chr13	46378384	46378784	+	1000	56.5	[]	[]	[5.9220176]	[147]	[]	[46378610]
582_8098	chr16	54490060	54490460	+	1000	56.5	[10.636991]	[113]	[11.910557]	[112]	[54490269]	[54490268]
582_81	chr5	143051535	143051935	+	1000	351.5	[15.12992]	[107]	[11.247147]	[106]	[143051737]	[143051736]
582_8111	chr18	12595831	12596231	+	1000	56.5	[11.422971]	[121]	[6.6739683]	[120]	[12596037]	[12596036]
582_8112	chr18	34890671	34891071	+	1000	56.5	[]	[]	[5.5146813]	[106]	[]	[34890867]
582_8114	chr19	6862774	6863174	+	1000	56.5	[9.289205]	[132]	[9.112908]	[131]	[6862968]	[6862967]
582_8115	chr19	17226296	17226696	+	1000	56.5	[9.156013]	[115]	[9.148765]	[114]	[17226507]	[17226506]
582_812	chr3	5194669	5195069	+	1000	156.5	[5.830307]	[93]	[7.3027105]	[92]	[5194862]	[5194861]
582_8126	chr2	195576100	195576500	+	1000	56.5	[10.636991]	[115]	[11.910557]	[114]	[195576307]	[195576306]
582_813	chr3	171328416	171328816	+	1000	156.5	[10.902532]	[108]	[]	[]	[171328621]	[]
582_8130	chr20	20710757	20711157	+	1000	56.5	[10.229654]	[108]	[11.910557]	[107]	[20710962]	[20710961]
582_8133	chr21	37582565	37582965	+	1000	56.5	[8.79053]	[76]	[9.901916]	[75]	[37582735]	[37582734]
582_814	chr3	187286512	187286912	+	1000	156.5	[10.902532]	[103]	[]	[]	[187286705]	[]
582_8144	chr3	69306453	69306853	+	1000	56.5	[11.654483]	[154]	[15.12992]	[153]	[69306683]	[69306682]
582_8148	chr4	38155887	38156287	+	1000	56.5	[7.947534]	[135]	[5.9220176, 10.1494055]	[105, 134]	[38156119]	[38156089, 38156118]
582_8154	chr5	68730622	68731022	+	1000	56.5	[5.8491526]	[76]	[]	[]	[68730790]	[]
582_8175	chr7	108104406	108104806	+	1000	56.5	[10.636991]	[134]	[11.910557]	[133]	[108104625]	[108104624]
582_8179	chr8	8320383	8320783	+	1000	56.5	[9.742069]	[105]	[7.947534, 5.094671]	[104, 145]	[8320581]	[8320580, 8320621]
582_8186	chr9	37888199	37888599	+	1000	56.5	[]	[]	[6.7822714]	[137]	[]	[37888411]
582_8187	chr9	89379475	89379875	+	883	56.5	[6.4773445]	[146]	[]	[]	[89379709]	[]
582_8197	chr1	36730200	36730600	+	1000	56.0	[]	[]	[10.495195]	[118]	[]	[36730407]
582_8201	chr1	115685077	115685477	+	1000	56.0	[]	[]	[5.5146813]	[105]	[]	[115685276]
582_8202	chr1	156371539	156371939	+	1000	56.0	[7.229295]	[97]	[14.722584]	[96]	[156371729]	[156371728]
582_8209	chr11	3837694	3838094	+	1000	56.0	[9.993486]	[91]	[5.6604424]	[90]	[3837882]	[3837881]
582_821	chr19	44741777	44742177	+	1000	156.0	[6.7822714]	[90]	[]	[]	[44741964]	[]
582_822	chr2	150165985	150166385	+	1000	156.0	[]	[]	[5.9220176]	[93]	[]	[150166175]
582_8222	chr14	52878491	52878891	+	1000	56.0	[]	[]	[5.9220176]	[89]	[]	[52878679]
582_8228	chr16	15672765	15673165	+	1000	56.0	[11.910557]	[196]	[6.2118034]	[195]	[15673007]	[15673006]
582_8229	chr16	19118923	19119323	+	1000	56.0	[7.103873]	[204]	[]	[]	[19119162]	[]
582_8230	chr16	21525245	21525645	+	1000	56.0	[7.3027105]	[165]	[5.830307]	[164]	[21525453]	[21525452]
582_8238	chr18	9196581	9196981	+	1000	56.0	[10.3232355]	[116]	[7.046636]	[115]	[9196783]	[9196782]
582_824	chr7	16668021	16668421	+	1000	156.0	[11.503221]	[115]	[10.229654]	[114]	[16668232]	[16668231]
582_8243	chr2	27212534	27212934	+	1000	56.0	[6.6739683]	[121]	[6.9977837]	[120]	[27212746]	[27212745]
582_8245	chr2	113707101	113707501	+	1000	56.0	[9.993486, 5.9220176]	[105, 158]	[5.6604424]	[104]	[113707277, 113707330]	[113707276]
582_8249	chr2	177716523	177716923	+	933	56.0	[10.636991]	[90]	[11.503221, 5.5822563]	[89, 102]	[177716692]	[177716691, 177716704]
582_8250	chr2	190882073	190882473	+	1000	56.0	[6.9395094]	[64]	[]	[]	[190882235]	[]
582_8251	chr2	191845472	191845872	+	561	56.0	[]	[]	[5.9220176]	[84]	[]	[191845652]
582_8264	chr22	42444116	42444516	+	1000	56.0	[]	[]	[5.3023133]	[106]	[]	[42444284]
582_8272	chr3	172869222	172869622	+	1000	56.0	[9.623465]	[105]	[5.621808, 10.481071]	[84, 104]	[172869424]	[172869403, 172869423]
582_8274	chr3	186103952	186104352	+	1000	56.0	[5.5146813]	[104]	[]	[]	[186104120]	[]
582_8276	chr4	99722005	99722405	+	1000	56.0	[]	[]	[10.495195]	[106]	[]	[99722202]
582_8278	chr4	122764852	122765252	+	1000	56.0	[5.093221]	[85]	[5.9165163, 5.7660985, 5.3427215]	[84, 129, 154]	[122765014]	[122765013, 122765058, 122765083]
582_828	chr15	67745587	67745987	+	1000	155.5	[5.830307, 6.266632]	[123, 152]	[5.873225, 5.5146813, 11.422971]	[78, 106, 151]	[67745807, 67745836]	[67745762, 67745790, 67745835]
582_8280	chr4	127605353	127605753	+	1000	56.0	[6.8953743]	[179]	[5.830307]	[178]	[127605568]	[127605567]
582_8287	chr5	81409953	81410353	+	1000	56.0	[5.674388, 5.9220176]	[81, 111]	[]	[]	[81410131, 81410161]	[]
582_829	chr19	54208124	54208524	+	1000	155.5	[10.229654]	[123]	[11.910557]	[122]	[54208329]	[54208328]
582_8301	chr6	117677624	117678024	+	1000	56.0	[7.195584]	[135]	[]	[]	[117677816]	[]
582_8309	chr8	42761103	42761503	+	1000	56.0	[6.9977837]	[113]	[6.6739683]	[112]	[42761302]	[42761301]
582_8316	chr1	15949641	15950041	+	1000	55.5	[10.495195]	[180]	[]	[]	[15949883]	[]
582_8322	chr1	51272906	51273306	+	1000	55.5	[10.636991]	[116]	[11.503221]	[115]	[51273115]	[51273114]
582_8323	chr1	54485493	54485893	+	1000	55.5	[15.210169]	[100]	[11.192318]	[99]	[54485692]	[54485691]
582_8326	chr1	95115752	95116152	+	1000	55.5	[5.3427215, 10.604535]	[103, 138]	[15.617505]	[137]	[95115928, 95115963]	[95115962]
582_8330	chr1	160251925	160252325	+	1000	55.5	[11.015635]	[153]	[6.266632]	[152]	[160252152]	[160252151]
582_8331	chr1	192904990	192905390	+	1000	55.5	[10.1494055]	[113]	[7.947534]	[112]	[192905184]	[192905183]
582_8335	chr1	223717108	223717508	+	1000	55.5	[5.9220176]	[100]	[]	[]	[223717308]	[]
582_8336	chr1	231336262	231336662	+	1000	55.5	[10.403485]	[215]	[10.602323]	[214]	[231336495]	[231336494]
582_8339	chr10	9645393	9645793	+	1000	55.5	[10.704732]	[123]	[11.654483]	[122]	[9645607]	[9645606]
582_8346	chr11	83194477	83194877	+	1000	55.5	[9.009261]	[97]	[10.982781]	[96]	[83194664]	[83194663]
582_8348	chr11	124535820	124536220	+	941	55.5	[]	[]	[5.9220176]	[104]	[]	[124536010]
582_8349	chr11	129093290	129093690	+	1000	55.5	[11.910557]	[90]	[10.636991]	[89]	[129093477]	[129093476]
582_8362	chr15	35141904	35142304	+	1000	55.5	[10.1494055, 5.4289308]	[102, 131]	[]	[]	[35142055, 35142084]	[]
582_8367	chr15	83108515	83108915	+	1000	55.5	[]	[]	[5.9220176]	[108]	[]	[83108722]
582_8369	chr17	46194083	46194483	+	1000	55.5	[11.422971]	[124]	[6.6739683]	[123]	[46194261]	[46194260]
582_837	chr17	42311502	42311902	+	1000	154.5	[11.247147]	[123]	[14.722584]	[122]	[42311714]	[42311713]
582_8375	chr18	51275714	51276114	+	1000	55.5	[5.9220176]	[93]	[]	[]	[51275902]	[]
582_8380	chr2	3212949	3213349	+	1000	55.5	[15.617505]	[119]	[11.192318]	[118]	[3213160]	[3213159]
582_8387	chr2	88100114	88100514	+	1000	55.5	[5.198277]	[216]	[10.481071]	[215]	[88100354]	[88100353]
582_8390	chr2	167579811	167580211	+	796	55.5	[]	[]	[5.2940693]	[163]	[]	[167580048]
582_8391	chr20	51984929	51985329	+	1000	55.5	[5.9220176]	[124]	[]	[]	[51985136]	[]
582_8393	chr22	19430527	19430927	+	1000	55.5	[5.688512]	[98]	[]	[]	[19430723]	[]
582_8395	chr22	22422786	22423186	+	1000	55.5	[]	[]	[5.1364346]	[203]	[]	[22423021]
582_8396	chr22	22507389	22507789	+	1000	55.5	[5.465889]	[124]	[]	[]	[22507607]	[]
582_8401	chr3	32834151	32834551	+	1000	55.5	[6.7882476, 10.636991]	[70, 104]	[11.503221]	[103]	[32834314, 32834348]	[32834347]
582_8406	chr3	156668511	156668911	+	1000	55.5	[8.710281]	[139]	[5.9388933]	[138]	[156668721]	[156668720]
582_841	chr4	139740435	139740835	+	1000	154.0	[7.540198]	[100]	[10.1494055]	[99]	[139740629]	[139740628]
582_842	chr4	184813244	184813644	+	1000	154.0	[10.902532]	[99]	[]	[]	[184813441]	[]
582_8425	chr6	563851	564251	+	1000	55.5	[14.722584]	[164]	[11.654483]	[163]	[564060]	[564059]
582_8437	chr6	82337851	82338251	+	1000	55.5	[]	[]	[5.9220176]	[95]	[]	[82338042]
582_8439	chr6	108360257	108360657	+	1000	55.5	[7.947534]	[102]	[10.1494055]	[101]	[108360457]	[108360456]
582_8440	chr6	134640802	134641202	+	1000	55.5	[6.6739683]	[199]	[6.9977837]	[198]	[134640974]	[134640973]
582_8442	chr6	136791333	136791733	+	1000	55.5	[7.485369]	[126]	[6.2118034]	[125]	[136791524]	[136791523]
582_8443	chr6	146948965	146949365	+	1000	55.5	[5.9220176]	[103]	[5.1364346, 5.873225]	[112, 121]	[146949117]	[146949126, 146949135]
582_8454	chr7	121953159	121953559	+	1000	55.5	[5.9220176]	[106]	[]	[]	[121953362]	[]
582_8459	chr8	93398305	93398705	+	1000	55.5	[11.422971]	[190]	[6.6739683]	[189]	[93398549]	[93398548]
582_8460	chr8	94527208	94527608	+	1000	55.5	[]	[]	[5.5005574]	[123]	[]	[94527426]
582_8463	chr8	111396062	111396462	+	1000	55.5	[15.12992]	[103]	[11.654483]	[102]	[111396258]	[111396257]
582_8472	chr9	134164882	134165282	+	1000	55.5	[6.584471]	[130]	[5.7978506]	[129]	[134165083]	[134165082]
582_8476	chrX	138794275	138794675	+	1000	55.5	[]	[]	[6.7822714]	[116]	[]	[138794483]
582_8479	chr1	12310084	12310484	+	871	55.0	[]	[]	[5.9220176]	[107]	[]	[12310290]
582_8488	chr1	46286005	46286405	+	1000	55.0	[5.5146813]	[100]	[]	[]	[46286198]	[]
582_8491	chr1	111620668	111621068	+	699	55.0	[6.6739683]	[105]	[11.015635]	[104]	[111620842]	[111620841]
582_8496	chr1	197775672	197776072	+	1000	55.0	[]	[]	[6.4773445]	[147]	[]	[197775891]
