#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_34365	chr15	90513498	90513898	+	625	27.0	[4.611834]	[65]	[4.611834]	[65]	[90513654]	[90513654]
345_34366	chr15	92870300	92870700	+	672	27.0	[4.611834, 4.611834]	[120, 150]	[4.611834, 5.088419]	[120, 150]	[92870474, 92870504]	[92870474, 92870504]
345_34367	chr15	95684116	95684516	+	684	27.0	[4.611834, 11.270045]	[87, 157]	[8.356634, 11.270045]	[87, 157]	[95684271, 95684341]	[95684271, 95684341]
345_34368	chr16	720267	720667	+	685	27.0	[4.611834]	[109]	[9.465482]	[109]	[720475]	[720475]
345_34371	chr16	3059333	3059733	+	601	27.0	[4.611834]	[146]	[4.611834]	[146]	[3059544]	[3059544]
345_34372	chr16	5071667	5072067	+	633	27.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[65, 105, 120, 123, 129, 132, 135, 138]	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[65, 105, 120, 123, 129, 132, 135, 138]	[5071831, 5071871, 5071886, 5071889, 5071895, 5071898, 5071901, 5071904]	[5071831, 5071871, 5071886, 5071889, 5071895, 5071898, 5071901, 5071904]
345_34373	chr16	9047813	9048213	+	659	27.0	[4.611834]	[81]	[4.611834]	[81]	[9047979]	[9047979]
345_34375	chr16	12870019	12870419	+	589	27.0	[11.270045, 11.270045, 9.465482]	[134, 153, 163]	[11.270045, 11.270045, 4.611834]	[134, 153, 163]	[12870232, 12870251, 12870261]	[12870232, 12870251, 12870261]
345_34379	chr16	19502649	19503049	+	702	27.0	[4.611834]	[157]	[4.611834]	[157]	[19502845]	[19502845]
345_3438	chr13	91540017	91540417	+	1000	311.0	[4.611834, 11.270045]	[67, 92]	[4.611834, 11.270045]	[67, 92]	[91540184, 91540209]	[91540184, 91540209]
345_34380	chr16	21620102	21620502	+	636	27.0	[4.611834]	[93]	[4.611834]	[93]	[21620278]	[21620278]
345_34384	chr16	31477869	31478269	+	696	27.0	[4.611834]	[101]	[4.611834]	[101]	[31478061]	[31478061]
345_34385	chr16	46690074	46690474	+	675	27.0	[4.611834, 9.465482, 4.611834]	[143, 164, 214]	[4.611834, 4.611834, 4.611834]	[143, 164, 214]	[46690248, 46690269, 46690319]	[46690248, 46690269, 46690319]
345_34386	chr16	46918906	46919306	+	690	27.0	[9.465482]	[94]	[4.611834]	[94]	[46919093]	[46919093]
345_34388	chr16	47388664	47389064	+	677	27.0	[4.611834]	[149]	[4.611834]	[149]	[47388906]	[47388906]
345_34389	chr16	50266233	50266633	+	685	27.0	[4.611834]	[69]	[4.611834]	[69]	[50266397]	[50266397]
345_34390	chr16	53221362	53221762	+	697	27.0	[4.611834]	[96]	[9.465482]	[96]	[53221536]	[53221536]
345_34393	chr16	89326001	89326401	+	623	27.0	[4.611834, 9.465482, 4.611834]	[72, 108, 124]	[4.611834, 4.611834, 4.611834]	[72, 108, 124]	[89326164, 89326200, 89326216]	[89326164, 89326200, 89326216]
345_34394	chr16	89686586	89686986	+	695	27.0	[4.611834]	[171]	[4.611834]	[171]	[89686819]	[89686819]
345_34395	chr17	1715924	1716324	+	682	27.0	[4.611834, 4.611834, 4.611834]	[123, 143, 154]	[4.611834, 4.611834, 5.088419]	[123, 143, 154]	[1716096, 1716116, 1716127]	[1716096, 1716116, 1716127]
345_34397	chr17	8249174	8249574	+	622	27.0	[5.088419]	[147]	[4.611834]	[147]	[8249378]	[8249378]
345_34398	chr17	13030342	13030742	+	668	27.0	[4.611834]	[130]	[9.465482]	[130]	[13030541]	[13030541]
345_34399	chr17	20141482	20141882	+	657	27.0	[9.465482, 4.611834, 4.611834]	[127, 172, 205]	[4.611834, 4.611834, 4.611834]	[127, 172, 205]	[20141645, 20141690, 20141723]	[20141645, 20141690, 20141723]
345_344	chr5	133932651	133933051	+	1000	663.0	[9.465482]	[136]	[4.611834]	[136]	[133932884]	[133932884]
345_3440	chr19	10839167	10839567	+	1000	311.0	[4.611834, 4.611834]	[75, 96]	[4.611834, 4.611834]	[75, 96]	[10839341, 10839362]	[10839341, 10839362]
345_34400	chr17	21256918	21257318	+	689	27.0	[11.270045]	[129]	[11.270045]	[129]	[21257117]	[21257117]
345_34401	chr17	27093846	27094246	+	636	27.0	[5.088419]	[111]	[4.611834]	[111]	[27094028]	[27094028]
345_34403	chr17	28722764	28723164	+	696	27.0	[4.611834]	[84]	[4.611834]	[84]	[28722937]	[28722937]
345_34406	chr17	39235729	39236129	+	626	27.0	[9.465482, 4.611834]	[174, 218]	[4.611834, 4.611834]	[174, 218]	[39235921, 39235965]	[39235921, 39235965]
345_34407	chr17	39621922	39622322	+	591	27.0	[4.611834, 4.611834, 4.611834]	[57, 64, 92]	[4.611834, 5.088419, 4.611834]	[57, 64, 92]	[39622073, 39622080, 39622108]	[39622073, 39622080, 39622108]
345_34408	chr17	40111602	40112002	+	629	27.0	[4.611834]	[181]	[4.611834]	[181]	[40111851]	[40111851]
345_34409	chr17	40218956	40219356	+	583	27.0	[5.088419, 4.611834, 4.611834, 4.611834]	[135, 151, 169, 176]	[4.611834, 4.611834, 4.611834, 4.611834]	[135, 151, 169, 176]	[40219109, 40219125, 40219143, 40219150]	[40219109, 40219125, 40219143, 40219150]
345_3441	chr2	85921675	85922075	+	1000	311.0	[11.270045]	[88]	[11.270045]	[88]	[85921855]	[85921855]
345_34410	chr17	41795998	41796398	+	596	27.0	[4.611834]	[88]	[5.088419]	[88]	[41796168]	[41796168]
345_34412	chr17	43309761	43310161	+	648	27.0	[4.611834]	[85]	[4.611834]	[85]	[43309944]	[43309944]
345_34413	chr17	46046955	46047355	+	694	27.0	[4.611834]	[165]	[4.611834]	[165]	[46047158]	[46047158]
345_34414	chr17	48179151	48179551	+	605	27.0	[11.270045, 4.611834]	[118, 121]	[11.270045, 4.611834]	[118, 121]	[48179365, 48179368]	[48179365, 48179368]
345_34416	chr17	55567185	55567585	+	559	27.0	[4.611834]	[159]	[4.611834]	[159]	[55567434]	[55567434]
345_34417	chr17	57846584	57846984	+	585	27.0	[4.611834]	[154]	[4.611834]	[154]	[57846835]	[57846835]
345_34418	chr17	57994381	57994781	+	704	27.0	[4.611834, 4.611834]	[122, 200]	[4.611834, 4.611834]	[122, 200]	[57994553, 57994631]	[57994553, 57994631]
345_34419	chr17	58518582	58518982	+	674	27.0	[4.611834, 8.356634, 11.270045]	[98, 151, 166]	[4.611834, 4.611834, 11.270045]	[98, 151, 166]	[58518760, 58518813, 58518828]	[58518760, 58518813, 58518828]
345_3442	chr20	49916281	49916681	+	1000	311.0	[9.465482]	[111]	[4.611834]	[111]	[49916486]	[49916486]
345_34420	chr17	64172591	64172991	+	603	27.0	[4.611834, 4.611834]	[109, 119]	[9.465482, 4.611834]	[109, 119]	[64172794, 64172804]	[64172794, 64172804]
345_34421	chr17	64500767	64501167	+	700	27.0	[4.611834]	[106]	[9.465482]	[106]	[64500964]	[64500964]
345_34423	chr17	73308185	73308585	+	585	27.0	[4.611834]	[114]	[4.611834]	[114]	[73308397]	[73308397]
345_34425	chr17	76558549	76558949	+	674	27.0	[4.611834]	[227]	[4.611834]	[227]	[76558793]	[76558793]
345_34426	chr17	77959605	77960005	+	664	27.0	[4.611834]	[106]	[9.465482]	[106]	[77959810]	[77959810]
345_34427	chr17	78759242	78759642	+	672	27.0	[4.611834, 11.270045]	[103, 128]	[5.088419, 11.270045]	[103, 128]	[78759429, 78759454]	[78759429, 78759454]
345_34428	chr17	82212614	82213014	+	667	27.0	[4.611834, 4.611834]	[155, 214]	[4.611834, 4.611834]	[155, 214]	[82212797, 82212856]	[82212797, 82212856]
345_34429	chr17_GL000205v2_random	62934	63334	+	726	27.0	[5.088419]	[95]	[4.611834]	[95]	[63097]	[63097]
345_3443	chr3	37291213	37291613	+	1000	311.0	[4.611834]	[98]	[4.611834]	[98]	[37291406]	[37291406]
345_34431	chr18	9658903	9659303	+	663	27.0	[11.270045]	[110]	[11.270045]	[110]	[9659099]	[9659099]
345_34433	chr18	12438829	12439229	+	628	27.0	[5.088419]	[97]	[4.611834]	[97]	[12439018]	[12439018]
345_34434	chr18	21704544	21704944	+	706	27.0	[4.611834, 4.611834]	[82, 124]	[4.611834, 4.611834]	[82, 124]	[21704709, 21704751]	[21704709, 21704751]
345_34437	chr18	23433328	23433728	+	704	27.0	[11.270045, 11.270045]	[99, 124]	[11.270045, 11.270045]	[99, 124]	[23433503, 23433528]	[23433503, 23433528]
345_34438	chr18	31419683	31420083	+	655	27.0	[4.611834, 4.611834]	[84, 170]	[9.465482, 4.611834]	[84, 170]	[31419847, 31419933]	[31419847, 31419933]
345_34439	chr18	35045820	35046220	+	698	27.0	[4.611834]	[97]	[4.611834]	[97]	[35045995]	[35045995]
345_3444	chr6	107275343	107275743	+	1000	311.0	[4.611834]	[106]	[8.356634]	[106]	[107275542]	[107275542]
345_34442	chr19	3036148	3036548	+	567	27.0	[4.611834]	[170]	[4.611834]	[170]	[3036367]	[3036367]
345_34444	chr19	5622563	5622963	+	669	27.0	[4.611834]	[99]	[4.611834]	[99]	[5622761]	[5622761]
345_34445	chr19	6022214	6022614	+	693	27.0	[4.611834]	[136]	[4.611834]	[136]	[6022414]	[6022414]
345_3445	chr6	129663091	129663491	+	1000	311.0	[11.270045, 4.611834]	[78, 87]	[11.270045, 9.465482]	[78, 87]	[129663261, 129663270]	[129663261, 129663270]
345_34450	chr19	7652070	7652470	+	584	27.0	[4.611834]	[146]	[4.611834]	[146]	[7652311]	[7652311]
345_34453	chr19	12676322	12676722	+	648	27.0	[4.611834, 4.611834]	[84, 94]	[5.088419, 9.465482]	[84, 94]	[12676489, 12676499]	[12676489, 12676499]
345_34454	chr19	12722572	12722972	+	717	27.0	[4.611834]	[114]	[4.611834]	[114]	[12722780]	[12722780]
345_34456	chr19	17078662	17079062	+	685	27.0	[5.088419]	[114]	[4.611834]	[114]	[17078871]	[17078871]
345_34457	chr19	17267201	17267601	+	689	27.0	[4.611834]	[165]	[4.611834]	[165]	[17267403]	[17267403]
345_34458	chr19	18321570	18321970	+	637	27.0	[11.270045]	[101]	[11.270045]	[101]	[18321752]	[18321752]
345_34459	chr19	23764668	23765068	+	690	27.0	[4.611834]	[154]	[4.611834]	[154]	[23764913]	[23764913]
345_3446	chr7	101902901	101903301	+	1000	311.0	[4.611834]	[118]	[5.088419]	[118]	[101903108]	[101903108]
345_34460	chr19	28049833	28050233	+	700	27.0	[4.611834, 4.611834]	[158, 182]	[5.088419, 8.356634]	[158, 182]	[28050052, 28050076]	[28050052, 28050076]
345_34461	chr19	35269388	35269788	+	648	27.0	[4.611834, 4.611834]	[162, 185]	[4.611834, 4.611834]	[162, 185]	[35269611, 35269634]	[35269611, 35269634]
345_34462	chr19	35693690	35694090	+	683	27.0	[4.611834]	[142]	[9.465482]	[142]	[35693886]	[35693886]
345_34463	chr19	35744927	35745327	+	660	27.0	[4.611834]	[104]	[5.088419]	[104]	[35745122]	[35745122]
345_34466	chr19	41866284	41866684	+	635	27.0	[5.088419]	[94]	[4.611834]	[94]	[41866477]	[41866477]
345_34467	chr19	45493841	45494241	+	597	27.0	[9.465482]	[102]	[4.611834]	[102]	[45494030]	[45494030]
345_3447	chr8	37591372	37591772	+	1000	311.0	[11.270045]	[106]	[11.270045]	[106]	[37591570]	[37591570]
345_34470	chr19	49478795	49479195	+	698	27.0	[11.270045, 4.611834]	[82, 136]	[11.270045, 4.611834]	[82, 136]	[49478975, 49479029]	[49478975, 49479029]
345_34472	chr19	51551056	51551456	+	606	27.0	[4.611834]	[108]	[5.088419]	[108]	[51551227]	[51551227]
345_34473	chr19	51744499	51744899	+	659	27.0	[4.611834]	[147]	[8.356634]	[147]	[51744740]	[51744740]
345_34475	chr19	57434881	57435281	+	667	27.0	[4.611834]	[181]	[4.611834]	[181]	[57435116]	[57435116]
345_34476	chr2	3116465	3116865	+	583	27.0	[11.270045]	[81]	[11.270045]	[81]	[3116645]	[3116645]
345_34477	chr2	3734072	3734472	+	650	27.0	[4.611834]	[79]	[5.088419]	[79]	[3734233]	[3734233]
345_34478	chr2	9223227	9223627	+	699	27.0	[4.611834]	[73]	[9.465482]	[73]	[9223391]	[9223391]
345_34479	chr2	16636414	16636814	+	603	27.0	[4.611834]	[78]	[4.611834]	[78]	[16636571]	[16636571]
345_34480	chr2	24181839	24182239	+	591	27.0	[4.611834]	[117]	[4.611834]	[117]	[24181999]	[24181999]
345_34481	chr2	26244558	26244958	+	670	27.0	[9.465482]	[114]	[4.611834]	[114]	[26244710]	[26244710]
345_34482	chr2	27654903	27655303	+	678	27.0	[11.270045, 11.270045]	[69, 78]	[11.270045, 11.270045]	[69, 78]	[27655069, 27655078]	[27655069, 27655078]
345_34484	chr2	38376165	38376565	+	667	27.0	[5.088419]	[208]	[4.611834]	[208]	[38376379]	[38376379]
345_34485	chr2	47782993	47783393	+	636	27.0	[4.611834, 4.611834]	[90, 157]	[4.611834, 4.611834]	[90, 157]	[47783156, 47783223]	[47783156, 47783223]
345_34486	chr2	58628120	58628520	+	691	27.0	[4.611834]	[161]	[8.356634]	[161]	[58628331]	[58628331]
345_34489	chr2	68122267	68122667	+	684	27.0	[11.270045]	[221]	[11.270045]	[221]	[68122499]	[68122499]
345_3449	chr9	127168712	127169112	+	1000	311.0	[4.611834, 4.611834]	[68, 93]	[5.088419, 4.611834]	[68, 93]	[127168877, 127168902]	[127168877, 127168902]
345_34490	chr2	73386110	73386510	+	646	27.0	[11.270045, 5.088419, 4.611834]	[131, 165, 176]	[11.270045, 4.611834, 4.611834]	[131, 165, 176]	[73386303, 73386337, 73386348]	[73386303, 73386337, 73386348]
345_34493	chr2	99337039	99337439	+	624	27.0	[4.611834]	[137]	[4.611834]	[137]	[99337270]	[99337270]
345_34494	chr2	102615869	102616269	+	671	27.0	[4.611834, 4.611834]	[135, 149]	[4.611834, 9.465482]	[135, 149]	[102616085, 102616099]	[102616085, 102616099]
345_34495	chr2	110204799	110205199	+	682	27.0	[8.356634]	[123]	[4.611834]	[123]	[110204997]	[110204997]
345_34496	chr2	110678634	110679034	+	611	27.0	[4.611834]	[109]	[4.611834]	[109]	[110678835]	[110678835]
345_34497	chr2	113756264	113756664	+	635	27.0	[4.611834, 4.611834, 4.611834]	[81, 119, 159]	[4.611834, 4.611834, 4.611834]	[81, 119, 159]	[113756431, 113756469, 113756509]	[113756431, 113756469, 113756509]
345_34498	chr2	144267373	144267773	+	694	27.0	[8.356634]	[116]	[4.611834]	[116]	[144267565]	[144267565]
345_34499	chr2	151287804	151288204	+	666	27.0	[4.611834]	[171]	[9.465482]	[171]	[151288050]	[151288050]
345_345	chr7	7100384	7100784	+	1000	663.0	[4.611834, 4.611834, 4.611834]	[72, 96, 106]	[4.611834, 4.611834, 4.611834]	[72, 96, 106]	[7100555, 7100579, 7100589]	[7100555, 7100579, 7100589]
345_3450	chr1	51307830	51308230	+	1000	310.0	[5.088419]	[149]	[4.611834]	[149]	[51308079]	[51308079]
345_34500	chr2	159147174	159147574	+	704	27.0	[4.611834, 11.270045, 4.611834, 4.611834]	[76, 105, 112, 126]	[9.465482, 11.270045, 5.088419, 4.611834]	[76, 105, 112, 126]	[159147344, 159147373, 159147380, 159147394]	[159147344, 159147373, 159147380, 159147394]
345_34501	chr2	161418502	161418902	+	582	27.0	[4.611834]	[154]	[4.611834]	[154]	[161418735]	[161418735]
345_34505	chr2	175166941	175167341	+	592	27.0	[4.611834]	[229]	[4.611834]	[229]	[175167172]	[175167172]
345_34506	chr2	190180135	190180535	+	634	27.0	[4.611834]	[139]	[5.088419]	[139]	[190180338]	[190180338]
345_3451	chr1	182257344	182257744	+	1000	310.0	[4.611834, 9.465482, 4.611834]	[65, 106, 120]	[4.611834, 4.611834, 8.356634]	[65, 106, 120]	[182257509, 182257550, 182257564]	[182257509, 182257550, 182257564]
345_34510	chr2	215417368	215417768	+	671	27.0	[4.611834]	[133]	[4.611834]	[133]	[215417582]	[215417582]
345_34511	chr2	216451572	216451972	+	668	27.0	[4.611834]	[120]	[4.611834]	[120]	[216451792]	[216451792]
345_34512	chr2	217105692	217106092	+	655	27.0	[4.611834, 4.611834]	[65, 126]	[4.611834, 9.465482]	[65, 126]	[217105849, 217105910]	[217105849, 217105910]
345_34513	chr2	218964014	218964414	+	690	27.0	[11.270045, 11.270045]	[63, 129]	[11.270045, 11.270045]	[63, 129]	[218964175, 218964241]	[218964175, 218964241]
345_34517	chr20	295772	296172	+	673	27.0	[4.611834]	[79]	[5.088419]	[79]	[295948]	[295948]
345_34518	chr20	1209058	1209458	+	723	27.0	[4.611834, 4.611834]	[121, 151]	[4.611834, 9.465482]	[121, 151]	[1209251, 1209281]	[1209251, 1209281]
345_34519	chr20	1912079	1912479	+	578	27.0	[4.611834, 4.611834]	[104, 107]	[8.356634, 4.611834]	[104, 107]	[1912280, 1912283]	[1912280, 1912283]
345_34521	chr20	22495207	22495607	+	556	27.0	[4.611834]	[160]	[5.088419]	[160]	[22495456]	[22495456]
345_34523	chr20	35615881	35616281	+	683	27.0	[4.611834, 4.611834]	[155, 199]	[4.611834, 4.611834]	[155, 199]	[35616075, 35616119]	[35616075, 35616119]
345_34525	chr20	36835548	36835948	+	689	27.0	[9.465482, 11.270045]	[52, 70]	[4.611834, 11.270045]	[52, 70]	[36835699, 36835717]	[36835699, 36835717]
345_3453	chr10	46247837	46248237	+	1000	310.0	[5.088419, 4.611834, 4.611834]	[64, 108, 157]	[4.611834, 4.611834, 5.088419]	[64, 108, 157]	[46247988, 46248032, 46248081]	[46247988, 46248032, 46248081]
345_34533	chr20	51366082	51366482	+	632	27.0	[4.611834, 11.270045]	[84, 138]	[4.611834, 11.270045]	[84, 138]	[51366259, 51366313]	[51366259, 51366313]
345_34534	chr20	57524888	57525288	+	545	27.0	[4.611834]	[122]	[4.611834]	[122]	[57525110]	[57525110]
345_34538	chr21	15134574	15134974	+	694	27.0	[4.611834]	[166]	[4.611834]	[166]	[15134822]	[15134822]
345_34539	chr21	30226571	30226971	+	687	27.0	[8.356634, 8.356634]	[98, 138]	[4.611834, 4.611834]	[98, 138]	[30226764, 30226804]	[30226764, 30226804]
345_34540	chr21	33551720	33552120	+	680	27.0	[9.465482, 9.465482]	[129, 159]	[4.611834, 4.611834]	[129, 159]	[33551881, 33551911]	[33551881, 33551911]
345_34541	chr21	35117470	35117870	+	672	27.0	[11.270045, 4.611834]	[138, 146]	[11.270045, 4.611834]	[138, 146]	[35117681, 35117689]	[35117681, 35117689]
345_34542	chr21	36156018	36156418	+	677	27.0	[5.088419, 4.611834]	[105, 132]	[4.611834, 5.088419]	[105, 132]	[36156187, 36156214]	[36156187, 36156214]
345_34543	chr21	36860072	36860472	+	701	27.0	[4.611834]	[116]	[4.611834]	[116]	[36860264]	[36860264]
345_34544	chr21	37446536	37446936	+	632	27.0	[9.465482]	[125]	[4.611834]	[125]	[37446702]	[37446702]
345_34545	chr21	42148123	42148523	+	732	27.0	[4.611834, 4.611834, 4.611834]	[68, 152, 155]	[4.611834, 5.088419, 4.611834]	[68, 152, 155]	[42148286, 42148370, 42148373]	[42148286, 42148370, 42148373]
345_3455	chr12	13061366	13061766	+	1000	310.0	[11.270045]	[121]	[11.270045]	[121]	[13061587]	[13061587]
345_34550	chr22	19773902	19774302	+	678	27.0	[4.611834]	[196]	[4.611834]	[196]	[19774143]	[19774143]
345_34551	chr22	19887530	19887930	+	684	27.0	[4.611834, 4.611834]	[76, 110]	[4.611834, 4.611834]	[76, 110]	[19887703, 19887737]	[19887703, 19887737]
345_34552	chr22	19945178	19945578	+	692	27.0	[4.611834, 4.611834]	[104, 114]	[9.465482, 4.611834]	[104, 114]	[19945374, 19945384]	[19945374, 19945384]
345_34554	chr22	19969227	19969627	+	638	27.0	[4.611834]	[129]	[4.611834]	[129]	[19969437]	[19969437]
345_34555	chr22	20808811	20809211	+	668	27.0	[5.088419, 4.611834]	[122, 194]	[4.611834, 4.611834]	[122, 194]	[20808964, 20809036]	[20808964, 20809036]
345_34556	chr22	21446932	21447332	+	635	27.0	[4.611834]	[117]	[4.611834]	[117]	[21447125]	[21447125]
345_34558	chr22	21638549	21638949	+	707	27.0	[11.270045]	[131]	[11.270045]	[131]	[21638774]	[21638774]
345_34559	chr22	21752731	21753131	+	665	27.0	[4.611834, 4.611834]	[95, 116]	[5.088419, 4.611834]	[95, 116]	[21752894, 21752915]	[21752894, 21752915]
345_3456	chr12	76402283	76402683	+	1000	310.0	[8.356634, 8.356634]	[71, 129]	[4.611834, 4.611834]	[71, 129]	[76402451, 76402509]	[76402451, 76402509]
345_34564	chr22	22137276	22137676	+	572	27.0	[4.611834]	[186]	[4.611834]	[186]	[22137512]	[22137512]
345_34565	chr22	22394149	22394549	+	660	27.0	[4.611834]	[172]	[4.611834]	[172]	[22394326]	[22394326]
345_34567	chr22	22535227	22535627	+	571	27.0	[5.088419]	[74]	[4.611834]	[74]	[22535401]	[22535401]
345_34568	chr22	22603164	22603564	+	628	27.0	[4.611834]	[167]	[4.611834]	[167]	[22603406]	[22603406]
345_34569	chr22	22620040	22620440	+	575	27.0	[11.270045, 4.611834, 4.611834]	[118, 140, 169]	[11.270045, 4.611834, 4.611834]	[118, 140, 169]	[22620213, 22620235, 22620264]	[22620213, 22620235, 22620264]
345_3457	chr17	28741459	28741859	+	1000	310.0	[9.465482, 4.611834]	[90, 141]	[4.611834, 4.611834]	[90, 141]	[28741645, 28741696]	[28741645, 28741696]
345_34573	chr22	22782638	22783038	+	683	27.0	[4.611834]	[148]	[5.088419]	[148]	[22782827]	[22782827]
345_34574	chr22	22802323	22802723	+	703	27.0	[4.611834]	[135]	[4.611834]	[135]	[22802532]	[22802532]
345_34575	chr22	22805887	22806287	+	695	27.0	[4.611834, 4.611834]	[117, 120]	[4.611834, 4.611834]	[117, 120]	[22806080, 22806083]	[22806080, 22806083]
345_34578	chr22	23034975	23035375	+	606	27.0	[4.611834]	[138]	[5.088419]	[138]	[23035167]	[23035167]
345_3458	chr18	55163527	55163927	+	1000	310.0	[4.611834]	[112]	[4.611834]	[112]	[55163730]	[55163730]
345_34580	chr22	23157438	23157838	+	556	27.0	[5.088419, 4.611834, 4.611834]	[103, 125, 141]	[4.611834, 4.611834, 5.088419]	[103, 125, 141]	[23157641, 23157663, 23157679]	[23157641, 23157663, 23157679]
345_34581	chr22	23163547	23163947	+	701	27.0	[4.611834]	[121]	[4.611834]	[121]	[23163761]	[23163761]
345_34583	chr22	23231533	23231933	+	705	27.0	[4.611834]	[118]	[9.465482]	[118]	[23231736]	[23231736]
345_34584	chr22	23236318	23236718	+	703	27.0	[5.088419]	[189]	[4.611834]	[189]	[23236521]	[23236521]
345_34585	chr22	23238917	23239317	+	555	27.0	[4.611834, 4.611834, 4.611834]	[77, 123, 130]	[4.611834, 5.088419, 4.611834]	[77, 123, 130]	[23239074, 23239120, 23239127]	[23239074, 23239120, 23239127]
345_34586	chr22	23253489	23253889	+	689	27.0	[8.356634, 11.270045]	[125, 193]	[4.611834, 11.270045]	[125, 193]	[23253649, 23253717]	[23253649, 23253717]
345_34588	chr22	28799400	28799800	+	589	27.0	[4.611834]	[245]	[4.611834]	[245]	[28799647]	[28799647]
345_34589	chr22	36253069	36253469	+	672	27.0	[8.356634, 4.611834, 4.611834]	[80, 108, 122]	[4.611834, 4.611834, 4.611834]	[80, 108, 122]	[36253232, 36253260, 36253274]	[36253232, 36253260, 36253274]
345_3459	chr19	51224058	51224458	+	1000	310.0	[4.611834, 4.611834]	[101, 151]	[4.611834, 5.088419]	[101, 151]	[51224254, 51224304]	[51224254, 51224304]
345_34595	chr3	14265507	14265907	+	645	27.0	[4.611834, 9.465482]	[90, 161]	[4.611834, 4.611834]	[90, 161]	[14265680, 14265751]	[14265680, 14265751]
345_34599	chr3	37993297	37993697	+	683	27.0	[11.270045]	[97]	[11.270045]	[97]	[37993481]	[37993481]
345_346	chr8	72134344	72134744	+	1000	663.0	[11.270045]	[137]	[11.270045]	[137]	[72134579]	[72134579]
345_34600	chr3	38453002	38453402	+	625	27.0	[4.611834, 4.611834]	[82, 121]	[8.356634, 4.611834]	[82, 121]	[38453166, 38453205]	[38453166, 38453205]
345_34601	chr3	38496360	38496760	+	614	27.0	[4.611834]	[99]	[4.611834]	[99]	[38496521]	[38496521]
345_34602	chr3	42903801	42904201	+	649	27.0	[11.270045]	[160]	[11.270045]	[160]	[42904051]	[42904051]
345_34604	chr3	45079682	45080082	+	679	27.0	[4.611834]	[82]	[4.611834]	[82]	[45079860]	[45079860]
345_34605	chr3	45873661	45874061	+	614	27.0	[4.611834]	[93]	[5.088419]	[93]	[45873853]	[45873853]
345_3461	chr8	22897106	22897506	+	1000	310.0	[4.611834]	[72]	[4.611834]	[72]	[22897272]	[22897272]
345_34610	chr3	112560689	112561089	+	690	27.0	[4.611834]	[93]	[4.611834]	[93]	[112560863]	[112560863]
345_34611	chr3	126746459	126746859	+	693	27.0	[4.611834]	[158]	[4.611834]	[158]	[126746694]	[126746694]
345_34612	chr3	128416791	128417191	+	625	27.0	[4.611834, 4.611834, 4.611834]	[124, 140, 143]	[4.611834, 4.611834, 4.611834]	[124, 140, 143]	[128417007, 128417023, 128417026]	[128417007, 128417023, 128417026]
345_34613	chr3	139314953	139315353	+	677	27.0	[4.611834]	[80]	[4.611834]	[80]	[139315132]	[139315132]
345_34615	chr3	143165592	143165992	+	651	27.0	[4.611834, 4.611834]	[74, 123]	[4.611834, 4.611834]	[74, 123]	[143165743, 143165792]	[143165743, 143165792]
345_34616	chr3	143979967	143980367	+	672	27.0	[8.356634, 11.270045]	[90, 111]	[4.611834, 11.270045]	[90, 111]	[143980146, 143980167]	[143980146, 143980167]
345_34617	chr3	149576226	149576626	+	656	27.0	[4.611834]	[79]	[4.611834]	[79]	[149576378]	[149576378]
345_34620	chr3	170356871	170357271	+	576	27.0	[4.611834, 4.611834, 4.611834]	[134, 137, 165]	[4.611834, 4.611834, 4.611834]	[134, 137, 165]	[170357078, 170357081, 170357109]	[170357078, 170357081, 170357109]
345_34622	chr3	171436044	171436444	+	622	27.0	[4.611834, 8.356634]	[80, 151]	[9.465482, 4.611834]	[80, 151]	[171436221, 171436292]	[171436221, 171436292]
345_34625	chr3	194205638	194206038	+	704	27.0	[4.611834]	[91]	[4.611834]	[91]	[194205824]	[194205824]
345_34626	chr3	196354166	196354566	+	707	27.0	[4.611834]	[119]	[8.356634]	[119]	[196354381]	[196354381]
345_34627	chr3	197990477	197990877	+	623	27.0	[4.611834]	[137]	[9.465482]	[137]	[197990709]	[197990709]
345_34629	chr4	6942214	6942614	+	608	27.0	[4.611834]	[107]	[4.611834]	[107]	[6942386]	[6942386]
345_3463	chr1	158732501	158732901	+	1000	309.0	[4.611834, 4.611834, 4.611834]	[88, 91, 138]	[4.611834, 4.611834, 4.611834]	[88, 91, 138]	[158732687, 158732690, 158732737]	[158732687, 158732690, 158732737]
345_34630	chr4	13678182	13678582	+	686	27.0	[4.611834, 4.611834]	[90, 140]	[4.611834, 4.611834]	[90, 140]	[13678358, 13678408]	[13678358, 13678408]
345_34631	chr4	15592619	15593019	+	681	27.0	[11.270045, 5.088419]	[76, 95]	[11.270045, 4.611834]	[76, 95]	[15592792, 15592811]	[15592792, 15592811]
345_34633	chr4	38704642	38705042	+	671	27.0	[4.611834, 9.465482, 4.611834]	[90, 93, 137]	[4.611834, 4.611834, 8.356634]	[90, 93, 137]	[38704824, 38704827, 38704871]	[38704824, 38704827, 38704871]
