#PeakID(python identify_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_5596	chr3	49929402	49929802	+	1000	118.0	[12.820818]	[86]	[12.820818]	[87]	[49929584]	[49929585]
640_5603	chr6	36660782	36661182	+	1000	118.0	[9.859796]	[150]	[9.957076]	[151]	[36661030]	[36661031]
640_5608	chr7	100428049	100428449	+	1000	118.0	[]	[]	[7.981569]	[114]	[]	[100428261]
640_561	chr8	66428809	66429209	+	1000	318.0	[9.957076]	[135]	[12.820818]	[136]	[66429042]	[66429043]
640_5614	chr8	67064176	67064576	+	1000	118.0	[7.5613456]	[157]	[8.334265]	[158]	[67064413]	[67064414]
640_5615	chr8	89983965	89984365	+	1000	118.0	[7.3984704]	[82]	[]	[]	[89984142]	[]
640_5618	chr8	133572025	133572425	+	1000	118.0	[12.820818]	[98]	[12.820818]	[99]	[133572219]	[133572220]
640_562	chr8	103415208	103415608	+	1000	318.0	[7.981569]	[109]	[7.3805842]	[110]	[103415415]	[103415416]
640_5621	chr1	3857147	3857547	+	1000	117.0	[7.5613456]	[112]	[7.5613456, 8.334265]	[100, 113]	[3857337]	[3857325, 3857338]
640_5627	chr1	117122037	117122437	+	1000	117.0	[8.344066]	[120]	[8.415534]	[121]	[117122257]	[117122258]
640_563	chr1	16440426	16440826	+	1000	317.0	[12.820818]	[73]	[9.859796]	[74]	[16440593]	[16440594]
640_5630	chr11	1262478	1262878	+	1000	117.0	[8.344066, 9.859796]	[83, 135]	[9.3206]	[136]	[1262661, 1262713]	[1262714]
640_5631	chr11	3642424	3642824	+	1000	117.0	[12.820818]	[93]	[9.957076]	[94]	[3642609]	[3642610]
640_5633	chr11	45804894	45805294	+	1000	117.0	[12.820818]	[115]	[12.820818]	[116]	[45805094]	[45805095]
640_5634	chr11	62678924	62679324	+	1000	117.0	[9.3206]	[106]	[12.820818]	[107]	[62679112]	[62679113]
640_5636	chr12	31074017	31074417	+	1000	117.0	[8.415534]	[135]	[]	[]	[31074248]	[]
640_5645	chr16	1826996	1827396	+	1000	117.0	[12.820818]	[129]	[9.3206]	[130]	[1827207]	[1827208]
640_5646	chr16	30091818	30092218	+	1000	117.0	[8.344066]	[127]	[8.415534]	[128]	[30091993]	[30091994]
640_5648	chr17	4365085	4365485	+	1000	117.0	[9.957076]	[97]	[12.820818]	[98]	[4365280]	[4365281]
640_5649	chr17	36486400	36486800	+	1000	117.0	[]	[]	[8.415534]	[155]	[]	[36486636]
640_5656	chr19	1568322	1568722	+	1000	117.0	[9.957076]	[107]	[9.957076]	[108]	[1568524]	[1568525]
640_5659	chr19	13051549	13051949	+	1000	117.0	[12.820818]	[60]	[12.820818]	[61]	[13051703]	[13051704]
640_566	chr14	22929145	22929545	+	1000	317.0	[]	[]	[8.415534]	[75]	[]	[22929320]
640_5664	chr19	49145782	49146182	+	1000	117.0	[]	[]	[7.981569]	[102]	[]	[49145967]
640_5665	chr19	52138682	52139082	+	1000	117.0	[12.820818]	[98]	[12.820818]	[99]	[52138868]	[52138869]
640_5667	chr2	85602460	85602860	+	1000	117.0	[7.981569]	[106]	[7.3805842]	[107]	[85602648]	[85602649]
640_5670	chr20	45891125	45891525	+	1000	117.0	[9.3206, 9.3206]	[83, 100]	[12.820818, 9.3206]	[84, 101]	[45891292, 45891309]	[45891293, 45891310]
640_5673	chr22	45163535	45163935	+	1000	117.0	[12.820818]	[122]	[9.3206]	[123]	[45163750]	[45163751]
640_5677	chr4	183444266	183444666	+	1000	117.0	[7.981569]	[118]	[7.3805842, 7.3984704]	[119, 181]	[183444443]	[183444444, 183444506]
640_5679	chr4	185203350	185203750	+	1000	117.0	[7.981569]	[101]	[7.3805842, 8.415787]	[102, 155]	[185203541]	[185203542, 185203595]
640_5680	chr5	79514409	79514809	+	1000	117.0	[]	[]	[8.415534]	[169]	[]	[79514636]
640_5684	chr5	163505276	163505676	+	1000	117.0	[]	[]	[8.344066]	[90]	[]	[163505464]
640_5692	chr8	38382887	38383287	+	1000	117.0	[9.3206]	[122]	[9.957076]	[123]	[38383100]	[38383101]
640_57	chr10	69179727	69180127	+	1000	532.0	[12.820818, 9.3206]	[93, 136]	[9.957076, 9.3206]	[94, 137]	[69179919, 69179962]	[69179920, 69179963]
640_5706	chr1	43994799	43995199	+	1000	116.0	[9.081068]	[155]	[8.415787]	[156]	[43995038]	[43995039]
640_571	chr11	18322334	18322734	+	1000	316.0	[9.3206, 9.3206]	[89, 122]	[9.957076, 9.957076]	[90, 123]	[18322522, 18322555]	[18322523, 18322556]
640_5712	chr1	197146296	197146696	+	1000	116.0	[7.3805842]	[120]	[7.981569]	[121]	[197146478]	[197146479]
640_5713	chr1	205775300	205775700	+	1000	116.0	[9.3206]	[73]	[9.957076]	[74]	[205775457]	[205775458]
640_5714	chr1	206544764	206545164	+	1000	116.0	[12.820818, 12.820818]	[92, 114]	[9.859796, 12.820818]	[93, 115]	[206544947, 206544969]	[206544948, 206544970]
640_5715	chr1	206634293	206634693	+	1000	116.0	[7.5613456, 7.981569]	[73, 148]	[8.334265]	[74]	[206634461, 206634536]	[206634462]
640_5718	chr10	5462249	5462649	+	1000	116.0	[]	[]	[7.1483927]	[88]	[]	[5462416]
640_5719	chr10	11178546	11178946	+	1000	116.0	[8.415787]	[81]	[]	[]	[11178723]	[]
640_572	chr15	74956138	74956538	+	1000	316.0	[8.415534, 9.957076]	[59, 107]	[9.3206]	[108]	[74956296, 74956344]	[74956345]
640_5720	chr10	17348810	17349210	+	1000	116.0	[9.957076]	[95]	[12.820818]	[96]	[17349001]	[17349002]
640_5727	chr11	75589883	75590283	+	1000	116.0	[]	[]	[8.415787]	[155]	[]	[75590131]
640_5733	chr12	50111951	50112351	+	1000	116.0	[9.3206]	[131]	[8.334265, 9.859796]	[60, 132]	[50112182]	[50112111, 50112183]
640_574	chr16	31180425	31180825	+	1000	315.0	[7.981569]	[161]	[]	[]	[31180662]	[]
640_5744	chr16	89575585	89575985	+	1000	116.0	[12.820818]	[87]	[9.957076]	[88]	[89575756]	[89575757]
640_5746	chr17	37609272	37609672	+	1000	116.0	[12.820818]	[185]	[9.3206]	[186]	[37609487]	[37609488]
640_5747	chr17	82200847	82201247	+	1000	116.0	[]	[]	[8.415787]	[143]	[]	[82201083]
640_5749	chr18	9914994	9915394	+	1000	116.0	[8.415534]	[79]	[]	[]	[9915163]	[]
640_5751	chr19	1415447	1415847	+	1000	116.0	[]	[]	[8.415534]	[90]	[]	[1415628]
640_5753	chr19	48965861	48966261	+	1000	116.0	[7.981569]	[118]	[8.415534]	[137]	[48966063]	[48966082]
640_5754	chr19	49489730	49490130	+	1000	116.0	[]	[]	[7.3805842]	[109]	[]	[49489934]
640_5760	chr20	3846588	3846988	+	1000	116.0	[8.344066, 8.415787]	[95, 123]	[9.081068]	[124]	[3846769, 3846797]	[3846798]
640_5761	chr21	42319788	42320188	+	1000	116.0	[12.820818]	[107]	[9.957076]	[108]	[42319987]	[42319988]
640_5763	chr22	31496244	31496644	+	1000	116.0	[7.981569]	[118]	[]	[]	[31496460]	[]
640_577	chrX	154397967	154398367	+	1000	315.0	[9.081068]	[90]	[8.415787]	[91]	[154398151]	[154398152]
640_5773	chr6	6928047	6928447	+	1000	116.0	[]	[]	[8.415787]	[155]	[]	[6928292]
640_5774	chr6	14728594	14728994	+	1000	116.0	[]	[]	[8.415787]	[100]	[]	[14728788]
640_5775	chr6	34235309	34235709	+	1000	116.0	[9.957076]	[113]	[9.957076]	[114]	[34235516]	[34235517]
640_5778	chr6	63635615	63636015	+	1000	116.0	[9.3206]	[96]	[9.3206]	[97]	[63635809]	[63635810]
640_5779	chr6	85641853	85642253	+	1000	116.0	[9.859796]	[86]	[9.957076]	[87]	[85642018]	[85642019]
640_5780	chr7	16644637	16645037	+	1000	116.0	[]	[]	[7.1483927]	[167]	[]	[16644870]
640_5781	chr7	74617350	74617750	+	1000	116.0	[12.820818]	[132]	[12.820818]	[133]	[74617554]	[74617555]
640_5788	chr1	11736738	11737138	+	1000	115.0	[12.820818]	[93]	[9.859796]	[94]	[11736925]	[11736926]
640_5793	chr1	153465751	153466151	+	1000	115.0	[12.820818]	[111]	[12.820818]	[112]	[153465962]	[153465963]
640_5796	chr10	7818151	7818551	+	1000	115.0	[7.5613456, 8.334265]	[72, 113]	[]	[]	[7818320, 7818361]	[]
640_5797	chr10	17201150	17201550	+	1000	115.0	[9.081068]	[112]	[]	[]	[17201340]	[]
640_5798	chr10	22003720	22004120	+	1000	115.0	[8.415787, 12.820818]	[116, 173]	[9.081068, 12.820818]	[117, 174]	[22003907, 22003964]	[22003908, 22003965]
640_580	chr8	42214844	42215244	+	1000	314.0	[7.4328523]	[107]	[]	[]	[42215050]	[]
640_5802	chr10	130110494	130110894	+	1000	115.0	[7.2921777]	[110]	[]	[]	[130110703]	[]
640_5806	chr11	119067568	119067968	+	1000	115.0	[12.820818, 9.3206]	[93, 115]	[9.3206, 9.3206]	[94, 116]	[119067761, 119067783]	[119067762, 119067784]
640_581	chr9	132669789	132670189	+	1000	314.0	[12.820818]	[118]	[8.344066, 12.820818]	[69, 119]	[132669999]	[132669950, 132670000]
640_5810	chr13	99053577	99053977	+	1000	115.0	[]	[]	[8.415787]	[90]	[]	[99053767]
640_5811	chr14	36976575	36976975	+	1000	115.0	[7.3538165]	[75]	[]	[]	[36976750]	[]
640_5814	chr15	65385551	65385951	+	1000	115.0	[8.344066]	[112]	[]	[]	[65385760]	[]
640_5818	chr16	25107988	25108388	+	1000	115.0	[7.5613456, 12.820818]	[94, 114]	[8.334265, 12.820818]	[95, 115]	[25108180, 25108200]	[25108181, 25108201]
640_582	chr1	31954601	31955001	+	1000	313.0	[12.820818]	[87]	[12.820818]	[88]	[31954786]	[31954787]
640_5825	chr18	7022273	7022673	+	1000	115.0	[12.820818]	[66]	[9.859796]	[67]	[7022439]	[7022440]
640_5826	chr18	22933666	22934066	+	1000	115.0	[]	[]	[8.415534, 7.5613456]	[120, 139]	[]	[22933878, 22933897]
640_584	chr9	89318207	89318607	+	1000	313.0	[12.820818]	[88]	[9.957076]	[89]	[89318389]	[89318390]
640_5846	chr4	6917640	6918040	+	1000	115.0	[]	[]	[8.415534, 7.981569]	[107, 148]	[]	[6917835, 6917876]
640_585	chr1	11273318	11273718	+	1000	312.0	[12.820818]	[108]	[12.820818]	[109]	[11273517]	[11273518]
640_5852	chr5	83474360	83474760	+	1000	115.0	[12.820818]	[127]	[12.820818]	[128]	[83474587]	[83474588]
640_586	chr1	112955704	112956104	+	1000	312.0	[8.344066]	[91]	[8.415534]	[92]	[112955879]	[112955880]
640_5863	chr6	35920134	35920534	+	1000	115.0	[8.415787, 9.081068]	[85, 127]	[9.081068, 8.415787]	[86, 128]	[35920309, 35920351]	[35920310, 35920352]
640_5867	chr7	99472656	99473056	+	1000	115.0	[]	[]	[8.334265]	[133]	[]	[99472879]
640_587	chr2	170973334	170973734	+	1000	312.0	[12.820818]	[100]	[12.820818]	[101]	[170973530]	[170973531]
640_5872	chr7	151083359	151083759	+	1000	115.0	[12.820818]	[150]	[9.859796]	[151]	[151083598]	[151083599]
640_5876	chrX	154751336	154751736	+	1000	115.0	[8.334265, 9.081068]	[54, 67]	[]	[]	[154751488, 154751501]	[]
640_5877	chr1	1398123	1398523	+	1000	114.0	[7.5613456]	[99]	[8.334265]	[100]	[1398315]	[1398316]
640_5879	chr1	2391436	2391836	+	1000	114.0	[7.4328523]	[81]	[]	[]	[2391607]	[]
640_5887	chr1	246566811	246567211	+	1000	114.0	[7.981569]	[109]	[7.3805842, 7.5613456]	[110, 138]	[246567014]	[246567015, 246567043]
640_5890	chr10	99732100	99732500	+	1000	114.0	[7.3538165]	[110]	[7.981569, 8.344066]	[130, 143]	[99732306]	[99732326, 99732339]
640_5891	chr10	118754882	118755282	+	1000	114.0	[9.957076]	[95]	[12.820818]	[96]	[118755073]	[118755074]
640_5893	chr11	65662855	65663255	+	1000	114.0	[7.3538165]	[139]	[]	[]	[65663066]	[]
640_5894	chr11	77191988	77192388	+	1000	114.0	[]	[]	[7.1483927, 8.334265]	[130, 157]	[]	[77192207, 77192234]
640_5896	chr11	134360243	134360643	+	1000	114.0	[8.344066]	[101]	[8.415534]	[102]	[134360426]	[134360427]
640_5897	chr12	22544346	22544746	+	1000	114.0	[]	[]	[7.3538165]	[119]	[]	[22544558]
640_5905	chr16	3305125	3305525	+	1000	114.0	[8.344066]	[95]	[8.415534]	[96]	[3305309]	[3305310]
640_5907	chr16	57736504	57736904	+	1000	114.0	[9.859796]	[88]	[12.820818]	[89]	[57736683]	[57736684]
640_591	chr16	21520387	21520787	+	1000	311.0	[9.957076, 8.415534]	[96, 139]	[9.957076, 8.344066]	[97, 140]	[21520581, 21520624]	[21520582, 21520625]
640_5910	chr16	88769722	88770122	+	1000	114.0	[8.415787]	[163]	[9.081068]	[164]	[88769940]	[88769941]
640_5911	chr17	5111772	5112172	+	1000	114.0	[]	[]	[8.344066]	[94]	[]	[5111960]
640_5912	chr17	40344994	40345394	+	1000	114.0	[9.957076]	[102]	[12.820818]	[103]	[40345190]	[40345191]
640_5913	chr17	50707116	50707516	+	1000	114.0	[12.820818]	[112]	[12.820818, 7.981569]	[113, 152]	[50707312]	[50707313, 50707352]
640_5923	chr2	112055117	112055517	+	1000	114.0	[7.2921777]	[93]	[]	[]	[112055304]	[]
640_5927	chr2	190881847	190882247	+	1000	114.0	[9.957076]	[103]	[9.859796]	[104]	[190882039]	[190882040]
640_5937	chr4	147684016	147684416	+	1000	114.0	[]	[]	[7.5613456, 7.2921777]	[98, 140]	[]	[147684209, 147684251]
640_5939	chr6	11143718	11144118	+	1000	114.0	[8.415787]	[90]	[]	[]	[11143907]	[]
640_594	chr2	117814482	117814882	+	1000	311.0	[9.957076]	[112]	[9.957076]	[113]	[117814689]	[117814690]
640_5944	chr7	38342129	38342529	+	1000	114.0	[9.859796]	[122]	[12.820818]	[123]	[38342341]	[38342342]
640_5952	chr9	95511889	95512289	+	1000	114.0	[8.415787]	[150]	[8.415534]	[116]	[95512132]	[95512098]
640_5957	chr1	36703698	36704098	+	1000	113.0	[]	[]	[7.981569]	[119]	[]	[36703914]
640_5962	chr1	226626483	226626883	+	1000	113.0	[9.957076]	[155]	[9.859796]	[156]	[226626715]	[226626716]
640_5965	chr10	72340388	72340788	+	1000	113.0	[7.981569]	[118]	[]	[]	[72340597]	[]
640_5967	chr10	102644763	102645163	+	1000	113.0	[12.820818]	[134]	[9.957076]	[135]	[102644968]	[102644969]
640_5969	chr11	57425943	57426343	+	1000	113.0	[12.820818]	[114]	[9.957076]	[115]	[57426142]	[57426143]
640_597	chr11	57657506	57657906	+	1000	310.0	[8.415534]	[121]	[]	[]	[57657723]	[]
640_5971	chr11	65134422	65134822	+	1000	113.0	[7.3538165]	[145]	[]	[]	[65134599]	[]
640_5977	chr12	57027175	57027575	+	1000	113.0	[9.957076]	[91]	[12.820818]	[92]	[57027363]	[57027364]
640_598	chr11	67239867	67240267	+	1000	310.0	[]	[]	[8.415787]	[111]	[]	[67240071]
640_5991	chr18	58118020	58118420	+	1000	113.0	[]	[]	[9.081068]	[99]	[]	[58118212]
640_5993	chr19	1408235	1408635	+	1000	113.0	[9.957076]	[120]	[12.820818]	[121]	[1408451]	[1408452]
640_5995	chr2	68062828	68063228	+	1000	113.0	[7.3805842]	[122]	[]	[]	[68063035]	[]
640_5998	chr2	219510050	219510450	+	1000	113.0	[8.415787]	[75]	[]	[]	[219510223]	[]
640_60	chr2	74198381	74198781	+	1000	529.0	[7.3805842, 8.415534]	[94, 113]	[7.981569, 8.344066]	[95, 114]	[74198571, 74198590]	[74198572, 74198591]
640_6003	chr21	44817909	44818309	+	1000	113.0	[9.3206]	[112]	[7.3984704, 12.820818, 7.981569]	[104, 113, 131]	[44818120]	[44818112, 44818121, 44818139]
640_6011	chr3	113745979	113746379	+	1000	113.0	[9.859796]	[104]	[9.957076]	[105]	[113746175]	[113746176]
640_602	chr12	121352269	121352669	+	1000	309.0	[8.415534]	[184]	[9.081068]	[231]	[121352459]	[121352506]
640_603	chr19	17859908	17860308	+	1000	309.0	[8.415534]	[142]	[8.344066]	[143]	[17860142]	[17860143]
640_6040	chr8	124651088	124651488	+	1000	113.0	[9.3206]	[125]	[9.859796]	[126]	[124651308]	[124651309]
640_605	chr6	45377959	45378359	+	1000	309.0	[8.344066]	[113]	[8.415534]	[114]	[45378167]	[45378168]
640_6050	chrX	153926006	153926406	+	1000	113.0	[8.344066]	[138]	[8.415534]	[139]	[153926240]	[153926241]
640_6052	chr1	25782758	25783158	+	1000	112.0	[7.981569]	[147]	[]	[]	[25782994]	[]
640_6054	chr1	64864163	64864563	+	1000	112.0	[]	[]	[7.1483927]	[149]	[]	[64864401]
640_6055	chr1	109214118	109214518	+	1000	112.0	[8.344066]	[157]	[]	[]	[109214341]	[]
640_606	chr9	131270543	131270943	+	1000	309.0	[12.820818]	[105]	[12.820818]	[106]	[131270744]	[131270745]
640_6064	chr11	2303621	2304021	+	1000	112.0	[]	[]	[8.415787]	[138]	[]	[2303848]
640_6066	chr11	44780920	44781320	+	1000	112.0	[9.081068]	[142]	[]	[]	[44781161]	[]
640_607	chr10	43606245	43606645	+	1000	308.0	[8.415534]	[94]	[8.344066]	[95]	[43606434]	[43606435]
640_6070	chr11	108121703	108122103	+	1000	112.0	[9.957076]	[163]	[9.859796]	[164]	[108121942]	[108121943]
640_6073	chr12	108628369	108628769	+	1000	112.0	[]	[]	[7.3538165]	[96]	[]	[108628544]
640_6074	chr13	30674085	30674485	+	1000	112.0	[8.415534, 7.981569]	[77, 115]	[7.3805842]	[116]	[30674254, 30674292]	[30674293]
640_6076	chr14	49598746	49599146	+	1000	112.0	[8.415534]	[84]	[7.2921777]	[150]	[49598930]	[49598996]
640_6081	chr16	29806569	29806969	+	1000	112.0	[7.3984704]	[87]	[]	[]	[29806743]	[]
640_6085	chr16	46688542	46688942	+	1000	112.0	[8.344066]	[118]	[]	[]	[46688757]	[]
640_6088	chr16	85557084	85557484	+	1000	112.0	[7.5613456, 12.820818]	[87, 97]	[8.334265, 9.3206]	[88, 98]	[85557260, 85557270]	[85557261, 85557271]
640_6096	chr19	3761543	3761943	+	1000	112.0	[8.344066]	[134]	[8.415534]	[135]	[3761750]	[3761751]
640_6097	chr19	4182385	4182785	+	1000	112.0	[7.4328523]	[69]	[]	[]	[4182551]	[]
640_6099	chr19	17469309	17469709	+	1000	112.0	[9.859796]	[112]	[9.859796]	[113]	[17469503]	[17469504]
640_61	chr3	196942315	196942715	+	1000	528.0	[]	[]	[7.981569]	[126]	[]	[196942541]
640_6107	chr2	171161044	171161444	+	1000	112.0	[8.334265]	[91]	[7.3984704]	[148]	[171161233]	[171161290]
640_6108	chr2	200864510	200864910	+	1000	112.0	[]	[]	[7.3984704]	[141]	[]	[200864742]
640_6111	chr20	63627242	63627642	+	1000	112.0	[]	[]	[7.981569]	[129]	[]	[63627470]
640_6115	chr3	20186158	20186558	+	1000	112.0	[9.3206, 8.334265]	[63, 102]	[9.3206, 7.5613456]	[64, 103]	[20186314, 20186353]	[20186315, 20186354]
640_6117	chr3	126355745	126356145	+	1000	112.0	[9.957076]	[95]	[12.820818]	[96]	[126355938]	[126355939]
640_6118	chr4	9153204	9153604	+	1000	112.0	[]	[]	[8.334265]	[93]	[]	[9153389]
640_6119	chr4	85681208	85681608	+	1000	112.0	[7.3805842]	[68]	[]	[]	[85681374]	[]
640_612	chr12	110468332	110468732	+	1000	307.0	[12.820818]	[82]	[9.957076]	[83]	[110468514]	[110468515]
640_6121	chr4	159151063	159151463	+	1000	112.0	[9.081068]	[93]	[8.415787]	[94]	[159151248]	[159151249]
640_6133	chr6	81938316	81938716	+	1000	112.0	[9.081068]	[99]	[8.334265]	[130]	[81938513]	[81938544]
640_6138	chr7	140177036	140177436	+	1000	112.0	[7.3984704]	[135]	[]	[]	[140177265]	[]
640_6141	chr7	159197541	159197941	+	1000	112.0	[9.3206]	[125]	[9.859796]	[126]	[159197763]	[159197764]
640_6147	chr9	98118884	98119284	+	1000	112.0	[8.344066]	[172]	[8.415534]	[173]	[98119095]	[98119096]
640_6167	chr10	110765459	110765859	+	1000	111.0	[]	[]	[8.415787]	[113]	[]	[110765671]
640_617	chr7	1504296	1504696	+	1000	307.0	[]	[]	[8.415787]	[166]	[]	[1504541]
640_6170	chr11	45847069	45847469	+	1000	111.0	[]	[]	[9.081068]	[111]	[]	[45847276]
640_6173	chr12	56126110	56126510	+	1000	111.0	[7.5613456]	[137]	[8.334265, 7.5613456]	[138, 145]	[56126345]	[56126346, 56126353]
640_6174	chr12	68745931	68746331	+	1000	111.0	[9.3206]	[113]	[12.820818]	[114]	[68746128]	[68746129]
640_6175	chr12	118345336	118345736	+	1000	111.0	[9.081068]	[101]	[]	[]	[118345524]	[]
640_6177	chr13	36214360	36214760	+	1000	111.0	[9.957076]	[83]	[9.957076]	[84]	[36214536]	[36214537]
640_618	chr8	41828338	41828738	+	1000	307.0	[7.5613456, 12.820818]	[90, 124]	[8.334265, 9.957076]	[91, 125]	[41828522, 41828556]	[41828523, 41828557]
640_6180	chr14	23302077	23302477	+	1000	111.0	[9.957076]	[95]	[12.820818]	[96]	[23302228]	[23302229]
640_6186	chr15	72375805	72376205	+	1000	111.0	[12.820818, 7.3984704]	[101, 132]	[9.3206]	[102]	[72376006, 72376037]	[72376007]
640_6195	chr17	32897413	32897813	+	1000	111.0	[]	[]	[7.3538165]	[167]	[]	[32897656]
640_6197	chr17	58414604	58415004	+	1000	111.0	[9.859796]	[124]	[12.820818]	[125]	[58414820]	[58414821]
640_6204	chr19	35740617	35741017	+	1000	111.0	[8.344066]	[89]	[8.415534]	[90]	[35740795]	[35740796]
640_6209	chr19	49129209	49129609	+	1000	111.0	[]	[]	[8.344066]	[104]	[]	[49129410]
640_6216	chr2	218710686	218711086	+	1000	111.0	[]	[]	[8.344066]	[158]	[]	[218710924]
640_6218	chr20	53623350	53623750	+	1000	111.0	[7.981569]	[98]	[]	[]	[53623547]	[]
640_622	chr10	988241	988641	+	1000	306.0	[8.334265, 8.415534]	[84, 126]	[]	[]	[988416, 988458]	[]
640_6229	chr3	194572338	194572738	+	1000	111.0	[9.957076]	[90]	[9.3206, 8.415787]	[91, 138]	[194572528]	[194572529, 194572576]
640_6230	chr3	197959837	197960237	+	1000	111.0	[9.3206, 7.3805842]	[82, 123]	[12.820818]	[83]	[197960018, 197960059]	[197960019]
640_6239	chr6	34982313	34982713	+	1000	111.0	[9.859796]	[141]	[12.820818]	[142]	[34982537]	[34982538]
640_6241	chr6	41027956	41028356	+	1000	111.0	[]	[]	[8.415534]	[142]	[]	[41028178]
640_6243	chr6	109308042	109308442	+	1000	111.0	[]	[]	[7.981569]	[93]	[]	[109308235]
640_6245	chr6	157980917	157981317	+	1000	111.0	[9.859796]	[98]	[9.957076]	[99]	[157981095]	[157981096]
640_6259	chr9	127556023	127556423	+	1000	111.0	[8.415787]	[126]	[9.081068]	[127]	[127556234]	[127556235]
640_6265	chr1	14436964	14437364	+	1000	110.0	[9.081068]	[94]	[]	[]	[14437157]	[]
640_6266	chr1	26677352	26677752	+	1000	110.0	[9.081068]	[73]	[]	[]	[26677516]	[]
640_6269	chr1	39385567	39385967	+	1000	110.0	[7.3805842]	[136]	[7.981569]	[137]	[39385796]	[39385797]
640_6270	chr1	52553247	52553647	+	1000	110.0	[8.344066]	[91]	[8.415534]	[92]	[52553435]	[52553436]
640_6275	chr1	167553465	167553865	+	1000	110.0	[7.3984704]	[103]	[7.4328523]	[104]	[167553627]	[167553628]
640_6276	chr1	202348309	202348709	+	1000	110.0	[]	[]	[7.4328523]	[131]	[]	[202348528]
640_628	chr17	60392295	60392695	+	1000	305.0	[8.415787]	[124]	[]	[]	[60392499]	[]
640_6288	chr11	47578810	47579210	+	1000	110.0	[7.2921777]	[72]	[]	[]	[47578981]	[]
640_6295	chr12	57429742	57430142	+	1000	110.0	[12.820818]	[96]	[12.820818]	[97]	[57429928]	[57429929]
640_6298	chr15	32615292	32615692	+	1000	110.0	[7.3984704]	[147]	[7.4328523]	[148]	[32615509]	[32615510]
640_63	chr6	34237983	34238383	+	1000	522.0	[8.415534]	[106]	[8.344066]	[107]	[34238188]	[34238189]
640_630	chr16	8797627	8798027	+	1000	304.0	[7.981569]	[131]	[]	[]	[8797838]	[]
640_6302	chr16	9090406	9090806	+	1000	110.0	[9.957076]	[104]	[12.820818]	[105]	[9090603]	[9090604]
640_6306	chr18	322498	322898	+	1000	110.0	[]	[]	[8.415787]	[87]	[]	[322684]
640_6307	chr18	11851146	11851546	+	1000	110.0	[8.334265]	[129]	[]	[]	[11851375]	[]
640_631	chr16	69132415	69132815	+	1000	304.0	[9.957076]	[126]	[12.820818]	[127]	[69132632]	[69132633]
640_6313	chr2	54115386	54115786	+	1000	110.0	[9.081068]	[136]	[]	[]	[54115613]	[]
640_6314	chr2	73828805	73829205	+	1000	110.0	[]	[]	[7.1483927]	[113]	[]	[73829015]
640_6315	chr2	195658059	195658459	+	1000	110.0	[9.3206, 8.415787]	[128, 144]	[12.820818, 9.081068, 7.981569]	[129, 145, 170]	[195658262, 195658278]	[195658263, 195658279, 195658304]
640_6317	chr20	38731427	38731827	+	1000	110.0	[12.820818]	[81]	[9.957076]	[82]	[38731598]	[38731599]
640_6318	chr20	58236576	58236976	+	1000	110.0	[]	[]	[7.981569]	[118]	[]	[58236785]
640_632	chr19	58386585	58386985	+	1000	304.0	[8.415534]	[77]	[]	[]	[58386759]	[]
640_633	chr2	183124671	183125071	+	1000	304.0	[9.859796]	[124]	[12.820818]	[125]	[183124891]	[183124892]
640_6338	chr6	27892943	27893343	+	1000	110.0	[7.2921777]	[149]	[]	[]	[27893136]	[]
640_6341	chr6	57172413	57172813	+	1000	110.0	[8.415534]	[89]	[8.344066]	[90]	[57172600]	[57172601]
640_6346	chr7	140398329	140398729	+	1000	110.0	[12.820818]	[112]	[9.3206]	[113]	[140398539]	[140398540]
640_6347	chr8	144060628	144061028	+	1000	110.0	[7.4328523]	[132]	[]	[]	[144060844]	[]
640_6353	chr9	136110398	136110798	+	1000	110.0	[9.957076]	[72]	[12.820818]	[73]	[136110569]	[136110570]
640_6366	chr1	100400329	100400729	+	1000	109.0	[]	[]	[9.081068]	[110]	[]	[100400527]
640_637	chr12	92929384	92929784	+	1000	303.0	[8.415534]	[105]	[]	[]	[92929585]	[]
640_6374	chr10	22316187	22316587	+	1000	109.0	[9.3206]	[93]	[12.820818]	[94]	[22316379]	[22316380]
640_6376	chr10	72275357	72275757	+	1000	109.0	[9.957076]	[109]	[9.957076]	[110]	[72275560]	[72275561]
640_6382	chr11	78292161	78292561	+	1000	109.0	[9.957076]	[95]	[9.3206]	[96]	[78292340]	[78292341]
640_6383	chr12	642601	643001	+	1000	109.0	[12.820818]	[95]	[9.3206]	[96]	[642784]	[642785]
640_6386	chr13	26222049	26222449	+	1000	109.0	[]	[]	[7.3538165]	[126]	[]	[26222261]
640_6388	chr14	55411726	55412126	+	1000	109.0	[8.415534]	[137]	[]	[]	[55411946]	[]
640_6390	chr14	105019203	105019603	+	1000	109.0	[7.3805842]	[95]	[7.981569]	[96]	[105019393]	[105019394]
640_6397	chr17	29591119	29591519	+	1000	109.0	[9.957076]	[88]	[12.820818]	[89]	[29591295]	[29591296]
640_64	chr22	21001649	21002049	+	1000	518.0	[9.957076]	[52]	[9.3206]	[53]	[21001801]	[21001802]
