#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_8636	chr4	94298783	94299183	+	1000	39.0	[13.574681]	[130]	[]	[]	[94299009]	[]
681_8641	chr5	39716453	39716853	+	1000	39.0	[]	[]	[8.7080965]	[164]	[]	[39716693]
681_8644	chr5	76738940	76739340	+	1000	39.0	[]	[]	[13.574681]	[96]	[]	[76739126]
681_8645	chr5	79514354	79514754	+	1000	39.0	[8.587537]	[158]	[]	[]	[79514551]	[]
681_8646	chr5	80257067	80257467	+	1000	39.0	[]	[]	[6.7890983, 7.877071]	[117, 150]	[]	[80257236, 80257269]
681_8647	chr5	108382331	108382731	+	922	39.0	[]	[]	[7.3877554]	[72]	[]	[108382493]
681_8649	chr5	122099051	122099451	+	1000	39.0	[6.749954]	[193]	[]	[]	[122099266]	[]
681_865	chr19	10879024	10879424	+	1000	97.0	[]	[]	[15.375314]	[119]	[]	[10879223]
681_8652	chr5	134004055	134004455	+	1000	39.0	[]	[]	[8.780026]	[181]	[]	[134004306]
681_8654	chr5	135297370	135297770	+	1000	39.0	[7.695302]	[160]	[13.574681]	[112]	[135297612]	[135297564]
681_8656	chr5	140664302	140664702	+	1000	39.0	[8.767773]	[123]	[]	[]	[140664510]	[]
681_8657	chr5	143245848	143246248	+	1000	39.0	[]	[]	[10.225179]	[121]	[]	[143246067]
681_8661	chr5	181194471	181194871	+	1000	39.0	[8.274998, 8.9727955]	[92, 133]	[9.103049]	[156]	[181194639, 181194680]	[181194703]
681_8662	chr5	181243573	181243973	+	1000	39.0	[8.49737]	[93]	[9.274022]	[112]	[181243760]	[181243779]
681_8663	chr6	2858309	2858709	+	1000	39.0	[9.6081915]	[247]	[]	[]	[2858559]	[]
681_8666	chr6	15340674	15341074	+	1000	39.0	[8.471953]	[115]	[]	[]	[15340837]	[]
681_8669	chr6	27618170	27618570	+	1000	39.0	[]	[]	[7.062725]	[88]	[]	[27618337]
681_867	chr22	22697687	22698087	+	1000	97.0	[]	[]	[6.7671185]	[105]	[]	[22697875]
681_8671	chr6	28816843	28817243	+	1000	39.0	[6.7864943]	[143]	[]	[]	[28817074]	[]
681_8673	chr6	31548091	31548491	+	1000	39.0	[8.176768]	[219]	[]	[]	[31548342]	[]
681_8678	chr6	34888929	34889329	+	1000	39.0	[]	[]	[9.409009]	[180]	[]	[34889158]
681_868	chr22	50028179	50028579	+	1000	97.0	[8.176768]	[71]	[]	[]	[50028336]	[]
681_8680	chr6	36848703	36849103	+	888	39.0	[6.9421754]	[118]	[]	[]	[36848875]	[]
681_8681	chr6	37005430	37005830	+	1000	39.0	[9.095084]	[149]	[]	[]	[37005605]	[]
681_8683	chr6	42197651	42198051	+	1000	39.0	[10.25437]	[174]	[]	[]	[42197901]	[]
681_8686	chr6	44130071	44130471	+	1000	39.0	[10.400684]	[130]	[]	[]	[44130261]	[]
681_8688	chr6	46370602	46371002	+	1000	39.0	[12.623525, 10.314935]	[126, 133]	[]	[]	[46370794, 46370801]	[]
681_869	chr4	992506	992906	+	1000	97.0	[12.623525, 6.9671407]	[127, 139]	[]	[]	[992717, 992729]	[]
681_8692	chr6	137970366	137970766	+	930	39.0	[7.775529]	[151]	[12.623525]	[159]	[137970532]	[137970540]
681_8693	chr6	147205777	147206177	+	671	39.0	[11.846873]	[131]	[]	[]	[147206008]	[]
681_8694	chr6	150186505	150186905	+	1000	39.0	[]	[]	[7.730097]	[65]	[]	[150186664]
681_8696	chr6	158003968	158004368	+	1000	39.0	[7.9920163]	[121]	[]	[]	[158004126]	[]
681_8697	chr6	159762530	159762930	+	1000	39.0	[15.375314]	[129]	[]	[]	[159762756]	[]
681_8698	chr6	167825542	167825942	+	1000	39.0	[]	[]	[7.3564353]	[106]	[]	[167825726]
681_87	chr7	73572883	73573283	+	1000	250.0	[]	[]	[12.02581]	[107]	[]	[73573083]
681_870	chr5	56123707	56124107	+	1000	97.0	[]	[]	[9.5113535]	[139]	[]	[56123932]
681_8701	chr7	1855035	1855435	+	633	39.0	[]	[]	[10.016101]	[133]	[]	[1855244]
681_8702	chr7	2100151	2100551	+	1000	39.0	[10.400684]	[124]	[]	[]	[2100335]	[]
681_8706	chr7	43756787	43757187	+	846	39.0	[]	[]	[7.3238416, 8.477994]	[113, 132]	[]	[43756990, 43757009]
681_8707	chr7	44541908	44542308	+	1000	39.0	[13.05917]	[202]	[]	[]	[44542149]	[]
681_8708	chr7	44986319	44986719	+	1000	39.0	[]	[]	[6.9495254]	[126]	[]	[44986535]
681_8709	chr7	52017944	52018344	+	1000	39.0	[12.266677]	[104]	[9.110114]	[95]	[52018130]	[52018121]
681_871	chr5	67206938	67207338	+	1000	97.0	[]	[]	[10.822892]	[142]	[]	[67207151]
681_8714	chr7	99243149	99243549	+	1000	39.0	[8.780026]	[122]	[]	[]	[99243354]	[]
681_872	chr9	110257037	110257437	+	1000	97.0	[9.367325]	[65]	[8.151893]	[73]	[110257202]	[110257210]
681_8721	chr7	105742779	105743179	+	1000	39.0	[]	[]	[9.215672]	[153]	[]	[105743021]
681_8722	chr7	107118514	107118914	+	1000	39.0	[7.145733]	[125]	[12.623525]	[99]	[107118728]	[107118702]
681_8723	chr7	107588525	107588925	+	1000	39.0	[]	[]	[7.1165414, 13.574681]	[100, 107]	[]	[107588723, 107588730]
681_8724	chr7	111476000	111476400	+	1000	39.0	[7.69079]	[61]	[]	[]	[111476161]	[]
681_8728	chr7	131586244	131586644	+	1000	39.0	[7.355865]	[132]	[]	[]	[131586468]	[]
681_8729	chr7	135211236	135211636	+	1000	39.0	[6.9671407]	[90]	[]	[]	[135211406]	[]
681_873	chr9	128066334	128066734	+	1000	97.0	[13.574681, 12.02581]	[89, 96]	[10.822892]	[174]	[128066492, 128066499]	[128066577]
681_8730	chr7	135232700	135233100	+	1000	39.0	[10.225179]	[82]	[]	[]	[135232863]	[]
681_8731	chr7	139116044	139116444	+	1000	39.0	[13.574681, 9.6081915]	[120, 127]	[]	[]	[139116242, 139116249]	[]
681_8732	chr7	140205586	140205986	+	1000	39.0	[13.574681, 10.822892]	[125, 132]	[]	[]	[140205791, 140205798]	[]
681_8739	chr7	153381554	153381954	+	1000	39.0	[]	[]	[7.6564493]	[135]	[]	[153381779]
681_8740	chr7	157320945	157321345	+	1000	39.0	[9.828814, 9.965039]	[157, 165]	[]	[]	[157321174, 157321182]	[]
681_8742	chr8	13224374	13224774	+	1000	39.0	[]	[]	[11.341519, 7.9987907, 7.563146]	[193, 200, 207]	[]	[13224590, 13224597, 13224604]
681_8743	chr8	22141124	22141524	+	1000	39.0	[7.9920163]	[172]	[7.2529516]	[161]	[22141322]	[22141311]
681_8744	chr8	22899874	22900274	+	1000	39.0	[13.574681]	[65]	[]	[]	[22900029]	[]
681_8747	chr8	38176478	38176878	+	1000	39.0	[9.731183]	[141]	[]	[]	[38176693]	[]
681_875	chr1	11911410	11911810	+	1000	96.0	[15.375314]	[160]	[7.8757257]	[89]	[11911656]	[11911585]
681_8751	chr8	94098475	94098875	+	1000	39.0	[8.028181]	[143]	[]	[]	[94098710]	[]
681_8755	chr8	123274887	123275287	+	1000	39.0	[]	[]	[10.185661]	[147]	[]	[123275046]
681_876	chr1	34859587	34859987	+	1000	96.0	[8.176768, 6.7778077]	[105, 159]	[]	[]	[34859771, 34859825]	[]
681_8760	chr8	140341742	140342142	+	1000	39.0	[7.375241, 10.046241]	[88, 95]	[8.67447]	[152]	[140341924, 140341931]	[140341988]
681_8761	chr8	141386740	141387140	+	1000	39.0	[11.724585]	[68]	[]	[]	[141386896]	[]
681_8765	chr9	91419182	91419582	+	549	39.0	[]	[]	[9.965039]	[86]	[]	[91419366]
681_877	chr1	44721528	44721928	+	1000	96.0	[9.693964]	[141]	[]	[]	[44721707]	[]
681_8770	chr9	98174933	98175333	+	1000	39.0	[12.02581, 11.816733]	[128, 135]	[]	[]	[98175099, 98175106]	[]
681_8771	chr9	98368328	98368728	+	1000	39.0	[10.046241]	[92]	[]	[]	[98368509]	[]
681_8772	chr9	99121971	99122371	+	1000	39.0	[7.702022]	[59]	[]	[]	[99122123]	[]
681_8774	chr9	114610999	114611399	+	1000	39.0	[9.103049]	[130]	[]	[]	[114611167]	[]
681_8777	chr9	130815920	130816320	+	1000	39.0	[9.540887, 6.9376044]	[117, 174]	[]	[]	[130816101, 130816158]	[]
681_8779	chr9	131214228	131214628	+	1000	39.0	[]	[]	[9.409009]	[172]	[]	[131214466]
681_878	chr1	109895799	109896199	+	1000	96.0	[]	[]	[9.274022, 7.473389]	[100, 140]	[]	[109895980, 109896020]
681_8780	chr9	131269288	131269688	+	1000	39.0	[6.9671407]	[218]	[]	[]	[131269539]	[]
681_8784	chr9	137491854	137492254	+	632	39.0	[]	[]	[8.917174]	[141]	[]	[137492081]
681_8785	chrUn_KI270742v1	6750	7150	+	1000	39.0	[8.176768]	[164]	[]	[]	[6957]	[]
681_8787	chrX	120245086	120245486	+	1000	39.0	[]	[]	[7.6564493]	[119]	[]	[120245261]
681_879	chr10	48470101	48470501	+	1000	96.0	[15.375314]	[90]	[]	[]	[48470270]	[]
681_8791	chr1	6393954	6394354	+	1000	38.0	[6.8528676]	[179]	[]	[]	[6394192]	[]
681_8792	chr1	6439274	6439674	+	1000	38.0	[]	[]	[15.375314, 8.9727955]	[73, 107]	[]	[6439436, 6439470]
681_8793	chr1	6609914	6610314	+	1000	38.0	[7.807559]	[117]	[]	[]	[6610088]	[]
681_8795	chr1	15791999	15792399	+	1000	38.0	[]	[]	[7.710721]	[109]	[]	[15792202]
681_8798	chr1	19600483	19600883	+	1000	38.0	[7.415039]	[120]	[7.702022]	[127]	[19600686]	[19600693]
681_8799	chr1	21392853	21393253	+	1000	38.0	[]	[]	[10.016101]	[163]	[]	[21393085]
681_880	chr10	79084233	79084633	+	1000	96.0	[7.96282]	[154]	[6.9182286]	[174]	[79084453]	[79084473]
681_8800	chr1	23528163	23528563	+	1000	38.0	[9.389633]	[64]	[6.749954]	[124]	[23528326]	[23528386]
681_8802	chr1	24688542	24688942	+	951	38.0	[]	[]	[10.016101]	[137]	[]	[24688769]
681_8804	chr1	26584049	26584449	+	855	38.0	[]	[]	[6.9495254, 7.699957]	[136, 149]	[]	[26584239, 26584252]
681_881	chr12	1812885	1813285	+	1000	96.0	[11.426259]	[114]	[11.846873, 9.103049]	[76, 83]	[1813080]	[1813042, 1813049]
681_8811	chr1	31587674	31588074	+	1000	38.0	[11.846873]	[124]	[]	[]	[31587880]	[]
681_8813	chr1	36307475	36307875	+	1000	38.0	[7.473389, 7.69079]	[137, 164]	[]	[]	[36307697, 36307724]	[]
681_8814	chr1	39026211	39026611	+	1000	38.0	[]	[]	[6.8528676]	[142]	[]	[39026380]
681_882	chr15	67091232	67091632	+	1000	96.0	[10.466044]	[105]	[]	[]	[67091421]	[]
681_8820	chr1	43968328	43968728	+	900	38.0	[8.115106]	[108]	[]	[]	[43968535]	[]
681_8822	chr1	46522691	46523091	+	997	38.0	[10.046241]	[143]	[]	[]	[46522861]	[]
681_8825	chr1	52906339	52906739	+	1000	38.0	[]	[]	[9.731183, 8.196144]	[94, 101]	[]	[52906527, 52906534]
681_8827	chr1	67645565	67645965	+	1000	38.0	[]	[]	[15.375314]	[119]	[]	[67645772]
681_8828	chr1	86805869	86806269	+	732	38.0	[6.8698874, 7.589001]	[70, 77]	[]	[]	[86806026, 86806033]	[]
681_8829	chr1	90811488	90811888	+	1000	38.0	[7.007602]	[138]	[]	[]	[90811726]	[]
681_883	chr16	18801521	18801921	+	1000	96.0	[]	[]	[8.600052]	[128]	[]	[18801688]
681_8835	chr1	153671093	153671493	+	1000	38.0	[]	[]	[8.66444]	[104]	[]	[153671289]
681_8839	chr1	179017880	179018280	+	1000	38.0	[6.8528676, 7.893332]	[89, 95]	[]	[]	[179018042, 179018048]	[]
681_884	chr17	44503469	44503869	+	1000	96.0	[]	[]	[12.623525]	[90]	[]	[44503654]
681_8845	chr1	203311769	203312169	+	876	38.0	[6.860204]	[102]	[]	[]	[203311940]	[]
681_8848	chr1	206608060	206608460	+	1000	38.0	[]	[]	[8.66444]	[113]	[]	[206608260]
681_8849	chr1	207241400	207241800	+	1000	38.0	[7.415039]	[152]	[]	[]	[207241642]	[]
681_885	chr17	69047504	69047904	+	1000	96.0	[]	[]	[15.375314]	[136]	[]	[69047717]
681_8850	chr1	211515552	211515952	+	604	38.0	[8.196144]	[119]	[7.8065863]	[143]	[211515763]	[211515787]
681_8854	chr1	228213481	228213881	+	719	38.0	[]	[]	[10.026865]	[93]	[]	[228213672]
681_886	chr19	16463987	16464387	+	1000	96.0	[13.05917]	[137]	[]	[]	[16464216]	[]
681_8860	chr10	21185085	21185485	+	1000	38.0	[]	[]	[9.075708, 12.266677]	[96, 107]	[]	[21185270, 21185281]
681_8865	chr10	45557472	45557872	+	1000	38.0	[]	[]	[7.051181]	[116]	[]	[45557673]
681_8871	chr10	70664892	70665292	+	1000	38.0	[]	[]	[9.274022]	[88]	[]	[70665045]
681_8872	chr10	72328158	72328558	+	1000	38.0	[10.466044]	[138]	[]	[]	[72328347]	[]
681_8874	chr10	86755568	86755968	+	1000	38.0	[10.016101]	[93]	[7.881086]	[154]	[86755747]	[86755808]
681_8876	chr10	119724913	119725313	+	1000	38.0	[]	[]	[8.767773]	[95]	[]	[119725088]
681_8877	chr10	124588691	124589091	+	1000	38.0	[]	[]	[7.2750764, 11.341519, 7.6448336]	[57, 120, 137]	[]	[124588846, 124588909, 124588926]
681_888	chr19	47950101	47950501	+	1000	96.0	[]	[]	[7.355865, 13.05917]	[67, 76]	[]	[47950268, 47950277]
681_8881	chr11	810098	810498	+	1000	38.0	[]	[]	[7.417145]	[142]	[]	[810293]
681_8884	chr11	31811000	31811400	+	809	38.0	[13.574681]	[120]	[]	[]	[31811209]	[]
681_8885	chr11	33723205	33723605	+	1000	38.0	[]	[]	[9.215672]	[120]	[]	[33723399]
681_8887	chr11	64040721	64041121	+	1000	38.0	[]	[]	[7.1165414, 11.8274975]	[131, 138]	[]	[64040940, 64040947]
681_889	chr2	69642565	69642965	+	1000	96.0	[]	[]	[8.176768]	[86]	[]	[69642748]
681_8894	chr11	87190956	87191356	+	693	38.0	[10.822892]	[75]	[]	[]	[87191116]	[]
681_8896	chr12	47820730	47821130	+	1000	38.0	[]	[]	[8.423179, 10.225179]	[109, 122]	[]	[47820928, 47820941]
681_8897	chr12	48716861	48717261	+	1000	38.0	[8.073071]	[163]	[]	[]	[48717099]	[]
681_8898	chr12	49741889	49742289	+	1000	38.0	[9.367325]	[97]	[]	[]	[49742080]	[]
681_89	chr2	27890201	27890601	+	1000	245.0	[13.574681, 11.8274975]	[82, 89]	[]	[]	[27890378, 27890385]	[]
681_8901	chr12	54280653	54281053	+	1000	38.0	[]	[]	[8.514302]	[140]	[]	[54280818]
681_8905	chr12	57874683	57875083	+	1000	38.0	[]	[]	[9.625627, 10.465072]	[68, 112]	[]	[57874841, 57874885]
681_8910	chr12	113966113	113966513	+	708	38.0	[7.8524485, 8.9727955]	[135, 146]	[]	[]	[113966346, 113966357]	[]
681_8915	chr12	123382643	123383043	+	1000	38.0	[12.716828]	[123]	[]	[]	[123382823]	[]
681_8916	chr12	124352797	124353197	+	1000	38.0	[12.02581]	[177]	[]	[]	[124353046]	[]
681_8917	chr12	130835003	130835403	+	1000	38.0	[]	[]	[6.9793944]	[113]	[]	[130835214]
681_8918	chr12	132554860	132555260	+	1000	38.0	[11.846873]	[93]	[]	[]	[132555022]	[]
681_8919	chr13	49315198	49315598	+	1000	38.0	[15.375314, 8.423179]	[117, 124]	[]	[]	[49315401, 49315408]	[]
681_892	chr3	119676933	119677333	+	1000	96.0	[]	[]	[10.026865, 10.026865, 10.026865]	[75, 82, 96]	[]	[119677092, 119677099, 119677113]
681_8920	chr13	80558068	80558468	+	1000	38.0	[15.375314]	[149]	[]	[]	[80558283]	[]
681_8923	chr13	97214912	97215312	+	917	38.0	[11.341519]	[143]	[]	[]	[97215135]	[]
681_8924	chr13	107874826	107875226	+	1000	38.0	[6.8722434]	[236]	[]	[]	[107875076]	[]
681_8928	chr13	107988918	107989318	+	1000	38.0	[]	[]	[8.683034]	[173]	[]	[107989120]
681_8929	chr13	110471740	110472140	+	841	38.0	[10.016101]	[105]	[]	[]	[110471918]	[]
681_893	chr3	171967174	171967574	+	1000	96.0	[]	[]	[10.466044]	[138]	[]	[171967409]
681_8931	chr14	23301296	23301696	+	1000	38.0	[8.9727955]	[222]	[]	[]	[23301542]	[]
681_8932	chr14	55026980	55027380	+	1000	38.0	[]	[]	[8.66444]	[60]	[]	[55027140]
681_8933	chr14	75539804	75540204	+	1000	38.0	[]	[]	[12.266677]	[125]	[]	[75540013]
681_8934	chr14	102509956	102510356	+	1000	38.0	[9.064944, 12.716828]	[155, 165]	[]	[]	[102510158, 102510168]	[]
681_8937	chr15	41866163	41866563	+	1000	38.0	[7.0178723]	[89]	[13.574681, 6.9824934]	[101, 140]	[41866340]	[41866352, 41866391]
681_894	chr7	100829227	100829627	+	1000	96.0	[]	[]	[7.3238416]	[88]	[]	[100829394]
681_8942	chr15	75758444	75758844	+	1000	38.0	[]	[]	[8.514302]	[97]	[]	[75758623]
681_8943	chr15	77633447	77633847	+	1000	38.0	[]	[]	[10.026865]	[164]	[]	[77633670]
681_8948	chr16	642336	642736	+	1000	38.0	[7.8065863]	[163]	[]	[]	[642537]	[]
681_8951	chr16	2479335	2479735	+	902	38.0	[]	[]	[10.046241]	[125]	[]	[2479530]
681_8958	chr16	24858452	24858852	+	1000	38.0	[]	[]	[8.710301]	[81]	[]	[24858624]
681_8959	chr16	27795997	27796397	+	1000	38.0	[]	[]	[7.2529516]	[139]	[]	[27796226]
681_8962	chr16	30778512	30778912	+	710	38.0	[7.415039]	[130]	[]	[]	[30778716]	[]
681_8963	chr16	31179380	31179780	+	1000	38.0	[]	[]	[9.445466]	[166]	[]	[31179550]
681_8964	chr16	57292549	57292949	+	887	38.0	[11.258537]	[115]	[]	[]	[57292739]	[]
681_897	chr7	139109324	139109724	+	1000	96.0	[]	[]	[8.166003]	[112]	[]	[139109510]
681_8973	chr17	27982640	27983040	+	1000	38.0	[8.166003]	[143]	[9.6081915]	[101]	[27982878]	[27982836]
681_8974	chr17	28763350	28763750	+	1000	38.0	[]	[]	[9.215672, 10.026865]	[112, 119]	[]	[28763550, 28763557]
681_8977	chr17	37406486	37406886	+	1000	38.0	[]	[]	[10.25437]	[116]	[]	[37406684]
681_8978	chr17	38702354	38702754	+	1000	38.0	[]	[]	[7.2750764]	[161]	[]	[38702564]
681_8980	chr17	42031653	42032053	+	972	38.0	[]	[]	[8.9727955, 8.166003, 11.8274975]	[116, 138, 149]	[]	[42031864, 42031886, 42031897]
681_8982	chr17	42768042	42768442	+	1000	38.0	[]	[]	[10.016101]	[116]	[]	[42768225]
681_8986	chr17	47067225	47067625	+	1000	38.0	[8.288293]	[58]	[]	[]	[47067382]	[]
681_8987	chr17	47785691	47786091	+	1000	38.0	[]	[]	[9.066098]	[96]	[]	[47785877]
681_899	chr1	14782710	14783110	+	1000	95.0	[15.375314]	[113]	[]	[]	[14782918]	[]
681_8991	chr17	50667896	50668296	+	946	38.0	[]	[]	[9.274022]	[131]	[]	[50668068]
681_8993	chr17	58327959	58328359	+	1000	38.0	[]	[]	[10.046241]	[217]	[]	[58328209]
681_8995	chr17	64843823	64844223	+	1000	38.0	[]	[]	[8.423179]	[131]	[]	[64844054]
681_8998	chr17	75845211	75845611	+	836	38.0	[]	[]	[6.8722434]	[134]	[]	[75845430]
681_900	chr1	18132063	18132463	+	1000	95.0	[11.2237425, 11.2237425, 11.2237425, 11.2237425, 11.2237425]	[67, 74, 81, 88, 107]	[9.6081915]	[116]	[18132228, 18132235, 18132242, 18132249, 18132268]	[18132277]
681_901	chr1	35768652	35769052	+	1000	95.0	[]	[]	[11.8274975]	[111]	[]	[35768854]
681_9015	chr19	1053764	1054164	+	998	38.0	[7.877071, 7.051181, 10.225179]	[187, 194, 200]	[]	[]	[1053972, 1053979, 1053985]	[]
681_9018	chr19	2163505	2163905	+	1000	38.0	[]	[]	[7.3683796]	[150]	[]	[2163740]
681_9020	chr19	3736316	3736716	+	1000	38.0	[6.907464, 8.7080965]	[124, 163]	[6.749954]	[115]	[3736515, 3736554]	[3736506]
681_9021	chr19	4310259	4310659	+	960	38.0	[7.0428286]	[152]	[]	[]	[4310477]	[]
681_903	chr1	161307281	161307681	+	1000	95.0	[]	[]	[11.724585, 10.046241]	[183, 190]	[]	[161307515, 161307522]
681_9030	chr19	17244677	17245077	+	1000	38.0	[]	[]	[8.780026, 7.6564493]	[100, 118]	[]	[17244845, 17244863]
681_9032	chr19	17419457	17419857	+	1000	38.0	[6.907464]	[126]	[]	[]	[17419651]	[]
681_9036	chr19	29811152	29811552	+	1000	38.0	[12.716828]	[154]	[]	[]	[29811394]	[]
681_9037	chr19	38859768	38860168	+	1000	38.0	[15.375314]	[114]	[]	[]	[38859973]	[]
681_9038	chr19	39445307	39445707	+	1000	38.0	[]	[]	[8.164407]	[139]	[]	[39445538]
681_904	chr10	32189390	32189790	+	1000	95.0	[]	[]	[7.415039, 8.465817]	[77, 84]	[]	[32189566, 32189573]
681_9044	chr19	50135826	50136226	+	1000	38.0	[6.749954]	[107]	[]	[]	[50135986]	[]
681_905	chr11	62919910	62920310	+	1000	95.0	[]	[]	[10.016101, 10.026865]	[108, 115]	[]	[62920102, 62920109]
681_9054	chr2	28452500	28452900	+	572	38.0	[8.780026]	[129]	[]	[]	[28452723]	[]
681_9056	chr2	38386430	38386830	+	750	38.0	[]	[]	[13.574681, 13.574681]	[109, 162]	[]	[38386617, 38386670]
681_9058	chr2	47906832	47907232	+	1000	38.0	[9.5113535]	[136]	[]	[]	[47907058]	[]
681_906	chr11	67605741	67606141	+	1000	95.0	[]	[]	[12.266677]	[94]	[]	[67605929]
681_9068	chr2	112726684	112727084	+	1000	38.0	[]	[]	[11.8274975]	[154]	[]	[112726917]
681_907	chr14	100192685	100193085	+	1000	95.0	[11.8274975]	[180]	[12.623525]	[86]	[100192933]	[100192839]
681_9074	chr2	169106715	169107115	+	1000	38.0	[]	[]	[7.563146]	[168]	[]	[169106911]
681_9076	chr2	177728074	177728474	+	1000	38.0	[7.1030235]	[143]	[]	[]	[177728303]	[]
681_9077	chr2	178269657	178270057	+	1000	38.0	[13.05917]	[168]	[]	[]	[178269868]	[]
681_908	chr17	16285837	16286237	+	1000	95.0	[8.820673, 15.375314]	[134, 144]	[]	[]	[16286051, 16286061]	[]
681_9081	chr20	32631873	32632273	+	1000	38.0	[11.258537]	[200]	[]	[]	[32632078]	[]
681_9085	chr20	44098026	44098426	+	1000	38.0	[]	[]	[7.6651616]	[113]	[]	[44098237]
681_909	chr17	64320939	64321339	+	1000	95.0	[10.466044]	[115]	[]	[]	[64321139]	[]
681_9090	chr20	50451371	50451771	+	1000	38.0	[9.075708, 8.423179]	[135, 150]	[]	[]	[50451595, 50451610]	[]
681_9091	chr20	50582002	50582402	+	1000	38.0	[]	[]	[13.574681]	[162]	[]	[50582252]
681_9092	chr20	54207673	54208073	+	1000	38.0	[]	[]	[6.749954]	[194]	[]	[54207913]
681_9093	chr20	63529077	63529477	+	1000	38.0	[13.574681]	[106]	[]	[]	[63529264]	[]
681_9095	chr20	64050500	64050900	+	1000	38.0	[]	[]	[7.730097]	[194]	[]	[64050747]
681_9096	chr21	10417688	10418088	+	1000	38.0	[11.136818]	[139]	[]	[]	[10417921]	[]
681_9098	chr21	35480926	35481326	+	792	38.0	[8.46723]	[126]	[12.93745]	[104]	[35481135]	[35481113]
681_9099	chr21	36854434	36854834	+	1000	38.0	[]	[]	[13.574681]	[81]	[]	[36854602]
681_9102	chr22	16805825	16806225	+	1000	38.0	[]	[]	[9.693964, 11.258537]	[85, 119]	[]	[16806007, 16806041]
681_9103	chr22	18973745	18974145	+	795	38.0	[13.574681]	[72]	[]	[]	[18973896]	[]
681_9104	chr22	19085208	19085608	+	1000	38.0	[]	[]	[7.145733]	[135]	[]	[19085404]
681_9106	chr22	19088587	19088987	+	1000	38.0	[7.2634506]	[129]	[7.877071]	[105]	[19088774]	[19088750]
681_9107	chr22	19118792	19119192	+	1000	38.0	[]	[]	[7.900682]	[145]	[]	[19118995]
681_911	chr2	152717253	152717653	+	1000	95.0	[]	[]	[9.025375]	[138]	[]	[152717481]
681_9112	chr22	19493973	19494373	+	1000	38.0	[]	[]	[7.1165414]	[76]	[]	[19494132]
681_9113	chr22	19665692	19666092	+	1000	38.0	[]	[]	[9.066098]	[93]	[]	[19665876]
681_9118	chr22	19945989	19946389	+	1000	38.0	[]	[]	[7.238494]	[126]	[]	[19946183]
681_912	chr21	43860743	43861143	+	1000	95.0	[]	[]	[7.527175]	[130]	[]	[43860967]
681_9120	chr22	19984348	19984748	+	1000	38.0	[7.473389]	[231]	[]	[]	[19984587]	[]
681_9125	chr22	20427030	20427430	+	1000	38.0	[]	[]	[7.608377]	[129]	[]	[20427228]
681_9126	chr22	20439095	20439495	+	1000	38.0	[10.016101]	[78]	[7.730097, 9.103049]	[144, 154]	[20439259]	[20439325, 20439335]
681_9127	chr22	20458647	20459047	+	1000	38.0	[6.9793944]	[82]	[]	[]	[20458825]	[]
681_9136	chr22	20738421	20738821	+	1000	38.0	[]	[]	[8.196144]	[214]	[]	[20738669]
681_9138	chr22	20782654	20783054	+	1000	38.0	[]	[]	[9.693964]	[125]	[]	[20782809]
681_9141	chr22	20825823	20826223	+	1000	38.0	[8.767773]	[199]	[]	[]	[20826053]	[]
681_9142	chr22	20843430	20843830	+	1000	38.0	[]	[]	[11.816733]	[115]	[]	[20843628]
681_9149	chr22	21089097	21089497	+	1000	38.0	[9.169012]	[170]	[]	[]	[21089330]	[]
681_915	chr4	110198503	110198903	+	1000	95.0	[7.9920163]	[100]	[]	[]	[110198690]	[]
681_9153	chr22	21616206	21616606	+	1000	38.0	[]	[]	[9.6081915]	[209]	[]	[21616431]
681_9156	chr22	21776861	21777261	+	1000	38.0	[7.5827603]	[164]	[]	[]	[21777031]	[]
681_916	chr5	150481947	150482347	+	1000	95.0	[]	[]	[9.6081915]	[133]	[]	[150482179]
681_9161	chr22	22134855	22135255	+	1000	38.0	[7.807559]	[183]	[]	[]	[22135086]	[]
681_9162	chr22	22161800	22162200	+	1000	38.0	[]	[]	[6.8441687]	[110]	[]	[22161999]
681_9163	chr22	22375580	22375980	+	1000	38.0	[7.2529516]	[140]	[]	[]	[22375775]	[]
681_9168	chr22	22584840	22585240	+	1000	38.0	[6.7065535]	[112]	[]	[]	[22585031]	[]
681_9169	chr22	22705758	22706158	+	1000	38.0	[]	[]	[7.877071]	[176]	[]	[22705994]
681_917	chr6	109299603	109300003	+	1000	95.0	[7.3924646]	[159]	[]	[]	[109299854]	[]
681_9170	chr22	22791047	22791447	+	1000	38.0	[]	[]	[8.274998]	[88]	[]	[22791217]
681_9172	chr22	22811367	22811767	+	1000	38.0	[]	[]	[8.66444]	[115]	[]	[22811554]
681_9177	chr22	23081379	23081779	+	1000	38.0	[]	[]	[7.699957]	[184]	[]	[23081604]
681_9179	chr22	38143373	38143773	+	608	38.0	[8.589731]	[211]	[8.917174]	[164]	[38143609]	[38143562]
681_9182	chr22	42313869	42314269	+	1000	38.0	[15.375314]	[93]	[]	[]	[42314050]	[]
681_9183	chr22	43183488	43183888	+	1000	38.0	[]	[]	[9.066098]	[100]	[]	[43183685]
681_9184	chr22	44684720	44685120	+	1000	38.0	[6.9182286]	[108]	[]	[]	[44684911]	[]
