#PeakID(python scan_motif.py ./ENCODE_processed_files/E2F7_idr.fa E2F7 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
103_674	chr10	113854207	113854607	+	1000	70.5	[8.933427]	[91]	[15.05599]	[79]	[113854378]	[113854366]
103_6740	chr19	10961846	10962246	+	803	31.5	[]	[]	[7.2898073]	[137]	[]	[10962045]
103_6748	chr19	38122744	38123144	+	926	31.5	[7.360343]	[82]	[]	[]	[38122921]	[]
103_6750	chr19	45691925	45692325	+	860	31.5	[4.3509426]	[79]	[]	[]	[45692089]	[]
103_6753	chr19	48468534	48468934	+	984	31.5	[]	[]	[8.3977785]	[170]	[]	[48468779]
103_6758	chr19	58576327	58576727	+	985	31.5	[8.3977785]	[129]	[]	[]	[58576527]	[]
103_6760	chr2	6865595	6865995	+	1000	31.5	[]	[]	[15.05599, 8.933427]	[82, 116]	[]	[6865762, 6865796]
103_6762	chr2	42810300	42810700	+	959	31.5	[]	[]	[4.3509426]	[141]	[]	[42810453]
103_6767	chr2	73737364	73737764	+	586	31.5	[7.2898073]	[176]	[]	[]	[73737543]	[]
103_6769	chr2	99609809	99610209	+	1000	31.5	[8.3977785]	[166]	[]	[]	[99609980]	[]
103_677	chr3	14948198	14948598	+	1000	70.5	[4.3509426]	[226]	[4.3509426]	[191]	[14948440]	[14948405]
103_6771	chr2	128091049	128091449	+	908	31.5	[]	[]	[13.948019]	[110]	[]	[128091241]
103_6777	chr2	177265258	177265658	+	999	31.5	[8.3977785]	[217]	[]	[]	[177265482]	[]
103_6778	chr2	177754013	177754413	+	967	31.5	[]	[]	[8.3977785]	[161]	[]	[177754221]
103_6779	chr2	197499836	197500236	+	986	31.5	[7.2898073, 7.2898073]	[62, 116]	[]	[]	[197499996, 197500050]	[]
103_678	chr4	40056765	40057165	+	1000	70.5	[]	[]	[7.2898073, 15.05599]	[55, 77]	[]	[40056919, 40056941]
103_6783	chr20	30290904	30291304	+	868	31.5	[]	[]	[8.3977785]	[107]	[]	[30291062]
103_6785	chr20	45891084	45891484	+	909	31.5	[]	[]	[8.3977785]	[106]	[]	[45891276]
103_679	chr5	138464973	138465373	+	1000	70.5	[]	[]	[8.3977785, 13.948019]	[96, 124]	[]	[138465163, 138465191]
103_68	chr1	151281182	151281582	+	1000	335.5	[8.3977785]	[135]	[8.3977785]	[91]	[151281417]	[151281373]
103_6819	chr22	22843543	22843943	+	946	31.5	[]	[]	[8.468314]	[183]	[]	[22843770]
103_682	chr1	180933151	180933551	+	1000	70.0	[8.3977785]	[87]	[]	[]	[180933325]	[]
103_6821	chr22	37675089	37675489	+	932	31.5	[15.05599]	[122]	[]	[]	[37675304]	[]
103_6827	chr3	13485109	13485509	+	994	31.5	[]	[]	[8.3977785]	[110]	[]	[13485311]
103_683	chr12	106773987	106774387	+	1000	70.0	[]	[]	[15.05599]	[115]	[]	[106774172]
103_6830	chr3	33717480	33717880	+	993	31.5	[8.3977785]	[169]	[]	[]	[33717727]	[]
103_6836	chr3	126982496	126982896	+	555	31.5	[7.2898073, 8.3977785]	[92, 104]	[]	[]	[126982665, 126982677]	[]
103_6842	chr4	70993215	70993615	+	791	31.5	[13.948019]	[173]	[]	[]	[70993457]	[]
103_6849	chr5	10248649	10249049	+	981	31.5	[]	[]	[8.3977785]	[230]	[]	[10248897]
103_6852	chr5	68405065	68405465	+	1000	31.5	[]	[]	[8.3977785]	[176]	[]	[68405286]
103_6853	chr5	98929189	98929589	+	973	31.5	[]	[]	[7.2898073, 8.3977785]	[152, 160]	[]	[98929414, 98929422]
103_6858	chr5	141320391	141320791	+	990	31.5	[8.3977785]	[212]	[4.3509426]	[137]	[141320630]	[141320555]
103_686	chr20	31879964	31880364	+	1000	70.0	[7.2898073]	[101]	[15.05599]	[122]	[31880138]	[31880159]
103_6867	chr6	26121838	26122238	+	1000	31.5	[4.3509426]	[147]	[]	[]	[26122005]	[]
103_687	chr21	22209716	22210116	+	1000	70.0	[15.05599]	[109]	[4.3509426]	[71]	[22209915]	[22209877]
103_6875	chr6	41940830	41941230	+	956	31.5	[8.3977785]	[114]	[8.3977785]	[80]	[41941043]	[41941009]
103_6882	chr6	137910463	137910863	+	994	31.5	[]	[]	[8.3977785, 8.3977785]	[85, 128]	[]	[137910636, 137910679]
103_6884	chr6	142030224	142030624	+	883	31.5	[]	[]	[7.2898073, 7.2898073]	[153, 170]	[]	[142030389, 142030406]
103_689	chr3	48558059	48558459	+	1000	70.0	[15.05599]	[86]	[]	[]	[48558240]	[]
103_6897	chr7	55963549	55963949	+	1000	31.5	[8.3977785]	[180]	[]	[]	[55963756]	[]
103_6898	chr7	67302585	67302985	+	877	31.5	[8.3977785]	[141]	[]	[]	[67302809]	[]
103_691	chr1	222712634	222713034	+	1000	69.5	[4.3509426]	[143]	[]	[]	[222712807]	[]
103_6914	chr7	139499961	139500361	+	938	31.5	[4.3509426]	[60]	[]	[]	[139500121]	[]
103_692	chr13	33542772	33543172	+	1000	69.5	[13.948019]	[94]	[7.2898073]	[100]	[33542966]	[33542972]
103_6924	chr8	66667126	66667526	+	1000	31.5	[8.3977785]	[84]	[]	[]	[66667299]	[]
103_6926	chr8	93740479	93740879	+	1000	31.5	[]	[]	[8.3977785]	[134]	[]	[93740699]
103_6932	chr8	127998451	127998851	+	894	31.5	[8.3977785]	[156]	[]	[]	[127998673]	[]
103_6937	chr9	127742085	127742485	+	657	31.5	[]	[]	[4.3509426]	[157]	[]	[127742295]
103_6940	chr9	130930113	130930513	+	1000	31.5	[]	[]	[7.2898073]	[134]	[]	[130930333]
103_6942	chr9	130969098	130969498	+	836	31.5	[]	[]	[8.3977785]	[148]	[]	[130969327]
103_6945	chr9	131108034	131108434	+	1000	31.5	[]	[]	[8.3977785]	[136]	[]	[131108244]
103_6947	chr9	132984089	132984489	+	997	31.5	[]	[]	[8.933427]	[149]	[]	[132984299]
103_6957	chr1	21659000	21659400	+	629	31.0	[]	[]	[8.468314]	[99]	[]	[21659182]
103_6962	chr1	27830563	27830963	+	894	31.0	[8.3977785]	[210]	[]	[]	[27830790]	[]
103_6966	chr1	30782373	30782773	+	977	31.0	[8.3977785]	[117]	[]	[]	[30782532]	[]
103_6968	chr1	31715940	31716340	+	986	31.0	[8.3977785]	[106]	[]	[]	[31716110]	[]
103_697	chr19	12734687	12735087	+	1000	69.5	[]	[]	[4.3509426]	[164]	[]	[12734929]
103_6981	chr1	109494010	109494410	+	979	31.0	[8.933427]	[116]	[]	[]	[109494165]	[]
103_6988	chr1	153670848	153671248	+	860	31.0	[8.3977785]	[170]	[]	[]	[153671035]	[]
103_699	chr7	25125147	25125547	+	1000	69.5	[7.2898073]	[92]	[]	[]	[25125325]	[]
103_6990	chr1	156337785	156338185	+	888	31.0	[]	[]	[8.468314]	[146]	[]	[156337946]
103_6991	chr1	162397083	162397483	+	889	31.0	[]	[]	[8.3977785]	[151]	[]	[162397320]
103_6997	chr1	201567001	201567401	+	921	31.0	[8.3977785]	[85]	[]	[]	[201567182]	[]
103_6999	chr1	205748394	205748794	+	853	31.0	[8.3977785]	[219]	[]	[]	[205748615]	[]
103_700	chr7	91299921	91300321	+	1000	69.5	[8.3977785]	[130]	[]	[]	[91300120]	[]
103_7012	chr10	64508070	64508470	+	952	31.0	[8.3977785]	[126]	[]	[]	[64508270]	[]
103_7015	chr10	70663051	70663451	+	919	31.0	[]	[]	[8.3977785]	[153]	[]	[70663300]
103_7017	chr10	72297988	72298388	+	894	31.0	[7.2898073]	[160]	[8.3977785]	[79]	[72298227]	[72298146]
103_702	chr1	110339099	110339499	+	1000	69.0	[]	[]	[7.2898073]	[156]	[]	[110339338]
103_7024	chr11	5928286	5928686	+	915	31.0	[15.05599, 15.05599]	[121, 134]	[]	[]	[5928476, 5928489]	[]
103_703	chr1	154936580	154936980	+	1000	69.0	[4.3509426]	[141]	[]	[]	[154936795]	[]
103_7030	chr11	61429693	61430093	+	909	31.0	[15.05599, 8.3977785]	[75, 105]	[]	[]	[61429845, 61429875]	[]
103_7034	chr11	67374153	67374553	+	950	31.0	[]	[]	[8.468314, 8.3977785]	[167, 185]	[]	[67374364, 67374382]
103_704	chr10	102133400	102133800	+	1000	69.0	[7.2898073]	[124]	[]	[]	[102133592]	[]
103_7040	chr12	50247129	50247529	+	785	31.0	[8.3977785]	[148]	[]	[]	[50247346]	[]
103_7042	chr12	53451668	53452068	+	971	31.0	[8.3977785]	[83]	[]	[]	[53451840]	[]
103_7046	chr12	55829267	55829667	+	968	31.0	[]	[]	[8.3977785]	[202]	[]	[55829497]
103_705	chr19	46600897	46601297	+	1000	69.0	[]	[]	[7.2898073, 8.3977785]	[130, 174]	[]	[46601078, 46601122]
103_7055	chr12	133181175	133181575	+	806	31.0	[]	[]	[7.2898073]	[172]	[]	[133181413]
103_7061	chr15	34969614	34970014	+	842	31.0	[]	[]	[7.2898073]	[94]	[]	[34969795]
103_7063	chr15	42575034	42575434	+	973	31.0	[8.3977785]	[159]	[]	[]	[42575267]	[]
103_7064	chr15	63121374	63121774	+	850	31.0	[]	[]	[8.468314, 8.3977785]	[111, 128]	[]	[63121579, 63121596]
103_7068	chr16	636697	637097	+	911	31.0	[]	[]	[13.948019, 8.3977785]	[86, 169]	[]	[636848, 636931]
103_707	chr22	19447618	19448018	+	1000	69.0	[4.3509426]	[94]	[]	[]	[19447811]	[]
103_7080	chr17	47706650	47707050	+	997	31.0	[8.468314]	[164]	[]	[]	[47706890]	[]
103_7089	chr17	79835923	79836323	+	917	31.0	[]	[]	[7.2898073]	[121]	[]	[79836137]
103_709	chr6	32971847	32972247	+	1000	69.0	[7.2898073]	[86]	[]	[]	[32972031]	[]
103_7098	chr18	22194035	22194435	+	835	31.0	[8.3977785]	[79]	[]	[]	[22194204]	[]
103_710	chr6	43629244	43629644	+	1000	69.0	[]	[]	[7.2898073, 4.3509426]	[96, 135]	[]	[43629430, 43629469]
103_7107	chr19	8506014	8506414	+	974	31.0	[8.3977785]	[200]	[]	[]	[8506239]	[]
103_711	chr6	85643090	85643490	+	1000	69.0	[7.2898073]	[150]	[]	[]	[85643316]	[]
103_7115	chr19	18588453	18588853	+	957	31.0	[]	[]	[8.3977785]	[119]	[]	[18588632]
103_7116	chr19	28667570	28667970	+	982	31.0	[]	[]	[8.3977785, 15.05599]	[79, 155]	[]	[28667741, 28667817]
103_7117	chr19	40598574	40598974	+	802	31.0	[8.3977785]	[105]	[]	[]	[40598733]	[]
103_7124	chr19	52689998	52690398	+	947	31.0	[]	[]	[8.3977785]	[63]	[]	[52690154]
103_7139	chr2	85354597	85354997	+	913	31.0	[]	[]	[8.3977785]	[118]	[]	[85354795]
103_714	chr12	91679404	91679804	+	1000	68.5	[15.05599]	[128]	[]	[]	[91679625]	[]
103_7145	chr2	173223921	173224321	+	992	31.0	[]	[]	[8.3977785]	[130]	[]	[173224145]
103_715	chr13	60163727	60164127	+	1000	68.5	[8.3977785, 7.2898073]	[139, 172]	[]	[]	[60163934, 60163967]	[]
103_7152	chr21	33491532	33491932	+	949	31.0	[8.3977785]	[181]	[]	[]	[33491730]	[]
103_7154	chr21	36260453	36260853	+	1000	31.0	[8.3977785]	[91]	[]	[]	[36260635]	[]
103_716	chr15	88985733	88986133	+	1000	68.5	[]	[]	[4.3509426]	[110]	[]	[88985942]
103_717	chr17	59106910	59107310	+	1000	68.5	[4.3509426]	[100]	[]	[]	[59107102]	[]
103_7173	chr22	21767571	21767971	+	774	31.0	[8.3977785]	[163]	[]	[]	[21767744]	[]
103_7188	chr3	13461486	13461886	+	880	31.0	[4.3509426, 8.3977785]	[136, 143]	[]	[]	[13461690, 13461697]	[]
103_7192	chr3	141311652	141312052	+	948	31.0	[8.3977785]	[155]	[]	[]	[141311821]	[]
103_7194	chr3	196503531	196503931	+	910	31.0	[4.3509426]	[68]	[]	[]	[196503697]	[]
103_7210	chr5	178130661	178131061	+	949	31.0	[13.948019]	[111]	[4.3509426, 8.3977785]	[61, 141]	[178130864]	[178130814, 178130894]
103_7224	chr6	28218948	28219348	+	980	31.0	[]	[]	[4.3509426, 7.2898073]	[63, 105]	[]	[28219101, 28219143]
103_7227	chr6	30541497	30541897	+	827	31.0	[]	[]	[8.933427]	[120]	[]	[30541660]
103_7230	chr6	31137474	31137874	+	958	31.0	[]	[]	[7.2898073, 8.3977785]	[136, 140]	[]	[31137657, 31137661]
103_7239	chr6	42894068	42894468	+	938	31.0	[8.3977785]	[187]	[]	[]	[42894282]	[]
103_725	chr10	43396419	43396819	+	1000	68.0	[]	[]	[7.2898073, 15.05599]	[133, 150]	[]	[43396649, 43396666]
103_7256	chr7	44796472	44796872	+	941	31.0	[]	[]	[8.3977785]	[104]	[]	[44796659]
103_726	chr11	93661409	93661809	+	1000	68.0	[8.3977785, 13.948019]	[59, 96]	[8.3977785]	[80]	[93661564, 93661601]	[93661585]
103_7266	chr7	100802654	100803054	+	972	31.0	[8.3977785]	[105]	[]	[]	[100802845]	[]
103_7268	chr7	103061707	103062107	+	994	31.0	[4.3509426]	[178]	[]	[]	[103061890]	[]
103_727	chr13	33817908	33818308	+	1000	68.0	[]	[]	[13.948019, 7.2898073]	[91, 135]	[]	[33818093, 33818137]
103_7296	chr7	152434617	152435017	+	944	31.0	[]	[]	[7.2898073]	[148]	[]	[152434845]
103_7320	chr1	1032979	1033379	+	933	30.5	[8.3977785]	[106]	[7.2898073]	[152]	[1033139]	[1033185]
103_7327	chr1	16143917	16144317	+	883	30.5	[7.2898073, 8.3977785]	[80, 156]	[]	[]	[16144092, 16144168]	[]
103_733	chr4	139082772	139083172	+	1000	68.0	[8.3977785, 8.3977785]	[124, 159]	[]	[]	[139082987, 139083022]	[]
103_7337	chr1	28886718	28887118	+	882	30.5	[8.3977785, 8.3977785]	[123, 172]	[]	[]	[28886888, 28886937]	[]
103_7339	chr1	36088593	36088993	+	959	30.5	[]	[]	[15.05599]	[111]	[]	[36088753]
103_734	chr7	64999559	64999959	+	1000	68.0	[]	[]	[8.3977785]	[109]	[]	[64999751]
103_7351	chr1	109655917	109656317	+	952	30.5	[8.3977785]	[143]	[]	[]	[109656156]	[]
103_736	chr7	118183639	118184039	+	1000	68.0	[8.3977785]	[92]	[]	[]	[118183790]	[]
103_7367	chr1	207050947	207051347	+	897	30.5	[]	[]	[4.886591]	[72]	[]	[207051100]
103_7372	chr1	223785814	223786214	+	795	30.5	[]	[]	[8.3977785, 8.3977785, 8.3977785]	[117, 125, 133]	[]	[223786003, 223786011, 223786019]
103_7378	chr10	17228318	17228718	+	872	30.5	[]	[]	[8.3977785]	[131]	[]	[17228506]
103_738	chr9	132973702	132974102	+	1000	68.0	[]	[]	[15.05599]	[79]	[]	[132973869]
103_7380	chr10	24724276	24724676	+	941	30.5	[]	[]	[8.3977785]	[145]	[]	[24724458]
103_7384	chr10	48406100	48406500	+	974	30.5	[]	[]	[8.933427]	[60]	[]	[48406258]
103_739	chrUn_GL000195v1	137806	138206	+	1000	68.0	[]	[]	[8.3977785]	[89]	[]	[137964]
103_7393	chr10	103966143	103966543	+	829	30.5	[11.009154]	[166]	[]	[]	[103966362]	[]
103_7394	chr11	6692932	6693332	+	782	30.5	[4.3509426]	[177]	[8.468314]	[139]	[6693165]	[6693127]
103_7396	chr11	22829119	22829519	+	963	30.5	[11.009154]	[149]	[]	[]	[22829338]	[]
103_7399	chr11	34915996	34916396	+	568	30.5	[8.3977785, 4.3509426]	[171, 228]	[]	[]	[34916172, 34916229]	[]
103_74	chr1	27914688	27915088	+	1000	313.0	[11.009154]	[119]	[]	[]	[27914885]	[]
103_740	chr11	1336367	1336767	+	1000	67.5	[]	[]	[4.3509426]	[166]	[]	[1336599]
103_7402	chr11	64317875	64318275	+	822	30.5	[4.3509426]	[178]	[]	[]	[64318086]	[]
103_7404	chr11	66931781	66932181	+	936	30.5	[]	[]	[8.468314]	[60]	[]	[66931933]
103_7411	chr11	96389949	96390349	+	853	30.5	[]	[]	[13.948019, 8.3977785]	[95, 116]	[]	[96390134, 96390155]
103_742	chr12	131928397	131928797	+	1000	67.5	[4.3509426]	[137]	[]	[]	[131928605]	[]
103_7420	chr12	116738027	116738427	+	836	30.5	[]	[]	[8.3977785]	[156]	[]	[116738271]
103_7430	chr14	91060462	91060862	+	900	30.5	[]	[]	[8.3977785]	[109]	[]	[91060621]
103_744	chr17	42154882	42155282	+	1000	67.5	[]	[]	[7.2898073]	[167]	[]	[42155116]
103_7440	chr16	30571875	30572275	+	927	30.5	[]	[]	[4.3509426]	[167]	[]	[30572103]
103_7441	chr16	30761830	30762230	+	878	30.5	[]	[]	[4.3509426]	[56]	[]	[30761986]
103_7449	chr17	7484077	7484477	+	941	30.5	[]	[]	[15.05599, 8.3977785]	[128, 143]	[]	[7484300, 7484315]
103_7450	chr17	28661905	28662305	+	864	30.5	[4.3509426]	[137]	[]	[]	[28662109]	[]
103_7453	chr17	39667401	39667801	+	771	30.5	[]	[]	[15.05599]	[84]	[]	[39667579]
103_7455	chr17	45579952	45580352	+	775	30.5	[]	[]	[8.3977785]	[198]	[]	[45580190]
103_7457	chr17	48630880	48631280	+	877	30.5	[]	[]	[8.3977785]	[136]	[]	[48631035]
103_7465	chr17	63770182	63770582	+	917	30.5	[]	[]	[8.3977785]	[173]	[]	[63770423]
103_747	chr2	158010213	158010613	+	1000	67.5	[15.05599]	[134]	[]	[]	[158010424]	[]
103_7477	chr19	10299147	10299547	+	749	30.5	[8.3977785]	[130]	[]	[]	[10299350]	[]
103_7487	chr19	38636916	38637316	+	935	30.5	[8.3977785]	[92]	[]	[]	[38637086]	[]
103_7492	chr19	49677049	49677449	+	878	30.5	[]	[]	[4.3509426]	[192]	[]	[49677296]
103_7496	chr19	55038335	55038735	+	920	30.5	[7.2898073]	[68]	[]	[]	[55038497]	[]
103_7498	chr2	11465446	11465846	+	576	30.5	[]	[]	[8.3977785]	[76]	[]	[11465616]
103_75	chr1	155277017	155277417	+	1000	301.0	[15.05599]	[95]	[]	[]	[155277212]	[]
103_750	chr22	22864136	22864536	+	1000	67.5	[]	[]	[8.3977785]	[109]	[]	[22864299]
103_7500	chr2	27217280	27217680	+	572	30.5	[8.933427]	[139]	[]	[]	[27217508]	[]
103_7501	chr2	28894304	28894704	+	910	30.5	[8.3977785]	[102]	[]	[]	[28894497]	[]
103_7519	chr2	175181544	175181944	+	923	30.5	[11.009154]	[155]	[]	[]	[175181738]	[]
103_754	chr6	28838853	28839253	+	1000	67.5	[4.3509426]	[115]	[]	[]	[28839037]	[]
103_7552	chr22	50117081	50117481	+	884	30.5	[]	[]	[9.901183]	[99]	[]	[50117264]
103_7553	chr22	50330434	50330834	+	864	30.5	[4.3509426]	[151]	[]	[]	[50330667]	[]
103_7567	chr3	47781958	47782358	+	961	30.5	[7.2898073]	[66]	[8.3977785]	[142]	[47782118]	[47782194]
103_757	chr7	155205894	155206294	+	1000	67.5	[7.2898073]	[136]	[]	[]	[155206083]	[]
103_7573	chr3	182740679	182741079	+	946	30.5	[]	[]	[8.3977785]	[100]	[]	[182740878]
103_7579	chr4	77862491	77862891	+	907	30.5	[8.3977785]	[190]	[]	[]	[77862720]	[]
103_7584	chr5	32613045	32613445	+	854	30.5	[]	[]	[7.2898073]	[217]	[]	[32613282]
103_759	chr9	96417189	96417589	+	1000	67.5	[8.3977785, 7.2898073, 8.3977785]	[109, 141, 152]	[]	[]	[96417373, 96417405, 96417416]	[]
103_7593	chr5	69093812	69094212	+	951	30.5	[7.2898073]	[199]	[7.2898073, 7.2898073]	[201, 217]	[69094031]	[69094033, 69094049]
103_76	chr16	11345197	11345597	+	1000	299.0	[]	[]	[15.05599]	[149]	[]	[11345429]
103_760	chr9	133004158	133004558	+	1000	67.5	[8.3977785]	[115]	[]	[]	[133004316]	[]
103_7602	chr5	177367306	177367706	+	839	30.5	[4.3509426]	[129]	[8.933427]	[113]	[177367524]	[177367508]
103_761	chr1	27542565	27542965	+	1000	67.0	[]	[]	[7.2898073]	[111]	[]	[27542760]
103_7611	chr6	24719205	24719605	+	813	30.5	[]	[]	[8.3977785]	[141]	[]	[24719436]
103_7614	chr6	27839525	27839925	+	962	30.5	[7.2898073]	[124]	[]	[]	[27839678]	[]
103_7621	chr6	35726975	35727375	+	741	30.5	[]	[]	[8.3977785]	[84]	[]	[35727141]
103_7627	chr6	44313210	44313610	+	954	30.5	[]	[]	[7.2898073]	[72]	[]	[44313363]
103_763	chr17	39402472	39402872	+	1000	67.0	[]	[]	[8.3977785]	[114]	[]	[39402681]
103_7630	chr6	142112449	142112849	+	940	30.5	[4.3509426]	[93]	[]	[]	[142112639]	[]
103_7642	chr7	48084847	48085247	+	624	30.5	[]	[]	[15.05599]	[150]	[]	[48085028]
103_7647	chr7	100706259	100706659	+	966	30.5	[]	[]	[8.3977785]	[72]	[]	[100706417]
103_7649	chr7	100874618	100875018	+	933	30.5	[]	[]	[8.3977785]	[191]	[]	[100874828]
103_7652	chr7	102893608	102894008	+	930	30.5	[]	[]	[8.3977785]	[120]	[]	[102893805]
103_7657	chr7	120079050	120079450	+	939	30.5	[8.3977785]	[62]	[]	[]	[120079203]	[]
103_7663	chr7	129271702	129272102	+	860	30.5	[8.3977785]	[176]	[]	[]	[129271909]	[]
103_767	chr6	26341719	26342119	+	1000	67.0	[]	[]	[8.3977785]	[68]	[]	[26341878]
103_7670	chr7	149690792	149691192	+	775	30.5	[4.3509426]	[175]	[]	[]	[149691023]	[]
103_7673	chr7	157387202	157387602	+	753	30.5	[]	[]	[8.933427]	[67]	[]	[157387359]
103_7687	chr1	6579772	6580172	+	647	30.0	[]	[]	[4.3509426]	[164]	[]	[6580013]
103_7691	chr1	12550110	12550510	+	894	30.0	[8.3977785]	[151]	[]	[]	[12550304]	[]
103_7693	chr1	15617005	15617405	+	862	30.0	[8.3977785]	[148]	[]	[]	[15617230]	[]
103_7694	chr1	16111618	16112018	+	793	30.0	[8.3977785, 7.2898073]	[128, 183]	[]	[]	[16111769, 16111824]	[]
103_77	chr2	47782992	47783392	+	1000	296.5	[15.05599]	[75]	[]	[]	[47783149]	[]
103_7706	chr1	40531457	40531857	+	854	30.0	[]	[]	[13.948019]	[192]	[]	[40531684]
103_7719	chr1	113390036	113390436	+	914	30.0	[8.3977785]	[134]	[]	[]	[113390263]	[]
103_772	chr7	158829711	158830111	+	1000	67.0	[]	[]	[7.2898073]	[190]	[]	[158829905]
103_7730	chr1	202958400	202958800	+	620	30.0	[]	[]	[8.3977785]	[192]	[]	[202958608]
103_7732	chr1	206555675	206556075	+	884	30.0	[7.2898073]	[90]	[]	[]	[206555835]	[]
103_7742	chr1	234680363	234680763	+	885	30.0	[]	[]	[8.3977785]	[217]	[]	[234680606]
103_775	chr1	113905086	113905486	+	1000	66.5	[]	[]	[8.3977785]	[100]	[]	[113905274]
103_7751	chr10	50624983	50625383	+	587	30.0	[8.468314]	[75]	[]	[]	[50625139]	[]
103_7757	chr10	100373311	100373711	+	923	30.0	[8.3977785]	[132]	[8.3977785]	[164]	[100373526]	[100373558]
103_7758	chr10	100913096	100913496	+	857	30.0	[15.05599]	[138]	[]	[]	[100913333]	[]
103_7759	chr10	130110639	130111039	+	925	30.0	[]	[]	[8.3977785, 13.948019]	[206, 216]	[]	[130110877, 130110887]
103_7768	chr11	57741135	57741535	+	881	30.0	[8.933427, 8.933427]	[150, 160]	[]	[]	[57741370, 57741380]	[]
103_7770	chr11	62669083	62669483	+	907	30.0	[]	[]	[8.468314]	[185]	[]	[62669311]
103_7772	chr11	65961026	65961426	+	699	30.0	[]	[]	[7.2898073]	[107]	[]	[65961232]
103_778	chr16	74296472	74296872	+	1000	66.5	[15.05599]	[126]	[]	[]	[74296695]	[]
103_7781	chr12	53355130	53355530	+	589	30.0	[]	[]	[8.3977785]	[129]	[]	[53355317]
103_7784	chr12	56315855	56316255	+	877	30.0	[]	[]	[9.901183]	[145]	[]	[56316092]
103_78	chr15	66356537	66356937	+	1000	293.5	[7.360343, 4.3509426]	[61, 108]	[7.2898073, 8.468314, 4.3509426]	[72, 87, 110]	[66356694, 66356741]	[66356705, 66356720, 66356743]
103_780	chr22	19760154	19760554	+	1000	66.5	[]	[]	[8.3977785]	[128]	[]	[19760351]
103_7805	chr14	23301223	23301623	+	797	30.0	[8.3977785]	[165]	[]	[]	[23301407]	[]
103_7807	chr14	100192792	100193192	+	830	30.0	[7.2898073]	[103]	[7.2898073, 7.2898073]	[109, 163]	[100192971]	[100192977, 100193031]
103_7821	chr16	12803459	12803859	+	804	30.0	[7.2898073]	[160]	[8.3977785, 8.933427]	[210, 223]	[12803645]	[12803695, 12803708]
103_7824	chr16	23597067	23597467	+	899	30.0	[]	[]	[4.3509426]	[91]	[]	[23597252]
103_7827	chr16	67521098	67521498	+	907	30.0	[]	[]	[4.3509426, 7.2898073]	[121, 205]	[]	[67521255, 67521339]
103_7835	chr17	28903500	28903900	+	737	30.0	[8.3977785]	[172]	[]	[]	[28903737]	[]
103_7836	chr17	30905994	30906394	+	862	30.0	[8.3977785]	[117]	[]	[]	[30906168]	[]
103_7837	chr17	38750746	38751146	+	934	30.0	[]	[]	[13.948019]	[163]	[]	[38750951]
103_784	chr6	31541759	31542159	+	1000	66.5	[]	[]	[8.3977785]	[175]	[]	[31541992]
103_7841	chr17	41688812	41689212	+	900	30.0	[8.3977785, 8.3977785]	[104, 114]	[]	[]	[41688965, 41688975]	[]
103_7842	chr17	43170025	43170425	+	738	30.0	[7.2898073]	[166]	[]	[]	[43170234]	[]
103_7846	chr17	74868380	74868780	+	916	30.0	[7.2898073]	[101]	[]	[]	[74868569]	[]
103_785	chr6	32968229	32968629	+	1000	66.5	[8.3977785]	[132]	[7.2898073]	[78]	[32968445]	[32968391]
103_7853	chr19	1268995	1269395	+	669	30.0	[]	[]	[7.2898073]	[174]	[]	[1269189]
103_7857	chr19	3304803	3305203	+	837	30.0	[15.05599]	[123]	[]	[]	[3305020]	[]
103_7878	chr19	45424772	45425172	+	902	30.0	[]	[]	[4.3509426]	[135]	[]	[45424981]
103_7883	chr19	48965184	48965584	+	880	30.0	[8.3977785]	[117]	[]	[]	[48965380]	[]
103_7888	chr19	55461158	55461558	+	861	30.0	[]	[]	[4.3509426]	[123]	[]	[55461336]
103_789	chr14	64387916	64388316	+	1000	66.0	[15.05599, 8.3977785, 8.3977785]	[98, 139, 152]	[]	[]	[64388090, 64388131, 64388144]	[]
103_7890	chr1_KI270713v1_random	36712	37112	+	891	30.0	[8.3977785]	[166]	[]	[]	[36938]	[]
103_7898	chr2	130342229	130342629	+	549	30.0	[4.3509426]	[126]	[]	[]	[130342424]	[]
103_7906	chr2	203238527	203238927	+	730	30.0	[]	[]	[7.2898073]	[147]	[]	[203238764]
103_7908	chr2	231514457	231514857	+	659	30.0	[11.009154]	[104]	[7.2898073]	[119]	[231514631]	[231514646]
103_791	chr19	6740611	6741011	+	1000	66.0	[7.2898073, 15.05599, 8.3977785]	[111, 131, 142]	[7.2898073]	[113]	[6740817, 6740837, 6740848]	[6740819]
103_7911	chr20	63980801	63981201	+	845	30.0	[7.2898073, 8.3977785]	[117, 140]	[8.3977785]	[158]	[63980983, 63981006]	[63981024]
103_792	chr19	48203844	48204244	+	1000	66.0	[]	[]	[8.3977785]	[138]	[]	[48204042]
103_7922	chr22	19736764	19737164	+	909	30.0	[8.933427, 15.05599]	[83, 115]	[]	[]	[19736924, 19736956]	[]
103_793	chr2	73177201	73177601	+	1000	66.0	[8.3977785, 8.3977785, 13.948019]	[143, 159, 175]	[]	[]	[73177419, 73177435, 73177451]	[]
103_7938	chr22	22838693	22839093	+	921	30.0	[8.3977785]	[145]	[]	[]	[22838930]	[]
