#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD4_idr.fa TEAD4 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
171_61815	chr3	157347810	157348210	+	794	38.0	[10.370207]	[118]	[6.678365]	[55]	[157348024]	[157347961]
171_61818	chr3	169218342	169218742	+	809	38.0	[]	[]	[10.370207]	[84]	[]	[169218512]
171_6182	chr10	117428484	117428884	+	1000	199.0	[]	[]	[6.747317]	[115]	[]	[117428697]
171_61822	chr3	170714125	170714525	+	776	38.0	[]	[]	[6.7683716]	[160]	[]	[170714359]
171_61825	chr3	171959677	171960077	+	811	38.0	[]	[]	[9.691082]	[100]	[]	[171959869]
171_61828	chr3	177122177	177122577	+	716	38.0	[]	[]	[6.910793]	[110]	[]	[177122342]
171_61829	chr3	179355979	179356379	+	764	38.0	[6.920983]	[151]	[]	[]	[179356230]	[]
171_61830	chr3	182362003	182362403	+	762	38.0	[14.352782]	[125]	[]	[]	[182362208]	[]
171_61831	chr3	183251332	183251732	+	826	38.0	[10.370207]	[136]	[]	[]	[183251516]	[]
171_61834	chr3	186827642	186828042	+	721	38.0	[]	[]	[6.678365]	[140]	[]	[186827826]
171_61836	chr3	194075866	194076266	+	603	38.0	[7.9874573]	[156]	[]	[]	[194076079]	[]
171_61838	chr3	195179379	195179779	+	677	38.0	[]	[]	[9.605281]	[150]	[]	[195179586]
171_61839	chr3	195448343	195448743	+	685	38.0	[9.258564]	[156]	[]	[]	[195448536]	[]
171_6184	chr11	112044966	112045366	+	1000	199.0	[]	[]	[10.0733185]	[113]	[]	[112045170]
171_61842	chr3	196422901	196423301	+	797	38.0	[7.3263307]	[166]	[]	[]	[196423102]	[]
171_61843	chr3	197299532	197299932	+	704	38.0	[9.395648]	[141]	[]	[]	[197299748]	[]
171_61844	chr3	197967597	197967997	+	784	38.0	[9.605281]	[134]	[9.605281]	[128]	[197967827]	[197967821]
171_61848	chr4	6675436	6675836	+	837	38.0	[]	[]	[14.352782, 9.691082]	[145, 163]	[]	[6675619, 6675637]
171_61850	chr4	6987915	6988315	+	819	38.0	[]	[]	[9.112068]	[144]	[]	[6988076]
171_61855	chr4	40367413	40367813	+	653	38.0	[14.352782]	[125]	[]	[]	[40367636]	[]
171_61858	chr4	50555958	50556358	+	713	38.0	[6.729318]	[76]	[]	[]	[50556134]	[]
171_61861	chr4	74970036	74970436	+	639	38.0	[14.352782]	[129]	[]	[]	[74970245]	[]
171_61863	chr4	82421983	82422383	+	742	38.0	[]	[]	[6.678365]	[113]	[]	[82422165]
171_61869	chr4	99552885	99553285	+	640	38.0	[7.5952926]	[87]	[]	[]	[99553058]	[]
171_61870	chr4	109207098	109207498	+	736	38.0	[6.7683716]	[93]	[]	[]	[109207286]	[]
171_61873	chr4	128379862	128380262	+	736	38.0	[]	[]	[7.5425596]	[135]	[]	[128380092]
171_61876	chr4	129167875	129168275	+	802	38.0	[]	[]	[11.988031]	[156]	[]	[129168116]
171_61878	chr4	139416069	139416469	+	545	38.0	[]	[]	[8.9615]	[125]	[]	[139416290]
171_6188	chr16	9706224	9706624	+	1000	199.0	[9.605281]	[94]	[]	[]	[9706418]	[]
171_61881	chr4	145182903	145183303	+	814	38.0	[]	[]	[9.952792, 6.6825495]	[190, 230]	[]	[145183113, 145183153]
171_61882	chr4	146399040	146399440	+	620	38.0	[]	[]	[7.5425596]	[108]	[]	[146399210]
171_61883	chr4	150976726	150977126	+	680	38.0	[9.133122]	[162]	[]	[]	[150976947]	[]
171_6189	chr16	30573333	30573733	+	1000	199.0	[]	[]	[9.153993]	[61]	[]	[30573490]
171_61891	chr4	183472302	183472702	+	808	38.0	[]	[]	[8.9615, 10.0733185]	[170, 194]	[]	[183472527, 183472551]
171_61902	chr5	39122465	39122865	+	809	38.0	[]	[]	[6.7918687]	[148]	[]	[39122698]
171_61903	chr5	39196565	39196965	+	695	38.0	[]	[]	[11.988031]	[114]	[]	[39196768]
171_61906	chr5	53108993	53109393	+	823	38.0	[]	[]	[11.344251, 9.952792]	[116, 150]	[]	[53109181, 53109215]
171_6191	chr16	56964867	56965267	+	1000	199.0	[11.988031]	[102]	[]	[]	[56965054]	[]
171_61911	chr5	69048178	69048578	+	800	38.0	[]	[]	[8.913587]	[87]	[]	[69048355]
171_61920	chr5	81906106	81906506	+	713	38.0	[]	[]	[10.370207]	[112]	[]	[81906299]
171_61922	chr5	86460134	86460534	+	777	38.0	[10.314102]	[86]	[]	[]	[86460309]	[]
171_61925	chr5	102670248	102670648	+	821	38.0	[7.9874573]	[141]	[]	[]	[102670450]	[]
171_61927	chr5	123119326	123119726	+	772	38.0	[6.660366]	[94]	[7.3616753, 9.605281]	[152, 161]	[123119502]	[123119560, 123119569]
171_61934	chr5	138354883	138355283	+	647	38.0	[]	[]	[7.3083315]	[99]	[]	[138355044]
171_61940	chr5	149798300	149798700	+	775	38.0	[]	[]	[7.5700417]	[179]	[]	[149798494]
171_61941	chr5	149938959	149939359	+	642	38.0	[6.9442596]	[98]	[]	[]	[149939128]	[]
171_61946	chr5	170633124	170633524	+	641	38.0	[9.293543]	[68]	[]	[]	[170633288]	[]
171_61947	chr5	171413103	171413503	+	562	38.0	[]	[]	[6.621249]	[80]	[]	[171413265]
171_61948	chr5	173530634	173531034	+	782	38.0	[6.7918687, 14.352782]	[65, 152]	[7.9874573]	[87]	[173530795, 173530882]	[173530817]
171_61957	chr5	177363346	177363746	+	821	38.0	[]	[]	[8.097427]	[199]	[]	[177363557]
171_6196	chr17	35433561	35433961	+	1000	199.0	[]	[]	[7.5425596, 10.603825]	[84, 118]	[]	[35433735, 35433769]
171_61972	chr6	7167569	7167969	+	717	38.0	[]	[]	[14.352782]	[84]	[]	[7167752]
171_61981	chr6	15949146	15949546	+	778	38.0	[]	[]	[7.5245605]	[83]	[]	[15949311]
171_61988	chr6	24583404	24583804	+	687	38.0	[]	[]	[6.729318]	[85]	[]	[24583585]
171_6199	chr17	81094786	81095186	+	1000	199.0	[]	[]	[11.988031]	[89]	[]	[81094973]
171_61991	chr6	26324192	26324592	+	637	38.0	[]	[]	[11.988031]	[92]	[]	[26324381]
171_61992	chr6	26543985	26544385	+	635	38.0	[6.7503724]	[173]	[]	[]	[26544199]	[]
171_61995	chr6	28370439	28370839	+	648	38.0	[]	[]	[7.9874573]	[132]	[]	[28370592]
171_61996	chr6	28373870	28374270	+	794	38.0	[6.910793]	[112]	[]	[]	[28374056]	[]
171_61997	chr6	28892579	28892979	+	664	38.0	[]	[]	[9.258564]	[163]	[]	[28892804]
171_62000	chr6	31825221	31825621	+	720	38.0	[9.9073105, 8.9615]	[152, 177]	[7.5245605]	[163]	[31825389, 31825414]	[31825400]
171_62001	chr6	32116754	32117154	+	806	38.0	[]	[]	[11.344251]	[194]	[]	[32116995]
171_62002	chr6	32126821	32127221	+	688	38.0	[]	[]	[6.621249]	[165]	[]	[32127049]
171_62005	chr6	33118548	33118948	+	801	38.0	[]	[]	[8.913587]	[79]	[]	[33118700]
171_62012	chr6	35804992	35805392	+	823	38.0	[]	[]	[6.729318]	[100]	[]	[35805190]
171_62013	chr6	36075707	36076107	+	790	38.0	[6.8938127]	[149]	[]	[]	[36075946]	[]
171_62015	chr6	37039409	37039809	+	712	38.0	[]	[]	[10.314102]	[81]	[]	[37039579]
171_62016	chr6	38984746	38985146	+	818	38.0	[9.605281]	[110]	[]	[]	[38984945]	[]
171_62021	chr6	43705919	43706319	+	825	38.0	[10.314102]	[88]	[]	[]	[43706091]	[]
171_62023	chr6	44203320	44203720	+	802	38.0	[8.962336]	[88]	[]	[]	[44203506]	[]
171_62026	chr6	49625048	49625448	+	790	38.0	[8.9615]	[93]	[9.293543]	[123]	[49625229]	[49625259]
171_6203	chr2	68157395	68157795	+	1000	199.0	[]	[]	[9.691082]	[83]	[]	[68157569]
171_62032	chr6	53350012	53350412	+	798	38.0	[]	[]	[6.8938127, 9.605281]	[89, 140]	[]	[53350194, 53350245]
171_62033	chr6	53492967	53493367	+	797	38.0	[]	[]	[7.5245605]	[132]	[]	[53493164]
171_62034	chr6	56904593	56904993	+	810	38.0	[]	[]	[6.678365]	[168]	[]	[56904837]
171_62036	chr6	67880222	67880622	+	621	38.0	[6.9442596]	[80]	[]	[]	[67880401]	[]
171_62037	chr6	68039321	68039721	+	825	38.0	[6.6825495]	[230]	[]	[]	[68039561]	[]
171_62042	chr6	79813836	79814236	+	670	38.0	[9.112068]	[113]	[]	[]	[79814039]	[]
171_62049	chr6	108589303	108589703	+	751	38.0	[7.6905684]	[171]	[9.303733]	[187]	[108589479]	[108589495]
171_6205	chr2	138434289	138434689	+	1000	199.0	[6.9287915]	[70]	[]	[]	[138434440]	[]
171_62050	chr6	111417033	111417433	+	810	38.0	[8.913587, 6.6825495]	[105, 159]	[]	[]	[111417206, 111417260]	[]
171_62054	chr6	122726578	122726978	+	789	38.0	[]	[]	[6.938982]	[146]	[]	[122726815]
171_62057	chr6	136790383	136790783	+	581	38.0	[8.9795]	[123]	[]	[]	[136790602]	[]
171_62058	chr6	137094399	137094799	+	756	38.0	[8.9615]	[132]	[]	[]	[137094612]	[]
171_62060	chr6	139394047	139394447	+	825	38.0	[9.952792, 9.952792]	[109, 141]	[]	[]	[139394216, 139394248]	[]
171_62061	chr6	142944997	142945397	+	666	38.0	[11.970033]	[113]	[]	[]	[142945185]	[]
171_62064	chr6	144560015	144560415	+	795	38.0	[]	[]	[8.9795]	[197]	[]	[144560214]
171_62065	chr6	147063469	147063869	+	702	38.0	[11.988031, 7.931352]	[125, 175]	[]	[]	[147063622, 147063672]	[]
171_62074	chr6	157831680	157832080	+	738	38.0	[]	[]	[9.153993]	[115]	[]	[157831895]
171_62085	chr7	1668975	1669375	+	574	38.0	[10.603825]	[103]	[]	[]	[1669175]	[]
171_62087	chr7	2680842	2681242	+	767	38.0	[9.112068]	[106]	[]	[]	[2681012]	[]
171_62091	chr7	6578616	6579016	+	637	38.0	[6.8938127]	[112]	[]	[]	[6578820]	[]
171_62096	chr7	18000861	18001261	+	727	38.0	[]	[]	[6.9442596]	[80]	[]	[18001031]
171_621	chr21	29641937	29642337	+	1000	550.0	[]	[]	[10.0733185]	[95]	[]	[29642128]
171_62104	chr7	32829504	32829904	+	805	38.0	[6.729318]	[152]	[6.920983]	[67]	[32829747]	[32829662]
171_62106	chr7	35916971	35917371	+	650	38.0	[]	[]	[9.9073105]	[159]	[]	[35917221]
171_62108	chr7	44082904	44083304	+	803	38.0	[7.9874573]	[152]	[]	[]	[44083137]	[]
171_6211	chr20	35192406	35192806	+	1000	199.0	[]	[]	[11.970033]	[87]	[]	[35192588]
171_62110	chr7	54758196	54758596	+	690	38.0	[]	[]	[14.352782]	[135]	[]	[54758428]
171_62111	chr7	55557746	55558146	+	704	38.0	[7.030897]	[152]	[]	[]	[55557992]	[]
171_62112	chr7	65975783	65976183	+	640	38.0	[]	[]	[7.3083315]	[123]	[]	[65975991]
171_62116	chr7	84879737	84880137	+	790	38.0	[10.314102]	[159]	[]	[]	[84879978]	[]
171_62118	chr7	91620795	91621195	+	799	38.0	[]	[]	[9.112068, 7.5700417]	[108, 112]	[]	[91620994, 91620998]
171_62125	chr7	100886834	100887234	+	799	38.0	[9.605281]	[190]	[]	[]	[100887082]	[]
171_62126	chr7	101201085	101201485	+	824	38.0	[]	[]	[11.970033]	[150]	[]	[101201315]
171_62135	chr7	108109249	108109649	+	799	38.0	[6.8938127]	[150]	[]	[]	[108109497]	[]
171_62136	chr7	108222502	108222902	+	763	38.0	[]	[]	[11.970033]	[148]	[]	[108222721]
171_62138	chr7	111328511	111328911	+	753	38.0	[]	[]	[9.133122]	[56]	[]	[111328666]
171_62139	chr7	111478255	111478655	+	792	38.0	[]	[]	[11.988031]	[88]	[]	[111478439]
171_62140	chr7	111587170	111587570	+	768	38.0	[9.395648]	[136]	[]	[]	[111587337]	[]
171_62142	chr7	116097366	116097766	+	819	38.0	[9.153993]	[153]	[]	[]	[116097604]	[]
171_62144	chr7	116956430	116956830	+	625	38.0	[]	[]	[10.314102]	[169]	[]	[116956615]
171_62145	chr7	119905446	119905846	+	655	38.0	[6.9442596]	[137]	[]	[]	[119905643]	[]
171_62147	chr7	121294508	121294908	+	735	38.0	[6.729318]	[121]	[]	[]	[121294728]	[]
171_62153	chr7	129423034	129423434	+	801	38.0	[]	[]	[9.133122]	[149]	[]	[129423262]
171_62154	chr7	129770926	129771326	+	809	38.0	[11.988031]	[73]	[]	[]	[129771094]	[]
171_62157	chr7	130912084	130912484	+	805	38.0	[]	[]	[7.9493513]	[78]	[]	[130912257]
171_6216	chr4	159047407	159047807	+	1000	199.0	[6.9442596]	[132]	[]	[]	[159047627]	[]
171_62160	chr7	132659420	132659820	+	647	38.0	[]	[]	[7.9874573]	[112]	[]	[132659622]
171_62164	chr7	137658592	137658992	+	803	38.0	[]	[]	[8.5457]	[170]	[]	[137658842]
171_62165	chr7	137977389	137977789	+	762	38.0	[]	[]	[7.5245605]	[145]	[]	[137977629]
171_62167	chr7	138935402	138935802	+	788	38.0	[9.133122]	[148]	[]	[]	[138935618]	[]
171_62168	chr7	139912952	139913352	+	779	38.0	[]	[]	[6.7503724]	[97]	[]	[139913109]
171_6217	chr5	68480365	68480765	+	1000	199.0	[]	[]	[6.8987784]	[79]	[]	[68480539]
171_62171	chr7	149060311	149060711	+	696	38.0	[6.809868]	[128]	[]	[]	[149060507]	[]
171_62178	chr7	151346336	151346736	+	796	38.0	[9.303733]	[89]	[]	[]	[151346501]	[]
171_6218	chr5	80078904	80079304	+	1000	199.0	[9.112068]	[94]	[]	[]	[80079097]	[]
171_62183	chr7	152428879	152429279	+	809	38.0	[7.012898]	[139]	[]	[]	[152429051]	[]
171_62186	chr7	152922707	152923107	+	757	38.0	[7.6905684]	[98]	[]	[]	[152922890]	[]
171_62190	chr8	10977134	10977534	+	800	38.0	[7.5952926]	[155]	[]	[]	[10977375]	[]
171_62193	chr8	12840665	12841065	+	587	38.0	[9.395648]	[156]	[6.9442596]	[133]	[12840911]	[12840888]
171_62196	chr8	21905951	21906351	+	814	38.0	[6.6825495]	[192]	[]	[]	[21906189]	[]
171_62199	chr8	22943898	22944298	+	733	38.0	[]	[]	[7.588041]	[96]	[]	[22944093]
171_6220	chr5	122863274	122863674	+	1000	199.0	[]	[]	[10.0733185]	[83]	[]	[122863457]
171_62202	chr8	26576802	26577202	+	586	38.0	[7.6905684]	[136]	[]	[]	[26577022]	[]
171_62204	chr8	27515861	27516261	+	801	38.0	[9.043116]	[76]	[]	[]	[27516031]	[]
171_62207	chr8	38181875	38182275	+	773	38.0	[]	[]	[6.7683716]	[152]	[]	[38182072]
171_62210	chr8	38995129	38995529	+	812	38.0	[]	[]	[6.7683716]	[129]	[]	[38995343]
171_62215	chr8	41458290	41458690	+	696	38.0	[6.6825495]	[114]	[]	[]	[41458470]	[]
171_62216	chr8	42540757	42541157	+	782	38.0	[]	[]	[6.938982]	[173]	[]	[42540998]
171_62219	chr8	47901940	47902340	+	583	38.0	[6.729318]	[115]	[]	[]	[47902145]	[]
171_62225	chr8	56688582	56688982	+	719	38.0	[]	[]	[6.920983]	[107]	[]	[56688773]
171_62226	chr8	58406743	58407143	+	683	38.0	[9.9073105]	[200]	[]	[]	[58406984]	[]
171_62228	chr8	60518796	60519196	+	801	38.0	[]	[]	[11.344251]	[231]	[]	[60519042]
171_62229	chr8	61467472	61467872	+	798	38.0	[]	[]	[7.6905684]	[83]	[]	[61467653]
171_6223	chr6	104675136	104675536	+	1000	199.0	[]	[]	[6.7918687]	[59]	[]	[104675295]
171_62232	chr8	65957553	65957953	+	637	38.0	[]	[]	[6.920983]	[83]	[]	[65957726]
171_62234	chr8	68045579	68045979	+	742	38.0	[]	[]	[6.8938127]	[107]	[]	[68045779]
171_62237	chr8	97053603	97054003	+	821	38.0	[]	[]	[6.747317]	[158]	[]	[97053848]
171_6224	chr6	105746605	105747005	+	1000	199.0	[6.8987784]	[109]	[]	[]	[105746800]	[]
171_62242	chr8	103373205	103373605	+	729	38.0	[10.370207]	[155]	[]	[]	[103373453]	[]
171_62243	chr8	104654992	104655392	+	708	38.0	[11.970033]	[127]	[]	[]	[104655217]	[]
171_62246	chr8	105518328	105518728	+	808	38.0	[7.931352]	[170]	[]	[]	[105518561]	[]
171_62250	chr8	124644038	124644438	+	750	38.0	[]	[]	[7.5425596]	[90]	[]	[124644216]
171_62252	chr8	125445851	125446251	+	685	38.0	[6.660366]	[180]	[]	[]	[125446100]	[]
171_62253	chr8	127892911	127893311	+	608	38.0	[7.931352]	[193]	[]	[]	[127893105]	[]
171_62257	chr8	140291932	140292332	+	646	38.0	[]	[]	[8.9615]	[220]	[]	[140292178]
171_6226	chr6	149043509	149043909	+	1000	199.0	[6.678365]	[118]	[]	[]	[149043727]	[]
171_62267	chr9	2254632	2255032	+	682	38.0	[]	[]	[7.9493513]	[131]	[]	[2254848]
171_62272	chr9	19050045	19050445	+	638	38.0	[6.910793]	[175]	[8.9615]	[121]	[19050287]	[19050233]
171_62273	chr9	27303207	27303607	+	631	38.0	[]	[]	[6.7683716]	[177]	[]	[27303432]
171_62282	chr9	83985317	83985717	+	752	38.0	[6.8758135]	[136]	[11.344251]	[106]	[83985540]	[83985510]
171_62287	chr9	94871248	94871648	+	676	38.0	[7.5700417]	[100]	[7.3263307]	[116]	[94871437]	[94871453]
171_62289	chr9	97235077	97235477	+	763	38.0	[]	[]	[6.7503724, 6.7712426]	[109, 123]	[]	[97235277, 97235291]
171_62290	chr9	97714408	97714808	+	775	38.0	[7.3263307]	[147]	[11.970033]	[93]	[97714649]	[97714595]
171_62293	chr9	97997911	97998311	+	811	38.0	[10.603825, 7.030897]	[139, 214]	[]	[]	[97998079, 97998154]	[]
171_62296	chr9	104748609	104749009	+	774	38.0	[]	[]	[7.9874573, 7.5245605]	[142, 185]	[]	[104748769, 104748812]
171_62298	chr9	120888463	120888863	+	775	38.0	[]	[]	[8.9795]	[154]	[]	[120888631]
171_623	chr12	26846000	26846400	+	1000	549.0	[]	[]	[6.920983]	[73]	[]	[26846171]
171_62303	chr9	126500847	126501247	+	833	38.0	[]	[]	[6.621249]	[87]	[]	[126501012]
171_62304	chr9	127447664	127448064	+	641	38.0	[11.988031]	[120]	[]	[]	[127447883]	[]
171_62307	chr9	129253861	129254261	+	812	38.0	[6.8987784]	[147]	[]	[]	[129254071]	[]
171_62321	chr9	131366756	131367156	+	784	38.0	[]	[]	[9.605281]	[101]	[]	[131366943]
171_62330	chrX	2630973	2631373	+	727	38.0	[9.258564]	[122]	[]	[]	[2631149]	[]
171_62336	chrX	23902400	23902800	+	774	38.0	[]	[]	[11.988031]	[116]	[]	[23902592]
171_6234	chr1	1614163	1614563	+	1000	198.0	[8.9615]	[78]	[]	[]	[1614335]	[]
171_62341	chrX	40052949	40053349	+	785	38.0	[]	[]	[7.3083315]	[106]	[]	[40053151]
171_62347	chrX	49761483	49761883	+	697	38.0	[]	[]	[11.970033]	[127]	[]	[49761698]
171_62351	chrX	70833377	70833777	+	704	38.0	[9.395648]	[88]	[6.910793]	[151]	[70833543]	[70833606]
171_62355	chrX	123540348	123540748	+	549	38.0	[11.970033]	[120]	[]	[]	[123540562]	[]
171_6236	chr1	156741170	156741570	+	1000	198.0	[10.603825]	[86]	[]	[]	[156741324]	[]
171_62363	chr1	1003276	1003676	+	791	37.0	[]	[]	[7.5425596]	[62]	[]	[1003433]
171_62366	chr1	2132174	2132574	+	717	37.0	[]	[]	[6.809868]	[81]	[]	[2132333]
171_62368	chr1	6912358	6912758	+	728	37.0	[7.5245605]	[92]	[]	[]	[6912513]	[]
171_62370	chr1	8661557	8661957	+	764	37.0	[]	[]	[8.9615, 9.174619]	[94, 106]	[]	[8661742, 8661754]
171_62377	chr1	11841048	11841448	+	804	37.0	[]	[]	[7.5700417]	[96]	[]	[11841206]
171_62379	chr1	14094931	14095331	+	565	37.0	[]	[]	[6.7918687]	[104]	[]	[14095092]
171_62384	chr1	16231278	16231678	+	628	37.0	[]	[]	[14.352782]	[101]	[]	[16231458]
171_62386	chr1	17696424	17696824	+	716	37.0	[]	[]	[11.344251]	[100]	[]	[17696606]
171_62391	chr1	21091061	21091461	+	693	37.0	[6.747317]	[77]	[]	[]	[21091231]	[]
171_62392	chr1	21816823	21817223	+	598	37.0	[14.352782]	[183]	[]	[]	[21817057]	[]
171_62393	chr1	23483492	23483892	+	719	37.0	[]	[]	[6.747317]	[107]	[]	[23483699]
171_62399	chr1	29258689	29259089	+	720	37.0	[]	[]	[9.293543]	[88]	[]	[29258867]
171_6240	chr10	49183643	49184043	+	1000	198.0	[9.303733]	[86]	[6.8987784]	[72]	[49183827]	[49183813]
171_62401	chr1	30743688	30744088	+	744	37.0	[9.258564]	[112]	[]	[]	[30743852]	[]
171_62403	chr1	32652855	32653255	+	693	37.0	[]	[]	[10.0733185]	[71]	[]	[32653006]
171_62408	chr1	37884177	37884577	+	761	37.0	[7.931352]	[145]	[]	[]	[37884400]	[]
171_62410	chr1	38773508	38773908	+	698	37.0	[11.970033]	[141]	[]	[]	[38773730]	[]
171_62411	chr1	38783630	38784030	+	755	37.0	[]	[]	[9.043116]	[132]	[]	[38783826]
171_62412	chr1	38814317	38814717	+	737	37.0	[14.352782]	[179]	[]	[]	[38814530]	[]
171_62414	chr1	39719960	39720360	+	638	37.0	[7.588041]	[137]	[]	[]	[39720173]	[]
171_62418	chr1	42684797	42685197	+	734	37.0	[]	[]	[7.9874573]	[157]	[]	[42684984]
171_62422	chr1	45520196	45520596	+	713	37.0	[]	[]	[6.729318]	[140]	[]	[45520386]
171_62425	chr1	46315720	46316120	+	574	37.0	[7.9874573]	[141]	[]	[]	[46315948]	[]
171_62427	chr1	47755424	47755824	+	738	37.0	[9.112068]	[135]	[]	[]	[47755648]	[]
171_6243	chr11	62108886	62109286	+	1000	198.0	[7.5245605]	[93]	[]	[]	[62109077]	[]
171_62430	chr1	52054005	52054405	+	753	37.0	[10.370207]	[160]	[]	[]	[52054193]	[]
171_62432	chr1	52511414	52511814	+	763	37.0	[9.9073105]	[120]	[]	[]	[52511630]	[]
171_62433	chr1	53715484	53715884	+	794	37.0	[]	[]	[7.6905684]	[171]	[]	[53715712]
171_62435	chr1	54181682	54182082	+	701	37.0	[6.678365]	[128]	[]	[]	[54181907]	[]
171_62436	chr1	54356707	54357107	+	678	37.0	[6.920983]	[107]	[]	[]	[54356893]	[]
171_62437	chr1	54396231	54396631	+	591	37.0	[7.5245605]	[112]	[]	[]	[54396426]	[]
171_62439	chr1	59672859	59673259	+	614	37.0	[6.6825495]	[138]	[7.5245605]	[84]	[59673083]	[59673029]
171_62440	chr1	61192696	61193096	+	569	37.0	[9.043116, 9.364644]	[88, 108]	[]	[]	[61192879, 61192899]	[]
171_62441	chr1	61966814	61967214	+	756	37.0	[]	[]	[6.9287915, 8.239074]	[154, 173]	[]	[61967032, 61967051]
171_62442	chr1	63149070	63149470	+	609	37.0	[]	[]	[10.603825, 11.970033]	[102, 117]	[]	[63149249, 63149264]
171_62448	chr1	70994737	70995137	+	657	37.0	[6.910793]	[58]	[]	[]	[70994893]	[]
171_62450	chr1	86409426	86409826	+	713	37.0	[6.678365, 9.043116]	[71, 150]	[]	[]	[86409581, 86409660]	[]
171_62453	chr1	87287035	87287435	+	688	37.0	[]	[]	[9.9073105]	[98]	[]	[87287231]
171_62454	chr1	89483235	89483635	+	636	37.0	[]	[]	[7.931352]	[81]	[]	[89483390]
171_6246	chr13	18824652	18825052	+	1000	198.0	[7.3083315]	[136]	[]	[]	[18824883]	[]
171_62460	chr1	100133789	100134189	+	654	37.0	[11.988031]	[161]	[]	[]	[100134035]	[]
171_62462	chr1	100353924	100354324	+	737	37.0	[7.931352, 10.603825]	[86, 95]	[]	[]	[100354106, 100354115]	[]
171_62464	chr1	100810326	100810726	+	653	37.0	[7.3083315]	[85]	[]	[]	[100810505]	[]
171_62466	chr1	101136728	101137128	+	618	37.0	[6.6825495]	[161]	[]	[]	[101136961]	[]
171_62468	chr1	108689908	108690308	+	770	37.0	[]	[]	[6.920983]	[113]	[]	[108690113]
171_62470	chr1	110455152	110455552	+	786	37.0	[]	[]	[7.3083315]	[74]	[]	[110455311]
171_62474	chr1	113947730	113948130	+	658	37.0	[]	[]	[14.352782]	[98]	[]	[113947918]
171_62476	chr1	115469684	115470084	+	755	37.0	[8.239074]	[147]	[]	[]	[115469917]	[]
171_6248	chr14	77645532	77645932	+	1000	198.0	[8.9615]	[94]	[]	[]	[77645718]	[]
171_62482	chr1	143216079	143216479	+	781	37.0	[]	[]	[10.0733185, 10.0733185]	[119, 124]	[]	[143216297, 143216302]
171_62486	chr1	150978841	150979241	+	634	37.0	[]	[]	[6.729318]	[144]	[]	[150979049]
171_62487	chr1	151693047	151693447	+	742	37.0	[]	[]	[7.0647864]	[66]	[]	[151693208]
171_62489	chr1	153699071	153699471	+	753	37.0	[10.314102]	[112]	[]	[]	[153699252]	[]
171_62497	chr1	157319596	157319996	+	765	37.0	[7.9874573, 11.970033]	[74, 104]	[]	[]	[157319763, 157319793]	[]
171_62499	chr1	160078659	160079059	+	701	37.0	[6.7503724]	[125]	[6.729318]	[91]	[160078859]	[160078825]
171_62500	chr1	160676194	160676594	+	611	37.0	[7.6905684]	[168]	[]	[]	[160676417]	[]
171_62502	chr1	161397895	161398295	+	773	37.0	[14.352782]	[166]	[]	[]	[161398129]	[]
171_62512	chr1	175012107	175012507	+	623	37.0	[]	[]	[11.970033]	[106]	[]	[175012287]
171_62518	chr1	182575651	182576051	+	630	37.0	[7.0647864]	[139]	[7.030897]	[115]	[182575831]	[182575807]
171_62519	chr1	184002111	184002511	+	784	37.0	[8.239074]	[167]	[]	[]	[184002343]	[]
171_62521	chr1	192061580	192061980	+	650	37.0	[]	[]	[9.605281, 7.931352]	[98, 126]	[]	[192061752, 192061780]
171_62526	chr1	202063161	202063561	+	580	37.0	[]	[]	[14.352782]	[132]	[]	[202063386]
171_62528	chr1	202330020	202330420	+	770	37.0	[]	[]	[6.6825495]	[175]	[]	[202330229]
171_62531	chr1	204708477	204708877	+	796	37.0	[]	[]	[7.5952926]	[114]	[]	[204708686]
171_62532	chr1	206710119	206710519	+	679	37.0	[]	[]	[6.920983]	[158]	[]	[206710360]
171_62533	chr1	206911105	206911505	+	783	37.0	[]	[]	[7.5245605]	[144]	[]	[206911337]
171_62537	chr1	210400610	210401010	+	763	37.0	[7.9874573]	[141]	[]	[]	[210400840]	[]
171_62540	chr1	219991937	219992337	+	656	37.0	[]	[]	[6.7503724]	[130]	[]	[219992164]
171_62542	chr1	226986656	226987056	+	752	37.0	[6.938982]	[144]	[]	[]	[226986879]	[]
171_62546	chr1	229849045	229849445	+	567	37.0	[]	[]	[10.0733185]	[148]	[]	[229849289]
171_62547	chr1	230047074	230047474	+	765	37.0	[11.970033]	[112]	[]	[]	[230047280]	[]
171_62549	chr1	231339534	231339934	+	705	37.0	[]	[]	[6.910793]	[76]	[]	[231339703]
171_6255	chr2	9331681	9332081	+	1000	198.0	[]	[]	[11.988031]	[103]	[]	[9331878]
171_62550	chr1	231512153	231512553	+	688	37.0	[]	[]	[14.352782]	[140]	[]	[231512381]
171_62555	chr1	245026248	245026648	+	728	37.0	[]	[]	[7.012898]	[121]	[]	[245026468]
171_62556	chr1	246189133	246189533	+	714	37.0	[]	[]	[7.9874573]	[101]	[]	[246189332]
171_62557	chr1	246923500	246923900	+	784	37.0	[7.012898, 11.970033]	[110, 120]	[9.9073105]	[146]	[246923685, 246923695]	[246923721]
171_62559	chr10	5812340	5812740	+	775	37.0	[7.0647864]	[180]	[]	[]	[5812557]	[]
