#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_5136	chr6	7062519	7062919	+	1000	227.5	[8.51087]	[105]	[7.1447124, 9.018479]	[67, 89]	[7062724]	[7062686, 7062708]
36_5139	chr1	183471807	183472207	+	1000	227.0	[9.488749]	[94]	[]	[]	[183471976]	[]
36_514	chr1	247210828	247211228	+	1000	819.5	[9.018479]	[151]	[]	[]	[247211005]	[]
36_5143	chr1	214261548	214261948	+	1000	227.0	[]	[]	[8.9806795, 11.785644]	[94, 98]	[]	[214261739, 214261743]
36_5149	chr19	40599509	40599909	+	1000	227.0	[]	[]	[9.374846, 9.074489]	[83, 113]	[]	[40599690, 40599720]
36_516	chr9	129835265	129835665	+	1000	819.5	[14.610782, 8.9806795]	[106, 110]	[]	[]	[129835463, 129835467]	[]
36_5166	chr12	70277973	70278373	+	1000	226.0	[14.492824]	[101]	[]	[]	[70278172]	[]
36_517	chr14	22871516	22871916	+	1000	819.0	[13.296596]	[99]	[]	[]	[22871711]	[]
36_5170	chr2	156366744	156367144	+	1000	226.0	[8.50106]	[87]	[8.132104]	[119]	[156366930]	[156366962]
36_5171	chr4	20480144	20480544	+	1000	226.0	[11.350836]	[125]	[]	[]	[20480356]	[]
36_5176	chrX	134075931	134076331	+	1000	226.0	[13.044986, 12.290566, 14.610782, 14.959101, 12.290566]	[69, 80, 101, 121, 152]	[]	[]	[134076098, 134076109, 134076130, 134076150, 134076181]	[]
36_5179	chr1	204400996	204401396	+	1000	225.5	[]	[]	[10.361639]	[193]	[]	[204401185]
36_518	chr14	49620472	49620872	+	1000	819.0	[9.640319]	[90]	[]	[]	[49620662]	[]
36_5190	chr6	149132359	149132759	+	1000	225.5	[]	[]	[7.0857067, 8.875516]	[85, 89]	[]	[149132542, 149132546]
36_5197	chr1	161622138	161622538	+	1000	225.0	[]	[]	[8.284322, 8.302331]	[109, 113]	[]	[161622347, 161622351]
36_5199	chr12	92379061	92379461	+	1000	225.0	[9.692398]	[162]	[8.88784]	[74]	[92379305]	[92379217]
36_520	chr16	27268621	27269021	+	1000	819.0	[10.733765]	[123]	[]	[]	[27268836]	[]
36_5201	chr14	33950949	33951349	+	1000	225.0	[]	[]	[12.948277, 7.5943837]	[149, 171]	[]	[33951176, 33951198]
36_521	chr17	82698583	82698983	+	1000	819.0	[]	[]	[9.29815]	[131]	[]	[82698811]
36_5210	chr6	3291986	3292386	+	1000	225.0	[]	[]	[7.9442024]	[89]	[]	[3292159]
36_5212	chr8	54134696	54135096	+	1000	225.0	[11.178108]	[106]	[]	[]	[54134879]	[]
36_5220	chr2	201118428	201118828	+	1000	224.5	[7.7372775]	[152]	[]	[]	[201118678]	[]
36_5223	chr3	146496719	146497119	+	1000	224.5	[]	[]	[7.355974]	[115]	[]	[146496910]
36_5227	chr7	133428884	133429284	+	1000	224.5	[14.959101]	[99]	[]	[]	[133429080]	[]
36_5233	chr10	49488086	49488486	+	1000	224.0	[]	[]	[7.2228217]	[92]	[]	[49488273]
36_5236	chr15	82040777	82041177	+	1000	224.0	[10.711831]	[103]	[]	[]	[82040957]	[]
36_5237	chr15	89177731	89178131	+	1000	224.0	[11.200042]	[118]	[]	[]	[89177947]	[]
36_5238	chr17	27294804	27295204	+	1000	224.0	[11.785644]	[111]	[]	[]	[27295015]	[]
36_5239	chr22	19430385	19430785	+	1000	224.0	[]	[]	[7.3857517, 7.2170777]	[97, 108]	[]	[19430541, 19430552]
36_5241	chr3	178170666	178171066	+	1000	224.0	[]	[]	[10.29932]	[164]	[]	[178170891]
36_5242	chr5	132662971	132663371	+	1000	224.0	[12.172607]	[102]	[]	[]	[132663155]	[]
36_5243	chr6	40378158	40378558	+	1000	224.0	[7.9442024]	[141]	[]	[]	[40378394]	[]
36_5247	chr12	53719651	53720051	+	1000	223.5	[9.168581]	[89]	[]	[]	[53719833]	[]
36_5248	chr18	41992066	41992466	+	1000	223.5	[9.392856]	[99]	[]	[]	[41992260]	[]
36_525	chr6	84764460	84764860	+	1000	819.0	[]	[]	[7.5891294, 12.430346, 8.258101]	[58, 93, 113]	[]	[84764618, 84764653, 84764673]
36_5251	chr2	44997946	44998346	+	1000	223.5	[10.829789]	[97]	[]	[]	[44998142]	[]
36_5260	chr11	8722111	8722511	+	1000	223.0	[7.643009, 12.082027]	[55, 97]	[]	[]	[8722262, 8722304]	[]
36_5263	chr19	4328452	4328852	+	1000	223.0	[7.438061]	[215]	[]	[]	[4328697]	[]
36_5264	chr21	38416867	38417267	+	1000	223.0	[]	[]	[8.249451, 9.59378, 12.082027]	[98, 114, 133]	[]	[38417027, 38417043, 38417062]
36_5266	chr3	128067475	128067875	+	1000	223.0	[7.5134406]	[83]	[]	[]	[128067653]	[]
36_5267	chr5	76641465	76641865	+	1000	223.0	[13.296596]	[92]	[10.259107]	[152]	[76641653]	[76641713]
36_527	chr19	6425057	6425457	+	1000	818.5	[9.074489]	[100]	[7.040283]	[107]	[6425257]	[6425264]
36_5271	chr7	124929754	124930154	+	1000	223.0	[7.867675]	[144]	[]	[]	[124929976]	[]
36_5273	chr9	37892042	37892442	+	1000	223.0	[11.351634, 10.419522]	[120, 124]	[]	[]	[37892252, 37892256]	[]
36_5277	chr1	91601575	91601975	+	1000	222.5	[8.51087]	[117]	[]	[]	[91601776]	[]
36_528	chr1	32817335	32817735	+	1000	818.0	[]	[]	[13.296596]	[123]	[]	[32817546]
36_5284	chr16	56451167	56451567	+	1000	222.5	[7.1693687]	[124]	[]	[]	[56451380]	[]
36_5285	chr16	83954380	83954780	+	1000	222.5	[14.492824]	[93]	[10.479256]	[134]	[83954573]	[83954614]
36_5293	chr11	63871967	63872367	+	1000	222.0	[]	[]	[9.4430685]	[131]	[]	[63872164]
36_5297	chr2	41989839	41990239	+	1000	222.0	[]	[]	[14.959101]	[101]	[]	[41990039]
36_5298	chr2	47487131	47487531	+	1000	222.0	[12.269929]	[114]	[]	[]	[47487335]	[]
36_53	chr12	6851195	6851595	+	1000	995.0	[]	[]	[8.245836]	[105]	[]	[6851399]
36_5301	chr3	45631414	45631814	+	1000	222.0	[11.964068]	[99]	[]	[]	[45631611]	[]
36_5302	chr3	167734909	167735309	+	1000	222.0	[]	[]	[9.537537]	[215]	[]	[167735159]
36_5311	chr19	13731289	13731689	+	1000	221.5	[]	[]	[7.712342]	[225]	[]	[13731508]
36_5316	chr4	173334442	173334842	+	1000	221.5	[11.857753, 7.7837863]	[102, 147]	[]	[]	[173334638, 173334683]	[]
36_5317	chr4	182971706	182972106	+	1000	221.5	[]	[]	[10.479597]	[108]	[]	[182971911]
36_5318	chr7	87004453	87004853	+	1000	221.5	[]	[]	[7.167077]	[100]	[]	[87004631]
36_5323	chr12	93603713	93604113	+	1000	221.0	[10.55093]	[90]	[]	[]	[93603900]	[]
36_5326	chr2	63588296	63588696	+	1000	221.0	[]	[]	[7.7868376]	[103]	[]	[63588498]
36_5329	chr3	19937662	19938062	+	1000	221.0	[9.113638]	[165]	[7.7724166]	[168]	[19937880]	[19937883]
36_5333	chr6	10722495	10722895	+	1000	221.0	[12.172607]	[109]	[]	[]	[10722688]	[]
36_5336	chr8	72141024	72141424	+	1000	221.0	[]	[]	[7.3857517, 14.959101, 9.794609]	[112, 116, 120]	[]	[72141227, 72141231, 72141235]
36_5338	chr1	212035501	212035901	+	1000	220.5	[]	[]	[8.07561]	[139]	[]	[212035714]
36_5344	chr17	15944792	15945192	+	1000	220.5	[7.2873273]	[190]	[]	[]	[15945034]	[]
36_5345	chr18	62850533	62850933	+	1000	220.5	[10.479256]	[104]	[]	[]	[62850728]	[]
36_5346	chr2	44126428	44126828	+	1000	220.5	[14.959101]	[99]	[]	[]	[44126623]	[]
36_5349	chr5	140180041	140180441	+	1000	220.5	[]	[]	[14.492824]	[101]	[]	[140180237]
36_5350	chr6	2104233	2104633	+	1000	220.5	[]	[]	[14.492824]	[102]	[]	[2104417]
36_5351	chr6	39114842	39115242	+	1000	220.5	[12.948277]	[90]	[]	[]	[39115013]	[]
36_5353	chr6	89297925	89298325	+	1000	220.5	[10.229236]	[146]	[11.200042]	[116]	[89298166]	[89298136]
36_5355	chr7	127635671	127636071	+	1000	220.5	[]	[]	[10.831086, 10.361639, 7.8090506]	[85, 97, 121]	[]	[127635855, 127635867, 127635891]
36_5360	chr15	101451421	101451821	+	1000	220.0	[]	[]	[7.354904]	[196]	[]	[101451664]
36_5361	chr16	25031490	25031890	+	1000	220.0	[]	[]	[8.041423]	[151]	[]	[25031739]
36_5369	chr9	37913532	37913932	+	1000	220.0	[10.829789, 7.765777]	[88, 129]	[]	[]	[37913708, 37913749]	[]
36_5376	chr18	63155184	63155584	+	1000	219.5	[8.085421]	[118]	[]	[]	[63155397]	[]
36_538	chr5	127030469	127030869	+	1000	817.0	[11.509435]	[84]	[]	[]	[127030651]	[]
36_5380	chr3	182740722	182741122	+	1000	219.5	[]	[]	[12.430346]	[117]	[]	[182740929]
36_5383	chr6	43481053	43481453	+	1000	219.5	[]	[]	[11.865117]	[101]	[]	[43481232]
36_539	chr11	77994710	77995110	+	1000	816.5	[7.24659]	[92]	[]	[]	[77994902]	[]
36_5394	chr12	71125904	71126304	+	1000	219.0	[12.430346]	[102]	[]	[]	[71126080]	[]
36_5396	chr17	43842661	43843061	+	1000	219.0	[7.797315]	[121]	[]	[]	[43842881]	[]
36_54	chr3	9396872	9397272	+	1000	985.0	[10.829789]	[92]	[]	[]	[9397064]	[]
36_540	chr15	69160300	69160700	+	1000	816.5	[]	[]	[9.640777]	[99]	[]	[69160498]
36_5402	chr6	134254127	134254527	+	1000	219.0	[14.959101, 10.419522]	[100, 104]	[]	[]	[134254324, 134254328]	[]
36_5407	chr13	40770989	40771389	+	1000	218.5	[]	[]	[8.378211]	[106]	[]	[40771186]
36_541	chr17	1716192	1716592	+	1000	816.5	[10.262825]	[95]	[]	[]	[1716387]	[]
36_5410	chr3	52536362	52536762	+	1000	218.5	[11.857753, 11.857753]	[64, 97]	[]	[]	[52536524, 52536557]	[]
36_5412	chr4	173252274	173252674	+	1000	218.5	[8.0269785]	[220]	[]	[]	[173252520]	[]
36_5416	chr1	29202759	29203159	+	1000	218.0	[7.1080656]	[120]	[]	[]	[29202972]	[]
36_542	chr21	33641580	33641980	+	1000	816.5	[7.4148836]	[111]	[7.3130293]	[101]	[33641788]	[33641778]
36_5423	chr14	32259594	32259994	+	1000	218.0	[]	[]	[12.172607]	[101]	[]	[32259789]
36_5426	chr2	16664216	16664616	+	1000	218.0	[10.516231]	[67]	[]	[]	[16664375]	[]
36_5428	chr5	139872390	139872790	+	1000	218.0	[]	[]	[7.2228217]	[111]	[]	[139872596]
36_5430	chr6	30617642	30618042	+	1000	218.0	[]	[]	[7.0320845]	[118]	[]	[30617835]
36_5438	chr14	76918721	76919121	+	1000	217.5	[]	[]	[9.446291]	[89]	[]	[76918899]
36_5439	chr17	7307115	7307515	+	1000	217.5	[]	[]	[7.391851]	[206]	[]	[7307361]
36_544	chr12	54324794	54325194	+	1000	816.0	[]	[]	[9.461956]	[86]	[]	[54324974]
36_5441	chr17	47266014	47266414	+	1000	217.5	[8.699134, 10.1103]	[96, 139]	[]	[]	[47266188, 47266231]	[]
36_5442	chr17	48892300	48892700	+	1000	217.5	[7.2170777]	[75]	[]	[]	[48892470]	[]
36_5447	chr5	139636066	139636466	+	1000	217.5	[11.136967]	[115]	[]	[]	[139636269]	[]
36_547	chr19	12294715	12295115	+	1000	816.0	[11.925329, 14.492824]	[67, 138]	[]	[]	[12294876, 12294947]	[]
36_5472	chr17	29726764	29727164	+	1000	216.5	[]	[]	[9.294079, 10.821276]	[94, 98]	[]	[29726958, 29726962]
36_5473	chr18	21559202	21559602	+	1000	216.5	[7.0489435]	[151]	[7.2228217]	[101]	[21559451]	[21559401]
36_548	chr3	113696742	113697142	+	1000	816.0	[11.360628, 12.082027]	[97, 101]	[]	[]	[113696936, 113696940]	[]
36_5481	chr6	8166158	8166558	+	1000	216.5	[7.950842]	[76]	[]	[]	[8166334]	[]
36_5482	chr7	108063497	108063897	+	1000	216.5	[]	[]	[14.492824]	[134]	[]	[108063714]
36_5483	chr1	61446623	61447023	+	1000	216.0	[9.794609, 8.50106]	[109, 113]	[]	[]	[61446809, 61446813]	[]
36_5484	chr12	71686148	71686548	+	1000	216.0	[8.114096]	[123]	[]	[]	[71686351]	[]
36_5495	chr7	116492315	116492715	+	1000	216.0	[]	[]	[11.921611, 12.135462]	[115, 119]	[]	[116492526, 116492530]
36_550	chr19	6516010	6516410	+	1000	815.5	[11.351634]	[98]	[]	[]	[6516205]	[]
36_5501	chr1	219907540	219907940	+	1000	215.5	[8.668286, 7.9442024]	[97, 101]	[]	[]	[219907723, 219907727]	[]
36_5503	chr11	117224228	117224628	+	1000	215.5	[10.482768, 10.110129]	[104, 108]	[]	[]	[117224424, 117224428]	[]
36_5506	chr17	82259978	82260378	+	1000	215.5	[7.619144, 10.482768, 7.737102, 10.482768, 10.482768, 7.737102, 10.482768]	[85, 94, 109, 118, 140, 155, 164]	[]	[]	[82260137, 82260146, 82260161, 82260170, 82260192, 82260207, 82260216]	[]
36_5509	chr5	154482534	154482934	+	1000	215.5	[]	[]	[8.875516]	[79]	[]	[154482713]
36_5512	chr6	168272360	168272760	+	1000	215.5	[14.959101]	[97]	[]	[]	[168272555]	[]
36_5518	chr1	167628031	167628431	+	1000	215.0	[8.363305, 7.737102]	[111, 115]	[9.3400135]	[98]	[167628229, 167628233]	[167628216]
36_5519	chr10	69088822	69089222	+	1000	215.0	[7.0650244]	[123]	[]	[]	[69089029]	[]
36_552	chr20	23350543	23350943	+	1000	815.5	[]	[]	[10.419522]	[104]	[]	[23350747]
36_5520	chr11	1442162	1442562	+	1000	215.0	[10.821276, 9.112087, 7.5943837]	[75, 127, 139]	[]	[]	[1442331, 1442383, 1442395]	[]
36_5525	chr19	14537219	14537619	+	1000	215.0	[8.597721]	[241]	[]	[]	[14537458]	[]
36_5526	chr2	233350711	233351111	+	1000	215.0	[8.006341]	[118]	[7.9090195]	[127]	[233350913]	[233350922]
36_5530	chr5	89129265	89129665	+	1000	215.0	[12.017504]	[168]	[]	[]	[89129502]	[]
36_5539	chr5	140725814	140726214	+	1000	214.5	[8.416778]	[120]	[]	[]	[140726010]	[]
36_554	chr19	55408026	55408426	+	1000	815.0	[8.820263]	[132]	[]	[]	[55408258]	[]
36_5543	chr8	144901407	144901807	+	1000	214.5	[7.282957]	[112]	[]	[]	[144901602]	[]
36_5552	chr5	74251119	74251519	+	1000	214.0	[]	[]	[9.68468]	[122]	[]	[74251331]
36_5559	chr15	80902262	80902662	+	1000	213.5	[]	[]	[11.964068]	[123]	[]	[80902472]
36_556	chr17	22310616	22311016	+	1000	814.5	[12.830319]	[97]	[]	[]	[22310810]	[]
36_5564	chr2	111416420	111416820	+	1000	213.5	[]	[]	[8.776147]	[130]	[]	[111416650]
36_5572	chr1	151494715	151495115	+	1000	213.0	[12.799472]	[90]	[]	[]	[151494904]	[]
36_558	chr1	153609181	153609581	+	1000	814.0	[]	[]	[13.296596, 7.63498]	[96, 100]	[]	[153609377, 153609381]
36_5584	chr7	1742731	1743131	+	1000	213.0	[]	[]	[8.643656]	[142]	[]	[1742972]
36_5585	chr7	66867237	66867637	+	1000	213.0	[]	[]	[12.430346]	[131]	[]	[66867447]
36_559	chr11	3379084	3379484	+	1000	814.0	[14.492824]	[99]	[]	[]	[3379281]	[]
36_5593	chr7	12957411	12957811	+	1000	212.5	[8.88784, 13.265748]	[70, 93]	[]	[]	[12957581, 12957604]	[]
36_5594	chr7	44921558	44921958	+	1000	212.5	[]	[]	[7.6966376]	[139]	[]	[44921793]
36_5595	chr7	76258004	76258404	+	1000	212.5	[7.797315]	[107]	[]	[]	[76258164]	[]
36_5598	chr1	43977685	43978085	+	1000	212.0	[]	[]	[7.402949, 9.723165]	[71, 106]	[]	[43977846, 43977881]
36_560	chr14	75063883	75064283	+	1000	814.0	[]	[]	[9.640319, 8.022175]	[86, 95]	[]	[75064067, 75064076]
36_5600	chr1	233651523	233651923	+	1000	212.0	[7.351545, 12.430346, 8.726171]	[87, 91, 95]	[]	[]	[233651709, 233651713, 233651717]	[]
36_5603	chr15	41513566	41513966	+	1000	212.0	[]	[]	[9.611549]	[98]	[]	[41513761]
36_5606	chr22	26644693	26645093	+	1000	212.0	[8.347363, 7.7205]	[102, 154]	[]	[]	[26644891, 26644943]	[]
36_5609	chr6	21997645	21998045	+	1000	212.0	[7.6974354]	[118]	[]	[]	[21997850]	[]
36_561	chr22	43015125	43015525	+	1000	814.0	[]	[]	[14.959101]	[107]	[]	[43015330]
36_5610	chr6	144123776	144124176	+	1000	212.0	[11.747158, 7.565396]	[124, 152]	[]	[]	[144123977, 144124005]	[]
36_562	chr5	140547392	140547792	+	1000	814.0	[13.053981]	[95]	[]	[]	[140547587]	[]
36_5620	chr19	34807479	34807879	+	1000	211.5	[]	[]	[12.830319]	[107]	[]	[34807675]
36_5622	chr2	27321090	27321490	+	1000	211.5	[7.824388, 8.3229685]	[117, 121]	[7.412284]	[73]	[27321295, 27321299]	[27321251]
36_5623	chr2	239086294	239086694	+	1000	211.5	[]	[]	[11.964068, 9.274898]	[85, 150]	[]	[239086462, 239086527]
36_563	chr7	13989583	13989983	+	1000	814.0	[]	[]	[14.959101]	[101]	[]	[13989784]
36_5635	chr1	151055201	151055601	+	1000	211.0	[7.448997, 9.136437]	[116, 140]	[]	[]	[151055387, 151055411]	[]
36_5637	chr1	208170215	208170615	+	1000	211.0	[14.959101, 10.419522]	[89, 93]	[]	[]	[208170403, 208170407]	[]
36_5638	chr1	229555087	229555487	+	1000	211.0	[]	[]	[7.9302163, 8.123905]	[65, 108]	[]	[229555251, 229555294]
36_5641	chr12	46373743	46374143	+	1000	211.0	[11.925329]	[115]	[]	[]	[46373945]	[]
36_5644	chr16	67667901	67668301	+	1000	211.0	[12.830319]	[105]	[]	[]	[67668100]	[]
36_5645	chr17	48427598	48427998	+	1000	211.0	[7.5287027]	[118]	[7.522055]	[138]	[48427813]	[48427833]
36_5646	chr17	82037601	82038001	+	1000	211.0	[7.6356454, 8.258101]	[109, 152]	[]	[]	[82037780, 82037823]	[]
36_5649	chr20	5112877	5113277	+	1000	211.0	[]	[]	[10.510103]	[75]	[]	[5113045]
36_565	chr19	45423518	45423918	+	1000	813.5	[8.07561]	[122]	[7.7032223, 7.8360543, 7.844185]	[98, 102, 137]	[45423730]	[45423706, 45423710, 45423745]
36_5650	chr22	19757636	19758036	+	1000	211.0	[8.041423, 9.218403]	[110, 120]	[]	[]	[19757815, 19757825]	[]
36_5652	chr3	64954904	64955304	+	1000	211.0	[10.138168]	[130]	[]	[]	[64955110]	[]
36_5654	chr7	24477902	24478302	+	1000	211.0	[14.610782]	[98]	[]	[]	[24478095]	[]
36_566	chr6	132512977	132513377	+	1000	813.5	[14.492824]	[110]	[]	[]	[132513181]	[]
36_5660	chr11	108958759	108959159	+	1000	210.5	[10.569666, 10.472958]	[130, 134]	[8.301034]	[117]	[108958978, 108958982]	[108958965]
36_5661	chr12	48105838	48106238	+	1000	210.5	[]	[]	[11.391476]	[100]	[]	[48106017]
36_5664	chr19	36014302	36014702	+	1000	210.5	[7.826244]	[126]	[]	[]	[36014526]	[]
36_5665	chr19	40055784	40056184	+	1000	210.5	[]	[]	[13.053981]	[101]	[]	[40055982]
36_5669	chr8	2814514	2814914	+	1000	210.5	[13.265748]	[93]	[]	[]	[2814706]	[]
36_567	chr15	74872898	74873298	+	1000	813.0	[]	[]	[7.818045]	[98]	[]	[74873096]
36_5670	chr8	123514210	123514610	+	1000	210.5	[11.478587, 7.601489]	[121, 138]	[]	[]	[123514425, 123514442]	[]
36_5672	chr11	16297346	16297746	+	1000	210.0	[13.296596]	[90]	[]	[]	[16297531]	[]
36_5674	chr15	78212624	78213024	+	1000	210.0	[]	[]	[7.540064]	[78]	[]	[78212800]
36_568	chr19	21505336	21505736	+	1000	813.0	[]	[]	[7.78141, 14.492824]	[63, 100]	[]	[21505496, 21505533]
36_5680	chr3	5426260	5426660	+	1000	210.0	[9.796548]	[59]	[]	[]	[5426411]	[]
36_5682	chr5	38807631	38808031	+	1000	210.0	[8.0269785]	[136]	[]	[]	[38807799]	[]
36_5687	chr10	46202392	46202792	+	1000	209.5	[8.126602]	[106]	[]	[]	[46202595]	[]
36_5693	chr6	31958985	31959385	+	1000	209.5	[]	[]	[7.9302163]	[132]	[]	[31959166]
36_5695	chr7	2404624	2405024	+	1000	209.5	[]	[]	[14.492824]	[111]	[]	[2404826]
36_5696	chr7	75740954	75741354	+	1000	209.5	[]	[]	[9.062265]	[113]	[]	[75741150]
36_5698	chr7	148940830	148941230	+	1000	209.5	[]	[]	[12.830319]	[98]	[]	[148941025]
36_570	chr7	64794130	64794530	+	1000	813.0	[]	[]	[14.492824]	[72]	[]	[64794300]
36_5702	chrX	154799281	154799681	+	1000	209.5	[7.2408113, 7.615973]	[105, 148]	[10.479597]	[145]	[154799462, 154799505]	[154799502]
36_5706	chr10	103368536	103368936	+	1000	209.0	[]	[]	[8.122609]	[114]	[]	[103368727]
36_5707	chr12	102879133	102879533	+	1000	209.0	[]	[]	[7.594908]	[102]	[]	[102879320]
36_5708	chr12	104598731	104599131	+	1000	209.0	[]	[]	[12.91743]	[108]	[]	[104598929]
36_5709	chr16	68538754	68539154	+	1000	209.0	[]	[]	[10.479256]	[99]	[]	[68538935]
36_5714	chr22	19874768	19875168	+	1000	209.0	[14.610782, 8.099306]	[111, 115]	[7.1120214, 8.2925205]	[97, 129]	[19874961, 19874965]	[19874947, 19874979]
36_5716	chr6	5307045	5307445	+	1000	209.0	[7.448997]	[129]	[12.430346]	[112]	[5307268]	[5307251]
36_5717	chr6	163710559	163710959	+	1000	209.0	[]	[]	[12.172607]	[105]	[]	[163710756]
36_572	chr19	39391054	39391454	+	1000	812.0	[9.168581, 8.614963]	[82, 121]	[]	[]	[39391228, 39391267]	[]
36_5721	chr12	57752246	57752646	+	1000	208.5	[8.8627205]	[134]	[7.7372775]	[119]	[57752428]	[57752413]
36_5725	chr16	54448100	54448500	+	1000	208.5	[]	[]	[7.070572, 8.5667305]	[94, 111]	[]	[54448290, 54448307]
36_5728	chr3	15052509	15052909	+	741	208.5	[12.830319]	[83]	[]	[]	[15052674]	[]
36_5741	chr11	35030655	35031055	+	1000	208.0	[7.6886597]	[132]	[]	[]	[35030868]	[]
36_5743	chr12	124508585	124508985	+	1000	208.0	[7.9990454]	[98]	[]	[]	[124508774]	[]
36_5744	chr14	49971131	49971531	+	746	208.0	[7.619144]	[139]	[]	[]	[49971360]	[]
36_5749	chr3	186259948	186260348	+	1000	208.0	[]	[]	[14.959101]	[109]	[]	[186260154]
36_5754	chr8	79820067	79820467	+	1000	208.0	[12.082027]	[101]	[]	[]	[79820264]	[]
36_5756	chr9	128094306	128094706	+	1000	208.0	[]	[]	[7.7265677]	[134]	[]	[128094533]
36_5757	chr1	8518294	8518694	+	1000	207.5	[10.171764]	[89]	[]	[]	[8518477]	[]
36_576	chr2	205944583	205944983	+	1000	810.5	[8.003936, 10.347194, 12.172607]	[64, 68, 116]	[11.459053]	[103]	[205944745, 205944749, 205944797]	[205944784]
36_5762	chr15	67087815	67088215	+	1000	207.5	[14.959101]	[98]	[]	[]	[67088006]	[]
36_5767	chr21	33542570	33542970	+	1000	207.5	[8.869831, 8.831873]	[215, 248]	[]	[]	[33542776, 33542809]	[]
36_5768	chr21	37087159	37087559	+	1000	207.5	[]	[]	[7.9090195]	[147]	[]	[37087373]
36_5776	chr1	25802892	25803292	+	1000	207.0	[8.699134, 9.074489]	[103, 132]	[9.218403]	[96]	[25803087, 25803116]	[25803080]
36_5779	chr10	60262606	60263006	+	1000	207.0	[11.351634]	[97]	[]	[]	[60262786]	[]
36_578	chr8	102862860	102863260	+	1000	810.5	[7.3831406]	[95]	[]	[]	[102863054]	[]
36_5780	chr11	57424638	57425038	+	1000	207.0	[]	[]	[8.831873, 9.127924]	[78, 94]	[]	[57424804, 57424820]
36_5782	chr12	132887460	132887860	+	1000	207.0	[7.8552356]	[136]	[]	[]	[132887659]	[]
36_5784	chr15	97959666	97960066	+	893	207.0	[14.492824]	[138]	[]	[]	[97959884]	[]
36_5785	chr16	1993879	1994279	+	1000	207.0	[8.068459, 11.459053]	[90, 119]	[]	[]	[1994061, 1994090]	[]
36_5786	chr19	40778508	40778908	+	1000	207.0	[7.3831406, 11.382482]	[86, 112]	[]	[]	[40778689, 40778715]	[]
36_5787	chr19	55836324	55836724	+	1000	207.0	[]	[]	[11.857753]	[107]	[]	[55836528]
36_579	chr1	12019229	12019629	+	1000	810.0	[]	[]	[10.301564]	[136]	[]	[12019453]
36_5795	chr1	89994734	89995134	+	1000	206.5	[]	[]	[10.164401]	[91]	[]	[89994925]
36_5799	chr10	84139262	84139662	+	1000	206.5	[10.821276]	[135]	[]	[]	[84139462]	[]
36_580	chr1	27351138	27351538	+	1000	810.0	[14.492824]	[104]	[11.964068]	[69]	[27351338]	[27351303]
36_5803	chr12	38890158	38890558	+	1000	206.5	[7.2228217]	[123]	[]	[]	[38890371]	[]
36_5805	chr19	50679218	50679618	+	1000	206.5	[9.145273, 11.478587]	[101, 121]	[]	[]	[50679409, 50679429]	[]
36_581	chr10	101042656	101043056	+	1000	810.0	[]	[]	[14.610782]	[101]	[]	[101042857]
36_582	chr12	49110755	49111155	+	1000	810.0	[]	[]	[8.192481]	[95]	[]	[49110950]
36_5820	chr16	15888472	15888872	+	1000	206.0	[]	[]	[7.1693687]	[160]	[]	[15888699]
36_5822	chr17	64145697	64146097	+	1000	206.0	[]	[]	[9.328998]	[125]	[]	[64145915]
36_5823	chr2	144580707	144581107	+	1000	206.0	[11.865117]	[104]	[]	[]	[144580903]	[]
36_5825	chr4	150336671	150337071	+	1000	206.0	[]	[]	[10.308315]	[158]	[]	[150336864]
36_5827	chr6	4055432	4055832	+	1000	206.0	[12.830319]	[88]	[]	[]	[4055617]	[]
36_5830	chr7	151227034	151227434	+	1000	206.0	[]	[]	[10.821276]	[99]	[]	[151227233]
36_5837	chr12	50041947	50042347	+	1000	205.5	[10.301564]	[130]	[]	[]	[50042164]	[]
36_5840	chr19	19320308	19320708	+	1000	205.5	[]	[]	[7.7032223]	[77]	[]	[19320477]
36_5850	chr9	253542	253942	+	1000	205.5	[10.831086]	[98]	[]	[]	[253739]	[]
36_5855	chr10	93077706	93078106	+	1000	205.0	[7.38059]	[140]	[7.727292, 9.310323]	[124, 128]	[93077944]	[93077928, 93077932]
36_5857	chr12	10618405	10618805	+	1000	205.0	[]	[]	[12.948277]	[105]	[]	[10618610]
36_5859	chr13	21615387	21615787	+	1000	205.0	[10.724771]	[132]	[]	[]	[21615604]	[]
36_5862	chr19	45403727	45404127	+	1000	205.0	[9.374846, 8.068459]	[129, 133]	[9.256888]	[158]	[45403910, 45403914]	[45403939]
36_5865	chr2	219643715	219644115	+	1000	205.0	[]	[]	[12.290566]	[100]	[]	[219643912]
36_5866	chr20	5470933	5471333	+	1000	205.0	[10.76784]	[93]	[]	[]	[5471126]	[]
36_5867	chr20	22757842	22758242	+	1000	205.0	[]	[]	[14.959101]	[102]	[]	[22758044]
36_5868	chr20	38947766	38948166	+	1000	205.0	[10.831086]	[109]	[]	[]	[38947964]	[]
36_587	chr10	72691882	72692282	+	1000	809.0	[11.391476]	[100]	[]	[]	[72692080]	[]
