#PeakID(python scan_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_5328	chr5	106152569	106152969	+	1000	130.0	[]	[]	[11.476549]	[98]	[]	[106152760]
420_5329	chr5	109424746	109425146	+	1000	130.0	[11.476549]	[147]	[]	[]	[109424981]	[]
420_533	chr16	71492046	71492446	+	1000	379.0	[]	[]	[11.476549]	[95]	[]	[71492240]
420_5330	chr5	142880521	142880921	+	1000	130.0	[]	[]	[7.312882]	[118]	[]	[142880739]
420_5331	chr6	8108248	8108648	+	1000	130.0	[]	[]	[11.476549, 11.476549]	[53, 95]	[]	[8108399, 8108441]
420_5332	chr6	37103421	37103821	+	1000	130.0	[]	[]	[11.476549]	[134]	[]	[37103635]
420_5333	chr6	79708101	79708501	+	1000	130.0	[]	[]	[8.216044]	[89]	[]	[79708290]
420_5334	chr6	96792752	96793152	+	1000	130.0	[11.476549]	[112]	[]	[]	[96792960]	[]
420_5335	chr6	98352337	98352737	+	1000	130.0	[11.476549]	[145]	[]	[]	[98352582]	[]
420_5336	chr6	106858643	106859043	+	1000	130.0	[11.476549]	[118]	[]	[]	[106858856]	[]
420_5337	chr7	75663612	75664012	+	1000	130.0	[7.2262077]	[115]	[]	[]	[75663818]	[]
420_5338	chr7	92913846	92914246	+	1000	130.0	[8.216044]	[108]	[]	[]	[92914051]	[]
420_5339	chr7	111056377	111056777	+	1000	130.0	[]	[]	[11.476549]	[91]	[]	[111056566]
420_534	chr20	49273875	49274275	+	1000	379.0	[]	[]	[11.476549]	[99]	[]	[49274070]
420_5341	chr8	46436932	46437332	+	1000	130.0	[5.659805]	[113]	[]	[]	[46437139]	[]
420_5342	chr8	48076328	48076728	+	1000	130.0	[]	[]	[11.476549]	[107]	[]	[48076532]
420_5343	chr8	48620150	48620550	+	1000	130.0	[]	[]	[11.476549]	[101]	[]	[48620347]
420_5344	chr8	99404216	99404616	+	1000	130.0	[11.476549]	[110]	[8.216044]	[84]	[99404419]	[99404393]
420_5345	chr9	306981	307381	+	1000	130.0	[]	[]	[11.476549]	[125]	[]	[307189]
420_5346	chr9	96540089	96540489	+	1000	130.0	[]	[]	[7.312882]	[113]	[]	[96540298]
420_5347	chrX	22252040	22252440	+	1000	130.0	[]	[]	[11.476549]	[112]	[]	[22252246]
420_5348	chrX	66262804	66263204	+	1000	130.0	[11.476549]	[109]	[]	[]	[66263012]	[]
420_5349	chr1	111798571	111798971	+	1000	129.0	[8.216044]	[126]	[11.476549]	[106]	[111798795]	[111798775]
420_535	chr6	31473783	31474183	+	1000	379.0	[11.476549]	[99]	[]	[]	[31473980]	[]
420_5352	chr1	155909900	155910300	+	1000	129.0	[11.476549]	[60]	[7.2262077]	[113]	[155910053]	[155910106]
420_5353	chr1	169180150	169180550	+	1000	129.0	[11.476549]	[111]	[11.476549]	[121]	[169180361]	[169180371]
420_5354	chr1	191530921	191531321	+	1000	129.0	[]	[]	[11.476549]	[99]	[]	[191531119]
420_5355	chr1	200979877	200980277	+	1000	129.0	[]	[]	[11.476549]	[88]	[]	[200980062]
420_5356	chr1	207805773	207806173	+	1000	129.0	[]	[]	[11.476549]	[115]	[]	[207805984]
420_5357	chr1	208292885	208293285	+	1000	129.0	[]	[]	[11.476549]	[96]	[]	[208293078]
420_5359	chr10	22427130	22427530	+	1000	129.0	[7.2262077, 11.476549]	[81, 119]	[]	[]	[22427308, 22427346]	[]
420_536	chr7	148149739	148150139	+	1000	379.0	[11.476549]	[96]	[5.659805, 8.216044]	[81, 89]	[148149934]	[148149919, 148149927]
420_5360	chr10	47406792	47407192	+	1000	129.0	[]	[]	[8.216044, 5.659805]	[129, 162]	[]	[47407009, 47407042]
420_5361	chr10	69409869	69410269	+	1000	129.0	[11.476549, 11.476549]	[119, 148]	[7.312882]	[106]	[69410077, 69410106]	[69410064]
420_5363	chr10	96998406	96998806	+	1000	129.0	[]	[]	[11.476549, 5.659805]	[110, 138]	[]	[96998610, 96998638]
420_5364	chr11	47451418	47451818	+	1000	129.0	[11.476549]	[125]	[]	[]	[47451639]	[]
420_5365	chr11	82823841	82824241	+	1000	129.0	[8.216044]	[113]	[7.2262077, 7.2262077]	[74, 106]	[82824039]	[82824000, 82824032]
420_5366	chr11	118911884	118912284	+	1000	129.0	[]	[]	[7.2262077]	[89]	[]	[118912054]
420_5367	chr12	25950312	25950712	+	1000	129.0	[11.476549]	[114]	[]	[]	[25950525]	[]
420_5368	chr12	42893816	42894216	+	1000	129.0	[11.476549]	[109]	[7.2262077, 11.476549]	[102, 117]	[42894021]	[42894014, 42894029]
420_5369	chr12	54987846	54988246	+	1000	129.0	[11.476549]	[122]	[]	[]	[54988057]	[]
420_537	chr1	21022268	21022668	+	1000	378.0	[]	[]	[7.2262077]	[101]	[]	[21022467]
420_5370	chr12	64219129	64219529	+	1000	129.0	[11.476549]	[109]	[]	[]	[64219337]	[]
420_5372	chr13	68627385	68627785	+	1000	129.0	[11.476549]	[94]	[]	[]	[68627577]	[]
420_5373	chr13	71327263	71327663	+	1000	129.0	[7.312882]	[86]	[11.476549]	[107]	[71327449]	[71327470]
420_5374	chr13	90320660	90321060	+	1000	129.0	[8.216044]	[109]	[]	[]	[90320866]	[]
420_5375	chr14	100417525	100417925	+	1000	129.0	[]	[]	[5.659805]	[156]	[]	[100417754]
420_5376	chr14	103652811	103653211	+	1000	129.0	[7.2262077]	[109]	[11.476549]	[102]	[103653019]	[103653012]
420_5378	chr17	27339997	27340397	+	1000	129.0	[8.216044]	[138]	[7.2262077]	[106]	[27340225]	[27340193]
420_538	chr1	162185338	162185738	+	1000	378.0	[11.476549]	[112]	[11.476549]	[105]	[162185549]	[162185542]
420_5380	chr19	15836715	15837115	+	1000	129.0	[11.476549]	[123]	[]	[]	[15836928]	[]
420_5381	chr2	127413815	127414215	+	1000	129.0	[11.476549]	[104]	[]	[]	[127414016]	[]
420_5383	chr2	156702554	156702954	+	1000	129.0	[]	[]	[8.216044]	[105]	[]	[156702750]
420_5385	chr20	4817156	4817556	+	1000	129.0	[]	[]	[11.476549]	[102]	[]	[4817353]
420_5386	chr3	3476662	3477062	+	1000	129.0	[]	[]	[11.476549]	[103]	[]	[3476861]
420_5388	chr3	194233154	194233554	+	1000	129.0	[]	[]	[11.476549]	[115]	[]	[194233365]
420_5389	chr4	75598434	75598834	+	1000	129.0	[11.476549]	[108]	[7.312882, 8.216044]	[85, 101]	[75598636]	[75598613, 75598629]
420_539	chr1	168365738	168366138	+	1000	378.0	[11.476549]	[108]	[]	[]	[168365946]	[]
420_5390	chr5	54742265	54742665	+	1000	129.0	[11.476549]	[115]	[]	[]	[54742467]	[]
420_5392	chr6	50951983	50952383	+	1000	129.0	[]	[]	[7.2262077]	[94]	[]	[50952175]
420_5393	chr6	110537761	110538161	+	1000	129.0	[]	[]	[7.312882]	[116]	[]	[110537969]
420_5394	chr6	119347390	119347790	+	1000	129.0	[8.216044]	[127]	[]	[]	[119347611]	[]
420_5395	chr6	134253701	134254101	+	1000	129.0	[11.476549, 7.312882]	[90, 109]	[]	[]	[134253888, 134253907]	[]
420_5396	chr7	91660965	91661365	+	1000	129.0	[7.312882]	[95]	[]	[]	[91661157]	[]
420_5398	chr7	121107965	121108365	+	1000	129.0	[]	[]	[7.312882]	[117]	[]	[121108178]
420_54	chr3	168058489	168058889	+	1000	605.0	[11.476549]	[96]	[11.476549, 7.2262077]	[89, 127]	[168058685]	[168058678, 168058716]
420_540	chr18	14122089	14122489	+	1000	378.0	[]	[]	[7.312882, 11.476549]	[83, 104]	[]	[14122268, 14122289]
420_5400	chr7	136062614	136063014	+	1000	129.0	[11.476549]	[110]	[]	[]	[136062823]	[]
420_5401	chr7	155170334	155170734	+	1000	129.0	[]	[]	[11.476549]	[103]	[]	[155170527]
420_5402	chr8	107618111	107618511	+	1000	129.0	[]	[]	[7.2262077]	[151]	[]	[107618339]
420_5403	chr8	125446997	125447397	+	1000	129.0	[11.476549]	[84]	[11.476549]	[127]	[125447177]	[125447220]
420_5405	chr9	34158326	34158726	+	1000	129.0	[8.216044]	[128]	[7.2262077]	[137]	[34158533]	[34158542]
420_5406	chr9	131356489	131356889	+	1000	129.0	[]	[]	[5.659805, 11.476549]	[72, 105]	[]	[131356661, 131356694]
420_5408	chrX	33592390	33592790	+	1000	129.0	[11.476549]	[115]	[]	[]	[33592597]	[]
420_541	chr22	21669629	21670029	+	1000	378.0	[7.312882, 7.312882]	[88, 103]	[11.476549]	[96]	[21669816, 21669831]	[21669824]
420_5410	chr1	55692713	55693113	+	1000	128.0	[]	[]	[11.476549]	[105]	[]	[55692915]
420_5411	chr1	88885936	88886336	+	1000	128.0	[11.476549]	[103]	[]	[]	[88886133]	[]
420_5412	chr1	91596451	91596851	+	1000	128.0	[8.216044]	[121]	[11.476549, 11.476549]	[114, 137]	[91596662]	[91596655, 91596678]
420_5413	chr1	117093252	117093652	+	1000	128.0	[8.216044]	[122]	[]	[]	[117093471]	[]
420_5414	chr1	143244813	143245213	+	1000	128.0	[]	[]	[8.216044, 8.216044]	[70, 96]	[]	[143244983, 143245009]
420_5415	chr1	147377867	147378267	+	1000	128.0	[7.2262077, 7.312882, 7.2262077]	[53, 110, 137]	[]	[]	[147378020, 147378077, 147378104]	[]
420_5416	chr1	175125238	175125638	+	1000	128.0	[]	[]	[11.476549, 7.312882]	[84, 121]	[]	[175125409, 175125446]
420_5417	chr10	6313116	6313516	+	1000	128.0	[11.476549]	[92]	[]	[]	[6313308]	[]
420_5418	chr10	79178837	79179237	+	1000	128.0	[]	[]	[11.476549]	[108]	[]	[79179039]
420_5419	chr10	96320117	96320517	+	1000	128.0	[]	[]	[11.476549]	[101]	[]	[96320313]
420_542	chr4	87007737	87008137	+	1000	378.0	[]	[]	[11.476549]	[102]	[]	[87007935]
420_5421	chr11	35727134	35727534	+	1000	128.0	[11.476549]	[98]	[11.476549]	[91]	[35727332]	[35727325]
420_5422	chr11	64334986	64335386	+	1000	128.0	[7.2262077]	[105]	[7.2262077]	[107]	[64335186]	[64335188]
420_5423	chr11	67820101	67820501	+	1000	128.0	[8.216044]	[82]	[11.476549]	[75]	[67820278]	[67820271]
420_5424	chr11	83697507	83697907	+	1000	128.0	[]	[]	[11.476549]	[108]	[]	[83697710]
420_5425	chr11	124612572	124612972	+	1000	128.0	[11.476549]	[109]	[5.659805]	[102]	[124612768]	[124612761]
420_5426	chr12	64796159	64796559	+	1000	128.0	[7.2262077]	[92]	[11.476549]	[79]	[64796345]	[64796332]
420_5427	chr12	126290447	126290847	+	1000	128.0	[]	[]	[8.216044, 8.216044, 5.659805]	[109, 112, 132]	[]	[126290645, 126290648, 126290668]
420_5428	chr13	41605644	41606044	+	1000	128.0	[]	[]	[11.476549]	[91]	[]	[41605834]
420_5429	chr13	66305981	66306381	+	1000	128.0	[8.216044, 8.216044]	[65, 117]	[7.312882]	[110]	[66306140, 66306192]	[66306185]
420_543	chr7	25742279	25742679	+	1000	378.0	[]	[]	[11.476549]	[95]	[]	[25742473]
420_5431	chr15	95557539	95557939	+	1000	128.0	[8.216044]	[146]	[]	[]	[95557774]	[]
420_5432	chr16	49284948	49285348	+	1000	128.0	[7.312882]	[111]	[11.476549]	[104]	[49285157]	[49285150]
420_5433	chr16	79995310	79995710	+	1000	128.0	[11.476549]	[116]	[]	[]	[79995513]	[]
420_5434	chr17	16652249	16652649	+	1000	128.0	[8.216044]	[109]	[7.2262077]	[102]	[16652450]	[16652443]
420_5435	chr17	20184946	20185346	+	1000	128.0	[]	[]	[7.2262077]	[149]	[]	[20185180]
420_5436	chr19	42018725	42019125	+	1000	128.0	[]	[]	[11.476549, 11.476549]	[102, 147]	[]	[42018916, 42018961]
420_5437	chr2	9763606	9764006	+	1000	128.0	[7.312882]	[129]	[]	[]	[9763822]	[]
420_5438	chr2	55087497	55087897	+	1000	128.0	[7.2262077]	[136]	[11.476549]	[110]	[55087729]	[55087703]
420_5439	chr2	55140530	55140930	+	1000	128.0	[]	[]	[5.659805]	[96]	[]	[55140722]
420_544	chr7	129741957	129742357	+	1000	378.0	[11.476549]	[110]	[]	[]	[129742167]	[]
420_5440	chr2	69383161	69383561	+	1000	128.0	[7.312882]	[113]	[7.312882]	[106]	[69383373]	[69383366]
420_5441	chr2	127508526	127508926	+	1000	128.0	[7.2262077]	[122]	[]	[]	[127508738]	[]
420_5442	chr2	151767544	151767944	+	1000	128.0	[8.216044]	[90]	[]	[]	[151767727]	[]
420_5443	chr2	154293857	154294257	+	1000	128.0	[11.476549]	[111]	[5.659805]	[145]	[154294066]	[154294100]
420_5444	chr20	59021081	59021481	+	1000	128.0	[8.216044]	[122]	[5.659805]	[115]	[59021293]	[59021286]
420_5445	chr21	32233711	32234111	+	1000	128.0	[8.216044]	[120]	[]	[]	[32233923]	[]
420_5446	chr21	34030075	34030475	+	1000	128.0	[11.476549]	[145]	[11.476549]	[121]	[34030313]	[34030289]
420_5449	chr22	20564284	20564684	+	1000	128.0	[5.659805]	[98]	[]	[]	[20564446]	[]
420_545	chr9	96413803	96414203	+	1000	378.0	[11.476549]	[104]	[8.216044]	[118]	[96414003]	[96414017]
420_5453	chr3	10191976	10192376	+	1000	128.0	[]	[]	[7.2262077]	[122]	[]	[10192193]
420_5454	chr3	21621328	21621728	+	1000	128.0	[8.216044]	[111]	[]	[]	[21621531]	[]
420_5455	chr3	72143316	72143716	+	1000	128.0	[5.659805]	[128]	[7.2262077]	[121]	[72143528]	[72143521]
420_5456	chr3	143856250	143856650	+	1000	128.0	[11.476549]	[115]	[]	[]	[143856453]	[]
420_5457	chr3	171806401	171806801	+	1000	128.0	[5.659805]	[101]	[]	[]	[171806602]	[]
420_5458	chr4	67162693	67163093	+	1000	128.0	[11.476549]	[103]	[7.2262077]	[131]	[67162888]	[67162916]
420_5459	chr4	104465606	104466006	+	1000	128.0	[]	[]	[11.476549]	[111]	[]	[104465813]
420_546	chr1	211613310	211613710	+	1000	377.0	[11.476549]	[102]	[5.659805]	[116]	[211613511]	[211613525]
420_5460	chr5	34016729	34017129	+	1000	128.0	[11.476549]	[119]	[5.659805]	[135]	[34016945]	[34016961]
420_5461	chr5	113040677	113041077	+	1000	128.0	[11.476549]	[98]	[]	[]	[113040871]	[]
420_5462	chr5	148615618	148616018	+	1000	128.0	[]	[]	[11.476549]	[102]	[]	[148615811]
420_5463	chr5	175775419	175775819	+	1000	128.0	[11.476549]	[97]	[]	[]	[175775616]	[]
420_5464	chr6	5130484	5130884	+	1000	128.0	[11.476549]	[106]	[]	[]	[5130688]	[]
420_5465	chr6	130029215	130029615	+	1000	128.0	[11.476549]	[119]	[]	[]	[130029430]	[]
420_5466	chr6	144034127	144034527	+	1000	128.0	[]	[]	[11.476549, 5.659805]	[99, 132]	[]	[144034325, 144034358]
420_5470	chr8	47665011	47665411	+	1000	128.0	[8.216044, 8.216044]	[97, 146]	[7.2262077]	[136]	[47665203, 47665252]	[47665242]
420_5471	chr8	67596703	67597103	+	1000	128.0	[7.312882]	[106]	[11.476549]	[99]	[67596907]	[67596900]
420_5472	chr9	34326775	34327175	+	1000	128.0	[]	[]	[11.476549]	[85]	[]	[34326957]
420_5474	chr9	98563496	98563896	+	1000	128.0	[11.476549]	[112]	[7.312882]	[104]	[98563705]	[98563697]
420_5475	chrX	48429587	48429987	+	1000	128.0	[]	[]	[8.216044]	[121]	[]	[48429800]
420_5476	chr1	117327009	117327409	+	1000	127.0	[11.476549]	[111]	[]	[]	[117327208]	[]
420_5477	chr1	160629829	160630229	+	1000	127.0	[5.659805]	[78]	[11.476549, 11.476549, 11.476549]	[111, 127, 135]	[160630000]	[160630033, 160630049, 160630057]
420_5478	chr1	233112996	233113396	+	1000	127.0	[]	[]	[8.216044]	[111]	[]	[233113205]
420_548	chr22	47053519	47053919	+	1000	377.0	[7.2262077]	[101]	[5.659805, 11.476549, 7.2262077, 5.659805]	[69, 94, 103, 131]	[47053719]	[47053687, 47053712, 47053721, 47053749]
420_5480	chr10	4953415	4953815	+	1000	127.0	[]	[]	[8.216044, 11.476549]	[66, 95]	[]	[4953578, 4953607]
420_5481	chr10	66284612	66285012	+	1000	127.0	[8.216044]	[117]	[]	[]	[66284824]	[]
420_5482	chr12	10618334	10618734	+	1000	127.0	[]	[]	[7.2262077]	[133]	[]	[10618559]
420_5483	chr12	56818683	56819083	+	1000	127.0	[]	[]	[11.476549, 11.476549]	[60, 103]	[]	[56818841, 56818884]
420_5484	chr12	70044163	70044563	+	1000	127.0	[]	[]	[11.476549]	[123]	[]	[70044371]
420_5485	chr12	100987977	100988377	+	1000	127.0	[]	[]	[11.476549]	[102]	[]	[100988172]
420_5487	chr13	48081736	48082136	+	1000	127.0	[]	[]	[7.2262077]	[104]	[]	[48081933]
420_5488	chr13	51154171	51154571	+	1000	127.0	[]	[]	[11.476549]	[103]	[]	[51154358]
420_549	chr4	102789331	102789731	+	1000	377.0	[]	[]	[11.476549]	[98]	[]	[102789523]
420_5490	chr14	71208955	71209355	+	1000	127.0	[]	[]	[11.476549, 7.2262077]	[102, 130]	[]	[71209155, 71209183]
420_5492	chr15	48858384	48858784	+	1000	127.0	[7.312882]	[97]	[]	[]	[48858572]	[]
420_5493	chr15	56251456	56251856	+	1000	127.0	[7.312882]	[96]	[]	[]	[56251649]	[]
420_5494	chr16	24463514	24463914	+	1000	127.0	[]	[]	[7.312882]	[102]	[]	[24463700]
420_5496	chr17	29639252	29639652	+	1000	127.0	[5.659805]	[55]	[]	[]	[29639407]	[]
420_5497	chr17	37488181	37488581	+	1000	127.0	[]	[]	[11.476549, 11.476549]	[104, 146]	[]	[37488380, 37488422]
420_5499	chr17	69634846	69635246	+	1000	127.0	[]	[]	[8.216044]	[100]	[]	[69635038]
420_55	chr10	15365719	15366119	+	1000	603.0	[7.2262077]	[105]	[11.476549]	[98]	[15365920]	[15365913]
420_550	chr6	139449632	139450032	+	1000	377.0	[11.476549, 5.659805]	[98, 109]	[]	[]	[139449828, 139449839]	[]
420_5500	chr17	80833081	80833481	+	1000	127.0	[8.216044]	[87]	[]	[]	[80833265]	[]
420_5501	chr17_GL000205v2_random	55307	55707	+	1000	127.0	[8.216044]	[108]	[]	[]	[55507]	[]
420_5503	chr19	11736626	11737026	+	1000	127.0	[8.216044, 5.659805]	[157, 160]	[11.476549]	[102]	[11736871, 11736874]	[11736816]
420_5504	chr19	21593888	21594288	+	1000	127.0	[]	[]	[7.2262077]	[92]	[]	[21594077]
420_5505	chr2	68371605	68372005	+	1000	127.0	[]	[]	[11.476549]	[131]	[]	[68371824]
420_5506	chr2	73070775	73071175	+	1000	127.0	[5.659805]	[120]	[]	[]	[73070991]	[]
420_5508	chr2	158553255	158553655	+	1000	127.0	[11.476549]	[103]	[]	[]	[158553454]	[]
420_551	chrX	49039801	49040201	+	1000	377.0	[11.476549]	[104]	[]	[]	[49040002]	[]
420_5510	chr2	231203081	231203481	+	1000	127.0	[11.476549]	[110]	[]	[]	[231203289]	[]
420_5512	chr22	20206169	20206569	+	1000	127.0	[11.476549]	[135]	[]	[]	[20206392]	[]
420_5513	chr3	12750153	12750553	+	1000	127.0	[7.312882]	[115]	[]	[]	[12750358]	[]
420_5514	chr3	17639249	17639649	+	1000	127.0	[]	[]	[7.2262077]	[88]	[]	[17639433]
420_5515	chr3	19052874	19053274	+	1000	127.0	[]	[]	[11.476549, 11.476549]	[88, 103]	[]	[19053059, 19053074]
420_5516	chr3	140952923	140953323	+	1000	127.0	[]	[]	[8.216044, 8.216044]	[109, 112]	[]	[140953131, 140953134]
420_5517	chr3	180749750	180750150	+	1000	127.0	[11.476549]	[114]	[]	[]	[180749951]	[]
420_5518	chr4	40003998	40004398	+	1000	127.0	[11.476549]	[104]	[]	[]	[40004196]	[]
420_5519	chr4	143773981	143774381	+	1000	127.0	[11.476549]	[143]	[7.312882, 5.659805]	[103, 121]	[143774208]	[143774168, 143774186]
420_5520	chr4	182062913	182063313	+	1000	127.0	[7.2262077]	[88]	[11.476549]	[101]	[182063100]	[182063113]
420_5521	chr5	31149078	31149478	+	1000	127.0	[]	[]	[11.476549]	[101]	[]	[31149278]
420_5522	chr5	68884343	68884743	+	1000	127.0	[]	[]	[7.2262077]	[122]	[]	[68884550]
420_5524	chr5	123717187	123717587	+	1000	127.0	[11.476549]	[104]	[]	[]	[123717389]	[]
420_5525	chr6	25025530	25025930	+	1000	127.0	[]	[]	[8.216044]	[95]	[]	[25025718]
420_5526	chr6	52507891	52508291	+	1000	127.0	[11.476549]	[98]	[]	[]	[52508087]	[]
420_5527	chr6	82875808	82876208	+	1000	127.0	[11.476549]	[102]	[]	[]	[82876007]	[]
420_5528	chr6	90140672	90141072	+	1000	127.0	[11.476549]	[110]	[]	[]	[90140882]	[]
420_5529	chr6	161204711	161205111	+	1000	127.0	[11.476549]	[112]	[]	[]	[161204921]	[]
420_553	chr20	10505455	10505855	+	1000	376.0	[11.476549]	[114]	[]	[]	[10505661]	[]
420_5530	chr7	8040970	8041370	+	1000	127.0	[]	[]	[11.476549]	[101]	[]	[8041164]
420_5531	chr7	127448578	127448978	+	1000	127.0	[]	[]	[11.476549]	[84]	[]	[127448760]
420_5532	chr7	128155375	128155775	+	1000	127.0	[]	[]	[7.2262077]	[135]	[]	[128155604]
420_5533	chr8	3633836	3634236	+	1000	127.0	[11.476549]	[115]	[5.659805]	[108]	[3634051]	[3634044]
420_5534	chr8	73371640	73372040	+	1000	127.0	[11.476549]	[89]	[]	[]	[73371825]	[]
420_5535	chr8	84170289	84170689	+	1000	127.0	[7.312882]	[65]	[11.476549]	[112]	[84170449]	[84170496]
420_5536	chr8	100458638	100459038	+	1000	127.0	[7.2262077]	[89]	[11.476549]	[103]	[100458822]	[100458836]
420_5537	chr9	14661477	14661877	+	1000	127.0	[7.2262077]	[120]	[]	[]	[14661691]	[]
420_5539	chr9	102226008	102226408	+	1000	127.0	[]	[]	[7.2262077]	[101]	[]	[102226204]
420_554	chr6	133955704	133956104	+	1000	376.0	[11.476549]	[97]	[]	[]	[133955901]	[]
420_5541	chr1	124044797	124045197	+	1000	126.0	[5.659805]	[91]	[]	[]	[124044988]	[]
420_5543	chr1	151739920	151740320	+	1000	126.0	[]	[]	[11.476549]	[105]	[]	[151740117]
420_5544	chr1	154635168	154635568	+	1000	126.0	[11.476549, 7.312882]	[109, 133]	[8.216044]	[102]	[154635367, 154635391]	[154635360]
420_5545	chr1	233122777	233123177	+	1000	126.0	[8.216044]	[110]	[]	[]	[233122983]	[]
420_5547	chr10	71893912	71894312	+	1000	126.0	[7.312882]	[83]	[8.216044]	[147]	[71894088]	[71894152]
420_5548	chr10	77582771	77583171	+	1000	126.0	[]	[]	[7.2262077]	[120]	[]	[77582964]
420_5549	chr10	110664960	110665360	+	1000	126.0	[5.659805]	[86]	[]	[]	[110665126]	[]
420_555	chr8	8887637	8888037	+	1000	376.0	[]	[]	[7.2262077]	[104]	[]	[8887838]
420_5550	chr11	75248629	75249029	+	1000	126.0	[7.2262077]	[110]	[]	[]	[75248830]	[]
420_5552	chr12	53299068	53299468	+	1000	126.0	[11.476549]	[130]	[8.216044]	[114]	[53299297]	[53299281]
420_5553	chr12	95511961	95512361	+	1000	126.0	[11.476549]	[105]	[]	[]	[95512163]	[]
420_5554	chr12	104958452	104958852	+	1000	126.0	[]	[]	[5.659805]	[130]	[]	[104958673]
420_5555	chr13	25380205	25380605	+	1000	126.0	[]	[]	[5.659805]	[120]	[]	[25380411]
420_5556	chr13	31346891	31347291	+	1000	126.0	[11.476549]	[105]	[]	[]	[31347091]	[]
420_5557	chr13	113216676	113217076	+	1000	126.0	[11.476549]	[103]	[8.216044]	[66]	[113216875]	[113216838]
420_5559	chr15	51585913	51586313	+	1000	126.0	[7.312882]	[99]	[11.476549]	[92]	[51586108]	[51586101]
420_556	chr12	117025316	117025716	+	1000	375.0	[11.476549]	[108]	[]	[]	[117025515]	[]
420_5561	chr17	76511721	76512121	+	1000	126.0	[]	[]	[11.476549]	[106]	[]	[76511925]
420_5562	chr18	41972057	41972457	+	1000	126.0	[7.312882]	[118]	[8.216044]	[111]	[41972268]	[41972261]
420_5563	chr19	18374351	18374751	+	1000	126.0	[7.2262077]	[75]	[7.2262077, 5.659805, 11.476549]	[77, 130, 169]	[18374507]	[18374509, 18374562, 18374601]
420_5564	chr2	38982492	38982892	+	1000	126.0	[]	[]	[11.476549]	[104]	[]	[38982691]
420_5565	chr2	237529301	237529701	+	1000	126.0	[7.2262077]	[114]	[8.216044, 7.2262077]	[98, 116]	[237529510]	[237529494, 237529512]
420_5566	chr20	44962531	44962931	+	1000	126.0	[]	[]	[11.476549, 11.476549, 11.476549]	[70, 109, 129]	[]	[44962700, 44962739, 44962759]
420_5567	chr20	47550544	47550944	+	1000	126.0	[11.476549]	[116]	[]	[]	[47550750]	[]
420_5568	chr20	58032584	58032984	+	1000	126.0	[11.476549]	[116]	[]	[]	[58032791]	[]
420_5569	chr20	62557457	62557857	+	1000	126.0	[5.659805]	[98]	[11.476549]	[91]	[62557650]	[62557643]
420_557	chr17	80254745	80255145	+	1000	375.0	[11.476549, 5.659805]	[111, 153]	[]	[]	[80254951, 80254993]	[]
420_5570	chr22	19289758	19290158	+	1000	126.0	[]	[]	[5.659805, 11.476549]	[62, 100]	[]	[19289920, 19289958]
420_5572	chr22	38181601	38182001	+	1000	126.0	[11.476549]	[94]	[]	[]	[38181794]	[]
420_5573	chr3	127702138	127702538	+	1000	126.0	[11.476549]	[120]	[]	[]	[127702350]	[]
420_5574	chr3	143207356	143207756	+	1000	126.0	[]	[]	[11.476549, 7.2262077]	[115, 152]	[]	[143207561, 143207598]
420_5575	chr4	186852073	186852473	+	1000	126.0	[11.476549]	[103]	[]	[]	[186852270]	[]
420_5576	chr5	7857907	7858307	+	1000	126.0	[]	[]	[7.2262077]	[100]	[]	[7858105]
420_5577	chr5	33850067	33850467	+	1000	126.0	[11.476549]	[125]	[]	[]	[33850282]	[]
420_5579	chr5	112628265	112628665	+	1000	126.0	[11.476549]	[115]	[]	[]	[112628480]	[]
420_558	chr2	116491241	116491641	+	1000	375.0	[11.476549]	[94]	[11.476549]	[87]	[116491435]	[116491428]
420_5580	chr6	13307504	13307904	+	1000	126.0	[11.476549, 7.312882]	[94, 151]	[]	[]	[13307697, 13307754]	[]
420_5582	chr6	147808598	147808998	+	1000	126.0	[8.216044, 7.2262077, 11.476549]	[57, 60, 113]	[]	[]	[147808755, 147808758, 147808811]	[]
420_5583	chr6	154513838	154514238	+	1000	126.0	[7.312882, 8.216044]	[85, 122]	[]	[]	[154514019, 154514056]	[]
420_5584	chr6	158722331	158722731	+	1000	126.0	[7.312882]	[110]	[11.476549]	[102]	[158722533]	[158722525]
420_5585	chr7	24733132	24733532	+	1000	126.0	[]	[]	[11.476549]	[91]	[]	[24733315]
420_5586	chr7	98786166	98786566	+	1000	126.0	[11.476549]	[102]	[]	[]	[98786368]	[]
420_5588	chr7	108650501	108650901	+	1000	126.0	[11.476549]	[105]	[]	[]	[108650705]	[]
420_5589	chr8	9210407	9210807	+	1000	126.0	[11.476549]	[100]	[]	[]	[9210607]	[]
420_559	chr20	46852306	46852706	+	1000	375.0	[7.2262077, 7.312882]	[107, 142]	[8.216044]	[100]	[46852506, 46852541]	[46852499]
420_5590	chr9	10447035	10447435	+	1000	126.0	[5.659805, 7.2262077]	[70, 102]	[]	[]	[10447204, 10447236]	[]
420_5591	chr9	91532366	91532766	+	1000	126.0	[8.216044]	[57]	[7.312882]	[96]	[91532523]	[91532562]
420_5592	chr9	100498614	100499014	+	1000	126.0	[8.216044]	[96]	[8.216044]	[89]	[100498806]	[100498799]
