#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_6741	chr13	90201072	90201472	+	1000	33.0	[]	[]	[6.655311]	[57]	[]	[90201225]
919_6744	chr13	91144002	91144402	+	1000	33.0	[7.9515624]	[232]	[]	[]	[91144250]	[]
919_6745	chr13	91248403	91248803	+	1000	33.0	[]	[]	[7.922723]	[141]	[]	[91248582]
919_675	chr4	6269542	6269942	+	1000	138.0	[7.6864405, 7.6864405]	[81, 101]	[]	[]	[6269722, 6269742]	[]
919_6750	chr13	92456012	92456412	+	1000	33.0	[7.471763]	[118]	[]	[]	[92456168]	[]
919_6751	chr13	93262686	93263086	+	1000	33.0	[6.8505144]	[191]	[8.698377]	[159]	[93262904]	[93262872]
919_6752	chr13	93294334	93294734	+	940	33.0	[]	[]	[8.143421]	[180]	[]	[93294570]
919_6753	chr13	93364234	93364634	+	1000	33.0	[]	[]	[7.3688555]	[136]	[]	[93364459]
919_6755	chr13	107902004	107902404	+	1000	33.0	[9.905027]	[84]	[]	[]	[107902186]	[]
919_6759	chr14	71555660	71556060	+	1000	33.0	[10.1405115]	[102]	[]	[]	[71555859]	[]
919_676	chr5	124662277	124662677	+	1000	138.0	[]	[]	[7.597396]	[89]	[]	[124662460]
919_6760	chr14	96939976	96940376	+	932	33.0	[13.096307]	[107]	[]	[]	[96940178]	[]
919_6762	chr15	64387472	64387872	+	1000	33.0	[8.976292, 7.279904]	[97, 114]	[]	[]	[64387626, 64387643]	[]
919_6763	chr15	65133606	65134006	+	1000	33.0	[8.129065]	[113]	[]	[]	[65133804]	[]
919_6764	chr15	66849975	66850375	+	1000	33.0	[]	[]	[9.370035]	[119]	[]	[66850187]
919_6765	chr15	90718207	90718607	+	801	33.0	[13.096307]	[125]	[]	[]	[90718424]	[]
919_6767	chr15	101446099	101446499	+	1000	33.0	[]	[]	[12.034296]	[82]	[]	[101446272]
919_6769	chr16	4244255	4244655	+	1000	33.0	[]	[]	[11.995326]	[123]	[]	[4244458]
919_6772	chr16	11613714	11614114	+	1000	33.0	[7.457406]	[108]	[]	[]	[11613918]	[]
919_6773	chr16	24326352	24326752	+	1000	33.0	[]	[]	[7.6864405]	[122]	[]	[24326561]
919_6774	chr16	24858425	24858825	+	1000	33.0	[9.76323]	[72]	[]	[]	[24858596]	[]
919_6775	chr16	30896833	30897233	+	888	33.0	[13.767965]	[124]	[]	[]	[30897057]	[]
919_6777	chr16	46743308	46743708	+	1000	33.0	[]	[]	[8.978065]	[98]	[]	[46743501]
919_6778	chr16	58249694	58250094	+	1000	33.0	[6.9739804]	[180]	[]	[]	[58249942]	[]
919_678	chr6	84764452	84764852	+	1000	138.0	[]	[]	[12.475059, 11.295278]	[76, 111]	[]	[84764619, 84764654]
919_6780	chr16	71808915	71809315	+	1000	33.0	[]	[]	[10.436662]	[90]	[]	[71809100]
919_6781	chr16	84607746	84608146	+	1000	33.0	[10.25316, 7.1611385]	[111, 122]	[]	[]	[84607943, 84607954]	[]
919_6784	chr16	88769487	88769887	+	949	33.0	[]	[]	[7.9515624]	[136]	[]	[88769690]
919_6785	chr16	88810397	88810797	+	1000	33.0	[10.614163, 6.8849363]	[110, 119]	[]	[]	[88810566, 88810575]	[]
919_6788	chr17	30323824	30324224	+	992	33.0	[13.096307, 7.9820952]	[131, 140]	[6.8505144]	[144]	[30324045, 30324054]	[30324058]
919_679	chr1	91804677	91805077	+	1000	137.0	[13.767965]	[108]	[]	[]	[91804880]	[]
919_6793	chr17	45147647	45148047	+	1000	33.0	[]	[]	[11.315171]	[133]	[]	[45147879]
919_6794	chr17	48244344	48244744	+	700	33.0	[]	[]	[8.155379]	[98]	[]	[48244532]
919_6797	chr17	82457952	82458352	+	788	33.0	[10.242963]	[108]	[]	[]	[82458153]	[]
919_6798	chr18	1464438	1464838	+	1000	33.0	[8.685505]	[97]	[]	[]	[1464625]	[]
919_680	chr1	150697155	150697555	+	1000	137.0	[]	[]	[7.307082, 7.597396]	[103, 172]	[]	[150697337, 150697406]
919_6801	chr19	566339	566739	+	946	33.0	[8.655526]	[112]	[]	[]	[566542]	[]
919_6802	chr19	1507919	1508319	+	1000	33.0	[8.001171]	[101]	[]	[]	[1508118]	[]
919_6805	chr19	11095060	11095460	+	1000	33.0	[9.989959]	[154]	[7.990104]	[106]	[11095299]	[11095251]
919_6806	chr19	11964730	11965130	+	814	33.0	[]	[]	[6.9172416, 13.767965]	[79, 121]	[]	[11964895, 11964937]
919_6810	chr19	52688930	52689330	+	999	33.0	[]	[]	[8.655526]	[114]	[]	[52689135]
919_6813	chr2	25606906	25607306	+	1000	33.0	[13.767965]	[120]	[]	[]	[25607118]	[]
919_6815	chr2	42196176	42196576	+	1000	33.0	[8.141477]	[149]	[11.995326]	[105]	[42196413]	[42196369]
919_6816	chr2	43506363	43506763	+	976	33.0	[10.434889]	[118]	[]	[]	[43506567]	[]
919_682	chr19	1275306	1275706	+	1000	137.0	[13.096307]	[98]	[]	[]	[1275499]	[]
919_6820	chr2	66481175	66481575	+	1000	33.0	[]	[]	[8.129065, 7.169635]	[119, 145]	[]	[66481385, 66481411]
919_6821	chr2	74506466	74506866	+	731	33.0	[]	[]	[10.434889]	[147]	[]	[74506677]
919_6823	chr2	105438342	105438742	+	1000	33.0	[]	[]	[6.7459693]	[95]	[]	[105438524]
919_6826	chr2	159130344	159130744	+	1000	33.0	[7.6864405]	[100]	[6.9218564]	[70]	[159130542]	[159130512]
919_6827	chr2	170873239	170873639	+	1000	33.0	[]	[]	[8.4530525]	[92]	[]	[170873415]
919_6828	chr2	219510185	219510585	+	1000	33.0	[8.013846]	[120]	[10.434889]	[93]	[219510397]	[219510370]
919_6831	chr20	22833819	22834219	+	1000	33.0	[7.94979]	[112]	[9.133486]	[127]	[22834014]	[22834029]
919_6834	chr20	43444090	43444490	+	1000	33.0	[]	[]	[8.161369]	[109]	[]	[43444287]
919_6835	chr20	53149067	53149467	+	1000	33.0	[9.765003, 10.25316, 7.0460954]	[75, 111, 162]	[7.417628]	[129]	[53149228, 53149264, 53149315]	[53149282]
919_6836	chr21	36150295	36150695	+	1000	33.0	[10.25316]	[154]	[]	[]	[36150529]	[]
919_684	chr6	100228835	100229235	+	1000	137.0	[7.457406, 15.3284025]	[55, 109]	[]	[]	[100228986, 100229040]	[]
919_6841	chr22	19258352	19258752	+	1000	33.0	[7.953706]	[158]	[]	[]	[19258578]	[]
919_685	chr1	29181837	29182237	+	1000	136.0	[9.699092]	[106]	[]	[]	[29182042]	[]
919_6851	chr22	19880381	19880781	+	1000	33.0	[]	[]	[6.897348]	[150]	[]	[19880630]
919_6854	chr22	19896898	19897298	+	1000	33.0	[9.734841]	[194]	[]	[]	[19897127]	[]
919_686	chr11	64335030	64335430	+	1000	136.0	[11.2828665]	[116]	[]	[]	[64335236]	[]
919_6867	chr22	20296839	20297239	+	1000	33.0	[]	[]	[7.471763]	[205]	[]	[20297069]
919_687	chr14	75063872	75064272	+	1000	136.0	[]	[]	[8.138656, 7.9622016]	[98, 107]	[]	[75064068, 75064077]
919_6875	chr22	20641333	20641733	+	1000	33.0	[]	[]	[7.59513]	[187]	[]	[20641537]
919_6883	chr22	21008719	21009119	+	1000	33.0	[7.597396]	[178]	[]	[]	[21008933]	[]
919_689	chr2	97663375	97663775	+	1000	136.0	[]	[]	[13.767965]	[101]	[]	[97663574]
919_6890	chr22	21765121	21765521	+	1000	33.0	[]	[]	[6.8908954]	[193]	[]	[21765351]
919_6897	chr22	21854329	21854729	+	1000	33.0	[]	[]	[6.8505144]	[171]	[]	[21854575]
919_690	chr4	1043579	1043979	+	1000	136.0	[7.990104]	[90]	[]	[]	[1043763]	[]
919_6902	chr22	21951029	21951429	+	776	33.0	[7.5889]	[162]	[]	[]	[21951238]	[]
919_691	chr7	23013924	23014324	+	1000	136.0	[13.096307]	[63]	[]	[]	[23014084]	[]
919_6913	chr22	22457951	22458351	+	1000	33.0	[]	[]	[10.245942]	[150]	[]	[22458119]
919_692	chr8	124474548	124474948	+	1000	136.0	[8.787421]	[89]	[]	[]	[124474737]	[]
919_6926	chr22	22735147	22735547	+	1000	33.0	[8.655526]	[117]	[]	[]	[22735363]	[]
919_6927	chr22	22759267	22759667	+	1000	33.0	[8.655526]	[119]	[]	[]	[22759485]	[]
919_6928	chr22	22783463	22783863	+	1000	33.0	[]	[]	[7.249742]	[80]	[]	[22783632]
919_693	chr9	125241401	125241801	+	1000	136.0	[]	[]	[8.721576]	[106]	[]	[125241606]
919_6939	chr3	5520270	5520670	+	1000	33.0	[]	[]	[7.990104]	[102]	[]	[5520448]
919_6940	chr3	9402790	9403190	+	1000	33.0	[6.9172416]	[66]	[10.693923]	[99]	[9402952]	[9402985]
919_6943	chr3	14262203	14262603	+	1000	33.0	[7.9622016]	[122]	[]	[]	[14262422]	[]
919_6944	chr3	14605089	14605489	+	1000	33.0	[]	[]	[10.222199]	[105]	[]	[14605272]
919_6945	chr3	37992185	37992585	+	791	33.0	[6.682185]	[128]	[13.767965, 6.9218564]	[117, 126]	[37992383]	[37992372, 37992381]
919_6946	chr3	46565584	46565984	+	1000	33.0	[]	[]	[15.3284025]	[94]	[]	[46565767]
919_6949	chr3	69724795	69725195	+	1000	33.0	[11.295278]	[125]	[]	[]	[69725017]	[]
919_6950	chr3	142817890	142818290	+	1000	33.0	[6.8317285]	[87]	[]	[]	[142818073]	[]
919_6951	chr3	142866873	142867273	+	1000	33.0	[12.034296]	[139]	[6.8908954, 7.335466]	[137, 178]	[142867075]	[142867073, 142867114]
919_6955	chr4	2241831	2242231	+	1000	33.0	[]	[]	[8.787421]	[118]	[]	[2242041]
919_6957	chr4	44713143	44713543	+	764	33.0	[6.951835]	[100]	[]	[]	[44713337]	[]
919_6958	chr4	143975427	143975827	+	1000	33.0	[12.034296]	[90]	[]	[]	[143975614]	[]
919_6959	chr4	159042225	159042625	+	1000	33.0	[]	[]	[6.920084]	[155]	[]	[159042469]
919_696	chr22	23187188	23187588	+	1000	135.0	[15.3284025]	[118]	[]	[]	[23187399]	[]
919_6961	chr4	182969881	182970281	+	1000	33.0	[6.9974184, 11.997098]	[141, 155]	[]	[]	[182970075, 182970089]	[]
919_6963	chr5	56983914	56984314	+	1000	33.0	[10.1405115]	[140]	[]	[]	[56984139]	[]
919_6964	chr5	78527009	78527409	+	893	33.0	[9.370035, 8.165209]	[104, 141]	[9.765003]	[89]	[78527185, 78527222]	[78527170]
919_6965	chr5	82313093	82313493	+	1000	33.0	[13.767965]	[99]	[]	[]	[82313287]	[]
919_6968	chr5	108641999	108642399	+	1000	33.0	[13.096307]	[103]	[7.5889]	[146]	[108642201]	[108642244]
919_697	chr3	172106941	172107341	+	1000	135.0	[]	[]	[15.3284025]	[111]	[]	[172107142]
919_6971	chr5	132300579	132300979	+	982	33.0	[]	[]	[9.76323]	[111]	[]	[132300769]
919_6974	chr5	142248924	142249324	+	1000	33.0	[]	[]	[9.45908]	[110]	[]	[142249131]
919_6976	chr5	169735919	169736319	+	1000	33.0	[]	[]	[7.5147405]	[118]	[]	[169736125]
919_6977	chr5	172167804	172168204	+	1000	33.0	[10.434889]	[141]	[]	[]	[172168017]	[]
919_698	chr7	64665813	64666213	+	1000	135.0	[]	[]	[13.767965]	[99]	[]	[64666012]
919_6982	chr6	3511377	3511777	+	1000	33.0	[]	[]	[10.434889]	[89]	[]	[3511545]
919_6983	chr6	3650859	3651259	+	1000	33.0	[]	[]	[8.270616, 8.359376]	[108, 112]	[]	[3651059, 3651063]
919_6986	chr6	15247165	15247565	+	1000	33.0	[11.995326]	[143]	[]	[]	[15247384]	[]
919_6987	chr6	15378922	15379322	+	1000	33.0	[8.655526]	[144]	[]	[]	[15379151]	[]
919_6989	chr6	16322585	16322985	+	1000	33.0	[]	[]	[7.59513]	[130]	[]	[16322787]
919_6990	chr6	25556423	25556823	+	957	33.0	[]	[]	[10.748932]	[66]	[]	[25556582]
919_6991	chr6	27553304	27553704	+	1000	33.0	[]	[]	[6.897348]	[67]	[]	[27553462]
919_6992	chr6	30060515	30060915	+	1000	33.0	[]	[]	[9.734841]	[106]	[]	[30060718]
919_6999	chr6	34694822	34695222	+	1000	33.0	[8.138656]	[107]	[]	[]	[34695025]	[]
919_700	chr1	117121966	117122366	+	1000	134.0	[]	[]	[6.9234715]	[106]	[]	[117122172]
919_7001	chr6	36302379	36302779	+	1000	33.0	[]	[]	[8.141477]	[190]	[]	[36302601]
919_7003	chr6	41942079	41942479	+	1000	33.0	[]	[]	[12.034296]	[137]	[]	[41942265]
919_7004	chr6	49462974	49463374	+	1000	33.0	[]	[]	[7.9084163]	[102]	[]	[49463169]
919_7005	chr6	68719738	68720138	+	1000	33.0	[15.3284025]	[90]	[]	[]	[68719927]	[]
919_7007	chr6	88248710	88249110	+	1000	33.0	[13.767965]	[119]	[]	[]	[88248906]	[]
919_701	chr10	75109031	75109431	+	1000	134.0	[13.547267]	[101]	[]	[]	[75109231]	[]
919_7010	chr6	137768303	137768703	+	737	33.0	[8.4530525]	[124]	[]	[]	[137768502]	[]
919_7011	chr6	143060014	143060414	+	1000	33.0	[15.3284025]	[147]	[]	[]	[143060248]	[]
919_7012	chr6	145816328	145816728	+	1000	33.0	[]	[]	[15.3284025]	[117]	[]	[145816537]
919_7014	chr6	158869814	158870214	+	1000	33.0	[8.661762]	[72]	[]	[]	[158869979]	[]
919_7016	chr7	734214	734614	+	809	33.0	[]	[]	[8.001171]	[56]	[]	[734365]
919_7018	chr7	32616720	32617120	+	1000	33.0	[7.781394]	[113]	[]	[]	[32616928]	[]
919_7019	chr7	38127756	38128156	+	1000	33.0	[8.653753]	[105]	[]	[]	[38127959]	[]
919_7020	chr7	65750306	65750706	+	1000	33.0	[9.063183]	[98]	[]	[]	[65750497]	[]
919_7021	chr7	99881319	99881719	+	1000	33.0	[]	[]	[12.174601]	[109]	[]	[99881515]
919_7022	chr7	101244479	101244879	+	1000	33.0	[]	[]	[7.0062857]	[154]	[]	[101244706]
919_7025	chr7	107017904	107018304	+	1000	33.0	[7.5889]	[106]	[]	[]	[107018105]	[]
919_7026	chr7	107078194	107078594	+	1000	33.0	[]	[]	[11.315171]	[90]	[]	[107078358]
919_7028	chr7	117757424	117757824	+	925	33.0	[10.25316]	[119]	[11.98683]	[57]	[117757639]	[117757577]
919_7029	chr7	123680525	123680925	+	1000	33.0	[7.3269696]	[148]	[13.547267]	[117]	[123680767]	[123680736]
919_703	chr17	29294002	29294402	+	1000	134.0	[10.2141905]	[94]	[]	[]	[29294192]	[]
919_7030	chr7	127652066	127652466	+	1000	33.0	[10.215962]	[162]	[]	[]	[127652317]	[]
919_7031	chr7	130904016	130904416	+	1000	33.0	[13.767965]	[105]	[]	[]	[130904202]	[]
919_7032	chr7	135517117	135517517	+	1000	33.0	[11.98683]	[88]	[]	[]	[135517271]	[]
919_7034	chr7	139976404	139976804	+	951	33.0	[]	[]	[7.6864405]	[108]	[]	[139976605]
919_7035	chr7	139977033	139977433	+	1000	33.0	[]	[]	[10.01349]	[163]	[]	[139977263]
919_7036	chr7	148983281	148983681	+	1000	33.0	[]	[]	[7.335466]	[144]	[]	[148983514]
919_7037	chr7	150312803	150313203	+	1000	33.0	[9.792181, 6.6383796]	[60, 121]	[]	[]	[150312957, 150313018]	[]
919_7039	chr7	151142596	151142996	+	1000	33.0	[]	[]	[13.767965]	[110]	[]	[151142798]
919_704	chr19	14136825	14137225	+	1000	134.0	[11.995326]	[104]	[]	[]	[14137028]	[]
919_7044	chr8	47659778	47660178	+	1000	33.0	[]	[]	[8.001171]	[159]	[]	[47660013]
919_7047	chr8	80016730	80017130	+	1000	33.0	[11.295278]	[130]	[]	[]	[80016954]	[]
919_7049	chr8	90194142	90194542	+	1000	33.0	[]	[]	[9.133486]	[71]	[]	[90194302]
919_705	chr7	129958564	129958964	+	1000	134.0	[9.45908]	[135]	[]	[]	[129958778]	[]
919_7050	chr8	95251501	95251901	+	1000	33.0	[6.951835]	[126]	[]	[]	[95251723]	[]
919_7051	chr8	100410561	100410961	+	1000	33.0	[]	[]	[13.767965]	[100]	[]	[100410748]
919_7052	chr8	124041222	124041622	+	1000	33.0	[7.983867]	[107]	[]	[]	[124041429]	[]
919_7053	chr8	124782787	124783187	+	1000	33.0	[]	[]	[11.295278]	[108]	[]	[124782985]
919_7054	chr8	140944400	140944800	+	1000	33.0	[13.096307, 6.928093]	[86, 142]	[]	[]	[140944586, 140944642]	[]
919_7055	chr9	113682165	113682565	+	1000	33.0	[]	[]	[10.434889]	[107]	[]	[113682366]
919_706	chr11	62889909	62890309	+	1000	133.0	[9.765003]	[116]	[]	[]	[62890118]	[]
919_7061	chr9	129886203	129886603	+	1000	33.0	[]	[]	[6.798939]	[127]	[]	[129886357]
919_7064	chr9	131055920	131056320	+	1000	33.0	[13.767965]	[168]	[]	[]	[131056170]	[]
919_7065	chr9	131146804	131147204	+	1000	33.0	[]	[]	[8.698377]	[162]	[]	[131146988]
919_7071	chrX	20266829	20267229	+	1000	33.0	[]	[]	[8.942274]	[115]	[]	[20267040]
919_7072	chrX	152843975	152844375	+	1000	33.0	[6.98671]	[104]	[]	[]	[152844163]	[]
919_7073	chrX	153944460	153944860	+	1000	33.0	[7.781394]	[99]	[13.767965]	[103]	[153944657]	[153944661]
919_7076	chrY	11295485	11295885	+	1000	33.0	[]	[]	[8.685505]	[138]	[]	[11295685]
919_7078	chr1	2198673	2199073	+	1000	32.0	[8.942274]	[214]	[]	[]	[2198919]	[]
919_708	chr15	67720507	67720907	+	1000	133.0	[]	[]	[9.905027]	[103]	[]	[67720701]
919_7081	chr1	6052424	6052824	+	786	32.0	[10.393465]	[164]	[8.183443]	[144]	[6052672]	[6052652]
919_7082	chr1	9929312	9929712	+	1000	32.0	[6.798939]	[124]	[]	[]	[9929528]	[]
919_7087	chr1	28902654	28903054	+	1000	32.0	[]	[]	[7.9515624, 10.1405115]	[145, 181]	[]	[28902836, 28902872]
919_7089	chr1	30735526	30735926	+	1000	32.0	[]	[]	[11.295278]	[112]	[]	[30735731]
919_709	chr16	58129461	58129861	+	1000	133.0	[9.45908]	[111]	[]	[]	[58129665]	[]
919_7090	chr1	32066371	32066771	+	1000	32.0	[8.685505, 7.922723]	[104, 143]	[]	[]	[32066533, 32066572]	[]
919_7092	chr1	35876951	35877351	+	952	32.0	[6.671917]	[114]	[]	[]	[35877163]	[]
919_7094	chr1	36386591	36386991	+	689	32.0	[]	[]	[7.990104]	[161]	[]	[36386770]
919_7095	chr1	37946850	37947250	+	942	32.0	[]	[]	[7.560086]	[181]	[]	[37947083]
919_7097	chr1	40039422	40039822	+	1000	32.0	[]	[]	[7.060389]	[143]	[]	[40039661]
919_7098	chr1	44213174	44213574	+	1000	32.0	[]	[]	[6.744197]	[165]	[]	[44213388]
919_710	chr19	48993342	48993742	+	1000	133.0	[]	[]	[13.547267]	[94]	[]	[48993532]
919_7101	chr1	44985592	44985992	+	1000	32.0	[]	[]	[7.9515624]	[87]	[]	[44985751]
919_7102	chr1	46826863	46827263	+	1000	32.0	[]	[]	[9.905027]	[128]	[]	[46827066]
919_7103	chr1	52613616	52614016	+	1000	32.0	[11.995326]	[115]	[]	[]	[52613829]	[]
919_7108	chr1	109620851	109621251	+	1000	32.0	[]	[]	[6.8849363]	[132]	[]	[109621069]
919_7109	chr1	111042884	111043284	+	1000	32.0	[]	[]	[13.767965]	[104]	[]	[111043077]
919_711	chr2	8678662	8679062	+	1000	133.0	[9.45908]	[91]	[]	[]	[8678851]	[]
919_7111	chr1	150925987	150926387	+	1000	32.0	[]	[]	[7.9820952]	[119]	[]	[150926201]
919_7112	chr1	151057734	151058134	+	1000	32.0	[]	[]	[8.698377]	[115]	[]	[151057935]
919_7114	chr1	156760532	156760932	+	1000	32.0	[]	[]	[13.096307]	[98]	[]	[156760725]
919_7125	chr1	207746302	207746702	+	1000	32.0	[8.069627]	[106]	[]	[]	[207746470]	[]
919_7126	chr1	208170203	208170603	+	1000	32.0	[15.3284025]	[122]	[]	[]	[208170403]	[]
919_7127	chr1	208189092	208189492	+	1000	32.0	[7.781394]	[90]	[13.767965]	[94]	[208189266]	[208189270]
919_7133	chr1	234553376	234553776	+	1000	32.0	[8.787421]	[128]	[]	[]	[234553581]	[]
919_7137	chr10	16995898	16996298	+	1000	32.0	[]	[]	[7.249742]	[132]	[]	[16996127]
919_7138	chr10	30190904	30191304	+	1000	32.0	[7.990104]	[111]	[9.905027]	[95]	[30191106]	[30191090]
919_7139	chr10	30436148	30436548	+	913	32.0	[8.290325]	[162]	[]	[]	[30436374]	[]
919_7141	chr10	45399100	45399500	+	862	32.0	[11.2828665]	[112]	[]	[]	[45399311]	[]
919_7142	chr10	46098410	46098810	+	969	32.0	[15.3284025]	[88]	[]	[]	[46098592]	[]
919_7144	chr10	63464406	63464806	+	1000	32.0	[]	[]	[9.734841]	[92]	[]	[63464587]
919_7147	chr10	69334118	69334518	+	1000	32.0	[]	[]	[10.436662]	[98]	[]	[69334315]
919_7148	chr10	78193189	78193589	+	833	32.0	[]	[]	[10.930472]	[105]	[]	[78193393]
919_7149	chr10	94402157	94402557	+	801	32.0	[10.2141905]	[90]	[]	[]	[94402347]	[]
919_715	chr17	14300837	14301237	+	1000	132.0	[]	[]	[7.677944]	[94]	[]	[14301023]
919_7152	chr10	133305139	133305539	+	917	32.0	[7.990104]	[153]	[9.905027]	[137]	[133305378]	[133305362]
919_7153	chr11	3237099	3237499	+	1000	32.0	[7.953706]	[114]	[]	[]	[3237298]	[]
919_7154	chr11	3859460	3859860	+	1000	32.0	[7.94979]	[92]	[9.715816]	[74]	[3859651]	[3859633]
919_7155	chr11	3996006	3996406	+	1000	32.0	[6.9218564, 13.767965]	[120, 135]	[]	[]	[3996217, 3996232]	[]
919_7157	chr11	34478834	34479234	+	1000	32.0	[]	[]	[13.096307, 7.279904]	[81, 124]	[]	[34479014, 34479057]
919_716	chr19	11374373	11374773	+	1000	132.0	[11.295278]	[93]	[]	[]	[11374565]	[]
919_7162	chr11	66892170	66892570	+	785	32.0	[]	[]	[8.661762]	[104]	[]	[66892359]
919_7163	chr11	86245245	86245645	+	1000	32.0	[]	[]	[13.767965]	[110]	[]	[86245449]
919_7164	chr11	130002774	130003174	+	1000	32.0	[7.457406]	[91]	[]	[]	[130002959]	[]
919_7165	chr12	6753490	6753890	+	982	32.0	[6.9739804]	[87]	[]	[]	[6753676]	[]
919_7167	chr12	57077875	57078275	+	1000	32.0	[13.767965]	[104]	[]	[]	[57078055]	[]
919_717	chr2	63043886	63044286	+	1000	132.0	[15.3284025]	[102]	[]	[]	[63044087]	[]
919_7171	chr12	113663419	113663819	+	773	32.0	[10.930472]	[152]	[]	[]	[113663645]	[]
919_7174	chr13	45464504	45464904	+	1000	32.0	[]	[]	[12.475059]	[108]	[]	[45464712]
919_7177	chr13	91068103	91068503	+	743	32.0	[9.734841, 7.9346805]	[161, 185]	[]	[]	[91068321, 91068345]	[]
919_7179	chr13	91318885	91319285	+	1000	32.0	[6.6969604]	[160]	[]	[]	[91319122]	[]
919_718	chr2	73233120	73233520	+	1000	132.0	[7.597396]	[95]	[]	[]	[73233310]	[]
919_7186	chr13	107909276	107909676	+	1000	32.0	[]	[]	[8.232354]	[116]	[]	[107909444]
919_7192	chr15	36887066	36887466	+	1000	32.0	[8.685505]	[154]	[7.5889]	[93]	[36887295]	[36887234]
919_7194	chr15	40323125	40323525	+	1000	32.0	[]	[]	[8.129065]	[88]	[]	[40323303]
919_7195	chr15	43371466	43371866	+	1000	32.0	[7.9084163]	[151]	[]	[]	[43371693]	[]
919_7197	chr15	56886395	56886795	+	1000	32.0	[]	[]	[15.3284025, 6.928093]	[101, 157]	[]	[56886569, 56886625]
919_7199	chr15	64690508	64690908	+	1000	32.0	[]	[]	[13.767965]	[131]	[]	[64690713]
919_72	chr19	38849810	38850210	+	1000	312.0	[7.249742]	[97]	[]	[]	[38850005]	[]
919_720	chr21	29024731	29025131	+	1000	132.0	[]	[]	[7.457406]	[116]	[]	[29024941]
919_7201	chr15	65054267	65054667	+	1000	32.0	[10.215962]	[153]	[9.549196]	[124]	[65054509]	[65054480]
919_7205	chr16	2214839	2215239	+	1000	32.0	[7.597396]	[89]	[]	[]	[2215011]	[]
919_7208	chr16	20744579	20744979	+	787	32.0	[]	[]	[8.441935]	[111]	[]	[20744777]
919_721	chr21	45592269	45592669	+	1000	132.0	[]	[]	[13.767965]	[97]	[]	[45592466]
919_7213	chr16	50335589	50335989	+	650	32.0	[]	[]	[13.767965]	[105]	[]	[50335792]
919_7214	chr16	66490659	66491059	+	1000	32.0	[11.98683]	[98]	[]	[]	[66490853]	[]
919_7216	chr16	69330475	69330875	+	939	32.0	[7.9820952]	[123]	[]	[]	[69330688]	[]
919_7218	chr16	84919850	84920250	+	1000	32.0	[13.096307]	[86]	[]	[]	[84920021]	[]
919_7221	chr17	4436373	4436773	+	1000	32.0	[13.767965]	[106]	[]	[]	[4436575]	[]
919_7224	chr17	17849173	17849573	+	675	32.0	[]	[]	[13.767965]	[124]	[]	[17849389]
919_7226	chr17	27446777	27447177	+	1000	32.0	[11.995326]	[132]	[]	[]	[27446955]	[]
919_723	chr4	82284729	82285129	+	1000	132.0	[]	[]	[11.995326]	[97]	[]	[82284925]
919_7231	chr17	41679025	41679425	+	1000	32.0	[]	[]	[10.614163]	[154]	[]	[41679267]
919_7235	chr17	47213421	47213821	+	1000	32.0	[]	[]	[6.9234715]	[95]	[]	[47213608]
919_7236	chr17	48492680	48493080	+	1000	32.0	[8.880494]	[110]	[]	[]	[48492836]	[]
919_7239	chr17	59829221	59829621	+	1000	32.0	[]	[]	[7.0993586]	[107]	[]	[59829426]
919_724	chr4	148442458	148442858	+	1000	132.0	[7.6729317]	[125]	[13.096307]	[102]	[148442675]	[148442652]
919_7242	chr17	82257383	82257783	+	918	32.0	[13.096307, 7.417628]	[117, 136]	[]	[]	[82257589, 82257608]	[]
919_7243	chr17	82260373	82260773	+	1000	32.0	[9.45908]	[145]	[]	[]	[82260603]	[]
919_7247	chr18	3602905	3603305	+	1000	32.0	[7.0460954]	[131]	[]	[]	[3603069]	[]
919_7249	chr18	22102932	22103332	+	793	32.0	[]	[]	[11.98683]	[128]	[]	[22103149]
919_7252	chr18	79412973	79413373	+	738	32.0	[]	[]	[6.9863925]	[110]	[]	[79413148]
919_7253	chr19	483776	484176	+	560	32.0	[8.685505]	[107]	[11.295278]	[118]	[483967]	[483978]
919_7254	chr19	5801918	5802318	+	1000	32.0	[6.798939]	[65]	[8.270616]	[77]	[5802070]	[5802082]
919_7255	chr19	6753527	6753927	+	1000	32.0	[8.138656]	[117]	[]	[]	[6753738]	[]
919_7256	chr19	6761119	6761519	+	1000	32.0	[]	[]	[8.270616]	[103]	[]	[6761312]
919_7257	chr19	10431349	10431749	+	1000	32.0	[11.2828665]	[119]	[]	[]	[10431553]	[]
919_7258	chr19	12035590	12035990	+	1000	32.0	[13.767965]	[92]	[]	[]	[12035774]	[]
919_7259	chr19	12945470	12945870	+	1000	32.0	[]	[]	[9.45908]	[107]	[]	[12945671]
919_726	chr11	59171462	59171862	+	1000	131.0	[9.063183]	[98]	[]	[]	[59171659]	[]
919_7264	chr19	47858314	47858714	+	1000	32.0	[]	[]	[13.547267]	[116]	[]	[47858506]
919_7266	chr19	50739124	50739524	+	1000	32.0	[13.767965]	[91]	[]	[]	[50739307]	[]
919_7269	chr2	3805152	3805552	+	1000	32.0	[15.3284025, 12.843303]	[94, 110]	[]	[]	[3805345, 3805361]	[]
