#PeakID(python identify_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_37733	chr17	77331311	77331711	+	569	27.0	[]	[]	[6.672127, 6.672127]	[197, 227]	[]	[77331531, 77331561]
466_37739	chr18	48592587	48592987	+	556	27.0	[]	[]	[11.465191]	[159]	[]	[48592823]
466_37741	chr19	862686	863086	+	551	27.0	[6.9489045]	[142]	[6.9489045]	[142]	[862846]	[862846]
466_37749	chr19	12868679	12869079	+	555	27.0	[11.465191]	[119]	[6.975399]	[102]	[12868864]	[12868847]
466_37753	chr19	18433101	18433501	+	564	27.0	[]	[]	[6.672127]	[169]	[]	[18433300]
466_37763	chr2	10318300	10318700	+	555	27.0	[6.9489045]	[123]	[6.9489045]	[123]	[10318516]	[10318516]
466_3777	chr1	1778859	1779259	+	1000	80.0	[]	[]	[11.465191]	[179]	[]	[1779101]
466_37770	chr2	46902170	46902570	+	554	27.0	[]	[]	[11.465191]	[152]	[]	[46902370]
466_37772	chr2	68263427	68263827	+	557	27.0	[11.465191]	[167]	[]	[]	[68263643]	[]
466_3778	chr1	1782353	1782753	+	1000	80.0	[11.465191]	[156]	[]	[]	[1782597]	[]
466_37784	chr2	173962420	173962820	+	562	27.0	[6.975399]	[143]	[]	[]	[173962660]	[]
466_37791	chr2	219253175	219253575	+	544	27.0	[]	[]	[6.975399]	[147]	[]	[219253417]
466_37801	chr20	36887096	36887496	+	572	27.0	[11.465191]	[226]	[]	[]	[36887326]	[]
466_37802	chr20	42370077	42370477	+	570	27.0	[6.975399]	[179]	[]	[]	[42370326]	[]
466_37811	chr21	32826599	32826999	+	560	27.0	[6.53501]	[127]	[]	[]	[32826780]	[]
466_37836	chr22	39634686	39635086	+	553	27.0	[]	[]	[6.975399]	[98]	[]	[39634843]
466_37846	chr3	64030686	64031086	+	562	27.0	[6.672127]	[128]	[11.465191]	[153]	[64030909]	[64030934]
466_37864	chr3	195865500	195865900	+	553	27.0	[]	[]	[11.465191, 11.465191, 11.465191]	[97, 122, 167]	[]	[195865651, 195865676, 195865721]
466_37872	chr4	70601376	70601776	+	555	27.0	[11.465191]	[125]	[11.465191]	[176]	[70601568]	[70601619]
466_37877	chr4	126947473	126947873	+	559	27.0	[]	[]	[11.465191]	[234]	[]	[126947712]
466_37878	chr4	128388488	128388888	+	543	27.0	[6.975399]	[119]	[11.465191, 11.465191]	[97, 130]	[128388685]	[128388663, 128388696]
466_3788	chr1	234957348	234957748	+	1000	80.0	[]	[]	[6.975399]	[69]	[]	[234957512]
466_37883	chr4	158768391	158768791	+	545	27.0	[6.975399]	[170]	[]	[]	[158768614]	[]
466_37884	chr4	184648562	184648962	+	569	27.0	[6.672127]	[147]	[]	[]	[184648804]	[]
466_37928	chr6	140485937	140486337	+	564	27.0	[6.975399]	[178]	[]	[]	[140486168]	[]
466_37939	chr7	106042751	106043151	+	548	27.0	[6.53501, 11.465191]	[138, 158]	[]	[]	[106042978, 106042998]	[]
466_37949	chr7	142866260	142866660	+	563	27.0	[]	[]	[11.465191]	[188]	[]	[142866507]
466_3798	chr12	65182444	65182844	+	1000	80.0	[]	[]	[11.465191]	[116]	[]	[65182641]
466_37989	chr9	137611739	137612139	+	550	27.0	[6.9489045]	[149]	[11.465191, 6.9489045]	[119, 149]	[137611970]	[137611940, 137611970]
466_380	chr10	73246870	73247270	+	1000	201.5	[6.672127, 6.975399]	[146, 161]	[6.672127]	[155]	[73247049, 73247064]	[73247058]
466_38003	chr1	13749872	13750272	+	545	26.5	[]	[]	[6.672127]	[77]	[]	[13750036]
466_38015	chr1	145721039	145721439	+	540	26.5	[]	[]	[6.975399]	[175]	[]	[145721289]
466_38019	chr1	230875379	230875779	+	550	26.5	[]	[]	[6.672127]	[83]	[]	[230875554]
466_38024	chr11	3580103	3580503	+	549	26.5	[6.9489045]	[92]	[6.9489045]	[92]	[3580282]	[3580282]
466_38034	chr12	93297538	93297938	+	544	26.5	[]	[]	[11.465191]	[90]	[]	[93297711]
466_3807	chr16	89700197	89700597	+	1000	80.0	[11.465191]	[137]	[]	[]	[89700420]	[]
466_38076	chr2	215421920	215422320	+	540	26.5	[6.9489045]	[157]	[6.9489045]	[157]	[215422144]	[215422144]
466_38089	chr3	41900570	41900970	+	542	26.5	[]	[]	[11.465191]	[154]	[]	[41900812]
466_38091	chr3	115239793	115240193	+	547	26.5	[]	[]	[11.465191]	[92]	[]	[115239980]
466_38099	chr4	2469698	2470098	+	553	26.5	[]	[]	[11.465191]	[226]	[]	[2469929]
466_3810	chr17	50153721	50154121	+	1000	80.0	[]	[]	[11.465191]	[178]	[]	[50153967]
466_38111	chr5	81749653	81750053	+	545	26.5	[11.465191]	[114]	[]	[]	[81749866]	[]
466_38114	chr5	138339732	138340132	+	545	26.5	[]	[]	[11.465191]	[159]	[]	[138339976]
466_38121	chr5	177368259	177368659	+	542	26.5	[6.9489045]	[161]	[11.465191, 6.9489045]	[144, 161]	[177368507]	[177368490, 177368507]
466_38148	chr7	135845433	135845833	+	541	26.5	[11.465191, 11.465191]	[140, 195]	[]	[]	[135845621, 135845676]	[]
466_38159	chr8	97798328	97798728	+	548	26.5	[11.465191]	[139]	[]	[]	[97798539]	[]
466_38162	chr8	142101949	142102349	+	543	26.5	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[117, 133, 149, 196, 212]	[]	[142102100, 142102116, 142102132, 142102179, 142102195]
466_3818	chr20	64042439	64042839	+	1000	80.0	[]	[]	[11.465191]	[99]	[]	[64042625]
466_3827	chr5	179818858	179819258	+	1000	80.0	[]	[]	[6.975399]	[77]	[]	[179819035]
466_3840	chr6	151452033	151452433	+	1000	80.0	[6.9489045, 6.9489045]	[102, 118]	[6.9489045, 6.9489045]	[102, 118]	[151452205, 151452221]	[151452205, 151452221]
466_385	chr16	11094044	11094444	+	1000	200.0	[]	[]	[11.465191]	[102]	[]	[11094221]
466_3852	chr1	36099695	36100095	+	1000	79.5	[11.465191]	[78]	[]	[]	[36099864]	[]
466_3856	chr10	34994623	34995023	+	1000	79.5	[11.465191]	[108]	[]	[]	[34994825]	[]
466_3865	chr15	84914987	84915387	+	1000	79.5	[]	[]	[6.672127]	[168]	[]	[84915221]
466_3869	chr17	32150362	32150762	+	1000	79.5	[6.975399]	[141]	[]	[]	[32150594]	[]
466_3870	chr17	75904858	75905258	+	1000	79.5	[]	[]	[11.465191]	[119]	[]	[75905049]
466_3879	chr2	174634526	174634926	+	1000	79.5	[]	[]	[11.465191, 6.975399]	[151, 168]	[]	[174634742, 174634759]
466_3881	chr2	230012427	230012827	+	1000	79.5	[6.9489045]	[104]	[6.975399, 6.9489045]	[65, 104]	[230012620]	[230012581, 230012620]
466_3891	chr4	6674729	6675129	+	1000	79.5	[]	[]	[11.465191, 11.465191]	[62, 81]	[]	[6674883, 6674902]
466_3893	chr4	151015876	151016276	+	1000	79.5	[11.465191]	[154]	[6.53501]	[126]	[151016117]	[151016089]
466_3905	chr7	99616712	99617112	+	1000	79.5	[11.465191]	[119]	[]	[]	[99616927]	[]
466_391	chr11	47248652	47249052	+	1000	198.5	[11.465191, 6.672127]	[93, 117]	[]	[]	[47248836, 47248860]	[]
466_3914	chr1	91716433	91716833	+	1000	79.0	[11.465191]	[124]	[6.672127]	[72]	[91716636]	[91716584]
466_3917	chr1	154936362	154936762	+	1000	79.0	[6.9489045, 11.465191]	[102, 148]	[6.9489045]	[102]	[154936542, 154936588]	[154936542]
466_3927	chr14	73771768	73772168	+	1000	79.0	[6.9489045]	[140]	[6.672127, 6.9489045]	[123, 140]	[73772000]	[73771983, 73772000]
466_393	chr12	106301764	106302164	+	1000	198.0	[]	[]	[11.465191]	[134]	[]	[106301991]
466_3933	chr17	49570024	49570424	+	1000	79.0	[6.672127]	[101]	[11.465191]	[63]	[49570221]	[49570183]
466_3935	chr18	36200327	36200727	+	1000	79.0	[]	[]	[11.465191]	[82]	[]	[36200506]
466_3949	chr20	5784758	5785158	+	1000	79.0	[]	[]	[11.465191]	[118]	[]	[5784973]
466_3950	chr20	50292585	50292985	+	1000	79.0	[]	[]	[6.672127]	[184]	[]	[50292828]
466_3956	chr4	165327550	165327950	+	1000	79.0	[11.465191]	[100]	[11.465191]	[150]	[165327712]	[165327762]
466_3957	chr5	86526752	86527152	+	1000	79.0	[]	[]	[11.465191]	[142]	[]	[86526959]
466_3958	chr5	89043672	89044072	+	1000	79.0	[6.975399]	[123]	[]	[]	[89043871]	[]
466_3959	chr5	95554529	95554929	+	1000	79.0	[11.465191]	[113]	[]	[]	[95554709]	[]
466_3965	chr7	12211456	12211856	+	1000	79.0	[]	[]	[11.465191]	[138]	[]	[12211675]
466_3974	chr9	33795203	33795603	+	1000	79.0	[11.465191]	[92]	[]	[]	[33795382]	[]
466_3982	chr1	116817673	116818073	+	1000	78.5	[11.465191, 11.465191]	[85, 124]	[]	[]	[116817851, 116817890]	[]
466_3988	chr1	241998409	241998809	+	1000	78.5	[11.465191]	[162]	[]	[]	[241998618]	[]
466_3990	chr10	43377314	43377714	+	1000	78.5	[]	[]	[11.465191]	[57]	[]	[43377469]
466_3992	chr11	62081942	62082342	+	1000	78.5	[]	[]	[11.465191]	[155]	[]	[62082156]
466_3994	chr12	57590985	57591385	+	1000	78.5	[6.9489045]	[128]	[6.9489045, 11.465191]	[128, 143]	[57591195]	[57591195, 57591210]
466_3998	chr13	94433381	94433781	+	1000	78.5	[6.975399]	[65]	[]	[]	[94433544]	[]
466_3999	chr15	45587162	45587562	+	1000	78.5	[]	[]	[6.672127, 6.53501]	[74, 117]	[]	[45587335, 45587378]
466_4001	chr16	74999831	75000231	+	1000	78.5	[6.975399]	[98]	[11.465191]	[151]	[75000020]	[75000073]
466_4002	chr16	89098430	89098830	+	1000	78.5	[]	[]	[11.465191]	[113]	[]	[89098588]
466_4007	chr17	74282628	74283028	+	1000	78.5	[]	[]	[11.465191]	[163]	[]	[74282861]
466_4010	chr19	1811436	1811836	+	1000	78.5	[6.672127]	[130]	[]	[]	[1811649]	[]
466_4013	chr19	37467333	37467733	+	1000	78.5	[11.465191]	[64]	[]	[]	[37467493]	[]
466_4023	chr5	154647258	154647658	+	1000	78.5	[]	[]	[11.465191]	[149]	[]	[154647491]
466_4042	chr9	127802359	127802759	+	1000	78.5	[]	[]	[11.465191]	[73]	[]	[127802524]
466_4054	chr1	171762167	171762567	+	1000	78.0	[]	[]	[6.975399]	[138]	[]	[171762399]
466_4057	chr1	209652989	209653389	+	1000	78.0	[11.465191]	[87]	[]	[]	[209653158]	[]
466_406	chr7	135170447	135170847	+	1000	196.5	[6.672127]	[179]	[]	[]	[135170649]	[]
466_4079	chr15	67520772	67521172	+	1000	78.0	[11.465191]	[203]	[]	[]	[67521004]	[]
466_4081	chr17	75124301	75124701	+	1000	78.0	[6.672127]	[132]	[]	[]	[75124518]	[]
466_4084	chr19	54518799	54519199	+	1000	78.0	[]	[]	[11.465191]	[128]	[]	[54519001]
466_4087	chr2	127700510	127700910	+	1000	78.0	[6.9489045, 11.465191]	[75, 157]	[6.9489045]	[75]	[127700664, 127700746]	[127700664]
466_4090	chr20	5119353	5119753	+	1000	78.0	[11.465191]	[143]	[]	[]	[5119575]	[]
466_4096	chr3	9916789	9917189	+	1000	78.0	[]	[]	[11.465191]	[97]	[]	[9916958]
466_410	chr1	89524995	89525395	+	1000	195.5	[11.465191]	[74]	[]	[]	[89525154]	[]
466_4105	chr6	146881285	146881685	+	1000	78.0	[6.53501]	[187]	[]	[]	[146881501]	[]
466_4110	chr8	3107955	3108355	+	1000	78.0	[]	[]	[6.53501]	[118]	[]	[3108165]
466_4113	chr1	30824154	30824554	+	1000	77.5	[]	[]	[6.975399]	[131]	[]	[30824371]
466_4134	chr15	74374412	74374812	+	1000	77.5	[]	[]	[11.465191]	[103]	[]	[74374577]
466_4136	chr16	67246680	67247080	+	1000	77.5	[]	[]	[11.465191]	[57]	[]	[67246836]
466_4137	chr17	32142910	32143310	+	1000	77.5	[]	[]	[11.465191]	[170]	[]	[32143151]
466_414	chr12	47743996	47744396	+	1000	195.0	[11.465191, 11.465191]	[117, 136]	[6.975399]	[127]	[47744211, 47744230]	[47744221]
466_4151	chr20	63216236	63216636	+	1000	77.5	[]	[]	[11.465191]	[75]	[]	[63216398]
466_4153	chr22	17084593	17084993	+	1000	77.5	[11.465191]	[96]	[]	[]	[17084776]	[]
466_4160	chr3	186806390	186806790	+	1000	77.5	[]	[]	[11.465191]	[168]	[]	[186806590]
466_4184	chr1	32755692	32756092	+	1000	77.0	[6.975399]	[72]	[]	[]	[32755846]	[]
466_4186	chr1	116139080	116139480	+	1000	77.0	[11.465191]	[186]	[11.465191]	[156]	[116139308]	[116139278]
466_4193	chr10	49174332	49174732	+	1000	77.0	[11.465191]	[84]	[]	[]	[49174513]	[]
466_4198	chr16	22216195	22216595	+	1000	77.0	[11.465191, 6.9489045]	[115, 138]	[6.9489045]	[138]	[22216357, 22216380]	[22216380]
466_4204	chr17	45977156	45977556	+	1000	77.0	[]	[]	[6.53501]	[80]	[]	[45977320]
466_4226	chr4	127964933	127965333	+	1000	77.0	[11.465191]	[153]	[]	[]	[127965176]	[]
466_4237	chr6	52511625	52512025	+	1000	77.0	[11.465191]	[113]	[]	[]	[52511819]	[]
466_424	chr6	125307345	125307745	+	1000	193.0	[]	[]	[11.465191]	[121]	[]	[125307546]
466_4242	chr7	123624571	123624971	+	1000	77.0	[11.465191]	[56]	[]	[]	[123624727]	[]
466_4243	chr7	142808733	142809133	+	1000	77.0	[11.465191]	[101]	[]	[]	[142808915]	[]
466_4254	chr1	155052767	155053167	+	1000	76.5	[11.465191, 6.9489045]	[75, 111]	[6.9489045]	[111]	[155052933, 155052969]	[155052969]
466_4261	chr11	77191997	77192397	+	1000	76.5	[]	[]	[11.465191]	[159]	[]	[77192234]
466_4274	chr16	81558720	81559120	+	1000	76.5	[]	[]	[6.975399]	[86]	[]	[81558903]
466_429	chr1	209805869	209806269	+	1000	192.0	[6.975399]	[149]	[11.465191]	[162]	[209806106]	[209806119]
466_4300	chr6	38578040	38578440	+	1000	76.5	[6.975399]	[159]	[]	[]	[38578267]	[]
466_4303	chr7	7640572	7640972	+	1000	76.5	[]	[]	[6.975399]	[154]	[]	[7640819]
466_4306	chr7	99694518	99694918	+	1000	76.5	[]	[]	[6.975399]	[113]	[]	[99694730]
466_4310	chr7	137882201	137882601	+	1000	76.5	[]	[]	[11.465191]	[122]	[]	[137882411]
466_4321	chr1	160031735	160032135	+	1000	76.0	[6.975399]	[79]	[]	[]	[160031910]	[]
466_4329	chr12	64219159	64219559	+	1000	76.0	[]	[]	[6.975399]	[118]	[]	[64219370]
466_4338	chr17	33964345	33964745	+	1000	76.0	[]	[]	[11.465191, 6.53501]	[115, 145]	[]	[33964552, 33964582]
466_434	chr6	119257023	119257423	+	1000	191.0	[]	[]	[11.465191]	[103]	[]	[119257220]
466_4347	chr2	126674023	126674423	+	1000	76.0	[6.975399]	[130]	[]	[]	[126674244]	[]
466_435	chr22	22520136	22520536	+	1000	190.5	[6.9489045]	[99]	[6.9489045]	[99]	[22520332]	[22520332]
466_4365	chr6	31717483	31717883	+	1000	76.0	[6.975399]	[110]	[]	[]	[31717691]	[]
466_4369	chr7	116465756	116466156	+	1000	76.0	[6.53501]	[82]	[]	[]	[116465914]	[]
466_4373	chr8	100472216	100472616	+	1000	76.0	[]	[]	[6.53501]	[112]	[]	[100472419]
466_4374	chr8	125664373	125664773	+	1000	76.0	[11.465191]	[129]	[]	[]	[125664589]	[]
466_4380	chr1	46719091	46719491	+	1000	75.5	[11.465191]	[70]	[6.672127]	[133]	[46719258]	[46719321]
466_439	chr1	218285058	218285458	+	1000	189.5	[]	[]	[11.465191]	[138]	[]	[218285292]
466_4404	chr15	101008415	101008815	+	1000	75.5	[]	[]	[11.465191, 6.975399]	[119, 135]	[]	[101008632, 101008648]
466_4412	chr2	99141320	99141720	+	1000	75.5	[6.975399, 6.53501]	[135, 155]	[]	[]	[99141501, 99141521]	[]
466_4418	chr3	19947767	19948167	+	1000	75.5	[]	[]	[11.465191, 11.465191]	[105, 139]	[]	[19947950, 19947984]
466_4427	chr6	2857412	2857812	+	1000	75.5	[11.465191]	[155]	[]	[]	[2857656]	[]
466_4431	chr6	52503939	52504339	+	1000	75.5	[6.53501]	[86]	[]	[]	[52504121]	[]
466_4447	chr1	108746340	108746740	+	1000	75.0	[11.465191]	[145]	[]	[]	[108746538]	[]
466_4450	chr1	167935357	167935757	+	1000	75.0	[]	[]	[6.53501]	[64]	[]	[167935511]
466_4456	chr1	226001967	226002367	+	1000	75.0	[6.9489045]	[149]	[6.9489045]	[149]	[226002199]	[226002199]
466_4459	chr11	875992	876392	+	1000	75.0	[]	[]	[11.465191]	[85]	[]	[876152]
466_4470	chr16	3008078	3008478	+	1000	75.0	[11.465191]	[185]	[]	[]	[3008303]	[]
466_4479	chr19	6667084	6667484	+	1000	75.0	[11.465191]	[127]	[]	[]	[6667301]	[]
466_4484	chr2	171687717	171688117	+	1000	75.0	[]	[]	[11.465191]	[55]	[]	[171687871]
466_4489	chr22	20020553	20020953	+	1000	75.0	[]	[]	[11.465191]	[170]	[]	[20020785]
466_4491	chr22	36331288	36331688	+	1000	75.0	[6.975399]	[87]	[11.465191, 6.975399]	[97, 157]	[36331456]	[36331466, 36331526]
466_4503	chr6	33425051	33425451	+	1000	75.0	[]	[]	[6.672127]	[114]	[]	[33425249]
466_4508	chr7	120950294	120950694	+	1000	75.0	[]	[]	[11.465191]	[108]	[]	[120950473]
466_4517	chr1	778741	779141	+	1000	74.5	[11.465191]	[168]	[]	[]	[778989]	[]
466_4525	chr1	151539640	151540040	+	1000	74.5	[11.465191]	[99]	[]	[]	[151539822]	[]
466_4531	chr10	70816399	70816799	+	1000	74.5	[11.465191]	[86]	[]	[]	[70816561]	[]
466_4535	chr11	69448488	69448888	+	1000	74.5	[]	[]	[11.465191]	[131]	[]	[69448706]
466_4538	chr11	118531005	118531405	+	1000	74.5	[]	[]	[11.465191]	[147]	[]	[118531232]
466_4548	chr15	50418104	50418504	+	1000	74.5	[]	[]	[11.465191]	[130]	[]	[50418319]
466_4551	chr16	2981870	2982270	+	1000	74.5	[11.465191]	[171]	[]	[]	[2982098]	[]
466_4558	chr19	860516	860916	+	1000	74.5	[11.465191]	[112]	[]	[]	[860706]	[]
466_4562	chr19	19732804	19733204	+	1000	74.5	[6.975399]	[134]	[]	[]	[19733006]	[]
466_4570	chr20	35411827	35412227	+	1000	74.5	[]	[]	[6.672127]	[71]	[]	[35411983]
466_4572	chr3	38019611	38020011	+	1000	74.5	[11.465191]	[84]	[]	[]	[38019780]	[]
466_4601	chr1	109134410	109134810	+	1000	74.0	[11.465191]	[150]	[]	[]	[109134631]	[]
466_4603	chr1	166910402	166910802	+	1000	74.0	[11.465191]	[157]	[]	[]	[166910652]	[]
466_4604	chr1	182200430	182200830	+	1000	74.0	[]	[]	[6.53501]	[129]	[]	[182200616]
466_4614	chr11	65711811	65712211	+	1000	74.0	[6.9489045, 6.9489045, 6.672127, 6.9489045]	[57, 77, 93, 107]	[6.9489045, 6.9489045, 6.9489045]	[57, 77, 107]	[65711967, 65711987, 65712003, 65712017]	[65711967, 65711987, 65712017]
466_4632	chr16	30187104	30187504	+	1000	74.0	[11.465191]	[115]	[6.672127]	[144]	[30187318]	[30187347]
466_4637	chr17	42319976	42320376	+	1000	74.0	[]	[]	[6.53501]	[122]	[]	[42320174]
466_4649	chr20	50521981	50522381	+	1000	74.0	[]	[]	[6.975399]	[91]	[]	[50522133]
466_4652	chr22	20606197	20606597	+	1000	74.0	[]	[]	[11.465191]	[75]	[]	[20606349]
466_4658	chr3	186752947	186753347	+	1000	74.0	[]	[]	[6.53501]	[116]	[]	[186753162]
466_466	chr7	127588767	127589167	+	1000	186.0	[6.672127, 11.465191]	[56, 98]	[]	[]	[127588919, 127588961]	[]
466_4663	chr5	65971026	65971426	+	1000	74.0	[]	[]	[11.465191]	[76]	[]	[65971190]
466_4670	chr6	3063857	3064257	+	1000	74.0	[]	[]	[6.53501, 11.465191]	[108, 115]	[]	[3064050, 3064057]
466_4698	chr1	154999734	155000134	+	1000	73.5	[11.465191]	[79]	[6.975399]	[115]	[154999906]	[154999942]
466_4703	chr1	204960175	204960575	+	1000	73.5	[]	[]	[11.465191]	[124]	[]	[204960398]
466_4704	chr1	228372624	228373024	+	1000	73.5	[6.9489045]	[124]	[6.9489045, 11.465191]	[124, 138]	[228372831]	[228372831, 228372845]
466_4705	chr1	228457385	228457785	+	1000	73.5	[]	[]	[11.465191]	[84]	[]	[228457566]
466_4708	chr10	69179735	69180135	+	1000	73.5	[6.9489045, 6.9489045]	[89, 132]	[6.9489045, 6.9489045]	[89, 132]	[69179920, 69179963]	[69179920, 69179963]
466_4709	chr11	31509381	31509781	+	1000	73.5	[11.465191]	[126]	[11.465191]	[111]	[31509574]	[31509559]
466_471	chr1_KI270711v1_random	9119	9519	+	1000	185.0	[]	[]	[11.465191]	[134]	[]	[9327]
466_4713	chr12	46450475	46450875	+	1000	73.5	[]	[]	[6.53501]	[97]	[]	[46450665]
466_472	chr22	23220131	23220531	+	1000	185.0	[]	[]	[11.465191]	[151]	[]	[23220359]
466_4723	chr16	28824340	28824740	+	1000	73.5	[6.975399]	[102]	[]	[]	[28824516]	[]
466_4737	chr21	34190566	34190966	+	1000	73.5	[11.465191]	[108]	[]	[]	[34190750]	[]
466_475	chr6	28480109	28480509	+	1000	184.0	[]	[]	[6.975399]	[112]	[]	[28480302]
466_4754	chr6	42104140	42104540	+	1000	73.5	[6.975399]	[162]	[]	[]	[42104341]	[]
466_4762	chr7	143901622	143902022	+	1000	73.5	[11.465191]	[171]	[]	[]	[143901864]	[]
466_478	chr18	55748407	55748807	+	1000	183.5	[6.53501]	[148]	[]	[]	[55748653]	[]
466_4783	chr10	47406802	47407202	+	1000	73.0	[6.53501]	[125]	[]	[]	[47407000]	[]
466_4786	chr12	64720830	64721230	+	1000	73.0	[]	[]	[11.465191]	[143]	[]	[64721064]
466_4794	chr17	28727935	28728335	+	1000	73.0	[]	[]	[6.975399]	[83]	[]	[28728095]
466_4797	chr17	75154630	75155030	+	1000	73.0	[6.975399]	[112]	[]	[]	[75154814]	[]
466_4803	chr2	175181639	175182039	+	1000	73.0	[11.465191]	[143]	[]	[]	[175181852]	[]
466_4804	chr2	178414658	178415058	+	1000	73.0	[6.9489045]	[96]	[6.9489045]	[96]	[178414838]	[178414838]
466_4813	chr4	158211306	158211706	+	1000	73.0	[11.465191]	[156]	[]	[]	[158211540]	[]
466_4826	chr6	119077883	119078283	+	1000	73.0	[11.465191]	[134]	[11.465191]	[101]	[119078114]	[119078081]
466_4829	chr7	77536448	77536848	+	1000	73.0	[6.975399]	[89]	[]	[]	[77536611]	[]
466_4830	chr7	100081583	100081983	+	1000	73.0	[6.672127]	[127]	[]	[]	[100081777]	[]
466_4844	chr1	37479683	37480083	+	1000	72.5	[]	[]	[6.672127, 11.465191]	[171, 218]	[]	[37479876, 37479923]
466_4853	chr10	11146612	11147012	+	1000	72.5	[]	[]	[11.465191, 6.672127]	[126, 177]	[]	[11146808, 11146859]
466_4856	chr11	65381900	65382300	+	1000	72.5	[11.465191]	[169]	[]	[]	[65382140]	[]
466_4877	chr5	62277059	62277459	+	1000	72.5	[6.975399]	[97]	[]	[]	[62277255]	[]
466_488	chr11	119087710	119088110	+	1000	182.0	[11.465191]	[117]	[]	[]	[119087925]	[]
466_4886	chr6	31197612	31198012	+	1000	72.5	[11.465191]	[69]	[]	[]	[31197771]	[]
466_4888	chr6	42031059	42031459	+	1000	72.5	[11.465191]	[141]	[]	[]	[42031280]	[]
466_4897	chr8	144095966	144096366	+	1000	72.5	[11.465191]	[139]	[6.975399, 11.465191]	[82, 94]	[144096197]	[144096140, 144096152]
466_4902	chr9	137494499	137494899	+	1000	72.5	[11.465191, 11.465191, 11.465191, 11.465191]	[88, 105, 139, 173]	[]	[]	[137494660, 137494677, 137494711, 137494745]	[]
466_4908	chr1	58899001	58899401	+	1000	72.0	[6.9489045]	[105]	[6.9489045]	[105]	[58899195]	[58899195]
466_4910	chr1	110964064	110964464	+	1000	72.0	[6.53501]	[161]	[]	[]	[110964275]	[]
466_4919	chr10	25766719	25767119	+	1000	72.0	[11.465191]	[148]	[]	[]	[25766940]	[]
466_492	chr3	197577636	197578036	+	1000	182.0	[]	[]	[6.975399]	[120]	[]	[197577853]
466_4922	chr11	267949	268349	+	1000	72.0	[6.975399, 6.975399]	[84, 102]	[]	[]	[268101, 268119]	[]
466_4926	chr12	123233412	123233812	+	1000	72.0	[6.975399]	[172]	[]	[]	[123233660]	[]
466_4934	chr17	6998775	6999175	+	1000	72.0	[6.975399]	[80]	[]	[]	[6998941]	[]
466_4937	chr17	83073410	83073810	+	1000	72.0	[6.975399]	[117]	[]	[]	[83073601]	[]
466_4944	chr19	45265402	45265802	+	1000	72.0	[]	[]	[6.975399, 11.465191, 11.465191, 11.465191, 6.975399]	[124, 140, 163, 179, 202]	[]	[45265571, 45265587, 45265610, 45265626, 45265649]
466_4952	chr22	41832553	41832953	+	1000	72.0	[]	[]	[11.465191]	[115]	[]	[41832762]
466_4966	chr6	109340383	109340783	+	1000	72.0	[6.975399]	[118]	[]	[]	[109340600]	[]
466_4967	chr6	137864982	137865382	+	1000	72.0	[]	[]	[6.975399]	[183]	[]	[137865220]
466_4979	chr9	129777090	129777490	+	1000	72.0	[6.672127]	[89]	[]	[]	[129777272]	[]
466_499	chr10	49538564	49538964	+	1000	180.5	[]	[]	[11.465191, 11.465191]	[95, 128]	[]	[49538753, 49538786]
466_4996	chr1	201895890	201896290	+	1000	71.5	[]	[]	[11.465191]	[111]	[]	[201896076]
466_4999	chr1	227563590	227563990	+	1000	71.5	[11.465191]	[135]	[]	[]	[227563811]	[]
466_5002	chr10	11684718	11685118	+	1000	71.5	[6.9489045]	[84]	[6.9489045]	[84]	[11684882]	[11684882]
466_5004	chr10	73998916	73999316	+	1000	71.5	[11.465191, 6.975399]	[123, 133]	[]	[]	[73999130, 73999140]	[]
466_5025	chr18	8912333	8912733	+	1000	71.5	[11.465191]	[122]	[6.672127]	[77]	[8912549]	[8912504]
466_5027	chr19	17305482	17305882	+	1000	71.5	[6.975399]	[111]	[]	[]	[17305673]	[]
466_5030	chr19	49148991	49149391	+	1000	71.5	[]	[]	[11.465191]	[88]	[]	[49149166]
466_5033	chr2	28269184	28269584	+	1000	71.5	[6.672127, 6.975399]	[81, 110]	[]	[]	[28269353, 28269382]	[]
466_5036	chr2	63840838	63841238	+	1000	71.5	[]	[]	[6.672127]	[156]	[]	[63841052]
466_505	chr19	40623797	40624197	+	1000	180.0	[6.975399]	[116]	[]	[]	[40624012]	[]
466_5064	chr5	170338823	170339223	+	1000	71.5	[11.465191]	[96]	[11.465191]	[104]	[170339005]	[170339013]
466_5065	chr6	30647376	30647776	+	1000	71.5	[6.975399]	[152]	[]	[]	[30647593]	[]
466_5069	chr6	73389182	73389582	+	1000	71.5	[]	[]	[6.53501]	[142]	[]	[73389423]
466_5071	chr6	151675804	151676204	+	1000	71.5	[11.465191]	[103]	[11.465191]	[127]	[151675956]	[151675980]
466_5077	chr7	150367892	150368292	+	1000	71.5	[11.465191, 11.465191, 6.9489045]	[70, 105, 160]	[6.9489045]	[160]	[150368048, 150368083, 150368138]	[150368138]
466_5085	chr9	112421730	112422130	+	1000	71.5	[]	[]	[11.465191]	[155]	[]	[112421956]
