#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_3278	chr22	40651897	40652297	+	1000	39.0	[9.818272, 16.412586]	[170, 206]	[7.934307, 9.636316]	[168, 204]	[40652098, 40652134]	[40652096, 40652132]
593_3280	chr3	17183920	17184320	+	1000	39.0	[13.902448]	[119]	[9.716079]	[117]	[17184139]	[17184137]
593_3288	chr4	126850306	126850706	+	1000	39.0	[9.189399]	[100]	[7.2059402, 12.082088]	[98, 118]	[126850472]	[126850470, 126850490]
593_3297	chr6	29487646	29488046	+	1000	39.0	[16.412586, 6.7210364]	[101, 136]	[6.419141]	[134]	[29487840, 29487875]	[29487873]
593_3299	chr6	31818492	31818892	+	1000	39.0	[]	[]	[10.521743]	[218]	[]	[31818717]
593_3302	chr6	90502797	90503197	+	1000	39.0	[12.082088]	[129]	[]	[]	[90503006]	[]
593_3307	chr7	87877630	87878030	+	990	39.0	[7.3720512, 9.163619]	[112, 145]	[16.412586]	[143]	[87877805, 87877838]	[87877836]
593_3309	chr8	10818883	10819283	+	1000	39.0	[16.412586]	[122]	[]	[]	[10819075]	[]
593_3316	chr9	130820230	130820630	+	1000	39.0	[9.163619]	[131]	[7.801716]	[129]	[130820452]	[130820450]
593_332	chr18	1011331	1011731	+	1000	164.0	[16.412586]	[115]	[7.2059402]	[113]	[1011537]	[1011535]
593_3322	chrX	18172955	18173355	+	1000	39.0	[10.162996]	[125]	[6.9141517, 16.412586]	[96, 123]	[18173163]	[18173134, 18173161]
593_3324	chrX	123217032	123217432	+	1000	39.0	[8.78628, 10.162996]	[86, 99]	[13.45553]	[97]	[123217216, 123217229]	[123217227]
593_3325	chrX	129593083	129593483	+	1000	39.0	[12.146455]	[149]	[13.902448]	[147]	[129593299]	[129593297]
593_3326	chr1	1201394	1201794	+	1000	38.0	[13.902448]	[99]	[16.412586]	[97]	[1201584]	[1201582]
593_3338	chr1	168320956	168321356	+	1000	38.0	[7.2059402, 8.896054]	[92, 136]	[12.32841, 9.57195]	[90, 134]	[168321139, 168321183]	[168321137, 168321181]
593_334	chr8	99771134	99771534	+	1000	164.0	[9.716079]	[116]	[13.902448]	[114]	[99771337]	[99771335]
593_3340	chr1	173478272	173478672	+	1000	38.0	[6.1916084]	[107]	[]	[]	[173478465]	[]
593_3344	chr1	235504575	235504975	+	1000	38.0	[7.23946]	[171]	[]	[]	[235504804]	[]
593_3345	chr1	246577679	246578079	+	1000	38.0	[8.452113]	[103]	[8.73451]	[101]	[246577882]	[246577880]
593_335	chr18	62518424	62518824	+	1000	163.0	[11.999462]	[129]	[]	[]	[62518637]	[]
593_336	chr5	109191256	109191656	+	1000	163.0	[10.945392]	[119]	[16.412586]	[117]	[109191465]	[109191463]
593_3362	chr12	21413581	21413981	+	1000	38.0	[]	[]	[13.45553]	[113]	[]	[21413794]
593_3370	chr13	90511897	90512297	+	1000	38.0	[13.45553]	[107]	[7.0733485]	[105]	[90512095]	[90512093]
593_3373	chr15	45417503	45417903	+	1000	38.0	[13.902448]	[105]	[7.407627]	[103]	[45417702]	[45417700]
593_3377	chr16	30065871	30066271	+	1000	38.0	[7.2059402]	[185]	[16.412586]	[183]	[30066119]	[30066117]
593_3379	chr16	80540524	80540924	+	1000	38.0	[11.999462]	[101]	[7.8934293]	[99]	[80540708]	[80540706]
593_338	chr1	21022250	21022650	+	1000	162.0	[9.818272]	[129]	[7.711474, 16.412586]	[96, 127]	[21022470]	[21022437, 21022468]
593_3387	chr18	76689642	76690042	+	1000	38.0	[]	[]	[11.999462]	[101]	[]	[76689836]
593_3392	chr19	44741781	44742181	+	1000	38.0	[16.412586]	[103]	[10.030405]	[101]	[44741977]	[44741975]
593_3399	chr2	231056879	231057279	+	1000	38.0	[10.162996]	[129]	[16.412586]	[127]	[231057102]	[231057100]
593_3411	chr22	21761206	21761606	+	1000	38.0	[]	[]	[8.495638]	[174]	[]	[21761408]
593_3427	chr22	45638999	45639399	+	1000	38.0	[13.902448]	[121]	[8.062279]	[119]	[45639213]	[45639211]
593_3432	chr3	71504174	71504574	+	1000	38.0	[16.412586, 6.574685]	[119, 138]	[9.818272]	[117]	[71504384, 71504403]	[71504382]
593_3442	chr5	112963875	112964275	+	1000	38.0	[11.85311]	[144]	[]	[]	[112964093]	[]
593_3452	chr6	159691241	159691641	+	972	38.0	[7.1142826]	[126]	[]	[]	[159691463]	[]
593_3453	chr7	24477719	24478119	+	1000	38.0	[8.062279]	[134]	[13.902448]	[132]	[24477940]	[24477938]
593_3459	chr7	108489036	108489436	+	1000	38.0	[]	[]	[11.195025]	[144]	[]	[108489247]
593_346	chr19	34359399	34359799	+	1000	158.0	[16.412586]	[92]	[7.2059402]	[90]	[34359591]	[34359589]
593_3461	chr7	150448582	150448982	+	1000	38.0	[10.162996]	[182]	[16.412586]	[180]	[150448802]	[150448800]
593_3464	chr8	73582045	73582445	+	774	38.0	[16.412586]	[137]	[6.6792603, 6.7810044]	[135, 160]	[73582263]	[73582261, 73582286]
593_3465	chr8	79760883	79761283	+	1000	38.0	[]	[]	[16.412586]	[123]	[]	[79761092]
593_3466	chr8	97294252	97294652	+	1000	38.0	[16.412586]	[79]	[10.945392]	[77]	[97294422]	[97294420]
593_3467	chr8	101154936	101155336	+	1000	38.0	[9.716079]	[167]	[10.162996, 7.668964]	[165, 198]	[101155148]	[101155146, 101155179]
593_3483	chr1	14479818	14480218	+	1000	37.0	[]	[]	[16.412586]	[106]	[]	[14480001]
593_3492	chr1	200364048	200364448	+	1000	37.0	[16.412586]	[149]	[9.818272]	[147]	[200364277]	[200364275]
593_3493	chr1	202376256	202376656	+	1000	37.0	[11.999462]	[127]	[12.235088]	[111]	[202376480]	[202376464]
593_350	chr6	145749593	145749993	+	1000	157.0	[16.412586]	[101]	[7.0733485]	[99]	[145749794]	[145749792]
593_3505	chr11	1760312	1760712	+	1000	37.0	[9.716079]	[96]	[13.902448]	[94]	[1760498]	[1760496]
593_3506	chr11	20368487	20368887	+	1000	37.0	[13.902448]	[80]	[12.32841]	[78]	[20368667]	[20368665]
593_3507	chr11	62881507	62881907	+	1000	37.0	[16.412586]	[78]	[9.818272, 6.6750875]	[76, 165]	[62881662]	[62881660, 62881749]
593_3509	chr11	69420537	69420937	+	803	37.0	[16.412586]	[109]	[]	[]	[69420741]	[]
593_3511	chr12	27984220	27984620	+	1000	37.0	[13.902448]	[102]	[9.716079, 7.2122426]	[100, 126]	[27984409]	[27984407, 27984433]
593_3528	chr16	57628288	57628688	+	1000	37.0	[11.111503, 8.4563675]	[85, 137]	[7.2059402]	[135]	[57628465, 57628517]	[57628515]
593_3533	chr18	9814444	9814844	+	1000	37.0	[16.412586, 8.177104]	[106, 135]	[9.163619]	[104]	[9814613, 9814642]	[9814611]
593_3536	chr19	2168991	2169391	+	853	37.0	[12.540544]	[153]	[]	[]	[2169222]	[]
593_3539	chr2	7180588	7180988	+	899	37.0	[10.59517]	[133]	[11.296419, 8.342637]	[108, 141]	[7180814]	[7180789, 7180822]
593_3541	chr2	25537530	25537930	+	1000	37.0	[]	[]	[12.235088]	[96]	[]	[25537722]
593_3547	chr2	98560206	98560606	+	1000	37.0	[13.902448]	[121]	[9.716079]	[119]	[98560416]	[98560414]
593_3550	chr20	370926	371326	+	1000	37.0	[16.412586, 6.5575905]	[94, 134]	[10.162996, 16.412586]	[92, 159]	[371110, 371150]	[371108, 371175]
593_3561	chr22	21762770	21763170	+	1000	37.0	[]	[]	[7.143038]	[146]	[]	[21762964]
593_357	chrX	138925357	138925757	+	1000	156.0	[16.412586]	[130]	[7.0733485]	[128]	[138925582]	[138925580]
593_3580	chr3	47910758	47911158	+	1000	37.0	[7.2059402, 10.945392]	[71, 134]	[12.540544, 16.412586]	[69, 132]	[47910918, 47910981]	[47910916, 47910979]
593_3581	chr4	6942175	6942575	+	845	37.0	[]	[]	[7.8219643, 6.1340055]	[95, 115]	[]	[6942347, 6942367]
593_3586	chr5	80257387	80257787	+	1000	37.0	[13.45553]	[144]	[]	[]	[80257615]	[]
593_3592	chr6	7254973	7255373	+	1000	37.0	[7.078671]	[150]	[]	[]	[7255182]	[]
593_3593	chr6	11834149	11834549	+	1000	37.0	[6.861438]	[107]	[]	[]	[11834351]	[]
593_3595	chr6	31969613	31970013	+	1000	37.0	[16.412586]	[125]	[10.945392]	[123]	[31969785]	[31969783]
593_3598	chr6	42971117	42971517	+	931	37.0	[7.2059402, 12.32841]	[93, 109]	[16.412586, 7.0733485]	[91, 107]	[42971308, 42971324]	[42971306, 42971322]
593_3600	chr6	90369012	90369412	+	1000	37.0	[7.934307, 9.189399, 6.3568525]	[63, 76, 80]	[10.945392, 9.818272]	[61, 74]	[90369165, 90369178, 90369182]	[90369163, 90369176]
593_3603	chr6	134063779	134064179	+	1000	37.0	[6.2946467]	[86]	[]	[]	[134063965]	[]
593_3608	chr7	22718356	22718756	+	1000	37.0	[7.904591]	[101]	[]	[]	[22718527]	[]
593_3609	chr7	43104817	43105217	+	1000	37.0	[12.082088]	[108]	[]	[]	[43105014]	[]
593_3613	chr7	116950957	116951357	+	1000	37.0	[6.887727]	[136]	[9.57195]	[165]	[116951137]	[116951166]
593_3620	chr8	55939944	55940344	+	1000	37.0	[]	[]	[7.078671]	[112]	[]	[55940146]
593_3622	chr8	79707181	79707581	+	1000	37.0	[16.412586]	[148]	[9.818272]	[146]	[79707410]	[79707408]
593_3627	chr9	120842894	120843294	+	1000	37.0	[]	[]	[7.2316713]	[82]	[]	[120843048]
593_3649	chr9	136110038	136110438	+	1000	37.0	[11.999462]	[68]	[11.977605]	[66]	[136110205]	[136110203]
593_3654	chrX	124699855	124700255	+	1000	37.0	[6.6792603]	[124]	[16.412586]	[122]	[124700069]	[124700067]
593_366	chr1	42941722	42942122	+	1000	153.0	[16.412586]	[111]	[7.2059402]	[109]	[42941926]	[42941924]
593_3663	chr1	32817134	32817534	+	1000	36.0	[6.698378, 6.849694]	[130, 156]	[7.394709]	[75]	[32817349, 32817375]	[32817294]
593_3666	chr1	112700460	112700860	+	1000	36.0	[9.278032]	[153]	[]	[]	[112700663]	[]
593_3667	chr1	143225407	143225807	+	1000	36.0	[7.8151765]	[135]	[]	[]	[143225639]	[]
593_3671	chr1	172717670	172718070	+	1000	36.0	[7.0302877]	[55]	[]	[]	[172717822]	[]
593_3673	chr1	214642704	214643104	+	1000	36.0	[6.1601887]	[117]	[7.8219643]	[115]	[214642883]	[214642881]
593_3674	chr1	220089797	220090197	+	1000	36.0	[]	[]	[9.278032]	[110]	[]	[220089976]
593_3678	chr1	241518434	241518834	+	1000	36.0	[]	[]	[6.685174]	[110]	[]	[241518624]
593_3681	chr10	69334133	69334533	+	1000	36.0	[16.412586]	[174]	[9.818272]	[172]	[69334380]	[69334378]
593_3687	chr10	103394179	103394579	+	1000	36.0	[16.412586]	[119]	[]	[]	[103394381]	[]
593_3691	chr11	69335993	69336393	+	1000	36.0	[7.2059402]	[135]	[16.412586]	[133]	[69336213]	[69336211]
593_3694	chr12	14394357	14394757	+	1000	36.0	[11.85311]	[71]	[]	[]	[14394519]	[]
593_3696	chr12	117111683	117112083	+	1000	36.0	[16.412586]	[148]	[13.902448]	[146]	[117111915]	[117111913]
593_3698	chr13	92487242	92487642	+	1000	36.0	[7.8934293]	[103]	[]	[]	[92487434]	[]
593_37	chr17	33871663	33872063	+	1000	463.0	[7.2059402]	[73]	[16.412586, 16.412586]	[71, 140]	[33871834]	[33871832, 33871901]
593_370	chr22	20807365	20807765	+	1000	153.0	[11.195025, 13.45553]	[98, 133]	[7.2059402]	[131]	[20807553, 20807588]	[20807586]
593_3700	chr13	100518662	100519062	+	1000	36.0	[16.412586]	[97]	[7.2059402, 7.8219643]	[95, 104]	[100518854]	[100518852, 100518861]
593_3705	chr14	81268147	81268547	+	1000	36.0	[12.673135, 7.5569677]	[117, 140]	[7.2059402]	[115]	[81268354, 81268377]	[81268352]
593_3713	chr16	16590559	16590959	+	1000	36.0	[13.902448, 13.902448]	[104, 155]	[7.801716, 9.5834875]	[102, 153]	[16590757, 16590808]	[16590755, 16590806]
593_3715	chr16	66457927	66458327	+	1000	36.0	[13.902448]	[139]	[6.9001904, 16.412586]	[63, 137]	[66458162]	[66458086, 66458160]
593_3720	chr17	16091747	16092147	+	1000	36.0	[9.716079]	[124]	[13.902448]	[122]	[16091969]	[16091967]
593_3722	chr17	68759791	68760191	+	1000	36.0	[]	[]	[16.412586]	[68]	[]	[68759956]
593_3723	chr17	81480145	81480545	+	1000	36.0	[13.45553]	[117]	[]	[]	[81480362]	[]
593_3732	chr19	48255483	48255883	+	1000	36.0	[8.210046]	[139]	[9.342972]	[137]	[48255698]	[48255696]
593_3740	chr2	73070725	73071125	+	1000	36.0	[12.235088, 8.601364]	[101, 161]	[11.300851]	[159]	[73070916, 73070976]	[73070974]
593_3743	chr2	150166387	150166787	+	1000	36.0	[12.235088]	[148]	[]	[]	[150166607]	[]
593_3745	chr2	161308299	161308699	+	1000	36.0	[9.020549]	[139]	[11.999462]	[137]	[161308474]	[161308472]
593_3762	chr22	22040610	22041010	+	1000	36.0	[6.6766243]	[108]	[]	[]	[22040805]	[]
593_3763	chr22	22157164	22157564	+	1000	36.0	[12.673135]	[196]	[9.818272]	[194]	[22157405]	[22157403]
593_377	chr1	24294343	24294743	+	1000	151.0	[7.2059402, 7.2059402]	[79, 99]	[12.673135, 16.412586, 6.5879908]	[77, 97, 131]	[24294522, 24294542]	[24294520, 24294540, 24294574]
593_3789	chr4	2433109	2433509	+	1000	36.0	[8.062279]	[153]	[13.902448]	[151]	[2433354]	[2433352]
593_3794	chr4	118835152	118835552	+	1000	36.0	[16.412586]	[110]	[10.162996]	[108]	[118835348]	[118835346]
593_38	chr11	5280560	5280960	+	1000	458.0	[13.45553, 16.412586]	[94, 104]	[7.2059402, 7.2059402]	[92, 102]	[5280753, 5280763]	[5280751, 5280761]
593_3801	chr6	17715036	17715436	+	1000	36.0	[13.902448, 9.5834875]	[148, 159]	[9.189399]	[146]	[17715256, 17715267]	[17715254]
593_3809	chr6	167857978	167858378	+	1000	36.0	[8.210046]	[97]	[9.342972]	[95]	[167858141]	[167858139]
593_3814	chr7	135510173	135510573	+	1000	36.0	[]	[]	[6.887727]	[88]	[]	[135510360]
593_3817	chr7	159197443	159197843	+	1000	36.0	[]	[]	[7.8347774]	[90]	[]	[159197619]
593_3818	chr8	41508372	41508772	+	1000	36.0	[6.1916084, 6.6766243, 9.189399]	[109, 114, 133]	[7.2059402]	[131]	[41508579, 41508584, 41508603]	[41508601]
593_3819	chr8	47513440	47513840	+	1000	36.0	[9.5834875, 6.6991796]	[109, 131]	[13.902448]	[107]	[47513637, 47513659]	[47513635]
593_3820	chr8	50847897	50848297	+	1000	36.0	[7.0733485]	[100]	[16.412586]	[98]	[50848076]	[50848074]
593_3821	chr8	54209282	54209682	+	738	36.0	[]	[]	[11.409169]	[123]	[]	[54209495]
593_3825	chr9	120684365	120684765	+	1000	36.0	[12.082088]	[151]	[]	[]	[120684613]	[]
593_383	chr19	46913801	46914201	+	1000	149.0	[16.412586, 6.803663]	[98, 151]	[]	[]	[46913980, 46914033]	[]
593_3838	chr9	131347344	131347744	+	844	36.0	[16.412586]	[113]	[13.902448, 10.59517]	[111, 139]	[131347549]	[131347547, 131347575]
593_3850	chr1	112619932	112620332	+	1000	35.0	[]	[]	[7.3720512]	[75]	[]	[112620102]
593_3851	chr1	161307309	161307709	+	1000	35.0	[]	[]	[16.412586]	[141]	[]	[161307508]
593_3861	chr1	236524343	236524743	+	1000	35.0	[]	[]	[11.409169]	[101]	[]	[236524532]
593_3863	chr10	6401483	6401883	+	1000	35.0	[]	[]	[16.412586]	[124]	[]	[6401693]
593_3865	chr10	45302564	45302964	+	1000	35.0	[9.716079]	[135]	[13.902448]	[133]	[45302781]	[45302779]
593_3870	chr11	28343338	28343738	+	1000	35.0	[16.412586]	[97]	[6.6792603]	[95]	[28343504]	[28343502]
593_3871	chr11	45994319	45994719	+	1000	35.0	[11.300851]	[120]	[10.949082, 7.6756134, 6.2166324]	[93, 110, 139]	[45994537]	[45994510, 45994527, 45994556]
593_388	chr1	91282687	91283087	+	1000	147.0	[12.082088]	[112]	[]	[]	[91282898]	[]
593_3881	chr12	113612061	113612461	+	1000	35.0	[]	[]	[9.72495]	[106]	[]	[113612252]
593_3885	chr13	109243305	109243705	+	1000	35.0	[16.412586]	[127]	[6.6792603]	[125]	[109243500]	[109243498]
593_3888	chr14	61103712	61104112	+	1000	35.0	[7.2059402]	[132]	[9.716079]	[130]	[61103933]	[61103931]
593_389	chr10	49161533	49161933	+	1000	147.0	[16.412586]	[121]	[7.2059402]	[119]	[49161747]	[49161745]
593_3892	chr15	86494426	86494826	+	1000	35.0	[16.412586]	[170]	[10.030405]	[168]	[86494669]	[86494667]
593_3893	chr16	948830	949230	+	1000	35.0	[8.036991, 8.036991, 8.036991]	[147, 197, 231]	[7.0302877, 7.0302877, 7.0302877, 7.0302877, 7.0302877, 7.0302877, 7.0302877]	[145, 161, 179, 195, 211, 229, 245]	[948983, 949033, 949067]	[948981, 948997, 949015, 949031, 949047, 949065, 949081]
593_3895	chr16	29302493	29302893	+	1000	35.0	[]	[]	[10.949082, 11.300851, 6.86587]	[77, 108, 155]	[]	[29302644, 29302675, 29302722]
593_390	chr10	92821971	92822371	+	1000	147.0	[16.412586]	[102]	[6.6792603]	[100]	[92822165]	[92822163]
593_3903	chr18	54975624	54976024	+	1000	35.0	[7.0733485]	[101]	[16.412586]	[99]	[54975802]	[54975800]
593_3905	chr19	51158420	51158820	+	1000	35.0	[6.698378]	[110]	[]	[]	[51158622]	[]
593_3916	chr2	165357784	165358184	+	1000	35.0	[7.0733485]	[123]	[16.412586]	[121]	[165357993]	[165357991]
593_3919	chr2	222572675	222573075	+	1000	35.0	[8.062279]	[144]	[13.902448]	[142]	[222572897]	[222572895]
593_392	chr17	76659840	76660240	+	1000	147.0	[9.818272]	[91]	[16.412586]	[89]	[76660031]	[76660029]
593_3923	chr21	14549299	14549699	+	1000	35.0	[]	[]	[11.13416]	[118]	[]	[14549505]
593_3925	chr21	31714234	31714634	+	1000	35.0	[]	[]	[7.904591]	[187]	[]	[31714447]
593_3946	chr22	22857240	22857640	+	1000	35.0	[7.1142826]	[197]	[]	[]	[22857475]	[]
593_3952	chr22	23124727	23125127	+	1000	35.0	[]	[]	[6.560771]	[151]	[]	[23124924]
593_3960	chr3	14432221	14432621	+	1000	35.0	[9.636316, 12.32841]	[98, 127]	[12.32841, 13.902448]	[96, 125]	[14432415, 14432444]	[14432413, 14432442]
593_3962	chr3	172138889	172139289	+	1000	35.0	[13.902448]	[117]	[9.5834875]	[115]	[172139096]	[172139094]
593_3966	chr4	6916581	6916981	+	1000	35.0	[13.45553]	[133]	[10.945392]	[131]	[6916796]	[6916794]
593_3968	chr4	78644671	78645071	+	1000	35.0	[8.154447]	[103]	[]	[]	[78644872]	[]
593_3969	chr4	99842430	99842830	+	1000	35.0	[8.2620945]	[163]	[6.7296214]	[161]	[99842672]	[99842670]
593_397	chr1	15893183	15893583	+	1000	146.0	[]	[]	[12.235088]	[89]	[]	[15893366]
593_3976	chr5	134648060	134648460	+	1000	35.0	[]	[]	[6.9001904]	[90]	[]	[134648221]
593_3978	chr5	178787018	178787418	+	1000	35.0	[9.72495]	[131]	[6.8557186]	[129]	[178787232]	[178787230]
593_398	chr1	219121011	219121411	+	1000	146.0	[]	[]	[10.995752]	[167]	[]	[219121236]
593_3980	chr6	3442700	3443100	+	589	35.0	[16.412586]	[119]	[]	[]	[3442889]	[]
593_3982	chr6	14777432	14777832	+	1000	35.0	[8.011604]	[135]	[]	[]	[14777648]	[]
593_3983	chr6	24667074	24667474	+	1000	35.0	[12.146455]	[105]	[7.2059402]	[103]	[24667274]	[24667272]
593_3987	chr6	30687367	30687767	+	1000	35.0	[12.673135]	[145]	[]	[]	[30687535]	[]
593_3990	chr6	37103327	37103727	+	1000	35.0	[12.235088]	[170]	[]	[]	[37103538]	[]
593_3992	chr6	106084458	106084858	+	887	35.0	[16.412586]	[123]	[13.902448]	[121]	[106084674]	[106084672]
593_3994	chr7	37921343	37921743	+	1000	35.0	[10.162996]	[93]	[16.412586]	[91]	[37921530]	[37921528]
593_40	chr7	116465743	116466143	+	1000	454.0	[13.45553]	[114]	[16.412586]	[92]	[116465954]	[116465932]
593_4003	chr7	149825317	149825717	+	1000	35.0	[]	[]	[11.13416, 6.9001904]	[94, 144]	[]	[149825509, 149825559]
593_4006	chr8	11423709	11424109	+	953	35.0	[7.2059402]	[74]	[16.412586]	[72]	[11423878]	[11423876]
593_4008	chr8	38107405	38107805	+	1000	35.0	[8.062279]	[100]	[13.902448]	[98]	[38107595]	[38107593]
593_4011	chr8	144462977	144463377	+	1000	35.0	[6.8076787]	[110]	[]	[]	[144463181]	[]
593_4039	chrX	72584145	72584545	+	1000	35.0	[7.1189213]	[88]	[]	[]	[72584298]	[]
593_4045	chr1	32013408	32013808	+	1000	34.0	[]	[]	[11.409169]	[147]	[]	[32013636]
593_4046	chr1	36464238	36464638	+	1000	34.0	[7.424376, 6.5620227]	[102, 111]	[]	[]	[36464434, 36464443]	[]
593_4047	chr1	45954504	45954904	+	1000	34.0	[7.2059402]	[123]	[16.412586]	[121]	[45954711]	[45954709]
593_4050	chr1	112268386	112268786	+	1000	34.0	[16.412586]	[141]	[9.636316]	[139]	[112268618]	[112268616]
593_4055	chr1	154479726	154480126	+	1000	34.0	[]	[]	[12.235088]	[81]	[]	[154479902]
593_4058	chr1	240498956	240499356	+	1000	34.0	[10.945392]	[138]	[16.412586]	[136]	[240499192]	[240499190]
593_4059	chr10	5078834	5079234	+	1000	34.0	[7.1108494]	[78]	[8.011604]	[76]	[5079009]	[5079007]
593_406	chr15	65598466	65598866	+	1000	144.0	[6.6792603]	[107]	[16.412586]	[105]	[65598666]	[65598664]
593_4061	chr10	50577735	50578135	+	1000	34.0	[7.8159575]	[139]	[]	[]	[50577953]	[]
593_4071	chr11	69301566	69301966	+	1000	34.0	[9.818272, 9.818272]	[115, 125]	[16.412586, 12.673135]	[113, 123]	[69301758, 69301768]	[69301756, 69301766]
593_4073	chr11	124424343	124424743	+	716	34.0	[7.0733485]	[156]	[16.412586]	[154]	[124424576]	[124424574]
593_4077	chr12	56941510	56941910	+	1000	34.0	[16.412586]	[168]	[7.0733485]	[166]	[56941753]	[56941751]
593_4084	chr14	32331171	32331571	+	1000	34.0	[7.03472]	[137]	[6.256924]	[90]	[32331405]	[32331358]
593_4085	chr15	27124444	27124844	+	1000	34.0	[6.8453712, 16.412586]	[80, 100]	[10.162996]	[98]	[27124615, 27124635]	[27124633]
593_4086	chr15	59543775	59544175	+	877	34.0	[16.412586]	[112]	[6.6792603]	[110]	[59543975]	[59543973]
593_4091	chr16	21525264	21525664	+	1000	34.0	[16.412586]	[79]	[]	[]	[21525439]	[]
593_4099	chr17	19346960	19347360	+	1000	34.0	[16.412586]	[67]	[]	[]	[19347111]	[]
593_41	chr2	102064210	102064610	+	1000	451.0	[7.2059402]	[133]	[16.412586, 16.412586]	[83, 131]	[102064433]	[102064383, 102064431]
593_411	chr7	105648784	105649184	+	1000	143.0	[16.412586]	[109]	[9.818272]	[107]	[105648981]	[105648979]
593_4111	chr19	49430826	49431226	+	1000	34.0	[10.162996]	[119]	[12.146455, 12.082088]	[117, 147]	[49430992]	[49430990, 49431020]
593_4118	chr2	157603200	157603600	+	1000	34.0	[16.412586]	[113]	[10.030405]	[111]	[157603410]	[157603408]
593_4121	chr2	189613044	189613444	+	1000	34.0	[6.6765213]	[116]	[]	[]	[189613215]	[]
593_4131	chr21	8995151	8995551	+	810	34.0	[8.011604]	[116]	[]	[]	[8995321]	[]
593_4132	chr21	37380316	37380716	+	1000	34.0	[11.85311]	[114]	[]	[]	[37380498]	[]
593_4136	chr22	19407635	19408035	+	977	34.0	[11.296419]	[143]	[]	[]	[19407791]	[]
593_4177	chr22	31895453	31895853	+	1000	34.0	[8.624022]	[130]	[]	[]	[31895683]	[]
593_4182	chr3	50525940	50526340	+	653	34.0	[16.412586]	[130]	[9.636316]	[128]	[50526159]	[50526157]
593_4188	chr4	38466367	38466767	+	1000	34.0	[16.412586]	[106]	[8.260011]	[131]	[38466562]	[38466587]
593_419	chr6	83430995	83431395	+	1000	141.0	[7.2059402]	[90]	[16.412586]	[88]	[83431182]	[83431180]
593_4197	chr5	134175486	134175886	+	1000	34.0	[]	[]	[12.082088]	[95]	[]	[134175637]
593_4204	chr6	7106642	7107042	+	1000	34.0	[12.235088]	[141]	[]	[]	[7106852]	[]
593_4214	chr6	68834559	68834959	+	1000	34.0	[]	[]	[13.45553]	[117]	[]	[68834763]
593_4215	chr6	87700672	87701072	+	1000	34.0	[16.412586]	[106]	[]	[]	[87700863]	[]
593_4216	chr6	105815113	105815513	+	1000	34.0	[8.339362]	[72]	[]	[]	[105815283]	[]
593_4223	chr7	107167628	107168028	+	643	34.0	[10.030405]	[118]	[12.32841]	[116]	[107167818]	[107167816]
593_4229	chr8	101138300	101138700	+	1000	34.0	[9.57195]	[135]	[7.992026]	[102]	[101138521]	[101138488]
593_4230	chr8	109392721	109393121	+	1000	34.0	[]	[]	[7.078671]	[132]	[]	[109392942]
593_4232	chr8	143732598	143732998	+	1000	34.0	[16.412586]	[152]	[6.6792603]	[150]	[143732841]	[143732839]
593_4235	chr9	108569558	108569958	+	1000	34.0	[6.256924, 11.409169]	[98, 148]	[8.73451]	[146]	[108569731, 108569781]	[108569779]
593_424	chr2	30253023	30253423	+	1000	139.0	[6.9288945, 6.887727]	[99, 140]	[]	[]	[30253219, 30253260]	[]
593_425	chr20	38854790	38855190	+	1000	139.0	[13.902448]	[105]	[9.189399]	[103]	[38854993]	[38854991]
593_4251	chrX	152640036	152640436	+	1000	34.0	[12.32841]	[97]	[7.428808, 13.902448]	[72, 95]	[152640217]	[152640192, 152640215]
593_4253	chr1	15780649	15781049	+	978	33.0	[]	[]	[11.85311]	[87]	[]	[15780832]
593_4255	chr1	36373720	36374120	+	545	33.0	[16.412586]	[141]	[]	[]	[36373960]	[]
593_4265	chr1	223771992	223772392	+	1000	33.0	[13.902448]	[165]	[8.4563675]	[163]	[223772241]	[223772239]
593_4269	chr1	228400570	228400970	+	933	33.0	[16.412586]	[144]	[13.902448]	[142]	[228400797]	[228400795]
593_4275	chr11	4922317	4922717	+	1000	33.0	[12.235088]	[107]	[]	[]	[4922503]	[]
593_4276	chr11	10666445	10666845	+	963	33.0	[6.6792603]	[194]	[16.412586]	[192]	[10666681]	[10666679]
593_428	chr3	31364181	31364581	+	1000	138.0	[16.412586]	[106]	[7.0733485]	[104]	[31364382]	[31364380]
593_4287	chr13	29922380	29922780	+	1000	33.0	[16.412586]	[107]	[10.945392]	[105]	[29922582]	[29922580]
593_4295	chr14	100417495	100417895	+	973	33.0	[10.162996]	[94]	[8.062279]	[92]	[100417682]	[100417680]
593_4297	chr15	41332682	41333082	+	1000	33.0	[]	[]	[7.078671]	[105]	[]	[41332863]
593_43	chr7	92809688	92810088	+	1000	447.0	[10.945392]	[92]	[16.412586]	[90]	[92809880]	[92809878]
593_430	chr6	45351702	45352102	+	1000	138.0	[12.082088]	[103]	[9.342972, 16.412586]	[101, 115]	[45351896]	[45351894, 45351908]
593_4304	chr16	104944	105344	+	1000	33.0	[6.614336, 6.965921]	[77, 163]	[]	[]	[105101, 105187]	[]
