#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_772	chr17	38416391	38416791	+	1000	82.0	[8.502309, 7.748347]	[100, 113]	[]	[]	[38416579, 38416592]	[]
39_7720	chr1	9867445	9867845	+	1000	42.0	[]	[]	[9.738007]	[145]	[]	[9867689]
39_7721	chr1	11650404	11650804	+	1000	42.0	[]	[]	[10.370103]	[102]	[]	[11650591]
39_7722	chr1	12014042	12014442	+	1000	42.0	[]	[]	[8.260495, 8.892592, 8.044104]	[88, 97, 118]	[]	[12014211, 12014220, 12014241]
39_7728	chr1	16639634	16640034	+	1000	42.0	[]	[]	[8.892592]	[131]	[]	[16639791]
39_7729	chr1	17419868	17420268	+	1000	42.0	[]	[]	[10.370103, 8.502309]	[122, 150]	[]	[17420085, 17420113]
39_773	chr18	46153229	46153629	+	1000	82.0	[]	[]	[8.892592]	[92]	[]	[46153391]
39_7733	chr1	26771662	26772062	+	1000	42.0	[]	[]	[8.017088]	[142]	[]	[26771873]
39_774	chr19	13069555	13069955	+	1000	82.0	[8.329008]	[85]	[]	[]	[13069727]	[]
39_7745	chr1	44652832	44653232	+	1000	42.0	[]	[]	[10.370103]	[144]	[]	[44653068]
39_7748	chr1	58816155	58816555	+	1000	42.0	[7.7944894]	[137]	[]	[]	[58816350]	[]
39_7750	chr1	86461540	86461940	+	1000	42.0	[8.502309, 8.260495]	[104, 110]	[]	[]	[86461723, 86461729]	[]
39_7751	chr1	91500707	91501107	+	1000	42.0	[]	[]	[10.370103]	[157]	[]	[91500921]
39_7755	chr1	110339230	110339630	+	1000	42.0	[8.502309]	[144]	[]	[]	[110339459]	[]
39_7756	chr1	110412497	110412897	+	1000	42.0	[]	[]	[8.892592]	[117]	[]	[110412707]
39_7764	chr1	155273529	155273929	+	1000	42.0	[10.370103]	[142]	[]	[]	[155273750]	[]
39_7765	chr1	156505236	156505636	+	1000	42.0	[]	[]	[7.748347]	[142]	[]	[156505475]
39_7766	chr1	160681560	160681960	+	1000	42.0	[7.7944894]	[121]	[]	[]	[160681736]	[]
39_7768	chr1	165871367	165871767	+	1000	42.0	[10.586677, 10.586677]	[109, 177]	[]	[]	[165871549, 165871617]	[]
39_7769	chr1	173429857	173430257	+	1000	42.0	[]	[]	[8.260495, 7.7944894]	[97, 116]	[]	[173430042, 173430061]
39_777	chr21	29641929	29642329	+	1000	82.0	[8.044104]	[100]	[]	[]	[29642116]	[]
39_7770	chr1	173861670	173862070	+	1000	42.0	[]	[]	[8.260495, 8.909202]	[184, 192]	[]	[173861910, 173861918]
39_7771	chr1	179971872	179972272	+	1000	42.0	[7.748347]	[84]	[]	[]	[179972039]	[]
39_7773	chr1	180854429	180854829	+	1000	42.0	[8.044104]	[144]	[8.892592]	[121]	[180854668]	[180854645]
39_7776	chr1	201019425	201019825	+	1000	42.0	[12.064187]	[145]	[]	[]	[201019643]	[]
39_778	chr22	23250728	23251128	+	1000	82.0	[]	[]	[8.329008]	[116]	[]	[23250939]
39_7780	chr1	205121635	205122035	+	1000	42.0	[8.892592]	[201]	[10.370103]	[154]	[205121884]	[205121837]
39_7781	chr1	206766305	206766705	+	1000	42.0	[]	[]	[10.586677]	[106]	[]	[206766497]
39_7782	chr1	212558092	212558492	+	1000	42.0	[7.748347]	[113]	[]	[]	[212558300]	[]
39_7783	chr1	213605683	213606083	+	1000	42.0	[8.044104]	[133]	[]	[]	[213605916]	[]
39_7785	chr1	220927496	220927896	+	1000	42.0	[]	[]	[8.044104]	[152]	[]	[220927692]
39_7786	chr1	223748990	223749390	+	1000	42.0	[8.329008]	[158]	[8.892592]	[142]	[223749186]	[223749170]
39_7790	chr1	226121583	226121983	+	1000	42.0	[]	[]	[7.151105]	[146]	[]	[226121775]
39_7794	chr10	5478264	5478664	+	1000	42.0	[]	[]	[10.586677]	[120]	[]	[5478479]
39_7795	chr10	13417457	13417857	+	1000	42.0	[7.748347]	[232]	[]	[]	[13417694]	[]
39_78	chr9	129069342	129069742	+	1000	189.0	[12.064187]	[96]	[]	[]	[129069533]	[]
39_780	chr4	5003492	5003892	+	1000	82.0	[]	[]	[8.329008]	[145]	[]	[5003730]
39_7804	chr10	46228490	46228890	+	1000	42.0	[]	[]	[9.738007, 8.909202]	[122, 177]	[]	[46228686, 46228741]
39_7809	chr10	69087879	69088279	+	1000	42.0	[8.044104]	[112]	[]	[]	[69088058]	[]
39_781	chr5	1185723	1186123	+	1000	82.0	[7.151105]	[76]	[]	[]	[1185875]	[]
39_7811	chr10	70348410	70348810	+	1000	42.0	[]	[]	[7.397283]	[137]	[]	[70348621]
39_7813	chr10	71223581	71223981	+	1000	42.0	[10.370103]	[116]	[10.370103]	[76]	[71223776]	[71223736]
39_7814	chr10	71893869	71894269	+	1000	42.0	[]	[]	[8.892592]	[90]	[]	[71894050]
39_7815	chr10	72244870	72245270	+	1000	42.0	[]	[]	[7.151105]	[106]	[]	[72245051]
39_7816	chr10	73251699	73252099	+	1000	42.0	[]	[]	[10.370103]	[183]	[]	[73251929]
39_7819	chr10	80505506	80505906	+	1000	42.0	[10.370103]	[146]	[]	[]	[80505750]	[]
39_782	chr5	75381431	75381831	+	1000	82.0	[8.909202]	[89]	[12.064187]	[96]	[75381615]	[75381622]
39_7821	chr10	101840638	101841038	+	1000	42.0	[]	[]	[10.370103]	[115]	[]	[101840835]
39_7824	chr11	220550	220950	+	1000	42.0	[]	[]	[8.329008]	[120]	[]	[220765]
39_7829	chr11	10933715	10934115	+	1000	42.0	[]	[]	[8.892592]	[111]	[]	[10933894]
39_7835	chr11	57531171	57531571	+	1000	42.0	[7.7944894]	[88]	[]	[]	[57531358]	[]
39_7836	chr11	61129714	61130114	+	1000	42.0	[]	[]	[8.260495]	[90]	[]	[61129881]
39_784	chr6	25973928	25974328	+	1000	82.0	[12.064187]	[62]	[]	[]	[25974085]	[]
39_7842	chr11	63974428	63974828	+	1000	42.0	[8.329008]	[181]	[]	[]	[63974660]	[]
39_7843	chr11	64204494	64204894	+	1000	42.0	[10.370103]	[79]	[]	[]	[64204666]	[]
39_7844	chr11	64743679	64744079	+	1000	42.0	[]	[]	[8.892592]	[203]	[]	[64743907]
39_7848	chr11	65505017	65505417	+	1000	42.0	[7.2151175]	[172]	[]	[]	[65505242]	[]
39_7851	chr11	72112679	72113079	+	1000	42.0	[]	[]	[7.397283]	[186]	[]	[72112917]
39_7854	chr11	73598069	73598469	+	1000	42.0	[]	[]	[10.586677]	[162]	[]	[73598248]
39_7859	chr11	86134644	86135044	+	1000	42.0	[]	[]	[12.064187]	[235]	[]	[86134884]
39_787	chr7	5457946	5458346	+	1000	82.0	[]	[]	[12.064187]	[58]	[]	[5458103]
39_7870	chr12	32000330	32000730	+	1000	42.0	[8.260495]	[107]	[]	[]	[32000535]	[]
39_7872	chr12	47705733	47706133	+	1000	42.0	[]	[]	[8.502309]	[107]	[]	[47705933]
39_7873	chr12	50247247	50247647	+	1000	42.0	[]	[]	[10.370103]	[76]	[]	[50247405]
39_7875	chr12	53099322	53099722	+	1000	42.0	[]	[]	[12.064187]	[105]	[]	[53099480]
39_7876	chr12	55727816	55728216	+	1000	42.0	[7.397283]	[122]	[]	[]	[55728014]	[]
39_7877	chr12	55940210	55940610	+	1000	42.0	[]	[]	[8.909202]	[129]	[]	[55940389]
39_7878	chr12	56190180	56190580	+	1000	42.0	[7.397283, 7.7944894]	[109, 139]	[]	[]	[56190377, 56190407]	[]
39_7879	chr12	57462649	57463049	+	1000	42.0	[10.370103]	[99]	[]	[]	[57462824]	[]
39_7882	chr12	98503991	98504391	+	1000	42.0	[]	[]	[10.370103]	[210]	[]	[98504236]
39_7887	chr12	113758533	113758933	+	1000	42.0	[]	[]	[12.064187]	[113]	[]	[113758726]
39_7888	chr12	116557387	116557787	+	1000	42.0	[8.892592]	[55]	[12.064187]	[71]	[116557539]	[116557555]
39_789	chr9	120878291	120878691	+	1000	82.0	[7.151105, 8.892592]	[95, 109]	[]	[]	[120878485, 120878499]	[]
39_7890	chr12	121839267	121839667	+	1000	42.0	[]	[]	[8.017088]	[230]	[]	[121839511]
39_7891	chr12	126907969	126908369	+	1000	42.0	[8.260495, 8.044104]	[97, 157]	[]	[]	[126908145, 126908205]	[]
39_7892	chr12	133181372	133181772	+	1000	42.0	[7.397283]	[132]	[]	[]	[133181593]	[]
39_7893	chr13	91355752	91356152	+	1000	42.0	[]	[]	[8.909202]	[102]	[]	[91355941]
39_7896	chr13	107866182	107866582	+	1000	42.0	[]	[]	[12.064187]	[168]	[]	[107866424]
39_7897	chr13	107875467	107875867	+	1000	42.0	[9.738007]	[149]	[]	[]	[107875712]	[]
39_7899	chr14	22929087	22929487	+	1000	42.0	[]	[]	[8.892592]	[87]	[]	[22929260]
39_7902	chr14	55383811	55384211	+	1000	42.0	[7.397283, 8.892592]	[82, 156]	[7.2151175, 7.2151175]	[106, 141]	[55383982, 55384056]	[55384006, 55384041]
39_7903	chr14	68719703	68720103	+	1000	42.0	[12.064187]	[96]	[]	[]	[68719882]	[]
39_7907	chr15	44427311	44427711	+	1000	42.0	[7.3683157, 10.370103]	[109, 127]	[]	[]	[44427494, 44427512]	[]
39_7909	chr15	51621901	51622301	+	1000	42.0	[7.7944894]	[180]	[]	[]	[51622121]	[]
39_7910	chr15	51681285	51681685	+	1000	42.0	[]	[]	[9.738007]	[169]	[]	[51681517]
39_7913	chr15	69114599	69114999	+	1000	42.0	[]	[]	[12.064187]	[120]	[]	[69114801]
39_7916	chr15	75367761	75368161	+	1000	42.0	[10.370103]	[145]	[]	[]	[75368004]	[]
39_792	chr12	98440017	98440417	+	1000	81.0	[]	[]	[12.064187]	[153]	[]	[98440256]
39_7924	chr16	951747	952147	+	1000	42.0	[]	[]	[12.064187, 10.370103]	[100, 110]	[]	[951940, 951950]
39_7928	chr16	3171266	3171666	+	1000	42.0	[]	[]	[8.502309, 12.064187]	[101, 109]	[]	[3171462, 3171470]
39_7932	chr16	30429802	30430202	+	1000	42.0	[]	[]	[8.892592]	[74]	[]	[30429969]
39_7936	chr16	57591385	57591785	+	1000	42.0	[9.738007]	[151]	[]	[]	[57591618]	[]
39_794	chr13	91358226	91358626	+	1000	81.0	[]	[]	[7.151105]	[151]	[]	[91358477]
39_7940	chr16	67155322	67155722	+	1000	42.0	[]	[]	[8.892592]	[151]	[]	[67155553]
39_7941	chr16	67241173	67241573	+	1000	42.0	[]	[]	[9.738007]	[118]	[]	[67241357]
39_7955	chr17	4945218	4945618	+	1000	42.0	[]	[]	[9.738007]	[63]	[]	[4945377]
39_7957	chr17	7687377	7687777	+	1000	42.0	[]	[]	[7.7944894]	[71]	[]	[7687536]
39_7958	chr17	8138753	8139153	+	1000	42.0	[]	[]	[7.397283]	[120]	[]	[8138943]
39_7959	chr17	8186637	8187037	+	1000	42.0	[7.397283]	[169]	[]	[]	[8186879]	[]
39_796	chr18	55748454	55748854	+	1000	81.0	[]	[]	[12.064187]	[76]	[]	[55748606]
39_7965	chr17	34886896	34887296	+	1000	42.0	[]	[]	[7.397283]	[143]	[]	[34887119]
39_7968	chr17	38871444	38871844	+	1000	42.0	[7.7944894]	[148]	[]	[]	[38871680]	[]
39_797	chr19	12544369	12544769	+	1000	81.0	[10.586677]	[63]	[]	[]	[12544524]	[]
39_7970	chr17	42017221	42017621	+	1000	42.0	[]	[]	[8.909202]	[71]	[]	[42017387]
39_7972	chr17	42763422	42763822	+	1000	42.0	[8.892592]	[57]	[7.748347]	[109]	[42763576]	[42763628]
39_7975	chr17	44533501	44533901	+	1000	42.0	[8.892592]	[114]	[]	[]	[44533705]	[]
39_7977	chr17	47895534	47895934	+	1000	42.0	[7.7944894]	[99]	[7.2151175]	[147]	[47895709]	[47895757]
39_7979	chr17	59558004	59558404	+	1000	42.0	[]	[]	[8.502309]	[108]	[]	[59558208]
39_7982	chr17	73192886	73193286	+	1000	42.0	[]	[]	[8.044104]	[124]	[]	[73193084]
39_7983	chr17	75096179	75096579	+	1000	42.0	[9.738007]	[211]	[]	[]	[75096412]	[]
39_7987	chr17	79831833	79832233	+	1000	42.0	[]	[]	[8.892592]	[84]	[]	[79831991]
39_799	chr22	20059376	20059776	+	1000	81.0	[8.017088, 7.3683157]	[122, 175]	[]	[]	[20059554, 20059607]	[]
39_7992	chr17	81932375	81932775	+	1000	42.0	[7.2151175]	[134]	[]	[]	[81932527]	[]
39_7994	chr17_GL000205v2_random	70422	70822	+	1000	42.0	[]	[]	[8.017088]	[65]	[]	[70583]
39_7997	chr18	12327904	12328304	+	1000	42.0	[7.2151175]	[95]	[]	[]	[12328055]	[]
39_800	chr22	20606179	20606579	+	1000	81.0	[7.3683157]	[159]	[]	[]	[20606421]	[]
39_8001	chr18	56650970	56651370	+	1000	42.0	[]	[]	[8.260495]	[149]	[]	[56651199]
39_8004	chr19	1269168	1269568	+	1000	42.0	[8.329008]	[105]	[]	[]	[1269362]	[]
39_8009	chr19	6361334	6361734	+	1000	42.0	[8.892592]	[157]	[]	[]	[6361576]	[]
39_801	chr22	22100240	22100640	+	1000	81.0	[]	[]	[8.044104]	[112]	[]	[22100444]
39_8013	chr19	12610776	12611176	+	1000	42.0	[7.151105]	[123]	[]	[]	[12610951]	[]
39_8016	chr19	17246294	17246694	+	1000	42.0	[8.017088]	[102]	[]	[]	[17246480]	[]
39_8020	chr19	32405350	32405750	+	1000	42.0	[]	[]	[8.017088]	[52]	[]	[32405501]
39_8023	chr19	42244495	42244895	+	1000	42.0	[7.151105]	[165]	[7.748347]	[197]	[42244677]	[42244709]
39_8024	chr19	44002812	44003212	+	1000	42.0	[8.502309]	[73]	[]	[]	[44002966]	[]
39_8027	chr19	45645987	45646387	+	1000	42.0	[]	[]	[8.502309]	[113]	[]	[45646194]
39_803	chr22	22802342	22802742	+	1000	81.0	[9.738007]	[109]	[]	[]	[22802545]	[]
39_8033	chr19	51108157	51108557	+	1000	42.0	[]	[]	[8.260495]	[187]	[]	[51108371]
39_8034	chr19	51136935	51137335	+	1000	42.0	[10.370103]	[152]	[]	[]	[51137180]	[]
39_8035	chr19	51549483	51549883	+	1000	42.0	[]	[]	[10.586677]	[192]	[]	[51549728]
39_8036	chr19	51553177	51553577	+	1000	42.0	[]	[]	[10.370103]	[72]	[]	[51553344]
39_8044	chr2	10278412	10278812	+	1000	42.0	[8.329008]	[112]	[]	[]	[10278601]	[]
39_8045	chr2	20593479	20593879	+	1000	42.0	[]	[]	[8.260495]	[68]	[]	[20593643]
39_8046	chr2	21228449	21228849	+	1000	42.0	[]	[]	[8.909202]	[94]	[]	[21228633]
39_8049	chr2	27582816	27583216	+	1000	42.0	[]	[]	[8.260495]	[145]	[]	[27583029]
39_8059	chr2	85326340	85326740	+	1000	42.0	[]	[]	[10.370103]	[114]	[]	[85326541]
39_8060	chr2	85328020	85328420	+	1000	42.0	[]	[]	[8.329008, 10.370103]	[106, 112]	[]	[85328185, 85328191]
39_8062	chr2	85934106	85934506	+	1000	42.0	[]	[]	[8.909202]	[164]	[]	[85934348]
39_8064	chr2	112631035	112631435	+	1000	42.0	[7.7944894]	[110]	[8.260495]	[82]	[112631228]	[112631200]
39_8065	chr2	118748481	118748881	+	1000	42.0	[7.397283]	[156]	[]	[]	[118748705]	[]
39_8067	chr2	126657053	126657453	+	1000	42.0	[12.064187, 7.151105]	[141, 147]	[]	[]	[126657277, 126657283]	[]
39_8068	chr2	134706867	134707267	+	1000	42.0	[10.370103]	[137]	[7.151105, 9.738007, 8.260495]	[91, 97, 156]	[134707092]	[134707046, 134707052, 134707111]
39_8073	chr2	217218776	217219176	+	700	42.0	[7.397283]	[104]	[12.064187]	[85]	[217218977]	[217218958]
39_8074	chr2	219571932	219572332	+	1000	42.0	[]	[]	[8.892592]	[137]	[]	[219572157]
39_8077	chr20	17968567	17968967	+	1000	42.0	[]	[]	[8.502309]	[133]	[]	[17968728]
39_8085	chr20	38860315	38860715	+	1000	42.0	[]	[]	[8.892592, 8.329008]	[72, 92]	[]	[38860475, 38860495]
39_8087	chr20	41116197	41116597	+	1000	42.0	[]	[]	[8.260495]	[160]	[]	[41116417]
39_8090	chr20	47330851	47331251	+	1000	42.0	[10.370103]	[126]	[]	[]	[47331032]	[]
39_8094	chr20	62822742	62823142	+	1000	42.0	[]	[]	[8.892592]	[170]	[]	[62822965]
39_8098	chr21	33975626	33976026	+	1000	42.0	[7.7944894]	[198]	[]	[]	[33975872]	[]
39_810	chr9	98240473	98240873	+	1000	81.0	[]	[]	[8.260495, 7.151105, 12.064187]	[62, 139, 148]	[]	[98240634, 98240711, 98240720]
39_8101	chr21	46184527	46184927	+	1000	42.0	[]	[]	[8.892592, 8.892592]	[88, 144]	[]	[46184685, 46184741]
39_8102	chr22	19187863	19188263	+	1000	42.0	[10.370103]	[111]	[]	[]	[19188040]	[]
39_8103	chr22	19214052	19214452	+	1000	42.0	[7.7944894]	[144]	[]	[]	[19214273]	[]
39_8106	chr22	19665681	19666081	+	1000	42.0	[]	[]	[8.329008]	[106]	[]	[19665861]
39_8109	chr22	19761963	19762363	+	1000	42.0	[12.064187]	[82]	[]	[]	[19762129]	[]
39_811	chr9	98575610	98576010	+	1000	81.0	[8.892592]	[153]	[9.738007, 8.892592]	[141, 166]	[98575833]	[98575821, 98575846]
39_8111	chr22	19932138	19932538	+	1000	42.0	[8.329008]	[143]	[]	[]	[19932341]	[]
39_8114	chr22	20121979	20122379	+	1000	42.0	[8.260495]	[159]	[]	[]	[20122218]	[]
39_8115	chr22	20135272	20135672	+	1000	42.0	[10.370103]	[177]	[]	[]	[20135510]	[]
39_8123	chr22	20962429	20962829	+	1000	42.0	[]	[]	[8.329008]	[136]	[]	[20962658]
39_8124	chr22	21029594	21029994	+	1000	42.0	[]	[]	[7.7944894]	[143]	[]	[21029806]
39_8126	chr22	21078024	21078424	+	1000	42.0	[]	[]	[7.2151175]	[143]	[]	[21078188]
39_813	chr9	131102567	131102967	+	1000	81.0	[8.892592, 8.260495]	[166, 195]	[]	[]	[131102764, 131102793]	[]
39_8130	chr22	21797912	21798312	+	1000	42.0	[]	[]	[8.017088]	[147]	[]	[21798122]
39_8131	chr22	21805330	21805730	+	1000	42.0	[8.892592]	[108]	[8.260495]	[112]	[21805530]	[21805534]
39_8132	chr22	21840081	21840481	+	1000	42.0	[]	[]	[8.044104, 7.2151175]	[169, 182]	[]	[21840254, 21840267]
39_8135	chr22	21907027	21907427	+	1000	42.0	[]	[]	[7.151105, 7.748347]	[68, 120]	[]	[21907186, 21907238]
39_8137	chr22	21929456	21929856	+	1000	42.0	[]	[]	[8.892592]	[77]	[]	[21929607]
39_8138	chr22	22067221	22067621	+	1000	42.0	[7.748347, 9.738007]	[172, 184]	[]	[]	[22067427, 22067439]	[]
39_8139	chr22	22076504	22076904	+	1000	42.0	[]	[]	[9.738007]	[152]	[]	[22076751]
39_814	chr9	131179202	131179602	+	1000	81.0	[7.2151175]	[159]	[]	[]	[131179453]	[]
39_8140	chr22	22097768	22098168	+	1000	42.0	[]	[]	[7.2151175]	[145]	[]	[22098005]
39_8141	chr22	22107162	22107562	+	1000	42.0	[]	[]	[7.151105]	[145]	[]	[22107317]
39_8148	chr22	22695384	22695784	+	1000	42.0	[]	[]	[10.586677]	[132]	[]	[22695586]
39_8149	chr22	22713378	22713778	+	1000	42.0	[7.2151175]	[234]	[]	[]	[22713614]	[]
39_8150	chr22	22735155	22735555	+	1000	42.0	[10.586677]	[75]	[]	[]	[22735317]	[]
39_8152	chr22	22799534	22799934	+	1000	42.0	[]	[]	[10.370103]	[141]	[]	[22799721]
39_8153	chr22	22880237	22880637	+	1000	42.0	[]	[]	[8.892592]	[120]	[]	[22880395]
39_8155	chr22	22908993	22909393	+	1000	42.0	[8.892592]	[125]	[]	[]	[22909198]	[]
39_8159	chr22	23023283	23023683	+	1000	42.0	[]	[]	[7.3683157]	[82]	[]	[23023447]
39_8171	chr3	24303326	24303726	+	1000	42.0	[]	[]	[10.586677]	[131]	[]	[24303542]
39_8173	chr3	37176294	37176694	+	1000	42.0	[8.044104]	[158]	[]	[]	[37176488]	[]
39_8185	chr3	131795394	131795794	+	1000	42.0	[12.064187, 7.397283]	[77, 137]	[10.586677]	[122]	[131795560, 131795620]	[131795605]
39_8186	chr3	138862863	138863263	+	1000	42.0	[8.892592]	[128]	[]	[]	[138863084]	[]
39_8187	chr3	139339325	139339725	+	1000	42.0	[8.329008]	[177]	[]	[]	[139339560]	[]
39_8188	chr3	153221697	153222097	+	1000	42.0	[8.892592, 12.064187]	[102, 109]	[]	[]	[153221856, 153221863]	[]
39_8190	chr3	179347416	179347816	+	1000	42.0	[]	[]	[8.260495]	[129]	[]	[179347589]
39_8191	chr3	184248711	184249111	+	1000	42.0	[8.260495]	[215]	[]	[]	[184248960]	[]
39_8194	chr3	196338253	196338653	+	1000	42.0	[]	[]	[8.260495]	[112]	[]	[196338464]
39_82	chr1	16151391	16151791	+	1000	186.0	[]	[]	[8.329008, 10.370103]	[109, 118]	[]	[16151600, 16151609]
39_8201	chr4	26583826	26584226	+	1000	42.0	[8.892592]	[82]	[]	[]	[26584000]	[]
39_8203	chr4	48683781	48684181	+	1000	42.0	[]	[]	[8.017088]	[107]	[]	[48683969]
39_8209	chr4	145097926	145098326	+	1000	42.0	[]	[]	[8.260495]	[166]	[]	[145098106]
39_821	chr18	322546	322946	+	1000	80.0	[]	[]	[8.892592]	[124]	[]	[322754]
39_8215	chr5	34866863	34867263	+	1000	42.0	[]	[]	[12.064187]	[155]	[]	[34867037]
39_8218	chr5	49600321	49600721	+	1000	42.0	[8.260495]	[163]	[]	[]	[49600540]	[]
39_8219	chr5	54310540	54310940	+	1000	42.0	[9.738007]	[103]	[]	[]	[54310738]	[]
39_8224	chr5	95555067	95555467	+	1000	42.0	[9.738007]	[127]	[]	[]	[95555289]	[]
39_8225	chr5	97089314	97089714	+	1000	42.0	[]	[]	[10.586677]	[198]	[]	[97089520]
39_8229	chr5	132664060	132664460	+	1000	42.0	[10.586677]	[176]	[]	[]	[132664307]	[]
39_823	chr2	28359250	28359650	+	1000	80.0	[]	[]	[8.502309]	[64]	[]	[28359409]
39_8232	chr5	139262633	139263033	+	1000	42.0	[]	[]	[8.044104]	[72]	[]	[139262792]
39_8233	chr5	139518042	139518442	+	1000	42.0	[10.370103]	[198]	[]	[]	[139518250]	[]
39_8234	chr5	139668483	139668883	+	1000	42.0	[]	[]	[7.7944894]	[72]	[]	[139668636]
39_8235	chr5	140639306	140639706	+	1000	42.0	[10.370103]	[139]	[]	[]	[140639486]	[]
39_824	chr22	20803896	20804296	+	1000	80.0	[]	[]	[8.260495]	[137]	[]	[20804128]
39_8241	chr5	168813617	168814017	+	1000	42.0	[8.017088]	[148]	[]	[]	[168813848]	[]
39_8242	chr5	172142779	172143179	+	1000	42.0	[]	[]	[9.738007]	[160]	[]	[172143025]
39_8250	chr6	7150689	7151089	+	1000	42.0	[7.151105]	[130]	[]	[]	[7150851]	[]
39_8255	chr6	20846484	20846884	+	1000	42.0	[]	[]	[12.064187]	[65]	[]	[20846649]
39_8257	chr6	26198946	26199346	+	1000	42.0	[]	[]	[8.260495]	[113]	[]	[26199157]
39_826	chr22	22030444	22030844	+	1000	80.0	[9.738007]	[152]	[]	[]	[22030690]	[]
39_8261	chr6	27297804	27298204	+	1000	42.0	[7.397283]	[114]	[8.017088]	[81]	[27298009]	[27297976]
39_8262	chr6	27333004	27333404	+	1000	42.0	[7.151105]	[158]	[]	[]	[27333243]	[]
39_8263	chr6	27505662	27506062	+	1000	42.0	[]	[]	[7.3683157, 7.7944894, 7.397283]	[125, 165, 195]	[]	[27505820, 27505860, 27505890]
39_8266	chr6	28720516	28720916	+	976	42.0	[]	[]	[10.586677]	[171]	[]	[28720734]
39_8275	chr6	33700443	33700843	+	1000	42.0	[]	[]	[7.748347]	[85]	[]	[33700604]
39_8279	chr6	39036977	39037377	+	1000	42.0	[12.064187, 10.586677]	[155, 166]	[]	[]	[39037210, 39037221]	[]
39_828	chr3	14651336	14651736	+	1000	80.0	[]	[]	[7.7944894, 8.260495]	[67, 140]	[]	[14651489, 14651562]
39_8280	chr6	39222144	39222544	+	1000	42.0	[]	[]	[9.738007, 9.738007]	[86, 143]	[]	[39222317, 39222374]
39_8283	chr6	43703063	43703463	+	1000	42.0	[8.260495]	[98]	[]	[]	[43703255]	[]
39_8285	chr6	49772265	49772665	+	1000	42.0	[7.748347]	[150]	[]	[]	[49772508]	[]
39_8287	chr6	67881116	67881516	+	1000	42.0	[12.064187]	[123]	[]	[]	[67881319]	[]
39_8289	chr6	135191760	135192160	+	1000	42.0	[]	[]	[7.2151175]	[86]	[]	[135191946]
39_829	chr6	137910502	137910902	+	1000	80.0	[]	[]	[12.064187]	[148]	[]	[137910723]
39_8293	chr6	150273923	150274323	+	1000	42.0	[8.044104]	[118]	[7.3683157, 10.370103]	[99, 144]	[150274119]	[150274100, 150274145]
39_8294	chr6	158168228	158168628	+	1000	42.0	[8.260495]	[110]	[]	[]	[158168385]	[]
39_8296	chr6	159692546	159692946	+	1000	42.0	[8.329008, 8.044104]	[155, 187]	[]	[]	[159692733, 159692765]	[]
39_830	chr6	139374424	139374824	+	1000	80.0	[8.017088]	[124]	[8.892592]	[142]	[139374646]	[139374664]
39_8300	chr7	5472558	5472958	+	1000	42.0	[8.329008]	[85]	[]	[]	[5472736]	[]
39_8301	chr7	5591507	5591907	+	1000	42.0	[8.260495, 10.586677]	[85, 96]	[]	[]	[5591685, 5591696]	[]
39_8309	chr7	38335607	38336007	+	1000	42.0	[7.2151175]	[79]	[]	[]	[38335783]	[]
39_8310	chr7	64794296	64794696	+	1000	42.0	[7.748347]	[153]	[]	[]	[64794514]	[]
39_8311	chr7	73557761	73558161	+	1000	42.0	[]	[]	[8.502309]	[167]	[]	[73557973]
39_832	chr7	105131073	105131473	+	1000	80.0	[10.586677]	[56]	[]	[]	[105131224]	[]
39_8324	chr7	102420787	102421187	+	1000	42.0	[]	[]	[10.586677]	[86]	[]	[102420961]
39_8325	chr7	106346580	106346980	+	1000	42.0	[]	[]	[8.502309]	[133]	[]	[106346809]
39_8326	chr7	126701015	126701415	+	1000	42.0	[]	[]	[8.017088]	[141]	[]	[126701251]
39_8331	chr7	129210474	129210874	+	1000	42.0	[7.397283]	[87]	[]	[]	[129210652]	[]
39_8334	chr7	134660458	134660858	+	1000	42.0	[12.064187]	[105]	[]	[]	[134660642]	[]
39_8341	chr7	149753642	149754042	+	1000	42.0	[8.892592]	[102]	[]	[]	[149753832]	[]
39_8345	chr7	150954800	150955200	+	1000	42.0	[]	[]	[8.260495, 7.7944894]	[88, 101]	[]	[150954966, 150954979]
39_835	chrX	154717801	154718201	+	1000	80.0	[12.064187, 7.7944894]	[97, 144]	[]	[]	[154717991, 154718038]	[]
39_8350	chr7	159030480	159030880	+	1000	42.0	[]	[]	[8.502309]	[143]	[]	[159030711]
39_8355	chr8	41529192	41529592	+	1000	42.0	[10.370103, 9.738007]	[130, 149]	[]	[]	[41529418, 41529437]	[]
39_8356	chr8	47960589	47960989	+	1000	42.0	[7.748347]	[96]	[]	[]	[47960781]	[]
39_8358	chr8	67109794	67110194	+	1000	42.0	[9.738007, 9.738007]	[73, 124]	[]	[]	[67109948, 67109999]	[]
39_8359	chr8	89983953	89984353	+	1000	42.0	[8.892592, 10.586677]	[97, 108]	[]	[]	[89984136, 89984147]	[]
39_836	chr1	31827049	31827449	+	1000	79.0	[7.151105]	[135]	[]	[]	[31827262]	[]
