#PeakID(python identify_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_7118	chr2	225471540	225471940	+	1000	170.0	[4.611834]	[125]	[4.611834]	[125]	[225471759]	[225471759]
345_7119	chr2	229740184	229740584	+	1000	170.0	[4.611834]	[144]	[4.611834]	[144]	[229740413]	[229740413]
345_7120	chr22	26512382	26512782	+	1000	170.0	[4.611834, 4.611834]	[94, 139]	[4.611834, 4.611834]	[94, 139]	[26512575, 26512620]	[26512575, 26512620]
345_7122	chr3	39347014	39347414	+	1000	170.0	[11.270045]	[78]	[11.270045]	[78]	[39347192]	[39347192]
345_7124	chr3	121574427	121574827	+	1000	170.0	[11.270045]	[58]	[11.270045]	[58]	[121574581]	[121574581]
345_7126	chr3	183330905	183331305	+	1000	170.0	[5.088419]	[141]	[4.611834]	[141]	[183331144]	[183331144]
345_7127	chr4	87006626	87007026	+	1000	170.0	[4.611834]	[87]	[4.611834]	[87]	[87006810]	[87006810]
345_713	chr5	126884338	126884738	+	1000	589.0	[4.611834]	[138]	[4.611834]	[138]	[126884574]	[126884574]
345_7135	chr6	135318720	135319120	+	1000	170.0	[9.465482]	[61]	[4.611834]	[61]	[135318879]	[135318879]
345_7136	chr6	149503865	149504265	+	1000	170.0	[9.465482]	[92]	[4.611834]	[92]	[149504054]	[149504054]
345_7137	chr7	5574207	5574607	+	1000	170.0	[4.611834]	[130]	[4.611834]	[130]	[5574424]	[5574424]
345_714	chr6	3650935	3651335	+	1000	589.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[54, 79, 104, 110, 113]	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[54, 79, 104, 110, 113]	[3651088, 3651113, 3651138, 3651144, 3651147]	[3651088, 3651113, 3651138, 3651144, 3651147]
345_7140	chr8	95168784	95169184	+	1000	170.0	[9.465482]	[139]	[4.611834]	[139]	[95169020]	[95169020]
345_7142	chr9	32533322	32533722	+	1000	170.0	[8.356634]	[73]	[4.611834]	[73]	[32533495]	[32533495]
345_7144	chrX	71229797	71230197	+	1000	170.0	[5.088419, 4.611834]	[116, 144]	[4.611834, 4.611834]	[116, 144]	[71230004, 71230032]	[71230004, 71230032]
345_7145	chr1	32939746	32940146	+	1000	169.0	[4.611834]	[70]	[4.611834]	[70]	[32939913]	[32939913]
345_7146	chr10	22894751	22895151	+	1000	169.0	[11.270045]	[103]	[11.270045]	[103]	[22894953]	[22894953]
345_7148	chr10	100631167	100631567	+	1000	169.0	[11.270045]	[158]	[11.270045]	[158]	[100631413]	[100631413]
345_715	chr6	20575181	20575581	+	1000	589.0	[4.611834, 4.611834, 4.611834]	[102, 105, 143]	[9.465482, 4.611834, 4.611834]	[102, 105, 143]	[20575377, 20575380, 20575418]	[20575377, 20575380, 20575418]
345_7154	chr13	99324802	99325202	+	1000	169.0	[4.611834]	[135]	[4.611834]	[135]	[99325037]	[99325037]
345_7156	chr16	14402565	14402965	+	1000	169.0	[11.270045]	[82]	[11.270045]	[82]	[14402743]	[14402743]
345_7158	chr16	84913309	84913709	+	1000	169.0	[4.611834, 11.270045, 4.611834, 4.611834]	[94, 115, 118, 145]	[9.465482, 11.270045, 4.611834, 9.465482]	[94, 115, 118, 145]	[84913500, 84913521, 84913524, 84913551]	[84913500, 84913521, 84913524, 84913551]
345_7159	chr17	17417804	17418204	+	1000	169.0	[9.465482]	[57]	[4.611834]	[57]	[17417960]	[17417960]
345_716	chr6	119542078	119542478	+	1000	589.0	[5.088419]	[65]	[4.611834]	[65]	[119542243]	[119542243]
345_7160	chr17	80577865	80578265	+	1000	169.0	[4.611834]	[93]	[4.611834]	[93]	[80578046]	[80578046]
345_7161	chr18	11923468	11923868	+	1000	169.0	[4.611834]	[108]	[4.611834]	[108]	[11923673]	[11923673]
345_7162	chr18	23487848	23488248	+	1000	169.0	[4.611834]	[52]	[4.611834]	[52]	[23487999]	[23487999]
345_7163	chr2	58561216	58561616	+	1000	169.0	[4.611834, 11.270045]	[133, 150]	[4.611834, 11.270045]	[133, 150]	[58561437, 58561454]	[58561437, 58561454]
345_7166	chr2	190668875	190669275	+	1000	169.0	[4.611834]	[95]	[9.465482]	[95]	[190669068]	[190669068]
345_7169	chr3	110520993	110521393	+	1000	169.0	[4.611834]	[137]	[4.611834]	[137]	[110521227]	[110521227]
345_717	chr8	99137851	99138251	+	1000	589.0	[4.611834, 9.465482]	[96, 107]	[9.465482, 4.611834]	[96, 107]	[99138046, 99138057]	[99138046, 99138057]
345_7172	chr4	69178841	69179241	+	1000	169.0	[4.611834]	[69]	[4.611834]	[69]	[69179002]	[69179002]
345_7173	chr4	173766271	173766671	+	1000	169.0	[4.611834]	[91]	[4.611834]	[91]	[173766451]	[173766451]
345_7174	chr5	42981976	42982376	+	1000	169.0	[4.611834]	[151]	[4.611834]	[151]	[42982227]	[42982227]
345_7175	chr5	119379929	119380329	+	1000	169.0	[4.611834]	[71]	[4.611834]	[71]	[119380080]	[119380080]
345_7176	chr5	121758644	121759044	+	1000	169.0	[4.611834, 11.270045]	[82, 96]	[4.611834, 11.270045]	[82, 96]	[121758825, 121758839]	[121758825, 121758839]
345_7177	chr6	35193190	35193590	+	1000	169.0	[4.611834, 4.611834, 5.088419]	[98, 128, 158]	[4.611834, 4.611834, 4.611834]	[98, 128, 158]	[35193375, 35193405, 35193435]	[35193375, 35193405, 35193435]
345_718	chr1	174166946	174167346	+	1000	588.0	[9.465482]	[101]	[4.611834]	[101]	[174167145]	[174167145]
345_7182	chr9	86636631	86637031	+	1000	169.0	[4.611834, 4.611834, 4.611834]	[80, 127, 148]	[4.611834, 4.611834, 4.611834]	[80, 127, 148]	[86636803, 86636850, 86636871]	[86636803, 86636850, 86636871]
345_7193	chr18	56632025	56632425	+	1000	168.0	[4.611834]	[125]	[8.356634]	[125]	[56632245]	[56632245]
345_7196	chr2	64915188	64915588	+	1000	168.0	[4.611834, 4.611834, 9.465482, 4.611834, 4.611834]	[91, 100, 127, 144, 147]	[5.088419, 4.611834, 4.611834, 4.611834, 4.611834]	[91, 100, 127, 144, 147]	[64915378, 64915387, 64915414, 64915431, 64915434]	[64915378, 64915387, 64915414, 64915431, 64915434]
345_7198	chr2	139864770	139865170	+	1000	168.0	[8.356634, 4.611834, 11.270045]	[58, 119, 141]	[4.611834, 4.611834, 11.270045]	[58, 119, 141]	[139864925, 139864986, 139865008]	[139864925, 139864986, 139865008]
345_7199	chr2	197210422	197210822	+	1000	168.0	[4.611834]	[166]	[5.088419]	[166]	[197210663]	[197210663]
345_7202	chr20	49982849	49983249	+	1000	168.0	[4.611834]	[83]	[4.611834]	[83]	[49983022]	[49983022]
345_7203	chr22	20857311	20857711	+	1000	168.0	[4.611834, 4.611834]	[60, 66]	[8.356634, 4.611834]	[60, 66]	[20857469, 20857475]	[20857469, 20857475]
345_7204	chr3	14647980	14648380	+	1000	168.0	[4.611834, 4.611834, 4.611834]	[109, 124, 146]	[4.611834, 4.611834, 4.611834]	[109, 124, 146]	[14648187, 14648202, 14648224]	[14648187, 14648202, 14648224]
345_7209	chr5	178182223	178182623	+	1000	168.0	[5.088419, 4.611834, 4.611834, 4.611834]	[106, 120, 136, 154]	[4.611834, 8.356634, 4.611834, 4.611834]	[106, 120, 136, 154]	[178182418, 178182432, 178182448, 178182466]	[178182418, 178182432, 178182448, 178182466]
345_7211	chr7	98175236	98175636	+	1000	168.0	[4.611834]	[97]	[4.611834]	[97]	[98175421]	[98175421]
345_7213	chr7	116501444	116501844	+	1000	168.0	[4.611834, 11.270045, 4.611834]	[77, 102, 143]	[4.611834, 11.270045, 8.356634]	[77, 102, 143]	[116501618, 116501643, 116501684]	[116501618, 116501643, 116501684]
345_7217	chr9	35918802	35919202	+	1000	168.0	[5.088419]	[80]	[4.611834]	[80]	[35918977]	[35918977]
345_7218	chr9	91962019	91962419	+	1000	168.0	[4.611834]	[130]	[9.465482]	[130]	[91962240]	[91962240]
345_7220	chr9	98833182	98833582	+	1000	168.0	[4.611834, 4.611834]	[75, 78]	[4.611834, 4.611834]	[75, 78]	[98833352, 98833355]	[98833352, 98833355]
345_7221	chr9	130208974	130209374	+	1000	168.0	[4.611834, 4.611834, 4.611834]	[72, 87, 107]	[4.611834, 4.611834, 4.611834]	[72, 87, 107]	[130209139, 130209154, 130209174]	[130209139, 130209154, 130209174]
345_7223	chr1	6316985	6317385	+	1000	167.0	[11.270045]	[67]	[11.270045]	[67]	[6317147]	[6317147]
345_7226	chr1	185080380	185080780	+	1000	167.0	[4.611834, 4.611834]	[75, 78]	[8.356634, 4.611834]	[75, 78]	[185080547, 185080550]	[185080547, 185080550]
345_7232	chr11	35073899	35074299	+	1000	167.0	[4.611834]	[116]	[5.088419]	[116]	[35074115]	[35074115]
345_7237	chr17	27365292	27365692	+	1000	167.0	[4.611834]	[141]	[4.611834]	[141]	[27365499]	[27365499]
345_7238	chr17	75027875	75028275	+	1000	167.0	[4.611834, 4.611834, 9.465482]	[91, 144, 151]	[9.465482, 9.465482, 4.611834]	[91, 144, 151]	[75028062, 75028115, 75028122]	[75028062, 75028115, 75028122]
345_724	chr19	55038258	55038658	+	1000	587.0	[4.611834]	[122]	[4.611834]	[122]	[55038477]	[55038477]
345_7245	chr2	182994113	182994513	+	1000	167.0	[4.611834, 4.611834]	[94, 123]	[4.611834, 4.611834]	[94, 123]	[182994306, 182994335]	[182994306, 182994335]
345_7248	chr20	34011276	34011676	+	1000	167.0	[4.611834]	[87]	[9.465482]	[87]	[34011454]	[34011454]
345_7250	chr4	67698297	67698697	+	1000	167.0	[9.465482]	[107]	[4.611834]	[107]	[67698502]	[67698502]
345_7251	chr4	94407066	94407466	+	1000	167.0	[11.270045, 4.611834]	[110, 150]	[11.270045, 4.611834]	[110, 150]	[94407270, 94407310]	[94407270, 94407310]
345_7252	chr4	127533418	127533818	+	1000	167.0	[4.611834, 11.270045]	[93, 96]	[4.611834, 11.270045]	[93, 96]	[127533607, 127533610]	[127533607, 127533610]
345_7253	chr5	181107689	181108089	+	1000	167.0	[4.611834, 4.611834]	[89, 126]	[4.611834, 4.611834]	[89, 126]	[181107858, 181107895]	[181107858, 181107895]
345_7256	chr6	20444704	20445104	+	1000	167.0	[4.611834, 4.611834]	[122, 140]	[4.611834, 4.611834]	[122, 140]	[20444917, 20444935]	[20444917, 20444935]
345_7257	chr6	33345161	33345561	+	1000	167.0	[5.088419]	[127]	[4.611834]	[127]	[33345388]	[33345388]
345_7259	chr6	90403632	90404032	+	1000	167.0	[11.270045]	[85]	[11.270045]	[85]	[90403811]	[90403811]
345_7262	chr6	163741319	163741719	+	1000	167.0	[4.611834, 4.611834]	[130, 141]	[4.611834, 4.611834]	[130, 141]	[163741549, 163741560]	[163741549, 163741560]
345_7264	chr7	111622128	111622528	+	1000	167.0	[4.611834, 4.611834]	[77, 132]	[4.611834, 4.611834]	[77, 132]	[111622300, 111622355]	[111622300, 111622355]
345_7265	chr8	3152028	3152428	+	1000	167.0	[4.611834]	[144]	[8.356634]	[144]	[3152261]	[3152261]
345_7266	chr9	123656160	123656560	+	1000	167.0	[4.611834]	[143]	[4.611834]	[143]	[123656400]	[123656400]
345_727	chr6	158853204	158853604	+	1000	587.0	[4.611834]	[128]	[5.088419]	[128]	[158853430]	[158853430]
345_7270	chr1	42831237	42831637	+	1000	166.0	[4.611834]	[153]	[4.611834]	[153]	[42831477]	[42831477]
345_7271	chr1	46159505	46159905	+	1000	166.0	[4.611834]	[103]	[5.088419]	[103]	[46159706]	[46159706]
345_7276	chr11	18491101	18491501	+	1000	166.0	[4.611834, 4.611834]	[135, 152]	[4.611834, 4.611834]	[135, 152]	[18491327, 18491344]	[18491327, 18491344]
345_7277	chr11	125551748	125552148	+	1000	166.0	[11.270045]	[149]	[11.270045]	[149]	[125551995]	[125551995]
345_7281	chr12	93002507	93002907	+	1000	166.0	[4.611834, 4.611834]	[86, 150]	[4.611834, 8.356634]	[86, 150]	[93002688, 93002752]	[93002688, 93002752]
345_7282	chr13	36212826	36213226	+	1000	166.0	[4.611834, 4.611834, 11.270045]	[124, 127, 130]	[4.611834, 4.611834, 11.270045]	[124, 127, 130]	[36213041, 36213044, 36213047]	[36213041, 36213044, 36213047]
345_7283	chr13	69683991	69684391	+	1000	166.0	[5.088419, 4.611834]	[104, 148]	[4.611834, 4.611834]	[104, 148]	[69684188, 69684232]	[69684188, 69684232]
345_7286	chr14	23164173	23164573	+	1000	166.0	[11.270045]	[69]	[11.270045]	[69]	[23164339]	[23164339]
345_729	chr9	98374551	98374951	+	1000	587.0	[4.611834, 4.611834, 4.611834]	[78, 99, 106]	[4.611834, 4.611834, 5.088419]	[78, 99, 106]	[98374729, 98374750, 98374757]	[98374729, 98374750, 98374757]
345_7291	chr17	13806152	13806552	+	1000	166.0	[11.270045]	[103]	[11.270045]	[103]	[13806355]	[13806355]
345_7293	chr19	50264501	50264901	+	1000	166.0	[4.611834, 9.465482]	[68, 71]	[4.611834, 4.611834]	[68, 71]	[50264667, 50264670]	[50264667, 50264670]
345_7294	chr19	50350500	50350900	+	1000	166.0	[4.611834, 4.611834]	[139, 148]	[4.611834, 5.088419]	[139, 148]	[50350737, 50350746]	[50350737, 50350746]
345_730	chrX	44314260	44314660	+	1000	587.0	[11.270045, 4.611834]	[104, 129]	[11.270045, 4.611834]	[104, 129]	[44314461, 44314486]	[44314461, 44314486]
345_7302	chr5	72988638	72989038	+	1000	166.0	[4.611834]	[78]	[4.611834]	[78]	[72988815]	[72988815]
345_7305	chr6	136737381	136737781	+	1000	166.0	[4.611834]	[136]	[4.611834]	[136]	[136737614]	[136737614]
345_7307	chrX	49673411	49673811	+	1000	166.0	[4.611834]	[108]	[4.611834]	[108]	[49673612]	[49673612]
345_7308	chr1	27154878	27155278	+	1000	165.0	[11.270045, 4.611834, 4.611834, 4.611834]	[87, 93, 108, 144]	[11.270045, 4.611834, 4.611834, 4.611834]	[87, 93, 108, 144]	[27155060, 27155066, 27155081, 27155117]	[27155060, 27155066, 27155081, 27155117]
345_7309	chr1	99781842	99782242	+	1000	165.0	[4.611834, 4.611834, 4.611834]	[59, 143, 146]	[4.611834, 5.088419, 4.611834]	[59, 143, 146]	[99781999, 99782083, 99782086]	[99781999, 99782083, 99782086]
345_7310	chr1	168398954	168399354	+	1000	165.0	[4.611834, 9.465482, 4.611834, 4.611834]	[67, 95, 109, 112]	[4.611834, 4.611834, 4.611834, 4.611834]	[67, 95, 109, 112]	[168399118, 168399146, 168399160, 168399163]	[168399118, 168399146, 168399160, 168399163]
345_7312	chr10	5442996	5443396	+	1000	165.0	[4.611834, 11.270045]	[84, 103]	[9.465482, 11.270045]	[84, 103]	[5443180, 5443199]	[5443180, 5443199]
345_7313	chr10	49173106	49173506	+	1000	165.0	[4.611834]	[77]	[9.465482]	[77]	[49173278]	[49173278]
345_7314	chr10	73756179	73756579	+	1000	165.0	[4.611834]	[77]	[4.611834]	[77]	[73756356]	[73756356]
345_7318	chr11	76825862	76826262	+	1000	165.0	[4.611834]	[95]	[4.611834]	[95]	[76826050]	[76826050]
345_7319	chr11	112044985	112045385	+	1000	165.0	[11.270045, 5.088419]	[62, 107]	[11.270045, 4.611834]	[62, 107]	[112045145, 112045190]	[112045145, 112045190]
345_732	chr4	109174169	109174569	+	1000	586.0	[4.611834]	[129]	[4.611834]	[129]	[109174393]	[109174393]
345_7321	chr12	71877690	71878090	+	1000	165.0	[9.465482]	[159]	[4.611834]	[159]	[71877940]	[71877940]
345_7324	chr14	59361167	59361567	+	1000	165.0	[5.088419]	[87]	[4.611834]	[87]	[59361348]	[59361348]
345_7329	chr18	9848149	9848549	+	1000	165.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[84, 92, 104, 128, 136, 152]	[4.611834, 9.465482, 9.465482, 9.465482, 9.465482, 9.465482]	[84, 92, 104, 128, 136, 152]	[9848321, 9848329, 9848341, 9848365, 9848373, 9848389]	[9848321, 9848329, 9848341, 9848365, 9848373, 9848389]
345_733	chr6	124981459	124981859	+	1000	586.0	[11.270045, 4.611834]	[73, 151]	[11.270045, 8.356634]	[73, 151]	[124981631, 124981709]	[124981631, 124981709]
345_7330	chr19	11663171	11663571	+	1000	165.0	[4.611834]	[69]	[4.611834]	[69]	[11663330]	[11663330]
345_7331	chr19	32421468	32421868	+	1000	165.0	[4.611834]	[95]	[4.611834]	[95]	[32421662]	[32421662]
345_7335	chr3	21526418	21526818	+	1000	165.0	[4.611834, 4.611834]	[109, 112]	[4.611834, 4.611834]	[109, 112]	[21526627, 21526630]	[21526627, 21526630]
345_7336	chr3	130084595	130084995	+	1000	165.0	[4.611834, 4.611834]	[83, 150]	[4.611834, 9.465482]	[83, 150]	[130084775, 130084842]	[130084775, 130084842]
345_7337	chr3	172530648	172531048	+	1000	165.0	[4.611834, 4.611834]	[102, 127]	[4.611834, 4.611834]	[102, 127]	[172530844, 172530869]	[172530844, 172530869]
345_7340	chr4	17398791	17399191	+	1000	165.0	[4.611834]	[97]	[9.465482]	[97]	[17398982]	[17398982]
345_7342	chr5	29993369	29993769	+	1000	165.0	[8.356634]	[106]	[4.611834]	[106]	[29993569]	[29993569]
345_7343	chr5	40052787	40053187	+	1000	165.0	[4.611834]	[157]	[5.088419]	[157]	[40053036]	[40053036]
345_7346	chr6	16128931	16129331	+	1000	165.0	[8.356634, 4.611834, 11.270045, 4.611834]	[66, 74, 109, 120]	[4.611834, 4.611834, 11.270045, 4.611834]	[66, 74, 109, 120]	[16129085, 16129093, 16129128, 16129139]	[16129085, 16129093, 16129128, 16129139]
345_7347	chr6	20475170	20475570	+	1000	165.0	[4.611834, 4.611834]	[106, 148]	[4.611834, 4.611834]	[106, 148]	[20475374, 20475416]	[20475374, 20475416]
345_735	chr2	11941342	11941742	+	1000	585.0	[4.611834, 11.270045]	[120, 127]	[8.356634, 11.270045]	[120, 127]	[11941556, 11941563]	[11941556, 11941563]
345_7351	chr8	20452002	20452402	+	1000	165.0	[4.611834]	[86]	[9.465482]	[86]	[20452187]	[20452187]
345_7352	chr8	39533008	39533408	+	1000	165.0	[4.611834]	[90]	[4.611834]	[90]	[39533196]	[39533196]
345_7358	chr1	156257120	156257520	+	1000	164.0	[4.611834]	[80]	[4.611834]	[80]	[156257277]	[156257277]
345_7360	chr10	68542490	68542890	+	1000	164.0	[4.611834, 9.465482]	[69, 119]	[8.356634, 4.611834]	[69, 119]	[68542659, 68542709]	[68542659, 68542709]
345_7361	chr13	97194435	97194835	+	1000	164.0	[4.611834]	[90]	[4.611834]	[90]	[97194622]	[97194622]
345_7363	chr15	87645703	87646103	+	1000	164.0	[4.611834]	[68]	[4.611834]	[68]	[87645867]	[87645867]
345_7365	chr16	89786455	89786855	+	1000	164.0	[4.611834]	[55]	[5.088419]	[55]	[89786608]	[89786608]
345_7367	chr19	40005632	40006032	+	1000	164.0	[4.611834]	[83]	[9.465482]	[83]	[40005808]	[40005808]
345_7368	chr2	18558468	18558868	+	1000	164.0	[4.611834]	[99]	[5.088419]	[99]	[18558664]	[18558664]
345_737	chr5	173855590	173855990	+	1000	584.0	[4.611834, 11.270045]	[60, 126]	[4.611834, 11.270045]	[60, 126]	[173855750, 173855816]	[173855750, 173855816]
345_7374	chr3	23938587	23938987	+	1000	164.0	[4.611834, 4.611834]	[157, 175]	[5.088419, 4.611834]	[157, 175]	[23938812, 23938830]	[23938812, 23938830]
345_7378	chr3	171524157	171524557	+	1000	164.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[66, 69, 72, 116, 131]	[4.611834, 4.611834, 4.611834, 8.356634, 4.611834]	[66, 69, 72, 116, 131]	[171524309, 171524312, 171524315, 171524359, 171524374]	[171524309, 171524312, 171524315, 171524359, 171524374]
345_738	chr5	180555290	180555690	+	1000	584.0	[4.611834, 4.611834, 4.611834]	[62, 122, 140]	[9.465482, 4.611834, 9.465482]	[62, 122, 140]	[180555448, 180555508, 180555526]	[180555448, 180555508, 180555526]
345_7381	chr4	185202462	185202862	+	1000	164.0	[4.611834, 11.270045]	[138, 149]	[4.611834, 11.270045]	[138, 149]	[185202692, 185202703]	[185202692, 185202703]
345_7382	chr5	41883212	41883612	+	1000	164.0	[4.611834]	[124]	[5.088419]	[124]	[41883426]	[41883426]
345_7386	chr6	130204321	130204721	+	1000	164.0	[4.611834]	[131]	[4.611834]	[131]	[130204541]	[130204541]
345_7387	chr6	155660293	155660693	+	1000	164.0	[4.611834]	[101]	[4.611834]	[101]	[155660493]	[155660493]
345_739	chr8	129557737	129558137	+	1000	584.0	[11.270045]	[59]	[11.270045]	[59]	[129557895]	[129557895]
345_7390	chr8	73520657	73521057	+	1000	164.0	[4.611834]	[65]	[4.611834]	[65]	[73520822]	[73520822]
345_7391	chr8	85221307	85221707	+	1000	164.0	[4.611834, 4.611834]	[95, 132]	[4.611834, 5.088419]	[95, 132]	[85221462, 85221499]	[85221462, 85221499]
345_7393	chr9	4854913	4855313	+	1000	164.0	[9.465482, 8.356634]	[116, 146]	[4.611834, 4.611834]	[116, 146]	[4855121, 4855151]	[4855121, 4855151]
345_7394	chr9	100406898	100407298	+	1000	164.0	[4.611834, 11.270045]	[86, 104]	[4.611834, 11.270045]	[86, 104]	[100407075, 100407093]	[100407075, 100407093]
345_7395	chr9	124512080	124512480	+	1000	164.0	[4.611834, 4.611834, 4.611834, 9.465482]	[72, 87, 107, 114]	[4.611834, 4.611834, 4.611834, 4.611834]	[72, 87, 107, 114]	[124512238, 124512253, 124512273, 124512280]	[124512238, 124512253, 124512273, 124512280]
345_7399	chrX	153985557	153985957	+	1000	164.0	[9.465482, 4.611834]	[60, 131]	[4.611834, 9.465482]	[60, 131]	[153985717, 153985788]	[153985717, 153985788]
345_74	chr10	17662715	17663115	+	1000	754.0	[11.270045]	[141]	[11.270045]	[141]	[17662945]	[17662945]
345_7403	chr11	63567422	63567822	+	1000	163.0	[11.270045, 4.611834]	[136, 156]	[11.270045, 4.611834]	[136, 156]	[63567650, 63567670]	[63567650, 63567670]
345_7405	chr11	130308862	130309262	+	1000	163.0	[11.270045]	[81]	[11.270045]	[81]	[130309040]	[130309040]
345_7406	chr12	716519	716919	+	1000	163.0	[4.611834, 11.270045]	[90, 93]	[4.611834, 11.270045]	[90, 93]	[716708, 716711]	[716708, 716711]
345_7408	chr13	24933440	24933840	+	1000	163.0	[4.611834]	[147]	[8.356634]	[147]	[24933686]	[24933686]
345_7409	chr13	95207783	95208183	+	1000	163.0	[4.611834]	[106]	[4.611834]	[106]	[95207980]	[95207980]
345_741	chr1	180610517	180610917	+	1000	583.0	[4.611834]	[144]	[5.088419]	[144]	[180610758]	[180610758]
345_7411	chr15	35307644	35308044	+	1000	163.0	[9.465482, 5.088419]	[110, 132]	[4.611834, 4.611834]	[110, 132]	[35307846, 35307868]	[35307846, 35307868]
345_7416	chr19	17377288	17377688	+	1000	163.0	[4.611834]	[128]	[4.611834]	[128]	[17377506]	[17377506]
345_7417	chr19	48966859	48967259	+	1000	163.0	[9.465482]	[114]	[4.611834]	[114]	[48967072]	[48967072]
345_742	chr11	119085542	119085942	+	1000	583.0	[4.611834, 4.611834]	[72, 117]	[4.611834, 4.611834]	[72, 117]	[119085706, 119085751]	[119085706, 119085751]
345_7420	chr20	34888537	34888937	+	1000	163.0	[4.611834]	[69]	[4.611834]	[69]	[34888702]	[34888702]
345_7422	chr3	156491194	156491594	+	1000	163.0	[4.611834, 4.611834]	[78, 122]	[4.611834, 4.611834]	[78, 122]	[156491371, 156491415]	[156491371, 156491415]
345_7424	chr5	34896005	34896405	+	1000	163.0	[4.611834, 4.611834]	[75, 126]	[4.611834, 4.611834]	[75, 126]	[34896171, 34896222]	[34896171, 34896222]
345_7426	chr5	176169612	176170012	+	1000	163.0	[4.611834]	[114]	[4.611834]	[114]	[176169816]	[176169816]
345_7429	chr6	37050216	37050616	+	1000	163.0	[4.611834, 4.611834]	[73, 81]	[4.611834, 4.611834]	[73, 81]	[37050388, 37050396]	[37050388, 37050396]
345_743	chr4	71857782	71858182	+	1000	583.0	[4.611834]	[106]	[4.611834]	[106]	[71857988]	[71857988]
345_7430	chr6	136737890	136738290	+	1000	163.0	[11.270045]	[101]	[11.270045]	[101]	[136738089]	[136738089]
345_7434	chr7	102925959	102926359	+	1000	163.0	[4.611834, 4.611834]	[55, 74]	[4.611834, 4.611834]	[55, 74]	[102926113, 102926132]	[102926113, 102926132]
345_7438	chr9	68720885	68721285	+	1000	163.0	[4.611834, 11.270045]	[57, 148]	[4.611834, 11.270045]	[57, 148]	[68721039, 68721130]	[68721039, 68721130]
345_744	chr4	169626805	169627205	+	1000	583.0	[4.611834, 4.611834]	[70, 125]	[4.611834, 4.611834]	[70, 125]	[169626974, 169627029]	[169626974, 169627029]
345_7441	chrX	130592748	130593148	+	1000	163.0	[11.270045]	[103]	[11.270045]	[103]	[130592950]	[130592950]
345_7443	chr1	32307323	32307723	+	1000	162.0	[5.088419]	[97]	[4.611834]	[97]	[32307516]	[32307516]
345_7447	chr1	100759196	100759596	+	1000	162.0	[9.465482]	[69]	[4.611834]	[69]	[100759359]	[100759359]
345_745	chr1	27867221	27867621	+	1000	582.0	[11.270045]	[93]	[11.270045]	[93]	[27867413]	[27867413]
345_7452	chr10	70321948	70322348	+	1000	162.0	[4.611834]	[132]	[9.465482]	[132]	[70322180]	[70322180]
345_7454	chr11	59766551	59766951	+	1000	162.0	[11.270045, 9.465482]	[68, 129]	[11.270045, 4.611834]	[68, 129]	[59766718, 59766779]	[59766718, 59766779]
345_7455	chr13	48625973	48626373	+	1000	162.0	[4.611834, 11.270045]	[106, 114]	[4.611834, 11.270045]	[106, 114]	[48626178, 48626186]	[48626178, 48626186]
345_7456	chr15	50223872	50224272	+	1000	162.0	[4.611834]	[98]	[9.465482]	[98]	[50224068]	[50224068]
345_7460	chr19	5985328	5985728	+	1000	162.0	[4.611834]	[64]	[8.356634]	[64]	[5985482]	[5985482]
345_7463	chr2	101248704	101249104	+	1000	162.0	[4.611834]	[76]	[4.611834]	[76]	[101248872]	[101248872]
345_7464	chr2	208566057	208566457	+	1000	162.0	[4.611834]	[109]	[4.611834]	[109]	[208566259]	[208566259]
345_7465	chr3	12994910	12995310	+	1000	162.0	[4.611834, 5.088419]	[79, 113]	[4.611834, 4.611834]	[79, 113]	[12995074, 12995108]	[12995074, 12995108]
345_747	chr19	907187	907587	+	1000	582.0	[4.611834, 11.270045]	[103, 106]	[4.611834, 11.270045]	[103, 106]	[907388, 907391]	[907388, 907391]
345_7472	chr6	13931794	13932194	+	1000	162.0	[4.611834]	[93]	[9.465482]	[93]	[13931986]	[13931986]
345_7474	chr6	87725260	87725660	+	1000	162.0	[4.611834]	[63]	[4.611834]	[63]	[87725418]	[87725418]
345_7476	chr6	117344433	117344833	+	1000	162.0	[9.465482]	[92]	[4.611834]	[92]	[117344625]	[117344625]
345_748	chr8	133540155	133540555	+	1000	582.0	[11.270045]	[123]	[11.270045]	[123]	[133540376]	[133540376]
345_7480	chr8	38335810	38336210	+	1000	162.0	[4.611834, 9.465482]	[72, 109]	[4.611834, 4.611834]	[72, 109]	[38335979, 38336016]	[38335979, 38336016]
345_7481	chr8	72095774	72096174	+	1000	162.0	[4.611834, 4.611834]	[98, 134]	[4.611834, 4.611834]	[98, 134]	[72095959, 72095995]	[72095959, 72095995]
345_7482	chr9	37840158	37840558	+	1000	162.0	[4.611834]	[86]	[4.611834]	[86]	[37840344]	[37840344]
