#PeakID(python scan_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_38751	chr12	54227303	54227703	+	702	26.0	[]	[]	[8.415787]	[118]	[]	[54227511]
640_38758	chr12	70719754	70720154	+	699	26.0	[8.334265]	[155]	[7.5613456]	[156]	[70720002]	[70720003]
640_38762	chr12	93573640	93574040	+	635	26.0	[7.4328523]	[108]	[]	[]	[93573801]	[]
640_38768	chr12	107104701	107105101	+	742	26.0	[8.334265]	[108]	[7.5613456]	[109]	[107104904]	[107104905]
640_38769	chr12	107671049	107671449	+	613	26.0	[]	[]	[8.334265]	[72]	[]	[107671207]
640_3877	chr16	70801137	70801537	+	1000	144.0	[9.957076]	[131]	[12.820818]	[132]	[70801360]	[70801361]
640_38777	chr12	121158717	121159117	+	681	26.0	[]	[]	[7.3538165]	[165]	[]	[121158898]
640_38780	chr12	124574093	124574493	+	679	26.0	[]	[]	[7.4328523]	[218]	[]	[124574336]
640_38782	chr12	125066022	125066422	+	697	26.0	[12.820818]	[160]	[9.859796]	[161]	[125066232]	[125066233]
640_38783	chr12	125330888	125331288	+	653	26.0	[7.981569]	[107]	[]	[]	[125331062]	[]
640_38786	chr12	131415771	131416171	+	675	26.0	[9.3206]	[113]	[9.3206]	[114]	[131415977]	[131415978]
640_3879	chr17	7836693	7837093	+	1000	144.0	[9.957076]	[95]	[9.957076]	[96]	[7836875]	[7836876]
640_38793	chr13	50186279	50186679	+	661	26.0	[7.5613456]	[75]	[]	[]	[50186451]	[]
640_388	chr1	50960138	50960538	+	1000	351.0	[12.820818]	[99]	[9.3206]	[100]	[50960333]	[50960334]
640_38808	chr14	20556910	20557310	+	625	26.0	[8.415787]	[191]	[]	[]	[20557158]	[]
640_3881	chr17	29572794	29573194	+	1000	144.0	[12.820818]	[95]	[12.820818]	[96]	[29572987]	[29572988]
640_38817	chr14	74217592	74217992	+	662	26.0	[8.334265]	[63]	[]	[]	[74217753]	[]
640_38818	chr14	75188552	75188952	+	588	26.0	[9.957076]	[74]	[12.820818]	[75]	[75188722]	[75188723]
640_38819	chr14	76913558	76913958	+	602	26.0	[7.5613456]	[112]	[]	[]	[76913768]	[]
640_38824	chr14	100377748	100378148	+	703	26.0	[8.334265]	[90]	[]	[]	[100377908]	[]
640_38827	chr14	103355610	103356010	+	693	26.0	[9.081068]	[101]	[8.415787]	[102]	[103355783]	[103355784]
640_38828	chr14	103746846	103747246	+	718	26.0	[12.820818]	[75]	[12.820818]	[76]	[103747019]	[103747020]
640_38829	chr14	104804513	104804913	+	694	26.0	[12.820818]	[177]	[9.957076]	[178]	[104804763]	[104804764]
640_3883	chr18	9136517	9136917	+	1000	144.0	[9.3206, 9.3206]	[124, 141]	[9.859796, 9.957076]	[125, 142]	[9136739, 9136756]	[9136740, 9136757]
640_38830	chr15	25501817	25502217	+	651	26.0	[9.859796]	[108]	[9.859796]	[109]	[25502020]	[25502021]
640_38832	chr15	31448520	31448920	+	675	26.0	[9.859796]	[147]	[9.859796]	[148]	[31448726]	[31448727]
640_38839	chr15	52208304	52208704	+	670	26.0	[]	[]	[8.334265]	[150]	[]	[52208536]
640_3884	chr19	16588425	16588825	+	1000	144.0	[7.3805842]	[160]	[7.981569]	[161]	[16588670]	[16588671]
640_38842	chr15	57951738	57952138	+	696	26.0	[9.3206]	[129]	[9.859796]	[130]	[57951964]	[57951965]
640_38844	chr15	59528876	59529276	+	686	26.0	[8.334265]	[131]	[7.5613456]	[132]	[59529091]	[59529092]
640_38848	chr15	64905511	64905911	+	646	26.0	[8.415534]	[105]	[]	[]	[64905698]	[]
640_3885	chr19	18341219	18341619	+	1000	144.0	[12.820818]	[92]	[12.820818]	[93]	[18341409]	[18341410]
640_38855	chr15	74391512	74391912	+	700	26.0	[8.415787]	[105]	[9.081068]	[106]	[74391706]	[74391707]
640_38856	chr15	75721088	75721488	+	725	26.0	[8.334265]	[66]	[8.334265]	[73]	[75721243]	[75721250]
640_38858	chr15	76147873	76148273	+	694	26.0	[8.334265, 8.334265]	[106, 174]	[7.5613456]	[175]	[76148048, 76148116]	[76148117]
640_38863	chr15	91369816	91370216	+	592	26.0	[9.081068]	[108]	[8.415787]	[109]	[91369995]	[91369996]
640_38872	chr16	4419574	4419974	+	699	26.0	[9.957076]	[174]	[12.820818]	[175]	[4419818]	[4419819]
640_38874	chr16	11130483	11130883	+	662	26.0	[]	[]	[7.4328523]	[111]	[]	[11130664]
640_38875	chr16	11165353	11165753	+	657	26.0	[9.081068]	[82]	[]	[]	[11165531]	[]
640_38876	chr16	12685806	12686206	+	592	26.0	[]	[]	[7.4328523]	[141]	[]	[12686042]
640_38877	chr16	15154829	15155229	+	553	26.0	[]	[]	[7.2921777, 7.981569]	[59, 117]	[]	[15154988, 15155046]
640_38878	chr16	15509110	15509510	+	685	26.0	[9.3206]	[119]	[12.820818]	[120]	[15509308]	[15509309]
640_3888	chr2	28359224	28359624	+	1000	144.0	[7.3805842]	[112]	[7.981569]	[113]	[28359426]	[28359427]
640_38880	chr16	17101657	17102057	+	706	26.0	[]	[]	[9.081068]	[106]	[]	[17101856]
640_38881	chr16	19389215	19389615	+	609	26.0	[]	[]	[7.4328523]	[172]	[]	[19389414]
640_38884	chr16	23497243	23497643	+	680	26.0	[9.3206]	[113]	[12.820818]	[114]	[23497455]	[23497456]
640_38885	chr16	23837626	23838026	+	660	26.0	[]	[]	[8.334265]	[118]	[]	[23837830]
640_38890	chr16	66947168	66947568	+	690	26.0	[7.5613456]	[88]	[8.334265]	[89]	[66947355]	[66947356]
640_38892	chr16	67883699	67884099	+	678	26.0	[8.334265]	[147]	[]	[]	[67883921]	[]
640_38893	chr16	70165042	70165442	+	598	26.0	[9.957076]	[128]	[9.3206]	[129]	[70165266]	[70165267]
640_38895	chr16	75764156	75764556	+	598	26.0	[7.981569]	[119]	[7.3805842]	[120]	[75764365]	[75764366]
640_389	chr10	43574330	43574730	+	1000	351.0	[12.820818]	[119]	[12.820818]	[120]	[43574543]	[43574544]
640_38900	chr16	85321955	85322355	+	699	26.0	[]	[]	[9.081068]	[143]	[]	[85322196]
640_38903	chr16	90018467	90018867	+	689	26.0	[8.344066]	[189]	[]	[]	[90018706]	[]
640_38904	chr17	1276146	1276546	+	700	26.0	[7.3805842]	[89]	[7.981569, 7.1483927]	[90, 134]	[1276333]	[1276334, 1276378]
640_38907	chr17	3563069	3563469	+	554	26.0	[]	[]	[9.081068]	[135]	[]	[3563299]
640_38912	chr17	17001760	17002160	+	568	26.0	[]	[]	[8.334265]	[136]	[]	[17001959]
640_38913	chr17	17739760	17740160	+	547	26.0	[8.415534]	[114]	[8.344066]	[115]	[17739958]	[17739959]
640_38914	chr17	21119623	21120023	+	682	26.0	[8.415534]	[90]	[]	[]	[21119808]	[]
640_38919	chr17	35566936	35567336	+	710	26.0	[]	[]	[7.5613456]	[197]	[]	[35567166]
640_38922	chr17	43846211	43846611	+	576	26.0	[7.3984704]	[156]	[7.4328523]	[157]	[43846430]	[43846431]
640_38923	chr17	45052111	45052511	+	562	26.0	[8.334265]	[150]	[]	[]	[45052324]	[]
640_38926	chr17	48456560	48456960	+	679	26.0	[9.3206]	[109]	[12.820818]	[110]	[48456748]	[48456749]
640_38932	chr17	50946771	50947171	+	694	26.0	[8.415787]	[132]	[9.081068]	[133]	[50946989]	[50946990]
640_38933	chr17	51434328	51434728	+	660	26.0	[]	[]	[7.1483927]	[199]	[]	[51434579]
640_38937	chr17	59415395	59415795	+	664	26.0	[7.3805842]	[120]	[7.981569]	[121]	[59415601]	[59415602]
640_3894	chr22	23768225	23768625	+	1000	144.0	[8.415534]	[70]	[8.344066]	[71]	[23768393]	[23768394]
640_38940	chr17	62671605	62672005	+	607	26.0	[12.820818]	[238]	[9.859796]	[239]	[62671854]	[62671855]
640_38943	chr17	64390108	64390508	+	705	26.0	[8.415787]	[156]	[9.081068]	[157]	[64390335]	[64390336]
640_3895	chr22	46122426	46122826	+	1000	144.0	[7.5613456, 9.957076, 8.415534]	[83, 109, 133]	[8.334265, 12.820818, 8.344066]	[84, 110, 134]	[46122608, 46122634, 46122658]	[46122609, 46122635, 46122659]
640_38950	chr17	81941567	81941967	+	614	26.0	[7.1483927]	[85]	[]	[]	[81941750]	[]
640_38951	chr17	83064690	83065090	+	683	26.0	[9.859796]	[78]	[9.3206]	[79]	[83064857]	[83064858]
640_38953	chr18	3699759	3700159	+	638	26.0	[7.5613456]	[165]	[8.334265]	[166]	[3699992]	[3699993]
640_38954	chr18	7676957	7677357	+	703	26.0	[7.1483927, 8.334265]	[118, 145]	[]	[]	[7677159, 7677186]	[]
640_38957	chr18	10560473	10560873	+	544	26.0	[7.5613456]	[81]	[8.334265]	[82]	[10560634]	[10560635]
640_3896	chr3	14646596	14646996	+	1000	144.0	[9.081068, 12.820818]	[115, 143]	[9.3206]	[144]	[14646807, 14646835]	[14646836]
640_38960	chr18	22699690	22700090	+	710	26.0	[7.1483927, 12.820818]	[140, 151]	[12.820818]	[152]	[22699904, 22699915]	[22699916]
640_38962	chr18	23514997	23515397	+	560	26.0	[9.081068, 8.415787]	[161, 170]	[8.415787]	[183]	[23515196, 23515205]	[23515218]
640_38965	chr18	49017178	49017578	+	641	26.0	[7.981569]	[118]	[7.3805842]	[119]	[49017392]	[49017393]
640_38967	chr18	59388787	59389187	+	585	26.0	[8.415787]	[115]	[9.081068]	[116]	[59388963]	[59388964]
640_38968	chr18	74241906	74242306	+	640	26.0	[9.957076]	[164]	[9.957076]	[165]	[74242143]	[74242144]
640_3897	chr3	43622162	43622562	+	1000	144.0	[]	[]	[8.415787]	[143]	[]	[43622382]
640_38971	chr19	1684888	1685288	+	652	26.0	[9.957076]	[69]	[9.957076]	[70]	[1685050]	[1685051]
640_38972	chr19	4233379	4233779	+	570	26.0	[8.334265]	[146]	[]	[]	[4233604]	[]
640_38973	chr19	6594017	6594417	+	656	26.0	[9.859796]	[163]	[12.820818]	[164]	[6594255]	[6594256]
640_38974	chr19	6828851	6829251	+	637	26.0	[]	[]	[8.334265]	[144]	[]	[6829037]
640_38977	chr19	10935383	10935783	+	555	26.0	[]	[]	[7.3538165]	[121]	[]	[10935568]
640_3898	chr4	986877	987277	+	1000	144.0	[]	[]	[8.344066]	[107]	[]	[987076]
640_38982	chr19	17205176	17205576	+	666	26.0	[7.5613456]	[135]	[]	[]	[17205385]	[]
640_38984	chr19	18476988	18477388	+	689	26.0	[7.3805842]	[111]	[7.981569]	[112]	[18477175]	[18477176]
640_38985	chr19	18879830	18880230	+	573	26.0	[]	[]	[7.5613456]	[183]	[]	[18880028]
640_38990	chr19	33441146	33441546	+	623	26.0	[8.415787, 9.859796]	[75, 100]	[9.957076]	[101]	[33441306, 33441331]	[33441332]
640_38991	chr19	34241428	34241828	+	605	26.0	[8.334265]	[123]	[]	[]	[34241646]	[]
640_38994	chr19	40165555	40165955	+	624	26.0	[7.3984704]	[68]	[]	[]	[40165718]	[]
640_38995	chr19	41839212	41839612	+	720	26.0	[8.334265]	[91]	[]	[]	[41839382]	[]
640_39	chr19	10106173	10106573	+	1000	569.0	[7.981569]	[102]	[7.3805842]	[103]	[10106374]	[10106375]
640_390	chr10	133394099	133394499	+	1000	351.0	[8.415787]	[134]	[7.2921777, 9.081068]	[111, 135]	[133394319]	[133394296, 133394320]
640_3900	chr4	109185974	109186374	+	1000	144.0	[9.957076, 12.820818]	[87, 113]	[12.820818, 9.957076]	[88, 114]	[109186150, 109186176]	[109186151, 109186177]
640_39001	chr19	46718394	46718794	+	645	26.0	[12.820818, 8.334265]	[147, 198]	[7.5613456, 12.820818]	[101, 148]	[46718591, 46718642]	[46718545, 46718592]
640_39003	chr19	49347747	49348147	+	678	26.0	[8.415787]	[181]	[]	[]	[49347968]	[]
640_39006	chr19	55008872	55009272	+	686	26.0	[9.957076]	[134]	[9.859796]	[135]	[55009072]	[55009073]
640_3901	chr5	134526479	134526879	+	1000	144.0	[]	[]	[8.415534, 8.415534]	[80, 93]	[]	[134526656, 134526669]
640_39011	chr2	1546025	1546425	+	586	26.0	[8.334265, 9.859796]	[76, 151]	[9.859796]	[152]	[1546185, 1546260]	[1546261]
640_39015	chr2	11024172	11024572	+	655	26.0	[9.957076, 9.957076]	[117, 134]	[9.081068, 9.957076, 9.3206]	[94, 118, 135]	[11024388, 11024405]	[11024365, 11024389, 11024406]
640_39017	chr2	15588292	15588692	+	702	26.0	[8.334265]	[137]	[7.5613456]	[138]	[15588520]	[15588521]
640_3902	chr5	141669492	141669892	+	1000	144.0	[9.957076]	[62]	[12.820818]	[63]	[141669654]	[141669655]
640_39024	chr2	26172929	26173329	+	704	26.0	[]	[]	[9.3206]	[53]	[]	[26173080]
640_39025	chr2	28013550	28013950	+	676	26.0	[9.859796, 9.859796]	[83, 99]	[9.859796, 12.820818]	[84, 100]	[28013727, 28013743]	[28013728, 28013744]
640_39027	chr2	30230387	30230787	+	696	26.0	[]	[]	[8.415787]	[123]	[]	[30230586]
640_39028	chr2	30240380	30240780	+	575	26.0	[8.334265]	[78]	[]	[]	[30240546]	[]
640_39029	chr2	32805065	32805465	+	592	26.0	[]	[]	[8.415787]	[158]	[]	[32805273]
640_3903	chr5	173616604	173617004	+	1000	144.0	[7.981569]	[155]	[]	[]	[173616844]	[]
640_39030	chr2	36512202	36512602	+	703	26.0	[]	[]	[9.081068]	[114]	[]	[36512406]
640_39031	chr2	43022238	43022638	+	653	26.0	[]	[]	[7.5613456]	[118]	[]	[43022427]
640_39034	chr2	54691769	54692169	+	699	26.0	[7.1483927]	[128]	[]	[]	[54691993]	[]
640_39039	chr2	65992092	65992492	+	713	26.0	[9.957076]	[65]	[9.859796]	[66]	[65992252]	[65992253]
640_39042	chr2	68837245	68837645	+	657	26.0	[]	[]	[7.5613456]	[78]	[]	[68837418]
640_39043	chr2	69012815	69013215	+	683	26.0	[8.344066]	[92]	[]	[]	[69012998]	[]
640_39044	chr2	73085621	73086021	+	711	26.0	[8.415787]	[84]	[9.081068]	[85]	[73085796]	[73085797]
640_39045	chr2	79511307	79511707	+	661	26.0	[]	[]	[8.415534]	[125]	[]	[79511509]
640_39047	chr2	85886508	85886908	+	542	26.0	[9.957076]	[88]	[9.859796]	[89]	[85886670]	[85886671]
640_3905	chr6	3392957	3393357	+	1000	144.0	[8.334265]	[127]	[]	[]	[3393175]	[]
640_39050	chr2	96819237	96819637	+	581	26.0	[]	[]	[8.334265]	[162]	[]	[96819485]
640_39053	chr2	100262809	100263209	+	561	26.0	[]	[]	[8.334265]	[187]	[]	[100263042]
640_39054	chr2	109277349	109277749	+	734	26.0	[7.3538165]	[117]	[]	[]	[109277522]	[]
640_39056	chr2	112268563	112268963	+	618	26.0	[9.081068]	[109]	[8.415787]	[110]	[112268757]	[112268758]
640_39060	chr2	120680227	120680627	+	671	26.0	[8.334265]	[178]	[7.5613456]	[179]	[120680457]	[120680458]
640_39065	chr2	151682379	151682779	+	704	26.0	[9.957076]	[62]	[12.820818]	[63]	[151682532]	[151682533]
640_39066	chr2	157443873	157444273	+	544	26.0	[]	[]	[9.081068]	[75]	[]	[157444046]
640_39069	chr2	177281560	177281960	+	643	26.0	[8.415787]	[122]	[9.081068]	[123]	[177281773]	[177281774]
640_3907	chr6	32154552	32154952	+	1000	144.0	[8.334265]	[103]	[7.5613456]	[141]	[32154753]	[32154791]
640_39071	chr2	184599244	184599644	+	709	26.0	[9.081068]	[147]	[8.415787]	[148]	[184599473]	[184599474]
640_39074	chr2	190896473	190896873	+	691	26.0	[]	[]	[7.981569]	[135]	[]	[190896706]
640_39075	chr2	191566244	191566644	+	695	26.0	[8.415787]	[113]	[9.081068]	[114]	[191566445]	[191566446]
640_39076	chr2	191758882	191759282	+	541	26.0	[8.334265]	[75]	[]	[]	[191759051]	[]
640_39081	chr2	210635278	210635678	+	677	26.0	[9.081068]	[146]	[]	[]	[210635501]	[]
640_39084	chr2	216664481	216664881	+	665	26.0	[7.5613456, 9.081068]	[95, 114]	[8.415787]	[115]	[216664646, 216664665]	[216664666]
640_39087	chr2	219402898	219403298	+	634	26.0	[]	[]	[7.3538165]	[131]	[]	[219403116]
640_3909	chr6	57046266	57046666	+	1000	144.0	[8.344066]	[114]	[]	[]	[57046454]	[]
640_39090	chr2	230660281	230660681	+	724	26.0	[12.820818]	[107]	[9.859796]	[108]	[230660485]	[230660486]
640_39091	chr2	230907518	230907918	+	652	26.0	[]	[]	[7.5613456]	[141]	[]	[230907751]
640_39094	chr2	238160312	238160712	+	720	26.0	[]	[]	[8.334265]	[95]	[]	[238160500]
640_39096	chr2	242031731	242032131	+	650	26.0	[9.081068]	[110]	[8.415787]	[111]	[242031930]	[242031931]
640_3910	chr7	30284130	30284530	+	1000	144.0	[12.820818]	[88]	[9.957076]	[89]	[30284312]	[30284313]
640_39107	chr20	38849216	38849616	+	669	26.0	[]	[]	[8.415787]	[106]	[]	[38849416]
640_39108	chr20	40741492	40741892	+	650	26.0	[9.957076]	[103]	[9.859796]	[104]	[40741685]	[40741686]
640_39109	chr20	41676428	41676828	+	711	26.0	[9.957076]	[180]	[12.820818]	[181]	[41676673]	[41676674]
640_39110	chr20	45878383	45878783	+	708	26.0	[]	[]	[7.2921777]	[116]	[]	[45878566]
640_39114	chr20	50667633	50668033	+	664	26.0	[9.859796]	[107]	[9.957076]	[108]	[50667830]	[50667831]
640_39115	chr20	51318924	51319324	+	594	26.0	[]	[]	[8.415787]	[132]	[]	[51319145]
640_39116	chr20	54208783	54209183	+	684	26.0	[9.081068]	[123]	[8.415787]	[124]	[54208972]	[54208973]
640_39117	chr20	56343828	56344228	+	588	26.0	[7.981569]	[129]	[7.3805842]	[130]	[56344052]	[56344053]
640_39125	chr21	33892872	33893272	+	565	26.0	[9.081068]	[135]	[]	[]	[33893096]	[]
640_39126	chr21	34243556	34243956	+	692	26.0	[]	[]	[9.081068, 7.3538165]	[85, 166]	[]	[34243710, 34243791]
640_39127	chr21	35049214	35049614	+	644	26.0	[8.334265]	[139]	[]	[]	[35049435]	[]
640_39128	chr21	38032399	38032799	+	712	26.0	[12.820818]	[142]	[12.820818]	[143]	[38032629]	[38032630]
640_3913	chr8	61714698	61715098	+	1000	144.0	[9.859796]	[137]	[12.820818, 7.4328523]	[138, 149]	[61714921]	[61714922, 61714933]
640_39131	chr21	44043707	44044107	+	732	26.0	[7.5613456]	[235]	[8.334265]	[236]	[44043944]	[44043945]
640_39132	chr21	44331855	44332255	+	604	26.0	[12.820818, 8.415787]	[117, 128]	[9.957076]	[118]	[44332055, 44332066]	[44332056]
640_39134	chr22	19712395	19712795	+	673	26.0	[9.957076]	[95]	[12.820818]	[96]	[19712585]	[19712586]
640_39138	chr22	20864719	20865119	+	745	26.0	[]	[]	[8.334265]	[172]	[]	[20864952]
640_39140	chr22	21069094	21069494	+	658	26.0	[]	[]	[9.081068]	[131]	[]	[21069265]
640_39142	chr22	21572721	21573121	+	716	26.0	[]	[]	[7.5613456]	[106]	[]	[21572921]
640_39143	chr22	21672114	21672514	+	610	26.0	[7.5613456]	[87]	[8.334265]	[88]	[21672277]	[21672278]
640_39144	chr22	21699009	21699409	+	549	26.0	[7.1483927]	[120]	[8.334265]	[113]	[21699209]	[21699202]
640_39146	chr22	21763065	21763465	+	592	26.0	[]	[]	[7.1483927]	[203]	[]	[21763276]
640_3915	chr8	102806183	102806583	+	1000	144.0	[9.957076]	[109]	[12.820818]	[110]	[102806390]	[102806391]
640_39157	chr22	22617348	22617748	+	581	26.0	[8.334265, 9.081068]	[163, 199]	[8.415787]	[200]	[22617554, 22617590]	[22617591]
640_3916	chr8	144137722	144138122	+	1000	144.0	[9.957076]	[165]	[9.957076]	[166]	[144137964]	[144137965]
640_39162	chr22	22749549	22749949	+	707	26.0	[]	[]	[7.3805842]	[176]	[]	[22749750]
640_39164	chr22	22822415	22822815	+	708	26.0	[]	[]	[9.957076]	[91]	[]	[22822566]
640_39165	chr22	22880871	22881271	+	692	26.0	[9.957076]	[144]	[12.820818]	[145]	[22881024]	[22881025]
640_39171	chr22	23126662	23127062	+	682	26.0	[12.820818]	[131]	[8.415787, 12.820818]	[90, 132]	[23126875]	[23126834, 23126876]
640_39175	chr22	23243841	23244241	+	662	26.0	[]	[]	[8.334265]	[159]	[]	[23244025]
640_39183	chr22	38262046	38262446	+	561	26.0	[8.344066]	[70]	[]	[]	[38262209]	[]
640_39191	chr22_KI270733v1_random	135497	135897	+	710	26.0	[7.4328523]	[122]	[7.3984704]	[123]	[135718]	[135719]
640_39194	chr3	5192905	5193305	+	669	26.0	[]	[]	[8.334265, 8.415787]	[100, 158]	[]	[5193091, 5193149]
640_39195	chr3	8622841	8623241	+	614	26.0	[7.1483927]	[94]	[]	[]	[8623006]	[]
640_392	chr17	41737989	41738389	+	1000	351.0	[12.820818]	[108]	[12.820818]	[109]	[41738197]	[41738198]
640_39200	chr3	14507410	14507810	+	621	26.0	[8.334265]	[161]	[]	[]	[14507603]	[]
640_39205	chr3	24505605	24506005	+	691	26.0	[8.415787]	[132]	[]	[]	[24505836]	[]
640_39207	chr3	31544539	31544939	+	708	26.0	[]	[]	[7.3538165]	[79]	[]	[31544716]
640_39209	chr3	36913143	36913543	+	673	26.0	[7.981569]	[57]	[]	[]	[36913299]	[]
640_39211	chr3	37987665	37988065	+	553	26.0	[]	[]	[8.334265]	[188]	[]	[37987903]
640_39214	chr3	45597154	45597554	+	599	26.0	[9.081068]	[121]	[]	[]	[45597331]	[]
640_39217	chr3	71068269	71068669	+	642	26.0	[12.820818]	[151]	[12.820818]	[152]	[71068485]	[71068486]
640_39218	chr3	71912663	71913063	+	733	26.0	[]	[]	[8.334265]	[132]	[]	[71912855]
640_39222	chr3	84246307	84246707	+	624	26.0	[9.957076]	[85]	[9.859796]	[86]	[84246487]	[84246488]
640_39223	chr3	88148169	88148569	+	668	26.0	[12.820818]	[114]	[12.820818]	[115]	[88148376]	[88148377]
640_39225	chr3	99895799	99896199	+	566	26.0	[]	[]	[8.415787]	[90]	[]	[99895973]
640_3923	chr10	6202618	6203018	+	1000	143.0	[12.820818]	[112]	[12.820818]	[113]	[6202823]	[6202824]
640_39233	chr3	142028988	142029388	+	610	26.0	[7.3805842]	[95]	[]	[]	[142029147]	[]
640_39239	chr3	169813710	169814110	+	653	26.0	[9.957076]	[119]	[12.820818]	[120]	[169813922]	[169813923]
640_3924	chr10	45594667	45595067	+	1000	143.0	[9.3206]	[161]	[7.2921777, 9.3206]	[74, 162]	[45594914]	[45594827, 45594915]
640_39240	chr3	170572891	170573291	+	674	26.0	[]	[]	[9.081068]	[114]	[]	[170573103]
640_39243	chr3	171646814	171647214	+	647	26.0	[]	[]	[7.3538165, 9.081068]	[98, 149]	[]	[171646986, 171647037]
640_39244	chr3	171772442	171772842	+	680	26.0	[8.334265]	[120]	[]	[]	[171772642]	[]
640_39247	chr3	172104431	172104831	+	715	26.0	[8.415787]	[117]	[9.081068]	[118]	[172104648]	[172104649]
640_3925	chr11	6269961	6270361	+	1000	143.0	[7.981569, 8.344066]	[56, 131]	[7.3805842, 8.415534]	[57, 132]	[6270116, 6270191]	[6270117, 6270192]
640_39250	chr3	179105098	179105498	+	693	26.0	[]	[]	[9.081068]	[120]	[]	[179105308]
640_39254	chr3	184005971	184006371	+	691	26.0	[8.334265]	[65]	[7.5613456, 7.5613456]	[66, 139]	[184006132]	[184006133, 184006206]
640_39265	chr4	6777875	6778275	+	654	26.0	[8.415787]	[99]	[9.081068]	[100]	[6778028]	[6778029]
640_39268	chr4	9924673	9925073	+	703	26.0	[9.081068]	[109]	[]	[]	[9924865]	[]
640_39269	chr4	15956217	15956617	+	669	26.0	[]	[]	[7.5613456]	[134]	[]	[15956443]
640_3927	chr12	31325171	31325571	+	1000	143.0	[8.415534, 8.415534]	[74, 134]	[]	[]	[31325328, 31325388]	[]
640_39272	chr4	40388263	40388663	+	570	26.0	[9.081068]	[102]	[8.415787]	[103]	[40388460]	[40388461]
640_39279	chr4	78737103	78737503	+	547	26.0	[9.081068]	[152]	[]	[]	[78737337]	[]
640_3928	chr12	57521905	57522305	+	1000	143.0	[9.081068]	[59]	[8.415787]	[60]	[57522064]	[57522065]
640_39282	chr4	109046587	109046987	+	647	26.0	[]	[]	[7.1483927]	[164]	[]	[109046808]
640_39284	chr4	128787779	128788179	+	625	26.0	[7.4328523]	[203]	[]	[]	[128788020]	[]
640_3929	chr12	109173961	109174361	+	1000	143.0	[9.081068]	[87]	[8.415787]	[88]	[109174147]	[109174148]
640_39291	chr5	5616260	5616660	+	636	26.0	[8.415787]	[135]	[9.081068]	[136]	[5616490]	[5616491]
640_39292	chr5	6715766	6716166	+	665	26.0	[]	[]	[8.334265]	[108]	[]	[6715932]
640_39294	chr5	36507300	36507700	+	672	26.0	[8.334265]	[131]	[7.5613456]	[132]	[36507522]	[36507523]
640_39297	chr5	40791668	40792068	+	693	26.0	[7.1483927]	[147]	[]	[]	[40791905]	[]
640_393	chr22	21665776	21666176	+	1000	351.0	[]	[]	[7.5613456]	[64]	[]	[21665940]
640_39300	chr5	57166167	57166567	+	739	26.0	[12.820818]	[136]	[9.859796]	[137]	[57166370]	[57166371]
640_39301	chr5	58937217	58937617	+	640	26.0	[8.334265]	[110]	[7.5613456]	[111]	[58937415]	[58937416]
640_39302	chr5	60688265	60688665	+	639	26.0	[8.415787]	[173]	[]	[]	[60688482]	[]
640_3931	chr15	89334881	89335281	+	1000	143.0	[8.415534]	[106]	[8.344066]	[107]	[89335075]	[89335076]
640_39312	chr5	109484921	109485321	+	547	26.0	[7.3805842]	[180]	[7.981569]	[181]	[109485166]	[109485167]
640_39322	chr5	133245489	133245889	+	685	26.0	[8.334265]	[139]	[7.5613456]	[140]	[133245712]	[133245713]
640_3933	chr16	8182718	8183118	+	1000	143.0	[8.344066]	[92]	[]	[]	[8182907]	[]
640_39331	chr5	143051725	143052125	+	678	26.0	[12.820818]	[149]	[9.859796]	[150]	[143051955]	[143051956]
640_39333	chr5	150142826	150143226	+	692	26.0	[7.3538165]	[162]	[]	[]	[150143012]	[]
640_39335	chr5	157994882	157995282	+	656	26.0	[7.3538165]	[183]	[]	[]	[157995128]	[]
640_39338	chr5	171841998	171842398	+	670	26.0	[]	[]	[7.981569]	[102]	[]	[171842192]
640_39340	chr5	173204257	173204657	+	619	26.0	[]	[]	[7.3538165]	[94]	[]	[173204426]
640_39345	chr5	181045308	181045708	+	610	26.0	[7.5613456]	[113]	[8.334265]	[114]	[181045463]	[181045464]
640_39346	chr6	2983629	2984029	+	665	26.0	[]	[]	[9.081068]	[97]	[]	[2983801]
640_3935	chr16	34581263	34581663	+	1000	143.0	[]	[]	[8.415787]	[126]	[]	[34581489]
640_39355	chr6	7243322	7243722	+	547	26.0	[]	[]	[7.5613456]	[166]	[]	[7243531]
640_39369	chr6	27685267	27685667	+	641	26.0	[9.859796]	[144]	[12.820818]	[145]	[27685498]	[27685499]
640_3937	chr16	85420778	85421178	+	1000	143.0	[12.820818]	[136]	[9.3206]	[137]	[85420987]	[85420988]
640_39371	chr6	28485533	28485933	+	696	26.0	[9.859796]	[90]	[12.820818]	[91]	[28485685]	[28485686]
640_39373	chr6	29748831	29749231	+	703	26.0	[]	[]	[7.5613456]	[128]	[]	[29749052]
640_39378	chr6	35183870	35184270	+	703	26.0	[8.334265]	[193]	[]	[]	[35184107]	[]
640_3938	chr16	87869467	87869867	+	1000	143.0	[9.957076, 8.415534]	[75, 118]	[9.957076, 8.344066]	[76, 119]	[87869631, 87869674]	[87869632, 87869675]
640_39381	chr6	36846068	36846468	+	668	26.0	[9.957076]	[84]	[9.859796]	[85]	[36846243]	[36846244]
