#PeakID(python identify_motif.py ./ENCODE_processed_files/CTCF_idr.fa CTCF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
322_7072	chr4	68375945	68376345	+	1000	268.0	[4.723829]	[86]	[16.061993, 16.201157, 15.941127]	[62, 86, 106]	[68376129]	[68376105, 68376129, 68376149]
322_7074	chr4	99056033	99056433	+	1000	268.0	[]	[]	[15.20887]	[96]	[]	[99056221]
322_7075	chr4	169613126	169613526	+	1000	268.0	[13.50004]	[86]	[]	[]	[169613309]	[]
322_7076	chr4	183407067	183407467	+	1000	268.0	[5.259048]	[138]	[16.273163]	[94]	[183407295]	[183407251]
322_7077	chr5	32489690	32490090	+	1000	268.0	[17.444529]	[95]	[]	[]	[32489881]	[]
322_708	chr6	43143470	43143870	+	1000	460.0	[4.7650332]	[112]	[12.47014]	[101]	[43143678]	[43143667]
322_7080	chr6	28838858	28839258	+	1000	268.0	[7.749119]	[78]	[12.200192]	[91]	[28839027]	[28839040]
322_7081	chr6	29628605	29629005	+	1000	268.0	[]	[]	[16.609571]	[94]	[]	[29628796]
322_7082	chr6	33197447	33197847	+	1000	268.0	[5.8352585]	[106]	[14.268985]	[105]	[33197651]	[33197650]
322_7084	chr6	79570737	79571137	+	1000	268.0	[8.108462]	[99]	[]	[]	[79570928]	[]
322_7088	chr7	7424372	7424772	+	1000	268.0	[13.158959]	[107]	[]	[]	[7424578]	[]
322_709	chr7	26667533	26667933	+	1000	460.0	[]	[]	[18.190994]	[135]	[]	[26667754]
322_7091	chr7	35709454	35709854	+	1000	268.0	[9.696942]	[86]	[]	[]	[35709637]	[]
322_7094	chr7	134986529	134986929	+	1000	268.0	[4.9400096]	[150]	[6.0461607, 14.738269]	[51, 93]	[134986779]	[134986680, 134986722]
322_7095	chr8	10332702	10333102	+	1000	268.0	[]	[]	[19.529005]	[92]	[]	[10332891]
322_7099	chr8	143532075	143532475	+	1000	268.0	[6.071155, 7.4439325]	[63, 115]	[18.657726]	[104]	[143532231, 143532283]	[143532272]
322_71	chr11	65988963	65989363	+	1000	682.0	[12.689075]	[136]	[16.022085]	[64]	[65989199]	[65989127]
322_710	chr9	95127605	95128005	+	1000	460.0	[]	[]	[12.299048, 15.214305]	[71, 107]	[]	[95127774, 95127810]
322_7103	chr9	114290986	114291386	+	1000	268.0	[]	[]	[18.52347]	[100]	[]	[114291175]
322_7106	chr1	2801586	2801986	+	1000	267.0	[]	[]	[10.943216]	[105]	[]	[2801782]
322_7107	chr1	17274192	17274592	+	1000	267.0	[]	[]	[16.073463]	[96]	[]	[17274384]
322_711	chr10	91551825	91552225	+	1000	459.0	[]	[]	[18.72433]	[72]	[]	[91551996]
322_7110	chr1	19704534	19704934	+	1000	267.0	[]	[]	[14.1394205]	[78]	[]	[19704710]
322_7112	chr1	53754688	53755088	+	1000	267.0	[5.2497883]	[108]	[18.779568]	[97]	[53754893]	[53754882]
322_7114	chr1	151340834	151341234	+	1000	267.0	[7.1653504]	[113]	[19.33627]	[113]	[151341042]	[151341042]
322_7115	chr1	175434264	175434664	+	1000	267.0	[]	[]	[17.279493]	[92]	[]	[175434454]
322_7116	chr10	23068164	23068564	+	1000	267.0	[]	[]	[20.377003]	[89]	[]	[23068353]
322_7119	chr10	84540492	84540892	+	1000	267.0	[10.092142]	[92]	[]	[]	[84540679]	[]
322_7122	chr11	17991790	17992190	+	1000	267.0	[16.483538]	[94]	[]	[]	[17991984]	[]
322_7124	chr11	61446148	61446548	+	1000	267.0	[18.013842]	[104]	[7.3085103]	[85]	[61446349]	[61446330]
322_7126	chr12	9798014	9798414	+	1000	267.0	[]	[]	[11.708622]	[98]	[]	[9798209]
322_7129	chr12	55724598	55724998	+	1000	267.0	[6.469099, 11.964092]	[101, 157]	[]	[]	[55724788, 55724844]	[]
322_713	chr6	7339112	7339512	+	1000	459.0	[4.51859]	[72]	[15.264143, 9.567379]	[71, 111]	[7339282]	[7339281, 7339321]
322_7133	chr14	94136690	94137090	+	1000	267.0	[]	[]	[18.307497]	[102]	[]	[94136885]
322_7134	chr15	66619114	66619514	+	1000	267.0	[17.417057, 5.919933]	[99, 128]	[5.9864135]	[99]	[66619313, 66619342]	[66619313]
322_7137	chr17	32936904	32937304	+	1000	267.0	[11.673911]	[100]	[20.373463]	[100]	[32937102]	[32937102]
322_7141	chr19	4186384	4186784	+	1000	267.0	[]	[]	[12.048656]	[101]	[]	[4186581]
322_7147	chr2	69559684	69560084	+	1000	267.0	[13.403757, 7.098266]	[86, 89]	[4.5381327]	[86]	[69559870, 69559873]	[69559870]
322_7150	chr20	17939017	17939417	+	1000	267.0	[]	[]	[12.510934]	[97]	[]	[17939206]
322_7151	chr20	50790606	50791006	+	1000	267.0	[15.692818]	[94]	[]	[]	[50790795]	[]
322_7154	chr3	15557410	15557810	+	1000	267.0	[]	[]	[16.465414]	[92]	[]	[15557591]
322_7155	chr3	53113896	53114296	+	1000	267.0	[20.648224]	[108]	[]	[]	[53114099]	[]
322_7157	chr4	10164821	10165221	+	1000	267.0	[14.882562]	[99]	[]	[]	[10165013]	[]
322_7159	chr5	69007764	69008164	+	1000	267.0	[4.621929]	[92]	[16.323414]	[92]	[69007956]	[69007956]
322_7163	chr6	2158571	2158971	+	1000	267.0	[]	[]	[14.107901]	[80]	[]	[2158741]
322_7164	chr6	33172623	33173023	+	1000	267.0	[]	[]	[7.3661413, 4.8058147]	[103, 132]	[]	[33172823, 33172852]
322_7166	chr7	43439791	43440191	+	1000	267.0	[10.888871, 6.157671]	[86, 140]	[20.732405, 6.598065]	[86, 139]	[43439977, 43440031]	[43439977, 43440030]
322_7168	chr7	77940619	77941019	+	1000	267.0	[16.245533]	[100]	[]	[]	[77940818]	[]
322_7170	chr7	142412555	142412955	+	1000	267.0	[18.514294]	[107]	[7.252074]	[96]	[142412754]	[142412743]
322_7171	chr8	23296115	23296515	+	1000	267.0	[12.183002, 10.770335]	[83, 93]	[]	[]	[23296293, 23296303]	[]
322_7173	chr9	135086031	135086431	+	1000	267.0	[4.9000454]	[98]	[]	[]	[135086226]	[]
322_7175	chrX	15565222	15565622	+	1000	267.0	[]	[]	[8.971895]	[103]	[]	[15565422]
322_7176	chr1	28113031	28113431	+	1000	266.0	[]	[]	[15.346484]	[97]	[]	[28113225]
322_7178	chr1	43238078	43238478	+	1000	266.0	[12.077732]	[109]	[]	[]	[43238269]	[]
322_7179	chr1	93304626	93305026	+	1000	266.0	[17.554817]	[87]	[]	[]	[93304812]	[]
322_718	chr1	201895873	201896273	+	1000	457.0	[15.505115]	[99]	[11.079014]	[99]	[201896069]	[201896069]
322_7181	chr1	114757987	114758387	+	1000	266.0	[10.852813]	[112]	[11.23904]	[101]	[114758199]	[114758188]
322_7184	chr1	224050801	224051201	+	1000	266.0	[9.345875]	[101]	[14.130463]	[101]	[224050993]	[224050993]
322_7187	chr11	57131070	57131470	+	1000	266.0	[6.993325]	[93]	[]	[]	[57131260]	[]
322_719	chr18	3129276	3129676	+	1000	457.0	[6.251345]	[70]	[18.894262, 8.377416]	[70, 137]	[3129446]	[3129446, 3129513]
322_7192	chr12	113098325	113098725	+	1000	266.0	[]	[]	[16.681002]	[84]	[]	[113098506]
322_7199	chr16	87909333	87909733	+	1000	266.0	[7.08483, 5.8711863]	[58, 138]	[16.635374]	[104]	[87909487, 87909567]	[87909533]
322_720	chr20	38435231	38435631	+	1000	457.0	[]	[]	[11.373833]	[105]	[]	[38435435]
322_7204	chr19	35510348	35510748	+	1000	266.0	[21.0801, 5.69772]	[105, 115]	[4.482487, 10.451404, 5.533822]	[68, 105, 140]	[35510551, 35510561]	[35510514, 35510551, 35510586]
322_7206	chr19	46704447	46704847	+	1000	266.0	[18.440233]	[100]	[]	[]	[46704646]	[]
322_7207	chr19	50704154	50704554	+	1000	266.0	[11.885723]	[112]	[]	[]	[50704366]	[]
322_721	chr22	22745649	22746049	+	1000	457.0	[7.654359, 14.439366]	[92, 95]	[9.291857, 7.0217905]	[92, 95]	[22745837, 22745840]	[22745837, 22745840]
322_7214	chr22	16783834	16784234	+	1000	266.0	[9.858349]	[96]	[]	[]	[16784030]	[]
322_7215	chr22	17785214	17785614	+	1000	266.0	[]	[]	[7.0307302, 15.705391]	[78, 88]	[]	[17785386, 17785396]
322_7218	chr4	108834788	108835188	+	1000	266.0	[9.286923]	[97]	[]	[]	[108834981]	[]
322_7219	chr4	138871030	138871430	+	1000	266.0	[]	[]	[16.478224]	[88]	[]	[138871216]
322_722	chr9	129642042	129642442	+	1000	457.0	[7.6359253]	[149]	[14.443586]	[82]	[129642285]	[129642218]
322_7220	chr4	158729950	158730350	+	1000	266.0	[15.847386]	[86]	[]	[]	[158730136]	[]
322_7221	chr4	165131246	165131646	+	1000	266.0	[9.056878]	[86]	[]	[]	[165131429]	[]
322_7223	chr5	7754975	7755375	+	1000	266.0	[6.6760583]	[153]	[13.413759]	[112]	[7755226]	[7755185]
322_7230	chr6	85015385	85015785	+	1000	266.0	[]	[]	[13.835399]	[114]	[]	[85015594]
322_7231	chr6	105087572	105087972	+	1000	266.0	[18.31687]	[102]	[]	[]	[105087769]	[]
322_7233	chr6	154154378	154154778	+	1000	266.0	[20.966341]	[81]	[]	[]	[154154558]	[]
322_7236	chr7	101538789	101539189	+	1000	266.0	[]	[]	[20.9733]	[101]	[]	[101538982]
322_7237	chr7	142385432	142385832	+	1000	266.0	[20.236713]	[103]	[]	[]	[142385630]	[]
322_724	chr19	4328327	4328727	+	1000	456.0	[5.217441]	[143]	[5.567747]	[127]	[4328570]	[4328554]
322_7240	chr8	102197393	102197793	+	1000	266.0	[]	[]	[8.02316]	[107]	[]	[102197596]
322_7242	chr9	129142933	129143333	+	1000	266.0	[]	[]	[18.792776]	[90]	[]	[129143122]
322_7244	chr1	37692205	37692605	+	1000	265.0	[10.479521]	[82]	[]	[]	[37692384]	[]
322_7246	chr1	175757384	175757784	+	1000	265.0	[8.378734]	[93]	[]	[]	[175757575]	[]
322_7248	chr10	69958264	69958664	+	1000	265.0	[4.8704877]	[117]	[18.14395]	[106]	[69958476]	[69958465]
322_725	chr22	21726648	21727048	+	1000	456.0	[5.5229397]	[134]	[13.866414]	[94]	[21726877]	[21726837]
322_7251	chr11	64448781	64449181	+	1000	265.0	[17.310022]	[107]	[]	[]	[64448982]	[]
322_7257	chr12	32755093	32755493	+	1000	265.0	[10.586636]	[136]	[5.5293336, 6.623281]	[76, 97]	[32755322]	[32755262, 32755283]
322_7258	chr12	68830188	68830588	+	1000	265.0	[12.056234]	[113]	[10.898675]	[69]	[68830400]	[68830356]
322_7259	chr12	104109154	104109554	+	1000	265.0	[4.8494167]	[108]	[17.225082]	[108]	[104109353]	[104109353]
322_726	chr22	22321996	22322396	+	1000	456.0	[19.860178]	[78]	[]	[]	[22322172]	[]
322_7260	chr15	23642383	23642783	+	1000	265.0	[16.775194]	[107]	[5.4756837]	[107]	[23642588]	[23642588]
322_7263	chr15	100350083	100350483	+	1000	265.0	[16.84154]	[109]	[5.350187]	[109]	[100350291]	[100350291]
322_7266	chr16	85369936	85370336	+	1000	265.0	[15.665287]	[99]	[]	[]	[85370134]	[]
322_727	chr7	106542467	106542867	+	1000	456.0	[17.48106, 6.7670536]	[79, 151]	[]	[]	[106542645, 106542717]	[]
322_7270	chr17	81040775	81041175	+	1000	265.0	[15.075382]	[102]	[8.523636]	[101]	[81040972]	[81040971]
322_7271	chr19	3665829	3666229	+	1000	265.0	[19.485754]	[96]	[6.298789]	[85]	[3666019]	[3666008]
322_7272	chr19	18152500	18152900	+	1000	265.0	[]	[]	[11.737942]	[104]	[]	[18152700]
322_7275	chr19	45590914	45591314	+	1000	265.0	[5.571926]	[98]	[]	[]	[45591108]	[]
322_7278	chr2	45936356	45936756	+	1000	265.0	[7.7540474]	[68]	[12.395365]	[107]	[45936522]	[45936561]
322_7281	chr2	148989890	148990290	+	1000	265.0	[]	[]	[15.101649]	[104]	[]	[148990086]
322_7283	chr2	233443534	233443934	+	1000	265.0	[]	[]	[15.459391, 9.448819]	[96, 99]	[]	[233443721, 233443724]
322_7288	chr3	39378092	39378492	+	1000	265.0	[4.91661]	[97]	[19.59478]	[96]	[39378287]	[39378286]
322_729	chr11	2400202	2400602	+	1000	455.0	[15.931595]	[108]	[]	[]	[2400404]	[]
322_7290	chr3	187738798	187739198	+	1000	265.0	[5.229884]	[96]	[]	[]	[187738989]	[]
322_7292	chr4	76179812	76180212	+	1000	265.0	[21.423552]	[92]	[6.0073714]	[105]	[76180004]	[76180017]
322_7297	chr6	13194856	13195256	+	1000	265.0	[15.494857]	[88]	[]	[]	[13195043]	[]
322_7299	chr6	33148062	33148462	+	1000	265.0	[]	[]	[14.797283]	[93]	[]	[33148250]
322_7300	chr6	38997112	38997512	+	1000	265.0	[13.7539835]	[94]	[7.0767827]	[72]	[38997306]	[38997284]
322_7305	chr6	167898682	167899082	+	1000	265.0	[]	[]	[11.274669]	[93]	[]	[167898873]
322_7306	chr7	51161019	51161419	+	1000	265.0	[8.875944]	[93]	[14.212947]	[93]	[51161209]	[51161209]
322_7308	chr7	116802850	116803250	+	1000	265.0	[7.2017884]	[90]	[14.523765]	[89]	[116803040]	[116803039]
322_7310	chr7	137626458	137626858	+	1000	265.0	[5.6403503]	[148]	[16.86808]	[115]	[137626692]	[137626659]
322_7314	chr8	144326570	144326970	+	1000	265.0	[]	[]	[18.197865]	[74]	[]	[144326737]
322_7315	chr9	88578486	88578886	+	1000	265.0	[6.592384]	[109]	[19.219215, 5.574318]	[73, 134]	[88578694]	[88578658, 88578719]
322_7321	chr1	48109390	48109790	+	1000	264.0	[17.73661]	[101]	[]	[]	[48109583]	[]
322_7326	chr1	241834759	241835159	+	1000	264.0	[]	[]	[8.958057]	[96]	[]	[241834951]
322_7329	chr10	50561761	50562161	+	1000	264.0	[10.168116]	[92]	[]	[]	[50561953]	[]
322_7330	chr10	77837580	77837980	+	1000	264.0	[7.2952137]	[87]	[12.435436]	[122]	[77837763]	[77837798]
322_7333	chr11	45340023	45340423	+	1000	264.0	[17.557133]	[81]	[11.818138]	[81]	[45340198]	[45340198]
322_7334	chr11	65382218	65382618	+	1000	264.0	[19.545397, 6.384753]	[92, 122]	[]	[]	[65382406, 65382436]	[]
322_7335	chr11	65569996	65570396	+	1000	264.0	[5.821563]	[103]	[11.386025]	[102]	[65570192]	[65570191]
322_7337	chr11	69918808	69919208	+	1000	264.0	[17.387356]	[100]	[6.8373256]	[100]	[69919002]	[69919002]
322_734	chr17	46044299	46044699	+	1000	454.0	[19.420483]	[125]	[]	[]	[46044521]	[]
322_7340	chr12	48995401	48995801	+	1000	264.0	[]	[]	[14.836605, 5.462787, 8.73434]	[89, 121, 131]	[]	[48995590, 48995622, 48995632]
322_7341	chr14	67359899	67360299	+	1000	264.0	[]	[]	[12.987986]	[91]	[]	[67360082]
322_7342	chr14	76875986	76876386	+	1000	264.0	[15.134466]	[100]	[]	[]	[76876184]	[]
322_7344	chr15	79339989	79340389	+	1000	264.0	[15.903448]	[103]	[]	[]	[79340188]	[]
322_7348	chr17	65231697	65232097	+	1000	264.0	[12.336321]	[102]	[]	[]	[65231892]	[]
322_7349	chr17	75404136	75404536	+	1000	264.0	[5.957869]	[121]	[]	[]	[75404356]	[]
322_735	chr22	41576876	41577276	+	1000	454.0	[18.179174]	[111]	[8.225386]	[111]	[41577083]	[41577083]
322_7350	chr17	81253292	81253692	+	1000	264.0	[20.199003, 8.543103]	[103, 106]	[5.374486]	[103]	[81253495, 81253498]	[81253495]
322_7351	chr17	82781765	82782165	+	1000	264.0	[20.325537]	[88]	[7.686444]	[78]	[82781951]	[82781941]
322_7353	chr18	7022264	7022664	+	1000	264.0	[]	[]	[14.693478]	[115]	[]	[7022477]
322_7354	chr18	10560434	10560834	+	1000	264.0	[21.428804]	[97]	[4.4280725]	[97]	[10560628]	[10560628]
322_7356	chr19	12832601	12833001	+	1000	264.0	[17.646517]	[113]	[]	[]	[12832806]	[]
322_736	chr6	106084667	106085067	+	1000	454.0	[5.1743402]	[140]	[11.967113]	[139]	[106084898]	[106084897]
322_7360	chr2	11477902	11478302	+	1000	264.0	[20.216839]	[104]	[9.304403]	[104]	[11478101]	[11478101]
322_7361	chr2	44955600	44956000	+	1000	264.0	[]	[]	[14.524752]	[101]	[]	[44955800]
322_7362	chr2	60581777	60582177	+	1000	264.0	[4.5799785]	[97]	[9.626845]	[110]	[60581962]	[60581975]
322_7363	chr2	74690562	74690962	+	1000	264.0	[8.856251]	[100]	[]	[]	[74690756]	[]
322_7365	chr20	35463702	35464102	+	1000	264.0	[14.564934]	[98]	[]	[]	[35463893]	[]
322_7368	chr3	3200620	3201020	+	1000	264.0	[18.774033]	[108]	[]	[]	[3200812]	[]
322_7369	chr3	4720645	4721045	+	1000	264.0	[10.724798]	[98]	[]	[]	[4720833]	[]
322_7372	chr4	56301474	56301874	+	1000	264.0	[4.9105644]	[107]	[15.019312]	[97]	[56301674]	[56301664]
322_7374	chr4	159175505	159175905	+	1000	264.0	[]	[]	[18.42685]	[111]	[]	[159175709]
322_7375	chr5	72308390	72308790	+	1000	264.0	[7.140306]	[80]	[6.457811, 15.129714]	[59, 98]	[72308568]	[72308547, 72308586]
322_7376	chr5	82225551	82225951	+	1000	264.0	[6.931414]	[131]	[4.4791493, 11.565395]	[95, 105]	[82225781]	[82225745, 82225755]
322_7377	chr5	164504165	164504565	+	1000	264.0	[]	[]	[13.965052]	[81]	[]	[164504346]
322_7378	chr5	170216251	170216651	+	1000	264.0	[]	[]	[9.177871]	[100]	[]	[170216450]
322_738	chr1	212034897	212035297	+	1000	453.0	[]	[]	[14.385748]	[93]	[]	[212035084]
322_7381	chr6	49607106	49607506	+	1000	264.0	[]	[]	[16.043339]	[103]	[]	[49607302]
322_7383	chr7	99040362	99040762	+	1000	264.0	[15.362318, 6.507577]	[100, 110]	[]	[]	[99040553, 99040563]	[]
322_7384	chr8	26571209	26571609	+	1000	264.0	[20.624384]	[103]	[4.3552237]	[103]	[26571409]	[26571409]
322_7385	chr8	38384947	38385347	+	1000	264.0	[]	[]	[15.150385]	[98]	[]	[38385143]
322_7386	chr8	84626092	84626492	+	1000	264.0	[14.688123]	[78]	[6.4700994]	[78]	[84626267]	[84626267]
322_7387	chr8	123693743	123694143	+	1000	264.0	[]	[]	[13.171336]	[93]	[]	[123693930]
322_7388	chr8	140831086	140831486	+	1000	264.0	[19.215622]	[83]	[]	[]	[140831269]	[]
322_739	chr11	88544346	88544746	+	1000	453.0	[9.648081]	[115]	[11.145063]	[114]	[88544559]	[88544558]
322_7390	chr9	35646734	35647134	+	1000	264.0	[6.078385, 8.826547]	[95, 98]	[]	[]	[35646922, 35646925]	[]
322_7392	chr9	123354035	123354435	+	1000	264.0	[15.296911, 4.463649]	[96, 141]	[]	[]	[123354230, 123354275]	[]
322_7396	chrX	49043676	49044076	+	1000	264.0	[]	[]	[14.429568]	[114]	[]	[49043886]
322_7401	chr1	52127419	52127819	+	1000	263.0	[6.1216927, 14.379037]	[95, 98]	[]	[]	[52127608, 52127611]	[]
322_7404	chr1	168637374	168637774	+	1000	263.0	[13.639427]	[108]	[]	[]	[168637578]	[]
322_7406	chr10	69413240	69413640	+	1000	263.0	[4.4426622]	[100]	[13.94017]	[99]	[69413435]	[69413434]
322_7409	chr11	14300697	14301097	+	1000	263.0	[5.986618]	[99]	[5.6427197]	[99]	[14300895]	[14300895]
322_741	chr19	2236204	2236604	+	1000	453.0	[4.790249]	[101]	[]	[]	[2236400]	[]
322_7411	chr11	67351166	67351566	+	1000	263.0	[21.007025, 12.656354]	[92, 102]	[5.1617923]	[92]	[67351357, 67351367]	[67351357]
322_7413	chr12	57175831	57176231	+	1000	263.0	[]	[]	[17.961637]	[114]	[]	[57176041]
322_7414	chr12	127381063	127381463	+	1000	263.0	[5.659118]	[96]	[15.22951]	[95]	[127381256]	[127381255]
322_7415	chr15	39756882	39757282	+	1000	263.0	[]	[]	[19.545864]	[90]	[]	[39757064]
322_7417	chr15	74631938	74632338	+	1000	263.0	[]	[]	[20.40289]	[102]	[]	[74632130]
322_742	chr2	48420733	48421133	+	1000	453.0	[7.0750213]	[137]	[18.37497]	[79]	[48420967]	[48420909]
322_7420	chr16	29848497	29848897	+	1000	263.0	[6.1656284]	[92]	[6.6976633, 17.110909]	[82, 92]	[29848687]	[29848677, 29848687]
322_7422	chr17	4215337	4215737	+	1000	263.0	[16.900534]	[86]	[]	[]	[4215520]	[]
322_7424	chr17	41648613	41649013	+	1000	263.0	[15.5345545]	[103]	[4.906678]	[103]	[41648806]	[41648806]
322_7426	chr17	77246998	77247398	+	1000	263.0	[]	[]	[7.969534, 17.286259]	[66, 104]	[]	[77247154, 77247192]
322_7427	chr18	11732946	11733346	+	1000	263.0	[14.378617]	[85]	[10.204181]	[85]	[11733128]	[11733128]
322_7430	chr19	19532184	19532584	+	1000	263.0	[21.403809]	[107]	[]	[]	[19532382]	[]
322_7433	chr2	37877476	37877876	+	1000	263.0	[]	[]	[16.80346]	[104]	[]	[37877672]
322_7434	chr2	42095907	42096307	+	1000	263.0	[19.72714]	[95]	[]	[]	[42096095]	[]
322_7435	chr2	47767880	47768280	+	1000	263.0	[]	[]	[22.717043]	[104]	[]	[47768073]
322_7436	chr2	70948427	70948827	+	1000	263.0	[]	[]	[15.946801]	[105]	[]	[70948622]
322_7438	chr2	113249146	113249546	+	1000	263.0	[17.680618]	[103]	[]	[]	[113249345]	[]
322_7440	chr2	175366732	175367132	+	1000	263.0	[10.3326025]	[106]	[]	[]	[175366933]	[]
322_7441	chr20	5222946	5223346	+	1000	263.0	[]	[]	[16.281454]	[98]	[]	[5223141]
322_7444	chr20	47663748	47664148	+	1000	263.0	[17.297691]	[98]	[]	[]	[47663941]	[]
322_7446	chr22	23223943	23224343	+	1000	263.0	[]	[]	[11.028049]	[99]	[]	[23224139]
322_7450	chr3	142993969	142994369	+	1000	263.0	[9.923243]	[111]	[14.303163]	[111]	[142994169]	[142994169]
322_7451	chr3	185977397	185977797	+	1000	263.0	[21.423552]	[107]	[]	[]	[185977594]	[]
322_7452	chr4	987105	987505	+	1000	263.0	[]	[]	[6.167492, 6.5832267]	[91, 132]	[]	[987294, 987335]
322_7453	chr4	122716833	122717233	+	1000	263.0	[]	[]	[13.913702]	[87]	[]	[122717020]
322_7455	chr5	317105	317505	+	1000	263.0	[12.4315]	[91]	[5.3222775]	[91]	[317296]	[317296]
322_7457	chr5	138222772	138223172	+	1000	263.0	[10.977119]	[83]	[]	[]	[138222954]	[]
322_7458	chr5	149035266	149035666	+	1000	263.0	[]	[]	[14.8288]	[102]	[]	[149035466]
322_7466	chr7	116984816	116985216	+	1000	263.0	[16.49946]	[104]	[]	[]	[116985007]	[]
322_7467	chr8	38067114	38067514	+	1000	263.0	[]	[]	[15.171473]	[89]	[]	[38067303]
322_7469	chr8	70668348	70668748	+	1000	263.0	[]	[]	[14.570925]	[92]	[]	[70668536]
322_747	chr1	230642157	230642557	+	1000	452.0	[13.066747]	[99]	[4.902881]	[99]	[230642356]	[230642356]
322_7470	chr8	141431453	141431853	+	1000	263.0	[6.7868543]	[59]	[21.440083, 5.9180827]	[91, 142]	[141431609]	[141431641, 141431692]
322_7473	chr9	125374694	125375094	+	1000	263.0	[]	[]	[16.945778]	[101]	[]	[125374895]
322_7474	chr9	132411057	132411457	+	1000	263.0	[10.02472]	[92]	[]	[]	[132411239]	[]
322_7475	chr9	136842239	136842639	+	1000	263.0	[9.182564]	[100]	[4.774275]	[56]	[136842436]	[136842392]
322_7477	chrX	47193480	47193880	+	1000	263.0	[18.388481]	[106]	[]	[]	[47193673]	[]
322_7478	chrX	52934684	52935084	+	1000	263.0	[4.5633683]	[92]	[16.830711]	[92]	[52934875]	[52934875]
322_7488	chr11	44094257	44094657	+	1000	262.0	[19.173813]	[89]	[5.922687]	[89]	[44094444]	[44094444]
322_7491	chr11	57480307	57480707	+	1000	262.0	[6.378133]	[105]	[16.35761]	[94]	[57480504]	[57480493]
322_7492	chr11	69643318	69643718	+	1000	262.0	[]	[]	[13.108353]	[88]	[]	[69643504]
322_7493	chr11	75144416	75144816	+	1000	262.0	[15.835088]	[108]	[7.135537]	[108]	[75144618]	[75144618]
322_7494	chr11	75563997	75564397	+	1000	262.0	[7.0477147, 9.8972225, 8.955027]	[98, 139, 142]	[12.16953, 5.1363034, 6.2126913]	[91, 98, 120]	[75564187, 75564228, 75564231]	[75564180, 75564187, 75564209]
322_7496	chr11	120235004	120235404	+	1000	262.0	[19.542925]	[100]	[]	[]	[120235203]	[]
322_7497	chr12	27940791	27941191	+	1000	262.0	[]	[]	[18.66776]	[102]	[]	[27940979]
322_7499	chr12	69639415	69639815	+	1000	262.0	[13.069442]	[100]	[17.617422]	[100]	[69639602]	[69639602]
322_75	chr20	58209810	58210210	+	1000	680.0	[]	[]	[15.01651, 15.27793]	[69, 121]	[]	[58209979, 58210031]
322_7501	chr12	111451660	111452060	+	1000	262.0	[]	[]	[20.00742]	[91]	[]	[111451851]
322_7502	chr12	124032270	124032670	+	1000	262.0	[4.359737]	[93]	[16.370592]	[92]	[124032458]	[124032457]
322_7504	chr14	105352211	105352611	+	1000	262.0	[4.388844]	[104]	[16.357037]	[103]	[105352415]	[105352414]
322_7506	chr15	68651062	68651462	+	1000	262.0	[]	[]	[8.860579, 9.341417]	[70, 106]	[]	[68651227, 68651263]
322_7513	chr16	72502089	72502489	+	1000	262.0	[14.069862]	[96]	[]	[]	[72502275]	[]
322_7514	chr16	88812219	88812619	+	1000	262.0	[11.375569]	[100]	[6.681652]	[116]	[88812410]	[88812426]
322_7515	chr17	34638226	34638626	+	1000	262.0	[11.368046]	[108]	[7.2186904, 16.515554, 5.901165]	[95, 105, 127]	[34638431]	[34638418, 34638428, 34638450]
322_7517	chr17	63990388	63990788	+	1000	262.0	[6.7546315]	[116]	[14.580501, 14.38541, 4.38706]	[79, 105, 116]	[63990602]	[63990565, 63990591, 63990602]
322_7519	chr17	75289505	75289905	+	1000	262.0	[4.708025]	[135]	[]	[]	[75289727]	[]
322_7520	chr17	77430044	77430444	+	1000	262.0	[15.860464]	[100]	[]	[]	[77430243]	[]
322_7523	chr18	57557839	57558239	+	1000	262.0	[22.003733]	[126]	[8.540557, 4.441689]	[56, 126]	[57558062]	[57557992, 57558062]
322_7524	chr19	10424287	10424687	+	1000	262.0	[]	[]	[20.18808]	[94]	[]	[10424477]
322_7527	chr19	38729665	38730065	+	1000	262.0	[20.04858, 5.8662148]	[99, 118]	[4.581868, 9.441527]	[115, 118]	[38729862, 38729881]	[38729878, 38729881]
322_7528	chr19	42529234	42529634	+	1000	262.0	[5.67223]	[106]	[12.869739]	[105]	[42529436]	[42529435]
322_7532	chr2	85266462	85266862	+	1000	262.0	[18.447788]	[92]	[]	[]	[85266646]	[]
322_7533	chr2	99490368	99490768	+	1000	262.0	[]	[]	[15.330663]	[97]	[]	[99490560]
322_7534	chr2	118855628	118856028	+	1000	262.0	[5.40837]	[102]	[12.639922]	[102]	[118855827]	[118855827]
322_7535	chr2	178306350	178306750	+	1000	262.0	[10.104233]	[102]	[6.496781]	[99]	[178306548]	[178306545]
322_7538	chr21	34889997	34890397	+	1000	262.0	[15.209104]	[109]	[5.3475103]	[98]	[34890200]	[34890189]
322_7541	chr3	137013859	137014259	+	1000	262.0	[9.454513]	[69]	[20.764465]	[109]	[137014020]	[137014060]
322_7544	chr4	89024044	89024444	+	1000	262.0	[7.2632947]	[112]	[16.872278]	[112]	[89024252]	[89024252]
