#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_47571	chr22	11968921	11969321	+	748	35.5	[14.245327, 9.241764]	[99, 133]	[]	[]	[11969104, 11969138]	[]
758_47572	chr22	16617555	16617955	+	695	35.5	[]	[]	[6.863072]	[89]	[]	[16617743]
758_47574	chr22	19212420	19212820	+	607	35.5	[7.2884393, 7.87297, 7.2884393, 7.2884393]	[80, 96, 119, 133]	[]	[]	[19212583, 19212599, 19212622, 19212636]	[]
758_47577	chr22	19490473	19490873	+	748	35.5	[]	[]	[8.1006775]	[123]	[]	[19490687]
758_47578	chr22	19804612	19805012	+	698	35.5	[9.957938]	[100]	[9.957938]	[174]	[19804767]	[19804841]
758_4758	chr16	31459247	31459647	+	1000	164.0	[]	[]	[6.6800203, 9.442706]	[107, 115]	[]	[31459454, 31459462]
758_47580	chr22	19950594	19950994	+	740	35.5	[6.7661796]	[194]	[]	[]	[19950832]	[]
758_47581	chr22	20039165	20039565	+	730	35.5	[]	[]	[9.373037]	[80]	[]	[20039336]
758_47583	chr22	20119912	20120312	+	779	35.5	[]	[]	[9.56255]	[102]	[]	[20120074]
758_47585	chr22	20775029	20775429	+	777	35.5	[7.5565295, 8.859356]	[149, 217]	[7.2884393]	[207]	[20775189, 20775257]	[20775247]
758_47588	chr22	21689920	21690320	+	743	35.5	[6.863072, 7.5565295]	[92, 170]	[]	[]	[21690092, 21690170]	[]
758_47589	chr22	21761138	21761538	+	667	35.5	[7.6377397]	[76]	[]	[]	[21761302]	[]
758_47591	chr22	21906101	21906501	+	781	35.5	[6.8930507]	[111]	[]	[]	[21906310]	[]
758_47592	chr22	21936287	21936687	+	735	35.5	[]	[]	[6.7416005]	[123]	[]	[21936483]
758_47593	chr22	21936969	21937369	+	768	35.5	[8.458068]	[191]	[]	[]	[21937185]	[]
758_47594	chr22	22031984	22032384	+	768	35.5	[]	[]	[6.863072, 11.127567]	[58, 95]	[]	[22032137, 22032174]
758_47595	chr22	22752375	22752775	+	690	35.5	[11.127567, 11.127567]	[112, 183]	[]	[]	[22752540, 22752611]	[]
758_47599	chr22	23005965	23006365	+	728	35.5	[7.037342, 9.802997]	[120, 156]	[]	[]	[23006162, 23006198]	[]
758_4760	chr17	81637054	81637454	+	1000	164.0	[11.54585, 10.7555]	[133, 147]	[]	[]	[81637282, 81637296]	[]
758_47600	chr22	23208775	23209175	+	759	35.5	[]	[]	[7.3734775]	[141]	[]	[23209000]
758_47605	chr22	37791829	37792229	+	782	35.5	[]	[]	[6.8930507]	[85]	[]	[37792004]
758_47607	chr22	38788324	38788724	+	734	35.5	[]	[]	[7.250373]	[146]	[]	[38788537]
758_4761	chr2	26033132	26033532	+	1000	164.0	[]	[]	[8.428089]	[134]	[]	[26033358]
758_47610	chr22	46069433	46069833	+	690	35.5	[7.5565295]	[108]	[]	[]	[46069625]	[]
758_47611	chr22	46762535	46762935	+	554	35.5	[11.54585]	[114]	[]	[]	[46762709]	[]
758_47614	chr3	5442032	5442432	+	672	35.5	[]	[]	[6.673559]	[104]	[]	[5442210]
758_47615	chr3	9353195	9353595	+	572	35.5	[]	[]	[7.87297]	[140]	[]	[9353423]
758_47618	chr3	14288146	14288546	+	579	35.5	[]	[]	[7.220394]	[162]	[]	[14288378]
758_4762	chr2	218679123	218679523	+	1000	164.0	[]	[]	[8.1006775]	[100]	[]	[218679304]
758_47620	chr3	23921037	23921437	+	604	35.5	[]	[]	[11.362798]	[155]	[]	[23921221]
758_47623	chr3	33944237	33944637	+	703	35.5	[6.873926]	[174]	[]	[]	[33944432]	[]
758_47626	chr3	42443715	42444115	+	699	35.5	[]	[]	[7.250373]	[151]	[]	[42443948]
758_47629	chr3	48743744	48744144	+	571	35.5	[]	[]	[6.8930507]	[119]	[]	[48743926]
758_4763	chr20	44885252	44885652	+	1000	164.0	[]	[]	[7.6377397]	[146]	[]	[44885493]
758_47632	chr3	119418155	119418555	+	693	35.5	[]	[]	[8.245038]	[176]	[]	[119418379]
758_47635	chr3	129444109	129444509	+	772	35.5	[6.7661796]	[76]	[]	[]	[129444272]	[]
758_47636	chr3	130258423	130258823	+	742	35.5	[]	[]	[8.245038]	[133]	[]	[130258640]
758_47638	chr3	138864420	138864820	+	754	35.5	[]	[]	[6.863072]	[189]	[]	[138864661]
758_47639	chr3	143328465	143328865	+	726	35.5	[]	[]	[7.0754085, 9.438231]	[97, 169]	[]	[143328632, 143328704]
758_4764	chr20	47199942	47200342	+	1000	164.0	[7.5565295]	[129]	[]	[]	[47200166]	[]
758_47642	chr3	168164585	168164985	+	755	35.5	[10.7555]	[145]	[7.0754085]	[174]	[168164798]	[168164827]
758_47643	chr3	169953475	169953875	+	774	35.5	[8.056022]	[108]	[]	[]	[169953661]	[]
758_47644	chr3	171803080	171803480	+	783	35.5	[7.0754085]	[156]	[7.87297]	[107]	[171803313]	[171803264]
758_47645	chr3	179604581	179604981	+	757	35.5	[]	[]	[8.458068]	[148]	[]	[179604795]
758_47646	chr3	185161873	185162273	+	776	35.5	[6.8930507, 8.693299]	[82, 127]	[]	[]	[185162032, 185162077]	[]
758_47647	chr3	186107537	186107937	+	683	35.5	[7.5565295]	[104]	[]	[]	[186107689]	[]
758_47648	chr3	191434002	191434402	+	772	35.5	[6.780856]	[128]	[]	[]	[191434211]	[]
758_4765	chr3	12878782	12879182	+	1000	164.0	[7.25846]	[147]	[]	[]	[12879026]	[]
758_47650	chr3	195154893	195155293	+	718	35.5	[8.87635]	[71]	[]	[]	[195155049]	[]
758_47653	chr3	196837903	196838303	+	763	35.5	[]	[]	[8.245038]	[120]	[]	[196838108]
758_47654	chr4	646516	646916	+	665	35.5	[]	[]	[10.770176]	[137]	[]	[646737]
758_47655	chr4	1870207	1870607	+	717	35.5	[7.0754085]	[110]	[]	[]	[1870406]	[]
758_4766	chr4	87053791	87054191	+	1000	164.0	[6.780856, 7.6377397]	[107, 114]	[]	[]	[87053993, 87054000]	[]
758_47660	chr4	48689484	48689884	+	652	35.5	[]	[]	[6.743228]	[101]	[]	[48689681]
758_47661	chr4	49147590	49147990	+	698	35.5	[]	[]	[7.87297, 9.442706]	[105, 155]	[]	[49147764, 49147814]
758_47664	chr4	74005413	74005813	+	701	35.5	[]	[]	[6.780856, 14.245327]	[72, 82]	[]	[74005573, 74005583]
758_47665	chr4	74154825	74155225	+	709	35.5	[7.250373]	[99]	[]	[]	[74155006]	[]
758_47666	chr4	77093029	77093429	+	755	35.5	[]	[]	[9.957938]	[121]	[]	[77093229]
758_47667	chr4	78734323	78734723	+	567	35.5	[]	[]	[9.802997]	[132]	[]	[78734554]
758_4767	chr5	78526996	78527396	+	1000	164.0	[]	[]	[8.693299]	[108]	[]	[78527199]
758_47672	chr4	139189982	139190382	+	691	35.5	[9.081597]	[96]	[]	[]	[139190160]	[]
758_47674	chr4	163544283	163544683	+	730	35.5	[7.25846]	[134]	[6.9204674]	[154]	[163544467]	[163544487]
758_47675	chr4	173170334	173170734	+	616	35.5	[]	[]	[10.7555]	[177]	[]	[173170575]
758_47676	chr4	174152769	174153169	+	752	35.5	[11.127567]	[115]	[]	[]	[174152964]	[]
758_47677	chr4	174490546	174490946	+	666	35.5	[6.660896]	[146]	[]	[]	[174490785]	[]
758_47679	chr4	184370654	184371054	+	727	35.5	[10.7555]	[156]	[]	[]	[184370884]	[]
758_4768	chr5	139482175	139482575	+	1000	164.0	[7.220394]	[141]	[14.245327]	[132]	[139482410]	[139482401]
758_47680	chr4	184472035	184472435	+	740	35.5	[7.280349]	[111]	[]	[]	[184472233]	[]
758_47681	chr5	34245877	34246277	+	658	35.5	[]	[]	[6.780856]	[142]	[]	[34246082]
758_47683	chr5	43104095	43104495	+	756	35.5	[8.690641]	[139]	[]	[]	[43104295]	[]
758_47685	chr5	60794938	60795338	+	772	35.5	[6.6800203]	[127]	[]	[]	[60795150]	[]
758_47687	chr5	68290197	68290597	+	769	35.5	[6.7661796]	[137]	[]	[]	[68290412]	[]
758_47689	chr5	72237487	72237887	+	726	35.5	[6.738754, 7.6377397, 9.373037]	[97, 138, 145]	[]	[]	[72237663, 72237704, 72237711]	[]
758_4769	chr6	37427069	37427469	+	1000	164.0	[]	[]	[6.685237]	[133]	[]	[37427290]
758_47690	chr5	76540238	76540638	+	630	35.5	[6.7687325]	[63]	[]	[]	[76540399]	[]
758_47691	chr5	76874012	76874412	+	658	35.5	[]	[]	[11.575829]	[124]	[]	[76874192]
758_47693	chr5	90608604	90609004	+	570	35.5	[11.54585]	[80]	[]	[]	[90608759]	[]
758_47694	chr5	95926993	95927393	+	680	35.5	[6.780856, 6.6800203]	[127, 159]	[]	[]	[95927172, 95927204]	[]
758_47695	chr5	112963895	112964295	+	624	35.5	[10.7555]	[171]	[]	[]	[112964129]	[]
758_47696	chr5	121144733	121145133	+	719	35.5	[7.220394]	[133]	[]	[]	[121144959]	[]
758_47701	chr5	138759231	138759631	+	740	35.5	[11.575829, 7.2884393]	[144, 153]	[]	[]	[138759465, 138759474]	[]
758_47703	chr5	141591948	141592348	+	713	35.5	[]	[]	[7.220394]	[198]	[]	[141592191]
758_47704	chr5	149680490	149680890	+	620	35.5	[]	[]	[11.575829]	[103]	[]	[149680652]
758_47708	chr5	163505754	163506154	+	762	35.5	[8.245038]	[176]	[]	[]	[163505970]	[]
758_47709	chr6	2760774	2761174	+	778	35.5	[6.685237]	[61]	[]	[]	[2760929]	[]
758_4771	chr6	139649631	139650031	+	1000	164.0	[]	[]	[6.8930507, 14.245327]	[126, 135]	[]	[139649856, 139649865]
758_47711	chr6	3019727	3020127	+	678	35.5	[]	[]	[7.87297]	[184]	[]	[3019926]
758_47712	chr6	3353597	3353997	+	689	35.5	[7.220394]	[112]	[]	[]	[3353779]	[]
758_47713	chr6	3405719	3406119	+	722	35.5	[]	[]	[10.256007]	[114]	[]	[3405919]
758_47715	chr6	6689394	6689794	+	713	35.5	[6.673559]	[64]	[]	[]	[6689557]	[]
758_47718	chr6	10510475	10510875	+	754	35.5	[10.7555]	[93]	[]	[]	[10510651]	[]
758_4772	chr8	22089424	22089824	+	1000	164.0	[]	[]	[6.6800203, 8.245038]	[139, 161]	[]	[22089608, 22089630]
758_47722	chr6	15870397	15870797	+	784	35.5	[]	[]	[14.245327, 6.685237, 6.8401775, 9.442706]	[92, 113, 120, 144]	[]	[15870583, 15870604, 15870611, 15870635]
758_47724	chr6	27643007	27643407	+	731	35.5	[6.743228]	[108]	[]	[]	[27643215]	[]
758_47725	chr6	27758155	27758555	+	743	35.5	[]	[]	[7.6377397, 10.256007]	[104, 113]	[]	[27758341, 27758350]
758_47727	chr6	31949909	31950309	+	689	35.5	[11.54585]	[129]	[]	[]	[31950091]	[]
758_47729	chr6	34890143	34890543	+	779	35.5	[7.220394]	[165]	[]	[]	[34890323]	[]
758_47730	chr6	35669016	35669416	+	766	35.5	[9.56255]	[103]	[6.7687325]	[112]	[35669194]	[35669203]
758_47732	chr6	37145412	37145812	+	549	35.5	[9.373037]	[125]	[]	[]	[37145618]	[]
758_47734	chr6	37565934	37566334	+	767	35.5	[6.6800203]	[174]	[]	[]	[37566181]	[]
758_47735	chr6	43722830	43723230	+	774	35.5	[6.8401775]	[114]	[]	[]	[43722997]	[]
758_47740	chr6	53532447	53532847	+	775	35.5	[]	[]	[6.780856]	[141]	[]	[53532660]
758_47741	chr6	69072770	69073170	+	762	35.5	[]	[]	[6.7416005]	[93]	[]	[69072943]
758_47743	chr6	88814885	88815285	+	612	35.5	[]	[]	[6.780856]	[91]	[]	[88815072]
758_47745	chr6	119559231	119559631	+	756	35.5	[14.245327]	[116]	[]	[]	[119559445]	[]
758_47746	chr6	125102260	125102660	+	775	35.5	[9.957938, 8.693299, 10.7555]	[80, 91, 112]	[7.5865083]	[143]	[125102423, 125102434, 125102455]	[125102486]
758_47747	chr6	126339731	126340131	+	561	35.5	[6.8401775]	[148]	[]	[]	[126339934]	[]
758_47748	chr6	134899532	134899932	+	695	35.5	[]	[]	[11.575829]	[93]	[]	[134899704]
758_47749	chr6	135056208	135056608	+	724	35.5	[]	[]	[6.738754]	[126]	[]	[135056391]
758_47750	chr6	135346830	135347230	+	774	35.5	[7.5565295]	[72]	[]	[]	[135346996]	[]
758_47752	chr6	138590855	138591255	+	624	35.5	[9.081597]	[104]	[]	[]	[138591058]	[]
758_47753	chr6	143527287	143527687	+	782	35.5	[]	[]	[6.7035384, 11.575829, 7.037342]	[90, 96, 152]	[]	[143527446, 143527452, 143527508]
758_47758	chr6	158167159	158167559	+	770	35.5	[7.037342]	[70]	[]	[]	[158167325]	[]
758_4776	chrX	11254387	11254787	+	1000	164.0	[]	[]	[8.708212, 7.652416]	[121, 148]	[]	[11254582, 11254609]
758_47760	chr6	163396522	163396922	+	554	35.5	[]	[]	[10.7555]	[67]	[]	[163396685]
758_47764	chr7	6577351	6577751	+	765	35.5	[]	[]	[6.7416005]	[145]	[]	[6577574]
758_47765	chr7	7614023	7614423	+	676	35.5	[]	[]	[6.743228]	[164]	[]	[7614270]
758_47767	chr7	12210306	12210706	+	780	35.5	[8.428089]	[233]	[9.543426, 6.738754]	[144, 185]	[12210547]	[12210458, 12210499]
758_47768	chr7	13982870	13983270	+	684	35.5	[10.7555]	[70]	[]	[]	[13983031]	[]
758_4777	chr1	43904595	43904995	+	1000	163.5	[]	[]	[6.7687325, 8.245038, 9.438231, 11.575829, 8.245038, 8.245038]	[95, 101, 125, 131, 137, 170]	[]	[43904769, 43904775, 43904799, 43904805, 43904811, 43904844]
758_47770	chr7	23011210	23011610	+	709	35.5	[]	[]	[7.250373]	[166]	[]	[23011424]
758_47771	chr7	32513913	32514313	+	642	35.5	[7.652416]	[110]	[11.575829, 11.575829]	[127, 155]	[32514094]	[32514111, 32514139]
758_47772	chr7	32663565	32663965	+	660	35.5	[9.919872, 6.863072]	[138, 163]	[]	[]	[32663769, 32663794]	[]
758_47773	chr7	35036566	35036966	+	701	35.5	[9.411099]	[104]	[]	[]	[35036744]	[]
758_47775	chr7	73518842	73519242	+	751	35.5	[]	[]	[6.673559]	[77]	[]	[73519016]
758_47776	chr7	74290922	74291322	+	769	35.5	[6.8439474]	[146]	[]	[]	[74291117]	[]
758_47777	chr7	75649473	75649873	+	773	35.5	[7.220394]	[158]	[]	[]	[75649715]	[]
758_4778	chr1	156503335	156503735	+	1000	163.5	[8.056022, 7.250373]	[94, 101]	[]	[]	[156503515, 156503522]	[]
758_47782	chr7	99837807	99838207	+	618	35.5	[]	[]	[7.2884393]	[148]	[]	[99838015]
758_47783	chr7	100440775	100441175	+	711	35.5	[]	[]	[6.863072]	[138]	[]	[100441009]
758_47784	chr7	100629372	100629772	+	744	35.5	[]	[]	[6.780856, 7.0754085]	[101, 158]	[]	[100629530, 100629587]
758_47788	chr7	108008556	108008956	+	769	35.5	[]	[]	[11.575829]	[160]	[]	[108008785]
758_47793	chr7	127391419	127391819	+	752	35.5	[]	[]	[7.5565295]	[212]	[]	[127391654]
758_47794	chr7	128186262	128186662	+	590	35.5	[]	[]	[8.458068, 8.690641]	[87, 157]	[]	[128186425, 128186495]
758_47797	chr7	130133386	130133786	+	769	35.5	[]	[]	[6.6800203]	[204]	[]	[130133636]
758_47798	chr7	130201909	130202309	+	786	35.5	[7.6377397]	[156]	[]	[]	[130202094]	[]
758_47799	chr7	135936823	135937223	+	704	35.5	[8.734424]	[123]	[]	[]	[135937027]	[]
758_4780	chr11	6568484	6568884	+	1000	163.5	[]	[]	[9.373037]	[110]	[]	[6568686]
758_47801	chr7	138697889	138698289	+	783	35.5	[8.245038, 7.87297, 7.87297, 6.7687325, 8.458068]	[61, 86, 107, 148, 151]	[]	[]	[138698050, 138698075, 138698096, 138698137, 138698140]	[]
758_47802	chr7	140404629	140405029	+	711	35.5	[7.220394, 6.873926, 14.245327]	[73, 90, 160]	[]	[]	[140404789, 140404806, 140404876]	[]
758_47803	chr7	142811282	142811682	+	610	35.5	[]	[]	[8.693299, 7.2884393]	[101, 129]	[]	[142811467, 142811495]
758_47804	chr7	149320425	149320825	+	782	35.5	[]	[]	[9.442706, 9.543426, 9.081597]	[84, 133, 167]	[]	[149320578, 149320627, 149320661]
758_47805	chr7	149496271	149496671	+	751	35.5	[6.7687325]	[59]	[]	[]	[149496424]	[]
758_47806	chr7	149625492	149625892	+	767	35.5	[]	[]	[7.5565295]	[183]	[]	[149625733]
758_4781	chr12	6875589	6875989	+	1000	163.5	[7.87297]	[128]	[]	[]	[6875802]	[]
758_47813	chr7	153190445	153190845	+	732	35.5	[]	[]	[6.8930507, 7.5565295]	[69, 75]	[]	[153190596, 153190602]
758_47814	chr7	155610790	155611190	+	742	35.5	[]	[]	[6.7416005]	[86]	[]	[155610943]
758_47818	chr8	965987	966387	+	625	35.5	[7.1035194, 7.5565295]	[136, 178]	[]	[]	[966196, 966238]	[]
758_4782	chr12	28242378	28242778	+	1000	163.5	[6.7416005]	[64]	[]	[]	[28242532]	[]
758_47820	chr8	19865418	19865818	+	619	35.5	[7.6377397, 6.8930507]	[200, 239]	[]	[]	[19865620, 19865659]	[]
758_47822	chr8	22442789	22443189	+	761	35.5	[]	[]	[7.0754085]	[71]	[]	[22442946]
758_47823	chr8	22681673	22682073	+	751	35.5	[]	[]	[6.660896, 7.5565295, 6.863072]	[148, 158, 184]	[]	[22681869, 22681879, 22681905]
758_47824	chr8	23472338	23472738	+	766	35.5	[8.245038]	[153]	[]	[]	[23472564]	[]
758_47825	chr8	27636460	27636860	+	724	35.5	[]	[]	[11.362798]	[123]	[]	[27636670]
758_47827	chr8	30866128	30866528	+	584	35.5	[6.7416005, 6.7416005, 6.7416005, 11.575829, 6.7416005, 6.7416005]	[106, 113, 134, 140, 146, 152]	[]	[]	[30866332, 30866339, 30866360, 30866366, 30866372, 30866378]	[]
758_47828	chr8	38362997	38363397	+	657	35.5	[7.1035194]	[125]	[]	[]	[38363202]	[]
758_47829	chr8	53731029	53731429	+	728	35.5	[]	[]	[6.738754]	[131]	[]	[53731242]
758_4783	chr15	40330478	40330878	+	1000	163.5	[]	[]	[7.250373]	[95]	[]	[40330671]
758_47830	chr8	53843145	53843545	+	731	35.5	[6.7687325]	[114]	[]	[]	[53843346]	[]
758_47831	chr8	61711006	61711406	+	769	35.5	[9.56255]	[112]	[]	[]	[61711199]	[]
758_47834	chr8	86508989	86509389	+	733	35.5	[11.575829]	[155]	[]	[]	[86509215]	[]
758_47836	chr8	101332952	101333352	+	763	35.5	[]	[]	[11.127567, 8.245038]	[126, 162]	[]	[101333133, 101333169]
758_47838	chr8	101947865	101948265	+	711	35.5	[11.127567]	[158]	[]	[]	[101948082]	[]
758_47839	chr8	126779084	126779484	+	757	35.5	[9.957938]	[149]	[]	[]	[126779317]	[]
758_47840	chr8	127913480	127913880	+	754	35.5	[]	[]	[6.863072, 7.6377397]	[97, 131]	[]	[127913634, 127913668]
758_47841	chr8	130523095	130523495	+	688	35.5	[]	[]	[6.673559]	[126]	[]	[130523285]
758_47844	chr8	141179173	141179573	+	779	35.5	[10.770176]	[129]	[]	[]	[141179389]	[]
758_47845	chr8	143151630	143152030	+	768	35.5	[7.5565295]	[146]	[]	[]	[143151875]	[]
758_47846	chr8	143264670	143265070	+	594	35.5	[6.863072]	[115]	[6.7116218]	[95]	[143264884]	[143264864]
758_47848	chr8	143743968	143744368	+	580	35.5	[]	[]	[6.773207, 7.3734775]	[102, 161]	[]	[143744136, 143744195]
758_47849	chr9	3526386	3526786	+	642	35.5	[]	[]	[6.780856]	[117]	[]	[3526540]
758_4785	chr16	67546897	67547297	+	1000	163.5	[6.7416005, 7.87297, 14.245327]	[93, 103, 112]	[]	[]	[67547085, 67547095, 67547104]	[]
758_47851	chr9	26955815	26956215	+	548	35.5	[9.802997]	[106]	[]	[]	[26956018]	[]
758_47852	chr9	38051409	38051809	+	770	35.5	[7.250373]	[136]	[]	[]	[38051606]	[]
758_47855	chr9	73148707	73149107	+	773	35.5	[10.7555]	[216]	[]	[]	[73148953]	[]
758_47856	chr9	90815315	90815715	+	760	35.5	[6.780856]	[157]	[7.87297]	[134]	[90815540]	[90815517]
758_47859	chr9	95876752	95877152	+	649	35.5	[]	[]	[10.7555]	[131]	[]	[95876953]
758_47861	chr9	98905157	98905557	+	680	35.5	[]	[]	[7.87297, 14.245327]	[110, 118]	[]	[98905323, 98905331]
758_47864	chr9	123316363	123316763	+	780	35.5	[11.575829]	[153]	[]	[]	[123316592]	[]
758_47866	chr9	127928154	127928554	+	713	35.5	[]	[]	[7.652416]	[65]	[]	[127928313]
758_47868	chr9	130780921	130781321	+	764	35.5	[9.957938]	[149]	[7.1035194]	[201]	[130781110]	[130781162]
758_4787	chr17	44098159	44098559	+	1000	163.5	[6.9204674, 6.873926]	[78, 142]	[]	[]	[44098323, 44098387]	[]
758_47872	chr9	136231880	136232280	+	767	35.5	[6.7416005]	[180]	[]	[]	[136232092]	[]
758_47874	chr9	137068250	137068650	+	776	35.5	[6.7661796]	[150]	[]	[]	[137068482]	[]
758_47875	chrX	16712595	16712995	+	631	35.5	[]	[]	[7.3734775]	[171]	[]	[16712779]
758_47876	chrX	24166935	24167335	+	671	35.5	[7.1035194]	[79]	[]	[]	[24167109]	[]
758_47877	chrX	48854882	48855282	+	657	35.5	[8.693299, 8.693299, 6.7035384, 8.693299, 6.8930507]	[88, 103, 110, 124, 146]	[]	[]	[48855068, 48855083, 48855090, 48855104, 48855126]	[]
758_47879	chrX	53072247	53072647	+	742	35.5	[]	[]	[7.25846]	[182]	[]	[53072449]
758_4788	chr17	54966934	54967334	+	1000	163.5	[]	[]	[7.652416]	[105]	[]	[54967135]
758_47880	chrX	107710867	107711267	+	700	35.5	[]	[]	[7.25846]	[149]	[]	[107711101]
758_47884	chrX	139841726	139842126	+	767	35.5	[]	[]	[7.5865083, 7.5565295]	[107, 128]	[]	[139841893, 139841914]
758_47888	chr1	8829600	8830000	+	755	35.0	[]	[]	[6.8401775]	[163]	[]	[8829849]
758_47889	chr1	9515945	9516345	+	744	35.0	[7.2884393, 7.87297]	[133, 173]	[]	[]	[9516129, 9516169]	[]
758_4789	chr17	64537445	64537845	+	1000	163.5	[6.8930507, 7.6377397]	[88, 113]	[]	[]	[64537618, 64537643]	[]
758_47890	chr1	10865802	10866202	+	736	35.0	[10.7555, 11.575829, 8.693299]	[103, 122, 158]	[]	[]	[10865957, 10865976, 10866012]	[]
758_47897	chr1	24878809	24879209	+	727	35.0	[]	[]	[9.442706]	[143]	[]	[24879000]
758_47899	chr1	26779010	26779410	+	716	35.0	[11.575829, 11.575829]	[135, 147]	[]	[]	[26779219, 26779231]	[]
758_4790	chr19	55156614	55157014	+	1000	163.5	[]	[]	[8.056022]	[111]	[]	[55156823]
758_47901	chr1	28756902	28757302	+	749	35.0	[]	[]	[6.743228]	[88]	[]	[28757066]
758_47902	chr1	31929784	31930184	+	752	35.0	[6.738754]	[134]	[]	[]	[31929989]	[]
758_47908	chr1	36212823	36213223	+	624	35.0	[7.250373, 11.127567]	[55, 62]	[]	[]	[36212976, 36212983]	[]
758_4791	chr20	37379089	37379489	+	1000	163.5	[]	[]	[6.7416005]	[115]	[]	[37379266]
758_47912	chr1	43049579	43049979	+	570	35.0	[]	[]	[7.87297]	[114]	[]	[43049762]
758_47913	chr1	43172083	43172483	+	677	35.0	[]	[]	[6.5722647, 9.241764]	[193, 218]	[]	[43172307, 43172332]
758_47915	chr1	44292038	44292438	+	545	35.0	[11.362798, 8.1006775]	[85, 169]	[]	[]	[44292204, 44292288]	[]
758_47917	chr1	45958328	45958728	+	583	35.0	[]	[]	[7.87297, 6.8930507, 9.957938]	[67, 147, 153]	[]	[45958485, 45958565, 45958571]
758_47918	chr1	47388869	47389269	+	693	35.0	[]	[]	[9.56255]	[67]	[]	[47389033]
758_47920	chr1	58895273	58895673	+	757	35.0	[9.438231, 7.250373, 6.7687325]	[157, 177, 183]	[]	[]	[58895486, 58895506, 58895512]	[]
758_47921	chr1	58975817	58976217	+	631	35.0	[]	[]	[8.458068]	[117]	[]	[58976022]
758_47924	chr1	67451465	67451865	+	632	35.0	[8.458068]	[132]	[11.362798]	[153]	[67451675]	[67451696]
758_47925	chr1	67760346	67760746	+	703	35.0	[10.256007]	[121]	[]	[]	[67760534]	[]
758_47927	chr1	75470444	75470844	+	659	35.0	[7.87297, 8.87635]	[151, 166]	[]	[]	[75470674, 75470689]	[]
758_4793	chr3	19946851	19947251	+	1000	163.5	[6.5722647]	[120]	[]	[]	[19947046]	[]
758_47931	chr1	92972448	92972848	+	761	35.0	[]	[]	[11.575829, 11.575829]	[130, 151]	[]	[92972602, 92972623]
758_47932	chr1	99641458	99641858	+	694	35.0	[]	[]	[8.690641]	[130]	[]	[99641673]
758_47935	chr1	110847818	110848218	+	736	35.0	[]	[]	[11.575829, 6.7416005, 7.25846]	[142, 150, 157]	[]	[110848045, 110848053, 110848060]
758_47938	chr1	150171807	150172207	+	558	35.0	[]	[]	[9.957938]	[102]	[]	[150172004]
758_47939	chr1	151915652	151916052	+	738	35.0	[]	[]	[6.780856]	[147]	[]	[151915887]
758_47942	chr1	156630868	156631268	+	755	35.0	[]	[]	[6.7687325, 11.575829]	[126, 150]	[]	[156631075, 156631099]
758_47943	chr1	156801332	156801732	+	643	35.0	[7.652416]	[104]	[]	[]	[156801530]	[]
758_47947	chr1	162568821	162569221	+	676	35.0	[8.056022, 8.859356]	[102, 130]	[10.7555]	[84]	[162569023, 162569051]	[162569005]
758_47950	chr1	167529998	167530398	+	560	35.0	[7.25846]	[72]	[8.87635]	[105]	[167530161]	[167530194]
758_47951	chr1	167645176	167645576	+	674	35.0	[]	[]	[6.780856]	[120]	[]	[167645360]
758_47953	chr1	168338550	168338950	+	682	35.0	[7.2884393, 7.250373]	[199, 208]	[]	[]	[168338787, 168338796]	[]
758_47954	chr1	172643634	172644034	+	687	35.0	[6.738754]	[129]	[]	[]	[172643843]	[]
758_47955	chr1	172704512	172704912	+	616	35.0	[7.037342]	[144]	[11.362798]	[84]	[172704752]	[172704692]
758_47957	chr1	182608831	182609231	+	759	35.0	[]	[]	[6.773207, 11.362798, 6.8401775]	[98, 104, 150]	[]	[182609020, 182609026, 182609072]
758_47959	chr1	187074585	187074985	+	663	35.0	[6.873926]	[141]	[]	[]	[187074765]	[]
758_47961	chr1	204691088	204691488	+	754	35.0	[]	[]	[9.438231]	[102]	[]	[204691270]
758_47962	chr1	205657387	205657787	+	761	35.0	[7.6377397]	[143]	[]	[]	[205657593]	[]
758_47963	chr1	207397697	207398097	+	741	35.0	[]	[]	[6.780856]	[126]	[]	[207397908]
758_47965	chr1	211309477	211309877	+	738	35.0	[]	[]	[7.220394]	[212]	[]	[211309695]
758_47967	chr1	211688323	211688723	+	547	35.0	[7.87297, 11.362798, 6.7035384, 8.693299]	[128, 143, 151, 165]	[]	[]	[211688527, 211688542, 211688550, 211688564]	[]
758_47968	chr1	219961574	219961974	+	567	35.0	[6.7687325]	[103]	[]	[]	[219961768]	[]
758_47970	chr1	223783043	223783443	+	614	35.0	[]	[]	[7.6377397]	[131]	[]	[223783261]
758_47974	chr1	227999418	227999818	+	755	35.0	[14.245327]	[151]	[]	[]	[227999638]	[]
758_47975	chr1	228512130	228512530	+	772	35.0	[7.3734775, 8.87635]	[126, 145]	[8.245038]	[79]	[228512350, 228512369]	[228512303]
758_47978	chr1	244305658	244306058	+	681	35.0	[6.743228]	[137]	[]	[]	[244305848]	[]
758_4798	chr6	127343331	127343731	+	1000	163.5	[]	[]	[7.87297, 6.7116218]	[74, 112]	[]	[127343505, 127343543]
