#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2C2_idr.fa NR2C2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
151_5154	chr1	109397915	109398315	+	1000	164.0	[9.443364]	[147]	[]	[]	[109398149]	[]
151_5156	chr1	150268865	150269265	+	1000	164.0	[]	[]	[7.9852743]	[144]	[]	[150269108]
151_5157	chr11	46380501	46380901	+	1000	164.0	[]	[]	[9.443364]	[104]	[]	[46380702]
151_5158	chr12	96907096	96907496	+	1000	164.0	[9.443364]	[180]	[]	[]	[96907321]	[]
151_516	chr1	1724175	1724575	+	1000	843.0	[]	[]	[7.9852743]	[96]	[]	[1724364]
151_5160	chr15	75043183	75043583	+	1000	164.0	[]	[]	[9.164563]	[149]	[]	[75043358]
151_5162	chr16	1474842	1475242	+	1000	164.0	[]	[]	[9.164563]	[99]	[]	[1475033]
151_5164	chr18	25974804	25975204	+	1000	164.0	[9.443364, 9.443364]	[62, 79]	[]	[]	[25974960, 25974977]	[]
151_5165	chr19	3338891	3339291	+	1000	164.0	[9.443364]	[99]	[]	[]	[3339081]	[]
151_5167	chr2	70088164	70088564	+	1000	164.0	[]	[]	[9.443364]	[212]	[]	[70088379]
151_5168	chr2	152505532	152505932	+	1000	164.0	[9.164563]	[68]	[]	[]	[152505700]	[]
151_5172	chr20	48126154	48126554	+	1000	164.0	[]	[]	[7.7064734, 9.164563]	[69, 118]	[]	[48126311, 48126360]
151_5173	chr22	26483625	26484025	+	1000	164.0	[9.443364]	[68]	[]	[]	[26483789]	[]
151_5175	chr3	124579668	124580068	+	1000	164.0	[9.443364]	[152]	[]	[]	[124579892]	[]
151_5177	chr4	112145750	112146150	+	1000	164.0	[7.7064734, 7.7064734, 9.164563]	[85, 120, 137]	[]	[]	[112145920, 112145955, 112145972]	[]
151_5178	chr5	132466775	132467175	+	1000	164.0	[9.164563]	[96]	[9.443364]	[130]	[132466958]	[132466992]
151_5179	chr6	32130375	32130775	+	1000	164.0	[9.443364]	[104]	[]	[]	[32130555]	[]
151_518	chr10	125823202	125823602	+	1000	842.0	[9.164563]	[137]	[]	[]	[125823408]	[]
151_5182	chr6	164086262	164086662	+	1000	164.0	[9.164563]	[107]	[9.164563]	[114]	[164086446]	[164086453]
151_5184	chr7	121394777	121395177	+	1000	164.0	[7.7064734]	[98]	[9.443364]	[123]	[121394973]	[121394998]
151_5188	chr8	80485344	80485744	+	1000	164.0	[]	[]	[7.9852743]	[136]	[]	[80485554]
151_5189	chr8	99012891	99013291	+	1000	164.0	[7.7064734]	[164]	[]	[]	[99013106]	[]
151_5191	chr1	12005627	12006027	+	1000	163.0	[]	[]	[9.443364]	[90]	[]	[12005793]
151_5192	chr1	32235900	32236300	+	1000	163.0	[]	[]	[9.164563]	[75]	[]	[32236062]
151_5193	chr1	33349946	33350346	+	1000	163.0	[9.164563]	[174]	[]	[]	[33350191]	[]
151_5201	chr13	27450234	27450634	+	1000	163.0	[]	[]	[9.443364]	[89]	[]	[27450410]
151_5202	chr13	50335029	50335429	+	1000	163.0	[]	[]	[9.443364]	[140]	[]	[50335237]
151_5204	chr14	61367178	61367578	+	1000	163.0	[9.443364, 9.443364]	[114, 141]	[]	[]	[61367389, 61367416]	[]
151_5205	chr14	92794110	92794510	+	1000	163.0	[7.7064734]	[146]	[]	[]	[92794348]	[]
151_5211	chr19	46203147	46203547	+	1000	163.0	[9.443364]	[114]	[]	[]	[46203340]	[]
151_5212	chr19	48962347	48962747	+	1000	163.0	[]	[]	[9.443364]	[120]	[]	[48962565]
151_5214	chr19	50406403	50406803	+	1000	163.0	[]	[]	[9.443364, 9.443364, 9.443364, 9.443364, 9.443364, 9.443364]	[70, 99, 125, 138, 151, 158]	[]	[50406554, 50406583, 50406609, 50406622, 50406635, 50406642]
151_5215	chr2	3518911	3519311	+	1000	163.0	[]	[]	[7.7064734]	[125]	[]	[3519106]
151_5217	chr20	32397643	32398043	+	1000	163.0	[]	[]	[7.9852743]	[63]	[]	[32397798]
151_5219	chr22	50562549	50562949	+	1000	163.0	[7.7064734, 9.164563]	[113, 167]	[]	[]	[50562733, 50562787]	[]
151_5220	chr3	25789762	25790162	+	1000	163.0	[]	[]	[9.443364]	[117]	[]	[25789964]
151_5221	chr3	46393542	46393942	+	1000	163.0	[9.443364]	[94]	[]	[]	[46393705]	[]
151_5224	chr3	152446546	152446946	+	1000	163.0	[]	[]	[7.7064734, 9.443364, 9.443364]	[93, 113, 126]	[]	[152446731, 152446751, 152446764]
151_5225	chr4	184472989	184473389	+	1000	163.0	[7.7064734]	[148]	[]	[]	[184473211]	[]
151_5229	chr5	126514275	126514675	+	1000	163.0	[]	[]	[9.443364, 7.9852743]	[82, 98]	[]	[126514455, 126514471]
151_5231	chr6	13836886	13837286	+	1000	163.0	[]	[]	[9.443364]	[79]	[]	[13837062]
151_5232	chr6	16345438	16345838	+	1000	163.0	[]	[]	[9.164563]	[88]	[]	[16345599]
151_5235	chr7	1460778	1461178	+	1000	163.0	[]	[]	[9.443364]	[61]	[]	[1460939]
151_5236	chr7	107659503	107659903	+	1000	163.0	[]	[]	[9.443364]	[167]	[]	[107659730]
151_5238	chr8	129557723	129558123	+	1000	163.0	[9.164563]	[131]	[]	[]	[129557940]	[]
151_5239	chr9	122376267	122376667	+	1000	163.0	[9.443364]	[100]	[]	[]	[122376444]	[]
151_524	chr4	143184747	143185147	+	1000	834.0	[9.164563]	[83]	[]	[]	[143184929]	[]
151_5246	chr1	154954912	154955312	+	1000	162.0	[]	[]	[9.443364]	[152]	[]	[154955135]
151_5247	chr1	173123316	173123716	+	1000	162.0	[]	[]	[9.443364]	[195]	[]	[173123561]
151_5248	chr1	209673901	209674301	+	1000	162.0	[]	[]	[9.443364]	[130]	[]	[209674083]
151_5250	chr10	3809505	3809905	+	1000	162.0	[9.164563]	[138]	[]	[]	[3809725]	[]
151_5251	chr10	102455732	102456132	+	1000	162.0	[]	[]	[9.443364]	[164]	[]	[102455962]
151_5256	chr12	50247133	50247533	+	1000	162.0	[9.443364]	[87]	[]	[]	[50247306]	[]
151_5259	chr12	108856944	108857344	+	1000	162.0	[9.164563, 7.7064734]	[119, 161]	[]	[]	[108857116, 108857158]	[]
151_526	chr11	130916252	130916652	+	1000	826.0	[7.7064734]	[138]	[]	[]	[130916483]	[]
151_5260	chr13	107913402	107913802	+	1000	162.0	[9.443364]	[77]	[]	[]	[107913556]	[]
151_5261	chr15	34209904	34210304	+	1000	162.0	[7.7064734]	[201]	[]	[]	[34210149]	[]
151_5263	chr16	85306098	85306498	+	1000	162.0	[9.164563, 9.164563]	[113, 147]	[]	[]	[85306289, 85306323]	[]
151_5272	chr20	47501602	47502002	+	1000	162.0	[7.7064734]	[125]	[]	[]	[47501783]	[]
151_5275	chr3	63863666	63864066	+	1000	162.0	[9.443364]	[112]	[]	[]	[63863854]	[]
151_5278	chr4	74659857	74660257	+	1000	162.0	[9.443364]	[113]	[]	[]	[74660068]	[]
151_5279	chr5	136619949	136620349	+	1000	162.0	[]	[]	[9.443364]	[122]	[]	[136620132]
151_528	chr12	64672932	64673332	+	1000	825.0	[]	[]	[9.443364, 9.443364]	[109, 123]	[]	[64673125, 64673139]
151_5281	chr6	6749895	6750295	+	1000	162.0	[9.164563]	[135]	[]	[]	[6750101]	[]
151_5285	chr6	127266863	127267263	+	1000	162.0	[7.7064734, 9.164563]	[92, 132]	[]	[]	[127267043, 127267083]	[]
151_5288	chr7	130903561	130903961	+	1000	162.0	[9.443364]	[128]	[9.443364]	[89]	[130903773]	[130903734]
151_5289	chr7	148958855	148959255	+	1000	162.0	[]	[]	[7.7064734]	[100]	[]	[148959048]
151_5290	chr8	29296325	29296725	+	1000	162.0	[9.164563]	[125]	[]	[]	[29296537]	[]
151_5293	chrX	476188	476588	+	1000	162.0	[]	[]	[9.164563, 9.443364]	[113, 120]	[]	[476389, 476396]
151_5294	chr1	3625036	3625436	+	1000	161.0	[]	[]	[7.7064734]	[107]	[]	[3625228]
151_5299	chr1	67700744	67701144	+	1000	161.0	[9.443364]	[149]	[9.443364]	[82]	[67700991]	[67700924]
151_530	chr19	43901636	43902036	+	1000	825.0	[]	[]	[9.164563]	[108]	[]	[43901837]
151_5301	chr1	202029681	202030081	+	1000	161.0	[9.164563]	[159]	[]	[]	[202029902]	[]
151_5302	chr1	204378199	204378599	+	1000	161.0	[9.443364]	[145]	[]	[]	[204378427]	[]
151_5304	chr10	46217312	46217712	+	1000	161.0	[9.443364]	[136]	[7.9852743]	[68]	[46217538]	[46217470]
151_5305	chr11	65421136	65421536	+	1000	161.0	[9.443364]	[125]	[]	[]	[65421361]	[]
151_5306	chr11	67630595	67630995	+	1000	161.0	[]	[]	[9.443364]	[158]	[]	[67630843]
151_5308	chr17	2398732	2399132	+	1000	161.0	[]	[]	[9.443364]	[105]	[]	[2398929]
151_531	chr2	3656617	3657017	+	1000	824.0	[9.443364, 9.164563, 9.443364, 9.164563]	[75, 96, 117, 138]	[]	[]	[3656788, 3656809, 3656830, 3656851]	[]
151_5314	chr19	19488499	19488899	+	1000	161.0	[9.443364, 9.164563]	[77, 97]	[]	[]	[19488668, 19488688]	[]
151_5315	chr19	47610291	47610691	+	1000	161.0	[9.164563]	[90]	[]	[]	[47610479]	[]
151_5316	chr2	20576584	20576984	+	1000	161.0	[]	[]	[9.443364]	[81]	[]	[20576748]
151_5317	chr2	101781291	101781691	+	1000	161.0	[7.9852743]	[74]	[]	[]	[101781464]	[]
151_532	chr6	159790104	159790504	+	1000	824.0	[]	[]	[9.164563]	[85]	[]	[159790288]
151_5321	chr3	4994851	4995251	+	1000	161.0	[]	[]	[9.164563]	[158]	[]	[4995046]
151_5323	chr3	23945791	23946191	+	1000	161.0	[]	[]	[9.164563]	[100]	[]	[23945988]
151_5326	chr4	1248360	1248760	+	1000	161.0	[9.164563, 7.7064734]	[106, 178]	[]	[]	[1248527, 1248599]	[]
151_5328	chr5	43483854	43484254	+	1000	161.0	[]	[]	[7.7064734]	[155]	[]	[43484044]
151_533	chr5	150000471	150000871	+	1000	823.0	[7.7064734]	[98]	[]	[]	[150000666]	[]
151_5341	chr9	133122777	133123177	+	1000	161.0	[]	[]	[9.443364]	[61]	[]	[133122931]
151_5343	chrX	55160814	55161214	+	1000	161.0	[9.443364]	[94]	[]	[]	[55160979]	[]
151_5344	chr1	2585649	2586049	+	1000	160.0	[]	[]	[9.164563]	[150]	[]	[2585836]
151_5345	chr1	75520762	75521162	+	1000	160.0	[9.443364, 9.443364]	[91, 135]	[]	[]	[75520943, 75520987]	[]
151_5355	chr10	75104288	75104688	+	1000	160.0	[9.443364, 9.443364]	[115, 122]	[]	[]	[75104491, 75104498]	[]
151_5359	chr11	62841411	62841811	+	1000	160.0	[7.9852743]	[158]	[]	[]	[62841654]	[]
151_536	chr19	35995018	35995418	+	1000	822.0	[7.9852743]	[132]	[]	[]	[35995239]	[]
151_5360	chr12	990724	991124	+	1000	160.0	[7.7064734]	[130]	[7.7064734]	[99]	[990930]	[990899]
151_5361	chr12	46268643	46269043	+	1000	160.0	[9.164563]	[160]	[]	[]	[46268886]	[]
151_5362	chr12	56689122	56689522	+	1000	160.0	[9.443364]	[167]	[]	[]	[56689362]	[]
151_5364	chr12	105423933	105424333	+	1000	160.0	[9.443364]	[90]	[]	[]	[105424117]	[]
151_5368	chr16	23826506	23826906	+	1000	160.0	[]	[]	[9.443364]	[57]	[]	[23826660]
151_537	chr11	62646393	62646793	+	1000	820.0	[]	[]	[9.164563]	[131]	[]	[62646620]
151_5370	chr17	64385132	64385532	+	1000	160.0	[]	[]	[9.443364]	[74]	[]	[64385300]
151_5371	chr17	67993639	67994039	+	1000	160.0	[9.164563]	[113]	[7.9852743]	[141]	[67993837]	[67993865]
151_5372	chr19	28546180	28546580	+	1000	160.0	[]	[]	[9.443364]	[164]	[]	[28546410]
151_538	chr15	82262525	82262925	+	1000	819.0	[]	[]	[7.9852743]	[131]	[]	[82262741]
151_5380	chr20	62805729	62806129	+	1000	160.0	[]	[]	[9.164563, 9.443364]	[128, 135]	[]	[62805954, 62805961]
151_5386	chr4	110198518	110198918	+	1000	160.0	[]	[]	[7.9852743]	[135]	[]	[110198722]
151_5388	chr5	123460224	123460624	+	1000	160.0	[]	[]	[9.443364]	[139]	[]	[123460434]
151_5390	chr6	105805576	105805976	+	1000	160.0	[]	[]	[9.443364]	[81]	[]	[105805753]
151_5391	chr6	111605548	111605948	+	1000	160.0	[9.443364]	[78]	[]	[]	[111605723]	[]
151_5392	chr6	136250289	136250689	+	1000	160.0	[7.9852743]	[147]	[]	[]	[136250501]	[]
151_5394	chr9	121370403	121370803	+	1000	160.0	[]	[]	[9.164563]	[78]	[]	[121370577]
151_5396	chr1	15692303	15692703	+	1000	159.0	[]	[]	[9.164563]	[116]	[]	[15692510]
151_5397	chr1	26698235	26698635	+	1000	159.0	[]	[]	[9.443364]	[114]	[]	[26698447]
151_54	chr6	33289312	33289712	+	1000	1236.0	[9.164563]	[131]	[]	[]	[33289540]	[]
151_540	chr2	134918403	134918803	+	1000	817.0	[]	[]	[7.9852743, 7.9852743]	[59, 78]	[]	[134918559, 134918578]
151_5401	chr11	64990098	64990498	+	1000	159.0	[]	[]	[9.164563]	[113]	[]	[64990290]
151_5403	chr11	86244819	86245219	+	1000	159.0	[7.7064734]	[157]	[]	[]	[86245056]	[]
151_5405	chr12	101697170	101697570	+	1000	159.0	[]	[]	[7.7064734]	[138]	[]	[101697380]
151_5406	chr15	29067937	29068337	+	1000	159.0	[9.443364, 9.443364]	[115, 122]	[]	[]	[29068139, 29068146]	[]
151_5409	chr15	74777998	74778398	+	1000	159.0	[]	[]	[9.443364, 9.443364]	[131, 138]	[]	[74778222, 74778229]
151_541	chr1	25819726	25820126	+	1000	816.0	[9.164563]	[118]	[]	[]	[25819939]	[]
151_5412	chr16	17590945	17591345	+	1000	159.0	[]	[]	[9.164563]	[92]	[]	[17591135]
151_5413	chr16	31105697	31106097	+	1000	159.0	[9.164563]	[85]	[]	[]	[31105853]	[]
151_5414	chr16	49883886	49884286	+	1000	159.0	[]	[]	[9.164563]	[109]	[]	[49884052]
151_5416	chr16	85462373	85462773	+	1000	159.0	[9.443364]	[139]	[]	[]	[85462597]	[]
151_5421	chr19	48390684	48391084	+	1000	159.0	[]	[]	[9.443364]	[126]	[]	[48390889]
151_5423	chr2	17753851	17754251	+	1000	159.0	[9.164563]	[228]	[]	[]	[17754094]	[]
151_5425	chr21	41366608	41367008	+	1000	159.0	[]	[]	[9.164563]	[81]	[]	[41366784]
151_5430	chr4	55395415	55395815	+	1000	159.0	[]	[]	[9.443364]	[130]	[]	[55395612]
151_5431	chr4	56410293	56410693	+	1000	159.0	[9.443364]	[115]	[]	[]	[56410502]	[]
151_5433	chr5	134873999	134874399	+	1000	159.0	[9.164563]	[112]	[7.9852743]	[131]	[134874179]	[134874198]
151_5435	chr6	146991025	146991425	+	1000	159.0	[9.443364]	[218]	[]	[]	[146991244]	[]
151_5439	chr8	11350302	11350702	+	1000	159.0	[]	[]	[9.443364]	[113]	[]	[11350513]
151_5446	chr1	31549710	31550110	+	1000	158.0	[9.443364]	[134]	[]	[]	[31549933]	[]
151_5447	chr1	35887041	35887441	+	1000	158.0	[]	[]	[9.443364, 9.164563]	[76, 87]	[]	[35887215, 35887226]
151_5448	chr1	151198276	151198676	+	1000	158.0	[7.9852743]	[183]	[]	[]	[151198527]	[]
151_5449	chr1	173302284	173302684	+	1000	158.0	[]	[]	[9.443364]	[80]	[]	[173302462]
151_5450	chr1	202958067	202958467	+	1000	158.0	[]	[]	[7.9852743]	[146]	[]	[202958307]
151_5451	chr1	234851607	234852007	+	1000	158.0	[]	[]	[9.443364]	[69]	[]	[234851770]
151_5453	chr10	11757492	11757892	+	1000	158.0	[9.164563]	[136]	[]	[]	[11757723]	[]
151_5455	chr11	65662586	65662986	+	1000	158.0	[9.164563]	[121]	[7.9852743]	[132]	[65662806]	[65662817]
151_5458	chr12	113416208	113416608	+	1000	158.0	[9.443364]	[101]	[]	[]	[113416368]	[]
151_5460	chr13	113296867	113297267	+	1000	158.0	[9.164563, 9.164563, 9.164563, 9.164563]	[103, 119, 136, 153]	[]	[]	[113297043, 113297059, 113297076, 113297093]	[]
151_5461	chr14	39114044	39114444	+	1000	158.0	[]	[]	[9.443364]	[154]	[]	[39114289]
151_5464	chr16	30075720	30076120	+	1000	158.0	[7.7064734]	[100]	[]	[]	[30075912]	[]
151_5465	chr16	67984891	67985291	+	1000	158.0	[]	[]	[9.164563]	[150]	[]	[67985118]
151_5467	chr17	38585250	38585650	+	1000	158.0	[9.443364]	[130]	[]	[]	[38585460]	[]
151_5468	chr17	40341295	40341695	+	1000	158.0	[]	[]	[7.7064734]	[101]	[]	[40341487]
151_5469	chr17	77892453	77892853	+	1000	158.0	[]	[]	[9.443364]	[101]	[]	[77892649]
151_547	chr17	18315040	18315440	+	1000	810.0	[9.164563]	[125]	[]	[]	[18315265]	[]
151_5472	chr19	18436945	18437345	+	1000	158.0	[9.164563]	[68]	[7.7064734]	[116]	[18437110]	[18437158]
151_5473	chr19	38317098	38317498	+	1000	158.0	[]	[]	[9.164563]	[135]	[]	[38317318]
151_5475	chr2	127810961	127811361	+	1000	158.0	[9.164563]	[123]	[]	[]	[127811173]	[]
151_5476	chr2	151799780	151800180	+	1000	158.0	[9.443364]	[109]	[9.443364]	[63]	[151799979]	[151799933]
151_5478	chr22	23178547	23178947	+	1000	158.0	[]	[]	[7.7064734]	[161]	[]	[23178735]
151_5480	chr22	42959719	42960119	+	1000	158.0	[9.443364]	[142]	[9.443364]	[77]	[42959939]	[42959874]
151_5482	chr3	21542646	21543046	+	1000	158.0	[]	[]	[9.443364]	[51]	[]	[21542797]
151_5484	chr4	2843549	2843949	+	1000	158.0	[7.7064734]	[89]	[]	[]	[2843703]	[]
151_5485	chr4	10173325	10173725	+	1000	158.0	[9.164563]	[148]	[]	[]	[10173561]	[]
151_5489	chr5	172443399	172443799	+	1000	158.0	[]	[]	[9.443364]	[77]	[]	[172443564]
151_549	chr5	41904015	41904415	+	1000	810.0	[]	[]	[9.164563]	[95]	[]	[41904204]
151_5490	chr5	180071813	180072213	+	1000	158.0	[7.7064734]	[127]	[]	[]	[180071996]	[]
151_5498	chr7	18178099	18178499	+	1000	158.0	[]	[]	[9.443364]	[125]	[]	[18178312]
151_5499	chr7	106365320	106365720	+	1000	158.0	[]	[]	[9.164563]	[164]	[]	[106365548]
151_55	chr12	95858738	95859138	+	1000	1234.0	[9.443364]	[109]	[]	[]	[95858941]	[]
151_550	chr5	1199801	1200201	+	1000	808.0	[9.443364]	[128]	[]	[]	[1200020]	[]
151_5500	chr7	106979086	106979486	+	1000	158.0	[]	[]	[9.164563]	[98]	[]	[106979280]
151_5501	chr8	23224972	23225372	+	1000	158.0	[]	[]	[9.164563]	[72]	[]	[23225139]
151_5502	chr8	87872873	87873273	+	1000	158.0	[]	[]	[9.443364]	[83]	[]	[87873040]
151_5504	chrX	19566366	19566766	+	1000	158.0	[7.9852743]	[76]	[9.443364]	[86]	[19566527]	[19566537]
151_5506	chr1	175023470	175023870	+	1000	157.0	[9.164563, 9.164563]	[139, 157]	[]	[]	[175023692, 175023710]	[]
151_5508	chr1	228370251	228370651	+	1000	157.0	[7.7064734]	[161]	[]	[]	[228370488]	[]
151_5509	chr10	68811500	68811900	+	1000	157.0	[]	[]	[9.443364]	[148]	[]	[68811717]
151_551	chr15	48331216	48331616	+	1000	807.0	[9.443364]	[110]	[]	[]	[48331422]	[]
151_5512	chr11	47426223	47426623	+	1000	157.0	[]	[]	[9.164563]	[77]	[]	[47426399]
151_5513	chr11	59551043	59551443	+	1000	157.0	[7.9852743]	[153]	[]	[]	[59551279]	[]
151_5514	chr11	64207287	64207687	+	1000	157.0	[9.164563]	[132]	[]	[]	[64207468]	[]
151_5516	chr11	72069828	72070228	+	1000	157.0	[9.443364]	[127]	[]	[]	[72070052]	[]
151_5517	chr12	57454584	57454984	+	1000	157.0	[9.164563]	[89]	[]	[]	[57454752]	[]
151_5519	chr14	69726986	69727386	+	1000	157.0	[9.164563]	[142]	[]	[]	[69727222]	[]
151_5520	chr14	70809622	70810022	+	1000	157.0	[7.9852743]	[84]	[7.7064734]	[88]	[70809787]	[70809791]
151_5521	chr14	104723927	104724327	+	1000	157.0	[9.443364]	[145]	[]	[]	[104724120]	[]
151_5524	chr16	88977040	88977440	+	1000	157.0	[]	[]	[9.443364]	[67]	[]	[88977207]
151_5525	chr17	42531824	42532224	+	1000	157.0	[9.443364]	[122]	[]	[]	[42532004]	[]
151_5526	chr17	58679372	58679772	+	1000	157.0	[9.164563]	[138]	[]	[]	[58679602]	[]
151_5530	chr19	12610526	12610926	+	1000	157.0	[]	[]	[7.7064734]	[117]	[]	[12610725]
151_5531	chr19	32421790	32422190	+	1000	157.0	[]	[]	[9.443364]	[161]	[]	[32422018]
151_5532	chr21	33641609	33642009	+	1000	157.0	[7.7064734]	[126]	[]	[]	[33641797]	[]
151_5534	chr22	38755525	38755925	+	1000	157.0	[9.164563]	[129]	[9.164563]	[122]	[38755709]	[38755702]
151_5535	chr3	10141871	10142271	+	1000	157.0	[9.443364]	[108]	[]	[]	[10142065]	[]
151_554	chr12	118376271	118376671	+	1000	806.0	[]	[]	[7.7064734]	[124]	[]	[118376487]
151_5540	chr5	132114453	132114853	+	1000	157.0	[9.164563]	[79]	[]	[]	[132114629]	[]
151_5543	chr6	158853389	158853789	+	1000	157.0	[9.443364]	[154]	[]	[]	[158853632]	[]
151_5544	chr7	610874	611274	+	1000	157.0	[9.443364]	[125]	[]	[]	[611069]	[]
151_5545	chr7	106570902	106571302	+	1000	157.0	[9.164563]	[103]	[7.9852743]	[131]	[106571079]	[106571107]
151_5546	chr7	143263431	143263831	+	1000	157.0	[7.7064734]	[93]	[]	[]	[143263599]	[]
151_5548	chr8	132961584	132961984	+	1000	157.0	[]	[]	[9.164563]	[103]	[]	[132961778]
151_5551	chrX	11367674	11368074	+	1000	157.0	[9.443364]	[123]	[9.443364]	[161]	[11367878]	[11367916]
151_5553	chr1	25781034	25781434	+	1000	156.0	[9.164563]	[140]	[9.443364]	[111]	[25781250]	[25781221]
151_5556	chr1	28886648	28887048	+	1000	156.0	[]	[]	[9.443364]	[153]	[]	[28886898]
151_5557	chr1	52910560	52910960	+	1000	156.0	[9.443364, 9.443364]	[104, 111]	[]	[]	[52910756, 52910763]	[]
151_556	chr5	173616496	173616896	+	1000	803.0	[]	[]	[9.443364]	[114]	[]	[173616692]
151_5560	chr1	173422367	173422767	+	1000	156.0	[9.443364, 9.443364]	[80, 91]	[9.164563]	[135]	[173422547, 173422558]	[173422602]
151_5563	chr10	89332044	89332444	+	1000	156.0	[9.443364]	[82]	[]	[]	[89332216]	[]
151_5564	chr11	64894233	64894633	+	1000	156.0	[]	[]	[7.7064734]	[112]	[]	[64894434]
151_557	chr2	100178153	100178553	+	1000	801.0	[]	[]	[9.164563]	[78]	[]	[100178326]
151_5573	chr16	31453371	31453771	+	1000	156.0	[]	[]	[9.443364, 9.164563]	[87, 94]	[]	[31453547, 31453554]
151_5575	chr16	75148422	75148822	+	1000	156.0	[]	[]	[9.164563]	[106]	[]	[75148597]
151_5576	chr17	27968127	27968527	+	1000	156.0	[]	[]	[9.443364]	[125]	[]	[27968332]
151_5578	chr17	76000629	76001029	+	1000	156.0	[]	[]	[9.164563, 9.443364]	[140, 147]	[]	[76000864, 76000871]
151_5579	chr19	35889404	35889804	+	1000	156.0	[9.443364, 9.443364, 9.443364, 9.443364, 9.443364]	[67, 101, 123, 136, 166]	[]	[]	[35889555, 35889589, 35889611, 35889624, 35889654]	[]
151_558	chr9	113275393	113275793	+	1000	801.0	[]	[]	[9.164563]	[118]	[]	[113275608]
151_5581	chr2	95402608	95403008	+	1000	156.0	[]	[]	[9.443364]	[116]	[]	[95402813]
151_5585	chr20	23334058	23334458	+	1000	156.0	[9.443364, 9.443364, 7.9852743, 9.443364]	[65, 85, 105, 125]	[]	[]	[23334217, 23334237, 23334257, 23334277]	[]
151_5588	chr3	43769858	43770258	+	1000	156.0	[]	[]	[9.164563]	[155]	[]	[43770104]
151_559	chr1	171781335	171781735	+	1000	800.0	[9.443364]	[83]	[]	[]	[171781515]	[]
151_5590	chr3	128170944	128171344	+	1000	156.0	[9.443364]	[132]	[9.443364]	[150]	[128171175]	[128171193]
151_5592	chr4	127533291	127533691	+	1000	156.0	[9.164563]	[167]	[9.443364]	[151]	[127533528]	[127533512]
151_5594	chr5	36877423	36877823	+	1000	156.0	[]	[]	[9.164563]	[170]	[]	[36877672]
151_5595	chr6	31690283	31690683	+	1000	156.0	[9.443364, 9.443364]	[92, 97]	[]	[]	[31690464, 31690469]	[]
151_5596	chr6	36118439	36118839	+	1000	156.0	[9.443364]	[95]	[]	[]	[36118621]	[]
151_5598	chr6	37630302	37630702	+	1000	156.0	[9.443364]	[129]	[]	[]	[37630519]	[]
151_560	chr16	25106935	25107335	+	1000	799.0	[]	[]	[9.443364]	[91]	[]	[25107125]
151_5600	chr6	147449455	147449855	+	1000	156.0	[]	[]	[9.443364, 9.443364]	[158, 175]	[]	[147449674, 147449691]
151_5605	chr8	115658135	115658535	+	1000	156.0	[9.164563]	[142]	[9.164563]	[95]	[115658374]	[115658327]
151_5606	chr9	72858304	72858704	+	1000	156.0	[]	[]	[9.443364]	[102]	[]	[72858500]
151_5607	chr9	134067972	134068372	+	1000	156.0	[]	[]	[7.7064734]	[167]	[]	[134068200]
151_5609	chrX	150693172	150693572	+	1000	156.0	[]	[]	[7.7064734]	[86]	[]	[150693350]
151_561	chr19	16496059	16496459	+	1000	797.0	[]	[]	[9.443364]	[92]	[]	[16496238]
151_5614	chr1	227335576	227335976	+	1000	155.0	[9.443364]	[170]	[]	[]	[227335821]	[]
151_5615	chr10	23051845	23052245	+	1000	155.0	[9.443364, 9.443364]	[117, 134]	[]	[]	[23052054, 23052071]	[]
151_5617	chr11	94826359	94826759	+	1000	155.0	[9.443364]	[116]	[]	[]	[94826538]	[]
151_5619	chr12	116385810	116386210	+	1000	155.0	[9.164563]	[106]	[]	[]	[116386007]	[]
151_562	chr19	38315569	38315969	+	1000	797.0	[]	[]	[9.443364, 9.443364, 9.443364]	[110, 117, 127]	[]	[38315773, 38315780, 38315790]
151_5621	chr15	67520833	67521233	+	1000	155.0	[9.443364]	[83]	[9.164563]	[124]	[67520998]	[67521039]
151_5623	chr16	57688994	57689394	+	1000	155.0	[]	[]	[9.443364]	[68]	[]	[57689150]
151_5625	chr17	4420576	4420976	+	1000	155.0	[9.443364]	[94]	[]	[]	[4420754]	[]
151_5628	chr17	50209945	50210345	+	1000	155.0	[9.443364]	[140]	[]	[]	[50210147]	[]
151_5632	chr19	16258383	16258783	+	1000	155.0	[9.443364]	[99]	[]	[]	[16258574]	[]
151_5633	chr19	17680114	17680514	+	1000	155.0	[9.164563, 9.164563]	[110, 152]	[]	[]	[17680313, 17680355]	[]
151_5639	chr2	85577988	85578388	+	1000	155.0	[9.443364]	[167]	[9.164563]	[140]	[85578219]	[85578192]
151_5643	chr21	46200929	46201329	+	1000	155.0	[9.443364, 9.164563, 9.443364]	[62, 107, 152]	[]	[]	[46201088, 46201133, 46201178]	[]
151_5644	chr3	186570292	186570692	+	1000	155.0	[]	[]	[7.7064734]	[143]	[]	[186570530]
151_5645	chr4	75514246	75514646	+	1000	155.0	[]	[]	[9.164563]	[75]	[]	[75514418]
151_5646	chr5	68405022	68405422	+	1000	155.0	[]	[]	[9.164563]	[141]	[]	[68405248]
