#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_6153	chr15	95972162	95972562	+	1000	133.5	[8.891774]	[89]	[]	[]	[95972347]	[]
368_6157	chr19	46844137	46844537	+	1000	133.5	[8.069409]	[163]	[]	[]	[46844360]	[]
368_6163	chr4	54473111	54473511	+	1000	133.5	[]	[]	[8.069409]	[86]	[]	[54473290]
368_6171	chr1	204971934	204972334	+	1000	133.0	[8.001244, 9.473919]	[117, 167]	[]	[]	[204972128, 204972178]	[]
368_6173	chr11	118102709	118103109	+	1000	133.0	[]	[]	[8.494345]	[127]	[]	[118102901]
368_6181	chr2	109176892	109177292	+	1000	133.0	[8.001244]	[159]	[]	[]	[109177134]	[]
368_6183	chr20	48841849	48842249	+	1000	133.0	[7.549868]	[122]	[]	[]	[48842055]	[]
368_6184	chr3	42605836	42606236	+	1000	133.0	[]	[]	[12.567606]	[89]	[]	[42605994]
368_6186	chr4	133823195	133823595	+	1000	133.0	[]	[]	[8.320784]	[76]	[]	[133823357]
368_6187	chr5	57383131	57383531	+	1000	133.0	[]	[]	[9.473919]	[148]	[]	[57383362]
368_6188	chr6	88171313	88171713	+	1000	133.0	[7.7957826]	[169]	[]	[]	[88171560]	[]
368_6189	chr7	24897039	24897439	+	1000	133.0	[]	[]	[12.567606]	[119]	[]	[24897253]
368_6192	chr8	37905865	37906265	+	1000	133.0	[8.779576]	[142]	[]	[]	[37906096]	[]
368_6193	chrX	16930499	16930899	+	1000	133.0	[]	[]	[8.320784]	[117]	[]	[16930704]
368_6195	chr1	14783158	14783558	+	1000	132.5	[7.7957826, 8.090539]	[75, 125]	[8.228404]	[80]	[14783323, 14783373]	[14783328]
368_6197	chr10	32352655	32353055	+	1000	132.5	[8.779576]	[161]	[]	[]	[32352893]	[]
368_6198	chr10	122861718	122862118	+	1000	132.5	[8.02331]	[171]	[]	[]	[122861958]	[]
368_6199	chr11	59857698	59858098	+	1000	132.5	[]	[]	[8.182954]	[118]	[]	[59857910]
368_6204	chr14	102571030	102571430	+	1000	132.5	[8.069409]	[153]	[]	[]	[102571260]	[]
368_6205	chr15	73688391	73688791	+	1000	132.5	[]	[]	[7.7957826]	[144]	[]	[73688621]
368_6209	chr20	10005897	10006297	+	1000	132.5	[]	[]	[12.567606]	[119]	[]	[10006099]
368_6210	chr22	27846968	27847368	+	1000	132.5	[]	[]	[12.567606]	[94]	[]	[27847133]
368_6211	chr22	46895674	46896074	+	1000	132.5	[]	[]	[12.567606]	[79]	[]	[46895841]
368_6218	chr6	147709423	147709823	+	673	132.5	[]	[]	[8.02331]	[137]	[]	[147709659]
368_6220	chr6	158632215	158632615	+	1000	132.5	[]	[]	[8.320784]	[84]	[]	[158632396]
368_6225	chr9	125150856	125151256	+	1000	132.5	[]	[]	[8.320784]	[154]	[]	[125151087]
368_6228	chr11	3444054	3444454	+	1000	132.0	[8.069409]	[148]	[]	[]	[3444297]	[]
368_6229	chr12	110772651	110773051	+	1000	132.0	[8.891774]	[101]	[8.891774]	[100]	[110772840]	[110772839]
368_623	chr8	21960476	21960876	+	1000	536.5	[8.001244]	[153]	[]	[]	[21960713]	[]
368_6231	chr17	76256313	76256713	+	1000	132.0	[]	[]	[8.779576]	[147]	[]	[76256552]
368_6232	chr2	27010771	27011171	+	1000	132.0	[]	[]	[7.549868]	[76]	[]	[27010922]
368_6237	chr3	71400951	71401351	+	786	132.0	[8.090539, 8.228404]	[86, 153]	[]	[]	[71401124, 71401191]	[]
368_6239	chr4	38529066	38529466	+	1000	132.0	[8.228404]	[72]	[]	[]	[38529238]	[]
368_624	chr1	234876313	234876713	+	1000	536.0	[]	[]	[8.182954]	[72]	[]	[234876484]
368_6241	chr5	103280965	103281365	+	1000	132.0	[8.891774]	[131]	[8.891774]	[130]	[103281182]	[103281181]
368_6244	chr6	146896146	146896546	+	1000	132.0	[8.001244]	[76]	[]	[]	[146896302]	[]
368_6246	chr7	36474321	36474721	+	1000	132.0	[]	[]	[8.090539]	[91]	[]	[36474499]
368_6250	chr1	161623704	161624104	+	900	131.5	[8.182954]	[154]	[]	[]	[161623926]	[]
368_6252	chr10	33057562	33057962	+	1000	131.5	[7.7957826, 8.779576]	[95, 131]	[]	[]	[33057753, 33057789]	[]
368_6258	chr2	36451475	36451875	+	1000	131.5	[]	[]	[8.182954]	[175]	[]	[36451722]
368_6259	chr2	138386206	138386606	+	1000	131.5	[8.069409]	[102]	[]	[]	[138386393]	[]
368_6260	chr2	190462597	190462997	+	1000	131.5	[8.069409]	[147]	[]	[]	[190462842]	[]
368_6261	chr2	190607026	190607426	+	1000	131.5	[8.891774]	[127]	[]	[]	[190607228]	[]
368_6262	chr2	205139931	205140331	+	1000	131.5	[]	[]	[8.02331]	[131]	[]	[205140155]
368_6266	chr4	126572230	126572630	+	1000	131.5	[]	[]	[8.891774]	[142]	[]	[126572462]
368_6267	chr6	13290339	13290739	+	1000	131.5	[8.001244]	[178]	[]	[]	[13290583]	[]
368_6268	chr6	27592776	27593176	+	1000	131.5	[8.891774]	[136]	[]	[]	[27592954]	[]
368_6269	chr6	108502899	108503299	+	1000	131.5	[8.001244]	[95]	[]	[]	[108503084]	[]
368_6270	chr6	149503848	149504248	+	1000	131.5	[]	[]	[8.001244, 8.090539]	[81, 169]	[]	[149504003, 149504091]
368_6271	chr7	96236159	96236559	+	1000	131.5	[7.7957826]	[156]	[]	[]	[96236383]	[]
368_6272	chr8	41772617	41773017	+	619	131.5	[8.228404]	[159]	[]	[]	[41772822]	[]
368_6274	chr9	96574894	96575294	+	1000	131.5	[]	[]	[8.494345]	[108]	[]	[96575098]
368_6281	chr15	89002247	89002647	+	1000	131.0	[8.001244, 8.182954, 8.069409]	[128, 141, 144]	[]	[]	[89002449, 89002462, 89002465]	[]
368_6282	chr16	25080005	25080405	+	1000	131.0	[8.320784]	[120]	[8.891774]	[142]	[25080209]	[25080231]
368_6285	chr19	6576939	6577339	+	1000	131.0	[8.228404]	[97]	[]	[]	[6577105]	[]
368_6291	chr3	15297555	15297955	+	1000	131.0	[8.228404]	[126]	[]	[]	[15297745]	[]
368_6293	chr6	3347858	3348258	+	1000	131.0	[8.779576, 8.02331]	[129, 165]	[]	[]	[3348058, 3348094]	[]
368_6298	chr7	153385492	153385892	+	1000	131.0	[]	[]	[8.805163]	[154]	[]	[153385738]
368_6301	chr1	27099094	27099494	+	1000	130.5	[]	[]	[12.567606]	[102]	[]	[27099295]
368_6302	chr1	180603265	180603665	+	1000	130.5	[7.549868]	[134]	[]	[]	[180603470]	[]
368_6305	chr11	61749666	61750066	+	1000	130.5	[8.228404]	[74]	[]	[]	[61749829]	[]
368_6309	chr13	98796723	98797123	+	1000	130.5	[8.228404]	[100]	[]	[]	[98796906]	[]
368_6310	chr13	99582461	99582861	+	1000	130.5	[8.891774]	[105]	[8.891774]	[104]	[99582646]	[99582645]
368_6311	chr14	33862419	33862819	+	1000	130.5	[]	[]	[8.320784]	[140]	[]	[33862651]
368_6312	chr15	63918818	63919218	+	1000	130.5	[]	[]	[7.549868]	[135]	[]	[63919044]
368_6314	chr17	48519427	48519827	+	914	130.5	[]	[]	[7.549868]	[91]	[]	[48519599]
368_6315	chr17	73011092	73011492	+	1000	130.5	[]	[]	[8.228404]	[81]	[]	[73011272]
368_6318	chr20	34189777	34190177	+	1000	130.5	[8.001244]	[119]	[]	[]	[34189970]	[]
368_6322	chr6	26475156	26475556	+	1000	130.5	[8.527855]	[126]	[]	[]	[26475368]	[]
368_6324	chr7	44566004	44566404	+	1000	130.5	[]	[]	[8.891774]	[155]	[]	[44566231]
368_6326	chr9	99076746	99077146	+	1000	130.5	[7.549868]	[124]	[]	[]	[99076920]	[]
368_6330	chr9	136780567	136780967	+	1000	130.5	[]	[]	[8.069409]	[136]	[]	[136780799]
368_6332	chr1	21218222	21218622	+	1000	130.0	[8.320784]	[98]	[8.228404]	[138]	[21218396]	[21218436]
368_6338	chr14	34873340	34873740	+	1000	130.0	[7.7957826, 8.090539]	[78, 135]	[8.228404]	[142]	[34873502, 34873559]	[34873566]
368_6339	chr18	50806297	50806697	+	1000	130.0	[8.320784]	[116]	[8.001244]	[95]	[50806511]	[50806490]
368_634	chr21	45067453	45067853	+	1000	534.0	[]	[]	[8.891774]	[126]	[]	[45067670]
368_6344	chr4	153493724	153494124	+	1000	130.0	[8.02331]	[67]	[]	[]	[153493881]	[]
368_6346	chr7	99693506	99693906	+	1000	130.0	[12.567606]	[103]	[]	[]	[99693704]	[]
368_6352	chr10	117376435	117376835	+	1000	129.5	[]	[]	[8.805163, 8.069409]	[95, 115]	[]	[117376616, 117376636]
368_6354	chr12	53201217	53201617	+	1000	129.5	[]	[]	[7.549868]	[122]	[]	[53201406]
368_6356	chr16	24217456	24217856	+	1000	129.5	[7.7957826]	[126]	[]	[]	[24217651]	[]
368_6359	chr2	54227794	54228194	+	1000	129.5	[8.891774]	[93]	[]	[]	[54227966]	[]
368_636	chr8	49110323	49110723	+	1000	534.0	[8.891774]	[173]	[]	[]	[49110573]	[]
368_6363	chr20	9211021	9211421	+	1000	129.5	[9.473919]	[144]	[]	[]	[9211238]	[]
368_6364	chr22	22519939	22520339	+	1000	129.5	[8.182954]	[238]	[]	[]	[22520188]	[]
368_6371	chr8	125279041	125279441	+	1000	129.5	[8.320784]	[68]	[]	[]	[125279203]	[]
368_6372	chr9	96683264	96683664	+	1000	129.5	[]	[]	[8.001244]	[171]	[]	[96683512]
368_6375	chr1	53890967	53891367	+	1000	129.0	[]	[]	[7.7957826]	[95]	[]	[53891118]
368_6376	chr1	65279032	65279432	+	1000	129.0	[8.069409]	[124]	[]	[]	[65279250]	[]
368_6377	chr1	150635170	150635570	+	1000	129.0	[8.069409]	[144]	[]	[]	[150635410]	[]
368_6383	chr13	78816468	78816868	+	1000	129.0	[]	[]	[7.549868]	[134]	[]	[78816688]
368_6384	chr14	88819660	88820060	+	1000	129.0	[8.891774]	[102]	[8.891774]	[101]	[88819861]	[88819860]
368_6388	chr19	14574241	14574641	+	1000	129.0	[8.891774, 8.891774]	[99, 164]	[]	[]	[14574419, 14574484]	[]
368_6389	chr19	39024998	39025398	+	1000	129.0	[8.891774]	[115]	[8.891774]	[114]	[39025200]	[39025199]
368_639	chr3	178170658	178171058	+	1000	532.0	[8.891774]	[167]	[]	[]	[178170901]	[]
368_6396	chr4	25915438	25915838	+	1000	129.0	[9.473919]	[175]	[]	[]	[25915678]	[]
368_64	chr11	62041980	62042380	+	1000	772.0	[8.320784]	[101]	[]	[]	[62042181]	[]
368_6402	chr8	21927685	21928085	+	1000	129.0	[8.320784]	[62]	[]	[]	[21927836]	[]
368_6404	chr1	30919121	30919521	+	1000	128.5	[]	[]	[8.891774]	[146]	[]	[30919359]
368_6405	chr1	89710478	89710878	+	1000	128.5	[8.228404]	[92]	[]	[]	[89710658]	[]
368_641	chr8	11879322	11879722	+	1000	531.5	[8.891774]	[81]	[]	[]	[11879495]	[]
368_6413	chr12	71671851	71672251	+	1000	128.5	[]	[]	[7.7957826]	[69]	[]	[71672004]
368_6417	chr17	31425168	31425568	+	1000	128.5	[]	[]	[8.891774]	[122]	[]	[31425386]
368_6418	chr17	82738271	82738671	+	1000	128.5	[]	[]	[8.001244, 8.182954]	[128, 143]	[]	[82738494, 82738509]
368_642	chr1	28500964	28501364	+	1000	531.0	[]	[]	[8.320784]	[106]	[]	[28501168]
368_6420	chr19	38781008	38781408	+	1000	128.5	[]	[]	[12.567606]	[137]	[]	[38781161]
368_6423	chr3	33914785	33915185	+	1000	128.5	[]	[]	[7.549868]	[141]	[]	[33914996]
368_6424	chr3	67033053	67033453	+	1000	128.5	[]	[]	[12.567606]	[146]	[]	[67033257]
368_6427	chr5	74632211	74632611	+	1000	128.5	[]	[]	[8.182954]	[250]	[]	[74632441]
368_6428	chr5	154518531	154518931	+	1000	128.5	[8.001244]	[179]	[]	[]	[154518778]	[]
368_6430	chr6	161261752	161262152	+	1000	128.5	[]	[]	[7.7957826]	[152]	[]	[161262002]
368_6435	chrX	15947724	15948124	+	1000	128.5	[]	[]	[8.069409]	[164]	[]	[15947965]
368_6437	chr1	117655103	117655503	+	1000	128.0	[8.228404]	[164]	[]	[]	[117655335]	[]
368_6438	chr1	204624864	204625264	+	1000	128.0	[8.182954]	[68]	[]	[]	[204625029]	[]
368_644	chr11	125552949	125553349	+	1000	531.0	[]	[]	[7.7957826]	[84]	[]	[125553129]
368_6440	chr10	5940710	5941110	+	1000	128.0	[]	[]	[12.567606, 8.527855]	[208, 228]	[]	[5940934, 5940954]
368_6441	chr10	87691451	87691851	+	1000	128.0	[]	[]	[8.527855]	[168]	[]	[87691697]
368_6449	chr21	13923160	13923560	+	1000	128.0	[8.090539]	[143]	[]	[]	[13923397]	[]
368_6450	chr22	20076603	20077003	+	1000	128.0	[]	[]	[8.228404]	[104]	[]	[20076789]
368_6452	chr3	37241890	37242290	+	1000	128.0	[]	[]	[8.182954, 8.891774]	[93, 130]	[]	[37242074, 37242111]
368_6454	chr3	130201258	130201658	+	1000	128.0	[8.069409]	[66]	[]	[]	[130201415]	[]
368_6456	chr4	26692030	26692430	+	1000	128.0	[8.182954]	[116]	[8.001244, 8.001244]	[88, 126]	[26692243]	[26692215, 26692253]
368_6460	chr6	28992546	28992946	+	1000	128.0	[]	[]	[8.182954]	[186]	[]	[28992779]
368_6464	chr9	35801552	35801952	+	1000	128.0	[]	[]	[7.7957826]	[118]	[]	[35801760]
368_6466	chr1	28928517	28928917	+	1000	127.5	[8.320784]	[177]	[]	[]	[28928761]	[]
368_6467	chr1	205811636	205812036	+	1000	127.5	[8.228404]	[84]	[]	[]	[205811814]	[]
368_6468	chr1	234558311	234558711	+	1000	127.5	[8.001244]	[169]	[]	[]	[234558528]	[]
368_6469	chr10	22133943	22134343	+	1000	127.5	[8.001244]	[159]	[]	[]	[22134173]	[]
368_6470	chr12	71268555	71268955	+	914	127.5	[7.7957826, 8.182954]	[103, 112]	[]	[]	[71268752, 71268761]	[]
368_6475	chr19	16888578	16888978	+	1000	127.5	[]	[]	[8.001244]	[186]	[]	[16888819]
368_648	chr6	14476815	14477215	+	1000	530.0	[8.891774, 8.001244]	[87, 127]	[8.891774]	[86]	[14476990, 14477030]	[14476989]
368_6481	chr1	12085625	12086025	+	1000	127.0	[]	[]	[8.891774]	[70]	[]	[12085781]
368_6483	chr1	212418554	212418954	+	1000	127.0	[]	[]	[8.320784]	[136]	[]	[212418742]
368_6485	chr1	233962824	233963224	+	1000	127.0	[8.891774]	[110]	[]	[]	[233963032]	[]
368_6489	chr13	113419741	113420141	+	1000	127.0	[]	[]	[12.567606]	[132]	[]	[113419964]
368_649	chr9	123304613	123305013	+	1000	530.0	[8.968127]	[107]	[]	[]	[123304812]	[]
368_6491	chr15	37002033	37002433	+	1000	127.0	[12.567606]	[144]	[]	[]	[37002271]	[]
368_6493	chr15	82110131	82110531	+	1000	127.0	[12.567606]	[64]	[8.228404]	[101]	[82110285]	[82110322]
368_6495	chr17	20189960	20190360	+	1000	127.0	[8.001244]	[155]	[]	[]	[20190175]	[]
368_65	chr2	237965002	237965402	+	1000	772.0	[12.567606]	[132]	[8.001244]	[116]	[237965224]	[237965208]
368_650	chr1	203311791	203312191	+	1000	529.5	[8.182954]	[104]	[]	[]	[203311977]	[]
368_6501	chr5	33557611	33558011	+	1000	127.0	[8.891774]	[130]	[8.069409, 8.182954]	[83, 86]	[33557816]	[33557769, 33557772]
368_6502	chr8	9108876	9109276	+	1000	127.0	[]	[]	[8.228404]	[88]	[]	[9109049]
368_6505	chr10	80211716	80212116	+	1000	126.5	[8.090539]	[165]	[]	[]	[80211959]	[]
368_6519	chr20	57412665	57413065	+	1000	126.5	[]	[]	[8.891774]	[145]	[]	[57412900]
368_652	chr9	108094161	108094561	+	1000	529.5	[8.320784]	[92]	[]	[]	[108094347]	[]
368_6522	chr3	196127500	196127900	+	1000	126.5	[]	[]	[8.228404]	[110]	[]	[196127698]
368_6523	chr4	6278738	6279138	+	1000	126.5	[]	[]	[8.891774]	[146]	[]	[6278975]
368_6525	chr5	154776186	154776586	+	1000	126.5	[8.069409]	[144]	[]	[]	[154776430]	[]
368_6526	chr6	110965888	110966288	+	906	126.5	[]	[]	[8.891774]	[125]	[]	[110966102]
368_6533	chr8	38798268	38798668	+	1000	126.5	[]	[]	[7.7957826]	[114]	[]	[38798478]
368_6535	chr1	13869141	13869541	+	1000	126.0	[8.001244]	[168]	[]	[]	[13869378]	[]
368_654	chr12	92404915	92405315	+	1000	529.0	[8.968127]	[67]	[]	[]	[92405082]	[]
368_6540	chr15	87619274	87619674	+	1000	126.0	[8.090539]	[115]	[]	[]	[87619455]	[]
368_6541	chr16	21525336	21525736	+	1000	126.0	[]	[]	[8.968127, 8.069409]	[93, 137]	[]	[21525517, 21525561]
368_6543	chr18	70036708	70037108	+	1000	126.0	[8.891774]	[143]	[8.891774]	[142]	[70036939]	[70036938]
368_6544	chr3	38018996	38019396	+	1000	126.0	[7.549868]	[160]	[8.069409]	[198]	[38019149]	[38019187]
368_6545	chr5	54294081	54294481	+	1000	126.0	[8.001244, 8.891774]	[118, 139]	[]	[]	[54294288, 54294309]	[]
368_6547	chr7	10644895	10645295	+	1000	126.0	[]	[]	[8.228404]	[103]	[]	[10645093]
368_6548	chr8	66661981	66662381	+	1000	126.0	[8.779576]	[118]	[]	[]	[66662173]	[]
368_6549	chr8	124629766	124630166	+	1000	126.0	[8.891774]	[140]	[]	[]	[124629993]	[]
368_6551	chr1	53367347	53367747	+	1000	125.5	[8.891774]	[105]	[]	[]	[53367525]	[]
368_6556	chr10	5987662	5988062	+	1000	125.5	[]	[]	[8.968127]	[163]	[]	[5987886]
368_6557	chr10	30151881	30152281	+	1000	125.5	[]	[]	[8.320784, 7.549868]	[97, 117]	[]	[30152071, 30152091]
368_6565	chr2	27537358	27537758	+	1000	125.5	[]	[]	[12.567606]	[115]	[]	[27537543]
368_6566	chr2	73981321	73981721	+	1000	125.5	[8.320784]	[143]	[]	[]	[73981554]	[]
368_6570	chr21	38277433	38277833	+	1000	125.5	[8.001244]	[109]	[]	[]	[38277613]	[]
368_6571	chr22	22018908	22019308	+	1000	125.5	[]	[]	[8.069409]	[155]	[]	[22019148]
368_6574	chr3	153221835	153222235	+	1000	125.5	[]	[]	[8.891774]	[97]	[]	[153222001]
368_6575	chr4	14920247	14920647	+	1000	125.5	[]	[]	[8.001244]	[91]	[]	[14920409]
368_6579	chr8	73312287	73312687	+	1000	125.5	[]	[]	[8.069409]	[172]	[]	[73312534]
368_658	chr7	143504594	143504994	+	1000	528.0	[]	[]	[8.891774]	[119]	[]	[143504796]
368_6582	chr1	164772627	164773027	+	1000	125.0	[]	[]	[8.182954]	[183]	[]	[164772867]
368_6583	chr1	198669110	198669510	+	1000	125.0	[12.567606]	[154]	[]	[]	[198669357]	[]
368_6584	chr1	207309853	207310253	+	1000	125.0	[]	[]	[8.090539]	[128]	[]	[207310063]
368_6586	chr10	101450299	101450699	+	1000	125.0	[]	[]	[8.069409]	[134]	[]	[101450516]
368_6587	chr11	59766682	59767082	+	1000	125.0	[7.549868]	[202]	[8.001244]	[228]	[59766852]	[59766878]
368_6588	chr11	64207511	64207911	+	1000	125.0	[]	[]	[8.891774]	[138]	[]	[64207729]
368_659	chr9	132984780	132985180	+	1000	528.0	[8.182954]	[56]	[8.891774]	[117]	[132984935]	[132984996]
368_6591	chr16	49698419	49698819	+	1000	125.0	[9.473919]	[142]	[]	[]	[49698659]	[]
368_6593	chr20	35208233	35208633	+	1000	125.0	[8.001244]	[115]	[]	[]	[35208422]	[]
368_6595	chr3	97911005	97911405	+	1000	125.0	[]	[]	[8.182954, 8.001244]	[98, 149]	[]	[97911186, 97911237]
368_6597	chr4	144006439	144006839	+	1000	125.0	[]	[]	[8.891774]	[140]	[]	[144006655]
368_6601	chr7	135917661	135918061	+	1000	125.0	[]	[]	[8.320784]	[87]	[]	[135917832]
368_6609	chr17	46101147	46101547	+	1000	124.5	[8.001244]	[248]	[]	[]	[46101378]	[]
368_6611	chr17	75124285	75124685	+	1000	124.5	[8.891774, 8.968127]	[74, 140]	[]	[]	[75124452, 75124518]	[]
368_6613	chr2	54081651	54082051	+	1000	124.5	[8.320784]	[105]	[]	[]	[54081813]	[]
368_6615	chr2	197210417	197210817	+	1000	124.5	[8.779576]	[152]	[]	[]	[197210663]	[]
368_6619	chr4	6258722	6259122	+	1000	124.5	[8.090539]	[121]	[8.320784]	[128]	[6258939]	[6258946]
368_662	chr16	8182760	8183160	+	1000	527.0	[]	[]	[12.567606, 8.527855]	[60, 151]	[]	[8182916, 8183007]
368_6622	chr6	14728574	14728974	+	1000	124.5	[]	[]	[8.090539]	[139]	[]	[14728787]
368_6623	chr9	36142586	36142986	+	1000	124.5	[8.320784]	[144]	[]	[]	[36142829]	[]
368_6627	chr11	20488419	20488819	+	1000	124.0	[8.090539]	[92]	[12.567606]	[147]	[20488592]	[20488647]
368_6630	chr14	68238964	68239364	+	1000	124.0	[8.320784]	[159]	[]	[]	[68239198]	[]
368_6631	chr14	90803764	90804164	+	1000	124.0	[]	[]	[8.228404]	[113]	[]	[90803943]
368_6637	chr2	12277520	12277920	+	1000	124.0	[]	[]	[8.090539]	[178]	[]	[12277769]
368_6638	chr22	19217914	19218314	+	1000	124.0	[]	[]	[8.182954]	[95]	[]	[19218104]
368_6643	chr7	133081080	133081480	+	1000	124.0	[]	[]	[7.549868, 7.549868]	[88, 167]	[]	[133081245, 133081324]
368_6644	chr8	19322037	19322437	+	1000	124.0	[7.549868]	[136]	[7.7957826]	[102]	[19322260]	[19322226]
368_6645	chr9	85937243	85937643	+	1000	124.0	[8.891774]	[126]	[]	[]	[85937454]	[]
368_6646	chrX	68700372	68700772	+	1000	124.0	[12.567606]	[143]	[]	[]	[68700601]	[]
368_6647	chr1	32815094	32815494	+	1000	123.5	[]	[]	[8.069409]	[74]	[]	[32815253]
368_665	chr17	62143556	62143956	+	1000	526.5	[8.891774]	[147]	[]	[]	[62143800]	[]
368_6651	chr1	211928204	211928604	+	1000	123.5	[7.549868]	[159]	[]	[]	[211928417]	[]
368_6655	chr12	111405215	111405615	+	1000	123.5	[]	[]	[8.069409]	[166]	[]	[111405459]
368_666	chr5	95934391	95934791	+	1000	526.5	[7.7957826]	[76]	[]	[]	[95934557]	[]
368_6668	chr5	113071353	113071753	+	1000	123.5	[8.090539]	[165]	[]	[]	[113071604]	[]
368_6669	chr5	149805746	149806146	+	1000	123.5	[]	[]	[8.228404, 8.891774]	[133, 139]	[]	[149805978, 149805984]
368_667	chr2	208571808	208572208	+	1000	526.0	[8.02331]	[150]	[]	[]	[208572041]	[]
368_6670	chr5	180704318	180704718	+	1000	123.5	[8.805163]	[133]	[7.7957826]	[158]	[180704512]	[180704537]
368_6675	chr1	25420718	25421118	+	1000	123.0	[8.968127]	[64]	[]	[]	[25420881]	[]
368_668	chr20	64221160	64221560	+	1000	526.0	[12.567606]	[120]	[]	[]	[64221378]	[]
368_6680	chr11	91905351	91905751	+	1000	123.0	[8.001244]	[128]	[]	[]	[91905529]	[]
368_6682	chr12	120379989	120380389	+	1000	123.0	[8.069409]	[100]	[]	[]	[120380171]	[]
368_6684	chr14	90806202	90806602	+	1000	123.0	[8.182954]	[157]	[]	[]	[90806399]	[]
368_669	chr3	182365044	182365444	+	1000	526.0	[]	[]	[8.090539]	[136]	[]	[182365279]
368_6691	chr3	71912859	71913259	+	1000	123.0	[]	[]	[9.473919]	[115]	[]	[71913063]
368_6694	chr8	96524183	96524583	+	1000	123.0	[]	[]	[8.090539]	[159]	[]	[96524406]
368_6696	chr1	148385603	148386003	+	1000	122.5	[]	[]	[8.891774]	[169]	[]	[148385839]
368_6698	chr14	103730682	103731082	+	1000	122.5	[]	[]	[9.473919]	[114]	[]	[103730888]
368_6700	chr15	96162416	96162816	+	1000	122.5	[]	[]	[8.891774]	[103]	[]	[96162600]
368_6701	chr17	66345914	66346314	+	1000	122.5	[]	[]	[8.805163]	[165]	[]	[66346149]
368_6704	chr21	43855168	43855568	+	1000	122.5	[]	[]	[8.069409]	[84]	[]	[43855328]
368_6710	chr6	20604151	20604551	+	1000	122.5	[8.001244]	[135]	[]	[]	[20604385]	[]
368_6712	chr9	32884474	32884874	+	1000	122.5	[8.001244]	[136]	[]	[]	[32884697]	[]
368_6713	chr9	122821511	122821911	+	1000	122.5	[]	[]	[8.891774]	[162]	[]	[122821760]
368_6715	chrX	79367383	79367783	+	1000	122.5	[12.567606]	[63]	[]	[]	[79367544]	[]
368_6717	chr1	148155940	148156340	+	1000	122.0	[8.090539]	[149]	[]	[]	[148156145]	[]
368_6718	chr10	3094779	3095179	+	1000	122.0	[]	[]	[7.7957826]	[160]	[]	[3094958]
368_672	chr8	38210630	38211030	+	1000	526.0	[]	[]	[8.069409]	[58]	[]	[38210783]
368_6721	chr11	65023494	65023894	+	1000	122.0	[]	[]	[8.320784, 8.069409]	[105, 115]	[]	[65023687, 65023697]
368_6725	chr13	107891019	107891419	+	1000	122.0	[8.182954]	[100]	[]	[]	[107891207]	[]
368_6726	chr14	24274243	24274643	+	1000	122.0	[]	[]	[8.320784]	[141]	[]	[24274473]
368_6729	chr17	76659873	76660273	+	1000	122.0	[]	[]	[8.001244]	[148]	[]	[76660079]
368_673	chrX	47683467	47683867	+	1000	526.0	[7.7957826]	[130]	[8.182954, 12.567606]	[121, 135]	[47683678]	[47683669, 47683683]
368_6730	chr2	168941292	168941692	+	1000	122.0	[]	[]	[8.001244]	[67]	[]	[168941443]
368_6734	chr22	50533354	50533754	+	1000	122.0	[]	[]	[8.228404]	[97]	[]	[50533515]
368_6737	chr6	70162952	70163352	+	1000	122.0	[8.891774]	[164]	[]	[]	[70163186]	[]
368_6740	chr8	47213315	47213715	+	1000	122.0	[]	[]	[9.473919]	[141]	[]	[47213533]
368_6741	chr8	109064009	109064409	+	1000	122.0	[8.001244]	[85]	[]	[]	[109064193]	[]
368_6745	chr1	32307308	32307708	+	1000	121.5	[]	[]	[8.779576]	[111]	[]	[32307515]
368_675	chr1	181152953	181153353	+	1000	525.5	[]	[]	[9.473919]	[123]	[]	[181153171]
368_6750	chr12	43696132	43696532	+	1000	121.5	[8.228404]	[152]	[]	[]	[43696376]	[]
368_6757	chr2	10434803	10435203	+	1000	121.5	[8.228404]	[131]	[]	[]	[10435018]	[]
368_6759	chr21	42545758	42546158	+	1000	121.5	[8.891774]	[139]	[8.069409, 8.891774]	[123, 138]	[42545997]	[42545981, 42545996]
368_6767	chr9	14906595	14906995	+	1000	121.5	[]	[]	[8.891774]	[103]	[]	[14906783]
368_6768	chr1	21974667	21975067	+	1000	121.0	[8.182954]	[72]	[]	[]	[21974818]	[]
368_6769	chr1	154490380	154490780	+	1000	121.0	[]	[]	[8.182954]	[114]	[]	[154490590]
368_677	chr19	12784534	12784934	+	1000	525.0	[7.7957826]	[82]	[]	[]	[12784704]	[]
368_6770	chr1	222707741	222708141	+	1000	121.0	[8.090539]	[75]	[]	[]	[222707905]	[]
368_6777	chr17	64505018	64505418	+	1000	121.0	[7.7957826]	[55]	[]	[]	[64505173]	[]
368_6781	chr2	110694996	110695396	+	1000	121.0	[]	[]	[8.182954]	[158]	[]	[110695246]
368_6788	chr4	185202456	185202856	+	1000	121.0	[8.891774]	[163]	[]	[]	[185202703]	[]
368_6789	chr5	32184178	32184578	+	1000	121.0	[8.090539, 8.320784]	[86, 98]	[]	[]	[32184357, 32184369]	[]
368_679	chr10	71635338	71635738	+	1000	524.5	[]	[]	[9.473919]	[116]	[]	[71635544]
