#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID1B_idr.fa ARID1B --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
892_91	chr1	61013219	61013619	+	1000	1654.5	[]	[]	[9.257497, 9.257497]	[75, 103]	[]	[61013383, 61013411]
892_9100	chr1	31769383	31769783	+	1000	221.0	[]	[]	[9.257497]	[113]	[]	[31769568]
892_9102	chr1	54409392	54409792	+	1000	221.0	[]	[]	[9.257497, 9.257497]	[107, 140]	[]	[54409560, 54409593]
892_9103	chr1	93504502	93504902	+	1000	221.0	[9.257497]	[113]	[]	[]	[93504689]	[]
892_9107	chr10	95266700	95267100	+	1000	221.0	[9.257497]	[110]	[]	[]	[95266889]	[]
892_911	chr2	144441694	144442094	+	1000	951.0	[9.257497, 9.257497]	[57, 83]	[9.257497]	[74]	[144441850, 144441876]	[144441867]
892_9111	chr17	46809196	46809596	+	1000	221.0	[]	[]	[9.257497]	[126]	[]	[46809379]
892_9116	chr3	39347016	39347416	+	1000	221.0	[]	[]	[9.257497]	[141]	[]	[39347227]
892_9118	chr4	88758281	88758681	+	1000	221.0	[]	[]	[9.257497]	[157]	[]	[88758527]
892_912	chr22	40190476	40190876	+	1000	950.5	[]	[]	[9.257497]	[117]	[]	[40190685]
892_9124	chr7	75014726	75015126	+	1000	221.0	[]	[]	[9.257497]	[163]	[]	[75014963]
892_9125	chr7	84946552	84946952	+	1000	221.0	[]	[]	[9.257497]	[161]	[]	[84946788]
892_9126	chr8	140825051	140825451	+	1000	221.0	[]	[]	[9.257497, 9.257497]	[70, 143]	[]	[140825214, 140825287]
892_9129	chr1	7770002	7770402	+	1000	220.5	[9.257497]	[227]	[]	[]	[7770248]	[]
892_9131	chr10	67853509	67853909	+	1000	220.5	[]	[]	[9.257497]	[134]	[]	[67853729]
892_9132	chr11	46832792	46833192	+	1000	220.5	[9.257497]	[76]	[]	[]	[46832950]	[]
892_9133	chr11	76735869	76736269	+	1000	220.5	[9.257497]	[88]	[]	[]	[76736052]	[]
892_9136	chr14	88815960	88816360	+	1000	220.5	[]	[]	[9.257497]	[123]	[]	[88816171]
892_9137	chr17	50212104	50212504	+	1000	220.5	[9.257497]	[94]	[]	[]	[50212289]	[]
892_9139	chr19	1872370	1872770	+	1000	220.5	[9.257497]	[118]	[]	[]	[1872551]	[]
892_914	chr2	218287754	218288154	+	1000	949.5	[]	[]	[9.257497]	[123]	[]	[218287973]
892_9141	chr2	8302045	8302445	+	1000	220.5	[9.257497]	[158]	[]	[]	[8302260]	[]
892_9142	chr2	105418088	105418488	+	1000	220.5	[]	[]	[9.257497]	[135]	[]	[105418314]
892_9143	chr2	177328004	177328404	+	1000	220.5	[]	[]	[9.257497, 9.257497]	[121, 153]	[]	[177328218, 177328250]
892_9144	chr3	196193842	196194242	+	1000	220.5	[9.257497]	[206]	[]	[]	[196194072]	[]
892_9145	chr5	10439800	10440200	+	1000	220.5	[9.257497]	[85]	[]	[]	[10439982]	[]
892_9146	chr5	126686407	126686807	+	1000	220.5	[]	[]	[9.257497]	[113]	[]	[126686614]
892_9147	chr5	132773968	132774368	+	1000	220.5	[]	[]	[9.257497]	[157]	[]	[132774218]
892_9151	chr7	43824469	43824869	+	1000	220.5	[9.257497]	[129]	[]	[]	[43824676]	[]
892_9154	chr1	43732053	43732453	+	1000	220.0	[]	[]	[9.257497]	[148]	[]	[43732284]
892_9156	chr1	205208805	205209205	+	1000	220.0	[9.257497]	[119]	[]	[]	[205209007]	[]
892_9157	chr1	221958250	221958650	+	1000	220.0	[]	[]	[9.257497]	[111]	[]	[221958455]
892_9158	chr10	24944693	24945093	+	1000	220.0	[9.257497]	[78]	[]	[]	[24944854]	[]
892_916	chr5	153742028	153742428	+	1000	948.5	[]	[]	[9.257497]	[117]	[]	[153742240]
892_9161	chr15	82231823	82232223	+	1000	220.0	[9.257497]	[144]	[]	[]	[82232008]	[]
892_9162	chr17	16289146	16289546	+	1000	220.0	[9.257497]	[113]	[]	[]	[16289342]	[]
892_9163	chr17	20873141	20873541	+	1000	220.0	[9.257497]	[104]	[9.257497, 9.257497]	[136, 169]	[20873314]	[20873346, 20873379]
892_9164	chr17	74163552	74163952	+	1000	220.0	[9.257497]	[78]	[]	[]	[74163719]	[]
892_9166	chr19	55672444	55672844	+	1000	220.0	[]	[]	[9.257497]	[92]	[]	[55672621]
892_9167	chr2	113822072	113822472	+	1000	220.0	[9.257497, 9.257497]	[71, 144]	[9.257497]	[103]	[113822243, 113822316]	[113822275]
892_9168	chr2	158047038	158047438	+	1000	220.0	[9.257497]	[92]	[]	[]	[158047213]	[]
892_9169	chr2	176020387	176020787	+	1000	220.0	[9.257497]	[132]	[]	[]	[176020606]	[]
892_917	chr19	35220476	35220876	+	1000	948.0	[]	[]	[9.257497, 9.257497]	[116, 162]	[]	[35220678, 35220724]
892_9171	chr5	65100861	65101261	+	1000	220.0	[]	[]	[9.257497]	[103]	[]	[65101051]
892_9172	chr5	157732608	157733008	+	1000	220.0	[9.257497, 9.257497]	[70, 94]	[]	[]	[157732772, 157732796]	[]
892_9173	chr5	179620864	179621264	+	1000	220.0	[]	[]	[9.257497, 9.257497]	[113, 144]	[]	[179621076, 179621107]
892_9176	chr9	123000439	123000839	+	1000	220.0	[9.257497]	[73]	[]	[]	[123000595]	[]
892_9178	chr10	97653309	97653709	+	1000	219.5	[9.257497]	[135]	[]	[]	[97653490]	[]
892_918	chr11	5151677	5152077	+	1000	947.5	[9.257497]	[104]	[9.257497]	[83]	[5151874]	[5151853]
892_9180	chr10	110258467	110258867	+	1000	219.5	[]	[]	[9.257497]	[140]	[]	[110258693]
892_9185	chr19	28535252	28535652	+	1000	219.5	[]	[]	[9.257497]	[123]	[]	[28535459]
892_9187	chr20	41150699	41151099	+	1000	219.5	[9.257497]	[91]	[]	[]	[41150879]	[]
892_9189	chr21	46143918	46144318	+	1000	219.5	[9.257497]	[122]	[]	[]	[46144127]	[]
892_919	chr7	92886016	92886416	+	1000	947.0	[9.257497]	[79]	[9.257497]	[153]	[92886189]	[92886263]
892_9190	chr3	14265452	14265852	+	1000	219.5	[]	[]	[9.257497]	[156]	[]	[14265677]
892_9193	chr3	185572209	185572609	+	1000	219.5	[9.257497]	[117]	[]	[]	[185572395]	[]
892_9198	chr6	41767153	41767553	+	1000	219.5	[]	[]	[9.257497]	[143]	[]	[41767384]
892_9199	chr6	88246660	88247060	+	1000	219.5	[9.257497, 9.257497]	[109, 133]	[]	[]	[88246850, 88246874]	[]
892_92	chr17	49739807	49740207	+	1000	1651.0	[]	[]	[9.257497]	[123]	[]	[49740015]
892_920	chr1	12604381	12604781	+	1000	946.5	[9.257497]	[68]	[]	[]	[12604541]	[]
892_9201	chr9	68720846	68721246	+	1000	219.5	[]	[]	[9.257497]	[113]	[]	[68721053]
892_9202	chr9	136646352	136646752	+	1000	219.5	[]	[]	[9.257497]	[144]	[]	[136646558]
892_9205	chr10	5829198	5829598	+	1000	219.0	[9.257497]	[97]	[]	[]	[5829392]	[]
892_9206	chr10	13707031	13707431	+	1000	219.0	[9.257497]	[100]	[]	[]	[13707211]	[]
892_9208	chr10	60305349	60305749	+	1000	219.0	[9.257497]	[120]	[]	[]	[60305545]	[]
892_9209	chr10	113091831	113092231	+	1000	219.0	[]	[]	[9.257497, 9.257497]	[76, 160]	[]	[113091986, 113092070]
892_921	chr8	130343069	130343469	+	1000	946.0	[]	[]	[9.257497]	[118]	[]	[130343286]
892_9210	chr11	57150426	57150826	+	1000	219.0	[9.257497, 9.257497]	[116, 147]	[]	[]	[57150622, 57150653]	[]
892_9212	chr14	75535803	75536203	+	1000	219.0	[9.257497, 9.257497]	[105, 159]	[]	[]	[75535969, 75536023]	[]
892_9213	chr14	103445090	103445490	+	1000	219.0	[]	[]	[9.257497, 9.257497]	[103, 159]	[]	[103445284, 103445340]
892_9214	chr15	70439365	70439765	+	1000	219.0	[]	[]	[9.257497]	[203]	[]	[70439608]
892_9216	chr18	80011491	80011891	+	1000	219.0	[]	[]	[9.257497]	[108]	[]	[80011681]
892_9217	chr19	10748961	10749361	+	1000	219.0	[9.257497]	[126]	[]	[]	[10749170]	[]
892_9219	chr19	40872250	40872650	+	1000	219.0	[]	[]	[9.257497]	[89]	[]	[40872422]
892_922	chrX	103124274	103124674	+	1000	945.5	[]	[]	[9.257497]	[101]	[]	[103124462]
892_9220	chr19	45171297	45171697	+	1000	219.0	[9.257497]	[86]	[]	[]	[45171482]	[]
892_9222	chr2	113609856	113610256	+	1000	219.0	[9.257497]	[66]	[]	[]	[113610020]	[]
892_9223	chr20	9140202	9140602	+	1000	219.0	[]	[]	[9.257497]	[180]	[]	[9140438]
892_9224	chr22	26617661	26618061	+	1000	219.0	[9.257497]	[108]	[]	[]	[26617856]	[]
892_9229	chr6	43887874	43888274	+	1000	219.0	[9.257497]	[216]	[]	[]	[43888094]	[]
892_9230	chr6	44442247	44442647	+	1000	219.0	[9.257497, 9.257497]	[160, 168]	[]	[]	[44442445, 44442453]	[]
892_9231	chr6	143034868	143035268	+	1000	219.0	[9.257497]	[64]	[]	[]	[143035027]	[]
892_9233	chr7	156772730	156773130	+	1000	219.0	[9.257497]	[124]	[]	[]	[156772919]	[]
892_9234	chrX	49673424	49673824	+	1000	219.0	[9.257497, 9.257497]	[99, 128]	[9.257497]	[85]	[49673597, 49673626]	[49673583]
892_9235	chr1	219699774	219700174	+	1000	218.5	[]	[]	[9.257497]	[108]	[]	[219699981]
892_9237	chr10	124453971	124454371	+	1000	218.5	[]	[]	[9.257497]	[103]	[]	[124454151]
892_9238	chr11	10490500	10490900	+	1000	218.5	[9.257497]	[96]	[]	[]	[10490670]	[]
892_9239	chr11	61949597	61949997	+	1000	218.5	[]	[]	[9.257497]	[203]	[]	[61949822]
892_9240	chr11	86519183	86519583	+	927	218.5	[9.257497]	[134]	[9.257497]	[82]	[86519402]	[86519350]
892_9241	chr11	95725211	95725611	+	1000	218.5	[9.257497]	[59]	[]	[]	[95725369]	[]
892_9242	chr12	83335776	83336176	+	1000	218.5	[9.257497, 9.257497]	[72, 105]	[]	[]	[83335947, 83335980]	[]
892_9245	chr15	91476862	91477262	+	1000	218.5	[]	[]	[9.257497]	[116]	[]	[91477053]
892_9248	chr18	58118016	58118416	+	1000	218.5	[9.257497]	[125]	[]	[]	[58118219]	[]
892_925	chr10	5548802	5549202	+	1000	942.5	[]	[]	[9.257497]	[118]	[]	[5548999]
892_9251	chr4	38576842	38577242	+	1000	218.5	[]	[]	[9.257497]	[141]	[]	[38577081]
892_9252	chr4	39792509	39792909	+	1000	218.5	[9.257497]	[111]	[]	[]	[39792704]	[]
892_9253	chr4	128304048	128304448	+	1000	218.5	[9.257497]	[109]	[]	[]	[128304223]	[]
892_9256	chr6	31979592	31979992	+	1000	218.5	[9.257497]	[100]	[]	[]	[31979786]	[]
892_9257	chr6	135174475	135174875	+	1000	218.5	[]	[]	[9.257497]	[140]	[]	[135174703]
892_9258	chr7	2282113	2282513	+	1000	218.5	[]	[]	[9.257497]	[151]	[]	[2282331]
892_926	chr18	22667956	22668356	+	1000	942.5	[]	[]	[9.257497]	[155]	[]	[22668198]
892_9261	chr8	123631058	123631458	+	1000	218.5	[]	[]	[9.257497]	[121]	[]	[123631274]
892_9262	chr9	100101632	100102032	+	1000	218.5	[]	[]	[9.257497]	[103]	[]	[100101820]
892_9263	chr9	114617154	114617554	+	1000	218.5	[]	[]	[9.257497]	[156]	[]	[114617381]
892_9267	chr1	211800994	211801394	+	1000	218.0	[9.257497, 9.257497]	[78, 161]	[]	[]	[211801150, 211801233]	[]
892_9268	chr10	48480863	48481263	+	1000	218.0	[]	[]	[9.257497, 9.257497]	[96, 124]	[]	[48481054, 48481082]
892_9269	chr10	72502615	72503015	+	1000	218.0	[]	[]	[9.257497]	[167]	[]	[72502835]
892_927	chr10	22017252	22017652	+	1000	942.0	[]	[]	[9.257497, 9.257497]	[127, 150]	[]	[22017473, 22017496]
892_9270	chr10	110857513	110857913	+	1000	218.0	[9.257497, 9.257497]	[64, 99]	[]	[]	[110857677, 110857712]	[]
892_9271	chr11	67379600	67380000	+	1000	218.0	[9.257497]	[84]	[]	[]	[67379772]	[]
892_9274	chr17	13334402	13334802	+	1000	218.0	[]	[]	[9.257497]	[150]	[]	[13334637]
892_9275	chr17	22322902	22323302	+	1000	218.0	[]	[]	[9.257497, 9.257497]	[103, 141]	[]	[22323096, 22323134]
892_928	chr11	8206332	8206732	+	1000	942.0	[]	[]	[9.257497, 9.257497, 9.257497]	[90, 128, 149]	[]	[8206517, 8206555, 8206576]
892_9281	chr3	115239802	115240202	+	1000	218.0	[9.257497]	[146]	[]	[]	[115240034]	[]
892_9283	chr3	195164598	195164998	+	1000	218.0	[9.257497]	[121]	[]	[]	[195164805]	[]
892_9284	chr5	10620351	10620751	+	1000	218.0	[]	[]	[9.257497, 9.257497]	[92, 146]	[]	[10620530, 10620584]
892_9285	chr5	65078321	65078721	+	1000	218.0	[]	[]	[9.257497, 9.257497]	[143, 181]	[]	[65078529, 65078567]
892_9286	chr6	35259398	35259798	+	1000	218.0	[]	[]	[9.257497]	[187]	[]	[35259586]
892_9287	chr6	108737906	108738306	+	1000	218.0	[]	[]	[9.257497]	[147]	[]	[108738146]
892_9288	chr6	119259008	119259408	+	1000	218.0	[]	[]	[9.257497]	[160]	[]	[119259255]
892_929	chr8	41823040	41823440	+	1000	942.0	[]	[]	[9.257497]	[143]	[]	[41823270]
892_9290	chr9	121284004	121284404	+	1000	218.0	[9.257497]	[110]	[9.257497]	[151]	[121284204]	[121284245]
892_9291	chrX	10851796	10852196	+	1000	218.0	[9.257497]	[112]	[]	[]	[10851999]	[]
892_9292	chrX	63434543	63434943	+	1000	218.0	[]	[]	[9.257497]	[124]	[]	[63434764]
892_9293	chr1	11740789	11741189	+	1000	217.5	[]	[]	[9.257497]	[166]	[]	[11741014]
892_9294	chr1	111439411	111439811	+	1000	217.5	[9.257497, 9.257497]	[117, 146]	[]	[]	[111439617, 111439646]	[]
892_9297	chr12	50555406	50555806	+	1000	217.5	[9.257497, 9.257497, 9.257497]	[123, 145, 156]	[]	[]	[50555592, 50555614, 50555625]	[]
892_9298	chr12	108123372	108123772	+	1000	217.5	[9.257497]	[128]	[9.257497]	[166]	[108123574]	[108123612]
892_9299	chr15	90365380	90365780	+	1000	217.5	[9.257497]	[89]	[9.257497]	[126]	[90365556]	[90365593]
892_93	chr9	134338477	134338877	+	1000	1648.5	[9.257497]	[129]	[9.257497]	[112]	[134338694]	[134338677]
892_930	chr1	12005501	12005901	+	1000	941.5	[]	[]	[9.257497]	[90]	[]	[12005678]
892_9300	chr17	1331629	1332029	+	1000	217.5	[]	[]	[9.257497]	[142]	[]	[1331870]
892_9301	chr17	7650495	7650895	+	1000	217.5	[9.257497]	[107]	[]	[]	[7650663]	[]
892_9302	chr17	38417099	38417499	+	1000	217.5	[]	[]	[9.257497]	[106]	[]	[38417285]
892_9306	chr19	56186886	56187286	+	1000	217.5	[9.257497]	[133]	[9.257497]	[157]	[56187093]	[56187117]
892_9307	chr1_KI270709v1_random	7238	7638	+	1000	217.5	[]	[]	[9.257497]	[151]	[]	[7398]
892_931	chr1	114388357	114388757	+	1000	941.5	[9.257497, 9.257497]	[64, 154]	[9.257497]	[103]	[114388508, 114388598]	[114388547]
892_9313	chr6	137162876	137163276	+	1000	217.5	[9.257497]	[69]	[9.257497]	[152]	[137163040]	[137163123]
892_9314	chr6	155660293	155660693	+	1000	217.5	[]	[]	[9.257497, 9.257497]	[108, 143]	[]	[155660482, 155660517]
892_9315	chr7	16742527	16742927	+	1000	217.5	[9.257497, 9.257497]	[141, 146]	[]	[]	[16742761, 16742766]	[]
892_9319	chr9	35023410	35023810	+	1000	217.5	[]	[]	[9.257497]	[135]	[]	[35023635]
892_932	chrX	52363193	52363593	+	1000	940.5	[9.257497]	[119]	[9.257497]	[88]	[52363406]	[52363375]
892_9320	chr9	111644255	111644655	+	1000	217.5	[]	[]	[9.257497]	[144]	[]	[111644483]
892_9321	chrX	54992928	54993328	+	1000	217.5	[9.257497, 9.257497]	[84, 160]	[]	[]	[54993092, 54993168]	[]
892_9322	chrX	71168144	71168544	+	1000	217.5	[9.257497]	[110]	[]	[]	[71168335]	[]
892_9323	chrX	138929100	138929500	+	1000	217.5	[]	[]	[9.257497]	[168]	[]	[138929300]
892_9324	chr1	39385428	39385828	+	1000	217.0	[9.257497]	[199]	[]	[]	[39385668]	[]
892_9325	chr1	109181098	109181498	+	1000	217.0	[9.257497]	[171]	[9.257497]	[163]	[109181318]	[109181310]
892_9326	chr1	169508503	169508903	+	1000	217.0	[]	[]	[9.257497]	[105]	[]	[169508699]
892_933	chr5	140217535	140217935	+	1000	939.5	[9.257497]	[85]	[]	[]	[140217710]	[]
892_9331	chr11	86145736	86146136	+	1000	217.0	[]	[]	[9.257497, 9.257497]	[106, 137]	[]	[86145916, 86145947]
892_9332	chr12	45355779	45356179	+	1000	217.0	[9.257497]	[101]	[]	[]	[45355958]	[]
892_9333	chr12	113854311	113854711	+	1000	217.0	[]	[]	[9.257497]	[151]	[]	[113854555]
892_9334	chr16	14397326	14397726	+	1000	217.0	[9.257497]	[81]	[9.257497]	[69]	[14397499]	[14397487]
892_9335	chr16	57601740	57602140	+	1000	217.0	[9.257497]	[111]	[]	[]	[57601936]	[]
892_9336	chr18	12302466	12302866	+	1000	217.0	[]	[]	[9.257497]	[142]	[]	[12302696]
892_9337	chr2	64915226	64915626	+	1000	217.0	[]	[]	[9.257497, 9.257497]	[83, 123]	[]	[64915409, 64915449]
892_9338	chr2	145288797	145289197	+	1000	217.0	[]	[]	[9.257497]	[179]	[]	[145289005]
892_934	chr6	157811361	157811761	+	1000	939.0	[]	[]	[9.257497, 9.257497]	[93, 141]	[]	[157811554, 157811602]
892_9340	chr3	81549359	81549759	+	1000	217.0	[]	[]	[9.257497, 9.257497]	[122, 146]	[]	[81549556, 81549580]
892_9342	chr4	183580341	183580741	+	1000	217.0	[9.257497]	[163]	[9.257497]	[148]	[183580586]	[183580571]
892_9343	chr5	96661711	96662111	+	1000	217.0	[9.257497]	[122]	[]	[]	[96661903]	[]
892_9344	chr5	140623061	140623461	+	1000	217.0	[]	[]	[9.257497]	[155]	[]	[140623279]
892_935	chrX	135914396	135914796	+	1000	937.5	[]	[]	[9.257497]	[93]	[]	[135914579]
892_9350	chr7	107387702	107388102	+	1000	217.0	[9.257497]	[190]	[]	[]	[107387953]	[]
892_9353	chr8	142939972	142940372	+	1000	217.0	[9.257497]	[157]	[]	[]	[142940165]	[]
892_9355	chr1	28648686	28649086	+	1000	216.5	[]	[]	[9.257497]	[144]	[]	[28648923]
892_9358	chr10	3740299	3740699	+	1000	216.5	[9.257497]	[80]	[]	[]	[3740478]	[]
892_9359	chr10	16765454	16765854	+	1000	216.5	[]	[]	[9.257497]	[148]	[]	[16765665]
892_936	chr12	33588280	33588680	+	1000	937.0	[]	[]	[9.257497]	[138]	[]	[33588501]
892_9363	chr16	84132491	84132891	+	1000	216.5	[]	[]	[9.257497]	[163]	[]	[84132702]
892_9366	chr20	266639	267039	+	1000	216.5	[]	[]	[9.257497]	[121]	[]	[266844]
892_9367	chr22	16599722	16600122	+	1000	216.5	[9.257497]	[163]	[]	[]	[16599913]	[]
892_9368	chr22	25759757	25760157	+	1000	216.5	[9.257497]	[151]	[]	[]	[25759959]	[]
892_9369	chr3	4355357	4355757	+	1000	216.5	[9.257497, 9.257497]	[112, 140]	[]	[]	[4355539, 4355567]	[]
892_937	chr6	84062514	84062914	+	1000	937.0	[9.257497]	[149]	[]	[]	[84062747]	[]
892_9370	chr3	131795360	131795760	+	1000	216.5	[]	[]	[9.257497]	[151]	[]	[131795598]
892_9371	chr3	158773273	158773673	+	1000	216.5	[9.257497]	[65]	[]	[]	[158773428]	[]
892_9372	chr4	85580550	85580950	+	1000	216.5	[9.257497]	[105]	[]	[]	[85580713]	[]
892_9374	chr6	83985212	83985612	+	1000	216.5	[9.257497]	[123]	[]	[]	[83985431]	[]
892_9375	chr6	149503853	149504253	+	1000	216.5	[9.257497]	[131]	[]	[]	[149504040]	[]
892_9377	chr8	95199695	95200095	+	1000	216.5	[9.257497]	[100]	[9.257497]	[161]	[95199850]	[95199911]
892_938	chr17	32142935	32143335	+	1000	936.5	[9.257497]	[109]	[]	[]	[32143137]	[]
892_9380	chrX	119477653	119478053	+	1000	216.5	[]	[]	[9.257497, 9.257497]	[94, 163]	[]	[119477833, 119477902]
892_9383	chr12	76777921	76778321	+	1000	216.0	[9.257497]	[117]	[]	[]	[76778116]	[]
892_9385	chr14	65190340	65190740	+	1000	216.0	[]	[]	[9.257497]	[110]	[]	[65190545]
892_9387	chr15	90165605	90166005	+	1000	216.0	[]	[]	[9.257497]	[87]	[]	[90165771]
892_939	chr7	134834876	134835276	+	1000	936.0	[]	[]	[9.257497]	[137]	[]	[134835104]
892_9392	chr19	18438611	18439011	+	1000	216.0	[]	[]	[9.257497]	[159]	[]	[18438847]
892_9395	chr20	46683080	46683480	+	1000	216.0	[]	[]	[9.257497]	[119]	[]	[46683289]
892_9396	chr21	33332244	33332644	+	1000	216.0	[9.257497]	[126]	[]	[]	[33332436]	[]
892_9397	chr3	184347736	184348136	+	1000	216.0	[9.257497]	[180]	[]	[]	[184347976]	[]
892_9399	chr5	148574145	148574545	+	1000	216.0	[]	[]	[9.257497]	[121]	[]	[148574355]
892_94	chr5	154653879	154654279	+	1000	1645.5	[]	[]	[9.257497]	[146]	[]	[154654121]
892_940	chr1	226111110	226111510	+	1000	935.5	[]	[]	[9.257497]	[145]	[]	[226111338]
892_9402	chr6	161214735	161215135	+	1000	216.0	[]	[]	[9.257497]	[164]	[]	[161214953]
892_9406	chr9	133002831	133003231	+	1000	216.0	[9.257497]	[161]	[]	[]	[133002997]	[]
892_9407	chr9	137236355	137236755	+	1000	216.0	[9.257497]	[136]	[]	[]	[137236547]	[]
892_9408	chr1	65165553	65165953	+	1000	215.5	[]	[]	[9.257497]	[135]	[]	[65165777]
892_9409	chr1	100440093	100440493	+	1000	215.5	[9.257497, 9.257497]	[119, 156]	[]	[]	[100440293, 100440330]	[]
892_9415	chr13	95247839	95248239	+	1000	215.5	[9.257497]	[99]	[]	[]	[95248036]	[]
892_9416	chr17	16028071	16028471	+	1000	215.5	[9.257497]	[81]	[]	[]	[16028226]	[]
892_9418	chr17	76601548	76601948	+	1000	215.5	[9.257497]	[97]	[]	[]	[76601732]	[]
892_9419	chr18	55549429	55549829	+	1000	215.5	[]	[]	[9.257497]	[157]	[]	[55549667]
892_942	chr20	57410055	57410455	+	1000	935.0	[9.257497]	[102]	[]	[]	[57410250]	[]
892_9420	chr2	88057500	88057900	+	1000	215.5	[9.257497]	[106]	[]	[]	[88057677]	[]
892_9421	chr20	62686089	62686489	+	1000	215.5	[9.257497]	[78]	[]	[]	[62686256]	[]
892_9422	chr4	85742065	85742465	+	1000	215.5	[9.257497]	[143]	[]	[]	[85742287]	[]
892_9423	chr5	169650889	169651289	+	1000	215.5	[]	[]	[9.257497]	[145]	[]	[169651103]
892_9426	chr6	105522628	105523028	+	1000	215.5	[9.257497]	[151]	[]	[]	[105522862]	[]
892_9428	chr6	158405322	158405722	+	1000	215.5	[]	[]	[9.257497]	[126]	[]	[158405543]
892_943	chr3	44968392	44968792	+	1000	934.5	[]	[]	[9.257497]	[162]	[]	[44968642]
892_9430	chrX	44708460	44708860	+	1000	215.5	[]	[]	[9.257497]	[100]	[]	[44708615]
892_9431	chrX	104172783	104173183	+	1000	215.5	[]	[]	[9.257497, 9.257497]	[79, 123]	[]	[104172947, 104172991]
892_9435	chr10	48476468	48476868	+	1000	215.0	[]	[]	[9.257497, 9.257497]	[77, 147]	[]	[48476627, 48476697]
892_9438	chr11	12094839	12095239	+	1000	215.0	[9.257497]	[87]	[]	[]	[12094990]	[]
892_9439	chr11	12994451	12994851	+	1000	215.0	[]	[]	[9.257497]	[123]	[]	[12994671]
892_944	chr9	107784443	107784843	+	1000	934.5	[9.257497]	[116]	[]	[]	[107784658]	[]
892_9440	chr11	34616778	34617178	+	1000	215.0	[9.257497]	[85]	[9.257497, 9.257497]	[146, 166]	[34616947]	[34617008, 34617028]
892_9441	chr12	131231088	131231488	+	1000	215.0	[9.257497]	[97]	[]	[]	[131231275]	[]
892_9442	chr13	99357268	99357668	+	1000	215.0	[9.257497, 9.257497]	[94, 158]	[]	[]	[99357422, 99357486]	[]
892_9443	chr14	33966293	33966693	+	1000	215.0	[9.257497]	[161]	[9.257497]	[155]	[33966518]	[33966512]
892_9448	chr19	40928873	40929273	+	1000	215.0	[9.257497]	[66]	[9.257497]	[149]	[40929037]	[40929120]
892_9449	chr19	48765801	48766201	+	1000	215.0	[9.257497, 9.257497]	[60, 87]	[]	[]	[48765960, 48765987]	[]
892_945	chr1	29156805	29157205	+	1000	933.0	[9.257497]	[157]	[]	[]	[29157048]	[]
892_9453	chr2	156562120	156562520	+	1000	215.0	[9.257497]	[143]	[]	[]	[156562333]	[]
892_9455	chr5	135526873	135527273	+	1000	215.0	[]	[]	[9.257497]	[108]	[]	[135527065]
892_9456	chr6	30516261	30516661	+	1000	215.0	[9.257497]	[124]	[]	[]	[30516420]	[]
892_9457	chr6	118506071	118506471	+	1000	215.0	[]	[]	[9.257497]	[102]	[]	[118506235]
892_9459	chr7	107109878	107110278	+	1000	215.0	[]	[]	[9.257497]	[150]	[]	[107110086]
892_946	chr14	67636422	67636822	+	1000	932.0	[9.257497]	[162]	[]	[]	[67636671]	[]
892_9460	chr8	61080693	61081093	+	1000	215.0	[]	[]	[9.257497]	[129]	[]	[61080922]
892_9461	chr9	88800281	88800681	+	1000	215.0	[]	[]	[9.257497]	[141]	[]	[88800514]
892_9462	chr9	112459001	112459401	+	1000	215.0	[9.257497]	[109]	[]	[]	[112459180]	[]
892_9463	chr1	40053819	40054219	+	1000	214.5	[]	[]	[9.257497]	[159]	[]	[40054047]
892_9464	chr1	161945343	161945743	+	1000	214.5	[9.257497]	[152]	[9.257497]	[70]	[161945588]	[161945506]
892_9466	chr1	227429671	227430071	+	1000	214.5	[9.257497]	[120]	[9.257497]	[168]	[227429871]	[227429919]
892_947	chr6	34865147	34865547	+	1000	932.0	[9.257497, 9.257497]	[67, 110]	[]	[]	[34865312, 34865355]	[]
892_9470	chr11	86243452	86243852	+	1000	214.5	[9.257497, 9.257497]	[78, 143]	[9.257497]	[113]	[86243604, 86243669]	[86243639]
892_9471	chr11	118468989	118469389	+	1000	214.5	[9.257497]	[88]	[]	[]	[118469172]	[]
892_9472	chr12	62977849	62978249	+	1000	214.5	[]	[]	[9.257497]	[112]	[]	[62978061]
892_9475	chr15	58399761	58400161	+	1000	214.5	[9.257497]	[99]	[9.257497, 9.257497]	[82, 148]	[58399944]	[58399927, 58399993]
892_9476	chr16	16905873	16906273	+	1000	214.5	[9.257497]	[121]	[9.257497]	[102]	[16906067]	[16906048]
892_9477	chr16	79951313	79951713	+	1000	214.5	[9.257497]	[132]	[]	[]	[79951513]	[]
892_9478	chr17	40005515	40005915	+	1000	214.5	[9.257497]	[126]	[]	[]	[40005706]	[]
892_9479	chr18	58088026	58088426	+	1000	214.5	[9.257497]	[103]	[]	[]	[58088206]	[]
892_948	chr1	83918831	83919231	+	1000	931.5	[9.257497]	[123]	[]	[]	[83919038]	[]
892_9481	chr20	64042449	64042849	+	1000	214.5	[]	[]	[9.257497]	[132]	[]	[64042678]
892_9483	chr4	78658009	78658409	+	1000	214.5	[9.257497]	[74]	[]	[]	[78658169]	[]
892_9484	chr5	139709234	139709634	+	1000	214.5	[9.257497]	[102]	[]	[]	[139709403]	[]
