#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_8684	chr8	125512947	125513347	+	1000	75.0	[]	[]	[12.036125]	[81]	[]	[125513123]
685_8689	chr9	132406635	132407035	+	1000	75.0	[6.1639776, 8.228098, 9.94741]	[95, 112, 118]	[]	[]	[132406818, 132406835, 132406841]	[]
685_869	chr17	46193950	46194350	+	1000	256.0	[16.574568]	[90]	[]	[]	[46194140]	[]
685_8694	chrX	130092051	130092451	+	1000	75.0	[]	[]	[6.8494377, 12.935466]	[120, 126]	[]	[130092261, 130092267]
685_8697	chr1	12064431	12064831	+	1000	74.0	[10.201963]	[101]	[12.83136]	[84]	[12064604]	[12064587]
685_8698	chr1	12448763	12449163	+	1000	74.0	[]	[]	[7.400817]	[99]	[]	[12448961]
685_8700	chr1	24643500	24643900	+	1000	74.0	[11.150424]	[91]	[]	[]	[24643691]	[]
685_8702	chr1	39104252	39104652	+	1000	74.0	[]	[]	[6.6475215, 10.861304]	[56, 83]	[]	[39104405, 39104432]
685_8703	chr1	45499520	45499920	+	1000	74.0	[10.744702]	[104]	[]	[]	[45499719]	[]
685_8708	chr1	59732296	59732696	+	1000	74.0	[12.879424, 5.707021]	[107, 143]	[]	[]	[59732494, 59732530]	[]
685_871	chr19	45691760	45692160	+	1000	256.0	[5.927444]	[147]	[13.92105, 5.7691875, 6.7056165]	[99, 105, 119]	[45692005]	[45691957, 45691963, 45691977]
685_8710	chr1	86822465	86822865	+	1000	74.0	[]	[]	[13.904964, 11.540669, 9.281571, 8.022027]	[106, 112, 118, 147]	[]	[86822668, 86822674, 86822680, 86822709]
685_8713	chr1	117929454	117929854	+	1000	74.0	[]	[]	[13.212769]	[134]	[]	[117929667]
685_8716	chr1	165842739	165843139	+	1000	74.0	[]	[]	[9.382945, 7.16348]	[113, 141]	[]	[165842898, 165842926]
685_872	chr4	81421389	81421789	+	1000	256.0	[8.2932825, 7.7149487]	[89, 138]	[]	[]	[81421578, 81421627]	[]
685_8720	chr1	223266633	223267033	+	1000	74.0	[]	[]	[15.487197, 9.065187]	[100, 108]	[]	[223266833, 223266841]
685_873	chr5	179762002	179762402	+	1000	256.0	[16.407028]	[96]	[]	[]	[179762198]	[]
685_874	chr6	166343126	166343526	+	1000	256.0	[13.67664]	[98]	[]	[]	[166343323]	[]
685_8741	chr12	47705898	47706298	+	1000	74.0	[]	[]	[11.398504]	[158]	[]	[47706123]
685_8745	chr12	112938063	112938463	+	1000	74.0	[13.089308, 9.991311]	[113, 139]	[]	[]	[112938261, 112938287]	[]
685_8750	chr13	42548639	42549039	+	1000	74.0	[]	[]	[16.133993]	[103]	[]	[42548837]
685_8753	chr14	95507167	95507567	+	1000	74.0	[10.947445]	[89]	[]	[]	[95507348]	[]
685_8754	chr14	99178735	99179135	+	1000	74.0	[]	[]	[7.136567, 15.325211]	[64, 119]	[]	[99178886, 99178941]
685_8759	chr15	56192648	56193048	+	1000	74.0	[18.38044]	[95]	[]	[]	[56192840]	[]
685_8764	chr15	72375399	72375799	+	1000	74.0	[14.849025]	[91]	[]	[]	[72375588]	[]
685_8767	chr15	78564926	78565326	+	1000	74.0	[]	[]	[8.609039]	[101]	[]	[78565123]
685_877	chr1	246309493	246309893	+	1000	255.0	[13.904964]	[90]	[]	[]	[246309683]	[]
685_8771	chr16	57447237	57447637	+	1000	74.0	[6.438936]	[70]	[7.2885633]	[96]	[57447404]	[57447430]
685_8772	chr16	84537670	84538070	+	1000	74.0	[5.7056713]	[149]	[9.788102, 12.85539]	[123, 127]	[84537904]	[84537878, 84537882]
685_8775	chr16	89749633	89750033	+	1000	74.0	[18.38044]	[91]	[]	[]	[89749822]	[]
685_8777	chr17	43544036	43544436	+	1000	74.0	[]	[]	[12.118636]	[102]	[]	[43544233]
685_8783	chr19	840717	841117	+	1000	74.0	[16.407028]	[91]	[]	[]	[840908]	[]
685_8792	chr19	55599401	55599801	+	1000	74.0	[]	[]	[7.5826836, 6.678319, 11.483577, 7.6743226, 8.497009, 6.5537653]	[73, 87, 117, 136, 142, 149]	[]	[55599555, 55599569, 55599599, 55599618, 55599624, 55599631]
685_8798	chr2	108620977	108621377	+	1000	74.0	[7.842696]	[121]	[]	[]	[108621194]	[]
685_8799	chr2	112483782	112484182	+	1000	74.0	[]	[]	[14.575991, 8.218563, 7.788599]	[106, 120, 128]	[]	[112483984, 112483998, 112484006]
685_8804	chr2	170408443	170408843	+	1000	74.0	[18.402313]	[89]	[11.395989, 7.8102193, 5.915941]	[129, 135, 150]	[170408629]	[170408669, 170408675, 170408690]
685_8808	chr20	5923494	5923894	+	1000	74.0	[18.402313, 7.297582, 5.8860545]	[91, 104, 139]	[]	[]	[5923683, 5923696, 5923731]	[]
685_8811	chr20	62364405	62364805	+	1000	74.0	[]	[]	[10.877389]	[106]	[]	[62364611]
685_8813	chr22	22725134	22725534	+	1000	74.0	[]	[]	[17.548697]	[103]	[]	[22725329]
685_882	chr2	196249801	196250201	+	1000	255.0	[18.789831]	[93]	[]	[]	[196249992]	[]
685_8821	chr3	33385367	33385767	+	1000	74.0	[9.598595]	[100]	[]	[]	[33385562]	[]
685_8825	chr3	128077209	128077609	+	1000	74.0	[5.8442483, 5.806484, 11.238911]	[65, 90, 104]	[]	[]	[128077373, 128077398, 128077412]	[]
685_8827	chr4	56467343	56467743	+	1000	74.0	[]	[]	[11.9476385, 8.067893]	[121, 127]	[]	[56467554, 56467560]
685_8828	chr4	77146498	77146898	+	1000	74.0	[]	[]	[16.22155]	[104]	[]	[77146700]
685_883	chr2	217248666	217249066	+	1000	255.0	[]	[]	[15.0778055]	[104]	[]	[217248867]
685_8830	chr4	150316221	150316621	+	1000	74.0	[13.548412, 6.481104]	[100, 119]	[]	[]	[150316420, 150316439]	[]
685_8833	chr5	89325043	89325443	+	1000	74.0	[]	[]	[9.865872, 16.332783, 8.54208, 16.407028]	[91, 97, 108, 114]	[]	[89325234, 89325240, 89325251, 89325257]
685_8834	chr5	89396640	89397040	+	1000	74.0	[]	[]	[5.7989035, 9.97492]	[99, 105]	[]	[89396838, 89396844]
685_8835	chr5	138491987	138492387	+	1000	74.0	[]	[]	[6.8882637]	[76]	[]	[138492160]
685_8836	chr5	143207920	143208320	+	1000	74.0	[]	[]	[11.232898, 9.671366]	[91, 136]	[]	[143208101, 143208146]
685_8839	chr5	172150595	172150995	+	1000	74.0	[]	[]	[15.29632]	[91]	[]	[172150786]
685_8842	chr6	12010667	12011067	+	1000	74.0	[]	[]	[11.030722, 13.289122]	[107, 113]	[]	[12010864, 12010870]
685_8843	chr6	26458120	26458520	+	1000	74.0	[16.918556]	[90]	[]	[]	[26458309]	[]
685_885	chr6	42746745	42747145	+	1000	255.0	[]	[]	[15.498934, 6.661192]	[98, 141]	[]	[42746942, 42746985]
685_8854	chr6	159000082	159000482	+	1000	74.0	[]	[]	[9.433491]	[111]	[]	[159000282]
685_8856	chr6	169292227	169292627	+	1000	74.0	[]	[]	[7.1681347, 18.789831]	[79, 100]	[]	[169292400, 169292421]
685_8859	chr7	50330287	50330687	+	1000	74.0	[19.689182, 7.987816]	[100, 112]	[]	[]	[50330485, 50330497]	[]
685_8863	chr7	92809679	92810079	+	1000	74.0	[10.7521]	[90]	[]	[]	[92809867]	[]
685_8866	chr7	139829071	139829471	+	1000	74.0	[]	[]	[7.3678226]	[135]	[]	[139829289]
685_8867	chr7	158537264	158537664	+	1000	74.0	[13.980856]	[104]	[]	[]	[158537467]	[]
685_8868	chr8	22604435	22604835	+	1000	74.0	[7.702812]	[139]	[6.482971, 10.605356]	[66, 99]	[22604672]	[22604599, 22604632]
685_8870	chr8	89983931	89984331	+	1000	74.0	[]	[]	[7.9890156, 7.301722]	[67, 134]	[]	[89984096, 89984163]
685_8872	chr8	115427675	115428075	+	1000	74.0	[8.177888]	[210]	[]	[]	[115427909]	[]
685_8875	chr9	89781897	89782297	+	1000	74.0	[18.345798]	[110]	[6.9620523]	[73]	[89782098]	[89782061]
685_8877	chr9	121121660	121122060	+	1000	74.0	[8.389484]	[88]	[7.55325]	[139]	[121121847]	[121121898]
685_8881	chrX	75156088	75156488	+	1000	74.0	[13.503716]	[103]	[]	[]	[75156284]	[]
685_8885	chr1	8077614	8078014	+	1000	73.0	[8.280939]	[104]	[]	[]	[8077809]	[]
685_8886	chr1	8283230	8283630	+	1000	73.0	[15.87502]	[87]	[]	[]	[8283414]	[]
685_8887	chr1	8666875	8667275	+	1000	73.0	[]	[]	[14.365081]	[110]	[]	[8667082]
685_8889	chr1	10415323	10415723	+	1000	73.0	[9.403292]	[124]	[6.085824]	[112]	[10415536]	[10415524]
685_889	chr12	111757708	111758108	+	1000	254.0	[16.558989]	[91]	[]	[]	[111757899]	[]
685_8897	chr1	100265998	100266398	+	1000	73.0	[6.2160516]	[109]	[8.660542]	[172]	[100266172]	[100266235]
685_89	chr5	141960771	141961171	+	1000	470.0	[9.344363, 16.122425]	[60, 89]	[]	[]	[141960931, 141960960]	[]
685_890	chr15	91478605	91479005	+	1000	254.0	[10.227667]	[117]	[]	[]	[91478820]	[]
685_8900	chr1	148307573	148307973	+	1000	73.0	[6.0582757, 14.575991]	[89, 95]	[]	[]	[148307761, 148307767]	[]
685_8901	chr1	150268789	150269189	+	1000	73.0	[10.89727]	[65]	[15.1262865]	[108]	[150268948]	[150268991]
685_8904	chr1	183567531	183567931	+	1000	73.0	[9.482737, 8.086186]	[94, 142]	[]	[]	[183567723, 183567771]	[]
685_8905	chr1	205238187	205238587	+	1000	73.0	[]	[]	[7.0266595, 15.727134]	[137, 165]	[]	[205238390, 205238418]
685_8907	chr1	247332851	247333251	+	1000	73.0	[]	[]	[6.889769, 14.849025]	[74, 110]	[]	[247333007, 247333043]
685_8911	chr10	71495091	71495491	+	1000	73.0	[21.247185]	[90]	[]	[]	[71495279]	[]
685_8912	chr10	72308338	72308738	+	1000	73.0	[5.8423834, 7.072562, 7.8586454]	[91, 114, 131]	[]	[]	[72308519, 72308542, 72308559]	[]
685_8913	chr10	96826436	96826836	+	1000	73.0	[]	[]	[15.87502, 6.27668]	[119, 125]	[]	[96826646, 96826652]
685_8914	chr10	117441789	117442189	+	1000	73.0	[14.172218]	[81]	[]	[]	[117441963]	[]
685_8915	chr11	560449	560849	+	1000	73.0	[9.647418]	[97]	[]	[]	[560644]	[]
685_8916	chr11	47378423	47378823	+	1000	73.0	[9.81151]	[121]	[]	[]	[47378630]	[]
685_8917	chr11	57345561	57345961	+	1000	73.0	[7.616124, 6.138007]	[69, 90]	[]	[]	[57345722, 57345743]	[]
685_8921	chr12	98754003	98754403	+	1000	73.0	[]	[]	[7.4354568]	[100]	[]	[98754191]
685_8922	chr12	101967496	101967896	+	1000	73.0	[]	[]	[16.122425]	[99]	[]	[101967692]
685_8923	chr12	108855894	108856294	+	1000	73.0	[]	[]	[7.079482]	[58]	[]	[108856046]
685_8928	chr12	122421317	122421717	+	1000	73.0	[13.248663]	[93]	[]	[]	[122421507]	[]
685_8930	chr13	36345366	36345766	+	1000	73.0	[10.220513]	[105]	[9.551213]	[93]	[36345564]	[36345552]
685_8933	chr14	35121843	35122243	+	1000	73.0	[6.372398]	[174]	[]	[]	[35122086]	[]
685_8935	chr14	90905538	90905938	+	1000	73.0	[21.247185, 6.845005, 5.67483]	[85, 93, 124]	[]	[]	[90905717, 90905725, 90905756]	[]
685_8937	chr15	40466460	40466860	+	1000	73.0	[]	[]	[16.787796, 5.890165]	[121, 156]	[]	[40466671, 40466706]
685_8938	chr15	40930557	40930957	+	1000	73.0	[8.394657]	[99]	[]	[]	[40930752]	[]
685_8942	chr15	95929302	95929702	+	1000	73.0	[]	[]	[11.228953]	[113]	[]	[95929506]
685_8944	chr16	11361980	11362380	+	1000	73.0	[8.777143]	[138]	[12.159406]	[102]	[11362215]	[11362179]
685_8957	chr19	17616822	17617222	+	1000	73.0	[11.981243]	[72]	[5.7802434]	[100]	[17616992]	[17617020]
685_8959	chr19	35744884	35745284	+	1000	73.0	[10.100056]	[110]	[]	[]	[35745071]	[]
685_8961	chr19	40687375	40687775	+	1000	73.0	[]	[]	[14.405568]	[100]	[]	[40687573]
685_8965	chr2	16630498	16630898	+	1000	73.0	[15.091343]	[99]	[9.339921]	[138]	[16630697]	[16630736]
685_8975	chr2	114111316	114111716	+	1000	73.0	[]	[]	[15.325211]	[110]	[]	[114111520]
685_898	chr7	143289343	143289743	+	1000	253.0	[12.819792, 13.137063]	[89, 143]	[]	[]	[143289532, 143289586]	[]
685_8980	chr2	229856424	229856824	+	1000	73.0	[16.645521]	[95]	[]	[]	[229856616]	[]
685_8981	chr2	230125017	230125417	+	1000	73.0	[9.04746]	[134]	[16.525896]	[100]	[230125250]	[230125216]
685_8983	chr20	18779004	18779404	+	1000	73.0	[11.038218]	[106]	[7.0978484]	[64]	[18779201]	[18779159]
685_8990	chr22	27718164	27718564	+	1000	73.0	[13.9066105]	[96]	[]	[]	[27718344]	[]
685_8991	chr22	35921730	35922130	+	1000	73.0	[]	[]	[10.601402, 7.8174553]	[96, 105]	[]	[35921923, 35921932]
685_8993	chr3	37235931	37236331	+	1000	73.0	[8.485534]	[129]	[]	[]	[37236144]	[]
685_8994	chr3	47017148	47017548	+	1000	73.0	[12.724106]	[155]	[]	[]	[47017365]	[]
685_8996	chr3	51860701	51861101	+	1000	73.0	[8.002247, 16.751482]	[73, 81]	[]	[]	[51860871, 51860879]	[]
685_8997	chr3	52237474	52237874	+	1000	73.0	[11.440686]	[69]	[]	[]	[52237642]	[]
685_9	chr17	79826194	79826594	+	1000	586.0	[8.445088]	[57]	[18.38044]	[100]	[79826348]	[79826391]
685_9001	chr3	149812990	149813390	+	1000	73.0	[]	[]	[9.332928]	[125]	[]	[149813202]
685_9005	chr3	196431666	196432066	+	1000	73.0	[11.658059, 7.9310293, 13.015388]	[91, 140, 148]	[]	[]	[196431852, 196431901, 196431909]	[]
685_901	chr10	6068340	6068740	+	1000	252.0	[15.262771, 5.9575453, 18.203526]	[76, 81, 101]	[]	[]	[6068511, 6068516, 6068536]	[]
685_9010	chr4	76950799	76951199	+	1000	73.0	[]	[]	[14.07605, 10.670456, 6.9434085, 6.6436715, 6.028334]	[93, 99, 104, 110, 113]	[]	[76950987, 76950993, 76950998, 76951004, 76951007]
685_9013	chr4	122636752	122637152	+	1000	73.0	[]	[]	[16.093534, 6.6457953]	[98, 104]	[]	[122636947, 122636953]
685_9014	chr4	182225450	182225850	+	1000	73.0	[15.0778055]	[101]	[]	[]	[182225646]	[]
685_9016	chr5	14790196	14790596	+	1000	73.0	[6.4514313, 7.569272, 12.423825]	[55, 67, 92]	[]	[]	[14790349, 14790361, 14790386]	[]
685_902	chr12	93677134	93677534	+	1000	252.0	[]	[]	[11.273844, 15.206261]	[82, 119]	[]	[93677316, 93677353]
685_9020	chr5	76029752	76030152	+	1000	73.0	[]	[]	[17.944551]	[100]	[]	[76029945]
685_9024	chr5	170302999	170303399	+	1000	73.0	[]	[]	[12.653823, 7.4457726, 8.093329]	[101, 145, 151]	[]	[170303188, 170303232, 170303238]
685_9027	chr6	3712876	3713276	+	1000	73.0	[]	[]	[15.804134]	[101]	[]	[3713077]
685_9028	chr6	7058389	7058789	+	1000	73.0	[]	[]	[12.071058]	[120]	[]	[7058601]
685_903	chr15	52568949	52569349	+	1000	252.0	[]	[]	[15.642823, 6.5598783]	[100, 143]	[]	[52569149, 52569192]
685_9030	chr6	18585251	18585651	+	1000	73.0	[16.53411]	[109]	[6.8727527]	[66]	[18585456]	[18585413]
685_9032	chr6	26393222	26393622	+	1000	73.0	[16.68429]	[114]	[]	[]	[26393426]	[]
685_9034	chr6	30344422	30344822	+	1000	73.0	[13.082011]	[92]	[]	[]	[30344613]	[]
685_9038	chr6	53547937	53548337	+	1000	73.0	[7.6854787]	[115]	[]	[]	[53548136]	[]
685_9045	chr6	158825694	158826094	+	1000	73.0	[]	[]	[10.141962]	[74]	[]	[158825865]
685_9046	chr7	12715510	12715910	+	1000	73.0	[]	[]	[8.889367, 9.791948]	[83, 149]	[]	[12715674, 12715740]
685_905	chr7	131619599	131619999	+	1000	252.0	[8.047128]	[62]	[21.247185]	[99]	[131619760]	[131619797]
685_9051	chr7	91683943	91684343	+	1000	73.0	[]	[]	[6.850932, 15.990694]	[90, 100]	[]	[91684133, 91684143]
685_9053	chr7	105017719	105018119	+	1000	73.0	[]	[]	[6.1860175, 12.13524]	[61, 115]	[]	[105017872, 105017926]
685_9054	chr7	123534883	123535283	+	1000	73.0	[6.878775, 7.6666355, 11.648597]	[86, 100, 110]	[]	[]	[123535064, 123535078, 123535088]	[]
685_9058	chr7	151393348	151393748	+	1000	73.0	[]	[]	[8.350066]	[120]	[]	[151393559]
685_9063	chr8	28987233	28987633	+	1000	73.0	[21.247185, 6.8487096]	[72, 91]	[]	[]	[28987401, 28987420]	[]
685_9064	chr8	29230422	29230822	+	1000	73.0	[7.506557, 7.096593, 13.152376]	[105, 109, 123]	[]	[]	[29230610, 29230614, 29230628]	[]
685_9070	chr9	6681248	6681648	+	1000	73.0	[]	[]	[7.767539, 14.849025]	[113, 122]	[]	[6681459, 6681468]
685_9072	chr9	77808222	77808622	+	1000	73.0	[15.347085]	[89]	[]	[]	[77808410]	[]
685_9073	chr9	131033484	131033884	+	1000	73.0	[7.38302, 14.647311]	[83, 93]	[]	[]	[131033666, 131033676]	[]
685_9075	chrX	48911510	48911910	+	1000	73.0	[]	[]	[10.01642, 12.487567]	[76, 91]	[]	[48911677, 48911692]
685_9076	chrX	57915695	57916095	+	1000	73.0	[9.68843, 6.868052, 18.38044]	[90, 92, 98]	[]	[]	[57915883, 57915885, 57915891]	[]
685_9081	chr1	27430837	27431237	+	1000	72.0	[10.849736]	[109]	[]	[]	[27431042]	[]
685_9085	chr1	45499991	45500391	+	1000	72.0	[10.896182]	[74]	[7.861324]	[140]	[45500164]	[45500230]
685_9088	chr1	108199648	108200048	+	1000	72.0	[]	[]	[12.188229, 9.227855]	[99, 106]	[]	[108199839, 108199846]
685_909	chr2	6909717	6910117	+	1000	251.0	[14.560041]	[98]	[]	[]	[6909910]	[]
685_9091	chr1	203726632	203727032	+	1000	72.0	[]	[]	[6.7974377, 13.5333395]	[98, 104]	[]	[203726824, 203726830]
685_9092	chr1	204287007	204287407	+	1000	72.0	[]	[]	[15.761773, 6.94089]	[100, 119]	[]	[204287206, 204287225]
685_9095	chr1	212683260	212683660	+	1000	72.0	[12.935466]	[98]	[11.079471, 7.2810483]	[135, 139]	[212683456]	[212683493, 212683497]
685_9096	chr1	226047589	226047989	+	1000	72.0	[]	[]	[10.1418085]	[104]	[]	[226047791]
685_9097	chr1	226939456	226939856	+	1000	72.0	[12.438173]	[175]	[7.8640394]	[102]	[226939706]	[226939633]
685_9098	chr1	234213787	234214187	+	1000	72.0	[]	[]	[12.718113]	[103]	[]	[234213986]
685_91	chr16	50281889	50282289	+	1000	469.0	[]	[]	[16.133993]	[100]	[]	[50282085]
685_9101	chr10	70699620	70700020	+	1000	72.0	[]	[]	[5.739116, 9.991311]	[101, 107]	[]	[70699819, 70699825]
685_9103	chr11	14520256	14520656	+	1000	72.0	[]	[]	[10.889199]	[110]	[]	[14520458]
685_9104	chr11	18324515	18324915	+	1000	72.0	[]	[]	[10.454097, 9.692233, 11.993687]	[65, 69, 118]	[]	[18324672, 18324676, 18324725]
685_911	chr20	64042517	64042917	+	1000	251.0	[]	[]	[16.122425]	[107]	[]	[64042722]
685_9113	chr11	120330062	120330462	+	1000	72.0	[]	[]	[15.4790535]	[100]	[]	[120330257]
685_9115	chr12	39617877	39618277	+	1000	72.0	[]	[]	[21.247185]	[96]	[]	[39618061]
685_9116	chr12	46217953	46218353	+	1000	72.0	[8.052644, 6.657143]	[59, 76]	[7.5925536, 16.122425]	[97, 103]	[46218110, 46218127]	[46218148, 46218154]
685_9117	chr12	51171867	51172267	+	1000	72.0	[]	[]	[13.7883625]	[108]	[]	[51172071]
685_9120	chr12	75944151	75944551	+	1000	72.0	[11.540669, 5.650175]	[144, 150]	[18.62852]	[117]	[75944389, 75944395]	[75944362]
685_9126	chr13	29125969	29126369	+	1000	72.0	[]	[]	[18.38044, 6.372761]	[100, 106]	[]	[29126163, 29126169]
685_9127	chr13	41461498	41461898	+	1000	72.0	[9.37972, 13.417666]	[81, 89]	[]	[]	[41461674, 41461682]	[]
685_9129	chr13	102596122	102596522	+	1000	72.0	[]	[]	[13.470668]	[105]	[]	[102596324]
685_9134	chr15	40789190	40789590	+	1000	72.0	[]	[]	[6.4186244, 9.059027, 7.2120404]	[60, 102, 143]	[]	[40789347, 40789389, 40789430]
685_9136	chr15	89292036	89292436	+	1000	72.0	[5.9824867, 12.589477]	[85, 93]	[6.6605663]	[122]	[89292220, 89292228]	[89292257]
685_9137	chr16	2520764	2521164	+	1000	72.0	[7.8666544]	[150]	[14.08482]	[97]	[2521013]	[2520960]
685_9140	chr16	84014477	84014877	+	1000	72.0	[]	[]	[6.5585613, 7.0100517, 13.132678]	[80, 95, 100]	[]	[84014650, 84014665, 84014670]
685_9144	chr17	63770297	63770697	+	1000	72.0	[7.2585425, 9.422785]	[87, 134]	[]	[]	[63770474, 63770521]	[]
685_9146	chr17	77881532	77881932	+	1000	72.0	[]	[]	[7.012216, 7.018775]	[83, 110]	[]	[77881712, 77881739]
685_9148	chr18	31655372	31655772	+	1000	72.0	[11.332453]	[114]	[]	[]	[31655576]	[]
685_9149	chr18	35523695	35524095	+	1000	72.0	[]	[]	[10.922336, 15.338759, 7.2120404, 6.295074]	[99, 118, 124, 151]	[]	[35523879, 35523898, 35523904, 35523931]
685_915	chr6	44570046	44570446	+	1000	251.0	[15.0778055, 11.206938]	[89, 141]	[]	[]	[44570234, 44570286]	[]
685_9150	chr19	6532753	6533153	+	1000	72.0	[]	[]	[11.4209175, 7.7899995]	[110, 147]	[]	[6532953, 6532990]
685_9153	chr19	13069691	13070091	+	1000	72.0	[]	[]	[9.029707]	[142]	[]	[13069912]
685_9154	chr19	14614100	14614500	+	1000	72.0	[6.905808, 6.151685]	[73, 108]	[]	[]	[14614267, 14614302]	[]
685_9155	chr19	44002717	44003117	+	1000	72.0	[]	[]	[8.123596]	[138]	[]	[44002946]
685_9157	chr19	52734876	52735276	+	1000	72.0	[7.1211796]	[111]	[]	[]	[52735081]	[]
685_9159	chr2	8583486	8583886	+	1000	72.0	[7.6166334]	[153]	[8.764795]	[126]	[8583690]	[8583663]
685_916	chr6	105810102	105810502	+	1000	251.0	[7.2490487]	[115]	[18.38044]	[100]	[105810316]	[105810301]
685_9160	chr2	12797883	12798283	+	1000	72.0	[15.337017, 14.101634, 9.375928, 7.996069]	[66, 92, 98, 134]	[]	[]	[12798048, 12798074, 12798080, 12798116]	[]
685_9163	chr2	74421093	74421493	+	1000	72.0	[]	[]	[14.564423]	[103]	[]	[74421281]
685_9165	chr2	119223388	119223788	+	1000	72.0	[12.748906]	[89]	[5.887098]	[61]	[119223577]	[119223549]
685_9168	chr2	197499745	197500145	+	1000	72.0	[]	[]	[9.325561]	[99]	[]	[197499934]
685_917	chr8	60332906	60333306	+	1000	251.0	[17.548697, 10.748087, 14.535532]	[89, 105, 131]	[]	[]	[60333083, 60333099, 60333125]	[]
685_9171	chr20	41050728	41051128	+	1000	72.0	[5.717885, 6.299797, 11.693953]	[58, 91, 120]	[]	[]	[41050886, 41050919, 41050948]	[]
685_9172	chr20	44210215	44210615	+	1000	72.0	[7.8542643]	[90]	[]	[]	[44210404]	[]
685_9175	chr20	49937549	49937949	+	1000	72.0	[]	[]	[5.7479243, 8.297413, 14.930032, 10.460996]	[84, 149, 158, 177]	[]	[49937700, 49937765, 49937774, 49937793]
685_9178	chr22	22431423	22431823	+	1000	72.0	[6.194755, 7.947378]	[69, 91]	[]	[]	[22431581, 22431603]	[]
685_9183	chr3	46236404	46236804	+	1000	72.0	[]	[]	[5.7979507, 11.257408]	[63, 99]	[]	[46236563, 46236599]
685_9184	chr3	48247549	48247949	+	1000	72.0	[16.847603]	[114]	[]	[]	[48247756]	[]
685_9187	chr3	160386139	160386539	+	1000	72.0	[8.261812]	[90]	[]	[]	[160386328]	[]
685_9189	chr3	187773205	187773605	+	1000	72.0	[]	[]	[15.584859]	[100]	[]	[187773405]
685_919	chr1	206575161	206575561	+	1000	250.0	[15.121945]	[106]	[]	[]	[206575359]	[]
685_9191	chr4	40307644	40308044	+	1000	72.0	[16.847603]	[109]	[10.732431, 9.975633]	[138, 152]	[40307849]	[40307878, 40307892]
685_9193	chr4	72567030	72567430	+	1000	72.0	[18.402313, 9.195783]	[91, 99]	[]	[]	[72567221, 72567229]	[]
685_9197	chr5	10760122	10760522	+	1000	72.0	[11.903626, 9.090693, 9.235893]	[116, 135, 138]	[]	[]	[10760326, 10760345, 10760348]	[]
685_92	chr19	56321863	56322263	+	1000	469.0	[]	[]	[19.177654]	[100]	[]	[56322063]
685_920	chr10	5449722	5450122	+	1000	250.0	[9.1410055, 6.012591, 10.511558]	[57, 63, 89]	[7.0828314]	[141]	[5449875, 5449881, 5449907]	[5449959]
685_9202	chr5	79514505	79514905	+	1000	72.0	[]	[]	[11.804336]	[125]	[]	[79514716]
685_9203	chr5	90628493	90628893	+	1000	72.0	[]	[]	[11.1579]	[137]	[]	[90628719]
685_9207	chr6	32127832	32128232	+	1000	72.0	[]	[]	[15.360103]	[101]	[]	[32128033]
685_9208	chr6	33787864	33788264	+	1000	72.0	[6.789122]	[60]	[10.718004]	[108]	[33788019]	[33788067]
685_9210	chr6	37083407	37083807	+	1000	72.0	[10.072052]	[108]	[]	[]	[37083584]	[]
685_9212	chr6	39361910	39362310	+	1000	72.0	[6.463988]	[115]	[]	[]	[39362115]	[]
685_9213	chr6	42979032	42979432	+	1000	72.0	[7.9279895, 6.842142]	[127, 135]	[8.590693]	[102]	[42979255, 42979263]	[42979230]
685_9216	chr6	87589762	87590162	+	1000	72.0	[]	[]	[6.364254]	[144]	[]	[87590006]
685_9218	chr6	148520125	148520525	+	1000	72.0	[7.1753917, 19.177654]	[72, 89]	[]	[]	[148520296, 148520313]	[]
685_9225	chr7	100430414	100430814	+	1000	72.0	[17.231827]	[110]	[9.916376]	[55]	[100430622]	[100430567]
685_9228	chr7	135878256	135878656	+	1000	72.0	[]	[]	[12.844785]	[117]	[]	[135878460]
685_9238	chr9	130871862	130872262	+	1000	72.0	[]	[]	[8.250244]	[147]	[]	[130872085]
685_9239	chr9	131278818	131279218	+	1000	72.0	[11.793797]	[104]	[]	[]	[131279016]	[]
685_924	chr3	44045764	44046164	+	1000	250.0	[10.260758]	[91]	[]	[]	[44045952]	[]
685_9242	chrX	9341912	9342312	+	1000	72.0	[]	[]	[6.840474, 15.016564, 7.6743226, 15.016564]	[88, 100, 115, 127]	[]	[9342100, 9342112, 9342127, 9342139]
685_9246	chr1	26278921	26279321	+	1000	71.0	[12.967094]	[102]	[]	[]	[26279115]	[]
685_9247	chr1	27436497	27436897	+	1000	71.0	[]	[]	[5.6733727, 13.470668]	[72, 100]	[]	[27436663, 27436691]
685_925	chr5	75716927	75717327	+	1000	250.0	[]	[]	[19.689182, 6.455561]	[96, 102]	[]	[75717120, 75717126]
685_9252	chr1	74198237	74198637	+	1000	71.0	[]	[]	[15.148296]	[106]	[]	[74198440]
685_9253	chr1	117282648	117283048	+	1000	71.0	[]	[]	[12.819792, 6.246538]	[142, 166]	[]	[117282867, 117282891]
685_9255	chr1	151459308	151459708	+	1000	71.0	[]	[]	[12.25948]	[95]	[]	[151459501]
