#PeakID(python scan_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_6340	chr6	45294322	45294722	+	1000	48.0	[4.3336134, 5.6029005]	[80, 119]	[]	[]	[45294489, 45294528]	[]
642_6343	chr6	85593902	85594302	+	1000	48.0	[3.3478272]	[74]	[]	[]	[85594064]	[]
642_6344	chr6	107716607	107717007	+	1000	48.0	[6.848867]	[146]	[]	[]	[107716851]	[]
642_6347	chr6	139490421	139490821	+	1000	48.0	[10.991825, 12.261112, 10.006039]	[92, 98, 112]	[]	[]	[139490599, 139490605, 139490619]	[]
642_635	chr10	3811391	3811791	+	1000	169.0	[12.521293]	[84]	[]	[]	[3811575]	[]
642_6351	chr7	5558090	5558490	+	1000	48.0	[10.991825, 12.261112]	[105, 111]	[]	[]	[5558275, 5558281]	[]
642_6352	chr7	11237870	11238270	+	1000	48.0	[]	[]	[18.919323, 3.6080077]	[110, 116]	[]	[11238076, 11238082]
642_6353	chr7	23546945	23547345	+	1000	48.0	[5.3194, 6.848867]	[87, 104]	[]	[]	[23547102, 23547119]	[]
642_6354	chr7	26185441	26185841	+	1000	48.0	[6.954633, 6.848867]	[80, 86]	[]	[]	[26185594, 26185600]	[]
642_6359	chr7	76383040	76383440	+	1000	48.0	[]	[]	[5.6029005]	[122]	[]	[76383203]
642_636	chr15	62059728	62060128	+	1000	169.0	[9.209706, 6.848867]	[83, 89]	[]	[]	[62059911, 62059917]	[]
642_6360	chr7	92245675	92246075	+	1000	48.0	[]	[]	[5.6029005]	[150]	[]	[92245881]
642_6361	chr7	99558310	99558710	+	1000	48.0	[3.3478272]	[119]	[]	[]	[99558475]	[]
642_6364	chr7	102464696	102465096	+	1000	48.0	[]	[]	[5.6029005]	[134]	[]	[102464924]
642_6367	chr7	108567915	108568315	+	1000	48.0	[6.1232615]	[77]	[]	[]	[108568086]	[]
642_6368	chr7	117792181	117792581	+	1000	48.0	[]	[]	[3.3478272, 5.6029005, 4.3336134, 3.3478272]	[142, 177, 183, 202]	[]	[117792337, 117792372, 117792378, 117792397]
642_637	chr16	84594037	84594437	+	1000	169.0	[18.919323]	[129]	[]	[]	[84594248]	[]
642_6370	chr7	129091513	129091913	+	1000	48.0	[5.6029005]	[92]	[]	[]	[129091690]	[]
642_6374	chr7	155324015	155324415	+	1000	48.0	[]	[]	[3.3478272]	[82]	[]	[155324177]
642_6376	chr7	157338908	157339308	+	1000	48.0	[]	[]	[5.6029005, 14.409177]	[190, 196]	[]	[157339139, 157339145]
642_6377	chr8	6428645	6429045	+	1000	48.0	[]	[]	[3.4720602]	[167]	[]	[6428862]
642_6378	chr8	10777319	10777719	+	1000	48.0	[]	[]	[5.6029005]	[86]	[]	[10777486]
642_6383	chr8	106765227	106765627	+	1000	48.0	[13.246898]	[88]	[5.7271333]	[103]	[106765387]	[106765402]
642_6386	chr9	37290819	37291219	+	1000	48.0	[]	[]	[10.006039, 4.4393797]	[113, 119]	[]	[37291004, 37291010]
642_6387	chr9	68755082	68755482	+	1000	48.0	[]	[]	[14.409177]	[102]	[]	[68755269]
642_6388	chr9	89388195	89388595	+	589	48.0	[6.848867, 16.66425]	[79, 85]	[]	[]	[89388358, 89388364]	[]
642_6389	chr9	94468509	94468909	+	1000	48.0	[]	[]	[18.919323, 8.736752]	[135, 141]	[]	[94468715, 94468721]
642_639	chr6	150232348	150232748	+	1000	169.0	[]	[]	[18.919323, 16.66425]	[98, 104]	[]	[150232543, 150232549]
642_6395	chr9	130748010	130748410	+	1000	48.0	[]	[]	[3.6080077, 4.3336134]	[95, 96]	[]	[130748173, 130748174]
642_6397	chr9	130878478	130878878	+	1000	48.0	[3.6080077]	[104]	[]	[]	[130878644]	[]
642_64	chr8	128376998	128377398	+	1000	576.0	[5.863081, 16.66425, 12.261112, 3.6080077, 16.66425, 5.6029005]	[69, 75, 81, 86, 92, 98]	[]	[]	[128377163, 128377169, 128377175, 128377180, 128377186, 128377192]	[]
642_640	chr8	85106902	85107302	+	1000	169.0	[14.409177]	[87]	[]	[]	[85107088]	[]
642_6402	chrX	118271334	118271734	+	1000	48.0	[]	[]	[12.261112]	[104]	[]	[118271537]
642_6403	chrX	120629429	120629829	+	1000	48.0	[7.7509656, 6.848867, 4.3336134, 4.3336134]	[87, 93, 161, 167]	[]	[]	[120629594, 120629600, 120629668, 120629674]	[]
642_6404	chr1	8126998	8127398	+	1000	47.0	[4.3336134, 6.5886865, 13.246898, 13.246898, 6.848867]	[84, 89, 95, 101, 107]	[]	[]	[8127180, 8127185, 8127191, 8127197, 8127203]	[]
642_641	chr1	202348332	202348732	+	1000	168.0	[6.5886865]	[117]	[]	[]	[202348536]	[]
642_6410	chr1	15849134	15849534	+	1000	47.0	[3.3478272]	[134]	[]	[]	[15849363]	[]
642_6411	chr1	15976015	15976415	+	1000	47.0	[]	[]	[6.5886865]	[223]	[]	[15976249]
642_6412	chr1	18902591	18902991	+	1000	47.0	[5.863081, 6.5886865]	[100, 106]	[3.3478272]	[126]	[18902743, 18902749]	[18902769]
642_6413	chr1	20964874	20965274	+	1000	47.0	[]	[]	[12.261112]	[116]	[]	[20965078]
642_6415	chr1	23958763	23959163	+	1000	47.0	[]	[]	[4.3336134, 6.5886865]	[200, 208]	[]	[23958964, 23958972]
642_6416	chr1	25430961	25431361	+	1000	47.0	[5.863081]	[82]	[]	[]	[25431142]	[]
642_6417	chr1	26070390	26070790	+	1000	47.0	[7.7509656, 5.6029005]	[208, 214]	[4.3336134]	[121]	[26070634, 26070640]	[26070547]
642_6418	chr1	26685825	26686225	+	1000	47.0	[3.3478272]	[125]	[3.6080077, 3.6080077, 3.6080077, 10.006039]	[135, 140, 145, 150]	[26686050]	[26686060, 26686065, 26686070, 26686075]
642_6419	chr1	27490224	27490624	+	1000	47.0	[6.5886865]	[102]	[]	[]	[27490422]	[]
642_642	chr10	33486974	33487374	+	1000	168.0	[]	[]	[12.521293, 10.266219]	[115, 121]	[]	[33487186, 33487192]
642_6421	chr1	28517977	28518377	+	1000	47.0	[]	[]	[6.5886865]	[126]	[]	[28518198]
642_6425	chr1	47334519	47334919	+	1000	47.0	[3.2771003]	[175]	[]	[]	[47334741]	[]
642_643	chr19	18086810	18087210	+	1000	168.0	[5.6029005, 12.521293, 13.246898]	[77, 83, 89]	[]	[]	[18086985, 18086991, 18086997]	[]
642_6432	chr1	85224964	85225364	+	1000	47.0	[10.991825]	[185]	[]	[]	[85225195]	[]
642_6433	chr1	91712376	91712776	+	1000	47.0	[]	[]	[6.5886865, 12.521293]	[115, 121]	[]	[91712583, 91712589]
642_6435	chr1	93711198	93711598	+	1000	47.0	[10.130272, 18.919323]	[84, 90]	[4.4393797]	[111]	[93711366, 93711372]	[93711393]
642_6438	chr1	110711782	110712182	+	1000	47.0	[]	[]	[18.919323, 3.6080077]	[105, 111]	[]	[110711980, 110711986]
642_6439	chr1	111481692	111482092	+	1000	47.0	[]	[]	[5.6029005]	[105]	[]	[111481887]
642_644	chr2	73828590	73828990	+	1000	168.0	[3.3478272]	[72]	[12.261112]	[98]	[73828747]	[73828773]
642_6442	chr1	143234858	143235258	+	1000	47.0	[3.3478272]	[126]	[]	[]	[143235082]	[]
642_6448	chr1	156728575	156728975	+	1000	47.0	[]	[]	[5.6029005]	[92]	[]	[156728738]
642_645	chr1	12166771	12167171	+	1000	167.0	[]	[]	[18.919323]	[115]	[]	[12166980]
642_6455	chr1	182795511	182795911	+	1000	47.0	[]	[]	[6.5886865]	[166]	[]	[182795713]
642_6456	chr1	183633693	183634093	+	1000	47.0	[4.3336134, 3.3478272]	[129, 134]	[]	[]	[183633893, 183633898]	[]
642_6457	chr1	193118803	193119203	+	1000	47.0	[10.266219, 6.5886865]	[108, 114]	[]	[]	[193118968, 193118974]	[]
642_6458	chr1	201983116	201983516	+	1000	47.0	[]	[]	[4.3336134]	[103]	[]	[201983281]
642_646	chr21	34933976	34934376	+	1000	167.0	[]	[]	[12.261112, 16.66425, 5.6029005]	[106, 112, 118]	[]	[34934180, 34934186, 34934192]
642_6460	chr1	204411599	204411999	+	1000	47.0	[5.6029005]	[135]	[]	[]	[204411800]	[]
642_6463	chr1	211711326	211711726	+	1000	47.0	[]	[]	[5.6029005, 16.66425]	[79, 99]	[]	[211711486, 211711506]
642_6467	chr1	228457673	228458073	+	1000	47.0	[10.006039]	[97]	[]	[]	[228457851]	[]
642_6468	chr1	234599729	234600129	+	1000	47.0	[]	[]	[5.863081]	[104]	[]	[234599932]
642_6469	chr1	234657333	234657733	+	1000	47.0	[]	[]	[18.919323]	[117]	[]	[234657544]
642_647	chr21	37565635	37566035	+	1000	167.0	[16.66425]	[88]	[]	[]	[37565812]	[]
642_6471	chr1	244324979	244325379	+	1000	47.0	[6.5886865]	[99]	[]	[]	[244325171]	[]
642_6477	chr10	61575188	61575588	+	1000	47.0	[12.521293, 13.246898, 6.5886865, 4.3336134]	[126, 132, 138, 176]	[]	[]	[61575382, 61575388, 61575394, 61575432]	[]
642_648	chr3	193832124	193832524	+	1000	167.0	[]	[]	[18.919323]	[110]	[]	[193832316]
642_6480	chr10	77629793	77630193	+	1000	47.0	[]	[]	[18.919323, 10.006039]	[128, 134]	[]	[77630005, 77630011]
642_6482	chr11	3380749	3381149	+	1000	47.0	[]	[]	[4.3336134, 12.261112]	[130, 136]	[]	[3380942, 3380948]
642_6485	chr11	12828244	12828644	+	1000	47.0	[]	[]	[4.593794]	[239]	[]	[12828485]
642_6487	chr11	20083890	20084290	+	1000	47.0	[]	[]	[3.6080077, 3.6080077, 3.6080077, 7.7509656]	[103, 109, 115, 121]	[]	[20084087, 20084093, 20084099, 20084105]
642_6488	chr11	36450064	36450464	+	1000	47.0	[18.919323]	[92]	[]	[]	[36450252]	[]
642_649	chr4	163395762	163396162	+	1000	167.0	[]	[]	[3.4720602, 18.919323]	[88, 101]	[]	[163395950, 163395963]
642_6491	chr11	61332856	61333256	+	1000	47.0	[4.3336134]	[89]	[]	[]	[61333023]	[]
642_6493	chr11	62678878	62679278	+	1000	47.0	[5.6029005]	[109]	[]	[]	[62679084]	[]
642_6494	chr11	64472864	64473264	+	1000	47.0	[6.5886865, 10.266219]	[88, 102]	[]	[]	[64473046, 64473060]	[]
642_6497	chr11	76740773	76741173	+	1000	47.0	[10.006039, 18.919323]	[99, 159]	[]	[]	[76740936, 76740996]	[]
642_65	chr2	151288119	151288519	+	1000	575.0	[16.66425, 12.261112, 4.457846]	[87, 93, 118]	[]	[]	[151288303, 151288309, 151288334]	[]
642_650	chrX	13652755	13653155	+	1000	167.0	[14.409177]	[89]	[4.457846]	[104]	[13652941]	[13652956]
642_6501	chr12	4027413	4027813	+	1000	47.0	[12.521293, 18.919323]	[71, 77]	[]	[]	[4027578, 4027584]	[]
642_6502	chr12	47360757	47361157	+	1000	47.0	[13.246898]	[155]	[3.6080077]	[142]	[47360965]	[47360952]
642_6505	chr12	49264924	49265324	+	1000	47.0	[]	[]	[6.694453]	[63]	[]	[49265077]
642_651	chr10	30418640	30419040	+	1000	166.0	[14.409177, 6.5886865, 4.593794, 5.863081]	[70, 110, 131, 137]	[3.5372808]	[147]	[30418810, 30418850, 30418871, 30418877]	[30418887]
642_6513	chr12	57935990	57936390	+	1000	47.0	[]	[]	[5.6029005]	[101]	[]	[57936186]
642_652	chr11	94567430	94567830	+	1000	166.0	[]	[]	[16.66425]	[104]	[]	[94567631]
642_6521	chr13	33679009	33679409	+	1000	47.0	[12.261112, 10.006039]	[93, 99]	[]	[]	[33679200, 33679206]	[]
642_6522	chr13	67230916	67231316	+	1000	47.0	[13.246898, 5.6029005]	[111, 117]	[]	[]	[67231115, 67231121]	[]
642_6523	chr13	95227380	95227780	+	1000	47.0	[]	[]	[12.521293]	[101]	[]	[95227570]
642_6525	chr14	61694981	61695381	+	1000	47.0	[]	[]	[13.246898]	[146]	[]	[61695210]
642_6526	chr15	22776081	22776481	+	1000	47.0	[]	[]	[18.919323]	[186]	[]	[22776328]
642_653	chr2	107712820	107713220	+	1000	166.0	[5.863081, 13.246898, 18.919323]	[75, 81, 87]	[]	[]	[107712985, 107712991, 107712997]	[]
642_6531	chr15	56863952	56864352	+	1000	47.0	[6.5886865, 8.736752, 12.521293]	[88, 93, 99]	[]	[]	[56864139, 56864144, 56864150]	[]
642_6535	chr15	92917833	92918233	+	1000	47.0	[6.848867]	[124]	[]	[]	[92918045]	[]
642_6538	chr16	136125	136525	+	1000	47.0	[10.991825]	[119]	[]	[]	[136335]	[]
642_6540	chr16	19886306	19886706	+	1000	47.0	[]	[]	[6.5886865]	[151]	[]	[19886494]
642_6543	chr16	69328776	69329176	+	1000	47.0	[12.521293]	[91]	[5.6029005]	[153]	[69328965]	[69329027]
642_6545	chr16	75647407	75647807	+	1000	47.0	[]	[]	[5.6029005]	[151]	[]	[75647603]
642_6546	chr16	81481345	81481745	+	1000	47.0	[4.4393797, 6.5886865]	[61, 67]	[]	[]	[81481497, 81481503]	[]
642_655	chr6	7086740	7087140	+	1000	166.0	[18.919323]	[93]	[]	[]	[7086922]	[]
642_6553	chr17	7239553	7239953	+	1000	47.0	[5.7271333]	[170]	[]	[]	[7239734]	[]
642_6554	chr17	7484243	7484643	+	1000	47.0	[]	[]	[4.3336134]	[167]	[]	[7484482]
642_656	chr9	132770040	132770440	+	1000	166.0	[16.66425, 6.5886865]	[104, 110]	[]	[]	[132770233, 132770239]	[]
642_6560	chr17	39918464	39918864	+	1000	47.0	[11.097591, 12.521293]	[69, 75]	[]	[]	[39918630, 39918636]	[]
642_6567	chr17	75033744	75034144	+	1000	47.0	[3.3478272]	[189]	[]	[]	[75033978]	[]
642_657	chr9	136882467	136882867	+	1000	166.0	[]	[]	[12.261112]	[98]	[]	[136882646]
642_6571	chr18	9829089	9829489	+	1000	47.0	[]	[]	[4.3336134]	[120]	[]	[9829261]
642_6572	chr18	63422329	63422729	+	1000	47.0	[]	[]	[5.863081]	[116]	[]	[63422506]
642_6574	chr19	745120	745520	+	1000	47.0	[3.3478272]	[153]	[14.409177, 3.2771003]	[128, 134]	[745345]	[745320, 745326]
642_6577	chr19	18192726	18193126	+	1000	47.0	[3.4720602]	[194]	[]	[]	[18192950]	[]
642_6582	chr19	38962109	38962509	+	1000	47.0	[]	[]	[5.6029005, 5.863081]	[114, 120]	[]	[38962321, 38962327]
642_6585	chr19	46563343	46563743	+	1000	47.0	[4.3336134, 18.919323]	[121, 127]	[]	[]	[46563546, 46563552]	[]
642_659	chr1	143246870	143247270	+	1000	165.0	[]	[]	[10.006039]	[70]	[]	[143247040]
642_6595	chr2	70135979	70136379	+	1000	47.0	[]	[]	[3.3478272, 4.3336134]	[165, 216]	[]	[70136151, 70136202]
642_66	chr19	49474004	49474404	+	1000	574.0	[]	[]	[18.919323, 5.9873137]	[122, 128]	[]	[49474216, 49474222]
642_660	chr1	160437872	160438272	+	1000	165.0	[]	[]	[12.521293]	[109]	[]	[160438081]
642_6603	chr2	157899270	157899670	+	1000	47.0	[3.2771003, 7.7509656, 10.006039]	[110, 155, 161]	[]	[]	[157899449, 157899494, 157899500]	[]
642_6606	chr2	189204099	189204499	+	1000	47.0	[8.736752, 16.66425, 6.5886865]	[90, 96, 102]	[3.3478272]	[78]	[189204289, 189204295, 189204301]	[189204277]
642_6607	chr2	201116174	201116574	+	1000	47.0	[]	[]	[12.521293]	[119]	[]	[201116382]
642_6608	chr2	215979694	215980094	+	1000	47.0	[]	[]	[12.521293]	[150]	[]	[215979923]
642_6609	chr2	223048510	223048910	+	1000	47.0	[]	[]	[3.4720602, 12.261112, 12.521293, 7.6802387]	[139, 147, 153, 159]	[]	[223048726, 223048734, 223048740, 223048746]
642_661	chr15	87570183	87570583	+	1000	165.0	[16.66425, 18.919323]	[81, 87]	[]	[]	[87570363, 87570369]	[]
642_6610	chr2	239399377	239399777	+	1000	47.0	[4.3336134, 16.66425]	[81, 87]	[]	[]	[239399547, 239399553]	[]
642_6612	chr20	13784734	13785134	+	1000	47.0	[]	[]	[5.6029005]	[172]	[]	[13784973]
642_6613	chr20	29080002	29080402	+	1000	47.0	[3.3478272]	[147]	[]	[]	[29080240]	[]
642_6618	chr20	63574017	63574417	+	1000	47.0	[]	[]	[5.863081, 3.6080077]	[111, 117]	[]	[63574223, 63574229]
642_662	chr17	39461278	39461678	+	1000	165.0	[]	[]	[6.1232615]	[122]	[]	[39461493]
642_6620	chr21	33215595	33215995	+	1000	47.0	[]	[]	[3.2771003]	[142]	[]	[33215837]
642_6622	chr21	34892251	34892651	+	1000	47.0	[]	[]	[13.246898, 5.863081]	[126, 132]	[]	[34892455, 34892461]
642_6623	chr21	37366546	37366946	+	1000	47.0	[]	[]	[3.3478272]	[105]	[]	[37366742]
642_6628	chr22	19760204	19760604	+	1000	47.0	[12.261112, 6.848867, 3.2771003]	[115, 131, 148]	[]	[]	[19760355, 19760371, 19760388]	[]
642_6629	chr22	19761820	19762220	+	1000	47.0	[]	[]	[6.848867]	[183]	[]	[19762065]
642_663	chr2	26412268	26412668	+	1000	165.0	[]	[]	[14.409177]	[67]	[]	[26412421]
642_6637	chr22	23016200	23016600	+	1000	47.0	[3.4720602]	[149]	[]	[]	[23016445]	[]
642_6639	chr22	30609281	30609681	+	1000	47.0	[5.6029005]	[133]	[12.521293]	[97]	[30609512]	[30609476]
642_664	chr2	191023332	191023732	+	1000	165.0	[12.521293]	[85]	[]	[]	[191023517]	[]
642_6640	chr22	46432451	46432851	+	1000	47.0	[12.521293, 5.863081]	[87, 93]	[]	[]	[46432636, 46432642]	[]
642_6642	chr3	5497520	5497920	+	1000	47.0	[16.66425]	[93]	[]	[]	[5497688]	[]
642_6646	chr3	37229712	37230112	+	1000	47.0	[3.2771003]	[144]	[]	[]	[37229918]	[]
642_665	chr5	39274790	39275190	+	1000	165.0	[]	[]	[7.574473, 16.66425, 4.457846, 5.6029005]	[114, 120, 153, 161]	[]	[39274990, 39274996, 39275029, 39275037]
642_6650	chr3	46549309	46549709	+	1000	47.0	[10.006039]	[130]	[]	[]	[46549522]	[]
642_6654	chr3	168141657	168142057	+	1000	47.0	[]	[]	[5.6029005, 15.607738]	[105, 111]	[]	[168141842, 168141848]
642_6663	chr4	67575299	67575699	+	1000	47.0	[6.5886865]	[91]	[]	[]	[67575477]	[]
642_6666	chr4	82989577	82989977	+	1000	47.0	[]	[]	[3.3478272, 5.6029005, 16.66425]	[87, 91, 97]	[]	[82989761, 82989765, 82989771]
642_6669	chr4	151016512	151016912	+	1000	47.0	[10.266219, 12.261112]	[113, 119]	[]	[]	[151016709, 151016715]	[]
642_667	chr14	85934441	85934841	+	1000	164.0	[]	[]	[5.6029005, 18.919323, 12.521293, 12.261112, 12.521293]	[103, 109, 115, 126, 132]	[]	[85934644, 85934650, 85934656, 85934667, 85934673]
642_6671	chr4	175771068	175771468	+	1000	47.0	[]	[]	[18.919323, 10.266219]	[106, 112]	[]	[175771262, 175771268]
642_6672	chr5	2094123	2094523	+	1000	47.0	[3.3478272, 10.266219]	[94, 124]	[]	[]	[2094300, 2094330]	[]
642_6677	chr5	53560446	53560846	+	1000	47.0	[3.4720602]	[77]	[]	[]	[53560597]	[]
642_6679	chr5	119070512	119070912	+	1000	47.0	[5.863081]	[126]	[3.6080077]	[160]	[119070716]	[119070750]
642_668	chr2	131156483	131156883	+	1000	164.0	[]	[]	[5.6029005, 12.521293, 6.848867]	[89, 95, 101]	[]	[131156666, 131156672, 131156678]
642_6680	chr5	131671403	131671803	+	1000	47.0	[]	[]	[6.5886865, 15.607738, 7.7509656]	[109, 115, 145]	[]	[131671595, 131671601, 131671631]
642_6681	chr5	132464244	132464644	+	906	47.0	[16.66425]	[57]	[16.66425, 5.7271333, 4.3336134]	[79, 92, 119]	[132464400]	[132464422, 132464435, 132464462]
642_6682	chr5	141320543	141320943	+	1000	47.0	[7.7509656]	[142]	[]	[]	[141320773]	[]
642_6684	chr5	159263108	159263508	+	1000	47.0	[]	[]	[5.6029005, 5.6029005, 5.9873137]	[77, 87, 93]	[]	[159263285, 159263295, 159263301]
642_6687	chr5	177516966	177517366	+	1000	47.0	[5.7271333]	[131]	[]	[]	[177517150]	[]
642_669	chr4	119300388	119300788	+	1000	164.0	[6.848867]	[93]	[3.3478272]	[120]	[119300565]	[119300592]
642_6692	chr6	13908903	13909303	+	1000	47.0	[13.246898]	[165]	[]	[]	[13909132]	[]
642_6693	chr6	16031203	16031603	+	1000	47.0	[]	[]	[8.736752]	[161]	[]	[16031440]
642_6698	chr6	28709193	28709593	+	1000	47.0	[4.3336134]	[106]	[3.3478272]	[174]	[28709360]	[28709428]
642_6699	chr6	28788886	28789286	+	1000	47.0	[10.006039, 3.6080077]	[68, 73]	[]	[]	[28789050, 28789055]	[]
642_67	chr5	96876275	96876675	+	1000	572.0	[18.919323, 12.261112]	[98, 104]	[]	[]	[96876470, 96876476]	[]
642_670	chrX	12950139	12950539	+	1000	164.0	[12.261112]	[86]	[]	[]	[12950321]	[]
642_6701	chr6	31197791	31198191	+	1000	47.0	[]	[]	[3.5372808, 4.3336134]	[132, 152]	[]	[31197957, 31197977]
642_6706	chr6	41775844	41776244	+	1000	47.0	[5.6029005]	[70]	[]	[]	[41776002]	[]
642_6708	chr6	49636645	49637045	+	1000	47.0	[5.6029005]	[68]	[]	[]	[49636798]	[]
642_671	chr1	22451733	22452133	+	1000	163.0	[6.694453]	[88]	[]	[]	[22451909]	[]
642_6713	chr6	137768435	137768835	+	1000	47.0	[]	[]	[16.66425, 3.2771003]	[100, 106]	[]	[137768633, 137768639]
642_6716	chr6	154510621	154511021	+	1000	47.0	[]	[]	[10.991825]	[97]	[]	[154510815]
642_6717	chr6	158869834	158870234	+	1000	47.0	[]	[]	[3.4720602]	[92]	[]	[158870024]
642_6719	chr7	1044051	1044451	+	1000	47.0	[4.593794]	[137]	[]	[]	[1044263]	[]
642_672	chr1	46065390	46065790	+	1000	163.0	[16.66425, 3.2771003]	[90, 134]	[6.5886865]	[148]	[46065578, 46065622]	[46065636]
642_6720	chr7	4745902	4746302	+	1000	47.0	[14.409177]	[138]	[]	[]	[4746130]	[]
642_6727	chr7	64794237	64794637	+	1000	47.0	[]	[]	[10.006039]	[183]	[]	[64794458]
642_673	chr1	93033754	93034154	+	1000	163.0	[3.3478272, 13.246898]	[65, 84]	[13.246898, 5.863081]	[112, 118]	[93033907, 93033926]	[93033954, 93033960]
642_6734	chr7	99806872	99807272	+	1000	47.0	[6.5886865]	[161]	[]	[]	[99807105]	[]
642_6737	chr7	107077168	107077568	+	1000	47.0	[6.848867]	[156]	[]	[]	[107077388]	[]
642_6738	chr7	107891931	107892331	+	1000	47.0	[4.3336134]	[151]	[]	[]	[107892155]	[]
642_674	chr13	32530736	32531136	+	1000	163.0	[]	[]	[13.246898, 12.521293]	[105, 111]	[]	[32530939, 32530945]
642_6740	chr7	108080172	108080572	+	1000	47.0	[]	[]	[3.3478272]	[122]	[]	[108080378]
642_6741	chr7	120998996	120999396	+	1000	47.0	[]	[]	[6.5886865]	[70]	[]	[120999166]
642_6742	chr7	121178851	121179251	+	1000	47.0	[5.863081, 16.66425]	[156, 162]	[]	[]	[121179069, 121179075]	[]
642_6744	chr7	130010808	130011208	+	1000	47.0	[3.3478272]	[111]	[]	[]	[130011009]	[]
642_6745	chr7	131107885	131108285	+	1000	47.0	[]	[]	[6.954633]	[132]	[]	[131108115]
642_6746	chr7	138008743	138009143	+	1000	47.0	[]	[]	[6.848867]	[190]	[]	[138008968]
642_6748	chr7	148983470	148983870	+	1000	47.0	[]	[]	[5.6029005]	[69]	[]	[148983628]
642_6754	chr8	18083103	18083503	+	1000	47.0	[3.4720602, 10.266219]	[99, 154]	[]	[]	[18083291, 18083346]	[]
642_6756	chr8	39939622	39940022	+	1000	47.0	[12.521293]	[131]	[]	[]	[39939843]	[]
642_6757	chr8	41812263	41812663	+	1000	47.0	[10.006039]	[142]	[]	[]	[41812495]	[]
642_676	chr3	39284456	39284856	+	1000	163.0	[]	[]	[6.5886865, 18.919323]	[135, 141]	[]	[39284679, 39284685]
642_6760	chr8	101149934	101150334	+	1000	47.0	[3.6080077]	[102]	[4.593794]	[85]	[101150128]	[101150111]
642_6761	chr8	103448220	103448620	+	1000	47.0	[]	[]	[12.521293, 5.863081]	[116, 122]	[]	[103448435, 103448441]
642_6764	chr9	5608772	5609172	+	1000	47.0	[]	[]	[6.5886865, 18.919323]	[104, 110]	[]	[5608970, 5608976]
642_6765	chr9	36092560	36092960	+	1000	47.0	[]	[]	[12.521293]	[101]	[]	[36092760]
642_6766	chr9	91798580	91798980	+	1000	47.0	[]	[]	[10.266219]	[111]	[]	[91798789]
642_6767	chr9	98045356	98045756	+	1000	47.0	[]	[]	[10.006039]	[114]	[]	[98045539]
642_6769	chr9	112072978	112073378	+	1000	47.0	[]	[]	[3.3478272, 8.736752]	[139, 169]	[]	[112073198, 112073228]
642_677	chr3	47282355	47282755	+	1000	163.0	[5.863081]	[94]	[]	[]	[47282533]	[]
642_6773	chr9	129884110	129884510	+	1000	47.0	[4.3336134, 10.130272]	[160, 166]	[]	[]	[129884311, 129884317]	[]
642_678	chr6	73654801	73655201	+	1000	163.0	[18.919323]	[91]	[]	[]	[73654985]	[]
642_6783	chr9	131192945	131193345	+	1000	47.0	[14.409177]	[152]	[]	[]	[131193134]	[]
642_6784	chr9	131269113	131269513	+	1000	47.0	[7.7509656]	[184]	[3.3478272]	[201]	[131269310]	[131269327]
642_6786	chr1	15831954	15832354	+	1000	46.0	[]	[]	[3.4720602]	[147]	[]	[15832143]
642_6788	chr1	23800731	23801131	+	1000	46.0	[5.6029005]	[119]	[]	[]	[23800926]	[]
642_679	chr7	26156303	26156703	+	1000	163.0	[]	[]	[5.863081, 10.006039]	[69, 75]	[]	[26156472, 26156478]
642_68	chr5	132410696	132411096	+	1000	572.0	[16.66425]	[128]	[18.919323, 18.919323]	[94, 100]	[132410923]	[132410889, 132410895]
642_680	chr8	80432475	80432875	+	1000	163.0	[6.848867, 16.66425]	[68, 74]	[]	[]	[80432636, 80432642]	[]
642_6804	chr1	44729257	44729657	+	1000	46.0	[]	[]	[5.6029005]	[145]	[]	[44729486]
642_6808	chr1	60978954	60979354	+	1000	46.0	[]	[]	[5.863081]	[153]	[]	[60979198]
642_6809	chr1	67519275	67519675	+	1000	46.0	[4.593794, 5.863081]	[91, 97]	[]	[]	[67519445, 67519451]	[]
642_681	chr1	35162249	35162649	+	1000	162.0	[18.919323]	[94]	[]	[]	[35162432]	[]
642_6810	chr1	78114372	78114772	+	1000	46.0	[]	[]	[4.3336134, 5.863081]	[129, 135]	[]	[78114572, 78114578]
642_6812	chr1	89804732	89805132	+	1000	46.0	[4.3336134]	[122]	[]	[]	[89804900]	[]
642_6813	chr1	99766449	99766849	+	1000	46.0	[3.3478272, 4.3336134]	[79, 168]	[3.6080077, 3.3478272]	[102, 123]	[99766611, 99766700]	[99766634, 99766655]
642_6819	chr1	161399528	161399928	+	1000	46.0	[]	[]	[3.3478272]	[129]	[]	[161399728]
642_682	chr1	99786690	99787090	+	1000	162.0	[]	[]	[10.266219, 10.006039]	[114, 120]	[]	[99786898, 99786904]
642_6821	chr1	183988513	183988913	+	1000	46.0	[]	[]	[18.919323]	[166]	[]	[183988758]
642_6822	chr1	204398536	204398936	+	1000	46.0	[5.863081]	[147]	[]	[]	[204398757]	[]
642_6826	chr1	222009087	222009487	+	1000	46.0	[]	[]	[16.66425, 10.006039]	[111, 142]	[]	[222009288, 222009319]
642_6827	chr1	222711358	222711758	+	1000	46.0	[12.521293]	[140]	[]	[]	[222711565]	[]
